
[00:00:00.000 --> 00:00:04.760]  我們一起來讀一段經文是在真言十九章第八節
[00:04:11.120 --> 00:04:12.960]  人若賺得了全世界
[00:04:12.960 --> 00:04:15.040]  卻失去了生命
[00:04:15.040 --> 00:04:17.480]  失去了love for life
[00:04:17.480 --> 00:04:20.080]  那真可惜
[00:04:20.080 --> 00:04:24.240]  但是盜賊真是在偷竊 殺害 毀壞
[00:04:24.240 --> 00:04:26.960]  甚至是連我們在認真的經營
[00:04:26.960 --> 00:04:28.880]  在計劃的時候
[00:04:28.880 --> 00:04:31.200]  我們卻仍然不知不覺的
[00:04:31.200 --> 00:04:33.840]  仍然被偷竊 殺害 毀壞
[00:04:33.840 --> 00:04:34.440]  爲什麼
[00:04:34.440 --> 00:04:36.720]  What's going on? What happened?
[00:04:36.720 --> 00:04:40.280]  感謝沈耶穌在約翰福音十章十節說到
[00:04:40.280 --> 00:04:45.520]  但是我來是要叫人的生命
[00:04:45.520 --> 00:04:46.520]  不但如此
[00:04:46.520 --> 00:04:50.040]  要得得更豐盛的生命
[00:04:50.040 --> 00:04:51.520]  所以今天在這個八月份
[00:04:51.520 --> 00:04:53.040]  一個新學期的開始
[00:04:53.040 --> 00:04:54.760]  也是一個新的季節的開始
[00:04:54.760 --> 00:04:56.440]  我要祝福我們每一位丟用姐妹
[00:04:56.440 --> 00:04:59.640]  不論是現場或是在螢幕前面丟用姐妹
[00:04:59.640 --> 00:05:00.760]  讓我們的家庭
[00:05:00.760 --> 00:05:03.440]  我們的兒女都能夠得着
[00:05:03.440 --> 00:05:05.640]  熱愛生命
[00:05:05.640 --> 00:05:09.680]  富足又不加上憂慮的豐盛的生命
[00:05:09.680 --> 00:05:11.000]  Amen
[00:05:11.000 --> 00:05:12.000]  祝福你
[00:05:12.000 --> 00:05:12.760]  讓我們一起來看
[00:05:12.760 --> 00:05:13.120]  第一
[00:05:13.120 --> 00:05:16.160]  首先我們需要有一個熱情
[00:05:16.160 --> 00:05:17.240]  Passion
[00:05:17.240 --> 00:05:17.920]  我們一起來說
[00:05:17.920 --> 00:05:21.000]  I will love
[00:05:21.000 --> 00:05:22.480]  什麼是熱情
[00:05:22.480 --> 00:05:26.280]  Passion這個字事實上可以翻成兩個中文
[00:05:26.280 --> 00:05:28.520]  熱情或是激情
[00:05:28.520 --> 00:05:32.560]  激情是一個爆發 很刺激
[00:05:32.560 --> 00:05:33.720]  有些衝動
[00:05:33.720 --> 00:05:36.040]  然後不理性的一個概念
[00:05:36.040 --> 00:05:37.480]  而熱情呢
[00:05:37.480 --> 00:05:39.840]  就是理想 溫暖
[00:05:39.840 --> 00:05:44.800]  有規劃和持續進行的一個情感
[00:05:44.800 --> 00:05:45.880]  哇 這兩個很不一樣
[00:05:45.880 --> 00:05:47.800]  可是都是Passion
[00:05:47.800 --> 00:05:50.160]  當初這個Passion of Christ
[00:05:50.160 --> 00:05:52.040]  在臺灣要上映的時候
[00:05:52.040 --> 00:05:54.040]  他們那個翻譯一打出來
[00:05:54.040 --> 00:05:55.840]  我都快昏倒了
[00:05:55.840 --> 00:05:57.040]  受難劑
[00:05:57.040 --> 00:06:00.640]  最後的激情
[00:06:00.640 --> 00:06:02.400]  好像也沒有錯
[00:06:02.400 --> 00:06:05.080]  可是就有點怪怪的
[00:06:05.080 --> 00:06:06.120]  那後來我去看
[00:06:06.120 --> 00:06:08.320]  原來Passion這個字
[00:06:08.320 --> 00:06:11.640]  其實是來自於拉丁語的Passio
[00:06:11.640 --> 00:06:14.240]  意思就是受苦或是忍耐
[00:06:14.240 --> 00:06:16.200]  而熱情
[00:06:16.200 --> 00:06:19.160]  這個Passio的熱情
[00:06:19.160 --> 00:06:22.680]  就是一個人熱愛一件事物到一個地步
[00:06:22.680 --> 00:06:27.000]  願意受一切的苦難來回應
[00:06:27.000 --> 00:06:28.400]  而事實上Passion這個字
[00:06:28.400 --> 00:06:29.640]  Passio這個字
[00:06:29.640 --> 00:06:32.520]  當初exactly就是在描述
[00:06:32.520 --> 00:06:36.720]  耶穌基督十字架的受難
[00:06:36.720 --> 00:06:40.600]  因此耶穌基督透過這個Passion這個字
[00:06:40.600 --> 00:06:41.920]  描述了
[00:06:41.920 --> 00:06:46.280]  祂爲了你和我能夠得着永恆的救恩
[00:06:46.280 --> 00:06:48.480]  回應了十架的呼召
[00:06:48.480 --> 00:06:54.040]  完全的理智也是完全的瘋狂
[00:06:54.040 --> 00:06:55.480]  祂爲了十架的救恩
[00:06:55.480 --> 00:06:58.680]  受盡了折磨與羞辱
[00:06:58.680 --> 00:07:02.960]  甚至喪失了自己的生命
[00:07:02.960 --> 00:07:08.040]  因此使你和我得着了生命
[00:07:08.040 --> 00:07:11.480]  而因爲祂這樣子喪失
[00:07:11.480 --> 00:07:13.560]  使我們得着生命
[00:07:13.560 --> 00:07:17.960]  祂的生命成爲最榮美的生命
[00:07:17.960 --> 00:07:21.720]  This is the power of Passion
[00:07:21.720 --> 00:07:26.160]  弟兄姐妹你的生命是否有一個動力
[00:07:26.160 --> 00:07:28.040]  有一個使命
[00:07:28.040 --> 00:07:31.480]  是能夠願意爲了一個更崇高的一個生命
[00:07:31.480 --> 00:07:36.280]  願意犧牲放下你生命中的一切
[00:07:36.280 --> 00:07:41.520]  來能夠更榮耀更激情更熱情
[00:07:41.520 --> 00:07:45.680]  更豐盛地活着
[00:07:45.680 --> 00:07:51.080]  得着智慧的愛惜生命
[00:07:51.080 --> 00:07:53.200]  什麼是智慧
[00:07:53.200 --> 00:07:57.640]  敬畏耶和華是智慧的開端
[00:07:57.640 --> 00:08:01.680]  保守聰明的必得好處
[00:08:01.680 --> 00:08:03.360]  怎麼得到好處
[00:08:03.360 --> 00:08:04.800]  保守聰明的
[00:08:04.800 --> 00:08:08.800]  認識至聖者便是聰明
[00:08:08.800 --> 00:08:10.120]  所以怎麼樣得到這個熱情
[00:08:10.120 --> 00:08:13.720]  我們從另外一個字叫做Enthusiasm
[00:08:13.720 --> 00:08:16.760]  我們可以看到熱情的祕訣在哪裏
[00:08:16.760 --> 00:08:19.000]  或是熱情的根源
[00:08:19.000 --> 00:08:23.680]  Enthusiasm這個字是來自希臘文
[00:08:23.680 --> 00:08:26.840]  Enthusioosmos
[00:08:26.840 --> 00:08:30.920]  它這個字其實是兩個單字合併在一起的
[00:08:30.920 --> 00:08:34.240]  en就是in就是裏面
[00:08:34.240 --> 00:08:38.880]  inside或是inspired受到啓發
[00:08:38.880 --> 00:08:40.640]  而theol就是神
[00:08:40.640 --> 00:08:44.640]  所以Enthusiasm的意思其實是在神的裏面
[00:08:44.640 --> 00:08:49.440]  或是在活在神的啓發和呼召當中
[00:08:49.440 --> 00:08:52.280]  這跟熱情這跟動力
[00:08:52.280 --> 00:08:54.880]  好像是完全毫無關係的
[00:08:54.880 --> 00:08:56.160]  但是沒有想到這個字裏面
[00:08:56.160 --> 00:08:57.160]  就讓我們清楚知道
[00:08:57.160 --> 00:08:59.440]  你要有一個Enthusiastic
[00:08:59.440 --> 00:09:02.040]  你需要有一個有動力的人生嗎
[00:09:02.040 --> 00:09:05.600]  你需要in God
[00:09:05.600 --> 00:09:07.600]  你需要在神的裏面
[00:09:07.600 --> 00:09:11.600]  你希望有一個蠻有動力熱情的生命嗎
[00:09:11.600 --> 00:09:14.080]  你需要be inspired by God
[00:09:14.080 --> 00:09:17.600]  你需要活在神的呼召和啓發之中
[00:09:17.600 --> 00:09:22.000]  這纔是一個你成爲真的打不死的蟑螂
[00:09:22.000 --> 00:09:24.640]  沒有任何人可以攔住你來向前衝的
[00:09:24.640 --> 00:09:26.960]  這樣一個熱情
[00:09:26.960 --> 00:09:28.680]  的確在神的裏面
[00:09:28.680 --> 00:09:31.040]  生命可以完全的不一樣
[00:09:31.040 --> 00:09:33.280]  聖經裏面充滿這樣的見證
[00:09:33.280 --> 00:09:36.640]  我們看到世前如命的撒開
[00:09:36.640 --> 00:09:40.000]  被基督 耶穌的愛觸摸之後
[00:09:40.000 --> 00:09:43.840]  生命的熱情完全釋放出來
[00:09:43.840 --> 00:09:47.080]  他將財產分給一半的窮人
[00:09:47.080 --> 00:09:50.320]  壓榨過的他償還四倍
[00:09:50.320 --> 00:09:53.800]  哇 他的生命突然充滿了熱情
[00:09:53.800 --> 00:09:56.960]  因爲他在神的裏面
[00:09:56.960 --> 00:10:02.200]  我們看到這個被社會邊緣化的井邊的富人
[00:10:02.200 --> 00:10:04.120]  當他遇到了耶穌之後
[00:10:04.120 --> 00:10:06.480]  他的熱情完全被釋放出來
[00:10:06.480 --> 00:10:11.280]  他生命的潛能潛力也活出來了
[00:10:11.280 --> 00:10:19.280]  他成爲了新約第一位帶下城市轉化的福音步道家
[00:10:19.280 --> 00:10:24.440]  哇 當一個人在基督裏他成爲新造的人
[00:10:24.440 --> 00:10:26.520]  當一個人在基督裏
[00:10:26.520 --> 00:10:30.800]  他能夠有無止境的一個動力
[00:10:30.800 --> 00:10:33.960]  能夠活出這樣一個passion
[00:10:33.960 --> 00:10:38.080]  有一牧師在一個經歷神營會的時候說
[00:10:38.080 --> 00:10:40.600]  只要你經歷神
[00:10:40.600 --> 00:10:44.080]  你生命不可能沒有改變
[00:10:44.080 --> 00:10:49.360]  然後他說只有大變和小變的分別
[00:10:49.360 --> 00:10:51.320]  然後突然發現
[00:10:51.320 --> 00:10:55.560]  全場開始被喜樂靈所充滿
[00:10:55.560 --> 00:10:58.920]  因爲這個當我們遇見神
[00:10:58.920 --> 00:11:00.000]  當我們在神裏面
[00:11:00.000 --> 00:11:03.960]  生命不可能再一樣
[00:11:03.960 --> 00:11:07.840]  你生命必定會充滿熱情和動力
[00:11:07.840 --> 00:11:08.680]  但也許你會說
[00:11:08.680 --> 00:11:14.440]  雅臣牧師我好像沒有像你所說的這樣的呼召
[00:11:14.440 --> 00:11:16.840]  或是我曾經有
[00:11:16.840 --> 00:11:19.400]  但是我現在覺得我離主好遙遠
[00:11:19.400 --> 00:11:25.720]  而且我現在人生正在曠野一樣的一個孤單
[00:11:25.720 --> 00:11:28.680]  一個枯竭
[00:11:28.680 --> 00:11:31.000]  一個辛苦
[00:11:31.000 --> 00:11:33.560]  一個看不見盼望
[00:11:33.560 --> 00:11:40.800]  弟兄姐妹現在的確大環境相當的不容易
[00:11:40.800 --> 00:11:45.360]  許多弟兄姐妹在工作財務上面臨極大的危機
[00:11:45.360 --> 00:11:48.040]  有些弟兄姐妹在人際關係
[00:11:48.040 --> 00:11:51.560]  在一些情緒中在掙扎
[00:11:51.560 --> 00:11:54.280]  也有弟兄姐妹在健康上面
[00:11:54.280 --> 00:11:59.240]  非常大的一個挑戰和難處
[00:11:59.240 --> 00:12:01.000]  但是我今天要對你說
[00:12:01.000 --> 00:12:04.560]  一方面真鼓勵你寫代禱卡
[00:12:04.560 --> 00:12:06.120]  投到外面的奉獻箱
[00:12:06.120 --> 00:12:08.840]  我們教會禱告勇士太棒了
[00:12:08.840 --> 00:12:12.040]  真是忠心爲我們禱告的
[00:12:12.040 --> 00:12:13.880]  而且神樂意垂聽
[00:12:13.880 --> 00:12:18.760]  但是我今天要在這邊祝福你
[00:12:18.760 --> 00:12:24.560]  讓你的曠野不要白白的度過
[00:12:24.560 --> 00:12:31.720]  因爲曠野是人可以遇見神最絕佳的時刻
[00:12:31.720 --> 00:12:33.040]  我再說一次
[00:12:33.040 --> 00:12:35.920]  神可以使萬事互相效力
[00:12:35.920 --> 00:12:38.680]  神也知道他在做什麼
[00:12:38.680 --> 00:12:40.960]  現在你生命
[00:12:40.960 --> 00:12:42.480]  這個exact moment
[00:12:42.480 --> 00:12:47.840]  這個曠野看不到方向
[00:12:47.840 --> 00:12:57.880]  無助困惑軟弱的時刻
[00:12:57.880 --> 00:13:01.440]  不要讓你的曠野白白的度過
[00:13:01.440 --> 00:13:05.240]  讓這成爲你遇見神的機會
[00:13:05.240 --> 00:13:09.160]  因爲在曠野
[00:13:09.160 --> 00:13:12.280]  當我們向神呼求的時候
[00:13:12.280 --> 00:13:14.360]  他必垂聽
[00:13:14.360 --> 00:13:18.080]  可是曠野能夠遇見神的關鍵
[00:13:18.080 --> 00:13:20.440]  是一個降伏
[00:13:20.440 --> 00:13:24.000]  在曠野遇見神的一個關鍵
[00:13:24.000 --> 00:13:31.520]  是承認我真正需要的是耶穌基督他自己
[00:13:31.520 --> 00:13:34.960]  許多人在曠野還在走
[00:13:34.960 --> 00:13:37.760]  還在看東看西
[00:13:37.760 --> 00:13:42.400]  還在期待其他的人事物來解救
[00:13:42.400 --> 00:13:45.920]  但是曠野遇見神的關鍵
[00:13:45.920 --> 00:13:48.800]  是知道我真正的需要
[00:13:48.800 --> 00:13:51.280]  是耶穌基督他自己
[00:13:51.280 --> 00:13:53.200]  剛纔我們在敬拜讚美時候
[00:13:53.200 --> 00:13:55.200]  第三首詩歌
[00:13:55.200 --> 00:13:58.800]  寫得真的非常非常的美好的詩歌
[00:13:58.800 --> 00:14:02.000]  不是因爲它是我妹妹寫的
[00:14:02.000 --> 00:14:04.640]  內容真好
[00:14:04.640 --> 00:14:09.160]  這邊說最美的祝福在基督裏
[00:14:09.160 --> 00:14:13.400]  豐盛的恩典在基督裏
[00:14:13.400 --> 00:14:17.040]  滿足的喜樂在基督裏
[00:14:17.040 --> 00:14:20.560]  真正的平安在基督裏
[00:14:20.560 --> 00:14:26.840]  Amen
[00:14:26.840 --> 00:14:30.960]  耶穌基督是我們生命中最美的相遇
[00:14:30.960 --> 00:14:34.520]  遇見他我們一樣好處都不缺
[00:14:34.520 --> 00:14:39.520]  我現在嚴重在幫某個機構打廣告的嫌疑
[00:14:39.520 --> 00:14:41.360]  弟兄姐妹如果你真的遇見主
[00:14:41.360 --> 00:14:45.680]  你生命必定開始豐盛
[00:14:45.680 --> 00:14:50.800]  因爲我們最需要的就是在神裏面經歷他
[00:14:50.800 --> 00:14:55.160]  生命有豐盛一定需要有熱情
[00:14:55.160 --> 00:14:57.520]  熱情第一是在基督裏
[00:14:57.520 --> 00:15:00.960]  第二熱情也是會彼此傳染的
[00:15:00.960 --> 00:15:03.400]  我們看到題目太后書二章二節
[00:15:03.400 --> 00:15:05.880]  這邊說你要逃避少年的私慾
[00:15:05.880 --> 00:15:08.160]  同那清心禱告主的人
[00:15:08.160 --> 00:15:12.000]  追求公義性的人愛和平
[00:15:12.000 --> 00:15:14.720]  這邊說你們需要逃避少年人私慾
[00:15:14.720 --> 00:15:20.880]  然後要同那些清心禱告主的人追求
[00:15:20.880 --> 00:15:26.480]  你需要與一羣熱情的人在一起
[00:15:26.480 --> 00:15:31.680]  你需要有與一羣追求主的人在一起
[00:15:31.680 --> 00:15:32.720]  所以弟兄姐妹鼓勵你
[00:15:32.720 --> 00:15:36.440]  生命中一定要有屬靈的同伴
[00:15:36.440 --> 00:15:37.960]  如果你曾經有
[00:15:37.960 --> 00:15:40.680]  你要好好珍惜屬靈的同伴
[00:15:40.680 --> 00:15:42.920]  如果你不確定你有沒有
[00:15:42.920 --> 00:15:44.520]  相處來禱告
[00:15:44.520 --> 00:15:49.040]  神樂意爲你預備屬靈的同伴
[00:15:49.040 --> 00:15:51.160]  那特別是在小組當中
[00:15:51.160 --> 00:15:56.080]  我們小組聚會真的不要有一搭沒一搭的
[00:15:56.080 --> 00:15:58.360]  如果你要渴望有熱情
[00:15:58.360 --> 00:16:00.640]  你要來尾聲於小組
[00:16:00.640 --> 00:16:02.640]  而今天也在這邊特別鼓勵我們當中
[00:16:02.640 --> 00:16:04.760]  小組長和JPJ
[00:16:04.760 --> 00:16:09.040]  你們是整個小組氛圍的營造者
[00:16:09.040 --> 00:16:11.760]  如果小組長和JPJ的同工們
[00:16:11.760 --> 00:16:16.400]  其中有兩三個人有一搭沒一搭的來小組
[00:16:16.400 --> 00:16:17.840]  來服侍
[00:16:17.840 --> 00:16:19.840]  那請問之後來參加小組的人
[00:16:19.840 --> 00:16:22.120]  他們會是什麼態度
[00:16:22.120 --> 00:16:24.640]  也是有一搭沒一搭的
[00:16:24.640 --> 00:16:25.760]  但是如果在小組
[00:16:25.760 --> 00:16:28.760]  我們這四個人小組長和JPJ決定說
[00:16:28.760 --> 00:16:34.960]  我們就是選擇要熱切的熱情的來活出豐盛的生命
[00:16:34.960 --> 00:16:39.440]  讓我告訴你這個小組的氛圍就必定會營造
[00:16:39.440 --> 00:16:43.560]  成爲一個熱情豐盛生命的一個氛圍
[00:16:43.560 --> 00:16:47.240]  而後來參加的人他們會變成什麼樣的生命
[00:16:47.240 --> 00:16:50.520]  熱情豐盛生命的氛圍
[00:16:50.520 --> 00:16:54.920]  所以弟兄姐妹千萬不要小看你的小組啊
[00:16:54.920 --> 00:16:56.960]  特別是在服侍弟兄姐妹
[00:16:56.960 --> 00:16:59.400]  也許你服侍已經一段時間了
[00:16:59.400 --> 00:17:00.760]  重新提起來
[00:17:00.760 --> 00:17:05.920]  因爲你的小組能夠成爲未來的人
[00:17:05.920 --> 00:17:09.920]  精力進入豐盛生命的重要的推手
[00:17:09.920 --> 00:17:11.240]  Amen
[00:17:11.240 --> 00:17:13.280]  同時我們也鼓勵弟兄姐妹
[00:17:13.280 --> 00:17:16.440]  真是要來參加教會的禱告會
[00:17:16.440 --> 00:17:21.320]  那禱告會的確是有一羣熱情的人聚集在一起
[00:17:21.320 --> 00:17:25.600]  我記得這個也是蠻久以前的事情了
[00:17:25.600 --> 00:17:30.400]  以前教會的禱告會是在El Shaddai青少年的場地舉行
[00:17:30.400 --> 00:17:33.600]  那時候每一次禱告會都要一百多人蔘加
[00:17:33.600 --> 00:17:35.040]  結果劉師木有個感動說
[00:17:35.040 --> 00:17:38.760]  我們教會要積澱的三百勇士
[00:17:38.760 --> 00:17:40.120]  他就有個感動
[00:17:40.120 --> 00:17:43.760]  禱告會會有三百勇士一起來爲教會禱告
[00:17:43.760 --> 00:17:50.400]  所以我就憑信心把禱告會從El Shaddai移到以馬內利
[00:17:50.400 --> 00:17:56.960]  結果沒想到移過去隔週的禱告會真的就是三百勇士了
[00:17:56.960 --> 00:17:59.400]  到後來一直都是三百勇士
[00:17:59.400 --> 00:18:01.720]  哇 禱告會充滿火熱啊
[00:18:01.720 --> 00:18:04.880]  有好多好多的見證在裏面發生
[00:18:04.880 --> 00:18:07.840]  在疫情之後禱告會都回到網路上
[00:18:07.840 --> 00:18:13.360]  但感謝主現在每個月都有十體的禱告會
[00:18:13.360 --> 00:18:15.040]  在網路上每週都有
[00:18:15.040 --> 00:18:16.560]  每個月的最後一週
[00:18:16.560 --> 00:18:18.560]  週三有十體禱告會
[00:18:18.560 --> 00:18:22.440]  鼓勵弟兄姐妹真的是可以來參加
[00:18:22.440 --> 00:18:27.640]  因爲在這裏熱情會彼此的傳染
[00:18:27.640 --> 00:18:32.120]  而禱告會有許多的帶導勇士教會的禱告團隊
[00:18:32.120 --> 00:18:36.640]  也衷心的來爲弟兄姐妹按守祝福禱告
[00:18:36.640 --> 00:18:41.760]  所以鼓勵大家因爲熱情是會彼此傳染
[00:18:41.760 --> 00:18:45.120]  而第三熱情是一個選擇
[00:18:45.120 --> 00:18:46.320]  熱情是個選擇
[00:18:46.320 --> 00:18:49.280]  我們來看約書亞記24章15節
[00:18:49.280 --> 00:18:53.880]  這是約書亞的一個非常偉大的一個信仰宣言
[00:18:53.880 --> 00:18:57.040]  他說若是你們以侍奉耶和華爲不好
[00:18:57.040 --> 00:19:01.160]  今日就可以選擇所要侍奉的
[00:19:01.160 --> 00:19:05.000]  最後一節說至於我和我家
[00:19:05.000 --> 00:19:09.320]  我們必定侍奉耶和華
[00:19:09.320 --> 00:19:10.880]  這邊說至於我和我家
[00:19:10.880 --> 00:19:15.480]  約書亞說我們選擇必定侍奉耶和華
[00:19:15.480 --> 00:19:20.320]  原來熱情是一個可以選擇的事情
[00:19:20.320 --> 00:19:23.600]  這是我從劉牧師他的分享學到的
[00:19:23.600 --> 00:19:25.440]  在有一年的弟兄特會
[00:19:25.440 --> 00:19:29.560]  劉牧師特別就講到熱情其實是一個選擇
[00:19:29.560 --> 00:19:32.440]  他說有時候去宣教
[00:19:32.440 --> 00:19:33.840]  去海外宣教
[00:19:33.840 --> 00:19:38.040]  其實是要去處理一些很不容易的問題
[00:19:38.040 --> 00:19:42.520]  他說其實他並不是很想去面對這些極大的挑戰
[00:19:42.520 --> 00:19:45.000]  但是他說每一次下飛機之前
[00:19:45.000 --> 00:19:46.480]  他就做個決定
[00:19:46.480 --> 00:19:53.160]  我要選擇充滿熱情的去面對這一切的挑戰
[00:19:53.160 --> 00:19:57.280]  所以他就帶着滿滿的熱情到這些分堂去
[00:19:57.280 --> 00:20:01.560]  因爲他帶着熱情去見這些同工
[00:20:01.560 --> 00:20:02.960]  還沒開口講話
[00:20:02.960 --> 00:20:06.440]  那個火讓大家已經溫暖一半了
[00:20:06.440 --> 00:20:10.280]  然後再用火熱的心提起來說
[00:20:10.280 --> 00:20:14.960]  讓我們在一起的原因是要同心建造榮耀教會
[00:20:14.960 --> 00:20:19.080]  大家就因着熱情的一個宣告
[00:20:19.080 --> 00:20:21.560]  願意放下彼此的成見
[00:20:21.560 --> 00:20:25.200]  再次一起來回應這樣一個偉大的意向
[00:20:25.200 --> 00:20:27.760]  最後在一起同心禱告的時候
[00:20:27.760 --> 00:20:29.360]  問題就解決了
[00:20:29.360 --> 00:20:31.440]  他說 哇 你可以想象嗎
[00:20:31.440 --> 00:20:35.720]  如果我下飛機的時候選擇充滿埋怨
[00:20:35.720 --> 00:20:37.720]  那這個結果就很恐怖了
[00:20:37.720 --> 00:20:38.640]  不堪設想
[00:20:38.640 --> 00:20:41.200]  但是他說我選擇熱情
[00:20:41.200 --> 00:20:45.360]  哇 他就帶下了很大的感染力
[00:20:45.360 --> 00:20:48.520]  並且就豐盛的生命就釋放出來
[00:20:48.520 --> 00:20:50.400]  哇 我覺得這個是太棒的一個見證了
[00:20:50.400 --> 00:20:52.360]  所以那次的弟兄特會結束
[00:20:52.360 --> 00:20:55.080]  我一回家看到我的八歲的兒子
[00:20:55.080 --> 00:20:56.440]  我就跟他說
[00:20:56.440 --> 00:20:57.600]  你如果過來 我跟你講
[00:20:57.600 --> 00:21:00.120]  今天我學到很棒的一個祕訣
[00:21:00.120 --> 00:21:01.480]  你知道那個劉慕石
[00:21:01.480 --> 00:21:03.120]  他都在流通Pastor Tone
[00:21:03.120 --> 00:21:04.600]  他很酷吧
[00:21:04.600 --> 00:21:06.320]  他很強吧
[00:21:06.320 --> 00:21:07.560]  你知道他說
