
[00:00:00.000 --> 00:00:05.400]  今天的主題叫做道德淪陷的反思
[00:01:26.800 --> 00:01:31.320]  我們不可以人家所做的事我們是控制不了
[00:01:31.320 --> 00:01:34.320]  不過我們可以控制自己如何回應
[00:01:34.320 --> 00:01:39.520]  人家發出不公不義不合理的挑戰
[00:01:39.520 --> 00:01:42.600]  不僅如此,我們可以從我們自己的錯誤中反思
[00:01:42.600 --> 00:01:43.960]  如何不可以重複
[00:01:43.960 --> 00:01:46.120]  如何有什麼情況可以停下
[00:01:46.120 --> 00:01:47.600]  什麼情況再想想
[00:01:47.600 --> 00:01:49.600]  纔去學習再成長
[00:01:49.600 --> 00:01:54.200]  並且可以像羅斯福一句有智慧的說話
[00:01:54.200 --> 00:01:57.760]  我們可以從別人的錯誤中學習
[00:01:57.760 --> 00:02:01.280]  因爲他說我們的生命不是長到這麼多年
[00:02:01.280 --> 00:02:04.600]  可以犯所有的錯才成長
[00:02:04.600 --> 00:02:06.600]  如果不是就不得了
[00:02:06.600 --> 00:02:07.600]  他說得很好
[00:02:07.600 --> 00:02:08.600]  不僅是我們自己
[00:02:08.600 --> 00:02:11.800]  我們從別人的錯誤中學習了之後
[00:02:11.800 --> 00:02:15.200]  我們就不需要重複別人的錯誤
[00:02:15.200 --> 00:02:18.120]  要麼我們就在別人的錯誤中學習
[00:02:18.120 --> 00:02:21.000]  要不然我們就會成爲別人
[00:02:21.000 --> 00:02:23.280]  會犯別人的錯才能夠學習
[00:02:23.280 --> 00:02:24.200]  真的
[00:02:24.200 --> 00:02:26.960]  今天《時詩記》正正在說這件事
[00:02:26.960 --> 00:02:29.040]  就是可能你一會兒聽到的內容
[00:02:29.040 --> 00:02:31.720]  有些根本就不關你的事
[00:02:31.720 --> 00:02:34.200]  你就在別人的錯誤中學習
[00:02:34.200 --> 00:02:36.920]  希望我們不會重蹈覆轍
[00:02:36.920 --> 00:02:40.400]  但是當你學了有些東西原來有自己份
[00:02:40.400 --> 00:02:42.880]  我們希望我們作一個反思
[00:02:42.880 --> 00:02:45.080]  之後我們就成長
[00:02:45.080 --> 00:02:47.440]  今天我先在背景講一點
[00:02:47.440 --> 00:02:49.560]  之後我們就會進入這件事
[00:02:49.560 --> 00:02:51.160]  這件事一點都不難明白
[00:02:51.160 --> 00:02:53.080]  不過有四個片段
[00:02:53.080 --> 00:02:54.160]  有四個學習
[00:02:54.160 --> 00:02:55.160]  不難明白
[00:02:55.160 --> 00:02:59.240]  不過聽起來你會覺得很辛苦
[00:02:59.240 --> 00:03:02.800]  我們看看究竟什麼事發生
[00:03:02.800 --> 00:03:03.640]  一開始
[00:03:03.640 --> 00:03:07.600]  最後這個單元是19章到21章
[00:03:07.600 --> 00:03:09.360]  一開始第一句他這麼說
[00:03:09.360 --> 00:03:10.200]  我們一起讀好不好
[00:03:10.200 --> 00:03:11.240]  1 2 3
[00:03:11.240 --> 00:03:15.080]  當以色列中沒有王的時刻
[00:03:15.080 --> 00:03:16.320]  一開始講了
[00:03:16.320 --> 00:03:19.560]  以色列沒有王管
[00:03:19.560 --> 00:03:21.320]  當然這個王不是人的王
[00:03:21.320 --> 00:03:24.040]  是上主成爲我們的王
[00:03:24.040 --> 00:03:25.640]  但是你會問一個很奇怪的問題
[00:03:25.640 --> 00:03:29.040]  這羣以色列民不是神的子民嗎
[00:03:29.040 --> 00:03:32.880]  爲什麼說當以色列中沒有王呢
[00:03:32.880 --> 00:03:35.320]  因爲有王但是沒有王
[00:03:35.320 --> 00:03:37.600]  他在這裏可以不聽
[00:03:37.600 --> 00:03:38.840]  你在這裏聽到
[00:03:38.840 --> 00:03:40.800]  是不是真的聽到
[00:03:40.800 --> 00:03:42.960]  這樣好一點
[00:03:42.960 --> 00:03:44.760]  你會不會聽完再走
[00:03:44.760 --> 00:03:46.440]  會不會走
[00:03:46.440 --> 00:03:47.880]  少了點噠頭
[00:03:47.880 --> 00:03:48.920]  害怕一點再問一次
[00:03:48.920 --> 00:03:50.920]  你聽完會不會走
[00:03:50.920 --> 00:03:51.760]  那你就有王
[00:03:51.760 --> 00:03:52.680]  王不是我
[00:03:52.680 --> 00:03:53.600]  是上主的說話
[00:03:53.600 --> 00:03:54.480]  明白嗎
[00:03:54.480 --> 00:03:56.640]  但是他說當時有王等於沒有王
[00:03:56.640 --> 00:03:59.080]  上主有命令但是他沒有聽
[00:03:59.080 --> 00:04:01.000]  這樣就響起警號
[00:04:01.000 --> 00:04:03.000]  就是說由19章到最後
[00:04:03.000 --> 00:04:05.000]  一定有事情發生
[00:04:05.000 --> 00:04:06.320]  明白嗎
[00:04:06.320 --> 00:04:07.680]  所以和旁邊的人說好不好
[00:04:07.680 --> 00:04:10.480]  準備好了
[00:04:10.480 --> 00:04:11.360]  什麼事情發生
[00:04:11.360 --> 00:04:12.160]  我們剛纔講了
[00:04:12.160 --> 00:04:13.640]  一開始講
[00:04:13.640 --> 00:04:15.160]  每放月下是時子的
[00:04:15.160 --> 00:04:16.240]  六個時子越來越差
[00:04:16.240 --> 00:04:18.360]  去到今次時子都沒有了
[00:04:18.360 --> 00:04:19.400]  什麼事呢
[00:04:19.400 --> 00:04:22.720]  原來有住以法連山地
[00:04:22.720 --> 00:04:25.040]  那邊一個麗美人
[00:04:25.040 --> 00:04:27.160]  講到的地方又是以法連山地
[00:04:27.160 --> 00:04:28.960]  第十七十八章
[00:04:28.960 --> 00:04:29.640]  什麼事呢
[00:04:29.640 --> 00:04:30.560]  我們一起繼續讀
[00:04:30.560 --> 00:04:31.560]  一二三
[00:04:31.560 --> 00:04:37.160]  娶了一個由大伯麗行的女子爲妾
[00:04:37.160 --> 00:04:40.120]  妾行任離開丈夫
[00:04:40.120 --> 00:04:42.680]  回由大伯麗行
[00:04:42.680 --> 00:04:44.600]  到了夫家
[00:04:44.600 --> 00:04:47.240]  在那裏住了四個月
[00:04:47.240 --> 00:04:48.520]  好了我解釋這一句話
[00:04:48.520 --> 00:04:50.160]  很多東西都講了
[00:04:50.160 --> 00:04:51.000]  又是十二支派
[00:04:51.000 --> 00:04:53.280]  十二支派如果初信或者未信
[00:04:53.280 --> 00:04:55.000]  我簡單解釋一下
[00:04:55.000 --> 00:04:57.840]  是雅各
[00:04:57.840 --> 00:04:59.880]  他每一個後裔
[00:04:59.880 --> 00:05:02.840]  每一個支派就有一個後裔
[00:05:02.840 --> 00:05:05.000]  所以成爲了支派
[00:05:05.000 --> 00:05:05.800]  如果簡單來講
[00:05:05.800 --> 00:05:08.120]  我們現在用易經名就是
[00:05:08.120 --> 00:05:09.680]  陳李張王河
[00:05:09.680 --> 00:05:10.920]  不同的支派
[00:05:10.920 --> 00:05:11.920]  或者不同的鄉下
[00:05:11.920 --> 00:05:13.160]  簡單點解釋
[00:05:13.160 --> 00:05:15.720]  當時有一個支派叫以法連
[00:05:15.720 --> 00:05:17.800]  裏面有個李美仁
[00:05:17.800 --> 00:05:19.400]  李美仁娶了一個妻
[00:05:19.400 --> 00:05:21.560]  又是由大伯麗行
[00:05:21.560 --> 00:05:23.880]  都是一個小心的地方
[00:05:23.880 --> 00:05:25.960]  他行任
[00:05:25.960 --> 00:05:27.480]  不過很多聖經學者
[00:05:27.480 --> 00:05:28.840]  解釋應該不是
[00:05:28.840 --> 00:05:29.920]  應該是一個大吵架
[00:05:29.920 --> 00:05:30.640]  爲什麼
[00:05:30.640 --> 00:05:32.800]  因爲當時如果真的行任
[00:05:32.800 --> 00:05:34.960]  應該會用石頭
[00:05:34.960 --> 00:05:36.400]  打死
[00:05:36.400 --> 00:05:39.520]  那麼殘忍其實都是很普遍的
[00:05:39.520 --> 00:05:41.120]  不是說對不對
[00:05:41.120 --> 00:05:42.600]  因爲中國人如果你記得
[00:05:42.600 --> 00:05:44.120]  就算百多年前也是
[00:05:44.120 --> 00:05:46.120]  如果你行任
[00:05:46.120 --> 00:05:47.080]  會被
[00:05:47.080 --> 00:05:47.880]  什麼
[00:05:47.880 --> 00:05:48.800]  浸什麼
[00:05:48.800 --> 00:05:50.080]  豬籠
[00:05:50.080 --> 00:05:50.960]  真的會的
[00:05:50.960 --> 00:05:51.960]  因爲覺得不對
[00:05:51.960 --> 00:05:53.000]  所以當時應該不是
[00:05:53.000 --> 00:05:55.080]  如果不是他應該已經死了
[00:05:55.080 --> 00:05:56.480]  應該是大吵架之後
[00:05:56.480 --> 00:05:58.440]  他回去了孃家
[00:05:58.440 --> 00:05:59.680]  回去了父家
[00:05:59.680 --> 00:06:01.080]  住了四個月
[00:06:01.080 --> 00:06:02.280]  這個節
[00:06:02.280 --> 00:06:05.160]  然後再描述背景就是
[00:06:05.160 --> 00:06:06.920]  他的丈夫
[00:06:06.920 --> 00:06:07.920]  想起
[00:06:07.920 --> 00:06:09.200]  起來想起
[00:06:09.200 --> 00:06:10.680]  我看不見節
[00:06:10.680 --> 00:06:12.200]  四個月
[00:06:12.200 --> 00:06:14.440]  於是他帶着一個僕人
[00:06:14.440 --> 00:06:17.280]  兩匹爐去找他
[00:06:17.280 --> 00:06:18.880]  並且一起讀
[00:06:18.880 --> 00:06:21.800]  用好話勸他回來
[00:06:21.800 --> 00:06:25.360]  女子就引丈夫進入父家
[00:06:25.360 --> 00:06:27.920]  他父見了那日
[00:06:27.920 --> 00:06:30.480]  便歡歡喜喜地迎接
[00:06:30.480 --> 00:06:31.440]  應該真的不是
[00:06:31.440 --> 00:06:32.080]  因爲爲什麼
[00:06:32.080 --> 00:06:34.440]  因爲這個男人還要哄回他
[00:06:34.440 --> 00:06:37.000]  很可能是這個男人本身犯錯
[00:06:37.000 --> 00:06:38.400]  大吵架
[00:06:38.400 --> 00:06:40.560]  然後他回去找他
[00:06:40.560 --> 00:06:42.320]  跟着進入父家住
[00:06:42.320 --> 00:06:44.040]  外父很好
[00:06:44.040 --> 00:06:44.960]  接他喫東西
[00:06:44.960 --> 00:06:45.880]  睡了一晚
[00:06:45.880 --> 00:06:46.840]  又請他喫東西
[00:06:46.840 --> 00:06:47.360]  很熱情
[00:06:47.360 --> 00:06:48.880]  第二晚請他喫東西
[00:06:48.880 --> 00:06:49.520]  第三晚
[00:06:49.520 --> 00:06:50.200]  就是這樣
[00:06:50.200 --> 00:06:51.600]  那裏不看《聰聖經》
[00:06:51.600 --> 00:06:52.560]  我講了你明白
[00:06:52.560 --> 00:06:53.800]  第四晚又喫完
[00:06:53.800 --> 00:06:54.680]  第五天
[00:06:54.680 --> 00:06:55.600]  他決定要走了
[00:06:55.600 --> 00:06:57.200]  就去到這一節
[00:06:57.200 --> 00:06:58.880]  在這個地方
[00:06:58.880 --> 00:07:00.080]  哪人一起讀
[00:07:00.080 --> 00:07:00.880]  一二三
[00:07:00.880 --> 00:07:03.800]  哪人不願再住一夜
[00:07:11.120 --> 00:07:13.320]  耶路撒冷
[00:07:13.320 --> 00:07:15.640]  當時他在伯利恆
[00:07:15.640 --> 00:07:17.760]  在一個地圖比較南面
[00:07:17.760 --> 00:07:19.200]  經過耶路撒冷
[00:07:19.200 --> 00:07:20.600]  再上二百年
[00:07:20.600 --> 00:07:21.600]  明白嗎
[00:07:21.600 --> 00:07:22.640]  地理很簡單
[00:07:22.640 --> 00:07:23.480]  向北
[00:07:23.480 --> 00:07:25.080]  不過當時耶路撒冷
[00:07:25.080 --> 00:07:25.800]  現在很出名
[00:07:25.800 --> 00:07:27.000]  全世界的人都知道
[00:07:27.000 --> 00:07:28.080]  很出名的一個種地
[00:07:28.080 --> 00:07:30.280]  當日是外邦人的地方
[00:07:30.280 --> 00:07:32.200]  那時候還沒叫耶路撒冷
[00:07:32.200 --> 00:07:34.040]  叫耶布斯
[00:07:34.040 --> 00:07:35.000]  在那個時刻
[00:07:35.000 --> 00:07:37.600]  他打算去到夜晚
[00:07:37.600 --> 00:07:38.800]  打算去暫住
[00:07:38.800 --> 00:07:39.960]  那個背景
[00:07:39.960 --> 00:07:42.000]  就去到十九章
[00:07:42.000 --> 00:07:43.280]  十一、十二節
[00:07:43.280 --> 00:07:45.160]  臨近耶布斯的時候
[00:07:45.160 --> 00:07:47.360]  日頭快要亮了
[00:07:47.360 --> 00:07:48.840]  黃昏了
[00:07:48.840 --> 00:07:51.240]  獨人就對主人說了
[00:07:51.240 --> 00:07:51.800]  說什麼
[00:07:51.800 --> 00:07:52.400]  一起讀
[00:07:52.400 --> 00:07:53.240]  一二三
[00:07:53.240 --> 00:07:57.760]  我們不如進這耶布斯人的城裏住宿
[00:07:57.760 --> 00:07:59.000]  進去住一下
[00:07:59.000 --> 00:08:00.480]  當時不同
[00:08:00.480 --> 00:08:03.400]  現在的酒店多到不得了
[00:08:03.400 --> 00:08:05.760]  連檢疫酒店都很多
[00:08:05.760 --> 00:08:07.040]  當時找一間酒店都難
[00:08:07.040 --> 00:08:07.640]  旅館都難
[00:08:07.640 --> 00:08:08.680]  很少有
[00:08:08.680 --> 00:08:15.240]  所以常常會住在當地人的屋裏
[00:08:15.240 --> 00:08:18.960]  所以經常說接待暫住
[00:08:18.960 --> 00:08:19.920]  但是主人說了
[00:08:19.920 --> 00:08:20.960]  不可以進去
[00:08:20.960 --> 00:08:22.520]  因爲那個地方是外邦人
[00:08:22.520 --> 00:08:23.200]  不是以色列人
[00:08:23.200 --> 00:08:24.320]  不是自己人
[00:08:24.320 --> 00:08:27.840]  不如去基比亞去吧
[00:08:27.840 --> 00:08:28.560]  就是在那裏
[00:08:28.560 --> 00:08:29.760]  再上一點
[00:08:29.760 --> 00:08:30.720]  那個地方
[00:08:30.720 --> 00:08:32.240]  看回地圖
[00:08:32.240 --> 00:08:33.080]  你看到再上一點
[00:08:33.080 --> 00:08:34.320]  辯雅門的地方
[00:08:34.320 --> 00:08:35.200]  再上一點
[00:08:35.200 --> 00:08:37.320]  就是基比亞的地方了
[00:08:37.320 --> 00:08:38.160]  好了
[00:08:38.160 --> 00:08:39.280]  這裏看到了
[00:08:39.280 --> 00:08:41.000]  接着他們向前走
[00:08:41.000 --> 00:08:42.040]  一起讀了十四節
[00:08:42.040 --> 00:08:42.800]  十五節
[00:08:42.800 --> 00:08:43.680]  一二三
[00:08:43.680 --> 00:08:46.400]  他們就往前走
[00:08:46.400 --> 00:08:49.360]  上到辯雅門的基比亞
[00:08:49.360 --> 00:08:51.360]  入住基比亞
[00:08:51.360 --> 00:08:53.480]  他們進入基比亞
[00:08:53.480 --> 00:08:55.320]  要在那裏住宿
[00:08:55.320 --> 00:08:57.680]  就坐在城裏的街上
[00:08:57.680 --> 00:08:58.960]  因爲無人知
[00:08:58.960 --> 00:09:00.920]  他們進家住宿
[00:09:00.920 --> 00:09:03.280]  基比亞在辯雅門
[00:09:03.280 --> 00:09:06.360]  當你油尖區一個地方
[00:09:06.360 --> 00:09:08.160]  叫做嘉陵威老道
[00:09:08.160 --> 00:09:09.760]  基比亞是屬於那裏
[00:09:09.760 --> 00:09:10.640]  一路向上
[00:09:10.640 --> 00:09:11.720]  看到了
[00:09:11.720 --> 00:09:13.120]  地理已經找到了
[00:09:13.120 --> 00:09:15.840]  就是這件事開始發生
[00:09:15.840 --> 00:09:17.560]  以下這四件
[00:09:17.560 --> 00:09:20.800]  毛骨悚然的事
[00:09:20.800 --> 00:09:22.760]  沒有人接待
[00:09:22.760 --> 00:09:23.760]  在街上住宿
[00:09:23.760 --> 00:09:25.760]  剛纔我解釋了爲什麼
[00:09:25.760 --> 00:09:26.400]  第一件事
[00:09:26.400 --> 00:09:27.920]  接着發生
[00:09:27.920 --> 00:09:29.960]  就是這件事
[00:09:29.960 --> 00:09:32.080]  晚上有個老年人
[00:09:32.080 --> 00:09:34.720]  放了工田間工作
[00:09:34.720 --> 00:09:37.280]  又是二百年山地
[00:09:37.280 --> 00:09:39.440]  自己的鄉下
[00:09:39.440 --> 00:09:42.200]  不知道大家有沒有人
[00:09:42.200 --> 00:09:44.160]  例如鄉下是福建人
[00:09:44.160 --> 00:09:45.480]  有沒有人 舉個手
[00:09:45.480 --> 00:09:46.560]  有沒有福建人
[00:09:46.560 --> 00:09:47.720]  有
[00:09:47.720 --> 00:09:48.320]  那麼少
[00:09:48.320 --> 00:09:50.840]  哎呀 你孤零零
[00:09:50.840 --> 00:09:52.480]  有沒有廣東人
[00:09:52.480 --> 00:09:53.240]  舉個手
[00:09:53.240 --> 00:09:54.080]  哎呀 多一點
[00:09:54.080 --> 00:09:55.640]  你們不要那麼孤零零
[00:09:55.640 --> 00:09:58.440]  有沒有海南人
[00:09:58.440 --> 00:09:59.120]  沒有
[00:09:59.120 --> 00:10:01.480]  海南雞有沒有人喫過
[00:10:01.480 --> 00:10:02.560]  有
[00:10:02.560 --> 00:10:03.680]  我就是海南人
[00:10:03.680 --> 00:10:04.640]  都是孤零零
[00:10:04.640 --> 00:10:06.040]  你見到自己的鄉下人
[00:10:06.040 --> 00:10:07.640]  親切一點
[00:10:07.640 --> 00:10:09.320]  他說有個老鄉
[00:10:09.320 --> 00:10:11.440]  這個老年人
[00:10:11.440 --> 00:10:12.560]  接着他就說
[00:10:12.560 --> 00:10:13.680]  二十節
[00:10:13.680 --> 00:10:16.320]  願你平安
[00:10:16.320 --> 00:10:17.440]  一二三
[00:10:17.440 --> 00:10:19.400]  你所需用的
[00:10:19.400 --> 00:10:21.080]  我都給你
[00:10:21.080 --> 00:10:23.840]  此時不可在街上過夜
[00:10:23.840 --> 00:10:25.000]  哎呀 他留了個尾巴
[00:10:25.000 --> 00:10:26.120]  危險
[00:10:26.120 --> 00:10:28.160]  不要在街上過夜
[00:10:28.160 --> 00:10:29.160]  現在有時
[00:10:29.160 --> 00:10:30.480]  某個地區說你不要去
[00:10:30.480 --> 00:10:31.960]  因爲檢測中
[00:10:31.960 --> 00:10:32.840]  危險
[00:10:32.840 --> 00:10:34.200]  危險 什麼事
[00:10:34.200 --> 00:10:35.520]  看下來就知道了
[00:10:35.520 --> 00:10:37.280]  大家小心準備
[00:10:37.280 --> 00:10:38.640]  二十二節這麼說
[00:10:38.640 --> 00:10:39.240]  我們一起讀
[00:10:39.240 --> 00:10:40.200]  一二三
[00:10:40.200 --> 00:10:44.040]  他們心裏正歡暢的時候
[00:10:44.040 --> 00:10:47.480]  城中的匪徒圍住房子
[00:10:47.480 --> 00:10:49.080]  念念叩門
[00:10:49.080 --> 00:10:51.240]  對房主路人說
[00:10:51.240 --> 00:10:54.400]  你把納進你家的人帶出來
[00:10:54.400 --> 00:10:56.800]  我們要與他交流
[00:10:56.800 --> 00:10:57.920]  哇
[00:10:57.920 --> 00:10:59.920]  突然間有羣人
[00:10:59.920 --> 00:11:01.680]  出來敲門
[00:11:01.680 --> 00:11:02.880]  他要做些什麼
[00:11:02.880 --> 00:11:06.960]  要雞姦他
[00:11:06.960 --> 00:11:09.240]  同性戀
[00:11:09.240 --> 00:11:11.120]  跟着要強姦
[00:11:11.120 --> 00:11:12.120]  跟他交合
[00:11:12.120 --> 00:11:13.600]  哇 怪不得那刻他說
[00:11:13.600 --> 00:11:14.560]  喂 你不可以在街上
[00:11:14.560 --> 00:11:16.080]  危險啊
[00:11:16.080 --> 00:11:17.960]  第一樣學的
[00:11:17.960 --> 00:11:20.600]  切勿欺壓
[00:11:20.600 --> 00:11:21.720]  寄居和弱小
[00:11:21.720 --> 00:11:22.640]  爲什麼弱小啊
[00:11:22.640 --> 00:11:24.000]  那幾個人而已
[00:11:24.000 --> 00:11:25.160]  他想着自己人
[00:11:25.160 --> 00:11:26.280]  去到那裏
[00:11:26.280 --> 00:11:28.560]  他見到一些生厚面的
[00:11:28.560 --> 00:11:30.640]  嫩厚的
[00:11:30.640 --> 00:11:33.560]  來到寄居的 弱小的
[00:11:33.560 --> 00:11:34.560]  很奇怪
[00:11:34.560 --> 00:11:35.640]  我們看下去
[00:11:35.640 --> 00:11:38.200]  跟着點你還驚訝
[00:11:38.200 --> 00:11:39.360]  二十三節
[00:11:39.360 --> 00:11:40.480]  他問一下房主
[00:11:40.480 --> 00:11:42.440]  即是老人家出來跟他們說
[00:11:42.440 --> 00:11:43.200]  說些什麼呢
[00:11:43.200 --> 00:11:43.920]  我們一起讀
[00:11:43.920 --> 00:11:44.720]  一二三
[00:11:44.720 --> 00:11:48.320]  弟兄們不要這樣作惡
[00:11:48.320 --> 00:11:51.080]  這人寄進了我的家
[00:11:51.080 --> 00:11:54.200]  你們就不要行這醜事
[00:11:54.200 --> 00:11:55.800]  我有個女兒
[00:11:55.800 --> 00:11:57.240]  慣死住她
[00:11:57.240 --> 00:11:59.040]  並有這人的錢
[00:11:59.040 --> 00:12:00.840]  我將他人領出來
[00:12:00.840 --> 00:12:03.320]  任由你們電容他人
[00:12:03.320 --> 00:12:04.800]  指示向這人
[00:12:04.800 --> 00:12:08.040]  不可行這樣醜事
[00:12:08.040 --> 00:12:10.000]  他說 哇 想到個方法
[00:12:10.000 --> 00:12:12.440]  我想大家想起可能在早前
[00:12:12.440 --> 00:12:15.520]  一個事件叫羅德事件
[00:12:15.520 --> 00:12:17.200]  好像
[00:12:17.200 --> 00:12:18.160]  他說喂 別搞他
[00:12:18.160 --> 00:12:19.560]  因爲當時有個雜俗
[00:12:19.560 --> 00:12:20.520]  就是你來到我家
[00:12:20.520 --> 00:12:22.720]  我要保護你
[00:12:22.720 --> 00:12:23.960]  所以我保護你的緣故
[00:12:23.960 --> 00:12:25.440]  我就將我的女兒
[00:12:25.440 --> 00:12:26.840]  還是處女不如給你
[00:12:26.840 --> 00:12:28.960]  還有這個人的妾
[00:12:28.960 --> 00:12:30.560]  任憑你做
[00:12:30.560 --> 00:12:35.160]  你不要去搞我的賓客
[00:12:35.160 --> 00:12:36.920]  挺恐怖的
[00:12:36.920 --> 00:12:39.280]  女士好像成爲一個產物
[00:12:39.280 --> 00:12:41.120]  犧牲我的家人
[00:12:41.120 --> 00:12:42.880]  犧牲別人
[00:12:42.880 --> 00:12:45.280]  就爲了保護自己
[00:12:45.280 --> 00:12:47.720]  第一樣東西要很小心
[00:12:47.720 --> 00:12:50.000]  這樣東西
[00:12:50.000 --> 00:12:51.400]  最悲哀就是
[00:12:51.400 --> 00:12:55.720]  當時他打算去自己人的地方
[00:12:55.720 --> 00:12:57.840]  原來日防夜防
[00:12:57.840 --> 00:12:58.960]  下一句是什麼
[00:12:58.960 --> 00:13:02.040]  家策難防 衆難搞
[00:13:02.040 --> 00:13:04.480]  這個不是神的教導
[00:13:04.480 --> 00:13:05.480]  你聽完之後
[00:13:05.480 --> 00:13:07.920]  以後有什麼推家人出去死
[00:13:07.920 --> 00:13:09.160]  不是 爲什麼
[00:13:09.160 --> 00:13:10.880]  很明顯聖經教導我們
[00:13:10.880 --> 00:13:12.600]  《春曆紀》二十三章九節
[00:13:12.600 --> 00:13:13.480]  聖體說過
[00:13:13.480 --> 00:13:14.160]  我們一起讀
[00:13:14.160 --> 00:13:15.080]  一二三
[00:13:15.080 --> 00:13:17.720]  不可欺壓寄居的
[00:13:17.720 --> 00:13:20.240]  因爲你們在埃及地
[00:13:20.240 --> 00:13:21.960]  作過寄居的
[00:13:21.960 --> 00:13:23.480]  知道寄居的心
[00:13:23.480 --> 00:13:25.760]  當日以色列民在埃及都去寄居
[00:13:25.760 --> 00:13:27.200]  寄居沒有根的
[00:13:27.200 --> 00:13:28.000]  沒有家的
[00:13:28.000 --> 00:13:28.960]  不穩定的
[00:13:28.960 --> 00:13:29.760]  困難的
[00:13:29.760 --> 00:13:30.920]  危險的
[00:13:30.920 --> 00:13:32.520]  你當日都困難
[00:13:32.520 --> 00:13:33.240]  你不可以
[00:13:33.240 --> 00:13:37.080]  以後見到這些寄居的弱小的
[00:13:37.080 --> 00:13:44.000]  你不可以去欺壓他
[00:13:44.000 --> 00:13:47.040]  提出完很奇怪的回應
[00:13:47.040 --> 00:13:50.480]  那些人不聽他的話
[00:13:50.480 --> 00:13:52.240]  不聽這個老人家的話
[00:13:52.240 --> 00:13:53.440]  接着怎麼辦呢
[00:13:53.440 --> 00:13:54.680]  很恐怖
[00:13:54.680 --> 00:14:00.320]  那人就把他的妾拉出去交給他們
[00:14:00.320 --> 00:14:03.520]  這個那人你猜是誰呢
[00:14:03.520 --> 00:14:08.920]  當然是這個妾的老公了
[00:14:08.920 --> 00:14:09.760]  我們一起讀
[00:14:09.760 --> 00:14:10.840]  接着怎麼辦
[00:14:10.840 --> 00:14:11.640]  一二三
[00:14:11.640 --> 00:14:14.520]  他們便與他交合
[00:14:14.520 --> 00:14:16.840]  終夜凌辱他
[00:14:16.840 --> 00:14:21.040]  直到天色快亮才放他去
[00:14:21.040 --> 00:14:23.440]  天快亮的時候
[00:14:23.440 --> 00:14:27.720]  婦人回到他主人住宿的房門前
[00:14:27.720 --> 00:14:34.880]  就哭到醉意直到天亮
[00:14:34.880 --> 00:14:36.560]  哇
[00:14:36.560 --> 00:14:39.240]  爲什麼會這樣
[00:14:39.240 --> 00:14:40.640]  因爲我們開始講
[00:14:40.640 --> 00:14:45.880]  當以色列中沒有王的時候
[00:14:45.880 --> 00:14:47.600]  自己就是自己的王
[00:14:47.600 --> 00:14:49.600]  解決了自己的問題
[00:14:49.600 --> 00:14:50.600]  推卸給別人
[00:14:50.600 --> 00:14:52.160]  這個就是解決方法
[00:14:52.160 --> 00:14:57.360]  虐待倫奸羞辱殘酷冷血
[00:14:57.360 --> 00:14:59.080]  你說今天有沒有這樣的事
[00:14:59.080 --> 00:15:01.160]  有
[00:15:01.160 --> 00:15:02.600]  個子如無不求
[00:15:02.600 --> 00:15:04.320]  你有沒有留意
[00:15:04.320 --> 00:15:07.040]  例如我之前看過新聞
[00:15:07.040 --> 00:15:11.520]  講到臺灣一個姓林的父親
[00:15:11.520 --> 00:15:15.600]  他侵犯他女兒的案件
[00:15:15.600 --> 00:15:18.000]  他女兒當在幼稚園的時候
