
[00:00:00.000 --> 00:00:05.240]  今天也是接近農曆新年的時間
[00:04:42.180 --> 00:04:44.180]  那就未必是
[00:04:44.180 --> 00:04:45.180]  還有
[00:04:45.180 --> 00:04:46.180]  真的很坦白說
[00:04:46.180 --> 00:04:48.180]  長壽是不是福氣呢
[00:04:48.180 --> 00:04:50.180]  我爸爸媽媽都信得住
[00:04:50.180 --> 00:04:52.180]  幾年前已經
[00:04:52.180 --> 00:04:54.180]  安息主懷在裡面
[00:04:54.180 --> 00:04:55.180]  我最記得我爸爸
[00:04:55.180 --> 00:04:57.180]  八十大壽的時候
[00:04:57.180 --> 00:04:58.180]  我和我妹妹
[00:04:58.180 --> 00:05:00.180]  我妹妹就和他開玩笑
[00:05:00.180 --> 00:05:01.180]  我們一家人都很喜歡開玩笑
[00:05:01.180 --> 00:05:02.180]  就和我爸爸說
[00:05:02.180 --> 00:05:04.180]  我爸爸當時身體已經很虛弱
[00:05:04.180 --> 00:05:06.180]  因為患了癌症
[00:05:06.180 --> 00:05:08.180]  就靠著恩典去度日
[00:05:08.180 --> 00:05:10.180]  於是我妹妹就
[00:05:10.180 --> 00:05:11.180]  生日的時候對他說
[00:05:11.180 --> 00:05:12.180]  老爸
[00:05:12.180 --> 00:05:14.180]  祝你長命百歲
[00:05:14.180 --> 00:05:16.180]  我爸爸立刻
[00:05:16.180 --> 00:05:18.180]  大吉利是
[00:05:18.180 --> 00:05:20.180]  什麼這麼陰毒
[00:05:20.180 --> 00:05:21.180]  是不是
[00:05:21.180 --> 00:05:22.180]  我爸爸說我現在八十歲
[00:05:22.180 --> 00:05:23.180]  都是死下死下
[00:05:23.180 --> 00:05:24.180]  很辛苦很痛苦
[00:05:24.180 --> 00:05:26.180]  還要多捱二十年
[00:05:26.180 --> 00:05:28.180]  長命百歲不好了吧
[00:05:28.180 --> 00:05:30.180]  他說長壽不是最重要
[00:05:30.180 --> 00:05:32.180]  是活得開心
[00:05:32.180 --> 00:05:34.180]  活得好才是最重要
[00:05:34.180 --> 00:05:36.180]  原來今天很多人不是想著
[00:05:36.180 --> 00:05:38.180]  長壽是好的
[00:05:38.180 --> 00:05:40.180]  只是想著有過一個
[00:05:40.180 --> 00:05:43.180]  幸福快樂的人生
[00:05:43.180 --> 00:05:46.180]  突然之間原來中國人看福氣
[00:05:46.180 --> 00:05:48.180]  都會按著時代改變
[00:05:48.180 --> 00:05:51.180]  按著處境而轉變
[00:05:51.180 --> 00:05:55.180]  但是究竟聖經怎樣說福氣
[00:05:55.180 --> 00:05:57.180]  什麼是福呢
[00:05:57.180 --> 00:05:58.180]  很特別的一樣東西就是
[00:05:58.180 --> 00:06:00.180]  耶穌提醒我們今天有三樣東西
[00:06:00.180 --> 00:06:02.180]  我叫做信徒的靈敏初階
[00:06:02.180 --> 00:06:05.180]  上個星期陳昱華姑娘都說了
[00:06:05.180 --> 00:06:07.180]  其實第一句
[00:06:07.180 --> 00:06:09.180]  說到開心的人有福
[00:06:09.180 --> 00:06:11.180]  其實是所有八福裡面的一個
[00:06:11.180 --> 00:06:13.180]  最重要的根基
[00:06:13.180 --> 00:06:15.180]  所以我們今天就嘗試從三方面去看看
[00:06:15.180 --> 00:06:18.180]  就是我們怎樣做一個有福的信徒
[00:06:18.180 --> 00:06:20.180]  怎樣做一個開心的信徒
[00:06:20.180 --> 00:06:23.180]  和怎樣做一個天國的信徒
[00:06:23.180 --> 00:06:25.180]  突然之間我們看看聖經怎樣說
[00:06:25.180 --> 00:06:27.180]  他說原來第一樣東西就是
[00:06:27.180 --> 00:06:29.180]  他說開心的人有福
[00:06:29.180 --> 00:06:33.180]  我們做一個有福的人
[00:06:33.180 --> 00:06:35.180]  什麼叫做有福呢
[00:06:35.180 --> 00:06:38.180]  原來在希臘文這個字
[00:06:38.180 --> 00:06:40.180]  Makarios這個字
[00:06:40.180 --> 00:06:43.180]  在其他希臘文的古卷裡面
[00:06:43.180 --> 00:06:44.180]  很有意思
[00:06:44.180 --> 00:06:46.180]  原來這個字在希臘文裡面
[00:06:46.180 --> 00:06:49.180]  形容一些神仙
[00:06:49.180 --> 00:06:51.180]  你知道希臘文化有很多
[00:06:51.180 --> 00:06:53.180]  個個都是神的
[00:06:53.180 --> 00:06:54.180]  個個都是神仙
[00:06:54.180 --> 00:06:56.180]  有沒有看過朱古力廣告
[00:06:56.180 --> 00:06:58.180]  天上有很多神
[00:06:58.180 --> 00:06:59.180]  吃朱古力掉下來
[00:06:59.180 --> 00:07:01.180]  大家就有得吃
[00:07:01.180 --> 00:07:04.180]  天上有很多都是神仙的
[00:07:04.180 --> 00:07:08.180]  Makarios就形容神仙的光景
[00:07:08.180 --> 00:07:11.180]  好像神仙這樣
[00:07:11.180 --> 00:07:15.180]  又或者形容一些很有錢地上的人
[00:07:15.180 --> 00:07:17.180]  他們活的生活
[00:07:17.180 --> 00:07:19.180]  要風得風 要雨得雨
[00:07:19.180 --> 00:07:21.180]  好像神仙一樣
[00:07:21.180 --> 00:07:23.180]  我們經常說快活過神仙
[00:07:23.180 --> 00:07:26.180]  就是這個字Makarios
[00:07:26.180 --> 00:07:30.180]  來形容神仙的景況
[00:07:30.180 --> 00:07:32.180]  但是突然之間
[00:07:32.180 --> 00:07:34.180]  有沒有覺得奇怪就是
[00:07:34.180 --> 00:07:39.180]  耶穌昔日對著這班勞苦大眾
[00:07:39.180 --> 00:07:42.180]  對著這班所謂貧窮的人
[00:07:42.180 --> 00:07:45.180]  對著一班不是有錢人
[00:07:45.180 --> 00:07:50.180]  不是像快活過神仙那些有錢人
[00:07:50.180 --> 00:07:54.180]  耶穌在山上講到登山補訓的時候
[00:07:54.180 --> 00:07:57.180]  對著那班都是一班勞苦大眾
[00:07:57.180 --> 00:08:01.180]  一班平凡的蟻民
[00:08:01.180 --> 00:08:03.180]  為什麼耶穌跟他們說
[00:08:03.180 --> 00:08:08.180]  你們好像神仙一樣這麼有福氣
[00:08:08.180 --> 00:08:12.180]  好像不是這麼對稱
[00:08:12.180 --> 00:08:15.180]  那些聽眾聽到的時候
[00:08:15.180 --> 00:08:17.180]  你講的是有錢人
[00:08:17.180 --> 00:08:20.180]  你講的是未來神仙的境界
[00:08:20.180 --> 00:08:23.180]  我們這班人跟我們毫無關係
[00:08:23.180 --> 00:08:24.180]  為什麼呢
[00:08:24.180 --> 00:08:27.180]  所以我們要明白Makarios
[00:08:27.180 --> 00:08:32.180]  究竟耶穌講這個字是什麼意思呢
[00:08:32.180 --> 00:08:34.180]  中國人我們當看福氣的時候
[00:08:34.180 --> 00:08:35.180]  剛才講過了
[00:08:35.180 --> 00:08:37.180]  我們有不同的看法
[00:08:37.180 --> 00:08:39.180]  原來英文看福氣
[00:08:39.180 --> 00:08:41.180]  都可能有不同的看法
[00:08:41.180 --> 00:08:44.180]  所以在其他的譯本
[00:08:44.180 --> 00:08:46.180]  除了譯做Blessed
[00:08:46.180 --> 00:08:48.180]  就是福氣之外
[00:08:48.180 --> 00:08:49.180]  也譯做Happy
[00:08:49.180 --> 00:08:51.180]  Happy是什麼
[00:08:51.180 --> 00:08:53.180]  很有趣的一件事
[00:08:53.180 --> 00:08:57.180]  原來Happy不是Makarios的意思
[00:08:57.180 --> 00:09:02.180]  原來Happy英文這個字古字Happy
[00:09:02.180 --> 00:09:04.180]  是來自Happening
[00:09:04.180 --> 00:09:07.180]  Happy就是Happening發生的事
[00:09:07.180 --> 00:09:09.180]  令你快樂
[00:09:09.180 --> 00:09:12.180]  所以你剛才講到海洋公園
[00:09:12.180 --> 00:09:13.180]  你去海洋公園
[00:09:13.180 --> 00:09:14.180]  你就Happy了
[00:09:14.180 --> 00:09:17.180]  但是你出來之後發現花了很多錢
[00:09:17.180 --> 00:09:19.180]  於是你就不Happy了
[00:09:19.180 --> 00:09:24.180]  於是人生就是被周圍的警方控制住
[00:09:24.180 --> 00:09:27.180]  你有機會別人送個iPhone 5S給你
[00:09:27.180 --> 00:09:29.180]  你就Happy了
[00:09:29.180 --> 00:09:30.180]  然後你掉在地上
[00:09:30.180 --> 00:09:32.180]  掉爛了你就不Happy了
[00:09:32.180 --> 00:09:35.180]  人生就是經歷過周圍的環境
[00:09:35.180 --> 00:09:36.180]  控制住你
[00:09:36.180 --> 00:09:37.180]  你就Happy了
[00:09:37.180 --> 00:09:41.180]  所以Makarios絕對不是快樂這麼簡單
[00:09:41.180 --> 00:09:43.180]  但是有些人說
[00:09:43.180 --> 00:09:46.180]  Makarios是不是你唯心
[00:09:46.180 --> 00:09:48.180]  就是說你覺得快樂
[00:09:48.180 --> 00:09:50.180]  快樂我們經常聽人說
[00:09:50.180 --> 00:09:53.180]  快樂是一個內在的警方
[00:09:53.180 --> 00:09:56.180]  所以你裏面覺得開心就開心
[00:09:56.180 --> 00:09:58.180]  有些人說你辛苦
[00:09:58.180 --> 00:10:01.180]  你告訴你自己開心就可以了
[00:10:01.180 --> 00:10:04.180]  好像保羅和西拉被人抓去坐牢
[00:10:04.180 --> 00:10:05.180]  抓去坐牢之後
[00:10:05.180 --> 00:10:07.180]  在監倉裏面快樂
[00:10:07.180 --> 00:10:08.180]  歌唱讚美主
[00:10:08.180 --> 00:10:10.180]  其實是在騙自己
[00:10:10.180 --> 00:10:11.180]  你騙自己就可以了
[00:10:11.180 --> 00:10:12.180]  你走去監倉裏面
[00:10:12.180 --> 00:10:15.180]  你幻想自己在五星級酒店裏面
[00:10:15.180 --> 00:10:17.180]  睡在水床上
[00:10:17.180 --> 00:10:20.180]  於是你幻想這個警方的時候
[00:10:20.180 --> 00:10:22.180]  你就開心快樂敬拜
[00:10:22.180 --> 00:10:24.180]  所以有些人說我們基督徒騙自己
[00:10:24.180 --> 00:10:26.180]  冥冥下雨的
[00:10:26.180 --> 00:10:27.180]  你騙自己是好天
[00:10:27.180 --> 00:10:29.180]  就讚美上帝
[00:10:29.180 --> 00:10:31.180]  睡在病床上
[00:10:31.180 --> 00:10:32.180]  冥冥很痛苦的
[00:10:32.180 --> 00:10:34.180]  你騙自己
[00:10:34.180 --> 00:10:36.180]  騙自己睡在沙發上很舒服
[00:10:36.180 --> 00:10:38.180]  有人在massage你
[00:10:38.180 --> 00:10:40.180]  於是你就開心
[00:10:40.180 --> 00:10:44.180]  其實幸福就是
[00:10:44.180 --> 00:10:47.180]  你覺得自己幸福就幸福
[00:10:47.180 --> 00:10:52.180]  好像以前我讀書的時候
[00:10:52.180 --> 00:10:54.180]  看一篇文章叫做林淵善愚
[00:10:54.180 --> 00:10:55.180]  有沒有人看過
[00:10:55.180 --> 00:10:58.180]  莊子和惠子的記載
[00:10:58.180 --> 00:11:00.180]  林淵善愚
[00:11:00.180 --> 00:11:01.180]  有沒有人看過
[00:11:01.180 --> 00:11:04.180]  去到我的年紀
[00:11:04.180 --> 00:11:06.180]  讀國文的時候
[00:11:06.180 --> 00:11:08.180]  林淵善愚就是莊子有一日
[00:11:08.180 --> 00:11:10.180]  去到池塘邊
[00:11:10.180 --> 00:11:12.180]  水池邊見到
[00:11:12.180 --> 00:11:14.180]  有些金魚在那裏很開心
[00:11:14.180 --> 00:11:19.180]  於是惠子就和他一起
[00:11:19.180 --> 00:11:21.180]  莊子就說
[00:11:21.180 --> 00:11:24.180]  真是快樂
[00:11:24.180 --> 00:11:26.180]  那些魚真是開心
[00:11:26.180 --> 00:11:29.180]  惠子就說
[00:11:29.180 --> 00:11:31.180]  你又不是條魚
[00:11:31.180 --> 00:11:34.180]  你怎知條魚快樂呢
[00:11:34.180 --> 00:11:37.180]  子非魚焉知魚之樂
[00:11:37.180 --> 00:11:38.180]  你又不是條魚
[00:11:38.180 --> 00:11:40.180]  你怎知條魚快樂呢
[00:11:40.180 --> 00:11:42.180]  然後對方就回答他
[00:11:42.180 --> 00:11:45.180]  子非我焉知我不知魚之樂
[00:11:45.180 --> 00:11:46.180]  你又不是我
[00:11:46.180 --> 00:11:48.180]  你怎知我不知條魚快樂呢
[00:11:48.180 --> 00:11:49.180]  如果這樣下去
[00:11:49.180 --> 00:11:51.180]  永遠維生下去
[00:11:51.180 --> 00:11:53.180]  如果我是再回答的
[00:11:53.180 --> 00:11:54.180]  我就說
[00:11:54.180 --> 00:11:56.180]  子非我焉知我不知你不知魚之樂
[00:11:56.180 --> 00:11:58.180]  如果你這樣下去
[00:11:58.180 --> 00:12:01.180]  永遠都是所謂的主觀去看東西
[00:12:01.180 --> 00:12:03.180]  你不是我你怎知我不快樂
[00:12:03.180 --> 00:12:05.180]  你怎樣問
[00:12:05.180 --> 00:12:06.180]  你又不是我
[00:12:06.180 --> 00:12:08.180]  你怎知我不知道你不快樂
[00:12:08.180 --> 00:12:11.180]  你永遠都是主觀的
[00:12:11.180 --> 00:12:12.180]  有一個標準當中
[00:12:12.180 --> 00:12:13.180]  甚麼叫幸福
[00:12:13.180 --> 00:12:15.180]  甚麼叫快樂
[00:12:15.180 --> 00:12:16.180]  弟兄姊妹
[00:12:16.180 --> 00:12:20.180]  原來中國人的福字
[00:12:20.180 --> 00:12:22.180]  很重要的一件事就是
[00:12:22.180 --> 00:12:24.180]  能夠解釋到甚麼叫Mercurious
[00:12:24.180 --> 00:12:26.180]  當耶穌講到就是
[00:12:26.180 --> 00:12:28.180]  有福這個福字
[00:12:28.180 --> 00:12:30.180]  中國人為何會譯做福字呢
[00:12:30.180 --> 00:12:32.180]  就如聞聖經
[00:12:32.180 --> 00:12:34.180]  為何不譯做快樂
[00:12:34.180 --> 00:12:37.180]  不譯做開心
[00:12:37.180 --> 00:12:39.180]  而要譯做福呢
[00:12:39.180 --> 00:12:43.180]  原來中國人這個福字很有意思
[00:12:43.180 --> 00:12:48.180]  原來當你查考中文字的時候
[00:12:48.180 --> 00:12:52.180]  福字不是會意
[00:12:52.180 --> 00:12:54.180]  不是形聲
[00:12:54.180 --> 00:12:59.180]  原來福字一早是一個象形文字
[00:12:59.180 --> 00:13:03.180]  已經是在骨文裏面可以找到
[00:13:03.180 --> 00:13:06.180]  我自己找過很多的資料
[00:13:06.180 --> 00:13:08.180]  我都怕講錯
[00:13:08.180 --> 00:13:12.180]  我發覺原來福字是甚麼意思呢
[00:13:12.180 --> 00:13:15.180]  如果你看福字的意思
[00:13:15.180 --> 00:13:18.180]  你看右手邊的福圖
[00:13:18.180 --> 00:13:20.180]  有一個人
[00:13:20.180 --> 00:13:22.180]  兩隻手
[00:13:22.180 --> 00:13:24.180]  捧著一程的酒
[00:13:24.180 --> 00:13:30.180]  來到左手邊的神主牌面前
[00:13:30.180 --> 00:13:34.180]  獻祭供奉給他的上帝
[00:13:34.180 --> 00:13:38.180]  這個就是福
[00:13:38.180 --> 00:13:40.180]  在說明解釋裏面告訴我們
[00:13:40.180 --> 00:13:42.180]  福是甚麼呢
[00:13:42.180 --> 00:13:44.180]  就如中間粉紅色的圖
[00:13:44.180 --> 00:13:46.180]  有個人當你有酒
[00:13:46.180 --> 00:13:48.180]  為何會有酒呢
[00:13:48.180 --> 00:13:50.180]  就是因為你種植做農作物的時候
[00:13:50.180 --> 00:13:54.180]  有米、有高粱、有提子
[00:13:54.180 --> 00:13:59.180]  有這些可以釀酒的農作物收成
[00:13:59.180 --> 00:14:02.180]  你是收成之後豐收
[00:14:02.180 --> 00:14:05.180]  你能夠用豐收淨下來
[00:14:05.180 --> 00:14:06.180]  你不只是吃東西
[00:14:06.180 --> 00:14:07.180]  淨下來
[00:14:07.180 --> 00:14:08.180]  用來做甚麼呢
[00:14:08.180 --> 00:14:10.180]  用來釀酒
[00:14:10.180 --> 00:14:12.180]  而釀了酒之後
[00:14:12.180 --> 00:14:16.180]  能夠平安地釀出酒
[00:14:16.180 --> 00:14:18.180]  你有這程酒
[00:14:18.180 --> 00:14:20.180]  將這程酒獻給
[00:14:20.180 --> 00:14:22.180]  能夠賜給你平安
[00:14:22.180 --> 00:14:24.180]  賜給你收成
[00:14:24.180 --> 00:14:26.180]  賜給你有生命氣息可以獻祭的
[00:14:26.180 --> 00:14:28.180]  這位上帝
[00:14:28.180 --> 00:14:30.180]  這個就是福氣
[00:14:30.180 --> 00:14:32.180]  弟兄姊妹
[00:14:32.180 --> 00:14:33.180]  你試想一下
[00:14:33.180 --> 00:14:36.180]  一個福字在說多少的東西
[00:14:36.180 --> 00:14:37.180]  在這個象形文字裏面
[00:14:37.180 --> 00:14:39.180]  在說一件很重要的東西
[00:14:39.180 --> 00:14:44.180]  就是為何這個人可以有酒獻給他的上帝
[00:14:44.180 --> 00:14:46.180]  因為他能夠收成
[00:14:46.180 --> 00:14:49.180]  他能夠有多餘的益餘
[00:14:49.180 --> 00:14:54.180]  他能夠有平安度過釀酒的期間
[00:14:54.180 --> 00:14:56.180]  他能夠仍然有生命氣息
[00:14:56.180 --> 00:15:01.180]  將這程酒獻祭給他的上帝
[00:15:01.180 --> 00:15:03.180]  弟兄姊妹
[00:15:03.180 --> 00:15:05.180]  福字
[00:15:05.180 --> 00:15:07.180]  不是狗爪鞭
[00:15:07.180 --> 00:15:09.180]  不是有些朋友
[00:15:09.180 --> 00:15:11.180]  他養隻狗就是福氣
[00:15:11.180 --> 00:15:14.180]  不是人字鞭
[00:15:14.180 --> 00:15:18.180]  福字是甚麼鞭
[00:15:18.180 --> 00:15:20.180]  是士字鞭
[00:15:20.180 --> 00:15:22.180]  即是神字鞭
[00:15:22.180 --> 00:15:29.180]  如果我們明白甚麼是中國人看的福氣的源頭
[00:15:29.180 --> 00:15:34.180]  我們就明白耶穌基督說Macarius
[00:15:34.180 --> 00:15:38.180]  也明白中國人翻譯Macarius這個字
[00:15:38.180 --> 00:15:40.180]  為何叫做福氣
[00:15:40.180 --> 00:15:43.180]  原來福氣的意思就是
[00:15:43.180 --> 00:15:45.180]  在主的裏面
[00:15:45.180 --> 00:15:46.180]  我們能夠有機會的
[00:15:52.180 --> 00:15:54.180]  夾不夾得到
[00:15:54.180 --> 00:15:56.180]  下一張是powerpoint
[00:15:56.180 --> 00:15:58.180]  是不是輕了幾天
[00:15:58.180 --> 00:16:03.180]  原來在中國人看來
[00:16:03.180 --> 00:16:05.180]  就是一個福氣
[00:16:05.180 --> 00:16:08.180]  是從上帝而來
[00:16:08.180 --> 00:16:10.180]  詩篇裏面告訴我們
[00:16:10.180 --> 00:16:16.180]  耶和華要賜福給每一個敬畏他的人
[00:16:16.180 --> 00:16:18.180]  凡敬畏耶和華的
[00:16:18.180 --> 00:16:20.180]  無論大小
[00:16:20.180 --> 00:16:23.180]  都必定賜福給他
[00:16:23.180 --> 00:16:27.180]  這個就是上帝給我們福氣的一個源頭
[00:16:27.180 --> 00:16:29.180]  原來在日光之下
[00:16:29.180 --> 00:16:31.180]  看我們的健康
[00:16:31.180 --> 00:16:33.180]  看我們的周圍
[00:16:33.180 --> 00:16:35.180]  看我們的環境
[00:16:35.180 --> 00:16:38.180]  我們沒辦法得到這份福氣
[00:16:38.180 --> 00:16:40.180]  因為福字是神字鞭
[00:16:40.180 --> 00:16:44.180]  我們唯有日光之上仰望
[00:16:44.180 --> 00:16:48.180]  我們才能夠找到應有的福氣
[00:16:48.180 --> 00:16:50.180]  所以詩篇講到凡敬畏耶和華的
[00:16:50.180 --> 00:16:51.180]  無論大小
[00:16:51.180 --> 00:16:54.180]  主必定賜福給他
[00:16:54.180 --> 00:16:55.180]  耶穌說
[00:16:55.180 --> 00:16:57.180]  那什麼是一個有福的人呢
[00:16:57.180 --> 00:16:59.180]  接著耶穌說
[00:16:59.180 --> 00:17:01.180]  虛心的人有福
[00:17:01.180 --> 00:17:04.180]  因為天國是屬於他們的
[00:17:04.180 --> 00:17:06.180]  我們看看什麼叫做虛心的人呢
[00:17:06.180 --> 00:17:08.180]  要我們做個虛心的人
