
[00:00:00.000 --> 00:00:03.280]  每次當我看《士兵記》的時候
[00:04:15.720 --> 00:04:21.340]  我們不能夠過耶穌基督應許我們的豐盛的生命
[00:04:21.340 --> 00:04:24.160]  不過
[00:04:24.160 --> 00:04:28.760]  在以色列淒涼的歷史背後,我們看到上帝
[00:04:28.760 --> 00:04:33.380]  看到上帝是一位怎樣的上帝,看到祂的本性
[00:04:33.380 --> 00:04:35.420]  我們看到祂嚴厲
[00:04:35.420 --> 00:04:41.820]  和堅忍的愛,這個愛是有原則的,有時祂會很嚴厲
[00:04:41.820 --> 00:04:44.640]  但在嚴厲當中有恩慈
[00:04:44.900 --> 00:04:48.220]  我改個名叫做堅韌的愛
[00:04:48.220 --> 00:04:53.360]  堅韌,是一條很粗的尼龍繩,很堅韌,英文是Tough
[00:04:53.360 --> 00:04:54.880]  Tough Love
[00:04:54.880 --> 00:04:58.220]  上帝昔日怎樣將這個
[00:04:58.220 --> 00:05:00.780]  堅韌的愛,Tough Love
[00:05:00.780 --> 00:05:03.080]  去表達在以色列
[00:05:03.080 --> 00:05:03.840]  身上
[00:05:03.840 --> 00:05:04.620]  今天
[00:05:04.620 --> 00:05:06.920]  祂也同樣以這個愛
[00:05:06.920 --> 00:05:08.200]  來愛你
[00:05:08.200 --> 00:05:09.220]  和愛我
[00:05:09.220 --> 00:05:13.580]  上帝怎樣愛我們,我們怎樣效法這個堅韌的愛呢
[00:05:13.840 --> 00:05:15.120]  這個就是我們今天要看的
[00:05:15.120 --> 00:05:19.720]  所以今天我要和大家思想四條問題關於以色列
[00:05:19.720 --> 00:05:21.000]  第一
[00:05:21.000 --> 00:05:24.080]  為什麼以色列人這麼快
[00:05:24.080 --> 00:05:25.620]  忘記神
[00:05:25.620 --> 00:05:30.980]  第二,為什麼以色列人不能驅逐迦南人,上帝允許他們
[00:05:30.980 --> 00:05:32.520]  第三
[00:05:32.520 --> 00:05:35.860]  為什麼學三百年都學不到這個
[00:05:35.860 --> 00:05:38.160]  信從神
[00:05:38.160 --> 00:05:40.200]  不拜偶像的功課
[00:05:40.980 --> 00:05:44.560]  第四,上帝對以色列人的懲罰
[00:05:44.560 --> 00:05:47.120]  是不是太過嚴厲
[00:05:47.120 --> 00:05:51.980]  我們看完這四條問題,我們會做一個反思,一個應用
[00:05:51.980 --> 00:05:54.540]  究竟今天對你,對我
[00:05:54.540 --> 00:05:56.080]  有什麼提醒
[00:05:56.080 --> 00:05:58.120]  我們怎樣可以實踐
[00:05:58.120 --> 00:06:00.440]  上帝這個堅韌的愛
[00:06:00.440 --> 00:06:02.220]  在我們生命裏面
[00:06:02.220 --> 00:06:08.880]  我們先看第一條問題,就是以色列人為什麼這麼快就離開
[00:06:09.140 --> 00:06:15.540]  在第二章第七節,我們剛才讀和
[00:06:15.540 --> 00:06:19.880]  他說約書亞在世和約書亞死後
[00:06:19.880 --> 00:06:26.280]  那些見耶和華,為以色列人行大事的長老還在的時候,百姓都侍奉耶和華
[00:06:26.280 --> 00:06:31.660]  那一代還沒死的時候,他們仍然侍奉耶和華
[00:06:31.660 --> 00:06:35.500]  但是過了三節,第十節就有一個很大的轉變
[00:06:35.760 --> 00:06:39.600]  就是約書亞和那一代的長老過世之後,不同了
[00:06:39.600 --> 00:06:46.000]  那世代的人都歸了自己的列祖,後來有別的世代興起,不知道耶和華
[00:06:46.000 --> 00:06:49.580]  也不知道耶和華為以色列人所行的事
[00:06:49.580 --> 00:06:51.380]  當下一代
[00:06:51.380 --> 00:06:52.660]  或者下兩代
[00:06:52.660 --> 00:06:57.520]  他們不認識耶和華,他們就離開上帝
[00:06:57.520 --> 00:07:01.860]  哇,為什麼這麼快
[00:07:01.860 --> 00:07:05.700]  約書亞帶領他們進入應許之地三十年
[00:07:05.960 --> 00:07:09.800]  約書亞之前摩西帶領他們出兀埃及
[00:07:09.800 --> 00:07:11.080]  在紅海
[00:07:11.080 --> 00:07:14.920]  過了,然後在曠野裡面四十年,加上七十年
[00:07:14.920 --> 00:07:16.720]  在這七十年裡面
[00:07:16.720 --> 00:07:20.820]  以色列人經歷了上帝奇妙的拯救和供應
[00:07:20.820 --> 00:07:23.380]  過紅海的時候,他們看到紅海分開
[00:07:23.380 --> 00:07:26.440]  埃及的千軍萬馬一掃而空
[00:07:26.440 --> 00:07:30.800]  在曠野每一天有雲柱有火柱的同在
[00:07:31.060 --> 00:07:36.940]  每一天有馬拿,他們需要水,上帝給他們水,他們需要食物,上帝給他們食物
[00:07:36.940 --> 00:07:41.560]  四十年,鞋子沒有穿爛,衣服沒有破
[00:07:41.560 --> 00:07:45.900]  然後他們過了丹賀,上帝將水分開
[00:07:45.900 --> 00:07:50.000]  他們去攻打迦南美地,向所披靡
[00:07:50.000 --> 00:07:53.840]  為什麼七十年這麼堅強的
[00:07:53.840 --> 00:07:56.140]  上帝的
[00:07:56.140 --> 00:07:58.460]  帶領的供應
[00:07:58.460 --> 00:08:01.020]  這麼快一兩代之間就沒有了
[00:08:02.040 --> 00:08:04.080]  原因就是
[00:08:04.080 --> 00:08:05.880]  他們
[00:08:05.880 --> 00:08:10.220]  以色列人沒有好好地將神的話教導下一代
[00:08:10.220 --> 00:08:17.140]  弟兄姊妹,你只需要一代,就可以將基督教的教訓全部抹除
[00:08:17.140 --> 00:08:21.240]  如果我們現在不教下一代,這個教會就不再存在
[00:08:21.240 --> 00:08:24.820]  It only takes one generation
[00:08:24.820 --> 00:08:26.860]  就沒有了
[00:08:28.400 --> 00:08:31.720]  我們太古城堂會不會犯了同樣的錯誤呢
[00:08:31.720 --> 00:08:34.800]  我們有沒有好好地教導我們的子女
[00:08:34.800 --> 00:08:37.360]  在三個星期之前
[00:08:37.360 --> 00:08:40.180]  就是10月31號
[00:08:40.180 --> 00:08:43.760]  我從家裡走回教會
[00:08:43.760 --> 00:08:44.780]  十幾分鐘
[00:08:44.780 --> 00:08:47.860]  經過那些街道
[00:08:47.860 --> 00:08:49.900]  看到小孩子上學
[00:08:49.900 --> 00:08:56.300]  很特別,那天是10月31號,原來是萬聖節
[00:08:56.820 --> 00:09:00.400]  萬聖節的小孩子上學當然是老師教他們
[00:09:00.400 --> 00:09:01.680]  沒有一個例外
[00:09:01.680 --> 00:09:06.800]  穿著黑色的袍,有兩隻角,好像鬼鬼怪怪的衣服
[00:09:06.800 --> 00:09:11.920]  前幾年都沒有這麼厲害,但是今年就差不多
[00:09:11.920 --> 00:09:13.460]  個個都這樣做
[00:09:13.460 --> 00:09:18.320]  這個萬聖節是在外國傳過來
[00:09:18.320 --> 00:09:19.860]  在那一天
[00:09:19.860 --> 00:09:23.180]  很多的拜魔鬼和邪術的活動
[00:09:23.180 --> 00:09:26.000]  最近天主教的教廷
[00:09:26.260 --> 00:09:29.080]  提倡要取締這個萬聖節
[00:09:29.080 --> 00:09:31.120]  很多基督教的宗派
[00:09:31.120 --> 00:09:32.400]  也都叫信徒
[00:09:32.400 --> 00:09:33.680]  不要
[00:09:33.680 --> 00:09:36.500]  慶祝參與這些萬聖節
[00:09:36.500 --> 00:09:38.540]  但是過去幾年
[00:09:38.540 --> 00:09:40.080]  香港的學校
[00:09:40.080 --> 00:09:43.160]  就越來越普遍慶祝
[00:09:43.160 --> 00:09:46.480]  不單止,在聖人的群體裡面都有這樣的情況
[00:09:46.480 --> 00:09:51.340]  不要忘記,姐妹,你只需要一代就可以教壞他們
[00:09:52.120 --> 00:09:58.520]  我們怎樣去好好地教導我們下一代,以致他能夠有一個屬靈的抗疫力
[00:09:58.520 --> 00:10:00.820]  能夠分辨是非
[00:10:00.820 --> 00:10:01.840]  在這個
[00:10:01.840 --> 00:10:03.900]  俗世洪流裡面
[00:10:03.900 --> 00:10:06.460]  能夠出污泥而不染
[00:10:06.460 --> 00:10:14.400]  能夠不要讓自己心裡面上帝的話給外面的環境沖走
[00:10:14.400 --> 00:10:18.740]  不單止我們要擔心到小學生的問題
[00:10:18.740 --> 00:10:20.280]  大學生也是
[00:10:22.080 --> 00:10:25.920]  你不要以為你兒子入了大學就讀聖賢書
[00:10:25.920 --> 00:10:28.740]  一百年前可能北京大學
[00:10:28.740 --> 00:10:32.320]  蔡元培做校長的時候真的入大學讀聖賢書
[00:10:32.320 --> 00:10:38.460]  50年前在港英時代入大學就讀AO、EO
[00:10:38.460 --> 00:10:40.000]  現在入大學
[00:10:40.000 --> 00:10:44.340]  你不知道他學了什麼,有些好東西
[00:10:44.340 --> 00:10:45.880]  有些沒那麼好
[00:10:45.880 --> 00:10:47.160]  所以我們
[00:10:47.680 --> 00:10:52.800]  怎樣在小孩子未入大學之前我們就好好地培訓他們
[00:10:52.800 --> 00:10:58.180]  以致他面對各方面的理論的時候他能夠知道哪些對哪些錯
[00:10:58.180 --> 00:10:59.960]  在美國的
[00:10:59.960 --> 00:11:05.340]  萬國二道報道團
[00:11:05.340 --> 00:11:06.880]  他們曾經做過統計
[00:11:06.880 --> 00:11:10.720]  在美國那些成年人仍然是信耶穌回禮拜堂的
[00:11:10.720 --> 00:11:12.260]  有80%
[00:11:12.260 --> 00:11:15.580]  是在12歲之前就已經信了耶穌
[00:11:16.340 --> 00:11:23.240]  過了小學之後信耶穌的機會就小了,過了中學之後就更加小
[00:11:23.240 --> 00:11:29.640]  我認識很多父母他們很敬虔
[00:11:29.640 --> 00:11:30.920]  回禮拜堂
[00:11:30.920 --> 00:11:33.220]  但他下一代就失去了信仰
[00:11:33.220 --> 00:11:36.560]  身為一個傳道人我自己也一直在想
[00:11:36.560 --> 00:11:38.340]  怎樣去解決這個問題
[00:11:38.340 --> 00:11:41.940]  怎樣去幫助我們的父母來建立
[00:11:41.940 --> 00:11:44.500]  我們下一代的宿命生命
[00:11:46.800 --> 00:11:49.360]  近這幾年上帝祝福我們
[00:11:49.360 --> 00:11:52.700]  我們教會的兒童士工有好的進展
[00:11:52.700 --> 00:11:55.260]  我們的Avanna的程式
[00:11:55.260 --> 00:11:57.300]  我們有150個成分仔
[00:11:57.300 --> 00:12:01.400]  比我六年前來大會成堂多了四倍
[00:12:01.400 --> 00:12:04.980]  還有我們現在有一個waiting list
[00:12:04.980 --> 00:12:06.000]  有個等待
[00:12:06.000 --> 00:12:08.300]  有人等著進來
[00:12:08.300 --> 00:12:12.400]  我們中學生也很厲害,我們form 1 form 2這個track
[00:12:12.400 --> 00:12:16.240]  這個Avanna track收到20個現在有21個都收了
[00:12:16.500 --> 00:12:18.560]  如果再多20個來我們怎樣辦
[00:12:18.560 --> 00:12:21.360]  我們需要多些導師
[00:12:21.360 --> 00:12:22.900]  需要多些地方
[00:12:22.900 --> 00:12:25.960]  所以我再次呼籲如果你信了耶穌的洗禮
[00:12:25.960 --> 00:12:29.300]  你有心智在Avanna在小學中學的
[00:12:29.300 --> 00:12:31.600]  士工裏面服侍你告訴我們
[00:12:31.600 --> 00:12:33.140]  我們為你度身訂做
[00:12:33.140 --> 00:12:35.700]  你不用怕你不會的,我們會教導你
[00:12:35.700 --> 00:12:39.800]  我們會幫助你,叫你在侍奉裏面有享受
[00:12:39.800 --> 00:12:42.420]  有看到這些細蚊仔下一代
[00:12:42.420 --> 00:12:45.940]  因為你的緣故能夠有宿命的抗疫力
[00:12:47.260 --> 00:12:52.080]  我們看到第一個問題
[00:12:52.080 --> 00:12:57.960]  為什麼以色列人這麼快忘記神,因為他沒有好好教導下一代
[00:12:57.960 --> 00:13:04.360]  第二個問題就是為什麼他們不能夠驅逐迦南人,因為上帝說應許給他們
[00:13:04.360 --> 00:13:06.160]  我看到兩個原因
[00:13:06.160 --> 00:13:07.460]  第一個
[00:13:07.460 --> 00:13:09.540]  就是他們沒有
[00:13:09.540 --> 00:13:13.620]  遵行神的命令
[00:13:13.860 --> 00:13:17.700]  譬如他們樓下一些復古的人
[00:13:17.700 --> 00:13:24.100]  即是他們打了一個地方,沒有趕盡迦南人,看到他們很大隻,可以做些苦工
[00:13:24.100 --> 00:13:25.120]  就留下他們
[00:13:25.120 --> 00:13:30.500]  他們不需要找外勞,因為這些是內勞,在裏面
[00:13:30.500 --> 00:13:34.080]  將他們做奴隸,自己可以找他們起屋
[00:13:34.080 --> 00:13:38.940]  他們就慢慢開始跟他們通婚,結婚
[00:13:39.460 --> 00:13:45.860]  第二個原因就是他們沒有信心,他們看到平原的迦南人有戰車就覺得打他們不拼
[00:13:45.860 --> 00:13:47.640]  他們沒有憑信心
[00:13:47.640 --> 00:13:50.720]  來驅逐迦南人
[00:13:50.720 --> 00:13:55.840]  既然留下這些人在這裏,沒有好好地做應該做的事
[00:13:55.840 --> 00:13:58.400]  慢慢就跟他們妥協
[00:13:58.400 --> 00:14:02.500]  然後他們覺得這個迦南文化都幾有趣
[00:14:02.500 --> 00:14:05.820]  他們有拜巴迪,拜阿斯他祿
[00:14:05.820 --> 00:14:09.140]  事實上迦南人的文化
[00:14:09.400 --> 00:14:10.680]  比以色列人
[00:14:10.680 --> 00:14:18.360]  深厚一些,他們在那裏很多年,他們是一個農業的民族
[00:14:18.360 --> 00:14:23.480]  在迦南人眼中,巴迪是掌管風和雨的神
[00:14:23.480 --> 00:14:27.060]  所以他們拜巴迪是為了農作物有豐收
[00:14:27.060 --> 00:14:33.460]  阿斯他祿這個女神,是象徵愛情和戰爭,可以幫迦南人
[00:14:33.460 --> 00:14:35.260]  生多些孩子
[00:14:35.520 --> 00:14:41.660]  從這裏迦南就產生這個叫做妙妓的風俗,即是在廟裏面有妓女
[00:14:41.660 --> 00:14:48.060]  這些風俗就挑起人心裏面的邪情私慾
[00:14:48.060 --> 00:14:52.920]  不單止吸引了迦南人
[00:14:52.920 --> 00:14:54.720]  連以色列人都被吸引
[00:14:54.720 --> 00:14:57.540]  於是他們就離開上帝
[00:14:57.540 --> 00:15:01.880]  你看《士詩記》第二章的背景,就是因為他們被
[00:15:01.880 --> 00:15:03.420]  這些風俗
[00:15:03.420 --> 00:15:04.700]  吸引
[00:15:05.720 --> 00:15:09.840]  當以色列人開始拜偶像離開神的時候,他們又喪失了
[00:15:09.840 --> 00:15:11.360]  屬靈的能力
[00:15:11.360 --> 00:15:15.720]  好像我們武俠小說裏面,功夫被廢了
[00:15:15.720 --> 00:15:19.040]  就不能夠再去戰勝外來的壓迫
[00:15:19.040 --> 00:15:23.140]  這個對你和我都是一個警惕
[00:15:23.140 --> 00:15:27.740]  這個世界有很多的試探,挑起我們裏面的邪情私慾
[00:15:27.740 --> 00:15:33.640]  你知不知道一開電腦,色情的東西就會出現,很多時候你不需要去找它,它來找你
[00:15:34.920 --> 00:15:41.060]  這個世界在我們職場上,在社會裏面也有很多的事情發生
[00:15:41.060 --> 00:15:45.420]  會令到我們覺得人在江湖,身不由己,我們就放棄原則
[00:15:45.420 --> 00:15:47.980]  和這個世界妥協
[00:15:47.980 --> 00:15:49.760]  以致我們做了
[00:15:49.760 --> 00:15:51.560]  基督徒不應該做的事
[00:15:51.560 --> 00:15:53.360]  所以大家要小心
[00:15:53.360 --> 00:15:58.720]  我們講了兩條
[00:15:58.720 --> 00:16:02.320]  為什麼這麼快忘記神,為什麼不能夠驅逐迦南人
[00:16:02.320 --> 00:16:03.600]  因為
[00:16:04.360 --> 00:16:06.680]  沒有遵行神的話,沒有信心
[00:16:06.680 --> 00:16:11.280]  第三個問題就是為什麼三百年都學不到這個功課
[00:16:11.280 --> 00:16:17.160]  約斯亞死了之後
[00:16:17.160 --> 00:16:21.000]  整個以色列民族就是一個循環的
[00:16:21.000 --> 00:16:27.400]  惡性的循環,他們原本是侍奉神的,後來變了拜偶像,拜偶像受到壓迫
[00:16:27.400 --> 00:16:30.980]  他就呼求神,神就興起一個事司
[00:16:31.240 --> 00:16:37.380]  拯救他們,他們侍奉神,到事司死了之後,他們又去拜偶像,一路三百年
[00:16:37.380 --> 00:16:44.040]  十幾次的循環,而且是越來越差的,所以到了第二章第十九節
[00:16:44.040 --> 00:16:48.900]  就有一句話,大家剛才讀過,他說及至事司死後
[00:16:48.900 --> 00:16:52.240]  以色列人就轉去行惡
[00:16:52.240 --> 00:16:54.540]  比他們的列祖更甚
[00:16:54.800 --> 00:17:03.240]  這是越來越差的情況,直到事司記的末期,整個以色列民族在信仰和道德上都徹底破產
[00:17:03.240 --> 00:17:09.640]  他們就變成一個無政府的狀態,最後一句就是那時以色列沒有王
[00:17:09.640 --> 00:17:11.700]  各人任意而行
[00:17:11.700 --> 00:17:16.040]  你有你做,你喜歡的,我做我喜歡的,這個無政府的狀態
[00:17:16.040 --> 00:17:22.960]  我們可以說以色列人三百年都學不到這個功課的原因就是他們
[00:17:23.480 --> 00:17:27.320]  悔改是假的,是膚淺的,他們的記憶
[00:17:27.320 --> 00:17:29.120]  是短暫的
[00:17:29.120 --> 00:17:36.280]  他們忘記了上帝的拯救,忘記了上帝的懲罰,他們每次的悔改只不過是表面上
[00:17:36.280 --> 00:17:41.160]  以色列人要什麼時候才能夠
[00:17:41.160 --> 00:17:45.500]  記憶猶新的徹底學會不拜偶像呢?
[00:17:45.500 --> 00:17:52.160]  如果你看舊約,你會發現在事司時代之後的四百年,即是君王時代的結束
[00:17:52.420 --> 00:17:58.560]  即是以色列人被擄去到巴比倫之後,他們就學會了不再拜偶像
[00:17:58.560 --> 00:18:04.960]  那次的被擄,巴比倫王尼剷平了耶路撒冷,將大部分人
[00:18:04.960 --> 00:18:11.360]  拿去巴比倫,之後由那時到現在,猶太人都不再拜偶像
[00:18:11.360 --> 00:18:17.240]  就是要上帝用這麼嚴厲的懲罰
[00:18:17.240 --> 00:18:21.080]  才徹底根治這個拜偶像的問題
[00:18:21.860 --> 00:18:24.920]  不過以色列人又犯了第二個錯誤
[00:18:24.920 --> 00:18:30.300]  在上帝的兒子耶穌基督來的時候,他們拒絕祂,他們不要祂
[00:18:30.300 --> 00:18:37.980]  所以我看到以色列的歷史,其實我也覺得很惋惜,我也很同情他們一個
[00:18:37.980 --> 00:18:41.060]  受了很多的苦,就是因為他們沒有
[00:18:41.060 --> 00:18:46.680]  沒有敬畏神,沒有倚靠神,拒絕耶穌基督
[00:18:47.960 --> 00:18:54.100]  我剛才也提過,基督徒的生命往往是以色列民族的縮影
[00:18:54.100 --> 00:18:59.740]  其實上帝在我們的生命裏面都做了很多次的懲罰和挽回,是不是?
[00:18:59.740 --> 00:19:01.260]  只不止十幾次呀?
[00:19:01.260 --> 00:19:03.320]  如果數落,你和我都不知道
[00:19:03.320 --> 00:19:06.120]  其實我們都比以色列人好得多
[00:19:06.120 --> 00:19:09.960]  這是不是值得我們去
[00:19:09.960 --> 00:19:12.780]  自己去反省呢?
[00:19:12.780 --> 00:19:15.340]  好了,第四條問題
[00:19:15.860 --> 00:19:18.680]  就是神的懲罰是不是太嚴厲?
[00:19:18.680 --> 00:19:25.340]  如果你細心看這段經文,剛才我們所讀的第二章《釋師記》
[00:19:25.340 --> 00:19:27.900]  由第六節一直讀到二十三節
[00:19:27.900 --> 00:19:31.980]  你數有多少次提到以色列呢?你數了有八次
[00:19:31.980 --> 00:19:36.600]  但如果你數了多少次提到耶和華呢?你數了多少次?
[00:19:36.600 --> 00:19:37.620]  二十次
[00:19:37.620 --> 00:19:39.160]  所以
[00:19:39.160 --> 00:19:40.940]  以色列
[00:19:43.260 --> 00:19:47.100]  這段經文所著重講的不單止是以色列
[00:19:47.100 --> 00:19:49.400]  其實更多講的是上帝
[00:19:49.400 --> 00:19:51.200]  我們甚至可以說
[00:19:51.200 --> 00:19:53.760]  《釋師記》最重要的訊息
[00:19:53.760 --> 00:19:58.880]  不是以色列人失敗的歷史,最重要最重要的訊息
[00:19:58.880 --> 00:20:04.760]  不是以色列人失敗的歷史,因為人類失敗其實不是新聞,是不是?
[00:20:04.760 --> 00:20:11.160]  我們經常都失敗,《釋師記》最核心最重要的訊息就是上帝
[00:20:11.420 --> 00:20:13.980]  如何處理以色列人的失敗
[00:20:13.980 --> 00:20:19.100]  而在當中我們學到上帝如何處理我和你的失敗
[00:20:19.100 --> 00:20:25.740]  究竟上帝的懲罰是不是太嚴厲呢?
[00:20:25.740 --> 00:20:29.080]  我想做一個民意調查
[00:20:29.080 --> 00:20:34.200]  有人認為上帝對以色列三百年來的懲罰太嚴厲的請你舉手
[00:20:34.200 --> 00:20:40.600]  有人認為他不夠嚴厲的,太寬鬆的請你舉手
[00:20:41.880 --> 00:20:46.500]  有人認為他剛剛好,不太嚴厲又不太寬鬆的請你舉手
[00:20:46.500 --> 00:20:53.140]  有幾個,越來越多,如果第三個問題都沒有人舉手,我開始擔心
[00:20:53.140 --> 00:21:01.340]  從某個角度來看,我們可能會覺得以色列人受的懲罰
[00:21:01.340 --> 00:21:02.360]  是嚴厲的
[00:21:02.360 --> 00:21:05.700]  因為上帝三百年來不絕的懲罰他們
[00:21:05.700 --> 00:21:08.500]  但如果我們從另一個角度來看
[00:21:08.760 --> 00:21:11.820]  我們就會看到上帝那個堅定不移的愛
[00:21:11.820 --> 00:21:13.880]  那個堅韌的愛
[00:21:13.880 --> 00:21:16.440]  雖然背叛了三百年
[00:21:16.440 --> 00:21:19.000]  但上帝都沒有放棄以色列人
[00:21:19.000 --> 00:21:20.780]  他每次呼求神
[00:21:20.780 --> 00:21:24.620]  神都赦免,差派士師來拯救他們
[00:21:24.620 --> 00:21:26.920]  有一本書
[00:21:26.920 --> 00:21:28.200]  英文
[00:21:28.200 --> 00:21:30.260]  很多年前寫的
[00:21:30.260 --> 00:21:32.820]  Love Must Be Tough
[00:21:32.820 --> 00:21:37.160]  是Dr. James Dobson寫的,道森博士
[00:21:37.680 --> 00:21:40.240]  台灣翻譯成中文叫做
[00:21:40.240 --> 00:21:41.260]  堅韌的愛
[00:21:41.260 --> 00:21:42.540]  堅韌的愛
[00:21:42.540 --> 00:21:45.620]  這個堅韌
[00:21:45.620 --> 00:21:46.640]  就是
[00:21:46.640 --> 00:21:47.660]  可以翻譯成
[00:21:47.660 --> 00:21:49.460]  Tough
[00:21:49.460 --> 00:21:52.520]  這本書的作者就這樣說
[00:21:52.520 --> 00:21:54.580]  他是一個基督徒
[00:21:54.580 --> 00:21:55.860]  他說
[00:21:55.860 --> 00:21:59.440]  一對夫妻如果某一方有外遇
[00:21:59.440 --> 00:22:03.020]  通常另一個配偶的反應有兩種
[00:22:03.020 --> 00:22:05.080]  一種就是爆炸式的反應
