
[00:00:00.000 --> 00:00:04.160]  今日我和大家分享的講道主題
[00:01:56.640 --> 00:02:01.040]  而他很想為已不鎖的信徒祈禱
[00:02:01.040 --> 00:02:03.040]  這個祈禱是有原因的
[00:02:03.040 --> 00:02:07.080]  所以保羅就用「因此」做開始
[00:02:07.080 --> 00:02:10.640]  而「因此」就在經文
[00:02:10.640 --> 00:02:14.600]  《已不鎖書》第二章十一至二十二節說
[00:02:14.600 --> 00:02:16.880]  保羅說我們外邦人
[00:02:16.880 --> 00:02:19.800]  本來和基督是沒有甚麼關係的
[00:02:19.800 --> 00:02:22.160]  在以色列的國民之外
[00:02:22.160 --> 00:02:26.200]  在神的應許的諸約上是局外人
[00:02:26.200 --> 00:02:28.000]  活在世上是怎樣的?
[00:02:28.000 --> 00:02:30.120]  沒有神、沒有指望
[00:02:30.120 --> 00:02:32.840]  但如今因為信靠了耶穌基督
[00:02:32.840 --> 00:02:35.520]  我們可以與神和好
[00:02:35.520 --> 00:02:38.320]  亦都可以與以色列人和好
[00:02:38.320 --> 00:02:40.560]  能夠和以色列人一樣
[00:02:40.560 --> 00:02:42.560]  可以成為家裏的人
[00:02:42.560 --> 00:02:48.560]  不過禱告的內容要等到第十四節之後才會出現
[00:02:48.560 --> 00:02:51.280]  而第二節至到第十三節
[00:02:51.280 --> 00:02:54.400]  那裏保羅就轉了話題
[00:02:54.400 --> 00:02:55.800]  暫時不講禱告
[00:02:55.800 --> 00:03:00.200]  用了兩長一短的句子
[00:03:00.200 --> 00:03:02.680]  向我們洩露天機
[00:03:02.680 --> 00:03:05.720]  將神的奧秘告訴我們
[00:03:05.720 --> 00:03:09.680]  以致我們可以知道怎樣去回應
[00:03:09.680 --> 00:03:11.360]  我們一起去誦讀
[00:03:11.360 --> 00:03:15.040]  《已不鎖書》三章一至十三節
[00:03:15.040 --> 00:03:16.520]  一二三起
[00:03:16.520 --> 00:03:22.520]  因此…
[00:03:46.520 --> 00:03:48.520]  (廣東話)
[00:04:17.520 --> 00:04:19.520]  (廣東話)
[00:04:46.520 --> 00:04:48.520]  (廣東話)
[00:04:48.520 --> 00:04:50.520]  (廣東話)
[00:04:50.520 --> 00:04:52.520]  (廣東話)
[00:04:52.520 --> 00:04:54.520]  (廣東話)
[00:04:54.520 --> 00:04:56.520]  (廣東話)
[00:04:56.520 --> 00:04:58.520]  (廣東話)
[00:04:58.520 --> 00:05:00.520]  (廣東話)
[00:05:00.520 --> 00:05:02.520]  (廣東話)
[00:05:02.520 --> 00:05:04.520]  (廣東話)
[00:05:04.520 --> 00:05:06.520]  (廣東話)
[00:05:06.520 --> 00:05:09.520]  不知道大家讀這段經文的時候
[00:05:09.520 --> 00:05:12.520]  最吸引你的耳朵或眼球的
[00:05:12.520 --> 00:05:15.520]  會不會是奧秘這個字
[00:05:15.520 --> 00:05:18.520]  我們大部份人都有好奇心
[00:05:18.520 --> 00:05:20.520]  所以很多八卦的雜誌
[00:05:20.520 --> 00:05:24.520]  都會有專人去發掘一些明星、歌星
[00:05:24.520 --> 00:05:26.520]  一些公眾人物的私隱
[00:05:26.520 --> 00:05:29.520]  登在他們的雜誌裏面
[00:05:29.520 --> 00:05:31.520]  增加他們的銷路
[00:05:31.520 --> 00:05:35.520]  我不會鼓勵大家花時間、金錢去看那些東西
[00:05:35.520 --> 00:05:38.520]  因為很多時候這些所謂私隱、秘密
[00:05:38.520 --> 00:05:43.520]  老實說很多都是一些無無畏畏的東西
[00:05:43.520 --> 00:05:45.520]  但是我們作為基督徒
[00:05:45.520 --> 00:05:47.520]  我們要格外留意
[00:05:47.520 --> 00:05:51.520]  保羅在《耳筆所書》裏面提到的奧秘
[00:05:51.520 --> 00:05:53.520]  因為保羅在書信裏面
[00:05:53.520 --> 00:05:56.520]  用了奧秘,Mysterion這個字
[00:05:56.520 --> 00:05:57.520]  用了六次
[00:05:57.520 --> 00:05:59.520]  而其中有三次
[00:05:59.520 --> 00:06:01.520]  就在我們剛才讀的經文裏面
[00:06:01.520 --> 00:06:05.520]  而和合本就更加多用了兩次
[00:06:05.520 --> 00:06:07.520]  在第五節和第六節裏
[00:06:07.520 --> 00:06:09.520]  他多用了兩次
[00:06:09.520 --> 00:06:12.520]  幫助我們明白經文的意思
[00:06:12.520 --> 00:06:14.520]  我們可以看到
[00:06:14.520 --> 00:06:15.520]  這麼短的經文
[00:06:15.520 --> 00:06:17.520]  用了這麼多次奧秘這個字
[00:06:17.520 --> 00:06:20.520]  你就知道這個字在這段經文裏有多重要
[00:06:20.520 --> 00:06:24.520]  我們是無必要認識、明白
[00:06:24.520 --> 00:06:28.520]  神向保羅啟示這個奧秘的內容和意義
[00:06:28.520 --> 00:06:32.520]  因為這個奧秘不單止影響我們每一個人的命運
[00:06:32.520 --> 00:06:37.520]  也和教會的存在意義有很大的關係
[00:06:37.520 --> 00:06:44.520]  奧秘這個字原本的意思是隱藏起來
[00:06:44.520 --> 00:06:46.520]  沒有人可以明白
[00:06:46.520 --> 00:06:49.520]  沒有人可以知道這個真理
[00:06:49.520 --> 00:06:52.520]  如果不是神主動的啟示出來
[00:06:52.520 --> 00:06:54.520]  沒有一個人有這樣的能力
[00:06:54.520 --> 00:06:56.520]  去知道神的奧秘
[00:06:56.520 --> 00:06:59.520]  這個神的奧秘有一個特徵
[00:06:59.520 --> 00:07:01.520]  就是這個經文所說
[00:07:01.520 --> 00:07:02.520]  第五節說
[00:07:02.520 --> 00:07:04.520]  以前的世代是沒有人知道的
[00:07:04.520 --> 00:07:08.520]  是歷代藏在神的裏面
[00:07:08.520 --> 00:07:11.520]  是照著神萬世以前
[00:07:11.520 --> 00:07:14.520]  在基督耶穌裏所定的旨意
[00:07:14.520 --> 00:07:15.520]  即是說
[00:07:15.520 --> 00:07:17.520]  神在創造這個世界之前
[00:07:17.520 --> 00:07:21.520]  不知道一段有多長的時間
[00:07:21.520 --> 00:07:23.520]  原來神是有一個計劃
[00:07:23.520 --> 00:07:26.520]  而神將這個計劃隱藏了
[00:07:26.520 --> 00:07:29.520]  如果不讓我們知道
[00:07:29.520 --> 00:07:30.520]  真的沒有人知道
[00:07:30.520 --> 00:07:32.520]  但是有如今這個字
[00:07:32.520 --> 00:07:35.520]  如今是什麼時間呢?
[00:07:35.520 --> 00:07:39.520]  就是指耶穌基督死而復活之後
[00:07:39.520 --> 00:07:41.520]  教會開始建立
[00:07:41.520 --> 00:07:46.520]  而這個奧秘已經慢慢實現了出來
[00:07:46.520 --> 00:07:49.520]  因此神藉著聖靈
[00:07:49.520 --> 00:07:52.520]  先讓他的先知和使徒
[00:07:52.520 --> 00:07:54.520]  使徒包括保羅
[00:07:54.520 --> 00:07:55.520]  知道
[00:07:55.520 --> 00:08:00.520]  以致我們明白神的心意
[00:08:00.520 --> 00:08:02.520]  其實神最終的心意
[00:08:02.520 --> 00:08:04.520]  在第九節說
[00:08:04.520 --> 00:08:09.520]  所有人都要明白這個奧秘
[00:08:09.520 --> 00:08:11.520]  以致我們可以作出一個
[00:08:11.520 --> 00:08:13.520]  合神心意的回應
[00:08:13.520 --> 00:08:16.520]  所以洩露天機
[00:08:16.520 --> 00:08:17.520]  保羅來說
[00:08:17.520 --> 00:08:19.520]  是神的心意
[00:08:19.520 --> 00:08:23.520]  我們稍為看看這個奧秘的內容
[00:08:23.520 --> 00:08:26.520]  我分為兩個層面
[00:08:26.520 --> 00:08:30.520]  一個層面是關乎我們個人的命運
[00:08:30.520 --> 00:08:33.520]  或者是我們人類的命運
[00:08:33.520 --> 00:08:36.520]  內容就在第六節
[00:08:36.520 --> 00:08:38.520]  你可不可以讀給我聽
[00:08:38.520 --> 00:08:51.520]  這個奧秘的內容
[00:08:51.520 --> 00:08:54.520]  是關乎我們個人的命運
[00:08:54.520 --> 00:08:55.520]  我們怎樣可以得救
[00:08:55.520 --> 00:08:58.520]  我們怎樣可以承受神的應許
[00:08:58.520 --> 00:09:02.520]  保羅用了三個複合的形容詞
[00:09:02.520 --> 00:09:04.520]  來加強宣告
[00:09:04.520 --> 00:09:07.520]  我們這些信主的外邦人
[00:09:07.520 --> 00:09:10.520]  因信靠耶穌基督成為我們的救主
[00:09:10.520 --> 00:09:12.520]  除了得救之外
[00:09:12.520 --> 00:09:15.520]  原來我們可以和猶太人一樣
[00:09:15.520 --> 00:09:17.520]  可以同為後治
[00:09:17.520 --> 00:09:18.520]  同為一體
[00:09:18.520 --> 00:09:20.520]  同蒙應許
[00:09:20.520 --> 00:09:22.520]  因為這個奧秘的核心
[00:09:22.520 --> 00:09:24.520]  是和耶穌基督有關
[00:09:24.520 --> 00:09:27.520]  所以又叫基督的奧秘
[00:09:27.520 --> 00:09:30.520]  保羅用這三個複合詞是很有意思的
[00:09:30.520 --> 00:09:33.520]  所以我們就用一點時間來看一看
[00:09:33.520 --> 00:09:36.520]  第一個就是同為後治
[00:09:36.520 --> 00:09:39.520]  意思就是共同承繼人
[00:09:39.520 --> 00:09:42.520]  承受財產的意思
[00:09:42.520 --> 00:09:45.520]  大家都會記得在《創世紀》十二章
[00:09:45.520 --> 00:09:48.520]  神應許了阿伯拉罕和他的後裔
[00:09:48.520 --> 00:09:50.520]  是可以蒙福的
[00:09:50.520 --> 00:09:53.520]  地上的蠻族都可以因他們蒙福
[00:09:53.520 --> 00:09:56.520]  阿伯拉罕又稱為信心之父
[00:09:56.520 --> 00:09:58.520]  所以我們這一班的外邦人
[00:09:58.520 --> 00:10:00.520]  因為信靠耶穌基督
[00:10:00.520 --> 00:10:04.520]  也都算為阿伯拉罕的後裔
[00:10:04.520 --> 00:10:05.520]  可以蒙福
[00:10:05.520 --> 00:10:10.520]  外邦人都好像可以像以色列人一樣
[00:10:10.520 --> 00:10:12.520]  我們可以成為神的兒女
[00:10:12.520 --> 00:10:14.520]  也都有聖靈的印記
[00:10:14.520 --> 00:10:20.520]  以致到我們可以將來承受天上的基業
[00:10:20.520 --> 00:10:23.520]  同為一體
[00:10:23.520 --> 00:10:26.520]  意思就是成為團體的一份子
[00:10:26.520 --> 00:10:29.520]  同為肢體的意思
[00:10:29.520 --> 00:10:33.520]  這個字原來是寶萊自己自創的
[00:10:33.520 --> 00:10:36.520]  用來表達一個革命性的觀念
[00:10:36.520 --> 00:10:38.520]  就是說我們這些外邦的信徒
[00:10:38.520 --> 00:10:40.520]  和猶太的信徒
[00:10:40.520 --> 00:10:43.520]  都可以成為神的百姓
[00:10:43.520 --> 00:10:44.520]  最重要是什麼呢
[00:10:44.520 --> 00:10:48.520]  享有平等的身份和權利
[00:10:48.520 --> 00:10:51.520]  被納入同一個教會的裏面
[00:10:51.520 --> 00:10:53.520]  即是耶穌基督的身體
[00:10:53.520 --> 00:10:56.520]  成為基督身體裏面的肢體
[00:10:56.520 --> 00:10:59.520]  這個就表達了基督的目的
[00:10:59.520 --> 00:11:01.520]  就是要在他自己的裏面
[00:11:01.520 --> 00:11:03.520]  創造一個新人
[00:11:03.520 --> 00:11:05.520]  藉著這個十字架
[00:11:05.520 --> 00:11:08.520]  使得猶太人和外邦人
[00:11:08.520 --> 00:11:11.520]  在一個身體裏面同神和好
[00:11:11.520 --> 00:11:15.520]  這是一個非常深的神學
[00:11:15.520 --> 00:11:17.520]  同蒙應許
[00:11:17.520 --> 00:11:20.520]  意思就是說分享一件財物
[00:11:20.520 --> 00:11:22.520]  或者是一個關係的人
[00:11:22.520 --> 00:11:25.520]  是分享者,是夥伴的意思
[00:11:25.520 --> 00:11:27.520]  是指我們信主的外邦人
[00:11:27.520 --> 00:11:30.520]  可以承受神給予阿伯拉罕
[00:11:30.520 --> 00:11:32.520]  和他後裔的應許
[00:11:32.520 --> 00:11:33.520]  這個就回應了
[00:11:33.520 --> 00:11:36.520]  剛才已不鎖書二章十二節
[00:11:36.520 --> 00:11:38.520]  剛才我說過
[00:11:38.520 --> 00:11:41.520]  其實之前的外邦人
[00:11:41.520 --> 00:11:45.520]  在神應許的諸葛上面
[00:11:45.520 --> 00:11:46.520]  是沒有份的
[00:11:46.520 --> 00:11:48.520]  是局外人
[00:11:48.520 --> 00:11:51.520]  但現在因為信靠耶穌基督
[00:11:51.520 --> 00:11:54.520]  我們就可以蒙受福氣
[00:11:54.520 --> 00:11:56.520]  蒙受應許
[00:11:56.520 --> 00:11:57.520]  各位靖靖姐妹
[00:11:57.520 --> 00:11:59.520]  我不知道你聽到這個奧秘
[00:11:59.520 --> 00:12:00.520]  神的奧秘
[00:12:00.520 --> 00:12:02.520]  會不會覺得很奇妙
[00:12:02.520 --> 00:12:04.520]  很寶貴
[00:12:04.520 --> 00:12:06.520]  神真的很愛我們
[00:12:06.520 --> 00:12:08.520]  我想我坐在中間
[00:12:08.520 --> 00:12:10.520]  就這樣一眼看下去
[00:12:10.520 --> 00:12:14.520]  我不知道我們中間有沒有猶太人呢
[00:12:14.520 --> 00:12:16.520]  都沒有
[00:12:16.520 --> 00:12:20.520]  所以其實我們每一個都是外邦人
[00:12:20.520 --> 00:12:23.520]  在猶太人眼中的外邦人
[00:12:23.520 --> 00:12:27.520]  而外邦人這個稱號
[00:12:27.520 --> 00:12:29.520]  其實是帶有歧視性的
[00:12:29.520 --> 00:12:31.520]  在猶太人眼中
[00:12:31.520 --> 00:12:33.520]  外邦人怎樣可以得救呢
[00:12:33.520 --> 00:12:35.520]  要行割禮
[00:12:35.520 --> 00:12:38.520]  第二就是守舊約
[00:12:38.520 --> 00:12:40.520]  所有的律例典章
[00:12:40.520 --> 00:12:42.520]  而這些以色列人
[00:12:42.520 --> 00:12:44.520]  為了防止我們
[00:12:44.520 --> 00:12:47.520]  和他們一起在聖殿裡敬拜
[00:12:47.520 --> 00:12:50.520]  他們的聖殿就設了五個區
[00:12:50.520 --> 00:12:51.520]  有至聖所
[00:12:51.520 --> 00:12:53.520]  聖所
[00:12:53.520 --> 00:12:55.520]  以色列人院
[00:12:55.520 --> 00:12:56.520]  女人院
[00:12:56.520 --> 00:12:58.520]  和外邦人院
[00:12:58.520 --> 00:12:59.520]  有五個院
[00:12:59.520 --> 00:13:03.520]  而在女人院和外邦人院裡
[00:13:03.520 --> 00:13:08.520]  隔了一個非常高的牆
[00:13:08.520 --> 00:13:11.520]  然後下面有十四級樓梯
[00:13:11.520 --> 00:13:12.520]  再過一點
[00:13:12.520 --> 00:13:16.520]  原來還有一個大概一米半的牆隔著
[00:13:16.520 --> 00:13:19.520]  然後那裡就有些牌子寫著
[00:13:19.520 --> 00:13:22.520]  外邦人禁止進來
[00:13:22.520 --> 00:13:25.520]  違者處死
[00:13:25.520 --> 00:13:28.520]  警告那些未受割禮的外邦人
[00:13:28.520 --> 00:13:30.520]  不得擅闖
[00:13:30.520 --> 00:13:35.520]  但是保羅幫我們揭露了神的計劃
[00:13:35.520 --> 00:13:37.520]  原來在神的計劃裡
[00:13:37.520 --> 00:13:39.520]  是不論種族
[00:13:39.520 --> 00:13:41.520]  不論社會地位
[00:13:41.520 --> 00:13:42.520]  不論性別
[00:13:42.520 --> 00:13:44.520]  不需要受割禮
[00:13:44.520 --> 00:13:48.520]  不需要再守舊約的祭祀典章
[00:13:48.520 --> 00:13:51.520]  然後只要靠耶穌基督
[00:13:51.520 --> 00:13:53.520]  我們的罪就能夠赦免
[00:13:53.520 --> 00:13:55.520]  我們可以與神和好
[00:13:55.520 --> 00:13:58.520]  也可以和猶太信徒和好
[00:13:58.520 --> 00:14:00.520]  我們可以和猶太信徒
[00:14:00.520 --> 00:14:03.520]  平等的待遇
[00:14:03.520 --> 00:14:06.520]  平等的被接納在基督的身體裡
[00:14:06.520 --> 00:14:08.520]  成為一個新的群體
[00:14:08.520 --> 00:14:10.520]  叫做教會
[00:14:10.520 --> 00:14:11.520]  互為肢體
[00:14:11.520 --> 00:14:15.520]  而且可以一同享受那種福氣
[00:14:15.520 --> 00:14:17.520]  那種的應許
[00:14:17.520 --> 00:14:19.520]  這個奧秘對我們來說
[00:14:19.520 --> 00:14:21.520]  實在是一個很大的福音
[00:14:21.520 --> 00:14:23.520]  很大的恩典
[00:14:23.520 --> 00:14:25.520]  我不知道你聽了之後
[00:14:25.520 --> 00:14:27.520]  你會有什麼回應
[00:14:27.520 --> 00:14:31.520]  我相信神讓我們知道這個奧秘
[00:14:31.520 --> 00:14:33.520]  是要讓我們有好的
[00:14:33.520 --> 00:14:35.520]  或者是合宜的回應
[00:14:35.520 --> 00:14:39.520]  我想我們也要承認
[00:14:39.520 --> 00:14:42.520]  我們有機會得聞這個福音的奧秘
[00:14:42.520 --> 00:14:44.520]  是我們的福氣
[00:14:44.520 --> 00:14:45.520]  但是你知不知道
[00:14:45.520 --> 00:14:47.520]  現在在世界裡面
[00:14:47.520 --> 00:14:49.520]  還有53億的人
[00:14:49.520 --> 00:14:52.520]  從來不知道這個福音的奧秘
[00:14:52.520 --> 00:14:55.520]  如果他們從出生到死亡都不知道的話
[00:14:55.520 --> 00:14:58.520]  等著他們就是永盈了
[00:14:58.520 --> 00:15:00.520]  或者我們也不會說
[00:15:00.520 --> 00:15:02.520]  我們幸災樂禍
[00:15:02.520 --> 00:15:03.520]  他死就死
[00:15:03.520 --> 00:15:04.520]  我們不會
[00:15:04.520 --> 00:15:06.520]  但是坐視不理
[00:15:06.520 --> 00:15:10.520]  是不是一個合神心意的回應呢?
[00:15:10.520 --> 00:15:11.520]  我想大家知道
[00:15:11.520 --> 00:15:13.520]  其實我們知道神的奧秘
[00:15:13.520 --> 00:15:14.520]  是我們的福氣
[00:15:14.520 --> 00:15:17.520]  但是知道神的奧秘的同時
[00:15:17.520 --> 00:15:20.520]  其實是帶著一個責任的
[00:15:20.520 --> 00:15:22.520]  保羅有這樣的經歷
[00:15:22.520 --> 00:15:24.520]  也是有相同的經歷
[00:15:24.520 --> 00:15:26.520]  他清楚告訴我們
[00:15:26.520 --> 00:15:29.520]  神啟示這個福音奧秘他的同時
[00:15:29.520 --> 00:15:34.520]  其實是把責任交付給他
[00:15:34.520 --> 00:15:37.520]  所以他在第二節告訴我們
[00:15:37.520 --> 00:15:40.520]  他已經承擔了管家的職份
[00:15:40.520 --> 00:15:44.520]  福音奧秘的管家的職份
[00:15:44.520 --> 00:15:46.520]  第七節告訴我們
[00:15:46.520 --> 00:15:49.520]  他是福音的僕役
[00:15:49.520 --> 00:15:52.520]  其實所說的都是同一件事
[00:15:52.520 --> 00:15:59.520]  就是說神把福音傳給外邦人的使命給了保羅
[00:15:59.520 --> 00:16:07.520]  保羅的責任就是要把基督那份無法測度的豐富
[00:16:07.520 --> 00:16:09.520]  傳給外邦人
[00:16:09.520 --> 00:16:12.520]  使眾人明白神的奧秘
[00:16:12.520 --> 00:16:14.520]  明白這個字
[00:16:14.520 --> 00:16:18.520]  其實就是光照和啟蒙的意思
[00:16:18.520 --> 00:16:20.520]  保羅自己也有這樣的經歷
[00:16:20.520 --> 00:16:24.520]  在白色路上有天上的大光照耀
[00:16:24.520 --> 00:16:28.520]  以致他光照之後就悔改得救
[00:16:28.520 --> 00:16:32.520]  我相信唯有神的光照
[00:16:32.520 --> 00:16:35.520]  這樣的明白我們才可以得救
[00:16:35.520 --> 00:16:39.520]  以致我們真的可以在黑暗裡看到光明
[00:16:39.520 --> 00:16:41.520]  我們看到出路
[00:16:41.520 --> 00:16:49.520]  究竟保羅承擔了奧秘管家的職份
[00:16:49.520 --> 00:16:52.520]  其實他怎麼看呢?
[00:16:52.520 --> 00:16:54.520]  他甘不甘心呢?
[00:16:54.520 --> 00:16:55.520]  甘心樂意呢?
[00:16:55.520 --> 00:16:58.520]  其實我想大家可以想想
[00:16:58.520 --> 00:17:01.520]  如果他要接受這份差事
[00:17:01.520 --> 00:17:03.520]  猶太人怎麼看他呢?
[00:17:03.520 --> 00:17:06.520]  他會變成一個叛教者
[00:17:06.520 --> 00:17:07.520]  是一個叛徒
[00:17:07.520 --> 00:17:13.520]  所以他會受到他的家人、朋友、同事所唾棄
[00:17:13.520 --> 00:17:20.520]  他的社交生活、前途一定會受到很大的打擊
[00:17:20.520 --> 00:17:24.520]  所以保羅要接受神這一份職責
[00:17:24.520 --> 00:17:28.520]  一定是有很強而有力的理由
[00:17:28.520 --> 00:17:31.520]  他才會放棄一切
[00:17:31.520 --> 00:17:32.520]  義無反顧
[00:17:32.520 --> 00:17:35.520]  忠心做神的奧秘管家
[00:17:35.520 --> 00:17:41.520]  究竟保羅怎麼看自己得到這個啟示和這個職份呢?
[00:17:41.520 --> 00:17:46.520]  我們可以看看第二節、第七節、第八節
[00:17:46.520 --> 00:17:47.520]  保羅也提到
[00:17:47.520 --> 00:17:53.520]  他視這份工作或職責是一個恩典
[00:17:53.520 --> 00:17:55.520]  是一個Grace
[00:17:55.520 --> 00:17:57.520]  是一個恩典
[00:17:57.520 --> 00:18:02.520]  而第二在第七節他更說這是賞賜
[00:18:02.520 --> 00:18:04.520]  王合本就譯得不太好
[00:18:04.520 --> 00:18:07.520]  他就譯了做恩賜
[00:18:07.520 --> 00:18:11.520]  但是恩賜這個字應該是另一個希臘文
[00:18:11.520 --> 00:18:15.520]  這裡是Doria應該直譯做一個賞賜
[00:18:15.520 --> 00:18:18.520]  應該是一個禮物
[00:18:18.520 --> 00:18:20.520]  在保羅的眼中他很清楚
[00:18:20.520 --> 00:18:23.520]  傳福音是一個幫助人清義
[00:18:23.520 --> 00:18:26.520]  洗人得生命的一個職事
[00:18:26.520 --> 00:18:31.520]  因此也是一份很光榮和神聖的工作
[00:18:31.520 --> 00:18:34.520]  正如保羅在哥倫多前書
[00:18:34.520 --> 00:18:38.520]  哥倫多後書三章七至九節
[00:18:38.520 --> 00:18:39.520]  他這樣寫
[00:18:39.520 --> 00:18:43.520]  「那用字刻在石頭上
[00:18:43.520 --> 00:18:46.520]  屬死的職事尚且有榮光
[00:18:46.520 --> 00:18:50.520]  何況那屬靈的職事豈不更有榮光嗎?
[00:18:50.520 --> 00:18:53.520]  若是定罪的職事有榮光
[00:18:53.520 --> 00:18:57.520]  那清義的職事榮光就越發大了」
[00:18:57.520 --> 00:19:02.520]  所以保羅很清楚這是一個很光榮的職事
[00:19:02.520 --> 00:19:07.520]  另外他也知道自己非常不配
[00:19:07.520 --> 00:19:10.520]  這一份恩典和賞賜
[00:19:10.520 --> 00:19:11.520]  為什麼呢?
[00:19:11.520 --> 00:19:15.520]  因為他意識到他未接受這個恩賜之前
[00:19:15.520 --> 00:19:16.520]  他是怎樣的?
[00:19:16.520 --> 00:19:18.520]  他是迫不及待教會的
[00:19:18.520 --> 00:19:22.520]  他是迫害信耶穌的人
[00:19:22.520 --> 00:19:23.520]  但是隨著年日
[00:19:23.520 --> 00:19:25.520]  也隨著他的經歷
[00:19:25.520 --> 00:19:27.520]  得到很多神的恩典之後
[00:19:27.520 --> 00:19:31.520]  保羅越來越知道自己很微小和不配
[00:19:31.520 --> 00:19:34.520]  在前書十五章九節裡說
[00:19:34.520 --> 00:19:38.520]  保羅說自己是使徒中最小的
[00:19:38.520 --> 00:19:40.520]  不配得稱為使徒
[00:19:40.520 --> 00:19:42.520]  也是叫做使徒
[00:19:42.520 --> 00:19:43.520]  到了現在
[00:19:43.520 --> 00:19:45.520]  已忽所書他就說
[00:19:45.520 --> 00:19:49.520]  比眾聖徒中少的還少
[00:19:49.520 --> 00:19:51.520]  變成了聖徒
[00:19:51.520 --> 00:19:53.520]  差不多臨死的時候
[00:19:53.520 --> 00:19:56.520]  他在提摩太后書一章五節裡說
[00:19:56.520 --> 00:19:58.520]  他是罪人中的罪魁
[00:19:58.520 --> 00:20:01.520]  你會看到他真的越來越謙卑
[00:20:01.520 --> 00:20:05.520]  知道自己越來越不配這個職份
[00:20:05.520 --> 00:20:08.520]  但是保羅知道
[00:20:08.520 --> 00:20:11.520]  不是靠自己的
[00:20:11.520 --> 00:20:14.520]  其實我們看到在保羅來說
[00:20:14.520 --> 00:20:17.520]  在一個這麼艱難的環境裡面
[00:20:17.520 --> 00:20:19.520]  建立了這麼多間教會
[00:20:19.520 --> 00:20:20.520]  在今天來看
[00:20:20.520 --> 00:20:24.520]  我們就說他是宣教士的典範
[00:20:24.520 --> 00:20:27.520]  但是對於他自己來說
[00:20:27.520 --> 00:20:29.520]  他是很清楚明白的
[00:20:29.520 --> 00:20:32.520]  這個不是靠他的能力
[00:20:32.520 --> 00:20:34.520]  他知道不可以靠自己的能力
[00:20:34.520 --> 00:20:36.520]  可以做好這份職事
[00:20:36.520 --> 00:20:40.520]  而是靠神的能力去防備他
[00:20:40.520 --> 00:20:43.520]  但是靠神的能力
[00:20:43.520 --> 00:20:45.520]  又不等於一帆風順
[00:20:45.520 --> 00:20:47.520]  順風順水
[00:20:47.520 --> 00:20:49.520]  是要付出代價的
[00:20:49.520 --> 00:20:51.520]  而這個代價
[00:20:51.520 --> 00:20:54.520]  好像保羅在第一節所說
[00:20:54.520 --> 00:20:57.520]  外邦人作了基督耶穌被囚
[00:20:57.520 --> 00:20:59.520]  這個很有意思
[00:20:59.520 --> 00:21:02.520]  被囚可以分為兩個層面的意思
[00:21:02.520 --> 00:21:05.520]  第一個層面就是大家都很容易明白的
[00:21:05.520 --> 00:21:06.520]  就是按字面解釋
[00:21:06.520 --> 00:21:09.520]  就是說他因為要傳福音給外邦人
[00:21:09.520 --> 00:21:11.520]  他就被捉拿
[00:21:11.520 --> 00:21:12.520]  然後就坐牢
[00:21:12.520 --> 00:21:14.520]  然後就被囚
