
[00:00:00.000 --> 00:00:03.000]  好,今天我要跟大家分享的題目就是
[00:07:53.000 --> 00:07:54.000]  不要出門
[00:07:54.000 --> 00:07:56.000]  還有在你窗口那裡
[00:07:56.000 --> 00:08:00.000]  你要綁一條珠紅色的線繩
[00:08:00.000 --> 00:08:02.000]  然後當我們來到的時候
[00:08:02.000 --> 00:08:03.000]  我們看到這一家
[00:08:03.000 --> 00:08:05.000]  窗口有一條珠紅色的線繩
[00:08:05.000 --> 00:08:10.000]  我們就會救你們全家全族
[00:08:10.000 --> 00:08:11.000]  結果
[00:08:11.000 --> 00:08:15.000]  約書亞記第二章十二十三節說
[00:08:15.000 --> 00:08:17.000]  現在我既是恩待你們
[00:08:17.000 --> 00:08:19.000]  求你們指著耶和華向我起誓
[00:08:19.000 --> 00:08:21.000]  也要恩待我父家
[00:08:21.000 --> 00:08:25.000]  並給我一個實在的證據
[00:08:25.000 --> 00:08:29.000]  要救活我的父母弟兄姊妹
[00:08:29.000 --> 00:08:31.000]  和一切屬於他們
[00:08:31.000 --> 00:08:33.000]  拯救我們的性命
[00:08:33.000 --> 00:08:36.000]  拯救我們的性命不死
[00:08:36.000 --> 00:08:37.000]  這個連帶關係
[00:08:37.000 --> 00:08:39.000]  真的很長
[00:08:39.000 --> 00:08:42.000]  但是拉合很有信心
[00:08:42.000 --> 00:08:45.000]  很懂得抓住機會
[00:08:45.000 --> 00:08:47.000]  就去請求神
[00:08:47.000 --> 00:08:51.000]  請求神可以拯救他整個家族
[00:08:51.000 --> 00:08:55.000]  結果神真的答應了他的心願
[00:08:55.000 --> 00:08:56.000]  因為到了約書亞記
[00:08:56.000 --> 00:08:58.000]  第六章二十五節
[00:08:58.000 --> 00:09:01.000]  約書亞卻把妓女拉合
[00:09:01.000 --> 00:09:05.000]  與她父家並她所有的都救活了
[00:09:05.000 --> 00:09:09.000]  當耶利哥城被攻陷的時候
[00:09:09.000 --> 00:09:12.000]  凡是在拉合的屋裡
[00:09:12.000 --> 00:09:16.000]  整個家族都蒙請救
[00:09:16.000 --> 00:09:18.000]  我讀《生命之道》
[00:09:18.000 --> 00:09:21.000]  讀到《路德記》
[00:09:21.000 --> 00:09:22.000]  真的很有意思
[00:09:22.000 --> 00:09:25.000]  一本只有四章的聖經
[00:09:25.000 --> 00:09:27.000]  我們可以讀八個星期
[00:09:27.000 --> 00:09:29.000]  就是說半章半章地讀
[00:09:29.000 --> 00:09:32.000]  提到兩件事
[00:09:32.000 --> 00:09:35.000]  我心裡很有感動
[00:09:35.000 --> 00:09:36.000]  很感恩的
[00:09:36.000 --> 00:09:38.000]  他提到波亞斯
[00:09:38.000 --> 00:09:41.000]  他是這本書的男主角
[00:09:41.000 --> 00:09:44.000]  波亞斯的媽媽是誰
[00:09:44.000 --> 00:09:46.000]  當我們讀
[00:09:46.000 --> 00:09:49.000]  看回耶穌基督的家譜的時候才發覺
[00:09:49.000 --> 00:09:52.000]  馬太夫第一章五到六節說
[00:09:52.000 --> 00:09:54.000]  撒門從拉合時
[00:09:54.000 --> 00:09:56.000]  生了波亞斯
[00:09:56.000 --> 00:10:00.000]  波亞斯從路德時生了俄比德
[00:10:00.000 --> 00:10:02.000]  俄比德生了耶穌
[00:10:02.000 --> 00:10:04.000]  耶穌生了大衛王
[00:10:04.000 --> 00:10:07.000]  所以原來這個波亞斯
[00:10:07.000 --> 00:10:09.000]  誰是他媽媽
[00:10:09.000 --> 00:10:10.000]  妓女拉合
[00:10:10.000 --> 00:10:13.000]  還有他就是耶穌
[00:10:13.000 --> 00:10:16.000]  大衛王的先祖
[00:10:16.000 --> 00:10:19.000]  後來由大衛王一直引伸下去
[00:10:19.000 --> 00:10:21.000]  就到耶穌基督那裡
[00:10:21.000 --> 00:10:24.000]  所以想不到一個妓女拉合
[00:10:24.000 --> 00:10:27.000]  她也可以成為一個祝福
[00:10:27.000 --> 00:10:31.000]  因為她很單純地信靠耶穌基督
[00:10:31.000 --> 00:10:33.000]  而且她願意被基督拯救
[00:10:33.000 --> 00:10:37.000]  更加願意她整個家族都被基督拯救
[00:10:37.000 --> 00:10:39.000]  還有路德從哪裡來的呢
[00:10:39.000 --> 00:10:43.000]  她又追溯到查魯王
[00:10:43.000 --> 00:10:49.000]  原來路德是羅德那裡出來的
[00:10:49.000 --> 00:10:50.000]  羅德其實是一個
[00:10:50.000 --> 00:10:52.000]  後面我也有再提
[00:10:52.000 --> 00:10:55.000]  他其實都不是那麼成功的見證
[00:10:55.000 --> 00:10:57.000]  但是在她軟弱裡面
[00:10:57.000 --> 00:11:00.000]  原來神都依然是祝福的
[00:11:00.000 --> 00:11:02.000]  她有兩個女兒
[00:11:02.000 --> 00:11:05.000]  因為她太太變成一條鹽柱
[00:11:05.000 --> 00:11:06.000]  那沒得留後
[00:11:06.000 --> 00:11:08.000]  只有兩個女兒
[00:11:08.000 --> 00:11:13.000]  那兩個女兒就幫她留了兩個後代
[00:11:13.000 --> 00:11:14.000]  一個就是
[00:11:14.000 --> 00:11:16.000]  大女兒生了摩亞
[00:11:16.000 --> 00:11:18.000]  小女兒生了阿滿
[00:11:18.000 --> 00:11:23.000]  摩亞就是路德她的出處
[00:11:23.000 --> 00:11:27.000]  所以原來神真的很奇妙
[00:11:27.000 --> 00:11:32.000]  路德記載了兩個主角
[00:11:32.000 --> 00:11:35.000]  都是從看不起的人
[00:11:35.000 --> 00:11:37.000]  看不起的地方出來的
[00:11:37.000 --> 00:11:39.000]  神要用
[00:11:39.000 --> 00:11:42.000]  所以弟兄姊妹不用怕
[00:11:42.000 --> 00:11:44.000]  就算你不是有很高學識
[00:11:44.000 --> 00:11:49.000]  就算你不是有很有名望的家世
[00:11:49.000 --> 00:11:51.000]  或者是一個很好的家底
[00:11:51.000 --> 00:11:52.000]  不要緊
[00:11:52.000 --> 00:11:54.000]  甚至你說我很卑微的
[00:11:54.000 --> 00:11:56.000]  家裡沒有出什麼好人
[00:11:56.000 --> 00:11:58.000]  還是可能出一些不太好的人
[00:11:58.000 --> 00:11:59.000]  都不要緊
[00:11:59.000 --> 00:12:02.000]  因為神愛世人
[00:12:02.000 --> 00:12:04.000]  愛你愛我
[00:12:04.000 --> 00:12:05.000]  無論你什麼背景
[00:12:05.000 --> 00:12:07.000]  什麼家世都好
[00:12:07.000 --> 00:12:08.000]  神要用
[00:12:08.000 --> 00:12:10.000]  第四個
[00:12:10.000 --> 00:12:13.000]  約書亞全家侍奉神
[00:12:13.000 --> 00:12:16.000]  這裡約書亞記第二十四章十五節
[00:12:16.000 --> 00:12:17.000]  下面那裡說
[00:12:17.000 --> 00:12:19.000]  至於我和我家
[00:12:19.000 --> 00:12:22.000]  我們必定侍奉耶和華
[00:12:22.000 --> 00:12:24.000]  以色列人可以揀選
[00:12:24.000 --> 00:12:26.000]  侍奉耶和華
[00:12:26.000 --> 00:12:29.000]  或者是侍奉迦南
[00:12:29.000 --> 00:12:30.000]  本地的偶像
[00:12:30.000 --> 00:12:32.000]  但是約書亞就
[00:12:32.000 --> 00:12:34.000]  他說
[00:12:34.000 --> 00:12:36.000]  他和他的全家
[00:12:36.000 --> 00:12:37.000]  他們選擇了
[00:12:37.000 --> 00:12:38.000]  決定了
[00:12:38.000 --> 00:12:41.000]  就是要侍奉耶和華
[00:12:41.000 --> 00:12:44.000]  這個表示約書亞在屬靈方面
[00:12:44.000 --> 00:12:46.000]  是帶領全家的
[00:12:46.000 --> 00:12:47.000]  另一方面都顯示
[00:12:47.000 --> 00:12:49.000]  全家對他的信任
[00:12:49.000 --> 00:12:51.000]  這個其實就是約書亞
[00:12:51.000 --> 00:12:54.000]  晚年的時候最大的安慰
[00:12:54.000 --> 00:12:55.000]  約書亞其實是一個
[00:12:55.000 --> 00:12:56.000]  很膽小
[00:12:56.000 --> 00:12:57.000]  怕事
[00:12:57.000 --> 00:12:59.000]  很害怕的
[00:12:59.000 --> 00:13:00.000]  他有摩西扶著
[00:13:00.000 --> 00:13:02.000]  做他的助手
[00:13:02.000 --> 00:13:03.000]  幫手
[00:13:03.000 --> 00:13:04.000]  他做得很好
[00:13:04.000 --> 00:13:05.000]  但是當摩西
[00:13:05.000 --> 00:13:07.000]  他要離開世界之前
[00:13:07.000 --> 00:13:10.000]  委派他做他的繼承人
[00:13:10.000 --> 00:13:11.000]  他就害怕了
[00:13:11.000 --> 00:13:13.000]  所以神就在約書亞的第一章
[00:13:13.000 --> 00:13:14.000]  一次又一次地
[00:13:14.000 --> 00:13:17.000]  去兼顧約書亞的信心
[00:13:17.000 --> 00:13:18.000]  以及他的膽量
[00:13:18.000 --> 00:13:20.000]  他理當剛強壯膽
[00:13:20.000 --> 00:13:21.000]  不要懼怕
[00:13:21.000 --> 00:13:22.000]  因為你去到哪裡
[00:13:22.000 --> 00:13:24.000]  我都與你同在
[00:13:24.000 --> 00:13:25.000]  這個就是約書亞
[00:13:25.000 --> 00:13:28.000]  拿著的一個依靠
[00:13:28.000 --> 00:13:29.000]  不是依靠摩西
[00:13:29.000 --> 00:13:30.000]  摩西會過去的
[00:13:30.000 --> 00:13:32.000]  那些百姓都會有時好
[00:13:32.000 --> 00:13:33.000]  有時壞的
[00:13:33.000 --> 00:13:36.000]  你不能夠靠民眾來擁護你
[00:13:36.000 --> 00:13:37.000]  有時他是你的
[00:13:37.000 --> 00:13:38.000]  擁護者
[00:13:38.000 --> 00:13:40.000]  有時會是你的什麼敵人
[00:13:40.000 --> 00:13:42.000]  推翻你的
[00:13:42.000 --> 00:13:44.000]  但是他依靠的是神
[00:13:44.000 --> 00:13:45.000]  所以他就
[00:13:45.000 --> 00:13:47.000]  也都是回報給神
[00:13:47.000 --> 00:13:49.000]  就是他要
[00:13:49.000 --> 00:13:51.000]  他與他的家庭
[00:13:51.000 --> 00:13:55.000]  一定要侍奉耶和華
[00:13:55.000 --> 00:13:56.000]  我後面還會再說
[00:13:56.000 --> 00:13:58.000]  但是說一句就是
[00:13:58.000 --> 00:13:59.000]  我能夠信主
[00:13:59.000 --> 00:14:01.000]  我家庭能夠成為基督徒
[00:14:01.000 --> 00:14:03.000]  成為基督的
[00:14:03.000 --> 00:14:05.000]  一個大的家族家庭
[00:14:05.000 --> 00:14:07.000]  是從一個人開始
[00:14:07.000 --> 00:14:09.000]  就是我的八舅公
[00:14:09.000 --> 00:14:10.000]  八舅公就是
[00:14:10.000 --> 00:14:13.000]  我的外婆有十二兄弟姊妹
[00:14:13.000 --> 00:14:15.000]  她是排第八的
[00:14:15.000 --> 00:14:17.000]  當她去參加
[00:14:17.000 --> 00:14:19.000]  趙世光牧師
[00:14:19.000 --> 00:14:22.000]  四十天的報道會
[00:14:22.000 --> 00:14:24.000]  她信得住
[00:14:24.000 --> 00:14:26.000]  那個報道會在哪裡舉行
[00:14:26.000 --> 00:14:28.000]  是一間戲院在香港的
[00:14:28.000 --> 00:14:30.000]  她說那時候叫什麼戲院
[00:14:30.000 --> 00:14:31.000]  平安啊
[00:14:31.000 --> 00:14:32.000]  平安戲院不知道什麼
[00:14:32.000 --> 00:14:34.000]  她在那裡做manager
[00:14:34.000 --> 00:14:35.000]  做經理的
[00:14:35.000 --> 00:14:37.000]  你不想聽到不行
[00:14:37.000 --> 00:14:38.000]  因為你在那裡
[00:14:38.000 --> 00:14:41.000]  每天都要守住你那個崗位
[00:14:41.000 --> 00:14:43.000]  所以聽一天
[00:14:43.000 --> 00:14:44.000]  兩天
[00:14:44.000 --> 00:14:45.000]  三天
[00:14:45.000 --> 00:14:46.000]  四天
[00:14:46.000 --> 00:14:47.000]  聽到第四十天的時候
[00:14:47.000 --> 00:14:49.000]  她真的信了耶穌
[00:14:49.000 --> 00:14:50.000]  信了之後
[00:14:50.000 --> 00:14:51.000]  她被趙世光牧師
[00:14:51.000 --> 00:14:53.000]  那種報道的心
[00:14:53.000 --> 00:14:55.000]  全方位心智影響了
[00:14:55.000 --> 00:14:58.000]  她說我要戴職做傳道
[00:14:58.000 --> 00:15:00.000]  當然她去受訓練
[00:15:00.000 --> 00:15:01.000]  然後就
[00:15:01.000 --> 00:15:05.000]  和她的十二兄弟姊妹
[00:15:05.000 --> 00:15:06.000]  去傳呼音
[00:15:06.000 --> 00:15:08.000]  有兩個在新加坡
[00:15:08.000 --> 00:15:09.000]  在馬來西亞
[00:15:09.000 --> 00:15:10.000]  在吉隆坡
[00:15:10.000 --> 00:15:12.000]  就是我的外婆
[00:15:12.000 --> 00:15:14.000]  和她的十妹
[00:15:14.000 --> 00:15:16.000]  我外婆是第六的
[00:15:16.000 --> 00:15:17.000]  她的十妹
[00:15:17.000 --> 00:15:19.000]  去那裡做什麼呢
[00:15:19.000 --> 00:15:20.000]  打住家工而已
[00:15:20.000 --> 00:15:22.000]  有一條很長的邊
[00:15:22.000 --> 00:15:24.000]  去幫那些家人
[00:15:24.000 --> 00:15:26.000]  照顧孩子照顧女兒煮飯
[00:15:26.000 --> 00:15:29.000]  就在那裡定居下來
[00:15:29.000 --> 00:15:31.000]  後來結了婚
[00:15:31.000 --> 00:15:32.000]  那邊
[00:15:32.000 --> 00:15:34.000]  她就生了六個
[00:15:34.000 --> 00:15:35.000]  但是香港
[00:15:35.000 --> 00:15:36.000]  我媽媽和外姨
[00:15:36.000 --> 00:15:38.000]  還有我舅父三個就在香港
[00:15:38.000 --> 00:15:39.000]  他就在吉隆坡
[00:15:39.000 --> 00:15:42.000]  原因就是我的外公
[00:15:42.000 --> 00:15:43.000]  很早就走了
[00:15:43.000 --> 00:15:44.000]  所以我媽媽
[00:15:44.000 --> 00:15:45.000]  外姨
[00:15:45.000 --> 00:15:47.000]  我舅父很小就孤兒
[00:15:47.000 --> 00:15:50.000]  所以外婆去到吉隆坡的時候
[00:15:50.000 --> 00:15:51.000]  就再結婚
[00:15:51.000 --> 00:15:53.000]  在那裡生了六個
[00:15:53.000 --> 00:15:54.000]  你知不知道
[00:15:54.000 --> 00:15:56.000]  就因為這個八舅公
[00:15:56.000 --> 00:15:58.000]  他去了吉隆坡
[00:15:58.000 --> 00:16:00.000]  我和我外婆傳福音
[00:16:00.000 --> 00:16:01.000]  他相信了
[00:16:01.000 --> 00:16:04.000]  他就每年回來香港探我們一次
[00:16:04.000 --> 00:16:07.000]  就會和我們住一個月
[00:16:07.000 --> 00:16:11.000]  他就這樣一來到香港
[00:16:11.000 --> 00:16:13.000]  他就叫我媽媽帶著我們
[00:16:13.000 --> 00:16:14.000]  去找教會
[00:16:14.000 --> 00:16:15.000]  找到一間最近的
[00:16:15.000 --> 00:16:17.000]  走兩條街就到了
[00:16:17.000 --> 00:16:18.000]  就是在咸美頓街
[00:16:18.000 --> 00:16:21.000]  油麻地咸美頓街那個便宜利會
[00:16:21.000 --> 00:16:23.000]  那裡是很多水面人
[00:16:23.000 --> 00:16:25.000]  就是水上人家
[00:16:25.000 --> 00:16:27.000]  一樓就留在那裡
[00:16:27.000 --> 00:16:28.000]  直到現在
[00:16:28.000 --> 00:16:29.000]  我的親戚
[00:16:29.000 --> 00:16:31.000]  還有親戚都在那裡聚會
[00:16:31.000 --> 00:16:34.000]  因為當我外婆來了
[00:16:34.000 --> 00:16:35.000]  帶我媽媽信主
[00:16:35.000 --> 00:16:37.000]  我媽媽又帶了我們全家信主
[00:16:37.000 --> 00:16:39.000]  我媽媽又帶了她妹妹
[00:16:39.000 --> 00:16:41.000]  又帶了我的舅父
[00:16:41.000 --> 00:16:44.000]  接著又帶了所有的表親
[00:16:44.000 --> 00:16:45.000]  因為你記得
[00:16:45.000 --> 00:16:48.000]  我的外婆是十二兄弟姐妹嗎
[00:16:48.000 --> 00:16:51.000]  所以那筆帳真的
[00:16:51.000 --> 00:16:53.000]  現在我都算不清
[00:16:53.000 --> 00:16:56.000]  接著還不感恩
[00:16:56.000 --> 00:16:57.000]  大家知不知道
[00:16:57.000 --> 00:17:01.000]  在我八舅公帶下來這條線那裡
[00:17:01.000 --> 00:17:05.000]  一直下來每一代都有人做傳道
[00:17:05.000 --> 00:17:06.000]  都有人做牧師
[00:17:06.000 --> 00:17:08.000]  直到現在
[00:17:08.000 --> 00:17:09.000]  當然我們還要祈禱就是
[00:17:09.000 --> 00:17:12.000]  再下一代會不會那麼容易呢
[00:17:12.000 --> 00:17:13.000]  不知道
[00:17:13.000 --> 00:17:14.000]  但是憑信心
[00:17:14.000 --> 00:17:16.000]  好像有孫雅華
[00:17:16.000 --> 00:17:17.000]  至於我和我家
[00:17:17.000 --> 00:17:19.000]  我們除了得救之外
[00:17:19.000 --> 00:17:20.000]  我還要侍奉耶和華
[00:17:20.000 --> 00:17:23.000]  要將福音傳出去的
[00:17:23.000 --> 00:17:27.000]  第五個就是大臣全家信主
