
[00:00:00.000 --> 00:00:01.720]  好,各位親愛的大兄姐妹,你們好
[00:03:36.560 --> 00:03:38.240]  由工人去煮食物
[00:03:38.240 --> 00:03:40.240]  現在來了之後當然沒有了
[00:03:40.240 --> 00:03:41.560]  要做什麼呢?
[00:03:41.560 --> 00:03:44.240]  被子女稱為「地獄廚神」
[00:03:44.240 --> 00:03:48.160]  透過媽媽煮的食物是幫助我們減肥的
[00:03:48.160 --> 00:03:52.480]  但是在他們努力底下不斷地去看YouTube
[00:03:52.480 --> 00:03:55.920]  就做了很多很美味的食物
[00:03:55.920 --> 00:03:59.040]  特別當我們看到自己做了很美味的食物
[00:03:59.040 --> 00:04:01.600]  拍照然後再吃的時候
[00:04:01.600 --> 00:04:04.720]  哇,很好吃,是不是很開心?
[00:04:04.720 --> 00:04:07.440]  就是說當你創造的時候
[00:04:07.440 --> 00:04:10.480]  神創造是按你的心意
[00:04:10.480 --> 00:04:13.120]  特別神造人的時候不要忘記
[00:04:13.120 --> 00:04:17.520]  是按照祂的形象、樣式
[00:04:17.520 --> 00:04:19.040]  來帶祂做人的
[00:04:19.040 --> 00:04:24.000]  第一堂課我們看到神的形象是什麼?
[00:04:24.000 --> 00:04:25.760]  不是指祂的樣子
[00:04:25.760 --> 00:04:27.920]  是指祂裡面那種美德
[00:04:27.920 --> 00:04:32.000]  那種屬性,有仁義,有公平
[00:04:32.000 --> 00:04:36.960]  這時候人是神的代表
[00:04:36.960 --> 00:04:38.240]  神重視人
[00:04:38.240 --> 00:04:42.160]  所以當神造完人的時候
[00:04:42.160 --> 00:04:45.280]  祂會有喜樂
[00:04:45.280 --> 00:04:49.360]  又再想一想,特別做母親的
[00:04:49.360 --> 00:04:53.200]  當你生了自己的寶寶的時候
[00:04:53.200 --> 00:04:55.280]  在生產的過程裡面
[00:04:55.280 --> 00:04:58.400]  其實是很痛、很辛苦的
[00:04:58.400 --> 00:05:03.040]  但是會不會當你看到生出來的寶寶
[00:05:03.040 --> 00:05:04.880]  哇,很可愛
[00:05:04.880 --> 00:05:07.200]  特別是像你這麼漂亮的時候
[00:05:07.200 --> 00:05:09.360]  你是不是會很開心呢?
[00:05:09.360 --> 00:05:11.360]  我很心記得的
[00:05:11.360 --> 00:05:14.560]  我兒子,當然已經是很多很多年前了
[00:05:14.560 --> 00:05:15.920]  他出生的時候
[00:05:15.920 --> 00:05:18.320]  我弟弟在伊利濕亞醫院
[00:05:18.320 --> 00:05:20.320]  早上10點多鐘已經痛了
[00:05:20.320 --> 00:05:22.960]  他已經陪著他,很痛
[00:05:22.960 --> 00:05:25.440]  抓住我的手,哎呀
[00:05:25.440 --> 00:05:28.160]  這樣,我也很痛,也抓得很痛
[00:05:28.160 --> 00:05:31.120]  從10點多鐘一直都是閉上眼睛
[00:05:31.120 --> 00:05:32.880]  很痛、很辛苦
[00:05:32.880 --> 00:05:35.360]  但是都不夠力氣生育
[00:05:35.360 --> 00:05:39.360]  終於後來晚上11點多鐘進了借產房
[00:05:39.360 --> 00:05:40.720]  有恩典的
[00:05:40.720 --> 00:05:42.320]  剛好有個大醫生經過
[00:05:42.320 --> 00:05:45.360]  後來就給他把寶寶吸出來
[00:05:45.360 --> 00:05:48.320]  當太太推出產房的時候
[00:05:48.320 --> 00:05:49.600]  當然在門口等他
[00:05:49.600 --> 00:05:52.160]  那時候已經差不多晚上1點鐘了
[00:05:52.160 --> 00:05:55.600]  看到他,哇,好像完全沒事似的
[00:05:55.600 --> 00:05:58.720]  和進產房之前那種痛了
[00:05:58.720 --> 00:06:00.160]  是完全消失了
[00:06:00.160 --> 00:06:03.280]  但是我相信他的身體上面仍然是痛的
[00:06:03.280 --> 00:06:05.440]  但是他已經很開心地問
[00:06:05.440 --> 00:06:07.840]  寶寶可不可愛?
[00:06:07.840 --> 00:06:12.480]  這個就是當你很辛苦完成了一件事
[00:06:12.480 --> 00:06:14.240]  你看到自己所做的
[00:06:14.240 --> 00:06:16.240]  你是會感到開心的
[00:06:16.240 --> 00:06:19.280]  那神有創造天地萬物
[00:06:19.280 --> 00:06:20.640]  做人的時候
[00:06:20.640 --> 00:06:24.320]  所以祂是完成的時候就非常開心
[00:06:24.320 --> 00:06:26.480]  還有,不單單是這樣
[00:06:26.480 --> 00:06:27.920]  神會賜福
[00:06:27.920 --> 00:06:30.240]  如果你留意到第七天
[00:06:30.240 --> 00:06:32.320]  不單單是好
[00:06:32.320 --> 00:06:33.440]  你更加留意
[00:06:33.440 --> 00:06:35.680]  神就說這個是聖日
[00:06:35.680 --> 00:06:38.240]  所以同樣
[00:06:38.240 --> 00:06:41.040]  有沒有留意到神做完人之後
[00:06:41.040 --> 00:06:42.480]  我們是先休息的
[00:06:42.480 --> 00:06:43.600]  第六天做人
[00:06:43.600 --> 00:06:45.440]  第七天安息
[00:06:45.440 --> 00:06:47.280]  然後才工作
[00:06:47.280 --> 00:06:50.880]  所以我們是得到這個恩典和祝福
[00:06:50.880 --> 00:06:54.240]  安息是神極大的喜樂
[00:06:54.240 --> 00:06:57.440]  所以安息日其實是一個喜樂的日子
[00:06:57.440 --> 00:06:59.440]  因為人不需要工作
[00:06:59.440 --> 00:07:01.040]  人可以親近神
[00:07:01.040 --> 00:07:03.200]  人可以共聚天倫
[00:07:03.200 --> 00:07:06.400]  正如你放假的時候
[00:07:06.400 --> 00:07:08.080]  你開心嗎?
[00:07:08.080 --> 00:07:10.080]  你一定是會很開心
[00:07:10.080 --> 00:07:12.800]  很盼望假期即將來臨
[00:07:12.800 --> 00:07:15.200]  正如現在我應該在約旦裡面
[00:07:15.200 --> 00:07:17.440]  我也很開心可以和大興之門一起
[00:07:17.440 --> 00:07:20.000]  遊這個尼泊爾山
[00:07:20.000 --> 00:07:22.400]  皮特拉古城
[00:07:22.400 --> 00:07:25.840]  所以祂賦予人這個安息
[00:07:25.840 --> 00:07:27.840]  也在這個安息裡面
[00:07:27.840 --> 00:07:30.240]  是會有這個喜樂
[00:07:30.240 --> 00:07:33.040]  人如果好像神一樣
[00:07:33.040 --> 00:07:35.840]  重視安息快樂的時候
[00:07:35.840 --> 00:07:37.840]  這個真正的安息
[00:07:37.840 --> 00:07:42.000]  就是心裡面得到那種平靜安穩
[00:07:42.000 --> 00:07:45.440]  於是就產生了這個喜樂
[00:07:45.440 --> 00:07:48.000]  神的創造是美好的
[00:07:48.000 --> 00:07:49.840]  因此神就喜樂
[00:07:49.840 --> 00:07:52.640]  這也是天上的使者
[00:07:52.640 --> 00:07:55.840]  當他來到體驗到的
[00:07:55.840 --> 00:07:59.120]  神當他來到創造的時候
[00:07:59.120 --> 00:08:00.560]  他指出什麼呢?
[00:08:00.560 --> 00:08:03.920]  我們看看約百記第38章第七節
[00:08:03.920 --> 00:08:08.560]  那時神聲一同歌唱
[00:08:08.560 --> 00:08:12.560]  神的宗旨也都歡呼
[00:08:12.560 --> 00:08:14.320]  是很開心的
[00:08:14.320 --> 00:08:16.240]  當時被造之物
[00:08:16.240 --> 00:08:19.040]  是指那些天使
[00:08:19.040 --> 00:08:21.520]  來到見到神的創造
[00:08:21.520 --> 00:08:24.800]  他們一同來大去歡欣
[00:08:24.800 --> 00:08:29.360]  所以神的作為使大地風盈
[00:08:29.360 --> 00:08:32.880]  私人將大地形格化了
[00:08:32.880 --> 00:08:34.320]  我們沒有打出來
[00:08:34.320 --> 00:08:35.680]  在筆記裡有的
[00:08:35.680 --> 00:08:39.280]  私篇六十五篇的第八到第十三節
[00:08:39.280 --> 00:08:45.200]  就指出大地和其他的物品
[00:08:45.200 --> 00:08:49.040]  都一同來和應神的創造的喜樂
[00:08:49.040 --> 00:08:50.080]  所以第一點
[00:08:50.080 --> 00:08:51.600]  神有喜樂的
[00:08:51.600 --> 00:08:55.280]  因為神有創造的喜樂
[00:08:55.280 --> 00:08:58.960]  第二就是救贖的喜樂
[00:08:58.960 --> 00:09:01.200]  我們先看二塞亞書
[00:09:01.200 --> 00:09:04.240]  五十三章第十一節
[00:09:04.240 --> 00:09:07.360]  他必看見自己勞苦的功效
[00:09:07.360 --> 00:09:09.120]  便心滿意足
[00:09:09.120 --> 00:09:11.920]  有許多人因認識我的義僕
[00:09:11.920 --> 00:09:13.520]  得稱為義
[00:09:13.520 --> 00:09:17.840]  並且他要擔當他們的罪孽
[00:09:17.840 --> 00:09:21.680]  如果你留意到二塞亞書五十三章
[00:09:21.680 --> 00:09:26.800]  是很清楚是彌塞亞的師章
[00:09:26.800 --> 00:09:29.280]  是使到受苦的僕人
[00:09:29.280 --> 00:09:30.960]  是描寫到耶穌基督
[00:09:30.960 --> 00:09:32.320]  他完全沒有罪
[00:09:32.320 --> 00:09:35.280]  但他又為我們擔當這個罪
[00:09:35.280 --> 00:09:38.000]  這是最結尾的時候
[00:09:38.000 --> 00:09:39.600]  還有這段經文
[00:09:39.600 --> 00:09:43.920]  我們知道神創造的時候是美好的
[00:09:43.920 --> 00:09:46.000]  但可惜人犯罪
[00:09:46.000 --> 00:09:48.880]  是令到神去傷痛
[00:09:48.880 --> 00:09:51.120]  正如剛才我說做媽媽的
[00:09:51.120 --> 00:09:52.720]  剛剛生了嬰兒出來
[00:09:52.720 --> 00:09:53.840]  雖然很痛
[00:09:53.840 --> 00:09:55.040]  但是開心的
[00:09:55.040 --> 00:09:58.240]  嬰兒還是很單純很可愛的時候
[00:09:58.240 --> 00:10:00.640]  會令到爸爸媽媽很開心
[00:10:00.640 --> 00:10:01.760]  但當他長大了
[00:10:01.760 --> 00:10:02.640]  開始頑皮了
[00:10:02.640 --> 00:10:03.840]  甚至頂嘴了
[00:10:03.840 --> 00:10:05.120]  甚至犯錯了
[00:10:05.120 --> 00:10:07.840]  是否會令到爸爸媽媽很難過呢
[00:10:07.840 --> 00:10:09.680]  所以
[00:10:09.680 --> 00:10:10.960]  人因為犯罪
[00:10:10.960 --> 00:10:12.640]  但是神仍然愛人
[00:10:12.640 --> 00:10:16.480]  所以神就賜下了這個救恩
[00:10:16.480 --> 00:10:19.040]  為人賜下這個救贖
[00:10:19.040 --> 00:10:21.360]  但這個救恩不是一就而成的
[00:10:21.360 --> 00:10:23.600]  不是這麼說就算了
[00:10:23.600 --> 00:10:28.400]  是經過漫長而艱苦的日子
[00:10:28.400 --> 00:10:30.000]  然後來鋪排
[00:10:30.000 --> 00:10:33.280]  而且要付上很沉重的代價
[00:10:33.280 --> 00:10:36.000]  因為當救恩完成的時候
[00:10:36.000 --> 00:10:39.280]  人就會得著這個救恩的喜樂
[00:10:39.280 --> 00:10:42.640]  所以當這個救恩完成
[00:10:42.640 --> 00:10:44.400]  神自己看回
[00:10:44.400 --> 00:10:46.720]  就是第11節裡面所說的
[00:10:46.720 --> 00:10:49.920]  看見自己勞苦的功效就開心了
[00:10:49.920 --> 00:10:51.600]  舊約的時代
[00:10:51.600 --> 00:10:52.800]  往往就是怎樣呢
[00:10:52.800 --> 00:10:56.080]  規定每一年有一個叫「贖罪日」
[00:10:56.080 --> 00:10:57.520]  就是7月10日
[00:10:57.520 --> 00:11:01.040]  以色列人是要守嚴肅會的
[00:11:01.040 --> 00:11:05.120]  在利未記的第16章29到34節
[00:11:05.120 --> 00:11:08.560]  他們在嚴肅會裡面就是要
[00:11:08.560 --> 00:11:09.600]  禱告
[00:11:09.600 --> 00:11:10.400]  認罪
[00:11:10.400 --> 00:11:12.480]  他們要刻苦己身
[00:11:12.480 --> 00:11:14.480]  切實的悔改
[00:11:14.480 --> 00:11:15.680]  但是如果你留意到
[00:11:15.680 --> 00:11:17.600]  那一天結束之後
[00:11:17.600 --> 00:11:19.600]  他們就大大喜樂
[00:11:19.600 --> 00:11:21.680]  來都是去跳舞歌頌的
[00:11:21.680 --> 00:11:23.200]  因為他們的罪
[00:11:23.200 --> 00:11:25.120]  知道神已經赦免
[00:11:25.120 --> 00:11:28.640]  而神也會因為他們的罪
[00:11:28.640 --> 00:11:31.680]  得到赦免而喜樂的
[00:11:31.680 --> 00:11:34.320]  正如有一個人
[00:11:34.320 --> 00:11:37.440]  他坐牢因為犯了事
[00:11:37.440 --> 00:11:40.880]  當他刑期滿的時候
[00:11:40.880 --> 00:11:42.240]  他出獄的時候
[00:11:42.240 --> 00:11:43.600]  愛他的父母
[00:11:43.600 --> 00:11:46.080]  可能就在監獄門口等待他
[00:11:46.080 --> 00:11:47.520]  等他出獄的時候
[00:11:47.520 --> 00:11:49.760]  就擁抱他
[00:11:49.760 --> 00:11:52.560]  父母不是坐牢
[00:11:52.560 --> 00:11:54.560]  父母沒有犯罪
[00:11:54.560 --> 00:11:56.640]  兒子可能是販毒
[00:11:56.640 --> 00:11:57.920]  於是坐牢
[00:11:57.920 --> 00:12:00.160]  但是當他出獄的時候
[00:12:00.160 --> 00:12:01.360]  父母就很開心
[00:12:01.360 --> 00:12:02.480]  擁抱他
[00:12:02.480 --> 00:12:04.560]  當然如果一些人
[00:12:04.560 --> 00:12:06.240]  是受著冤獄
[00:12:06.240 --> 00:12:08.160]  是不公平被對待
[00:12:08.160 --> 00:12:10.080]  或者犯的事很少
[00:12:10.080 --> 00:12:13.280]  但是卻有很重的刑罰的時候
[00:12:13.280 --> 00:12:15.280]  那麼愛他的人
[00:12:15.280 --> 00:12:16.640]  是會很擔心
[00:12:16.640 --> 00:12:18.720]  但是當他出獄的時候
[00:12:18.720 --> 00:12:20.400]  那些人一定會來帶他
[00:12:20.400 --> 00:12:21.600]  歡迎他
[00:12:21.600 --> 00:12:23.040]  新約裡面
[00:12:23.040 --> 00:12:26.000]  最顯示到神對救贖工作
[00:12:26.000 --> 00:12:27.520]  那種喜樂是什麼呢?
[00:12:27.520 --> 00:12:28.560]  我想大家都很熟悉
[00:12:28.560 --> 00:12:30.240]  《路加封》第十五章
[00:12:30.240 --> 00:12:32.080]  耶穌說了三個比喻
[00:12:32.080 --> 00:12:35.600]  這三個比喻都跟數目有關的
[00:12:35.600 --> 00:12:38.320]  一百隻羊就失了一隻
[00:12:38.320 --> 00:12:40.240]  牧羊人放下了九十九隻
[00:12:40.240 --> 00:12:41.920]  千山萬水
[00:12:41.920 --> 00:12:43.120]  就去找回那些翼翁
[00:12:43.120 --> 00:12:44.640]  歡歡喜喜的
[00:12:44.640 --> 00:12:46.400]  來帶他抬著在那裡
[00:12:46.400 --> 00:12:48.800]  然後就回去了
[00:12:48.800 --> 00:12:50.800]  第二個比喻就是十比一
[00:12:50.800 --> 00:12:52.400]  十比一是什麼呢?
[00:12:52.400 --> 00:12:56.240]  就是有一個窮的人
[00:12:56.240 --> 00:12:58.720]  他不見了一個小錢
[00:12:58.720 --> 00:13:01.200]  他晚上一下子點著燈泡
[00:13:01.200 --> 00:13:03.120]  來帶他翻箱搗弄
[00:13:03.120 --> 00:13:04.080]  來帶他去查
[00:13:04.080 --> 00:13:06.160]  終於找到那一個小錢
[00:13:06.160 --> 00:13:09.680]  比喻就不可以按常理來帶他去講的
[00:13:09.680 --> 00:13:11.200]  是有點誇張的
[00:13:11.200 --> 00:13:13.760]  他半夜就去敲門跟隔壁講
[00:13:13.760 --> 00:13:15.760]  你跟我歡歡喜喜快樂吧
[00:13:15.760 --> 00:13:17.760]  因為我找到那一個小錢了
[00:13:17.760 --> 00:13:19.760]  你半夜一人按鐘
[00:13:19.760 --> 00:13:21.000]  你很害怕
[00:13:21.000 --> 00:13:22.000]  難道是火災?
[00:13:22.000 --> 00:13:23.440]  你走出去開門的時候
[00:13:23.440 --> 00:13:24.480]  老婆婆就跟你說
[00:13:24.480 --> 00:13:25.680]  你跟我歡喜吧
[00:13:25.680 --> 00:13:27.200]  我找到一個小錢
[00:13:27.200 --> 00:13:29.200]  你心想不要玩了
[00:13:29.200 --> 00:13:31.200]  但焦點是歡歡喜喜
[00:13:31.200 --> 00:13:33.200]  第三個大家就很熟悉了
[00:13:33.200 --> 00:13:35.200]  就是浪子的比喻
[00:13:35.200 --> 00:13:38.000]  但其實那個絕對的主角不是浪子
[00:13:38.000 --> 00:13:40.000]  主角是大兒子
[00:13:40.000 --> 00:13:42.000]  遲些才有機會跟大家分享
[00:13:42.000 --> 00:13:44.400]  那時候爸爸很開心
[00:13:44.400 --> 00:13:47.200]  因為這個兒子死而復得的
[00:13:47.200 --> 00:13:50.640]  而三個比喻都同樣出現了
[00:13:50.640 --> 00:13:52.160]  歡歡喜喜
[00:13:52.160 --> 00:13:54.960]  《老九方》第十五章第七到第十節
[00:13:54.960 --> 00:13:57.200]  原來這個的比喻是什麼呢?
[00:13:57.200 --> 00:13:59.200]  就是因為耶穌和那些罪人在一起
[00:13:59.200 --> 00:14:00.400]  來吃東西
[00:14:00.400 --> 00:14:01.920]  那些瑞利妓女
[00:14:01.920 --> 00:14:05.360]  但那些自以為清高的那些民事和理財人
[00:14:05.360 --> 00:14:07.360]  就覺得耶穌做得不對
[00:14:07.360 --> 00:14:08.640]  耶穌就講這個比喻
[00:14:08.640 --> 00:14:11.120]  又打出一個很重要的中心點
[00:14:11.120 --> 00:14:13.120]  就是《老九方》第十五章
[00:14:13.120 --> 00:14:15.120]  第七和第十節
[00:14:15.120 --> 00:14:15.840]  開下刀
[00:14:15.840 --> 00:14:16.800]  我告訴你們
[00:14:16.800 --> 00:14:18.640]  一個罪人悔改
[00:14:18.640 --> 00:14:23.680]  在天上也要這樣為他歡喜
[00:14:23.680 --> 00:14:27.360]  較比為九十九個不用悔改的二人
[00:14:27.360 --> 00:14:29.840]  歡喜更大
[00:14:29.840 --> 00:14:31.360]  我告訴你們
[00:14:31.360 --> 00:14:33.120]  一個罪人悔改
[00:14:33.120 --> 00:14:35.600]  在神的使者面前
[00:14:35.600 --> 00:14:38.400]  也是這樣為他歡喜
[00:14:38.400 --> 00:14:39.120]  看到嗎?
[00:14:39.120 --> 00:14:41.280]  這裡不斷在講
[00:14:41.280 --> 00:14:44.240]  是歡喜,是歡喜快樂
[00:14:44.240 --> 00:14:48.480]  所以當神看到人來悔改
[00:14:48.480 --> 00:14:50.000]  承認自己的罪
[00:14:50.000 --> 00:14:52.480]  回歸到懷抱裏面的時候
[00:14:52.480 --> 00:14:54.880]  他就會有喜樂了
[00:14:54.880 --> 00:14:56.880]  第三個喜樂是什麼呢?
[00:14:56.880 --> 00:15:00.000]  就是交往的喜樂
[00:15:00.000 --> 00:15:01.840]  好了,我們看一看
[00:15:01.840 --> 00:15:03.280]  《二塞亞書》
[00:15:03.280 --> 00:15:05.280]  五十六章第七節
[00:15:05.280 --> 00:15:07.280]  好不好?五十六章第七節
[00:15:07.280 --> 00:15:08.960]  經文怎麼說呢?
[00:15:08.960 --> 00:15:11.680]  「我必領他們到我的聖山
[00:15:11.680 --> 00:15:16.480]  使他們在禱告我的殿中喜樂
[00:15:16.480 --> 00:15:18.960]  他們的繁濟和平安濟
[00:15:18.960 --> 00:15:22.560]  在我壇上必蒙月立
[00:15:22.560 --> 00:15:27.680]  因我的殿必稱為萬民禱告的殿」
[00:15:27.680 --> 00:15:29.200]  神的喜樂
[00:15:29.200 --> 00:15:34.000]  是往往在於他和人來帶去交往的
[00:15:34.000 --> 00:15:36.320]  這個就是他做人的其中一個目的
[00:15:36.320 --> 00:15:40.800]  他期望人就好像神三維一體
[00:15:40.800 --> 00:15:43.600]  他們是獨立的主
[00:15:43.600 --> 00:15:45.600]  但並不是孤單
[00:15:45.600 --> 00:15:47.040]  也不是孤獨
[00:15:47.040 --> 00:15:49.360]  他們是有好的交往
[00:15:49.360 --> 00:15:51.600]  《創世紀》第三章
[00:15:51.600 --> 00:15:54.320]  就記載了神和人來交往的
[00:15:54.320 --> 00:15:58.480]  那時候神往往就會去到伊甸園裏面
[00:15:58.480 --> 00:15:59.680]  和人來交往
[00:15:59.680 --> 00:16:01.840]  只不過是因為人犯了罪之後
[00:16:01.840 --> 00:16:03.360]  他就懼怕了
[00:16:03.360 --> 00:16:06.240]  當神來帶他出現的時候
[00:16:06.240 --> 00:16:08.880]  他就會躲起來
[00:16:08.880 --> 00:16:11.120]  但是第四章就記載了
[00:16:11.120 --> 00:16:13.920]  人的敬拜和憲制
[00:16:13.920 --> 00:16:15.120]  是跟著匯幕
[00:16:15.120 --> 00:16:16.560]  我們看看前面
[00:16:16.560 --> 00:16:18.720]  剛才上面那一章
[00:16:18.720 --> 00:16:20.160]  我們就會看到
[00:16:20.160 --> 00:16:25.200]  原來神是很樂意見到人去敬拜他
[00:16:25.200 --> 00:16:27.440]  一切都是神的主動
[00:16:27.440 --> 00:16:32.960]  他為了人設立了敬拜的機會
[00:16:32.960 --> 00:16:36.080]  所有人可以和他來帶去交往
[00:16:36.080 --> 00:16:37.360]  事實上
[00:16:37.360 --> 00:16:41.680]  神的同在並不是那麼容易體會到
[00:16:41.680 --> 00:16:44.320]  但是敬拜是其中一種方法
[00:16:44.320 --> 00:16:46.080]  當我們一起來敬拜
[00:16:46.080 --> 00:16:48.640]  一起來唱詩的時候
[00:16:48.640 --> 00:16:51.360]  我們就會感受到
[00:16:51.360 --> 00:16:52.880]  我們那種敬虔
[00:16:52.880 --> 00:16:55.280]  有沒有感受到神的臨在
[00:16:55.280 --> 00:16:57.440]  所以我們要去反思
[00:16:57.440 --> 00:17:01.920]  究竟我們敬拜的態度是怎樣
[00:17:01.920 --> 00:17:03.200]  很可惜
[00:17:03.200 --> 00:17:07.920]  今天我們敬拜也有一種心態
[00:17:07.920 --> 00:17:09.120]  我們是嚴肅
[00:17:09.120 --> 00:17:12.000]  嚴肅得來我們也會感受到
[00:17:12.000 --> 00:17:13.600]  我們跟神有交往
[00:17:13.600 --> 00:17:15.440]  有一份喜樂
[00:17:15.440 --> 00:17:17.600]  很簡單的舉個例子
[00:17:17.600 --> 00:17:19.520]  當你見到一個你所愛的人
[00:17:19.520 --> 00:17:20.880]  你會很開心
[00:17:20.880 --> 00:17:25.120]  有些人來了英國一段時間
[00:17:25.120 --> 00:17:26.960]  今年暑假你回香港
[00:17:26.960 --> 00:17:28.480]  當你回香港的時候
[00:17:28.480 --> 00:17:32.080]  甚至他家人很迫切地去見他
[00:17:32.080 --> 00:17:33.680]  就在機場等他
[00:17:33.680 --> 00:17:34.720]  當你見到他的時候
[00:17:34.720 --> 00:17:37.200]  你回來就擁抱他
[00:17:37.200 --> 00:17:38.960]  這就是交往
[00:17:38.960 --> 00:17:41.840]  我們看看下面那張圖片
[00:17:41.840 --> 00:17:44.080]  到今天敬拜
[00:17:44.080 --> 00:17:46.080]  固然是要嚴肅的
[00:17:46.080 --> 00:17:47.200]  不可以輕忽
[00:17:47.200 --> 00:17:48.400]  不可以隨便
[00:17:48.400 --> 00:17:50.640]  但是這種情懷裡面
[00:17:50.640 --> 00:17:52.400]  也要包含了
[00:17:52.400 --> 00:17:54.880]  因為我們得到神的救贖
[00:17:54.880 --> 00:17:56.480]  而感受到喜樂
[00:17:56.480 --> 00:17:58.320]  神是超然
[00:17:58.320 --> 00:17:59.600]  神是尊貴
[00:17:59.600 --> 00:18:01.120]  神是榮耀的
[00:18:01.120 --> 00:18:03.920]  所以我們敬拜他的時候
