
[00:00:00.000 --> 00:00:02.000]  (主席)各位親愛的姐妹,早安!
[00:01:49.000 --> 00:01:52.000]  可能會穿一些,譬如類似青色的衣服
[00:01:52.000 --> 00:01:56.000]  但是如果他是生BB啊,或者怎樣探他呢
[00:01:56.000 --> 00:01:59.000]  那我可能會穿一件很紅的衣服
[00:01:59.000 --> 00:02:01.000]  不是去沖喜一下
[00:02:01.000 --> 00:02:04.000]  就是在醫院等他開開心心的意思
[00:02:04.000 --> 00:02:07.000]  我今早選衣服穿的時候呢
[00:02:07.000 --> 00:02:10.000]  我本來拿了一件黃色的鋪籠
[00:02:10.000 --> 00:02:13.000]  但是後來想一想,不如穿一件這些
[00:02:13.000 --> 00:02:16.000]  為什麼呢?青草地嘛
[00:02:16.000 --> 00:02:19.000]  所以我是,有些東西雖然我是很隨便
[00:02:19.000 --> 00:02:22.000]  但是有些東西我都會很講究的
[00:02:22.000 --> 00:02:25.000]  詩篇23篇呢,這一篇詩篇呢
[00:02:25.000 --> 00:02:28.000]  是一篇真的很多人喜歡的詩篇
[00:02:28.000 --> 00:02:32.000]  所以當我去和大家分享到詩篇的訊息
[00:02:32.000 --> 00:02:35.000]  第一篇,第二篇是講完了
[00:02:35.000 --> 00:02:38.000]  是叫做《福由你揀》
[00:02:38.000 --> 00:02:40.000]  一個就是《福由你揀》
[00:02:40.000 --> 00:02:43.000]  第二篇就是《福由你揀的宏觀》
[00:02:43.000 --> 00:02:45.000]  那接著我又和大家分享過
[00:02:45.000 --> 00:02:46.000]  詩篇第八篇呢
[00:02:46.000 --> 00:02:48.000]  人算什麼,你竟顧念他
[00:02:48.000 --> 00:02:51.000]  世人算什麼,你竟眷顧他
[00:02:51.000 --> 00:02:54.000]  那我現在就選了詩篇23篇
[00:02:54.000 --> 00:02:56.000]  我的計劃呢,講完詩篇23篇呢
[00:02:56.000 --> 00:02:58.000]  我就不講詩篇
[00:02:58.000 --> 00:03:01.000]  就開始和大家分享另外一個題目
[00:03:01.000 --> 00:03:04.000]  大家拿手裡的副頁出來
[00:03:04.000 --> 00:03:07.000]  這個詩篇23篇呢
[00:03:07.000 --> 00:03:09.000]  我在這裡寫給大家就是
[00:03:09.000 --> 00:03:13.000]  夜禍華視,我的目者又是筵席的主人
[00:03:13.000 --> 00:03:14.000]  為什麼這樣講呢?
[00:03:14.000 --> 00:03:16.000]  因為在這個詩篇裡面來講
[00:03:16.000 --> 00:03:18.000]  它只有六節而已,不是很長
[00:03:18.000 --> 00:03:19.000]  那它六節裡面呢
[00:03:19.000 --> 00:03:23.000]  是提及到神和這個詩人的關係
[00:03:23.000 --> 00:03:25.000]  初初的時候
[00:03:25.000 --> 00:03:28.000]  神就好像一個牧羊人
[00:03:28.000 --> 00:03:31.000]  而這個詩人呢,大衛呢
[00:03:31.000 --> 00:03:33.000]  他就是一隻羊背仔,一隻羊仔
[00:03:33.000 --> 00:03:35.000]  但是講著講著呢
[00:03:35.000 --> 00:03:39.000]  他又講到在敵人的面前擺設筵席
[00:03:39.000 --> 00:03:41.000]  那個場景呢
[00:03:41.000 --> 00:03:45.000]  就不再是好像草坯地啊
[00:03:45.000 --> 00:03:47.000]  或者是曠野這樣
[00:03:47.000 --> 00:03:53.000]  好像是一個我們叫做飲宴啊
[00:03:53.000 --> 00:03:56.000]  或者是一起吃飯的場合
[00:03:56.000 --> 00:03:58.000]  所以很多的學者就說
[00:03:58.000 --> 00:04:00.000]  這個詩篇23篇呢
[00:04:00.000 --> 00:04:03.000]  這個場景呢
[00:04:03.000 --> 00:04:06.000]  初初就是一個牧者,牧羊人
[00:04:06.000 --> 00:04:09.000]  另外一個就是一個筵席的主人
[00:04:09.000 --> 00:04:10.000]  筵席的主人
[00:04:10.000 --> 00:04:12.000]  這個詩篇呢
[00:04:12.000 --> 00:04:14.000]  很多時候人們就要想了
[00:04:14.000 --> 00:04:17.000]  這篇詩篇究竟給了他一個什麼名稱呢
[00:04:17.000 --> 00:04:20.000]  英文就叫做Assumption of Trust
[00:04:20.000 --> 00:04:22.000]  是一個信靠
[00:04:22.000 --> 00:04:24.000]  是一個信靠
[00:04:24.000 --> 00:04:26.000]  就是一個羊呢
[00:04:26.000 --> 00:04:28.000]  他就很無助的
[00:04:28.000 --> 00:04:30.000]  羊呢
[00:04:30.000 --> 00:04:32.000]  他又沒有爪子
[00:04:32.000 --> 00:04:33.000]  他有牙
[00:04:33.000 --> 00:04:34.000]  不過呢
[00:04:34.000 --> 00:04:36.000]  他不是好像獅子老虎的牙
[00:04:36.000 --> 00:04:38.000]  又不是好像獅子老虎的爪子
[00:04:38.000 --> 00:04:40.000]  又不是好像一隻大紅人那樣
[00:04:40.000 --> 00:04:44.000]  哇,他的爪子真的可以一下子把整塊肉抓走
[00:04:44.000 --> 00:04:46.000]  他的牙齒很厲害
[00:04:46.000 --> 00:04:48.000]  羊有什麼攻擊性呢
[00:04:48.000 --> 00:04:50.000]  羊沒有什麼攻擊性
[00:04:50.000 --> 00:04:52.000]  是有一隻角的
[00:04:52.000 --> 00:04:54.000]  但是如果他是普通的綿羊呢
[00:04:54.000 --> 00:04:56.000]  山羊也很厲害
[00:04:56.000 --> 00:04:59.000]  但是綿羊就真的沒有什麼攻擊性的
[00:04:59.000 --> 00:05:00.000]  所以呢
[00:05:00.000 --> 00:05:05.000]  這個就說到他要信靠牧羊的人
[00:05:05.000 --> 00:05:08.000]  怎麼去帶他去找地方吃東西
[00:05:08.000 --> 00:05:10.000]  還有要保護他
[00:05:10.000 --> 00:05:12.000]  所以這是一個信靠詩
[00:05:12.000 --> 00:05:13.000]  信靠詩
[00:05:13.000 --> 00:05:15.000]  很多人都喜歡這個詩篇
[00:05:15.000 --> 00:05:16.000]  為什麼呢
[00:05:16.000 --> 00:05:19.000]  我就總結了五方面
[00:05:19.000 --> 00:05:21.000]  都是自己想和看了一些參考書
[00:05:21.000 --> 00:05:23.000]  他們的分析
[00:05:23.000 --> 00:05:24.000]  第一個,它短
[00:05:24.000 --> 00:05:26.000]  簡單,簡單就是美
[00:05:26.000 --> 00:05:28.000]  我想如果我問大家
[00:05:28.000 --> 00:05:30.000]  中國人的詩
[00:05:30.000 --> 00:05:32.000]  你懂得哪一首呢
[00:05:32.000 --> 00:05:36.000]  大家懂不懂一些很長的詩
[00:05:36.000 --> 00:05:38.000]  難度
[00:05:38.000 --> 00:05:40.000]  李白的詩
[00:05:40.000 --> 00:05:41.000]  很簡單
[00:05:41.000 --> 00:05:42.000]  用詞也很淺
[00:05:42.000 --> 00:05:44.000]  但是杜甫的詩
[00:05:44.000 --> 00:05:46.000]  字比較深
[00:05:46.000 --> 00:05:49.000]  有一首我不知道算不算是詩
[00:05:49.000 --> 00:05:50.000]  是誰作的
[00:05:50.000 --> 00:05:52.000]  我真的沒有講究
[00:05:52.000 --> 00:05:53.000]  你們知不知道
[00:05:53.000 --> 00:05:55.000]  創前,什麼呢
[00:05:55.000 --> 00:05:56.000]  接著呢
[00:05:56.000 --> 00:05:58.000]  唸不唸得到
[00:05:58.000 --> 00:06:00.000]  舉頭望明月
[00:06:00.000 --> 00:06:02.000]  低頭思故鄉
[00:06:02.000 --> 00:06:04.000]  是不是李白作的
[00:06:04.000 --> 00:06:06.000]  是不是
[00:06:06.000 --> 00:06:07.000]  不知道是誰作的
[00:06:07.000 --> 00:06:08.000]  或者我們遲些
[00:06:08.000 --> 00:06:10.000]  我要做些功課
[00:06:10.000 --> 00:06:11.000]  但是這首詩
[00:06:11.000 --> 00:06:13.000]  差不多我們每個人都懂得
[00:06:13.000 --> 00:06:15.000]  小朋友每個人都懂得
[00:06:15.000 --> 00:06:16.000]  為什麼呢
[00:06:16.000 --> 00:06:17.000]  只有四句
[00:06:17.000 --> 00:06:19.000]  又不是說字真的很難
[00:06:19.000 --> 00:06:21.000]  每一個字都不難
[00:06:21.000 --> 00:06:22.000]  所以很容易
[00:06:22.000 --> 00:06:24.000]  人們就會
[00:06:24.000 --> 00:06:26.000]  這樣去唸
[00:06:26.000 --> 00:06:28.000]  我們小時候已經開始
[00:06:30.000 --> 00:06:34.000]  聽著聽著就會記得
[00:06:34.000 --> 00:06:36.000]  所以這麼多人都會記得
[00:06:36.000 --> 00:06:38.000]  自然就會大眾化
[00:06:38.000 --> 00:06:40.000]  如果是很難的長恨歌
[00:06:40.000 --> 00:06:42.000]  每個人都知道是好東西
[00:06:42.000 --> 00:06:44.000]  但是有多少人懂得唸長恨歌呢
[00:06:44.000 --> 00:06:46.000]  我只懂得第一句
[00:06:46.000 --> 00:06:49.000]  看望眾色思傾國
[00:06:49.000 --> 00:06:51.000]  已經不知道第二句是什麼了
[00:06:51.000 --> 00:06:54.000]  楊家有女初長成
[00:06:54.000 --> 00:06:57.000]  仰在心閨人未色
[00:06:57.000 --> 00:06:59.000]  是不是差不多
[00:06:59.000 --> 00:07:01.000]  裡面的字句很漂亮
[00:07:01.000 --> 00:07:03.000]  但是多少人能夠唸出來呢
[00:07:03.000 --> 00:07:05.000]  所以一首詩
[00:07:05.000 --> 00:07:07.000]  是能夠流傳
[00:07:07.000 --> 00:07:09.000]  還有人們喜歡的
[00:07:09.000 --> 00:07:11.000]  其中一個就是要短簡單就好
[00:07:11.000 --> 00:07:13.000]  第二它的意境很漂亮
[00:07:13.000 --> 00:07:16.000]  因為是說到青草地溪水旁
[00:07:16.000 --> 00:07:17.000]  是不是
[00:07:17.000 --> 00:07:18.000]  嘩
[00:07:18.000 --> 00:07:19.000]  有多少人呢
[00:07:19.000 --> 00:07:21.000]  恨都恨著那些地方
[00:07:21.000 --> 00:07:23.000]  是有青草地
[00:07:23.000 --> 00:07:25.000]  有溪水邊
[00:07:25.000 --> 00:07:28.000]  難道你去尼倫道找個地方住嗎
[00:07:28.000 --> 00:07:29.000]  你一出街
[00:07:29.000 --> 00:07:31.000]  空氣都不想
[00:07:31.000 --> 00:07:33.000]  透氣都透不到
[00:07:33.000 --> 00:07:34.000]  是不是
[00:07:34.000 --> 00:07:35.000]  所以去到一些
[00:07:35.000 --> 00:07:36.000]  為什麼香港那麼多山
[00:07:36.000 --> 00:07:37.000]  渣甸山
[00:07:37.000 --> 00:07:38.000]  飛鵝山
[00:07:38.000 --> 00:07:39.000]  馬騮山
[00:07:39.000 --> 00:07:40.000]  不知是不是
[00:07:40.000 --> 00:07:42.000]  狗肚山
[00:07:42.000 --> 00:07:44.000]  很多山
[00:07:44.000 --> 00:07:46.000]  獸神山
[00:07:46.000 --> 00:07:49.000]  全部都是高尚住宅區
[00:07:49.000 --> 00:07:51.000]  連火炭山也是
[00:07:51.000 --> 00:07:53.000]  很高那裡
[00:07:53.000 --> 00:07:55.000]  都是一間間屋
[00:07:55.000 --> 00:07:57.000]  所以那些人喜歡什麼呢
[00:07:57.000 --> 00:07:59.000]  不要那麼煩囂
[00:07:59.000 --> 00:08:00.000]  是不是
[00:08:00.000 --> 00:08:02.000]  加多利山也是其中一個
[00:08:02.000 --> 00:08:04.000]  我以前住加多利山腳
[00:08:04.000 --> 00:08:06.000]  加多利山腳
[00:08:06.000 --> 00:08:08.000]  在大自道那裡
[00:08:08.000 --> 00:08:10.000]  所以能夠特別是
[00:08:10.000 --> 00:08:12.000]  香港這個地方
[00:08:12.000 --> 00:08:14.000]  已經夠人多了
[00:08:14.000 --> 00:08:16.000]  你又可以能夠
[00:08:16.000 --> 00:08:18.000]  很快就能夠可以
[00:08:18.000 --> 00:08:20.000]  去到一個山上
[00:08:20.000 --> 00:08:22.000]  就能夠可以好像
[00:08:22.000 --> 00:08:24.000]  空氣又清新
[00:08:24.000 --> 00:08:27.000]  有些連車路都進不去
[00:08:27.000 --> 00:08:29.000]  所以很多人喜歡
[00:08:29.000 --> 00:08:31.000]  有山又有水
[00:08:31.000 --> 00:08:32.000]  有山又有水
[00:08:32.000 --> 00:08:34.000]  意境很美
[00:08:34.000 --> 00:08:36.000]  還有
[00:08:36.000 --> 00:08:38.000]  這個詩篇
[00:08:38.000 --> 00:08:40.000]  雖然它只有六節
[00:08:40.000 --> 00:08:42.000]  但提那個「我」字
[00:08:42.000 --> 00:08:44.000]  有十六次
[00:08:44.000 --> 00:08:48.000]  人人都很掛念自己
[00:08:48.000 --> 00:08:50.000]  當然我們會掛念別人
[00:08:50.000 --> 00:08:52.000]  但你掛不掛念自己
[00:08:52.000 --> 00:08:54.000]  是不是
[00:08:54.000 --> 00:08:56.000]  我們會掛念自己
[00:08:56.000 --> 00:08:58.000]  耶穌基督說要愛人如同愛自己一樣
[00:08:58.000 --> 00:09:00.000]  是不是
[00:09:00.000 --> 00:09:02.000]  很少人不愛自己
[00:09:02.000 --> 00:09:04.000]  很少人不會愛惜自己
[00:09:04.000 --> 00:09:06.000]  你看這個詩篇
[00:09:06.000 --> 00:09:08.000]  我們就看看它數下有多少次
[00:09:08.000 --> 00:09:10.000]  數過有十六次
[00:09:10.000 --> 00:09:12.000]  我們數一數它
[00:09:12.000 --> 00:09:14.000]  耶和華是我的目者
[00:09:14.000 --> 00:09:16.000]  我必不至缺乏
[00:09:16.000 --> 00:09:18.000]  祂使我躺案在青草地上
[00:09:18.000 --> 00:09:20.000]  領我在海安鐵的水邊
[00:09:20.000 --> 00:09:22.000]  讓我的靈魂甦醒
[00:09:22.000 --> 00:09:24.000]  為自己的名引導我走義路
[00:09:24.000 --> 00:09:26.000]  我雖然行過死任的幽谷
[00:09:26.000 --> 00:09:28.000]  也不怕遭害
[00:09:28.000 --> 00:09:30.000]  因為你與我同在
[00:09:30.000 --> 00:09:32.000]  你的像你的光都安慰我
[00:09:32.000 --> 00:09:34.000]  在我的人面前
[00:09:34.000 --> 00:09:36.000]  你為我擺設筵席
[00:09:36.000 --> 00:09:38.000]  你用油稿了我的頭
[00:09:38.000 --> 00:09:40.000]  使我的福般滿日
[00:09:40.000 --> 00:09:42.000]  我一生一世
[00:09:42.000 --> 00:09:44.000]  必有恩惠慈愛隨著我
[00:09:44.000 --> 00:09:46.000]  我且要住在耶華的殿中
[00:09:46.000 --> 00:09:48.000]  直到永遠
[00:09:48.000 --> 00:09:50.000]  如果我沒有指出
[00:09:50.000 --> 00:09:52.000]  弟兄姊妹可能都沒有特別留意到
[00:09:52.000 --> 00:09:54.000]  原來這麼多次提到「我」字
[00:09:54.000 --> 00:09:56.000]  所以有些東西
[00:09:56.000 --> 00:09:58.000]  在詩篇裏面
[00:09:58.000 --> 00:10:00.000]  你只要去看它
[00:10:00.000 --> 00:10:02.000]  去讀它的時候
[00:10:02.000 --> 00:10:04.000]  你就會發覺它是和你講話的
[00:10:04.000 --> 00:10:06.000]  和我自己講話的
[00:10:06.000 --> 00:10:08.000]  還有一件事
[00:10:08.000 --> 00:10:10.000]  很多學者都指出
[00:10:10.000 --> 00:10:12.000]  就是這個詩篇
[00:10:12.000 --> 00:10:14.000]  你會發覺
[00:10:14.000 --> 00:10:16.000]  它和神的關係
[00:10:16.000 --> 00:10:18.000]  是由遠到近的
[00:10:18.000 --> 00:10:20.000]  所謂由遠到近
[00:10:20.000 --> 00:10:22.000]  你又留意一下
[00:10:22.000 --> 00:10:24.000]  祂說什麼呢?
[00:10:24.000 --> 00:10:26.000]  祂首先說耶和華是我的目者
[00:10:26.000 --> 00:10:28.000]  我必不自覺的
[00:10:28.000 --> 00:10:30.000]  「他」是否說「他」字?
[00:10:30.000 --> 00:10:32.000]  什麼叫「他」?
[00:10:32.000 --> 00:10:34.000]  如果我和國華執事說
[00:10:34.000 --> 00:10:36.000]  你昨晚睡得好不好?
[00:10:36.000 --> 00:10:38.000]  是不是?
[00:10:38.000 --> 00:10:40.000]  如果我和他說
[00:10:40.000 --> 00:10:42.000]  阿鳳爾,即是他太太
[00:10:42.000 --> 00:10:44.000]  她睡得好不好?
[00:10:44.000 --> 00:10:46.000]  她可以不在這裏
[00:10:46.000 --> 00:10:48.000]  但如果我說你睡得好不好?
[00:10:48.000 --> 00:10:50.000]  我是否要直接和你對話?
[00:10:50.000 --> 00:10:52.000]  或者起碼用電話和她講話?
[00:10:52.000 --> 00:10:54.000]  你昨晚睡得怎麼樣?
[00:10:54.000 --> 00:10:56.000]  要不然就面對面講話
[00:10:56.000 --> 00:10:58.000]  是不是?
[00:10:58.000 --> 00:11:00.000]  所以看詩篇
[00:11:00.000 --> 00:11:02.000]  「他」是我的目者
[00:11:02.000 --> 00:11:04.000]  我必不自覺的
[00:11:04.000 --> 00:11:06.000]  「他使我躺在青草地上
[00:11:06.000 --> 00:11:08.000]  令我在寒冷的水邊
[00:11:08.000 --> 00:11:10.000]  他使我的靈魂蘇醒
[00:11:10.000 --> 00:11:12.000]  為自己的命引導我走義路
[00:11:12.000 --> 00:11:14.000]  人覺死人的幽谷也不發作
[00:11:14.000 --> 00:11:16.000]  因為你與我同在
[00:11:16.000 --> 00:11:18.000]  你的像
[00:11:18.000 --> 00:11:20.000]  你的光安慰我
[00:11:20.000 --> 00:11:22.000]  在我的敵人面前
[00:11:22.000 --> 00:11:24.000]  你為我擺設筵席
[00:11:24.000 --> 00:11:26.000]  你擁有高了我的頭使
[00:11:26.000 --> 00:11:28.000]  我的福般滿溢
[00:11:28.000 --> 00:11:30.000]  我一生一世哪有因為慈愛除罪
[00:11:30.000 --> 00:11:32.000]  我請你住在夜華的殿中直到永遠」
[00:11:32.000 --> 00:11:34.000]  由「他」轉到「你」
[00:11:34.000 --> 00:11:36.000]  即是和「神」更加親近
[00:11:36.000 --> 00:11:38.000]  是「I and Thou」
[00:11:38.000 --> 00:11:40.000]  在神學上
[00:11:40.000 --> 00:11:42.000]  很多人用這個名稱
[00:11:42.000 --> 00:11:44.000]  不知為何用古老字
[00:11:44.000 --> 00:11:46.000]  而不是「I and You」
[00:11:46.000 --> 00:11:48.000]  即是我和你的關係
[00:11:48.000 --> 00:11:50.000]  是不同了
[00:11:50.000 --> 00:11:52.000]  所以這個詩篇為何那麼多人喜歡呢
[00:11:52.000 --> 00:11:54.000]  正如我說它夠短
[00:11:54.000 --> 00:11:56.000]  以及意境很漂亮
[00:11:56.000 --> 00:11:58.000]  溪水旁青草地
[00:11:58.000 --> 00:12:00.000]  還有就是
[00:12:00.000 --> 00:12:02.000]  去到最後
[00:12:02.000 --> 00:12:04.000]  「哪有因為慈愛除罪我」
[00:12:04.000 --> 00:12:06.000]  我今天沒那麼快講到那裡
[00:12:06.000 --> 00:12:08.000]  這篇東西起碼要講四次
[00:12:08.000 --> 00:12:10.000]  才能講完
[00:12:10.000 --> 00:12:12.000]  你知不知道「除罪我」的「除罪」是甚麼
[00:12:12.000 --> 00:12:14.000]  是追著我
[00:12:14.000 --> 00:12:16.000]  厲不厲害
[00:12:16.000 --> 00:12:18.000]  有誰追你
[00:12:18.000 --> 00:12:20.000]  追你還錢就差不多
[00:12:20.000 --> 00:12:22.000]  但追著你甚麼
[00:12:22.000 --> 00:12:24.000]  追著你來給慈愛
[00:12:24.000 --> 00:12:26.000]  我早前不知在哪裏
[00:12:26.000 --> 00:12:28.000]  你知我看的東西多
[00:12:28.000 --> 00:12:30.000]  Facebook 報紙
[00:12:30.000 --> 00:12:32.000]  總之很多東西看
[00:12:32.000 --> 00:12:34.000]  他說「人開心有三樣東西」
[00:12:34.000 --> 00:12:36.000]  這是很簡單化的
[00:12:36.000 --> 00:12:38.000]  這叫快樂開心
[00:12:38.000 --> 00:12:40.000]  我整個A4紙盒
[00:12:40.000 --> 00:12:42.000]  裝到滿到頂
[00:12:42.000 --> 00:12:44.000]  又有文章又有Facebook那些東西
[00:12:44.000 --> 00:12:46.000]  印了出來
[00:12:46.000 --> 00:12:48.000]  又有書本起碼十本
[00:12:48.000 --> 00:12:50.000]  全部是講到開心快樂這個題目
[00:12:50.000 --> 00:12:52.000]  我遲些有時間去研究一下它
[00:12:52.000 --> 00:12:54.000]  有一個人說
[00:12:54.000 --> 00:12:56.000]  第一個你怎樣可以開心
[00:12:56.000 --> 00:12:58.000]  就是你知道有人愛你
[00:12:58.000 --> 00:13:00.000]  以及你有愛的對象
[00:13:00.000 --> 00:13:02.000]  make sense
[00:13:02.000 --> 00:13:04.000]  make sense
[00:13:04.000 --> 00:13:06.000]  譬如情人節來了
[00:13:06.000 --> 00:13:08.000]  有沒有人約你
[00:13:08.000 --> 00:13:10.000]  你約誰
[00:13:10.000 --> 00:13:12.000]  沒有
[00:13:12.000 --> 00:13:14.000]  不是一定不開心
[00:13:14.000 --> 00:13:16.000]  第一個就是你知道有人愛你
[00:13:16.000 --> 00:13:18.000]  你又愛人
[00:13:18.000 --> 00:13:20.000]  第二個就不一定是
[00:13:20.000 --> 00:13:22.000]  男女夫婦
[00:13:22.000 --> 00:13:24.000]  或者是父母
[00:13:24.000 --> 00:13:26.000]  愛你你愛他那種愛
[00:13:26.000 --> 00:13:28.000]  第二個是朋友
[00:13:28.000 --> 00:13:30.000]  有班friend
[00:13:30.000 --> 00:13:32.000]  如果你經常一個人
[00:13:32.000 --> 00:13:34.000]  這樣
[00:13:34.000 --> 00:13:36.000]  又沒有朋友
[00:13:36.000 --> 00:13:38.000]  那你會怎樣
[00:13:38.000 --> 00:13:40.000]  都是差一點點
[00:13:40.000 --> 00:13:42.000]  有時不開心就打電話給朋友
[00:13:42.000 --> 00:13:44.000]  起碼你的電話有對象
[00:13:44.000 --> 00:13:46.000]  是不是
[00:13:46.000 --> 00:13:48.000]  第三個就是多一點笑
[00:13:48.000 --> 00:13:50.000]  多一點笑
[00:13:50.000 --> 00:13:52.000]  怎樣可以多一點笑
[00:13:52.000 --> 00:13:54.000]  可能看笑話看笑片
[00:13:54.000 --> 00:13:56.000]  或者自己對著鏡子笑
[00:13:56.000 --> 00:13:58.000]  我隨便講三樣東西給你聽
[00:13:58.000 --> 00:14:00.000]  所以會發覺
[00:14:00.000 --> 00:14:02.000]  這個詩篇
[00:14:02.000 --> 00:14:04.000]  是講到原來
[00:14:04.000 --> 00:14:06.000]  神是由遠到近
[00:14:06.000 --> 00:14:08.000]  由你到我
[00:14:08.000 --> 00:14:10.000]  而提及我這麼多
[00:14:10.000 --> 00:14:12.000]  第四個就是講到
[00:14:12.000 --> 00:14:14.000]  這個詩篇是很安慰的詩篇
[00:14:14.000 --> 00:14:16.000]  很安慰的詩篇
[00:14:16.000 --> 00:14:18.000]  還有
[00:14:18.000 --> 00:14:20.000]  這個詩篇的結局很好
[00:14:20.000 --> 00:14:22.000]  美好的
[00:14:22.000 --> 00:14:24.000]  有時你看戲
[00:14:24.000 --> 00:14:26.000]  有時看劇集
[00:14:26.000 --> 00:14:28.000]  我發覺原來都很多人看劇集
[00:14:28.000 --> 00:14:30.000]  我最近聽一個牧師講到
[00:14:30.000 --> 00:14:32.000]  一個神樂園的教授講到
[00:14:32.000 --> 00:14:34.000]  他又引用了早前
[00:14:34.000 --> 00:14:36.000]  夜晚那齣叫
[00:14:36.000 --> 00:14:38.000]  什麼狼
[00:14:38.000 --> 00:14:40.000]  那齣叫什麼
[00:14:40.000 --> 00:14:42.000]  總之我看不入
[00:14:42.000 --> 00:14:44.000]  沒有一個明星角色
[00:14:44.000 --> 00:14:46.000]  很悶 悶到我直接不看他
[00:14:46.000 --> 00:14:48.000]  所以省了很多時間
[00:14:48.000 --> 00:14:50.000]  但是很多時候
[00:14:50.000 --> 00:14:52.000]  你看一齣那些戲
[00:14:52.000 --> 00:14:54.000]  你很希望結局是怎樣
[00:14:54.000 --> 00:14:56.000]  那些好人就不用死
[00:14:56.000 --> 00:14:58.000]  都要坐牢
[00:14:58.000 --> 00:15:00.000]  這樣才好
[00:15:00.000 --> 00:15:02.000]  但結果就是那個大壞蛋
[00:15:02.000 --> 00:15:04.000]  被他逃脫了
[00:15:04.000 --> 00:15:06.000]  其實是有原因的
[00:15:06.000 --> 00:15:08.000]  他想有下集
[00:15:08.000 --> 00:15:10.000]  下集大約就知道
[00:15:10.000 --> 00:15:12.000]  但這個詩篇的結局
[00:15:12.000 --> 00:15:14.000]  是很美麗的
[00:15:14.000 --> 00:15:16.000]  我請他住在夜話殿中
[00:15:16.000 --> 00:15:18.000]  直到永遠
[00:15:18.000 --> 00:15:20.000]  去到神一殿裡面
[00:15:20.000 --> 00:15:22.000]  去到永遠
[00:15:22.000 --> 00:15:24.000]  這個詩篇真的不簡單
[00:15:24.000 --> 00:15:26.000]  作者是誰呢
[00:15:26.000 --> 00:15:28.000]  作者是大衛王
[00:15:28.000 --> 00:15:30.000]  曾經是牧羊人
[00:15:30.000 --> 00:15:32.000]  他自己本身是做過牧羊人
[00:15:32.000 --> 00:15:34.000]  我有幾節經文
[00:15:34.000 --> 00:15:36.000]  首先是薩姆爾基相
[00:15:36.000 --> 00:15:38.000]  十六章十至十一次
[00:15:38.000 --> 00:15:40.000]  耶西叫他七個兒子
[00:15:40.000 --> 00:15:42.000]  都從薩姆爾面前經過
[00:15:42.000 --> 00:15:44.000]  薩姆爾對耶西說
[00:15:44.000 --> 00:15:46.000]  這些都不是耶和華所揀選的
[00:15:46.000 --> 00:15:48.000]  薩姆爾對耶西說
[00:15:48.000 --> 00:15:50.000]  你的兒子都在這裡了嗎
[00:15:50.000 --> 00:15:52.000]  他說
[00:15:52.000 --> 00:15:54.000]  我最小的看
[00:15:54.000 --> 00:15:56.000]  他正在放羊
