
[00:00:00.000 --> 00:00:10.000]  丙姊妹平安,先祝各位身體健康,不止出入平安,時時刻刻都經歷到主的平安。
[00:14:26.000 --> 00:14:30.000]  那些未信主的人,這個才是最大的「恩典」。
[00:14:30.000 --> 00:14:33.000]  「成為福音的僕人」,
[00:14:33.000 --> 00:14:36.000]  我們可能會想到這一個是一份「僕人」。
[00:14:36.000 --> 00:14:39.000]  說到「僕人」,可能是想到一份「功」。
[00:14:39.000 --> 00:14:44.000]  因為當今天我們正常人在社會裏面打一份「功」的話,
[00:14:44.000 --> 00:14:48.000]  講求的可能都是一些工作效益。
[00:14:48.000 --> 00:14:52.000]  講求的就是可能我們會見到有「回報」。
[00:14:52.000 --> 00:14:56.000]  因為對自己有益的地方,
[00:14:56.000 --> 00:14:58.000]  我們才可能會去打那份「功」,
[00:14:58.000 --> 00:15:00.000]  或者去做一個投資。
[00:15:00.000 --> 00:15:05.000]  例如,一個員工很用心去為公司做事的時候,
[00:15:05.000 --> 00:15:06.000]  有好的表現,
[00:15:06.000 --> 00:15:08.000]  他的「回報」是什麼呢?
[00:15:08.000 --> 00:15:10.000]  可能是由一個普通的職員,
[00:15:10.000 --> 00:15:12.000]  慢慢成為一個經理,
[00:15:12.000 --> 00:15:14.000]  又或者成為分行經理、總經理,
[00:15:14.000 --> 00:15:17.000]  或者是一個行政的主席。
[00:15:17.000 --> 00:15:19.000]  正常情況下,
[00:15:19.000 --> 00:15:23.000]  就是越努力,就能夠越賺取得到多的「回報」。
[00:15:23.000 --> 00:15:27.000]  可能是他的「人工」,可能是他的「地位」。
[00:15:27.000 --> 00:15:28.000]  我形容保羅,
[00:15:28.000 --> 00:15:31.000]  簡直是教會界的最高的行政人員。
[00:15:31.000 --> 00:15:34.000]  他的業務是興旺外邦的福音,
[00:15:34.000 --> 00:15:37.000]  擴展海外的事務。
[00:15:37.000 --> 00:15:39.000]  如果要講「回報」的話,
[00:15:39.000 --> 00:15:41.000]  那些「恩典」是什麼呢?
[00:15:41.000 --> 00:15:43.000]  會不會是很高的「人工」,
[00:15:43.000 --> 00:15:45.000]  或者受到很好的「待遇」?
[00:15:45.000 --> 00:15:47.000]  或者可能他去「全福音」的時候,
[00:15:47.000 --> 00:15:51.000]  坐「頭等」的「車」或者「機」去到「全福音」,
[00:15:51.000 --> 00:15:54.000]  沒有好吃的,都好住。
[00:15:54.000 --> 00:15:56.000]  但是大家看到,
[00:15:56.000 --> 00:15:57.000]  這一刻保羅所說的,
[00:15:57.000 --> 00:16:00.000]  要成為「僕人」的結果是什麼呢?
[00:16:00.000 --> 00:16:02.000]  是面對逼迫,
[00:16:02.000 --> 00:16:06.000]  是在一個不自由的空間裏面與世隔絕。
[00:16:06.000 --> 00:16:11.000]  是在監獄裏面坐了兩年多的時間。
[00:16:11.000 --> 00:16:14.000]  大家會認為打這一份工作,
[00:16:14.000 --> 00:16:16.000]  或者做這個投資,
[00:16:16.000 --> 00:16:19.000]  到底是正確還是失敗呢?
[00:16:19.000 --> 00:16:23.000]  保羅說這個結果都是神的「恩典」。
[00:16:23.000 --> 00:16:26.000]  保羅是不是瘋了呢?
[00:16:26.000 --> 00:16:29.000]  作為一個傳道人,
[00:16:29.000 --> 00:16:31.000]  有時或者很多時,
[00:16:31.000 --> 00:16:33.000]  我都會跟神計較的。
[00:16:33.000 --> 00:16:34.000]  我會計較什麼呢?
[00:16:34.000 --> 00:16:38.000]  我會想,我將自己人生的計劃,
[00:16:38.000 --> 00:16:42.000]  我的所有時間,我的努力都交給神了。
[00:16:42.000 --> 00:16:44.000]  但是我的回報是什麼呢?
[00:16:44.000 --> 00:16:45.000]  為什麼我都會有時面對,
[00:16:45.000 --> 00:16:48.000]  人生這麼多的挑戰和困難呢?
[00:16:48.000 --> 00:16:52.000]  可能家人都會因病入院,
[00:16:52.000 --> 00:16:54.000]  或者很多困難的時候,
[00:16:54.000 --> 00:16:56.000]  有時服侍的時間,
[00:16:56.000 --> 00:17:00.000]  可能都會給人一些意見。
[00:17:00.000 --> 00:17:03.000]  好像一個吃力不討好的工作,
[00:17:03.000 --> 00:17:05.000]  為什麼要繼續做呢?
[00:17:05.000 --> 00:17:08.000]  為什麼神在當中不恩典我呢?
[00:17:08.000 --> 00:17:12.000]  我都會這樣跟神計較。
[00:17:12.000 --> 00:17:15.000]  我們有時服侍的時候,
[00:17:15.000 --> 00:17:18.000]  會不會都有跟神計較的時候呢?
[00:17:18.000 --> 00:17:20.000]  要去幫忙,
[00:17:20.000 --> 00:17:22.000]  我們可能會想有沒有好處,
[00:17:22.000 --> 00:17:26.000]  或者我知道大家應該不是那麼「屎繪」。
[00:17:26.000 --> 00:17:28.000]  但是可能會想到,
[00:17:28.000 --> 00:17:29.000]  當有時要去服侍的時候,
[00:17:29.000 --> 00:17:31.000]  我們會想很久,
[00:17:31.000 --> 00:17:33.000]  我們會想自己這一點不行,
[00:17:33.000 --> 00:17:35.000]  甚至可能會想,
[00:17:35.000 --> 00:17:38.000]  人家會怎樣看我做這個侍奉呢?
[00:17:38.000 --> 00:17:39.000]  想一想,
[00:17:39.000 --> 00:17:45.000]  就錯過了神賜恩點給我們去服侍祂的時間。
[00:17:45.000 --> 00:17:46.000]  我感恩的是,
[00:17:46.000 --> 00:17:49.000]  保羅不是用世俗的眼光去看服侍,
[00:17:49.000 --> 00:17:51.000]  不然就大件事了。
[00:17:51.000 --> 00:17:53.000]  他的禱告提醒了我,
[00:17:53.000 --> 00:17:56.000]  原來服侍神不是講回報,
[00:17:56.000 --> 00:17:59.000]  不是跟神計較才去服侍,
[00:17:59.000 --> 00:18:03.000]  計算得到,計算好才去服侍。
[00:18:03.000 --> 00:18:07.000]  服侍原來是看到創造主,
[00:18:07.000 --> 00:18:09.000]  讓你有份參與,
[00:18:09.000 --> 00:18:10.000]  能夠被神呼召,
[00:18:10.000 --> 00:18:13.000]  能夠為神傳福音給外邦人,
[00:18:13.000 --> 00:18:15.000]  未信主的人,
[00:18:15.000 --> 00:18:17.000]  這個是恩典。
[00:18:17.000 --> 00:18:20.000]  我也想起上個月六靈修的時候,
[00:18:20.000 --> 00:18:22.000]  看到歷代之上,
[00:18:22.000 --> 00:18:24.000]  最後大衛領受了,
[00:18:24.000 --> 00:18:27.000]  要為神興奠聖殿。
[00:18:27.000 --> 00:18:29.000]  有了天上的樣式,
[00:18:29.000 --> 00:18:31.000]  天上聖所的樣式,
[00:18:31.000 --> 00:18:33.000]  他就交給所羅門了。
[00:18:33.000 --> 00:18:36.000]  他就鼓勵百姓去奉獻金銀去參與,
[00:18:36.000 --> 00:18:38.000]  而大家的回應是,
[00:18:38.000 --> 00:18:40.000]  他們樂意去服侍。
[00:18:40.000 --> 00:18:42.000]  從神學的角度去看,
[00:18:42.000 --> 00:18:44.000]  創造天地,
[00:18:44.000 --> 00:18:46.000]  神是創造天地,
[00:18:46.000 --> 00:18:47.000]  天是祂的座位,
[00:18:47.000 --> 00:18:49.000]  地是祂的腳凳。
[00:18:49.000 --> 00:18:51.000]  我們人能夠參與,
[00:18:51.000 --> 00:18:53.000]  為祂興建殿宇,
[00:18:53.000 --> 00:18:56.000]  是一件我們很難想像的事。
[00:18:56.000 --> 00:18:58.000]  因為我們會將地上短暫的,
[00:18:58.000 --> 00:19:00.000]  會扭壞的金錢,
[00:19:00.000 --> 00:19:02.000]  寶石這些物質去興建,
[00:19:02.000 --> 00:19:06.000]  反照天上聖所的樣式的聖殿。
[00:19:06.000 --> 00:19:08.000]  這個是何等的恩典?
[00:19:08.000 --> 00:19:11.000]  因為我們知道,
[00:19:11.000 --> 00:19:13.000]  為誰去服侍,
[00:19:13.000 --> 00:19:15.000]  為誰去建殿,
[00:19:15.000 --> 00:19:18.000]  才是那個恩典。
[00:19:18.000 --> 00:19:21.000]  原來能夠樂意為神侍奉,
[00:19:21.000 --> 00:19:23.000]  是恩典。
[00:19:23.000 --> 00:19:25.000]  當能夠被神去揀選侍奉的時候,
[00:19:25.000 --> 00:19:26.000]  也是恩典。
[00:19:26.000 --> 00:19:27.000]  於是我就想,
[00:19:27.000 --> 00:19:29.000]  我的侍奉就很不一樣了。
[00:19:29.000 --> 00:19:31.000]  譬如剛才我們奉獻的時候,
[00:19:31.000 --> 00:19:33.000]  原來能夠奉獻是恩典。
[00:19:33.000 --> 00:19:35.000]  原來我們每個星期,
[00:19:35.000 --> 00:19:37.000]  回到小組去建立弟兄姊妹,
[00:19:37.000 --> 00:19:38.000]  是恩典。
[00:19:38.000 --> 00:19:40.000]  原來我們在病患裏面,
[00:19:40.000 --> 00:19:41.000]  在危難裏面,
[00:19:41.000 --> 00:19:43.000]  經歷到神的保守,
[00:19:43.000 --> 00:19:45.000]  是神的恩典。
[00:19:45.000 --> 00:19:48.000]  當保羅明白這個恩典的時候,
[00:19:48.000 --> 00:19:51.000]  他就謙卑跪在神的面前,
[00:19:51.000 --> 00:19:54.000]  為教會去禱告。
[00:19:54.000 --> 00:19:55.000]  提外話,
[00:19:55.000 --> 00:19:57.000]  就是原來猶太人祈禱,
[00:19:57.000 --> 00:19:59.000]  多數都是站在那裏祈禱的。
[00:19:59.000 --> 00:20:02.000]  他們會雙手舉高向神仰望,
[00:20:02.000 --> 00:20:04.000]  但是保羅這一刻,
[00:20:04.000 --> 00:20:07.000]  他是屈膝跪下在神面前。
[00:20:07.000 --> 00:20:11.000]  表達的是他對神的絕對的信服。
[00:20:11.000 --> 00:20:13.000]  他知道唯有神,
[00:20:13.000 --> 00:20:16.000]  才是那個有主權賜恩的神。
[00:20:16.000 --> 00:20:18.000]  他的禱告就好像耶穌,
[00:20:18.000 --> 00:20:21.000]  在赫西瑪利園的行節的禱告一樣。
[00:20:25.000 --> 00:20:27.000]  當保羅向教會重提,
[00:20:27.000 --> 00:20:30.000]  在神裏面有豐盛的恩典的時候,
[00:20:30.000 --> 00:20:33.000]  他謙卑地為教會去禱告。
[00:20:33.000 --> 00:20:35.000]  他為聖徒,
[00:20:35.000 --> 00:20:39.000]  向天父提出了四個祈禱的內容。
[00:20:39.000 --> 00:20:41.000]  第十六節這樣說:
[00:20:41.000 --> 00:20:44.000]  求祂按住祂榮耀的豐盛,
[00:20:44.000 --> 00:20:45.000]  藉著祂的靈,
[00:20:45.000 --> 00:20:47.000]  用大能使你們內在的人,
[00:20:47.000 --> 00:20:49.000]  光強起來。
[00:20:49.000 --> 00:20:51.000]  好讓基督藉著你們的信,
[00:20:51.000 --> 00:20:53.000]  住在你們的心裏面,
[00:20:53.000 --> 00:20:57.000]  使你們既然在愛中紮根建基,
[00:20:57.000 --> 00:21:04.000]  就能與眾聖徒一起領悟基督的愛是何等多麼祥闊高深。
[00:21:04.000 --> 00:21:09.000]  就是明白基督那遠超人所能夠明白的愛,
[00:21:09.000 --> 00:21:12.000]  好讓神的一切豐盛充滿你們。
[00:21:12.000 --> 00:21:15.000]  光強起來。
[00:21:15.000 --> 00:21:18.000]  以忽所教會福音興旺,
[00:21:18.000 --> 00:21:25.000]  又建立了一大大教會,
[00:21:25.000 --> 00:21:27.000]  祂為何榮耀呢?
[00:21:27.000 --> 00:21:29.000]  就是要光強起來。
[00:21:29.000 --> 00:21:32.000]  保羅為教會光強起來的原因,
[00:21:32.000 --> 00:21:34.000]  要看十三節。
[00:21:34.000 --> 00:21:35.000]  十三節這樣說:
[00:21:35.000 --> 00:21:37.000]  我懇求教會不要因我,
[00:21:37.000 --> 00:21:40.000]  為你們所受的苦而沮喪,
[00:21:40.000 --> 00:21:42.000]  這正是你們的榮耀。
[00:21:42.000 --> 00:21:45.000]  雖然見證到福音的興旺,
[00:21:45.000 --> 00:21:48.000]  但其實教會並非想像中那麼光強,
[00:21:48.000 --> 00:21:51.000]  或許信徒也有軟弱的一面,
[00:21:51.000 --> 00:21:56.000]  正正就是以忽所這一刻面對的沮喪之中。
[00:21:56.000 --> 00:21:59.000]  保羅記錄了教會真實的一面,
[00:21:59.000 --> 00:22:02.000]  面對逼迫,面對受害,
[00:22:02.000 --> 00:22:04.000]  人很自然就會覺得沮喪。
[00:22:04.000 --> 00:22:09.000]  沮喪的意思就是已經去到一個沒有動力,
[00:22:09.000 --> 00:22:12.000]  甚至想放棄持守信仰的地步。
[00:22:12.000 --> 00:22:15.000]  教會見到屬靈的領袖被囚,
[00:22:15.000 --> 00:22:18.000]  一個滿有能力、被尊崇的領袖被囚,
[00:22:18.000 --> 00:22:21.000]  領袖這一刻在獄中受苦,
[00:22:21.000 --> 00:22:25.000]  可能因為這個結局,教會沮喪。
[00:22:25.000 --> 00:22:30.000]  教會在這一刻好像活在一個很自由的地方,
[00:22:30.000 --> 00:22:32.000]  他們想做什麼就做什麼,
[00:22:32.000 --> 00:22:35.000]  城市又那麼豐盛,物質又那麼豐富,
[00:22:35.000 --> 00:22:37.000]  理應應該很開心的,
[00:22:37.000 --> 00:22:39.000]  但保羅說他們並非如此,
[00:22:39.000 --> 00:22:42.000]  他們活在沮喪之中。
[00:22:42.000 --> 00:22:48.000]  可能是教會不明白為什麼保羅為神做事,
[00:22:48.000 --> 00:22:51.000]  到最後他最終是被囚。
[00:22:51.000 --> 00:22:55.000]  可能他們會想到我們為保羅祈禱很久,
[00:22:55.000 --> 00:23:00.000]  但為什麼神沒有幫助保羅脫離困境而沮喪?
[00:23:00.000 --> 00:23:04.000]  這個會不會都是我們有時的狀態呢?
[00:23:04.000 --> 00:23:08.000]  但保羅在這個痛苦和死亡的邊緣之中,
[00:23:08.000 --> 00:23:12.000]  他相反為了在監獄外的人發出安慰,
[00:23:12.000 --> 00:23:15.000]  他叫教會要剛強,
[00:23:15.000 --> 00:23:18.000]  叫教會內在的人要剛強起來,
[00:23:18.000 --> 00:23:20.000]  藉著聖靈的大能,
[00:23:20.000 --> 00:23:24.000]  也藉著我們的相信讓基督住在我們裡面。
