
[00:00:00.000 --> 00:00:03.520]  我哋呢段時間講好多人嘅,人物,即係港獨裏面
[00:03:11.700 --> 00:03:16.700]  倒晒呢,呢個向高倒係耶穌嘅頭上面
[00:03:16.700 --> 00:03:21.700]  周圍嘅人,有咩反應?
[00:03:21.700 --> 00:03:23.700]  真係好晒呀
[00:03:23.700 --> 00:03:28.700]  如果你喺身邊呢,我諗你都會咁諗嘅,係咪?
[00:03:28.700 --> 00:03:32.700]  可能倒一蓋已經夠啦,係咪?
[00:03:32.700 --> 00:03:34.700]  好激烈嘅行動,我睇落去
[00:03:34.700 --> 00:03:37.700]  好啦,咁呀,耶穌為佢辯護
[00:03:37.700 --> 00:03:39.700]  女人辯護,個女人無出過一句聲
[00:03:39.700 --> 00:03:41.700]  耶穌為佢做辯護啦
[00:03:41.700 --> 00:03:44.700]  佢嘅辯護去到最後,佢講一句句說話
[00:03:44.700 --> 00:03:46.700]  我覺得呢句說話好震震撼㗎喎
[00:03:46.700 --> 00:03:48.700]  佢講咩嘢呢?
[00:03:48.700 --> 00:03:50.700]  佢話,我實在告訴你哋
[00:03:50.700 --> 00:03:55.700]  普天之下,無論在甚麼地方傳這福音
[00:03:55.700 --> 00:04:00.700]  也要說說這女人所做的以為紀念
[00:04:00.700 --> 00:04:02.700]  呢個評價係點樣?
[00:04:02.700 --> 00:04:04.700]  嘩,真係細飛哩
[00:04:04.700 --> 00:04:08.700]  我中間好多人都傳福音㗎喎
[00:04:08.700 --> 00:04:12.700]  無論你講三福,無論你講五色珠
[00:04:12.700 --> 00:04:14.700]  你會唔會講呢個女人做嗰啲嘢呢?
[00:04:14.700 --> 00:04:16.700]  好似唔係好記得㗎嘛
[00:04:16.700 --> 00:04:18.700]  耶穌話唔係㗎喎
[00:04:18.700 --> 00:04:22.700]  你要講,都要講熟呢件事
[00:04:22.700 --> 00:04:24.700]  咁呢個係咩意思呢?
[00:04:24.700 --> 00:04:26.700]  咩意思呢,我哋等下再探討啦
[00:04:26.700 --> 00:04:28.700]  但係其實我哋肯定睇落去嘅
[00:04:28.700 --> 00:04:30.700]  就係耶穌嘅評價如何
[00:04:30.700 --> 00:04:32.700]  嘩,不得了,呢個女人做呢件事
[00:04:32.700 --> 00:04:34.700]  周圍嘅人對佢有非議
[00:04:34.700 --> 00:04:37.700]  周圍嘅人對佢有唔同嘅睇法
[00:04:37.700 --> 00:04:40.700]  覺得唔應該或者唔需要咁樣做
[00:04:40.700 --> 00:04:42.700]  但係耶穌唔係咁睇啦
[00:04:42.700 --> 00:04:44.700]  如果你做一件事,周圍嘅人都有非議
[00:04:44.700 --> 00:04:47.700]  但係耶穌做嘅嘢好犀利
[00:04:47.700 --> 00:04:49.700]  將來喺天上面,全遍天下
[00:04:49.700 --> 00:04:51.700]  呢啲點樣都會
[00:04:51.700 --> 00:04:53.700]  抵唔抵做呀?
[00:04:53.700 --> 00:04:55.700]  抵做啦,幾多錢都抵啦
[00:04:55.700 --> 00:04:57.700]  咁其實呢個女人
[00:04:57.700 --> 00:05:00.700]  佢做嘅嘢同埋耶穌嘅評價
[00:05:00.700 --> 00:05:02.700]  帶畀我哋有啲咩嘅反省呢?
[00:05:02.700 --> 00:05:04.700]  我想睇呢樣嘢
[00:05:04.700 --> 00:05:06.700]  呢段經文係想話畀我哋聽
[00:05:06.700 --> 00:05:08.700]  耶穌同周圍嘅人唔同嘅評價
[00:05:08.700 --> 00:05:10.700]  帶畀我哋嘅
[00:05:10.700 --> 00:05:12.700]  對我哋內在生命嘅
[00:05:12.700 --> 00:05:15.700]  我哋嘅一個咩嘅指引呢?指示呢?
[00:05:15.700 --> 00:05:17.700]  我想講下啲嘅場景先啦
[00:05:17.700 --> 00:05:19.700]  即係發生呢件事周圍嘅事
[00:05:19.700 --> 00:05:21.700]  咁樣,因為呢都有啲影響嘅
[00:05:21.700 --> 00:05:23.700]  當日呢其實
[00:05:23.700 --> 00:05:25.700]  大概就係耶穌
[00:05:25.700 --> 00:05:27.700]  佢最後啦,即係佢人生嘅最後
[00:05:27.700 --> 00:05:29.700]  嗰個禮拜,佢去到耶路撒冷嘅地方
[00:05:29.700 --> 00:05:31.700]  佢要面對
[00:05:31.700 --> 00:05:33.700]  十字架嘅路
[00:05:33.700 --> 00:05:35.700]  OK,咁佢入城啦,係咪?
[00:05:35.700 --> 00:05:37.700]  然之後呢就,嗰個星期
[00:05:37.700 --> 00:05:39.700]  發生咗好多事嘅
[00:05:39.700 --> 00:05:41.700]  星期一,之前,即係前一兩章講
[00:05:41.700 --> 00:05:43.700]  星期一,耶穌入咗耶路撒冷
[00:05:43.700 --> 00:05:45.700]  佢第一件事做呢,就潔淨聖殿
[00:05:45.700 --> 00:05:47.700]  推冧哂嗰啲人買賣
[00:05:47.700 --> 00:05:49.700]  話呢個殿係土國嘅殿
[00:05:49.700 --> 00:05:51.700]  我父嘅殿,你將佢搞到窩哂
[00:05:51.700 --> 00:05:53.700]  推冧哂佢呀,推哂啲人呀
[00:05:53.700 --> 00:05:55.700]  走呀,推哂啲牛羊呀
[00:05:55.700 --> 00:05:57.700]  走哂呀,唔畀啲人做買賣
[00:05:57.700 --> 00:05:59.700]  咁呢個結果就係點呢?
[00:05:59.700 --> 00:06:01.700]  嗰啲管理呢個殿
[00:06:01.700 --> 00:06:03.700]  嗰啲人呢,嗰啲嘅祭司長
[00:06:03.700 --> 00:06:05.700]  文士,好激氣
[00:06:05.700 --> 00:06:07.700]  好嬲,所以聖經就講呢
[00:06:07.700 --> 00:06:09.700]  佢哋已經商議緊
[00:06:09.700 --> 00:06:11.700]  幾時候可以捉耶穌
[00:06:11.700 --> 00:06:13.700]  捉佢,甚至要殺佢
[00:06:13.700 --> 00:06:15.700]  已經係咁,其實呢個衝突
[00:06:15.700 --> 00:06:17.700]  係早,一路由
[00:06:17.700 --> 00:06:19.700]  馬可福音第二章已經開始講呢件事
[00:06:19.700 --> 00:06:21.700]  衝突,佢哋呢度係白熱化
[00:06:21.700 --> 00:06:23.700]  星期一發生呢件事
[00:06:23.700 --> 00:06:25.700]  跟住夜晚就走啦
[00:06:25.700 --> 00:06:27.700]  唔知去咗邊
[00:06:27.700 --> 00:06:29.700]  星期二再出現
[00:06:29.700 --> 00:06:31.700]  今次係聖殿嘅裏面
[00:06:31.700 --> 00:06:33.700]  耶穌就大鬧啲人
[00:06:33.700 --> 00:06:35.700]  好多祭司文士鬧佢哋,你哋窩哂
[00:06:35.700 --> 00:06:37.700]  你哋係假冒為善
[00:06:37.700 --> 00:06:39.700]  你哋係好有問題嘅
[00:06:39.700 --> 00:06:41.700]  鬧佢哋係好勁嘅,好緊要嘅
[00:06:41.700 --> 00:06:43.700]  更加之激起咗
[00:06:43.700 --> 00:06:45.700]  嗰啲法利賽人嗰啲嘅
[00:06:45.700 --> 00:06:47.700]  宗教領袖嘅不滿
[00:06:47.700 --> 00:06:49.700]  於是佢哋繼續商量,點樣去整死
[00:06:49.700 --> 00:06:51.700]  耶穌,點樣去殺佢,越嚟越嬲
[00:06:51.700 --> 00:06:53.700]  個氣氛係咁樣
[00:06:53.700 --> 00:06:55.700]  不過佢哋要擔心一件事
[00:06:55.700 --> 00:06:57.700]  因為當時近如月節,好多人
[00:06:57.700 --> 00:06:59.700]  嚟到聖二十三等嘅地方
[00:06:59.700 --> 00:07:01.700]  去過節
[00:07:01.700 --> 00:07:03.700]  特別有好多人係來自加利利
[00:07:03.700 --> 00:07:05.700]  即係耶穌嗰個同鄉嘅地方
[00:07:05.700 --> 00:07:07.700]  好多人擁戴佢
[00:07:07.700 --> 00:07:09.700]  佢哋覺得唔可以喺人群中間
[00:07:09.700 --> 00:07:11.700]  雖然佢哋有兵有權
[00:07:11.700 --> 00:07:13.700]  但係喐手嘩啲百姓
[00:07:13.700 --> 00:07:15.700]  佢哋會混亂
[00:07:15.700 --> 00:07:17.700]  唔好亂嚟,要搵機會
[00:07:17.700 --> 00:07:19.700]  星期二係咁,星期三就發生咗呢一幕
[00:07:19.700 --> 00:07:21.700]  跟住嗰日
[00:07:21.700 --> 00:07:23.700]  就發生咗喺呢個伯大利嘅地方
[00:07:23.700 --> 00:07:25.700]  耶穌畀呢個女人
[00:07:25.700 --> 00:07:27.700]  高末呢件事
[00:07:27.700 --> 00:07:29.700]  跟住星期四嗰晚
[00:07:29.700 --> 00:07:31.700]  就係最後嘅晚餐
[00:07:31.700 --> 00:07:33.700]  喺嗰晚食完晚餐之後
[00:07:33.700 --> 00:07:35.700]  跟住耶穌就被捉
[00:07:35.700 --> 00:07:37.700]  夜晚半夜嘅時候
[00:07:37.700 --> 00:07:39.700]  被捉去到
[00:07:39.700 --> 00:07:41.700]  祭司獎
[00:07:41.700 --> 00:07:43.700]  去到比拉多個面前受審
[00:07:43.700 --> 00:07:45.700]  星期五嘅晨早
[00:07:45.700 --> 00:07:47.700]  一天光就審佢
[00:07:47.700 --> 00:07:49.700]  結果好快脫,一個上午經歷咗幾個審訊
[00:07:49.700 --> 00:07:51.700]  中午到
[00:07:51.700 --> 00:07:53.700]  星期五嘅中午到就判死刑
[00:07:53.700 --> 00:07:55.700]  十字架
[00:07:55.700 --> 00:07:57.700]  跟住即刻帶上去刑場
[00:07:57.700 --> 00:07:59.700]  大概晏晝到
[00:07:59.700 --> 00:08:01.700]  釘十字架,大概三四點到
[00:08:01.700 --> 00:08:03.700]  耶穌就喺十字架上面斷氣
[00:08:03.700 --> 00:08:05.700]  大概呢個星期咁樣過
[00:08:05.700 --> 00:08:07.700]  好啦,喺呢個
[00:08:07.700 --> 00:08:09.700]  應該如果按正馬可
[00:08:09.700 --> 00:08:11.700]  第二啲呼音書可能有少少唔同
[00:08:11.700 --> 00:08:13.700]  但呢馬可呢就
[00:08:13.700 --> 00:08:15.700]  記載大概星期三
[00:08:15.700 --> 00:08:17.700]  發生咗呢件事,仲有呢
[00:08:17.700 --> 00:08:19.700]  佢記載嘅時候呢,喺第十四章嘅
[00:08:19.700 --> 00:08:21.700]  喺呢段經文嘅前面嗰兩節
[00:08:21.700 --> 00:08:23.700]  十四章嘅第一節
[00:08:23.700 --> 00:08:25.700]  第二節呢,特別強調
[00:08:25.700 --> 00:08:27.700]  嗰種嘅氣氛,嗰度話咩呢
[00:08:27.700 --> 00:08:29.700]  過兩天就視如月節
[00:08:29.700 --> 00:08:31.700]  又視除教節,祭司獎和文士
[00:08:31.700 --> 00:08:33.700]  想發指點
[00:08:33.700 --> 00:08:35.700]  用詭計捉拿耶穌
[00:08:35.700 --> 00:08:37.700]  想殺佢
[00:08:37.700 --> 00:08:39.700]  指示說當節的日子不可
[00:08:39.700 --> 00:08:41.700]  恐怕百姓生亂
[00:08:41.700 --> 00:08:43.700]  大家明白個氣氛其實好緊張
[00:08:43.700 --> 00:08:45.700]  喺屋裏面就似乎好溫馨
[00:08:45.700 --> 00:08:47.700]  但出面就好緊張
[00:08:47.700 --> 00:08:49.700]  好危險
[00:08:49.700 --> 00:08:51.700]  呢件事完咗之後呢,第十節
[00:08:51.700 --> 00:08:53.700]  跟住嗰段經文
[00:08:53.700 --> 00:08:55.700]  就講一件事發生
[00:08:55.700 --> 00:08:57.700]  十二個門徒中間有一個人
[00:08:57.700 --> 00:08:59.700]  就係加略人猶大
[00:08:59.700 --> 00:09:01.700]  佢出去見祭司獎
[00:09:01.700 --> 00:09:03.700]  大家都知,佢諗住
[00:09:03.700 --> 00:09:05.700]  話畀佢聽,我會搵個機會
[00:09:05.700 --> 00:09:07.700]  讓你哋可以
[00:09:07.700 --> 00:09:09.700]  漏夜冇咁多人嘅時候
[00:09:09.700 --> 00:09:11.700]  就可以捉耶穌
[00:09:11.700 --> 00:09:13.700]  喺嗰時你捉佢就安全啲
[00:09:13.700 --> 00:09:15.700]  同佢哋就交換
[00:09:15.700 --> 00:09:17.700]  用咗三十錢
[00:09:17.700 --> 00:09:19.700]  嘅銀紙買賣
[00:09:19.700 --> 00:09:21.700]  讓佢可以成為一個出賣
[00:09:21.700 --> 00:09:23.700]  耶穌嘅人
[00:09:23.700 --> 00:09:25.700]  呢段經文呢,專登
[00:09:25.700 --> 00:09:27.700]  馬可擺喺兩
[00:09:27.700 --> 00:09:29.700]  小段嘅中間,兩小段
[00:09:29.700 --> 00:09:31.700]  都係講緊耶穌面對嘅危險
[00:09:31.700 --> 00:09:33.700]  嗰啲人點樣諗住
[00:09:33.700 --> 00:09:35.700]  害耶穌嘅,所以更加突出
[00:09:35.700 --> 00:09:37.700]  咗呢段經文,呢個女人做嘅嘢
[00:09:37.700 --> 00:09:39.700]  更加係嗰種嘅色彩係完全
[00:09:39.700 --> 00:09:41.700]  唔同嘅,一個好想耶穌死
[00:09:41.700 --> 00:09:43.700]  好想害佢
[00:09:43.700 --> 00:09:45.700]  用盡奸計,為咗三十
[00:09:45.700 --> 00:09:47.700]  錢銀紙,但呢個女人呢
[00:09:47.700 --> 00:09:49.700]  點呀,係用咗
[00:09:49.700 --> 00:09:51.700]  三十兩嘅銀紙
[00:09:51.700 --> 00:09:53.700]  呢件咁貴重嘅嘢
[00:09:53.700 --> 00:09:55.700]  做喺耶穌嘅身上面
[00:09:55.700 --> 00:09:57.700]  佢係一個好突出
[00:09:57.700 --> 00:09:59.700]  咗嗰種好唔同嘅
[00:09:59.700 --> 00:10:01.700]  氣氛嚟嘅,我哋睇返
[00:10:01.700 --> 00:10:03.700]  耶穌喺呢度
[00:10:03.700 --> 00:10:05.700]  佢對呢個女人
[00:10:05.700 --> 00:10:07.700]  有咁高嘅評價,但俾我哋
[00:10:07.700 --> 00:10:09.700]  我想分享三個反省
[00:10:09.700 --> 00:10:11.700]  第一個就係,喺耶穌嘅眼中
[00:10:11.700 --> 00:10:13.700]  當佢做呢樣嘢嘅時候
[00:10:13.700 --> 00:10:15.700]  我覺得呢段經文係好想
[00:10:15.700 --> 00:10:17.700]  話俾我哋聽,當我哋服事
[00:10:17.700 --> 00:10:19.700]  當我哋話我哋要去服侍奉
[00:10:19.700 --> 00:10:21.700]  無論係對人,無論係對神
[00:10:21.700 --> 00:10:23.700]  甚至係對自己都好
[00:10:23.700 --> 00:10:25.700]  我哋要
[00:10:25.700 --> 00:10:27.700]  常常要檢視
[00:10:27.700 --> 00:10:29.700]  我哋嘅價值觀
[00:10:29.700 --> 00:10:31.700]  呢個女人
[00:10:31.700 --> 00:10:33.700]  打爛咗個浴瓶
[00:10:33.700 --> 00:10:35.700]  淋啲香膏
[00:10:35.700 --> 00:10:37.700]  喺耶穌嘅頭上面
[00:10:37.700 --> 00:10:39.700]  用香膏用哂啦,唔再
[00:10:39.700 --> 00:10:41.700]  保留啦,呢個係佢嘅做法
[00:10:41.700 --> 00:10:43.700]  咁呢啲香膏呢,聖經形容佢為
[00:10:43.700 --> 00:10:45.700]  真拿達香膏
[00:10:45.700 --> 00:10:47.700]  拿達係一種植物嘅名稱嚟嘅
[00:10:47.700 --> 00:10:49.700]  拿達香膏大概係呢
[00:10:49.700 --> 00:10:51.700]  研究就話應該係來自印度
[00:10:51.700 --> 00:10:53.700]  嗰邊嘅某種植物
[00:10:53.700 --> 00:10:55.700]  提煉出嚟嘅,印度都
[00:10:55.700 --> 00:10:57.700]  好遠㗎喎,對於佢哋嚟講
[00:10:57.700 --> 00:10:59.700]  中東嘅地方,好遠嘅地方
[00:10:59.700 --> 00:11:01.700]  運嚟嘅,啲好名貴嘅
[00:11:01.700 --> 00:11:03.700]  香,即係咁香膏
[00:11:03.700 --> 00:11:05.700]  有少少今日似啲女士
[00:11:05.700 --> 00:11:07.700]  用嗰啲香水,即係咁樣嘅
[00:11:07.700 --> 00:11:09.700]  性質嘅,咁呀
[00:11:09.700 --> 00:11:11.700]  我琴晚就講SKII
[00:11:11.700 --> 00:11:13.700]  啲人就笑我,即係知我真係唔識嘢
[00:11:13.700 --> 00:11:15.700]  哈哈哈
[00:11:15.700 --> 00:11:17.700]  哈哈哈
[00:11:17.700 --> 00:11:19.700]  咁呀應該用
[00:11:19.700 --> 00:11:21.700]  Chanel好似好啲嘅
[00:11:21.700 --> 00:11:23.700]  係咪,我識啲啦
[00:11:23.700 --> 00:11:27.700]  香水
[00:11:27.700 --> 00:11:29.700]  即係一種
[00:11:29.700 --> 00:11:31.700]  一種好名貴嘅香料嚟嘅
[00:11:31.700 --> 00:11:33.700]  係讓一個人呢
[00:11:33.700 --> 00:11:35.700]  塗落之後係可能,特別係宴會嘅場合
[00:11:35.700 --> 00:11:37.700]  佢裏面呢,如果你用一啲
[00:11:37.700 --> 00:11:39.700]  淋喺一個人嘅頭上面呢,其實係有一種
[00:11:39.700 --> 00:11:41.700]  好能夠令到滿室生香
[00:11:41.700 --> 00:11:43.700]  即係嗰種嘅氣氛嚟嘅
[00:11:43.700 --> 00:11:45.700]  係一種好名貴嘅物料嚟㗎啦
[00:11:45.700 --> 00:11:47.700]  係咪,咁呀
[00:11:47.700 --> 00:11:49.700]  佢可以賣三十幾兩銀紙
[00:11:49.700 --> 00:11:51.700]  即係幾多呢
[00:11:51.700 --> 00:11:53.700]  我哋都有種想像好啲㗎嘛
[00:11:53.700 --> 00:11:55.700]  三十幾兩銀紙呢,大概係等於當日嘅
[00:11:55.700 --> 00:11:57.700]  一個人嘅
[00:11:57.700 --> 00:11:59.700]  一年嘅人工
[00:11:59.700 --> 00:12:03.700]  即係咁我哋想像到啦
[00:12:03.700 --> 00:12:05.700]  一年嘅人工,計返香港
[00:12:05.700 --> 00:12:07.700]  一年嘅人工大概幾錢呢,平均嚟講
[00:12:07.700 --> 00:12:09.700]  香港入息中位數呀
[00:12:09.700 --> 00:12:11.700]  我睇過上網check過
[00:12:11.700 --> 00:12:13.700]  2013年香港人,每一個人嘅
[00:12:13.700 --> 00:12:15.700]  入息中位數呢,萬三蚊到啦
[00:12:15.700 --> 00:12:17.700]  平均,一年嘅人工
[00:12:17.700 --> 00:12:19.700]  15萬到
[00:12:19.700 --> 00:12:21.700]  即係用一樽嘢
[00:12:21.700 --> 00:12:23.700]  15萬,一嘢用哂
[00:12:23.700 --> 00:12:27.700]  所以你都會話,使唔使呀
[00:12:27.700 --> 00:12:29.700]  我估你都會咁諗嘅
[00:12:29.700 --> 00:12:31.700]  我都會啦,係咪先
[00:12:31.700 --> 00:12:33.700]  你要香咋嘛,令少少一個已經得㗎啦
[00:12:33.700 --> 00:12:35.700]  點解你要用哂成罐呢
[00:12:35.700 --> 00:12:37.700]  用完之後個樽
[00:12:37.700 --> 00:12:39.700]  樽都爛埋,係咪
[00:12:39.700 --> 00:12:41.700]  咁呀,甚至佢哋嘅理由係咩呢
[00:12:41.700 --> 00:12:43.700]  佢哋話,可以賣
[00:12:43.700 --> 00:12:45.700]  個衫多得銀紙,有意義㗎喎
[00:12:45.700 --> 00:12:47.700]  周濟窮人喎
[00:12:47.700 --> 00:12:49.700]  即係佢哋唔係啲錢亂用㗎嘛
[00:12:49.700 --> 00:12:51.700]  即係有個價值判斷就係話
[00:12:51.700 --> 00:12:53.700]  可以用呢啲錢
[00:12:53.700 --> 00:12:55.700]  用喺好多有需要嘅人嘅身上面
[00:12:55.700 --> 00:12:57.700]  咁咪仲有意義啦
[00:12:57.700 --> 00:12:59.700]  係咪意思即係話咁呀嘛
[00:12:59.700 --> 00:13:01.700]  所以耶穌
[00:13:01.700 --> 00:13:03.700]  為呢個女人辯護呢
[00:13:03.700 --> 00:13:05.700]  其實佢係要我哋
[00:13:05.700 --> 00:13:07.700]  重新諗過,乜嘢係重要
[00:13:07.700 --> 00:13:09.700]  好似佢針對緊呢
[00:13:09.700 --> 00:13:11.700]  即係呢一點嘛
[00:13:11.700 --> 00:13:13.700]  咩叫做浪費呢
[00:13:13.700 --> 00:13:15.700]  即係話,一樣嘢好名貴㗎
[00:13:15.700 --> 00:13:17.700]  好名貴㗎,不過呢
[00:13:17.700 --> 00:13:19.700]  用喺嗰個地方,唔係咁值得
[00:13:19.700 --> 00:13:21.700]  咁就浪費囉
[00:13:21.700 --> 00:13:23.700]  係咪呀
[00:13:23.700 --> 00:13:25.700]  你個冷氣機,十匹嘅
[00:13:25.700 --> 00:13:27.700]  用你間房入面
[00:13:27.700 --> 00:13:33.700]  浪費,唔需要係咪呀
[00:13:33.700 --> 00:13:35.700]  即係咁呀嘛
[00:13:35.700 --> 00:13:37.700]  佢意思即係係
[00:13:37.700 --> 00:13:39.700]  話呢,佢想挑戰呢一種嘅
[00:13:39.700 --> 00:13:41.700]  諗法呀,乜嘢係浪費
[00:13:41.700 --> 00:13:43.700]  乜嘢係唔浪費
[00:13:43.700 --> 00:13:45.700]  呢樣嘢係我哋常常要重新諗嘅
[00:13:45.700 --> 00:13:47.700]  明顯嘅
[00:13:47.700 --> 00:13:49.700]  耶穌就話,你哋以為
[00:13:49.700 --> 00:13:51.700]  用喺我身上面呢個時間
[00:13:51.700 --> 00:13:53.700]  浪費,但我覺得唔係
[00:13:53.700 --> 00:13:55.700]  值得紀念,值傳到
[00:13:55.700 --> 00:13:57.700]  去各地各方添呢件事
[00:13:57.700 --> 00:13:59.700]  所以係佢挑戰我哋嘅諗法同埋
[00:13:59.700 --> 00:14:01.700]  即係嗰個嘅價值嘅
[00:14:01.700 --> 00:14:03.700]  觀念呀,佢冇話到
[00:14:03.700 --> 00:14:05.700]  周世窮人唔好喎
[00:14:05.700 --> 00:14:07.700]  佢唔會咁講啦,一定係
[00:14:07.700 --> 00:14:09.700]  咁樣先叫浪費,點先叫唔浪費呢
[00:14:09.700 --> 00:14:11.700]  我成日覺得呢,即係香港人
[00:14:11.700 --> 00:14:13.700]  其實係好精明嘅
[00:14:13.700 --> 00:14:15.700]  好計算嘅,我哋用啲嘢呢
[00:14:15.700 --> 00:14:17.700]  其實都係用得好盡
[00:14:17.700 --> 00:14:19.700]  咁呢個都係啱嘅應該係咪
[00:14:19.700 --> 00:14:21.700]  不過有時又唔應該咁諗嘅
[00:14:21.700 --> 00:14:23.700]  我屋企呢
[00:14:23.700 --> 00:14:25.700]  最近呢就應該上個月啦
[00:14:25.700 --> 00:14:27.700]  就屋企有一部冷氣機
[00:14:27.700 --> 00:14:29.700]  就融融下半夜
[00:14:29.700 --> 00:14:31.700]  嘩,即係總之出現雜聲
[00:14:31.700 --> 00:14:33.700]  總之就嘩咗啦
[00:14:33.700 --> 00:14:35.700]  我就喺間房嘅
[00:14:35.700 --> 00:14:37.700]  咁呀,之後起身嘅話
[00:14:37.700 --> 00:14:39.700]  個冷氣機壞咗,咁輕輕咁
[00:14:39.700 --> 00:14:41.700]  咁驚個爆炸,所以就咁先去開冷氣機
[00:14:41.700 --> 00:14:43.700]  咁都係時候啦
[00:14:43.700 --> 00:14:45.700]  冷氣機喺我哋住嗰度開始
[00:14:45.700 --> 00:14:47.700]  而家已經行咗15年啦
[00:14:47.700 --> 00:14:49.700]  哈哈
[00:14:49.700 --> 00:14:51.700]  用得好盡已經係咪
[00:14:51.700 --> 00:14:53.700]  15年啦係咪
[00:14:53.700 --> 00:14:55.700]  而且呢
