
[00:00:00.000 --> 00:00:02.760]  我和低頭禱告 親愛的天父 懇求祢聖靈的能力來幫助我們
[00:05:32.400 --> 00:05:35.120]  自我形象是多麼重要的一回事
[00:05:35.120 --> 00:05:39.120]  我們整個人的抉擇
[00:05:39.120 --> 00:05:42.480]  自我形象其實涵蓋了我們整個人生活每一個層面
[00:05:42.480 --> 00:05:44.320]  我們怎樣決定的東西
[00:05:44.320 --> 00:05:45.840]  我們有什麼成就
[00:05:45.840 --> 00:05:50.320]  都來自我怎樣看待我自己
[00:05:50.320 --> 00:05:53.280]  所以有時候我們說我絕對辦不到的時候
[00:05:53.280 --> 00:05:57.760]  其實等於允許了自己低落的自我形象
[00:05:57.760 --> 00:06:01.840]  剝削了可能成功的任何機會
[00:06:01.840 --> 00:06:02.960]  我們不要忘記
[00:06:02.960 --> 00:06:05.200]  當有時候我們說我不行的時候
[00:06:05.200 --> 00:06:06.800]  我做不到的時候
[00:06:06.800 --> 00:06:12.320]  其實我是否定了一個可能成功的機會
[00:06:12.320 --> 00:06:15.440]  在基督徒的學者來說
[00:06:15.440 --> 00:06:16.720]  他就提出到
[00:06:16.720 --> 00:06:18.240]  如果從基督教角度講
[00:06:18.240 --> 00:06:20.000]  自我形象是怎樣形成的呢
[00:06:20.000 --> 00:06:25.120]  是由一個人本身的心理狀態
[00:06:25.120 --> 00:06:27.840]  以及是上帝怎樣看待他
[00:06:27.840 --> 00:06:29.600]  被人看待他而形成的
[00:06:29.600 --> 00:06:32.800]  我們多了一個元素是上帝怎樣看待我自己
[00:06:32.800 --> 00:06:34.880]  但其實我們的外表的打扮
[00:06:34.880 --> 00:06:36.560]  如果你去到別人的房子裏面
[00:06:36.560 --> 00:06:39.520]  你看見房子是怎樣裝飾
[00:06:39.520 --> 00:06:40.560]  怎樣擠東西
[00:06:40.560 --> 00:06:46.080]  其實就是他內心世界外顯的一個世界
[00:06:46.080 --> 00:06:50.320]  一個人的打扮、衣著、他的選取
[00:06:50.320 --> 00:06:55.840]  都是他外顯的一種價值觀、自我形象
[00:06:55.840 --> 00:06:58.320]  自我形象越低落的人
[00:06:58.320 --> 00:07:01.840]  是越穿得奇奇怪怪的
[00:07:01.840 --> 00:07:03.280]  所以你跟我經歷過的
[00:07:03.280 --> 00:07:05.680]  在青少年期我們特別穿得奇奇怪怪
[00:07:05.680 --> 00:07:08.560]  因為當時我們還未形成到很確立的自我形象
[00:07:08.560 --> 00:07:09.840]  所以我們要模仿別人
[00:07:09.840 --> 00:07:11.040]  我們要扮Michael Jackson
[00:07:11.040 --> 00:07:12.560]  我們要扮郭富城
[00:07:12.560 --> 00:07:13.680]  諸如此類
[00:07:13.680 --> 00:07:14.960]  總之沒有甚麼我自己
[00:07:14.960 --> 00:07:16.560]  未定型
[00:07:16.560 --> 00:07:18.880]  定了型之後你要改又艱難
[00:07:18.880 --> 00:07:20.720]  因為事實上是這樣的
[00:07:20.720 --> 00:07:25.040]  我們怎樣去確立自我形象
[00:07:25.040 --> 00:07:28.800]  以致到我們的生活更加健康
[00:07:28.800 --> 00:07:31.520]  因為如果自我形象是這麼重要的話
[00:07:31.520 --> 00:07:36.240]  我們一生的成就喜樂與否
[00:07:36.240 --> 00:07:38.720]  是由我怎樣看待我自己
[00:07:38.720 --> 00:07:43.280]  上次吳永章博士講到苦難有很多可能性的來源
[00:07:43.280 --> 00:07:46.080]  但他講漏了一樣東西
[00:07:46.080 --> 00:07:49.520]  其中一個我要補充的苦難的來源
[00:07:49.520 --> 00:07:50.960]  是吳永章博士沒有講的
[00:07:50.960 --> 00:07:52.960]  就是有些苦
[00:07:52.960 --> 00:07:54.320]  跟你鄰居姐妹講一聲
[00:07:54.320 --> 00:08:00.080]  是你自己拿來的
[00:08:00.080 --> 00:08:01.760]  最糟糕是在這裡
[00:08:01.760 --> 00:08:03.040]  當我們自己拿來的時候
[00:08:03.040 --> 00:08:03.840]  我們就問上天
[00:08:03.840 --> 00:08:05.840]  上帝呀為甚麼要讓我遇到這些事
[00:08:05.840 --> 00:08:08.400]  你明不明白我講的
[00:08:08.400 --> 00:08:11.360]  當自我形象不健康的時候
[00:08:11.360 --> 00:08:15.600]  你的際遇就很坎坷
[00:08:15.600 --> 00:08:16.960]  當然我們不講虐伯
[00:08:16.960 --> 00:08:18.560]  虐伯是一個例外
[00:08:18.560 --> 00:08:22.000]  但普遍的人為甚麼在際遇這麼坎坷
[00:08:22.000 --> 00:08:23.440]  又或者普遍的人說
[00:08:23.440 --> 00:08:26.960]  我世有八樂然後才有千里馬
[00:08:26.960 --> 00:08:29.600]  我千里馬為甚麼沒有人賞識我的才華
[00:08:29.600 --> 00:08:32.080]  我懷才不遇
[00:08:32.080 --> 00:08:33.680]  等等等等這些言辭
[00:08:33.680 --> 00:08:35.120]  其實有個可能性
[00:08:35.120 --> 00:08:37.040]  我說可能的一個原因
[00:08:37.040 --> 00:08:38.560]  不是全部的原因
[00:08:38.560 --> 00:08:40.880]  是因為自我形象的低落
[00:08:40.880 --> 00:08:43.760]  導致到我們這麼坎坷
[00:08:43.760 --> 00:08:45.840]  為甚麼這個世界對你不公平
[00:08:45.840 --> 00:08:47.600]  其實這個世界沒有對你不公平
[00:08:47.600 --> 00:08:50.160]  是你對這個世界很不公平
[00:08:50.160 --> 00:08:52.720]  是你批判了這個世界
[00:08:52.720 --> 00:08:54.000]  定了這個世界死刑
[00:08:54.000 --> 00:08:58.480]  因為你的自我形象的低落導致到
[00:08:58.480 --> 00:09:01.360]  良好的自我形象我們不需要給分數
[00:09:01.360 --> 00:09:04.880]  但是大概這把尺你會量得到
[00:09:04.880 --> 00:09:06.720]  一個良好自我形象的人
[00:09:06.720 --> 00:09:09.040]  是對自己有健康的看法
[00:09:09.040 --> 00:09:09.840]  甚麼叫健康的看法
[00:09:09.840 --> 00:09:11.440]  這個定義是相當難定義的
[00:09:11.440 --> 00:09:14.960]  但是以下的條件很容易去理解
[00:09:14.960 --> 00:09:18.800]  確定了自我價值的存在
[00:09:18.800 --> 00:09:21.600]  有些人認為自己在這個世界上可有可無
[00:09:21.600 --> 00:09:23.680]  地球上多個不多少個不少
[00:09:23.680 --> 00:09:26.400]  家庭裏面多個不多少個不少
[00:09:26.400 --> 00:09:30.000]  這個就反映了他的自我價值存在是很低的
[00:09:30.000 --> 00:09:31.440]  但是我如果肯定了
[00:09:31.440 --> 00:09:34.320]  我的價值和旁邊那個是很不一樣的
[00:09:34.320 --> 00:09:38.800]  我是全世界唯一的
[00:09:38.800 --> 00:09:40.960]  那就很不同
[00:09:40.960 --> 00:09:43.280]  我們要必須知道和你解釋
[00:09:43.280 --> 00:09:46.640]  你世界上是唯一的
[00:09:46.640 --> 00:09:48.400]  沒有別的你
[00:09:48.400 --> 00:09:51.520]  當然你要去到那些年那麼浪漫
[00:09:51.520 --> 00:09:53.360]  在平行時空裏面有另一個你
[00:09:53.360 --> 00:09:55.280]  那些很浪漫的事
[00:09:55.280 --> 00:09:57.440]  我們唯一的一個的時候
[00:09:57.440 --> 00:09:58.240]  你是獨特的
[00:09:58.240 --> 00:09:59.680]  你的存在價值是怎樣
[00:09:59.680 --> 00:10:00.640]  你再去看一下
[00:10:00.640 --> 00:10:06.800]  對所有的事物都有正面的看法
[00:10:06.800 --> 00:10:07.440]  弟兄姊妹
[00:10:07.440 --> 00:10:09.040]  當你這樣去看的時候
[00:10:09.040 --> 00:10:12.160]  你看你自己是否對事情會有正面的看法
[00:10:12.160 --> 00:10:14.160]  我最近很有趣
[00:10:14.160 --> 00:10:15.440]  我遇到一個人
[00:10:15.440 --> 00:10:17.760]  因為我們去英國送我女兒去英國的時候
[00:10:17.760 --> 00:10:20.000]  就遇到這對夫婦在馬來西亞
[00:10:20.000 --> 00:10:21.600]  他們又送個兒子過去讀書
[00:10:21.600 --> 00:10:23.920]  然後說英國請你吃三飯
[00:10:23.920 --> 00:10:26.640]  英國吃東西又貴又不好吃
[00:10:26.640 --> 00:10:27.760]  我告訴弟兄姊妹
[00:10:27.760 --> 00:10:30.000]  香港的東西多貴都好
[00:10:30.000 --> 00:10:32.720]  第一是不及英國貴的
[00:10:32.720 --> 00:10:35.040]  所以不要相信香港的東西貴
[00:10:35.040 --> 00:10:35.680]  第二
[00:10:35.680 --> 00:10:36.800]  香港多貴都好
[00:10:36.800 --> 00:10:37.920]  那些東西都是好吃的
[00:10:37.920 --> 00:10:39.520]  你記清楚,這個是很重要的
[00:10:39.520 --> 00:10:40.640]  有貴又不好吃的
[00:10:40.640 --> 00:10:42.720]  這個叫歐洲
[00:10:42.720 --> 00:10:44.640]  我都不明白那些人為什麼那麼喜歡歐洲
[00:10:44.640 --> 00:10:46.640]  你就明白那些人為什麼歐洲是買東西
[00:10:46.640 --> 00:10:47.440]  就不是吃東西
[00:10:47.440 --> 00:10:48.480]  你就開始明白了
[00:10:48.480 --> 00:10:50.240]  因為基本上沒有東西好吃的
[00:10:50.240 --> 00:10:51.840]  如果有好的東西吃
[00:10:51.840 --> 00:10:53.440]  是超貴的
[00:10:53.440 --> 00:10:54.560]  但是香港
[00:10:54.560 --> 00:10:56.240]  你在旺角
[00:10:56.240 --> 00:10:59.040]  去肥姐那裡排隊
[00:10:59.040 --> 00:11:02.160]  就可以吃到超好吃的東西了
[00:11:02.160 --> 00:11:03.520]  你說它貴嗎
[00:11:03.520 --> 00:11:05.600]  它真的不比在英國貴
[00:11:05.600 --> 00:11:08.400]  那天吃完東西我們就走了
[00:11:08.400 --> 00:11:10.080]  接著上兩星期
[00:11:10.080 --> 00:11:15.360]  我在地鐵站就看到這個姐妹走過來
[00:11:15.360 --> 00:11:17.200]  就笑著對我說
[00:11:17.200 --> 00:11:19.200]  牧師牧師
[00:11:19.200 --> 00:11:21.200]  我要認人已經很難了
[00:11:21.200 --> 00:11:24.560]  但是還要認這個人在哪裡來更難
[00:11:24.560 --> 00:11:26.320]  就是要認這個人是來自馬來西亞
[00:11:26.320 --> 00:11:27.440]  這個人來自加倫坡
[00:11:27.440 --> 00:11:28.880]  這個人來自澳洲
[00:11:28.880 --> 00:11:30.960]  這個人來自紐西蘭
[00:11:30.960 --> 00:11:31.920]  但是現在在香港
[00:11:31.920 --> 00:11:33.200]  我那裡才慘
[00:11:33.200 --> 00:11:34.480]  我那裡時空交錯
[00:11:34.480 --> 00:11:35.760]  認得這個人已經很難了
[00:11:35.760 --> 00:11:37.280]  還要認得他在哪裡來
[00:11:37.280 --> 00:11:38.800]  幸好她開口先跟我說
[00:11:38.800 --> 00:11:40.480]  牧師 上次在倫敦吃完飯
[00:11:40.480 --> 00:11:41.440]  這次又遇到你了
[00:11:41.440 --> 00:11:42.960]  那我就提醒她了
[00:11:42.960 --> 00:11:46.800]  接著我過兩星期就去加倫坡了
[00:11:46.800 --> 00:11:50.160]  好啊 我去加倫坡一起吃一頓飯
[00:11:50.160 --> 00:11:52.640]  那晚聚會結束了10點多
[00:11:52.640 --> 00:11:55.280]  就是前兩晚10點多聚會結束了
[00:11:55.280 --> 00:11:57.520]  她說去吃宵夜了
[00:11:57.520 --> 00:11:59.680]  我說會不會太晚了沒有東西吃
[00:11:59.680 --> 00:12:00.640]  她說不會不會
[00:12:00.640 --> 00:12:01.680]  很近的
[00:12:01.680 --> 00:12:03.120]  轉個彎就到了
[00:12:03.120 --> 00:12:04.800]  真的轉個彎 轉兩個彎
[00:12:04.800 --> 00:12:05.680]  轉個彎再轉個彎
[00:12:05.680 --> 00:12:07.280]  但是都很近
[00:12:07.280 --> 00:12:10.160]  她說這間酒樓開到凌晨3點
[00:12:10.160 --> 00:12:10.720]  不用擔心
[00:12:10.720 --> 00:12:12.720]  牧師的東西很好吃
[00:12:12.720 --> 00:12:14.000]  因為不夠位
[00:12:14.000 --> 00:12:15.360]  我坐另一輛車跟著她
[00:12:15.360 --> 00:12:17.600]  她就前面走快了
[00:12:17.600 --> 00:12:20.320]  我們在車尾去到的時候
[00:12:20.320 --> 00:12:22.000]  遲了30秒左右的車
[00:12:22.000 --> 00:12:23.600]  已經看到不是很對路
[00:12:23.600 --> 00:12:25.920]  那間酒樓好像錄了一集
[00:12:25.920 --> 00:12:28.720]  那個廚師和樓面的人都站在前面
[00:12:28.720 --> 00:12:30.320]  好像收工了
[00:12:30.320 --> 00:12:31.760]  我看到這個姐妹下車
[00:12:31.760 --> 00:12:33.280]  下車走過來
[00:12:33.280 --> 00:12:34.320]  笑著走過來
[00:12:34.320 --> 00:12:35.280]  哈哈哈哈
[00:12:35.280 --> 00:12:36.960]  牧師 關了
[00:12:36.960 --> 00:12:38.320]  哈哈哈哈
[00:12:38.320 --> 00:12:39.520]  平日開到3點
[00:12:39.520 --> 00:12:40.320]  不知道今天做什麼事
[00:12:40.320 --> 00:12:41.280]  這麼早關
[00:12:41.280 --> 00:12:42.160]  不要緊 不要緊
[00:12:42.160 --> 00:12:44.240]  我們去另一間 去另一間
[00:12:44.240 --> 00:12:46.720]  她很健康 你明不明白
[00:12:46.720 --> 00:12:48.240]  你想想如果你帶一間去吃東西
[00:12:48.240 --> 00:12:49.760]  那間酒樓關了
[00:12:49.760 --> 00:12:50.400]  你會怎樣
[00:12:50.400 --> 00:12:51.280]  怎麼搞的
[00:12:51.280 --> 00:12:52.080]  什麼事關了
[00:12:52.080 --> 00:12:54.160]  你跟那些樓面理論一番
[00:12:54.160 --> 00:12:54.800]  這樣才走過來
[00:12:54.800 --> 00:12:55.680]  牧師 真是不好意思
[00:12:55.680 --> 00:12:56.720]  這間酒樓太離譜了
[00:12:56.720 --> 00:12:58.320]  這麼早關 平日開到3點
[00:12:58.320 --> 00:12:58.880]  是不是
[00:12:58.880 --> 00:12:59.600]  你明白嗎
[00:12:59.600 --> 00:13:01.040]  但是這個姐妹很健康
[00:13:01.040 --> 00:13:01.840]  很開心
[00:13:01.840 --> 00:13:02.320]  關了
[00:13:02.320 --> 00:13:03.120]  哈哈哈哈
[00:13:03.120 --> 00:13:03.920]  關了
[00:13:03.920 --> 00:13:04.880]  哈哈哈哈
[00:13:04.880 --> 00:13:06.160]  平日開到3點
[00:13:06.160 --> 00:13:06.880]  不知道今天做什麼事
[00:13:06.880 --> 00:13:07.520]  關了
[00:13:07.520 --> 00:13:09.040]  不要緊 去另一間 去另一間
[00:13:09.040 --> 00:13:10.320]  那間也好吃的
[00:13:10.320 --> 00:13:11.040]  這樣
[00:13:11.040 --> 00:13:12.240]  駕了10分鐘車到那裡
[00:13:12.240 --> 00:13:13.440]  一坐下 走到樓面
[00:13:13.440 --> 00:13:17.200]  其實牧師那間有些什麼吃的
[00:13:17.200 --> 00:13:18.080]  不過不要緊
[00:13:18.080 --> 00:13:19.600]  這一間有另一些東西吃
[00:13:19.600 --> 00:13:20.320]  那間沒有
[00:13:20.320 --> 00:13:21.040]  今天先吃一點
[00:13:21.040 --> 00:13:21.840]  下次再去吃
[00:13:21.840 --> 00:13:23.120]  這樣
[00:13:23.120 --> 00:13:23.920]  就是
[00:13:23.920 --> 00:13:25.280]  這個人是這麼開心的
[00:13:25.280 --> 00:13:26.320]  你明白嗎
[00:13:26.320 --> 00:13:28.560]  他看見所有東西都很正面
[00:13:28.560 --> 00:13:29.120]  這裡吃不到
[00:13:29.120 --> 00:13:30.160]  就吃別處
[00:13:30.160 --> 00:13:31.280]  你發人脾氣也吃不到的
[00:13:31.280 --> 00:13:31.760]  老實說
[00:13:31.760 --> 00:13:32.480]  是不是
[00:13:32.480 --> 00:13:35.120]  第一 一個人健康的時候
[00:13:35.120 --> 00:13:36.640]  他遇到多少個問題
[00:13:36.640 --> 00:13:40.640]  他的看法都是正面的
[00:13:40.640 --> 00:13:41.840]  如果一個人不健康的話
[00:13:41.840 --> 00:13:43.040]  遇到很正面的東西
[00:13:43.040 --> 00:13:45.760]  都變成負面的
[00:13:45.760 --> 00:13:47.760]  其實是看你自己裡面怎樣
[00:13:47.760 --> 00:13:49.680]  而不是這個世界怎樣
[00:13:49.680 --> 00:13:53.120]  如果你整天說這個世界的怎樣的時候
[00:13:53.120 --> 00:13:54.320]  是搞錯了
[00:13:54.320 --> 00:13:55.520]  一個人
[00:13:55.520 --> 00:13:56.480]  搞錯的原因是
[00:13:56.480 --> 00:13:58.880]  當你的自我形象未確立之前
[00:13:58.880 --> 00:14:00.080]  這個世界對我們真的有影響
[00:14:00.080 --> 00:14:01.440]  所以我們要為下一代
[00:14:01.440 --> 00:14:04.160]  去做一個好的環境是對的
[00:14:04.160 --> 00:14:06.720]  但當你的自我形象確立了之後
[00:14:06.720 --> 00:14:08.560]  這個世界對我們影響不是很大
[00:14:08.560 --> 00:14:11.040]  反而我們怎樣看這個世界
[00:14:11.040 --> 00:14:11.760]  我們看看
[00:14:11.760 --> 00:14:13.520]  因為健康自我形象的人
[00:14:13.520 --> 00:14:14.880]  他絕大部分的時間
[00:14:14.880 --> 00:14:17.200]  都是對自己感到滿意的
[00:14:17.200 --> 00:14:18.720]  你一起床照鏡
[00:14:18.720 --> 00:14:21.440]  你就覺得自己很滿意
[00:14:21.440 --> 00:14:22.800]  你看別人怎樣看我
[00:14:22.800 --> 00:14:24.800]  我很滿意
[00:14:24.800 --> 00:14:26.240]  這樣就很足夠了
[00:14:26.240 --> 00:14:26.880]  你明白嗎
[00:14:26.880 --> 00:14:28.160]  你今天穿衣服走出來
[00:14:28.160 --> 00:14:29.760]  別人怎樣評價你又如何
[00:14:29.760 --> 00:14:30.960]  我很滿意
[00:14:30.960 --> 00:14:32.320]  這樣已經很足夠了
[00:14:32.320 --> 00:14:33.680]  你對現在的工作很滿意
[00:14:33.680 --> 00:14:35.280]  對自己的家庭很滿意
[00:14:35.280 --> 00:14:36.480]  一個健康形象的人
[00:14:36.480 --> 00:14:38.320]  是很正面看事情的
[00:14:38.320 --> 00:14:42.320]  最後有實際和具體的目標
[00:14:42.320 --> 00:14:43.600]  如果這樣的時候
[00:14:43.600 --> 00:14:45.760]  我們開始進入到《聖經》的部分
[00:14:45.760 --> 00:14:48.160]  我們看看《聖經》又怎樣說
[00:14:48.160 --> 00:14:52.000]  原來人是按照神的形象樣式而做的
[00:14:52.000 --> 00:14:53.120]  跟你隔壁的同學說一聲
[00:14:53.120 --> 00:14:57.360]  你是按照神的形象樣式而做的
[00:14:57.360 --> 00:15:01.600]  心理學家大部分都不是教徒
[00:15:01.600 --> 00:15:03.760]  或者可能他爸爸是牧師
[00:15:03.760 --> 00:15:05.360]  他成為了心理學家
[00:15:05.360 --> 00:15:07.920]  但是他對人的看法是人本主義的
[00:15:07.920 --> 00:15:10.560]  從人的角度去看
[00:15:10.560 --> 00:15:13.440]  沒有了宗教的層面
[00:15:13.440 --> 00:15:14.960]  如果從教教的層面來說
[00:15:14.960 --> 00:15:17.600]  你跟我原本是按照上帝所做的
[00:15:17.600 --> 00:15:19.200]  何等的榮美
[00:15:19.200 --> 00:15:21.120]  但是很可惜犯罪之後
[00:15:21.120 --> 00:15:25.680]  我們就會有一個扭曲了的眼界
[00:15:25.680 --> 00:15:29.440]  如果自我形象是來自我怎樣看待我自己
[00:15:29.440 --> 00:15:31.760]  來自別人怎樣對我評價
[00:15:31.760 --> 00:15:34.400]  來自我認為別人怎樣對我評價的話
[00:15:34.400 --> 00:15:38.960]  這一切的資訊如果已經被扭曲了的話
[00:15:38.960 --> 00:15:42.960]  我得到的答案就不一定是健康的
[00:15:42.960 --> 00:15:46.720]  甚至可以肯定多半是不健康的
[00:15:46.720 --> 00:15:50.080]  我們連對自己的看法都是不健康的
[00:15:50.080 --> 00:15:52.160]  那我們就需要在《救恩》裏面
[00:15:52.160 --> 00:15:53.200]  是要重申
[00:15:53.200 --> 00:15:55.120]  所以難怪在《救恩》裏面就提到
