
[00:00:00.000 --> 00:00:06.220]  好,今日我定的題目是「傷痕 vs 對比盼望」
[00:11:22.980 --> 00:11:25.140]  已經奪得諾貝爾獎
[00:11:25.140 --> 00:11:27.100]  奪得諾貝爾獎
[00:11:27.100 --> 00:11:29.700]  已經做了他覺得最好的事
[00:11:29.700 --> 00:11:32.020]  他不能夠再突破自己的時候
[00:11:32.020 --> 00:11:36.020]  他竟然會選擇一條什麼的路呢?
[00:11:36.020 --> 00:11:37.780]  自殺的路,對不對?
[00:11:37.780 --> 00:11:43.740]  所以,沒有神在心中的那一份盼望
[00:11:43.740 --> 00:11:46.540]  就是會想到一邊
[00:11:46.540 --> 00:11:49.940]  想到一些不應該想的事
[00:11:49.940 --> 00:11:51.460]  很奇怪的
[00:11:51.460 --> 00:11:54.860]  日漸社會上的改變
[00:11:54.860 --> 00:11:58.140]  人的成功的定義都不一樣
[00:11:58.140 --> 00:12:01.060]  以前,人家說成功的定義是什麼?
[00:12:01.060 --> 00:12:04.540]  有房子、有車、有個漂亮老婆,對不對?
[00:12:04.540 --> 00:12:07.740]  但現在成功的定義,知不知道是什麼?
[00:12:07.740 --> 00:12:10.460]  新的成功定義的標準
[00:12:10.460 --> 00:12:12.380]  這個很重要
[00:12:12.380 --> 00:12:16.340]  父母要知道
[00:12:16.340 --> 00:12:22.620]  成功的定義是你能夠教養一個有用的下一代
[00:12:22.620 --> 00:12:24.940]  這個才是你的成功
[00:12:24.940 --> 00:12:27.540]  就算你有錢,你有多好
[00:12:27.540 --> 00:12:32.940]  但你的下一代不單止對這個社會沒有作為
[00:12:32.940 --> 00:12:34.980]  甚至他成為了
[00:12:34.980 --> 00:12:36.220]  因為自己有錢
[00:12:36.220 --> 00:12:39.660]  成為了社會上沒有用
[00:12:39.660 --> 00:12:43.060]  甚至是自己都不知道自己做什麼的下一代
[00:12:43.060 --> 00:12:46.340]  所以,成功就是
[00:12:46.340 --> 00:12:50.580]  可以說是父母的盼望,對不對?
[00:12:50.580 --> 00:12:55.940]  剛才我們一起看過經文裡所說
[00:12:55.940 --> 00:12:58.740]  他照著自己的大憐憫
[00:12:58.740 --> 00:13:01.460]  藉著耶穌基督從死裡復活
[00:13:01.460 --> 00:13:03.420]  重生了我們
[00:13:03.420 --> 00:13:07.180]  叫我們有活潑的盼望
[00:13:07.180 --> 00:13:11.100]  憐憫帶給我們有重生
[00:13:11.100 --> 00:13:15.780]  重生叫我們有活潑的盼望
[00:13:15.780 --> 00:13:21.740]  在原文裡,活潑的意思是有活力、有生氣
[00:13:21.740 --> 00:13:24.300]  永遠都不會死亡的
[00:13:24.300 --> 00:13:27.140]  所以,有耶穌基督的人
[00:13:27.140 --> 00:13:29.700]  那個活潑的盼望就是
[00:13:29.700 --> 00:13:31.740]  永遠不會落空的
[00:13:31.740 --> 00:13:34.020]  肯定會實現的
[00:13:34.020 --> 00:13:37.820]  而且這個盼望並非短暫
[00:13:37.820 --> 00:13:41.580]  而是通向永恆的
[00:13:41.580 --> 00:13:45.060]  在第四節裡告訴我們
[00:13:45.060 --> 00:13:46.660]  可以得著的
[00:13:46.660 --> 00:13:50.740]  不能扭壞、不能玷污、不能衰殘
[00:13:50.740 --> 00:13:54.140]  為你們存留在天上的基業
[00:13:54.140 --> 00:13:58.340]  所以,我們有這份活潑的盼望的時候
[00:13:58.340 --> 00:14:00.340]  這個活潑的盼望就是
[00:14:00.340 --> 00:14:02.660]  不能夠扭壞的
[00:14:02.660 --> 00:14:04.740]  不能夠玷污的
[00:14:04.740 --> 00:14:07.220]  不會衰殘的
[00:14:07.220 --> 00:14:11.140]  這份活潑的盼望就是包括了這些東西
[00:14:11.140 --> 00:14:14.900]  所以,你和我如果是屬神的話
[00:14:14.900 --> 00:14:19.780]  我們就不會去追求一些短暫的東西
[00:14:19.780 --> 00:14:22.940]  有時候,短暫是甚麼呢?
[00:14:22.940 --> 00:14:27.660]  我小時候很想、很欣賞
[00:14:27.660 --> 00:14:33.540]  或者覺得女生雙眼皮是比較漂亮的
[00:14:33.540 --> 00:14:34.860]  因為我自己是單眼皮
[00:14:34.860 --> 00:14:37.300]  我就覺得雙眼皮比較漂亮
[00:14:37.300 --> 00:14:41.220]  因為我一向上班很趕
[00:14:41.220 --> 00:14:43.100]  就不會照很多鏡子
[00:14:43.100 --> 00:14:46.940]  放假的時候,我就照多了鏡子
[00:14:46.940 --> 00:14:49.220]  有一天,我就說
[00:14:49.220 --> 00:14:52.700]  「嘩!我終於有雙眼皮了」
[00:14:52.700 --> 00:14:56.500]  我的同屋朋友就說
[00:14:56.500 --> 00:15:01.180]  「唉!老了,凍了」
[00:15:01.180 --> 00:15:03.780]  我覺得這個很傷心
[00:15:03.780 --> 00:15:06.220]  他又說得對
[00:15:06.220 --> 00:15:09.580]  這個樣貌真的不能存留
[00:15:09.580 --> 00:15:11.340]  就算我現在雙眼皮
[00:15:11.340 --> 00:15:15.860]  原來也提醒我「你年紀大了,凍了」
[00:15:15.860 --> 00:15:19.540]  我的學生有一次就告訴我
[00:15:19.540 --> 00:15:22.540]  很不開心,約我出來聊天
[00:15:22.540 --> 00:15:28.700]  他就說「我以前的男朋友真的很離譜」
[00:15:28.700 --> 00:15:32.620]  我說「你以前的男朋友,你又知道他很離譜?」
[00:15:32.620 --> 00:15:36.580]  他說「對,因為我還保留他的臉書」
[00:15:36.580 --> 00:15:40.940]  我說「為甚麼你還保留他的臉書和IG呢?」
[00:15:40.940 --> 00:15:43.820]  他說「我想看看他現在在做甚麼」
[00:15:43.820 --> 00:15:47.540]  「我不知道為甚麼那些人總是要自己」
[00:15:47.540 --> 00:15:50.340]  「這樣陷入一些會令自己不開心」
[00:15:50.340 --> 00:15:53.860]  我就叫他「你把他截斷吧」
[00:15:53.860 --> 00:15:56.180]  他說「為甚麼?我也想看看」
[00:15:56.180 --> 00:15:57.620]  我說「你看甚麼?」
[00:15:57.620 --> 00:16:00.420]  他說「你把他截斷吧」
[00:16:00.420 --> 00:16:02.740]  「我知道為甚麼你不開心」
[00:16:02.740 --> 00:16:04.500]  我說「你怎麼知道?」
[00:16:04.500 --> 00:16:05.700]  我說「當然知道」
[00:16:05.700 --> 00:16:10.060]  「如果他現在開始有第二個女朋友」
[00:16:10.060 --> 00:16:12.820]  「比你漂亮的,你就會說」
[00:16:12.820 --> 00:16:16.980]  「當然不要我,因為我有醜樣」
[00:16:16.980 --> 00:16:20.340]  我說「如果你發現那個人比你醜,你更慘」
[00:16:20.340 --> 00:16:24.020]  「你會說,有沒有搞錯?選他不選我」
[00:16:24.020 --> 00:16:26.420]  我說「你快點刪除他」
[00:16:26.420 --> 00:16:31.020]  我們有時人就是陷在這些當中,知道嗎?
[00:16:31.020 --> 00:16:37.060]  神其實叫我們有盼望,不是要短暫的
[00:16:37.060 --> 00:16:41.060]  是要我們通向榮行
[00:16:41.060 --> 00:16:44.180]  彼得前書一章二十一節告訴我們
[00:16:44.180 --> 00:16:48.980]  「你們也因著他,信那叫他從死裡復活」
[00:16:48.980 --> 00:16:50.940]  「又給他榮耀的神」
[00:16:50.940 --> 00:16:55.860]  「叫你們的信心和盼望都在於神」
[00:16:55.860 --> 00:17:01.100]  這裡告訴我們盼望在於誰?在於神
[00:17:01.100 --> 00:17:05.340]  沒有人能夠給予這個盼望來
[00:17:05.340 --> 00:17:09.460]  只有神才可以給予這個盼望來
[00:17:09.460 --> 00:17:13.420]  而這個盼望可以從神得來
[00:17:13.420 --> 00:17:21.300]  他告訴我們,盼望是給我們重來一次的機會
[00:17:21.300 --> 00:17:24.820]  重來一次的機會
[00:17:24.820 --> 00:17:29.100]  剛才一開始的時候,我叫大家想想
[00:17:29.100 --> 00:17:32.180]  你有沒有一些傷痕?
[00:17:32.180 --> 00:17:35.700]  這些傷痕,這些考驗
[00:17:35.700 --> 00:17:44.700]  曾告訴我們透過這份盼望,讓我們可以重來一次
[00:17:44.700 --> 00:17:51.700]  保羅在羅馬書中告訴我們一個很重要的訊息
[00:17:51.700 --> 00:17:53.820]  他說,一起讀,好嗎?
[00:17:53.820 --> 00:17:58.020]  「所以我們藉著洗禮歸入死」
[00:17:58.020 --> 00:18:00.140]  「和他一同埋葬」
[00:18:00.140 --> 00:18:04.860]  「願是叫我們一舉一動,有新生的樣式」
[00:18:04.860 --> 00:18:10.060]  「將基督藉著呼神入耀,從死裡復活一樣」
[00:18:10.060 --> 00:18:14.540]  「我們若在他死的形狀上與他聯合」
[00:18:14.540 --> 00:18:19.620]  「也要在他復活的形狀上與他聯合」
[00:18:19.620 --> 00:18:24.500]  保羅告訴我們,當我們一個屬基督的人
[00:18:24.500 --> 00:18:29.340]  受洗之後,我們就可以有新生的樣式
[00:18:29.340 --> 00:18:33.500]  我們就可以有重生的機會
[00:18:33.500 --> 00:18:38.300]  這個重生的機會是怎樣的呢?
[00:18:38.300 --> 00:18:40.820]  羅馬書六章十三節這樣說
[00:18:40.820 --> 00:18:45.660]  「也不要將你們的肢體獻給罪作不義的器具」
[00:18:45.660 --> 00:18:48.220]  「倒要像從死裡復活的人」
[00:18:48.220 --> 00:18:50.180]  「將自己獻給神」
[00:18:50.180 --> 00:18:55.220]  「並將肢體作義的器具獻給神」
[00:18:55.220 --> 00:19:00.780]  當我們有這份盼望,亦都可以重生的時候
[00:19:00.780 --> 00:19:10.580]  我們不可能不要再在罪裡作不義的器具
[00:19:10.580 --> 00:19:12.140]  我們要怎樣呢?
[00:19:12.140 --> 00:19:16.100]  我們要作義了,獻給神
[00:19:16.100 --> 00:19:22.380]  獻給神,好好地去過我們自己每一個生活
[00:19:22.380 --> 00:19:26.660]  菲勒比書告訴我們這三章十到十一節
[00:19:26.660 --> 00:19:30.380]  「使我們認識基督,曉得他復活的大能」
[00:19:30.380 --> 00:19:35.260]  「並且曉得和他一同受苦,效法他的死」
[00:19:35.260 --> 00:19:41.100]  「或者我亦得以從死裡復活」
[00:19:41.100 --> 00:19:47.300]  經文「一而再,再而三」告訴我們
[00:19:47.300 --> 00:19:50.900]  當我們有基督的盼望的時候
[00:19:50.900 --> 00:19:55.260]  我們就能夠好像他那樣
[00:19:55.260 --> 00:20:00.300]  從死裡復活,重生
[00:20:00.300 --> 00:20:05.500]  所以,你和我如果都是屬上帝的人
[00:20:05.500 --> 00:20:07.180]  屬神的人
[00:20:07.180 --> 00:20:12.980]  這份盼望就不單止是一個終點
[00:20:12.980 --> 00:20:24.140]  這盼望是你和我今日可以重生出發的起點
[00:20:24.140 --> 00:20:29.900]  你會不會覺得,好像就是這麼簡單呢?
[00:20:29.900 --> 00:20:34.260]  我想告訴你,就是這麼簡單
[00:20:34.260 --> 00:20:41.100]  剛才我所說的,兩位爸爸都是一個上半部
[00:20:41.100 --> 00:20:47.340]  他們在身上、在心靈上,甚至隱藏的傷痛
[00:20:47.340 --> 00:20:53.380]  都只不過是一個很小的,剛才是一個很小的片段
[00:20:53.380 --> 00:20:56.020]  剛才在背後有四個洞
[00:20:56.020 --> 00:21:00.220]  說救不了自己哥哥的那位爸爸
[00:21:00.220 --> 00:21:03.500]  後來到他二十歲的時候
[00:21:03.500 --> 00:21:07.900]  他另一個哥哥自殺輕生
[00:21:07.900 --> 00:21:11.420]  在他人生裡面,他不停地問
[00:21:11.420 --> 00:21:17.460]  「為什麼所有這些不好的事,都在我生命上發生?」
[00:21:17.460 --> 00:21:22.420]  「好不容易,二十五歲,結婚了」
[00:21:22.420 --> 00:21:26.700]  生了第一個兒子,本來是很開心的事
[00:21:26.700 --> 00:21:30.060]  但是有一天,他下班回來
[00:21:30.060 --> 00:21:34.180]  他太太哭著這樣告訴他
[00:21:34.180 --> 00:21:39.500]  大兒子被評估為自閉症的小朋友
[00:21:39.500 --> 00:21:44.220]  再一次再一次傷痛他的心
[00:21:44.220 --> 00:21:49.420]  但是,他們彼此的扶持、彼此的照料
[00:21:49.420 --> 00:21:53.380]  結果,他們有了第二個小朋友
[00:21:53.380 --> 00:21:56.180]  當第二個小朋友出生的時候
[00:21:56.180 --> 00:21:59.580]  都是滿心歡喜
[00:21:59.580 --> 00:22:06.060]  但是卻是同樣被診斷為自閉症
[00:22:06.060 --> 00:22:11.340]  如果在你身上發生這樣的事
[00:22:11.340 --> 00:22:12.620]  你會怎樣?
[00:22:12.620 --> 00:22:16.780]  當我聽到的時候,我的心只會很難過
[00:22:16.780 --> 00:22:21.140]  為什麼這麼多一而再、再而三不好的事
[00:22:21.140 --> 00:22:25.700]  發生在這個弟兄身上、這對夫婦身上
[00:22:25.700 --> 00:22:28.500]  但是當他跟我分享的時候
[00:22:28.500 --> 00:22:31.260]  我真的很感動
[00:22:31.260 --> 00:22:34.660]  他來到教會,參與陽剛家族
[00:22:34.660 --> 00:22:37.780]  他也到一個姊妹的機構裡面
[00:22:37.780 --> 00:22:42.900]  去參與一些課程,去認識到耶穌
[00:22:42.900 --> 00:22:46.500]  他們認識到耶穌之後,他跟我們說
[00:22:46.500 --> 00:22:53.180]  「我終於明白神為什麼要給這麼多」
[00:22:53.180 --> 00:22:56.300]  大家看,覺得不好的事
[00:22:56.300 --> 00:23:00.900]  他說,當他知道第一個孩子是自閉症的時候
[00:23:00.900 --> 00:23:04.100]  因為他已經試過救不了哥哥
[00:23:04.100 --> 00:23:05.580]  哥哥又跳樓
[00:23:05.580 --> 00:23:09.300]  他說當我知道的時候,我的反應是
[00:23:09.300 --> 00:23:11.140]  沒什麼,OK
[00:23:11.140 --> 00:23:14.060]  都不是很大一件事
[00:23:14.060 --> 00:23:16.180]  第二個出生的時候
[00:23:16.180 --> 00:23:18.580]  他跟太太都說
[00:23:18.580 --> 00:23:22.620]  可能是神要我們做一些事
[00:23:22.620 --> 00:23:25.580]  接著那天他跟我分享的時候
[00:23:25.580 --> 00:23:30.940]  他們說,我預備生第三個小朋友
[00:23:30.940 --> 00:23:34.460]  他說,就算第三個小朋友
[00:23:34.460 --> 00:23:38.380]  同樣都是有問題的小朋友
[00:23:38.380 --> 00:23:43.420]  他覺得這位神不單止給他有盼望
[00:23:43.420 --> 00:23:49.820]  還能承擔他這三個小朋友一切的事
[00:23:49.820 --> 00:23:54.100]  他說,可能神就是要讓這些小朋友
[00:23:54.100 --> 00:23:56.500]  臨到他的家當中
[00:23:56.500 --> 00:24:02.700]  他要好好為神去照顧這些有問題的小朋友
[00:24:02.700 --> 00:24:06.260]  弟兄姊妹,如果是你
[00:24:06.260 --> 00:24:08.460]  你會怎樣呢?
[00:24:08.460 --> 00:24:11.220]  感謝神在他們生命裡面
[00:24:11.220 --> 00:24:13.340]  在他們這個家庭裡面
[00:24:13.340 --> 00:24:16.180]  可以這樣重新反轉
[00:24:16.180 --> 00:24:20.860]  將所有奏作變成為祝福
[00:24:20.860 --> 00:24:26.580]  他說,這個就是神給到他的盼望
[00:24:26.580 --> 00:24:29.340]  神真的很特別
[00:24:29.340 --> 00:24:34.820]  另外一個,自己有自閉症的爸爸
