
[00:00:00.000 --> 00:00:02.000]  來到一年的盡頭
[00:02:55.840 --> 00:02:57.840]  或其他歷史記載
[00:02:57.840 --> 00:02:59.840]  都比較少表達感恩
[00:02:59.840 --> 00:03:01.840]  而新約用來表示感恩的詞語
[00:03:01.840 --> 00:03:03.840]  比較多和更豐富
[00:03:03.840 --> 00:03:05.840]  在已忽所書第五章二十節
[00:03:05.840 --> 00:03:07.840]  說到感謝
[00:03:07.840 --> 00:03:09.840]  或感恩
[00:03:09.840 --> 00:03:11.840]  同一個字源
[00:03:11.840 --> 00:03:13.840]  大約出現了五十五次
[00:03:13.840 --> 00:03:15.840]  你覺得多不多呢?
[00:03:15.840 --> 00:03:17.840]  整本新約聖經
[00:03:17.840 --> 00:03:19.840]  出現了五十五次
[00:03:19.840 --> 00:03:21.840]  不如讓我們看看
[00:03:21.840 --> 00:03:23.840]  現代學者如何解釋感恩
[00:03:23.840 --> 00:03:25.840]  我在這本書
[00:03:25.840 --> 00:03:27.840]  《相遇都會靈情路》
[00:03:27.840 --> 00:03:29.840]  是潘怡蓉博士所寫的
[00:03:29.840 --> 00:03:31.840]  裏面說
[00:03:31.840 --> 00:03:33.840]  感恩使人從自己的問題
[00:03:33.840 --> 00:03:35.840]  轉向神的保守
[00:03:35.840 --> 00:03:37.840]  使人得到平安
[00:03:37.840 --> 00:03:39.840]  所以可以這樣說
[00:03:39.840 --> 00:03:41.840]  這是感恩的作用
[00:03:41.840 --> 00:03:43.840]  當我們感恩的時候
[00:03:43.840 --> 00:03:45.840]  就使我們從自己的問題
[00:03:45.840 --> 00:03:47.840]  轉向神的保守
[00:03:47.840 --> 00:03:49.840]  感恩使我們得到平安
[00:03:49.840 --> 00:03:51.840]  和大家分享一個見證
[00:03:51.840 --> 00:03:55.840]  在去年
[00:03:55.840 --> 00:03:57.840]  一位阿灣娜的導師生癌
[00:03:57.840 --> 00:04:01.840]  但他生癌很感謝神
[00:04:01.840 --> 00:04:03.840]  因為神聽了他的祈禱
[00:04:03.840 --> 00:04:05.840]  為何會那麼特別呢?
[00:04:05.840 --> 00:04:07.840]  當時他的兒生
[00:04:07.840 --> 00:04:09.840]  懷疑他生癌
[00:04:09.840 --> 00:04:11.840]  家人都很擔心
[00:04:11.840 --> 00:04:13.840]  一個年輕人
[00:04:13.840 --> 00:04:15.840]  會遇到這樣的情況
[00:04:15.840 --> 00:04:17.840]  於是阿灣娜導師
[00:04:17.840 --> 00:04:19.840]  向神祈禱
[00:04:19.840 --> 00:04:21.840]  如果我們家裏
[00:04:21.840 --> 00:04:23.840]  要有一個人生癌的話
[00:04:23.840 --> 00:04:27.840]  求神給那個人是我
[00:04:27.840 --> 00:04:29.840]  結果
[00:04:29.840 --> 00:04:31.840]  他的兒生檢查一輪後
[00:04:31.840 --> 00:04:33.840]  發現沒事
[00:04:33.840 --> 00:04:35.840]  他就發現自己生癌
[00:04:35.840 --> 00:04:39.840]  後來經過手術
[00:04:39.840 --> 00:04:41.840]  一個月後他就康復了
[00:04:41.840 --> 00:04:43.840]  完全沒有痛
[00:04:43.840 --> 00:04:45.840]  又沒有什麼跟進的治療
[00:04:45.840 --> 00:04:49.840]  我就打電話給他
[00:04:49.840 --> 00:04:51.840]  知道這個見證
[00:04:51.840 --> 00:04:53.840]  在預備講章的時候
[00:04:53.840 --> 00:04:55.840]  我就打電話給他
[00:04:55.840 --> 00:04:57.840]  問他可不可以將這個見證
[00:04:57.840 --> 00:04:59.840]  在我講道的時候講出來呢
[00:04:59.840 --> 00:05:01.840]  他就很樂意地答應了
[00:05:01.840 --> 00:05:03.840]  並且不是到此為止
[00:05:03.840 --> 00:05:05.840]  他還要我補充以下的見證
[00:05:05.840 --> 00:05:09.840]  之後他姐姐就患上癌症
[00:05:09.840 --> 00:05:11.840]  但因為他已經康復了
[00:05:11.840 --> 00:05:13.840]  所以他可以專心照顧他姐姐
[00:05:13.840 --> 00:05:15.840]  他說神的時間配合得很好
[00:05:15.840 --> 00:05:19.840]  而他姐姐離開世界的時候
[00:05:19.840 --> 00:05:21.840]  剛好是播道會130周年
[00:05:21.840 --> 00:05:23.840]  聯合崇拜那個星期
[00:05:23.840 --> 00:05:25.840]  阿灣娜因為要參加
[00:05:25.840 --> 00:05:27.840]  聯合崇拜所以就停課
[00:05:27.840 --> 00:05:29.840]  他本來那個星期要教書
[00:05:29.840 --> 00:05:31.840]  因為停課
[00:05:31.840 --> 00:05:33.840]  他就不用分心備課
[00:05:33.840 --> 00:05:35.840]  專心處理他姐姐的身後事
[00:05:37.840 --> 00:05:39.840]  他告訴我
[00:05:39.840 --> 00:05:41.840]  他姐姐沒有痛苦地離開
[00:05:41.840 --> 00:05:43.840]  也讓他心裏有安慰
[00:05:43.840 --> 00:05:45.840]  為了這樣他也感謝神
[00:05:45.840 --> 00:05:51.840]  感恩的理由不是因為
[00:05:51.840 --> 00:05:53.840]  生活裏天色常藍
[00:05:53.840 --> 00:05:55.840]  事實上天色不會常藍
[00:05:55.840 --> 00:05:59.840]  而是因為我們遇見了神
[00:05:59.840 --> 00:06:01.840]  神是我們感恩的對象
[00:06:01.840 --> 00:06:03.840]  我們要認識祂的大能
[00:06:03.840 --> 00:06:05.840]  和祂的慈愛
[00:06:05.840 --> 00:06:07.840]  我們行路有方向
[00:06:07.840 --> 00:06:09.840]  心中有力量
[00:06:09.840 --> 00:06:11.840]  盼望中有勇氣
[00:06:11.840 --> 00:06:17.840]  這首詩歌「神未曾應許」
[00:06:17.840 --> 00:06:19.840]  我們偶爾也會唱
[00:06:19.840 --> 00:06:21.840]  歌詞說
[00:06:21.840 --> 00:06:23.840]  神未曾應許
[00:06:23.840 --> 00:06:25.840]  天色常藍
[00:06:25.840 --> 00:06:27.840]  人生的路途
[00:06:27.840 --> 00:06:29.840]  花香常蔓
[00:06:29.840 --> 00:06:31.840]  神未曾應許
[00:06:31.840 --> 00:06:33.840]  常情無語
[00:06:33.840 --> 00:06:35.840]  常樂無痛苦
[00:06:35.840 --> 00:06:37.840]  常安無虞
[00:06:37.840 --> 00:06:41.840]  神未曾應許
[00:06:41.840 --> 00:06:43.840]  我們不遇
[00:06:43.840 --> 00:06:45.840]  苦難和試探
[00:06:45.840 --> 00:06:47.840]  傲腦憂慮
[00:06:47.840 --> 00:06:49.840]  神未曾應許
[00:06:49.840 --> 00:06:51.840]  我們不負
[00:06:51.840 --> 00:06:53.840]  許多的重擔
[00:06:53.840 --> 00:06:55.840]  許多事務
[00:06:55.840 --> 00:06:57.840]  副歌說
[00:06:57.840 --> 00:06:59.840]  神卻曾應許
[00:06:59.840 --> 00:07:01.840]  生活有力
[00:07:01.840 --> 00:07:03.840]  行路有亮光
[00:07:03.840 --> 00:07:05.840]  作功得色
[00:07:05.840 --> 00:07:07.840]  思念得恩助
[00:07:07.840 --> 00:07:09.840]  危難有來
[00:07:09.840 --> 00:07:11.840]  無限的體諒
[00:07:11.840 --> 00:07:13.840]  不惱的愛
[00:07:13.840 --> 00:07:15.840]  第三節
[00:07:15.840 --> 00:07:17.840]  神未曾應許
[00:07:17.840 --> 00:07:19.840]  前途順利
[00:07:19.840 --> 00:07:21.840]  平坦的大路
[00:07:21.840 --> 00:07:23.840]  任意驅馳
[00:07:23.840 --> 00:07:25.840]  沒有大山左
[00:07:25.840 --> 00:07:27.840]  星雲直上
[00:07:27.840 --> 00:07:29.840]  沒有深水隔
[00:07:29.840 --> 00:07:31.840]  一路通祥
[00:07:31.840 --> 00:07:33.840]  神卻曾應許
[00:07:33.840 --> 00:07:35.840]  生活有力
[00:07:35.840 --> 00:07:37.840]  行路有亮光
[00:07:37.840 --> 00:07:39.840]  作功得色
[00:07:39.840 --> 00:07:41.840]  思念得恩助
[00:07:41.840 --> 00:07:43.840]  危難有來
[00:07:43.840 --> 00:07:45.840]  無限的體諒
[00:07:45.840 --> 00:07:47.840]  不惱的愛
[00:07:59.840 --> 00:08:01.840]  我們感謝不是因為
[00:08:01.840 --> 00:08:03.840]  生活裡的天色常藍
[00:08:03.840 --> 00:08:05.840]  潘博士在書裡也提到
[00:08:05.840 --> 00:08:07.840]  伊立著靈修操練的重點
[00:08:07.840 --> 00:08:09.840]  他說人要感恩
[00:08:09.840 --> 00:08:11.840]  才能夠辨識出
[00:08:11.840 --> 00:08:13.840]  愛的存在
[00:08:13.840 --> 00:08:15.840]  因為感恩使我們看到恩典
[00:08:15.840 --> 00:08:17.840]  感恩也讓我們
[00:08:17.840 --> 00:08:19.840]  學習寄恩和報恩
[00:08:19.840 --> 00:08:21.840]  所以總括而言
[00:08:21.840 --> 00:08:23.840]  我覺得潘博士
[00:08:23.840 --> 00:08:25.840]  在書裡要強調的
[00:08:25.840 --> 00:08:27.840]  我們感恩就是要認識神
[00:08:27.840 --> 00:08:29.840]  與神建立關係
[00:08:29.840 --> 00:08:31.840]  另一本書
[00:08:31.840 --> 00:08:33.840]  陳偉安博士所寫的
[00:08:33.840 --> 00:08:35.840]  關於基督徒
[00:08:35.840 --> 00:08:37.840]  《我們說的其實是》
[00:08:37.840 --> 00:08:39.840]  在書裡陳博士說
[00:08:39.840 --> 00:08:41.840]  感恩
[00:08:41.840 --> 00:08:43.840]  就是發現自己在上帝
[00:08:43.840 --> 00:08:45.840]  面前的缺乏
[00:08:45.840 --> 00:08:47.840]  發現原來自己只是
[00:08:47.840 --> 00:08:49.840]  一個吃麵包的乞丐
[00:08:49.840 --> 00:08:51.840]  一個從來沒有
[00:08:51.840 --> 00:08:53.840]  打算當乞丐的人
[00:08:53.840 --> 00:08:55.840]  一個只想利用上帝
[00:08:55.840 --> 00:08:57.840]  美化自己生命的人
[00:08:57.840 --> 00:08:59.840]  他的感恩
[00:08:59.840 --> 00:09:01.840]  只是一種炫耀
[00:09:01.840 --> 00:09:03.840]  他說一個從來沒有
[00:09:03.840 --> 00:09:05.840]  打算當乞丐的人
[00:09:05.840 --> 00:09:07.840]  一個只想利用上帝
[00:09:07.840 --> 00:09:09.840]  美化自己生命的人
[00:09:09.840 --> 00:09:11.840]  他的感恩
[00:09:11.840 --> 00:09:13.840]  只是一種炫耀
[00:09:13.840 --> 00:09:15.840]  炫耀
[00:09:15.840 --> 00:09:17.840]  就像他在誇讚自己的優點
[00:09:17.840 --> 00:09:19.840]  常說感謝神
[00:09:19.840 --> 00:09:21.840]  有什麼優點
[00:09:21.840 --> 00:09:23.840]  又懂得分辨
[00:09:23.840 --> 00:09:25.840]  只是誇讚
[00:09:25.840 --> 00:09:27.840]  自己的優點
[00:09:27.840 --> 00:09:29.840]  妻女入到好的學校
[00:09:29.840 --> 00:09:31.840]  還是真的將榮耀歸給神
[00:09:31.840 --> 00:09:33.840]  或者自在在
[00:09:33.840 --> 00:09:35.840]  社交平台裡
[00:09:35.840 --> 00:09:37.840]  放閃炫耀
[00:09:37.840 --> 00:09:39.840]  陳偉安所強調的
[00:09:39.840 --> 00:09:41.840]  就是我們要認識自己
[00:09:41.840 --> 00:09:43.840]  認識自己的本相
[00:09:43.840 --> 00:09:45.840]  如果不發現自己的缺乏
[00:09:45.840 --> 00:09:47.840]  就只會覺得
[00:09:47.840 --> 00:09:49.840]  所受的恩典是應得的
[00:09:49.840 --> 00:09:51.840]  這首歌
[00:09:51.840 --> 00:09:53.840]  《召我本相》
[00:10:21.840 --> 00:10:23.840]  首歌本來有七節
[00:10:23.840 --> 00:10:25.840]  我讀第四節給大家聽
[00:10:51.840 --> 00:10:53.840]  蒙主大愛
[00:10:53.840 --> 00:10:55.840]  除我一切罪孽障礙
[00:10:55.840 --> 00:10:57.840]  甘願歸主
[00:10:57.840 --> 00:10:59.840]  永遠屬主
[00:10:59.840 --> 00:11:01.840]  救主耶穌
[00:11:01.840 --> 00:11:03.840]  我來
[00:11:03.840 --> 00:11:05.840]  我來
[00:11:05.840 --> 00:11:07.840]  召我本相
[00:11:07.840 --> 00:11:09.840]  Just as I am
[00:11:09.840 --> 00:11:15.840]  在很多報道會當中
[00:11:15.840 --> 00:11:17.840]  召我本相這首聖詩
[00:11:17.840 --> 00:11:19.840]  常常被用來
[00:11:19.840 --> 00:11:21.840]  呼召時的詩歌
[00:11:21.840 --> 00:11:23.840]  這首詩歌被譽為
[00:11:23.840 --> 00:11:25.840]  世界上爭取靈魂最偉大的聖詩
[00:11:25.840 --> 00:11:31.840]  召我本相的作者
[00:11:31.840 --> 00:11:33.840]  就是英國的女詩人
[00:11:33.840 --> 00:11:35.840]  夏洛蒂·艾莉雅
[00:11:35.840 --> 00:11:41.840]  艾莉雅在1789年
[00:11:41.840 --> 00:11:43.840]  出生於牧師世家
[00:11:43.840 --> 00:11:45.840]  1789年
[00:11:45.840 --> 00:11:47.840]  法國大革命那年
[00:11:47.840 --> 00:11:49.840]  外祖父、兩個叔叔
[00:11:49.840 --> 00:11:51.840]  和兩個哥哥都是牧師
[00:11:51.840 --> 00:11:53.840]  他們也是當時
[00:11:53.840 --> 00:11:55.840]  宗教醒覺運動的領袖
[00:11:55.840 --> 00:11:57.840]  艾莉雅從小就認識神
[00:11:57.840 --> 00:12:01.840]  她年輕時所寫的文章
[00:12:01.840 --> 00:12:03.840]  和人像畫
[00:12:03.840 --> 00:12:05.840]  都得到大家的欣賞
[00:12:05.840 --> 00:12:07.840]  她在社交上非常活躍
[00:12:07.840 --> 00:12:09.840]  但是寧命每況愈下
[00:12:09.840 --> 00:12:11.840]  而且遠離神
[00:12:11.840 --> 00:12:13.840]  直至她30歲那年
[00:12:13.840 --> 00:12:15.840]  艾莉雅患上了一場重病
[00:12:15.840 --> 00:12:17.840]  從此
[00:12:17.840 --> 00:12:19.840]  她終身癱瘓
[00:12:19.840 --> 00:12:21.840]  艾莉雅無法做任何事情
[00:12:21.840 --> 00:12:23.840]  連基本上的
[00:12:23.840 --> 00:12:25.840]  起居飲食
[00:12:25.840 --> 00:12:27.840]  都要家人照顧
[00:12:27.840 --> 00:12:29.840]  因此她內心非常痛苦
[00:12:29.840 --> 00:12:31.840]  時時埋怨神
[00:12:31.840 --> 00:12:33.840]  艾莉雅雖然
[00:12:33.840 --> 00:12:35.840]  生長在牧師世家
[00:12:35.840 --> 00:12:37.840]  但是她對救恩的認識
[00:12:37.840 --> 00:12:39.840]  其實不清楚
[00:12:39.840 --> 00:12:41.840]  她沒有永生的把握
[00:12:41.840 --> 00:12:43.840]  也沒有今生的希望
[00:12:43.840 --> 00:12:45.840]  她慢慢變成一個
[00:12:45.840 --> 00:12:47.840]  頹喪、煩躁
[00:12:47.840 --> 00:12:49.840]  和尖酸刻薄的人
[00:12:49.840 --> 00:12:51.840]  在艾莉雅
[00:12:51.840 --> 00:12:53.840]  癱瘓了一年後
[00:12:53.840 --> 00:12:55.840]  一位瑞士的
[00:12:55.840 --> 00:12:57.840]  報導家馬倫
[00:12:57.840 --> 00:12:59.840]  去她家探訪
[00:12:59.840 --> 00:13:01.840]  馬倫知道艾莉雅的光景
[00:13:01.840 --> 00:13:03.840]  就問她
[00:13:03.840 --> 00:13:05.840]  「你認不認識上帝?」
[00:13:05.840 --> 00:13:07.840]  艾莉雅非常不高興
[00:13:07.840 --> 00:13:11.840]  她用尖刻的語氣
[00:13:11.840 --> 00:13:13.840]  回答馬倫
[00:13:13.840 --> 00:13:15.840]  「這是我和上帝之間的事」
[00:13:15.840 --> 00:13:17.840]  雖然艾莉雅
[00:13:17.840 --> 00:13:19.840]  非常不禮貌地回答馬倫
[00:13:19.840 --> 00:13:21.840]  但是馬倫的說話
[00:13:21.840 --> 00:13:23.840]  卻在她的心裡
[00:13:23.840 --> 00:13:25.840]  不停地迴響
[00:13:25.840 --> 00:13:27.840]  經過了幾個星期
[00:13:27.840 --> 00:13:29.840]  內心的掙扎
[00:13:29.840 --> 00:13:31.840]  終於艾莉雅放下自己的成見
[00:13:31.840 --> 00:13:33.840]  去問馬倫
[00:13:33.840 --> 00:13:35.840]  「我需要做些什麼才能去到神的面前?」
[00:13:35.840 --> 00:13:37.840]  馬倫回答她
[00:13:37.840 --> 00:13:39.840]  「就照你現在的本相
[00:13:39.840 --> 00:13:41.840]  就可以了」
[00:13:41.840 --> 00:13:43.840]  從那天開始
[00:13:43.840 --> 00:13:45.840]  艾莉雅恢復和耶穌個人的關係
[00:13:45.840 --> 00:13:47.840]  她積極地過每一天
[00:13:47.840 --> 00:13:49.840]  決志從事
[00:13:49.840 --> 00:13:51.840]  宗教和慈善工作
[00:13:51.840 --> 00:13:53.840]  為神所用
[00:13:53.840 --> 00:13:55.840]  在1834年
[00:13:55.840 --> 00:13:57.840]  艾莉雅四十五歲
[00:13:57.840 --> 00:13:59.840]  那年她全家人
[00:13:59.840 --> 00:14:01.840]  為了幫助貧窮的傳道人子女
[00:14:01.840 --> 00:14:03.840]  籌建學校
[00:14:03.840 --> 00:14:05.840]  舉行了義賣會
[00:14:05.840 --> 00:14:07.840]  全家出動
[00:14:07.840 --> 00:14:09.840]  睡在家裡
[00:14:09.840 --> 00:14:11.840]  什麼都不能幫忙
[00:14:11.840 --> 00:14:13.840]  她心裡湧出
[00:14:13.840 --> 00:14:15.840]  不配的感覺
[00:14:15.840 --> 00:14:17.840]  覺得自己很卑微
[00:14:17.840 --> 00:14:19.840]  在寂靜的房間
[00:14:19.840 --> 00:14:21.840]  她想起馬倫的說話
[00:14:21.840 --> 00:14:23.840]  她就將聖經裡所有提到
[00:14:23.840 --> 00:14:25.840]  神的愛的經文拿出來
[00:14:25.840 --> 00:14:27.840]  再看一次
[00:14:27.840 --> 00:14:29.840]  又回想自己的重生
[00:14:29.840 --> 00:14:31.840]  她得到神話語的激勵
[00:14:31.840 --> 00:14:33.840]  艾莉雅就在這樣的感動下
[00:14:33.840 --> 00:14:35.840]  寫了這首歌
[00:14:35.840 --> 00:14:37.840]  我本尚
[00:14:37.840 --> 00:14:39.840]  Just as I am
[00:14:39.840 --> 00:14:41.840]  第三本書
[00:14:41.840 --> 00:14:43.840]  跟大家分享的是
[00:14:43.840 --> 00:14:45.840]  由羅伯特所寫
[00:14:45.840 --> 00:14:47.840]  Spiritual Emotions
[00:14:47.840 --> 00:14:49.840]  羅伯特教授所寫
[00:14:49.840 --> 00:14:51.840]  他說
[00:14:51.840 --> 00:14:53.840]  感恩的元素有三項
[00:14:53.840 --> 00:14:55.840]  是什麼呢
[00:14:55.840 --> 00:14:57.840]  就是一個
[00:14:57.840 --> 00:14:59.840]  送禮物的人
[00:14:59.840 --> 00:15:01.840]  一個送禮物的人
[00:15:01.840 --> 00:15:03.840]  這個好像機械式
[00:15:03.840 --> 00:15:05.840]  感恩
[00:15:05.840 --> 00:15:07.840]  一個送禮物的人
[00:15:07.840 --> 00:15:09.840]  一個接受禮物的人
[00:15:09.840 --> 00:15:11.840]  接受恩惠的人
[00:15:11.840 --> 00:15:13.840]  還有禮物和恩惠
[00:15:13.840 --> 00:15:15.840]  一個送出來
[00:15:15.840 --> 00:15:17.840]  一個接受
[00:15:17.840 --> 00:15:19.840]  中間有禮物送出來
[00:15:19.840 --> 00:15:21.840]  在這個過程裡
[00:15:21.840 --> 00:15:23.840]  好像一個交易
[00:15:23.840 --> 00:15:25.840]  接受禮物的人
[00:15:25.840 --> 00:15:27.840]  或者接受恩惠的人
[00:15:27.840 --> 00:15:29.840]  其實是欠了
[00:15:29.840 --> 00:15:31.840]  送禮物的人
[00:15:31.840 --> 00:15:33.840]  私恩惠的人的一個債
[00:15:33.840 --> 00:15:35.840]  是什麼債呢
[00:15:35.840 --> 00:15:37.840]  這個不是一個公義的債
[00:15:37.840 --> 00:15:39.840]  而是一個感恩的債
[00:15:39.840 --> 00:15:43.840]  送禮物的人
[00:15:43.840 --> 00:15:45.840]  是出於好意的
[00:15:45.840 --> 00:15:47.840]  是送一些好的東西出來
[00:15:47.840 --> 00:15:49.840]  而收禮物的人
[00:15:49.840 --> 00:15:51.840]  他是很渴想得到這份禮物
[00:15:51.840 --> 00:15:53.840]  並且他是願意接受禮物
[00:15:53.840 --> 00:15:55.840]  如果送的人
[00:15:55.840 --> 00:15:57.840]  只是想
[00:15:57.840 --> 00:15:59.840]  作弄別人
[00:15:59.840 --> 00:16:01.840]  就不構成感恩的元素
[00:16:01.840 --> 00:16:03.840]  譬如
[00:16:03.840 --> 00:16:05.840]  剛剛過去聖誕節
[00:16:05.840 --> 00:16:07.840]  來公司或者學校開派對
[00:16:07.840 --> 00:16:09.840]  搞交換禮物
[00:16:09.840 --> 00:16:11.840]  有些人貪玩
[00:16:11.840 --> 00:16:13.840]  惡作劇
[00:16:13.840 --> 00:16:15.840]  送一些不合用的東西給你
[00:16:15.840 --> 00:16:17.840]  可能送一對絲襪給一個男生
[00:16:17.840 --> 00:16:19.840]  他送出來
[00:16:19.840 --> 00:16:21.840]  只是想作弄別人
[00:16:21.840 --> 00:16:23.840]  就不構成感恩的元素
[00:16:23.840 --> 00:16:25.840]  因為送禮物的人
[00:16:25.840 --> 00:16:27.840]  根據羅伯特所說
[00:16:27.840 --> 00:16:29.840]  對接受禮物的人
[00:16:29.840 --> 00:16:31.840]  是出於善意的
[00:16:31.840 --> 00:16:33.840]  如果接受禮物的人
[00:16:33.840 --> 00:16:35.840]  他其實不想得到
[00:16:35.840 --> 00:16:37.840]  因為要渴想和願意接受
[00:16:37.840 --> 00:16:39.840]  他不想得到或不願意得到
[00:16:39.840 --> 00:16:41.840]  他亦不會感恩
[00:16:41.840 --> 00:16:43.840]  亦不會構成感恩的元素
[00:16:43.840 --> 00:16:45.840]  譬如那個人不喜歡狗
[00:16:45.840 --> 00:16:47.840]  但送禮物的時候
[00:16:47.840 --> 00:16:49.840]  會流口水
[00:16:49.840 --> 00:16:51.840]  非常不喜歡
[00:16:51.840 --> 00:16:53.840]  就不構成感恩的元素
[00:16:53.840 --> 00:16:55.840]  所以感恩的元素
[00:16:55.840 --> 00:16:57.840]  就是送禮物
[00:16:57.840 --> 00:16:59.840]  一個受禮物的禮物
[00:16:59.840 --> 00:17:01.840]  要還的時候
[00:17:01.840 --> 00:17:03.840]  是一個感恩的債
[00:17:03.840 --> 00:17:05.840]  這個感恩是需要承認
[00:17:05.840 --> 00:17:07.840]  自己很渴想得到這份禮物
[00:17:07.840 --> 00:17:09.840]  並且願意接受這份禮物
[00:17:09.840 --> 00:17:11.840]  一個感受
[00:17:11.840 --> 00:17:13.840]  一個表達
[00:17:13.840 --> 00:17:15.840]  就是感恩
[00:17:15.840 --> 00:17:17.840]  所以在過程中,關係是很重要的
[00:17:17.840 --> 00:17:19.840]  有個人很愛你
[00:17:19.840 --> 00:17:21.840]  送一份禮物,表示那份愛意
[00:17:21.840 --> 00:17:23.840]  但你不愛他
[00:17:23.840 --> 00:17:25.840]  你又不會真愛他送的禮物
[00:17:25.840 --> 00:17:27.840]  甚至你會拒絕他送的禮物
[00:17:27.840 --> 00:17:31.840]  所以羅伯特所說的
[00:17:31.840 --> 00:17:33.840]  好像一個機械運作
[00:17:33.840 --> 00:17:35.840]  感恩就像一個交易
[00:17:35.840 --> 00:17:39.840]  但其實表達了
