
[00:00:00.000 --> 00:00:06.360]  今天是母親節,祝大家做母親的能夠開開心心
[00:03:39.080 --> 00:03:43.120]  如果大家在美國讀書的話會聽過他的名字
[00:03:43.120 --> 00:03:44.960]  他曾經這樣說
[00:03:44.960 --> 00:03:48.720]  "Men are what their mothers make them"
[00:03:48.720 --> 00:03:52.560]  我嘗試翻譯,他說男人成爲一個怎樣的人
[00:03:52.560 --> 00:03:55.000]  是由母親去製造出來的
[00:03:55.000 --> 00:03:58.120]  是由母親去決定的,是由母親去做的
[00:03:58.120 --> 00:04:00.840]  另外有一句西班牙的真言
[00:04:00.840 --> 00:04:02.760]  Spanish proverb
[00:04:02.760 --> 00:04:09.040]  "An aunt of mother is worth a pound of clergy"
[00:04:09.040 --> 00:04:12.440]  我聽完之後就輕鬆很多了
[00:04:12.440 --> 00:04:17.200]  因爲原來媽媽爲了孩子所付出的一安士的力量
[00:04:17.200 --> 00:04:21.560]  相等於我們做牧師做全隊人的一磅的價值
[00:04:21.560 --> 00:04:28.200]  可以看到我們做媽媽對我們的孩子影響是何等的深遠
[00:04:28.200 --> 00:04:30.200]  牧師,你是說給媽媽聽的嗎?
[00:04:30.200 --> 00:04:32.760]  我們很多不是媽媽,特別是有很多男士坐在這裏
[00:04:32.760 --> 00:04:34.760]  爸爸,有些還沒結婚
[00:04:34.760 --> 00:04:36.760]  有些可能你不是媽媽
[00:04:36.760 --> 00:04:39.240]  或者你的孩子已經長大成人了
[00:04:39.240 --> 00:04:45.360]  或者甚至你已經不再有機會去教養你的子女和下一代
[00:04:45.360 --> 00:04:48.560]  但是我希望今天和大家分享的信息
[00:04:48.560 --> 00:04:51.040]  其實是一些聖經給我們的原則
[00:04:51.040 --> 00:04:53.760]  其實我們每一個人都可以用一些原則
[00:04:53.760 --> 00:04:55.880]  不僅是應用在自己的家裏面
[00:04:55.880 --> 00:04:57.560]  甚至在教會當中
[00:04:57.560 --> 00:04:59.680]  我們說教一個熟練的大家庭
[00:04:59.680 --> 00:05:01.200]  我們是兄弟姐妹
[00:05:01.200 --> 00:05:02.520]  其實在教會里面來說
[00:05:02.520 --> 00:05:05.440]  我們同樣可以去應用這些原則
[00:05:05.440 --> 00:05:07.440]  就好像我和師母都有兩個兒子
[00:05:07.440 --> 00:05:09.440]  我有兩個兒子和兩個孫子
[00:05:09.440 --> 00:05:11.440]  很開心一個孫子一個孫女
[00:05:11.440 --> 00:05:13.440]  但是我告訴你們
[00:05:13.440 --> 00:05:16.440]  我在教會里面有很多孫子孫女
[00:05:16.440 --> 00:05:19.440]  每個禮拜我回到Peters的教堂
[00:05:19.440 --> 00:05:21.440]  有百多個小朋友
[00:05:21.440 --> 00:05:23.440]  我去到每一個都和他們打招呼
[00:05:23.440 --> 00:05:25.440]  每一個人都抱着他們
[00:05:25.440 --> 00:05:27.440]  不知道多開心多快樂
[00:05:27.440 --> 00:05:28.440]  我有一羣孫子孫女
[00:05:28.440 --> 00:05:29.440]  我有一羣媳婦
[00:05:29.440 --> 00:05:30.440]  我有一羣兒子
[00:05:30.440 --> 00:05:36.440]  當然有一羣年長的朋友
[00:05:36.440 --> 00:05:39.440]  同輩的叔伯們
[00:05:39.440 --> 00:05:40.440]  每次回到教會
[00:05:40.440 --> 00:05:42.440]  我見到他們禮拜的時候
[00:05:42.440 --> 00:05:43.440]  我都很開心
[00:05:43.440 --> 00:05:45.440]  去和他們打招呼
[00:05:45.440 --> 00:05:47.440]  去握手去懇求他們
[00:05:47.440 --> 00:05:52.440]  因爲這些就成爲我熟練裏面的家人
[00:05:52.440 --> 00:05:54.440]  所以我希望
[00:05:54.440 --> 00:05:56.440]  雖然你不是媽媽
[00:05:56.440 --> 00:05:58.440]  或者你還沒做媽媽
[00:05:58.440 --> 00:06:01.440]  我希望你能夠像媽媽一樣
[00:06:01.440 --> 00:06:07.440]  用媽媽的愛去建立和栽培我們的下一代
[00:06:07.440 --> 00:06:10.440]  成爲他們所敬愛的爸爸媽媽
[00:06:10.440 --> 00:06:11.440]  阿姨阿嬸
[00:06:11.440 --> 00:06:12.440]  阿伯阿伯
[00:06:12.440 --> 00:06:14.440]  或者是公公婆婆爺爺媽媽
[00:06:14.440 --> 00:06:16.440]  哥哥姐姐
[00:06:16.440 --> 00:06:19.440]  希望我們在教會里面製造成這樣的氣氛
[00:06:19.440 --> 00:06:23.440]  我們真正成爲屬靈裏面的一家人
[00:06:23.440 --> 00:06:28.440]  今天跟大家講到一個女孩
[00:06:28.440 --> 00:06:31.440]  她的媽媽叫Louis
[00:06:31.440 --> 00:06:38.440]  這個媽媽是一個很虔誠敬拜上帝的婦人
[00:06:38.440 --> 00:06:42.440]  她至少教導Louis要敬愛上帝
[00:06:42.440 --> 00:06:44.440]  要聽上帝的話
[00:06:44.440 --> 00:06:46.440]  不過可惜拉絲現在是年輕人
[00:06:46.440 --> 00:06:47.440]  長大之後
[00:06:47.440 --> 00:06:52.440]  她喜歡了一個不信上帝的年輕人
[00:06:52.440 --> 00:06:55.440]  後來和這個年輕人結婚
[00:06:55.440 --> 00:06:57.440]  生了一個兒子
[00:06:57.440 --> 00:06:59.440]  她和這個兒子改名的時候
[00:06:59.440 --> 00:07:01.440]  媽媽說改個什麼名呢
[00:07:01.440 --> 00:07:03.440]  不如叫做提摩泰
[00:07:03.440 --> 00:07:06.440]  這個兒子出生之後
[00:07:06.440 --> 00:07:11.440]  沒多久Louis的先生就要離開世界了
[00:07:11.440 --> 00:07:14.440]  於是就搬去和他的女兒一起住
[00:07:14.440 --> 00:07:20.440]  所以Louis和他的女兒Eunice住在一起
[00:07:20.440 --> 00:07:26.440]  有機會將她的信仰傳遞給剛剛出生的兒子
[00:07:26.440 --> 00:07:33.440]  提摩泰就在他的祖母Louis和媽媽Eunice的帶領下
[00:07:33.440 --> 00:07:35.440]  慢慢地成長
[00:07:35.440 --> 00:07:39.440]  我相信Louis是一個很虔誠敬拜上帝的人
[00:07:39.440 --> 00:07:41.440]  所以她小時候就教她怎麼祈禱
[00:07:41.440 --> 00:07:42.440]  怎麼借飯
[00:07:42.440 --> 00:07:44.440]  怎麼去聽上帝的話
[00:07:44.440 --> 00:07:46.440]  聖經裏面教我們什麼
[00:07:46.440 --> 00:07:48.440]  後來她長大了之後
[00:07:48.440 --> 00:07:51.440]  一個傳道人來到當中
[00:07:51.440 --> 00:07:54.440]  和她傳呼音
[00:07:54.440 --> 00:07:57.440]  這個人的名字叫做保羅
[00:07:57.440 --> 00:08:00.440]  保羅去到他們的城市
[00:08:00.440 --> 00:08:02.440]  傳呼音的時候
[00:08:02.440 --> 00:08:05.440]  Louis和Eunice這兩母女
[00:08:05.440 --> 00:08:08.440]  有機會聽到保羅所傳的信息
[00:08:08.440 --> 00:08:09.440]  保羅告訴他們
[00:08:09.440 --> 00:08:14.440]  原來耶穌就是聖經所預言將要來的救主
[00:08:14.440 --> 00:08:17.440]  並且透過聖經的教導
[00:08:17.440 --> 00:08:20.440]  和他們自己生命的一種經歷體會
[00:08:20.440 --> 00:08:23.440]  讓這兩母女看到
[00:08:23.440 --> 00:08:25.440]  原來耶穌不僅僅是救主
[00:08:25.440 --> 00:08:27.440]  祂就是上帝的兒子
[00:08:27.440 --> 00:08:29.440]  祂就是上帝
[00:08:29.440 --> 00:08:35.440]  結果Eunice和Louis就信了耶穌
[00:08:35.440 --> 00:08:37.440]  信了耶穌之後
[00:08:37.440 --> 00:08:39.440]  生命有一個很大的改變
[00:08:39.440 --> 00:08:41.440]  他們開始教導提摩泰
[00:08:41.440 --> 00:08:45.440]  認識聖經裏面的預言
[00:08:45.440 --> 00:08:47.440]  其實是講到耶穌的
[00:08:47.440 --> 00:08:49.440]  耶穌就是救主
[00:08:49.440 --> 00:08:52.440]  所有的聖經預言都應用在耶穌基督的身上
[00:08:52.440 --> 00:08:58.440]  於是提摩泰在媽媽和祖母的帶領和教導下
[00:08:58.440 --> 00:08:59.440]  後來都做了基督徒
[00:08:59.440 --> 00:09:02.440]  信了耶穌
[00:09:02.440 --> 00:09:03.440]  很奇怪
[00:09:03.440 --> 00:09:05.440]  兩母女信耶穌就信耶穌
[00:09:05.440 --> 00:09:06.440]  爲什麼這麼緊張
[00:09:06.440 --> 00:09:10.440]  要和兒子和孫子
[00:09:10.440 --> 00:09:13.440]  講到耶穌的問題
[00:09:13.440 --> 00:09:17.440]  那時候聖經還沒完全完成
[00:09:17.440 --> 00:09:19.440]  大家知道我在講誰了
[00:09:19.440 --> 00:09:21.440]  爲什麼他們這麼緊張
[00:09:21.440 --> 00:09:22.440]  很簡單
[00:09:22.440 --> 00:09:23.440]  如果你問我的話
[00:09:23.440 --> 00:09:26.440]  因爲他們兩個都很疼愛提摩泰
[00:09:26.440 --> 00:09:29.440]  他們兩個都很愛提摩泰
[00:09:29.440 --> 00:09:31.440]  這是媽媽和阿媽
[00:09:31.440 --> 00:09:34.440]  應該不是阿婆
[00:09:34.440 --> 00:09:36.440]  對他的愛
[00:09:36.440 --> 00:09:40.440]  希望提摩泰不僅可以和祂一樣
[00:09:40.440 --> 00:09:42.440]  可以擁有永生的盼望
[00:09:42.440 --> 00:09:47.440]  更加有能力去面對在世界上的挑戰
[00:09:47.440 --> 00:09:48.440]  而且可以祝福人
[00:09:48.440 --> 00:09:50.440]  可以貢獻社會
[00:09:50.440 --> 00:09:54.440]  可以幫忙建立神的國度
[00:09:54.440 --> 00:09:57.440]  他們把他們的期望放在兒子身上
[00:09:57.440 --> 00:09:58.440]  很愛提摩泰
[00:09:58.440 --> 00:09:59.440]  很疼愛提摩泰
[00:09:59.440 --> 00:10:01.440]  很希望他們能夠得到救恩
[00:10:01.440 --> 00:10:03.440]  很希望他們能夠
[00:10:03.440 --> 00:10:07.440]  發揮上帝在世界上的作用
[00:10:07.440 --> 00:10:11.440]  所以今天我們就從他們的身上看看
[00:10:11.440 --> 00:10:14.440]  他們是怎樣去幫助提摩泰的呢
[00:10:14.440 --> 00:10:16.440]  第一件事我們看到
[00:10:16.440 --> 00:10:22.440]  他們母女都很用心地去教導提摩泰
[00:10:22.440 --> 00:10:24.440]  明白聖經
[00:10:24.440 --> 00:10:26.440]  當然在那個時候是講舊約聖經
[00:10:26.440 --> 00:10:30.440]  我們看提摩泰前書第三章
[00:10:30.440 --> 00:10:32.440]  十二節那裏說
[00:10:32.440 --> 00:10:36.440]  凡是立志跟隨基督耶穌過境前生活的人
[00:10:36.440 --> 00:10:38.440]  都會遭受迫害
[00:10:38.440 --> 00:10:41.440]  邪惡的人和騙子們
[00:10:41.440 --> 00:10:43.440]  也會一天比一天壞
[00:10:43.440 --> 00:10:46.440]  他們欺騙人
[00:10:46.440 --> 00:10:48.440]  自己也被欺騙了
[00:10:48.440 --> 00:10:49.440]  至於你
[00:10:49.440 --> 00:10:52.440]  你要持守所接受和確信的真理
[00:10:52.440 --> 00:10:56.440]  你懂得誰是你的導師
[00:10:56.440 --> 00:10:59.440]  你也記得你從小就明白聖經
[00:10:59.440 --> 00:11:01.440]  就是能給你智慧
[00:11:01.440 --> 00:11:04.440]  指引你直着信基督耶穌
[00:11:04.440 --> 00:11:07.440]  而獲得拯救的那本書
[00:11:07.440 --> 00:11:09.440]  大家知道提摩泰前書後孫
[00:11:09.440 --> 00:11:11.440]  都是保羅送給提摩泰的
[00:11:11.440 --> 00:11:15.440]  保羅就當提摩泰是自己屬靈的兒子
[00:11:15.440 --> 00:11:18.440]  就好像在教會里跟自己的子女一樣
[00:11:18.440 --> 00:11:21.440]  所以特別去勸勉提摩泰
[00:11:21.440 --> 00:11:27.440]  首先我們要知道
[00:11:27.440 --> 00:11:30.440]  Lois和Eulis
[00:11:30.440 --> 00:11:34.440]  就是提摩泰的媽媽和祖母
[00:11:34.440 --> 00:11:36.440]  宣揚耶穌之後
[00:11:36.440 --> 00:11:37.440]  他們明白到
[00:11:37.440 --> 00:11:39.440]  原來耶穌雖然死了
[00:11:39.440 --> 00:11:40.440]  從死裏復活
[00:11:40.440 --> 00:11:42.440]  耶穌會再回來
[00:11:42.440 --> 00:11:45.440]  但是在耶穌再回來之前
[00:11:45.440 --> 00:11:46.440]  他們深深明白到
[00:11:46.440 --> 00:11:48.440]  這個世界的問題
[00:11:48.440 --> 00:11:50.440]  只會越來越多
[00:11:50.440 --> 00:11:52.440]  越來越嚴重
[00:11:52.440 --> 00:11:55.440]  就好像保羅告訴提摩泰
[00:11:55.440 --> 00:11:56.440]  你信耶穌
[00:11:56.440 --> 00:11:57.440]  你要做一個基督徒
[00:11:57.440 --> 00:11:58.440]  過絕權生活
[00:11:58.440 --> 00:12:00.440]  這個世界的問題越來越多
[00:12:00.440 --> 00:12:02.440]  而且越來越複雜
[00:12:02.440 --> 00:12:03.440]  大家有沒有聽過
[00:12:03.440 --> 00:12:07.440]  做人難 做好人更難
[00:12:07.440 --> 00:12:09.440]  有沒有聽過
[00:12:09.440 --> 00:12:10.440]  沒有人聽過嗎
[00:12:10.440 --> 00:12:13.440]  做人難 做好人更加難
[00:12:13.440 --> 00:12:14.440]  不過今天我告訴你們
[00:12:14.440 --> 00:12:17.440]  要做一個健健全全的基督徒
[00:12:17.440 --> 00:12:19.440]  做一個好的基督徒
[00:12:19.440 --> 00:12:21.440]  就難上加難
[00:12:21.440 --> 00:12:23.440]  不是我講的 是聖經講的
[00:12:23.440 --> 00:12:25.440]  因爲這個世界
[00:12:25.440 --> 00:12:27.440]  是遇到越來越多的問題
[00:12:27.440 --> 00:12:29.440]  越來越多的事情
[00:12:29.440 --> 00:12:31.440]  是我們解決不了
[00:12:31.440 --> 00:12:34.440]  而且對基督徒的挑戰和迫害
[00:12:34.440 --> 00:12:35.440]  是越來越多
[00:12:35.440 --> 00:12:37.440]  不單單在落後的國家
[00:12:37.440 --> 00:12:38.440]  還是深世界的國家
[00:12:38.440 --> 00:12:39.440]  甚至在美國
[00:12:39.440 --> 00:12:40.440]  我們也面對這樣的情況
[00:12:40.440 --> 00:12:42.440]  在這個世界上
[00:12:42.440 --> 00:12:44.440]  最容易是什麼呢
[00:12:44.440 --> 00:12:46.440]  同流合污
[00:12:46.440 --> 00:12:47.440]  最容易是什麼呢
[00:12:47.440 --> 00:12:48.440]  隨波逐流
[00:12:48.440 --> 00:12:49.440]  你不用怎麼動
[00:12:49.440 --> 00:12:50.440]  就跟着去
[00:12:50.440 --> 00:12:52.440]  大火怎麼做就怎麼做
[00:12:52.440 --> 00:12:53.440]  這個是最容易的
[00:12:53.440 --> 00:12:56.440]  但是帶來的惡果
[00:12:56.440 --> 00:12:58.440]  不好的結果
[00:12:58.440 --> 00:13:00.440]  也是相當嚴重的
[00:13:00.440 --> 00:13:02.440]  按照聖經給我們的啓示
[00:13:02.440 --> 00:13:05.440]  連人的心地和天良
[00:13:05.440 --> 00:13:07.440]  都被污衊了
[00:13:07.440 --> 00:13:10.440]  而且更會腐蝕人的靈魂
[00:13:10.440 --> 00:13:12.440]  所以如果你要隨波逐流
[00:13:12.440 --> 00:13:13.440]  是個個很容易
[00:13:13.440 --> 00:13:14.440]  最容易是什麼呢
[00:13:14.440 --> 00:13:15.440]  你不用怎麼動
[00:13:15.440 --> 00:13:16.440]  就跟着去
[00:13:16.440 --> 00:13:18.440]  但是可能帶來的影響
[00:13:18.440 --> 00:13:19.440]  不單單是今生
[00:13:19.440 --> 00:13:21.440]  你的生活不開心
[00:13:21.440 --> 00:13:24.440]  來世也沒有了得救的盼望
[00:13:24.440 --> 00:13:25.440]  而我們做父母
[00:13:25.440 --> 00:13:26.440]  做長輩
[00:13:26.440 --> 00:13:27.440]  做哥哥姐姐
[00:13:27.440 --> 00:13:29.440]  雖然做基督徒
[00:13:29.440 --> 00:13:30.440]  難上加難
[00:13:30.440 --> 00:13:32.440]  但是我們應該鼓勵他們
[00:13:32.440 --> 00:13:33.440]  不要怕難
[00:13:33.440 --> 00:13:35.440]  如果你自己也怕難
[00:13:35.440 --> 00:13:37.440]  那你自己首先要學這件事
[00:13:37.440 --> 00:13:39.440]  我們覺得
[00:13:39.440 --> 00:13:41.440]  有什麼是真的很容易的呢
[00:13:41.440 --> 00:13:43.440]  就好像我剛纔所說的那些
[00:13:43.440 --> 00:13:44.440]  做什麼就做什麼
[00:13:44.440 --> 00:13:46.440]  好像不用用腦子
[00:13:46.440 --> 00:13:48.440]  但是凡是有意義的東西
[00:13:48.440 --> 00:13:50.440]  凡是你想做成一些工作
[00:13:50.440 --> 00:13:52.440]  必須要面對難處
[00:13:52.440 --> 00:13:54.440]  所以如果愛我們的下一代
[00:13:54.440 --> 00:13:55.440]  愛我們的子女
[00:13:55.440 --> 00:13:57.440]  要教他們不要怕難
[00:13:57.440 --> 00:13:58.440]  千萬不要怕難
[00:13:58.440 --> 00:14:00.440]  千萬不要學
[00:14:00.440 --> 00:14:01.440]  念正學難
[00:14:01.440 --> 00:14:03.440]  舍難取義
[00:14:03.440 --> 00:14:06.440]  千萬不要教導我們的下一代
[00:14:06.440 --> 00:14:08.440]  反而應該教導他們什麼
[00:14:08.440 --> 00:14:11.440]  擇善而固執之
[00:14:11.440 --> 00:14:13.440]  做你應該做的事
[00:14:13.440 --> 00:14:14.440]  而且要堅持
[00:14:14.440 --> 00:14:16.440]  繼續做下去
[00:14:16.440 --> 00:14:18.440]  保羅作爲提摩太太
[00:14:18.440 --> 00:14:19.440]  那個屬靈的父親
[00:14:19.440 --> 00:14:21.440]  他就是這樣去教導提摩太太
[00:14:21.440 --> 00:14:23.440]  鼓勵她要持守你所相信的
[00:14:23.440 --> 00:14:26.440]  所接受的那個真理
[00:14:26.440 --> 00:14:28.440]  我想讓大家留意的是
[00:14:28.440 --> 00:14:30.440]  保羅在鼓勵提摩太太的時候
[00:14:30.440 --> 00:14:32.440]  特別提到兩件事
[00:14:32.440 --> 00:14:33.440]  第一件事
[00:14:33.440 --> 00:14:35.440]  你要知道你的導師是誰
[00:14:35.440 --> 00:14:37.440]  你記不記得你的導師是誰
[00:14:37.440 --> 00:14:39.440]  就是問提摩太太
[00:14:39.440 --> 00:14:41.440]  其實這段視頻裏面有沒有說
[00:14:41.440 --> 00:14:42.440]  沒有說
[00:14:42.440 --> 00:14:43.440]  不過從其他經文裏面
[00:14:43.440 --> 00:14:44.440]  其實你會知道
[00:14:44.440 --> 00:14:46.440]  他所講的導師
[00:14:46.440 --> 00:14:47.440]  保羅所指的導師
[00:14:47.440 --> 00:14:49.440]  就是指他的媽媽
[00:14:49.440 --> 00:14:51.440]  和指他的祖母
[00:14:51.440 --> 00:14:56.440]  尤尼基和路易斯
[00:14:56.440 --> 00:14:58.440]  所以他說
[00:14:58.440 --> 00:15:01.440]  這個是你從你的媽媽和祖母學來的
[00:15:01.440 --> 00:15:03.440]  所以你要更加謹慎小心
[00:15:03.440 --> 00:15:04.440]  第二件事
[00:15:04.440 --> 00:15:06.440]  保羅說你從小就明白聖經
[00:15:06.440 --> 00:15:07.440]  就是告訴你
[00:15:07.440 --> 00:15:08.440]  原來他小時候
[00:15:08.440 --> 00:15:11.440]  他的媽媽和祖母就教他聖經
[00:15:11.440 --> 00:15:13.440]  就好像我現在三歲
[00:15:13.440 --> 00:15:14.440]  剛剛三歲生日
[00:15:14.440 --> 00:15:18.440]  每晚記者在房間裏
[00:15:18.440 --> 00:15:20.440]  講聖經故事
[00:15:20.440 --> 00:15:22.440]  然後聊天
[00:15:22.440 --> 00:15:23.440]  然後就睡覺
[00:15:23.440 --> 00:15:24.440]  即使是三歲
[00:15:24.440 --> 00:15:26.440]  昨天我教我的孫子
[00:15:26.440 --> 00:15:28.440]  打電話給我媽媽
[00:15:28.440 --> 00:15:29.440]  對不起
[00:15:29.440 --> 00:15:30.440]  打電話給我媽媽
[00:15:30.440 --> 00:15:32.440]  即是他的太媽
[00:15:32.440 --> 00:15:34.440]  Great Grandmother
[00:15:34.440 --> 00:15:36.440]  母親節快樂
[00:15:36.440 --> 00:15:38.440]  就是小孩說話
[00:15:38.440 --> 00:15:39.440]  爲什麼
[00:15:39.440 --> 00:15:40.440]  因爲上帝照顧你
[00:15:40.440 --> 00:15:42.440]  上帝愛你
[00:15:42.440 --> 00:15:43.440]  小時候
[00:15:43.440 --> 00:15:44.440]  開始明白
[00:15:44.440 --> 00:15:46.440]  開始和你溝通的時候
[00:15:46.440 --> 00:15:47.440]  就教導他聖經
[00:15:47.440 --> 00:15:49.440]  這個就是路易斯和尤尼基
[00:15:49.440 --> 00:15:52.440]  所做的工作
[00:15:52.440 --> 00:15:54.440]  小時候教導提摩臺
[00:15:54.440 --> 00:15:56.440]  要明白聖經的教導
[00:15:56.440 --> 00:15:57.440]  爲什麼
[00:15:57.440 --> 00:16:00.440]  因爲聖經能夠給他有智慧
[00:16:00.440 --> 00:16:01.440]  可以指引他
[00:16:01.440 --> 00:16:02.440]  接受聖經的教導
[00:16:02.440 --> 00:16:04.440]  接受基督耶穌
[00:16:04.440 --> 00:16:05.440]  可以在面對困難
[00:16:05.440 --> 00:16:07.440]  挑戰難處的時候
[00:16:07.440 --> 00:16:10.440]  可以得到拯救
[00:16:10.440 --> 00:16:12.440]  他們相信
[00:16:12.440 --> 00:16:14.440]  人生是有難處的
[00:16:14.440 --> 00:16:16.440]  人生是充滿了問題的
[00:16:16.440 --> 00:16:19.440]  但是聖經能夠幫助我們
[00:16:19.440 --> 00:16:20.440]  找到解決的方法
[00:16:20.440 --> 00:16:23.440]  聖經能夠給我們出路
[00:16:23.440 --> 00:16:25.440]  所以弟兄姊妹
[00:16:25.440 --> 00:16:26.440]  如果你還沒開始的話
[00:16:26.440 --> 00:16:27.440]  我鼓勵你
[00:16:27.440 --> 00:16:28.440]  你家裏還有小孩
[00:16:28.440 --> 00:16:30.440]  還有年輕人的話
[00:16:30.440 --> 00:16:31.440]  你做爹地媽咪
[00:16:31.440 --> 00:16:33.440]  做長輩
[00:16:33.440 --> 00:16:34.440]  我遇到一件事
[00:16:34.440 --> 00:16:36.440]  你想想聖經教導我們怎麼做
[00:16:36.440 --> 00:16:37.440]  嘗試幫助你明白
[00:16:37.440 --> 00:16:39.440]  聖經可以怎樣
[00:16:39.440 --> 00:16:42.440]  幫助他們分別是非對錯
[00:16:42.440 --> 00:16:45.440]  讓他們能夠在黑暗的世代裏
[00:16:45.440 --> 00:16:47.440]  成爲一盞明燈
[00:16:47.440 --> 00:16:51.440]  讓他們能夠在這個充滿了問題
[00:16:51.440 --> 00:16:53.440]  是非顛倒的社會里
[00:16:53.440 --> 00:16:57.440]  他們可以學習成爲一個社會的良心
[00:16:57.440 --> 00:16:59.440]  容易嗎
[00:16:59.440 --> 00:17:01.440]  一點都不容易
[00:17:01.440 --> 00:17:03.440]  當你想這樣做的時候
[00:17:03.440 --> 00:17:05.440]  你會遇到的挑戰會越來越大
[00:17:05.440 --> 00:17:06.440]  但是如果我們經常說
[00:17:06.440 --> 00:17:07.440]  我們愛小孩
[00:17:07.440 --> 00:17:08.440]  口口聲聲說
[00:17:08.440 --> 00:17:10.440]  我盡最好的給他們
[00:17:10.440 --> 00:17:12.440]  我們必須要教導他們
[00:17:12.440 --> 00:17:14.440]  走上一條正路
