
[00:00:00.000 --> 00:00:08.520]  今天講道的題目叫「把握時機在今天」
[00:02:06.160 --> 00:02:10.400]  我剛才讀了一次 要不要再讀一次呢?
[00:02:10.400 --> 00:02:14.080]  有甚麼特別不同的?
[00:02:14.080 --> 00:02:18.760]  對了 愚昧 即是他轉了無知
[00:02:18.760 --> 00:02:24.040]  這個都是好的 但還有一個比較明顯的差別
[00:02:24.040 --> 00:02:26.840]  沒錯 愛惜光陰
[00:02:26.840 --> 00:02:31.080]  和合本修訂版就說要把握時機
[00:02:31.080 --> 00:02:34.280]  所以今天和大家分享的
[00:02:34.280 --> 00:02:38.400]  就是要把握時機 在今日裡面把握時機
[00:02:38.400 --> 00:02:42.440]  愛惜光陰 大家都很熟悉的
[00:02:42.440 --> 00:02:49.560]  「一寸光陰一寸金,寸金難買甚麼?」
[00:02:49.560 --> 00:02:55.240]  其實說起時間 這個話題很普通
[00:02:55.240 --> 00:02:59.480]  就算你不是信耶穌的人
[00:02:59.480 --> 00:03:04.440]  你都會說我們要很重視時間的運用
[00:03:04.440 --> 00:03:11.120]  因為成功人士都很重要的是他怎樣運用他的時間
[00:03:11.120 --> 00:03:19.480]  牧師就想讓成功人士有甚麼說話可以說
[00:03:19.480 --> 00:03:23.760]  其中有一個成功人士
[00:03:23.760 --> 00:03:28.600]  有人問他一個很偉大的大學校長
[00:03:28.600 --> 00:03:35.720]  有人訪問他 做大學校長第一個條件是甚麼呢?
[00:03:35.720 --> 00:03:42.000]  要甚麼?要入大學?要有大學?
[00:03:42.000 --> 00:03:46.360]  厲害了 要有大學 厲害了
[00:03:46.360 --> 00:03:54.520]  那你猜猜做一個成功的大學校長要有些甚麼呢?
[00:03:54.520 --> 00:04:02.640]  條件是甚麼呢?大家想想
[00:04:02.640 --> 00:04:06.680]  你想想沈祖堯有些甚麼條件呢?
[00:04:06.680 --> 00:04:09.160]  雖然一個退了下來
[00:04:09.160 --> 00:04:12.160]  大家說一下
[00:04:12.160 --> 00:04:15.440]  在位置上叫出來就行了
[00:04:15.440 --> 00:04:21.240]  靚仔 高學歷 靚仔
[00:04:21.240 --> 00:04:23.720]  樣子都比較討好
[00:04:23.720 --> 00:04:27.480]  但其實大學校長不一定好樣
[00:04:27.480 --> 00:04:30.600]  還有沒有甚麼條件?
[00:04:30.600 --> 00:04:33.080]  哎 弟兄說得真是好了
[00:04:33.080 --> 00:04:36.920]  因為現在這個時勢一定要這樣才行
[00:04:36.920 --> 00:04:39.800]  否則就很麻煩了
[00:04:39.800 --> 00:04:43.960]  但等不等於不可以說自己的想法呢?
[00:04:43.960 --> 00:04:45.760]  那不一定的
[00:04:45.760 --> 00:04:49.640]  好 那不如開一下股
[00:04:49.640 --> 00:04:54.760]  這個訪問成功的大學校長就說
[00:04:54.760 --> 00:04:56.840]  要有一個自治法
[00:04:56.840 --> 00:05:00.480]  將那些不重要和沒有益的事
[00:05:00.480 --> 00:05:02.400]  把它扔掉
[00:05:02.400 --> 00:05:07.320]  使得他有時間去做應該做的事
[00:05:07.320 --> 00:05:08.600]  為甚麼呢?
[00:05:08.600 --> 00:05:11.720]  因為作為一個成功的大學校長
[00:05:11.720 --> 00:05:16.120]  我們的時間精神力量都很有限
[00:05:16.120 --> 00:05:20.960]  不可能在這個任期裏做完所有的事
[00:05:20.960 --> 00:05:24.800]  所以我們要選擇重要的去做
[00:05:24.800 --> 00:05:27.360]  你覺得他是不是很有智慧呢?
[00:05:27.360 --> 00:05:29.200]  一個自治法
[00:05:29.200 --> 00:05:33.400]  自治法是一個可以看到的
[00:05:33.400 --> 00:05:37.760]  但我們在電腦裏有一個很重要的自治法
[00:05:37.760 --> 00:05:42.680]  那個自治法就是我們扔掉垃圾桶
[00:05:42.680 --> 00:05:45.240]  你們多不多用呢?
[00:05:45.240 --> 00:05:50.120]  將你的文件扔掉垃圾桶多不多用呢?
[00:05:50.120 --> 00:05:51.640]  很少用嗎?
[00:05:51.640 --> 00:05:53.800]  但應該常常用的
[00:05:53.800 --> 00:06:01.480]  還有呢 你不單止扔掉了 如果意外刪除了
[00:06:01.480 --> 00:06:03.360]  如果你還沒有清空它
[00:06:03.360 --> 00:06:04.960]  你還可以拿回來
[00:06:04.960 --> 00:06:08.000]  甚至有一個叫還原的功能
[00:06:08.000 --> 00:06:09.680]  大家記不記得還原功能
[00:06:09.680 --> 00:06:13.800]  即是就算扔了進廁所都可以拿出來
[00:06:13.800 --> 00:06:17.080]  但這個重要的呢
[00:06:17.080 --> 00:06:22.960]  如果你清空了廁所電腦上的垃圾桶
[00:06:22.960 --> 00:06:25.200]  那你就什麼都找不到了
[00:06:25.200 --> 00:06:27.320]  但你知不知道呢
[00:06:27.320 --> 00:06:34.400]  有些人就專門在電腦裏找那些失去了的資料
[00:06:34.400 --> 00:06:35.920]  很厲害的 你知不知道
[00:06:35.920 --> 00:06:37.720]  你都知道的 我相信
[00:06:37.720 --> 00:06:39.400]  你正在讀的
[00:06:39.400 --> 00:06:43.000]  就算一部電腦的資料被人刪除了
[00:06:43.000 --> 00:06:46.600]  但他都可以有些辦法拿回那些資料出來
[00:06:46.600 --> 00:06:50.080]  但當然很大工程
[00:06:50.080 --> 00:06:57.760]  所以善用我們的精力去做一些重要的事
[00:06:57.760 --> 00:06:59.760]  是很重要的
[00:06:59.760 --> 00:07:08.280]  有些名人就常常說我們怎樣要愛惜時間
[00:07:08.280 --> 00:07:13.200]  牧師因為現在用了一個新的方式去講道
[00:07:13.200 --> 00:07:16.200]  所以我又不習慣
[00:07:16.200 --> 00:07:22.480]  又要掃一下掃一下 找一下那個格言是什麼
[00:07:22.480 --> 00:07:27.280]  其中有一個就是一會兒那個圖會有
[00:07:27.280 --> 00:07:30.360]  就是在希臘神話裏面
[00:07:30.360 --> 00:07:35.160]  有一個石像裏面就是一個人
[00:07:35.160 --> 00:07:40.640]  這個人他在他的頭前面有條鞭
[00:07:40.640 --> 00:07:45.880]  在他身上有翅膀的
[00:07:45.880 --> 00:07:47.360]  可以飛的
[00:07:47.360 --> 00:07:50.760]  所以你面對這個人的時候
[00:07:50.760 --> 00:07:54.880]  如果要捉他 你就捉他的鞭就捉到他了
[00:07:54.880 --> 00:07:59.120]  但如果你被他過了的時候
[00:07:59.120 --> 00:08:03.160]  他的後頸枕是什麼都沒有的
[00:08:03.160 --> 00:08:06.400]  又沒有頭髮 是光禿禿的
[00:08:06.400 --> 00:08:10.480]  所以你捉他就捉不到
[00:08:10.480 --> 00:08:14.160]  你這麼聰明 你就知道我想講什麼
[00:08:14.160 --> 00:08:16.560]  你在前面就可以捉住他
[00:08:16.560 --> 00:08:20.880]  但在後面他一過了 你就捉不到他
[00:08:20.880 --> 00:08:24.560]  是什麼 有人講過了
[00:08:24.560 --> 00:08:26.320]  是時間
[00:08:26.320 --> 00:08:30.120]  你正在前面 你可以把握著時間
[00:08:30.120 --> 00:08:32.160]  但時間流走的時候
[00:08:32.160 --> 00:08:35.960]  你想拿它 都拿不回
[00:08:35.960 --> 00:08:39.440]  所以今天在經文裏面提醒我們
[00:08:39.440 --> 00:08:41.600]  我們要把握時機
[00:08:41.600 --> 00:08:43.880]  我們要愛惜光陰
[00:08:43.880 --> 00:08:48.080]  因為現今的世代邪惡
[00:08:48.080 --> 00:08:52.440]  究竟現在的世代是怎樣邪惡的呢
[00:08:52.440 --> 00:08:54.680]  我就舉一個例子
[00:08:54.680 --> 00:08:56.280]  下一張圖
[00:08:56.280 --> 00:08:59.240]  你看不看到很惡 很害怕
[00:08:59.240 --> 00:09:01.560]  我上網找這個圖的時候
[00:09:01.560 --> 00:09:03.240]  我都被它嚇一跳
[00:09:03.240 --> 00:09:05.640]  看不看到骷髏頭
[00:09:05.640 --> 00:09:08.000]  看不看到魔鬼
[00:09:08.000 --> 00:09:14.640]  看不看到死人的骷髏骨 一排骨
[00:09:14.640 --> 00:09:16.880]  所以我看這個圖很害怕
[00:09:16.880 --> 00:09:19.880]  為什麼說這個現今的世代邪惡呢
[00:09:19.880 --> 00:09:22.280]  就有一個魔鬼撒旦
[00:09:22.280 --> 00:09:25.000]  有一個三消的策略
[00:09:25.000 --> 00:09:26.960]  三消策略
[00:09:26.960 --> 00:09:28.400]  是什麼呢
[00:09:28.400 --> 00:09:31.680]  可不可以有人猜到
[00:09:31.680 --> 00:09:33.320]  秋蝕殺害委說是對的
[00:09:33.320 --> 00:09:36.640]  不過全部都是由「消」字開始的
[00:09:36.640 --> 00:09:38.760]  消極 還有呢
[00:09:38.760 --> 00:09:41.000]  消費 還有呢
[00:09:41.000 --> 00:09:42.880]  消化
[00:09:42.880 --> 00:09:44.160]  不是 真是好
[00:09:44.160 --> 00:09:47.240]  不是 我現在在刺激你們的思想
[00:09:47.240 --> 00:09:50.720]  因為我發覺如果我一直說不是說到
[00:09:50.720 --> 00:09:54.520]  你不刺激你 我們就不能互動
[00:09:54.520 --> 00:09:56.080]  消耗
[00:09:56.080 --> 00:09:59.480]  消耗都是一個策略
[00:09:59.480 --> 00:10:03.120]  消耗都幾好 我這個答案沒有
[00:10:03.120 --> 00:10:04.560]  消耗
[00:10:04.560 --> 00:10:09.480]  如果魔鬼撒旦用什麼策略令我們消耗呢
[00:10:09.480 --> 00:10:11.280]  其實我真是很多謝大家
[00:10:11.280 --> 00:10:13.920]  因為你又給我多一些思想
[00:10:13.920 --> 00:10:16.680]  不過剛才 笑尾
[00:10:16.680 --> 00:10:18.720]  不過你留意一樣東西
[00:10:18.720 --> 00:10:21.800]  就是剛才Mill說得對
[00:10:21.800 --> 00:10:23.720]  是我想說的東西
[00:10:23.720 --> 00:10:24.920]  其中一樣東西
[00:10:24.920 --> 00:10:28.080]  三消 第一樣就是消費
[00:10:28.080 --> 00:10:31.080]  今天這個世代怎樣邪惡呢
[00:10:31.080 --> 00:10:34.120]  就是這個消費市場很龐大
[00:10:34.120 --> 00:10:36.960]  消費的東西 林林總總的
[00:10:36.960 --> 00:10:40.400]  花樣百出的 目不下級的
[00:10:40.400 --> 00:10:43.720]  你發不發覺呢 你的電話就算沒有壞
[00:10:43.720 --> 00:10:46.520]  但是它的出產商
[00:10:46.520 --> 00:10:48.840]  好像彷彿那些電話
[00:10:48.840 --> 00:10:52.360]  只是有兩三年的壽命 你就要換的
[00:10:52.360 --> 00:10:54.200]  但其實它還可以用的
[00:10:54.200 --> 00:10:58.520]  但是它只有兩三年的時間 你就又要換的
[00:10:58.520 --> 00:11:05.360]  所以好像經常都要給我們買新的東西
[00:11:05.360 --> 00:11:10.080]  而且消費者就永不言倦的
[00:11:10.080 --> 00:11:12.280]  他們會很努力地
[00:11:12.280 --> 00:11:15.920]  圍著他們心愛的產品去排隊
[00:11:15.920 --> 00:11:18.320]  就好像iPhone一樣
[00:11:18.320 --> 00:11:20.240]  有很多人就走去排隊
[00:11:20.240 --> 00:11:23.280]  排了隊之後就轉手給人賺很多錢
[00:11:23.280 --> 00:11:25.560]  他們都很重視
[00:11:25.560 --> 00:11:30.960]  怎樣將這些消費品讓他們可以享受
[00:11:30.960 --> 00:11:35.480]  看起來這些人是很開心的
[00:11:35.480 --> 00:11:38.520]  因為他們可以經常換新的東西
[00:11:38.520 --> 00:11:43.640]  但實際上他們用了很多很多時間
[00:11:43.640 --> 00:11:46.840]  去做這些消費的行為
[00:11:46.840 --> 00:11:51.280]  今天我們上網足不出戶就可以買到東西了
[00:11:51.280 --> 00:11:53.120]  很簡單
[00:11:53.120 --> 00:11:56.600]  究竟我們是不是因為這樣節省了時間呢?
[00:11:56.600 --> 00:11:58.320]  就不一定了
[00:11:58.320 --> 00:11:59.800]  不一定節省了時間
[00:11:59.800 --> 00:12:04.120]  因為我們越來越多上網去找那些產品
[00:12:04.120 --> 00:12:07.960]  所以消費者的時間
[00:12:07.960 --> 00:12:11.280]  就在不知不覺中被消耗了
[00:12:11.280 --> 00:12:14.280]  消耗 剛才有人說消耗
[00:12:14.280 --> 00:12:18.320]  所以他們坐擁一堆堆的戰利品
[00:12:18.320 --> 00:12:22.600]  但是他們卻是搞到自己很疲倦
[00:12:22.600 --> 00:12:25.680]  經常要去買東西
[00:12:25.680 --> 00:12:27.680]  這個是魔鬼的策略
[00:12:27.680 --> 00:12:29.160]  藉著消費
[00:12:29.160 --> 00:12:33.400]  令我們花了很多時間和心思在上面
[00:12:33.400 --> 00:12:34.480]  第二個消
[00:12:34.480 --> 00:12:36.480]  剛才沒有人說的
[00:12:36.480 --> 00:12:38.880]  消遣
[00:12:38.880 --> 00:12:41.200]  隨著旅遊業發達
[00:12:41.200 --> 00:12:42.440]  你想一下
[00:12:42.440 --> 00:12:47.120]  我們很多人都經常去旅行
[00:12:47.120 --> 00:12:50.480]  三個月不夠兩個月就去旅行
[00:12:50.480 --> 00:12:54.840]  曾經有一個公子
[00:12:54.840 --> 00:12:57.520]  就是城中的公子
[00:12:57.520 --> 00:13:01.520]  他就說如果你每個月存15,000元的時候
[00:13:01.520 --> 00:13:04.520]  你就可以買到房子了
[00:13:04.520 --> 00:13:06.360]  15,000元就可以買到房子
[00:13:06.360 --> 00:13:08.200]  行不行呢?
[00:13:08.200 --> 00:13:10.200]  大家想一下
[00:13:10.200 --> 00:13:15.080]  但是你15,000元就買不到房子了
[00:13:15.080 --> 00:13:17.680]  我講錯了
[00:13:17.680 --> 00:13:22.200]  是1,500元不是15,000元
[00:13:22.200 --> 00:13:26.160]  每個月存15,000元買不買到房子呢?
[00:13:26.160 --> 00:13:28.160]  應該買不到
[00:13:28.160 --> 00:13:30.560]  但是如果你將那15,000元
[00:13:30.560 --> 00:13:32.920]  有些人說不去買房子
[00:13:32.920 --> 00:13:35.640]  存了四五個月
[00:13:35.640 --> 00:13:39.360]  夠不夠錢去日本旅行呢?
[00:13:39.360 --> 00:13:40.240]  夠啊
[00:13:40.240 --> 00:13:43.640]  可以有7,500元夠不夠去?
[00:13:43.640 --> 00:13:45.240]  去啊 可以去
[00:13:45.240 --> 00:13:47.160]  所以有些人就說
[00:13:47.160 --> 00:13:48.280]  我不去買房子
[00:13:48.280 --> 00:13:52.360]  但是我的生活水平就好像中產人士一樣
[00:13:52.360 --> 00:13:56.400]  因為中產人士一年可以去幾次旅行
[00:13:56.400 --> 00:13:58.040]  但是我想講的
[00:13:58.040 --> 00:14:00.600]  就是這些消遣
[00:14:00.600 --> 00:14:04.680]  同樣是浪費了我們很多的時間
[00:14:04.680 --> 00:14:05.800]  還有
[00:14:05.800 --> 00:14:10.280]  現在消遣很容易看到
[00:14:10.280 --> 00:14:12.720]  有些雜誌整本都是教你
[00:14:12.720 --> 00:14:13.760]  去哪裡買東西
[00:14:13.760 --> 00:14:15.840]  去哪裡吃東西
[00:14:15.840 --> 00:14:18.760]  但是這些電視的節目
[00:14:18.760 --> 00:14:20.920]  又是很多講吃東西的
[00:14:20.920 --> 00:14:22.400]  大家留不留意
[00:14:22.400 --> 00:14:24.480]  一有吃東西的節目
[00:14:24.480 --> 00:14:26.720]  就很受歡迎了
[00:14:26.720 --> 00:14:28.280]  這個代表了什麼呢?
[00:14:28.280 --> 00:14:33.360]  很多人就花了那些時間和精神去吃東西
[00:14:33.360 --> 00:14:36.920]  所以很多的時間又被消耗了
[00:14:36.920 --> 00:14:38.560]  用了
[00:14:38.560 --> 00:14:41.560]  第三個消
[00:14:41.560 --> 00:14:42.200]  有什麼?
[00:14:42.200 --> 00:14:44.000]  剛才我講了
[00:14:44.000 --> 00:14:48.320]  消費、消遣
[00:14:48.320 --> 00:14:50.600]  消耗都講了
[00:14:50.600 --> 00:14:53.800]  消息 剛才有講
[00:14:53.800 --> 00:14:56.240]  消息
[00:14:56.240 --> 00:14:56.920]  對了
[00:14:56.920 --> 00:14:58.680]  嘩 你真是很聰明
[00:14:58.680 --> 00:15:00.240]  隨著資訊科技的發達
[00:15:00.240 --> 00:15:01.520]  電腦網絡的流行
[00:15:01.520 --> 00:15:04.080]  傳播事業的快展快速
[00:15:04.080 --> 00:15:07.040]  所以今天無論是哪一個人都好
[00:15:07.040 --> 00:15:10.240]  只要他手裏面有部手機的時候
[00:15:10.240 --> 00:15:14.640]  他就用很多時間在他那部手機上
[00:15:14.640 --> 00:15:18.600]  所以牧師這陣子就要做一件事
[00:15:18.600 --> 00:15:21.720]  由現在去到復活節之前
[00:15:21.720 --> 00:15:25.760]  我不會再上Facebook和Instagram了
[00:15:25.760 --> 00:15:26.760]  為什麼呢?
[00:15:26.760 --> 00:15:28.360]  我發現這兩樣東西
[00:15:28.360 --> 00:15:29.800]  浪費了我很多時間
[00:15:29.800 --> 00:15:31.440]  雖然就算我不上
[00:15:31.440 --> 00:15:34.080]  經常有些信息告訴我
[00:15:34.080 --> 00:15:37.560]  但是我立志這段時間我不做
[00:15:37.560 --> 00:15:38.760]  我不做這件事
[00:15:38.760 --> 00:15:41.000]  我不受它控制
[00:15:41.000 --> 00:15:42.720]  因為你覺得今天的人
[00:15:42.720 --> 00:15:49.200]  就是受這些社交媒體去控制著
[00:15:49.200 --> 00:15:50.280]  是的
[00:15:50.280 --> 00:15:51.960]  今天我們要很小心
[00:15:51.960 --> 00:15:53.600]  這三樣東西
[00:15:53.600 --> 00:15:59.720]  都成為我們很多時間被消耗了
[00:15:59.720 --> 00:16:03.520]  這個現今的世代真是邪惡
[00:16:03.520 --> 00:16:06.720]  因為它將我們原本有用的時間
[00:16:06.720 --> 00:16:10.360]  原本可以給神用的時間
[00:16:10.360 --> 00:16:13.560]  就沒有了
[00:16:13.560 --> 00:16:16.560]  我不知道大家知不知道
[00:16:16.560 --> 00:16:20.960]  在聖經裏面「時間」有兩個字
[00:16:20.960 --> 00:16:23.920]  一個叫Kronos
[00:16:23.920 --> 00:16:27.040]  一個叫Kairos
[00:16:27.040 --> 00:16:28.720]  大家知不知道這兩個字
[00:16:28.720 --> 00:16:31.560]  都是希臘文
[00:16:31.560 --> 00:16:36.240]  Kronos這個字代表什麼呢?
[00:16:36.240 --> 00:16:39.320]  就是代表一個時鐘上的時間
[00:16:39.320 --> 00:16:41.680]  就是代表一個連續的時間
[00:16:41.680 --> 00:16:42.800]  代表什麼呢?
[00:16:42.800 --> 00:16:49.760]  就是以時間分分鐘秒鐘秒秒過去
[00:16:49.760 --> 00:16:51.680]  那就是時間
[00:16:51.680 --> 00:16:54.040]  過了一年 過了二年 過了十年
[00:16:54.040 --> 00:16:58.280]  這個Kronos就代表時間的流逝
[00:16:58.280 --> 00:17:00.960]  是一個直線
[00:17:00.960 --> 00:17:03.240]  但是另一個Kairos這個字
[00:17:03.240 --> 00:17:06.520]  就代表了一段已經計算了
[00:17:06.520 --> 00:17:08.640]  一段已經分配好
[00:17:08.640 --> 00:17:13.120]  在一個固定的季節和時機上
[00:17:13.120 --> 00:17:16.120]  這個字就是不同了
[00:17:16.120 --> 00:17:18.840]  把握時機就是Kairos
[00:17:18.840 --> 00:17:22.240]  因為時機就好像我剛才說的那個圖
[00:17:22.240 --> 00:17:25.600]  當它流逝了的時候就沒有了
[00:17:25.600 --> 00:17:27.840]  你要明白這兩個字的時候
[00:17:27.840 --> 00:17:29.800]  你就更加知道
[00:17:29.800 --> 00:17:32.600]  為什麼我們要把握時機
[00:17:32.600 --> 00:17:34.920]  為什麼我們要愛惜光陰
[00:17:34.920 --> 00:17:38.120]  每一個人的Kronos都是一樣的
[00:17:38.120 --> 00:17:39.880]  這個世界很公平
[00:17:39.880 --> 00:17:42.200]  無論你有錢沒錢也好
[00:17:42.200 --> 00:17:44.160]  你的時間都是一樣那麼多
[00:17:44.160 --> 00:17:46.520]  就是一天24小時
[00:17:46.520 --> 00:17:47.720]  可不可以這樣說
[00:17:47.720 --> 00:17:51.040]  但是有些東西就有不同
[00:17:51.040 --> 00:17:53.560]  有些Kronos有些長一些 有些短一些
[00:17:53.560 --> 00:17:55.800]  有些人80歲命 90歲命
[00:17:55.800 --> 00:17:57.840]  有些人30歲命
[00:17:57.840 --> 00:18:01.560]  這個可以說Kronos有長有短
[00:18:01.560 --> 00:18:05.240]  但是那個Kairos就很重要了
[00:18:05.240 --> 00:18:09.040]  在你人生裡有沒有抓住一些特殊的時機
[00:18:09.040 --> 00:18:12.920]  抓住一些特別你和神之間的關係
[00:18:12.920 --> 00:18:16.080]  抓住一些可以影響你一生的事情
[00:18:16.080 --> 00:18:18.960]  你有沒有把握抓住這件事呢
[00:18:18.960 --> 00:18:20.920]  這個就很重要
[00:18:20.920 --> 00:18:25.720]  不在乎你的時間長還是短
[00:18:25.720 --> 00:18:29.640]  所以今天這個世代邪惡
[00:18:29.640 --> 00:18:32.600]  就是因為今天這個世界
[00:18:32.600 --> 00:18:37.280]  是受天空屬靈的惡魔
[00:18:37.280 --> 00:18:44.160]  天空的惡魔在盤踞著
[00:18:44.160 --> 00:18:47.360]  所以它藉著今世的風俗和今世的事物
[00:18:47.360 --> 00:18:49.520]  將我們的時間奪去
[00:18:49.520 --> 00:18:51.560]  當我們的時間失去了
[00:18:51.560 --> 00:18:53.560]  我們還可以做什麼呢
[00:18:53.560 --> 00:18:55.360]  是不是 弟兄姊妹
[00:18:55.360 --> 00:18:56.640]  你不用失去生命
[00:18:56.640 --> 00:18:57.920]  你不用失去事業
[00:18:57.920 --> 00:19:00.360]  你不用失去財產
[00:19:00.360 --> 00:19:03.640]  甚至不需要給你有很多的逼迫
[00:19:03.640 --> 00:19:08.320]  但是撒旦只要令到你失去了大量的時間
[00:19:08.320 --> 00:19:10.800]  你就會肯定徹底的失敗
[00:19:10.800 --> 00:19:13.200]  是不是
[00:19:13.200 --> 00:19:18.280]  所以仇敵對你的命沒什麼興趣
[00:19:18.280 --> 00:19:23.440]  仇敵對你的財產沒什麼興趣
[00:19:23.440 --> 00:19:26.040]  仇敵對你的事業沒什麼興趣
[00:19:26.040 --> 00:19:28.440]  對你的安逸也沒什麼興趣
[00:19:28.440 --> 00:19:32.600]  但是偏偏對你的時間就很有興趣
[00:19:32.600 --> 00:19:37.640]  千方百計的在你的時間上打主意
[00:19:37.640 --> 00:19:39.240]  現在你就明白
[00:19:39.240 --> 00:19:41.840]  為什麼這個世代邪惡
[00:19:41.840 --> 00:19:47.360]  就是邪惡的君主要令到你失去時間
[00:19:47.360 --> 00:19:49.640]  在四福音裏面我們看到
[00:19:49.640 --> 00:19:53.960]  耶穌對時間很重視也很敏感
[00:19:53.960 --> 00:19:58.560]  耶穌的時間觀應該成為我們一個學校的對象
[00:19:58.560 --> 00:20:00.600]  在約翰福音第九章第四節
[00:20:00.600 --> 00:20:01.320]  耶穌說
[00:20:01.320 --> 00:20:05.640]  趁著白日我們必須作那差我來者的功
[00:20:05.640 --> 00:20:10.840]  黑夜將到就沒有人能作功了
[00:20:10.840 --> 00:20:12.600]  所以這句很重要
[00:20:12.600 --> 00:20:15.920]  牧師又要唱一首歌給你聽
[00:20:15.920 --> 00:20:19.520]  幹快工作夜來臨
[00:20:19.520 --> 00:20:23.080]  趁著早晨清醒
[00:20:23.080 --> 00:20:26.640]  撈住再催化消息
[00:20:26.640 --> 00:20:30.120]  工作要辛勤
[00:20:30.120 --> 00:20:33.800]  陽光漸漸加明亮
[00:20:33.800 --> 00:20:37.400]  我也加倍反省
[00:20:37.400 --> 00:20:41.000]  幹快工作夜來臨
[00:20:41.000 --> 00:20:44.800]  夜臨工當停
[00:20:44.800 --> 00:20:45.400]  好
[00:20:45.400 --> 00:20:46.240]  有誰聽
[00:20:46.240 --> 00:20:50.200]  除了剛才那一次之外聽過這首歌?
[00:20:50.200 --> 00:20:50.840]  真的有
[00:20:50.840 --> 00:20:52.640]  我真的很感動
[00:20:52.640 --> 00:20:55.160]  多謝你
[00:20:55.160 --> 00:20:59.440]  因為這些歌我打死也不敢選擇做回應詞
[00:20:59.440 --> 00:21:01.760]  我真的被人打
[00:21:01.760 --> 00:21:03.080]  真的不可以選擇
[00:21:03.080 --> 00:21:08.040]  但這些歌已經在我心裏有一個深深的諾印
[00:21:08.040 --> 00:21:12.280]  耶穌必須作差我來者的功
[00:21:12.280 --> 00:21:16.120]  因為黑夜將到沒有人能作功了
[00:21:16.120 --> 00:21:18.440]  所以這個經文的背景
[00:21:18.440 --> 00:21:20.200]  就在約翰福音第八章記載
[00:21:20.200 --> 00:21:23.360]  耶穌和敵人有很激烈的爭辯
[00:21:23.360 --> 00:21:25.800]  以至敵人要追殺他
[00:21:25.800 --> 00:21:27.840]  在敵人追殺他的時候
[00:21:27.840 --> 00:21:29.120]  耶穌就停下來
[00:21:29.120 --> 00:21:32.720]  在路邊醫治了一個盲眼的人
[00:21:32.720 --> 00:21:34.520]  後來他又可以見到
[00:21:34.520 --> 00:21:37.520]  耶穌醫好這個人心靈的黑眼
[00:21:37.520 --> 00:21:40.400]  即不單止是醫好他的眼睛
[00:21:40.400 --> 00:21:43.520]  更加他的心眼都被打開了
[00:21:43.520 --> 00:21:48.400]  所以耶穌是一個心靈並固的主
[00:21:48.400 --> 00:21:52.600]  即身體和靈魂都一樣重要
[00:21:52.600 --> 00:21:54.600]  不過我們要留意九章四字
[00:21:54.600 --> 00:21:57.920]  耶穌教導我們對時間的看法
[00:21:57.920 --> 00:21:59.160]  趁著白日
[00:21:59.160 --> 00:22:02.000]  我們必須作差我來者的功
[00:22:02.000 --> 00:22:07.040]  黑夜將到就沒有人能作功
[00:22:07.040 --> 00:22:10.840]  所以今天我們要把握時間
[00:22:10.840 --> 00:22:13.000]  以下這篇訊息
[00:22:13.000 --> 00:22:16.840]  就是我1986年的時候第一次聽到
[00:22:16.840 --> 00:22:20.400]  1986年你們出生了嗎?
[00:22:20.400 --> 00:22:23.360]  三十多年前了
