
[00:00:00.000 --> 00:00:04.000]  好 今日繼續同大家分享聖經神的話語
[00:05:38.000 --> 00:05:41.000]  帶 我唔記得咗 以前我讀
[00:05:41.000 --> 00:05:44.000]  大學嘅時候 見到啲同學帶住
[00:05:44.000 --> 00:05:47.000]  一個佈織嘅嘢呢 喺個頭頂嗰度 我都問佢話
[00:05:47.000 --> 00:05:50.000]  咩嚟㗎 咁佢有解釋俾我聽喎 嗰啲叫做呢
[00:05:50.000 --> 00:05:53.000]  叫做咩呀 嗰啲叫 orthodox Jew
[00:05:53.000 --> 00:05:56.000]  佢哋 orthodox Jew 呢 佢話 原來呢個呢 就變咗
[00:05:56.000 --> 00:05:59.000]  神喺我上高 有咁嘅含義
[00:05:59.000 --> 00:06:02.000]  At least 嗰陣時嗰啲猶太同學話俾我聽嘅
[00:06:02.000 --> 00:06:05.000]  又正如天主教 啲神父咪有個白色嘅
[00:06:05.000 --> 00:06:08.000]  Collar 嘅 我又問喎 我呢個人呢就係咁
[00:06:08.000 --> 00:06:11.000]  唔明就問 唔知就問呀 你可以話我
[00:06:11.000 --> 00:06:14.000]  好學 又可以話我諸事八卦 其實兩樣嘢 嘢呢
[00:06:14.000 --> 00:06:17.000]  都係overlap嘅 我有陣時問神父 神父呀
[00:06:17.000 --> 00:06:20.000]  神父 做咩你帶個咁樣嘅膠嘅嘢 喺個頸嗰度
[00:06:20.000 --> 00:06:23.000]  咁咪會卡到個喉嚨囉
[00:06:23.000 --> 00:06:26.000]  佢話呢樣嘢呢 就係提醒我
[00:06:26.000 --> 00:06:29.000]  我係一個神父 我要係
[00:06:29.000 --> 00:06:32.000]  天主嘅 即係
[00:06:32.000 --> 00:06:35.000]  呼召我去做神父嘅 嗱 嗰陣時我細個陣時
[00:06:35.000 --> 00:06:38.000]  神父解釋俾我聽話 其實幾好㗎喎
[00:06:38.000 --> 00:06:41.000]  或者我哋 做為基督徒呢 都話一樣嘢
[00:06:41.000 --> 00:06:44.000]  成日呢 銀住我哋 或者對鞋底呢 擺粒石喺度
[00:06:44.000 --> 00:06:47.000]  行親就銀銀 提醒你
[00:06:47.000 --> 00:06:50.000]  要行喺神嘅真理裏面 都唔定話
[00:06:50.000 --> 00:06:53.000]  呢樣嘢都 嗯 有得諗 有得諗
[00:06:53.000 --> 00:06:56.000]  我哋搞好整返一粒真理基石
[00:06:56.000 --> 00:06:59.000]  真理基石 擺喺隻腳底板
[00:06:59.000 --> 00:07:02.000]  嗰度 咁所以呢度嚟啦 佢就話
[00:07:02.000 --> 00:07:05.000]  好明顯地 而又話係正直 好顯明
[00:07:05.000 --> 00:07:08.000]  而又話係正直㗎 佢係毫無不疑
[00:07:08.000 --> 00:07:11.000]  好啦 針言十六章第八節 小獲利
[00:07:11.000 --> 00:07:14.000]  行事公義 強如多獲利
[00:07:14.000 --> 00:07:17.000]  行事不義 咩叫小獲利呀
[00:07:17.000 --> 00:07:20.000]  咩叫多獲利呀 好簡單
[00:07:20.000 --> 00:07:23.000]  我昨日呢 就教會長者旅行呀
[00:07:23.000 --> 00:07:26.000]  咁其中一個點呢 你估去邊呢 嘩
[00:07:26.000 --> 00:07:29.000]  正呀 我都好想去呀
[00:07:29.000 --> 00:07:32.000]  就係果欄 去到果欄會點呀
[00:07:32.000 --> 00:07:35.000]  梗係有平 水果賣啦
[00:07:35.000 --> 00:07:38.000]  係咪呀 咁我呢 近排呢 成日心思思呢
[00:07:38.000 --> 00:07:41.000]  就想食榴槤喎 牧師冇暗示
[00:07:41.000 --> 00:07:44.000]  比你地呀 咁我就諗下 榴槤幾時
[00:07:44.000 --> 00:07:47.000]  有呢 榴槤幾時有呢 咁呀
[00:07:47.000 --> 00:07:50.000]  去到啲街市呀 街市檔都未有榴槤
[00:07:50.000 --> 00:07:53.000]  呀 結果昨日嗰架旅遊巴車
[00:07:53.000 --> 00:07:56.000]  我地啲長者一行呀 我都係呀 係咪呀
[00:07:56.000 --> 00:07:59.000]  大約五十人呢 去到果欄 一落車
[00:07:59.000 --> 00:08:02.000]  嘩 係 我望下 咦 第一檔又有榴槤
[00:08:02.000 --> 00:08:05.000]  第二檔又有榴槤 第三檔又有榴槤
[00:08:05.000 --> 00:08:08.000]  咁牧師梗係格格之間望下啦 呢度
[00:08:08.000 --> 00:08:11.000]  70蚊一磅 70蚊一磅喎
[00:08:11.000 --> 00:08:14.000]  犀唔犀利呀
[00:08:14.000 --> 00:08:17.000]  你有冇買過榴槤70蚊磅呀
[00:08:17.000 --> 00:08:20.000]  嗰啲叫做貓山呀嘛 係咪先
[00:08:20.000 --> 00:08:23.000]  唔係貓屎呀 係貓山呀嘛 咁但係呢
[00:08:23.000 --> 00:08:26.000]  望下望下呢 有啲呢就30蚊磅 唔知乜嘢
[00:08:26.000 --> 00:08:29.000]  有一間呢 20蚊磅 唔知乜嘢
[00:08:29.000 --> 00:08:32.000]  我見到一間15蚊磅 叫大釘
[00:08:32.000 --> 00:08:35.000]  有啲叫大釘喎 我呢
[00:08:35.000 --> 00:08:38.000]  總之有榴槤就得㗎啦 唔理佢貓山呀
[00:08:38.000 --> 00:08:41.000]  定一個大釘呀 總之有榴槤就得㗎啦
[00:08:41.000 --> 00:08:44.000]  咁我就叫嗰個
[00:08:44.000 --> 00:08:47.000]  賣嘢嗰個呢 嗱 我呢樣嘢呢我成日都係咁
[00:08:47.000 --> 00:08:50.000]  我讚佢先 咁我真係真心讚佢
[00:08:50.000 --> 00:08:53.000]  我話姐姐 你幫我揀 佢話
[00:08:53.000 --> 00:08:56.000]  先生你唔係自己揀呀 你幫我揀 你係專家
[00:08:56.000 --> 00:08:59.000]  我唔係吖嘛 係咪呀 佢賣生果
[00:08:59.000 --> 00:09:02.000]  佢識定我識呀 咁佢真係幫我揀一隻
[00:09:02.000 --> 00:09:05.000]  係黃黃地一隻熟嘅
[00:09:05.000 --> 00:09:08.000]  佢就磅啦 我心裏面就諗啦
[00:09:08.000 --> 00:09:11.000]  佢個磅準唔準㗎呢
[00:09:11.000 --> 00:09:14.000]  你有冇諗呢啲嘢㗎
[00:09:14.000 --> 00:09:17.000]  會唔會諗呀 阿Ken
[00:09:17.000 --> 00:09:20.000]  你賣嗰啲嘢好勁㗎喎 多一兩
[00:09:20.000 --> 00:09:23.000]  少一兩 講緊成千銀成萬蚊㗎喎 係咪呀
[00:09:23.000 --> 00:09:26.000]  所以呢 我心裏面真係有一種
[00:09:26.000 --> 00:09:29.000]  咦 唔知佢老唔老實呢 係咪呀 不過
[00:09:29.000 --> 00:09:32.000]  唉 買個榴槤啫 你買黃金
[00:09:32.000 --> 00:09:35.000]  我自己帶個秤佢秤啦 係咪呀 咁但係呢
[00:09:35.000 --> 00:09:38.000]  佢磅咗之後呢 71蚊
[00:09:38.000 --> 00:09:41.000]  跟住呢 佢話 唉 阿靚仔 個個都係咁叫我㗎啦
[00:09:41.000 --> 00:09:44.000]  係咪呀 去到街市有邊個唔叫你靚仔呀 係咪呀
[00:09:44.000 --> 00:09:47.000]  所以我絕對冇咁感覺㗎呢啲嘢
[00:09:47.000 --> 00:09:50.000]  佢話 就收你70蚊啦 咁呀
[00:09:50.000 --> 00:09:53.000]  嘩 好開心呀 咁我呢
[00:09:53.000 --> 00:09:56.000]  琴晚返去第一件事開咗個榴槤呢 就食
[00:09:56.000 --> 00:09:59.000]  少少啦 今朝早呢 沖咖啡擺一嚿落去
[00:09:59.000 --> 00:10:02.000]  好正㗎 未試過呀 唉呀
[00:10:02.000 --> 00:10:05.000]  得閒嚟我屋企 帶埋榴槤嚟
[00:10:05.000 --> 00:10:08.000]  我出咖啡 你出榴槤
[00:10:08.000 --> 00:10:11.000]  係超級無敵正嘅 OK 我哋返嚟呢度
[00:10:11.000 --> 00:10:14.000]  小獲利 行事公義 強如多獲利
[00:10:14.000 --> 00:10:17.000]  行事不易 即係話如果你做生意嘅
[00:10:17.000 --> 00:10:20.000]  嘩 要真係
[00:10:20.000 --> 00:10:23.000]  要好老實呀 係咪呀 因為畀你賺到又點啫 係呀
[00:10:23.000 --> 00:10:26.000]  你呃到人 你呃唔呃到神呀 係呃唔到㗎嘛
[00:10:26.000 --> 00:10:29.000]  最近喺唔知咩咩咩南街 有間唔知乜乜乜
[00:10:29.000 --> 00:10:32.000]  藥房 兩樽咩 雙飛人嗰啲
[00:10:32.000 --> 00:10:35.000]  咩咩水喎 賣成一萬蚊喎 結果畀
[00:10:35.000 --> 00:10:38.000]  報紙賣出嚟 跟住拉埋佢添 喂
[00:10:38.000 --> 00:10:41.000]  離唔離譜啲呀 嗰啲咁嘅雙飛人嗰啲咩
[00:10:41.000 --> 00:10:44.000]  蚊怕水 咩咩藥水 吓
[00:10:44.000 --> 00:10:47.000]  最多我畀你50蚊一支
[00:10:47.000 --> 00:10:50.000]  唔洗添呀 畀到你50蚊支啦
[00:10:50.000 --> 00:10:53.000]  100蚊兩支呀 佢可以能夠收咗人地
[00:10:53.000 --> 00:10:56.000]  成萬蚊兩支喎 喂
[00:10:56.000 --> 00:10:59.000]  你估啲人真係蠢到
[00:10:59.000 --> 00:11:02.000]  即係 唉 就算佢
[00:11:02.000 --> 00:11:05.000]  唔識價 佢返去同啲人一傾 喂唔係嘛
[00:11:05.000 --> 00:11:08.000]  一萬蚊有冇搞錯呀 一萬蚊買成幾十打
[00:11:08.000 --> 00:11:11.000]  都得啦可能 所以呢就係
[00:11:11.000 --> 00:11:14.000]  個問題就係聖經講到 小獲利
[00:11:14.000 --> 00:11:17.000]  行事公義 強於多獲利
[00:11:17.000 --> 00:11:20.000]  行事不義 盧家鋒十六章
[00:11:20.000 --> 00:11:23.000]  第十節 人在最小嘅事上忠心
[00:11:23.000 --> 00:11:26.000]  在大事上也忠心 在最小嘅事上
[00:11:26.000 --> 00:11:29.000]  不義 在大事上也不義 我哋中國人就話
[00:11:29.000 --> 00:11:32.000]  小時偷針 大時就偷咩呀
[00:11:32.000 --> 00:11:35.000]  偷金囉 係咪呀 細個呢
[00:11:35.000 --> 00:11:38.000]  偷一支針就偷 細個嘛
[00:11:38.000 --> 00:11:41.000]  可能佢唔知金有咩好 支針仲好
[00:11:41.000 --> 00:11:44.000]  支針呢可以吉人 係咪呀 針呢可以
[00:11:44.000 --> 00:11:47.000]  做飛鏢 我哋細個時 攞阿媽嗰啲
[00:11:47.000 --> 00:11:50.000]  即係聯衫啲針呢 攞啲紙呀 攞啲紙
[00:11:50.000 --> 00:11:53.000]  摺咗樣就擺嗰支針喺個頭嗰度 攞條
[00:11:53.000 --> 00:11:56.000]  橡筋紮一紮嘅呢 就可以當飛鏢㗎喇喎 係得㗎喎
[00:11:56.000 --> 00:11:59.000]  係咪呀 嗰支針好尖㗎嘛 一飛落啲木度
[00:11:59.000 --> 00:12:02.000]  啪一張插喺度 幾好玩呀 細路仔嘅時候你畀舊金
[00:12:02.000 --> 00:12:05.000]  我都唔知用嚟做乜 係咪呀 但係畀支針
[00:12:05.000 --> 00:12:08.000]  我有用 但係呢 原來呢 喺小事上
[00:12:08.000 --> 00:12:14.000]  不宜 大事上不宜 小事上偷嘢 大事上偷嘢 有一個Uncle唔係基督徒
[00:12:14.000 --> 00:12:17.000]  莫以惡小而
[00:12:17.000 --> 00:12:20.000]  莫以善小而不為 就莫以惡小
[00:12:20.000 --> 00:12:23.000]  而為之 因為十幾年前一次同佢傾計
[00:12:23.000 --> 00:12:26.000]  佢就叼啲書包畀我睇下 莫以
[00:12:26.000 --> 00:12:29.000]  善小而不為 唔好一件小嘅
[00:12:29.000 --> 00:12:32.000]  善事啦 咁小善事 我出得幾多力呀
[00:12:32.000 --> 00:12:35.000]  我幫到佢幾多呀 算啦 算啦 等第二啲
[00:12:35.000 --> 00:12:38.000]  富貴啲嗰啲人都幫佢啦 咁所以我唔做呢啲咁嘅
[00:12:38.000 --> 00:12:41.000]  小善事啦 佢話唔好呀 你畀一蚊
[00:12:41.000 --> 00:12:44.000]  佢畀一蚊 一千萬人就一千萬㗎啦嘛
[00:12:44.000 --> 00:12:47.000]  係咪呀 好啦 跟住佢話 莫以惡
[00:12:47.000 --> 00:12:50.000]  小而為之 又唔好話 一樣嘢啲小小
[00:12:50.000 --> 00:12:53.000]  罪惡啫 係小小嘢啫
[00:12:53.000 --> 00:12:56.000]  唔好咩啦 我話畀大家聽啦 我日日呢
[00:12:56.000 --> 00:12:59.000]  要去好多次洗手間嘅
[00:12:59.000 --> 00:13:02.000]  點解呢 因為我早上起身呢 一碗湯
[00:13:02.000 --> 00:13:05.000]  一杯咖啡 一杯檸檬蜜糖水
[00:13:05.000 --> 00:13:08.000]  我早餐 跟住自製麵包
[00:13:08.000 --> 00:13:11.000]  自製肉鬆 係咁多嘢啦
[00:13:11.000 --> 00:13:14.000]  咪食曬之後呢 仲要 我要食血壓藥
[00:13:14.000 --> 00:13:17.000]  其中一隻呢係利尿嘅 所以我朝頭早
[00:13:17.000 --> 00:13:20.000]  食完曬呢個早餐呢 大概七點零鐘前食完早餐呢
[00:13:20.000 --> 00:13:23.000]  我朝頭早我計過time過嘅 一個鐘頭我要去一次
[00:13:23.000 --> 00:13:26.000]  洗手間 有利尿藥
[00:13:26.000 --> 00:13:29.000]  血壓係利尿嘅 再加上我飲咁多水呢
[00:13:29.000 --> 00:13:32.000]  咪一個鐘頭要去一次啦 咖啡又係利尿㗎嘛
[00:13:32.000 --> 00:13:35.000]  每一次喺石門個office我去洗手間嘅時候
[00:13:35.000 --> 00:13:38.000]  洗完手
[00:13:38.000 --> 00:13:41.000]  梗係攞張抹手紙㗎啦 係咪呀 攞咗張抹手紙之後呢
[00:13:41.000 --> 00:13:44.000]  我抹下面 跟住呢 我就諗下
[00:13:44.000 --> 00:13:47.000]  仲攞唔攞呢
[00:13:47.000 --> 00:13:50.000]  你明唔明我講咩呀 仲攞唔攞抹手紙呢
[00:13:50.000 --> 00:13:53.000]  我攞多一張 點解攞多一張呀
[00:13:53.000 --> 00:13:56.000]  我將個張抹手紙 撕三分之一出嚟
[00:13:56.000 --> 00:13:59.000]  用嚟開門嘅時候呢
[00:13:59.000 --> 00:14:02.000]  揸住個扶手開門
[00:14:02.000 --> 00:14:05.000]  剩返個三分二張 我梗係攞落袋啦
[00:14:05.000 --> 00:14:08.000]  我冇理由擺返度俾第二個人用啫 你會唔會用呀
[00:14:08.000 --> 00:14:11.000]  咁我覺得呢 咁ok呀 我心安理得
[00:14:11.000 --> 00:14:14.000]  但係有時呢 一拎出嚟
[00:14:14.000 --> 00:14:17.000]  擺得唔好 成疊出嚟喎
[00:14:17.000 --> 00:14:20.000]  一疊成四五張喎 咁點呀 袋曬落袋呀
[00:14:20.000 --> 00:14:23.000]  我話俾大家聽啦 雖然廁所裏面一個人都冇
[00:14:23.000 --> 00:14:26.000]  但係我心裏面覺得唔可以
[00:14:26.000 --> 00:14:29.000]  因為我應該一張起 兩張紙
[00:14:29.000 --> 00:14:32.000]  已經夠用啱啦 係咪呀
[00:14:32.000 --> 00:14:35.000]  我冇理由整多四五張出嚟 連個四五張都
[00:14:35.000 --> 00:14:38.000]  袋埋落袋㗎啫 對我 我唔知你
[00:14:38.000 --> 00:14:41.000]  對我 我覺得呢個係一種貪心
[00:14:41.000 --> 00:14:44.000]  一種貪心
[00:14:44.000 --> 00:14:47.000]  可能你話牧師 點解你要攞張嚟去開個扶手呢
[00:14:47.000 --> 00:14:50.000]  我話俾你聽啦
[00:14:50.000 --> 00:14:53.000]  而家石門個office呢 就好少人
[00:14:53.000 --> 00:14:56.000]  去洗手間嘅啫 因為戶數少呀
[00:14:56.000 --> 00:14:59.000]  嘩 以前喺火炭銀禧嗰度呀
[00:14:59.000 --> 00:15:02.000]  有個入境處㗎嘛 係咪先
[00:15:02.000 --> 00:15:05.000]  有間教會㗎嘛 有間跳舞嗰啲呀
[00:15:05.000 --> 00:15:08.000]  你仲有牙科呀 一層樓
[00:15:08.000 --> 00:15:11.000]  你諗下幾多人要去洗手間呢 所以每一次
[00:15:11.000 --> 00:15:14.000]  我入親去南廁嘅時候呢 嗰六七間房呢
[00:15:14.000 --> 00:15:17.000]  全部閂曬門嘅 你知做咩呀 泵煙呀啲人喺度
[00:15:17.000 --> 00:15:20.000]  十之其九嘅呢 泵煙 閂曬門喺度
[00:15:20.000 --> 00:15:23.000]  泵煙 當然有啲唔係泵煙呢 有啲人喺度做第二啲嘢呢 係咪呀
[00:15:23.000 --> 00:15:26.000]  但係好多都係泵煙嘅 仲有
[00:15:26.000 --> 00:15:29.000]  因為有咁多嘅人出出入入呢 當我洗完手嘅時候呢
[00:15:29.000 --> 00:15:32.000]  我攞紙巾 我見到好多人呢
[00:15:32.000 --> 00:15:35.000]  呢頭扮完事 嗰頭就
[00:15:35.000 --> 00:15:38.000]  開門走人㗎啦
[00:15:38.000 --> 00:15:41.000]  係咪呀 你有冇留意呀 特別樓下
[00:15:41.000 --> 00:15:44.000]  有一間嗰啲嘅酒樓呢
[00:15:44.000 --> 00:15:47.000]  好多著住嗰啲白色嘅水鞋呀
[00:15:47.000 --> 00:15:50.000]  你知道咩意思呀
[00:15:50.000 --> 00:15:53.000]  好多都係咁 我唔該話個個都係咁 真係唔笑
[00:15:53.000 --> 00:15:56.000]  有一次我差啲追上追出去 喂 你要洗手先得架呀
[00:15:56.000 --> 00:15:59.000]  你跟住落去就煮嘢畀人食囉
[00:15:59.000 --> 00:16:02.000]  所以呢 我一定要攞張紙去開門
[00:16:02.000 --> 00:16:05.000]  如果唔係呢 我覺得係好核突嘅
[00:16:05.000 --> 00:16:08.000]  而家好啲就唔覺得好啲 咁我想講嘅就係話咩呀
[00:16:08.000 --> 00:16:11.000]  就係有時有啲好少少細微嘅嘢呢
[00:16:11.000 --> 00:16:14.000]  唔好以為
[00:16:14.000 --> 00:16:17.000]  冇人知 或者個個都係咁㗎啦
[00:16:17.000 --> 00:16:20.000]  個個都係咁做㗎啦 咁我哋就去做
[00:16:20.000 --> 00:16:23.000]  因為我哋活喺神
[00:16:23.000 --> 00:16:26.000]  嘅裏面 神又喺我哋嘅裏面
[00:16:26.000 --> 00:16:29.000]  唔好以為呢啲嘢呢 可以去
[00:16:29.000 --> 00:16:32.000]  靜靜雞 最近一個人
[00:16:32.000 --> 00:16:35.000]  唔講畀你聽邊個 你哋都唔識佢真係
[00:16:35.000 --> 00:16:38.000]  我有機會同佢傾偈嘅時候
[00:16:38.000 --> 00:16:41.000]  佢話 你唔好話畀人聽
[00:16:41.000 --> 00:16:44.000]  咁我而家話畀你聽唔係幾好 都係唔好講 算啦
[00:16:44.000 --> 00:16:47.000]  都係唔好講 但係我講一樣嘢就係
[00:16:47.000 --> 00:16:50.000]  佢做咗啲佢唔想畀人知嘅嘢
[00:16:50.000 --> 00:16:53.000]  佢就係同我講過 牧師 話畀佢聽
[00:16:53.000 --> 00:16:56.000]  我做緊呢樣嘢嘅
[00:16:56.000 --> 00:16:59.000]  千祈唔好話畀人聽呀 所以我冇話過畀任何人
[00:16:59.000 --> 00:17:02.000]  聽下 我又冇話到呢個係邊個 又冇話佢做啲咩嘢呀
[00:17:02.000 --> 00:17:05.000]  咁呀 總之就係咁 唔話得畀人聽
[00:17:05.000 --> 00:17:08.000]  唔見得光呀 係咪呀
[00:17:08.000 --> 00:17:11.000]  唔見得光呀 喺呢個
