
[00:00:00.000 --> 00:00:04.400]  現在開始一個新的講道系列
[00:02:20.680 --> 00:02:22.880]  有時候不明白神的心意
[00:02:22.880 --> 00:02:26.520]  未必會知道怎樣祈禱
[00:02:26.520 --> 00:02:32.480]  很多時候我們比較多花時間明白我們自己的旨意
[00:02:32.480 --> 00:02:35.240]  我們都很想花時間知道我的感受
[00:02:35.240 --> 00:02:37.760]  我想要什麼 我的心願
[00:02:37.760 --> 00:02:40.760]  我們有時候反而問神
[00:02:40.760 --> 00:02:42.760]  神祢明不明白我的心意
[00:02:42.760 --> 00:02:44.600]  祢明不明白我想要什麼
[00:02:44.600 --> 00:02:47.480]  祢明不明白我背後的痛苦 我的struggle
[00:02:47.480 --> 00:02:53.560]  其實這件事沒有任何可懷疑的地方
[00:02:53.560 --> 00:02:55.280]  神一定明白的
[00:02:55.280 --> 00:02:57.080]  因為聖經說得很清楚
[00:02:57.080 --> 00:02:59.880]  聖經說天父連你的頭髮都數過
[00:02:59.880 --> 00:03:04.120]  換句話說 沒什麼人比天父更加了解你
[00:03:04.120 --> 00:03:05.520]  比你父母更加了解你
[00:03:05.520 --> 00:03:07.320]  比你自己更加了解你
[00:03:07.320 --> 00:03:10.040]  即使你是很注重自己的
[00:03:10.040 --> 00:03:13.520]  有些人你都很清楚自己
[00:03:13.520 --> 00:03:18.000]  有些人上街化妝化一個小時 多一條白頭髮你都知道
[00:03:18.000 --> 00:03:18.920]  你都會知道的
[00:03:18.920 --> 00:03:22.040]  所以我們對自己其實比較在乎
[00:03:22.040 --> 00:03:25.800]  更懂得自愛的人 更在乎自己的人
[00:03:25.800 --> 00:03:29.200]  我相信你不會在乎自己的一種程度
[00:03:29.200 --> 00:03:32.400]  會在鏡面前逐條頭髮數
[00:03:32.400 --> 00:03:34.960]  不會數一下我想知道我有多少頭髮
[00:03:34.960 --> 00:03:38.480]  最後說14億 應該不會的
[00:03:38.480 --> 00:03:40.400]  沒有任何人會數過自己的頭髮
[00:03:40.400 --> 00:03:43.680]  除了我以前說我數過 光頭不算
[00:03:43.680 --> 00:03:47.040]  有頭髮的人不會數自己的頭髮
[00:03:47.040 --> 00:03:49.880]  但是天父說他連你的頭髮都數過
[00:03:49.880 --> 00:03:51.480]  換句話說
[00:03:51.480 --> 00:03:54.240]  我比任何人更在乎你
[00:03:54.240 --> 00:03:56.040]  我清楚 我連你的頭髮都知道
[00:03:56.040 --> 00:03:57.720]  我就沒有任何東西不知道
[00:03:57.720 --> 00:04:00.160]  意思是 說句不好聽的
[00:04:00.160 --> 00:04:02.640]  你夾起尾巴想做什麼我都知道
[00:04:02.640 --> 00:04:05.120]  所以天父是絕對明白你的心意
[00:04:05.120 --> 00:04:07.840]  你的感受 你的struggle
[00:04:07.840 --> 00:04:10.520]  但問題是今天我們換位思考
[00:04:10.520 --> 00:04:14.360]  你明不明白天父的感受呢
[00:04:14.360 --> 00:04:17.360]  你明不明白天父的心意呢
[00:04:17.360 --> 00:04:20.160]  當你明白天父的心意
[00:04:20.160 --> 00:04:23.960]  你發覺你人生的認知水準
[00:04:23.960 --> 00:04:25.960]  會升一個位度
[00:04:25.960 --> 00:04:28.760]  你知道認知水準升一個位度有什麼好處呢
[00:04:28.760 --> 00:04:31.160]  就是你的視覺會多很多
[00:04:31.160 --> 00:04:33.520]  會更加廣 更加闊
[00:04:33.520 --> 00:04:37.520]  最近你知道很多中美貿易戰的新聞
[00:04:37.520 --> 00:04:39.320]  一天到黑播 一天到黑播
[00:04:39.320 --> 00:04:42.160]  於是大家知道在經濟學方面
[00:04:42.160 --> 00:04:45.400]  我基本上是一個白痴
[00:04:45.400 --> 00:04:47.080]  所以有時看新聞都看
[00:04:47.080 --> 00:04:48.560]  但又不明白他在說什麼
[00:04:48.560 --> 00:04:50.120]  那些詞沒有一個明白的
[00:04:50.120 --> 00:04:52.600]  什麼貿易逆差
[00:04:52.600 --> 00:04:55.200]  什麼產能過剩 一帶一路
[00:04:55.200 --> 00:04:56.840]  後來看著看著覺得很煩躁
[00:04:56.840 --> 00:04:58.360]  有一天我就抱怨
[00:04:58.360 --> 00:04:59.760]  現在播新聞的人
[00:04:59.760 --> 00:05:03.320]  難道經常都用經濟學的專用名詞
[00:05:03.320 --> 00:05:06.600]  難道不會用一些老百姓聽得明白的話去說嗎
[00:05:06.600 --> 00:05:08.000]  我旁邊有一個人說
[00:05:08.000 --> 00:05:09.680]  其實他用的都不是專用名詞
[00:05:09.680 --> 00:05:11.480]  他用的就是老百姓聽得明白的話
[00:05:11.480 --> 00:05:12.800]  是你不明白而已
[00:05:12.800 --> 00:05:14.000]  然後我就很生氣
[00:05:14.000 --> 00:05:17.800]  於是過往這幾個星期
[00:05:17.800 --> 00:05:20.600]  稍微惡補了一下經濟學
[00:05:20.600 --> 00:05:22.720]  我發覺當你惡補了經濟學之後
[00:05:22.720 --> 00:05:24.360]  再去看新聞
[00:05:24.360 --> 00:05:26.440]  你的認知角度升高了
[00:05:26.440 --> 00:05:28.880]  你整個視覺不同了
[00:05:28.880 --> 00:05:31.080]  你看整件事有很多不同的解讀
[00:05:31.080 --> 00:05:32.640]  以前只有一個視覺
[00:05:32.640 --> 00:05:34.040]  現在多了幾個
[00:05:34.040 --> 00:05:35.400]  很不同的
[00:05:35.400 --> 00:05:38.000]  當你明白天賦的心意
[00:05:38.000 --> 00:05:39.840]  你又多了很多不同的視覺
[00:05:39.840 --> 00:05:42.280]  去解讀你身邊的事情
[00:05:42.280 --> 00:05:44.000]  國家大事 社會發生的事
[00:05:44.000 --> 00:05:45.400]  你家裡發生的事
[00:05:45.400 --> 00:05:47.400]  你自己人生的遭遇
[00:05:47.400 --> 00:05:50.280]  甚至你怎樣看過往人生的遭遇
[00:05:50.280 --> 00:05:51.960]  都變得不一樣
[00:05:51.960 --> 00:05:53.880]  所以認識天賦的心意
[00:05:53.880 --> 00:05:56.040]  對我們個人靈明的成長
[00:05:56.040 --> 00:05:57.600]  是非常重要的
[00:05:57.600 --> 00:05:59.480]  我相信你越明白天賦的心意
[00:05:59.480 --> 00:06:02.920]  你的人生規劃都會稍微作出改變
[00:06:02.920 --> 00:06:04.640]  你的人生會更豐盛
[00:06:04.640 --> 00:06:07.840]  所以今天我們會看三段聖經
[00:06:07.840 --> 00:06:10.920]  這三段聖經都不約而同的
[00:06:10.920 --> 00:06:12.640]  講到天賦的心意
[00:06:12.640 --> 00:06:13.960]  三種不同的心意
[00:06:13.960 --> 00:06:16.240]  我們來看明白這三種心意
[00:06:16.240 --> 00:06:20.000]  第一個是明白天賦建立教會的心意
[00:06:20.000 --> 00:06:24.400]  經文出自於馬太福音第十六章十三到二十節
[00:06:24.400 --> 00:06:26.080]  那裡是這樣說的
[00:06:26.080 --> 00:06:28.800]  耶穌來到撒該尼亞
[00:06:28.800 --> 00:06:30.160]  菲勒比的地區
[00:06:30.160 --> 00:06:31.760]  就問自己的門徒
[00:06:31.760 --> 00:06:34.080]  人說人子是誰
[00:06:34.080 --> 00:06:37.080]  他們回答有人說是施洗的約翰
[00:06:37.080 --> 00:06:38.880]  有人說是以利亞
[00:06:38.880 --> 00:06:41.880]  也有人說是耶利米
[00:06:41.880 --> 00:06:44.600]  或是先知裡的一位
[00:06:44.600 --> 00:06:45.920]  所以主耶穌問他們
[00:06:45.920 --> 00:06:48.600]  你有沒有聽到外面的風聲謠言
[00:06:48.600 --> 00:06:50.160]  傳言說我是誰
[00:06:50.160 --> 00:06:50.880]  他們說有啊有啊
[00:06:50.880 --> 00:06:52.640]  有些人說你是施洗約翰
[00:06:52.640 --> 00:06:54.560]  以利亞很厲害的先知
[00:06:54.560 --> 00:06:57.360]  然後耶利米也是先知一個
[00:06:57.360 --> 00:06:58.800]  然後主耶穌問他們
[00:06:58.800 --> 00:07:04.320]  你們說我是誰
[00:07:04.320 --> 00:07:05.760]  你覺得我是誰
[00:07:05.760 --> 00:07:07.040]  別人怎麼說不重要
[00:07:07.040 --> 00:07:08.400]  你怎麼看
[00:07:08.400 --> 00:07:10.240]  西門彼得
[00:07:10.240 --> 00:07:12.320]  他自認十二門徒的老大
[00:07:12.320 --> 00:07:13.640]  他代表門徒回答
[00:07:13.640 --> 00:07:19.320]  你是基督是永生神的兒子
[00:07:19.320 --> 00:07:20.320]  perfect
[00:07:20.320 --> 00:07:22.400]  perfect 答對了
[00:07:22.400 --> 00:07:23.680]  耶穌對他說
[00:07:23.680 --> 00:07:26.720]  若拿的兒子西門你是有福的
[00:07:26.720 --> 00:07:27.760]  但是你不要驕傲
[00:07:27.760 --> 00:07:29.400]  不是因為你聰明
[00:07:29.400 --> 00:07:31.280]  這不是人指示你的
[00:07:31.280 --> 00:07:34.560]  而是我在天上的父啟示你
[00:07:34.560 --> 00:07:35.160]  換句話說
[00:07:35.160 --> 00:07:36.440]  當你見到耶穌的時候
[00:07:36.440 --> 00:07:38.320]  你覺得祂一定就是基督
[00:07:38.320 --> 00:07:39.920]  是永生神的兒子
[00:07:39.920 --> 00:07:43.120]  這種認知不是靠你聰明想出來的
[00:07:43.120 --> 00:07:44.400]  我苦苦思考了一晚
[00:07:44.400 --> 00:07:45.640]  我覺得祂就是
[00:07:45.640 --> 00:07:46.120]  不是
[00:07:46.120 --> 00:07:48.640]  是天上的父啟示
[00:07:48.640 --> 00:07:51.280]  所以如果天上的父沒有啟示給你
[00:07:51.280 --> 00:07:52.560]  沒有人會知道
[00:07:52.560 --> 00:07:54.960]  你就覺得祂應該是施洗約翰
[00:07:54.960 --> 00:07:56.200]  祂應該是以利亞
[00:07:56.200 --> 00:07:57.520]  那些是你自己想的
[00:07:57.520 --> 00:08:01.320]  但是祂是基督是永生神的兒子
[00:08:01.320 --> 00:08:02.880]  就是天父啟示
[00:08:02.880 --> 00:08:04.440]  然後主耶穌繼續說
[00:08:04.440 --> 00:08:06.160]  我告訴你 你是彼得
[00:08:06.160 --> 00:08:10.160]  我要在這盆石上建立我的教會
[00:08:10.160 --> 00:08:13.280]  死亡的權勢不能勝過祂
[00:08:13.280 --> 00:08:15.840]  我要把天國的約時給你
[00:08:15.840 --> 00:08:17.760]  你在地上捆綁的
[00:08:17.760 --> 00:08:19.760]  在天上也捆綁
[00:08:19.760 --> 00:08:21.480]  你在地上釋放的
[00:08:21.480 --> 00:08:24.040]  在天上也釋放
[00:08:24.040 --> 00:08:26.800]  於是耶穌吩咐門徒不可對人說
[00:08:26.800 --> 00:08:29.520]  祂就是基督
[00:08:29.520 --> 00:08:31.200]  這段聖經很重要在新約
[00:08:31.200 --> 00:08:33.320]  因為是教會第一次出現
[00:08:33.320 --> 00:08:38.360]  當然教會帶出了神的第一個心意
[00:08:38.360 --> 00:08:42.000]  原來神的計劃是要建立教會
[00:08:42.000 --> 00:08:43.880]  今天我們讀起來覺得沒什麼
[00:08:43.880 --> 00:08:46.000]  因為建立教會我明白
[00:08:46.000 --> 00:08:46.800]  但是你要明白
[00:08:46.800 --> 00:08:49.040]  兩千年前的人是不明白的
[00:08:49.040 --> 00:08:52.800]  猶太人跟從耶穌基督
[00:08:52.800 --> 00:08:54.240]  為的不是建立教會
[00:08:54.240 --> 00:08:55.880]  他們從來沒有聽過教會這個詞
[00:08:55.880 --> 00:08:57.720]  也不知道神要建立教會
[00:08:57.720 --> 00:09:00.800]  他們一天到晚在想的是復國
[00:09:00.800 --> 00:09:02.040]  打敗羅馬帝國
[00:09:02.040 --> 00:09:05.400]  然後恢復一個以色列神的國度
[00:09:05.400 --> 00:09:06.760]  所以他們想的是復國
[00:09:06.760 --> 00:09:08.600]  沒有人不想會建立教會
[00:09:08.600 --> 00:09:10.320]  所以教會這個計劃
[00:09:10.320 --> 00:09:14.440]  是在這段經文第一次出現
[00:09:14.440 --> 00:09:17.720]  當然主耶穌是說我要建立教會
[00:09:17.720 --> 00:09:20.040]  不是建立教堂
[00:09:20.040 --> 00:09:21.960]  教堂是指building
[00:09:21.960 --> 00:09:24.080]  一個人當兵叫軍人
[00:09:24.080 --> 00:09:25.840]  軍人聚在一起叫軍隊
[00:09:25.840 --> 00:09:27.840]  軍隊紮營的地方叫軍營
[00:09:27.840 --> 00:09:29.320]  一個人信主叫基督徒
[00:09:29.320 --> 00:09:30.840]  一群基督徒聚在一起叫教會
[00:09:30.840 --> 00:09:32.360]  教會聚在一起叫教堂
[00:09:32.360 --> 00:09:33.200]  大家明白嗎
[00:09:33.200 --> 00:09:35.880]  所以基督徒 教會 教堂
[00:09:35.880 --> 00:09:36.600]  分清楚
[00:09:36.600 --> 00:09:39.520]  主耶穌是建立教會
[00:09:39.520 --> 00:09:41.880]  在這段我們看到
[00:09:41.880 --> 00:09:42.840]  比特很厲害
[00:09:42.840 --> 00:09:43.600]  主耶穌問他
[00:09:43.600 --> 00:09:45.240]  你覺得我是誰
[00:09:45.240 --> 00:09:46.480]  他答對了
[00:09:46.480 --> 00:09:47.680]  但問題是
[00:09:47.680 --> 00:09:50.600]  為什麼後來主耶穌會跟他說
[00:09:50.600 --> 00:09:51.440]  不要跟別人說
[00:09:51.440 --> 00:09:53.280]  不要跟別人說我是基督
[00:09:53.280 --> 00:09:54.600]  原因很簡單
[00:09:54.600 --> 00:09:56.520]  因為你發覺
[00:09:56.520 --> 00:10:00.720]  比特明白主耶穌基督分兩部分
[00:10:00.720 --> 00:10:02.920]  一部分是明白祂的身份
[00:10:02.920 --> 00:10:03.960]  祂是誰
[00:10:03.960 --> 00:10:06.400]  第二個是明白祂的工作
[00:10:06.400 --> 00:10:07.760]  比特明白了一半
[00:10:07.760 --> 00:10:09.160]  他答對了一半
[00:10:09.160 --> 00:10:10.680]  你就是基督
[00:10:10.680 --> 00:10:12.160]  是永生神的兒子
[00:10:12.160 --> 00:10:13.200]  這個對
[00:10:13.200 --> 00:10:16.520]  但下面他就不對了
[00:10:16.520 --> 00:10:19.800]  他理解不了原來基督祢的工作是什麼
[00:10:19.800 --> 00:10:21.440]  有段經文沒有記載
[00:10:21.440 --> 00:10:24.680]  接下來的經文我讀給大家聽21節
[00:10:24.680 --> 00:10:25.880]  他說從此
[00:10:25.880 --> 00:10:26.960]  他答對了之後
[00:10:26.960 --> 00:10:27.960]  他說從此
[00:10:27.960 --> 00:10:29.360]  耶穌才只是門徒
[00:10:29.360 --> 00:10:32.880]  得必須上耶路撒冷受長老受祭司
[00:10:32.880 --> 00:10:34.760]  祭司獎文士許多的苦
[00:10:34.760 --> 00:10:36.200]  並且要被殺
[00:10:36.200 --> 00:10:37.120]  被釘十架
[00:10:37.120 --> 00:10:38.560]  第三天復活
[00:10:38.560 --> 00:10:41.800]  於是他就將這個建立教會的計劃告訴他
[00:10:41.800 --> 00:10:44.280]  我要透過我的死復活
[00:10:44.280 --> 00:10:45.640]  然後成就救贖
[00:10:45.640 --> 00:10:50.000]  相信這種救贖的人聚在一起就是教會
[00:10:50.000 --> 00:10:51.760]  這個計劃慢慢告訴他們
[00:10:51.760 --> 00:10:53.000]  但比特不認同
[00:10:53.000 --> 00:10:54.800]  比特就拉著他勸他說
[00:10:54.800 --> 00:10:56.760]  主啊萬不可如此
[00:10:56.760 --> 00:10:58.360]  他說這個不應該是你的計劃
[00:10:58.360 --> 00:10:59.200]  你的計劃不是這樣
[00:10:59.200 --> 00:10:59.960]  應該是復國
[00:10:59.960 --> 00:11:00.880]  打贏羅馬帝國
[00:11:00.880 --> 00:11:02.600]  你聽我說我的計劃是對的
[00:11:02.600 --> 00:11:05.200]  他說這事必不臨到你身上
[00:11:05.200 --> 00:11:06.760]  主耶穌怎樣說他呢
[00:11:06.760 --> 00:11:09.040]  主耶穌轉過身來對比特說
[00:11:09.040 --> 00:11:11.080]  撒旦退我後面去吧
[00:11:11.080 --> 00:11:12.920]  你是伴我腳的
[00:11:12.920 --> 00:11:15.440]  他說因為你不體貼神的意思
[00:11:15.440 --> 00:11:18.920]  只體貼人的意思
[00:11:18.920 --> 00:11:22.320]  現在明白為何主耶穌叫他不要到處傳我是基督
[00:11:22.320 --> 00:11:24.880]  因為他們不明白基督是做什麼的
[00:11:24.880 --> 00:11:26.400]  如果那時他們到處傳
[00:11:26.400 --> 00:11:29.000]  基本上是在外面傳謠言
[00:11:29.000 --> 00:11:30.040]  快點來跟基督吧
[00:11:30.040 --> 00:11:32.800]  下面那句一起搞革命復國
[00:11:32.800 --> 00:11:35.840]  我們的計劃就叫做厲害我的神國
[00:11:35.840 --> 00:11:37.840]  這個計劃很偉大
[00:11:37.840 --> 00:11:39.960]  接著主耶穌基督說
[00:11:39.960 --> 00:11:40.800]  你先不要說
[00:11:40.800 --> 00:11:43.800]  你不要到處在外面跟我造謠生事
[00:11:43.800 --> 00:11:47.680]  你先明白我要做什麼才跟我傳
[00:11:47.680 --> 00:11:52.160]  主耶穌說我要做的是為你釘死
[00:11:52.160 --> 00:11:53.240]  然後復活
[00:11:53.240 --> 00:11:55.080]  這個計劃是不認同的
[00:11:55.080 --> 00:11:58.200]  不認同你先不要傳
[00:11:58.200 --> 00:11:59.200]  你明白我是誰
[00:11:59.200 --> 00:12:00.720]  但你不明白我要做什麼
[00:12:00.720 --> 00:12:03.320]  不明白我要建立教會
[00:12:03.320 --> 00:12:04.600]  這是天父的心意
[00:12:04.600 --> 00:12:05.720]  如果今天我們不明白
[00:12:05.720 --> 00:12:06.480]  也一樣
[00:12:06.480 --> 00:12:08.080]  有時我們傳福音給別人
[00:12:08.080 --> 00:12:09.080]  你去教會吧
[00:12:09.080 --> 00:12:10.720]  認識很多朋友
[00:12:10.720 --> 00:12:12.640]  信耶穌可以保守你的事
[00:12:12.640 --> 00:12:13.760]  信你
[00:12:13.760 --> 00:12:16.960]  當然這些真的有好處
[00:12:16.960 --> 00:12:19.240]  但這些是附帶的好處
[00:12:19.240 --> 00:12:21.240]  天父的心意不只是要這些
[00:12:21.240 --> 00:12:24.240]  天父的心意是要建立教會
[00:12:24.240 --> 00:12:25.600]  所以這是第一個心意
[00:12:25.600 --> 00:12:27.040]  讓我們明白的
[00:12:27.040 --> 00:12:27.960]  第二個心意
[00:12:27.960 --> 00:12:29.400]  我想花多一點時間
[00:12:29.400 --> 00:12:30.840]  第二個心意
[00:12:30.840 --> 00:12:34.560]  就是明白天父要尋找罪人的心意
[00:12:34.560 --> 00:12:36.640]  這段經文我們都很熟悉
[00:12:36.640 --> 00:12:40.080]  但我想今天我們去感受這段經文
[00:12:40.080 --> 00:12:43.040]  《路加福音》第十五章一到七節
[00:12:43.040 --> 00:12:44.600]  那裡主耶穌這樣說
[00:12:44.600 --> 00:12:48.120]  有一次有好些稅君
[00:12:48.120 --> 00:12:50.840]  稅吏 當時收稅的人 IRS
[00:12:50.840 --> 00:12:52.040]  那些壞人
[00:12:52.040 --> 00:12:54.240]  有些翻譯為罪人
[00:12:54.240 --> 00:12:56.040]  到那裡聽耶穌說道
[00:12:56.040 --> 00:12:58.040]  所以這些稅吏和罪人都來了
[00:12:58.040 --> 00:13:01.160]  法利塞人和經學教師
[00:13:01.160 --> 00:13:02.720]  就是當時的宗教領袖
[00:13:02.720 --> 00:13:04.040]  埋怨說
[00:13:04.040 --> 00:13:06.160]  這個人竟然接納壞人
[00:13:06.160 --> 00:13:08.880]  並且跟他們一起吃飯
[00:13:08.880 --> 00:13:11.360]  所以主耶穌經常跟他們約吃飯
[00:13:11.360 --> 00:13:12.840]  就是跟那些罪人
[00:13:12.840 --> 00:13:15.040]  因此主耶穌跟他們說了一個比喻
[00:13:15.040 --> 00:13:16.800]  回答這個問題
[00:13:16.800 --> 00:13:18.720]  你不滿意我經常跟罪人吃飯
[00:13:18.720 --> 00:13:22.640]  我就告訴你為什麼我經常跟罪人吃飯
[00:13:22.640 --> 00:13:25.960]  他說假如你們當中
[00:13:25.960 --> 00:13:27.720]  有人有一百隻羊
[00:13:27.720 --> 00:13:30.160]  其中一隻迷失了
[00:13:30.160 --> 00:13:31.520]  怎麼辦呢
[00:13:31.520 --> 00:13:34.720]  他一定把其他九十九隻留在草場
[00:13:34.720 --> 00:13:37.040]  去找那隻迷失的
[00:13:37.040 --> 00:13:38.840]  直到找到為止
[00:13:38.840 --> 00:13:40.120]  一旦找到
[00:13:40.120 --> 00:13:42.120]  他就高興地把羊
[00:13:42.120 --> 00:13:43.800]  放在肩膀上
[00:13:43.800 --> 00:13:45.240]  帶回家
[00:13:45.240 --> 00:13:47.960]  然後邀請朋友鄰居對他們說
[00:13:47.960 --> 00:13:50.200]  來跟我一起慶祝吧
[00:13:50.200 --> 00:13:53.560]  我那隻迷失的羊已經找到了
[00:13:53.560 --> 00:13:55.400]  同樣我告訴你們
[00:13:55.400 --> 00:13:57.280]  一個罪人的悔改
[00:13:57.280 --> 00:13:58.880]  在天上的喜樂
[00:13:58.880 --> 00:14:03.760]  已經比有九十九個無需悔改的義人
[00:14:03.760 --> 00:14:07.120]  所有的喜樂更大
[00:14:07.120 --> 00:14:09.720]  所以主耶穌回答他們這個問題
[00:14:09.720 --> 00:14:11.280]  其實說了一個比喻
[00:14:11.280 --> 00:14:14.480]  告訴他們為什麼我要主動去尋找罪人
[00:14:14.480 --> 00:14:15.480]  約他們吃飯
[00:14:15.480 --> 00:14:16.400]  雖然你們不滿意
[00:14:16.400 --> 00:14:17.680]  但我想告訴你們
[00:14:17.680 --> 00:14:19.400]  天父的心意
[00:14:19.400 --> 00:14:21.600]  到底他是怎樣看待這些罪人
[00:14:21.600 --> 00:14:22.720]  他是用羊
[00:14:22.720 --> 00:14:25.360]  第一個就是用羊來比喻
[00:14:25.360 --> 00:14:27.000]  為什麼用羊呢
[00:14:27.000 --> 00:14:31.320]  今天如果主耶穌用羊來比喻我們
[00:14:31.320 --> 00:14:32.920]  其實對我來說無所謂
[00:14:32.920 --> 00:14:34.720]  因為羊都挺可愛的
[00:14:34.720 --> 00:14:35.920]  但是兩千年前
[00:14:35.920 --> 00:14:38.400]  如果別人用羊來比喻一個人
[00:14:38.400 --> 00:14:40.280]  基本上是非常冒犯的
[00:14:40.280 --> 00:14:42.040]  因為兩千年前
[00:14:42.040 --> 00:14:43.320]  第一世紀
[00:14:43.320 --> 00:14:48.680]  大部分人都認為羊是最愚蠢的動物
[00:14:48.680 --> 00:14:50.120]  羊是最愚蠢的
[00:14:50.120 --> 00:14:51.560]  羊有多愚蠢呢
[00:14:51.560 --> 00:14:54.160]  第一 羊是沒有方向感的
[00:14:54.160 --> 00:14:57.440]  羊一天到晚經常迷路
[00:14:57.440 --> 00:14:58.760]  羊和狗不一樣
[00:14:58.760 --> 00:15:00.640]  狗很難迷路的
[00:15:00.640 --> 00:15:03.080]  如果有隻狗走著走著迷路了
[00:15:03.080 --> 00:15:05.960]  在狗當中它算是很低能的
[00:15:05.960 --> 00:15:07.840]  狗通常不容易迷路
[00:15:07.840 --> 00:15:09.440]  狗都迷路就低能
[00:15:09.440 --> 00:15:11.640]  羊迷路是正常的
[00:15:11.640 --> 00:15:13.120]  羊一天到晚都迷路
[00:15:13.120 --> 00:15:16.000]  因為羊是沒有任何方向感的
[00:15:16.000 --> 00:15:21.080]  第二 羊對周圍環境沒有任何危險意識
[00:15:21.080 --> 00:15:23.080]  所以他們說如果你去歐洲
[00:15:23.080 --> 00:15:25.080]  紐西蘭看羊
[00:15:25.080 --> 00:15:28.640]  很多羊一見到草就衝過去吃
[00:15:28.640 --> 00:15:31.200]  它不會留意那裡是懸崖邊
[00:15:31.200 --> 00:15:32.120]  它不會理會
[00:15:32.120 --> 00:15:33.440]  見到草就衝過去
[00:15:33.440 --> 00:15:35.080]  然後很多羊會跌死
[00:15:35.080 --> 00:15:36.680]  跌到山頂那裡
[00:15:36.680 --> 00:15:39.680]  所以羊對周圍環境沒有任何危險意識
[00:15:39.680 --> 00:15:41.560]  總之有草就去吃
[00:15:41.560 --> 00:15:45.400]  所以經常會出現跌死的狀況
[00:15:45.400 --> 00:15:50.800]  第三 羊絕對不會自己回家
[00:15:50.800 --> 00:15:53.280]  迷路的羊是不會自己回家
[00:15:53.280 --> 00:15:54.960]  沒有任何牧人見過一隻羊
[00:15:54.960 --> 00:15:56.480]  忘記了兩天自己回來
[00:15:56.480 --> 00:15:57.960]  狗會
[00:15:57.960 --> 00:15:59.440]  狗你劈到很遠的地方
[00:15:59.440 --> 00:16:00.560]  它自己會找回來
[00:16:00.560 --> 00:16:01.520]  但羊就不會
[00:16:01.520 --> 00:16:03.560]  羊是不會主動回來
[00:16:03.560 --> 00:16:05.800]  而且羊還蠢到一種地步
[00:16:05.800 --> 00:16:07.120]  讓你無法想像
