
[00:00:00.000 --> 00:00:02.140]  在開始的時候我們同心禱告
[00:06:37.480 --> 00:06:41.980]  我們相信神一定聽到我們的禱告
[00:06:41.980 --> 00:06:44.780]  神多數都有回應
[00:06:44.780 --> 00:06:49.180]  但是祂的回應有時和我們的期望是不同
[00:06:49.180 --> 00:06:50.780]  但是我們應該相信
[00:06:50.780 --> 00:06:54.180]  神的回應一定是最好
[00:06:54.180 --> 00:06:57.280]  我們要堅信我們祈禱的時候
[00:06:57.280 --> 00:07:02.080]  神的答案一定比我們的祈求好
[00:07:02.080 --> 00:07:04.280]  一定是最好
[00:07:04.280 --> 00:07:05.980]  這個不是阿Q精神
[00:07:05.980 --> 00:07:09.680]  我自己給的名字叫阿B精神
[00:07:09.680 --> 00:07:11.180]  什麼叫阿B呢?
[00:07:11.180 --> 00:07:13.180]  B就是The Best
[00:07:13.180 --> 00:07:16.480]  神答的一定是The Best
[00:07:16.480 --> 00:07:18.480]  不要問為什麼
[00:07:18.480 --> 00:07:20.380]  神最明理最愛你
[00:07:20.380 --> 00:07:22.980]  祂一定是最好
[00:07:22.980 --> 00:07:24.480]  詩人的經歷是什麼呢?
[00:07:24.480 --> 00:07:26.980]  死亡的繩索勒住我
[00:07:26.980 --> 00:07:29.580]  陰間的痛苦抓住我
[00:07:29.580 --> 00:07:32.480]  我遭遇患難受苦
[00:07:32.480 --> 00:07:35.080]  那是我求告耶和華的名
[00:07:35.080 --> 00:07:37.580]  耶和華求祢救我
[00:07:37.580 --> 00:07:39.780]  詩人遭遇極大的苦難
[00:07:39.780 --> 00:07:40.780]  極大的患難
[00:07:40.780 --> 00:07:42.080]  祂求告耶和華
[00:07:42.080 --> 00:07:43.180]  求祂拯救
[00:07:43.180 --> 00:07:45.580]  向神求恩
[00:07:45.580 --> 00:07:49.380]  我們有問題的時候應該向誰求恩呢?
[00:07:49.380 --> 00:07:54.080]  很明顯應該是向能夠施恩的那個求恩
[00:07:54.080 --> 00:07:56.480]  你不要求錯對象
[00:07:56.480 --> 00:07:57.980]  當我們有苦難的時候
[00:07:57.980 --> 00:08:02.780]  不要去求神問卜
[00:08:02.780 --> 00:08:04.980]  有些塔羅牌
[00:08:04.980 --> 00:08:07.080]  看星座那些
[00:08:07.080 --> 00:08:09.080]  那些人不能幫到你
[00:08:09.080 --> 00:08:10.580]  我們在苦難裡面
[00:08:10.580 --> 00:08:11.780]  我們要求恩
[00:08:11.780 --> 00:08:14.580]  記住是求那個能夠施恩
[00:08:14.580 --> 00:08:18.180]  真的愛我們到底的那位上帝
[00:08:18.180 --> 00:08:21.380]  不要求錯對象
[00:08:21.380 --> 00:08:23.580]  然後詩人怎麼經歷呢?
[00:08:23.580 --> 00:08:25.680]  耶和華說有恩惠有公義
[00:08:25.680 --> 00:08:27.580]  我們的神有憐憫
[00:08:27.580 --> 00:08:30.280]  耶和華保護愚民的人
[00:08:30.280 --> 00:08:32.180]  愚民的人不是那些蠢人
[00:08:32.180 --> 00:08:35.480]  愚民這個字的意思是很單純
[00:08:35.480 --> 00:08:36.480]  很老實
[00:08:36.480 --> 00:08:37.880]  很樸實的人
[00:08:37.880 --> 00:08:38.680]  是指什麼呢?
[00:08:38.680 --> 00:08:42.080]  對神有單純信靠的心
[00:08:42.080 --> 00:08:45.880]  耶和華保護這些人
[00:08:45.880 --> 00:08:47.780]  我落到卑微的地步
[00:08:47.780 --> 00:08:48.980]  祂救了我
[00:08:48.980 --> 00:08:49.980]  我的心啊
[00:08:49.980 --> 00:08:53.380]  祢要回復歸安寧
[00:08:53.380 --> 00:08:56.380]  因為耶和華用口音代祢
[00:08:56.380 --> 00:08:59.280]  主啊祢救我的命脫離死亡
[00:08:59.280 --> 00:09:01.480]  使我的眼不再流淚
[00:09:01.480 --> 00:09:03.680]  使我的腳不再跌倒
[00:09:03.680 --> 00:09:06.280]  以致我幸在耶和華面前
[00:09:06.280 --> 00:09:09.180]  走在沒人之地
[00:09:09.180 --> 00:09:10.180]  很明顯
[00:09:10.180 --> 00:09:11.280]  詩人在苦難裡面
[00:09:11.280 --> 00:09:13.980]  他是經歷了上帝的拯救
[00:09:13.980 --> 00:09:14.780]  第六節
[00:09:14.780 --> 00:09:16.380]  祂救了我
[00:09:16.380 --> 00:09:17.980]  是救了的
[00:09:17.980 --> 00:09:20.480]  第七節用口音代我
[00:09:20.480 --> 00:09:22.780]  這個代字是一個完成式
[00:09:22.780 --> 00:09:23.680]  第八節
[00:09:23.680 --> 00:09:25.480]  救我脫離這個字
[00:09:25.480 --> 00:09:27.580]  又是完成式
[00:09:27.580 --> 00:09:28.280]  最後
[00:09:28.280 --> 00:09:31.680]  以致詩人能夠幸在活人之地
[00:09:31.680 --> 00:09:33.680]  能夠重拾生命
[00:09:33.680 --> 00:09:34.780]  詩人求恩
[00:09:34.780 --> 00:09:36.480]  詩人的主讓他蒙恩
[00:09:36.480 --> 00:09:38.480]  這是一個大團圓的結局
[00:09:38.480 --> 00:09:40.080]  我們每個人都想這樣
[00:09:40.080 --> 00:09:40.980]  對不對?
[00:09:40.980 --> 00:09:42.280]  我們每一次祈求
[00:09:42.280 --> 00:09:45.280]  上帝滿足我們
[00:09:45.280 --> 00:09:47.980]  通常我們在苦難裡面
[00:09:47.980 --> 00:09:49.880]  崩崩拯救
[00:09:49.880 --> 00:09:53.180]  我們的焦點往往在哪裡呢?
[00:09:53.180 --> 00:09:56.480]  往往就是在蒙恩的結果
[00:09:56.480 --> 00:09:57.380]  我沒有功
[00:09:57.380 --> 00:09:58.380]  祂給我功
[00:09:58.380 --> 00:09:59.080]  我有病
[00:09:59.080 --> 00:10:00.080]  祂醫我
[00:10:00.080 --> 00:10:00.980]  我沒有錢
[00:10:00.980 --> 00:10:02.180]  祂供應我
[00:10:02.180 --> 00:10:02.980]  我不開心
[00:10:02.980 --> 00:10:04.280]  祂給我快樂
[00:10:04.280 --> 00:10:06.080]  我們蒙恩的結果
[00:10:06.080 --> 00:10:07.280]  蒙恩的焦點
[00:10:07.280 --> 00:10:09.380]  通常就是這個結果
[00:10:09.380 --> 00:10:12.580]  但是詩人在這個求恩蒙恩的過程裡面
[00:10:12.580 --> 00:10:15.380]  顯示他對神的認識
[00:10:15.380 --> 00:10:16.880]  或者在這個過程裡面
[00:10:16.880 --> 00:10:19.980]  是加深了他對神的認識
[00:10:19.980 --> 00:10:22.780]  在第五節和第六節上半節
[00:10:22.780 --> 00:10:24.780]  耶和華有恩惠
[00:10:24.780 --> 00:10:25.980]  有公義
[00:10:25.980 --> 00:10:27.780]  我們的神有憐憫
[00:10:27.780 --> 00:10:32.580]  耶和華保護那些信靠祂的人
[00:10:32.580 --> 00:10:34.580]  神讓我們經歷苦難
[00:10:34.580 --> 00:10:35.580]  我們呼求神
[00:10:35.580 --> 00:10:37.780]  神拯救我們
[00:10:37.780 --> 00:10:39.080]  盼望我們不是焦點
[00:10:39.080 --> 00:10:41.880]  單單在蒙恩的結果
[00:10:41.880 --> 00:10:45.880]  是叫我們更加認識祂是誰
[00:10:45.880 --> 00:10:48.080]  更加認識神
[00:10:48.080 --> 00:10:48.680]  你想想
[00:10:48.680 --> 00:10:51.880]  若白他經歷了極大的苦難之後
[00:10:51.880 --> 00:10:53.580]  他的焦點是不是
[00:10:53.580 --> 00:10:55.480]  我剩下多少牛羊
[00:10:55.480 --> 00:10:57.880]  剩下多少兒女呢?
[00:10:57.880 --> 00:11:00.480]  若白在最後告訴我們
[00:11:00.480 --> 00:11:03.180]  我知道神祢萬事都能做
[00:11:03.180 --> 00:11:05.180]  祢的計劃不能阻攔
[00:11:05.180 --> 00:11:07.080]  我從前封民有祢
[00:11:07.080 --> 00:11:09.980]  現在我親眼見祢
[00:11:09.980 --> 00:11:11.680]  我見到祢
[00:11:11.680 --> 00:11:13.680]  我認識祢
[00:11:13.680 --> 00:11:16.580]  若白這麼大的苦難
[00:11:16.580 --> 00:11:18.580]  在若白的記載告訴我們
[00:11:18.580 --> 00:11:20.380]  是讓我們去認識
[00:11:20.380 --> 00:11:24.580]  這位就是那位沒有人能夠攔阻的主
[00:11:24.580 --> 00:11:28.280]  這位就是萬事都能做的主
[00:11:28.280 --> 00:11:29.480]  弟兄姊妹
[00:11:29.480 --> 00:11:31.080]  經歷苦難
[00:11:31.080 --> 00:11:33.380]  我們求恩蒙恩
[00:11:33.380 --> 00:11:34.780]  我們會不會經常想
[00:11:34.780 --> 00:11:37.280]  我能夠得到一些好東西
[00:11:37.280 --> 00:11:39.080]  得到一些好處
[00:11:39.080 --> 00:11:39.580]  弟兄姊妹
[00:11:39.580 --> 00:11:41.580]  這個我們要去感恩
[00:11:41.580 --> 00:11:43.480]  但我們的重點
[00:11:43.480 --> 00:11:46.980]  是否能夠認識神
[00:11:46.980 --> 00:11:48.080]  有些人生的經歷
[00:11:48.080 --> 00:11:49.880]  我永遠都很難忘記
[00:11:49.880 --> 00:11:51.280]  在五、六年前
[00:11:51.280 --> 00:11:54.080]  我常常在講壇上分享
[00:11:54.080 --> 00:11:56.080]  當我小兒子的心臟
[00:11:56.080 --> 00:11:57.880]  中間那塊東西穿了一個洞
[00:11:57.880 --> 00:12:00.380]  靜脈又生錯位的時候
[00:12:00.380 --> 00:12:01.780]  我們帶他去看醫生
[00:12:01.780 --> 00:12:05.180]  醫生就說你要做手術
[00:12:05.180 --> 00:12:06.280]  如果不做
[00:12:06.280 --> 00:12:09.380]  他到了十幾歲、二十幾歲就很難說
[00:12:09.380 --> 00:12:10.580]  我們當然做
[00:12:10.580 --> 00:12:13.680]  帶他去馬來做手術
[00:12:13.680 --> 00:12:15.580]  一個很大的手術
[00:12:15.580 --> 00:12:16.880]  當然我不在手術室
[00:12:16.880 --> 00:12:18.580]  我不知道是怎樣
[00:12:18.580 --> 00:12:22.080]  早前我看《白色強人》
[00:12:22.080 --> 00:12:25.680]  我就明白多一點心臟手術是甚麼
[00:12:25.680 --> 00:12:26.880]  我帶著小兒子去看
[00:12:26.880 --> 00:12:29.080]  因為我知道
[00:12:29.080 --> 00:12:30.580]  我上網搜尋過
[00:12:30.580 --> 00:12:32.880]  這部電影是很逼真的
[00:12:32.880 --> 00:12:35.380]  你當時就是這樣的
[00:12:35.380 --> 00:12:36.580]  甚麼叫做bypass
[00:12:36.580 --> 00:12:38.880]  你就是這樣的
[00:12:38.880 --> 00:12:40.680]  當我小兒子經歷這個時候
[00:12:40.680 --> 00:12:42.480]  我們很懇切禱告
[00:12:42.480 --> 00:12:43.480]  流淚禱告
[00:12:43.480 --> 00:12:45.080]  抱著禱告
[00:12:45.080 --> 00:12:48.980]  上帝的生命在你手裏面
[00:12:48.980 --> 00:12:51.680]  當我小兒子在手術室出來
[00:12:51.680 --> 00:12:52.980]  過了幾天
[00:12:52.980 --> 00:12:54.680]  他康復出院
[00:12:54.680 --> 00:12:55.680]  接著他上學
[00:12:55.680 --> 00:12:57.380]  能夠做運動
[00:12:57.380 --> 00:13:00.080]  後來我還知道他入選學校的田徑隊
[00:13:00.080 --> 00:13:01.880]  入選學校的游泳隊
[00:13:01.880 --> 00:13:03.780]  我知道上帝來醫了他
[00:13:03.780 --> 00:13:06.680]  他完全的康復
[00:13:06.680 --> 00:13:07.880]  弟弟姐妹
[00:13:07.880 --> 00:13:09.080]  在整個過程裏面
[00:13:09.080 --> 00:13:09.980]  我和我太太
[00:13:09.980 --> 00:13:13.380]  我整個家庭所經歷的最重要
[00:13:13.380 --> 00:13:16.080]  不是上帝醫了我的兒子
[00:13:16.080 --> 00:13:17.480]  我們最重要的是
[00:13:17.480 --> 00:13:20.680]  知道上帝就是生命的主宰
[00:13:20.680 --> 00:13:22.980]  這是我們最深最深的經歷
[00:13:22.980 --> 00:13:24.880]  我們認識這位神
[00:13:24.880 --> 00:13:26.080]  是能夠醫
[00:13:26.080 --> 00:13:28.480]  亦都能夠去收取
[00:13:28.480 --> 00:13:30.180]  祂收取我兒子的性命
[00:13:30.180 --> 00:13:31.880]  我也感謝祂
[00:13:31.880 --> 00:13:33.480]  祂把兒子還給我
[00:13:33.480 --> 00:13:35.980]  我更加感謝祂
[00:13:35.980 --> 00:13:40.480]  上帝是生命的主宰
[00:13:40.480 --> 00:13:42.380]  我自己在讀神學的時候
[00:13:42.380 --> 00:13:43.380]  很艱難
[00:13:43.380 --> 00:13:46.080]  我讀書很差
[00:13:46.080 --> 00:13:47.180]  讀已經很辛苦
[00:13:47.180 --> 00:13:48.480]  有時看Samuel
[00:13:48.480 --> 00:13:49.080]  他是忠臣
[00:13:49.080 --> 00:13:49.680]  我是忠臣
[00:13:49.680 --> 00:13:50.280]  他很輕鬆
[00:13:50.280 --> 00:13:51.880]  不知為何
[00:13:51.880 --> 00:13:54.980]  笑口沉沉的過了三年
[00:13:54.980 --> 00:13:56.780]  我又翻艇
[00:13:56.780 --> 00:13:59.680]  原文我真是很痛苦
[00:13:59.680 --> 00:14:02.180]  最慘就是上帝給的經歷
[00:14:02.180 --> 00:14:03.180]  在我一年級的時候
[00:14:03.180 --> 00:14:04.680]  我岳父過世
[00:14:04.680 --> 00:14:05.380]  很慘
[00:14:05.380 --> 00:14:05.980]  很痛
[00:14:05.980 --> 00:14:07.380]  很傷痛
[00:14:07.380 --> 00:14:08.680]  去到二年級第二個
[00:14:08.680 --> 00:14:10.480]  其實我小兒子出世
[00:14:10.480 --> 00:14:11.580]  很辛苦
[00:14:11.580 --> 00:14:14.480]  這個餵奶那個還是小孩
[00:14:14.480 --> 00:14:15.880]  去到三年級
[00:14:15.880 --> 00:14:19.380]  我的媽媽在家裡突然死亡
[00:14:19.380 --> 00:14:21.880]  很傷心
[00:14:21.880 --> 00:14:24.480]  很難過
[00:14:24.480 --> 00:14:25.980]  熬下去
[00:14:25.980 --> 00:14:28.180]  後來我太太跟我說
[00:14:28.180 --> 00:14:31.280]  你那時候有輕度的抑鬱
[00:14:31.280 --> 00:14:33.880]  其實在我三年級的下學期
[00:14:33.880 --> 00:14:36.180]  我考慮過退學
[00:14:36.180 --> 00:14:36.680]  放棄
[00:14:36.680 --> 00:14:37.380]  我不讀
[00:14:37.380 --> 00:14:38.180]  太辛苦了
[00:14:38.180 --> 00:14:40.180]  上帝你呼召我讀
[00:14:40.180 --> 00:14:45.280]  為何我每個同學都相對跟我不同
[00:14:45.280 --> 00:14:46.680]  我很辛苦
[00:14:46.680 --> 00:14:47.880]  我想放棄
[00:14:47.880 --> 00:14:51.180]  那時候我又讀聖經去禱告
[00:14:51.180 --> 00:14:52.580]  我看到
[00:14:52.580 --> 00:14:54.080]  經文
[00:14:54.080 --> 00:14:56.380]  你是雅氣
[00:14:56.380 --> 00:14:58.180]  這個寶貝在雅氣裡面
[00:14:58.180 --> 00:15:00.480]  先顯出那個莫大的能力
[00:15:00.480 --> 00:15:02.080]  是出於祂
[00:15:02.080 --> 00:15:04.780]  關你什麼事
[00:15:04.780 --> 00:15:07.780]  祂的恩典夠我用
[00:15:07.780 --> 00:15:08.580]  弟兄姊妹
[00:15:08.580 --> 00:15:09.780]  在這個經歷裡面
[00:15:09.780 --> 00:15:10.980]  最後我畢業了
[00:15:10.980 --> 00:15:12.980]  我經常說我能夠畢業
[00:15:12.980 --> 00:15:14.880]  是一個神蹟
[00:15:14.880 --> 00:15:17.080]  其實我都沒有想過我畢業了
[00:15:17.080 --> 00:15:18.080]  能夠畢業
[00:15:18.080 --> 00:15:19.280]  很感恩
[00:15:19.280 --> 00:15:20.380]  但我最感恩的就是
[00:15:20.380 --> 00:15:23.380]  我知道原來我是雅氣
[00:15:23.380 --> 00:15:26.680]  唯有這個寶貝在我的生命裡面
[00:15:26.680 --> 00:15:29.980]  才能夠去彰顯祂的能力
[00:15:29.980 --> 00:15:31.680]  所以當我踏入窩福堂
[00:15:31.680 --> 00:15:32.980]  在這幾年的侍奉
[00:15:32.980 --> 00:15:35.280]  我一樣是雅氣
[00:15:35.280 --> 00:15:37.480]  能夠在窩福堂侍奉
[00:15:37.480 --> 00:15:38.480]  能夠我經常覺得
[00:15:38.480 --> 00:15:39.580]  在那幾年
[00:15:39.580 --> 00:15:42.080]  這是很真實的感受
[00:15:42.080 --> 00:15:44.380]  窩福堂沒有倒閉
[00:15:44.380 --> 00:15:46.880]  其實是一個恩典
[00:15:46.880 --> 00:15:48.380]  我都說過
[00:15:48.380 --> 00:15:49.980]  有些牧者打電話來都試探
[00:15:49.980 --> 00:15:53.880]  窩福堂還沒有倒閉嗎?
[00:15:53.880 --> 00:15:54.480]  是真的
[00:15:54.480 --> 00:15:56.980]  原來上帝是用這個雅氣
[00:15:56.980 --> 00:15:58.480]  所以我很感恩
[00:15:58.480 --> 00:15:59.180]  我畢業了
[00:15:59.180 --> 00:16:00.980]  我很感恩我的牧道會
[00:16:00.980 --> 00:16:03.280]  我更加認識上帝
[00:16:03.280 --> 00:16:06.980]  認識上帝聖靈這個寶貝
[00:16:06.980 --> 00:16:09.980]  在我生命裡面的作為
[00:16:09.980 --> 00:16:11.080]  所以弟兄姊妹
[00:16:11.080 --> 00:16:12.280]  我們求恩蒙恩
[00:16:12.280 --> 00:16:13.180]  很感恩
[00:16:13.180 --> 00:16:15.780]  我們要去感謝上帝
[00:16:15.780 --> 00:16:18.980]  讓我經歷這個祝福的結果
[00:16:18.980 --> 00:16:22.280]  但請我們的焦點移開一點
[00:16:22.280 --> 00:16:23.380]  在這個過程裡面
