
[00:00:00.000 --> 00:00:03.260]  以上的副省 我們滿心的感謝你 感謝你自己又
[00:03:54.220 --> 00:03:57.180]  當你們看到立威祭 看到這個生命祭
[00:03:57.180 --> 00:03:59.900]  那個時候 那個地方你就會明白
[00:03:59.900 --> 00:04:02.820]  那麼他把這個祭物分給家人
[00:04:02.820 --> 00:04:06.420]  其實他是一個很公平的 我們從第三節開始
[00:04:06.420 --> 00:04:09.500]  他說這人每年從本城到世羅
[00:04:09.500 --> 00:04:11.540]  敬拜祭祀萬君之耶和華
[00:04:11.540 --> 00:04:13.460]  在那裡有以利的兩個兒子
[00:04:13.460 --> 00:04:15.380]  和福尼還有菲尼哈
[00:04:15.380 --> 00:04:16.860]  當耶和華的祭祀
[00:04:16.860 --> 00:04:17.900]  在這個時候
[00:04:17.900 --> 00:04:20.180]  這個作者只記了這麼一下子
[00:04:20.180 --> 00:04:21.260]  他就說那個時候
[00:04:21.260 --> 00:04:22.020]  以利
[00:04:22.020 --> 00:04:23.180]  他做祭祀
[00:04:23.180 --> 00:04:24.180]  換句話講就是
[00:04:24.180 --> 00:04:26.020]  他是以色列人的一個領袖
[00:04:26.020 --> 00:04:28.860]  那麼以利迦納每逢獻祭的日子
[00:04:28.860 --> 00:04:31.540]  將祭肉分給他的妻佩妮娜
[00:04:31.540 --> 00:04:33.820]  和佩妮娜所生的兒女
[00:04:33.820 --> 00:04:35.220]  這是他該做的
[00:04:35.220 --> 00:04:38.540]  然後第五節他說給哈拿的卻是雙份
[00:04:38.540 --> 00:04:40.500]  因為他愛哈拿無奈
[00:04:40.500 --> 00:04:42.620]  耶和華不使哈拿生育
[00:04:42.620 --> 00:04:43.820]  那麼在這裡
[00:04:43.820 --> 00:04:45.860]  在這一節經文
[00:04:45.860 --> 00:04:48.460]  有一些不同的看法
[00:04:48.460 --> 00:04:49.380]  但是呢
[00:04:49.740 --> 00:04:51.540]  我們和合本的翻譯是說
[00:04:51.540 --> 00:04:53.340]  給哈拿的卻是雙份
[00:04:53.340 --> 00:04:56.580]  結果他後面有一個因為他愛哈拿
[00:04:56.580 --> 00:04:57.620]  無奈
[00:04:57.620 --> 00:04:59.460]  耶和華不使哈拿生育
[00:04:59.460 --> 00:05:02.260]  可是如果說我們去參考其他的版本的時候
[00:05:02.260 --> 00:05:02.780]  或者是
[00:05:02.780 --> 00:05:05.020]  我們再看新義本
[00:05:05.020 --> 00:05:07.140]  新義本是照著七十四義本
[00:05:07.140 --> 00:05:08.540]  那麼他翻譯出來呢
[00:05:08.540 --> 00:05:10.420]  他就是說在那個時候
[00:05:10.420 --> 00:05:11.780]  那麼
[00:05:11.780 --> 00:05:16.860]  第五節講的是他給哈拿的是一份
[00:05:16.860 --> 00:05:18.700]  因為他沒有子女
[00:05:19.100 --> 00:05:21.300]  因為耶和華不使他生育
[00:05:21.300 --> 00:05:24.300]  那麼他說他很愛哈拿
[00:05:24.300 --> 00:05:25.180]  可是呢
[00:05:25.180 --> 00:05:27.660]  耶和華不使他生育
[00:05:27.660 --> 00:05:28.740]  所以他說無奈
[00:05:28.740 --> 00:05:29.740]  那我自己
[00:05:29.740 --> 00:05:34.100]  比較喜歡七十四義本的那個翻法
[00:05:34.100 --> 00:05:36.900]  那就是第五節他是給了他一份
[00:05:36.900 --> 00:05:39.940]  但是他給佩妮娜的呢
[00:05:39.940 --> 00:05:42.540]  他是卻給她的是很多份
[00:05:42.540 --> 00:05:43.100]  為什麼
[00:05:43.100 --> 00:05:44.100]  因為他有子女
[00:05:44.100 --> 00:05:46.740]  那麼接下去我們就看到
[00:05:46.740 --> 00:05:47.820]  這個
[00:05:48.780 --> 00:05:51.620]  佩妮娜因為見耶和華不使哈拿生育
[00:05:51.620 --> 00:05:54.060]  就做她的對頭大大的激動她
[00:05:54.060 --> 00:05:55.660]  要使她生氣
[00:05:55.660 --> 00:05:58.220]  每年上到耶和華殿的時候
[00:05:58.220 --> 00:06:00.260]  以利加拿都以雙份給哈拿
[00:06:00.260 --> 00:06:01.420]  那麼這個是
[00:06:01.420 --> 00:06:04.580]  翻譯上我們還是看到就是一份給哈拿
[00:06:04.580 --> 00:06:05.820]  那麼佩妮娜呢
[00:06:05.820 --> 00:06:07.140]  他就激動她
[00:06:07.140 --> 00:06:09.260]  以致她哭泣不吃飯
[00:06:09.260 --> 00:06:11.940]  這是我們從舊社會的一些故事
[00:06:11.940 --> 00:06:13.140]  我們可以看得出來的
[00:06:13.140 --> 00:06:15.180]  何況到了第八節的時候
[00:06:15.180 --> 00:06:16.940]  她丈夫以利加拿對她說
[00:06:16.940 --> 00:06:18.900]  哈拿你為何哭泣不吃飯
[00:06:18.900 --> 00:06:20.340]  心裡愁悶呢
[00:06:20.340 --> 00:06:22.660]  有我不比十個兒子還好嗎
[00:06:22.660 --> 00:06:24.220]  那麼我們從生機上面看
[00:06:24.220 --> 00:06:25.380]  我們可以瞭解
[00:06:25.380 --> 00:06:28.820]  哈拿的丈夫以利加拿他非常愛她的
[00:06:28.820 --> 00:06:31.660]  他想要
[00:06:31.660 --> 00:06:33.740]  那我們可以想想
[00:06:33.740 --> 00:06:35.380]  我們可以想想這個佩妮娜
[00:06:35.380 --> 00:06:38.380]  在這一方面一定是受到缺乏對不對
[00:06:38.380 --> 00:06:40.420]  所以我們從生機上面看
[00:06:40.420 --> 00:06:43.380]  他真的是一直的在那邊激怒
[00:06:43.380 --> 00:06:44.980]  想要刺激
[00:06:45.180 --> 00:06:48.100]  或者是說冷嘲熱諷
[00:06:48.100 --> 00:06:50.500]  想要刺激哈拿
[00:06:50.500 --> 00:06:51.820]  那麼
[00:06:51.820 --> 00:06:54.380]  今天因為是母親節
[00:06:54.380 --> 00:06:58.100]  所以我們想說在聖經裡面我們看一位母親
[00:06:58.100 --> 00:06:59.540]  這個母親哈拿
[00:06:59.540 --> 00:07:02.180]  他在聖經裡面出現的時間很短
[00:07:02.180 --> 00:07:05.540]  但是他卻是一個很重要很重要的一個人
[00:07:05.540 --> 00:07:08.220]  所以我們現在再回到他的
[00:07:08.220 --> 00:07:10.460]  第一章
[00:07:10.460 --> 00:07:12.620]  那麼哈拿在這種情況之下
[00:07:12.620 --> 00:07:14.340]  就是他的對頭整天
[00:07:14.620 --> 00:07:16.300]  對他冷嘲熱諷
[00:07:16.300 --> 00:07:19.100]  他要看他的臉色
[00:07:19.100 --> 00:07:21.700]  我想實在也不是不容易
[00:07:21.700 --> 00:07:22.980]  所以聖經上形容
[00:07:22.980 --> 00:07:25.380]  說他心裡面愁苦痛哭
[00:07:25.380 --> 00:07:26.820]  痛痛的哭泣
[00:07:26.820 --> 00:07:28.020]  甚至不吃飯
[00:07:28.020 --> 00:07:29.740]  他心裡面愁苦
[00:07:29.740 --> 00:07:31.020]  那雖然如此
[00:07:31.020 --> 00:07:32.340]  但是我們看見哈拿
[00:07:32.340 --> 00:07:33.900]  好像沒有
[00:07:33.900 --> 00:07:35.500]  像我們所想的
[00:07:35.500 --> 00:07:38.220]  這個兩個人之間所發生的這些問題
[00:07:38.220 --> 00:07:41.580]  那聖經上讓我們看見他仍然是靠神
[00:07:43.420 --> 00:07:44.740]  我們會想一件事情
[00:07:44.740 --> 00:07:48.300]  那麼他是不是就默默的承受了
[00:07:48.300 --> 00:07:51.740]  好像宿命論的說法一樣
[00:07:51.740 --> 00:07:53.260]  你的命運就是如此
[00:07:53.260 --> 00:07:54.180]  你不會生小孩
[00:07:54.180 --> 00:07:55.540]  所以你永遠都是這個樣子
[00:07:55.540 --> 00:07:56.540]  沒什麼了不起的
[00:07:56.540 --> 00:07:58.860]  你看我我生了一大堆
[00:07:58.860 --> 00:08:05.620]  那麼哈拿是不是真的就是默默的承受呢
[00:08:05.620 --> 00:08:09.420]  好像真的是我們常常聽到的宿命論的講法一樣
[00:08:09.420 --> 00:08:10.500]  不是的
[00:08:10.500 --> 00:08:12.100]  我們繼續看下去
[00:08:12.620 --> 00:08:14.140]  他就去找神
[00:08:14.140 --> 00:08:16.780]  他接著禱告
[00:08:16.780 --> 00:08:18.580]  所以我們看第九節
[00:08:18.580 --> 00:08:20.620]  他在示羅吃完了
[00:08:20.620 --> 00:08:22.340]  哈拿就站起來
[00:08:22.340 --> 00:08:25.460]  既失以利在耶和華殿的門框旁邊
[00:08:25.460 --> 00:08:26.660]  坐在自己的位上
[00:08:26.660 --> 00:08:29.620]  哈拿心裡愁苦就痛痛哭泣
[00:08:29.620 --> 00:08:31.340]  祈禱耶和華
[00:08:31.340 --> 00:08:33.580]  許願說萬君之耶和華
[00:08:33.580 --> 00:08:36.580]  你若垂顧悲女的苦情
[00:08:36.580 --> 00:08:38.140]  眷戀不忘悲女
[00:08:38.140 --> 00:08:39.380]  賜我一個兒子
[00:08:39.380 --> 00:08:41.660]  我必使他終身歸於耶和華
[00:08:41.900 --> 00:08:43.980]  不用剃頭刀剃他的頭
[00:08:43.980 --> 00:08:46.020]  在這裡我們看見
[00:08:46.020 --> 00:08:49.500]  從第九節開始一直到第十一節
[00:08:49.500 --> 00:08:50.620]  那麼中間呢
[00:08:50.620 --> 00:08:52.820]  我們知道哈拿
[00:08:52.820 --> 00:08:56.700]  他不是所謂的我們講說逆來順受
[00:08:56.700 --> 00:08:58.380]  所謂的或者就是說
[00:08:58.380 --> 00:09:00.620]  命運就是這個樣子
[00:09:00.620 --> 00:09:02.340]  所以我也沒辦法
[00:09:02.340 --> 00:09:04.220]  那麼他來到神的面前
[00:09:04.220 --> 00:09:05.620]  第一件事情我們看見的
[00:09:05.620 --> 00:09:08.020]  他的禱告其實是一個許願
[00:09:08.020 --> 00:09:11.540]  不是一個跟神討價還價的事情
[00:09:11.900 --> 00:09:14.780]  第二個他稱神為萬君之耶和華
[00:09:14.780 --> 00:09:16.700]  所以他承認這一位神
[00:09:16.700 --> 00:09:18.780]  他是創造宇宙萬物的真神
[00:09:18.780 --> 00:09:20.780]  他也是管理所有的事情
[00:09:20.780 --> 00:09:23.620]  他也甚至管理以色列前面所發生的事情
[00:09:23.620 --> 00:09:26.060]  從亞伯拉罕開始一直到他這個時候
[00:09:26.060 --> 00:09:29.060]  然後我們再看見他的禱告裡面
[00:09:29.060 --> 00:09:31.660]  他說求神顧念悲女的苦情
[00:09:31.660 --> 00:09:34.900]  眷戀不忘悲女
[00:09:34.900 --> 00:09:37.180]  他稱他自己是一個悲女
[00:09:37.180 --> 00:09:38.260]  換句話講
[00:09:38.260 --> 00:09:40.780]  他真的是把神當成一位主
[00:09:41.660 --> 00:09:42.780]  他是屬於他的
[00:09:42.780 --> 00:09:46.020]  那麼我們看見下面一個
[00:09:46.020 --> 00:09:47.700]  他向神求一個兒子
[00:09:47.700 --> 00:09:50.700]  這是在當時一個婦人
[00:09:50.700 --> 00:09:52.100]  一個結了婚的人
[00:09:52.100 --> 00:09:53.540]  如果說他沒有兒子的話
[00:09:53.540 --> 00:09:54.780]  的確在這個社會
[00:09:54.780 --> 00:09:56.620]  在他當時的社會當中
[00:09:56.620 --> 00:09:58.300]  他是沒有辦法抬起頭來的
[00:09:58.300 --> 00:09:59.820]  那我們在新約裡面
[00:09:59.820 --> 00:10:01.900]  我們就看見施許約翰的母親
[00:10:01.900 --> 00:10:03.380]  也是這個樣子對不對
[00:10:03.380 --> 00:10:04.980]  所以後來他懷了孕之後
[00:10:04.980 --> 00:10:05.860]  他就藏起來了
[00:10:05.860 --> 00:10:08.060]  但是神就把他的羞辱
[00:10:08.060 --> 00:10:09.620]  把羞恥把他拿掉了
[00:10:09.780 --> 00:10:13.140]  這是當時社會的情形
[00:10:13.140 --> 00:10:16.420]  那麼你說我們現在
[00:10:16.420 --> 00:10:17.940]  其實我們現在有時候也有
[00:10:17.940 --> 00:10:18.260]  對不對
[00:10:18.260 --> 00:10:19.060]  我想很多時候
[00:10:19.060 --> 00:10:20.780]  我們重男輕女的社會之下
[00:10:20.780 --> 00:10:23.020]  如果一個婦人結了婚之後
[00:10:23.020 --> 00:10:24.260]  老是生女的
[00:10:24.260 --> 00:10:27.780]  那麼有的時候會惹起一些麻煩
[00:10:27.780 --> 00:10:28.220]  對不對
[00:10:28.220 --> 00:10:31.780]  但是其實在那個時候也是一樣
[00:10:31.780 --> 00:10:33.740]  所以他向神求一個兒子
[00:10:33.740 --> 00:10:36.380]  但是他接下去他就說
[00:10:36.380 --> 00:10:38.220]  如果神給他一個兒子
[00:10:38.220 --> 00:10:40.860]  他就會把這個兒子歸給神
[00:10:40.860 --> 00:10:42.780]  所以我們看見哈拿
[00:10:42.780 --> 00:10:44.220]  他也告訴我們
[00:10:44.220 --> 00:10:47.180]  我們看見他向神的傾心吐液
[00:10:47.180 --> 00:10:49.420]  那麼他就告訴神
[00:10:49.420 --> 00:10:50.580]  他說如果這個兒子
[00:10:50.580 --> 00:10:52.340]  他把它奉獻給神
[00:10:52.340 --> 00:10:54.580]  他說終生不剃他的頭髮
[00:10:54.580 --> 00:10:58.180]  他的意思就是讓他終生做拿希爾人
[00:10:58.180 --> 00:11:00.540]  拿希爾人在明書記裡面告訴我們
[00:11:00.540 --> 00:11:03.260]  拿希爾人是一個完全歸神的人
[00:11:03.260 --> 00:11:05.580]  這是哈拿他的心
[00:11:06.860 --> 00:11:09.340]  那麼記住哈拿在神面前
[00:11:09.340 --> 00:11:10.260]  他是許願
[00:11:10.260 --> 00:11:11.980]  他不是討價還價
[00:11:11.980 --> 00:11:14.540]  那麼我們剛才看見
[00:11:14.540 --> 00:11:16.300]  這個哈拿他的信心
[00:11:16.300 --> 00:11:17.740]  哈拿的信心從哪裡來
[00:11:17.740 --> 00:11:19.220]  從對神的認識來的
[00:11:19.220 --> 00:11:21.580]  他稱呼神為萬君之耶和華
[00:11:21.580 --> 00:11:24.660]  所以他知道神在以色列人當中
[00:11:24.660 --> 00:11:25.580]  所做的事情
[00:11:25.580 --> 00:11:27.820]  他根據神的本性
[00:11:27.820 --> 00:11:29.300]  他根據神的character
[00:11:29.300 --> 00:11:32.300]  因為他稱祂為耶和華萬君之主
[00:11:32.300 --> 00:11:32.860]  對不對
[00:11:32.860 --> 00:11:34.180]  所以我們在這裡看見
[00:11:35.580 --> 00:11:39.020]  他知道神對以色列人先祖所做的事情
[00:11:39.020 --> 00:11:42.260]  所以他的禱告
[00:11:42.260 --> 00:11:44.660]  就好像以色列人跟神的禱告
[00:11:44.660 --> 00:11:46.980]  我們從聖經裡面我們看見
[00:11:46.980 --> 00:11:48.300]  神當神
[00:11:48.300 --> 00:11:50.820]  他聽見以色列人的苦情的時候
[00:11:50.820 --> 00:11:51.340]  對不對
[00:11:51.340 --> 00:11:52.100]  在埃及
[00:11:52.100 --> 00:11:54.260]  他聽見以色列人的苦情的時候
[00:11:54.260 --> 00:11:55.540]  他做了一件什麼事情
[00:11:55.540 --> 00:11:58.340]  他就呼召了摩西
[00:11:58.340 --> 00:12:01.660]  然後叫摩西跟亞倫去埃及
[00:12:01.660 --> 00:12:06.820]  把他們從把他自己的子民從逼迫當中
[00:12:06.820 --> 00:12:09.740]  從苦難當中把他們領出來
[00:12:09.740 --> 00:12:12.220]  把他們要帶到迦南地
[00:12:12.220 --> 00:12:14.100]  讓他們在那裡能夠服侍神
[00:12:14.100 --> 00:12:18.540]  所以哈拿的禱告可以說是出於信心
[00:12:18.540 --> 00:12:23.380]  他的禱告出於信心是根據神的神性
[00:12:23.380 --> 00:12:25.060]  我們講說神的character
[00:12:25.060 --> 00:12:27.020]  或他自己所做的事情
[00:12:27.020 --> 00:12:28.260]  過去所做的事情
[00:12:29.660 --> 00:12:32.100]  那麼接下去我們從十二節開始
[00:12:32.100 --> 00:12:33.900]  那麼他在示羅
[00:12:33.900 --> 00:12:34.460]  對不對
[00:12:34.460 --> 00:12:37.140]  我們就看見十二節到第十六節
[00:12:37.140 --> 00:12:40.100]  就是他在祭司面前被誤解
[00:12:40.100 --> 00:12:42.580]  那麼聖經上告訴我們說
[00:12:42.580 --> 00:12:43.660]  他沒有喝酒
[00:12:43.660 --> 00:12:45.540]  聖經上告訴我們說他沒有喝酒
[00:12:45.540 --> 00:12:46.500]  他也沒有酒醉
[00:12:46.500 --> 00:12:49.820]  那麼他就到了聖殿裡面
[00:12:49.820 --> 00:12:51.340]  他要禱告
[00:12:51.340 --> 00:12:52.540]  他要跟神禱告
[00:12:52.540 --> 00:12:55.060]  但是因為他心裡面真的是很愁苦
[00:12:55.060 --> 00:12:56.580]  所以他講不出來
[00:12:56.580 --> 00:12:58.540]  那麼尹立在旁邊
[00:12:58.540 --> 00:13:00.020]  只看見他嘴巴動
[00:13:00.020 --> 00:13:02.980]  所以尹立當時就誤解他
[00:13:02.980 --> 00:13:04.500]  為什麼會誤解他呢
[00:13:04.500 --> 00:13:06.420]  所以我們可以看到當時的背景
[00:13:06.420 --> 00:13:09.700]  那麼尹立的兩個兒子
[00:13:09.700 --> 00:13:11.180]  在後面第二章的時候
[00:13:11.180 --> 00:13:13.500]  我們就看見他們在聖殿裡面
[00:13:13.500 --> 00:13:15.540]  跟那個殿前的一些婦女
[00:13:15.540 --> 00:13:17.220]  就發生一些性的關係
[00:13:17.220 --> 00:13:18.700]  這些都是犯罪的事情
[00:13:18.700 --> 00:13:20.540]  然後當時的社會
[00:13:20.540 --> 00:13:22.060]  當時的在temple
[00:13:22.060 --> 00:13:23.340]  就是說在聖殿裡面
[00:13:23.340 --> 00:13:25.060]  很多一些敗壞的事情
[00:13:25.060 --> 00:13:26.020]  所以我們從這裡
[00:13:26.020 --> 00:13:27.500]  我們可以看見尹立
[00:13:27.500 --> 00:13:29.500]  可能他真的是看了許多的
[00:13:29.500 --> 00:13:30.940]  所以他就以為
[00:13:30.940 --> 00:13:33.060]  哈拿也是這個樣子的人
[00:13:33.060 --> 00:13:37.660]  哈拿接下去
[00:13:37.660 --> 00:13:40.020]  他就很直率的為他自己辯護
[00:13:40.020 --> 00:13:42.780]  他說我是清酒濃酒都不喝的
[00:13:42.780 --> 00:13:46.620]  他說我不是一個不正經的女子
[00:13:46.620 --> 00:13:49.700]  他說你不要把我看成一個不正經的女子
[00:13:49.700 --> 00:13:55.300]  這個字後來形容尹立的兩個兒子
[00:13:55.300 --> 00:13:56.860]  就是用同樣的字
[00:13:57.220 --> 00:13:58.260]  所以我們可以曉得
[00:13:58.260 --> 00:14:01.540]  當時的在聖殿裡面的敗壞的情形
[00:14:01.540 --> 00:14:04.660]  或者是說在這個宗教上面的
[00:14:04.660 --> 00:14:07.340]  這些領袖他的敗壞的情形
[00:14:07.340 --> 00:14:10.420]  那麼哈拿禱告
[00:14:10.420 --> 00:14:12.700]  他跟尹立講完了之後
[00:14:12.700 --> 00:14:15.420]  尹立就站在他一個祭司的立場
[00:14:15.420 --> 00:14:15.860]  對不對
[00:14:15.860 --> 00:14:17.540]  因為我們從聖經上我們曉得
[00:14:17.540 --> 00:14:19.020]  所以到了十八節的時候
[00:14:19.020 --> 00:14:20.460]  祭司就給他祝福
[00:14:20.460 --> 00:14:23.340]  這是以色列人所期待的
[00:14:23.340 --> 00:14:26.660]  他們每次到神的殿裡面獻祭的時候
[00:14:26.660 --> 00:14:27.580]  到最後的時候
[00:14:27.580 --> 00:14:30.540]  他們期望的就是祭司給他們祝福
[00:14:30.540 --> 00:14:32.980]  所以哈拿他的禱告
[00:14:32.980 --> 00:14:39.460]  祭司尹立給他的祝福改變了哈拿
[00:14:39.460 --> 00:14:41.260]  所以我們從後面就看
[00:14:41.260 --> 00:14:42.940]  哈拿就不再愁苦了
[00:14:42.940 --> 00:14:44.260]  特別是在十八節
[00:14:44.260 --> 00:14:45.540]  然後他就可以吃飯了
[00:14:45.540 --> 00:14:46.740]  他就吃得下飯了
[00:14:46.740 --> 00:14:48.300]  然後心情也比較好了
[00:14:48.300 --> 00:14:51.380]  所以我們從這裡我們可以看見
[00:14:51.380 --> 00:14:54.500]  他已經把他自己的憂愁交給了神
[00:14:54.500 --> 00:14:55.500]  為什麼
[00:14:55.700 --> 00:14:58.020]  因為他知道神是在意的
[00:14:58.020 --> 00:15:00.420]  他知道神是care
[00:15:00.420 --> 00:15:03.700]  經過這樣子之後
[00:15:03.700 --> 00:15:05.380]  哈拿不再一樣了
[00:15:05.380 --> 00:15:06.900]  所以到了早晨的時候
[00:15:06.900 --> 00:15:08.500]  他就跟他們一起敬拜
[00:15:08.500 --> 00:15:09.660]  那麼接下去
[00:15:09.660 --> 00:15:11.580]  我們就看見十九節
[00:15:11.580 --> 00:15:13.380]  他說次日清早他們起來
[00:15:13.380 --> 00:15:15.980]  在耶和華面前敬拜就回到拉瑪
[00:15:15.980 --> 00:15:17.540]  這是他們原來的家
[00:15:17.540 --> 00:15:18.660]  那到了家裡
[00:15:18.660 --> 00:15:22.180]  尹立加拿和七哈拿同房
[00:15:22.180 --> 00:15:24.460]  耶和華顧念哈拿
[00:15:25.900 --> 00:15:27.260]  從此以後我們就看見
[00:15:27.260 --> 00:15:29.020]  有一個小孩子誕生了
[00:15:29.020 --> 00:15:31.220]  這個小孩子的名字叫做薩摩爾
[00:15:31.220 --> 00:15:34.860]  薩摩爾的意思就是我向神求來的
[00:15:34.860 --> 00:15:36.620]  意思就是說I ask for
[00:15:36.620 --> 00:15:40.620]  那麼接下去
[00:15:40.620 --> 00:15:44.900]  那麼哈拿就願意把他交給神
