
[00:00:00.000 --> 00:00:09.000]  二十七年來,恩福人走過的是一條夢境成真的神跡路。
[00:05:09.000 --> 00:05:11.000]  不是多得那麼厲害,
[00:05:11.000 --> 00:05:13.000]  但另一方面來說,
[00:05:13.000 --> 00:05:15.000]  去完留學之後回來的人,
[00:05:15.000 --> 00:05:19.000]  我們發覺流失率是相當多。
[00:05:19.000 --> 00:05:20.000]  親愛的弟兄姊妹,
[00:05:20.000 --> 00:05:23.000]  是讓我們今天再一次來認定,
[00:05:23.000 --> 00:05:27.000]  這個缺口一天我們不去補的時候,
[00:05:27.000 --> 00:05:32.000]  這個缺口是會成為我們恩福未來的致命傷。
[00:05:32.000 --> 00:05:36.000]  最近我和一班教會的目者來談這個問題的時候,
[00:05:36.000 --> 00:05:38.000]  我們才發覺到原來青少年的問題,
[00:05:38.000 --> 00:05:40.000]  不只是恩福的問題,
[00:05:40.000 --> 00:05:43.000]  是整個世界的教會的問題。
[00:05:43.000 --> 00:05:48.000]  世界各地青少年都繼續不斷流失,
[00:05:48.000 --> 00:05:50.000]  特別是大學生。
[00:05:50.000 --> 00:05:56.000]  最近有機會和台灣信義會真理堂的楊連亞牧師,
[00:05:56.000 --> 00:05:58.000]  有機會談話。
[00:05:58.000 --> 00:06:00.000]  在談話的時候,
[00:06:00.000 --> 00:06:03.000]  我為了他們做大學生的工作,
[00:06:03.000 --> 00:06:05.000]  做得非常成功,
[00:06:05.000 --> 00:06:06.000]  非常感恩。
[00:06:06.000 --> 00:06:08.000]  他跟我們說,
[00:06:08.000 --> 00:06:12.000]  到底他們是用什麼來吸引大學生來教會。
[00:06:12.000 --> 00:06:17.000]  第二,我也為了新加坡一些教會,
[00:06:17.000 --> 00:06:21.000]  最近我們有機會參加一個六千人的聚會,
[00:06:21.000 --> 00:06:32.000]  是一個可以說是反對同性婚姻的一個運動。
[00:06:32.000 --> 00:06:34.000]  我很感恩的就是在這個運動當中,
[00:06:34.000 --> 00:06:39.000]  六千人當中有七成的人是三十歲以下的人。
[00:06:39.000 --> 00:06:40.000]  我告訴大家,
[00:06:40.000 --> 00:06:45.000]  這個是完全和我們香港的情形是完全不同的。
[00:06:45.000 --> 00:06:47.000]  他們是三十歲以下的人,
[00:06:47.000 --> 00:06:49.000]  是主力來的。
[00:06:49.000 --> 00:06:51.000]  但是我們今天,
[00:06:51.000 --> 00:06:54.000]  我想問問大家,
[00:06:54.000 --> 00:06:58.000]  會眾當中有多少是三十歲以下的?
[00:06:58.000 --> 00:06:59.000]  可不可以舉手?
[00:06:59.000 --> 00:07:01.000]  舉得到的,我們只有幾個而已。
[00:07:01.000 --> 00:07:03.000]  舉高一點好不好?
[00:07:03.000 --> 00:07:05.000]  一起給他們一點掌聲好不好?
[00:07:05.000 --> 00:07:08.000]  (掌聲)
[00:07:08.000 --> 00:07:12.000]  感謝神。
[00:07:12.000 --> 00:07:14.000]  你數到多少人的手?
[00:07:14.000 --> 00:07:18.000]  我的手指加上腳趾已經數完了。
[00:07:18.000 --> 00:07:20.000]  二千人,一個禮堂,
[00:07:20.000 --> 00:07:22.000]  三十歲以下的弟兄姊妹,
[00:07:22.000 --> 00:07:26.000]  是有多少?
[00:07:26.000 --> 00:07:30.000]  楊利亞牧師和我分享他的秘訣,
[00:07:30.000 --> 00:07:32.000]  所有的童工入職的時候,
[00:07:32.000 --> 00:07:37.000]  他們要求的都是曾經做過校園工作的一些童工。
[00:07:37.000 --> 00:07:38.000]  換句話來說,
[00:07:38.000 --> 00:07:40.000]  他沒有做過校園工作的時候,
[00:07:40.000 --> 00:07:44.000]  他們教會就寧願不聘請,
[00:07:44.000 --> 00:07:50.000]  都是專門留給做過校園工作的童工入職。
[00:07:50.000 --> 00:07:52.000]  第二件事,
[00:07:52.000 --> 00:07:55.000]  他們在一個最有策略的地方,
[00:07:55.000 --> 00:07:58.000]  就是台大的附近,
[00:07:58.000 --> 00:08:00.000]  買了一個宿舍,
[00:08:00.000 --> 00:08:03.000]  是有一百個宿位的宿舍,
[00:08:03.000 --> 00:08:08.000]  專門來招呼那些大學生,
[00:08:08.000 --> 00:08:09.000]  來入住。
[00:08:09.000 --> 00:08:15.000]  他們用的是比市價便宜一半的租金。
[00:08:15.000 --> 00:08:18.000]  這個運作是怎麼運作的呢?
[00:08:18.000 --> 00:08:22.000]  他們在這個大學附近有了這個中心之後,
[00:08:22.000 --> 00:08:25.000]  他們是專門派一些社監,
[00:08:25.000 --> 00:08:26.000]  是傳導人來的,
[00:08:26.000 --> 00:08:29.000]  進去裡面來做社監。
[00:08:29.000 --> 00:08:33.000]  第二,有一半的學生是臥底學生,
[00:08:33.000 --> 00:08:35.000]  或者說一說什麼叫臥底呢?
[00:08:35.000 --> 00:08:37.000]  臥底就是已經信得住了,
[00:08:37.000 --> 00:08:39.000]  他們是為了一個使命,
[00:08:39.000 --> 00:08:40.000]  以至於入住這個宿舍。
[00:08:40.000 --> 00:08:42.000]  他們的使命是什麼呢?
[00:08:42.000 --> 00:08:45.000]  就是物色他們校園裡面的同學,
[00:08:45.000 --> 00:08:49.000]  然後正確地邀請他們進入這個宿舍來住。
[00:08:49.000 --> 00:08:50.000]  告訴他們,
[00:08:50.000 --> 00:08:53.000]  有一個中心,
[00:08:53.000 --> 00:08:55.000]  租金很便宜的,
[00:08:55.000 --> 00:08:57.000]  大概市價一半左右。
[00:08:57.000 --> 00:08:59.000]  但我都要小心翼翼的,
[00:08:59.000 --> 00:09:01.000]  是找一些正確的人來住。
[00:09:01.000 --> 00:09:03.000]  現在我就很想邀請你,
[00:09:03.000 --> 00:09:04.000]  你來不來?
[00:09:04.000 --> 00:09:07.000]  就是這樣邀請學生入住。
[00:09:07.000 --> 00:09:09.000]  進去裡面有一個規矩的,
[00:09:09.000 --> 00:09:10.000]  他們要洗碗、洗碟、掃地,
[00:09:10.000 --> 00:09:11.000]  各方面的分擔。
[00:09:11.000 --> 00:09:12.000]  第二件事,
[00:09:12.000 --> 00:09:14.000]  要回家吃飯,
[00:09:14.000 --> 00:09:15.000]  這個就是。
[00:09:15.000 --> 00:09:18.000]  第三,他們都鼓勵他們,
[00:09:18.000 --> 00:09:19.000]  你們有什麼特別的需要,
[00:09:19.000 --> 00:09:20.000]  不開心,
[00:09:20.000 --> 00:09:22.000]  功課有困難,
[00:09:22.000 --> 00:09:25.000]  有很多很多問題病,
[00:09:25.000 --> 00:09:27.000]  告訴社監聽。
[00:09:27.000 --> 00:09:28.000]  告訴社監聽,
[00:09:28.000 --> 00:09:30.000]  社監全部用金句,
[00:09:30.000 --> 00:09:31.000]  用聖經,
[00:09:31.000 --> 00:09:34.000]  用這些方法輔導他們,
[00:09:34.000 --> 00:09:37.000]  然後讓他們和這個神開始接觸,
[00:09:37.000 --> 00:09:39.000]  以至得到一個意志,
[00:09:39.000 --> 00:09:40.000]  和解決他們的問題。
[00:09:40.000 --> 00:09:42.000]  有補習方面的需要,
[00:09:42.000 --> 00:09:45.000]  教會安排一些做過老師的人,
[00:09:45.000 --> 00:09:46.000]  教授的人,
[00:09:46.000 --> 00:09:48.000]  進去裡面來幫忙,
[00:09:48.000 --> 00:09:50.000]  以至學生能夠得到這方面的服務。
[00:09:50.000 --> 00:09:51.000]  第三,
[00:09:51.000 --> 00:09:54.000]  每個禮拜有一次,
[00:09:54.000 --> 00:09:56.000]  叫做家聚,
[00:09:56.000 --> 00:09:57.000]  是家庭的時間,
[00:09:57.000 --> 00:09:58.000]  這個家庭的時間,
[00:09:58.000 --> 00:10:00.000]  全部的人都要在那裡,
[00:10:00.000 --> 00:10:02.000]  完結之後有一個小時的聚會,
[00:10:02.000 --> 00:10:03.000]  就是他們講見證,
[00:10:03.000 --> 00:10:05.000]  分享福音的時刻。
[00:10:05.000 --> 00:10:07.000]  楊凌雅分享的時候,
[00:10:07.000 --> 00:10:08.000]  她說,
[00:10:08.000 --> 00:10:10.000]  她的經驗,
[00:10:10.000 --> 00:10:11.000]  一般的學生,
[00:10:11.000 --> 00:10:12.000]  是第一年,
[00:10:12.000 --> 00:10:13.000]  第二年,
[00:10:13.000 --> 00:10:14.000]  最多去到第三年,
[00:10:14.000 --> 00:10:16.000]  已經全信了,
[00:10:16.000 --> 00:10:20.000]  極少去到第四年才決知,
[00:10:20.000 --> 00:10:22.000]  通常都是頭三年內,
[00:10:22.000 --> 00:10:25.000]  已經全部都全信了,
[00:10:25.000 --> 00:10:27.000]  我一聽完之後,
[00:10:27.000 --> 00:10:28.000]  我心裡面想,
[00:10:28.000 --> 00:10:30.000]  想起我們的教會,
[00:10:30.000 --> 00:10:32.000]  我們現在是守,
[00:10:32.000 --> 00:10:33.000]  我們沒有攻,
[00:10:33.000 --> 00:10:35.000]  而守都守不穩,
[00:10:35.000 --> 00:10:37.000]  我們是繼續不斷有漏網那些,
[00:10:37.000 --> 00:10:38.000]  離開了的,
[00:10:38.000 --> 00:10:41.000]  到底我們怎樣用什麼方法來攻呢?
[00:10:41.000 --> 00:10:45.000]  所以我有一個夢,
[00:10:45.000 --> 00:10:47.000]  這個夢呢,
[00:10:47.000 --> 00:10:50.000]  就是在一些策略性的大學附近,
[00:10:50.000 --> 00:10:53.000]  真的買一些屋村,
[00:10:53.000 --> 00:10:55.000]  買了一些屋村之後,
[00:10:55.000 --> 00:11:01.000]  去將它轉變成為學生的中心,
[00:11:01.000 --> 00:11:05.000]  由我們的過弟弟兄姊妹做學生,
[00:11:05.000 --> 00:11:07.000]  當然是學生,
[00:11:07.000 --> 00:11:08.000]  然後呢,
[00:11:08.000 --> 00:11:13.000]  由他們去邀請他們的同學入住,
[00:11:13.000 --> 00:11:15.000]  我們的社監,
[00:11:15.000 --> 00:11:17.000]  是一些受過神學訓練,
[00:11:17.000 --> 00:11:20.000]  或者甚至是我們的傳導人,
[00:11:20.000 --> 00:11:22.000]  進去裡面做社監,
[00:11:22.000 --> 00:11:24.000]  目的是什麼?
[00:11:24.000 --> 00:11:28.000]  就是一個一個照顧這些人的需要,
[00:11:28.000 --> 00:11:31.000]  我希望大家禱告的時候紀念,
[00:11:31.000 --> 00:11:35.000]  學員傳導會其實都已經有一些這樣的行動,
[00:11:35.000 --> 00:11:37.000]  那個叫愛心房,
[00:11:37.000 --> 00:11:39.000]  我們同時都可以希望,
[00:11:39.000 --> 00:11:41.000]  跟學傳可以合作,
[00:11:41.000 --> 00:11:45.000]  留你一齊來做學生的工作,
[00:11:45.000 --> 00:11:47.000]  各位親愛的弟弟姐妹,
[00:11:47.000 --> 00:11:52.000]  這個實際上是我們今天當務之急,
[00:11:52.000 --> 00:11:53.000]  第二件事呢,
[00:11:53.000 --> 00:11:55.000]  我看到我們的老人家的時候,
[00:11:55.000 --> 00:11:57.000]  我心裡面又有一個夢,
[00:11:57.000 --> 00:11:59.000]  這個夢是什麼呢?
[00:11:59.000 --> 00:12:03.000]  就是因福村,
[00:12:03.000 --> 00:12:08.000]  是讓我們當中的老人家都可以住在這個村裡面,
[00:12:08.000 --> 00:12:09.000]  但另一方面呢,
[00:12:09.000 --> 00:12:11.000]  我們有些年輕人在這個地方,
[00:12:11.000 --> 00:12:12.000]  來做什麼?
[00:12:12.000 --> 00:12:14.000]  做服事的人,
[00:12:14.000 --> 00:12:19.000]  最理想這條村還有菜園在種菜,
[00:12:19.000 --> 00:12:20.000]  這個最理想,
[00:12:20.000 --> 00:12:23.000]  想不想?
[00:12:23.000 --> 00:12:26.000]  我們看到都幾好,
[00:12:26.000 --> 00:12:28.000]  真是很開心,
[00:12:28.000 --> 00:12:29.000]  我們分享了這個夢的時候,
[00:12:29.000 --> 00:12:31.000]  我相信所有人都要住的,
[00:12:31.000 --> 00:12:33.000]  你住了你都是買房子的,
[00:12:33.000 --> 00:12:36.000]  到時到後我們都是這樣來買房子,
[00:12:36.000 --> 00:12:39.000]  另一方面我希望我們當中有些做地產的那些,
[00:12:39.000 --> 00:12:41.000]  你真的有負擔的時候,
[00:12:41.000 --> 00:12:47.000]  你認定這裡我們是有足夠生意的,
[00:12:47.000 --> 00:12:48.000]  我希望的是什麼呢?
[00:12:48.000 --> 00:12:54.000]  是能夠建立一個真是可以發揚到一個基督的精神,
[00:12:54.000 --> 00:12:56.000]  在這個地方能夠成為一個見證,
[00:12:56.000 --> 00:13:01.000]  又能夠繼續不斷服事社會的一個這樣的村,
[00:13:01.000 --> 00:13:04.000]  我希望大家禱告的時候來到紀念,
[00:13:04.000 --> 00:13:08.000]  一堂多子是一個發夢,
[00:13:08.000 --> 00:13:10.000]  第二是一個命令,
[00:13:10.000 --> 00:13:14.000]  第三原來是可以實踐的東西,
[00:13:14.000 --> 00:13:16.000]  一堂多子是什麼意思呢?
[00:13:16.000 --> 00:13:19.000]  不是一個教堂,
[00:13:19.000 --> 00:13:22.000]  然後又多很多舊建築物,
[00:13:22.000 --> 00:13:24.000]  錯的,
[00:13:24.000 --> 00:13:27.000]  一堂不是指地方,
[00:13:27.000 --> 00:13:29.000]  一堂不是指硬件,
[00:13:29.000 --> 00:13:33.000]  一堂是指全部我們的恩福人,
[00:13:33.000 --> 00:13:34.000]  是人來的,
[00:13:34.000 --> 00:13:36.000]  多子是什麼呢?
[00:13:36.000 --> 00:13:38.000]  是無處不在,
[00:13:38.000 --> 00:13:40.000]  你去到哪個地方,
[00:13:40.000 --> 00:13:44.000]  你就是將教會的影響力伸延到那些地方,
[00:13:44.000 --> 00:13:46.000]  然後如果我們有這班人,
[00:13:46.000 --> 00:13:49.000]  就在馬鞍山建立了這個教會,
[00:13:49.000 --> 00:13:53.000]  我們就在這個地方將我們的資源,
[00:13:53.000 --> 00:13:55.000]  繼續不斷跟他們分享,
[00:13:55.000 --> 00:13:58.000]  以至這個教會不是一輩子都恩的,
[00:13:58.000 --> 00:13:59.000]  而是它可以成長,
[00:13:59.000 --> 00:14:01.000]  又可以建立更多的人,
[00:14:01.000 --> 00:14:03.000]  我們在任何一個不同的地方,
[00:14:03.000 --> 00:14:06.000]  我們都希望能夠動員到我們恩福的資源,
[00:14:06.000 --> 00:14:10.000]  強化這個地區的mission point,
[00:14:10.000 --> 00:14:13.000]  或者這個教會的肢體生活,
[00:14:13.000 --> 00:14:16.000]  以至他們得到這個建立的時候,
[00:14:16.000 --> 00:14:18.000]  他們可以繼續不斷的出去,
[00:14:18.000 --> 00:14:22.000]  上個星期去美國的時候,
[00:14:22.000 --> 00:14:27.000]  我也去了以前我籍的Arlington教會,
[00:14:27.000 --> 00:14:30.000]  心裏面有一樣不開心的事,
[00:14:30.000 --> 00:14:33.000]  就是聽到我們的教會說到,
[00:14:33.000 --> 00:14:38.000]  他們需要繼續不斷派一些人去一個Eastern Texas,
[00:14:38.000 --> 00:14:42.000]  就是德州的東部一個叫Tyler的地方,
[00:14:42.000 --> 00:14:44.000]  來去港島,
[00:14:44.000 --> 00:14:47.000]  我問他們現在那邊的情形如何,
[00:14:47.000 --> 00:14:49.000]  有牧師告訴我,
[00:14:49.000 --> 00:14:52.000]  現在那個教會只剩下二十人左右,
[00:14:52.000 --> 00:14:55.000]  我聽完的時候心裏很煩躁,
[00:14:55.000 --> 00:14:58.000]  因為我三十多年前我去過那個地方,
[00:14:58.000 --> 00:15:00.000]  來開報道會,
[00:15:00.000 --> 00:15:02.000]  因為我是被邀請去的,
[00:15:02.000 --> 00:15:04.000]  那時候出席的人,
[00:15:04.000 --> 00:15:06.000]  我想起碼一百人,
[00:15:06.000 --> 00:15:09.000]  只是那個報道會當中缺席的人,
[00:15:09.000 --> 00:15:11.000]  有二十多人,
[00:15:11.000 --> 00:15:13.000]  我想一想,
[00:15:13.000 --> 00:15:15.000]  只是一次報道會缺席的人,
[00:15:15.000 --> 00:15:18.000]  已經多過現在教會的人數,
[00:15:18.000 --> 00:15:20.000]  我心裏問一個問題,
[00:15:20.000 --> 00:15:22.000]  那些人去了哪裏呢?
[00:15:22.000 --> 00:15:26.000]  因為那個地方大部份都是定在那裏居住的,
[00:15:26.000 --> 00:15:29.000]  餐館的人,一些移民的人等等,
[00:15:29.000 --> 00:15:33.000]  主要原因就是後繼無人,
[00:15:33.000 --> 00:15:36.000]  他們要繼續不斷外面找人去幫他們,
[00:15:36.000 --> 00:15:38.000]  而他們自己不懂得自力更生,
[00:15:38.000 --> 00:15:41.000]  這個是一個致命傷,
[00:15:41.000 --> 00:15:42.000]  親愛的弟兄姊妹,
[00:15:42.000 --> 00:15:45.000]  今日就讓我們從聖經裏面來看一看,
[00:15:45.000 --> 00:15:48.000]  怎樣來解決這個問題,
[00:15:48.000 --> 00:15:51.000]  為何保羅去一個地方一個月,
[00:15:51.000 --> 00:15:52.000]  三個月,
[00:15:52.000 --> 00:15:53.000]  半年,
[00:15:53.000 --> 00:15:54.000]  年半,
[00:15:54.000 --> 00:15:55.000]  三年,最多三年,
[00:15:55.000 --> 00:15:57.000]  大概去完這些地方宣教完,
[00:15:57.000 --> 00:15:58.000]  帶了人信主之後,
[00:15:58.000 --> 00:16:00.000]  這個地方就成立教會,
[00:16:00.000 --> 00:16:02.000]  而保羅離開之後,
[00:16:02.000 --> 00:16:04.000]  這些教會不會關門,
[00:16:04.000 --> 00:16:05.000]  不會倒閉,
[00:16:05.000 --> 00:16:08.000]  而是繼續不斷在那裏成長,
[00:16:08.000 --> 00:16:10.000]  我們要問這個問題,
[00:16:10.000 --> 00:16:12.000]  到底秘訣在哪裏,
[00:16:12.000 --> 00:16:14.000]  為何他做得到,
[00:16:14.000 --> 00:16:17.000]  為何我們今日很多地方做不到,
[00:16:17.000 --> 00:16:19.000]  德國做不到,
[00:16:19.000 --> 00:16:21.000]  美國很多地方做不到,
[00:16:21.000 --> 00:16:23.000]  東南亞很多地方做不到,
[00:16:23.000 --> 00:16:25.000]  原因在哪裏?
[00:16:25.000 --> 00:16:31.000]  創世紀十二章第一節,
[00:16:31.000 --> 00:16:37.000]  我會跟大家分享去和聚的關係,
[00:16:37.000 --> 00:16:39.000]  第一節我們一起讀,
[00:16:39.000 --> 00:16:41.000]  耶和華對阿班蘭說,
[00:16:41.000 --> 00:16:44.000]  你要離開本地本族父家,
[00:16:44.000 --> 00:16:47.000]  往我所要指示你的地去,
[00:16:47.000 --> 00:16:48.000]  弟兄姊妹,
[00:16:48.000 --> 00:16:50.000]  在這段聖經當中,
[00:16:50.000 --> 00:16:54.000]  神要建立他的國度,
[00:16:54.000 --> 00:16:56.000]  建立他的子民,
[00:16:56.000 --> 00:16:59.000]  建立一班合他心意的人能夠成長,
[00:16:59.000 --> 00:17:01.000]  以至這個福音,
[00:17:01.000 --> 00:17:02.000]  耶和華甘明,
[00:17:02.000 --> 00:17:04.000]  可以傳遍天下,
[00:17:04.000 --> 00:17:05.000]  他首先要做的,
[00:17:05.000 --> 00:17:08.000]  是呼召那些合他心意的人,
[00:17:08.000 --> 00:17:10.000]  先離開,
[00:17:10.000 --> 00:17:12.000]  他對阿班蘭說,
[00:17:12.000 --> 00:17:17.000]  當時的阿班蘭是七十五歲的老人家,
[00:17:17.000 --> 00:17:20.000]  你記得他是七十五歲的老人家,
[00:17:20.000 --> 00:17:23.000]  他的太太是六十五歲,
[00:17:25.000 --> 00:17:29.000]  我不知道在座中有多少人,
[00:17:29.000 --> 00:17:31.000]  有沒有姐妹六十五歲或以上的,
[00:17:31.000 --> 00:17:32.000]  舉手,
[00:17:32.000 --> 00:17:34.000]  有,
[00:17:34.000 --> 00:17:38.000]  那有多少個六十五歲或以上的姐妹,
[00:17:38.000 --> 00:17:41.000]  你相信你還可以生孩子的,
[00:17:41.000 --> 00:17:42.000]  舉手,
[00:17:42.000 --> 00:17:44.000]  我相信很少,
[00:17:44.000 --> 00:17:46.000]  我想問弟兄姊妹,
[00:17:46.000 --> 00:17:49.000]  有多少人相信一個六十五歲的老人家,
[00:17:49.000 --> 00:17:50.000]  他可以生孩子的,
[00:17:50.000 --> 00:17:51.000]  舉手,
[00:17:53.000 --> 00:17:55.000]  六十五歲而已,
[00:17:55.000 --> 00:17:56.000]  一個都沒有,
[00:17:56.000 --> 00:17:59.000]  那更加不用想九十歲,
[00:17:59.000 --> 00:18:02.000]  阿班蘭夢召的時候,
[00:18:02.000 --> 00:18:03.000]  神告訴他,
[00:18:03.000 --> 00:18:06.000]  你要離開本地本族附加,
[00:18:06.000 --> 00:18:09.000]  往我所要指示你的地去,
[00:18:09.000 --> 00:18:10.000]  然後他告訴他,
[00:18:10.000 --> 00:18:12.000]  你要成為多國之父,
[00:18:12.000 --> 00:18:13.000]  是什麼意思?
[00:18:13.000 --> 00:18:17.000]  你要成為多個國家的國父,
[00:18:17.000 --> 00:18:21.000]  你成為一個國家的國父都不可能,
[00:18:21.000 --> 00:18:23.000]  七十五歲一個人,
[00:18:23.000 --> 00:18:25.000]  太太已經六十五歲,
[00:18:25.000 --> 00:18:26.000]  然後你告訴他,
[00:18:26.000 --> 00:18:28.000]  你要成為國父,
[00:18:28.000 --> 00:18:29.000]  什麼叫國父?
[00:18:29.000 --> 00:18:30.000]  國父的意思就是說,
[00:18:30.000 --> 00:18:32.000]  一國從你而出,
[00:18:32.000 --> 00:18:34.000]  從什麼你而出?
[00:18:34.000 --> 00:18:35.000]  你起碼有兒子,
[00:18:35.000 --> 00:18:37.000]  你兒子有孫,
[00:18:37.000 --> 00:18:38.000]  孫有嬰,嬰有嬰,
[00:18:38.000 --> 00:18:40.000]  而嬰越來越多,
[00:18:40.000 --> 00:18:41.000]  嬰嬰嬰嬰嬰,
[00:18:41.000 --> 00:18:43.000]  一路下去的時候,
[00:18:43.000 --> 00:18:44.000]  就會變了很多,
[00:18:44.000 --> 00:18:46.000]  然後神就告訴你,
[00:18:46.000 --> 00:18:48.000]  你的子孫會多到好像天上的星,
[00:18:48.000 --> 00:18:50.000]  地上的沙那樣多,
[00:18:50.000 --> 00:18:52.000]  你信不信?
[00:18:52.000 --> 00:18:54.000]  阿伯蘭等,
[00:18:54.000 --> 00:18:56.000]  到八十幾歲的時候,
[00:18:56.000 --> 00:18:58.000]  他收養了一個叫以利爾謝,
[00:18:58.000 --> 00:19:00.000]  神又告訴他,
[00:19:00.000 --> 00:19:02.000]  你的後裔多到天上的星,地上的沙,
[00:19:02.000 --> 00:19:05.000]  願以利爾謝活在你的面前,
[00:19:05.000 --> 00:19:07.000]  我收了一個算了,
[00:19:07.000 --> 00:19:08.000]  神告訴他,
[00:19:08.000 --> 00:19:09.000]  不是收養,
[00:19:09.000 --> 00:19:11.000]  是你生,
[00:19:11.000 --> 00:19:12.000]  又過了幾年,
[00:19:12.000 --> 00:19:13.000]  到八十六歲,
[00:19:13.000 --> 00:19:15.000]  他真的從下甲,
[00:19:15.000 --> 00:19:17.000]  因為他太太也沒有什麼希望,
[00:19:17.000 --> 00:19:19.000]  就將侍女給了他,
[00:19:19.000 --> 00:19:21.000]  結果就下甲給他生了一個,
[00:19:21.000 --> 00:19:22.000]  以實瑪利,
[00:19:22.000 --> 00:19:23.000]  然後他就說,
[00:19:23.000 --> 00:19:25.000]  願以實瑪利活在你面前,
[00:19:25.000 --> 00:19:27.000]  神又告訴他,
[00:19:27.000 --> 00:19:28.000]  對不起,
[00:19:28.000 --> 00:19:29.000]  我不是說以實瑪利,
[00:19:29.000 --> 00:19:31.000]  我是說你,
[00:19:31.000 --> 00:19:34.000]  你的太太薩拉生的,
