
[00:00:00.000 --> 00:00:07.440]  大家好,我們今天就講完這段時間的最後一次《耶利米蘇》
[00:02:32.080 --> 00:02:34.080]  我們若果彼此相愛的話
[00:02:34.080 --> 00:02:35.960]  世人認得出我們的門徒
[00:02:35.960 --> 00:02:39.280]  我們彼此相愛是基本的
[00:02:39.280 --> 00:02:43.280]  因為天父用主耶穌的寵駕買熟了我們回來
[00:02:43.280 --> 00:02:46.280]  歸他,成為他的兒女
[00:02:46.280 --> 00:02:48.600]  所以我們應該要學習彼此相愛
[00:02:48.600 --> 00:02:49.720]  那個才是primary(第一層)
[00:02:49.720 --> 00:02:51.080]  家庭也是
[00:02:51.080 --> 00:02:52.680]  這是我那天跟他談的時候
[00:02:52.680 --> 00:02:54.880]  我覺得家庭不是最primary(第一層)
[00:02:54.880 --> 00:02:56.320]  只有一層也是很primary(第一層)
[00:02:56.320 --> 00:03:00.120]  因為我們的家人是天父安排的
[00:03:00.120 --> 00:03:02.160]  又不是你選擇的
[00:03:02.160 --> 00:03:05.400]  特別是父母、子女、兄弟姐妹
[00:03:05.400 --> 00:03:06.880]  這些天父是安排的
[00:03:06.880 --> 00:03:08.240]  無論怎樣不同意見
[00:03:08.240 --> 00:03:09.800]  這些都是很高層次的
[00:03:09.800 --> 00:03:12.040]  我們不能夠因為這樣的緣故
[00:03:12.040 --> 00:03:15.080]  來到相咬相吞,以致我們滅亡
[00:03:15.080 --> 00:03:16.480]  求神幫助我們
[00:03:16.480 --> 00:03:18.600]  我們早日的回復正軌
[00:03:18.600 --> 00:03:20.800]  特別是弟兄姊妹之間的關係
[00:03:20.800 --> 00:03:23.000]  我們一切都是神聖子民
[00:03:23.000 --> 00:03:23.920]  事實上這段經文
[00:03:23.920 --> 00:03:24.880]  《耶律米書》說到
[00:03:24.880 --> 00:03:26.680]  我們無論去到哪裡都是神聖子民
[00:03:26.680 --> 00:03:27.880]  所以我們去到哪個城市
[00:03:27.880 --> 00:03:29.400]  都為這城求平安
[00:03:29.400 --> 00:03:31.000]  那個城市得到平安的時候
[00:03:31.000 --> 00:03:31.800]  我們也得到平安
[00:03:31.800 --> 00:03:33.520]  我們求神去保守那個城市
[00:03:33.520 --> 00:03:34.920]  事實上前面也有說到
[00:03:34.920 --> 00:03:36.040]  我們無論去到哪裡
[00:03:36.040 --> 00:03:37.440]  蓋造房屋
[00:03:37.440 --> 00:03:38.320]  住在其中
[00:03:38.320 --> 00:03:39.320]  栽種田園
[00:03:39.320 --> 00:03:40.600]  吃其中所出產的
[00:03:40.600 --> 00:03:42.320]  娶妻生兒女
[00:03:42.320 --> 00:03:44.240]  為兒女繼續娶妻
[00:03:44.240 --> 00:03:47.320]  然後將女兒嫁人生兒養女
[00:03:47.320 --> 00:03:48.920]  在那裡生養眾多
[00:03:48.920 --> 00:03:49.520]  明白嗎?
[00:03:49.520 --> 00:03:52.760]  我們才是天國的子民
[00:03:52.760 --> 00:03:53.880]  除了政治意見
[00:03:53.880 --> 00:03:55.720]  其實這個世界有很多事情
[00:03:55.720 --> 00:03:58.120]  都可以有不同的意見
[00:03:58.120 --> 00:04:00.480]  有時候都會有爭拗
[00:04:00.480 --> 00:04:01.960]  我有一次
[00:04:01.960 --> 00:04:06.720]  我剛去沒多久搞了一個活動
[00:04:06.720 --> 00:04:08.560]  有一個姐妹跟我說
[00:04:08.560 --> 00:04:09.360]  牧師
[00:04:09.360 --> 00:04:10.920]  你害死人了
[00:04:10.920 --> 00:04:11.440]  這麼嚴重
[00:04:11.440 --> 00:04:12.360]  我為什麼要害死人
[00:04:12.360 --> 00:04:15.240]  我做了什麼這麼嚴重的事情而害死人
[00:04:15.240 --> 00:04:16.280]  你呀
[00:04:16.280 --> 00:04:17.480]  搞宵夜吃
[00:04:17.480 --> 00:04:19.240]  我搞宵夜吃
[00:04:19.240 --> 00:04:20.200]  為什麼要害死人
[00:04:20.200 --> 00:04:20.920]  你知道嗎?
[00:04:20.920 --> 00:04:23.320]  宵夜吃最不環保
[00:04:23.320 --> 00:04:24.320]  害死很多人
[00:04:24.320 --> 00:04:26.800]  碳排放很多
[00:04:26.800 --> 00:04:27.800]  我也很尊敬她
[00:04:27.800 --> 00:04:29.040]  後來我認識那些姐妹
[00:04:29.040 --> 00:04:31.120]  她真的身體力行
[00:04:31.120 --> 00:04:32.640]  什麼意思呢?
[00:04:32.640 --> 00:04:35.080]  她最喜歡吃沙律
[00:04:35.080 --> 00:04:35.600]  明白嗎?
[00:04:35.600 --> 00:04:36.920]  她說這些烹調方法
[00:04:36.920 --> 00:04:39.320]  是最少碳排放的
[00:04:39.320 --> 00:04:42.680]  而且她說她吃本地蔬菜
[00:04:42.680 --> 00:04:45.520]  紐西蘭進口的蔬菜
[00:04:45.520 --> 00:04:46.720]  用來混沙律
[00:04:46.720 --> 00:04:48.200]  她盡量不買
[00:04:48.200 --> 00:04:49.440]  有時候都很難
[00:04:49.440 --> 00:04:51.720]  但她盡量吃本地的
[00:04:51.720 --> 00:04:53.360]  有機的
[00:04:53.360 --> 00:04:54.800]  我跟她說
[00:04:54.800 --> 00:04:56.880]  我認識她後來多點溝通
[00:04:56.880 --> 00:04:58.040]  我也明白
[00:04:58.040 --> 00:04:59.680]  我也很尊敬你
[00:04:59.680 --> 00:05:00.960]  但問題是
[00:05:00.960 --> 00:05:05.120]  那些本地生菜很貴的
[00:05:05.120 --> 00:05:06.080]  我最多一年
[00:05:06.080 --> 00:05:08.000]  一兩次陪你
[00:05:08.000 --> 00:05:08.520]  OK的
[00:05:08.520 --> 00:05:10.120]  但是我每個星期吃
[00:05:10.120 --> 00:05:11.760]  第一就是吃不飽
[00:05:11.760 --> 00:05:14.040]  那一袋東西
[00:05:14.040 --> 00:05:16.800]  一百多元吃不飽
[00:05:16.800 --> 00:05:18.920]  我不能夠陪你太多
[00:05:18.920 --> 00:05:20.960]  我最多一年陪你兩三次
[00:05:20.960 --> 00:05:23.240]  我暫時救不了地球
[00:05:23.240 --> 00:05:25.360]  我先救這麼多
[00:05:25.360 --> 00:05:26.280]  將來我能力更多
[00:05:26.280 --> 00:05:27.400]  再救更多
[00:05:27.400 --> 00:05:29.400]  大家溝通得到
[00:05:29.400 --> 00:05:31.120]  大家OK的時候
[00:05:31.120 --> 00:05:32.480]  她後來也容許我
[00:05:32.480 --> 00:05:34.400]  兩年搞一次宵夜吃
[00:05:34.400 --> 00:05:36.240]  就是說這樣就算了
[00:05:36.240 --> 00:05:36.880]  我跟她說
[00:05:36.880 --> 00:05:37.480]  這樣吧
[00:05:37.480 --> 00:05:39.640]  我們也只是溝通一些微信朋友
[00:05:39.640 --> 00:05:41.920]  她是不是也死在罪惡過犯當中
[00:05:41.920 --> 00:05:43.520]  兩年一次
[00:05:43.520 --> 00:05:44.600]  她可能信了主
[00:05:44.600 --> 00:05:46.360]  就得永生
[00:05:46.360 --> 00:05:47.560]  賺回了
[00:05:47.560 --> 00:05:48.840]  所以讓我兩年搞一次
[00:05:48.840 --> 00:05:50.040]  慢慢她也屈服
[00:05:50.040 --> 00:05:51.320]  不是屈服
[00:05:51.320 --> 00:05:52.560]  她也被我說服了
[00:05:52.560 --> 00:05:55.600]  最重要的是我們是弟兄姊妹
[00:05:55.600 --> 00:05:56.440]  是不是
[00:05:56.440 --> 00:05:58.120]  所以我們也可以在當中
[00:05:58.120 --> 00:05:59.080]  有不同的意見
[00:05:59.080 --> 00:06:00.880]  大家可以傾討
[00:06:00.880 --> 00:06:02.680]  我們是弟兄姊妹
[00:06:02.680 --> 00:06:03.840]  收不收到
[00:06:03.840 --> 00:06:04.960]  我們彼此相愛
[00:06:04.960 --> 00:06:06.320]  我們無論去到哪個城市
[00:06:06.320 --> 00:06:07.000]  哪個地方
[00:06:07.000 --> 00:06:09.080]  我們都為那城求平安
[00:06:09.080 --> 00:06:11.960]  今天有第二件難題要解決
[00:06:11.960 --> 00:06:13.760]  耶利米斯書裡面有提到
[00:06:13.760 --> 00:06:17.080]  其實歐穆斯有問過你一個問題
[00:06:17.080 --> 00:06:20.440]  耶利米斯的夥伴是誰
[00:06:20.440 --> 00:06:21.640]  記不記得
[00:06:21.640 --> 00:06:23.200]  真的很厲害
[00:06:23.200 --> 00:06:24.760]  果然留心聽我們教會
[00:06:24.760 --> 00:06:26.480]  太古聖堂真的有希望
[00:06:26.480 --> 00:06:27.880]  巴陸
[00:06:27.880 --> 00:06:32.440]  但是耶利米斯的敵人是誰呢?
[00:06:32.440 --> 00:06:33.600]  有沒有說?
[00:06:33.600 --> 00:06:34.680]  還沒說
[00:06:34.680 --> 00:06:35.600]  那我說吧
[00:06:35.600 --> 00:06:36.960]  其實有幾個
[00:06:36.960 --> 00:06:38.880]  耶利米斯是真的
[00:06:38.880 --> 00:06:40.040]  是真的先知
[00:06:40.040 --> 00:06:41.560]  有假先知
[00:06:41.560 --> 00:06:44.000]  其實大部分聖經裡面
[00:06:44.000 --> 00:06:47.160]  有時候先知書會說假先知是沒有開名的
[00:06:47.160 --> 00:06:50.600]  這裡耶利米斯書有三個開了名的假先知
[00:06:50.600 --> 00:06:51.400]  開了名
[00:06:51.400 --> 00:06:52.160]  說了他是誰
[00:06:52.160 --> 00:06:53.000]  說了些什麼
[00:06:53.000 --> 00:06:54.440]  其實這些比較少
[00:06:54.440 --> 00:06:56.040]  說了他說了些什麼
[00:06:56.040 --> 00:06:57.160]  包括什麼呢?
[00:06:57.160 --> 00:06:58.360]  有個哈拿尼亞
[00:06:58.360 --> 00:07:00.560]  另外有個阿哈
[00:07:00.560 --> 00:07:01.760]  還有一個西底加
[00:07:01.760 --> 00:07:03.040]  這些是假先知
[00:07:03.040 --> 00:07:07.320]  難題在哪裡呢?怎麼分辨真先知和假先知呢?
[00:07:07.320 --> 00:07:08.640]  明白我的意思嗎?
[00:07:08.640 --> 00:07:09.720]  有些是真的
[00:07:09.720 --> 00:07:10.880]  耶利米斯是真的先知
[00:07:10.880 --> 00:07:12.360]  有些人會跟我說
[00:07:12.360 --> 00:07:13.400]  這樣容易分辨
[00:07:13.400 --> 00:07:16.920]  他應驗耶和華的說話是真的先知
[00:07:16.920 --> 00:07:19.000]  但是過了才知道
[00:07:19.000 --> 00:07:21.320]  之前是不知道的
[00:07:21.320 --> 00:07:23.000]  那怎麼分辨呢?
[00:07:23.000 --> 00:07:25.920]  我今天來分享一下
[00:07:25.920 --> 00:07:33.240]  真先知的生活我們都要觀察神使用的人
[00:07:33.240 --> 00:07:36.960]  神的僕人應該都是敬虔的
[00:07:36.960 --> 00:07:38.880]  所以觀察
[00:07:38.880 --> 00:07:42.560]  所以阿哈和西底加先知
[00:07:42.560 --> 00:07:47.720]  在耶利米斯提到他們要跟淪舍的婦人行淫
[00:07:47.720 --> 00:07:51.680]  這些都是證明他不是真先知
[00:07:51.680 --> 00:07:57.200]  還有其實我們觀察神幫助我們分辨神學上
[00:07:57.200 --> 00:07:58.520]  他怎麼說話
[00:07:58.520 --> 00:08:00.640]  我們有些露足一下
[00:08:00.640 --> 00:08:02.240]  什麼意思呢?
[00:08:02.240 --> 00:08:04.760]  那些假先知就說平安
[00:08:04.760 --> 00:08:06.760]  耶利米斯就說其實沒有平安
[00:08:06.760 --> 00:08:08.480]  因為他們信靠什麼呢?
[00:08:08.480 --> 00:08:11.440]  信靠有聖殿成為他們的保障
[00:08:11.440 --> 00:08:13.960]  聖殿是用來敬拜神的
[00:08:13.960 --> 00:08:15.520]  但是那個不是神
[00:08:15.520 --> 00:08:17.640]  用現在的來說
[00:08:17.640 --> 00:08:18.840]  我們現在沒有聖殿
[00:08:18.840 --> 00:08:20.000]  就是教會
[00:08:20.000 --> 00:08:23.840]  現在的弟兄姊妹神學上是不正確的
[00:08:23.840 --> 00:08:26.280]  我聽弟兄姊妹跟我說
[00:08:26.280 --> 00:08:27.360]  他去泰國旅行
[00:08:27.360 --> 00:08:28.360]  第一件事是什麼呢?
[00:08:28.360 --> 00:08:29.600]  進到酒店
[00:08:29.600 --> 00:08:31.800]  拉開抽屜看看有沒有聖經
[00:08:31.800 --> 00:08:34.120]  然後放在聖經裡面
[00:08:34.120 --> 00:08:35.800]  古靈精怪東南亞
[00:08:35.800 --> 00:08:38.080]  很多時候東南亞很多什麼的
[00:08:38.080 --> 00:08:40.080]  有本聖經他會安心一點
[00:08:40.080 --> 00:08:42.880]  這些神學都錯了
[00:08:42.880 --> 00:08:44.520]  聖經是用來做什麼的?
[00:08:44.520 --> 00:08:45.920]  用來言讀的
[00:08:45.920 --> 00:08:49.680]  用來讓我們可以行在耶和華的話當中
[00:08:49.680 --> 00:08:52.240]  是不是用來辟邪的?
[00:08:52.240 --> 00:08:54.720]  看到有魔鬼撒旦就扔他
[00:08:54.720 --> 00:08:56.680]  不是這樣的
[00:08:56.680 --> 00:08:59.360]  所以搞錯了神學上是不對的
[00:08:59.360 --> 00:09:01.520]  這些可以幫助我們分辨
[00:09:01.520 --> 00:09:03.720]  特別是一些重大的事情上
[00:09:03.720 --> 00:09:04.720]  我們可以分辨到
[00:09:04.720 --> 00:09:06.560]  有一位弟兄跟我講
[00:09:06.560 --> 00:09:10.040]  他說他回國內的時候看到一些
[00:09:10.040 --> 00:09:12.120]  刊物叫做《天峰》
[00:09:12.120 --> 00:09:13.080]  是教會出的
[00:09:13.080 --> 00:09:15.480]  他看完之後很驚訝很擔心
[00:09:15.480 --> 00:09:16.240]  就跟我說
[00:09:16.240 --> 00:09:16.960]  牧師
[00:09:16.960 --> 00:09:18.360]  他們教這些東西
[00:09:18.360 --> 00:09:19.520]  很嚴重的
[00:09:19.520 --> 00:09:21.960]  會不會弄很多異端出來呢?
[00:09:21.960 --> 00:09:23.480]  他看到什麼呢?
[00:09:23.480 --> 00:09:25.600]  就是神學思想建設
[00:09:25.600 --> 00:09:27.520]  這些是國內流行的
[00:09:27.520 --> 00:09:28.440]  其實已經不流行了
[00:09:28.440 --> 00:09:30.600]  這些其實20年都有了
[00:09:30.600 --> 00:09:32.040]  丁綱奮年代
[00:09:32.040 --> 00:09:34.440]  丁綱奮回到天家也很久了
[00:09:34.440 --> 00:09:35.640]  說什麼呢?
[00:09:35.640 --> 00:09:36.840]  恩愛清義
[00:09:36.840 --> 00:09:37.520]  有沒有聽過?
[00:09:37.520 --> 00:09:38.960]  有聽過
[00:09:38.960 --> 00:09:39.520]  哦
[00:09:39.520 --> 00:09:41.280]  你拜不拜啊?
[00:09:41.280 --> 00:09:43.680]  當然沒理由拜的
[00:09:43.680 --> 00:09:44.560]  恩愛清義
[00:09:44.560 --> 00:09:46.000]  我們是什麼?
[00:09:46.000 --> 00:09:47.200]  恩信清義嘛
[00:09:47.200 --> 00:09:49.400]  怎麼會恩愛清義這麼奇怪呢?
[00:09:49.680 --> 00:09:51.360]  不過我跟弟兄說
[00:09:51.360 --> 00:09:52.760]  你不用太擔心
[00:09:52.760 --> 00:09:53.760]  他們不清義
[00:09:53.760 --> 00:09:54.760]  所以他恩愛清義
[00:09:54.760 --> 00:09:55.760]  他們也很愛心
[00:09:55.760 --> 00:09:57.320]  凡有愛心就行了
[00:09:57.320 --> 00:09:58.160]  明白嗎?
[00:09:58.160 --> 00:10:00.480]  大概的理念
[00:10:00.480 --> 00:10:01.560]  但是我想說
[00:10:01.560 --> 00:10:03.400]  這麼古怪的東西
[00:10:03.400 --> 00:10:04.840]  相差這麼遠的
[00:10:04.840 --> 00:10:06.120]  是不用擔心的
[00:10:06.120 --> 00:10:07.080]  為什麼呢?
[00:10:07.080 --> 00:10:09.280]  因為聖靈會照著信徒的
[00:10:09.280 --> 00:10:14.600]  我也去過國內不同的省市
[00:10:14.600 --> 00:10:15.840]  都不少地方
[00:10:15.840 --> 00:10:17.640]  我一次都沒聽過
[00:10:17.640 --> 00:10:20.680]  有任何一個牧師傳道在台上說過這些事情
[00:10:20.680 --> 00:10:23.160]  因為如果他說的話
[00:10:23.160 --> 00:10:25.200]  下個星期應該沒有一半信徒
[00:10:25.200 --> 00:10:28.360]  他們會悉婚不回來
[00:10:28.360 --> 00:10:30.680]  那些是用來做什麼的呢?
[00:10:30.680 --> 00:10:32.600]  用來神學院交功課
[00:10:32.600 --> 00:10:35.320]  我猜是他寫了不少論文是說這些的
[00:10:35.320 --> 00:10:37.320]  但是交功課也會填一下
[00:10:37.320 --> 00:10:39.000]  但是不會說到
[00:10:39.000 --> 00:10:39.840]  弟兄姊妹
[00:10:39.840 --> 00:10:41.400]  其實我接觸的信徒
[00:10:41.400 --> 00:10:42.400]  未聽過維多
[00:10:42.400 --> 00:10:43.120]  你很厲害
[00:10:43.120 --> 00:10:43.840]  這麼多人聽過
[00:10:43.840 --> 00:10:45.360]  比國內信徒厲害
[00:10:45.360 --> 00:10:46.720]  聽了這麼多這些東西
[00:10:46.720 --> 00:10:49.360]  他們很多信徒很少聽過
[00:10:49.360 --> 00:10:52.200]  所以神是會保守他們的教會的
[00:10:52.200 --> 00:10:54.280]  但是我想說一件事
[00:10:54.280 --> 00:10:55.640]  只要不是異端的話
[00:10:55.640 --> 00:10:56.280]  我們弟兄姊妹
[00:10:56.280 --> 00:10:58.480]  我們有些差異是接受的
[00:10:58.480 --> 00:10:59.720]  什麼意思呢?
[00:10:59.720 --> 00:11:02.960]  我們Primary
[00:11:02.960 --> 00:11:05.160]  我們基督徒是神的子民
[00:11:05.160 --> 00:11:06.400]  有些差異是接受的
[00:11:06.400 --> 00:11:08.000]  有些教會是灑水禮的
[00:11:08.000 --> 00:11:11.600]  有些教會是浸信的
[00:11:11.600 --> 00:11:14.240]  有些教會是有兒童洗禮的
[00:11:14.240 --> 00:11:15.400]  有些教會是沒有兒童洗禮的
[00:11:15.400 --> 00:11:16.800]  我們是沒有兒童洗禮的
[00:11:16.800 --> 00:11:18.880]  這些差異我們是可以接受的
[00:11:18.880 --> 00:11:21.920]  正如有一些教會叫做靈恩教會
[00:11:21.920 --> 00:11:22.880]  他們講方言
[00:11:22.880 --> 00:11:23.600]  我們呢
[00:11:23.600 --> 00:11:24.960]  有些人都跟我說
[00:11:24.960 --> 00:11:25.400]  牧師啊
[00:11:25.400 --> 00:11:26.400]  你們什麼時候講方言?
[00:11:26.400 --> 00:11:27.720]  我們什麼時候都不講的
[00:11:27.720 --> 00:11:28.880]  我們回家講而已
[00:11:28.880 --> 00:11:29.760]  如果要講的話
[00:11:29.760 --> 00:11:32.040]  因為聖經教導是回家講而已
[00:11:32.040 --> 00:11:33.480]  聚會的時候不應該講的
[00:11:33.480 --> 00:11:34.560]  聚會的時候
[00:11:34.560 --> 00:11:36.720]  要有翻譯才可以講的
[00:11:36.720 --> 00:11:37.640]  我們又沒有翻譯
[00:11:37.640 --> 00:11:38.600]  所以不講的
[00:11:38.600 --> 00:11:39.080]  明白嗎?
[00:11:39.080 --> 00:11:41.480]  但是我以前回家那一間
[00:11:41.480 --> 00:11:42.280]  每次都講
[00:11:42.280 --> 00:11:44.400]  你喜歡講就回那一間
[00:11:44.400 --> 00:11:45.960]  我尊重那裡的弟兄姊妹
[00:11:45.960 --> 00:11:47.120]  都是弟兄姊妹
[00:11:47.120 --> 00:11:49.520]  不過我們現在不是
[00:11:49.520 --> 00:11:51.400]  不過後來他回到我們那裡
[00:11:51.400 --> 00:11:52.760]  我們說你們好一點
[00:11:52.760 --> 00:11:53.240]  舒服一點
[00:11:53.240 --> 00:11:54.480]  其實很害怕的
[00:11:54.480 --> 00:11:56.480]  我講回頭
[00:11:56.480 --> 00:11:57.960]  但是他們那些弟兄姊妹
[00:11:57.960 --> 00:11:59.560]  再講一次
[00:11:59.560 --> 00:12:00.680]  求神保守我們
[00:12:00.680 --> 00:12:01.800]  合而為一的心
[00:12:01.800 --> 00:12:02.520]  行不行?
[00:12:02.520 --> 00:12:05.800]  我們求主讓我們一個都不好
[00:12:05.800 --> 00:12:07.160]  因為這些事情
[00:12:07.160 --> 00:12:09.480]  因為這樣不回教會
[00:12:09.480 --> 00:12:11.120]  生弟兄姊妹的氣
[00:12:11.120 --> 00:12:12.200]  不好
[00:12:12.200 --> 00:12:13.480]  家人也是
[00:12:13.480 --> 00:12:14.720]  一個都不好
[00:12:14.720 --> 00:12:16.400]  我們就算有不同的意見
[00:12:16.400 --> 00:12:18.080]  我們先是神國的子民
[00:12:18.080 --> 00:12:20.360]  我們繼續看聖經裡面
[00:12:20.360 --> 00:12:23.560]  在我編輯錄的時候
[00:12:23.560 --> 00:12:25.920]  有一件事情還可以分辨是不是真的
[00:12:25.920 --> 00:12:28.080]  先知言行合一
[00:12:28.080 --> 00:12:29.760]  這裡我特意編輯了出來
[00:12:29.760 --> 00:12:32.080]  就講到很奇怪的那段聖經
[00:12:32.080 --> 00:12:34.040]  講到又要怎麼簽了
[00:12:34.040 --> 00:12:36.080]  又放在…
[00:12:36.080 --> 00:12:38.080]  其實那個是買地契約
[00:12:38.080 --> 00:12:40.640]  先知答應了
[00:12:40.640 --> 00:12:42.200]  或者神告訴他
[00:12:42.200 --> 00:12:46.160]  雖然現在巴比倫會攻陷你們
[00:12:46.160 --> 00:12:48.160]  你們有些人要秘魯去巴比倫
[00:12:48.160 --> 00:12:50.600]  當中會有很多的苦難和困難
[00:12:50.600 --> 00:12:51.320]  但是
[00:12:51.320 --> 00:12:53.800]  將來你可以歸回這地
[00:12:53.800 --> 00:12:56.440]  神的意念是賜福的意念
[00:12:56.440 --> 00:12:57.680]  不是降災禍的意念
[00:12:57.680 --> 00:12:59.800]  所以他用行動來表示
[00:12:59.800 --> 00:13:00.760]  他做了什麼事?
[00:13:00.760 --> 00:13:02.600]  買塊地
[00:13:02.600 --> 00:13:05.000]  就是打仗買地
[00:13:05.000 --> 00:13:07.800]  將來政權逆手
[00:13:07.800 --> 00:13:09.800]  那你還認不認那些仗呢?
[00:13:09.800 --> 00:13:10.640]  不知道認不認
[00:13:10.640 --> 00:13:12.160]  其實是一個信心表現
[00:13:12.160 --> 00:13:15.440]  先知對他所說的話的信心
[00:13:15.440 --> 00:13:16.960]  將來可以歸回這地
[00:13:16.960 --> 00:13:18.240]  所以那些契約將來有用的
[00:13:18.240 --> 00:13:19.840]  所以擺在那裡
[00:13:19.840 --> 00:13:21.200]  封存了它
[00:13:21.200 --> 00:13:22.680]  封存了它將來
[00:13:22.680 --> 00:13:24.840]  子孫又可以拿出來有用
[00:13:24.840 --> 00:13:27.360]  所以先知怎麼來的呢?
[00:13:27.360 --> 00:13:30.640]  描繪著他是不是言行合一
[00:13:30.640 --> 00:13:32.240]  有時候你也幫助一下我
[00:13:32.240 --> 00:13:34.240]  這裡額外想多講一件事情
[00:13:34.240 --> 00:13:35.440]  你也提醒一下我
[00:13:35.440 --> 00:13:36.640]  我都…
[00:13:36.640 --> 00:13:39.040]  最近我經常檢視我自己
[00:13:39.040 --> 00:13:42.440]  我是不是假先知
[00:13:42.440 --> 00:13:43.840]  我有時候也很擔心
[00:13:43.840 --> 00:13:46.440]  有一次有一個這樣的事情
[00:13:46.440 --> 00:13:48.240]  也常常提醒我的
[00:13:48.240 --> 00:13:50.440]  我以前教會
[00:13:50.440 --> 00:13:54.720]  上一間士工教會是開幼稚園的
[00:13:54.720 --> 00:13:56.520]  我們那間幼稚園也大大的
[00:13:56.520 --> 00:13:57.840]  四百多個學生左右
[00:13:57.840 --> 00:14:00.120]  沒有人說的
[00:14:00.120 --> 00:14:01.720]  四百多個學生很多
[00:14:01.720 --> 00:14:03.120]  幼稚園而已
[00:14:03.120 --> 00:14:05.040]  平時一千個而已
[00:14:05.040 --> 00:14:06.720]  我很多學生
[00:14:06.720 --> 00:14:08.240]  所以我認不出那些人
[00:14:08.240 --> 00:14:09.040]  明白嗎?
[00:14:09.040 --> 00:14:11.520]  我經常去那裡說話
[00:14:11.520 --> 00:14:13.120]  我喜歡走過去又說一下
[00:14:13.120 --> 00:14:14.040]  那些老師很開心
[00:14:14.040 --> 00:14:15.320]  你說一下你喜歡說
