
[00:00:00.000 --> 00:00:03.120]  有一位女士 她叫做Ruby Hamilton
[00:02:41.020 --> 00:02:44.020]  在那裡我有一間公司
[00:02:44.020 --> 00:02:48.320]  我的名字叫做咸美頓
[00:02:48.320 --> 00:02:49.920]  他們談了一會
[00:02:49.920 --> 00:02:51.420]  然後Roger
[00:02:51.420 --> 00:02:52.720]  他是一個基督徒
[00:02:52.720 --> 00:02:55.720]  他感到一股衝動
[00:02:55.720 --> 00:02:57.520]  很想分享他的主
[00:02:57.520 --> 00:02:58.320]  他的神
[00:02:58.320 --> 00:02:59.520]  他的王
[00:02:59.520 --> 00:03:02.120]  和一位五十多歲
[00:03:02.120 --> 00:03:05.120]  竟然是成功的商人
[00:03:05.120 --> 00:03:07.020]  但是他一直都不敢開口
[00:03:07.020 --> 00:03:09.320]  直到他意識到
[00:03:09.320 --> 00:03:11.320]  他離開家裡已經差不多
[00:03:11.320 --> 00:03:13.720]  只有三十分鐘的路程
[00:03:13.720 --> 00:03:18.720]  這是機不可失的一個時候
[00:03:18.720 --> 00:03:20.220]  咸美頓先生
[00:03:20.220 --> 00:03:23.920]  我想和你談一些很重要的事情
[00:03:23.920 --> 00:03:28.920]  然後他分享關於神救贖的計劃
[00:03:28.920 --> 00:03:30.920]  並且到最後
[00:03:30.920 --> 00:03:33.020]  問他是不是願意悔改
[00:03:33.020 --> 00:03:36.920]  接受耶穌成為他的救主
[00:03:36.920 --> 00:03:38.120]  在這個時候
[00:03:38.120 --> 00:03:39.720]  Roger他有想過
[00:03:39.720 --> 00:03:42.420]  他有可能被司機趕下車
[00:03:42.420 --> 00:03:45.320]  或者被他大罵一頓
[00:03:45.320 --> 00:03:47.520]  但是剛剛相反
[00:03:47.520 --> 00:03:49.920]  這個商人低頭
[00:03:49.920 --> 00:03:53.120]  討告接受主耶穌基督
[00:03:53.120 --> 00:03:57.220]  進入他生命成為他的救主
[00:03:57.220 --> 00:03:59.720]  他還感謝Roger並且說
[00:03:59.720 --> 00:04:02.520]  這是曾經發生在他身上
[00:04:02.520 --> 00:04:07.120]  最偉大的一件事
[00:04:07.120 --> 00:04:09.120]  五年過去了
[00:04:09.120 --> 00:04:10.720]  Roger結了婚
[00:04:10.720 --> 00:04:11.920]  有一對子女
[00:04:11.920 --> 00:04:14.320]  和有自己的公司
[00:04:14.320 --> 00:04:15.120]  有一天
[00:04:15.120 --> 00:04:16.720]  他收拾行李
[00:04:16.720 --> 00:04:18.920]  準備去芝加哥
[00:04:18.920 --> 00:04:21.220]  他發現咸美頓五年之前
[00:04:21.220 --> 00:04:25.220]  給他的一個白色的小小的卡片
[00:04:25.220 --> 00:04:26.620]  在芝加哥
[00:04:26.620 --> 00:04:30.220]  他找到咸美頓企業
[00:04:30.220 --> 00:04:31.920]  接待員告訴他
[00:04:31.920 --> 00:04:35.120]  他是不可能見到咸美頓先生
[00:04:35.120 --> 00:04:39.020]  但是他可以見到咸美頓太太
[00:04:39.020 --> 00:04:41.620]  Roger有一些困惑
[00:04:41.620 --> 00:04:45.620]  他被帶到一間很漂亮的辦公室
[00:04:45.620 --> 00:04:47.020]  在那裡他發現
[00:04:47.020 --> 00:04:52.420]  自己面對著一雙敏銳的女人的眼睛
[00:04:52.420 --> 00:04:56.420]  這位女士大約五十多歲
[00:04:56.420 --> 00:04:58.220]  她伸出手
[00:04:58.220 --> 00:05:01.320]  你認識我先生?
[00:05:01.320 --> 00:05:03.120]  Roger告訴她
[00:05:03.120 --> 00:05:04.920]  那天咸美頓先生
[00:05:04.920 --> 00:05:09.620]  怎樣接載她回家
[00:05:09.620 --> 00:05:12.620]  你可不可以告訴我是哪一天?
[00:05:12.620 --> 00:05:14.420]  當然可以
[00:05:14.420 --> 00:05:16.620]  是5月7日
[00:05:16.620 --> 00:05:21.220]  五年之前我離開部隊的那一天
[00:05:21.220 --> 00:05:26.620]  那一天有沒有什麼特別的事情發生?
[00:05:26.620 --> 00:05:28.420]  Roger猶豫了一會
[00:05:28.420 --> 00:05:30.820]  不知道他是不是應該
[00:05:30.820 --> 00:05:33.820]  告訴咸美頓太太
[00:05:33.820 --> 00:05:39.320]  他怎樣向她先生分享耶穌的消息
[00:05:39.320 --> 00:05:40.920]  但是他終歸都是說了
[00:05:40.920 --> 00:05:42.320]  咸美頓夫人
[00:05:42.320 --> 00:05:47.120]  那天我向你的丈夫解釋了福音
[00:05:47.120 --> 00:05:50.120]  他把車停在路邊
[00:05:50.120 --> 00:05:53.620]  然後埋伏在軚盤上不停地哭
[00:05:53.620 --> 00:05:55.820]  他把自己的生命
[00:05:55.820 --> 00:05:57.820]  獻給主耶穌基督
[00:05:57.820 --> 00:06:01.620]  就是在那一天
[00:06:01.620 --> 00:06:05.620]  Ruby Hamilton整個人都震了
[00:06:05.620 --> 00:06:08.020]  全身顫抖
[00:06:08.020 --> 00:06:13.820]  他哽咽著 一邊抽搐一邊喝醉地說
[00:06:13.820 --> 00:06:17.820]  我多年來為我先生祈禱
[00:06:17.820 --> 00:06:20.320]  我盼望他信主
[00:06:20.320 --> 00:06:24.820]  我相信上帝會救他
[00:06:24.820 --> 00:06:25.820]  Roger問
[00:06:25.820 --> 00:06:29.620]  你的先生現在在哪裡? Ruby
[00:06:29.620 --> 00:06:31.620]  他死了
[00:06:31.620 --> 00:06:33.620]  是在一次車禍之中
[00:06:33.620 --> 00:06:36.220]  就是5月7日
[00:06:36.220 --> 00:06:37.520]  他讓你下了車之後
[00:06:37.520 --> 00:06:41.020]  他從來就沒有回過家
[00:06:41.020 --> 00:06:42.020]  你看
[00:06:42.020 --> 00:06:46.220]  我以為神沒有遵守他的承諾
[00:06:46.220 --> 00:06:48.720]  我停止相信神5年了
[00:06:48.720 --> 00:06:54.420]  因為我覺得上帝他食言
[00:06:54.420 --> 00:06:56.420]  各位朋友
[00:06:56.420 --> 00:06:58.020]  各位兄弟姊妹
[00:06:58.020 --> 00:07:03.420]  上帝絕不食言
[00:07:03.420 --> 00:07:04.720]  我太太Josephine
[00:07:04.720 --> 00:07:07.820]  她的姑丈回到天家
[00:07:07.820 --> 00:07:09.820]  在安息禮拜當中
[00:07:09.820 --> 00:07:12.720]  有一位親戚十分憂愁
[00:07:12.720 --> 00:07:16.520]  當我和她分享姑丈離世之前
[00:07:16.520 --> 00:07:20.620]  在醫院缺了字信了主
[00:07:20.620 --> 00:07:23.020]  她馬上哭起來
[00:07:23.020 --> 00:07:27.220]  因為她多年為姑丈禱告
[00:07:27.220 --> 00:07:31.820]  神都好像聽藥亡民
[00:07:31.820 --> 00:07:38.120]  上帝絕對不會聽藥亡民
[00:07:38.120 --> 00:07:43.820]  在舊教會有一位姊妹
[00:07:43.820 --> 00:07:46.120]  她的父親離世
[00:07:46.120 --> 00:07:47.420]  我早上接到消息
[00:07:47.420 --> 00:07:49.620]  心情十分沉重
[00:07:49.620 --> 00:07:51.420]  沉重的原因之一
[00:07:51.420 --> 00:07:53.520]  是她爸爸那次進醫院
[00:07:53.520 --> 00:07:56.620]  我之前沒有辦法安排時間去探望他
[00:07:56.620 --> 00:07:59.620]  原本打算在那天去探望他
[00:07:59.620 --> 00:08:02.320]  但卻是禮遲一步
[00:08:02.320 --> 00:08:05.620]  我十分後悔
[00:08:05.620 --> 00:08:07.520]  在她離世之前幾年
[00:08:07.520 --> 00:08:10.820]  其實我一有機會就向她傳福音
[00:08:10.820 --> 00:08:15.920]  但她過去的種種經歷都讓她卻步
[00:08:15.920 --> 00:08:18.220]  每一次她都找到藉口
[00:08:18.220 --> 00:08:21.220]  都說遲些再說
[00:08:21.220 --> 00:08:23.520]  我趕到去醫院的病房
[00:08:23.520 --> 00:08:29.920]  只看到姊妹獨對為體一種淒涼的感覺
[00:08:29.920 --> 00:08:31.920]  我還未開口安慰
[00:08:31.920 --> 00:08:34.720]  姊妹第一句說話跟我說
[00:08:34.720 --> 00:08:38.120]  我爸爸昨晚決自信了主
[00:08:38.120 --> 00:08:40.420]  我馬上決堤
[00:08:40.420 --> 00:08:44.920]  我哭得比姊妹更加厲害
[00:08:44.920 --> 00:08:50.420]  但是眼淚是充滿著盼望的淚水
[00:08:50.420 --> 00:08:53.120]  並沒有絲毫的絕望
[00:08:53.120 --> 00:08:57.620]  並沒有絲毫淒涼的感覺
[00:08:57.620 --> 00:09:01.120]  耶利米書三十一章十三節
[00:09:01.120 --> 00:09:05.220]  神說 我要使他們的悲哀變為歡喜
[00:09:05.220 --> 00:09:06.820]  並要安慰他們
[00:09:06.820 --> 00:09:11.120]  使他們的仇犯轉為快樂
[00:09:11.120 --> 00:09:14.620]  上帝絕不食言
[00:09:14.620 --> 00:09:20.020]  上帝絕對不會聽弱亡民
[00:09:20.020 --> 00:09:24.220]  上帝要使他們的悲哀變為歡喜
[00:09:24.220 --> 00:09:29.320]  上帝要使他們的仇犯轉為快樂
[00:09:29.320 --> 00:09:32.520]  於是兩千幾年前
[00:09:32.520 --> 00:09:36.320]  耶穌為了世人降生
[00:09:36.320 --> 00:09:39.820]  因此我們有聖誕節
[00:09:39.820 --> 00:09:43.720]  但是人不明白
[00:09:43.720 --> 00:09:47.520]  當我們知道有受苦節
[00:09:47.520 --> 00:09:49.520]  有復活節
[00:09:49.520 --> 00:09:52.420]  但是當時的人不知道
[00:09:52.420 --> 00:09:54.920]  所以當耶穌在受難之前
[00:09:54.920 --> 00:09:56.820]  祂海旋進京
[00:09:56.820 --> 00:10:00.520]  祂騎著盧駒以君王的姿態
[00:10:00.520 --> 00:10:02.520]  進入耶路撒冷的時候
[00:10:02.520 --> 00:10:05.020]  當時的民眾很興奮
[00:10:05.020 --> 00:10:07.420]  他們誤以為耶穌進城的目的
[00:10:07.420 --> 00:10:13.120]  是要來拯救他們脫離羅馬帝國的統治
[00:10:13.120 --> 00:10:16.720]  是地上王國的更替
[00:10:16.720 --> 00:10:21.620]  保養他們恢復自由 過和平的日子
[00:10:21.620 --> 00:10:23.920]  其實他們都是傻的
[00:10:23.920 --> 00:10:28.620]  地上的君王有什麼值得期盼呢
[00:10:28.620 --> 00:10:31.520]  如果他們有讀過中國歷史就知道
[00:10:31.520 --> 00:10:35.020]  在他們之前不到一百年
[00:10:35.020 --> 00:10:37.420]  就已經有個漢武帝
[00:10:37.420 --> 00:10:42.320]  他雄才偉略 文字武功 功績顯赫
[00:10:42.320 --> 00:10:47.620]  同秦始皇被後世並稱為秦皇漢武
[00:10:47.620 --> 00:10:51.720]  是中國歷史最偉大的皇帝之一
[00:10:51.720 --> 00:10:54.620]  但是熟悉歷史的我們都知道
[00:10:54.620 --> 00:10:57.420]  他們的權力都是綁手綁腳
[00:10:57.420 --> 00:11:04.420]  地上的君王能力很有限
[00:11:04.420 --> 00:11:07.920]  猶太人之所以會有這樣的期待
[00:11:07.920 --> 00:11:11.420]  是因為之前他們受到異族統治
[00:11:11.420 --> 00:11:13.520]  生活負不堪言
[00:11:13.520 --> 00:11:15.820]  後來他們恢復自由之後
[00:11:15.820 --> 00:11:19.120]  當軍事領袖進入耶路撒冷的時候
[00:11:19.120 --> 00:11:23.220]  民眾個個都歡欣鼓舞
[00:11:23.220 --> 00:11:27.320]  手握著忠樹枝 鴿道歡呼
[00:11:27.320 --> 00:11:32.720]  並且高聲喊叫「和撒拿 豪撒拿」
[00:11:32.720 --> 00:11:35.320]  豪撒拿其實是希伯來文
[00:11:35.320 --> 00:11:39.320]  經文是出自於詩篇一百一十八篇二十五節
[00:11:39.320 --> 00:11:43.320]  意思是「為你請救」
[00:11:43.320 --> 00:11:44.720]  但是沒多久之後
[00:11:44.720 --> 00:11:47.520]  猶太人又在羅馬帝國的統治之下
[00:11:47.520 --> 00:11:50.820]  再次淪為次等的公民
[00:11:50.820 --> 00:11:53.820]  受到不平等的對待
[00:11:53.820 --> 00:11:56.020]  因此當猶太人一聽到
[00:11:56.020 --> 00:11:59.520]  萬皇之王耶穌要來的時候
[00:11:59.520 --> 00:12:02.020]  個個都爭先恐後
[00:12:02.020 --> 00:12:05.420]  排列在通往耶路撒冷的道路上
[00:12:05.420 --> 00:12:10.520]  格道歡迎這位和平的君王
[00:12:10.520 --> 00:12:12.720]  「豪撒拿 豪撒拿」
[00:12:12.720 --> 00:12:17.920]  來拯救他們脫離羅馬帝國的統治
[00:12:17.920 --> 00:12:19.220]  這樣的想法
[00:12:19.220 --> 00:12:24.320]  基本上從他們的角度是合情合理的
[00:12:24.320 --> 00:12:28.220]  但是又卻是一廂情願
[00:12:28.220 --> 00:12:35.120]  是對耶穌的一個錯誤的期待
[00:12:35.120 --> 00:12:38.320]  耶穌為世人降世
[00:12:38.320 --> 00:12:41.320]  而且在受難的前一個星期
[00:12:41.320 --> 00:12:43.320]  以和平君王的身份
[00:12:43.320 --> 00:12:46.020]  騎著驢驅進入耶路撒冷的時
[00:12:46.020 --> 00:12:48.020]  早在舊約的時代
[00:12:48.020 --> 00:12:52.420]  已經在聖經裡面有被記載
[00:12:52.420 --> 00:12:56.320]  你未記二十三章四十節
[00:12:56.320 --> 00:12:59.120]  第一日要拿美好樹上的果子
[00:12:59.120 --> 00:13:01.520]  和中樹上的枝子
[00:13:01.520 --> 00:13:05.420]  與茂密樹的枝條並河旁的柳枝
[00:13:05.420 --> 00:13:11.620]  在耶和華你們的神面前歡喜七日
[00:13:11.620 --> 00:13:15.420]  詩篇一百一十八篇二十五到二十六節又說
[00:13:15.420 --> 00:13:17.520]  耶和華 求祢拯救
[00:13:17.520 --> 00:13:20.420]  耶和華 求祢使我們幸通
[00:13:20.420 --> 00:13:24.620]  奉耶和華命來的是應當稱重的
[00:13:24.620 --> 00:13:30.820]  我們從耶和華的殿中為你們祝福
[00:13:30.820 --> 00:13:35.220]  在撒加利亞書九章九到十節又說
[00:13:35.220 --> 00:13:38.620]  石刊的文啊 應當大大喜樂
[00:13:38.620 --> 00:13:42.020]  耶路撒冷的文啊 應當歡呼
[00:13:42.020 --> 00:13:47.520]  看啊 你的王來到你這裡
[00:13:47.520 --> 00:13:50.220]  他是公義的並且施行拯救
[00:13:50.220 --> 00:13:52.320]  謙謙和和地騎著驢
[00:13:52.320 --> 00:13:54.820]  就是騎著驢的驅子
[00:13:54.820 --> 00:13:57.920]  我必除滅已發連的戰車
[00:13:57.920 --> 00:14:00.120]  和耶路撒冷的戰馬
[00:14:00.120 --> 00:14:04.320]  征戰的功也必除滅
[00:14:04.320 --> 00:14:06.720]  他必向列國講和平
[00:14:06.720 --> 00:14:10.520]  他的權柄必從這海管到那海
[00:14:10.520 --> 00:14:15.920]  從大河管到地極
[00:14:15.920 --> 00:14:18.920]  這個才是真正的王權
[00:14:18.920 --> 00:14:22.220]  民眾錯誤的期盼是可以理解的
[00:14:22.220 --> 00:14:26.020]  因為他們不明白 不理解
[00:14:26.020 --> 00:14:29.820]  神的國的真正意義
[00:14:29.820 --> 00:14:34.820]  所以主耶穌在教導門徒主土民的時候
[00:14:34.820 --> 00:14:40.720]  在第三句就鮮明這個意思
[00:14:40.720 --> 00:14:42.420]  我上兩節講到
[00:14:42.420 --> 00:14:46.120]  提到主土民的頭兩句
[00:14:46.120 --> 00:14:48.820]  第一句是 我們在天上的父
[00:14:48.820 --> 00:14:51.020]  是主耶穌教導我們
[00:14:51.020 --> 00:14:53.220]  我們禱告的這位神
[00:14:53.220 --> 00:14:58.320]  我們禱告的對象是我們的父親
[00:14:58.320 --> 00:15:02.720]  就在這種父親兒女的關係裏面
[00:15:02.720 --> 00:15:06.720]  我們藉著禱告和父神親近
[00:15:06.720 --> 00:15:12.520]  當中是充滿著愛的交流
[00:15:12.520 --> 00:15:16.220]  第二句 願人都尊你的名為聖
[00:15:16.220 --> 00:15:18.120]  主耶穌教導我們
[00:15:18.120 --> 00:15:22.620]  我們就要由心底裏面的祈願
[00:15:22.620 --> 00:15:27.720]  過一個尊父神心意的禱告生活
[00:15:27.720 --> 00:15:31.920]  時時醒悟父神在我們生活當中同在
[00:15:31.920 --> 00:15:36.020]  盼望人人都可以尊他的名為聖
[00:15:36.020 --> 00:15:41.320]  好好的敬拜神 見證神
[00:15:41.320 --> 00:15:46.020]  今天講到主土民的第三句
[00:15:46.020 --> 00:15:49.220]  願你的國降臨
[00:15:49.220 --> 00:15:54.420]  主耶穌教導我們祈求父神的國降臨
[00:15:54.420 --> 00:15:56.220]  這個是意味著
[00:15:56.220 --> 00:16:01.420]  我們祈求父神的皇權和管治
[00:16:01.420 --> 00:16:04.520]  在我們中間出現
[00:16:04.520 --> 00:16:09.220]  引導我們過一個尊敬父神
[00:16:09.220 --> 00:16:15.020]  信服父神 謙卑悔改的禱告生活
[00:16:15.020 --> 00:16:18.720]  以致生命
[00:16:18.720 --> 00:16:23.120]  主耶穌想我們這樣向父神祈求
[00:16:23.120 --> 00:16:25.020]  祂的國降臨
[00:16:25.020 --> 00:16:27.820]  就是要我們知道兩件事
[00:16:27.820 --> 00:16:32.220]  第一 父神的國是會在人間出現
[00:16:32.220 --> 00:16:36.420]  而我們就是這個國度的國民
[00:16:36.420 --> 00:16:39.120]  屬他的皇權
[00:16:39.120 --> 00:16:44.820]  第二 父神就是這個國度的掌權者
[00:16:44.820 --> 00:16:46.820]  祂不單止是神
[00:16:46.820 --> 00:16:49.420]  更是我們的王
[00:16:49.420 --> 00:16:54.420]  我們祈求願父神的國降臨
[00:16:54.420 --> 00:17:02.020]  就是祈求父神的皇權來管治我們
[00:17:02.020 --> 00:17:08.520]  正如彼得前書2章9到10節提醒我們這樣說
[00:17:08.520 --> 00:17:11.520]  唯有你們是被揀選的族類
[00:17:11.520 --> 00:17:13.920]  是有君尊的祭司
[00:17:13.920 --> 00:17:16.120]  是聖潔的國度
[00:17:16.120 --> 00:17:20.120]  是屬神的子民
[00:17:20.120 --> 00:17:26.020]  要叫你們宣揚那照你們出黑暗入奇妙光明者的彼得
[00:17:26.020 --> 00:17:30.020]  你們從前算不得子民
[00:17:30.020 --> 00:17:34.220]  現在卻作了神的子民
[00:17:34.220 --> 00:17:36.920]  從前未曾蒙年術
[00:17:36.920 --> 00:17:41.220]  現在卻蒙了年術
[00:17:41.220 --> 00:17:44.220]  所以祈求父神的國降臨
[00:17:44.220 --> 00:17:51.220]  就是指我們這幫因信主而成為屬神的子民
[00:17:51.220 --> 00:17:55.720]  願意被父神的皇權來掌管
[00:17:55.720 --> 00:18:02.720]  信主的人不單在地上的國度之中有一個國籍
[00:18:02.720 --> 00:18:07.720]  在屬神的國度之中也有一個國籍
[00:18:07.720 --> 00:18:10.520]  就是天國的子民
[00:18:10.520 --> 00:18:15.520]  我們就按照神揀選我們的身份
[00:18:15.520 --> 00:18:22.020]  順從父神的皇權來生活
[00:18:22.020 --> 00:18:28.020]  所以主耶穌教導我們祈求父神的國降臨
[00:18:28.020 --> 00:18:34.420]  首先是要承認父神是我們生命的君王
[00:18:34.420 --> 00:18:36.920]  當我們信主的那一刻
[00:18:36.920 --> 00:18:41.320]  就是不單開始承認主耶穌是我們生命的主
[00:18:41.320 --> 00:18:44.920]  也承認父神是我們的王
[00:18:44.920 --> 00:18:48.920]  願意接受父神的王權
[00:18:48.920 --> 00:18:50.420]  我們承認
[00:18:50.420 --> 00:18:54.620]  只是靠自己的力量來管理自己的生命
[00:18:54.620 --> 00:19:01.220]  往往只會管理得一塌糊塗 一敗塗地
[00:19:01.220 --> 00:19:07.320]  我們要願意在我們生命的寶座上退下來
[00:19:07.320 --> 00:19:09.620]  讓父神坐在上面
[00:19:09.620 --> 00:19:15.920]  知道我們怎樣可以更好地管理我們的生命
[00:19:15.920 --> 00:19:17.920]  這一點很重要
[00:19:17.920 --> 00:19:21.020]  很多缺節的人都沒有認清楚這一點
[00:19:21.020 --> 00:19:22.520]  所以缺節之後
[00:19:22.520 --> 00:19:27.920]  他仍然自己安坐在生命的寶座上面
[00:19:27.920 --> 00:19:32.520]  我們要真正認順父神是我們生命的王
[00:19:32.520 --> 00:19:35.520]  就必須要悔改
[00:19:35.520 --> 00:19:38.920]  不再做自己生命的王
[00:19:38.920 --> 00:19:42.320]  而是將生命的主權交給父神
[00:19:42.320 --> 00:19:49.020]  由父神的王權掌管我們的生命
[00:19:49.020 --> 00:19:52.220]  馬赫福音 一章十五節
[00:19:52.220 --> 00:19:54.720]  記載耶穌出來傳道的時候
[00:19:54.720 --> 00:19:58.320]  他呼籲說 日期滿了 神的國近了
[00:19:58.320 --> 00:20:02.120]  你們當悔改 順福音
[00:20:02.120 --> 00:20:05.520]  意思就是在天國即將彌臨的時候
[00:20:05.520 --> 00:20:09.120]  我們相信神拯救人的福音
[00:20:09.120 --> 00:20:15.020]  就必須要有悔改的心
[00:20:15.020 --> 00:20:18.920]  有一次我們另一班年輕人退休
[00:20:18.920 --> 00:20:23.220]  在四天三夜的行程完畢的時候
[00:20:23.220 --> 00:20:28.120]  從溫哥華島Kiss Island那邊等船回來
[00:20:28.120 --> 00:20:30.020]  回來Horseshoe Bay
[00:20:30.020 --> 00:20:32.920]  但是由於對上一班船壞了
[00:20:32.920 --> 00:20:34.820]  所以車龍很長
[00:20:34.820 --> 00:20:36.420]  我們排隊之後
[00:20:36.420 --> 00:20:39.520]  尾隨的人又不知道排到多遠
[00:20:39.520 --> 00:20:43.020]  等船的人很多時候都無所事事
[00:20:43.020 --> 00:20:44.920]  我帶領的這一班年輕人
[00:20:44.920 --> 00:20:47.520]  當中其中有一個忽發奇想
[00:20:47.520 --> 00:20:49.020]  用一張卡紙
[00:20:49.020 --> 00:20:54.320]  一張卡紙上面寫著 日期滿了 神的國近了
[00:20:54.320 --> 00:20:58.120]  你們當悔改 順福音
[00:20:58.120 --> 00:21:00.420]  就好像那些流浪青少年
[00:21:00.420 --> 00:21:04.520]  在紅綠燈前面問你抹不抹車一樣
[00:21:04.520 --> 00:21:08.820]  拿著那張卡紙一直走 一直的走
[00:21:08.820 --> 00:21:10.920]  我們一邊看著一邊笑
[00:21:10.920 --> 00:21:13.420]  知道他也只是玩玩而已
[00:21:13.420 --> 00:21:14.920]  因為他寫的是中文
[00:21:14.920 --> 00:21:21.120]  而後面所有的車 排隊的都是世人
[00:21:21.120 --> 00:21:23.220]  但是他這個舉動
[00:21:23.220 --> 00:21:26.720]  令我想起我們的悔改
[00:21:26.720 --> 00:21:30.220]  尤其只是耶穌一次的呼籲
[00:21:30.220 --> 00:21:35.520]  又或者單單只是看到這個牌
[00:21:35.520 --> 00:21:37.320]  各位朋友
[00:21:37.320 --> 00:21:41.020]  錯過了這個又一個的機會
[00:21:41.020 --> 00:21:44.420]  什麼時候才會再有呢
[00:21:44.420 --> 00:21:51.120]  我們有什麼時候肯真正的悔改呢
[00:21:51.120 --> 00:21:56.020]  所以當我們照主耶穌的教導來禱告
[00:21:56.020 --> 00:21:58.920]  祈求父神的光臨
[00:21:58.920 --> 00:22:01.220]  也就是我們立志進入
[00:22:01.220 --> 00:22:08.020]  我們願意不斷悔改的禱告生活當中
[00:22:08.020 --> 00:22:13.520]  不斷地由自己要作王的這個習性
[00:22:13.520 --> 00:22:18.420]  悔改成為讓父神作王
[00:22:18.420 --> 00:22:20.820]  悔很重要
[00:22:20.820 --> 00:22:24.920]  而改是實踐我們的悔意
[00:22:24.920 --> 00:22:26.920]  沒有真心的悔改
[00:22:26.920 --> 00:22:32.520]  我們自己還是要時時作王
[00:22:32.520 --> 00:22:35.120]  有一個小朋友放學回到家裡
[00:22:35.120 --> 00:22:37.820]  不斷地念念有詞
[00:22:37.820 --> 00:22:40.820]  他媽媽留心地聽一聽很奇怪
[00:22:40.820 --> 00:22:43.120]  這個小朋友不停地在念著
[00:22:43.120 --> 00:22:46.420]  東京東京東京東京東京
[00:22:46.420 --> 00:22:49.220]  他媽媽問他為什麼要這樣做
[00:22:49.220 --> 00:22:51.320]  他說他是在禱告
[00:22:51.320 --> 00:22:54.520]  叫媽媽不要阻礙著
[00:22:54.520 --> 00:22:56.420]  媽媽細問之下才知道
[00:22:56.420 --> 00:22:58.820]  原來剛才在學校考試
[00:22:58.820 --> 00:23:03.620]  題目是中國的首都在哪裡
[00:23:03.620 --> 00:23:06.220]  他回答了東京
[00:23:06.220 --> 00:23:07.720]  所以他祈禱
[00:23:07.720 --> 00:23:11.620]  上帝要將中國的首都改為東京
[00:23:11.620 --> 00:23:16.120]  於是不斷地祈求
[00:23:16.120 --> 00:23:19.320]  沒有悔改的禱告就是這樣
[00:23:19.320 --> 00:23:21.720]  我依然是我
[00:23:21.720 --> 00:23:24.920]  我依然是王
[00:23:24.920 --> 00:23:27.120]  最好就是上帝
