
[00:00:00.000 --> 00:00:07.880]  過去幾個星期,大家都留意到我們提到的主題是「門徒的締造者」
[00:03:32.500 --> 00:03:37.500]  但耶穌在裡面選了十二個人稱之為使徒
[00:03:37.500 --> 00:03:40.500]  用了三年多的時間去教導他們
[00:03:40.500 --> 00:03:43.500]  然後猜顯祂這十二個使徒
[00:03:43.500 --> 00:03:47.500]  帶領其他的門徒去傳福音
[00:03:47.500 --> 00:03:50.500]  而且不單單去自己的村落
[00:03:50.500 --> 00:03:52.500]  本地的地方
[00:03:52.500 --> 00:03:57.500]  最後還猜見祂到全世界去傳福音給萬民聽
[00:03:57.500 --> 00:04:00.500]  事實上為什麼基督教能夠發展這麼快呢?
[00:04:00.500 --> 00:04:02.500]  福音能夠在開頭那幾十年
[00:04:02.500 --> 00:04:06.500]  從耶路撒冷開始到猶太傳遞撒曼尼亞
[00:04:06.500 --> 00:04:09.500]  而且到歐洲羅馬傳的帝國
[00:04:09.500 --> 00:04:10.500]  都有福音傳到
[00:04:10.500 --> 00:04:12.500]  原因是什麼呢?
[00:04:12.500 --> 00:04:15.500]  就是因為耶穌的門徒
[00:04:15.500 --> 00:04:19.500]  都成為一個門徒的締造者
[00:04:19.500 --> 00:04:21.500]  保羅就學耶穌的榜樣
[00:04:21.500 --> 00:04:23.500]  於是他就教導提摩太
[00:04:23.500 --> 00:04:26.500]  要提摩太做一個門徒的締造者
[00:04:26.500 --> 00:04:27.500]  不單如此
[00:04:27.500 --> 00:04:28.500]  他還要吩咐提摩太
[00:04:28.500 --> 00:04:31.500]  去找那些可以教導別人的人
[00:04:31.500 --> 00:04:35.500]  同樣地去訓練他們成為一個門徒的締造者
[00:04:35.500 --> 00:04:38.500]  所以由保羅提摩太訓練一個人
[00:04:38.500 --> 00:04:40.500]  另一個人再訓練一個人
[00:04:40.500 --> 00:04:42.500]  才能夠得到那個訊息
[00:04:42.500 --> 00:04:43.500]  那個訊息是什麼呢?
[00:04:43.500 --> 00:04:45.500]  原來做一個門徒的締造者
[00:04:45.500 --> 00:04:48.500]  是一個代代相傳的教導
[00:04:48.500 --> 00:04:50.500]  我們相信耶穌的人
[00:04:50.500 --> 00:04:55.500]  都要學習成為一個門徒的締造者
[00:04:55.500 --> 00:04:56.500]  今天主要的經文
[00:04:56.500 --> 00:04:59.500]  是在提摩太後書第二章
[00:04:59.500 --> 00:05:02.500]  我們一起看看這幾節聖經
[00:05:02.500 --> 00:05:04.500]  第一節到第七節
[00:05:04.500 --> 00:05:06.500]  在你Outline或螢光幕上
[00:05:06.500 --> 00:05:08.500]  我讀給大家聽
[00:05:08.500 --> 00:05:09.500]  提摩太後書第二章
[00:05:09.500 --> 00:05:10.500]  第一節說
[00:05:10.500 --> 00:05:15.500]  我兒啊,你應當在基督耶穌的恩典裡剛強起來
[00:05:15.500 --> 00:05:18.500]  又應當把你在許多見證人面前
[00:05:18.500 --> 00:05:20.500]  從我這裡聽見
[00:05:20.500 --> 00:05:25.500]  教託給那些又忠心又能夠教導別人的人
[00:05:25.500 --> 00:05:28.500]  你應當與我同壽磨難
[00:05:28.500 --> 00:05:30.500]  好像基督耶穌的證明
[00:05:30.500 --> 00:05:31.500]  第四節
[00:05:31.500 --> 00:05:33.500]  當兵的人不讓誓無前身
[00:05:33.500 --> 00:05:35.500]  為要攝納招兵的人
[00:05:35.500 --> 00:05:39.500]  若不遵守規則就不能得官免
[00:05:39.500 --> 00:05:43.500]  努力的農夫你當先嘗果實
[00:05:43.500 --> 00:05:45.500]  你們要想想我的說話
[00:05:45.500 --> 00:05:51.500]  因為凡事主必給你領悟的能力
[00:05:51.500 --> 00:05:53.500]  在這段經文裡
[00:05:53.500 --> 00:05:54.500]  如果大家留心去看
[00:05:54.500 --> 00:05:55.500]  你會發覺
[00:05:55.500 --> 00:05:58.500]  裡面有說到三個應當
[00:05:58.500 --> 00:06:02.500]  我們應當在基督的恩典裡剛強起來
[00:06:02.500 --> 00:06:05.500]  我們應當將所聽見所學到的
[00:06:05.500 --> 00:06:06.500]  去教導其他人
[00:06:06.500 --> 00:06:10.500]  我們應當將基督的證明一樣
[00:06:10.500 --> 00:06:12.500]  同壽磨難
[00:06:12.500 --> 00:06:14.500]  三個應當
[00:06:14.500 --> 00:06:16.500]  首先保羅教導提摩太說
[00:06:16.500 --> 00:06:18.500]  你應當靠主剛強
[00:06:18.500 --> 00:06:20.500]  我的兒子
[00:06:20.500 --> 00:06:21.500]  屬靈的兒子
[00:06:21.500 --> 00:06:26.500]  你應當在基督耶穌的恩典裡剛強起來
[00:06:26.500 --> 00:06:30.500]  為什麼保羅要鼓勵提摩太
[00:06:30.500 --> 00:06:33.500]  要靠主剛強起來呢?
[00:06:33.500 --> 00:06:38.500]  因為提摩太在締造門徒的過程中
[00:06:38.500 --> 00:06:40.500]  遇到很多困難
[00:06:40.500 --> 00:06:42.500]  遇到很多挑戰
[00:06:42.500 --> 00:06:46.500]  這也是為什麼保羅要第二次寫信
[00:06:46.500 --> 00:06:48.500]  來鼓勵提摩太
[00:06:48.500 --> 00:06:50.500]  大家知道提摩太有前書和後書
[00:06:50.500 --> 00:06:51.500]  第一卷第二卷
[00:06:51.500 --> 00:06:53.500]  提摩太是後書
[00:06:53.500 --> 00:06:55.500]  如果我們回去看第一章的時候
[00:06:55.500 --> 00:06:56.500]  你就會發覺
[00:06:56.500 --> 00:06:58.500]  保羅鼓勵提摩太
[00:06:58.500 --> 00:07:00.500]  不要害怕不要膽怯
[00:07:00.500 --> 00:07:01.500]  為什麼呢?
[00:07:01.500 --> 00:07:04.500]  我們看提摩太後書第一章第七第八節
[00:07:04.500 --> 00:07:07.500]  因為上帝賜給我們的靈
[00:07:07.500 --> 00:07:09.500]  不使我們膽怯
[00:07:09.500 --> 00:07:10.500]  相反地
[00:07:10.500 --> 00:07:13.500]  祂的靈會使我們充滿力量
[00:07:13.500 --> 00:07:15.500]  愛心和自制
[00:07:15.500 --> 00:07:19.500]  因此你不要把我們的主作證
[00:07:19.500 --> 00:07:21.500]  當作一件羞恥的事
[00:07:21.500 --> 00:07:24.500]  也不要因我為了主的緣故
[00:07:24.500 --> 00:07:27.500]  成為囚犯而覺得羞恥
[00:07:27.500 --> 00:07:30.500]  你要按照上帝所賜的力量
[00:07:30.500 --> 00:07:33.500]  為福音分擔苦難
[00:07:33.500 --> 00:07:36.500]  從保羅的說話裡
[00:07:36.500 --> 00:07:37.500]  我們可以看到
[00:07:37.500 --> 00:07:40.500]  提摩太有我們今天很多基督徒
[00:07:40.500 --> 00:07:42.500]  同樣的掙扎
[00:07:42.500 --> 00:07:44.500]  做基督徒也有些掙扎的時候
[00:07:44.500 --> 00:07:46.500]  提摩太當時是做牧師的
[00:07:46.500 --> 00:07:50.500]  同樣也有一些屬靈的掙扎
[00:07:50.500 --> 00:07:51.500]  他的掙扎是什麼呢?
[00:07:51.500 --> 00:07:53.500]  覺得為主作見證
[00:07:53.500 --> 00:07:56.500]  好像是一件羞恥的事
[00:07:56.500 --> 00:07:58.500]  為什麼呢?
[00:07:58.500 --> 00:08:01.500]  因為基督教在那個時候
[00:08:01.500 --> 00:08:04.500]  在提摩太在新約的時代當中
[00:08:04.500 --> 00:08:10.500]  被猶太教的教徒覺得是叛徒
[00:08:10.500 --> 00:08:12.500]  很多人在那個時候認為
[00:08:12.500 --> 00:08:14.500]  基督教是猶太教的分支
[00:08:14.500 --> 00:08:16.500]  由猶太教變成基督教
[00:08:16.500 --> 00:08:17.500]  這是叛徒
[00:08:17.500 --> 00:08:20.500]  就像今天很多人本來信天主教
[00:08:20.500 --> 00:08:21.500]  很多人很害怕
[00:08:21.500 --> 00:08:22.500]  因為你信了基督教
[00:08:22.500 --> 00:08:23.500]  有人說你叛教
[00:08:23.500 --> 00:08:25.500]  是一個很大的罪名
[00:08:25.500 --> 00:08:27.500]  另外這邊來說
[00:08:27.500 --> 00:08:31.500]  猶太教徒會覺得那些基督徒是叛徒
[00:08:31.500 --> 00:08:33.500]  而那些非猶太教徒
[00:08:33.500 --> 00:08:35.500]  又覺得這是剛剛好
[00:08:35.500 --> 00:08:37.500]  這是新興的信仰
[00:08:37.500 --> 00:08:38.500]  行不行的
[00:08:38.500 --> 00:08:40.500]  是一個新的信仰
[00:08:40.500 --> 00:08:42.500]  先看清楚
[00:08:42.500 --> 00:08:44.500]  不要太快去相信
[00:08:44.500 --> 00:08:46.500]  不知是真的還是假的
[00:08:46.500 --> 00:08:47.500]  說得這麼神奇
[00:08:47.500 --> 00:08:49.500]  而羅馬政府呢?
[00:08:49.500 --> 00:08:51.500]  羅馬政府覺得這些基督徒在搞事
[00:08:51.500 --> 00:08:53.500]  當然不是真的搞事
[00:08:53.500 --> 00:08:55.500]  因為基督徒去到的地方
[00:08:55.500 --> 00:08:57.500]  通常都會引起很多問題
[00:08:57.500 --> 00:08:58.500]  讓他們有一個感覺
[00:08:58.500 --> 00:09:00.500]  在搞亂社會的秩序
[00:09:00.500 --> 00:09:03.500]  經常要出來排難解分
[00:09:03.500 --> 00:09:06.500]  所以在那個時間提摩他
[00:09:06.500 --> 00:09:07.500]  要去傳福音
[00:09:07.500 --> 00:09:09.500]  要去造就門徒
[00:09:09.500 --> 00:09:11.500]  遇到很多這樣的挑戰
[00:09:11.500 --> 00:09:13.500]  時至今日
[00:09:13.500 --> 00:09:14.500]  大家知道了
[00:09:14.500 --> 00:09:18.500]  基督教現在是全世界最大的宗教
[00:09:18.500 --> 00:09:21.500]  它的影響力是遍及全球的
[00:09:21.500 --> 00:09:25.500]  我相信特別是那些已經發展的國家
[00:09:25.500 --> 00:09:27.500]  對基督教來說
[00:09:27.500 --> 00:09:30.500]  多多少少都有一些尊重
[00:09:30.500 --> 00:09:31.500]  如果是這樣
[00:09:31.500 --> 00:09:32.500]  按道理
[00:09:32.500 --> 00:09:36.500]  我就不應該為信耶穌覺得羞恥
[00:09:36.500 --> 00:09:38.500]  反而應該感到光榮的
[00:09:38.500 --> 00:09:39.500]  會不會呢?
[00:09:39.500 --> 00:09:41.500]  我記得十幾歲
[00:09:41.500 --> 00:09:42.500]  我信耶穌了
[00:09:42.500 --> 00:09:43.500]  在教會受浸
[00:09:43.500 --> 00:09:46.500]  那時候我是加入香港浸信會
[00:09:46.500 --> 00:09:48.500]  開始回教會
[00:09:48.500 --> 00:09:49.500]  參加團契
[00:09:49.500 --> 00:09:50.500]  參加崇拜
[00:09:50.500 --> 00:09:52.500]  我去到教會建築物的時候
[00:09:52.500 --> 00:09:55.500]  就發覺有一個教會的發展圖
[00:09:55.500 --> 00:09:56.500]  然後我就發覺
[00:09:56.500 --> 00:10:02.500]  原來香港浸信會是全香港第一間浸信會
[00:10:02.500 --> 00:10:05.500]  所有其他浸信會都是他的子子孫孫
[00:10:05.500 --> 00:10:07.500]  那時候我十幾歲
[00:10:07.500 --> 00:10:08.500]  知道了之後
[00:10:08.500 --> 00:10:09.500]  心裏不知道為什麼
[00:10:09.500 --> 00:10:11.500]  覺得很光榮
[00:10:11.500 --> 00:10:13.500]  原來我現在參加的教會
[00:10:13.500 --> 00:10:16.500]  是浸信會的龍頭大哥
[00:10:16.500 --> 00:10:18.500]  你很難想像那種感覺
[00:10:18.500 --> 00:10:20.500]  真的覺得很威風
[00:10:20.500 --> 00:10:21.500]  龍頭大哥
[00:10:21.500 --> 00:10:22.500]  當然了
[00:10:22.500 --> 00:10:23.500]  那時候年輕
[00:10:23.500 --> 00:10:24.500]  十幾歲
[00:10:24.500 --> 00:10:25.500]  Teenager
[00:10:25.500 --> 00:10:27.500]  有些年少無知
[00:10:27.500 --> 00:10:29.500]  比較幼稚的想法
[00:10:29.500 --> 00:10:32.500]  有這樣的感覺
[00:10:32.500 --> 00:10:33.500]  所以在那個時候
[00:10:33.500 --> 00:10:35.500]  我從來不會覺得
[00:10:35.500 --> 00:10:37.500]  信耶穌是很羞恥
[00:10:37.500 --> 00:10:38.500]  而且覺得很光榮
[00:10:38.500 --> 00:10:39.500]  回到學校的時候
[00:10:39.500 --> 00:10:40.500]  叫他去教學校
[00:10:40.500 --> 00:10:41.500]  誰敢去批評
[00:10:41.500 --> 00:10:44.500]  個個都叫陶老師在教書
[00:10:47.500 --> 00:10:49.500]  當我來到美國讀書
[00:10:49.500 --> 00:10:51.500]  來美國之前
[00:10:51.500 --> 00:10:52.500]  我雖然知道
[00:10:52.500 --> 00:10:54.500]  基督教不是美國的國教
[00:10:54.500 --> 00:10:58.500]  不過應該是主流宗教吧
[00:10:58.500 --> 00:11:00.500]  那時候是帶著這樣的印象
[00:11:00.500 --> 00:11:02.500]  來美國讀書
[00:11:02.500 --> 00:11:05.500]  誰知道在美國生活下來之後
[00:11:05.500 --> 00:11:06.500]  慢慢我就發覺
[00:11:06.500 --> 00:11:08.500]  原來在這個社會裏
[00:11:08.500 --> 00:11:11.500]  其實不是那麼Christian Friendly
[00:11:11.500 --> 00:11:13.500]  大家覺不覺得呢
[00:11:13.500 --> 00:11:14.500]  以前不是那麼覺得
[00:11:14.500 --> 00:11:15.500]  現在越來越多
[00:11:15.500 --> 00:11:17.500]  好像我以前跟大家說過
[00:11:17.500 --> 00:11:23.500]  其實在2013年8月的時候
[00:11:23.500 --> 00:11:25.500]  在加州哈密市
[00:11:25.500 --> 00:11:27.500]  有兩個腳徒
[00:11:27.500 --> 00:11:32.500]  因為在市政府辦公室門口讀聖經
[00:11:32.500 --> 00:11:34.500]  於是被人拘捕了
[00:11:34.500 --> 00:11:35.500]  在公眾地方讀聖經
[00:11:35.500 --> 00:11:37.500]  被人拘捕了
[00:11:37.500 --> 00:11:38.500]  在美國來說
[00:11:38.500 --> 00:11:41.500]  這是應該不會發生的事
[00:11:41.500 --> 00:11:43.500]  言論自由 宗教自由
[00:11:43.500 --> 00:11:45.500]  但是發生了
[00:11:45.500 --> 00:11:47.500]  去年在華盛頓州
[00:11:47.500 --> 00:11:50.500]  有一個高中的Senior學生
[00:11:50.500 --> 00:11:53.500]  叫Michael Neal
[00:11:53.500 --> 00:11:55.500]  他在Cascade High School
[00:11:55.500 --> 00:11:57.500]  在Everett讀書
[00:11:57.500 --> 00:11:59.500]  他因為在學校裏面傳福音
[00:11:59.500 --> 00:12:00.500]  和派單張
[00:12:00.500 --> 00:12:02.500]  就是休息的時候
[00:12:02.500 --> 00:12:04.500]  在Prague跟同學講福音
[00:12:04.500 --> 00:12:06.500]  但派單張
[00:12:06.500 --> 00:12:09.500]  一個月有三次被學校停去學
[00:12:09.500 --> 00:12:11.500]  Suspension
[00:12:11.500 --> 00:12:13.500]  隨便舉一個例子
[00:12:13.500 --> 00:12:14.500]  如果你要找這個例子的話
[00:12:14.500 --> 00:12:17.500]  其實是很多的
[00:12:17.500 --> 00:12:19.500]  在美國
[00:12:19.500 --> 00:12:20.500]  不是在香港
[00:12:20.500 --> 00:12:21.500]  不是在中國大陸
[00:12:21.500 --> 00:12:23.500]  其他這樣的地方
[00:12:23.500 --> 00:12:26.500]  我不知道我們聽到這樣的報導
[00:12:26.500 --> 00:12:27.500]  這樣的消息的時候
[00:12:27.500 --> 00:12:28.500]  會不會害怕呢
[00:12:28.500 --> 00:12:29.500]  會不會因為這樣的緣故
[00:12:29.500 --> 00:12:30.500]  我們很畏縮
[00:12:30.500 --> 00:12:31.500]  不敢在別人面前
[00:12:31.500 --> 00:12:34.500]  談論信仰的問題
[00:12:34.500 --> 00:12:38.500]  不敢為主耶穌做見證
[00:12:38.500 --> 00:12:39.500]  這個就是
[00:12:39.500 --> 00:12:41.500]  為何保羅對提摩太郎說
[00:12:41.500 --> 00:12:43.500]  不要因我為主受苦
[00:12:43.500 --> 00:12:45.500]  成了階下囚
[00:12:45.500 --> 00:12:48.500]  你就覺得羞恥
[00:12:48.500 --> 00:12:52.500]  如果我們連自己都小看自己的信仰
[00:12:52.500 --> 00:12:54.500]  你是不是真的相信呢
[00:12:54.500 --> 00:12:56.500]  如果我們連自己都小看自己
[00:12:56.500 --> 00:12:57.500]  覺得信耶穌
[00:12:57.500 --> 00:12:58.500]  信基督徒
[00:12:58.500 --> 00:12:59.500]  是一件很愚蠢
[00:12:59.500 --> 00:13:01.500]  很不光彩的事
[00:13:01.500 --> 00:13:04.500]  我們甚至怕別人知道我們是基督徒
[00:13:04.500 --> 00:13:07.500]  我們就不用想要做門徒的締造者
[00:13:07.500 --> 00:13:09.500]  連傳福音帶人信主
[00:13:09.500 --> 00:13:11.500]  你都沒有這樣的勇氣
[00:13:11.500 --> 00:13:14.500]  何況說要成為一個門徒的締造者呢
[00:13:14.500 --> 00:13:15.500]  如果我們不覺得
[00:13:15.500 --> 00:13:17.500]  信耶穌是一件光榮的事
[00:13:17.500 --> 00:13:19.500]  我們怎會去幫助別人
[00:13:19.500 --> 00:13:22.500]  去成為一個好的基督徒
[00:13:22.500 --> 00:13:24.500]  所以
[00:13:24.500 --> 00:13:26.500]  保羅提醒提摩太郎
[00:13:26.500 --> 00:13:32.500]  要紀念他在基督裡所得的恩典
[00:13:32.500 --> 00:13:35.500]  要剛強起來
[00:13:35.500 --> 00:13:36.500]  好幾年前
[00:13:36.500 --> 00:13:39.500]  電視有一個很流行的節目
[00:13:39.500 --> 00:13:41.500]  不知道大家有沒有看
[00:13:41.500 --> 00:13:43.500]  叫做《Fear Factor》
[00:13:43.500 --> 00:13:45.500]  有沒有人看過呢
[00:13:45.500 --> 00:13:48.500]  中文翻譯是恐懼元素
[00:13:48.500 --> 00:13:50.500]  做了好幾期
[00:13:50.500 --> 00:13:55.500]  參加者要做一些害人的
[00:13:55.500 --> 00:13:57.500]  令人很害怕的一些動作
[00:13:57.500 --> 00:13:59.500]  或者一些事物
[00:13:59.500 --> 00:14:01.500]  比如說將千百個蛆蟲倒在你身上
[00:14:01.500 --> 00:14:03.500]  一分鐘不准動
[00:14:03.500 --> 00:14:09.500]  或者將你放在一個裝滿蛇的玻璃箱裡
[00:14:09.500 --> 00:14:13.500]  或者將你從滴星機吊上天空
[00:14:13.500 --> 00:14:17.500]  或者叫你在高樓大廈的摩天樓跳下來
[00:14:17.500 --> 00:14:21.500]  或者要吃一些生的昆蟲
[00:14:21.500 --> 00:14:23.500]  或者是動物的器官
[00:14:23.500 --> 00:14:24.500]  有沒有人看過呢
[00:14:24.500 --> 00:14:25.500]  很噁心的吧
[00:14:25.500 --> 00:14:27.500]  很害怕的吧
[00:14:27.500 --> 00:14:29.500]  全盛時期
[00:14:29.500 --> 00:14:31.500]  全世界38個國家
[00:14:31.500 --> 00:14:33.500]  有這樣的一個節目
[00:14:33.500 --> 00:14:35.500]  在美國
[00:14:35.500 --> 00:14:39.500]  每次你贏了冠軍的時候
[00:14:39.500 --> 00:14:40.500]  你得到五萬元
[00:14:40.500 --> 00:14:42.500]  一般來說是最基本的
[00:14:42.500 --> 00:14:47.500]  有試過幾集可以得到百萬美金的獎金
[00:14:47.500 --> 00:14:51.500]  我從頭到尾都沒有看過
[00:14:51.500 --> 00:14:53.500]  看電視通常都是這樣
[00:14:53.500 --> 00:14:55.500]  不過我心裡想
[00:14:55.500 --> 00:14:59.500]  難道這些參加《Fear Factor》的參賽者
[00:14:59.500 --> 00:15:01.500]  為了獎金
[00:15:01.500 --> 00:15:03.500]  於是以身理險
[00:15:03.500 --> 00:15:06.500]  強迫自己做一些危險的動作
[00:15:06.500 --> 00:15:08.500]  或者令自己作嘔
[00:15:08.500 --> 00:15:12.500]  那些很噁心的事呢
[00:15:12.500 --> 00:15:16.500]  我相信獎金可能是其中一個動機
[00:15:16.500 --> 00:15:17.500]  為了錢
[00:15:17.500 --> 00:15:19.500]  什麼都要試
[00:15:19.500 --> 00:15:20.500]  五萬元少一點
[00:15:20.500 --> 00:15:22.500]  一百萬
[00:15:22.500 --> 00:15:23.500]  一百萬
[00:15:23.500 --> 00:15:24.500]  真的開玩笑
[00:15:24.500 --> 00:15:26.500]  但我相信可能還有另外一個原因
[00:15:26.500 --> 00:15:27.500]  我在想
[00:15:27.500 --> 00:15:29.500]  另外一個可能的原因是什麼呢
[00:15:29.500 --> 00:15:30.500]  這些人
[00:15:30.500 --> 00:15:32.500]  他肯定自我的價值
[00:15:32.500 --> 00:15:34.500]  他要告訴全世界的人
[00:15:34.500 --> 00:15:35.500]  包括告訴自己
[00:15:35.500 --> 00:15:38.500]  我是一個天不怕地不怕的人
[00:15:38.500 --> 00:15:40.500]  其實我想
[00:15:40.500 --> 00:15:41.500]  從心理學角度來說
[00:15:41.500 --> 00:15:43.500]  這些人其實可能很自卑
[00:15:43.500 --> 00:15:45.500]  他要找一些機會證明自己
[00:15:45.500 --> 00:15:46.500]  但無論如何
[00:15:46.500 --> 00:15:49.500]  我相信巨額的獎金
[00:15:49.500 --> 00:15:51.500]  和自我肯定價值
[00:15:51.500 --> 00:15:53.500]  帶給這些參賽者
[00:15:53.500 --> 00:15:54.500]  有勇氣
[00:15:54.500 --> 00:16:00.500]  和膽量去克服自己的恐懼
[00:16:00.500 --> 00:16:03.500]  我記得以前和大家說過
[00:16:03.500 --> 00:16:05.500]  每次我回香港和我媽媽做見證的時候
[00:16:05.500 --> 00:16:06.500]  告訴她
[00:16:06.500 --> 00:16:08.500]  哇 神很恩典
[00:16:08.500 --> 00:16:10.500]  讓我經歷很多神蹟
[00:16:10.500 --> 00:16:11.500]  我媽媽通常的評論是什麼呢
[00:16:11.500 --> 00:16:12.500]  大家記不記得
[00:16:12.500 --> 00:16:13.500]  我告訴她
[00:16:13.500 --> 00:16:15.500]  你都很大膽
[00:16:15.500 --> 00:16:17.500]  即是我啼笑皆非
[00:16:17.500 --> 00:16:19.500]  她覺得我大膽去做這些事
[00:16:19.500 --> 00:16:20.500]  她看不到神的工作
[00:16:20.500 --> 00:16:22.500]  所以我都啼笑皆非
[00:16:22.500 --> 00:16:25.500]  不過有人覺得我挺大膽
[00:16:25.500 --> 00:16:26.500]  不過我告訴你
[00:16:26.500 --> 00:16:27.500]  如果有人說
[00:16:27.500 --> 00:16:30.500]  周牧師不如你去參加Fear Factor
[00:16:30.500 --> 00:16:32.500]  你猜我會不會參加
[00:16:32.500 --> 00:16:35.500]  有沒有膽量去參加
[00:16:35.500 --> 00:16:36.500]  一定不會參加
[00:16:36.500 --> 00:16:38.500]  不是因為私募不允許
[00:16:38.500 --> 00:16:40.500]  又不是因為我年紀大
[00:16:40.500 --> 00:16:44.500]  又不是因為獎金不吸引
[00:16:44.500 --> 00:16:46.500]  原因是什麼
[00:16:46.500 --> 00:16:47.500]  原因是我覺得
[00:16:47.500 --> 00:16:50.500]  天父上帝賜給我的生命
