
[00:00:00.000 --> 00:00:02.680]  歡迎大家來到我們的「主日崇拜」
[00:03:45.060 --> 00:03:50.560]  然後蔓延到整本舊約的聖經
[00:03:50.560 --> 00:03:55.360]  創世紀的第三章是偷渡真神敬拜的開始
[00:03:55.360 --> 00:03:59.140]  第一宗從此以後亞當夏娃的後裔
[00:03:59.140 --> 00:04:03.520]  都是偷渡上帝敬拜的人
[00:04:03.520 --> 00:04:05.480]  去到出埃及記
[00:04:05.480 --> 00:04:07.100]  出埃及記的十界
[00:04:07.100 --> 00:04:08.440]  上帝說不可偷渡
[00:04:08.440 --> 00:04:12.240]  上帝其實是在提醒剛剛出了埃及的意識的人
[00:04:12.240 --> 00:04:14.200]  出了埃及的意識的人最厲害是什麼
[00:04:14.200 --> 00:04:15.660]  偷渡上帝的敬拜
[00:04:15.660 --> 00:04:18.120]  因為他們已經不認識耶和華
[00:04:18.120 --> 00:04:21.040]  他只認識埃及的偶像
[00:04:21.040 --> 00:04:22.040]  於是你可以說
[00:04:22.040 --> 00:04:24.620]  去到出埃及記的第三十二章
[00:04:24.620 --> 00:04:26.660]  你已經看到以色列人開始偷渡
[00:04:26.660 --> 00:04:29.880]  他偷渡他要做一個金牛獨
[00:04:29.880 --> 00:04:34.160]  他將上帝應有的獨一的敬拜
[00:04:34.160 --> 00:04:36.340]  給了金牛獨
[00:04:36.340 --> 00:04:39.660]  去到生命記摩西的告別講到
[00:04:39.660 --> 00:04:42.000]  摩西沒有辦法進入迦南
[00:04:42.000 --> 00:04:43.460]  四十年之後
[00:04:43.460 --> 00:04:45.880]  但是以色列人第二代要進入迦南
[00:04:45.880 --> 00:04:47.500]  摩西給他們一個忠告
[00:04:47.500 --> 00:04:51.500]  他說你不可行自己眼中捍衛對的事
[00:04:51.500 --> 00:04:52.160]  為什麼
[00:04:52.160 --> 00:04:53.920]  因為以色列人去到迦南
[00:04:53.920 --> 00:04:55.720]  會見到很多的新偶像
[00:04:55.720 --> 00:04:57.120]  很多的假神
[00:04:57.120 --> 00:05:01.880]  以色列人最大的引誘就是做混合的崇拜
[00:05:01.880 --> 00:05:05.220]  他會用敬拜偶像的方法
[00:05:05.220 --> 00:05:06.460]  敬拜假神的方法
[00:05:06.460 --> 00:05:07.580]  去敬拜耶和華
[00:05:07.580 --> 00:05:12.220]  將假神和偶像和獨一的真神混亂
[00:05:12.220 --> 00:05:15.680]  一起當他們是同一樣東西
[00:05:15.680 --> 00:05:16.720]  可悲的是
[00:05:16.720 --> 00:05:19.380]  雖然摩西臨死之前做了一個警告
[00:05:19.380 --> 00:05:21.720]  然而當以色列人搭足
[00:05:21.720 --> 00:05:23.600]  迦南搭足應許之地
[00:05:23.600 --> 00:05:24.680]  在約書亞記裡面
[00:05:24.680 --> 00:05:26.520]  他立刻犯了什麼
[00:05:26.520 --> 00:05:27.920]  偷渡
[00:05:27.920 --> 00:05:29.380]  摩西叫他們不要偷渡
[00:05:29.380 --> 00:05:33.300]  他結果立刻就做了偷渡這個動作
[00:05:33.300 --> 00:05:34.880]  阿肝的偷渡
[00:05:34.880 --> 00:05:35.880]  以色列人的偷渡
[00:05:35.880 --> 00:05:36.760]  如果上個星期在這裡
[00:05:36.760 --> 00:05:40.100]  你知道其實阿肝只是其中一個
[00:05:40.100 --> 00:05:42.140]  阿肝偷的東西
[00:05:42.140 --> 00:05:44.380]  其實很有可能是和偶像
[00:05:44.380 --> 00:05:49.140]  假神有關的金紙、銀紙的衣裳
[00:05:49.140 --> 00:05:52.020]  於是阿肝以色列人叛逆上帝
[00:05:52.020 --> 00:05:52.720]  不聽主話
[00:05:52.720 --> 00:05:55.140]  因為上帝說了他們不可以拿那些東西
[00:05:55.140 --> 00:05:57.140]  一定要燒光
[00:05:57.140 --> 00:05:58.060]  不聽主話
[00:05:58.060 --> 00:05:59.140]  隨從眼目
[00:05:59.140 --> 00:06:01.220]  阿肝說我看見
[00:06:01.220 --> 00:06:04.260]  我動了這個心、貪念
[00:06:04.260 --> 00:06:08.060]  於是我就任意拿取
[00:06:08.060 --> 00:06:09.680]  幸好在約書亞記裡面
[00:06:09.680 --> 00:06:11.140]  還有最後一個約書亞
[00:06:11.140 --> 00:06:13.560]  約書亞說了一句豪氣的話
[00:06:13.560 --> 00:06:16.060]  他説至於我和我家
[00:06:16.060 --> 00:06:18.600]  我們必定侍奉耶和華
[00:06:18.600 --> 00:06:19.680]  你多加兩個字
[00:06:19.680 --> 00:06:23.560]  我們必定單單侍奉耶和華
[00:06:23.560 --> 00:06:26.100]  約書亞說只要我還存在
[00:06:26.100 --> 00:06:29.180]  只要我還是帶領以色列人的
[00:06:29.180 --> 00:06:32.600]  我不容許你們混合的敬拜
[00:06:32.600 --> 00:06:35.140]  我要帶領你們單單侍奉耶和華
[00:06:35.140 --> 00:06:37.520]  你跟不跟我的另一件事
[00:06:37.520 --> 00:06:39.140]  但至於我和我家
[00:06:39.140 --> 00:06:42.060]  我只單單侍奉耶和華
[00:06:42.060 --> 00:06:45.980]  可悲的是約書亞死後
[00:06:45.980 --> 00:06:47.140]  史詩記的開始
[00:06:47.140 --> 00:06:48.600]  第一句是約書亞死後
[00:06:48.600 --> 00:06:50.800]  約書亞死後死了
[00:06:50.800 --> 00:06:56.520]  沒有了最後要他們單獨敬拜的領導
[00:06:56.520 --> 00:07:02.440]  史詩記成為了敬拜偷渡者的黃金歲月
[00:07:02.440 --> 00:07:03.480]  在史詩記裡面
[00:07:03.480 --> 00:07:04.940]  表面上所有的以色列人
[00:07:04.940 --> 00:07:06.340]  尤其是那些史詩
[00:07:06.340 --> 00:07:08.680]  都會帶領以色列人去求告上帝
[00:07:08.680 --> 00:07:09.980]  去敬拜耶和華
[00:07:09.980 --> 00:07:11.900]  但實際上
[00:07:11.900 --> 00:07:13.260]  所有的以色列人
[00:07:13.260 --> 00:07:14.840]  尤其是那些史詩
[00:07:14.840 --> 00:07:16.680]  都不認識上帝
[00:07:16.680 --> 00:07:18.680]  差不多好像認識
[00:07:18.680 --> 00:07:20.440]  認識他的名字
[00:07:20.440 --> 00:07:23.900]  但他完全不知道上帝是一個怎樣的上帝
[00:07:23.900 --> 00:07:27.680]  於是他們混合敬拜耶和華
[00:07:27.680 --> 00:07:32.060]  他們做自己眼中看為對的事
[00:07:32.060 --> 00:07:33.760]  但他們眼中看為對的事
[00:07:33.760 --> 00:07:35.560]  對於上帝而言是
[00:07:35.560 --> 00:07:37.560]  上帝眼中看為惡的事
[00:07:37.560 --> 00:07:43.140]  是史詩記兩邊兩個平衡交接的主題
[00:07:43.140 --> 00:07:47.400]  於是引發了史詩記最後結束的時候
[00:07:47.400 --> 00:07:53.560]  四個沒有君王的哀嘆和呼召
[00:07:53.560 --> 00:07:55.560]  史詩記第十七章第六節
[00:07:55.560 --> 00:07:58.360]  那時以色列人中沒有王
[00:07:58.360 --> 00:08:01.860]  個人照自己眼中看為對的事去做
[00:08:01.860 --> 00:08:03.180]  第十八章第一節
[00:08:03.180 --> 00:08:06.360]  那時以色列人國中沒有王
[00:08:06.360 --> 00:08:07.520]  第十九章第一節
[00:08:07.520 --> 00:08:10.520]  當以色列人中沒有王的時候
[00:08:10.520 --> 00:08:12.680]  最後整本書的最後一節
[00:08:12.680 --> 00:08:14.400]  告訴你整本書的主題
[00:08:14.400 --> 00:08:17.060]  那時以色列中沒有王
[00:08:17.060 --> 00:08:22.520]  於是個人照自己眼中看為對的事去做
[00:08:22.520 --> 00:08:25.760]  在那個紛亂的時代裡面
[00:08:25.760 --> 00:08:27.400]  史詩記的作者告訴我們
[00:08:27.400 --> 00:08:28.600]  我們需要一個君王
[00:08:28.600 --> 00:08:29.860]  因為沒有了這個君王
[00:08:29.860 --> 00:08:31.600]  你看現在多亂
[00:08:31.600 --> 00:08:32.320]  亂在什麼?
[00:08:32.320 --> 00:08:34.680]  個人做自己眼中看為對的事
[00:08:34.680 --> 00:08:35.560]  什麼意思?
[00:08:35.560 --> 00:08:38.000]  每個人都在混合敬拜弱王
[00:08:38.000 --> 00:08:39.760]  沒有人認識弱王
[00:08:39.760 --> 00:08:42.520]  我們需要一個君王
[00:08:42.520 --> 00:08:45.920]  然而我們不需要隨便找一個君王
[00:08:45.920 --> 00:08:50.260]  我們需要一個像大衛的君王
[00:08:50.260 --> 00:08:52.680]  你記得這個是史詩記的主題
[00:08:52.680 --> 00:08:54.800]  不像掃羅般的君王
[00:08:54.800 --> 00:08:55.920]  不像掃羅的後裔
[00:08:55.920 --> 00:08:57.880]  我們需要一個新的君王
[00:08:57.880 --> 00:09:00.680]  我們需要大衛般的君王
[00:09:00.680 --> 00:09:04.120]  但我們進入另外一本書
[00:09:04.120 --> 00:09:07.120]  撒姆爾基大衛的故事
[00:09:07.120 --> 00:09:13.360]  撒姆爾基上下記載了兩個君王的故事
[00:09:13.360 --> 00:09:16.360]  以色列人的兩個君王
[00:09:16.360 --> 00:09:19.800]  兩個君王上升和墜落的故事
[00:09:19.800 --> 00:09:21.280]  第一個君王是掃羅
[00:09:21.280 --> 00:09:23.080]  掃羅上得很快
[00:09:23.080 --> 00:09:25.480]  但掃羅又墜落得很快
[00:09:25.480 --> 00:09:28.080]  第二個君王是大衛
[00:09:28.080 --> 00:09:29.480]  真命天子
[00:09:29.480 --> 00:09:30.280]  上得很慢
[00:09:30.280 --> 00:09:32.720]  因為掃羅一直騎著他
[00:09:32.720 --> 00:09:34.080]  但他最後上位
[00:09:34.080 --> 00:09:35.960]  誰知上了位之後
[00:09:35.960 --> 00:09:37.680]  大衛又墜落
[00:09:37.680 --> 00:09:39.680]  大衛是怎樣墜落的呢
[00:09:39.680 --> 00:09:42.680]  大衛犯了什麼罪
[00:09:42.680 --> 00:09:45.520]  大衛犯的是第八戒
[00:09:45.520 --> 00:09:50.120]  大衛犯的是看見拿取
[00:09:50.120 --> 00:09:52.080]  撒姆爾基下第十一章
[00:09:52.080 --> 00:09:55.040]  黃昏的時候大衛從床上起來
[00:09:55.040 --> 00:09:57.480]  在皇宮的平頂散步
[00:09:57.480 --> 00:09:59.880]  看見一個婦人在沐浴
[00:09:59.880 --> 00:10:01.720]  這婦人非常美麗
[00:10:01.720 --> 00:10:05.200]  於是大衛派人去拿取
[00:10:05.200 --> 00:10:06.280]  不是將她接回來
[00:10:06.280 --> 00:10:07.760]  是將她拿回來
[00:10:07.760 --> 00:10:10.600]  大衛看見大衛拿取
[00:10:10.600 --> 00:10:12.760]  於是大衛犯下第八戒
[00:10:12.760 --> 00:10:13.960]  而且不單是這樣
[00:10:13.960 --> 00:10:16.920]  大衛一口氣犯下第八戒
[00:10:16.920 --> 00:10:18.920]  第七戒 第六戒
[00:10:18.920 --> 00:10:20.200]  第七戒是姦淫
[00:10:20.200 --> 00:10:22.680]  第六戒是殺人
[00:10:22.680 --> 00:10:25.760]  大衛藐視耶和華的命令
[00:10:25.760 --> 00:10:29.720]  大衛做他自己眼中看為對
[00:10:29.720 --> 00:10:31.120]  耶和華眼中看為惡的事
[00:10:31.120 --> 00:10:33.600]  所有的事都是指向第八戒
[00:10:33.600 --> 00:10:37.880]  大衛犯的是第八戒
[00:10:37.880 --> 00:10:40.320]  因的是大衛悔改
[00:10:40.320 --> 00:10:41.360]  跟素朗不一樣
[00:10:41.360 --> 00:10:43.800]  大衛真心的悔改
[00:10:43.800 --> 00:10:45.920]  然而大衛需要一個救主
[00:10:45.920 --> 00:10:52.160]  需要一個願意替我們流血捨命的救主
[00:10:52.160 --> 00:10:54.440]  這個救主從哪裡來
[00:10:54.440 --> 00:10:56.560]  在撒姆爾基當中
[00:10:56.560 --> 00:10:59.960]  隱約讓我們看見這個救主的將來
[00:10:59.960 --> 00:11:02.960]  撒姆爾基當中有一個三重的認許
[00:11:02.960 --> 00:11:04.040]  撒姆爾基的開始
[00:11:04.040 --> 00:11:05.080]  撒姆爾基的中間
[00:11:05.080 --> 00:11:07.440]  撒姆爾基的結束
[00:11:07.440 --> 00:11:11.200]  告訴我們這個認許指向的是大衛的後裔
[00:11:11.200 --> 00:11:15.280]  大衛之子指向的是獨一的救主
[00:11:15.280 --> 00:11:16.800]  耶穌基督
[00:11:16.800 --> 00:11:22.600]  耶穌是上帝所認許的大衛之子
[00:11:22.600 --> 00:11:25.560]  按照上帝和大衛的盟約
[00:11:25.560 --> 00:11:29.880]  上帝和大衛作了一個盟約
[00:11:29.880 --> 00:11:32.520]  他說你的將來有一個後裔
[00:11:32.520 --> 00:11:34.040]  他來要做兩件事
[00:11:34.040 --> 00:11:35.200]  做什麼事
[00:11:35.200 --> 00:11:36.680]  他說你這個盟約
[00:11:36.680 --> 00:11:38.480]  這個兒子來的時候
[00:11:38.480 --> 00:11:39.560]  要為我做兩件事
[00:11:39.560 --> 00:11:40.960]  第一他要建造聖殿
[00:11:40.960 --> 00:11:43.280]  他要為我建造聖殿
[00:11:43.280 --> 00:11:46.280]  第二他要建立我的國度
[00:11:46.280 --> 00:11:49.320]  建造一個真正的聖殿
[00:11:49.320 --> 00:11:53.040]  堅定一個永遠的國度
[00:11:53.040 --> 00:11:54.440]  如果你記得
[00:11:54.440 --> 00:11:56.560]  這個後裔不是鎖了門
[00:11:56.560 --> 00:11:58.880]  因為鎖了門聰明的不是見聖殿
[00:11:58.880 --> 00:12:01.120]  而是見自己的皇宮
[00:12:01.120 --> 00:12:03.640]  他花了十三年見自己的皇宮
[00:12:03.640 --> 00:12:07.280]  隨便的七年去見上帝的聖殿
[00:12:07.280 --> 00:12:09.960]  鎖了門和沒有堅定國度
[00:12:09.960 --> 00:12:12.120]  鎖了門將國度分裂
[00:12:12.120 --> 00:12:15.360]  因為他愛很多的外邦女子
[00:12:15.360 --> 00:12:19.480]  因為他敬拜外邦的假神
[00:12:19.480 --> 00:12:22.800]  如果你覺得這個圖表太過複雜
[00:12:22.800 --> 00:12:24.840]  我們可以將它簡化一樣
[00:12:24.840 --> 00:12:26.800]  做一點簡化
[00:12:26.800 --> 00:12:28.040]  我們可以這樣說
[00:12:28.040 --> 00:12:33.400]  耶穌來為要承傳第八條誡命
[00:12:33.400 --> 00:12:36.440]  如何去承傳這個第八條誡命
[00:12:36.440 --> 00:12:38.960]  通過聖殿的建造
[00:12:38.960 --> 00:12:41.720]  通過天國的降臨
[00:12:41.720 --> 00:12:42.760]  怎樣可以這樣說呢
[00:12:42.760 --> 00:12:43.840]  你想想
[00:12:43.840 --> 00:12:45.960]  不可偷渡的反面
[00:12:45.960 --> 00:12:48.720]  或者不可偷渡的正面是什麼呢
[00:12:48.720 --> 00:12:50.920]  不可偷渡上帝的敬拜
[00:12:50.920 --> 00:12:53.520]  你將它反過來或者正面回來
[00:12:53.520 --> 00:12:54.600]  是什麼呢
[00:12:54.600 --> 00:12:57.480]  不可偷渡的正面就是
[00:12:57.480 --> 00:13:01.080]  要有一所全心敬拜的聖殿
[00:13:01.080 --> 00:13:03.320]  不可偷渡的正面就是
[00:13:03.320 --> 00:13:06.160]  要有一個榮耀上帝的國度
[00:13:06.160 --> 00:13:08.240]  當你有一個真正敬拜的聖殿
[00:13:08.240 --> 00:13:10.800]  當你有一個真正榮耀上帝的國度的時候
[00:13:10.800 --> 00:13:12.840]  不可偷渡
[00:13:12.840 --> 00:13:14.200]  就成全了
[00:13:14.200 --> 00:13:15.880]  於是耶穌來
[00:13:15.880 --> 00:13:17.800]  耶穌要建一個真正的聖殿
[00:13:17.800 --> 00:13:21.600]  耶穌要建一個榮耀上帝的國度
[00:13:21.600 --> 00:13:24.320]  通過十字架
[00:13:24.320 --> 00:13:27.280]  耶穌成全了第八誡
[00:13:27.280 --> 00:13:28.160]  通過十字架
[00:13:28.160 --> 00:13:32.560]  耶穌要建立一個全人全心敬拜上帝的聖殿
[00:13:32.560 --> 00:13:33.240]  通過十字架
[00:13:33.240 --> 00:13:38.480]  上帝要建立一個榮耀上帝的國度
[00:13:38.480 --> 00:13:39.840]  從舊約的角度來講
[00:13:39.840 --> 00:13:41.360]  我們要說通過十字架
[00:13:41.360 --> 00:13:43.880]  耶穌要先將上帝的子民
[00:13:43.880 --> 00:13:45.800]  忠心上帝的子民
[00:13:45.800 --> 00:13:48.400]  從一個很黑暗的地方拯救出來
[00:13:48.400 --> 00:13:51.680]  那個黑暗的地方叫做賊窩
[00:13:51.680 --> 00:13:53.720]  但我們回到耶利米書
[00:13:53.720 --> 00:13:56.680]  大番的耶利米書第七章
[00:13:56.680 --> 00:14:01.080]  這個很重要的一段聖經
[00:14:01.080 --> 00:14:03.440]  耶利米書第七章第八節
[00:14:03.440 --> 00:14:04.320]  上帝說
[00:14:04.320 --> 00:14:09.160]  看啊!你們依靠虛荒無益的話語
[00:14:09.160 --> 00:14:11.160]  你們豈可偷渡
[00:14:11.160 --> 00:14:13.880]  殺害奸淫起假誓
[00:14:13.880 --> 00:14:15.240]  向巴的肖像
[00:14:15.240 --> 00:14:17.640]  隨從數不認識的別臣
[00:14:17.640 --> 00:14:20.480]  又來到這稱為我名下的殿
[00:14:20.480 --> 00:14:22.400]  這是耶路撒冷的聖殿
[00:14:22.400 --> 00:14:24.440]  在我面前敬拜
[00:14:24.440 --> 00:14:27.400]  然後說我們平安無事
[00:14:27.400 --> 00:14:32.440]  為了要行者一切可憎的事
[00:14:32.440 --> 00:14:37.360]  什麼叫做他們依靠虛荒無益的謊話
[00:14:37.360 --> 00:14:38.880]  什麼是虛荒無益的謊話
[00:14:38.880 --> 00:14:39.720]  上帝說
[00:14:39.720 --> 00:14:43.560]  你們所想的其實是假的
[00:14:43.560 --> 00:14:45.360]  是對於你們說無益的
[00:14:45.360 --> 00:14:48.960]  他們在想什麼虛荒無益的謊話
[00:14:48.960 --> 00:14:50.960]  就是他們終日干犯十誡
[00:14:50.960 --> 00:14:52.160]  你看這裡
[00:14:52.160 --> 00:14:55.640]  偷渡 殺害 奸淫 起假誓
[00:14:55.640 --> 00:14:57.400]  他們終日干犯十誡
[00:14:57.400 --> 00:14:59.040]  他們終日敬拜偶像
[00:14:59.040 --> 00:15:01.120]  又去向巴的肖像
[00:15:01.120 --> 00:15:04.560]  跟那些不認識的別臣去肖像
[00:15:04.560 --> 00:15:06.400]  他們做了這些邪惡的事
[00:15:06.400 --> 00:15:08.120]  耶和華說的那種渴為惡的事
[00:15:08.120 --> 00:15:11.400]  然而他們自以為
[00:15:11.400 --> 00:15:14.640]  只要他們定時回來報導
[00:15:14.640 --> 00:15:18.600]  定時回來做一些獻祭給耶和華
[00:15:18.600 --> 00:15:21.160]  定時付少少的代價
[00:15:21.160 --> 00:15:24.520]  定時用口去讚美上帝
[00:15:24.520 --> 00:15:26.160]  說幾句好話
[00:15:26.160 --> 00:15:29.040]  那麼上帝就不知道
[00:15:29.040 --> 00:15:31.400]  他們其實在拜假神
[00:15:31.400 --> 00:15:35.440]  他們以為只要他們隨便
[00:15:35.440 --> 00:15:38.040]  來到這清我名下的殿裡
[00:15:38.040 --> 00:15:40.040]  去做少少的敬拜
[00:15:40.040 --> 00:15:41.960]  上帝就沒有辦法
[00:15:41.960 --> 00:15:43.600]  上帝只可以祝福他們
[00:15:43.600 --> 00:15:45.440]  於是他們平安無事
[00:15:45.440 --> 00:15:49.400]  出入平安 大吉大利
[00:15:49.400 --> 00:15:51.920]  這種思維
[00:15:51.920 --> 00:15:55.080]  上帝說是虛荒無益的大話
[00:15:55.080 --> 00:15:57.280]  這些思維
[00:15:57.280 --> 00:15:58.920]  我可以繼續犯罪
[00:15:58.920 --> 00:16:02.800]  然後回來隨便做少少的敬拜
[00:16:02.800 --> 00:16:04.680]  是叛逆上帝的名證
[00:16:04.680 --> 00:16:08.360]  是最後審判的憑據
[00:16:08.360 --> 00:16:10.880]  最後當上帝來審判他們的時候
[00:16:10.880 --> 00:16:13.440]  上帝說你審判我什麼
[00:16:13.440 --> 00:16:15.280]  我就是審判你這件事
[00:16:15.280 --> 00:16:17.040]  你這些虛荒的懷疑
[00:16:17.040 --> 00:16:18.600]  你這些邪惡的思維
[00:16:18.600 --> 00:16:22.400]  你以為你出去拜假神
[00:16:22.400 --> 00:16:24.200]  追隨這個世界 愛這個世界
[00:16:24.200 --> 00:16:27.080]  然後定時回來
[00:16:27.080 --> 00:16:28.760]  坐兩小時
[00:16:28.760 --> 00:16:30.800]  就可以得到我的赦免
[00:16:30.800 --> 00:16:32.360]  得到我的保守
[00:16:32.360 --> 00:16:34.520]  完全不是
[00:16:34.520 --> 00:16:37.520]  這種人他心中無神
[00:16:37.520 --> 00:16:40.600]  他作一個虛假的敬拜
[00:16:40.600 --> 00:16:42.600]  他以為手作奉獻
[00:16:42.600 --> 00:16:47.560]  就可以拿到一個免死的金牌
[00:16:47.560 --> 00:16:49.880]  有沒有想過有這種人
[00:16:49.880 --> 00:16:51.640]  我們說這個是該引之嫁
[00:16:51.640 --> 00:16:54.480]  該引是一個怎樣的敬拜者
[00:16:54.480 --> 00:16:55.720]  他敬不敬拜 敬拜的
[00:16:55.720 --> 00:16:57.840]  該引是奉獻者
[00:16:57.840 --> 00:16:59.480]  不過他隨便
[00:16:59.480 --> 00:17:02.560]  隨便 他不是全心全意去敬拜上帝
[00:17:02.560 --> 00:17:06.400]  他是拿他裏面的財產的一部份
[00:17:06.400 --> 00:17:07.840]  拿少少給上帝
[00:17:07.840 --> 00:17:13.840]  然後假設他就可以拿到這個免死的金牌
[00:17:13.840 --> 00:17:17.280]  完全不知道上帝的聖潔
[00:17:17.280 --> 00:17:19.960]  不知道上帝的憤怒
[00:17:19.960 --> 00:17:23.240]  這個想起昨天早上我有個朋友
[00:17:23.240 --> 00:17:27.160]  他WhatsApp了我一個講道的片段
[00:17:27.160 --> 00:17:30.240]  是一位美國牧師所講的
[00:17:30.240 --> 00:17:32.920]  我想播放少少給大家聽
[00:17:32.920 --> 00:17:34.040]  就是一分鐘而已
[00:17:34.040 --> 00:17:35.440]  先聽英文的
[00:17:35.440 --> 00:17:39.400]  然後我幫你做少少的翻譯
[00:17:47.320 --> 00:17:50.320]  英文字幕由 Amara.org 社群提供
[00:18:18.280 --> 00:18:21.280]  英文字幕由 Amara.org 社群提供
[00:18:21.280 --> 00:18:40.800]  因為美國牧師引用了兩位
[00:18:40.800 --> 00:18:44.240]  百多年前的英國牧者
[00:18:44.240 --> 00:18:45.600]  第一個是施暴珍
[00:18:45.600 --> 00:18:50.720]  大家都會聽過他的綽號是報道王子
