
[00:00:00.000 --> 00:00:04.940]  各位好,來到我們這個Edwin,張霖哲我們稱之為
[00:01:12.440 --> 00:01:16.040]  聖誕節是一回什麼事
[00:01:16.040 --> 00:01:18.280]  我們這幾個禮拜就會去看看
[00:01:18.280 --> 00:01:21.320]  到底聖經裡面怎樣去描述
[00:01:21.320 --> 00:01:24.360]  以及怎樣去預備
[00:01:24.360 --> 00:01:27.360]  救主的降生,預備所謂聖誕
[00:01:28.240 --> 00:01:31.520]  我想有一樣心態是很重要的
[00:01:31.520 --> 00:01:33.720]  在這幾個禮拜裡面,我也鼓勵大家
[00:01:33.720 --> 00:01:34.800]  如果你有聖經的話
[00:01:34.800 --> 00:01:36.360]  應該每個人都有聖經了
[00:01:36.360 --> 00:01:37.920]  現在你有電話就有聖經,是不是
[00:01:37.920 --> 00:01:40.280]  你去聖經那裡,不妨看看
[00:01:40.280 --> 00:01:42.160]  這幾個禮拜
[00:01:42.160 --> 00:01:45.240]  福音書怎樣去描述聖誕
[00:01:45.240 --> 00:01:48.920]  特別是馬太福音和盧家福音
[00:01:48.920 --> 00:01:53.800]  都會講到一些和救主降生的事情
[00:01:53.800 --> 00:01:56.120]  但是看的時候,我需要有一個心態
[00:01:56.120 --> 00:01:57.760]  那個心態是什麼呢
[00:01:57.960 --> 00:02:01.400]  就是有一種wonder
[00:02:01.400 --> 00:02:04.400]  我們應該有一種sense of wonder
[00:02:04.400 --> 00:02:08.040]  就是有一種驚喜的感覺
[00:02:08.040 --> 00:02:12.200]  那種驚喜的感覺,不要因為每年都過聖誕節
[00:02:12.200 --> 00:02:14.200]  我們就覺得沒什麼所謂
[00:02:14.200 --> 00:02:16.160]  驚喜的感覺是什麼呢
[00:02:16.160 --> 00:02:19.640]  就是救主的降臨,一個生命的降臨
[00:02:19.640 --> 00:02:22.000]  大家有小孩的,是不是
[00:02:22.000 --> 00:02:25.200]  記不記得你第一胎在產房的時候的感覺
[00:02:25.200 --> 00:02:26.760]  有沒有wonder
[00:02:27.240 --> 00:02:28.400]  還是你很害怕
[00:02:28.400 --> 00:02:30.960]  看到血淋淋,很害怕
[00:02:30.960 --> 00:02:33.320]  抱著小孩
[00:02:33.320 --> 00:02:37.800]  你不用真正去產房,你都可以感受得到
[00:02:37.800 --> 00:02:39.400]  那種wonder
[00:02:39.400 --> 00:02:42.840]  一個新生命來到這個世間
[00:02:42.840 --> 00:02:45.560]  何況是一個神的兒子,耶穌基督
[00:02:45.560 --> 00:02:48.200]  降臨在這個世間上
[00:02:48.200 --> 00:02:52.160]  那個sense of wonder,我們再恢復
[00:02:52.160 --> 00:02:55.560]  去看看這個聖誕故事的時候,到底是一回什麼事呢
[00:02:56.040 --> 00:02:58.200]  所以這個星期,我們看看
[00:02:58.200 --> 00:03:00.960]  章臨節或者聖誕節
[00:03:00.960 --> 00:03:04.600]  聖經是怎樣描述的,特別是路加坊第一二章
[00:03:04.600 --> 00:03:06.120]  路加坊第一二章
[00:03:06.120 --> 00:03:08.840]  我們會多看一點經文
[00:03:08.840 --> 00:03:12.360]  因為我覺得到了聖誕節的時候,多讀一點經文是應該的
[00:03:12.360 --> 00:03:14.680]  不過讀之前,我們首先了解
[00:03:14.680 --> 00:03:16.760]  路加坊第一二章是在說什麼
[00:03:16.760 --> 00:03:20.400]  我首先給大家一個地圖
[00:03:20.400 --> 00:03:26.240]  這裡不是雜亂無章地去記載一些救主降生之前發生的事
[00:03:26.240 --> 00:03:29.280]  路加坊第一章開始有一個序言
[00:03:29.280 --> 00:03:33.840]  就是寫給讀者,寫給初代的基督徒
[00:03:33.840 --> 00:03:37.520]  告訴他們,耶穌基督的事情是怎樣的呢
[00:03:37.520 --> 00:03:41.840]  然後過了序言之後,一章五節到二十五節,看到嗎
[00:03:41.840 --> 00:03:44.800]  是很工整的,一對一對的
[00:03:44.800 --> 00:03:48.080]  首先他說的不是耶穌降生的事
[00:03:48.080 --> 00:03:51.280]  是施捨約翰,那個叫John the Baptist
[00:03:51.280 --> 00:03:55.440]  施捨約翰出生的一個報喜,annunciation
[00:03:55.440 --> 00:04:00.320]  然後說完這個報喜之後,就說救主耶穌基督出生的報喜
[00:04:00.320 --> 00:04:01.920]  一章二十六節到三十八節
[00:04:01.920 --> 00:04:06.080]  然後就說到兩個母親,就是施捨約翰的母親,伊利沙伯
[00:04:06.080 --> 00:04:10.080]  Elizabeth,還有耶穌的母親是誰
[00:04:10.080 --> 00:04:12.400]  瑪利亞,沒錯了,瑪利亞
[00:04:12.400 --> 00:04:19.120]  他們兩個相遇的時候,母胎怎樣驚喜,大家快出生了
[00:04:19.120 --> 00:04:23.120]  然後呢,就去到一章五十七節到八十節
[00:04:23.120 --> 00:04:26.000]  就說到約翰自己的出生
[00:04:26.000 --> 00:04:29.120]  然後有一首讚美詩在那裡
[00:04:29.120 --> 00:04:34.960]  第二章,就說到耶穌的出生,一對一對的
[00:04:34.960 --> 00:04:40.560]  然後說到主被奉獻到聖殿裡面去耶路撒哈
[00:04:40.560 --> 00:04:43.120]  接著可以有兩個老人家
[00:04:43.120 --> 00:04:50.800]  西面,Simeon和Ana,就去迎接這個出生了的救主
[00:04:50.800 --> 00:04:54.880]  然後另外一對,就去到耶穌已經長大了十二歲的時候
[00:04:54.880 --> 00:05:00.560]  主在聖殿裡面,就和律法司在聖殿當中去到有一個辯論
[00:05:00.560 --> 00:05:04.080]  那些人就很wonder,到底這個人是誰呢
[00:05:04.080 --> 00:05:08.560]  這個就是路加福音第一二章給我們的一個地圖
[00:05:08.560 --> 00:05:10.880]  正如我所說,我們多看一點經文,好嗎
[00:05:10.880 --> 00:05:14.400]  因為這些我們平日很少會看的
[00:05:14.400 --> 00:05:18.400]  聖誕節了,我們看一看聖誕節的經文
[00:05:18.400 --> 00:05:20.080]  一章第五節
[00:05:20.080 --> 00:05:25.440]  在希律作猶太王的時候,亞比亞班裡面有一個祭司
[00:05:25.440 --> 00:05:28.080]  叫做薩加里亞(Sagaraya)
[00:05:28.080 --> 00:05:33.360]  他妻子是阿倫的後代,叫做伊利沙伯(Elizabeth)
[00:05:33.360 --> 00:05:38.720]  他們兩個在上帝面前都是義人遵行主的一切誡命和條例
[00:05:38.720 --> 00:05:42.560]  沒有可指責的,只是他們沒有孩子
[00:05:42.560 --> 00:05:48.160]  因為伊利沙伯不生育,兩個人又年紀老賣了
[00:05:48.160 --> 00:05:54.240]  這裡頭一句,說希律作猶太王的時候
[00:05:54.240 --> 00:05:58.160]  這個不是純粹歷史新聞報導那麼簡單
[00:05:58.160 --> 00:06:02.720]  因為那些人聽到希律,這個是大希律叫做Herald the Great
[00:06:02.720 --> 00:06:06.240]  聽到這個名字的時候,不是純粹一個歷史人不是那麼簡單
[00:06:06.240 --> 00:06:10.640]  他會想起當時的政局,或者當時的情況會是怎樣
[00:06:10.640 --> 00:06:17.760]  或者像今天這樣,如果我們說在希特拉執政的時候
[00:06:17.760 --> 00:06:22.480]  發生這樣的事,你就知道發生了什麼事了
[00:06:22.480 --> 00:06:26.320]  很不妙,很差的情況
[00:06:26.320 --> 00:06:31.360]  這裡希律作猶太王的時候,就是一句這樣的說話
[00:06:31.360 --> 00:06:34.560]  因為大希律是什麼時候作猶太人的王呢?
[00:06:34.560 --> 00:06:39.360]  他在主前四十到四年的時間,大概有幾十年
[00:06:39.360 --> 00:06:43.520]  他就是鐵拳掌管這個猶太人的地方
[00:06:43.520 --> 00:06:50.880]  他在羅馬京都上京的時候,他就得到羅馬議會的任命
[00:06:50.880 --> 00:06:53.760]  回去巴勒斯坦地來作王
[00:06:53.760 --> 00:07:00.240]  然後打了幾年仗之後,他就把之前那個皇朝,叫做馬加比皇朝
[00:07:00.240 --> 00:07:03.600]  把那個末代的皇子都摧毀了
[00:07:03.600 --> 00:07:09.680]  然後他就執掌猶太人地方的政權
[00:07:09.680 --> 00:07:18.480]  我們今天提起大希律的時候,我們就說他是一個最偉大的建築家
[00:07:18.480 --> 00:07:21.520]  因為留下很多很多的東西給我們看,是不是?
[00:07:21.520 --> 00:07:28.080]  馬薩大,耶路撒冷,聖殿,很多龐大偉大的建築
[00:07:28.080 --> 00:07:31.680]  我們今天就覺得這些是打卡的地方
[00:07:31.680 --> 00:07:35.040]  但是當時的人是不會打卡的
[00:07:35.040 --> 00:07:38.960]  當時是被捕虐的時候
[00:07:38.960 --> 00:07:43.280]  有誰幫他建這些東西?就是平民百姓,是不是?
[00:07:43.280 --> 00:07:46.640]  誰要立重稅?平民百姓,是不是?
[00:07:46.640 --> 00:07:52.640]  希律作猶太王的時候,等於希特拉執政的時候
[00:07:52.640 --> 00:07:59.360]  一個最黑暗的時候,當時的百姓恨不得把這個大希律剷除
[00:07:59.360 --> 00:08:03.520]  只不過不能夠把它剷除,生活是非常苦的
[00:08:03.520 --> 00:08:07.600]  但是你這樣看的時候,你就發現路加想講的聖誕節
[00:08:07.600 --> 00:08:14.880]  就跟我們平日想的聖誕節有蠟燭,有聖誕樹
[00:08:14.880 --> 00:08:19.200]  有沒有去單單看聖誕樹?怎麼燃點聖誕樹?有沒有?
[00:08:19.200 --> 00:08:25.520]  很漂亮,是不是?想想家裡怎麼佈置,當時不會這樣想
[00:08:25.520 --> 00:08:28.960]  在黑暗裡面,上帝有沒有作供?
[00:08:28.960 --> 00:08:30.880]  That is the question
[00:08:30.880 --> 00:08:34.080]  所以為什麼在Evan的時候,我們會點蠟燭?
[00:08:34.080 --> 00:08:37.200]  黑暗與光之間的關係
[00:08:37.200 --> 00:08:43.520]  不單止大希律作王的時候,好像希特拉作王一樣
[00:08:43.520 --> 00:08:48.480]  當時,你知道整本聖經的歷史
[00:08:48.480 --> 00:08:52.080]  當時的百姓等著上帝跟他們講話
[00:08:52.080 --> 00:08:56.960]  等了很多年,等了有四百年時間
[00:08:56.960 --> 00:09:05.600]  你想想舊約的歷史,從創世紀到最後那本書叫做《馬拉基書位》
[00:09:05.600 --> 00:09:09.280]  舊約所有的東西都講完了,到馬拉基的時候
[00:09:09.280 --> 00:09:12.800]  大概是主前三百多四百年的時候
[00:09:12.800 --> 00:09:16.720]  接著到新約,這個路加福音開始的時候
[00:09:16.720 --> 00:09:20.400]  中間隔了三四百年的時間
[00:09:20.400 --> 00:09:23.040]  這段時間我們叫它沉默時期
[00:09:23.040 --> 00:09:25.040]  Years of silence
[00:09:25.040 --> 00:09:31.040]  就是說沒有直接得到上帝的說話,沒有先知出來
[00:09:31.040 --> 00:09:33.360]  那些百姓已經等了很久
[00:09:33.360 --> 00:09:37.680]  為什麼上帝還未肯講話?
[00:09:37.680 --> 00:09:41.920]  上帝明明講過很多應許,承諾過很多的東西
[00:09:41.920 --> 00:09:47.680]  等了幾百年,四個世紀,都未出現,未有說話可以講
[00:09:47.680 --> 00:09:49.680]  到底在搞什麼?
[00:09:49.680 --> 00:09:56.240]  我不知道你跟神的關係有時會不會有這樣的掙扎
[00:09:56.240 --> 00:09:58.320]  上帝在搞什麼?
[00:09:58.320 --> 00:10:00.800]  上帝在做什麼?
[00:10:00.800 --> 00:10:05.760]  或者你想想以前你心裡經歷過一些低谷
[00:10:05.760 --> 00:10:09.360]  或者一些所謂的沉默時期
[00:10:09.360 --> 00:10:11.520]  不知道上帝在做什麼
[00:10:11.520 --> 00:10:14.080]  你回首一看的時候才明白
[00:10:14.080 --> 00:10:16.080]  原來上帝在做這件事
[00:10:16.080 --> 00:10:18.720]  但當時你不會這樣想,對吧?
[00:10:18.720 --> 00:10:22.080]  這個就是當時猶太人百姓的心境
[00:10:22.080 --> 00:10:23.520]  等了四百年
[00:10:23.520 --> 00:10:26.480]  但現在是2023年,對吧?
[00:10:26.480 --> 00:10:29.360]  你倒數四百年
[00:10:29.360 --> 00:10:33.120]  這個地方是什麼地方?
[00:10:33.120 --> 00:10:35.760]  美國都未在地圖上
[00:10:35.760 --> 00:10:41.440]  四百年,當時猶太人或者神的百姓就是在等這件事
[00:10:41.440 --> 00:10:44.960]  就在這時候,盧家芳說什麼呢?
[00:10:44.960 --> 00:10:48.320]  就介紹兩個人出來,兩個老人家
[00:10:48.320 --> 00:10:51.280]  薩加利亞和他的太太伊莉莎白
[00:10:51.280 --> 00:10:52.800]  這兩個是什麼人呢?
[00:10:52.800 --> 00:10:54.800]  是祭司家族的人
[00:10:54.800 --> 00:10:58.880]  說他們是無可指責,不代表他們是完美的人
[00:10:58.880 --> 00:11:05.840]  而是代表他們的承諾,對上帝的忠誠是不計較的
[00:11:05.840 --> 00:11:10.080]  傳言的忠誠去侍奉主的
[00:11:10.080 --> 00:11:12.960]  由他們年輕到他們年老
[00:11:12.960 --> 00:11:16.960]  都是一路忠誠去侍奉主的
[00:11:16.960 --> 00:11:18.960]  無可指責
[00:11:18.960 --> 00:11:21.680]  還有呢?
[00:11:21.680 --> 00:11:26.800]  接著就說了一句話就是不生育和年紀老邁
[00:11:26.800 --> 00:11:34.320]  這個就和當時的社會應該會感覺到那種感覺
[00:11:34.320 --> 00:11:37.600]  你回到當年古代的時候
[00:11:37.600 --> 00:11:39.440]  不生育、年老
[00:11:39.440 --> 00:11:42.640]  這些是社會羞恥
[00:11:42.640 --> 00:11:47.760]  你不生育就沒有盼望,也在社會裡面是沒有地位
[00:11:47.760 --> 00:11:52.560]  你記得舊約聖經裡面,經常都有這些不生育的故事
[00:11:52.560 --> 00:11:58.640]  我們有時候想起的時候就奇怪,為什麼每個人都生不了孩子呢?
[00:11:58.640 --> 00:12:04.640]  你記得阿巴罕的太太撒拉,不生育
[00:12:04.640 --> 00:12:08.880]  以撒的太太尼伯加,不生育
[00:12:08.880 --> 00:12:14.160]  雅各太太拉結,不生育
[00:12:14.160 --> 00:12:17.200]  舊約裡面經常有這些故事
[00:12:17.200 --> 00:12:20.160]  不生育的時候,怎麼辦?
[00:12:20.160 --> 00:12:24.240]  在人的角度來看,不生育就是死路一條
[00:12:24.240 --> 00:12:27.760]  死路一條
[00:12:27.760 --> 00:12:31.920]  就好像上帝在生命裡面的計劃已經停了
[00:12:31.920 --> 00:12:38.320]  上帝再不搞你,你沒什麼參與了
[00:12:38.320 --> 00:12:41.280]  正是這個時候,聖經就說
[00:12:41.280 --> 00:12:46.240]  等一下,開始有轉變
[00:12:46.240 --> 00:12:51.680]  在不生育的時候,上帝的計劃是否繼續向前呢?
[00:12:51.680 --> 00:12:54.160]  第八節
[00:12:54.160 --> 00:12:57.680]  撒吉尼就按班次,祭司嘛,按班次
[00:12:57.680 --> 00:13:00.400]  在上帝面前執行祭司的職務
[00:13:00.400 --> 00:13:03.600]  照祭司的規矩,抽籤
[00:13:03.600 --> 00:13:06.640]  進入主的殿裡面燒香
[00:13:06.640 --> 00:13:11.760]  燒香的時候,眾百姓在外面去禱告
[00:13:11.760 --> 00:13:15.120]  當時的聖殿,是有很多事情要做的
[00:13:15.120 --> 00:13:20.720]  就像今天教會那樣,今天你進來做了什麼?
[00:13:20.720 --> 00:13:25.600]  吃東西,喝咖啡,聊幾句,坐在那裡
[00:13:25.600 --> 00:13:30.160]  結束聚會,出去等垃圾,然後走
[00:13:30.160 --> 00:13:33.280]  其實裡面有很多事情要做的
[00:13:33.280 --> 00:13:38.080]  有很多人在預備東西,聖殿也是一樣
[00:13:38.080 --> 00:13:41.840]  百姓去到聖殿敬拜的時候,不是純粹去奉獻一件事
[00:13:41.840 --> 00:13:43.680]  或者祭生等等
[00:13:43.680 --> 00:13:48.000]  他們知道聖殿的運作是很複雜的
[00:13:48.000 --> 00:13:50.240]  裡面有很多很多東西要去預備的
[00:13:50.240 --> 00:13:56.160]  撒吉尼就是祭司班次裡面其中一個的小祭司
[00:13:56.160 --> 00:14:00.400]  當時的祭司分二十四班,有二十四個團隊
[00:14:00.400 --> 00:14:08.080]  每個團隊可以在聖殿裡面做兩次
[00:14:08.080 --> 00:14:16.160]  並且誰可以進去聖所裡面,去燒香,就要抽籤
[00:14:16.160 --> 00:14:20.880]  如果不是你班次,你不用侍奉的時候,你去做什麼?
[00:14:20.880 --> 00:14:23.440]  你回家耕田
[00:14:23.440 --> 00:14:28.320]  到你的時候你就on call,你離開你的本鄉
[00:14:28.320 --> 00:14:30.880]  或者在耶路撒冷附近,或者在耶利哥
[00:14:30.880 --> 00:14:34.720]  你記得耶穌有一個故事,講很撒馬利人的比喻
[00:14:34.720 --> 00:14:39.200]  從耶路撒冷下耶利哥,有祭司有利美人下去
[00:14:39.200 --> 00:14:43.680]  當時有很多的祭司住在耶利哥
[00:14:43.680 --> 00:14:47.520]  所以他們到班次的時候,到我們了
[00:14:47.520 --> 00:14:50.720]  我們就要上到耶路撒冷準備
[00:14:50.720 --> 00:14:54.960]  誰可以進去燒香,就要抽籤
[00:14:54.960 --> 00:14:58.800]  當時的祭司,我們知道大概有多少個
[00:14:58.800 --> 00:15:02.640]  大家聽清楚,有一萬八千個祭司
[00:15:02.640 --> 00:15:06.480]  一萬八千個,計算在一起這麼多的班次
[00:15:06.480 --> 00:15:09.280]  還有那些僕人、美人等等
[00:15:09.280 --> 00:15:14.160]  如果你說撒加利亞可以抽籤,中了
[00:15:14.160 --> 00:15:17.760]  然後可以進去聖所裡面燒香的話
[00:15:17.760 --> 00:15:21.840]  幾乎是中落透彩票
[00:15:21.840 --> 00:15:25.680]  是不是? 可能一輩子都沒試過
[00:15:25.680 --> 00:15:29.520]  現在年老的時候,突然間就抽中它
[00:15:29.520 --> 00:15:34.640]  上上籤,它可以進去
[00:15:34.640 --> 00:15:38.480]  你想想那個心境是怎樣
[00:15:38.480 --> 00:15:42.320]  我們教會有一萬八千個牧師
[00:15:42.320 --> 00:15:44.880]  每人按班次講道
[00:15:44.880 --> 00:15:50.000]  並不是真的輪流地講,要抽籤
[00:15:50.000 --> 00:15:54.400]  抽到你講道的時候,會不會很興奮呢?
[00:15:54.400 --> 00:15:56.960]  還是會覺得很麻煩呢?
[00:15:56.960 --> 00:16:00.000]  不要搞我,I don't know
[00:16:00.000 --> 00:16:02.800]  撒加利亞就是抽到
[00:16:02.800 --> 00:16:06.000]  幾乎我想它是死之前唯一一次
[00:16:06.000 --> 00:16:10.880]  做一個祭司,我想作為一個祭司,進到耶路撒的聖殿
[00:16:10.880 --> 00:16:13.360]  一個這麼堂皇的一個地方
[00:16:13.360 --> 00:16:17.120]  能夠在聖殿裡面燒香
[00:16:17.120 --> 00:16:24.800]  獻上香,我想都可以是不枉此生
[00:16:24.800 --> 00:16:27.120]  主的殿裡面燒香
[00:16:27.120 --> 00:16:32.720]  主的殿在猶太人的世界裡面
[00:16:32.720 --> 00:16:36.320]  主的殿就好像美國總統的白宮那樣
[00:16:36.320 --> 00:16:40.160]  因為上帝掌皇權在地上作功
[00:16:40.160 --> 00:16:42.720]  他的situation room
[00:16:42.720 --> 00:16:46.320]  就是聖殿,就是耶路撒的聖殿
[00:16:46.320 --> 00:16:49.440]  你進去見這個總統
[00:16:49.440 --> 00:16:52.080]  能夠進白宮,你有沒有進過白宮?
[00:16:52.080 --> 00:16:54.800]  有誰進過?
[00:16:54.800 --> 00:16:58.960]  我?就沒有進過
[00:16:58.960 --> 00:17:00.560]  我沒有這個機會
[00:17:00.560 --> 00:17:04.480]  你想想有白宮那種情況會是怎樣,那種感受會是怎樣
[00:17:04.480 --> 00:17:08.720]  這個就是撒加利亞進去聖殿裡面
[00:17:08.720 --> 00:17:13.200]  燒香的那種情況,那種感受
[00:17:13.200 --> 00:17:16.400]  大氣類的聖殿大家應該很清楚,有很多的
[00:17:16.400 --> 00:17:18.960]  無論是發掘、研究都告訴我們
[00:17:18.960 --> 00:17:21.120]  這個地方是一個多麼堂皇的地方
[00:17:21.120 --> 00:17:24.320]  這個幾乎是整個羅馬帝國當時古代的世界
[00:17:24.320 --> 00:17:27.040]  最大的聖殿來的,有沒有聽清楚?
[00:17:27.040 --> 00:17:29.040]  是最大的聖殿
[00:17:29.040 --> 00:17:31.760]  有很多其他的廟,假神的廟
[00:17:31.760 --> 00:17:35.200]  或者奧古斯多羅馬王的廟都沒有這麼大的
[00:17:35.200 --> 00:17:38.240]  這個是最大最大的廟
[00:17:38.240 --> 00:17:44.720]  幾十個美國足球的球場的大小
[00:17:44.720 --> 00:17:49.760]  還是對猶太人的世界來說,是唯一一個地方
[00:17:49.760 --> 00:17:52.400]  唯一一個地方,敬拜神
[00:17:52.400 --> 00:17:55.920]  大氣類的聖殿
[00:17:55.920 --> 00:17:58.400]  在這幅照片,或者這個重構圖
[00:17:58.400 --> 00:18:00.880]  在橄欖山東面,猶山東面
[00:18:00.880 --> 00:18:05.360]  向西望見到的當時那個所謂Second Temple
[00:18:05.360 --> 00:18:08.240]  大氣類的聖殿
[00:18:08.240 --> 00:18:10.720]  你見到那個中間坐立的有四條柱的
[00:18:10.720 --> 00:18:15.440]  那個就是聖所的地方,所謂Temple proper的地方
[00:18:15.440 --> 00:18:19.200]  其他的地方都是被人聚集
[00:18:19.200 --> 00:18:23.440]  或者露天的廣場、會場等等
[00:18:23.440 --> 00:18:26.720]  然後我們進去裡面的時候
[00:18:26.720 --> 00:18:29.680]  這個就是以色列人院
[00:18:29.680 --> 00:18:32.720]  如果我們去耶路撒亞敬拜的時候
[00:18:32.720 --> 00:18:36.000]  你是外邦人的話,你就進不了這個地方
[00:18:36.000 --> 00:18:39.200]  如果你是以色列人,都未必進得到
[00:18:39.200 --> 00:18:44.240]  如果你是婦女的話,你就在這個廟外面
[00:18:44.240 --> 00:18:47.120]  只有男士才能夠進去裡面
[00:18:47.120 --> 00:18:49.680]  你見到左下角那裡有一個平台
[00:18:49.680 --> 00:18:52.000]  那個就是一個祭壇
[00:18:52.000 --> 00:18:55.120]  那裡有一條Ram上去,那個祭壇
[00:18:55.120 --> 00:18:58.240]  然後進去四條柱那裡有一個門進去的
[00:18:58.240 --> 00:19:02.240]  那個就叫做聖所,主的殿
[00:19:02.240 --> 00:19:05.120]  裡面是長方形的一個空間
[00:19:05.120 --> 00:19:09.440]  然後再裡面就是至聖所
[00:19:09.440 --> 00:19:13.520]  這個地方就是聖所,所謂主的殿,長方形
[00:19:13.520 --> 00:19:15.360]  裡面有些什麼呢?
[00:19:15.360 --> 00:19:17.680]  簡單講一講,有一樣東西
[00:19:17.680 --> 00:19:20.640]  就是那個Manor,七燈台
[00:19:20.640 --> 00:19:23.280]  七燈台是24/7會亮的
[00:19:23.280 --> 00:19:27.360]  對面右邊,那裡有一個桌子
[00:19:27.360 --> 00:19:30.480]  有兩支棍,那個叫做陳設餅
[00:19:30.480 --> 00:19:33.040]  又是24/7有餅在那裡
[00:19:33.040 --> 00:19:37.520]  新鮮的餅,好像那些西餅店那樣
[00:19:37.520 --> 00:19:42.320]  每天早上就弄上去
[00:19:42.320 --> 00:19:45.120]  然後中間,你見到那兩個人
[00:19:45.120 --> 00:19:50.800]  有一個正方形的壇,那個就叫做香壇
[00:19:50.800 --> 00:19:52.560]  香壇是什麼意思?
[00:19:52.560 --> 00:19:57.680]  在香壇燒香,就代表上帝的子民的祈禱
[00:19:57.680 --> 00:20:01.280]  能夠,香是往什麼方向升的?
[00:20:01.280 --> 00:20:04.160]  向上,對不對?向上
[00:20:04.160 --> 00:20:07.600]  香壇點起的時候,就代表上帝的子民的祈禱
[00:20:07.600 --> 00:20:09.520]  去到上帝的面前
[00:20:09.520 --> 00:20:13.360]  燒香的時候,眾百姓在外面禱告
[00:20:13.360 --> 00:20:17.920]  你可以想像一下眾百姓在外面等什麼
[00:20:17.920 --> 00:20:20.080]  當他燒香,點著那些香的時候
[00:20:20.080 --> 00:20:22.080]  那些香就向上飄響
[00:20:22.080 --> 00:20:28.480]  然後,那些門,那些窗,那些煙就會飄到外面
[00:20:28.480 --> 00:20:33.120]  眾百姓在外面禱告的時候,他就見到一個這樣的情況
[00:20:33.120 --> 00:20:36.160]  如果你是天主教背景的
[00:20:36.160 --> 00:20:39.440]  你記得每逢天主教要選教宗的時候
[00:20:39.440 --> 00:20:41.920]  是不是燒那些煙的?
[00:20:41.920 --> 00:20:44.480]  那些主教就在那裡投票
[00:20:44.480 --> 00:20:47.280]  投完票之後,他們就弄些煙出去,是不是?
[00:20:47.280 --> 00:20:49.600]  黑色的代表什麼?
[00:20:49.600 --> 00:20:52.160]  還沒成功,是不是?還沒成功
[00:20:52.160 --> 00:20:53.760]  那就要再投過,是不是?
[00:20:53.760 --> 00:20:56.560]  接著他們又再投過的時候,終於投到了
[00:20:56.560 --> 00:21:00.080]  他們就加些化學進去,然後就變成白煙
[00:21:00.080 --> 00:21:04.560]  接著就說,OK,總之選了誰做教宗
[00:21:04.560 --> 00:21:08.320]  當然我們不會參與,我們不會去參與這些事情
[00:21:08.320 --> 00:21:10.240]  聖經也沒有說,對不對?
[00:21:10.240 --> 00:21:14.880]  但是我想你了解的情況就是這樣
[00:21:14.880 --> 00:21:17.120]  祭司進去,撒加利進去
[00:21:17.120 --> 00:21:20.720]  這些香飄上去的時候
[00:21:20.720 --> 00:21:25.200]  就代表眾百姓自己有祈禱
[00:21:25.200 --> 00:21:30.160]  得到上帝的月立,去到上帝的面前
[00:21:30.160 --> 00:21:33.360]  是一個很隆重的儀式
[00:21:33.360 --> 00:21:37.200]  也是一個很重要的時刻
[00:21:37.200 --> 00:21:38.400]  一章第十一節
[00:21:38.400 --> 00:21:40.000]  有處的一個使者
[00:21:40.000 --> 00:21:44.160]  這個我們在聖殿裡面,聖所裡面
[00:21:44.160 --> 00:21:48.400]  那個長方形的地方,只有誰在那裡?撒加利亞,是不是?
[00:21:48.400 --> 00:21:53.200]  有處的使者站在香壇的右邊,向撒加利亞顯然
[00:21:53.200 --> 00:21:57.840]  撒加利亞看見就驚慌害怕了,怕不怕?
[00:21:57.840 --> 00:21:59.520]  突然間,你去洗手間,只有你一個
[00:21:59.520 --> 00:22:02.160]  突然間,旁邊有一個人,對不對?
