
[00:00:00.000 --> 00:00:02.000]  各位訂閱者早晨 各位來賓早晨
[00:03:45.000 --> 00:03:48.000]  又或者中途退出
[00:03:48.000 --> 00:03:52.000]  但好似乎 你是用什麼心態看你這個同床
[00:03:52.000 --> 00:03:54.000]  一個很有意思的思考
[00:03:54.000 --> 00:03:58.000]  當然啦 我又回去找我女兒去了解這篇文章
[00:03:58.000 --> 00:04:01.000]  大致上都好像我剛才所講
[00:04:01.000 --> 00:04:03.000]  其實就是人生裏面充滿了很多很多東西
[00:04:03.000 --> 00:04:09.000]  你不能夠避開的 抗拒的艱難 痛苦
[00:04:09.000 --> 00:04:15.000]  但是 你用什麼眼光去看這些挑戰困難
[00:04:15.000 --> 00:04:19.000]  將會往往帶來不同的後果
[00:04:19.000 --> 00:04:23.000]  同樣 今天我想透過摩西 或者希伯來孫
[00:04:23.000 --> 00:04:26.000]  這三個恩著信的故事
[00:04:26.000 --> 00:04:33.000]  來去演繹一下決心和行動背後選擇的意義
[00:04:33.000 --> 00:04:37.000]  由我們齊同心來祈禱
[00:04:37.000 --> 00:04:39.000]  祈求你的聖靈臨在
[00:04:39.000 --> 00:04:44.000]  讓我們在當中給你的話語啟發
[00:04:44.000 --> 00:04:47.000]  讓我們更好的去反照我們的生命
[00:04:47.000 --> 00:04:51.000]  更好的來影響你的挑戰 影響你的笑命
[00:04:51.000 --> 00:04:55.000]  以致我們在今天 在我們崗位上為你作美好的見證
[00:04:55.000 --> 00:04:57.000]  更好的榮耀主明
[00:04:57.000 --> 00:05:01.000]  我們祈禱奉耶穌基督聖命祈求 阿門
[00:05:01.000 --> 00:05:07.000]  我相信大家對於以色列人的先祖摩西都有一定的認識
[00:05:07.000 --> 00:05:10.000]  無論你是信耶穌 或者未信耶穌的人
[00:05:10.000 --> 00:05:14.000]  你都一定會聽過這個十誡的故事
[00:05:14.000 --> 00:05:19.000]  這個摩西帶領著以色列人離開埃及過紅海的故事
[00:05:19.000 --> 00:05:22.000]  我覺得應該算是家傳戶曉
[00:05:22.000 --> 00:05:27.000]  沒有人不認識 特別是在香港這個成長的地方
[00:05:27.000 --> 00:05:34.000]  我記得我爸爸當年都很遵遵諾諾地跟我說十誡裡面的明星
[00:05:34.000 --> 00:05:35.000]  我都不記得是甚麼名字
[00:05:35.000 --> 00:05:37.000]  如果你記得就是跟我爸爸差不多年紀
[00:05:37.000 --> 00:05:39.000]  不過你不要告訴我
[00:05:39.000 --> 00:05:47.000]  他很常常都 每次 TVB 每年都有聖誕節的電影
[00:05:47.000 --> 00:05:48.000]  他每次都追的
[00:05:48.000 --> 00:05:52.000]  我就說很長 差不多三小時
[00:05:52.000 --> 00:05:58.000]  但是一個很深的印象就留在他生命裡面當中
[00:05:58.000 --> 00:05:59.000]  或者對於摩西的故事
[00:05:59.000 --> 00:06:02.000]  我們大家都可能好像我爸爸那樣
[00:06:02.000 --> 00:06:05.000]  大概他很厲害
[00:06:05.000 --> 00:06:08.000]  十誡過紅海 入迦蘭
[00:06:08.000 --> 00:06:11.000]  很精彩的故事
[00:06:11.000 --> 00:06:14.000]  他的生命可能就給我們有這個形象
[00:06:14.000 --> 00:06:16.000]  很偉大的英雄
[00:06:16.000 --> 00:06:21.000]  不過 如果我們細心留意一下希伯來書的作者
[00:06:21.000 --> 00:06:24.000]  在這裡面 對於摩西的故事裡面
[00:06:24.000 --> 00:06:28.000]  他的停頓位 我覺得可能就很有意思了
[00:06:28.000 --> 00:06:33.000]  在整個恩著信的論述裡面
[00:06:33.000 --> 00:06:36.000]  來到這個部份 23至 31節
[00:06:36.000 --> 00:06:41.000]  也是整個希伯來書十一章恩著信的論述的結束
[00:06:41.000 --> 00:06:43.000]  在這個段落裡面
[00:06:43.000 --> 00:06:48.000]  我可以看到作者透過這個恩著信的理念
[00:06:48.000 --> 00:06:51.000]  讓我們看到信仰的力量
[00:06:51.000 --> 00:06:53.000]  特別在摩西的人生上面
[00:06:53.000 --> 00:06:56.000]  我們看到恩著信這個信仰的力量
[00:06:56.000 --> 00:06:58.000]  怎樣來改變了一個人的命運
[00:06:58.000 --> 00:07:03.000]  甚至乎一個民族的將來
[00:07:03.000 --> 00:07:04.000]  在這三個段落裡面
[00:07:04.000 --> 00:07:06.000]  我們可以細心留意一下
[00:07:06.000 --> 00:07:10.000]  有幾個很短的詞彙運用
[00:07:10.000 --> 00:07:13.000]  這個副詞的運用就是
[00:07:13.000 --> 00:07:17.000]  兩個不怕 兩個漢見
[00:07:17.000 --> 00:07:20.000]  而一個漢不見
[00:07:20.000 --> 00:07:24.000]  成為了這三個段落裡面一個故事的重心
[00:07:24.000 --> 00:07:26.000]  我們透過這幾個這樣的副詞
[00:07:26.000 --> 00:07:27.000]  可以理解到
[00:07:27.000 --> 00:07:30.000]  或者甚至乎去認識希伯來書的作者
[00:07:30.000 --> 00:07:34.000]  對摩西信心的肯定和讚賞
[00:07:34.000 --> 00:07:36.000]  而在這三個段落裡面
[00:07:36.000 --> 00:07:40.000]  到時候都有一個共通之處就是選擇
[00:07:40.000 --> 00:07:45.000]  怎樣選擇 帶來了什麼的結局
[00:07:45.000 --> 00:07:48.000]  第一個段落是23至26節
[00:07:48.000 --> 00:07:52.000]  這個段落是以摩西的出生和成長作為開始
[00:07:52.000 --> 00:07:56.000]  我們留意到第一個出現的不怕
[00:07:56.000 --> 00:08:00.000]  第23節裡面的最後一句就是說
[00:08:00.000 --> 00:08:02.000]  不怕王的命令
[00:08:02.000 --> 00:08:07.000]  他的父母不怕王的命令收藏了他
[00:08:07.000 --> 00:08:10.000]  摩西生於一個危難的日子當中
[00:08:10.000 --> 00:08:14.000]  埃及王下令要殺盡所有以色列的初生的嬰孩
[00:08:14.000 --> 00:08:17.000]  不過他的父母甚至乎連修生婆
[00:08:17.000 --> 00:08:21.000]  竟然能夠冒險保存了他那個幼弱的生命
[00:08:21.000 --> 00:08:25.000]  甚至乎後來他被法老的女兒
[00:08:25.000 --> 00:08:27.000]  收養成為王室的成員
[00:08:27.000 --> 00:08:30.000]  而這一段的奇妙經歷
[00:08:30.000 --> 00:08:34.000]  是用了他父母的信心來開戰出來
[00:08:34.000 --> 00:08:37.000]  當然 在往後的日子裡面
[00:08:37.000 --> 00:08:41.000]  摩西也因為堅持著自己希伯來民族的血統
[00:08:41.000 --> 00:08:45.000]  而放下了在埃及王室裡面的尊貴地位
[00:08:45.000 --> 00:08:48.000]  所以希伯來書的作者
[00:08:48.000 --> 00:08:51.000]  在第26節裡面用了一個這樣的形容
[00:08:51.000 --> 00:08:54.000]  又說他把維尼塞亞受凌辱
[00:08:54.000 --> 00:08:57.000]  看得比埃及的財寶更寶貴
[00:08:57.000 --> 00:09:01.000]  因為他賞望所要得其賞賜
[00:09:01.000 --> 00:09:04.000]  在這裡有一個很特別的形容
[00:09:04.000 --> 00:09:07.000]  希伯來書說
[00:09:07.000 --> 00:09:11.000]  尼塞亞的凌辱在摩西的眼中
[00:09:11.000 --> 00:09:14.000]  是比埃及的財物更寶貴
[00:09:14.000 --> 00:09:17.000]  那到底是什麼意思呢
[00:09:17.000 --> 00:09:19.000]  是不是摩西認為自己
[00:09:19.000 --> 00:09:20.000]  或者希伯來書的作者
[00:09:20.000 --> 00:09:23.000]  是不是認為摩西所做的事
[00:09:23.000 --> 00:09:27.000]  就等同尼塞亞的事呢
[00:09:27.000 --> 00:09:30.000]  在這個問題上面
[00:09:30.000 --> 00:09:34.000]  有色情學者做了一個研究和理解
[00:09:34.000 --> 00:09:38.000]  為什麼希伯來書把摩西的選擇
[00:09:38.000 --> 00:09:40.000]  連上了尼塞亞
[00:09:40.000 --> 00:09:43.000]  是不是就是和基督有關呢
[00:09:43.000 --> 00:09:48.000]  如果我們先從原文去理解這句說話的時候
[00:09:48.000 --> 00:09:52.000]  我們就發現到理解裡面有兩個向導
[00:09:52.000 --> 00:09:54.000]  按照聖經學者的見解
[00:09:54.000 --> 00:09:57.000]  希伯來書的作者是借著
[00:09:57.000 --> 00:10:00.000]  《尼塞亞書》六十三章九節裡面的論述
[00:10:00.000 --> 00:10:03.000]  來將昔日上帝的子民受苦
[00:10:03.000 --> 00:10:08.000]  是等同尼塞亞受苦作為理據
[00:10:08.000 --> 00:10:12.000]  就是說在本節裡面為尼塞亞受凌辱
[00:10:12.000 --> 00:10:15.000]  我們需要從希臘文的表達
[00:10:15.000 --> 00:10:19.000]  和其他的經文來了解原本的意思
[00:10:19.000 --> 00:10:21.000]  如果按照《尼塞亞書》來說
[00:10:21.000 --> 00:10:24.000]  由第六十三章的七節至九節裡面
[00:10:24.000 --> 00:10:25.000]  有這樣的論述
[00:10:25.000 --> 00:10:28.000]  他說 我要照耶和華一切所賜給我們的
[00:10:28.000 --> 00:10:31.000]  並他憑憐憫與豐盛的慈愛
[00:10:31.000 --> 00:10:33.000]  所賜給以色列家的大恩
[00:10:33.000 --> 00:10:35.000]  述說他的慈愛和美德
[00:10:35.000 --> 00:10:39.000]  他說 他們承現是我的百姓
[00:10:39.000 --> 00:10:43.000]  未行虛假的子民
[00:10:43.000 --> 00:10:55.000]  這裡將子民和上帝賜予的「他」放在一起
[00:10:55.000 --> 00:10:57.000]  關係放好了
[00:10:57.000 --> 00:11:01.000]  然後這樣他就作了他們的救主
[00:11:01.000 --> 00:11:03.000]  這個「他」就是那個委派者
[00:11:03.000 --> 00:11:04.000]  那個受高者
[00:11:04.000 --> 00:11:06.000]  他們在一切苦難當中
[00:11:06.000 --> 00:11:08.000]  他也同受苦難
[00:11:08.000 --> 00:11:12.000]  這個受高者和這個百姓一同受苦
[00:11:12.000 --> 00:11:14.000]  是否都有一個關係
[00:11:14.000 --> 00:11:16.000]  而且在他面前的使者拯救他們
[00:11:16.000 --> 00:11:18.000]  他以慈愛和憐憫救贖他們
[00:11:18.000 --> 00:11:22.000]  在古時的日子事上抱他們背他們
[00:11:22.000 --> 00:11:24.000]  以塞亞書六十三章這個段落
[00:11:24.000 --> 00:11:28.000]  就將這個上帝的子民
[00:11:28.000 --> 00:11:32.000]  和這位受高者放在一起
[00:11:32.000 --> 00:11:34.000]  大家一同受苦
[00:11:34.000 --> 00:11:37.000]  一同受榮耀的關係
[00:11:37.000 --> 00:11:42.000]  這個就是整個的關鍵
[00:11:42.000 --> 00:11:47.000]  這個承傳著塞亞書六十三章的論述
[00:11:47.000 --> 00:11:49.000]  落到羅馬書十五章裏面
[00:11:49.000 --> 00:11:52.000]  保羅同樣帶著這種的觀念
[00:11:52.000 --> 00:11:55.000]  羅馬書十五章第三節裏面也這樣說
[00:11:55.000 --> 00:11:58.000]  因為基督不求自己的喜悅
[00:11:58.000 --> 00:12:00.000]  如經上所記
[00:12:00.000 --> 00:12:04.000]  慾罵你的人的慾罵都落在我身上
[00:12:04.000 --> 00:12:08.000]  在保羅眼中有看耶穌基督
[00:12:08.000 --> 00:12:13.000]  和這個百姓的關係一起
[00:12:13.000 --> 00:12:15.000]  耶穌基督受的凌辱
[00:12:15.000 --> 00:12:19.000]  等同著這個百姓受的凌辱
[00:12:19.000 --> 00:12:21.000]  所以在這個關係之下
[00:12:21.000 --> 00:12:26.000]  希伯雷書的作者就將摩西受的凌辱
[00:12:26.000 --> 00:12:31.000]  和基督受的凌辱相同
[00:12:31.000 --> 00:12:33.000]  這個就是他的演繹
[00:12:33.000 --> 00:12:37.000]  也就是說耶穌基督摩西
[00:12:37.000 --> 00:12:43.000]  昔日受的凌辱被唾罵、被排擠、被背叛
[00:12:43.000 --> 00:12:48.000]  同樣耶穌基督也是一樣的經過
[00:12:48.000 --> 00:12:53.000]  不過他將整個的次序擺一擺位之後
[00:12:53.000 --> 00:13:02.000]  來凸顯出摩西的選擇裏面背後的張力
[00:13:02.000 --> 00:13:07.000]  摩西看到上帝的榮耀
[00:13:07.000 --> 00:13:12.000]  高於埃及安逸生活
[00:13:12.000 --> 00:13:19.000]  尊貴皇位的生活的榮耀、好處
[00:13:19.000 --> 00:13:22.000]  他堅持下去
[00:13:22.000 --> 00:13:25.000]  一個不簡單的堅持
[00:13:25.000 --> 00:13:28.000]  是因為他看到的是上帝的榮耀
[00:13:28.000 --> 00:13:32.000]  而他心裏面盼望的是他自己的民族
[00:13:32.000 --> 00:13:35.000]  他自己的百姓來獲得拯救
[00:13:35.000 --> 00:13:38.000]  這是他自己心裏面的願望
[00:13:38.000 --> 00:13:40.000]  當他認定了這個目標之後
[00:13:40.000 --> 00:13:44.000]  認定了上帝給他這份呼召的時候
[00:13:44.000 --> 00:13:47.000]  他就放下了個人的安逸生活
[00:13:47.000 --> 00:13:50.000]  來選擇跟從上帝的呼召
[00:13:50.000 --> 00:13:55.000]  接受了帶領以色列人的職事
[00:13:55.000 --> 00:13:59.000]  在這段落裏面的摩西故事的重點
[00:13:59.000 --> 00:14:03.000]  落在一個不怕受苦的心態上
[00:14:03.000 --> 00:14:05.000]  在做選擇的時候
[00:14:05.000 --> 00:14:09.000]  摩西選擇了為上帝受苦
[00:14:09.000 --> 00:14:12.000]  因為他認定這個是有永恆價值的
[00:14:12.000 --> 00:14:16.000]  雖然這個決定帶來他很多的艱難
[00:14:16.000 --> 00:14:19.000]  有壓迫、有困難
[00:14:19.000 --> 00:14:24.000]  但是他帶著一份信念就是上帝會保護他的
[00:14:24.000 --> 00:14:26.000]  他跟上帝的相遇
[00:14:26.000 --> 00:14:31.000]  一直一直引導他跟上帝的互動
[00:14:31.000 --> 00:14:34.000]  讓他在生活當中體會到上帝的真實
[00:14:34.000 --> 00:14:37.000]  體會到上帝的大能
[00:14:37.000 --> 00:14:43.000]  這就是在信任當中形成的一份親密關係
[00:14:43.000 --> 00:14:48.000]  就好像我在行山的時候遇到的難題
[00:14:48.000 --> 00:14:52.000]  我需要信任我朋友的意見
[00:14:52.000 --> 00:14:54.000]  要拉筋,痛也要拉筋
[00:14:54.000 --> 00:14:56.000]  他還告訴你很痛的
[00:14:56.000 --> 00:14:58.000]  不過你一定要忍痛,越痛越好
[00:14:58.000 --> 00:15:01.000]  痛完你就舒服了
[00:15:01.000 --> 00:15:04.000]  如果你試過抽筋的時候被人拉
[00:15:04.000 --> 00:15:08.000]  你就明白我要說的難處在哪裏
[00:15:08.000 --> 00:15:11.000]  不過你可以試試找一次抽筋的機會
[00:15:11.000 --> 00:15:17.000]  要信任你的朋友
[00:15:17.000 --> 00:15:23.000]  相對來說比信任上帝可能來得更加容易
[00:15:23.000 --> 00:15:25.000]  是不是?
[00:15:25.000 --> 00:15:27.000]  因為他很具體地告訴你
[00:15:27.000 --> 00:15:29.000]  你做吧,可以與不可以
[00:15:29.000 --> 00:15:31.000]  在琴黑之間
[00:15:31.000 --> 00:15:34.000]  但是有時候在我們的信仰經驗裏面
[00:15:34.000 --> 00:15:38.000]  信上帝有時候都需要很大的耐性
[00:15:38.000 --> 00:15:41.000]  要到什麼時候呢?
[00:15:41.000 --> 00:15:43.000]  上帝你有沒有聽我祈禱呢?
[00:15:43.000 --> 00:15:45.000]  很多很多的掙扎
[00:15:45.000 --> 00:15:49.000]  所以換言之,你要信任的對象
[00:15:49.000 --> 00:15:51.000]  那個對象是哪一位
[00:15:51.000 --> 00:15:54.000]  就變得很重要了
[00:15:54.000 --> 00:15:56.000]  行山的時候有我這位朋友
[00:15:56.000 --> 00:15:58.000]  我就很有放心了
[00:15:58.000 --> 00:16:01.000]  因為他齊齊所有的東西
[00:16:01.000 --> 00:16:06.000]  在這一刻我沒有辦法不信任他
[00:16:06.000 --> 00:16:09.000]  但是在我們的信仰歷程裏面
[00:16:09.000 --> 00:16:12.000]  有時候我們怎樣去跟隨上帝
[00:16:12.000 --> 00:16:17.000]  往往都會被我們自己個人的經驗影響著
[00:16:17.000 --> 00:16:19.000]  阻礙著
[00:16:19.000 --> 00:16:22.000]  怎樣能夠去突破
[00:16:22.000 --> 00:16:24.000]  一點都不容易
[00:16:24.000 --> 00:16:26.000]  特別在艱難當中
[00:16:26.000 --> 00:16:30.000]  我們把心一橫的勇氣
[00:16:30.000 --> 00:16:35.000]  往往都能夠去推動我們進入堅持當中
[00:16:35.000 --> 00:16:38.000]  跟隨裏面
[00:16:38.000 --> 00:16:42.000]  摩西在這個段落裏面
[00:16:42.000 --> 00:16:44.000]  或者希伯羅書的作者在第一個段落裏面
[00:16:44.000 --> 00:16:46.000]  講了第一個不怕
[00:16:46.000 --> 00:16:48.000]  不怕黃的命令
[00:16:48.000 --> 00:16:54.000]  由勇敢進入到決心
[00:16:54.000 --> 00:16:55.000]  而第二個段落裏面
[00:16:55.000 --> 00:16:58.000]  我們看到27至29節
[00:16:58.000 --> 00:17:01.000]  就在講摩西自己本人面對壓力
[00:17:01.000 --> 00:17:06.000]  前面的引子裏面強調了父母的不怕
[00:17:06.000 --> 00:17:09.000]  現在輪到摩西自己的不怕
[00:17:09.000 --> 00:17:10.000]  他不怕什麼
[00:17:10.000 --> 00:17:13.000]  不怕黃的憤怒
[00:17:13.000 --> 00:17:14.000]  在這個段落裏面
[00:17:14.000 --> 00:17:16.000]  所要呈現出來的故事
[00:17:16.000 --> 00:17:20.000]  就是摩西怎樣跟法老周旋的故事
[00:17:20.000 --> 00:17:22.000]  而這個不怕黃的憤怒
[00:17:22.000 --> 00:17:26.000]  就將摩西跟法老之間的衝突拉近很多
[00:17:26.000 --> 00:17:30.000]  是面對面的一個感覺
[00:17:30.000 --> 00:17:31.000]  而不怕黃的憤怒
[00:17:31.000 --> 00:17:34.000]  也同樣讓我們回想昔日
[00:17:34.000 --> 00:17:36.000]  摩西要出埃及的時候
[00:17:36.000 --> 00:17:39.000]  去跟法老周旋的經過
[00:17:39.000 --> 00:17:41.000]  又放又不放
[00:17:41.000 --> 00:17:43.000]  這些反覆的經歷
[00:17:43.000 --> 00:17:44.000]  在那個日子
[00:17:44.000 --> 00:17:46.000]  在那段時間裏面
[00:17:46.000 --> 00:17:47.000]  整個大地
[00:17:47.000 --> 00:17:49.000]  無論是埃及人或者希伯羅人
[00:17:49.000 --> 00:17:52.000]  都因著這樣的反覆
[00:17:52.000 --> 00:17:54.000]  上帝跟法老之間的角力
[00:17:54.000 --> 00:17:56.000]  或者應該這樣講
[00:17:56.000 --> 00:18:00.000]  摩西跟法老之間的角力
[00:18:00.000 --> 00:18:04.000]  帶來了整個大地的痛苦
[00:18:04.000 --> 00:18:06.000]  十災的降臨
[00:18:06.000 --> 00:18:08.000]  後來紅海的經歷
[00:18:08.000 --> 00:18:11.000]  都令到摩西和以色列
[00:18:11.000 --> 00:18:16.000]  看到信心的反覆起伏
[00:18:16.000 --> 00:18:19.000]  既受到身心靈的煎熬
[00:18:19.000 --> 00:18:24.000]  也都看到勝過痛苦之後的那種喜悅
[00:18:24.000 --> 00:18:27.000]  就好像我走完山
[00:18:27.000 --> 00:18:30.000]  下山之後很開心
[00:18:30.000 --> 00:18:32.000]  可以在餐廳裏面
[00:18:32.000 --> 00:18:38.000]  享受辛勞得來的成果
[00:18:38.000 --> 00:18:41.000]  摩西來到這裏
[00:18:41.000 --> 00:18:44.000]  帶領著以色列人
[00:18:44.000 --> 00:18:48.000]  安道理可以入加南
[00:18:48.000 --> 00:18:51.000]  我相信是他一生的心願
[00:18:51.000 --> 00:18:55.000]  然而我們從歷史裏面知道
[00:18:55.000 --> 00:18:57.000]  事實並不是這樣
[00:18:57.000 --> 00:18:59.000]  希伯來書的作者
[00:18:59.000 --> 00:19:00.000]  來到這裏強調的是
[00:19:00.000 --> 00:19:03.000]  摩西怎樣勝過內心的恐懼
[00:19:03.000 --> 00:19:08.000]  和法老的威嚇
[00:19:08.000 --> 00:19:10.000]  而在這個過程裏面
[00:19:10.000 --> 00:19:13.000]  他相信上帝的能力
[00:19:13.000 --> 00:19:15.000]  比法老的能力大得多
[00:19:15.000 --> 00:19:17.000]  作者就以法老的大軍
[00:19:17.000 --> 00:19:20.000]  最後都被淹沒在紅海之中
[00:19:20.000 --> 00:19:22.000]  作為這個段落的結束
[00:19:22.000 --> 00:19:25.000]  也都成為了摩西第一個階段任務
[00:19:25.000 --> 00:19:28.000]  寫上了句號
[00:19:28.000 --> 00:19:30.000]  作者在這裏再一次用
[00:19:30.000 --> 00:19:34.000]  漢見這個字來形容摩西的信
[00:19:34.000 --> 00:19:37.000]  在第27節裏面這樣說
[00:19:37.000 --> 00:19:39.000]  他離開埃及不怕黃的憤怒
[00:19:39.000 --> 00:19:41.000]  因為他恆心忍耐
[00:19:41.000 --> 00:19:45.000]  如同漢見那不能漢見的神
[00:19:45.000 --> 00:19:48.000]  漢見那不能漢見的神
[00:19:48.000 --> 00:19:52.000]  這是多麼不簡單的一個認定
[00:19:52.000 --> 00:19:55.000]  我們看到才信
[00:19:55.000 --> 00:19:57.000]  看不到的東西
[00:19:57.000 --> 00:19:59.000]  是否要更加大的信心
[00:19:59.000 --> 00:20:01.000]  才能夠信得到
[00:20:01.000 --> 00:20:03.000]  看不到的東西
[00:20:03.000 --> 00:20:05.000]  是否要更加大的決心
[00:20:05.000 --> 00:20:08.000]  才能夠信任得到
[00:20:08.000 --> 00:20:10.000]  這個字反映了
[00:20:10.000 --> 00:20:13.000]  摩西對上帝的信任
[00:20:13.000 --> 00:20:16.000]  他用行動來回應
[00:20:16.000 --> 00:20:18.000]  對上帝的信任
[00:20:18.000 --> 00:20:21.000]  而這個在人體
[00:20:21.000 --> 00:20:24.000]  看來不可能的環境之下
[00:20:24.000 --> 00:20:28.000]  他經驗到上帝的信實
[00:20:28.000 --> 00:20:30.000]  一個平平無奇的
[00:20:30.000 --> 00:20:32.000]  一個以色列人
[00:20:32.000 --> 00:20:35.000]  面對著法老的權力
[00:20:35.000 --> 00:20:37.000]  他沒有畏縮
[00:20:37.000 --> 00:20:40.000]  他完成了這個
[00:20:40.000 --> 00:20:42.000]  歷史性的一個時刻
[00:20:42.000 --> 00:20:46.000]  歷史性的任務
[00:20:46.000 --> 00:20:51.000]  有時候往往令人大吃一驚
[00:20:51.000 --> 00:20:53.000]  這樣都可以
[00:20:53.000 --> 00:20:56.000]  然而聖經就將這個摩西的成就
[00:20:56.000 --> 00:20:58.000]  擺在這裡給我們看到
[00:20:58.000 --> 00:20:59.000]  摩西的成就
[00:20:59.000 --> 00:21:02.000]  是因為他對上帝的信任而來
[00:21:02.000 --> 00:21:03.000]  希伯來書的作者
[00:21:03.000 --> 00:21:05.000]  對摩西的兩段生命故事
[00:21:05.000 --> 00:21:07.000]  就用這個不怕
[00:21:07.000 --> 00:21:12.000]  和看見來展示出這份信心
[00:21:12.000 --> 00:21:14.000]  因為在摩西心目裡面
[00:21:14.000 --> 00:21:18.000]  上帝是他認定最珍貴的
[00:21:18.000 --> 00:21:21.000]  無可代替的
[00:21:21.000 --> 00:21:23.000]  而從歷史來看
[00:21:23.000 --> 00:21:24.000]  摩西這樣不惜一切
[00:21:24.000 --> 00:21:27.000]  去追求上帝的心意
[00:21:27.000 --> 00:21:31.000]  可能我們最終都會問一個問題
[00:21:31.000 --> 00:21:33.000]  有什麼價值呢
[00:21:33.000 --> 00:21:37.000]  得到什麼呢
[00:21:37.000 --> 00:21:38.000]  希伯來書的作者
[00:21:38.000 --> 00:21:41.000]  可能和我們一樣心中有數
[00:21:41.000 --> 00:21:44.000]  是喔 他沒有進入英去之地
[00:21:44.000 --> 00:21:46.000]  他沒有份進入迦南
[00:21:46.000 --> 00:21:48.000]  是不是很可惜
[00:21:48.000 --> 00:21:50.000]  功虧一簣
[00:21:50.000 --> 00:21:52.000]  當然我們在歷史裡面看到
[00:21:52.000 --> 00:21:53.000]  他有很多原因
[00:21:53.000 --> 00:21:55.000]  解釋他為什麼不行
[00:21:55.000 --> 00:21:56.000]  但是無論如何
[00:21:56.000 --> 00:21:58.000]  做得這麼辛苦
[00:21:58.000 --> 00:22:01.000]  沒有份
