
[00:00:00.000 --> 00:00:04.000]  今日就集中再講返邊8幅
[00:01:42.000 --> 00:01:44.000]  咁呢佢哋係將
[00:01:44.000 --> 00:01:46.000]  好多嘅經文至少摩西五經
[00:01:46.000 --> 00:01:48.000]  背落嚟
[00:01:48.000 --> 00:01:50.000]  佢哋平時常常有言經
[00:01:50.000 --> 00:01:52.000]  有能夠解經
[00:01:52.000 --> 00:01:54.000]  除咗耶穌本身好熟悉舊約聖經
[00:01:54.000 --> 00:01:56.000]  之外聽嘅人
[00:01:56.000 --> 00:01:58.000]  對舊約聖經都有一定嘅認識
[00:01:58.000 --> 00:02:00.000]  所以當佢哋聽8幅嘅每一句
[00:02:00.000 --> 00:02:02.000]  佢哋都會諗起
[00:02:02.000 --> 00:02:04.000]  舊約邊度嘅經文
[00:02:04.000 --> 00:02:06.000]  好似嘅呢
[00:02:06.000 --> 00:02:08.000]  所以8幅同舊約嘅經文
[00:02:08.000 --> 00:02:10.000]  係唔能夠分割嘅
[00:02:10.000 --> 00:02:12.000]  第三猶太人嘅福字
[00:02:12.000 --> 00:02:14.000]  係有喜樂嘅意思
[00:02:14.000 --> 00:02:16.000]  原本
[00:02:16.000 --> 00:02:18.000]  其實福字可以好多嘢解釋
[00:02:18.000 --> 00:02:20.000]  有重贊呀稱重呀
[00:02:20.000 --> 00:02:22.000]  但係另一個嘅意思
[00:02:22.000 --> 00:02:24.000]  就係講喜樂講滿足
[00:02:24.000 --> 00:02:26.000]  有人呢可以因為外在嘅
[00:02:26.000 --> 00:02:28.000]  環境而即係感到滿足
[00:02:28.000 --> 00:02:30.000]  但係有啲人呢外在嘅環境
[00:02:30.000 --> 00:02:32.000]  唔係好滿足不過佢哋心靈呢
[00:02:32.000 --> 00:02:34.000]  係滿足係喜樂
[00:02:34.000 --> 00:02:36.000]  呢個嘅福
[00:02:36.000 --> 00:02:38.000]  對當時聽嘅人嚟講
[00:02:38.000 --> 00:02:40.000]  特別係講緊係無論外在
[00:02:40.000 --> 00:02:42.000]  嗰個嘅遭遇係如何
[00:02:42.000 --> 00:02:44.000]  環境係如何就算唔係長壽
[00:02:44.000 --> 00:02:46.000]  唔係富貴係唔係康寧
[00:02:46.000 --> 00:02:48.000]  甚至可能呢
[00:02:48.000 --> 00:02:50.000]  有啲人係不得善終
[00:02:50.000 --> 00:02:52.000]  不過因著上帝嘅緣故
[00:02:52.000 --> 00:02:54.000]  都可以擁有
[00:02:54.000 --> 00:02:56.000]  人唔能夠奪去嘅
[00:02:56.000 --> 00:02:58.000]  嗰種嘅喜樂
[00:02:58.000 --> 00:03:00.000]  呢個係背景
[00:03:00.000 --> 00:03:02.000]  第一講呢仲提到八福所指嘅係啲咩呢
[00:03:02.000 --> 00:03:04.000]  八福呢特別係講唔係
[00:03:04.000 --> 00:03:06.000]  蒙福嘅人呀唔係八種蒙福嘅人
[00:03:06.000 --> 00:03:08.000]  當然中間係有講過八種
[00:03:08.000 --> 00:03:10.000]  蒙福嘅人但係呢
[00:03:10.000 --> 00:03:12.000]  佢強調嘅係從神而來嘅
[00:03:12.000 --> 00:03:14.000]  福氣呢種福氣係咩呢
[00:03:14.000 --> 00:03:16.000]  唔係講呢人嗰啲嘅
[00:03:16.000 --> 00:03:18.000]  品格態度
[00:03:18.000 --> 00:03:20.000]  而係講緊人你處喺乜嘢嘅
[00:03:20.000 --> 00:03:22.000]  境況你即係
[00:03:22.000 --> 00:03:24.000]  乜嘢嘅際遇入面
[00:03:24.000 --> 00:03:26.000]  當時用緊第三節
[00:03:26.000 --> 00:03:28.000]  同埋第五節講解呢
[00:03:28.000 --> 00:03:30.000]  乜嘢唔係態度而係
[00:03:30.000 --> 00:03:32.000]  狀態境況呢
[00:03:32.000 --> 00:03:34.000]  虛心嘅人有福了因為
[00:03:34.000 --> 00:03:36.000]  天國是他們的
[00:03:36.000 --> 00:03:38.000]  溫柔嘅人有福了因為他們
[00:03:38.000 --> 00:03:40.000]  必承受地圖
[00:03:40.000 --> 00:03:42.000]  呢度講緊唔係你虛心
[00:03:42.000 --> 00:03:44.000]  就有福係講緊
[00:03:44.000 --> 00:03:46.000]  虛心嘅人有福
[00:03:46.000 --> 00:03:48.000]  係一種點樣嘅人
[00:03:48.000 --> 00:03:50.000]  係佢處喺乜嘢嘅境況
[00:03:50.000 --> 00:03:52.000]  唔係講你做溫柔嘅
[00:03:52.000 --> 00:03:54.000]  動作就有福係講緊
[00:03:54.000 --> 00:03:56.000]  嗰個人係呀佢嘅本質
[00:03:56.000 --> 00:03:58.000]  本質唔係態度咩好似係
[00:03:58.000 --> 00:04:00.000]  好似係一種嘅品格
[00:04:00.000 --> 00:04:02.000]  好似係一種嘅態度
[00:04:02.000 --> 00:04:04.000]  但係嗰個虛心嘅人同溫柔
[00:04:04.000 --> 00:04:06.000]  嘅人強調嘅佢係處喺
[00:04:06.000 --> 00:04:08.000]  一個乜嘢嘅狀態
[00:04:08.000 --> 00:04:10.000]  佢係呈現一種點樣生命
[00:04:10.000 --> 00:04:12.000]  嘅狀態
[00:04:12.000 --> 00:04:14.000]  嗰個人嚟到去睇到
[00:04:14.000 --> 00:04:16.000]  唔係品格係行動際遇
[00:04:16.000 --> 00:04:18.000]  哀動嘅人有福了
[00:04:18.000 --> 00:04:20.000]  因為他們必得安慰
[00:04:20.000 --> 00:04:22.000]  畏受逼迫嘅人有福了
[00:04:22.000 --> 00:04:24.000]  因為天國係他們嘅
[00:04:24.000 --> 00:04:26.000]  呢度講緊嘅係行動係
[00:04:26.000 --> 00:04:28.000]  際遇即係佢係一種
[00:04:28.000 --> 00:04:30.000]  點樣嘅行動佢有哀動
[00:04:30.000 --> 00:04:32.000]  佢為咩哀動呢為佢所遭遇
[00:04:32.000 --> 00:04:34.000]  嘅事情特別係呢為人嘅
[00:04:34.000 --> 00:04:36.000]  罪嚟到哀動
[00:04:36.000 --> 00:04:38.000]  佢能夠有呢種嘅
[00:04:38.000 --> 00:04:40.000]  行動就有福
[00:04:40.000 --> 00:04:42.000]  畏受逼迫嘅人佢唔係
[00:04:42.000 --> 00:04:44.000]  追求攞苦嚟生
[00:04:44.000 --> 00:04:46.000]  專登呢即係我哋話專登
[00:04:46.000 --> 00:04:48.000]  嘅基督徒你即係走去畏
[00:04:48.000 --> 00:04:50.000]  受逼迫唔係你如果本身
[00:04:50.000 --> 00:04:52.000]  係咁樣嘅景況人哋要
[00:04:52.000 --> 00:04:54.000]  逼迫你啦好多人
[00:04:54.000 --> 00:04:56.000]  你冇做任何嘢啲人都逼迫你㗎啦
[00:04:56.000 --> 00:04:58.000]  係咪你去到即係喺嗰啲嘅
[00:04:58.000 --> 00:05:00.000]  即係伊斯蘭教嘅國家
[00:05:00.000 --> 00:05:02.000]  咁你係基督徒你冇做任何
[00:05:02.000 --> 00:05:04.000]  嘢人哋就會
[00:05:04.000 --> 00:05:06.000]  逼迫你所以你唔係刻意去追求
[00:05:06.000 --> 00:05:08.000]  畏受逼迫你係嗰種嘅
[00:05:08.000 --> 00:05:10.000]  際遇你畏受
[00:05:10.000 --> 00:05:12.000]  逼迫就有福
[00:05:12.000 --> 00:05:14.000]  因為天國是他們的
[00:05:14.000 --> 00:05:16.000]  呢個係第一講所以
[00:05:16.000 --> 00:05:18.000]  耶穌喺呢度喺八福
[00:05:18.000 --> 00:05:20.000]  裏面佢強調嘅呢
[00:05:20.000 --> 00:05:22.000]  唔係要我哋你刻意追求
[00:05:22.000 --> 00:05:24.000]  成為一個蒙福嘅人
[00:05:24.000 --> 00:05:26.000]  你要追求你要做
[00:05:26.000 --> 00:05:28.000]  一啲嘢你虛心啦
[00:05:28.000 --> 00:05:30.000]  你溫柔啦你去哀動
[00:05:30.000 --> 00:05:32.000]  啦或者你走去畏受逼迫
[00:05:32.000 --> 00:05:34.000]  佢唔係你唔使主動
[00:05:34.000 --> 00:05:36.000]  去做㗎或者你唔係叫我哋
[00:05:36.000 --> 00:05:38.000]  刻意去做嘅而係你要發言
[00:05:38.000 --> 00:05:40.000]  同埋接納自己
[00:05:40.000 --> 00:05:42.000]  如果你呈現喺人面前
[00:05:42.000 --> 00:05:44.000]  你呈現喺人面前就
[00:05:44.000 --> 00:05:46.000]  一個呢講緊呢個
[00:05:46.000 --> 00:05:48.000]  嘅虛心嘅人講貧窮
[00:05:48.000 --> 00:05:50.000]  寧性嘅貧窮或者呢
[00:05:50.000 --> 00:05:52.000]  經濟上貧窮你唔使刻意去追求
[00:05:52.000 --> 00:05:54.000]  貧窮嘅嘛你有錢就畀曬其他人
[00:05:54.000 --> 00:05:56.000]  咁我咪成為一個貧窮嘅人囉
[00:05:56.000 --> 00:05:58.000]  唔係佢唔係叫你將所有
[00:05:58.000 --> 00:06:00.000]  錢畀曬人就好似
[00:06:00.000 --> 00:06:02.000]  嗰個嘅少年嘅
[00:06:02.000 --> 00:06:04.000]  官咁咁你就有福啦唔係
[00:06:04.000 --> 00:06:06.000]  如果你係貧窮呀
[00:06:06.000 --> 00:06:08.000]  你處喺一個貧窮嘅光景
[00:06:08.000 --> 00:06:10.000]  香港有120萬
[00:06:10.000 --> 00:06:12.000]  或者依家話低咗
[00:06:12.000 --> 00:06:14.000]  100萬人呢喺
[00:06:14.000 --> 00:06:16.000]  貧窮線之下嘅你唔使專登
[00:06:16.000 --> 00:06:18.000]  跌落貧窮線㗎嘛係咪
[00:06:18.000 --> 00:06:20.000]  但係如果處喺貧窮線嗰啲人
[00:06:20.000 --> 00:06:22.000]  唔需要羞恥
[00:06:22.000 --> 00:06:24.000]  亦都唔需要害怕你係有福
[00:06:24.000 --> 00:06:26.000]  嘅咁當然佢發唔發現
[00:06:26.000 --> 00:06:28.000]  佢發唔發現佢有嘅
[00:06:28.000 --> 00:06:30.000]  係天國嘅福氣唔係屬地
[00:06:30.000 --> 00:06:32.000]  嘅福氣呢所以呢個係第一講
[00:06:32.000 --> 00:06:34.000]  如果你姐妹你
[00:06:34.000 --> 00:06:36.000]  聽過嘅咁我鼓勵呢你
[00:06:36.000 --> 00:06:38.000]  上網聽返仲有第一講
[00:06:38.000 --> 00:06:40.000]  第二講係講啲咩呢
[00:06:40.000 --> 00:06:42.000]  第二講呢我係指出咗
[00:06:42.000 --> 00:06:44.000]  其實界定七福
[00:06:44.000 --> 00:06:46.000]  八福還是九福
[00:06:46.000 --> 00:06:48.000]  有咩咁重要呀
[00:06:48.000 --> 00:06:50.000]  係呀重要㗎因為呢從中
[00:06:50.000 --> 00:06:52.000]  我哋要發現兩個重點第一
[00:06:52.000 --> 00:06:54.000]  八福呢唔係割裂
[00:06:54.000 --> 00:06:56.000]  而係一個整體如果
[00:06:56.000 --> 00:06:58.000]  呢我哋細心去睇
[00:06:58.000 --> 00:07:00.000]  嗰個嘅福我頭先話呢唔係
[00:07:00.000 --> 00:07:02.000]  強調嗰啲蒙福嘅人係強調嗰啲福氣
[00:07:02.000 --> 00:07:04.000]  嗰啲福氣係咩呀
[00:07:04.000 --> 00:07:06.000]  第一福我哋俗稱
[00:07:06.000 --> 00:07:08.000]  嘅第一福同埋第八福
[00:07:08.000 --> 00:07:10.000]  你留意重複天國
[00:07:10.000 --> 00:07:12.000]  是他們的
[00:07:12.000 --> 00:07:14.000]  睇下先下一點下一張
[00:07:14.000 --> 00:07:16.000]  佢哋要望住先得
[00:07:16.000 --> 00:07:18.000]  再下一張
[00:07:18.000 --> 00:07:20.000]  係有一段嘅經文
[00:07:20.000 --> 00:07:22.000]  嘅好冇錯
[00:07:22.000 --> 00:07:24.000]  咁你就係第三節同埋第八節
[00:07:24.000 --> 00:07:26.000]  第一福同埋第八福你見到呢
[00:07:26.000 --> 00:07:28.000]  係重複嘅所以你重複
[00:07:28.000 --> 00:07:30.000]  其實呢第九節
[00:07:30.000 --> 00:07:32.000]  第十節
[00:07:32.000 --> 00:07:34.000]  天國是他們的
[00:07:34.000 --> 00:07:36.000]  其實同第一福係重複
[00:07:36.000 --> 00:07:38.000]  即係話都仍然係得七福
[00:07:38.000 --> 00:07:40.000]  八福係邊度呀
[00:07:40.000 --> 00:07:42.000]  係第十二節嗰個福氣係咩呢
[00:07:42.000 --> 00:07:44.000]  你們在天上嘅賞賜
[00:07:44.000 --> 00:07:46.000]  係大的
[00:07:46.000 --> 00:07:48.000]  呢個係第八福
[00:07:48.000 --> 00:07:50.000]  係一個整體佢想話呢
[00:07:50.000 --> 00:07:52.000]  你都包含住
[00:07:52.000 --> 00:07:54.000]  講緊嘅福氣係咩呀
[00:07:54.000 --> 00:07:56.000]  天國嘅福氣呀裏面提到
[00:07:56.000 --> 00:07:58.000]  有六種嘅呢
[00:07:58.000 --> 00:08:00.000]  嗰六個福氣係天國福氣
[00:08:00.000 --> 00:08:02.000]  嘅一部分嚟嘅
[00:08:02.000 --> 00:08:04.000]  所以唔可以分割嘅
[00:08:04.000 --> 00:08:06.000]  逐個講得
[00:08:06.000 --> 00:08:08.000]  但係呢逐個講得嚟唔可以遠離呢個天國嘅福氣
[00:08:08.000 --> 00:08:10.000]  呢個係
[00:08:10.000 --> 00:08:12.000]  即係第一個重點跟住呢第一個重點
[00:08:12.000 --> 00:08:14.000]  係重強調八福強調嘅
[00:08:14.000 --> 00:08:16.000]  係天國嘅福氣
[00:08:16.000 --> 00:08:18.000]  八福強調嘅天國嘅福氣呢原來
[00:08:18.000 --> 00:08:20.000]  既係現在又係將來
[00:08:20.000 --> 00:08:22.000]  點解呢
[00:08:22.000 --> 00:08:24.000]  因為呢即係傳統嘅第一福同埋第八福
[00:08:24.000 --> 00:08:26.000]  即係第三節同埋
[00:08:26.000 --> 00:08:28.000]  第十節
[00:08:28.000 --> 00:08:30.000]  第十一節講到亂晒應該係第十節
[00:08:30.000 --> 00:08:32.000]  咁呢天國
[00:08:32.000 --> 00:08:34.000]  是他們的係現在式嘅
[00:08:34.000 --> 00:08:36.000]  係佢哋㗎啦咁
[00:08:36.000 --> 00:08:38.000]  中間呢就應許嘅你哋必點樣
[00:08:38.000 --> 00:08:40.000]  你哋必點樣你哋必點樣
[00:08:40.000 --> 00:08:42.000]  好似係將來㗎嘛
[00:08:42.000 --> 00:08:44.000]  但係呢種嘅將來呢唔係叫我哋
[00:08:44.000 --> 00:08:46.000]  將來先有啦咁呢種將來呢
[00:08:46.000 --> 00:08:48.000]  係講緊呢係一種永恆嘅福氣
[00:08:48.000 --> 00:08:50.000]  呢種永恆嘅福氣耶穌
[00:08:50.000 --> 00:08:52.000]  唔係叫我哋唔好理依家喎
[00:08:52.000 --> 00:08:54.000]  佢理依家係咩呢
[00:08:54.000 --> 00:08:56.000]  你要把握現在嘅機會
[00:08:56.000 --> 00:08:58.000]  呈現我哋生命嘅特質
[00:08:58.000 --> 00:09:00.000]  點樣把握現在嘅機會呀
[00:09:00.000 --> 00:09:02.000]  我哋淨係睇一至十二節係睇唔到嘅
[00:09:02.000 --> 00:09:04.000]  當我哋睇埋十三至十六節
[00:09:04.000 --> 00:09:06.000]  如果仲有啲啲印象十三至十六節
[00:09:06.000 --> 00:09:08.000]  係講咩呀
[00:09:08.000 --> 00:09:10.000]  你哋係世上嘅炎同埋光
[00:09:10.000 --> 00:09:12.000]  耶穌吩咐我哋
[00:09:12.000 --> 00:09:14.000]  你係世上嘅炎同埋光
[00:09:14.000 --> 00:09:16.000]  就有味道㗎嘛
[00:09:16.000 --> 00:09:18.000]  仲要光呢係要照喺人前
[00:09:18.000 --> 00:09:20.000]  我哋要把握機會做呢個嘅
[00:09:20.000 --> 00:09:22.000]  見證所以係現在嘅
[00:09:22.000 --> 00:09:24.000]  當我哋現在將我哋嘅
[00:09:24.000 --> 00:09:26.000]  生命特質呈現喺別人面前
[00:09:26.000 --> 00:09:28.000]  我哋唔係追求
[00:09:28.000 --> 00:09:30.000]  就要做點點點好似一個
[00:09:30.000 --> 00:09:32.000]  生命好自然嘅嚟到流露嘅時候
[00:09:32.000 --> 00:09:34.000]  我哋就係有福
[00:09:34.000 --> 00:09:36.000]  第二個重點
[00:09:36.000 --> 00:09:38.000]  第二講嘅就係講呢
[00:09:38.000 --> 00:09:40.000]  百福唔係命令而係一個宣告
[00:09:40.000 --> 00:09:42.000]  點解唔係命令而係一個宣告呢
[00:09:42.000 --> 00:09:44.000]  即係話耶穌唔係叫你哋
[00:09:44.000 --> 00:09:46.000]  你要成為一個貧窮嘅人
[00:09:46.000 --> 00:09:48.000]  你要成為一個哀動嘅人
[00:09:48.000 --> 00:09:50.000]  你要成為一個溫柔嘅人
[00:09:50.000 --> 00:09:52.000]  你要成為一個饑渴無意嘅人
[00:09:52.000 --> 00:09:54.000]  你要成為一個連戌人嘅人
[00:09:54.000 --> 00:09:56.000]  你要成為一個清心嘅人
[00:09:56.000 --> 00:09:58.000]  你要成為一個洗淫和睦嘅人
[00:09:58.000 --> 00:10:00.000]  唔係,唔再逐個講
[00:10:00.000 --> 00:10:02.000]  佢係宣告,佢係有福嘅
[00:10:02.000 --> 00:10:04.000]  直頭話畀你聽係有福嘅
[00:10:04.000 --> 00:10:06.000]  佢話乜嘢人係有福呀
[00:10:06.000 --> 00:10:08.000]  就係頭先我所講嘅
[00:10:08.000 --> 00:10:10.000]  咁呢度係用緊直譯本
[00:10:10.000 --> 00:10:12.000]  就係下一張
[00:10:12.000 --> 00:10:14.000]  就講百福呢
[00:10:14.000 --> 00:10:16.000]  唔係一個嘅命令而係一個宣告
[00:10:16.000 --> 00:10:18.000]  有福嘅人係點嘅
[00:10:18.000 --> 00:10:20.000]  有福嘅人係點嘅
[00:10:20.000 --> 00:10:24.000]  睇第三至十一節
[00:10:24.000 --> 00:10:26.000]  唔該影音嘅弟兄
[00:10:26.000 --> 00:10:28.000]  Sorry應該前一張
[00:10:28.000 --> 00:10:30.000]  對唔住呀,前一張
[00:10:30.000 --> 00:10:32.000]  再前一張
[00:10:32.000 --> 00:10:34.000]  係一種嘅宣告
[00:10:34.000 --> 00:10:36.000]  當一種宣告嘅時候
[00:10:36.000 --> 00:10:38.000]  又好似第一講所強調
[00:10:38.000 --> 00:10:40.000]  唔係要我哋追求
[00:10:40.000 --> 00:10:42.000]  虛心呀溫柔呀哀動呀饑渴呀
[00:10:42.000 --> 00:10:44.000]  唔係
[00:10:44.000 --> 00:10:48.000]  嗰種肯定
[00:10:48.000 --> 00:10:50.000]  第一呢就係
[00:10:50.000 --> 00:10:52.000]  百福強調嘅係清許
[00:10:52.000 --> 00:10:54.000]  唔係吩咐
[00:10:54.000 --> 00:10:56.000]  係一種嘅讚賞
[00:10:56.000 --> 00:10:58.000]  係一種嘅肯定
[00:10:58.000 --> 00:11:00.000]  當我哋呈現呢種生命特質嘅時候
[00:11:00.000 --> 00:11:02.000]  原來係被肯定嘅
[00:11:02.000 --> 00:11:04.000]  係被肯定嘅被講話係有福嘅
[00:11:04.000 --> 00:11:06.000]  係滿足嘅係喜樂嘅
[00:11:06.000 --> 00:11:08.000]  耶穌講有福嘅時候
[00:11:08.000 --> 00:11:10.000]  唔係淨係人
[00:11:10.000 --> 00:11:12.000]  睇嚟呢我哋內在嘅
[00:11:12.000 --> 00:11:14.000]  平安喜樂
[00:11:14.000 --> 00:11:16.000]  而係被讚賞
[00:11:16.000 --> 00:11:18.000]  第二呢係百福
[00:11:18.000 --> 00:11:20.000]  其實呢係顛覆緊呢
[00:11:20.000 --> 00:11:22.000]  人間嘅禍福觀念
[00:11:22.000 --> 00:11:24.000]  乜嘢叫做顛覆
[00:11:24.000 --> 00:11:26.000]  人間嘅禍福觀念呢
[00:11:26.000 --> 00:11:28.000]  一般人睇乜嘢係有福呀
[00:11:28.000 --> 00:11:30.000]  正常嘅人睇乜嘢係有福
[00:11:30.000 --> 00:11:32.000]  有錢咪有福囉
[00:11:32.000 --> 00:11:34.000]  長壽咪有福囉
[00:11:34.000 --> 00:11:36.000]  有名咪有福囉
[00:11:36.000 --> 00:11:38.000]  有地咪有福囉
[00:11:38.000 --> 00:11:40.000]  有名利呀各樣嘅呢啲係有福㗎囉
[00:11:40.000 --> 00:11:42.000]  尊崇你嘅你咪有福嘅囉
[00:11:42.000 --> 00:11:44.000]  但原來百福
[00:11:44.000 --> 00:11:46.000]  係顛覆咗人間嘅
[00:11:46.000 --> 00:11:48.000]  禍福觀念
[00:11:48.000 --> 00:11:50.000]  冇人諗過貧窮可以係有福嘅
[00:11:50.000 --> 00:11:52.000]  冇人諗過呢溫柔
[00:11:52.000 --> 00:11:54.000]  係咩溫柔係你
[00:11:54.000 --> 00:11:56.000]  放棄一啲嘅權利係有福嘅
[00:11:56.000 --> 00:11:58.000]  哀動
[00:11:58.000 --> 00:12:00.000]  憂傷係有福
[00:12:00.000 --> 00:12:02.000]  如果
[00:12:02.000 --> 00:12:04.000]  我喺呢個嘅第一
[00:12:04.000 --> 00:12:06.000]  第一講嘅時候
[00:12:06.000 --> 00:12:08.000]  講一套嘅
[00:12:08.000 --> 00:12:10.000]  電影 inside out
[00:12:10.000 --> 00:12:12.000]  咁呢就係反轉老朋友
[00:12:12.000 --> 00:12:14.000]  即係講緊好多人都係㗎
[00:12:14.000 --> 00:12:16.000]  唔要憂愁㗎嘛
[00:12:16.000 --> 00:12:18.000]  壓抑憂愁㗎憂愁係唔好嘅
[00:12:18.000 --> 00:12:20.000]  特別喺喪禮
[00:12:20.000 --> 00:12:22.000]  以前有教會就係唔好憂傷
[00:12:22.000 --> 00:12:24.000]  唔好難過咁引用聖經嗰字嘅經文
[00:12:24.000 --> 00:12:26.000]  但係
[00:12:26.000 --> 00:12:28.000]  適當嘅時候憂愁係需要嘅
[00:12:28.000 --> 00:12:30.000]  顛覆緊呢
[00:12:30.000 --> 00:12:32.000]  我哋世人睇貧窮
[00:12:32.000 --> 00:12:34.000]  溫柔哀動
[00:12:34.000 --> 00:12:36.000]  饑渴饑渴係有福咩
[00:12:36.000 --> 00:12:38.000]  受逼迫係有福
[00:12:38.000 --> 00:12:40.000]  唔係
[00:12:40.000 --> 00:12:42.000]  不過耶穌佢係講係呀
[00:12:42.000 --> 00:12:44.000]  呢啲係有福嘅
[00:12:44.000 --> 00:12:46.000]  耶穌宣告嘅八福係顛覆咗人間
[00:12:46.000 --> 00:12:48.000]  乜嘢係禍乜嘢係福嘅觀念
[00:12:48.000 --> 00:12:50.000]  而上一講我就特別用
[00:12:50.000 --> 00:12:52.000]  五章六節嚟對做例子
[00:12:52.000 --> 00:12:54.000]  五章六節係呀
[00:12:54.000 --> 00:12:56.000]  飢渴慕義嘅人係有福嘅
[00:12:56.000 --> 00:12:58.000]  因為佢哋必得飽足
[00:12:58.000 --> 00:13:00.000]  飢渴慕義嘅係講緊
[00:13:00.000 --> 00:13:02.000]  追求神嘅公義
[00:13:04.000 --> 00:13:06.000]  今日唔詳細講
[00:13:06.000 --> 00:13:08.000]  今日係講五章七節
[00:13:08.000 --> 00:13:10.000]  五章七節
[00:13:10.000 --> 00:13:12.000]  耶穌宣告
[00:13:12.000 --> 00:13:14.000]  門徒係點樣嘅被
[00:13:14.000 --> 00:13:16.000]  清許同埋呢
[00:13:16.000 --> 00:13:18.000]  因著呢個嘅
[00:13:18.000 --> 00:13:20.000]  八福嘅宣告點樣顛覆咗
[00:13:20.000 --> 00:13:22.000]  當時同埋現代嘅
[00:13:22.000 --> 00:13:24.000]  一啲嘅禍福觀念五章七節
[00:13:24.000 --> 00:13:26.000]  畫本係咁樣譯嘅
[00:13:26.000 --> 00:13:28.000]  連恤人嘅人有福了因為他們
[00:13:28.000 --> 00:13:30.000]  必蒙連恤
[00:13:30.000 --> 00:13:32.000]  直譯係有福的
[00:13:32.000 --> 00:13:34.000]  即係連恤人嘅人
[00:13:34.000 --> 00:13:36.000]  因為他們必蒙連恤
[00:13:36.000 --> 00:13:38.000]  意思唔爭得好遠
[00:13:38.000 --> 00:13:40.000]  不過將個有福擺喺前面
[00:13:40.000 --> 00:13:42.000]  所以係一種嘅宣告
[00:13:42.000 --> 00:13:44.000]  有福架咁
[00:13:44.000 --> 00:13:46.000]  咩嘢嘅人有福呀就係連恤人嘅人
[00:13:46.000 --> 00:13:48.000]  咩叫做連恤人嘅人呢
[00:13:48.000 --> 00:13:50.000]  連恤人嘅人
[00:13:50.000 --> 00:13:52.000]  係講緊
[00:13:52.000 --> 00:13:54.000]  施慈悲嘅人
[00:13:54.000 --> 00:13:56.000]  有啲嘢本來就翻譯做
