
[00:00:00.000 --> 00:00:05.560]  我不知道大家現在是否有些面對一些困難
[00:02:52.200 --> 00:02:56.960]  我從來都沒有想過自己會沒有錢
[00:02:56.960 --> 00:02:59.240]  有一次 應該是幾年前
[00:02:59.240 --> 00:03:02.720]  我有一個親戚 他的經濟出現困難
[00:03:02.720 --> 00:03:05.120]  親戚當然要幫忙
[00:03:05.120 --> 00:03:08.280]  我借錢給他渡過這個困難
[00:03:08.280 --> 00:03:10.840]  借著借著借著
[00:03:10.840 --> 00:03:15.240]  我發覺我所有的流動資金都借了給他
[00:03:15.240 --> 00:03:19.200]  還不夠 還要向銀行再借貸
[00:03:19.200 --> 00:03:22.320]  讓他渡過這個困難
[00:03:22.320 --> 00:03:25.320]  去到有一天 我和我太太數一數
[00:03:25.320 --> 00:03:30.120]  我全個家裡只剩下900元現金
[00:03:30.120 --> 00:03:32.360]  還有兩個星期才發工資
[00:03:32.360 --> 00:03:36.680]  這次似乎真的有點困難
[00:03:36.680 --> 00:03:40.440]  當時我是否甚麼都沒有呢 其實也不是
[00:03:40.440 --> 00:03:44.200]  當時我還有一層樓 不過還在供
[00:03:44.200 --> 00:03:47.280]  但是賣都賣不及了 還有兩個星期
[00:03:47.280 --> 00:03:49.720]  還有賣了你住在哪裡
[00:03:49.720 --> 00:03:52.400]  當時我有一筆公積金
[00:03:52.400 --> 00:03:54.320]  但是要辭職才拿到的
[00:03:54.320 --> 00:03:57.920]  沒有理由馬上辭職拿一筆公積金
[00:03:57.920 --> 00:04:00.840]  它就沒有了穩定的收入
[00:04:00.840 --> 00:04:03.560]  當時我有一筆股權
[00:04:03.560 --> 00:04:09.760]  但是我連將股權換成股份的那筆錢都沒有
[00:04:09.760 --> 00:04:14.680]  怎麼辦呢 都是太太聰明 女人都是聰明
[00:04:14.680 --> 00:04:18.640]  她就拿了我們結婚時剩下的餅卡
[00:04:18.640 --> 00:04:22.000]  她說老公 我們換西餅做晚餐
[00:04:22.000 --> 00:04:25.080]  可以渡過這兩個星期
[00:04:25.080 --> 00:04:28.320]  我說也不錯 這是個好的提議
[00:04:28.320 --> 00:04:30.320]  因然去接受
[00:04:30.320 --> 00:04:32.720]  當時我的心也是平安的
[00:04:32.720 --> 00:04:35.600]  過了幾天 我媽媽病了
[00:04:35.600 --> 00:04:38.240]  帶媽媽去看醫生
[00:04:38.240 --> 00:04:41.360]  通常媽媽看醫生都是我們付錢
[00:04:41.360 --> 00:04:44.520]  那次我太太就暗地裡祈禱
[00:04:44.520 --> 00:04:49.400]  奶奶 這次你聰明了 自己付錢吧
[00:04:49.400 --> 00:04:50.400]  但是都沒有
[00:04:50.400 --> 00:04:54.480]  我媽媽完全不知道我的狀況
[00:04:54.480 --> 00:04:55.880]  不想她擔心
[00:04:55.880 --> 00:04:59.640]  那次我們付了四百多元的醫藥費
[00:04:59.640 --> 00:05:02.760]  剩下四百多元 還有十幾天
[00:05:02.760 --> 00:05:06.000]  這次就困難一點了
[00:05:06.000 --> 00:05:07.760]  我想這次不是晚餐了
[00:05:07.760 --> 00:05:10.920]  早午晚三餐都要吃西餅了
[00:05:10.920 --> 00:05:13.840]  但是我和我太太還是平安的
[00:05:13.840 --> 00:05:18.320]  我都信得過 上帝有供應
[00:05:18.320 --> 00:05:20.800]  過了幾天我收到一張支票
[00:05:20.800 --> 00:05:22.280]  兩千多元
[00:05:22.280 --> 00:05:25.160]  我很奇怪 為什麼突然有兩千多元呢
[00:05:25.160 --> 00:05:29.440]  原來我早前出差要向公司要錢
[00:05:29.440 --> 00:05:32.120]  原來過了很多層層手續
[00:05:32.120 --> 00:05:34.280]  終於回了一張支票給我
[00:05:34.280 --> 00:05:37.920]  我就靠著這兩千多元 度過了十幾天
[00:05:37.920 --> 00:05:40.560]  又捱到月底 又出糧
[00:05:40.560 --> 00:05:43.360]  我當時就是餐餐清了
[00:05:43.360 --> 00:05:45.280]  每個月都是這樣
[00:05:45.280 --> 00:05:51.280]  我初初以為自己對錢好像有些少管理的能力
[00:05:51.280 --> 00:05:54.040]  我又明白聖經怎樣講錢
[00:05:54.040 --> 00:05:55.560]  原來不是
[00:05:55.560 --> 00:05:57.600]  我又發覺這個小小的逆境
[00:05:57.600 --> 00:05:59.320]  這個小小的困難
[00:05:59.320 --> 00:06:02.840]  是幫到我對錢更加敏銳
[00:06:02.840 --> 00:06:05.120]  更加學懂怎樣交託
[00:06:05.120 --> 00:06:07.600]  更加明白在神的手裏面
[00:06:07.600 --> 00:06:09.640]  祂就是那位主宰
[00:06:09.640 --> 00:06:12.640]  我和我太太經歷了這件事之後
[00:06:12.640 --> 00:06:14.960]  對於神更加的信靠
[00:06:14.960 --> 00:06:20.320]  其實逆境困難是幫到我們成長的
[00:06:20.320 --> 00:06:24.320]  今天我們會從《雅各書》的第一章一至四節
[00:06:24.320 --> 00:06:26.440]  去看看聖經怎樣教我們
[00:06:26.440 --> 00:06:30.840]  面對人生的困難 人生的逆境
[00:06:30.840 --> 00:06:33.480]  在《雅各書》的第一章第一節
[00:06:33.480 --> 00:06:36.840]  祂說 神和主耶穌基督的僕人雅各
[00:06:36.840 --> 00:06:43.280]  問候散居在各處的十二個支派的人
[00:06:43.280 --> 00:06:47.600]  在當時的希臘文化寫一封信有個信手語
[00:06:47.600 --> 00:06:50.160]  信手語一般有三個部分
[00:06:50.160 --> 00:06:54.960]  就是寫信的人 收信的人和問安語
[00:06:54.960 --> 00:07:00.160]  寫信的人是主耶穌基督的僕人雅各
[00:07:00.160 --> 00:07:04.200]  我們相信這個雅各就是耶穌的兄弟 雅各
[00:07:04.200 --> 00:07:08.200]  在當時耶路撒冷教會的領袖
[00:07:08.200 --> 00:07:11.600]  雖然雅各是耶穌的兄弟
[00:07:11.600 --> 00:07:13.920]  好像身份很尊貴
[00:07:13.920 --> 00:07:17.800]  是道成肉身的耶穌的兄弟
[00:07:17.800 --> 00:07:20.120]  但是雅各怎樣自稱呢?
[00:07:20.120 --> 00:07:23.440]  他自稱是主耶穌的僕人
[00:07:23.440 --> 00:07:26.120]  是一個很有趣的稱呼
[00:07:26.120 --> 00:07:29.720]  如果你細心去翻閱新約的書信
[00:07:29.720 --> 00:07:33.680]  在所有新約的書信的信手語裡面
[00:07:33.680 --> 00:07:36.880]  只有三封書信的作者
[00:07:36.880 --> 00:07:40.680]  只是以僕人去自稱
[00:07:40.680 --> 00:07:42.400]  一個就是雅各
[00:07:42.400 --> 00:07:45.280]  另一個就是猶大書的作者猶大
[00:07:45.280 --> 00:07:46.280]  他為什麼這樣說呢?
[00:07:46.280 --> 00:07:48.160]  他也是耶穌的兄弟
[00:07:48.160 --> 00:07:52.840]  他也不敢以耶穌的兄弟雅各的身份尊貴
[00:07:52.840 --> 00:07:55.320]  他也以僕人自稱
[00:07:55.320 --> 00:07:56.680]  第三個就是保羅
[00:07:56.680 --> 00:08:01.920]  在《肥納比書》他以僕人去做一個信手語的自稱
[00:08:01.920 --> 00:08:04.560]  我們明白《肥納比書》有一個主題
[00:08:04.560 --> 00:08:07.160]  就是謙卑捨己
[00:08:07.160 --> 00:08:13.160]  所以僕人的自稱是代表謙卑捨己的心態
[00:08:13.160 --> 00:08:16.440]  雅各他自稱是僕人
[00:08:16.440 --> 00:08:17.760]  什麼是僕人?
[00:08:17.760 --> 00:08:19.800]  僕人就是奴隸
[00:08:19.800 --> 00:08:21.840]  沒有主權的
[00:08:21.840 --> 00:08:23.680]  主耶穌叫我們做什麼人
[00:08:23.680 --> 00:08:25.560]  我就做什麼人
[00:08:25.560 --> 00:08:27.120]  主耶穌叫我做什麼事
[00:08:27.120 --> 00:08:29.520]  我就做什麼事
[00:08:29.520 --> 00:08:31.920]  我的主權不在我自己手裡
[00:08:31.920 --> 00:08:35.160]  我的主權在耶穌基督的手裡
[00:08:35.160 --> 00:08:37.880]  所以雅各這個僕人的自稱
[00:08:37.880 --> 00:08:42.240]  我相信對於我們每一個願意跟從耶穌的人
[00:08:42.240 --> 00:08:44.640]  都有一個好的提醒
[00:08:44.640 --> 00:08:47.520]  我們的主權真的不在我們手裡
[00:08:47.520 --> 00:08:50.240]  如果你想掌管你的人生
[00:08:50.240 --> 00:08:51.840]  我想我們搞錯了
[00:08:51.840 --> 00:08:53.880]  剛才那首歌告訴我們
[00:08:53.880 --> 00:08:55.800]  誰掌管我們的前途
[00:08:55.800 --> 00:08:57.720]  誰掌管我們的生命
[00:08:57.720 --> 00:08:59.960]  是主耶穌基督
[00:08:59.960 --> 00:09:04.960]  雅各是寫信給散居在國署十二個支派
[00:09:04.960 --> 00:09:07.560]  「散居」這個字是一個專有名詞
[00:09:07.560 --> 00:09:14.200]  是專門形容散居在巴勒斯坦地以外的猶太人
[00:09:14.200 --> 00:09:17.120]  所以這封書信是寫給猶太人
[00:09:17.120 --> 00:09:19.400]  而這班猶太人為什麼要散居呢?
[00:09:19.400 --> 00:09:23.760]  我們相信是在《使徒行傳》十一章十九節
[00:09:23.760 --> 00:09:26.560]  那裡講到斯提反殉道之後
[00:09:26.560 --> 00:09:28.280]  滿土四散
[00:09:28.280 --> 00:09:31.880]  「四散」這個字的字根就是「散居」這個字
[00:09:31.880 --> 00:09:33.840]  滿土四散去到弗里基
[00:09:33.840 --> 00:09:35.080]  去到塞浦路斯
[00:09:35.080 --> 00:09:37.120]  去到安提阿
[00:09:37.120 --> 00:09:38.360]  這一班門徒
[00:09:38.360 --> 00:09:40.200]  這一班猶太基督徒
[00:09:40.200 --> 00:09:44.360]  他們受逼迫離鄉別井走到老遠
[00:09:44.360 --> 00:09:47.240]  可能沒有了大部分的財產
[00:09:47.240 --> 00:09:50.680]  人離鄉賤成為二等公民
[00:09:50.680 --> 00:09:52.920]  他們在當地受到逼迫
[00:09:52.920 --> 00:09:54.520]  受到有錢人的逼迫
[00:09:54.520 --> 00:09:56.520]  被人拉去告官
[00:09:56.520 --> 00:09:59.720]  所以這一班人是遭受各種的試煉
[00:09:59.720 --> 00:10:04.160]  所以《雅各勳》一開頭就鼓勵他們
[00:10:04.160 --> 00:10:07.160]  怎樣去面對試煉
[00:10:07.160 --> 00:10:11.360]  我想大家幫我一起讀一讀第二節
[00:10:11.360 --> 00:10:12.880]  「我的弟兄們」
[00:10:12.880 --> 00:10:15.360]  「你們遭受各種試煉時」
[00:10:15.360 --> 00:10:18.240]  「都要認為是大喜樂」
[00:10:18.240 --> 00:10:22.480]  這些修信人是在遭受各種的試煉
[00:10:22.480 --> 00:10:25.680]  遭受這個字是一個複合字
[00:10:25.680 --> 00:10:27.880]  由兩個部份組成
[00:10:27.880 --> 00:10:30.440]  第一個部份就是環繞的意思
[00:10:30.440 --> 00:10:31.640]  位置
[00:10:31.640 --> 00:10:34.200]  第二個部份就是跌落的意思
[00:10:34.200 --> 00:10:36.040]  所以遭受這個字的意思
[00:10:36.040 --> 00:10:38.640]  是因外在的環境因素
[00:10:38.640 --> 00:10:41.640]  引致你跌落一個困境裏面
[00:10:41.640 --> 00:10:43.560]  當時的修信人
[00:10:43.560 --> 00:10:46.560]  很多外在的逼迫
[00:10:46.560 --> 00:10:48.240]  被有錢人欺負
[00:10:48.240 --> 00:10:50.600]  我們去到後面看到
[00:10:50.600 --> 00:10:53.200]  第二章拉他去告官
[00:10:53.200 --> 00:10:56.520]  有些人可能因為生活艱難病了
[00:10:56.520 --> 00:10:57.920]  去到第五章
[00:10:57.920 --> 00:10:59.800]  他們遭受很多的試煉
[00:10:59.800 --> 00:11:02.840]  是各種各樣的試煉
[00:11:02.840 --> 00:11:05.520]  究竟甚麼是試煉呢?
[00:11:05.520 --> 00:11:08.080]  有些人會這樣分
[00:11:08.080 --> 00:11:10.560]  試煉是從神而來的
[00:11:10.560 --> 00:11:12.320]  對我們好的
[00:11:12.320 --> 00:11:14.800]  試探是從魔鬼來的
[00:11:14.800 --> 00:11:17.000]  對我們不好的
[00:11:17.000 --> 00:11:18.680]  是否這樣分呢?
[00:11:18.680 --> 00:11:21.800]  其實試煉和試探是同一個字
[00:11:21.800 --> 00:11:23.880]  Pirasmos這個字
[00:11:23.880 --> 00:11:25.560]  在這裏譯做試煉
[00:11:25.560 --> 00:11:27.560]  其實在和合本同一卷書
[00:11:27.560 --> 00:11:29.360]  雅各書一章十二節
[00:11:29.360 --> 00:11:31.040]  譯做試探
[00:11:31.040 --> 00:11:33.600]  我們去到馬太福音主禱文
[00:11:33.600 --> 00:11:36.760]  不叫我們遇見試探這個試探
[00:11:36.760 --> 00:11:37.840]  Pirasmos
[00:11:37.840 --> 00:11:40.000]  是同一個字
[00:11:40.000 --> 00:11:41.600]  希伯來書三章八節
[00:11:41.600 --> 00:11:45.720]  那裏講到以色列人在曠野遭受試探
[00:11:45.720 --> 00:11:47.200]  Pirasmos
[00:11:47.200 --> 00:11:50.000]  是誰在試探以色列人呢?
[00:11:50.000 --> 00:11:50.920]  是神
[00:11:50.920 --> 00:11:54.000]  是神在操練這班以色列人
[00:11:54.000 --> 00:11:56.080]  我們去到路加福音看到
[00:11:56.080 --> 00:11:57.880]  魔鬼試探耶穌
[00:11:57.880 --> 00:11:59.160]  Pirasmos
[00:11:59.160 --> 00:12:00.120]  這個字是一樣的
[00:12:00.120 --> 00:12:01.960]  誰試探耶穌呢?
[00:12:01.960 --> 00:12:03.320]  魔鬼
[00:12:03.320 --> 00:12:05.160]  所以是很難分的
[00:12:05.160 --> 00:12:07.680]  很難說試煉就是神
[00:12:07.680 --> 00:12:10.160]  試探就是魔鬼
[00:12:10.160 --> 00:12:12.320]  很難這樣分
[00:12:12.320 --> 00:12:13.920]  我也不傾向這樣分
[00:12:13.920 --> 00:12:18.120]  我不會說這些就是試煉,那些就是試探
[00:12:18.120 --> 00:12:20.520]  如果患癌
[00:12:20.520 --> 00:12:22.600]  那是試煉還是試探?
[00:12:22.600 --> 00:12:23.600]  很難分
[00:12:23.600 --> 00:12:25.600]  所以不要這樣分
[00:12:25.600 --> 00:12:27.040]  反而我們要想想
[00:12:27.040 --> 00:12:28.880]  究竟這個字是怎樣解釋的?
[00:12:28.880 --> 00:12:30.840]  其實任何的逆境
[00:12:30.840 --> 00:12:32.400]  任何的患難
[00:12:32.400 --> 00:12:36.160]  都可以是一種試煉或者試探
[00:12:36.160 --> 00:12:39.640]  其實Pirasmos這個字本身的意思
[00:12:39.640 --> 00:12:43.680]  是一種能夠帶出有結果的考驗
[00:12:43.680 --> 00:12:46.520]  能夠帶出結果的考驗
[00:12:46.520 --> 00:12:48.920]  患難、試煉、逆境
[00:12:48.920 --> 00:12:51.240]  是我們人生必經的考驗
[00:12:51.240 --> 00:12:53.240]  可以帶來好的結果
[00:12:53.240 --> 00:12:56.040]  可以帶來壞的結果
[00:12:56.040 --> 00:13:00.680]  所以我們不要強求去劃分
[00:13:00.680 --> 00:13:05.280]  這樣被人炒魷魚就是魔鬼弄我的
[00:13:05.280 --> 00:13:06.800]  我們不用這樣想
[00:13:06.800 --> 00:13:08.440]  不要想那個來源
[00:13:08.440 --> 00:13:09.800]  想怎樣度過
[00:13:09.800 --> 00:13:12.600]  不過神真的非常之好
[00:13:12.600 --> 00:13:14.080]  祂知道我們都軟弱
[00:13:14.080 --> 00:13:15.720]  祂都為我們包底
[00:13:15.720 --> 00:13:18.720]  在哥倫多前書十章十三節
[00:13:18.720 --> 00:13:21.360]  祂說你們所受的考驗
[00:13:21.360 --> 00:13:24.320]  考驗這個字就是Pirasmos
[00:13:24.320 --> 00:13:27.840]  無非是人所能夠承受
[00:13:27.840 --> 00:13:29.320]  神是信實的
[00:13:29.320 --> 00:13:33.320]  祂不會讓你們遭受無法承受的考驗
[00:13:33.320 --> 00:13:35.200]  在受考驗的時候
[00:13:35.200 --> 00:13:38.000]  神一定會為我們開一條出路
[00:13:38.000 --> 00:13:41.280]  叫我們能夠忍受得住
[00:13:41.280 --> 00:13:43.560]  神的應許就是祂不會讓我們
[00:13:43.560 --> 00:13:46.800]  去經歷一些我們受不了的考驗
[00:13:46.800 --> 00:13:49.240]  祂應許了我們
[00:13:49.240 --> 00:13:52.600]  有一次有一個爸爸帶兒子去超市買東西
[00:13:52.600 --> 00:13:55.520]  那個爸爸走前給兒子拿著一個籃子
[00:13:55.520 --> 00:13:59.280]  那個爸爸每一次買東西就拿一件東西放在籃子上
[00:13:59.280 --> 00:14:01.480]  有一個太太看不過眼
[00:14:01.480 --> 00:14:03.640]  她說有沒有搞錯啊先生
[00:14:03.640 --> 00:14:06.080]  讓兒子拿著這麼重的東西
[00:14:06.080 --> 00:14:08.040]  那個先生爸爸都未回答
[00:14:08.040 --> 00:14:09.400]  那個兒子就已經回答了
[00:14:09.400 --> 00:14:11.880]  哦太太你不用擔心
[00:14:11.880 --> 00:14:16.120]  我爸爸他知道我拿得多重
[00:14:16.120 --> 00:14:18.400]  天父知道我們的限度
[00:14:18.400 --> 00:14:20.640]  天父知道我背得多重
[00:14:20.640 --> 00:14:21.960]  所以我們不用擔心
[00:14:21.960 --> 00:14:26.320]  我們面對的逆境試煉我們背不起
[00:14:26.320 --> 00:14:28.200]  但是問題是什麼呢
[00:14:28.200 --> 00:14:31.320]  問題是當天父
[00:14:31.320 --> 00:14:34.240]  祂應許每一個患難逆境
[00:14:34.240 --> 00:14:37.320]  為我們預備出路的時候
[00:14:37.320 --> 00:14:40.360]  我們見不見到那條出路
[00:14:40.360 --> 00:14:42.040]  還是每一次的患難逆境
[00:14:42.040 --> 00:14:45.600]  我們只見到那個患難逆境放到無限大
[00:14:45.600 --> 00:14:50.400]  我們看不到上帝為我們預備的出路
[00:14:50.400 --> 00:14:51.520]  第二個問題是
[00:14:51.520 --> 00:14:54.680]  我們看到上帝為我們預備的出路
[00:14:54.680 --> 00:14:58.640]  我們願不願意順服去接受
[00:14:58.640 --> 00:15:00.680]  我們有時候見到那個出路
[00:15:00.680 --> 00:15:02.640]  但是我們不甘心
[00:15:02.640 --> 00:15:04.520]  不覺得這個好
[00:15:04.520 --> 00:15:07.200]  覺得我想的比上帝想的好
[00:15:07.200 --> 00:15:09.600]  問題不是上帝不順服
[00:15:09.600 --> 00:15:13.360]  問題是在我們身上
[00:15:13.360 --> 00:15:16.000]  不過雅各說的這條出路
[00:15:16.000 --> 00:15:18.280]  都真的很古怪
[00:15:18.280 --> 00:15:18.920]  他說什麼呢
[00:15:18.920 --> 00:15:23.280]  他說遭受各種試煉逆境患難的時候
[00:15:23.280 --> 00:15:27.600]  他們都要認為是大喜樂
[00:15:27.600 --> 00:15:29.880]  你想想如果我知道
[00:15:29.880 --> 00:15:32.840]  我考試失敗了
[00:15:32.840 --> 00:15:36.080]  或者我知道明天會被人開除
[00:15:36.080 --> 00:15:38.000]  或者我剛剛看醫生
[00:15:38.000 --> 00:15:40.560]  他確診他有癌症
[00:15:40.560 --> 00:15:43.280]  又或者我知道我親人離世
[00:15:43.280 --> 00:15:44.560]  然後雅各說什麼
[00:15:44.560 --> 00:15:45.440]  喂
[00:15:45.440 --> 00:15:47.040]  大喜樂啊
[00:15:47.040 --> 00:15:48.920]  開心吧
[00:15:48.920 --> 00:15:52.520]  你覺得雅各是不是腦筋有些問題
[00:15:52.520 --> 00:15:53.200]  不妥的
[00:15:53.200 --> 00:15:54.880]  這件事完全不妥的
[00:15:54.880 --> 00:15:56.920]  而且他不是說喜樂這麼簡單
[00:15:56.920 --> 00:15:58.720]  是大喜樂
[00:15:58.720 --> 00:16:00.600]  這個大字不是大小的意思
[00:16:00.600 --> 00:16:02.800]  這個大字是全然的意思
[00:16:02.800 --> 00:16:04.800]  是全然的喜樂
[00:16:04.800 --> 00:16:07.400]  你沒有參雜其他情緒
[00:16:07.400 --> 00:16:09.600]  面對這些苦難
[00:16:09.600 --> 00:16:12.560]  你只有喜樂這個情緒
[00:16:12.560 --> 00:16:14.760]  還有認為這個字很特別
[00:16:14.760 --> 00:16:19.200]  認為這個字不是很感性的去認為
[00:16:19.200 --> 00:16:22.520]  認為這個字其實是你衡量事實
[00:16:22.520 --> 00:16:27.640]  你想過度過而認定的一種看法或者心態
[00:16:27.640 --> 00:16:30.920]  而且認為這個字是一個命令式動詞
[00:16:30.920 --> 00:16:33.520]  就是說我經過深思熟慮
[00:16:33.520 --> 00:16:34.760]  我想過度過
[00:16:34.760 --> 00:16:38.520]  我下定決心要採取的心態
[00:16:38.520 --> 00:16:39.400]  你想一下
[00:16:39.400 --> 00:16:42.440]  如果我聽到我患了癌症
[00:16:42.440 --> 00:16:43.640]  我想過度過
[00:16:43.640 --> 00:16:44.920]  想清楚了
[00:16:44.920 --> 00:16:48.400]  我決定要喜樂
[00:16:48.400 --> 00:16:50.520]  雅各是不是傻的
[00:16:50.520 --> 00:16:52.680]  是不是腦筋有些問題
[00:16:52.680 --> 00:16:54.040]  當然不是
[00:16:54.040 --> 00:16:55.760]  雅各有原因
[00:16:55.760 --> 00:16:58.320]  雅各的原因在第三和第四節
[00:16:58.320 --> 00:17:02.200]  我們一起讀一讀第三到第四節
[00:17:02.200 --> 00:17:06.720]  因為知道你們的信心經過考驗就生忍耐
[00:17:06.720 --> 00:17:10.080]  但要讓忍耐發揮完全的功用
[00:17:10.080 --> 00:17:12.880]  使你們能又完全又完整
[00:17:12.880 --> 00:17:16.560]  一無所缺
[00:17:16.560 --> 00:17:18.440]  遭受各樣的患難
[00:17:18.440 --> 00:17:21.000]  仍然能夠喜樂
[00:17:21.000 --> 00:17:23.120]  是因為我們有信心
[00:17:23.120 --> 00:17:27.200]  信心經過考驗就產生忍耐
[00:17:27.200 --> 00:17:29.200]  不過不是死因難忍
[00:17:29.200 --> 00:17:31.280]  忍耐是有功效的
[00:17:31.280 --> 00:17:32.720]  令到我們成熟
[00:17:32.720 --> 00:17:34.440]  令到我們完全
[00:17:34.440 --> 00:17:36.240]  我們的喜樂不是因為這些患難
[00:17:36.240 --> 00:17:39.120]  令到我們遇到這些患難很不開心
[00:17:39.120 --> 00:17:42.280]  我們的喜樂是因為我們的靈命
[00:17:42.280 --> 00:17:43.800]  經過這些患難
[00:17:43.800 --> 00:17:45.000]  能夠成熟
[00:17:45.000 --> 00:17:46.160]  能夠完全
[00:17:46.160 --> 00:17:49.600]  這個就是喜樂的原因
[00:17:49.600 --> 00:17:50.840]  其實試煉呢
[00:17:50.840 --> 00:17:53.920]  就要檢查我們的人生有什麼弱點
[00:17:53.920 --> 00:17:55.720]  有什麼破口
[00:17:55.720 --> 00:17:57.120]  你想一下一條車胎
[00:17:57.120 --> 00:17:59.200]  如果你要檢查它有沒有漏氣
[00:17:59.200 --> 00:18:00.760]  你怎樣驗的
[00:18:00.760 --> 00:18:02.320]  把氣泵放進去
[00:18:02.320 --> 00:18:03.520]  把氣打進去
[00:18:03.520 --> 00:18:04.440]  加個壓力
[00:18:04.440 --> 00:18:05.520]  將它放進水裡
[00:18:05.520 --> 00:18:07.200]  或者塗點肥皂水
[00:18:07.200 --> 00:18:08.880]  看看有沒有漏氣
[00:18:08.880 --> 00:18:10.720]  這樣才能夠驗出來
[00:18:10.720 --> 00:18:12.000]  人生是一樣的
[00:18:12.000 --> 00:18:14.560]  試煉和患難就是壓力
[00:18:14.560 --> 00:18:16.400]  試煉和患難
[00:18:16.400 --> 00:18:17.320]  這些壓力
[00:18:17.320 --> 00:18:20.080]  就是讓我們的軟弱能夠顯露出來
[00:18:20.080 --> 00:18:21.600]  然後才去修補
[00:18:21.600 --> 00:18:23.120]  我們才會進步
[00:18:23.120 --> 00:18:25.640]  才會完全
[00:18:25.640 --> 00:18:27.520]  不過讓我們詳細看看
[00:18:27.520 --> 00:18:30.480]  由試煉能夠走到完全這條路
[00:18:30.480 --> 00:18:33.760]  是一個什麼樣的過程
[00:18:33.760 --> 00:18:36.760]  雅各說我們的信心要經過考驗
[00:18:36.760 --> 00:18:40.680]  信心這個字在雅各書出現了十六次
[00:18:40.680 --> 00:18:43.760]  是一個很關鍵的字
[00:18:43.760 --> 00:18:45.240]  面對逆境
[00:18:45.240 --> 00:18:46.520]  苦難
[00:18:46.520 --> 00:18:48.280]  試煉
[00:18:48.280 --> 00:18:52.480]  信耶穌和不信耶穌的人有很大的分別
[00:18:52.480 --> 00:18:54.080]  即使你信耶穌
[00:18:54.080 --> 00:18:55.640]  有信心的人
[00:18:55.640 --> 00:18:57.240]  和沒有信心的人
[00:18:57.240 --> 00:18:59.840]  有很大的分別
[00:18:59.840 --> 00:19:02.040]  我想我們自己的經歷
[00:19:02.040 --> 00:19:04.880]  或者我們見到無數的見證
[00:19:04.880 --> 00:19:07.240]  我們都能夠體驗得到
[00:19:07.240 --> 00:19:08.560]  信耶穌
[00:19:08.560 --> 00:19:10.000]  或者有信心的人
[00:19:10.000 --> 00:19:11.520]  當他面對困難
[00:19:11.520 --> 00:19:14.960]  是很不同的
[00:19:14.960 --> 00:19:17.400]  信心幫我們面對逆境
[00:19:17.400 --> 00:19:18.600]  但反過來
