
[00:00:00.000 --> 00:00:05.500]  我們今天下午可以在崇拜之後
[00:01:56.800 --> 00:02:02.500]  幫助我們去撫撫在十價的基督面前
[00:02:02.500 --> 00:02:04.740]  祝福我們以下的思想
[00:02:04.740 --> 00:02:07.100]  期待共主耶穌基督名求
[00:02:07.100 --> 00:02:08.800]  阿們
[00:02:08.800 --> 00:02:12.200]  歡迎大家來到我們的福音門訓班
[00:02:12.200 --> 00:02:15.540]  我們一直想說
[00:02:15.540 --> 00:02:17.140]  既然是一個福音班
[00:02:17.140 --> 00:02:19.940]  給那些正在預備受洗的朋友
[00:02:19.940 --> 00:02:22.240]  但其實也是一個門訓班
[00:02:22.240 --> 00:02:23.340]  原因是因為
[00:02:23.340 --> 00:02:26.040]  The gospel is not just the ABCs
[00:02:26.040 --> 00:02:27.900]  but the A to Z of the Christian life
[00:02:27.900 --> 00:02:28.740]  福音
[00:02:28.740 --> 00:02:30.000]  基督的福音
[00:02:30.000 --> 00:02:32.900]  並不是基督人生的ABCs
[00:02:32.900 --> 00:02:35.540]  而是整個人生
[00:02:35.540 --> 00:02:36.600]  alpha omega
[00:02:36.600 --> 00:02:38.340]  由起初到最終
[00:02:38.340 --> 00:02:40.640]  你都走不開這個福音
[00:02:40.640 --> 00:02:50.240]  福音是一種很深很深的深不可測的武林秘笈
[00:02:50.240 --> 00:02:52.600]  令我們去到人生的終點
[00:02:52.600 --> 00:02:55.600]  我們仍然思想著這個福音
[00:02:55.600 --> 00:02:57.240]  我們所說的福音
[00:02:57.240 --> 00:02:59.100]  有五個重點
[00:02:59.100 --> 00:03:02.740]  亦都是這五個月裡面我們思想的題目
[00:03:02.740 --> 00:03:04.300]  聖經自真實
[00:03:04.300 --> 00:03:05.700]  The Bible is true
[00:03:05.700 --> 00:03:06.940]  罪惡乃根源
[00:03:06.940 --> 00:03:09.100]  Sin is a problem
[00:03:09.100 --> 00:03:10.240]  地獄火紅紅
[00:03:10.240 --> 00:03:12.340]  Hell is real and hot
[00:03:12.340 --> 00:03:13.540]  耶穌為答案
[00:03:13.540 --> 00:03:15.440]  Jesus is the answer
[00:03:15.440 --> 00:03:16.740]  最後回轉必得救
[00:03:16.740 --> 00:03:18.540]  U-turn is the way
[00:03:18.540 --> 00:03:19.940]  你發現一開始的時候
[00:03:19.940 --> 00:03:21.240]  我們說我們有一本聖經
[00:03:21.240 --> 00:03:24.240]  那本聖經是上帝對我們說的話
[00:03:24.240 --> 00:03:26.440]  而我們是不需要回應的
[00:03:26.440 --> 00:03:27.740]  我們只是聽上帝的話
[00:03:27.740 --> 00:03:29.940]  直到十二月的時候
[00:03:29.940 --> 00:03:32.540]  我們才輪到我們回應
[00:03:32.540 --> 00:03:34.240]  我們的回應就是回轉
[00:03:34.240 --> 00:03:35.440]  回轉必得救
[00:03:35.440 --> 00:03:39.140]  回轉是我們對上帝話語的回應
[00:03:39.140 --> 00:03:40.740]  我們說聖經是真實
[00:03:40.740 --> 00:03:42.440]  真實的是什麼呢
[00:03:42.440 --> 00:03:44.240]  聖經不是一個百科全書
[00:03:44.240 --> 00:03:47.040]  聖經不是跟你說科學、文學
[00:03:47.040 --> 00:03:48.140]  什麼都說了
[00:03:48.140 --> 00:03:51.540]  聖經最主要說的東西是罪惡乃根源
[00:03:51.540 --> 00:03:53.540]  Sin is the problem
[00:03:53.540 --> 00:03:54.940]  Hell is real and hot
[00:03:54.940 --> 00:03:55.940]  地獄火紅紅
[00:03:55.940 --> 00:03:58.940]  接著耶穌為答案
[00:03:58.940 --> 00:04:01.140]  於是在中間的三個月裡面
[00:04:01.140 --> 00:04:03.140]  我們都是思想這件事
[00:04:03.140 --> 00:04:07.340]  今天我們去到一個非常熱烈的題目
[00:04:07.340 --> 00:04:10.340]  叫做地獄火紅紅
[00:04:10.340 --> 00:04:12.540]  非常之紅
[00:04:12.540 --> 00:04:14.340]  非常之熱辣辣
[00:04:14.340 --> 00:04:15.940]  火紅紅熱辣辣
[00:04:15.940 --> 00:04:19.140]  然而從十九世紀開始
[00:04:19.140 --> 00:04:20.740]  在基督教會裡面
[00:04:20.740 --> 00:04:26.140]  地獄這個題目已經開始被淡化了
[00:04:26.140 --> 00:04:27.740]  開始慢慢淡化了
[00:04:27.740 --> 00:04:28.940]  淡化了
[00:04:28.940 --> 00:04:30.340]  淡化了
[00:04:30.340 --> 00:04:32.840]  淡化都差不多沒有了
[00:04:32.840 --> 00:04:33.640]  OK
[00:04:33.640 --> 00:04:39.940]  上個月如果你有在聽我說罪的時候
[00:04:39.940 --> 00:04:41.940]  我說過一本書
[00:04:41.940 --> 00:04:44.440]  有一本書叫做
[00:04:44.440 --> 00:04:45.940]  Love Wins
[00:04:45.940 --> 00:04:48.340]  2011年的作品
[00:04:48.340 --> 00:04:52.740]  是一個在美國很年輕的牧師
[00:04:52.740 --> 00:04:54.140]  叫做Rob Bell
[00:04:54.140 --> 00:04:59.540]  他當時是有一間很多年輕人參加的教會
[00:04:59.540 --> 00:05:01.140]  他寫了一本書
[00:05:01.140 --> 00:05:02.940]  叫做Love Wins
[00:05:02.940 --> 00:05:04.740]  上帝的愛得勝
[00:05:04.740 --> 00:05:06.740]  其實主要的題目
[00:05:06.740 --> 00:05:10.740]  主要想要說的就是他對地獄的懷疑
[00:05:10.740 --> 00:05:14.340]  甚至他是開始否定地獄的真實
[00:05:14.340 --> 00:05:19.740]  當時這本書在整個福音派的教會裡面
[00:05:19.740 --> 00:05:21.740]  很大震撼
[00:05:21.740 --> 00:05:26.540]  有人是很反對他的一些想法
[00:05:26.540 --> 00:05:28.540]  甚至是寫書去抨擊他
[00:05:28.540 --> 00:05:31.540]  但是也有另外一幫人寫得好寫得好
[00:05:31.540 --> 00:05:35.340]  終於有人夠膽說出
[00:05:35.340 --> 00:05:38.340]  高舉上帝的慈愛
[00:05:38.340 --> 00:05:45.340]  以至告訴我們地獄不可能是一個真實的事件
[00:05:45.340 --> 00:05:48.040]  這本書是2011年寫的
[00:05:48.040 --> 00:05:51.640]  但是其實在2011之前之後
[00:05:51.640 --> 00:05:52.840]  福音派
[00:05:52.840 --> 00:05:54.840]  我現在不是說那些不信主的人
[00:05:54.840 --> 00:05:56.840]  不信主的人當然不會信有地獄
[00:05:56.840 --> 00:06:00.140]  我也不是說一些不信聖經的所謂基督徒
[00:06:00.140 --> 00:06:01.740]  有些基督徒是不信聖經的
[00:06:01.740 --> 00:06:03.240]  聖經是一個古老傳說
[00:06:03.240 --> 00:06:04.740]  不過對於他們來說
[00:06:04.740 --> 00:06:06.540]  基督信仰只是一個傳統
[00:06:06.540 --> 00:06:10.140]  我講的是一些福音派信聖經的人
[00:06:10.140 --> 00:06:15.640]  其實教會已經很多年在掙扎地獄
[00:06:15.640 --> 00:06:17.840]  究竟地獄存不存在
[00:06:17.840 --> 00:06:19.340]  如果地獄存在的時候
[00:06:19.340 --> 00:06:22.140]  地獄究竟是什麼樣的呢
[00:06:22.140 --> 00:06:26.740]  地獄的本質是什麼呢
[00:06:26.740 --> 00:06:29.740]  早至1996年
[00:06:29.740 --> 00:06:35.540]  我全部講的都是福音派的神學家
[00:06:35.540 --> 00:06:38.040]  福音派的神學家開始寫了一本書
[00:06:38.040 --> 00:06:40.940]  叫做《Four Views on Hell》
[00:06:40.940 --> 00:06:44.340]  《對地獄的四種看法》
[00:06:44.340 --> 00:06:45.440]  20年之後
[00:06:45.440 --> 00:06:46.440]  2016年
[00:06:46.440 --> 00:06:48.940]  就是Rob Bell寫完那本書之後
[00:06:48.940 --> 00:06:50.740]  又出了第二版
[00:06:50.740 --> 00:06:52.640]  也是叫做《Four Views on Hell》
[00:06:52.640 --> 00:06:54.840]  不過這次是第二版
[00:06:54.840 --> 00:06:58.240]  其實他找了新的四個人來寫的
[00:06:58.240 --> 00:07:00.540]  之前那些可能老了
[00:07:00.540 --> 00:07:01.940]  年紀大了
[00:07:01.940 --> 00:07:05.140]  中間有些新發展
[00:07:05.140 --> 00:07:12.340]  於是他找回四個不同的神學家來寫
[00:07:12.340 --> 00:07:15.340]  我現在就將它綜合了
[00:07:15.340 --> 00:07:16.740]  綜合了這兩本書
[00:07:16.740 --> 00:07:18.740]  綜合了這兩本書出來
[00:07:18.740 --> 00:07:23.540]  就有五個對於地獄的看法
[00:07:23.540 --> 00:07:26.640]  因為有一個是Rob Bell之後再加的
[00:07:26.640 --> 00:07:28.340]  所以之前有四個
[00:07:28.340 --> 00:07:32.740]  然後再加上一個就是Rob Bell的看法
[00:07:32.740 --> 00:07:37.040]  這五個我們由底下開始
[00:07:37.040 --> 00:07:40.140]  不是由上面開始
[00:07:40.140 --> 00:07:42.040]  第一個是傳統的看法
[00:07:42.040 --> 00:07:43.140]  最傳統的看法
[00:07:43.140 --> 00:07:45.440]  如果你小時候上了主修學院
[00:07:45.440 --> 00:07:48.440]  我不知道主修學院不教地獄的
[00:07:48.440 --> 00:07:52.440]  但是你有一個意識就是烈火的審判
[00:07:52.440 --> 00:07:55.140]  地獄是上帝烈火的審判
[00:07:55.140 --> 00:07:58.940]  第二個看法叫做metaphorical view
[00:07:58.940 --> 00:08:01.540]  其實他說烈火就不是真的講烈火的
[00:08:01.540 --> 00:08:05.640]  烈火其實是比喻著人的罪性
[00:08:05.640 --> 00:08:06.640]  你聽明白不要緊
[00:08:06.640 --> 00:08:10.740]  一會兒我會花比較多時間講第二的
[00:08:10.740 --> 00:08:13.140]  因為我覺得第二是很危險的一個思想
[00:08:13.140 --> 00:08:16.040]  也是現在越來越流行的一個思想
[00:08:16.040 --> 00:08:19.540]  第三叫做焚燒盡毀
[00:08:19.540 --> 00:08:20.440]  什麼意思呢?
[00:08:20.440 --> 00:08:23.040]  就是說地獄不是永恆的
[00:08:23.040 --> 00:08:23.940]  大家明白嗎?
[00:08:23.940 --> 00:08:27.740]  他們正在考量地獄的本質是怎麼樣
[00:08:27.740 --> 00:08:29.740]  第二就是地獄是不是永恆
[00:08:29.740 --> 00:08:32.240]  因為永恆很可怕
[00:08:32.240 --> 00:08:34.140]  跟你說你要坐牢的一件事
[00:08:34.140 --> 00:08:37.340]  跟你說你永遠坐牢的另一件事
[00:08:37.340 --> 00:08:41.040]  於是有些福音派人開始講
[00:08:41.040 --> 00:08:42.840]  地獄不會永恆
[00:08:42.840 --> 00:08:47.040]  燒東西燒到差不多燒完了
[00:08:47.040 --> 00:08:50.740]  第四叫做Universal Reconciliation
[00:08:50.740 --> 00:08:53.340]  普救和好
[00:08:53.340 --> 00:08:56.740]  第五就是煉獄正化
[00:08:56.740 --> 00:09:02.740]  這個比較天主教的思想
[00:09:02.740 --> 00:09:04.740]  這五個思想
[00:09:04.740 --> 00:09:08.940]  他們都告訴你它有聖經根據的
[00:09:08.940 --> 00:09:10.440]  他們說它有聖經根據
[00:09:10.440 --> 00:09:12.440]  不代表同樣可信
[00:09:12.440 --> 00:09:13.640]  大家明白嗎?
[00:09:13.640 --> 00:09:15.840]  個個都說它有聖經根據的
[00:09:15.840 --> 00:09:19.540]  但是不代表他們去悉經的時候
[00:09:19.540 --> 00:09:23.440]  他們的悉經是一樣同樣可信的
[00:09:23.440 --> 00:09:26.840]  我由底下開始跟你慢慢講
[00:09:26.840 --> 00:09:30.840]  第一個是羅馬天主教的
[00:09:30.840 --> 00:09:32.540]  大家知道煉獄
[00:09:32.540 --> 00:09:34.840]  這個不只是他們普通的看法
[00:09:34.840 --> 00:09:37.240]  其實在他們的教義上面
[00:09:37.240 --> 00:09:41.040]  就是那個教皇寫出來的教義
[00:09:41.040 --> 00:09:42.540]  official在他的 website 裡面
[00:09:42.540 --> 00:09:43.640]  都是講煉獄的
[00:09:43.640 --> 00:09:45.040]  一定是有煉獄的
[00:09:45.040 --> 00:09:47.040]  如果大家知道煉獄的意思就是說
[00:09:47.040 --> 00:09:49.640]  你死了之後不夠好上不到天堂
[00:09:49.640 --> 00:09:50.440]  不要緊
[00:09:50.440 --> 00:09:52.240]  有個地方叫煉獄
[00:09:52.240 --> 00:09:53.440]  小則幾十年
[00:09:53.440 --> 00:09:55.140]  大則幾百年
[00:09:55.140 --> 00:09:57.440]  總之煉煉煉煉到差不多夠
[00:09:57.440 --> 00:09:59.840]  就可以上天堂了
[00:09:59.840 --> 00:10:03.140]  他們其實說是有聖經的根據的
[00:10:03.140 --> 00:10:06.540]  不過是需要有些創意解經才做到的
[00:10:06.540 --> 00:10:08.040]  我不多講了
[00:10:08.040 --> 00:10:09.840]  我把它拆了
[00:10:09.840 --> 00:10:13.840]  這個不是我們可以接受的一個理論
[00:10:13.840 --> 00:10:18.140]  第二 第二叫做普救和好
[00:10:18.140 --> 00:10:19.740]  OK 什麼意思呢
[00:10:19.740 --> 00:10:25.240]  到最後應該絕大部分人都會得救的
[00:10:25.240 --> 00:10:31.640]  這個view就是 Rob Bell 2011年裡面所講的view
[00:10:31.640 --> 00:10:33.440]  什麼叫和好呢
[00:10:33.440 --> 00:10:34.740]  我再接聖經給你聽
[00:10:34.740 --> 00:10:37.140]  你就會知道他在想什麼
[00:10:37.140 --> 00:10:40.140]  哥羅西書第一章第十九節
[00:10:40.140 --> 00:10:44.540]  保羅說 因為上帝喜歡使一切豐盛
[00:10:44.540 --> 00:10:47.740]  在他耶穌裡面居住
[00:10:47.740 --> 00:10:49.140]  藉著他 藉著耶穌
[00:10:49.140 --> 00:10:52.640]  上帝使萬有與自己和好
[00:10:52.640 --> 00:10:55.240]  上帝使萬有與自己和好
[00:10:55.240 --> 00:10:56.640]  萬有包括什麼呢
[00:10:56.640 --> 00:10:58.440]  地上的 天上的
[00:10:58.440 --> 00:11:04.340]  都藉著他在十字架所流的血促成了和平
[00:11:04.340 --> 00:11:06.140]  所以他們的根據
[00:11:06.140 --> 00:11:08.940]  聖經有一些經節是說
[00:11:08.940 --> 00:11:11.740]  上帝通過耶穌基督是使
[00:11:11.740 --> 00:11:15.740]  被造的世界 所有東西與他和好
[00:11:15.740 --> 00:11:20.740]  其實 於是他再加上上帝是很慈愛的上帝
[00:11:20.740 --> 00:11:23.240]  上帝願意萬人得救 不願意一人沉淪
[00:11:23.240 --> 00:11:25.040]  於是加上他
[00:11:25.040 --> 00:11:27.240]  他相信 雖然我們不知道
[00:11:27.240 --> 00:11:30.240]  上帝怎麼去拯救那些不信主的人
[00:11:30.240 --> 00:11:33.940]  其實在 Rob Bell 的思想裡面
[00:11:33.940 --> 00:11:36.640]  人死了之後還有機會信主的
[00:11:36.640 --> 00:11:40.440]  心敲上帝說他會把整個世界
[00:11:40.440 --> 00:11:43.740]  創造叛逆的世界與他自己和好
[00:11:43.740 --> 00:11:49.340]  於是最終是普救 普世都得救
[00:11:49.340 --> 00:11:55.440]  接著反上帝的 信上帝的人全部都和好
[00:11:55.440 --> 00:11:57.640]  雖然他所謂有些聖經根據
[00:11:57.640 --> 00:12:02.640]  其實他是要拒絕了聖經裡面很多對地獄的警告
[00:12:02.640 --> 00:12:05.440]  就是說他只是專注某幾節聖經
[00:12:05.440 --> 00:12:07.440]  但其他那些他當作沒有
[00:12:07.440 --> 00:12:10.040]  所以這個觀點 都是很有問題的
[00:12:10.040 --> 00:12:13.040]  我們暫時也不需要理他了
[00:12:13.040 --> 00:12:15.040]  第三個觀點
[00:12:15.040 --> 00:12:19.140]  第三個觀點是在近幾十年開始
[00:12:19.140 --> 00:12:23.540]  有福音派的神學家 牧者是
[00:12:23.540 --> 00:12:27.340]  越來越親近焚燒盡毀的觀點
[00:12:27.340 --> 00:12:30.740]  主要原因是因為有一個很出名的牧師
[00:12:30.740 --> 00:12:32.940]  神學家叫 John Stock
[00:12:32.940 --> 00:12:36.740]  John Stock 十幾幾十年前
[00:12:36.740 --> 00:12:39.840]  在一個會議裡面開始表態
[00:12:39.840 --> 00:12:42.540]  就說他相信是焚燒盡毀
[00:12:42.540 --> 00:12:45.340]  起初他說為什麼他相信焚燒盡毀呢
[00:12:45.340 --> 00:12:47.940]  就是因為他覺得
[00:12:47.940 --> 00:12:50.840]  如果你說一個人要永遠受刑
[00:12:50.840 --> 00:12:58.840]  是一個很難想像的一種悲慘的刑罰
[00:12:58.840 --> 00:13:03.540]  假設你有家人 朋友
[00:13:03.540 --> 00:13:05.140]  那個刑罰呢
[00:13:05.140 --> 00:13:07.340]  我不知道你有沒有
[00:13:07.340 --> 00:13:09.540]  有沒有有時候去幻想的時候
[00:13:09.540 --> 00:13:12.840]  就是有一些
[00:13:12.840 --> 00:13:14.340]  就是有一些恐懼
[00:13:14.340 --> 00:13:16.840]  我偶然都會早上自己醒來
[00:13:16.840 --> 00:13:18.040]  天還會很黑的時候
[00:13:18.040 --> 00:13:19.540]  在那一刻
[00:13:19.540 --> 00:13:21.840]  我仿然好像進入了另外一個世界
[00:13:21.840 --> 00:13:23.440]  好像進入了一個黑洞裡面
[00:13:23.440 --> 00:13:24.940]  接著我在幻想
[00:13:24.940 --> 00:13:26.640]  如果這個位置
[00:13:26.640 --> 00:13:28.140]  這種空虛
[00:13:28.140 --> 00:13:33.040]  這種黑暗是永遠持久的話
[00:13:33.040 --> 00:13:34.840]  是一個多麼恐怖的事情
[00:13:34.840 --> 00:13:36.140]  John Stock 呢
[00:13:36.140 --> 00:13:39.340]  就基本上是他自己想像
[00:13:39.340 --> 00:13:43.340]  一個永恆的審判是多麼恐怖的事情
[00:13:43.340 --> 00:13:44.840]  我想給你看看
[00:13:44.840 --> 00:13:46.540]  這個就是 Jonathan Edwards
[00:13:46.540 --> 00:13:50.040]  1741年寫了一本很出名的書
[00:13:50.040 --> 00:13:51.040]  叫做
[00:13:51.040 --> 00:13:53.540]  Sinners at the Hand of an Angry God
[00:13:53.540 --> 00:13:58.940]  這是美國的公理中的牧師 Jonathan Edwards
[00:13:58.940 --> 00:14:03.840]  有人說他是美國歷史上面最有名
[00:14:03.840 --> 00:14:04.840]  最勁的
[00:14:04.840 --> 00:14:06.940]  最有影響力的神學家
[00:14:06.940 --> 00:14:07.840]  OK
[00:14:07.840 --> 00:14:13.740]  這個是當時很出名的一篇講道
[00:14:13.740 --> 00:14:17.040]  這篇講道是震撼了當時的社會的
[00:14:17.040 --> 00:14:19.840]  就是到了近幾十年
[00:14:19.840 --> 00:14:22.040]  如果你在美國讀中學
[00:14:22.040 --> 00:14:24.240]  差不多每一個都要讀的
[00:14:24.240 --> 00:14:25.440]  當然他不相信
[00:14:25.440 --> 00:14:26.240]  不相信這個地獄
[00:14:26.240 --> 00:14:27.840]  但是他會說
[00:14:27.840 --> 00:14:32.340]  這個是很歷史時刻裡面的一篇讀
[00:14:32.340 --> 00:14:34.640]  我讀一點點裡面
[00:14:34.640 --> 00:14:35.440]  他有很多個點
[00:14:35.440 --> 00:14:36.440]  他有第四個點
[00:14:36.440 --> 00:14:40.540]  就講到這個刑罰是永遠的
[00:14:40.540 --> 00:14:41.340]  Edwards 這樣講
[00:14:41.340 --> 00:14:41.840]  他說
[00:14:41.840 --> 00:14:45.340]  這乃是永久的憤怒
[00:14:45.340 --> 00:14:49.840]  若你們只是片刻遭受全能神的烈怒
[00:14:49.840 --> 00:14:52.140]  已經已夠可怕了
[00:14:52.140 --> 00:14:55.640]  但是你們要永久遭受它
[00:14:55.640 --> 00:14:59.540]  這個極端可怕的苦痛
[00:14:59.540 --> 00:15:02.640]  乃是永遠無窮的
[00:15:02.640 --> 00:15:04.840]  當你們向前看的時候
[00:15:04.840 --> 00:15:09.040]  你們看到一個永遠不斷的苦楚
[00:15:09.040 --> 00:15:10.240]  擺在前面
[00:15:10.240 --> 00:15:13.140]  它要吞滅你們的思想
[00:15:13.140 --> 00:15:16.040]  驚嚇你們的靈魂
[00:15:16.040 --> 00:15:18.240]  你們要絕對失望
[00:15:18.240 --> 00:15:19.640]  沒有救法
[00:15:19.640 --> 00:15:21.040]  沒有窮盡
[00:15:21.040 --> 00:15:22.840]  沒有緩和
[00:15:22.840 --> 00:15:25.240]  沒有靈色
[00:15:25.240 --> 00:15:26.240]  你們必知道
[00:15:26.240 --> 00:15:30.240]  你們在億萬年漫長的歲月中
[00:15:30.240 --> 00:15:35.240]  與這全能無情的報復掙扎著
[00:15:35.240 --> 00:15:36.640]  然而到頭來
[00:15:36.640 --> 00:15:37.840]  你們必發現
[00:15:37.840 --> 00:15:44.740]  這不過是無窮苦刑之中的一點點意義
[00:15:44.740 --> 00:15:48.840]  所以你們的刑罰真是無窮無盡
[00:15:48.840 --> 00:15:51.640]  一個靈魂所處的這種光景
[00:15:51.640 --> 00:15:54.440]  有誰能夠形容出來呢
[00:15:54.440 --> 00:15:55.740]  如果你有機會看回原文
[00:15:55.740 --> 00:15:56.640]  即是英文
[00:15:56.640 --> 00:15:58.840]  其實它寫得很好的
[00:15:58.840 --> 00:16:01.740]  而且是很震撼人心的
[00:16:01.740 --> 00:16:04.840]  如果你投入它的思想
[00:16:04.840 --> 00:16:06.240]  你億萬年之後
[00:16:06.240 --> 00:16:08.840]  你以為差不多到了
[00:16:08.840 --> 00:16:10.240]  原來只是少許而已
[00:16:10.240 --> 00:16:11.240]  還有億萬年
[00:16:11.240 --> 00:16:12.440]  還有億萬年
[00:16:12.440 --> 00:16:14.440]  永無窮盡
[00:16:14.440 --> 00:16:16.940]  我們所能形容的
[00:16:16.940 --> 00:16:19.440]  都只是很微弱的
[00:16:19.440 --> 00:16:22.440]  這種苦楚是無法形容的
[00:16:22.440 --> 00:16:23.840]  不可想像的
[00:16:23.840 --> 00:16:29.040]  因為誰能知道神憤怒的權能呢
[00:16:29.040 --> 00:16:31.240]  這篇道很有趣
[00:16:31.240 --> 00:16:33.840]  這篇道是1741年寫的
[00:16:33.840 --> 00:16:35.040]  原因就是
[00:16:35.040 --> 00:16:37.240]  當時在美國的一個州
[00:16:37.240 --> 00:16:38.340]  加拿大那裡
[00:16:38.340 --> 00:16:39.440]  康州
[00:16:39.440 --> 00:16:43.440]  有一個城出了名是叛逆上帝的
[00:16:43.440 --> 00:16:44.640]  即是每個人都會回教堂
[00:16:44.640 --> 00:16:47.440]  但是每個人回教堂都很囂張的
[00:16:47.440 --> 00:16:48.240]  完全當上帝
[00:16:48.240 --> 00:16:48.840]  是沒有道的
[00:16:48.840 --> 00:16:50.640]  是沒有fear of God
[00:16:50.640 --> 00:16:52.340]  不敬畏上帝
[00:16:52.340 --> 00:16:55.740]  於是當地的牧師是特意請Edwards來
[00:16:55.740 --> 00:16:57.540]  開一個報道會
[00:16:57.540 --> 00:16:58.740]  開一個特會
[00:16:58.740 --> 00:17:01.240]  叫他講一篇道
[00:17:01.240 --> 00:17:03.440]  是呼召他們信主的
[00:17:03.440 --> 00:17:04.940]  他就講這一篇
[00:17:04.940 --> 00:17:08.040]  你不要看剛才他靠嚇
[00:17:08.040 --> 00:17:08.840]  他不是靠嚇的
[00:17:08.840 --> 00:17:11.240]  他到最後是不斷講耶穌的
[00:17:11.240 --> 00:17:12.540]  不斷呼召那些人
[00:17:12.540 --> 00:17:13.740]  你現在還可以
[00:17:13.740 --> 00:17:15.540]  你現在就可以信了
[00:17:15.540 --> 00:17:16.440]  但是他中間
[00:17:16.440 --> 00:17:19.440]  他從頭到尾講了很多關於地獄
[00:17:19.440 --> 00:17:20.840]  上帝的憤怒
[00:17:20.840 --> 00:17:24.040]  講到那些人是完全震撼的
[00:17:24.040 --> 00:17:26.240]  於是因為這篇道
[00:17:26.240 --> 00:17:28.740]  當時的教會就有一個復興了
[00:17:28.740 --> 00:17:29.640]  OK
[00:17:29.640 --> 00:17:31.340]  講回John Stock
[00:17:31.340 --> 00:17:32.640]  John Stock就是因為
[00:17:32.640 --> 00:17:36.440]  就是他思想這個無盡的憤怒
[00:17:36.440 --> 00:17:37.440]  覺得很惆悵
[00:17:37.440 --> 00:17:39.540]  沒有辦法可以接受
[00:17:39.540 --> 00:17:40.340]  於是他說
[00:17:40.340 --> 00:17:42.340]  他就回到聖經裡面
[00:17:42.340 --> 00:17:44.140]  關於地獄的經文
[00:17:44.140 --> 00:17:45.940]  重新演繹
[00:17:45.940 --> 00:17:46.640]  OK
[00:17:46.640 --> 00:17:48.340]  其實
[00:17:48.340 --> 00:17:49.840]  我不是說他亂來
[00:17:49.840 --> 00:17:51.840]  但是他嘗試去想
[00:17:51.840 --> 00:17:53.140]  有沒有其他的出路
[00:17:53.140 --> 00:17:54.840]  有沒有其他的可能性
[00:17:54.840 --> 00:17:57.040]  這個很普遍的一件事情
[00:17:57.040 --> 00:17:58.140]  就是說
[00:17:58.140 --> 00:17:58.840]  火啊
[00:17:58.840 --> 00:18:01.340]  燒著燒著就應該燒盡了
[00:18:01.340 --> 00:18:04.240]  於是說其實聖經講的火
[00:18:04.240 --> 00:18:05.340]  是會燒盡的
[00:18:05.340 --> 00:18:06.340]  火繼續燒
[00:18:06.340 --> 00:18:08.940]  但是丟下去火裡面的東西
[00:18:08.940 --> 00:18:10.040]  是會燒盡的
[00:18:10.040 --> 00:18:13.040]  於是人所受的審判
[00:18:13.040 --> 00:18:14.440]  最終是會沒有了
[00:18:14.440 --> 00:18:15.740]  火是繼續燒
[00:18:15.740 --> 00:18:18.840]  但是人的靈魂
[00:18:18.840 --> 00:18:20.140]  是不會永遠
[00:18:20.140 --> 00:18:21.140]  於是
[00:18:21.140 --> 00:18:25.140]  解決了他心裡面的難題
[00:18:25.140 --> 00:18:26.740]  於是
[00:18:26.740 --> 00:18:28.940]  他就很公開地開始
[00:18:28.940 --> 00:18:33.340]  說他相信地獄是焚燒盡毀
[00:18:33.340 --> 00:18:35.240]  喏
[00:18:35.240 --> 00:18:36.440]  講真那句
[00:18:36.440 --> 00:18:37.540]  其實這個
[00:18:37.540 --> 00:18:39.140]  大家都很明白的
[00:18:39.140 --> 00:18:40.340]  就是我也覺得
[00:18:40.340 --> 00:18:42.840]  有時候我想一下
[00:18:42.840 --> 00:18:44.240]  我所認識的人
