
[00:00:00.000 --> 00:00:10.000]  今天我們要跟弟兄姊妹一起來看的是《上行致詩》裡頭的一百二十一篇
[00:06:51.000 --> 00:06:53.000]  才能夠地動山搖
[00:06:53.000 --> 00:06:55.000]  一般的山很穩定
[00:06:55.000 --> 00:06:58.000]  那麼他就向山舉目呢
[00:06:58.000 --> 00:07:01.000]  就是表示他相信神的目的
[00:07:01.000 --> 00:07:05.000]  他倚靠神的力量
[00:07:05.000 --> 00:07:09.000]  那就是他們是信靠神的人
[00:07:09.000 --> 00:07:11.000]  所以他向山舉目
[00:07:11.000 --> 00:07:14.000]  就不是單單看周圍的環境
[00:07:14.000 --> 00:07:17.000]  周圍這些路多麼困難
[00:07:17.000 --> 00:07:19.000]  當他向山舉目的時候
[00:07:19.000 --> 00:07:21.000]  他就有信心了
[00:07:21.000 --> 00:07:23.000]  因為他回頭一看的話
[00:07:23.000 --> 00:07:25.000]  經過可能幾個月
[00:07:25.000 --> 00:07:26.000]  或者幾十天
[00:07:26.000 --> 00:07:28.000]  這麼一個步行的話
[00:07:28.000 --> 00:07:31.000]  終於要來到神的聖城了
[00:07:31.000 --> 00:07:32.000]  他們知道
[00:07:32.000 --> 00:07:35.000]  這個都是神的恩典
[00:07:35.000 --> 00:07:39.000]  神保護我們
[00:07:39.000 --> 00:07:42.000]  所以第二節就是
[00:07:42.000 --> 00:07:45.000]  詩人自己就回答了
[00:07:45.000 --> 00:07:46.000]  第一節他問
[00:07:46.000 --> 00:07:48.000]  我的幫助從何而來
[00:07:48.000 --> 00:07:50.000]  怎麼會有人幫助我呢
[00:07:50.000 --> 00:07:51.000]  誰呢
[00:07:51.000 --> 00:07:54.000]  從上天底的眼花而來
[00:07:54.000 --> 00:07:57.000]  這個叫路是怎麼走過來呢
[00:07:57.000 --> 00:07:59.000]  回頭一看的話
[00:07:59.000 --> 00:08:02.000]  真是經過千辛萬苦
[00:08:02.000 --> 00:08:03.000]  很多的艱難
[00:08:03.000 --> 00:08:06.000]  但終於要到達了
[00:08:06.000 --> 00:08:07.000]  誰幫助呢
[00:08:07.000 --> 00:08:11.000]  是向照天地的眼花
[00:08:11.000 --> 00:08:15.000]  是神幫助他們來到這裡
[00:08:15.000 --> 00:08:17.000]  雖然他是向山舉目
[00:08:17.000 --> 00:08:20.000]  但是不是山給他幫助
[00:08:20.000 --> 00:08:22.000]  是照天地的眼花
[00:08:22.000 --> 00:08:26.000]  照這個山的眼花來幫助他
[00:08:26.000 --> 00:08:28.000]  那是超過山了
[00:08:28.000 --> 00:08:32.000]  這樣的一位神幫助他們
[00:08:32.000 --> 00:08:34.000]  所以這次說到我們
[00:08:34.000 --> 00:08:36.000]  在地上我們興了足以後
[00:08:36.000 --> 00:08:40.000]  我們就走十字架的道路
[00:08:40.000 --> 00:08:42.000]  我們就走天路
[00:08:42.000 --> 00:08:43.000]  就好像天路歷程
[00:08:43.000 --> 00:08:46.000]  這本書告訴基督徒
[00:08:46.000 --> 00:08:48.000]  從將往神他出發的話
[00:08:48.000 --> 00:08:52.000]  他要怎麼樣經過千辛萬苦
[00:08:52.000 --> 00:08:54.000]  經過各樣的困難
[00:08:54.000 --> 00:08:58.000]  他要來到這個天城
[00:08:58.000 --> 00:09:00.000]  他就看起來的話
[00:09:00.000 --> 00:09:02.000]  是神幫助
[00:09:02.000 --> 00:09:04.000]  因為靠自己的話
[00:09:04.000 --> 00:09:07.000]  實在是沒有力量
[00:09:07.000 --> 00:09:09.000]  就是神幫助
[00:09:09.000 --> 00:09:12.000]  所以當我們在面對困難的時候
[00:09:12.000 --> 00:09:15.000]  我們要向誰舉目呢
[00:09:15.000 --> 00:09:18.000]  要注目著誰身上呢
[00:09:18.000 --> 00:09:22.000]  人有的時候或許會幫助我們
[00:09:22.000 --> 00:09:25.000]  朋友或許會幫助我們
[00:09:25.000 --> 00:09:28.000]  但是真正能幫助我們的
[00:09:28.000 --> 00:09:30.000]  就是神
[00:09:30.000 --> 00:09:31.000]  所以弟兄姊妹
[00:09:31.000 --> 00:09:33.000]  你回顧你過去的
[00:09:33.000 --> 00:09:35.000]  所走過的路程
[00:09:35.000 --> 00:09:36.000]  你也能說
[00:09:36.000 --> 00:09:39.000]  跟著詩篇的詩人一樣的說
[00:09:39.000 --> 00:09:41.000]  我的幫助是從
[00:09:41.000 --> 00:09:44.000]  照天地的眼花而來
[00:09:44.000 --> 00:09:45.000]  我們感謝神
[00:09:45.000 --> 00:09:47.000]  因為有神的幫助
[00:09:47.000 --> 00:09:50.000]  所以我們就能夠走過來
[00:09:50.000 --> 00:09:54.000]  所以我們遇到什麼困難
[00:09:54.000 --> 00:09:56.000]  神都能幫助我們
[00:09:56.000 --> 00:09:58.000]  神都能照天地
[00:09:58.000 --> 00:10:00.000]  神不能夠解決我們
[00:10:00.000 --> 00:10:03.000]  個人一些困難
[00:10:03.000 --> 00:10:04.000]  一定會的
[00:10:04.000 --> 00:10:06.000]  祂會幫助我們
[00:10:06.000 --> 00:10:08.000]  我們有什麼缺乏呢
[00:10:08.000 --> 00:10:10.000]  神可以供應我們
[00:10:10.000 --> 00:10:13.000]  所以誰是誰在
[00:10:13.000 --> 00:10:15.000]  祂都可以與我們同在
[00:10:15.000 --> 00:10:18.000]  都可以來幫助我們
[00:10:18.000 --> 00:10:20.000]  所以或許也有人能夠幫助
[00:10:20.000 --> 00:10:23.000]  但是人的幫助是有限的
[00:10:23.000 --> 00:10:25.000]  你的家人碰到困難的時候
[00:10:25.000 --> 00:10:27.000]  可以幫助你
[00:10:27.000 --> 00:10:29.000]  但他們小的困難
[00:10:29.000 --> 00:10:31.000]  可以幫助一下
[00:10:31.000 --> 00:10:33.000]  但是你如果在大的困難裡
[00:10:33.000 --> 00:10:36.000]  他也無能為力
[00:10:36.000 --> 00:10:39.000]  那麼人是有限的
[00:10:39.000 --> 00:10:41.000]  人雖然很愛你
[00:10:41.000 --> 00:10:43.000]  家人很願意幫助你
[00:10:43.000 --> 00:10:45.000]  朋友也願意幫助你
[00:10:45.000 --> 00:10:47.000]  弟兄姊妹也願意幫助你
[00:10:47.000 --> 00:10:51.000]  但是人究竟還是有限的
[00:10:51.000 --> 00:10:54.000]  常常是有形無力
[00:10:54.000 --> 00:10:57.000]  但是感謝神
[00:10:57.000 --> 00:11:00.000]  我們的神是照天地的圓環
[00:11:00.000 --> 00:11:03.000]  所以祂在我們什麼難處
[00:11:03.000 --> 00:11:06.000]  我們都可以來到神的面前
[00:11:06.000 --> 00:11:08.000]  向神來祈求
[00:11:08.000 --> 00:11:12.000]  請祂來幫助
[00:11:12.000 --> 00:11:13.000]  第四節說
[00:11:13.000 --> 00:11:16.000]  保護以色列的
[00:11:16.000 --> 00:11:20.000]  也不打盹也不睡覺
[00:11:20.000 --> 00:11:22.000]  就是祂這個保護
[00:11:22.000 --> 00:11:24.000]  不是口頭的保護
[00:11:24.000 --> 00:11:27.000]  也不是有時保護
[00:11:27.000 --> 00:11:29.000]  有時候就不管了
[00:11:29.000 --> 00:11:35.000]  祂就不打盹不睡覺
[00:11:35.000 --> 00:11:38.000]  祂一直在看顧我們
[00:11:38.000 --> 00:11:39.000]  有時候我們覺得
[00:11:39.000 --> 00:11:42.000]  神好像也沒有與我們同在
[00:11:42.000 --> 00:11:46.000]  但是神沒有離開我們
[00:11:46.000 --> 00:11:49.000]  祂看見我們的困難
[00:11:49.000 --> 00:11:54.000]  所以不打盹不睡覺
[00:11:54.000 --> 00:11:59.000]  就好像這個兵
[00:11:59.000 --> 00:12:01.000]  這些軍隊的
[00:12:01.000 --> 00:12:04.000]  晚上的話有值班的
[00:12:04.000 --> 00:12:06.000]  有這個崗哨
[00:12:06.000 --> 00:12:08.000]  有這個保護的
[00:12:08.000 --> 00:12:09.000]  他就不能睡覺
[00:12:09.000 --> 00:12:14.000]  他就要顧到整個部隊的安全
[00:12:14.000 --> 00:12:16.000]  所以他就要換班
[00:12:16.000 --> 00:12:18.000]  那麼他也要很謹慎的
[00:12:18.000 --> 00:12:20.000]  來勁道力量
[00:12:20.000 --> 00:12:25.000]  不容得敵人跑到營地裡頭來
[00:12:25.000 --> 00:12:27.000]  那麼也是跟母親一樣的
[00:12:27.000 --> 00:12:29.000]  母親生了孩子以後
[00:12:29.000 --> 00:12:31.000]  跟他睡在一起
[00:12:31.000 --> 00:12:32.000]  孩子一動的話
[00:12:32.000 --> 00:12:34.000]  這母親就醒了
[00:12:34.000 --> 00:12:36.000]  他就是這樣的細心
[00:12:36.000 --> 00:12:39.000]  神關心我們
[00:12:39.000 --> 00:12:40.000]  大的難處
[00:12:40.000 --> 00:12:41.000]  祂看見
[00:12:41.000 --> 00:12:43.000]  祂要幫助我們
[00:12:43.000 --> 00:12:44.000]  小的難處
[00:12:44.000 --> 00:12:45.000]  祂也要看見
[00:12:45.000 --> 00:12:48.000]  祂也要幫助我們
[00:12:48.000 --> 00:12:49.000]  所以我們感謝神
[00:12:49.000 --> 00:12:53.000]  祂不打盹也不睡覺
[00:12:53.000 --> 00:12:55.000]  所以有一個部落裡頭的
[00:12:55.000 --> 00:12:59.000]  有一次一個婦女
[00:12:59.000 --> 00:13:01.000]  來找這個酋長
[00:13:01.000 --> 00:13:06.000]  她說我昨天晚上丟了東西了
[00:13:06.000 --> 00:13:08.000]  我家裡的東西丟了
[00:13:08.000 --> 00:13:10.000]  那麼酋長跟她說
[00:13:10.000 --> 00:13:12.000]  那你怎麼不細心
[00:13:12.000 --> 00:13:15.000]  你自己也保管好呢
[00:13:15.000 --> 00:13:17.000]  她說我不管
[00:13:17.000 --> 00:13:20.000]  因為你是這個部落的酋長
[00:13:20.000 --> 00:13:23.000]  這些事情都是你管的
[00:13:23.000 --> 00:13:24.000]  你再的話
[00:13:24.000 --> 00:13:26.000]  我們應該是安全的
[00:13:26.000 --> 00:13:29.000]  怎麼會丟東西呢
[00:13:29.000 --> 00:13:32.000]  她就說你是酋長
[00:13:32.000 --> 00:13:35.000]  所有的事都是你負責
[00:13:35.000 --> 00:13:37.000]  神也是對我們說
[00:13:37.000 --> 00:13:38.000]  大小的事情
[00:13:38.000 --> 00:13:40.000]  祂都要看顧
[00:13:40.000 --> 00:13:43.000]  天空的飛鳥祂要看顧
[00:13:43.000 --> 00:13:45.000]  那麼一切
[00:13:45.000 --> 00:13:47.000]  太陽 月亮 出路
[00:13:47.000 --> 00:13:49.000]  都是祂在管
[00:13:49.000 --> 00:13:50.000]  那我們相信
[00:13:50.000 --> 00:13:52.000]  我們遇到的困難
[00:13:52.000 --> 00:13:54.000]  也不會說神不知道
[00:13:54.000 --> 00:13:56.000]  或者神沒有注意
[00:13:56.000 --> 00:13:58.000]  困難就碰到我們了
[00:13:58.000 --> 00:13:59.000]  不是的
[00:13:59.000 --> 00:14:02.000]  神管理我們的一切
[00:14:02.000 --> 00:14:05.000]  不管大事小事
[00:14:05.000 --> 00:14:06.000]  大病小病
[00:14:06.000 --> 00:14:08.000]  神都知道
[00:14:08.000 --> 00:14:10.000]  所以我們還不知道
[00:14:10.000 --> 00:14:12.000]  前面有什麼危險的時候
[00:14:12.000 --> 00:14:14.000]  神已經知道了
[00:14:14.000 --> 00:14:16.000]  神為什麼讓你經過
[00:14:16.000 --> 00:14:18.000]  這些危險困難呢
[00:14:18.000 --> 00:14:20.000]  因為神事先知道
[00:14:20.000 --> 00:14:22.000]  神也會與你同在
[00:14:22.000 --> 00:14:25.000]  要帶你經過這些事情
[00:14:25.000 --> 00:14:27.000]  所以我們感謝神
[00:14:27.000 --> 00:14:29.000]  祂說保護你的
[00:14:29.000 --> 00:14:33.000]  不可是耶和華
[00:14:33.000 --> 00:14:34.000]  耶和華在你右邊
[00:14:34.000 --> 00:14:38.000]  硬逼你
[00:14:38.000 --> 00:14:40.000]  下面就說了
[00:14:40.000 --> 00:14:42.000]  白熱太陽並不傷你
[00:14:42.000 --> 00:14:46.000]  夜間月亮也不害你
[00:14:46.000 --> 00:14:48.000]  保護的
[00:14:48.000 --> 00:14:51.000]  全天候的保護
[00:14:51.000 --> 00:14:52.000]  白天保護
[00:14:52.000 --> 00:14:54.000]  太陽不會傷了你
[00:14:54.000 --> 00:14:56.000]  晚上呢
[00:14:56.000 --> 00:14:58.000]  太陽保護
[00:14:58.000 --> 00:15:01.000]  月亮也不會傷了你
[00:15:01.000 --> 00:15:03.000]  過去我們走到這裡的話
[00:15:03.000 --> 00:15:06.000]  白熱太陽不傷你呢
[00:15:06.000 --> 00:15:10.000]  那實在是太陽是會傷我們的
[00:15:10.000 --> 00:15:12.000]  曬得太厲害的話
[00:15:12.000 --> 00:15:14.000]  可能曬得你都脫水了
[00:15:14.000 --> 00:15:16.000]  或者你都昏倒了
[00:15:16.000 --> 00:15:20.000]  那麼月亮怎麼也不傷你呢
[00:15:20.000 --> 00:15:23.000]  我們不是很喜歡月亮嗎
[00:15:23.000 --> 00:15:26.000]  尤其是過中秋節的時候
[00:15:26.000 --> 00:15:30.000]  你就會想起唐詩裡頭的一句話
[00:15:30.000 --> 00:15:33.000]  窗前明月光
[00:15:33.000 --> 00:15:35.000]  又是地上霜
[00:15:35.000 --> 00:15:37.000]  抬頭見明月
[00:15:37.000 --> 00:15:39.000]  低頭思故鄉
[00:15:39.000 --> 00:15:42.000]  月亮太可愛了
[00:15:42.000 --> 00:15:45.000]  太陽有時候我們需要它的陽光
[00:15:45.000 --> 00:15:48.000]  但是有時候有點害怕
[00:15:48.000 --> 00:15:49.000]  不要太曬
[00:15:49.000 --> 00:15:51.000]  曬太厲害實在受不了
[00:15:51.000 --> 00:15:53.000]  在這裡說
[00:15:53.000 --> 00:15:56.000]  月亮也不會傷了你
[00:15:56.000 --> 00:15:58.000]  其實在東方的話
[00:15:58.000 --> 00:16:01.000]  有一些人說
[00:16:01.000 --> 00:16:06.000]  在月亮光特別明亮的時候
[00:16:06.000 --> 00:16:08.000]  對人也是有傷害的
[00:16:08.000 --> 00:16:11.000]  所以他們在船上的話
[00:16:11.000 --> 00:16:14.000]  在月亮光很明亮的地方
[00:16:14.000 --> 00:16:15.000]  他就要提醒
[00:16:15.000 --> 00:16:17.000]  船長就要提醒船員
[00:16:17.000 --> 00:16:18.000]  你要注意
[00:16:18.000 --> 00:16:22.000]  你不要直接暴露在月亮光的底下
[00:16:22.000 --> 00:16:26.000]  因為有些人長期暴露在月亮光底下
[00:16:26.000 --> 00:16:28.000]  好像精神就不太正常了
[00:16:28.000 --> 00:16:31.000]  好像有點意識就是有點模糊了
[00:16:31.000 --> 00:16:34.000]  所以月亮光也會傷人的
[00:16:34.000 --> 00:16:36.000]  所以他說你睡的時候
[00:16:36.000 --> 00:16:40.000]  要拿一個東西蓋在你的臉上
[00:16:40.000 --> 00:16:45.000]  不要直接暴露在強烈的月亮光底下
[00:16:45.000 --> 00:16:46.000]  這裡說
[00:16:46.000 --> 00:16:49.000]  白的太陽不會傷你
[00:16:49.000 --> 00:16:51.000]  那夜天的月亮呢
[00:16:51.000 --> 00:16:53.000]  月亮也不會害了你
[00:16:53.000 --> 00:16:57.000]  神是從前天中間
[00:16:57.000 --> 00:17:00.000]  祂都在與我們同在
[00:17:00.000 --> 00:17:02.000]  都在保護我們
[00:17:02.000 --> 00:17:04.000]  所以我們感謝神
[00:17:04.000 --> 00:17:07.000]  所以講到神的保護
[00:17:07.000 --> 00:17:09.000]  所以第七節跟第八節呢
[00:17:09.000 --> 00:17:14.000]  就說到神保護的三重性
[00:17:14.000 --> 00:17:16.000]  用三方面保護
[00:17:16.000 --> 00:17:22.000]  第一個保護你免受災害
[00:17:22.000 --> 00:17:26.000]  第二個保護你的性命
[00:17:26.000 --> 00:17:29.000]  就是第七節的下半節
[00:17:29.000 --> 00:17:33.000]  上半節說保護你免受一切的災害
[00:17:33.000 --> 00:17:37.000]  第二個保護呢保護你的性命
[00:17:37.000 --> 00:17:40.000]  第三個保護呢就是你出你入
[00:17:40.000 --> 00:17:42.000]  月花都要保護你
[00:17:42.000 --> 00:17:45.000]  從今時直到永遠
[00:17:45.000 --> 00:17:47.000]  所以神的保護呢
[00:17:47.000 --> 00:17:53.000]  實在是非常全面非常安全的
[00:17:53.000 --> 00:17:55.000]  所以我們感謝神
[00:17:55.000 --> 00:17:57.000]  這個地方的保護呢
[00:17:57.000 --> 00:17:58.000]  這個圓紋呢
[00:17:58.000 --> 00:18:04.000]  是做一個最敏捷柔細的保護
[00:18:04.000 --> 00:18:08.000]  就好像我們的眼皮保護眼睛一樣
[00:18:08.000 --> 00:18:12.000]  如果一個人要打你過來的話
[00:18:12.000 --> 00:18:15.000]  手還沒有打到你的以前呢
[00:18:15.000 --> 00:18:20.000]  你的眼皮已經閉起來了
[00:18:20.000 --> 00:18:22.000]  是最敏捷的
[00:18:22.000 --> 00:18:24.000]  就是靠這個保護
[00:18:24.000 --> 00:18:28.000]  使你的眼睛不會受到傷害
[00:18:28.000 --> 00:18:30.000]  所以我們感謝神
[00:18:30.000 --> 00:18:31.000]  祂的保護呢
[00:18:31.000 --> 00:18:37.000]  實在是超過我們所求所想的
[00:18:37.000 --> 00:18:42.000]  所以我想到我三十多年以前
[00:18:42.000 --> 00:18:49.000]  出國前那天就收到加拿大的簽證
[00:18:49.000 --> 00:18:53.000]  我們已經申請了好長時間了
[00:18:53.000 --> 00:18:57.000]  也去大使館見過面了
[00:18:57.000 --> 00:18:59.000]  但是一直沒有回信
[00:18:59.000 --> 00:19:01.000]  同時就說了
[00:19:01.000 --> 00:19:03.000]  你看別人都已經走了
[00:19:03.000 --> 00:19:04.000]  別人都已經辦完了
[00:19:04.000 --> 00:19:07.000]  怎麼你這麼久還沒有呢
[00:19:07.000 --> 00:19:10.000]  我自己想呢
[00:19:10.000 --> 00:19:13.000]  等候神的人必不著急
[00:19:13.000 --> 00:19:14.000]  不能著急
[00:19:14.000 --> 00:19:16.000]  神有祂的時候
[00:19:16.000 --> 00:19:18.000]  所以在復活節
[00:19:18.000 --> 00:19:20.000]  那年的復活節呢
[00:19:20.000 --> 00:19:23.000]  我們剛好是禮拜天
[00:19:23.000 --> 00:19:27.000]  那我們就聚完會以後回到家
[00:19:27.000 --> 00:19:30.000]  有個同事拿了一大個
[00:19:30.000 --> 00:19:32.000]  很大的信封
[00:19:32.000 --> 00:19:37.000]  說這是加拿大大使館給你來的信
[00:19:37.000 --> 00:19:40.000]  我想這下可能差不多了
[00:19:40.000 --> 00:19:41.000]  什麼差不多
[00:19:41.000 --> 00:19:43.000]  可能你不夠合格
[00:19:43.000 --> 00:19:45.000]  把你申請的資料呢
[00:19:45.000 --> 00:19:47.000]  全退回來了
[00:19:47.000 --> 00:19:50.000]  所以需要有這麼厚的一個大信封
[00:19:50.000 --> 00:19:51.000]  一打開
[00:19:51.000 --> 00:19:52.000]  不是
[00:19:52.000 --> 00:19:55.000]  簽證
[00:19:55.000 --> 00:19:57.000]  告訴我應該怎麼辦手續
[00:19:57.000 --> 00:20:00.000]  等了多長時間
[00:20:00.000 --> 00:20:03.000]  說終於可以離開了
[00:20:03.000 --> 00:20:05.000]  所以我是感謝神
[00:20:05.000 --> 00:20:07.000]  祂保護我這段時間
[00:20:07.000 --> 00:20:12.000]  從我受到這些逼迫的話
[00:20:12.000 --> 00:20:15.000]  已經好多年以前
[00:20:15.000 --> 00:20:19.000]  一直在這個難處當中
[00:20:19.000 --> 00:20:20.000]  但是呢
[00:20:20.000 --> 00:20:22.000]  神沒有忘記
[00:20:22.000 --> 00:20:23.000]  神沒有忘記我
[00:20:23.000 --> 00:20:26.000]  神沒有忘記在難處中間
[00:20:26.000 --> 00:20:27.000]  祂的兒女
[00:20:27.000 --> 00:20:29.000]  所以到了時候
[00:20:29.000 --> 00:20:33.000]  祂就會帶我們過來
[00:20:33.000 --> 00:20:36.000]  所以我拿到簽證以後
[00:20:36.000 --> 00:20:38.000]  很快
[00:20:38.000 --> 00:20:40.000]  快也不快
[00:20:40.000 --> 00:20:42.000]  因為還要去辦護照
[00:20:42.000 --> 00:20:47.000]  還要去辦理退職的手續
[00:20:47.000 --> 00:20:50.000]  所以要很快
[00:20:50.000 --> 00:20:52.000]  很快的意思就也不耽誤了
[00:20:52.000 --> 00:20:54.000]  一天應該辦的事情
[00:20:54.000 --> 00:20:56.000]  就盡量快的把它辦完
[00:20:56.000 --> 00:21:00.000]  然後還要
[00:21:00.000 --> 00:21:03.000]  那時候溫哥華
[00:21:03.000 --> 00:21:05.000]  中國到溫哥華還沒有直飛的
[00:21:05.000 --> 00:21:07.000]  所以還得
[00:21:07.000 --> 00:21:09.000]  我的哥哥從香港呢
[00:21:09.000 --> 00:21:11.000]  要替我買機票
[00:21:11.000 --> 00:21:13.000]  從香港經過東京
[00:21:13.000 --> 00:21:15.000]  再到溫哥華
[00:21:15.000 --> 00:21:17.000]  我們還得坐火車
[00:21:17.000 --> 00:21:19.000]  到上海
[00:21:19.000 --> 00:21:21.000]  然後再轉到廣州
