
[00:00:00.000 --> 00:00:03.000]  今晚想跟大家分享甚麼呢?
[00:01:56.000 --> 00:01:59.000]  是誰呢?我不知道你認不認識這個人
[00:01:59.000 --> 00:02:01.000]  Victor Franco
[00:02:01.000 --> 00:02:05.000]  奧地利猶太裔的心理學家
[00:02:05.000 --> 00:02:09.000]  他是維也納的精神科學教授
[00:02:09.000 --> 00:02:16.000]  他在二次大戰期間被抓到猶太集中營
[00:02:16.000 --> 00:02:24.000]  他所有的父母、妻子、願稿、學稅全部被人剝奪
[00:02:24.000 --> 00:02:28.000]  他跟太太和家人都分開了
[00:02:28.000 --> 00:02:31.000]  關在那裡不知道何時進去煤氣房
[00:02:31.000 --> 00:02:36.000]  看著囚友一個一個消失
[00:02:36.000 --> 00:02:39.000]  他自己也曾經歷過
[00:02:39.000 --> 00:02:41.000]  在沒有任何選擇
[00:02:41.000 --> 00:02:44.000]  關在那裡不知道今天或明天的時候
[00:02:44.000 --> 00:02:49.000]  他對於生命生存有很多懷疑
[00:02:49.000 --> 00:02:53.000]  但最終他離開了集中營
[00:02:53.000 --> 00:02:57.000]  他把自己的經歷寫成了一本書
[00:02:57.000 --> 00:02:59.000]  這本書很有名
[00:02:59.000 --> 00:03:02.000]  《Man's Search for Meaning》
[00:03:02.000 --> 00:03:06.000]  究竟他在面對這麼大的困難
[00:03:06.000 --> 00:03:10.000]  他怎樣去生存過得下去呢?
[00:03:10.000 --> 00:03:14.000]  他說他靠一件事
[00:03:14.000 --> 00:03:16.000]  他人生的意義
[00:03:16.000 --> 00:03:18.000]  他有一個意義
[00:03:18.000 --> 00:03:20.000]  他活著有一個意義
[00:03:20.000 --> 00:03:23.000]  在這麼大的困難裡他可以生存下來
[00:03:23.000 --> 00:03:26.000]  他在集中營裡只想著兩件事
[00:03:26.000 --> 00:03:29.000]  第一是有機會見到他老婆
[00:03:29.000 --> 00:03:32.000]  當他出來後發現他已經死了
[00:03:32.000 --> 00:03:36.000]  第二是他覺得他不甘心就此死
[00:03:36.000 --> 00:03:38.000]  他想著如果有機會回來
[00:03:38.000 --> 00:03:41.000]  他一定要把他的經歷跟別人分享
[00:03:41.000 --> 00:03:42.000]  所以他出來後
[00:03:42.000 --> 00:03:44.000]  他用很多時間跟別人分享
[00:03:44.000 --> 00:03:46.000]  無論你面對多大的困難
[00:03:46.000 --> 00:03:48.000]  你的人生如果找到意義
[00:03:48.000 --> 00:03:50.000]  你就能夠走下去
[00:03:50.000 --> 00:03:56.000]  他能夠有這樣的選擇
[00:03:56.000 --> 00:03:59.000]  他最後在書中有一句說話
[00:03:59.000 --> 00:04:02.000]  他是英文來的
[00:04:02.000 --> 00:04:04.000]  Everything can be taken from a man
[00:04:04.000 --> 00:04:08.000]  one thing, the last of the human freedom
[00:04:08.000 --> 00:04:14.000]  to choose one's attitude in any given set of circumstances
[00:04:14.000 --> 00:04:15.000]  自由是什麼呢?
[00:04:15.000 --> 00:04:18.000]  他說自由是在不同的環境
[00:04:18.000 --> 00:04:23.000]  他始終可以選擇怎樣去回應這樣的艱難
[00:04:23.000 --> 00:04:26.000]  Franco面對著沒有選擇的時候
[00:04:26.000 --> 00:04:30.000]  他就用人生的意義去面對這個困難
[00:04:30.000 --> 00:04:33.000]  基督徒呢?
[00:04:33.000 --> 00:04:36.000]  當我們面對著生活的時候
[00:04:36.000 --> 00:04:37.000]  沒有選擇的時候
[00:04:37.000 --> 00:04:39.000]  我們可以怎樣去回應呢?
[00:04:39.000 --> 00:04:42.000]  就算有時候我們回教會聽到的就是
[00:04:42.000 --> 00:04:45.000]  順服 順服 聽話
[00:04:45.000 --> 00:04:48.000]  平時上班已經經常聽別人的話
[00:04:48.000 --> 00:04:49.000]  回到教會還順服
[00:04:49.000 --> 00:04:50.000]  怎麼辦呢?
[00:04:50.000 --> 00:04:52.000]  還要順服 還要聽話
[00:04:52.000 --> 00:04:56.000]  所以今晚想跟大家分享一個課題
[00:04:56.000 --> 00:04:57.000]  講自由之餘
[00:04:57.000 --> 00:04:59.000]  再特別一點的
[00:04:59.000 --> 00:05:03.000]  就是我們在講明白主的心
[00:05:03.000 --> 00:05:07.000]  順服裏面的自由
[00:05:07.000 --> 00:05:11.000]  順服和自由是否對立呢?
[00:05:11.000 --> 00:05:15.000]  這個課題我們怎樣去明白神的心意呢?
[00:05:15.000 --> 00:05:17.000]  我看大家最近讀經
[00:05:17.000 --> 00:05:19.000]  約翰一二三書 啟示錄全部約翰
[00:05:19.000 --> 00:05:21.000]  我們今晚講的都是約翰
[00:05:21.000 --> 00:05:27.000]  約翰福音八章三十一到三十八節
[00:05:27.000 --> 00:05:30.000]  約翰的經文讀起來像很獨特
[00:05:30.000 --> 00:05:33.000]  但邏輯卻好像很複雜
[00:05:33.000 --> 00:05:35.000]  當我預備這篇經文的時候
[00:05:35.000 --> 00:05:38.000]  我們看看新約聖經
[00:05:38.000 --> 00:05:39.000]  先交代一些背景
[00:05:39.000 --> 00:05:42.000]  新約聖經講自由
[00:05:42.000 --> 00:05:45.000]  大概出現了三十次
[00:05:45.000 --> 00:05:47.000]  福音書出現了五次
[00:05:47.000 --> 00:05:48.000]  路加福音一次
[00:05:48.000 --> 00:05:50.000]  就是耶穌說
[00:05:50.000 --> 00:05:52.000]  以創下書
[00:05:52.000 --> 00:05:54.000]  我的神的靈高我
[00:05:54.000 --> 00:05:55.000]  我叫彼路去得悉放得自由
[00:05:55.000 --> 00:05:57.000]  就是那一節
[00:05:57.000 --> 00:05:59.000]  另外四節
[00:05:59.000 --> 00:06:02.000]  就是聚集在大家剛才讀的經文
[00:06:02.000 --> 00:06:04.000]  福音書裏面
[00:06:04.000 --> 00:06:05.000]  沒有其他地方出現
[00:06:05.000 --> 00:06:07.000]  按我去看
[00:06:07.000 --> 00:06:09.000]  可能我不知道有沒有漏
[00:06:09.000 --> 00:06:12.000]  而當我們剛才說八章三十一到三十八節
[00:06:12.000 --> 00:06:13.000]  他在說的是什麼呢?
[00:06:13.000 --> 00:06:15.000]  剛才你讀過了
[00:06:15.000 --> 00:06:19.000]  講聚 講自由 講奴僕
[00:06:19.000 --> 00:06:22.000]  我們看聖經時常說上下文
[00:06:22.000 --> 00:06:24.000]  上下文就是前前後後的經文
[00:06:24.000 --> 00:06:26.000]  你看約翰福音
[00:06:26.000 --> 00:06:27.000]  其實很多時候
[00:06:27.000 --> 00:06:29.000]  他有很多不同的節期去包著
[00:06:29.000 --> 00:06:32.000]  跟其他的婦女福音有點不同
[00:06:32.000 --> 00:06:36.000]  七章一節到十章二十一節是什麼呢?
[00:06:36.000 --> 00:06:38.000]  是一個住棚節
[00:06:38.000 --> 00:06:40.000]  八章是一個大的範圍
[00:06:40.000 --> 00:06:42.000]  是一個住棚節裏面所發生的事情
[00:06:42.000 --> 00:06:43.000]  耶穌去到聖殿的時候
[00:06:43.000 --> 00:06:45.000]  跟很多很多很多人討論
[00:06:45.000 --> 00:06:49.000]  接著中間那兩章
[00:06:49.000 --> 00:06:50.000]  很多序的
[00:06:50.000 --> 00:06:53.000]  講很多不同類型的序的討論
[00:06:53.000 --> 00:06:57.000]  接著在第八章第九章有兩個故事
[00:06:57.000 --> 00:06:58.000]  那兩個故事是什麼呢?
[00:06:58.000 --> 00:06:59.000]  很有趣的
[00:06:59.000 --> 00:07:01.000]  你應該都聽過了
[00:07:01.000 --> 00:07:04.000]  一個男人一個女人
[00:07:04.000 --> 00:07:06.000]  第八章是說一個女人
[00:07:06.000 --> 00:07:08.000]  行淫的時候被人抓了
[00:07:08.000 --> 00:07:11.000]  拿出來在街上罵
[00:07:11.000 --> 00:07:15.000]  第二一個男人天生盲的
[00:07:15.000 --> 00:07:18.000]  接著有人說是不是他犯罪
[00:07:18.000 --> 00:07:19.000]  他爸爸媽媽犯罪還是什麼
[00:07:19.000 --> 00:07:21.000]  很多的討論
[00:07:21.000 --> 00:07:23.000]  這兩個故事
[00:07:23.000 --> 00:07:25.000]  接著這兩個故事之後
[00:07:25.000 --> 00:07:27.000]  在這兩個故事連著
[00:07:27.000 --> 00:07:29.000]  耶穌都有一個宣稱
[00:07:29.000 --> 00:07:31.000]  是說什麼呢?
[00:07:31.000 --> 00:07:32.000]  八章十二節
[00:07:32.000 --> 00:07:35.000]  耶穌說我是世界的光
[00:07:35.000 --> 00:07:38.000]  接著另外九章五節
[00:07:38.000 --> 00:07:40.000]  其實不是想打斷它
[00:07:40.000 --> 00:07:42.000]  因為螢幕不夠大
[00:07:42.000 --> 00:07:43.000]  我在世上的時候
[00:07:43.000 --> 00:07:45.000]  是世上的光
[00:07:45.000 --> 00:07:48.000]  都是在說光
[00:07:48.000 --> 00:07:51.000]  你知道約翰福音有七個「我是」
[00:07:51.000 --> 00:07:53.000]  其中一個就在這裡
[00:07:53.000 --> 00:07:55.000]  我是世界的光
[00:07:55.000 --> 00:07:57.000]  整個的段落就是
[00:07:57.000 --> 00:07:59.000]  在著彭哲裡面很多罪的討論
[00:07:59.000 --> 00:08:00.000]  接著呢
[00:08:00.000 --> 00:08:02.000]  用耶穌的光
[00:08:02.000 --> 00:08:04.000]  耶穌的光就是今天我們分享經文的時候
[00:08:04.000 --> 00:08:07.000]  我覺得是一個key來的
[00:08:07.000 --> 00:08:08.000]  就是我們怎樣去讀
[00:08:08.000 --> 00:08:11.000]  怎樣去明白所謂的自由
[00:08:11.000 --> 00:08:13.000]  但當你讀到這一段的時候
[00:08:13.000 --> 00:08:14.000]  你可能回頭看一下
[00:08:14.000 --> 00:08:16.000]  剛才我們從第一幾節開始讀
[00:08:16.000 --> 00:08:18.000]  三十一節
[00:08:18.000 --> 00:08:20.000]  三十節回頭看
[00:08:20.000 --> 00:08:21.000]  他最後很有趣的
[00:08:21.000 --> 00:08:22.000]  他有一句說
[00:08:22.000 --> 00:08:24.000]  因為他一直在著彭哲教
[00:08:24.000 --> 00:08:25.000]  很多的教導
[00:08:25.000 --> 00:08:26.000]  三十節八章
[00:08:26.000 --> 00:08:28.000]  他說耶穌說這話的時候
[00:08:28.000 --> 00:08:31.000]  就有許多人信他
[00:08:31.000 --> 00:08:33.000]  所以呢
[00:08:33.000 --> 00:08:34.000]  去到三十一節的時候
[00:08:34.000 --> 00:08:35.000]  剛才你開始讀的時候
[00:08:35.000 --> 00:08:36.000]  是什麼呢?
[00:08:36.000 --> 00:08:39.000]  耶穌對信他的猶太人
[00:08:39.000 --> 00:08:41.000]  說的一堆東西
[00:08:41.000 --> 00:08:43.000]  就是說他跟著耶穌的門徒
[00:08:43.000 --> 00:08:44.000]  有一些分別
[00:08:44.000 --> 00:08:46.000]  在聖殿裡面一直教導的時候
[00:08:46.000 --> 00:08:47.000]  開始覺得
[00:08:47.000 --> 00:08:49.000]  這個人說話很有道理
[00:08:49.000 --> 00:08:51.000]  就開始相信他
[00:08:51.000 --> 00:08:53.000]  就好像大家平時常聽Pastor Jim說
[00:08:53.000 --> 00:08:56.000]  他說的有沒有道理
[00:08:56.000 --> 00:08:57.000]  沒有反應的
[00:08:57.000 --> 00:08:59.000]  搞錯
[00:08:59.000 --> 00:09:00.000]  有
[00:09:00.000 --> 00:09:02.000]  Jim是我認識的人裡面
[00:09:02.000 --> 00:09:03.000]  其中一個
[00:09:03.000 --> 00:09:07.000]  講聖經講得非常好的童工
[00:09:07.000 --> 00:09:10.000]  是對於經文的解釋
[00:09:10.000 --> 00:09:11.000]  他自己的尋求
[00:09:11.000 --> 00:09:12.000]  他的堅持
[00:09:12.000 --> 00:09:14.000]  和他的表達
[00:09:14.000 --> 00:09:15.000]  相當好
[00:09:15.000 --> 00:09:16.000]  所以你聽下去的時候
[00:09:16.000 --> 00:09:17.000]  你很能夠明白
[00:09:17.000 --> 00:09:18.000]  得到聖經裡面
[00:09:18.000 --> 00:09:20.000]  所以當耶穌在聖殿裡面說的時候
[00:09:20.000 --> 00:09:22.000]  開始有人信他
[00:09:22.000 --> 00:09:24.000]  接著就再去到
[00:09:24.000 --> 00:09:27.000]  剛才我們讀那八節的經文
[00:09:27.000 --> 00:09:29.000]  很簡單來說
[00:09:29.000 --> 00:09:31.000]  這八節的經文
[00:09:31.000 --> 00:09:33.000]  其實都是一些對話
[00:09:33.000 --> 00:09:35.000]  都是說話
[00:09:35.000 --> 00:09:36.000]  所以呢
[00:09:36.000 --> 00:09:37.000]  不要那麼複雜了
[00:09:37.000 --> 00:09:39.000]  將三段的對話
[00:09:39.000 --> 00:09:41.000]  我就在這三段的對話裡面
[00:09:41.000 --> 00:09:43.000]  跟大家分享
[00:09:43.000 --> 00:09:45.000]  其實那些對話一開始
[00:09:45.000 --> 00:09:46.000]  一開始就讀
[00:09:46.000 --> 00:09:47.000]  就是耶穌一開始的立論
[00:09:47.000 --> 00:09:49.000]  怎樣可以得到自由
[00:09:49.000 --> 00:09:51.000]  接著就有人回答他
[00:09:51.000 --> 00:09:52.000]  好像挑機一樣
[00:09:52.000 --> 00:09:53.000]  就是怎樣
[00:09:53.000 --> 00:09:55.000]  然後耶穌再回答
[00:09:55.000 --> 00:09:57.000]  就在這三樣的裡面
[00:09:57.000 --> 00:09:58.000]  我們來看看究竟
[00:09:58.000 --> 00:10:01.000]  所謂明白主的心
[00:10:01.000 --> 00:10:02.000]  信服裡面的自由
[00:10:02.000 --> 00:10:04.000]  其實我想和大家分享些什麼
[00:10:04.000 --> 00:10:06.000]  不過我想先和大家一起祈禱
[00:10:06.000 --> 00:10:08.000]  我們一起祈禱
[00:10:11.000 --> 00:10:17.000]  真理的聖靈
[00:10:17.000 --> 00:10:19.000]  我們求
[00:10:19.000 --> 00:10:22.000]  祢在今晚這一刻
[00:10:22.000 --> 00:10:24.000]  來到我們的中間
[00:10:24.000 --> 00:10:27.000]  來到我們每一個弟兄姊妹的心裡面
[00:10:27.000 --> 00:10:29.000]  主祢幫助我們
[00:10:29.000 --> 00:10:32.000]  在我們今天可能整天忙碌的裡面
[00:10:32.000 --> 00:10:34.000]  來到崇拜的裡面
[00:10:34.000 --> 00:10:36.000]  在敬拜的當中
[00:10:36.000 --> 00:10:37.000]  祢預備我們的心
[00:10:37.000 --> 00:10:39.000]  大主可能我們身體都有疲乏
[00:10:39.000 --> 00:10:43.000]  或者我們心裡有不同的事情牽掛
[00:10:43.000 --> 00:10:45.000]  大主求祢
[00:10:45.000 --> 00:10:47.000]  求真理的主祢幫助我們
[00:10:47.000 --> 00:10:51.000]  祢按照我們今天各人的情況需要
[00:10:51.000 --> 00:10:53.000]  進入自己的話語的裡面
[00:10:53.000 --> 00:10:55.000]  讓我們所聽的
[00:10:55.000 --> 00:10:58.000]  不是一個傳道童宮所說的話
[00:10:58.000 --> 00:11:01.000]  而是祢自己對我們所分享的訊息
[00:11:01.000 --> 00:11:03.000]  求祢親自幫助我們
[00:11:03.000 --> 00:11:04.000]  多謝耶穌
[00:11:04.000 --> 00:11:05.000]  讚美祢
[00:11:05.000 --> 00:11:06.000]  祈禱奉主的名
[00:11:06.000 --> 00:11:07.000]  Amen
[00:11:08.000 --> 00:11:10.000]  我第一樣想分享的是
[00:11:10.000 --> 00:11:12.000]  三十一節到三十二節
[00:11:12.000 --> 00:11:14.000]  耶穌對信祂的猶太人說
[00:11:14.000 --> 00:11:16.000]  你們若常遵守我的道
[00:11:16.000 --> 00:11:18.000]  就是我的門徒了
[00:11:18.000 --> 00:11:19.000]  你們必要得真理
[00:11:19.000 --> 00:11:21.000]  真理必叫你們得以自由
[00:11:21.000 --> 00:11:22.000]  真理是什麼?
[00:11:22.000 --> 00:11:26.000]  真理是什麼呢?
[00:11:26.000 --> 00:11:30.000]  真理這個字其實是說真
[00:11:30.000 --> 00:11:32.000]  是真的
[00:11:32.000 --> 00:11:33.000]  Truth
[00:11:33.000 --> 00:11:34.000]  是真的
[00:11:34.000 --> 00:11:35.000]  是真的
[00:11:35.000 --> 00:11:37.000]  不是假的
[00:11:37.000 --> 00:11:38.000]  是假的
[00:11:38.000 --> 00:11:42.000]  對信耶穌的人來說
[00:11:42.000 --> 00:11:43.000]  我自己覺得
[00:11:43.000 --> 00:11:46.000]  我自己覺得一個很重要的前設是什麼呢?
[00:11:46.000 --> 00:11:49.000]  我不是真理
[00:11:49.000 --> 00:11:53.000]  我自己不是真理
[00:11:53.000 --> 00:11:56.000]  不過我知道哪裡是真理
[00:11:56.000 --> 00:11:59.000]  先考考大家
[00:11:59.000 --> 00:12:00.000]  這是聖經
[00:12:00.000 --> 00:12:02.000]  耶穌說
[00:12:02.000 --> 00:12:07.000]  我就是道路
[00:12:07.000 --> 00:12:09.000]  若不
[00:12:09.000 --> 00:12:11.000]  沒有能道
[00:12:11.000 --> 00:12:12.000]  厲害
[00:12:12.000 --> 00:12:13.000]  先給點掌聲
[00:12:13.000 --> 00:12:15.000]  厲害
[00:12:15.000 --> 00:12:16.000]  剛才唱歌也有唱過
[00:12:16.000 --> 00:12:18.000]  你們有沒有留意?
[00:12:18.000 --> 00:12:19.000]  有人福音說
[00:12:19.000 --> 00:12:20.000]  耶穌說
[00:12:20.000 --> 00:12:22.000]  我就是道路
[00:12:22.000 --> 00:12:24.000]  真理生命
[00:12:24.000 --> 00:12:27.000]  自由的基礎是什麼呢?
[00:12:27.000 --> 00:12:29.000]  真理
[00:12:29.000 --> 00:12:31.000]  這件事很重要
[00:12:31.000 --> 00:12:32.000]  我們在說什麼呢?
[00:12:32.000 --> 00:12:34.000]  當我們在這個世界上說
[00:12:34.000 --> 00:12:36.000]  自由就是我想做些什麼
[00:12:36.000 --> 00:12:38.000]  沒有限制的
[00:12:38.000 --> 00:12:39.000]  我喜歡去哪裡
[00:12:39.000 --> 00:12:40.000]  我喜歡吃什麼
[00:12:40.000 --> 00:12:42.000]  就是那個叫自由的時候
[00:12:42.000 --> 00:12:44.000]  聖經的角度是說
[00:12:44.000 --> 00:12:46.000]  自由要先有真理
[00:12:46.000 --> 00:12:50.000]  我拿個例子跟你說
[00:12:50.000 --> 00:12:52.000]  如果你試試帶著二十多個
[00:12:52.000 --> 00:12:54.000]  二十二個小朋友
[00:12:54.000 --> 00:12:56.000]  去到圖書館後面的足球場
[00:12:56.000 --> 00:12:57.000]  跟他們踢球
[00:12:57.000 --> 00:12:58.000]  很好
[00:12:58.000 --> 00:12:59.000]  踢球
[00:12:59.000 --> 00:13:01.000]  跟著問你
[00:13:01.000 --> 00:13:02.000]  哥哥怎麼踢?
[00:13:02.000 --> 00:13:04.000]  我說自己自由踢就行了
[00:13:04.000 --> 00:13:05.000]  自由踢
[00:13:05.000 --> 00:13:07.000]  拿著球就走出去
[00:13:07.000 --> 00:13:08.000]  一邊踢
[00:13:08.000 --> 00:13:09.000]  一邊嘻哈
[00:13:09.000 --> 00:13:11.000]  為了想贏
[00:13:11.000 --> 00:13:13.000]  人們就開始飛鏟
[00:13:13.000 --> 00:13:16.000]  出界了就照樣走進去
[00:13:16.000 --> 00:13:20.000]  拿著球就像打籃球一樣
[00:13:20.000 --> 00:13:21.000]  衝著走
[00:13:21.000 --> 00:13:23.000]  人們就開始叫
[00:13:23.000 --> 00:13:24.000]  搞錯
[00:13:24.000 --> 00:13:25.000]  開始有人哭
[00:13:25.000 --> 00:13:26.000]  又受傷
[00:13:26.000 --> 00:13:28.000]  人們看著你
[00:13:28.000 --> 00:13:29.000]  跟著你說
[00:13:29.000 --> 00:13:32.000]  其實我是不懂得踢球的
[00:13:32.000 --> 00:13:34.000]  我打算帶你們來
[00:13:34.000 --> 00:13:36.000]  坐著看手機
[00:13:36.000 --> 00:13:38.000]  跟著有個叔叔
[00:13:38.000 --> 00:13:39.000]  看不過眼
[00:13:39.000 --> 00:13:41.000]  你怎麼搞的
[00:13:41.000 --> 00:13:42.000]  就走過來跟他說
[00:13:42.000 --> 00:13:44.000]  不是這樣踢球的
[00:13:44.000 --> 00:13:45.000]  過來過來
[00:13:45.000 --> 00:13:46.000]  小朋友
[00:13:46.000 --> 00:13:47.000]  過來我教你
[00:13:47.000 --> 00:13:48.000]  講完規矩
[00:13:48.000 --> 00:13:49.000]  這樣這樣
[00:13:49.000 --> 00:13:50.000]  出界怎樣怎樣
[00:13:50.000 --> 00:13:51.000]  龍門不能出去
[00:13:51.000 --> 00:13:52.000]  就用手的
[00:13:52.000 --> 00:13:53.000]  這樣
[00:13:53.000 --> 00:13:54.000]  講完之後
[00:13:54.000 --> 00:13:56.000]  小朋友就很單純
[00:13:56.000 --> 00:13:58.000]  這樣這樣
[00:13:58.000 --> 00:14:00.000]  再來踢球
[00:14:00.000 --> 00:14:04.000]  開心嗎
[00:14:04.000 --> 00:14:05.000]  第二次
[00:14:05.000 --> 00:14:06.000]  他就很開心了
[00:14:06.000 --> 00:14:09.000]  這麼多規矩
[00:14:09.000 --> 00:14:13.000]  就是在很清楚的規矩裡
[00:14:13.000 --> 00:14:16.000]  他踢球才開心
[00:14:16.000 --> 00:14:20.000]  我想說的是
[00:14:20.000 --> 00:14:23.000]  自由的基礎
[00:14:23.000 --> 00:14:25.000]  在聖經的角度
[00:14:25.000 --> 00:14:28.000]  是真理
[00:14:28.000 --> 00:14:31.000]  是一些真的東西
[00:14:31.000 --> 00:14:33.000]  真實的情況
[00:14:33.000 --> 00:14:37.000]  我們在一個真實的框架裡
[00:14:37.000 --> 00:14:40.000]  我們才去講自由
[00:14:40.000 --> 00:14:41.000]  不是沒有選擇
[00:14:41.000 --> 00:14:42.000]  有
[00:14:42.000 --> 00:14:44.000]  不過不是
[00:14:44.000 --> 00:14:46.000]  按我們自己的心意
[00:14:46.000 --> 00:14:50.000]  我們自己的真理亂來
[00:14:50.000 --> 00:14:53.000]  聖經在士詩記有說
[00:14:53.000 --> 00:14:55.000]  當人們說
[00:14:55.000 --> 00:14:57.000]  各人任意而為的時候
[00:14:57.000 --> 00:15:00.000]  就出了很多很多的問題
[00:15:00.000 --> 00:15:02.000]  但在這隻經文裡
[00:15:02.000 --> 00:15:03.000]  其實還有些地方
[00:15:03.000 --> 00:15:05.000]  很容易令人有誤解
[00:15:05.000 --> 00:15:07.000]  三十二節
[00:15:07.000 --> 00:15:08.000]  它說
[00:15:08.000 --> 00:15:10.000]  你們必曉得真理
[00:15:10.000 --> 00:15:12.000]  真理就必叫你得以自由
[00:15:12.000 --> 00:15:13.000]  你有沒有拿這些經文
[00:15:13.000 --> 00:15:15.000]  祝福身邊的人
[00:15:15.000 --> 00:15:17.000]  有時我都見到
[00:15:17.000 --> 00:15:18.000]  你必曉得真理
[00:15:18.000 --> 00:15:19.000]  真理叫你得到自由
[00:15:19.000 --> 00:15:20.000]  這樣去祝福你
[00:15:20.000 --> 00:15:21.000]  其實拿來祝福
[00:15:21.000 --> 00:15:22.000]  沒問題的
[00:15:22.000 --> 00:15:24.000]  不過
[00:15:24.000 --> 00:15:25.000]  有一個字
[00:15:25.000 --> 00:15:26.000]  我們要留意一下
[00:15:26.000 --> 00:15:28.000]  就是
[00:15:28.000 --> 00:15:30.000]  其實真理叫你得到自由
[00:15:30.000 --> 00:15:32.000]  不是必然的
[00:15:32.000 --> 00:15:34.000]  它這裡有一個條件
[00:15:34.000 --> 00:15:35.000]  就是說
[00:15:35.000 --> 00:15:40.000]  你們要常常遵守我的道
[00:15:40.000 --> 00:15:41.000]  不是說
[00:15:41.000 --> 00:15:42.000]  我明白了
[00:15:42.000 --> 00:15:44.000]  明白了聖經說的那些東西
[00:15:44.000 --> 00:15:45.000]  那我就立刻得到自由
[00:15:45.000 --> 00:15:46.000]  不是
[00:15:46.000 --> 00:15:49.000]  你要常常遵守我的道
[00:15:49.000 --> 00:15:50.000]  不過
[00:15:50.000 --> 00:15:52.000]  還有一樣比較有趣的
[00:15:52.000 --> 00:15:53.000]  就是
[00:15:53.000 --> 00:15:54.000]  其實遵守這個字
[00:15:54.000 --> 00:15:56.000]  其實這裡的意思
[00:15:56.000 --> 00:15:57.000]  不是遵守的
[00:15:57.000 --> 00:15:59.000]  你知不知道
[00:15:59.000 --> 00:16:00.000]  新譯本
[00:16:00.000 --> 00:16:01.000]  它就說
[00:16:01.000 --> 00:16:06.000]  如果你們繼續留在我的裡面
[00:16:06.000 --> 00:16:09.000]  就真是我的門徒了
[00:16:09.000 --> 00:16:10.000]  繼續留在
[00:16:10.000 --> 00:16:11.000]  就是什麼呢
[00:16:11.000 --> 00:16:12.000]  剛才你讀過經文
[00:16:12.000 --> 00:16:13.000]  就是三十五節的時候
[00:16:13.000 --> 00:16:15.000]  盧伯不能永遠住在家裡
[00:16:15.000 --> 00:16:17.000]  兒子永遠住在家裡
[00:16:17.000 --> 00:16:18.000]  就應該住在那裡了
[00:16:18.000 --> 00:16:20.000]  或者你有沒有讀過
[00:16:20.000 --> 00:16:21.000]  約翰福音說
[00:16:21.000 --> 00:16:23.000]  葡萄樹與枝子的經文
[00:16:23.000 --> 00:16:24.000]  他說
[00:16:24.000 --> 00:16:25.000]  不是常常說
[00:16:25.000 --> 00:16:26.000]  我在你裡面
[00:16:26.000 --> 00:16:27.000]  你在我裡面那些
[00:16:27.000 --> 00:16:29.000]  那個裡面呢
[00:16:29.000 --> 00:16:36.000]  就是這裡所說的遵行
[00:16:36.000 --> 00:16:38.000]  這裡很清楚的
[00:16:38.000 --> 00:16:42.000]  怎樣才能夠得到自由呢
[00:16:42.000 --> 00:16:44.000]  要持續地
[00:16:44.000 --> 00:16:49.000]  停留在真理的裡面
[00:16:49.000 --> 00:16:50.000]  當然不是說
