
[00:00:00.000 --> 00:00:02.480]  今日就同你睇呢段經文傳道書
[00:03:27.720 --> 00:03:29.320]  都係會有啲智慧攞到嘅
[00:03:29.320 --> 00:03:30.120]  少啲咁解啫
[00:03:30.120 --> 00:03:32.520]  咁所以我都要連住都要講埋啦
[00:03:32.520 --> 00:03:35.160]  去生日party攞到啲咩智慧咩好嘢㗎
[00:03:35.160 --> 00:03:36.200]  都有㗎喎
[00:03:36.200 --> 00:03:38.200]  咁呀牧師去得多唔多eating呀
[00:03:38.200 --> 00:03:39.720]  都唔少呀真係要去吓
[00:03:39.720 --> 00:03:41.400]  咁我心印象講過
[00:03:41.400 --> 00:03:44.680]  我教埋你啲智慧我攞到嘅都醒埋畀你好唔好
[00:03:44.680 --> 00:03:45.720]  醒埋畀你喎
[00:03:45.720 --> 00:03:47.000]  咁你好似唔愛咁嘅真係
[00:03:47.000 --> 00:03:50.040]  好醒埋畀你智慧我去嘅有個party呢
[00:03:50.040 --> 00:03:52.600]  即係生日會呢就一個一百歲阿婆嘅生日會
[00:03:52.600 --> 00:03:55.640]  咁佢生日梗係唔會去麥當勞啦
[00:03:55.640 --> 00:03:57.160]  即係一百歲阿婆去邊度呀
[00:03:57.160 --> 00:03:58.600]  美心皇宮嗰啲啦真係
[00:03:58.600 --> 00:04:01.560]  即係一位位呀即係魷魚豬一路刷刷刷刷
[00:04:01.560 --> 00:04:02.360]  食到去
[00:04:02.360 --> 00:04:04.040]  美點雙輝跟住仲有咩呀
[00:04:04.040 --> 00:04:06.040]  大壽包一個真係嗰隻啦
[00:04:06.040 --> 00:04:08.840]  咁呢我就覺得坐喺阿婆正對面
[00:04:08.840 --> 00:04:10.520]  我一路食一路睇佢就
[00:04:10.520 --> 00:04:14.040]  話我去到中後段不能夠不讚嘆阿婆
[00:04:14.040 --> 00:04:15.480]  咁犀利㗎你
[00:04:15.480 --> 00:04:17.480]  由頭食到尾
[00:04:17.480 --> 00:04:19.480]  我去到食雞都食唔落㗎啦真係
[00:04:19.480 --> 00:04:21.480]  佢仲食緊我真係
[00:04:21.480 --> 00:04:23.480]  話我阿婆你真係犀利呀
[00:04:23.480 --> 00:04:25.480]  由頭帶到尾
[00:04:25.480 --> 00:04:28.280]  我都覺得我自己好大食㗎啦真係
[00:04:28.280 --> 00:04:30.280]  都冇你咁犀利喎
[00:04:30.280 --> 00:04:32.840]  跟住佢坐喺我隔離嗰個佢嘅親戚同我講
[00:04:32.840 --> 00:04:36.760]  牧師你隻眼唔夠阿婆隻手快呀真係
[00:04:36.760 --> 00:04:38.120]  我話咩事呀
[00:04:38.120 --> 00:04:40.120]  咁樣我眼唔夠快呀真係
[00:04:40.120 --> 00:04:40.840]  即係點呀
[00:04:40.840 --> 00:04:42.840]  你望唔望到呀牧師望唔望到咩呀
[00:04:42.840 --> 00:04:46.040]  阿婆呢隔離度有疊紙巾嘅真係
[00:04:46.040 --> 00:04:48.040]  咁就疊紙巾又點呀真係
[00:04:48.040 --> 00:04:50.040]  你見唔見到阿婆
[00:04:50.040 --> 00:04:52.040]  食親啖啖都抹嘴㗎真係
[00:04:52.040 --> 00:04:54.040]  咁抹嘴又點呀
[00:04:54.040 --> 00:04:56.040]  你真係眼盲呀真係
[00:04:56.040 --> 00:04:58.040]  你真係唔夠唔知講咩呀
[00:04:58.040 --> 00:05:00.040]  阿婆啲智慧都唔夠
[00:05:00.040 --> 00:05:02.040]  阿婆呀其實呢
[00:05:02.040 --> 00:05:04.040]  佢呢就鍾意食就食
[00:05:04.040 --> 00:05:06.040]  唔鍾意食就撚
[00:05:06.040 --> 00:05:08.040]  即係佢食得幾多冇人知
[00:05:08.040 --> 00:05:10.040]  即係佢食得唔擺低
[00:05:10.040 --> 00:05:14.040]  咁跟住搭咗一搭之後又叫個waiter嚟跟住搬走佢
[00:05:14.040 --> 00:05:16.040]  跟住又拎一疊新紙巾嚟又再嚟過
[00:05:16.040 --> 00:05:18.040]  犀唔犀利
[00:05:18.040 --> 00:05:20.040]  阿婆有冇智慧
[00:05:20.040 --> 00:05:22.040]  勁呀真係我話唔怪你一百歲就抵你呀真係
[00:05:22.040 --> 00:05:24.040]  咁好嘢呀真係
[00:05:24.040 --> 00:05:26.040]  我又講返轉頭喎
[00:05:26.040 --> 00:05:28.040]  好多啲阿伯伯婆婆
[00:05:28.040 --> 00:05:30.040]  請佢食嘢嘅話
[00:05:30.040 --> 00:05:32.040]  唔夠呢個婆婆有智慧喎
[00:05:32.040 --> 00:05:34.040]  嗰啲彈三彈四銀又鹽銀
[00:05:34.040 --> 00:05:36.040]  熱又熱熱辣又鹽辣
[00:05:36.040 --> 00:05:38.040]  冬又鹽冬季又鹽季真係
[00:05:38.040 --> 00:05:40.040]  由頭彈到尾嘅真係
[00:05:40.040 --> 00:05:42.040]  呢個婆婆鍾意食咪食囉
[00:05:42.040 --> 00:05:44.040]  唔鍾意食咪呢
[00:05:44.040 --> 00:05:46.040]  我幾知音呀真係見到佢真係
[00:05:46.040 --> 00:05:48.040]  又嚟過
[00:05:48.040 --> 00:05:50.040]  咁未講完嗰日呢我得到好多智慧
[00:05:50.040 --> 00:05:52.040]  嗰日呢佢親戚同我講
[00:05:52.040 --> 00:05:54.040]  佢都幾多嘢講嘅佢親戚
[00:05:54.040 --> 00:05:56.040]  阿牧師你知唔知阿婆
[00:05:56.040 --> 00:05:58.040]  一百歲嘅秘密係邊度呀
[00:05:58.040 --> 00:06:00.040]  望一望先
[00:06:00.040 --> 00:06:02.040]  一百歲秘密望唔到呀真係有咩秘密呀
[00:06:02.040 --> 00:06:04.040]  你留心啲呀牧師
[00:06:04.040 --> 00:06:06.040]  留心咗好耐㗎喇有咩秘密
[00:06:06.040 --> 00:06:08.040]  阿婆係有三個女嘅
[00:06:08.040 --> 00:06:10.040]  如果佢三個仔
[00:06:10.040 --> 00:06:12.040]  就好難一百歲㗎啦
[00:06:12.040 --> 00:06:16.040]  又係喎
[00:06:16.040 --> 00:06:18.040]  其實條數係咁計嘅
[00:06:18.040 --> 00:06:20.040]  一個一百歲嘅婆佢個女又得幾後生
[00:06:20.040 --> 00:06:22.040]  咁呢
[00:06:22.040 --> 00:06:24.040]  雖然咁嘅年齡嘅
[00:06:24.040 --> 00:06:26.040]  婆婆都係阿婆
[00:06:26.040 --> 00:06:28.040]  幾細心展
[00:06:28.040 --> 00:06:30.040]  幾細心慧呀
[00:06:30.040 --> 00:06:32.040]  你想返一個同齡嘅阿伯
[00:06:32.040 --> 00:06:34.040]  好難會咁樣
[00:06:34.040 --> 00:06:36.040]  佢都要服侍個阿媽喎
[00:06:36.040 --> 00:06:38.040]  感唔感受到
[00:06:38.040 --> 00:06:40.040]  所以生女嘅人是有福的
[00:06:40.040 --> 00:06:42.040]  生仔呀
[00:06:42.040 --> 00:06:44.040]  都唔好太失望
[00:06:44.040 --> 00:06:46.040]  你都有機會嘅
[00:06:46.040 --> 00:06:48.040]  有個好媳婦都ok嘅
[00:06:48.040 --> 00:06:50.040]  感受到生日會都帶來好多智慧
[00:06:50.040 --> 00:06:52.040]  得唔得
[00:06:52.040 --> 00:06:54.040]  不過呢啲事還是小的
[00:06:54.040 --> 00:06:56.040]  重要係邊度呢
[00:06:56.040 --> 00:06:58.040]  喺遭傷之間
[00:06:58.040 --> 00:07:00.040]  喺離開世界嘅時候
[00:07:00.040 --> 00:07:02.040]  帶畀我哋嘅智慧震撼更加大
[00:07:02.040 --> 00:07:04.040]  畀我哋學習到嘅功課更加多
[00:07:04.040 --> 00:07:06.040]  我自己
[00:07:06.040 --> 00:07:08.040]  喺參加過唔少安息禮拜
[00:07:08.040 --> 00:07:10.040]  包括呢間完咗崇拜之後
[00:07:10.040 --> 00:07:12.040]  我哋兩點半鐘會為George弟兄
[00:07:12.040 --> 00:07:14.040]  即係有一個追思嘅
[00:07:14.040 --> 00:07:16.040]  追思會
[00:07:16.040 --> 00:07:18.040]  我其實參拜咗好多
[00:07:18.040 --> 00:07:20.040]  亦都喺當中呢
[00:07:20.040 --> 00:07:22.040]  領略人生命嘅限制
[00:07:22.040 --> 00:07:24.040]  提醒我好好活出人生
[00:07:24.040 --> 00:07:26.040]  我今日就想同你講一兩個
[00:07:26.040 --> 00:07:28.040]  其中一個對我都幾震撼嘅
[00:07:28.040 --> 00:07:30.040]  一個安息禮拜
[00:07:30.040 --> 00:07:32.040]  佢係我主持嘅
[00:07:32.040 --> 00:07:34.040]  我成長教會嘅一位弟兄
[00:07:34.040 --> 00:07:36.040]  嗰位弟兄嘅安息禮拜
[00:07:36.040 --> 00:07:38.040]  幾年前
[00:07:38.040 --> 00:07:40.040]  佢其實真係幾年青
[00:07:40.040 --> 00:07:42.040]  佢個仔同我個女
[00:07:42.040 --> 00:07:44.040]  係同齡嘅
[00:07:44.040 --> 00:07:46.040]  所以好後生
[00:07:46.040 --> 00:07:48.040]  呢位弟兄其實
[00:07:48.040 --> 00:07:50.040]  亦都好有才華
[00:07:50.040 --> 00:07:52.040]  佢係一位中學老師
[00:07:52.040 --> 00:07:54.040]  而且
[00:07:54.040 --> 00:07:56.040]  師琴兼師班指揮
[00:07:56.040 --> 00:07:58.040]  好願意侍奉
[00:07:58.040 --> 00:08:00.040]  好有才華
[00:08:00.040 --> 00:08:02.040]  佢唔係教音樂
[00:08:02.040 --> 00:08:04.040]  教英文
[00:08:04.040 --> 00:08:06.040]  佢係好願意侍奉
[00:08:06.040 --> 00:08:08.040]  好好的弟兄
[00:08:08.040 --> 00:08:10.040]  癌症離世
[00:08:10.040 --> 00:08:12.040]  我哋成教會都好唔明白
[00:08:12.040 --> 00:08:14.040]  點解天父咁早接佢走
[00:08:14.040 --> 00:08:16.040]  嗰日我係特登去參拜安息禮拜
[00:08:16.040 --> 00:08:18.040]  我感受成間教會都好難過
[00:08:18.040 --> 00:08:20.040]  好傷心
[00:08:20.040 --> 00:08:22.040]  點解神咁年青就接佢走
[00:08:22.040 --> 00:08:24.040]  其實我唔明白
[00:08:24.040 --> 00:08:26.040]  到而家都唔能夠明白
[00:08:26.040 --> 00:08:28.040]  嗰日俾我一個好深嘅感受
[00:08:28.040 --> 00:08:30.040]  呢個感覺
[00:08:30.040 --> 00:08:32.040]  carry到上年
[00:08:32.040 --> 00:08:34.040]  我上年講
[00:08:34.040 --> 00:08:36.040]  仕途行傳嘅時候
[00:08:36.040 --> 00:08:38.040]  唔知你仲會唔會印象我講過仕途行傳
[00:08:38.040 --> 00:08:40.040]  俾你聽有冇印象
[00:08:40.040 --> 00:08:42.040]  試題犯
[00:08:42.040 --> 00:08:44.040]  呢排我又成日諗起試題犯
[00:08:44.040 --> 00:08:46.040]  試題犯
[00:08:46.040 --> 00:08:48.040]  點解諗起試題犯呢排我睇咗好多Charlie Krug
[00:08:48.040 --> 00:08:50.040]  所以諗起試題犯
[00:08:50.040 --> 00:08:52.040]  我仲記得我兩年前
[00:08:52.040 --> 00:08:54.040]  同你講過試題犯
[00:08:54.040 --> 00:08:56.040]  試題犯
[00:08:56.040 --> 00:08:58.040]  係七個執事其中一個
[00:08:58.040 --> 00:09:00.040]  其實佢仲有一個friend
[00:09:00.040 --> 00:09:02.040]  有個夥伴叫做
[00:09:02.040 --> 00:09:04.040]  肥利
[00:09:04.040 --> 00:09:06.040]  肥利都係七個執事其中一個
[00:09:06.040 --> 00:09:08.040]  兩位執事
[00:09:08.040 --> 00:09:10.040]  擺喺同一個content裏面
[00:09:10.040 --> 00:09:12.040]  感受到聖經描述裏面
[00:09:12.040 --> 00:09:14.040]  好特別
[00:09:14.040 --> 00:09:16.040]  肥利好長命
[00:09:16.040 --> 00:09:18.040]  肥利呢位執事
[00:09:18.040 --> 00:09:20.040]  去到幾時
[00:09:20.040 --> 00:09:22.040]  去到22章仲喺度仲傳緊福音
[00:09:22.040 --> 00:09:24.040]  同佢一齊去報道
[00:09:24.040 --> 00:09:26.040]  肥利
[00:09:26.040 --> 00:09:28.040]  但係試題犯呢七章就已經玩完
[00:09:28.040 --> 00:09:30.040]  感唔感受到
[00:09:30.040 --> 00:09:32.040]  有時我都覺得好唔明
[00:09:32.040 --> 00:09:34.040]  點解
[00:09:34.040 --> 00:09:36.040]  咁唔平衡
[00:09:36.040 --> 00:09:38.040]  拉翻雲
[00:09:38.040 --> 00:09:40.040]  點解試題犯咁早就離世
[00:09:40.040 --> 00:09:42.040]  唔知你有冇印象
[00:09:42.040 --> 00:09:44.040]  我嗰時就睇過
[00:09:44.040 --> 00:09:46.040]  睇過呢個弟兄試題犯
[00:09:46.040 --> 00:09:48.040]  其實嗰日我都有呢個
[00:09:48.040 --> 00:09:50.040]  同樣想法
[00:09:50.040 --> 00:09:52.040]  正常在我心裏面
[00:09:52.040 --> 00:09:54.040]  作為一個球員
[00:09:54.040 --> 00:09:56.040]  作為一個球員
[00:09:56.040 --> 00:09:58.040]  有時唔知點解好早就離場
[00:09:58.040 --> 00:10:00.040]  場波一般係踢90分鐘
[00:10:00.040 --> 00:10:02.040]  一場波
[00:10:02.040 --> 00:10:04.040]  一般踢90分鐘
[00:10:04.040 --> 00:10:06.040]  但係有啲球員好好波
[00:10:06.040 --> 00:10:08.040]  次次都擺喺去正選
[00:10:08.040 --> 00:10:10.040]  不過嗰個球員
[00:10:10.040 --> 00:10:12.040]  咁啱嗰場波
[00:10:12.040 --> 00:10:14.040]  可能係受傷扭親腳
[00:10:14.040 --> 00:10:16.040]  一分鐘就被調離場
[00:10:16.040 --> 00:10:18.040]  有冇㗎
[00:10:18.040 --> 00:10:20.040]  剩返落嚟嘅球員
[00:10:20.040 --> 00:10:22.040]  咁點呀
[00:10:22.040 --> 00:10:24.040]  對於阿試題犯
[00:10:24.040 --> 00:10:26.040]  或者對於呢個被調離場
[00:10:26.040 --> 00:10:28.040]  超級巨星又點呀
[00:10:28.040 --> 00:10:30.040]  我希望
[00:10:30.040 --> 00:10:32.040]  我相信佢都希望
[00:10:32.040 --> 00:10:34.040]  我哋在場嘅球員踢好呢場波
[00:10:34.040 --> 00:10:36.040]  贏呢場波
[00:10:36.040 --> 00:10:38.040]  你唔知同唔同意
[00:10:38.040 --> 00:10:40.040]  又講返轉頭
[00:10:40.040 --> 00:10:42.040]  唔係個個人都咁諗嘢㗎
[00:10:42.040 --> 00:10:44.040]  有啲球員係咁樣嘅
[00:10:44.040 --> 00:10:46.040]  有啲球員自己冇落場上隊波輸㗎
[00:10:46.040 --> 00:10:48.040]  有冇見過呀
[00:10:48.040 --> 00:10:50.040]  有冇得睇呢
[00:10:50.040 --> 00:10:52.040]  有板睇嘅
[00:10:52.040 --> 00:10:54.040]  死扭爛扭有好位唔傳比波比人
[00:10:54.040 --> 00:10:56.040]  多數就想自己贏
[00:10:56.040 --> 00:10:58.040]  自己冇份踢
[00:10:58.040 --> 00:11:00.040]  自己寧願隊波輸
[00:11:00.040 --> 00:11:02.040]  但係我哋被上帝聖靈光照
[00:11:02.040 --> 00:11:04.040]  被神改變嘅人
[00:11:04.040 --> 00:11:06.040]  唔會咁樣諗
[00:11:06.040 --> 00:11:08.040]  我都深信試題犯唔係咁諗
[00:11:08.040 --> 00:11:10.040]  雖然佢冇踢到落去90分鐘
[00:11:10.040 --> 00:11:12.040]  踢完呢場波
[00:11:12.040 --> 00:11:14.040]  但係佢都仲想我哋在場上嘅你同我
[00:11:14.040 --> 00:11:16.040]  繼續包括埋阿肥你
[00:11:16.040 --> 00:11:18.040]  為佢入好多波
[00:11:18.040 --> 00:11:22.040]  打拿美好的仗
[00:11:22.040 --> 00:11:24.040]  其實嗰日我都有咁諗
[00:11:24.040 --> 00:11:26.040]  佢完成咗地上嘅使命
[00:11:26.040 --> 00:11:28.040]  有冇
[00:11:28.040 --> 00:11:30.040]  我現在我仍在場上
[00:11:30.040 --> 00:11:32.040]  我都好想為我嘅弟兄
[00:11:32.040 --> 00:11:34.040]  為主
[00:11:34.040 --> 00:11:36.040]  為呢隊波
[00:11:36.040 --> 00:11:38.040]  我哋能夠結出更多嘅果子
[00:11:38.040 --> 00:11:40.040]  打美好的仗
[00:11:40.040 --> 00:11:42.040]  同樣我哋擺返呢度
[00:11:42.040 --> 00:11:44.040]  我哋唔能夠明白
[00:11:44.040 --> 00:11:46.040]  死是眾人嘅結局
[00:11:46.040 --> 00:11:48.040]  活人也將這是藏在心裡
[00:11:48.040 --> 00:11:50.040]  我亦都想同大家
[00:11:50.040 --> 00:11:52.040]  互相提醒原來死亡呢件事
[00:11:52.040 --> 00:11:54.040]  係眾人嘅結局
[00:11:54.040 --> 00:11:56.040]  而且係對我哋好震撼嘅提醒
[00:11:56.040 --> 00:11:58.040]  即使啲活人都會將呢件事
[00:11:58.040 --> 00:12:00.040]  放在心上
[00:12:00.040 --> 00:12:02.040]  都將我哋連繫埋喺一齊
[00:12:02.040 --> 00:12:04.040]  我哋本來都唔留意嘅事情
[00:12:04.040 --> 00:12:06.040]  死亡來臨嘅時候
[00:12:06.040 --> 00:12:08.040]  或者接近嘅時候
[00:12:08.040 --> 00:12:10.040]  將啲活人亦都放在心上
[00:12:10.040 --> 00:12:12.040]  連繫埋喺一齊
[00:12:12.040 --> 00:12:14.040]  仲想講一件事
[00:12:14.040 --> 00:12:16.040]  啱啱發生無幾耐
[00:12:16.040 --> 00:12:18.040]  喺上一次
[00:12:18.040 --> 00:12:20.040]  八號風球
[00:12:20.040 --> 00:12:22.040]  唔係華加沙
[00:12:22.040 --> 00:12:24.040]  華加沙之前有個八號風球
[00:12:24.040 --> 00:12:26.040]  個八號風球嗰日
[00:12:26.040 --> 00:12:28.040]  就有位弟兄
[00:12:28.040 --> 00:12:30.040]  喺外國我認識嘅
[00:12:30.040 --> 00:12:32.040]  咁佢就打畀我
[00:12:32.040 --> 00:12:34.040]  叫我去探佢爸爸
[00:12:34.040 --> 00:12:36.040]  咁其實呢
[00:12:36.040 --> 00:12:38.040]  我唔知道佢有阿爸
[00:12:38.040 --> 00:12:40.040]  其實我都係
[00:12:40.040 --> 00:12:42.040]  有啲弟兄姐妹都唔知我有阿爸
[00:12:42.040 --> 00:12:44.040]  即係我有時講阿爸
[00:12:44.040 --> 00:12:46.040]  牧師你有阿爸
[00:12:46.040 --> 00:12:48.040]  我梗係有阿爸
[00:12:48.040 --> 00:12:50.040]  但係嗰位弟兄都係我冇聽過佢提阿爸
[00:12:50.040 --> 00:12:52.040]  即係我阿爸死咗40年
[00:12:52.040 --> 00:12:54.040]  所以我冇乜點提佢
[00:12:54.040 --> 00:12:56.040]  嗰位弟兄我都冇聽過佢講佢阿爸
[00:12:56.040 --> 00:12:58.040]  原來佢都同佢阿爸20年冇見過面
[00:12:58.040 --> 00:13:00.040]  冇聯絡過
[00:13:00.040 --> 00:13:02.040]  係20年冇聯絡過
[00:13:02.040 --> 00:13:04.040]  咁佢爸爸呢
[00:13:04.040 --> 00:13:06.040]  原來已經係病危嘅階段
[00:13:06.040 --> 00:13:08.040]  佢同佢啲屋企人
[00:13:08.040 --> 00:13:10.040]  即係親戚嗰啲姑姐阿叔
[00:13:10.040 --> 00:13:12.040]  其實都disconnect咗
[00:13:12.040 --> 00:13:14.040]  咁佢爸爸去到
[00:13:14.040 --> 00:13:16.040]  最後嘅時候
[00:13:16.040 --> 00:13:18.040]  死亡呢件事情將眾人嘅結局嘅時候
[00:13:18.040 --> 00:13:20.040]  亦都將活人連繫咗
[00:13:20.040 --> 00:13:22.040]  放在心上連繫起上嚟
[00:13:22.040 --> 00:13:24.040]  所以呢因為呢位伯伯
[00:13:24.040 --> 00:13:26.040]  只得一個仔
[00:13:26.040 --> 00:13:28.040]  所以佢哋盡力去搵到佢出嚟
[00:13:28.040 --> 00:13:30.040]  又搵到喎
[00:13:30.040 --> 00:13:32.040]  喺外國都搵到佢
[00:13:32.040 --> 00:13:34.040]  原來點解20年冇聯絡呢
[00:13:34.040 --> 00:13:36.040]  佢伯伯呢20年前嘅時候
[00:13:36.040 --> 00:13:38.040]  係因為賭嗰啲緣故呢
[00:13:38.040 --> 00:13:40.040]  即係爭大英雄村
[00:13:40.040 --> 00:13:42.040]  佢媽帶咗佢走咗
[00:13:42.040 --> 00:13:44.040]  跟住20年唔聯絡嗰隻嚟㗎
[00:13:44.040 --> 00:13:46.040]  就去咗外國讀書呀咁樣
[00:13:46.040 --> 00:13:48.040]  有啲嘢我本來都唔通㗎
[00:13:48.040 --> 00:13:50.040]  我知道呢件事雖然佢冇講過
[00:13:50.040 --> 00:13:52.040]  我唔知我突然間通咗
[00:13:52.040 --> 00:13:54.040]  其實呢位弟兄係外國讀書
[00:13:54.040 --> 00:13:56.040]  跟住成長跟住喺度settle down
[00:13:56.040 --> 00:13:58.040]  做嘢但我覺得佢
[00:13:58.040 --> 00:14:00.040]  應該佢係冇乜沾染香港style嘅
[00:14:00.040 --> 00:14:02.040]  但係佢好香港style嗰啲呢
[00:14:02.040 --> 00:14:04.040]  即係食餐飯都傾公事
[00:14:04.040 --> 00:14:06.040]  講電話都講幾個嗰啲
[00:14:06.040 --> 00:14:08.040]  喺外國人唔會咁㗎喎
[00:14:08.040 --> 00:14:10.040]  即係喺外國成長嗰啲人
[00:14:10.040 --> 00:14:12.040]  要work life balance㗎喎
[00:14:12.040 --> 00:14:14.040]  呢啲唔似係
[00:14:14.040 --> 00:14:16.040]  唔似喺外國大嗰啲人嘅生活
[00:14:16.040 --> 00:14:18.040]  但我聽完佢嘅故事
[00:14:18.040 --> 00:14:20.040]  我就感受到咩呀
[00:14:20.040 --> 00:14:22.040]  感受到原來
[00:14:22.040 --> 00:14:24.040]  佢都有好多背景呀唔怪得知
[00:14:24.040 --> 00:14:26.040]  係咁緊張做嘢
