
[00:00:00.000 --> 00:00:03.400]  弟子每早晨很高興能夠再次在崇拜的時間
[00:02:45.880 --> 00:02:48.280]  因為照耶華所說的
[00:02:48.280 --> 00:02:50.280]  在石安山
[00:02:50.280 --> 00:02:53.560]  耶路撒冷必有逃脫的人
[00:02:53.560 --> 00:02:55.800]  在靜下的人中
[00:02:55.800 --> 00:02:58.640]  必有耶華所召的」
[00:02:58.640 --> 00:03:04.840]  說些有關於我自己家裡的一些背景
[00:03:04.840 --> 00:03:08.280]  本身我家裡是經營一些
[00:03:08.280 --> 00:03:11.160]  經過乾貨的生意的
[00:03:11.160 --> 00:03:13.480]  所以從小到大
[00:03:13.480 --> 00:03:19.560]  很多時候我都會在家裡幫家人去做一些加工的工作
[00:03:19.560 --> 00:03:22.760]  加工的工作有一種工具
[00:03:22.760 --> 00:03:25.560]  我們必定會經常去用的
[00:03:25.560 --> 00:03:27.080]  就是叫做「篩」
[00:03:27.080 --> 00:03:29.080]  篩英文的Sieve
[00:03:29.080 --> 00:03:30.120]  S
[00:03:30.120 --> 00:03:32.360]  S-I-E-V-E
[00:03:32.360 --> 00:03:34.360]  基本上篩是什麼呢?
[00:03:34.360 --> 00:03:39.880]  如果大兄姊妹喜歡做蛋糕、做餅
[00:03:39.880 --> 00:03:41.880]  其實你會用過篩的
[00:03:41.880 --> 00:03:46.520]  篩基本上是一個網狀的工具
[00:03:46.520 --> 00:03:51.240]  其實我用的那些通常是很平、很闊、很大的
[00:03:51.240 --> 00:03:55.000]  但是下面就是用一些蓆去把它織成
[00:03:55.000 --> 00:03:56.760]  中間有一些小洞
[00:03:56.760 --> 00:03:58.520]  作用是什麼呢?
[00:03:58.520 --> 00:04:02.840]  通常這些篩的作用就是將一些乾貨
[00:04:02.840 --> 00:04:05.560]  譬如我們要去曬的時候
[00:04:05.560 --> 00:04:07.800]  我們就將一些貨放在上面
[00:04:07.800 --> 00:04:10.600]  讓它下面不會焗著
[00:04:10.600 --> 00:04:12.840]  上面有太陽曬著的時候
[00:04:12.840 --> 00:04:14.760]  這樣就可以上下都透氣
[00:04:14.760 --> 00:04:17.640]  就能夠洗到那些乾貨乾身一些
[00:04:17.640 --> 00:04:22.120]  乾身一些它就會比較保養、保存得比較久一些
[00:04:22.120 --> 00:04:24.200]  另一個做法
[00:04:24.200 --> 00:04:28.600]  篩就是用來做一些篩選的工作
[00:04:28.600 --> 00:04:33.160]  所以篩這個字其實是有「揀選」的意思
[00:04:33.160 --> 00:04:36.520]  通常我們就會將一些貨品
[00:04:36.520 --> 00:04:42.040]  譬如一些我們家裡以前做的核桃肉
[00:04:42.040 --> 00:04:45.800]  我們做好這些核桃肉之後
[00:04:45.800 --> 00:04:48.200]  我們就用一些不同尺寸的篩
[00:04:48.200 --> 00:04:50.360]  將這些核桃肉放在上面
[00:04:50.360 --> 00:04:53.160]  輕輕地將它篩一下
[00:04:53.160 --> 00:04:54.440]  為什麼要這樣做呢?
[00:04:54.440 --> 00:04:56.200]  因為有一個重要的因素
[00:04:56.200 --> 00:04:58.440]  就是核桃很容易碎
[00:04:58.440 --> 00:05:03.000]  但是碎了的通常碎的價值就會跌得很厲害
[00:05:03.000 --> 00:05:08.120]  所以我們通常的做法就是會將這些核桃肉
[00:05:08.120 --> 00:05:09.800]  然後就放在篩上面
[00:05:09.800 --> 00:05:12.280]  輕輕地搖一下它
[00:05:12.280 --> 00:05:15.800]  那些碎了的或者比較小顆
[00:05:15.800 --> 00:05:17.400]  不是整全的核桃肉
[00:05:17.400 --> 00:05:21.480]  就會很容易由篩的洞跌到下面
[00:05:21.480 --> 00:05:26.040]  剩下在篩上面的就是一些很完整、很大顆的核桃肉
[00:05:26.040 --> 00:05:30.840]  我們就會將它分類成一些軟粒的核桃肉
[00:05:30.840 --> 00:05:33.880]  還是一些碎了的核桃碎
[00:05:33.880 --> 00:05:36.920]  價值就會相差很多倍
[00:05:36.920 --> 00:05:38.200]  為什麼要這樣做呢?
[00:05:38.200 --> 00:05:40.200]  因為這樣做法一方面
[00:05:40.200 --> 00:05:43.560]  可以將有時候在加工的過程當中
[00:05:43.560 --> 00:05:49.400]  有一些雜質或者一些碎石、灰塵
[00:05:49.400 --> 00:05:52.200]  可以藉著這樣就將它篩走
[00:05:52.200 --> 00:05:55.000]  另一個重要的因素就是
[00:05:55.000 --> 00:05:57.960]  可以將一些貨品分類別
[00:05:57.960 --> 00:06:00.760]  從不同的類別、不同的尺寸
[00:06:00.760 --> 00:06:03.800]  可以將它變成了不同的價值
[00:06:03.800 --> 00:06:08.120]  這樣對於客戶來算也是一個尊重
[00:06:08.120 --> 00:06:09.640]  對於我們自己來算
[00:06:09.640 --> 00:06:12.040]  在這個行商上面來算
[00:06:12.040 --> 00:06:18.200]  也可以分辨到不同級數的這些貨品
[00:06:18.200 --> 00:06:21.240]  可以有時候賣得比較好的價錢
[00:06:21.240 --> 00:06:26.680]  所以做生意其實也很著重於真材實料這件事
[00:06:26.680 --> 00:06:29.880]  如果我們能夠真的這樣去做
[00:06:29.880 --> 00:06:32.200]  對得起人 又對得起自己
[00:06:32.200 --> 00:06:36.680]  其實這種情況在今天很多的行業裡面
[00:06:36.680 --> 00:06:38.200]  都是在運作中的
[00:06:38.200 --> 00:06:40.040]  比如雞蛋
[00:06:40.040 --> 00:06:42.760]  如果大家弟兄姊妹比較熟悉一些
[00:06:42.760 --> 00:06:43.880]  雞蛋也是這樣的
[00:06:43.880 --> 00:06:46.760]  雞蛋生出來的雞蛋是不同大小的
[00:06:46.760 --> 00:06:48.520]  但是為什麼我們去買雞蛋的時候
[00:06:48.520 --> 00:06:52.120]  買大蛋、加大蛋或者中蛋、細蛋
[00:06:52.120 --> 00:06:53.480]  它們可以這麼仔細
[00:06:53.480 --> 00:06:56.440]  原來它們在雞蛋生出來的時候
[00:06:56.440 --> 00:07:00.200]  各部機器就會分類用一個篩選的過程
[00:07:00.200 --> 00:07:02.120]  透過不同的洞的大小
[00:07:02.120 --> 00:07:04.200]  將雞蛋分成大小
[00:07:04.200 --> 00:07:06.840]  總之這種情況我們都看到
[00:07:06.840 --> 00:07:11.960]  篩選是一個很重要的過程
[00:07:11.960 --> 00:07:15.400]  但是如果從神學的角度而言
[00:07:15.400 --> 00:07:19.720]  其實當上帝施行救恩的過程當中
[00:07:19.720 --> 00:07:23.960]  其實同樣是有這個篩選的過程的
[00:07:23.960 --> 00:07:26.680]  很多人就說 不是吧 牧師
[00:07:26.680 --> 00:07:30.760]  說明救恩是給全世界的人的 是不是?
[00:07:30.760 --> 00:07:33.400]  神愛世人
[00:07:33.400 --> 00:07:36.040]  所以就將獨生子賜給他們
[00:07:36.040 --> 00:07:38.280]  但是原來在聖經裡面
[00:07:38.280 --> 00:07:42.200]  我們這個讀法「神愛世人」這個說法
[00:07:42.200 --> 00:07:45.320]  就算寫到是全世界的人都好
[00:07:45.320 --> 00:07:47.320]  其實上帝所指導的是
[00:07:47.320 --> 00:07:51.800]  指導某一些上帝已經在揀選裡面去選擇了
[00:07:51.800 --> 00:07:53.240]  是得救的人
[00:07:53.240 --> 00:07:57.320]  所以當神去揀選的過程當中
[00:07:57.320 --> 00:07:59.000]  就一定有篩選
[00:07:59.000 --> 00:08:03.480]  而篩選就有一些篩出來剩餘的人
[00:08:03.480 --> 00:08:06.360]  那些才是最後上帝所揀選
[00:08:06.360 --> 00:08:09.160]  但是上帝怎樣篩選呢?
[00:08:09.160 --> 00:08:11.480]  這個就是一個很有趣的題目
[00:08:11.480 --> 00:08:13.080]  在舊約聖經裡面
[00:08:13.080 --> 00:08:16.680]  我們看到即或所有叫做神的子民
[00:08:16.680 --> 00:08:18.200]  以色列民都好
[00:08:18.200 --> 00:08:20.600]  其實是不是所有的以色列民
[00:08:20.600 --> 00:08:23.320]  雖然他們稱之為神的子民
[00:08:23.320 --> 00:08:25.880]  從血緣上面他們可以這樣稱呼
[00:08:25.880 --> 00:08:28.280]  但是真正在屬靈生命上面
[00:08:28.280 --> 00:08:30.680]  是哪一個真正可以得救呢?
[00:08:30.680 --> 00:08:33.320]  其實在聖經的救恩歷史裡面
[00:08:33.320 --> 00:08:34.520]  我們可以看到
[00:08:34.520 --> 00:08:37.000]  其實神在整個過程當中
[00:08:37.000 --> 00:08:38.920]  都是有一個篩選的過程
[00:08:38.920 --> 00:08:40.280]  只不過這個篩選過程
[00:08:40.280 --> 00:08:43.960]  是讓那些每一個人的屬靈生命的本質
[00:08:43.960 --> 00:08:45.560]  是表露出來
[00:08:45.560 --> 00:08:47.400]  而在這個過程當中
[00:08:47.400 --> 00:08:52.680]  就印證到這個人是不是真是在神的揀選之中
[00:08:52.680 --> 00:08:55.000]  所以在聖經當中
[00:08:55.000 --> 00:08:57.640]  其實從神學的角度來算
[00:08:57.640 --> 00:09:01.320]  愚民這個觀念其實是一個很重要的觀念
[00:09:01.320 --> 00:09:04.280]  是反映著究竟哪些人
[00:09:04.280 --> 00:09:08.120]  是屬於有神的屬靈生命的本質
[00:09:08.120 --> 00:09:10.200]  和有這樣的質素
[00:09:10.200 --> 00:09:14.040]  從而使他們在實質的生活上面能夠顯現出
[00:09:14.040 --> 00:09:16.200]  他是屬乎於神的子民
[00:09:16.200 --> 00:09:19.080]  但在之前我們所看的《悅耳書》
[00:09:19.080 --> 00:09:22.200]  從最初頭我們無論在第一章裡面
[00:09:22.200 --> 00:09:25.160]  到第二章當中
[00:09:25.160 --> 00:09:27.640]  我們都已經看到一個情況
[00:09:27.640 --> 00:09:30.600]  就是說其實愚民這個觀念
[00:09:30.600 --> 00:09:34.120]  其實一早已經是埋藏在這段經文裡面
[00:09:34.120 --> 00:09:38.360]  特別在第二章第十二節至十四節的講道的時候
[00:09:38.360 --> 00:09:40.280]  我已經曾經提過
[00:09:40.280 --> 00:09:43.400]  上帝其實在那個拯救
[00:09:43.400 --> 00:09:46.920]  即是說南國猶太國的子民也好
[00:09:46.920 --> 00:09:51.000]  在過程當中都有一個所謂愚民的神學
[00:09:51.000 --> 00:09:54.280]  愚民就不是打魚的那個魚 不是三點水
[00:09:54.280 --> 00:09:56.280]  是剩魚的那個魚
[00:09:56.280 --> 00:10:00.200]  剩魚就是說有些是剩下來
[00:10:00.200 --> 00:10:02.600]  是被篩選過之後
[00:10:02.600 --> 00:10:06.280]  剩下來的那些神的子民
[00:10:06.280 --> 00:10:10.760]  今天我們就會進一步去仔細去看一下
[00:10:10.760 --> 00:10:16.440]  這些的愚民究竟他往後的發展將會是怎麼樣
[00:10:16.440 --> 00:10:20.040]  並且可以從他們的發展裡面
[00:10:20.040 --> 00:10:23.160]  可以給我們不少的一些啟迪
[00:10:23.160 --> 00:10:25.400]  讓我們去明白到作為神的子民
[00:10:25.400 --> 00:10:30.840]  我們的往後的生命生活應該是怎麼樣過
[00:10:30.840 --> 00:10:33.480]  而這個也都是給我們看見
[00:10:33.480 --> 00:10:38.600]  原來當神的子民被篩選選擇了出來之後
[00:10:38.600 --> 00:10:42.200]  原來上帝是有祂的聖靈
[00:10:42.200 --> 00:10:45.400]  囂冠在這些人的身上
[00:10:45.400 --> 00:10:47.000]  究竟是怎麼做呢?
[00:10:47.000 --> 00:10:50.280]  讓我們分開來逐少逐少去看
[00:10:50.280 --> 00:10:53.960]  今天我們會分開兩個部份去看這段經文
[00:10:53.960 --> 00:10:56.040]  我們首先去看的第一部份
[00:10:56.040 --> 00:11:00.360]  就是第二章的第28節至第29節
[00:11:00.360 --> 00:11:02.440]  在這裡所講到的就是原來
[00:11:02.440 --> 00:11:07.160]  神的愚民是得到聖靈的囂冠
[00:11:07.160 --> 00:11:09.640]  God's people or remnants
[00:11:09.640 --> 00:11:13.080]  was poured with the Holy Spirit
[00:11:13.080 --> 00:11:14.920]  我們再讀一下這兩節經文
[00:11:14.920 --> 00:11:16.600]  因為不是很長的
[00:11:16.600 --> 00:11:19.000]  我們再次打開一起讀一下和合本
[00:11:19.000 --> 00:11:21.880]  我為大家去讀英語版本
[00:11:21.880 --> 00:11:22.680]  好
[00:11:22.680 --> 00:11:25.320]  第二章第28節這樣說
[00:11:25.320 --> 00:11:31.080]  以後我要將我的靈囂冠繁有血氣的
[00:11:31.080 --> 00:11:33.800]  你們的兒女要說預言
[00:11:33.800 --> 00:11:36.600]  你們的年老人要做義務
[00:11:36.600 --> 00:11:38.920]  少年人要見義將
[00:11:38.920 --> 00:11:40.600]  在那些日子
[00:11:40.600 --> 00:11:45.080]  我要將我的靈囂冠我的僕人和侍女
[00:11:45.080 --> 00:11:47.160]  After all of these
[00:11:47.160 --> 00:11:51.880]  I will pour out my spirit on all kinds of people
[00:11:51.880 --> 00:11:55.240]  Your sons and daughters will prophesize
[00:11:55.240 --> 00:12:00.120]  Your elderly will have revelatory dreams
[00:12:00.120 --> 00:12:04.360]  Your young men will see prophetic visions
[00:12:04.360 --> 00:12:07.480]  Even on male and female servants
[00:12:07.480 --> 00:12:12.040]  I will pour out my spirit in those days
[00:12:12.040 --> 00:12:15.720]  在這兩節的經文裏我們很自然
[00:12:15.720 --> 00:12:17.720]  就可以很容易找到
[00:12:17.720 --> 00:12:19.720]  原來也有同一句話
[00:12:19.720 --> 00:12:22.920]  我要將我的靈囂冠
[00:12:22.920 --> 00:12:28.840]  只不過囂冠的對象有些不同的形容
[00:12:28.840 --> 00:12:31.880]  在這28節裏所形容到
[00:12:31.880 --> 00:12:36.840]  我要將我的靈囂冠繁有血氣的
[00:12:36.840 --> 00:12:40.360]  在《原文聖經》裏這句話應該翻譯為
[00:12:40.360 --> 00:12:43.080]  All kinds of people
[00:12:43.080 --> 00:12:48.280]  原來神的靈是向各式各類的人
[00:12:48.280 --> 00:12:51.800]  去將他囂冠在他們身上
[00:12:51.800 --> 00:12:55.560]  另外在29節裏同樣說到
[00:12:55.560 --> 00:13:01.640]  我要將我的靈囂冠我的僕人和侍女
[00:13:01.640 --> 00:13:03.400]  《原文聖經》說
[00:13:03.400 --> 00:13:07.400]  My male and female servants
[00:13:07.400 --> 00:13:12.280]  其實「My」這個意思是屬於神的意思
[00:13:12.280 --> 00:13:14.920]  從這兩節的經文裏面
[00:13:14.920 --> 00:13:16.200]  馬上我們看見
[00:13:16.200 --> 00:13:19.720]  原來神的被揀選出來
[00:13:19.720 --> 00:13:21.960]  經歷了這麼多事情
[00:13:21.960 --> 00:13:24.280]  和神已經有這麼多的交往
[00:13:24.280 --> 00:13:27.640]  現在並且可以有悔改的生命的
[00:13:27.640 --> 00:13:31.400]  這些男男女女在猶大國裏面
[00:13:31.400 --> 00:13:34.120]  原來神在這個時候
[00:13:34.120 --> 00:13:36.680]  不單止按照前文一樣
[00:13:36.680 --> 00:13:42.360]  重新恢復他們過去失去的一些產業
[00:13:42.360 --> 00:13:45.480]  或者一些栽種的農作物
[00:13:45.480 --> 00:13:49.000]  現在更加多給了他們一件事
[00:13:49.000 --> 00:13:54.600]  就是有神的聖靈囂冠在他們身上
[00:13:54.600 --> 00:13:56.840]  甚麼叫囂冠呢?
[00:13:56.840 --> 00:14:02.600]  囂冠在《原文聖經》的希伯來文叫Shepard
[00:14:02.600 --> 00:14:06.040]  如果在希臘文裏面
[00:14:06.040 --> 00:14:09.000]  這個字眼就叫做Ekel
[00:14:09.000 --> 00:14:11.880]  Ekel這個字眼其實簡單些
[00:14:11.880 --> 00:14:13.960]  無論是希臘文也好
[00:14:13.960 --> 00:14:15.160]  希伯來文也好
[00:14:15.160 --> 00:14:17.400]  都是說到冠著
[00:14:17.400 --> 00:14:22.760]  或者將一些東西注入一個器皿裏面
[00:14:22.760 --> 00:14:28.840]  如果我們特別去查一下希臘文的字義的時候
[00:14:28.840 --> 00:14:32.200]  我一會兒會解釋為甚麼我今天會特別講多一點
[00:14:32.200 --> 00:14:34.280]  關於希臘文的字義
[00:14:34.280 --> 00:14:38.680]  原來在我們今天所讀的這段經文裏面
[00:14:38.680 --> 00:14:40.520]  這個囂冠這個字眼
[00:14:40.520 --> 00:14:44.440]  是講到意思是要叫到某一個人
[00:14:44.440 --> 00:14:46.440]  或者某一件物件
[00:14:46.440 --> 00:14:50.280]  是被大量的東西注入到去
[00:14:50.280 --> 00:14:52.280]  流入到它裏面
[00:14:52.280 --> 00:14:54.600]  或者有另外一個解釋就是說
[00:14:54.600 --> 00:14:57.240]  叫某一個人或者某一件物件
[00:14:57.240 --> 00:15:01.880]  有一個很全面的經驗
[00:15:01.880 --> 00:15:05.400]  或者是讓那個人或者那件物件
[00:15:05.400 --> 00:15:09.240]  能夠有一個全面的投入
[00:15:09.240 --> 00:15:12.520]  所以簡單些來講
[00:15:12.520 --> 00:15:17.320]  冠著這個字眼或者囂冠這個字眼
[00:15:17.320 --> 00:15:20.680]  是指到一些屬神的子民
[00:15:20.680 --> 00:15:24.840]  它是讓聖靈充充足足的
[00:15:24.840 --> 00:15:28.920]  進入到他們的生命生活裏面
[00:15:28.920 --> 00:15:31.640]  好了來到這裏我就要講
[00:15:31.640 --> 00:15:36.200]  為甚麼我要講希臘文的版本的這個字眼
[00:15:36.200 --> 00:15:38.200]  這個囂冠這個字眼
[00:15:38.200 --> 00:15:43.640]  因為當我們如果仔細去留意到這段經文的時候
[00:15:43.640 --> 00:15:46.760]  有一種非常似曾相識的感覺
[00:15:46.760 --> 00:15:51.560]  因為如果你是一直在以馬利人浸信會聚會的時候
[00:15:51.560 --> 00:15:53.720]  你會聽到我用了很長的時間
[00:15:53.720 --> 00:15:56.520]  差不多一年多的時間和大家一起去分享
[00:15:56.520 --> 00:16:01.240]  有關於仕途行傳的一些經文
[00:16:01.240 --> 00:16:07.880]  我用了一年多的時間和大家一起去看仕途行傳
[00:16:07.880 --> 00:16:11.400]  而在仕途行傳的第二章
[00:16:11.400 --> 00:16:16.280]  特別第二章的第17節至第21節裏面
[00:16:16.280 --> 00:16:23.240]  我們就發現到原來耶穌基督的一位門徒叫做彼得
[00:16:23.240 --> 00:16:28.440]  當時他留在耶路撒冷的一間房子裏面
[00:16:28.440 --> 00:16:33.320]  和眾多的信徒聚在一起聚會的時候
[00:16:33.320 --> 00:16:37.240]  在外面又很怕被其他人來捉拿他們
[00:16:37.240 --> 00:16:42.840]  所以他就躲在一間耶路撒冷的房裏面聚會
[00:16:42.840 --> 00:16:49.720]  在那個時候 這幫信徒當時就覺得
[00:16:49.720 --> 00:16:53.640]  都不知道有什麼好做了 主耶穌又不在了
[00:16:53.640 --> 00:16:58.600]  但是就在這個時候 當耶穌基督離開了他們
[00:16:58.600 --> 00:17:03.080]  升了天回到父神裏面的時候 為他們預備地方
[00:17:03.080 --> 00:17:08.520]  馬上間在這個房間裏面就突然有聖靈
[00:17:08.520 --> 00:17:14.040]  從天上面降臨到在他們的身上
[00:17:14.040 --> 00:17:19.480]  這個是記載在這個仕途行傳第二章的第一節開始的經文的
[00:17:19.480 --> 00:17:22.040]  和合本還說降臨在他們頭上
[00:17:22.040 --> 00:17:25.560]  其實不是頭 原文沒有說頭不頭的
[00:17:25.560 --> 00:17:28.360]  是降臨在他們身上
[00:17:28.360 --> 00:17:32.040]  在那個時候 這幫人就開始突然之間
[00:17:32.040 --> 00:17:35.800]  可以用他們原本的鄉話
[00:17:35.800 --> 00:17:41.080]  去述說或者禱告 並且可以在那裏交談
[00:17:41.080 --> 00:17:46.120]  當時有些在屋外的人還以爲這幫人是不是喝醉酒
[00:17:46.120 --> 00:17:50.760]  傻了 在那裏語無倫次
[00:17:50.760 --> 00:17:56.760]  但是原來不是 就在這個時候彼得站起來講道
[00:17:56.760 --> 00:17:59.960]  就先解釋他們根本不是胡言亂語
[00:17:59.960 --> 00:18:02.600]  不是因為喝了酒所以亂說
[00:18:02.600 --> 00:18:07.080]  而是在這個時候有一個很重要的信息
[00:18:07.080 --> 00:18:09.960]  他就在這個時候馬上引用了這段經文
[00:18:09.960 --> 00:18:12.760]  所以如果大家弟兄姊妹有機會
[00:18:12.760 --> 00:18:15.640]  可以現在看一看的時候
[00:18:15.640 --> 00:18:21.400]  原來這段經文仕途行傳第二章第17至21節
[00:18:21.400 --> 00:18:25.320]  正正就是我們今天所讀的這段經文
[00:18:25.320 --> 00:18:26.920]  很特別 是吧? 為什麼?
[00:18:26.920 --> 00:18:28.920]  所以在舊約聖經裏面
[00:18:28.920 --> 00:18:32.520]  這段經文特別是篇開為另一個篇章
[00:18:32.520 --> 00:18:36.680]  我相信在當時一些猶太人的學者
[00:18:36.680 --> 00:18:40.920]  或者拉比在和猶太人商議
[00:18:40.920 --> 00:18:44.920]  就是和一些基督徒去討論聖經的時候
[00:18:44.920 --> 00:18:49.960]  他就留意到這段聖經其實在新約聖經裏面的時候
[00:18:49.960 --> 00:18:53.800]  彼得完完全全獨立的引導出來
[00:18:53.800 --> 00:18:57.560]  所以在傳統的猶太人聖經裏面
[00:18:57.560 --> 00:18:59.720]  是認定了這是一個分段來的
[00:18:59.720 --> 00:19:01.720]  是另一個新的章節
[00:19:01.720 --> 00:19:04.040]  是需要獨立去思想的
[00:19:04.040 --> 00:19:06.040]  在這段聖經裏面
[00:19:06.040 --> 00:19:10.040]  就講了一樣很重要的事實給我們知道
[00:19:10.040 --> 00:19:16.840]  原來當時彼得引用這段聖經的時候
[00:19:16.840 --> 00:19:24.680]  他是借用了這個70事譯本裏面的內容
[00:19:24.680 --> 00:19:29.640]  而寫作仕途行傳的作者路加醫生
[00:19:29.640 --> 00:19:33.320]  也很善用在這個70事譯本
[00:19:33.320 --> 00:19:37.400]  就是希臘文版本的舊約聖經的約爾書
[00:19:37.400 --> 00:19:40.920]  第二章或者三章一節至五節
[00:19:40.920 --> 00:19:44.920]  用我們的節數就是第二章28節至32節
[00:19:44.920 --> 00:19:49.880]  將整段的經文在那裏用他的字詞
[00:19:49.880 --> 00:19:55.560]  差不多近乎80%可以說是一模一樣的
[00:19:55.560 --> 00:20:00.040]  不過在過程當中就有一些地方作了一些
[00:20:00.040 --> 00:20:06.600]  在屬靈生命上面的主題的介紹的重點
[00:20:06.600 --> 00:20:10.840]  不同而作出的一點的不同的變動
[00:20:10.840 --> 00:20:15.800]  這個我相信在當聖靈降臨在彼得的時候
[00:20:15.800 --> 00:20:17.960]  同樣有這份的感動
[00:20:17.960 --> 00:20:20.920]  告訴他們在這一刻的時候
[00:20:20.920 --> 00:20:23.800]  你們要去做的主要是什麼
[00:20:23.800 --> 00:20:27.320]  和在約爾書裏面的主題有些少不同
[00:20:27.320 --> 00:20:34.280]  所以當我們去比較原來在約爾書的第二章28至32節的時候
[00:20:34.280 --> 00:20:40.760]  我們就發現和在仕途行傳第二章17至21節裏面
[00:20:40.760 --> 00:20:43.240]  就有很小微的改動
[00:20:43.240 --> 00:20:45.800]  這些改動在聖靈的引導之下
[00:20:45.800 --> 00:20:49.960]  讓彼得有一些不同的陳述
[00:20:49.960 --> 00:20:54.600]  將神學的重點有些少的推進另一步
[00:20:54.600 --> 00:20:56.920]  這個我們之後會再討論的
[00:20:56.920 --> 00:20:59.560]  不過從這段聖經裏面
[00:20:59.560 --> 00:21:03.800]  我們如果將我們所看的約爾書的內文
[00:21:03.800 --> 00:21:09.640]  和在七十字譯本的版本
[00:21:09.640 --> 00:21:15.560]  而彼得也都後來用了在他的講道裏面
[00:21:15.560 --> 00:21:20.280]  也都路加將他用回七十字譯本希臘文版本
[00:21:20.280 --> 00:21:21.960]  將他寫給我們看的時候
[00:21:21.960 --> 00:21:25.800]  我們就更加容易讓我們去了解
[00:21:25.800 --> 00:21:28.920]  在約爾書裏面的主題
[00:21:28.920 --> 00:21:30.920]  也可以同時做這個比較之後
[00:21:30.920 --> 00:21:34.520]  又可以看見在新約聖經裏面
[00:21:34.520 --> 00:21:36.280]  仕途行傳的主題
[00:21:36.280 --> 00:21:39.720]  這個就是今天我很想和大家說
[00:21:39.720 --> 00:21:44.040]  當神的愚民被聖靈囂貫了之後
[00:21:44.040 --> 00:21:46.760]  接著會有些什麼的不同
[00:21:46.760 --> 00:21:50.120]  不過讓我們先去了解第一件事
