
[00:00:00.000 --> 00:00:06.520]  今天我們來到零加油 新的系列 港島系列的第二堂
[00:01:51.800 --> 00:01:53.800]  不知道為什麼 人就好像充了電
[00:01:53.800 --> 00:01:57.880]  一直興奮到有時星期六晚回去 其實對我來說很累
[00:01:57.880 --> 00:02:02.320]  星期六晚他們送走他們 我自己回家12點多
[00:02:02.320 --> 00:02:05.080]  但一直都睡不著 因為興奮完就很難回去
[00:02:05.080 --> 00:02:06.920]  腦袋一直在轉
[00:02:06.920 --> 00:02:09.800]  所以他們稱之為神奇的星期六
[00:02:09.800 --> 00:02:14.240]  我也希望我們Millpeters教會的神奇的星期六
[00:02:14.240 --> 00:02:17.160]  這個良好的傳統可以繼續維持下去
[00:02:17.160 --> 00:02:20.240]  讓更多的人在人生路上走得累了
[00:02:20.240 --> 00:02:23.800]  來到神奇的星期六 他就可以重新充電
[00:02:23.800 --> 00:02:27.560]  有時人生路上走著走著很迷茫 沒什麼方向
[00:02:27.560 --> 00:02:31.720]  但星期六晚來到神奇的星期六 你又找回一個方向
[00:02:31.720 --> 00:02:34.440]  有時人生路上走著走著沒什麼動力
[00:02:34.440 --> 00:02:37.680]  來到星期六晚 又可以找回一個動力
[00:02:37.680 --> 00:02:39.680]  其實神奇的星期六
[00:02:39.680 --> 00:02:43.440]  這個不是我們國語堂的獨家發明
[00:02:43.440 --> 00:02:45.440]  不是 我們是山寨版
[00:02:45.440 --> 00:02:49.240]  其實原版是猶太人的觀念
[00:02:49.240 --> 00:02:54.440]  因為對猶太人來說 每一個星期六都是神奇的星期六
[00:02:54.440 --> 00:02:59.120]  因為這一天很神奇 因此他們為星期六定了一個特別的名字
[00:02:59.120 --> 00:03:01.120]  叫安息日
[00:03:01.120 --> 00:03:03.400]  所以猶太人很看重安息日
[00:03:03.400 --> 00:03:06.400]  因為舊有聖經的律法規定
[00:03:06.400 --> 00:03:11.160]  安息日不是一個規定 是一個律法的規定
[00:03:11.160 --> 00:03:13.160]  即是立法來管制
[00:03:13.160 --> 00:03:21.120]  星期六 所有人必須要停下手中所有的工作來安息
[00:03:21.120 --> 00:03:24.880]  而且這一條律法是一條很嚴重的律法
[00:03:24.880 --> 00:03:31.560]  不是一條比較輕微的 或者不是執行得很嚴厲的律法
[00:03:31.560 --> 00:03:37.160]  可能你會覺得很小事 最多是規定星期六大家休息
[00:03:37.160 --> 00:03:44.160]  如果家裏偷偷地趕工 被人抓到 最多可能是口頭警告
[00:03:44.160 --> 00:03:46.160]  或者少少罰款
[00:03:46.160 --> 00:03:50.160]  就好像違規泊車一樣 罰款45美金
[00:03:50.160 --> 00:03:53.160]  應該是這樣的 但不是的
[00:03:53.160 --> 00:03:57.160]  猶太人來說 如果安息日你沒有停下手
[00:03:57.160 --> 00:04:00.160]  即是別人都休息 你被人抓到偷偷地上班
[00:04:00.160 --> 00:04:03.160]  是死罪來的 是死罪
[00:04:03.160 --> 00:04:05.160]  所以是很嚴重的律法
[00:04:05.160 --> 00:04:10.160]  你很難想像那條律法搬到今天 你聽到的聲音會很荒謬
[00:04:10.160 --> 00:04:13.160]  聽說隔壁老王的兒子被人判了死刑
[00:04:13.160 --> 00:04:19.160]  犯了什麼事 就星期六偷偷地在家裏做公司的事 被人抓到
[00:04:19.160 --> 00:04:21.160]  現在當然不會這樣
[00:04:21.160 --> 00:04:24.160]  但對猶太人來說這是很嚴重的律法
[00:04:24.160 --> 00:04:27.160]  為什麼這麼嚴重呢
[00:04:27.160 --> 00:04:31.160]  為什麼神體安息看得這麼嚴重
[00:04:31.160 --> 00:04:34.160]  要立法去規定
[00:04:34.160 --> 00:04:36.160]  不單止立法規定
[00:04:36.160 --> 00:04:39.160]  還要立一條這麼嚴厲的法
[00:04:39.160 --> 00:04:42.160]  如果你犯了就是死刑
[00:04:42.160 --> 00:04:44.160]  所以引起他們的注意
[00:04:44.160 --> 00:04:47.160]  知道原來安息這件事很重要
[00:04:47.160 --> 00:04:49.160]  所以今天跟大家分享的第一點
[00:04:49.160 --> 00:04:51.160]  就是想給大家提醒一下
[00:04:51.160 --> 00:04:55.160]  為什麼安息停下來是一件這麼重要的事情
[00:04:55.160 --> 00:04:57.160]  我們看一段經文
[00:04:57.160 --> 00:05:04.160]  這段經文基本上是安息日的根基 為什麼會有安息日
[00:05:04.160 --> 00:05:06.160]  因為神自己先做了榜樣
[00:05:06.160 --> 00:05:11.160]  創世紀的第二章一到三節是這樣說的
[00:05:11.160 --> 00:05:14.160]  天地萬物都做齊了
[00:05:14.160 --> 00:05:19.160]  到第七日 上帝做物的功已經完畢
[00:05:19.160 --> 00:05:25.160]  就在第七日 揭了他一切的功 安息了
[00:05:25.160 --> 00:05:29.160]  上帝賜福給第七日定為聖日
[00:05:29.160 --> 00:05:33.160]  因為這一日 上帝揭了他一切創造的功
[00:05:33.160 --> 00:05:35.160]  就安息了
[00:05:35.160 --> 00:05:40.160]  這段經文就說到當初神六日創造天地
[00:05:40.160 --> 00:05:43.160]  做了第七日一切的功做完
[00:05:43.160 --> 00:05:47.160]  神就安息 然後賜福給這一日定為聖日
[00:05:47.160 --> 00:05:52.160]  這個就是後期的安息日的律法的其中一個基礎
[00:05:52.160 --> 00:05:54.160]  就是因為神自己這樣做
[00:05:54.160 --> 00:05:58.160]  這段經文至少給我們幾個很特別的提醒
[00:05:58.160 --> 00:06:01.160]  第一個就是 這段經文重要是因為
[00:06:01.160 --> 00:06:06.160]  這段經文對整個人類歷史的影響是很大的
[00:06:06.160 --> 00:06:08.160]  因為它為後期的人
[00:06:08.160 --> 00:06:14.160]  我們的工作和休息的比例應該是怎樣呢
[00:06:14.160 --> 00:06:19.160]  設立了一個好的典範和一個好的參考
[00:06:19.160 --> 00:06:24.160]  其實大概我們人類的歷史 所有不同的民族文化
[00:06:24.160 --> 00:06:29.160]  基本上都是按照這個規定
[00:06:29.160 --> 00:06:33.160]  大部份的國家都是一個星期裏面
[00:06:33.160 --> 00:06:36.160]  應該所有的人都是工作六天休息一天
[00:06:36.160 --> 00:06:39.160]  整個歷史大部份的民族都是這樣做
[00:06:39.160 --> 00:06:44.160]  當然偶然也有些國家嘗試改變這個模式
[00:06:44.160 --> 00:06:49.160]  以前蘇聯也曾經短時間試過全國的人民規定
[00:06:49.160 --> 00:06:51.160]  工作十天才休息一天
[00:06:51.160 --> 00:06:53.160]  我們為了提高我們的GDP
[00:06:53.160 --> 00:06:56.160]  大家努力工作 我們超英館尾
[00:06:56.160 --> 00:06:58.160]  大家努力一點
[00:06:58.160 --> 00:07:00.160]  但試了一段時間發現不行
[00:07:00.160 --> 00:07:04.160]  因為你發覺一個人如果工作十天才休息一天
[00:07:04.160 --> 00:07:07.160]  慢慢過了一段時間就會身體出現問題
[00:07:07.160 --> 00:07:09.160]  情緒出現問題
[00:07:09.160 --> 00:07:15.160]  所以後來所付出的醫療費用
[00:07:15.160 --> 00:07:19.160]  還超過你加班賺回來的錢
[00:07:19.160 --> 00:07:20.160]  有些人就是這樣
[00:07:20.160 --> 00:07:21.160]  不停地洗澡不休息
[00:07:21.160 --> 00:07:23.160]  結果最後生病
[00:07:23.160 --> 00:07:26.160]  你洗澡那段時間賺回來的錢都不夠你後來的醫藥費
[00:07:26.160 --> 00:07:33.160]  後來也有辦法改成聖經所說的工作六天休息一天
[00:07:33.160 --> 00:07:37.160]  所以有社會學家也說這段經文的重要性
[00:07:37.160 --> 00:07:38.160]  影響了全人類的歷史
[00:07:38.160 --> 00:07:43.160]  因為它為人類對於工作和休息之間的比例
[00:07:43.160 --> 00:07:45.160]  設立了一個好的參考
[00:07:45.160 --> 00:07:48.160]  至少我們大概知道人的極限
[00:07:48.160 --> 00:07:50.160]  大概應該比較健康
[00:07:50.160 --> 00:07:52.160]  就是工作六天休息一天
[00:07:52.160 --> 00:07:56.160]  這是這段聖經的其中一個重要性
[00:07:56.160 --> 00:07:58.160]  第二個重要性就是
[00:07:58.160 --> 00:07:59.160]  如果你留意這段聖經
[00:07:59.160 --> 00:08:01.160]  它有一個很特別的記載
[00:08:01.160 --> 00:08:07.160]  就是你去比較一下第一章神創造六天的時候
[00:08:07.160 --> 00:08:09.160]  作者用了一個模式
[00:08:09.160 --> 00:08:11.160]  就是每一天的創造結束的時候
[00:08:11.160 --> 00:08:15.160]  作者都說有晚上有早晨是第一天
[00:08:15.160 --> 00:08:17.160]  第二天神又繼續創造
[00:08:17.160 --> 00:08:22.160]  最後他又說有晚上有早晨是第二天
[00:08:22.160 --> 00:08:24.160]  六天都是這樣記載
[00:08:24.160 --> 00:08:26.160]  但偏偏到了第七天
[00:08:26.160 --> 00:08:28.160]  作者就斷了這個模式
[00:08:28.160 --> 00:08:31.160]  就沒有按照這個模式去記載
[00:08:31.160 --> 00:08:33.160]  他記載完神安息之後
[00:08:33.160 --> 00:08:35.160]  他沒有說第七天神安息定為聖日
[00:08:35.160 --> 00:08:38.160]  然後就有晚上有早晨
[00:08:38.160 --> 00:08:40.160]  這個是第七天
[00:08:40.160 --> 00:08:42.160]  他突然間沒有記載
[00:08:42.160 --> 00:08:44.160]  因為作者在這裡記載
[00:08:44.160 --> 00:08:46.160]  之所以跟前面六天不一樣
[00:08:46.160 --> 00:08:49.160]  是作者特別在這段記載裡面
[00:08:49.160 --> 00:08:51.160]  留下了一個伏筆
[00:08:51.160 --> 00:08:56.160]  他在暗示這一天是不會完的
[00:08:56.160 --> 00:08:58.160]  但前面六天都會完的
[00:08:58.160 --> 00:09:02.160]  創造有晚上有早晨第一天就過去了
[00:09:02.160 --> 00:09:06.160]  但到了第七天作者特別不說有晚上有早晨
[00:09:06.160 --> 00:09:08.160]  這個是第七天
[00:09:08.160 --> 00:09:10.160]  第七天終於過了
[00:09:10.160 --> 00:09:12.160]  又第一天又上班了
[00:09:12.160 --> 00:09:17.160]  但聖經所說的神在第七天的安息
[00:09:17.160 --> 00:09:21.160]  作者暗示這一天是不會停的
[00:09:21.160 --> 00:09:24.160]  有一個永恆的觀念在裡面
[00:09:24.160 --> 00:09:26.160]  這一天可以繼續下去
[00:09:26.160 --> 00:09:28.160]  繼續安息
[00:09:28.160 --> 00:09:30.160]  就一直這樣下去
[00:09:30.160 --> 00:09:32.160]  所以這個安息是可以延長的
[00:09:32.160 --> 00:09:34.160]  這個觀念是重要的
[00:09:34.160 --> 00:09:37.160]  當然一個星期工作六天休息一天
[00:09:37.160 --> 00:09:39.160]  這個是一個起點
[00:09:39.160 --> 00:09:41.160]  我們都希望這個安息可以延長
[00:09:41.160 --> 00:09:43.160]  大家都希望延長
[00:09:43.160 --> 00:09:44.160]  尤其到了星期日
[00:09:44.160 --> 00:09:47.160]  你都希望Monday不要來臨
[00:09:47.160 --> 00:09:49.160]  你都希望延長
[00:09:49.160 --> 00:09:51.160]  其實美國都進步了
[00:09:51.160 --> 00:09:53.160]  在美國至少我們已經是
[00:09:53.160 --> 00:09:55.160]  一個星期工作五天休息兩天
[00:09:55.160 --> 00:09:57.160]  所以可見我們進步了
[00:09:57.160 --> 00:10:00.160]  當然歐洲就更厲害了
[00:10:00.160 --> 00:10:01.160]  歐洲的人工作不多
[00:10:01.160 --> 00:10:02.160]  一天工作六小時
[00:10:02.160 --> 00:10:03.160]  工作四天
[00:10:03.160 --> 00:10:05.160]  我都希望
[00:10:05.160 --> 00:10:08.160]  當然神都祝福過歐洲這個地方
[00:10:08.160 --> 00:10:10.160]  曾經都是基督教興旺的國家
[00:10:10.160 --> 00:10:13.160]  神也都祝福歐洲的財力、國力
[00:10:13.160 --> 00:10:17.160]  我都希望神繼續可以祝福美國
[00:10:17.160 --> 00:10:19.160]  甚至中國、香港
[00:10:19.160 --> 00:10:22.160]  我們的財政、財力、國力
[00:10:22.160 --> 00:10:23.160]  我們繼續進步
[00:10:23.160 --> 00:10:25.160]  希望有一天我們可以繼續進步
[00:10:25.160 --> 00:10:28.160]  希望某一天美國的財力
[00:10:28.160 --> 00:10:29.160]  可以到一種程度
[00:10:29.160 --> 00:10:31.160]  我們可以規定全國人民
[00:10:31.160 --> 00:10:33.160]  一星期工作四天
[00:10:33.160 --> 00:10:34.160]  可以休息三天
[00:10:34.160 --> 00:10:36.160]  那就開心了
[00:10:36.160 --> 00:10:39.160]  從星期五一直工作到星期日
[00:10:39.160 --> 00:10:41.160]  星期一才上班
[00:10:41.160 --> 00:10:43.160]  這個是一個延長
[00:10:43.160 --> 00:10:46.160]  所以作者在安息日記載
[00:10:46.160 --> 00:10:48.160]  給我們一個觀念
[00:10:48.160 --> 00:10:50.160]  原來這個安息是沒有停的
[00:10:50.160 --> 00:10:52.160]  是可以繼續延續下去
[00:10:52.160 --> 00:10:55.160]  但這個延續不單止是
[00:10:55.160 --> 00:10:57.160]  我們改成六日,改成五日
[00:10:57.160 --> 00:10:59.160]  未必將來可以改成三日
[00:10:59.160 --> 00:11:03.160]  甚至我以前在中美洲
[00:11:03.160 --> 00:11:04.160]  一個國家叫Belize
[00:11:04.160 --> 00:11:05.160]  我在那裡讀中學
[00:11:05.160 --> 00:11:08.160]  那個國家有一個很特別的地方
[00:11:08.160 --> 00:11:10.160]  就是全國人民都不工作
[00:11:10.160 --> 00:11:12.160]  除了華人之外
[00:11:12.160 --> 00:11:13.160]  華人很努力工作
[00:11:13.160 --> 00:11:15.160]  全國人民都不工作
[00:11:15.160 --> 00:11:16.160]  為什麼呢?
[00:11:16.160 --> 00:11:19.160]  因為那個國家的人口有二十萬
[00:11:19.160 --> 00:11:21.160]  其中十萬在美國居住
[00:11:21.160 --> 00:11:23.160]  在美國居住的十萬人口
[00:11:23.160 --> 00:11:27.160]  工作然後寄一半工資回去那個國家
[00:11:27.160 --> 00:11:30.160]  那個國家的人就已經開過很豐足的生活
[00:11:30.160 --> 00:11:33.160]  所以在當地的人是不工作的
[00:11:33.160 --> 00:11:37.160]  我中學的同學是沒有一個家長是工作的
[00:11:37.160 --> 00:11:39.160]  所以很空閒
[00:11:39.160 --> 00:11:42.160]  一天就去潛水海島國家
[00:11:42.160 --> 00:11:44.160]  沒有人工作
[00:11:44.160 --> 00:11:45.160]  雖然不是很有錢的國家
[00:11:45.160 --> 00:11:49.160]  但特別祝福他們已經是享受著永恆的安息
[00:11:49.160 --> 00:11:52.160]  我也不明白他們為什麼要讀書
[00:11:52.160 --> 00:11:55.160]  因為他們知道畢業之後就要退休
[00:11:55.160 --> 00:11:57.160]  無論如何
[00:11:57.160 --> 00:11:59.160]  這個安息的觀念
[00:11:59.160 --> 00:12:02.160]  神說第七天就安息
[00:12:02.160 --> 00:12:04.160]  而這個安息的日是不會停的
[00:12:04.160 --> 00:12:05.160]  這個觀念
[00:12:05.160 --> 00:12:07.160]  一直到了新約
[00:12:07.160 --> 00:12:11.160]  你才會明白為什麼這個觀念是不會停的
[00:12:11.160 --> 00:12:13.160]  和你看一次聖經你會明白
[00:12:13.160 --> 00:12:15.160]  為什麼到了新約
[00:12:15.160 --> 00:12:16.160]  安息這個觀念
[00:12:16.160 --> 00:12:18.160]  神進一步啟示的時候
[00:12:18.160 --> 00:12:19.160]  你就會明白
[00:12:19.160 --> 00:12:21.160]  為什麼第七天是不會停的
[00:12:21.160 --> 00:12:24.160]  在瑪利福音的十一章二十八到三十節
[00:12:24.160 --> 00:12:25.160]  那裡是這樣說的
[00:12:25.160 --> 00:12:27.160]  主耶穌說的一段話
[00:12:27.160 --> 00:12:30.160]  凡奴婦擔重擔的人
[00:12:30.160 --> 00:12:31.160]  可以到我這裡來
[00:12:31.160 --> 00:12:33.160]  我就使你們得安息
[00:12:33.160 --> 00:12:35.160]  我心裡柔和謙卑
[00:12:35.160 --> 00:12:37.160]  你們當乎我的厄
[00:12:37.160 --> 00:12:38.160]  學我的洋式
[00:12:38.160 --> 00:12:41.160]  這樣你們心裡就必得享安息
[00:12:41.160 --> 00:12:44.160]  因為我的厄是容易的
[00:12:44.160 --> 00:12:47.160]  我的擔子是輕散的
[00:12:47.160 --> 00:12:52.160]  這裡說的是主耶穌一個很大的宣告
[00:12:52.160 --> 00:12:54.160]  任何奴婦擔重擔的人
[00:12:54.160 --> 00:12:56.160]  來到我面前
[00:12:56.160 --> 00:12:58.160]  我就能夠得享安息
[00:12:58.160 --> 00:13:00.160]  你就可以享受你的安息
[00:13:00.160 --> 00:13:02.160]  所以到了新約聖經
[00:13:02.160 --> 00:13:05.160]  你看到有一個轉變
[00:13:05.160 --> 00:13:09.160]  就是在舊約的安息
[00:13:09.160 --> 00:13:14.160]  從一天轉移到一個人的身上
[00:13:14.160 --> 00:13:16.160]  原來安息不再是哪一天
[00:13:16.160 --> 00:13:19.160]  而是安息是你認識哪一個人
[00:13:19.160 --> 00:13:22.160]  所以以前舊約的安息是有一天
[00:13:22.160 --> 00:13:23.160]  就是六天工作
[00:13:23.160 --> 00:13:24.160]  一天安息
[00:13:24.160 --> 00:13:26.160]  你的重點就放在那一天
[00:13:26.160 --> 00:13:27.160]  那一天我可以得到安息
[00:13:27.160 --> 00:13:30.160]  但到了新約就不是哪一天
[00:13:30.160 --> 00:13:31.160]  而是哪一個人
[00:13:31.160 --> 00:13:33.160]  你認不認識主耶穌
[00:13:33.160 --> 00:13:35.160]  你願不願意來到他面前
[00:13:35.160 --> 00:13:37.160]  學他的洋式
[00:13:37.160 --> 00:13:40.160]  所以主耶穌來到新約的啟示
[00:13:40.160 --> 00:13:41.160]  就進一步了
[00:13:41.160 --> 00:13:44.160]  你就明白當你將安息的盼望
[00:13:44.160 --> 00:13:49.160]  從某一天轉移到某一個人身上
[00:13:49.160 --> 00:13:53.160]  那個安息就不再限於時間上
[00:13:53.160 --> 00:13:56.160]  只要這個人還在
[00:13:56.160 --> 00:13:59.160]  你就可以繼續安息下去
[00:13:59.160 --> 00:14:03.160]  所以這個安息是不會停的
[00:14:03.160 --> 00:14:07.160]  我跟Shirley結婚了一段時間
[00:14:07.160 --> 00:14:10.160]  你知道有時候我又不是很懂得
[00:14:10.160 --> 00:14:12.160]  生日的時候送禮物
[00:14:12.160 --> 00:14:15.160]  又不知道那一天應該怎樣慶祝
[00:14:15.160 --> 00:14:18.160]  所以有時候那一天會過得很平淡
[00:14:18.160 --> 00:14:20.160]  有時候到Shirley生日的時候
[00:14:20.160 --> 00:14:23.160]  馬克看著12點就快過了
[00:14:23.160 --> 00:14:25.160]  都看著生日快過了
[00:14:25.160 --> 00:14:28.160]  有時候心裡有一種失落感
[00:14:28.160 --> 00:14:30.160]  難得生日快過了
[00:14:30.160 --> 00:14:34.160]  在這個時候通常我會想辦法哄她
[00:14:34.160 --> 00:14:35.160]  怎樣哄呢
[00:14:35.160 --> 00:14:37.160]  通常我用的方法就是
[00:14:37.160 --> 00:14:38.160]  不用怕
[00:14:38.160 --> 00:14:40.160]  只要有我在身邊愛你
[00:14:40.160 --> 00:14:43.160]  一天都可以是生日
[00:14:43.160 --> 00:14:46.160]  哪個規定是生日才可以送禮物
[00:14:46.160 --> 00:14:50.160]  哪個規定只有生日才可以出去吃一餐
[00:14:50.160 --> 00:14:51.160]  只要你想
[00:14:51.160 --> 00:14:54.160]  明天就可以繼續吃一餐
[00:14:54.160 --> 00:14:56.160]  因為重點不是那一天
[00:14:56.160 --> 00:14:59.160]  重點是一個人在你身邊
[00:14:59.160 --> 00:15:02.160]  有個弟兄忘記了跟太太anniversary
[00:15:02.160 --> 00:15:03.160]  他說怎麼辦
[00:15:03.160 --> 00:15:05.160]  我說你回去哄你太太
[00:15:05.160 --> 00:15:06.160]  你跟你太太說
[00:15:06.160 --> 00:15:08.160]  只要有我在你身邊愛你
[00:15:08.160 --> 00:15:10.160]  一天都是anniversary
[00:15:10.160 --> 00:15:11.160]  未必過關
[00:15:11.160 --> 00:15:14.160]  不過唯一的一招
[00:15:14.160 --> 00:15:16.160]  這個就是那個觀念
[00:15:16.160 --> 00:15:19.160]  如果你將安息的盼望放在某一天
[00:15:19.160 --> 00:15:20.160]  那一天呢
[00:15:20.160 --> 00:15:22.160]  有晚上有早晨
[00:15:22.160 --> 00:15:23.160]  那一天就過去
[00:15:23.160 --> 00:15:25.160]  Monday blue就開始來了
[00:15:25.160 --> 00:15:29.160]  但如果你將安息的盼望放在耶穌身上
[00:15:29.160 --> 00:15:31.160]  As long as 祂在
[00:15:31.160 --> 00:15:33.160]  這個安息就不會說
[00:15:33.160 --> 00:15:34.160]  有晚上有早晨
[00:15:34.160 --> 00:15:35.160]  這一天就過去
[00:15:35.160 --> 00:15:37.160]  這一天永遠都不會過去
[00:15:37.160 --> 00:15:40.160]  所以安息日的啟示告訴我們
[00:15:40.160 --> 00:15:42.160]  神看中這個安息
[00:15:42.160 --> 00:15:45.160]  是因為這個安息有永恆的價值
[00:15:45.160 --> 00:15:47.160]  而安息有永恆的價值
[00:15:47.160 --> 00:15:49.160]  超越某一天
[00:15:49.160 --> 00:15:51.160]  是因為原來安息
[00:15:51.160 --> 00:15:55.160]  主耶穌才是安息日的主
[00:15:55.160 --> 00:15:57.160]  安息不是在某一天
[00:15:57.160 --> 00:16:00.160]  安息是在主耶穌的手中
[00:16:00.160 --> 00:16:02.160]  你想真的得享安息
[00:16:02.160 --> 00:16:03.160]  你需要來到祂面前
[00:16:03.160 --> 00:16:05.160]  學祂的樣式
[00:16:05.160 --> 00:16:07.160]  你的安息就不會停
[00:16:07.160 --> 00:16:10.160]  教會工作有一個好處
[00:16:10.160 --> 00:16:12.160]  就是教會有安息年
[00:16:12.160 --> 00:16:14.160]  知不知道什麼是安息年
[00:16:14.160 --> 00:16:17.160]  就是教會工作每做滿七年
[00:16:17.160 --> 00:16:19.160]  到了第八年就有安息年
[00:16:19.160 --> 00:16:22.160]  安息年應該放一年
[00:16:22.160 --> 00:16:23.160]  但我們教會忙
[00:16:23.160 --> 00:16:24.160]  所以我們教會的規定
[00:16:24.160 --> 00:16:26.160]  安息年可以放兩個月
[00:16:26.160 --> 00:16:28.160]  Ever since day one
[00:16:28.160 --> 00:16:30.160]  我在回點教會侍奉
[00:16:30.160 --> 00:16:33.160]  都已經在期盼那一年的來臨
[00:16:33.160 --> 00:16:36.160]  剛好今年是我第八年
[00:16:36.160 --> 00:16:38.160]  今年其實是我安息年
[00:16:38.160 --> 00:16:40.160]  我有兩個月的假期
[00:16:40.160 --> 00:16:42.160]  不過今年沒機會拿
[00:16:42.160 --> 00:16:43.160]  因為太忙了
[00:16:43.160 --> 00:16:45.160]  看明年有沒有機會
[00:16:45.160 --> 00:16:48.160]  我記得剛入教沒多久
[00:16:48.160 --> 00:16:51.160]  每天都在期盼第八年的來臨
[00:16:51.160 --> 00:16:54.160]  有一天我讀這段經文的時候
[00:16:54.160 --> 00:16:56.160]  神藉著這段經文
[00:16:56.160 --> 00:16:58.160]  給我一個提醒
[00:16:58.160 --> 00:16:59.160]  神跟我說
[00:16:59.160 --> 00:17:02.160]  你真的想將安息的盼望
[00:17:02.160 --> 00:17:05.160]  放在第八年那兩個月
[00:17:05.160 --> 00:17:07.160]  你知道那兩個月會過
[00:17:07.160 --> 00:17:08.160]  有晚上有早晨
[00:17:08.160 --> 00:17:09.160]  一天就過了
[00:17:09.160 --> 00:17:11.160]  兩個月六十天很快過
[00:17:11.160 --> 00:17:13.160]  抑或你想將安息的盼望
[00:17:13.160 --> 00:17:15.160]  放在我身上
[00:17:15.160 --> 00:17:16.160]  如果你將安息的盼望
[00:17:16.160 --> 00:17:19.160]  從那一天轉移到我身上
[00:17:19.160 --> 00:17:21.160]  你不需要等八年
[00:17:21.160 --> 00:17:23.160]  你馬上開燈去安息
[00:17:23.160 --> 00:17:25.160]  而且安息不會停
[00:17:25.160 --> 00:17:29.160]  As long as我仍然在你身邊
[00:17:29.160 --> 00:17:31.160]  你的安息在你最忙的日子
[00:17:31.160 --> 00:17:33.160]  壓力最大的日子
[00:17:33.160 --> 00:17:35.160]  你仍然得享這種安息
[00:17:35.160 --> 00:17:37.160]  這個提醒讓我明白
[00:17:37.160 --> 00:17:40.160]  原來安息不是某一天
[00:17:40.160 --> 00:17:42.160]  安息是你是否
[00:17:42.160 --> 00:17:45.160]  來到安息日的主面前
[00:17:45.160 --> 00:17:47.160]  將你的生命交給他
[00:17:47.160 --> 00:17:49.160]  然後你就得享安息
[00:17:49.160 --> 00:17:52.160]  很多人將安息放在某一天
[00:17:52.160 --> 00:17:54.160]  或者某一段期間
[00:17:54.160 --> 00:17:57.160]  以前我們反大臨長都分享
[00:17:57.160 --> 00:17:59.160]  他這一生都被他媽咪騙了一生
[00:17:59.160 --> 00:18:01.160]  到了小學的時候
[00:18:01.160 --> 00:18:03.160]  他媽咪就說不要玩了
[00:18:03.160 --> 00:18:06.160]  如果你努力讀書
[00:18:06.160 --> 00:18:07.160]  讀完小學
[00:18:07.160 --> 00:18:08.160]  考到一間好的中學
[00:18:08.160 --> 00:18:10.160]  那時候才可以玩
[00:18:10.160 --> 00:18:11.160]  那時候可以停下安息
[00:18:11.160 --> 00:18:12.160]  享受玩了
[00:18:12.160 --> 00:18:14.160]  難得考到中學
[00:18:14.160 --> 00:18:16.160]  他就說現在暫時不能玩了
[00:18:16.160 --> 00:18:17.160]  努力讀完中學
[00:18:17.160 --> 00:18:19.160]  考一間好的高中
[00:18:19.160 --> 00:18:21.160]  考完就可以安息玩了
[00:18:21.160 --> 00:18:23.160]  難得考完高中
[00:18:23.160 --> 00:18:25.160]  他說不行,還有大學
[00:18:25.160 --> 00:18:28.160]  一直到最後他的子女都長大了
[00:18:28.160 --> 00:18:30.160]  都畢業了
[00:18:30.160 --> 00:18:33.160]  他媽咪就說現在你可以玩了
[00:18:33.160 --> 00:18:34.160]  那時候我都說不動了
[00:18:34.160 --> 00:18:36.160]  七十歲了
