
[00:00:00.000 --> 00:00:03.000]  今日和大家一齊來帶去思想的題目
[00:01:32.500 --> 00:01:35.000]  神是會來帶去祝福我們的
[00:01:35.000 --> 00:01:37.000]  但我經常都說我們作為基督徒
[00:01:37.000 --> 00:01:40.000]  我們不可以只抽一節經文來看
[00:01:40.000 --> 00:01:43.500]  這節經文原來是來自《新命紀》的第十一章
[00:01:43.500 --> 00:01:46.000]  也是聖經裡面唯一一次講
[00:01:46.000 --> 00:01:49.500]  神從歲守到年終來賜福給我們
[00:01:49.500 --> 00:01:52.000]  究竟這一段經文是講什麼呢?
[00:01:52.000 --> 00:01:56.000]  今天我們就會集中來帶去研究《新命紀》第十一章
[00:01:56.000 --> 00:01:59.000]  了解到經文裡面背後的意義
[00:01:59.000 --> 00:02:03.000]  如果你留意到第十二章到第二十六章
[00:02:03.000 --> 00:02:06.000]  就是講解一些律法
[00:02:06.000 --> 00:02:07.000]  一些典章
[00:02:07.000 --> 00:02:09.000]  一些法例他們要去遵守的
[00:02:09.000 --> 00:02:13.000]  但是在講他們要遵守這些律法典章之前
[00:02:13.000 --> 00:02:15.000]  摩西再一次提醒他
[00:02:15.000 --> 00:02:18.000]  今天從歲守到年終
[00:02:18.000 --> 00:02:21.000]  你們要好好的來帶去倚靠神
[00:02:21.000 --> 00:02:23.000]  因為祂就是這樣來祝福我們
[00:02:23.000 --> 00:02:25.000]  還有一個很重要的提醒
[00:02:25.000 --> 00:02:29.000]  你要好好地教導你的兒女
[00:02:29.000 --> 00:02:32.000]  我們一起來再讀《新命紀》十一章第十九節
[00:02:32.000 --> 00:02:33.000]  我們一起來讀出來
[00:02:33.000 --> 00:02:36.000]  也要教訓你們的兒女
[00:02:36.000 --> 00:02:38.000]  無論坐在家裡
[00:02:38.000 --> 00:02:39.000]  行在路上
[00:02:39.000 --> 00:02:40.000]  躺下
[00:02:40.000 --> 00:02:41.000]  起來
[00:02:41.000 --> 00:02:43.000]  都要談論
[00:02:43.000 --> 00:02:45.000]  摩西在這篇聖經裡面講出
[00:02:45.000 --> 00:02:47.000]  蒙福的原因是什麼
[00:02:47.000 --> 00:02:51.000]  蒙福的源頭是來自什麼地方
[00:02:51.000 --> 00:02:52.000]  好了
[00:02:52.000 --> 00:02:57.000]  首先教導你們這些人要好好地回顧歷史
[00:02:57.000 --> 00:02:59.000]  歷史是非常的重要
[00:02:59.000 --> 00:03:02.000]  摩西特別跟當時的人講
[00:03:02.000 --> 00:03:05.000]  你們就是歷史裡面的見證人
[00:03:05.000 --> 00:03:09.000]  你們的兒女未必經歷過你們所經歷的歷史
[00:03:09.000 --> 00:03:10.000]  是什麼意思呢
[00:03:10.000 --> 00:03:12.000]  很深信在外當中
[00:03:12.000 --> 00:03:14.000]  特別是一些長者
[00:03:14.000 --> 00:03:18.000]  你是中國政權變遷的歷史見證人
[00:03:18.000 --> 00:03:22.000]  中國是由中華民國來掌管的
[00:03:22.000 --> 00:03:25.000]  後來中華人民共和國的成立
[00:03:25.000 --> 00:03:27.000]  於是他們遷去台灣
[00:03:27.000 --> 00:03:29.000]  我自己是什麼呢
[00:03:29.000 --> 00:03:31.000]  是六七暴動的見證人
[00:03:31.000 --> 00:03:34.000]  那時候只是剛升中學
[00:03:34.000 --> 00:03:37.000]  看到當時香港怎樣的土製菠蘿
[00:03:37.000 --> 00:03:38.000]  怎樣人心惶惶
[00:03:38.000 --> 00:03:40.000]  在外當中
[00:03:40.000 --> 00:03:42.000]  特別是美恩堂的弟兄姊妹
[00:03:42.000 --> 00:03:45.000]  特別是一開堂回來的時候
[00:03:45.000 --> 00:03:50.000]  他是八九六四民運的時候的見證人
[00:03:50.000 --> 00:03:52.000]  而今天坐在我們當中
[00:03:52.000 --> 00:03:55.000]  很多人是佔中的見證者
[00:03:55.000 --> 00:03:57.000]  我們會看到什麼原因會這樣
[00:03:57.000 --> 00:03:59.000]  然後歷史怎樣轉變
[00:03:59.000 --> 00:04:00.000]  但是不要忘記
[00:04:00.000 --> 00:04:03.000]  歷史可以被當權的人來改寫的
[00:04:03.000 --> 00:04:06.000]  所以如果你是見證人的時候
[00:04:06.000 --> 00:04:11.000]  你就需要好好地去跟你的兒女分享
[00:04:11.000 --> 00:04:13.000]  因為可能他們未知這些歷史
[00:04:13.000 --> 00:04:15.000]  所以你留意到一開始的時候
[00:04:15.000 --> 00:04:17.000]  摩西尼德去講
[00:04:17.000 --> 00:04:20.000]  我現在跟你們講說話
[00:04:20.000 --> 00:04:24.000]  因為你們的兒女是沒有經歷過去的歷史
[00:04:24.000 --> 00:04:25.000]  我們一起去讀
[00:04:25.000 --> 00:04:27.000]  《生命記》第十一章第二節
[00:04:27.000 --> 00:04:30.000]  第一章第二節我們一起去讀
[00:04:30.000 --> 00:04:32.000]  你們今日當知道
[00:04:32.000 --> 00:04:36.000]  我本不是和你們的兒女說話
[00:04:36.000 --> 00:04:38.000]  因為他們不知道
[00:04:38.000 --> 00:04:39.000]  也沒有看見
[00:04:39.000 --> 00:04:43.000]  也沒有說你們神的管教威嚴
[00:04:43.000 --> 00:04:46.000]  大能的手和新出來的防備
[00:04:46.000 --> 00:04:47.000]  神很清楚說
[00:04:47.000 --> 00:04:49.000]  我現在是和你們說話
[00:04:49.000 --> 00:04:51.000]  不是和你們的兒女說話
[00:04:51.000 --> 00:04:54.000]  因為你們的兒女沒有經歷過我的威嚴
[00:04:54.000 --> 00:04:55.000]  權能
[00:04:55.000 --> 00:04:56.000]  能力
[00:04:56.000 --> 00:04:58.000]  所以祂說到今天
[00:04:58.000 --> 00:05:01.000]  你要好好地教導你的兒女
[00:05:01.000 --> 00:05:02.000]  過去的歷史
[00:05:02.000 --> 00:05:05.000]  我在歷史裡面的作為是什麼
[00:05:05.000 --> 00:05:10.000]  然後神引申有兩段很重要的歷史
[00:05:10.000 --> 00:05:14.000]  第一段歷史就是他們在埃及受苦
[00:05:14.000 --> 00:05:16.000]  他們要離開的時候
[00:05:16.000 --> 00:05:18.000]  法老和不讓他們離開
[00:05:18.000 --> 00:05:20.000]  神怎樣透過十災
[00:05:20.000 --> 00:05:23.000]  令到這個很強的勢力
[00:05:23.000 --> 00:05:24.000]  都要屈服
[00:05:24.000 --> 00:05:26.000]  讓他們離開
[00:05:26.000 --> 00:05:28.000]  第二段歷史就講到
[00:05:28.000 --> 00:05:30.000]  他們在離開的過程當中
[00:05:30.000 --> 00:05:32.000]  有來聯
[00:05:32.000 --> 00:05:36.000]  神怎樣去針對這班人
[00:05:36.000 --> 00:05:38.000]  作出一些懲治
[00:05:38.000 --> 00:05:41.000]  我想第一段歷史大家都很熟悉
[00:05:41.000 --> 00:05:44.000]  摩西怎樣帶領以色列人進行神蹟歧視
[00:05:44.000 --> 00:05:46.000]  也沒有看見他怎樣對待
[00:05:46.000 --> 00:05:47.000]  第三到第四節
[00:05:47.000 --> 00:05:48.000]  大家聽我讀出
[00:05:48.000 --> 00:05:54.000]  令他在埃及中向埃及王法老和其傳遞所行的神蹟歧視
[00:05:54.000 --> 00:05:58.000]  也沒有看見他怎樣對待埃及的軍兵馬車
[00:05:58.000 --> 00:06:00.000]  他們追趕你的時候
[00:06:00.000 --> 00:06:04.000]  耶和華怎樣使紅海的水淹沒他們
[00:06:04.000 --> 00:06:07.000]  將他們滅絕直到今日
[00:06:07.000 --> 00:06:09.000]  這裡大家很清楚
[00:06:09.000 --> 00:06:11.000]  就是講到後來
[00:06:11.000 --> 00:06:14.000]  埃及王終於屈服了
[00:06:14.000 --> 00:06:15.000]  讓他們離開
[00:06:15.000 --> 00:06:18.000]  但是經過十災之後他們離開
[00:06:18.000 --> 00:06:20.000]  但是後來慢慢慢慢心中不忿
[00:06:20.000 --> 00:06:22.000]  於是他就怎樣呢
[00:06:22.000 --> 00:06:24.000]  他就要去追殺這班人
[00:06:24.000 --> 00:06:28.000]  《出埃及記》第十四章第六節很清楚講到
[00:06:28.000 --> 00:06:34.000]  埃及的軍兵馬車就來追殺這班以色列人
[00:06:34.000 --> 00:06:37.000]  但不要忘記這班以色列人他們手無寸鐵
[00:06:37.000 --> 00:06:40.000]  他們沒有受過任何軍事訓練
[00:06:40.000 --> 00:06:42.000]  後來他們去到紅海的時候
[00:06:42.000 --> 00:06:43.000]  前無去路
[00:06:43.000 --> 00:06:45.000]  後有追兵
[00:06:45.000 --> 00:06:47.000]  於是他們馬上埋怨摩西
[00:06:47.000 --> 00:06:50.000]  為什麼你要這樣來對待我們
[00:06:50.000 --> 00:06:52.000]  你看人性那種叛逆
[00:06:52.000 --> 00:06:54.000]  他沒有去讚賞摩西
[00:06:54.000 --> 00:06:56.000]  現在這一刻就來咒罵摩西
[00:06:56.000 --> 00:07:00.000]  我們一起來讀出《出埃及記》第十四章十一到十二節
[00:07:00.000 --> 00:07:01.000]  我們一起來讀出
[00:07:01.000 --> 00:07:06.000]  他們對摩西說難道在埃及沒有墳地
[00:07:06.000 --> 00:07:09.000]  你把我們帶來死在曠野嗎
[00:07:09.000 --> 00:07:12.000]  你為什麼這樣待我們
[00:07:12.000 --> 00:07:15.000]  將我們從埃及領出來呢
[00:07:15.000 --> 00:07:19.000]  我們在埃及豈沒有對你說過
[00:07:19.000 --> 00:07:21.000]  不要搞擾我們
[00:07:21.000 --> 00:07:23.000]  用我們服侍埃及人嗎
[00:07:23.000 --> 00:07:27.000]  因為服侍埃及人比死在曠野還好
[00:07:27.000 --> 00:07:29.000]  你看人性是怎樣
[00:07:29.000 --> 00:07:31.000]  摩西真的很可憐
[00:07:31.000 --> 00:07:32.000]  摩西帶領他們的時候
[00:07:32.000 --> 00:07:34.000]  得不到讚賞還被他們咒詛
[00:07:34.000 --> 00:07:35.000]  誰叫你帶我們去
[00:07:35.000 --> 00:07:37.000]  但他們向神呼救
[00:07:37.000 --> 00:07:39.000]  神叫你脫離這個險境
[00:07:39.000 --> 00:07:41.000]  但是我們要學習摩西
[00:07:41.000 --> 00:07:43.000]  這位很好的領袖
[00:07:43.000 --> 00:07:45.000]  他不是去跟他們對罵
[00:07:45.000 --> 00:07:48.000]  摩西靠著神的力量
[00:07:48.000 --> 00:07:50.000]  發出一個勝利的宣告
[00:07:50.000 --> 00:07:51.000]  我們一起來再讀
[00:07:51.000 --> 00:07:54.000]  《出沒絕技》第十四章十三、十四兩節
[00:07:54.000 --> 00:07:55.000]  我們一起來讀出
[00:07:55.000 --> 00:07:57.000]  摩西對百姓說
[00:07:57.000 --> 00:08:00.000]  不要懼怕,只管站住
[00:08:00.000 --> 00:08:05.000]  看耶和華今天向你們所要施行的救恩
[00:08:05.000 --> 00:08:08.000]  因為你們今天所看見的埃及人
[00:08:08.000 --> 00:08:11.000]  必永遠不再看見了
[00:08:11.000 --> 00:08:14.000]  耶和華必為你們爭治
[00:08:14.000 --> 00:08:17.000]  你們只管靜默,不要作聲
[00:08:17.000 --> 00:08:19.000]  摩西對這些異色人說
[00:08:19.000 --> 00:08:20.000]  你們不用擔心
[00:08:20.000 --> 00:08:22.000]  神會工作
[00:08:22.000 --> 00:08:23.000]  大家都很熟悉
[00:08:23.000 --> 00:08:25.000]  摩西用紅海的水
[00:08:25.000 --> 00:08:28.000]  他們過了紅海之後
[00:08:28.000 --> 00:08:31.000]  接著埃及軍兵繼續追下來的時候
[00:08:31.000 --> 00:08:34.000]  摩西也用紅海的水去淹沒他們
[00:08:34.000 --> 00:08:36.000]  結果他們這些軍隊
[00:08:36.000 --> 00:08:39.000]  差不多全部喪生在紅海裡面
[00:08:39.000 --> 00:08:41.000]  直到今天
[00:08:41.000 --> 00:08:44.000]  就是在摩西說這段話的時候
[00:08:44.000 --> 00:08:48.000]  他們的軍力都未能再一次重整
[00:08:48.000 --> 00:08:51.000]  摩西說的時候是那班子民
[00:08:51.000 --> 00:08:53.000]  是親身經歷過的
[00:08:53.000 --> 00:08:55.000]  但是你不要忘記
[00:08:55.000 --> 00:08:58.000]  他們在抗疫出世的人是不知道的
[00:08:58.000 --> 00:09:00.000]  所以你要回顧歷史
[00:09:00.000 --> 00:09:03.000]  看到神是多麼的有能力
[00:09:03.000 --> 00:09:07.000]  甚至某個程度生死是一線間
[00:09:07.000 --> 00:09:08.000]  跟大家分享
[00:09:08.000 --> 00:09:11.000]  剛剛我也是經歷到生死一線間
[00:09:11.000 --> 00:09:12.000]  為什麼呢?
[00:09:12.000 --> 00:09:13.000]  早幾天你記不記得
[00:09:13.000 --> 00:09:15.000]  在美麗華商場
[00:09:15.000 --> 00:09:18.000]  就掉了一架槍下來
[00:09:18.000 --> 00:09:20.000]  我那天剛好去The One那裡
[00:09:20.000 --> 00:09:22.000]  我跟師母出去
[00:09:22.000 --> 00:09:25.000]  後來師母就稍微摸一摸
[00:09:25.000 --> 00:09:27.000]  我走了一班車
[00:09:27.000 --> 00:09:29.000]  我就在那裡又走了一班車
[00:09:29.000 --> 00:09:31.000]  要等十幾分鐘
[00:09:31.000 --> 00:09:33.000]  結果我們出去
[00:09:33.000 --> 00:09:36.000]  誰知道去到彌敦道的柯士甸道口
[00:09:36.000 --> 00:09:37.000]  那架車已經停在那裡
[00:09:37.000 --> 00:09:39.000]  轉了三盞燈
[00:09:39.000 --> 00:09:41.000]  都沒有動到那架車
[00:09:41.000 --> 00:09:42.000]  全部塞死了
[00:09:42.000 --> 00:09:44.000]  我知道前面有事
[00:09:44.000 --> 00:09:45.000]  我一直都提醒弟兄姊妹
[00:09:45.000 --> 00:09:47.000]  記住對著巴士司機要有禮貌
[00:09:47.000 --> 00:09:48.000]  我一上車就跟他們說
[00:09:48.000 --> 00:09:50.000]  麻煩多謝
[00:09:50.000 --> 00:09:51.000]  所以他們對我有印象
[00:09:51.000 --> 00:09:53.000]  後來我見塞車這麼嚴重
[00:09:53.000 --> 00:09:54.000]  我要趕時間
[00:09:54.000 --> 00:09:55.000]  我跟司機說
[00:09:55.000 --> 00:09:57.000]  不知道可不可以開門給我下去
[00:09:57.000 --> 00:09:58.000]  趕時間
[00:09:58.000 --> 00:10:00.000]  他很有禮貌地開了前門給我走了
[00:10:00.000 --> 00:10:02.000]  我帶領了很多人
[00:10:02.000 --> 00:10:03.000]  像摩西一樣
[00:10:03.000 --> 00:10:04.000]  走來走去
[00:10:04.000 --> 00:10:05.000]  他走了
[00:10:05.000 --> 00:10:07.000]  真的那些人跟著我走
[00:10:07.000 --> 00:10:10.000]  那時候我一路走去The One那裡
[00:10:10.000 --> 00:10:12.000]  就看到窗框
[00:10:12.000 --> 00:10:13.000]  看到玻璃碎
[00:10:13.000 --> 00:10:16.000]  看到一個黑色的東西蓋著那些東西
[00:10:16.000 --> 00:10:17.000]  我知道一定有事
[00:10:17.000 --> 00:10:19.000]  但沒有細心去拆救
[00:10:19.000 --> 00:10:21.000]  因為我都趕時間
[00:10:21.000 --> 00:10:22.000]  但下午我收到回音
[00:10:22.000 --> 00:10:23.000]  發給我一些新聞
[00:10:23.000 --> 00:10:25.000]  我再看回時間
[00:10:25.000 --> 00:10:26.000]  就應該是
[00:10:26.000 --> 00:10:28.000]  如果我坐一班車
[00:10:28.000 --> 00:10:31.000]  我就應該是經過那個現場
[00:10:31.000 --> 00:10:32.000]  未必一定是我
[00:10:32.000 --> 00:10:34.000]  我當然為這個24歲的女孩子
[00:10:34.000 --> 00:10:36.000]  是有難過
[00:10:36.000 --> 00:10:37.000]  但原來我坐一班車
[00:10:37.000 --> 00:10:39.000]  可能我都會經歷
[00:10:39.000 --> 00:10:40.000]  所以我跟師母說
[00:10:40.000 --> 00:10:43.000]  很危險
[00:10:43.000 --> 00:10:45.000]  遲到是不是有好處呢
[00:10:45.000 --> 00:10:47.000]  OK的
[00:10:47.000 --> 00:10:49.000]  但我真的很深體會到
[00:10:49.000 --> 00:10:50.000]  原來人的生與死
[00:10:50.000 --> 00:10:52.000]  是一瞬間的
[00:10:52.000 --> 00:10:56.000]  你不一定是必然地活在這個世上
[00:10:56.000 --> 00:10:58.000]  我就會去分享
[00:10:58.000 --> 00:10:59.000]  這個就是歷史
[00:10:59.000 --> 00:11:01.000]  當你回顧歷史的時候
[00:11:01.000 --> 00:11:02.000]  你看回
[00:11:02.000 --> 00:11:03.000]  神就是這麼奇妙
[00:11:03.000 --> 00:11:04.000]  好了
[00:11:04.000 --> 00:11:07.000]  對埃及的對外的歷史
[00:11:07.000 --> 00:11:08.000]  我們很熟悉
[00:11:08.000 --> 00:11:09.000]  不詳細說了
[00:11:09.000 --> 00:11:10.000]  但對內
[00:11:10.000 --> 00:11:12.000]  原來當我們一路來帶領以色列人
[00:11:12.000 --> 00:11:14.000]  出埃及這個過程當中
[00:11:14.000 --> 00:11:16.000]  有一班有名望的人
[00:11:16.000 --> 00:11:18.000]  有領袖的人
[00:11:18.000 --> 00:11:21.000]  不滿意摩西的帶領
[00:11:21.000 --> 00:11:23.000]  於是尼泰去怎樣呢
[00:11:23.000 --> 00:11:25.000]  煽動群眾
[00:11:25.000 --> 00:11:27.000]  去背叛摩西
[00:11:27.000 --> 00:11:30.000]  甚至說要回到埃及地方裡面
[00:11:30.000 --> 00:11:32.000]  這班人是什麼呢
[00:11:32.000 --> 00:11:36.000]  就是以利亞的兒子大坦和阿比納
[00:11:36.000 --> 00:11:39.000]  我們一起來看看
[00:11:39.000 --> 00:11:42.000]  神怎樣來祝福和懲罰他們
[00:11:42.000 --> 00:11:46.000]  我們先看看第十一章第五到第六節
[00:11:46.000 --> 00:11:48.000]  我們一起讀出
[00:11:48.000 --> 00:12:12.000]  [字幕]
[00:12:12.000 --> 00:12:14.000]  神來到他們回想
[00:12:14.000 --> 00:12:16.000]  在這個日子當中
[00:12:16.000 --> 00:12:18.000]  怎樣來祝福和懲罰他們
[00:12:18.000 --> 00:12:20.000]  祝福是什麼呢
[00:12:20.000 --> 00:12:22.000]  他說在曠野上大家記得
[00:12:22.000 --> 00:12:24.000]  有雲柱火柱
[00:12:24.000 --> 00:12:28.000]  你帶去遮蔽和保護他們
[00:12:28.000 --> 00:12:30.000]  如果你知道你去到曠野的地方裡面
[00:12:30.000 --> 00:12:32.000]  太陽是很猛烈的
[00:12:32.000 --> 00:12:34.000]  陽光是會傷害我們
[00:12:34.000 --> 00:12:36.000]  所以白日太陽必不傷
[00:12:36.000 --> 00:12:38.000]  你就是這些會灼傷你的皮膚
[00:12:38.000 --> 00:12:40.000]  那些人都看到我已經沒有屍體黑了
[00:12:40.000 --> 00:12:43.000]  因為我剛剛和一班帶領之母去以色列
[00:12:43.000 --> 00:12:45.000]  雖然那班是基督徒
[00:12:45.000 --> 00:12:47.000]  但是每次帶隊去旅行
[00:12:47.000 --> 00:12:49.000]  那些基督徒很喜歡住在陰間裡
[00:12:49.000 --> 00:12:51.000]  就是一些陰的地方
[00:12:51.000 --> 00:12:53.000]  他們就站在那裡聽我講解
[00:12:53.000 --> 00:12:55.000]  於是我就要面對陽光去避光照
[00:12:55.000 --> 00:12:57.000]  所以每次去完之後特別黑一點
[00:12:57.000 --> 00:13:00.000]  但是雲柱是遮陰
[00:13:00.000 --> 00:13:02.000]  令到他們不會被灼傷
[00:13:02.000 --> 00:13:04.000]  但是晚上沒有電燈
[00:13:04.000 --> 00:13:06.000]  火柱是照明
[00:13:06.000 --> 00:13:09.000]  還有神為他們預備食物
[00:13:09.000 --> 00:13:12.000]  為他們可以有瑪拿降落
[00:13:12.000 --> 00:13:15.000]  吃得厭的時候神給他們暗春
[00:13:15.000 --> 00:13:17.000]  給他們水喝
[00:13:17.000 --> 00:13:19.000]  所以神一直在祝福他們
[00:13:19.000 --> 00:13:22.000]  但是很可惜他們也會去拜偶像
[00:13:22.000 --> 00:13:23.000]  給神來懲治
[00:13:23.000 --> 00:13:24.000]  但是最大的問題是
[00:13:24.000 --> 00:13:26.000]  竟然有內亂
[00:13:26.000 --> 00:13:28.000]  有一班領袖不滿意摩西
[00:13:28.000 --> 00:13:31.000]  特別提到這個內亂是引來極大的審判
[00:13:31.000 --> 00:13:33.000]  因為在利美之派
[00:13:33.000 --> 00:13:35.000]  那些神職人員來的
[00:13:35.000 --> 00:13:36.000]  有一個叫可拉
[00:13:36.000 --> 00:13:38.000]  還有留便之派的大灘
[00:13:38.000 --> 00:13:41.000]  還有250個有名望的領袖
[00:13:41.000 --> 00:13:44.000]  他們不滿意摩西阿倫的帶領
[00:13:44.000 --> 00:13:46.000]  要反他們
[00:13:46.000 --> 00:13:49.000]  我們一起來看文宿記十六章十二到第十四節
[00:13:49.000 --> 00:13:51.000]  我們一起來帶去讀出
[00:13:51.000 --> 00:13:57.000]  摩西打發人去召伊利亞的兒子大坦阿比蘭
[00:13:57.000 --> 00:13:59.000]  他們說我們不上去
[00:13:59.000 --> 00:14:03.000]  你將我們從流乃與密斯地領上來
[00:14:03.000 --> 00:14:05.000]  要在逛夜殺我們
[00:14:05.000 --> 00:14:07.000]  這豈為小事
[00:14:07.000 --> 00:14:11.000]  你還要自立為王 嚇管我們嗎
[00:14:11.000 --> 00:14:16.000]  並且你沒有將我們領到流乃與密斯地
[00:14:16.000 --> 00:14:20.000]  也沒有把田地和葡萄園給我們為業
[00:14:20.000 --> 00:14:24.000]  難道你要換這些人的眼睛嗎
[00:14:24.000 --> 00:14:26.000]  我們不上去
[00:14:26.000 --> 00:14:28.000]  你有沒有留意到一句很禮橫的節曲
[00:14:28.000 --> 00:14:30.000]  就說摩西想自立為王
[00:14:30.000 --> 00:14:33.000]  摩西從來沒有想過自己要來大陸去做王
[00:14:33.000 --> 00:14:37.000]  甚至你這樣誣衊他 你是不是想把我們的眼睛挖出來
[00:14:37.000 --> 00:14:39.000]  就是這樣
[00:14:39.000 --> 00:14:41.000]  當這些人來帶去背叛摩西的時候
[00:14:41.000 --> 00:14:45.000]  摩西來帶去向神傾訴
[00:14:45.000 --> 00:14:47.000]  這都是他的原則
[00:14:47.000 --> 00:14:48.000]  神就很憤怒
[00:14:48.000 --> 00:14:51.000]  神就說要審判 滅了所有的人
[00:14:51.000 --> 00:14:54.000]  但摩西又為這些人來帶去禱告
[00:14:54.000 --> 00:14:56.000]  文宿記十六章第二十二節
[00:14:56.000 --> 00:14:59.000]  摩西亞倫就俯伏在地說
[00:14:59.000 --> 00:15:02.000]  神萬人之靈的神一人犯罪
[00:15:02.000 --> 00:15:05.000]  你就要向全會眾發怒
[00:15:05.000 --> 00:15:08.000]  結果神就審判這些人
[00:15:08.000 --> 00:15:10.000]  在文宿記我們不讀了
[00:15:10.000 --> 00:15:12.000]  十六章的三十一到三十三節
[00:15:12.000 --> 00:15:14.000]  讓地來帶去裂開
[00:15:14.000 --> 00:15:17.000]  就把這些背叛的人連同他們的家屬
[00:15:17.000 --> 00:15:19.000]  全部掉到地上
[00:15:19.000 --> 00:15:21.000]  然後再合在一起
[00:15:21.000 --> 00:15:23.000]  讓他們下到陰間
[00:15:23.000 --> 00:15:24.000]  接著還有什麼呢
[00:15:24.000 --> 00:15:26.000]  要結束這個內亂
[00:15:26.000 --> 00:15:29.000]  另外有一些人就是神找火來帶將他們消滅了
[00:15:29.000 --> 00:15:31.000]  我們一起來讀
[00:15:31.000 --> 00:15:33.000]  文宿記十六章三十五節
[00:15:33.000 --> 00:15:34.000]  我們一起來讀
[00:15:34.000 --> 00:15:37.000]  又有火從耶和華那裡出來
[00:15:37.000 --> 00:15:41.000]  消滅了那獻香的二百五十個人
[00:15:41.000 --> 00:15:43.000]  所以留意到神告訴你
[00:15:43.000 --> 00:15:46.000]  這是很新鮮熱辣的事
[00:15:46.000 --> 00:15:49.000]  這幫背叛的人我們要懲罰他們
[00:15:49.000 --> 00:15:52.000]  這幫人和埃及王所做的一樣
[00:15:52.000 --> 00:15:55.000]  這幫人就要將以色列人帶回埃及地
[00:15:55.000 --> 00:15:58.000]  讓他們不會進去流瀾與物之地
[00:15:58.000 --> 00:16:00.000]  所以神同樣懲治他們
[00:16:00.000 --> 00:16:01.000]  很簡單
[00:16:01.000 --> 00:16:04.000]  原來神就說到你要去回顧歷史
[00:16:04.000 --> 00:16:06.000]  透過回顧歷史
[00:16:06.000 --> 00:16:09.000]  你看到神的威嚴能力和祝福
[00:16:09.000 --> 00:16:12.000]  於是你有所警醒
[00:16:12.000 --> 00:16:15.000]  更加你要以他們過去所犯的錯
[00:16:15.000 --> 00:16:16.000]  引以為鑑
[00:16:16.000 --> 00:16:18.000]  不要重蹈覆轍
[00:16:18.000 --> 00:16:21.000]  你要好好地教導你的兒女
[00:16:21.000 --> 00:16:22.000]  讓他們知道
[00:16:22.000 --> 00:16:24.000]  怎樣你都是去跟從我
[00:16:24.000 --> 00:16:28.000]  原來回顧的果效是有哪幾方面呢
[00:16:28.000 --> 00:16:29.000]  至少有兩方面
[00:16:29.000 --> 00:16:32.000]  第一就是要守約
[00:16:32.000 --> 00:16:33.000]  支持愛的神
[00:16:33.000 --> 00:16:35.000]  我們要去愛祂
[00:16:35.000 --> 00:16:36.000]  我們一齊了讀
[00:16:36.000 --> 00:16:38.000]  《生命記》第十一章第一節
