
[00:00:00.000 --> 00:00:02.280]  祈求您的愛 您十字架的大愛
[00:01:18.400 --> 00:01:19.400]  昨天會分辨到的
[00:01:19.400 --> 00:01:20.400]  40歲以上的男士
[00:01:20.400 --> 00:01:22.400]  你看到他拿著一束花
[00:01:22.400 --> 00:01:24.400]  他站在那裏很尷尬的
[00:01:24.400 --> 00:01:27.400]  但是40歲以下的男士拿著一束花
[00:01:27.400 --> 00:01:29.400]  他就很欣慰的 很奇怪的
[00:01:29.400 --> 00:01:31.400]  大家的表現很不一樣的
[00:01:31.400 --> 00:01:33.400]  你發覺40歲以上的男士
[00:01:33.400 --> 00:01:34.400]  他揹著那些臭仔袋
[00:01:34.400 --> 00:01:36.400]  裏面有奶粉那些袋
[00:01:36.400 --> 00:01:37.400]  很尷尬的
[00:01:37.400 --> 00:01:39.400]  但是40歲以下的男士
[00:01:39.400 --> 00:01:41.400]  已經是很安然的接受了這個角色的了
[00:01:41.400 --> 00:01:43.400]  他太太只是拿著一個LV袋
[00:01:43.400 --> 00:01:46.400]  然後穿著高跟鞋
[00:01:46.400 --> 00:01:49.400]  呼呼喝喝 老公就走快一點的
[00:01:49.400 --> 00:01:52.400]  現在這個年代我覺得很難搞
[00:01:52.400 --> 00:01:53.400]  因為原因就是
[00:01:53.400 --> 00:01:56.400]  年輕的子女在香港就越來越不開心
[00:01:56.400 --> 00:01:58.400]  你發覺開心指數越來越差
[00:01:58.400 --> 00:02:01.400]  小學生有六成以上抑鬱
[00:02:01.400 --> 00:02:02.400]  真的很恐怖
[00:02:02.400 --> 00:02:03.400]  如果你有家長
[00:02:03.400 --> 00:02:06.400]  你知道如果你的子女是小學生的話
[00:02:06.400 --> 00:02:10.400]  他就有機會患上抑鬱症
[00:02:10.400 --> 00:02:11.400]  想像不到
[00:02:11.400 --> 00:02:12.400]  小學 抑鬱
[00:02:12.400 --> 00:02:15.400]  我讀小學的時候都不知道什麼叫抑鬱
[00:02:15.400 --> 00:02:18.400]  但是現在小學生有六成
[00:02:18.400 --> 00:02:21.400]  即是十個學生裏面有六個是抑鬱病
[00:02:21.400 --> 00:02:22.400]  有情緒的問題
[00:02:22.400 --> 00:02:24.400]  到中學更加恐怖
[00:02:24.400 --> 00:02:26.400]  發覺到長大之後
[00:02:26.400 --> 00:02:28.400]  我教會裏面一班的年輕人
[00:02:28.400 --> 00:02:29.400]  他們預備結婚
[00:02:29.400 --> 00:02:32.400]  發覺原來他們很多都不開心的原因就是
[00:02:32.400 --> 00:02:35.400]  他們很多的規範
[00:02:35.400 --> 00:02:36.400]  很多的限制
[00:02:36.400 --> 00:02:37.400]  一直給了自己
[00:02:37.400 --> 00:02:39.400]  因為人生就是
[00:02:39.400 --> 00:02:42.400]  所有東西都要在控制之下
[00:02:42.400 --> 00:02:44.400]  即是Under Control
[00:02:44.400 --> 00:02:46.400]  Under Control是很重要的事
[00:02:46.400 --> 00:02:48.400]  很奇怪 昨晚我在這裏分享
[00:02:48.400 --> 00:02:51.400]  多謝一位專家事後都跟我講
[00:02:51.400 --> 00:02:53.400]  我都不敢落定論
[00:02:53.400 --> 00:02:54.400]  因為我覺得很古怪
[00:02:54.400 --> 00:02:55.400]  我們接觸現在的年輕人
[00:02:55.400 --> 00:02:57.400]  有小朋友 照顧嬰兒
[00:02:57.400 --> 00:02:59.400]  嬰兒剛剛長大
[00:02:59.400 --> 00:03:01.400]  個個都要餵人奶
[00:03:01.400 --> 00:03:05.400]  似乎不餵人奶的那些姐妹或者女士
[00:03:05.400 --> 00:03:08.400]  在香港就是很不人道
[00:03:08.400 --> 00:03:09.400]  現在的感覺
[00:03:09.400 --> 00:03:10.400]  一定要餵人奶
[00:03:10.400 --> 00:03:13.400]  那些奶粉是給強國人下來買的
[00:03:13.400 --> 00:03:16.400]  不餵人奶是不行的
[00:03:16.400 --> 00:03:19.400]  因為小朋友吃人奶
[00:03:19.400 --> 00:03:21.400]  抵抗力會好一點
[00:03:21.400 --> 00:03:23.400]  免疫能力會好一點
[00:03:23.400 --> 00:03:24.400]  諸如此類
[00:03:24.400 --> 00:03:25.400]  最奇怪的就是
[00:03:25.400 --> 00:03:28.400]  有一些青年人
[00:03:28.400 --> 00:03:31.400]  聽了一些健康醫院說
[00:03:31.400 --> 00:03:33.400]  六個月以內的嬰兒
[00:03:33.400 --> 00:03:35.400]  不要喝水
[00:03:35.400 --> 00:03:36.400]  只可以喝奶
[00:03:36.400 --> 00:03:39.400]  喝水他的腎臟是負荷不好的
[00:03:39.400 --> 00:03:41.400]  我最近才聽到這樣的教導
[00:03:41.400 --> 00:03:43.400]  很難想像
[00:03:43.400 --> 00:03:44.400]  我問我太太
[00:03:44.400 --> 00:03:45.400]  我沒有印象
[00:03:45.400 --> 00:03:46.400]  我問我岳母
[00:03:46.400 --> 00:03:48.400]  我小時候已經第一口就喝水了
[00:03:48.400 --> 00:03:50.400]  我的腎臟開始有問題
[00:03:50.400 --> 00:03:53.400]  昨晚多謝專家糾正我說
[00:03:53.400 --> 00:03:54.400]  不是的牧師
[00:03:54.400 --> 00:03:56.400]  喝水是沒有問題的
[00:03:56.400 --> 00:03:57.400]  很奇怪
[00:03:57.400 --> 00:03:59.400]  現在的年輕人聽都是這樣
[00:03:59.400 --> 00:04:01.400]  很古怪
[00:04:01.400 --> 00:04:03.400]  見到他們照顧小朋友的情況
[00:04:03.400 --> 00:04:05.400]  叫他們回去曬太陽
[00:04:05.400 --> 00:04:06.400]  那邊要曬太陽
[00:04:06.400 --> 00:04:09.400]  他真的12點鐘下去曬太陽
[00:04:09.400 --> 00:04:12.400]  3點鐘還在窗邊曬太陽
[00:04:12.400 --> 00:04:13.400]  所以他說
[00:04:13.400 --> 00:04:14.400]  B為什麼整天哭
[00:04:14.400 --> 00:04:15.400]  我說你整天睡在這裡
[00:04:15.400 --> 00:04:16.400]  哭不哭
[00:04:16.400 --> 00:04:19.400]  是大學生
[00:04:19.400 --> 00:04:22.400]  他聽了之後
[00:04:22.400 --> 00:04:24.400]  是不需要消化的
[00:04:24.400 --> 00:04:27.400]  你身為大人都不會12點下去曬
[00:04:27.400 --> 00:04:28.400]  都不會3點下去曬
[00:04:28.400 --> 00:04:31.400]  起碼4點後10點前
[00:04:31.400 --> 00:04:33.400]  為什麼會12點和3點
[00:04:33.400 --> 00:04:35.400]  那時候太陽猛一點
[00:04:35.400 --> 00:04:37.400]  太陽猛一點真的很厲害
[00:04:37.400 --> 00:04:39.400]  真是想像不到
[00:04:39.400 --> 00:04:41.400]  有一對夫婦
[00:04:41.400 --> 00:04:44.400]  我問他為什麼要分房睡
[00:04:44.400 --> 00:04:46.400]  一個爸爸陪著兒子
[00:04:46.400 --> 00:04:47.400]  媽媽陪著女兒
[00:04:47.400 --> 00:04:49.400]  他說因為我聽了講座說
[00:04:49.400 --> 00:04:53.400]  我們父母和兒子有單獨時間
[00:04:53.400 --> 00:04:55.400]  我們很忙
[00:04:55.400 --> 00:04:57.400]  回家之後已經忙到不得了
[00:04:57.400 --> 00:04:59.400]  唯一單獨時間就是睡覺的時候
[00:04:59.400 --> 00:05:00.400]  老公陪著兒子
[00:05:00.400 --> 00:05:01.400]  我陪著女兒
[00:05:01.400 --> 00:05:02.400]  分開房睡
[00:05:02.400 --> 00:05:04.400]  這些單獨時間真是不得了
[00:05:04.400 --> 00:05:05.400]  你單獨了多久
[00:05:05.400 --> 00:05:07.400]  三年了
[00:05:07.400 --> 00:05:09.400]  難怪沒有第三個
[00:05:09.400 --> 00:05:13.400]  真是很古怪
[00:05:13.400 --> 00:05:15.400]  我不相信是專家有問題
[00:05:15.400 --> 00:05:18.400]  我不相信學理有問題
[00:05:18.400 --> 00:05:19.400]  也不相信IQ有問題
[00:05:19.400 --> 00:05:21.400]  我也不知道什麼問題
[00:05:21.400 --> 00:05:23.400]  不知道為什麼聽了會這樣
[00:05:23.400 --> 00:05:25.400]  所以我們越來越怕講道
[00:05:25.400 --> 00:05:26.400]  你在上面這樣說
[00:05:26.400 --> 00:05:28.400]  下面不知道怎麼聽
[00:05:28.400 --> 00:05:30.400]  你不知道怎麼聽
[00:05:30.400 --> 00:05:32.400]  很難想像
[00:05:32.400 --> 00:05:35.400]  講道是一個極危險的工作
[00:05:35.400 --> 00:05:36.400]  回家之後
[00:05:36.400 --> 00:05:38.400]  牧師這樣說
[00:05:38.400 --> 00:05:39.400]  林牧師這樣說
[00:05:39.400 --> 00:05:40.400]  不關我的事
[00:05:40.400 --> 00:05:42.400]  可能是他吧
[00:05:42.400 --> 00:05:46.400]  林誠帥牧師
[00:05:46.400 --> 00:05:48.400]  現在你發覺
[00:05:48.400 --> 00:05:50.400]  我相信專家不是這麼過份
[00:05:50.400 --> 00:05:54.400]  但是他們聽到和想像的東西很古怪
[00:05:54.400 --> 00:05:55.400]  所以很不開心
[00:05:55.400 --> 00:05:57.400]  聽到很多東西很不開心
[00:05:57.400 --> 00:06:00.400]  譬如說沒有房子就不可以結婚
[00:06:00.400 --> 00:06:02.400]  必須有房子才可以結婚
[00:06:02.400 --> 00:06:05.400]  結婚又要怎樣
[00:06:05.400 --> 00:06:07.400]  擺酒屋又要怎樣
[00:06:07.400 --> 00:06:09.400]  我和太太經常說
[00:06:09.400 --> 00:06:11.400]  我現在去別人的婚禮
[00:06:11.400 --> 00:06:14.400]  我真是感恩我早結婚
[00:06:14.400 --> 00:06:17.400]  比TVB台慶還要重要
[00:06:17.400 --> 00:06:19.400]  特別是11月
[00:06:19.400 --> 00:06:22.400]  一個婚禮比一個婚禮精彩
[00:06:22.400 --> 00:06:25.400]  搞到那頓飯都沒得吃
[00:06:25.400 --> 00:06:26.400]  有一晚我去喝的時候
[00:06:26.400 --> 00:06:30.400]  這裡全部黑漆漆的為什麼不開燈
[00:06:30.400 --> 00:06:31.400]  連夜食都看不到
[00:06:31.400 --> 00:06:33.400]  我們這個年紀不夠光
[00:06:33.400 --> 00:06:35.400]  還黑漆漆的
[00:06:35.400 --> 00:06:36.400]  吃什麼都沒人知道
[00:06:36.400 --> 00:06:37.400]  魚翅又不知道
[00:06:37.400 --> 00:06:38.400]  鮑魚又不知道
[00:06:38.400 --> 00:06:39.400]  菜又不知道
[00:06:39.400 --> 00:06:40.400]  完全不知道
[00:06:40.400 --> 00:06:42.400]  我問侍應為什麼不開燈
[00:06:42.400 --> 00:06:44.400]  主人家說不要開
[00:06:44.400 --> 00:06:47.400]  主人家我認識的
[00:06:47.400 --> 00:06:49.400]  我問侍應為什麼不開燈
[00:06:49.400 --> 00:06:52.400]  不開燈夠情調
[00:06:52.400 --> 00:06:56.400]  吃中菜不是吃西餐
[00:06:56.400 --> 00:06:57.400]  為什麼要關燈
[00:06:57.400 --> 00:07:00.400]  我們老人家看不到什麼
[00:07:00.400 --> 00:07:02.400]  就叫他開一點
[00:07:02.400 --> 00:07:03.400]  真的開一點
[00:07:03.400 --> 00:07:04.400]  他又不全開
[00:07:04.400 --> 00:07:06.400]  半黑暗的情況
[00:07:06.400 --> 00:07:08.400]  很有趣
[00:07:08.400 --> 00:07:10.400]  我們這一代是很奇怪的事
[00:07:10.400 --> 00:07:12.400]  所有東西都是控制
[00:07:12.400 --> 00:07:14.400]  他控制下又很不開心
[00:07:14.400 --> 00:07:16.400]  所以他們現在計劃
[00:07:16.400 --> 00:07:18.400]  24歲大學
[00:07:18.400 --> 00:07:20.400]  有些早一點的22歲大學
[00:07:20.400 --> 00:07:22.400]  做兩年事後拍拖
[00:07:22.400 --> 00:07:24.400]  30歲之前一定要結婚和生孩子
[00:07:24.400 --> 00:07:26.400]  如果不按照程序
[00:07:26.400 --> 00:07:28.400]  不按照時間就很傷心
[00:07:28.400 --> 00:07:30.400]  你想想特別女士
[00:07:30.400 --> 00:07:32.400]  29這字很恐怖
[00:07:32.400 --> 00:07:34.400]  29這字很恐怖
[00:07:34.400 --> 00:07:36.400]  下一個牌轉不到
[00:07:36.400 --> 00:07:38.400]  29你問你幾歲
[00:07:38.400 --> 00:07:40.400]  她說20幾歲
[00:07:40.400 --> 00:07:42.400]  你不要說謊20幾
[00:07:42.400 --> 00:07:44.400]  29都是20幾
[00:07:44.400 --> 00:07:46.400]  但一轉了三次你不可以說你20幾
[00:07:46.400 --> 00:07:48.400]  最不值是30
[00:07:48.400 --> 00:07:50.400]  剛好30
[00:07:50.400 --> 00:07:52.400]  我和你相差一年
[00:07:52.400 --> 00:07:54.400]  你29我30
[00:07:54.400 --> 00:07:56.400]  人家問你幾歲
[00:07:56.400 --> 00:07:58.400]  我說我要30
[00:07:58.400 --> 00:08:00.400]  你20幾你比我小一年
[00:08:00.400 --> 00:08:02.400]  我真的29
[00:08:02.400 --> 00:08:04.400]  那一牌轉很痛苦
[00:08:04.400 --> 00:08:06.400]  很難轉
[00:08:06.400 --> 00:08:08.400]  我發覺我39轉40都很難轉
[00:08:08.400 --> 00:08:10.400]  40轉到40之後
[00:08:10.400 --> 00:08:12.400]  在教會宣佈我不慶祝生日
[00:08:12.400 --> 00:08:14.400]  所以不要問我幾歲
[00:08:14.400 --> 00:08:16.400]  因為教會越大
[00:08:16.400 --> 00:08:18.400]  教會會送禮物給我
[00:08:18.400 --> 00:08:20.400]  40歲以上
[00:08:20.400 --> 00:08:22.400]  你送禮物給我
[00:08:22.400 --> 00:08:24.400]  生日送禮物給我
[00:08:24.400 --> 00:08:26.400]  你送得那些我又買得起
[00:08:26.400 --> 00:08:28.400]  你問我要什麼你又買不起
[00:08:28.400 --> 00:08:30.400]  過了40歲你不要問人家
[00:08:30.400 --> 00:08:32.400]  你生日想要什麼
[00:08:32.400 --> 00:08:34.400]  你買不起
[00:08:34.400 --> 00:08:36.400]  你叫我想說唯心話
[00:08:36.400 --> 00:08:38.400]  你想要什麼
[00:08:38.400 --> 00:08:40.400]  送支筆給我
[00:08:40.400 --> 00:08:42.400]  筆多到可以放飛鏢
[00:08:42.400 --> 00:08:44.400]  有什麼
[00:08:44.400 --> 00:08:46.400]  我現在連領帶都不帶
[00:08:46.400 --> 00:08:48.400]  送領帶給我幹嘛
[00:08:48.400 --> 00:08:50.400]  所以是很艱難的情況
[00:08:50.400 --> 00:08:52.400]  現在很多人很不開心
[00:08:52.400 --> 00:08:54.400]  英國有個調查報告
[00:08:54.400 --> 00:08:56.400]  調查了2000個女士
[00:08:56.400 --> 00:08:58.400]  發覺在情路上很坎坷
[00:08:58.400 --> 00:09:00.400]  要找到真正的愛情
[00:09:00.400 --> 00:09:02.400]  她要經歷過
[00:09:02.400 --> 00:09:04.400]  和15個異性接吻
[00:09:04.400 --> 00:09:06.400]  在英國
[00:09:06.400 --> 00:09:08.400]  兩段維持了一年的感情
[00:09:08.400 --> 00:09:10.400]  和兩段令她心碎的拍拖
[00:09:10.400 --> 00:09:12.400]  心碎的拍拖
[00:09:12.400 --> 00:09:14.400]  拍拖
[00:09:14.400 --> 00:09:16.400]  才可以找到白頭偕老的另一半
[00:09:16.400 --> 00:09:18.400]  根據經驗
[00:09:18.400 --> 00:09:20.400]  如果有個女兒20多歲
[00:09:20.400 --> 00:09:22.400]  她說媽我這次心碎
[00:09:22.400 --> 00:09:24.400]  第一次你知道還有一次
[00:09:24.400 --> 00:09:26.400]  才等到她結婚
[00:09:26.400 --> 00:09:28.400]  但是
[00:09:28.400 --> 00:09:30.400]  在調查裏面就發覺有八成
[00:09:30.400 --> 00:09:32.400]  的人認為真命天子
[00:09:32.400 --> 00:09:34.400]  她遇到是出乎意料之外
[00:09:34.400 --> 00:09:36.400]  有心去找
[00:09:36.400 --> 00:09:38.400]  找不到但是無心插柳
[00:09:38.400 --> 00:09:40.400]  柳成鑫
[00:09:40.400 --> 00:09:42.400]  遇到的就是這個
[00:09:42.400 --> 00:09:44.400]  四分之一的人坦言
[00:09:44.400 --> 00:09:46.400]  現在這個人並不是
[00:09:46.400 --> 00:09:48.400]  理想中的對象
[00:09:48.400 --> 00:09:50.400]  不過沒有
[00:09:50.400 --> 00:09:52.400]  要先待著
[00:09:52.400 --> 00:09:54.400]  但這個待著先不能改
[00:09:54.400 --> 00:09:56.400]  但英國可以改
[00:09:56.400 --> 00:09:58.400]  離婚再嫁都無所謂
[00:09:58.400 --> 00:10:00.400]  我們見到過一半的人
[00:10:00.400 --> 00:10:02.400]  跟他伴侶完全是兩種人
[00:10:02.400 --> 00:10:04.400]  混不在一起
[00:10:04.400 --> 00:10:06.400]  但為什麼會在一起呢
[00:10:06.400 --> 00:10:08.400]  亦都是無可選擇的情況下
[00:10:08.400 --> 00:10:10.400]  感情世界現在愈來愈脆弱
[00:10:10.400 --> 00:10:12.400]  你說情人節
[00:10:12.400 --> 00:10:14.400]  情事何物
[00:10:14.400 --> 00:10:16.400]  有個男士去訂戒指
[00:10:16.400 --> 00:10:18.400]  店員問他
[00:10:18.400 --> 00:10:20.400]  可否刻你的女朋友的名字
[00:10:20.400 --> 00:10:22.400]  他想了一會兒
[00:10:22.400 --> 00:10:24.400]  還是沒有
[00:10:24.400 --> 00:10:26.400]  你刻著寫著送給我最愛的人
[00:10:26.400 --> 00:10:28.400]  為什麼
[00:10:28.400 --> 00:10:30.400]  否則我跟她分手還可以再用
[00:10:30.400 --> 00:10:32.400]  你刻了我的名字我不可以再用
[00:10:32.400 --> 00:10:34.400]  你要見到在
[00:10:34.400 --> 00:10:36.400]  婚前和婚後
[00:10:36.400 --> 00:10:38.400]  實在分別很大
[00:10:38.400 --> 00:10:40.400]  為什麼那麼奇怪
[00:10:40.400 --> 00:10:42.400]  在結婚前
[00:10:42.400 --> 00:10:44.400]  太太經常問我
[00:10:44.400 --> 00:10:46.400]  為什麼男人追女生時
[00:10:46.400 --> 00:10:48.400]  拼了命
[00:10:48.400 --> 00:10:50.400]  什麼都做得出
[00:10:50.400 --> 00:10:52.400]  追完之後就什麼都不肯做
[00:10:52.400 --> 00:10:54.400]  追的時候好像釣魚一樣
[00:10:54.400 --> 00:10:56.400]  一盡力就釣了
[00:10:56.400 --> 00:10:58.400]  釣了上來就慢慢吃
[00:10:58.400 --> 00:11:00.400]  當然是這樣
[00:11:00.400 --> 00:11:02.400]  吃完一陣子骨還理不理
[00:11:02.400 --> 00:11:04.400]  就會撩牙
[00:11:04.400 --> 00:11:06.400]  這個比喻不錯
[00:11:06.400 --> 00:11:08.400]  然後打我
[00:11:08.400 --> 00:11:14.400]  為什麼男士會這樣
[00:11:14.400 --> 00:11:16.400]  很奇怪
[00:11:16.400 --> 00:11:18.400]  婚後你發覺太太
[00:11:18.400 --> 00:11:20.400]  多漂亮多好
[00:11:20.400 --> 00:11:22.400]  都是難搞
[00:11:22.400 --> 00:11:24.400]  有個老公下班後回家
[00:11:24.400 --> 00:11:26.400]  老婆在廚房煮飯
[00:11:26.400 --> 00:11:28.400]  煮飯
[00:11:28.400 --> 00:11:30.400]  油滾了很下雨
[00:11:30.400 --> 00:11:32.400]  快點翻
[00:11:32.400 --> 00:11:34.400]  可以了可以了
[00:11:34.400 --> 00:11:36.400]  拿出去吃
[00:11:36.400 --> 00:11:38.400]  老婆臉都黑了
[00:11:38.400 --> 00:11:40.400]  洗鬼理教
[00:11:40.400 --> 00:11:42.400]  在廚房
[00:11:42.400 --> 00:11:44.400]  我一個人搞定
[00:11:44.400 --> 00:11:46.400]  我知道你會煮
[00:11:46.400 --> 00:11:48.400]  我想你感受一下
[00:11:48.400 --> 00:11:50.400]  我駕車時的感覺
[00:11:50.400 --> 00:11:54.400]  我也會駕車
[00:11:54.400 --> 00:11:56.400]  洗鬼理教
[00:11:56.400 --> 00:11:58.400]  向前向後
[00:11:58.400 --> 00:12:00.400]  快點慢點
[00:12:00.400 --> 00:12:02.400]  人生中最開心
[00:12:02.400 --> 00:12:04.400]  自己駕車時
[00:12:04.400 --> 00:12:06.400]  大地在我腳下
[00:12:06.400 --> 00:12:08.400]  車由我控制
[00:12:08.400 --> 00:12:10.400]  但當老婆在旁邊時
[00:12:10.400 --> 00:12:12.400]  發覺她成為傀儡
[00:12:12.400 --> 00:12:14.400]  反應慢點就會死
[00:12:14.400 --> 00:12:16.400]  老婆叫得手疼腳震
[00:12:16.400 --> 00:12:18.400]  因為女士很聰明
[00:12:18.400 --> 00:12:20.400]  口叫轉左手指右
[00:12:20.400 --> 00:12:22.400]  所以永遠都對
[00:12:22.400 --> 00:12:24.400]  永遠都對
[00:12:24.400 --> 00:12:26.400]  你轉左
[00:12:26.400 --> 00:12:28.400]  我叫你轉右
[00:12:28.400 --> 00:12:30.400]  口叫轉左手指右
[00:12:30.400 --> 00:12:32.400]  永遠是錯的
[00:12:32.400 --> 00:12:34.400]  你才發覺
[00:12:34.400 --> 00:12:36.400]  所有人說男士
[00:12:36.400 --> 00:12:38.400]  要改變世界的雄心壯志
[00:12:38.400 --> 00:12:40.400]  結婚前好做
[00:12:40.400 --> 00:12:42.400]  結婚後連電視機遙控都不是你的事
[00:12:42.400 --> 00:12:44.400]  一按到二號台
[00:12:44.400 --> 00:12:46.400]  什麼
[00:12:46.400 --> 00:12:48.400]  支持人倒閉嗎
[00:12:48.400 --> 00:12:50.400]  二號台有好看嗎
[00:12:50.400 --> 00:12:52.400]  當然是一號台
[00:12:52.400 --> 00:12:54.400]  看無線電視
[00:12:54.400 --> 00:12:56.400]  入股嗎
[00:12:56.400 --> 00:12:58.400]  連遙控器都不控制
[00:12:58.400 --> 00:13:00.400]  所以有人說女士
[00:13:00.400 --> 00:13:02.400]  擔心自己的將來
[00:13:02.400 --> 00:13:04.400]  經常擔心自己的將來的女士
[00:13:04.400 --> 00:13:06.400]  直至找到老公就不擔心
[00:13:06.400 --> 00:13:08.400]  但男士一向都不擔心將來
[00:13:08.400 --> 00:13:10.400]  直至找到老婆就很擔心
[00:13:10.400 --> 00:13:14.400]  所有男士
[00:13:14.400 --> 00:13:16.400]  大部份男士很勇敢
[00:13:16.400 --> 00:13:18.400]  看恐怖片
[00:13:18.400 --> 00:13:20.400]  但當他電話發覺
[00:13:20.400 --> 00:13:22.400]  他未看到老婆
[00:13:22.400 --> 00:13:24.400]  未查看五個whatsapp
[00:13:24.400 --> 00:13:26.400]  就會發瘋
[00:13:26.400 --> 00:13:28.400]  特別現在whatsapp很恐怖
[00:13:28.400 --> 00:13:30.400]  兩tick藍
[00:13:30.400 --> 00:13:32.400]  真是害死好多人
[00:13:32.400 --> 00:13:34.400]  以前說未查看
[00:13:34.400 --> 00:13:36.400]  現在看了
[00:13:36.400 --> 00:13:38.400]  兩tick未變藍即收到
[00:13:38.400 --> 00:13:40.400]  變藍即看了
[00:13:40.400 --> 00:13:42.400]  看了不回覆
[00:13:42.400 --> 00:13:44.400]  所以有人這樣形容
[00:13:44.400 --> 00:13:46.400]  世界上只有國際象棋
[00:13:46.400 --> 00:13:48.400]  最反映出夫婦關係
[00:13:48.400 --> 00:13:50.400]  因為國際象棋裡的king
[00:13:50.400 --> 00:13:52.400]  只能夠每次行一步
[00:13:52.400 --> 00:13:54.400]  但queen怎麼走都行
[00:13:54.400 --> 00:14:00.400]  有人更加形容
[00:14:00.400 --> 00:14:02.400]  女人嫁人
[00:14:02.400 --> 00:14:04.400]  就像過節
[00:14:04.400 --> 00:14:06.400]  如果嫁得好
[00:14:06.400 --> 00:14:08.400]  每天都是情人節
[00:14:08.400 --> 00:14:10.400]  如果嫁得不好
[00:14:10.400 --> 00:14:12.400]  每天都是清明節
[00:14:12.400 --> 00:14:14.400]  如果嫁個懶人
[00:14:14.400 --> 00:14:16.400]  每天都是勞動節
[00:14:16.400 --> 00:14:18.400]  如果嫁個有錢人
[00:14:18.400 --> 00:14:20.400]  每天都是春節
[00:14:20.400 --> 00:14:22.400]  如果嫁老公講大話
[00:14:22.400 --> 00:14:24.400]  每天都是愚人節
[00:14:24.400 --> 00:14:26.400]  如果嫁老公樣衰
[00:14:26.400 --> 00:14:28.400]  每天都是萬聖節
[00:14:28.400 --> 00:14:34.400]  我自小成長
[00:14:34.400 --> 00:14:38.400]  教我們一定要講真話
[00:14:38.400 --> 00:14:40.400]  講真話是不得了
[00:14:40.400 --> 00:14:42.400]  講大話是不好
[00:14:42.400 --> 00:14:44.400]  後來有個心理學研究
[00:14:44.400 --> 00:14:46.400]  原來一個受歡迎的人
[00:14:46.400 --> 00:14:48.400]  在社交場合受歡迎的人
[00:14:48.400 --> 00:14:52.400]  他講的有百分之九十都是廢話
[00:14:52.400 --> 00:14:54.400]  這個研究初一看
[00:14:54.400 --> 00:14:56.400]  我都覺得很震驚
[00:14:56.400 --> 00:14:58.400]  後來我想是真的
[00:14:58.400 --> 00:15:00.400]  我身旁很多朋友
[00:15:00.400 --> 00:15:02.400]  受歡迎都是因為他經常講廢話
[00:15:02.400 --> 00:15:04.400]  因為講廢話
[00:15:04.400 --> 00:15:06.400]  令到你很開心
[00:15:06.400 --> 00:15:08.400]  然後又沒有殺傷力
[00:15:08.400 --> 00:15:10.400]  下次見面又沒事
[00:15:10.400 --> 00:15:12.400]  繼續講廢話
[00:15:12.400 --> 00:15:14.400]  有90%講廢話的人
[00:15:14.400 --> 00:15:16.400]  是特別受歡迎的
[00:15:16.400 --> 00:15:18.400]  多麼受歡迎
[00:15:18.400 --> 00:15:20.400]  所以我們香港的官員
[00:15:20.400 --> 00:15:22.400]  要學一下這件事
[00:15:22.400 --> 00:15:24.400]  90%廢話
[00:15:24.400 --> 00:15:26.400]  大家都很開心
[00:15:26.400 --> 00:15:28.400]  不過這個適合做朋友
[00:15:28.400 --> 00:15:30.400]  不適合做官
[00:15:30.400 --> 00:15:32.400]  原來能夠講廢話的人
[00:15:32.400 --> 00:15:34.400]  他一生當中最幸福
[00:15:34.400 --> 00:15:36.400]  就是找到一個肯聽他講廢話
[00:15:36.400 --> 00:15:38.400]  你會發覺身邊很多好朋友
