
[00:00:00.000 --> 00:00:02.960]  如果你看《約翰福音》的時候
[00:02:46.680 --> 00:02:50.160]  信耶穌是神的兒子
[00:02:50.160 --> 00:02:52.040]  所以我們今天再看這一遍
[00:02:52.040 --> 00:02:54.960]  第2章第11節的時候
[00:02:54.960 --> 00:02:58.360]  就和我們講了一個很重要的一點
[00:02:58.360 --> 00:03:03.760]  我們第2章最後一節
[00:03:03.760 --> 00:03:06.640]  我們一起來讀
[00:03:06.640 --> 00:03:10.280]  這是
[00:03:10.280 --> 00:03:13.320]  是在加里裏的加南行的
[00:03:13.320 --> 00:03:15.920]  顯出他的榮耀來
[00:03:15.920 --> 00:03:18.920]  他的門徒就信他了
[00:03:18.920 --> 00:03:20.280]  所以這一個神蹟
[00:03:20.280 --> 00:03:24.640]  是讓我們知道他是神的兒子
[00:03:24.640 --> 00:03:27.080]  是顯出神的榮耀
[00:03:27.080 --> 00:03:28.960]  榮耀是給神的
[00:03:28.960 --> 00:03:31.760]  榮耀我們試試唱詩歌
[00:03:31.760 --> 00:03:33.880]  榮耀是給神
[00:03:33.880 --> 00:03:36.840]  榮耀顯出他就是神
[00:03:36.840 --> 00:03:39.280]  所以這一個神蹟來的時候
[00:03:39.280 --> 00:03:41.720]  其實他帶着我們看到
[00:03:41.720 --> 00:03:43.360]  聖經和我們講
[00:03:43.360 --> 00:03:45.120]  這是頭一個神蹟
[00:03:45.120 --> 00:03:46.200]  就是耶穌
[00:03:46.200 --> 00:03:48.680]  未行其他的神蹟之前
[00:03:48.680 --> 00:03:50.080]  第一個神蹟
[00:03:50.080 --> 00:03:51.520]  這一個神蹟
[00:03:51.520 --> 00:03:54.480]  讓我們知道他走入了哪裏
[00:03:54.480 --> 00:03:55.920]  一個家庭裏面
[00:03:55.920 --> 00:03:58.520]  一個新的家庭裏面
[00:03:58.520 --> 00:04:00.000]  今年還有沒有
[00:04:00.000 --> 00:04:02.040]  大英佔美要組織
[00:04:02.040 --> 00:04:04.800]  回來有沒有
[00:04:04.800 --> 00:04:05.560]  沒有啊
[00:04:05.560 --> 00:04:10.640]  都被Andrew做完了
[00:04:10.640 --> 00:04:13.280]  這一個是讓我們知道
[00:04:13.280 --> 00:04:15.400]  是一個神蹟要
[00:04:15.400 --> 00:04:17.480]  走入一個新的家庭
[00:04:17.480 --> 00:04:19.000]  這一個神蹟
[00:04:19.000 --> 00:04:19.920]  和我們講
[00:04:19.920 --> 00:04:21.840]  神和家庭有關係
[00:04:21.840 --> 00:04:25.320]  他要牽涉我們每一個人的家庭
[00:04:25.320 --> 00:04:26.800]  包括你的家庭
[00:04:26.800 --> 00:04:27.960]  我的家庭
[00:04:27.960 --> 00:04:29.640]  當我們有耶穌
[00:04:29.640 --> 00:04:32.600]  在我們這個家庭之後
[00:04:32.600 --> 00:04:34.320]  我們可以
[00:04:34.320 --> 00:04:36.160]  享受到這個什麼
[00:04:36.160 --> 00:04:39.440]  香醇味酒
[00:04:39.440 --> 00:04:40.880]  你可以去
[00:04:40.880 --> 00:04:43.080]  認識到這一位神
[00:04:43.080 --> 00:04:43.720]  好
[00:04:43.720 --> 00:04:47.200]  但是當我們再看這一段聖經的時候
[00:04:47.200 --> 00:04:48.080]  我們看到
[00:04:48.080 --> 00:04:49.160]  這一個家庭
[00:04:49.160 --> 00:04:50.960]  這一個新婚的家庭
[00:04:50.960 --> 00:04:52.760]  他們的籌備的時候
[00:04:52.760 --> 00:04:54.440]  是有不足夠的
[00:04:54.440 --> 00:04:55.440]  你們其中
[00:04:55.440 --> 00:04:57.280]  已經結過婚的大英佔美
[00:04:57.280 --> 00:05:00.280]  你籌備你的婚禮的時候
[00:05:00.280 --> 00:05:04.680]  用多久啊
[00:05:04.680 --> 00:05:06.080]  一年啊
[00:05:06.080 --> 00:05:07.200]  你多久啊
[00:05:07.200 --> 00:05:10.600]  結了婚沒有
[00:05:10.600 --> 00:05:13.680]  你用多久啊
[00:05:13.680 --> 00:05:14.400]  兩天
[00:05:14.400 --> 00:05:23.000]  太太在哪裏
[00:05:23.000 --> 00:05:31.640]  誰是你太太啊
[00:05:31.640 --> 00:05:32.640]  我自己啊
[00:05:32.640 --> 00:05:33.680]  我自己結婚的時候
[00:05:33.680 --> 00:05:35.280]  我用了半
[00:05:35.280 --> 00:05:37.720]  九個月
[00:05:37.720 --> 00:05:39.120]  去計劃
[00:05:39.120 --> 00:05:41.120]  我要做什麼
[00:05:41.120 --> 00:05:42.040]  每一個時期
[00:05:42.040 --> 00:05:42.800]  應該做什麼
[00:05:42.800 --> 00:05:44.480]  應該籌備些什麼
[00:05:44.480 --> 00:05:45.880]  什麼時候試婚紗
[00:05:45.880 --> 00:05:46.520]  什麼時候
[00:05:46.520 --> 00:05:48.080]  因爲我們有擺酒
[00:05:48.080 --> 00:05:49.200]  籌牧師是
[00:05:49.200 --> 00:05:50.560]  長子啊
[00:05:50.560 --> 00:05:51.520]  現在我想起來
[00:05:51.520 --> 00:05:53.120]  真是很浪費啊
[00:05:53.120 --> 00:05:54.600]  他是長子
[00:05:54.600 --> 00:05:55.640]  所以爲了
[00:05:55.640 --> 00:05:57.280]  爹地媽咪的緣故
[00:05:57.280 --> 00:05:59.000]  我就需要擺酒
[00:05:59.000 --> 00:06:00.480]  我們擺了40桌
[00:06:00.480 --> 00:06:01.480]  所以40桌
[00:06:01.480 --> 00:06:05.480]  你打算要請400個人
[00:06:05.480 --> 00:06:06.760]  那你
[00:06:06.760 --> 00:06:10.760]  我現在想起來真是很浪費啊
[00:06:10.760 --> 00:06:11.760]  去哪一間
[00:06:11.760 --> 00:06:14.440]  你需要去試哪一間酒樓
[00:06:14.440 --> 00:06:16.400]  還有你需要試菜
[00:06:16.400 --> 00:06:19.400]  你
[00:06:19.400 --> 00:06:21.320]  我的禮服是定做的
[00:06:21.320 --> 00:06:24.000]  那我需要去那些
[00:06:24.000 --> 00:06:26.640]  設計師去做這些東西
[00:06:26.640 --> 00:06:27.880]  我需要
[00:06:27.880 --> 00:06:29.320]  我有
[00:06:29.320 --> 00:06:30.320]  幾個啊
[00:06:30.320 --> 00:06:31.480]  因爲籌牧師
[00:06:31.480 --> 00:06:33.840]  他有一羣學生
[00:06:33.840 --> 00:06:34.880]  那他學生呢
[00:06:34.880 --> 00:06:36.880]  就都是我的花女
[00:06:36.880 --> 00:06:38.280]  那
[00:06:38.280 --> 00:06:40.760]  應該是八個啊
[00:06:40.760 --> 00:06:42.560]  八個花女啊應該是
[00:06:42.560 --> 00:06:43.320]  就是
[00:06:43.320 --> 00:06:44.760]  teenage
[00:06:44.760 --> 00:06:46.160]  青年人啊
[00:06:46.160 --> 00:06:47.360]  那
[00:06:47.360 --> 00:06:48.320]  就又需要
[00:06:48.320 --> 00:06:48.920]  幫他們
[00:06:48.920 --> 00:06:52.640]  整回他們的衣服哦
[00:06:52.640 --> 00:06:55.320]  用了九個月來籌備
[00:06:55.320 --> 00:06:57.680]  不過籌備的時候呢
[00:06:57.680 --> 00:06:59.080]  都有不足的時候
[00:06:59.080 --> 00:07:00.880]  因爲有準備不足
[00:07:00.880 --> 00:07:02.080]  因爲我們有
[00:07:02.080 --> 00:07:06.440]  打算用自己的車
[00:07:06.440 --> 00:07:09.560]  接那些阿姨啊那些啊
[00:07:09.560 --> 00:07:10.480]  那
[00:07:10.480 --> 00:07:12.840]  結婚之前那一天呢
[00:07:12.840 --> 00:07:15.720]  籌牧師就需要撲你去洗車
[00:07:15.720 --> 00:07:16.960]  因爲明天呢
[00:07:16.960 --> 00:07:19.080]  要結婚了就需要洗車
[00:07:19.080 --> 00:07:22.040]  那我潮州人在這有沒有潮州人啊
[00:07:22.040 --> 00:07:23.000]  有啊
[00:07:23.000 --> 00:07:24.720]  那潮州人結婚呢
[00:07:24.720 --> 00:07:27.320]  是需要很早起身的哦
[00:07:27.320 --> 00:07:28.840]  潮州人結婚呢
[00:07:28.840 --> 00:07:30.040]  我不知道你啊
[00:07:30.040 --> 00:07:33.240]  我們潮州人結婚呢
[00:07:33.240 --> 00:07:35.720]  太陽還沒出來的時候呢
[00:07:35.720 --> 00:07:38.880]  最好就把女兒嫁了出去
[00:07:38.880 --> 00:07:41.600]  所以我們千夫問
[00:07:41.600 --> 00:07:42.800]  我們交代
[00:07:42.800 --> 00:07:45.120]  籌牧師說你記得啊
[00:07:45.120 --> 00:07:46.200]  我們潮州人啊
[00:07:46.200 --> 00:07:47.400]  潮州人結婚呢
[00:07:47.400 --> 00:07:49.360]  嫁女兒呢是不可以
[00:07:49.360 --> 00:07:51.720]  太遲的了你一定要早到
[00:07:51.720 --> 00:07:56.320]  等來等去爲什麼還沒到呢
[00:07:56.320 --> 00:07:59.800]  我用九個月準備
[00:07:59.800 --> 00:08:01.720]  到結婚那一天
[00:08:01.720 --> 00:08:06.400]  原來生龍哥沒有出現
[00:08:06.400 --> 00:08:07.600]  那
[00:08:07.600 --> 00:08:09.840]  你會籌備了很多
[00:08:09.840 --> 00:08:12.680]  而你在那一天
[00:08:12.680 --> 00:08:14.320]  就是爲了那一天
[00:08:14.320 --> 00:08:16.600]  你都會有不足的時候
[00:08:16.600 --> 00:08:19.080]  這段經文家文的言籍
[00:08:19.080 --> 00:08:20.360]  都是這樣
[00:08:20.360 --> 00:08:21.760]  因爲猶太人呢
[00:08:21.760 --> 00:08:24.320]  很注重結婚婚禮的
[00:08:24.320 --> 00:08:27.000]  有些他用了一個星期的時間
[00:08:27.000 --> 00:08:28.360]  去請客
[00:08:28.360 --> 00:08:31.120]  所以他們都需要準備很多東西
[00:08:31.120 --> 00:08:32.360]  所以酒
[00:08:32.360 --> 00:08:33.480]  食物
[00:08:33.480 --> 00:08:35.080]  服人
[00:08:35.080 --> 00:08:35.880]  用人
[00:08:35.880 --> 00:08:37.200]  所做的每一樣東西
[00:08:37.200 --> 00:08:39.560]  他們都需要籌備得很好
[00:08:39.560 --> 00:08:40.960]  但這段經文
[00:08:40.960 --> 00:08:44.360]  跟我們講一個很短的字眼
[00:08:44.360 --> 00:08:46.360]  他說什麼
[00:08:46.360 --> 00:08:49.240]  我們知道他有一個危機出現
[00:08:49.240 --> 00:08:51.080]  這個危機很短
[00:08:51.080 --> 00:08:52.120]  四個字
[00:08:52.120 --> 00:08:53.960]  這四個字是什麼
[00:08:53.960 --> 00:08:58.440]  酒用盡了
[00:08:58.440 --> 00:09:00.080]  酒用盡了
[00:09:00.080 --> 00:09:02.720]  原來一切的籌備
[00:09:02.720 --> 00:09:05.720]  遇到一個很事實
[00:09:05.720 --> 00:09:07.120]  很事實的東西
[00:09:07.120 --> 00:09:10.680]  所以瑪利亞去到耶穌面前的時候
[00:09:10.680 --> 00:09:14.760]  他說他們沒有酒了
[00:09:14.760 --> 00:09:16.320]  酒用盡了
[00:09:16.320 --> 00:09:19.880]  原來酒用盡是一個危機來的
[00:09:19.880 --> 00:09:21.400]  一個用盡
[00:09:21.400 --> 00:09:22.760]  沒有酒了
[00:09:22.760 --> 00:09:30.480]  是需要去處理的一件事
[00:09:30.480 --> 00:09:32.400]  可能東西用盡了
[00:09:32.400 --> 00:09:33.600]  是有很多人
[00:09:33.600 --> 00:09:35.120]  客人很多
[00:09:35.120 --> 00:09:36.840]  來的人很多
[00:09:36.840 --> 00:09:39.200]  或者來的人很會喝酒
[00:09:39.200 --> 00:09:41.240]  喝得很多
[00:09:41.240 --> 00:09:42.080]  是吧
[00:09:42.080 --> 00:09:42.960]  或者
[00:09:42.960 --> 00:09:45.240]  這個家庭他又不足夠
[00:09:45.240 --> 00:09:46.920]  準備不夠
[00:09:46.920 --> 00:09:47.960]  就是
[00:09:47.960 --> 00:09:49.800]  所以有這個危機出現
[00:09:49.800 --> 00:09:54.120]  頂尖面我不知道你的生命有什麼危機
[00:09:54.120 --> 00:09:56.560]  你有什麼
[00:09:56.560 --> 00:09:59.320]  好像這四個字那樣
[00:09:59.320 --> 00:10:01.800]  酒用盡了
[00:10:01.800 --> 00:10:06.200]  有什麼是你用盡了呢
[00:10:06.200 --> 00:10:07.760]  有沒有東西啊
[00:10:07.760 --> 00:10:08.760]  不用看旁邊
[00:10:08.760 --> 00:10:10.400]  看自己
[00:10:10.400 --> 00:10:14.840]  有沒有東西是你用盡了啊
[00:10:14.840 --> 00:10:18.080]  錢用盡了
[00:10:18.080 --> 00:10:21.160]  是哦這是值得憤怒的一件事
[00:10:21.160 --> 00:10:23.000]  還有呢
[00:10:23.000 --> 00:10:26.520]  可能你結婚很多年了
[00:10:26.520 --> 00:10:29.080]  這裏有沒有人結婚
[00:10:29.080 --> 00:10:31.880]  三十年四十年有沒有
[00:10:31.880 --> 00:10:33.080]  有吧
[00:10:33.080 --> 00:10:34.240]  三十年
[00:10:34.240 --> 00:10:46.560]  你的愛有沒有用盡啊大兄
[00:10:46.560 --> 00:10:52.040]  太太立刻看着你
[00:10:52.040 --> 00:10:54.680]  是不是你的愛用盡了啊
[00:10:54.680 --> 00:10:59.080]  因爲我們很習慣二十年三十年的生活
[00:10:59.080 --> 00:11:01.280]  是吧
[00:11:01.280 --> 00:11:03.360]  很應該的
[00:11:03.360 --> 00:11:05.840]  給你一杯茶
[00:11:05.840 --> 00:11:07.440]  給你煮一餐飯
[00:11:07.440 --> 00:11:09.800]  你覺得很應該的
[00:11:09.800 --> 00:11:12.080]  你有沒有用一個感恩的心
[00:11:12.080 --> 00:11:14.880]  這個是太太用她的愛心來做的
[00:11:14.880 --> 00:11:16.760]  或是你已經用盡了
[00:11:16.760 --> 00:11:19.920]  你已經不懂得去感激
[00:11:19.920 --> 00:11:22.320]  或者你用盡了是什麼呢
[00:11:22.320 --> 00:11:23.600]  好像說
[00:11:23.600 --> 00:11:26.080]  錢啊有了太太
[00:11:26.080 --> 00:11:28.840]  以前我以爲結了婚省一點
[00:11:28.840 --> 00:11:29.360]  是吧
[00:11:29.360 --> 00:11:31.280]  牙膏一個人拆
[00:11:31.280 --> 00:11:33.720]  現在兩個人的哦
[00:11:33.720 --> 00:11:36.640]  多一些費用
[00:11:36.640 --> 00:11:39.320]  是不是我們的小朋友
[00:11:39.320 --> 00:11:43.760]  被我們精力用盡了呢
[00:11:43.760 --> 00:11:46.160]  或者是我們的事業
[00:11:46.160 --> 00:11:47.440]  我們的同事
[00:11:47.440 --> 00:11:49.560]  我們的老闆
[00:11:49.560 --> 00:11:50.840]  我們對人的心
[00:11:50.840 --> 00:11:53.800]  是不是用盡了呢
[00:11:53.800 --> 00:11:58.560]  還是我們自己的健康
[00:11:58.560 --> 00:12:00.880]  你很想多服侍
[00:12:00.880 --> 00:12:02.480]  多走一些路
[00:12:02.480 --> 00:12:05.200]  但是你的健康被你限制
[00:12:05.200 --> 00:12:08.520]  是不是你覺得你用盡了呢
[00:12:08.520 --> 00:12:12.640]  力不從心
[00:12:12.640 --> 00:12:14.160]  當這個家庭
[00:12:14.160 --> 00:12:18.160]  他要邀請耶穌進入這個家庭
[00:12:18.160 --> 00:12:21.400]  邀請耶穌出席這個家庭的時候
[00:12:21.400 --> 00:12:22.720]  我們可以看到
[00:12:22.720 --> 00:12:24.880]  原來罪惡危機的時候
[00:12:24.880 --> 00:12:28.240]  都有一個轉變的時候
[00:12:28.240 --> 00:12:29.360]  當你
[00:12:29.360 --> 00:12:30.640]  在一個新的家庭
[00:12:30.640 --> 00:12:33.600]  我們這裏有很多新組織的家庭
[00:12:33.600 --> 00:12:40.520]  你的家庭有沒有耶穌在你當中呢
[00:12:40.520 --> 00:12:42.320]  準備不夠的時候
[00:12:42.320 --> 00:12:45.320]  我們怎麼來到神的面前
[00:12:45.320 --> 00:12:51.600]  求神來補足呢
[00:12:51.600 --> 00:12:53.520]  當你有耶穌
[00:12:53.520 --> 00:12:54.840]  在這個家庭
[00:12:54.840 --> 00:12:56.960]  有什麼不同呢
[00:12:56.960 --> 00:12:58.760]  就是我們第二方面的思想
[00:12:58.760 --> 00:13:01.120]  我們想的東西
[00:13:01.120 --> 00:13:03.520]  第一方面他們準備不足
[00:13:03.520 --> 00:13:04.880]  走用盡了
[00:13:04.880 --> 00:13:06.080]  第二方面
[00:13:06.080 --> 00:13:07.120]  就是
[00:13:07.120 --> 00:13:09.240]  因爲有耶穌在當中
[00:13:09.240 --> 00:13:11.480]  他們可以有一個
[00:13:11.480 --> 00:13:15.440]  不可能的事情發生
[00:13:15.440 --> 00:13:19.120]  耶穌在這個家庭裏面
[00:13:19.120 --> 00:13:24.400]  有不可能的事發生了
[00:13:24.400 --> 00:13:28.720]  如果你願意邀請耶穌進入你的生命
[00:13:28.720 --> 00:13:30.600]  你就可以去經歷
[00:13:30.600 --> 00:13:33.840]  好像這個迦南
[00:13:33.840 --> 00:13:37.200]  筵席一樣
[00:13:37.200 --> 00:13:39.280]  神會在你的生命
[00:13:39.280 --> 00:13:41.080]  遇到危機的時候
[00:13:41.080 --> 00:13:44.400]  行出不可能的事
[00:13:44.400 --> 00:13:45.800]  第一方面
[00:13:45.800 --> 00:13:50.000]  我可以想到耶穌爲什麼會做出不可能的事呢
[00:13:50.000 --> 00:13:53.720]  因爲祂打破了傳統
[00:13:53.720 --> 00:13:56.960]  耶穌怎麼打破傳統呢
[00:13:56.960 --> 00:13:58.760]  祂看到有什麼
[00:13:58.760 --> 00:14:02.680]  綠口的肝
[00:14:02.680 --> 00:14:04.920]  綠口肝
[00:14:04.920 --> 00:14:08.480]  這個用途是什麼
[00:14:08.480 --> 00:14:14.080]  用來洗腳、洗手的肝
[00:14:14.080 --> 00:14:18.560]  猶太人很注重清潔
[00:14:18.560 --> 00:14:19.600]  潔淨你的東西
[00:14:19.600 --> 00:14:21.760]  他們很清楚
[00:14:21.760 --> 00:14:24.480]  而且他們不會把東西混在一起用
[00:14:24.480 --> 00:14:27.960]  我不知道你家裏有沒有一些東西混在一起用
[00:14:27.960 --> 00:14:30.720]  我最恨的那些
[00:14:30.720 --> 00:14:31.880]  我先生
[00:14:31.880 --> 00:14:34.440]  如果我要這個用途呢
[00:14:34.440 --> 00:14:36.360]  這塊布就是抹這個
[00:14:36.360 --> 00:14:39.120]  你不可以用來抹其他布
[00:14:39.120 --> 00:14:42.480]  這個叫做砧板
[00:14:42.480 --> 00:14:44.560]  砧板
[00:14:44.560 --> 00:14:47.680]  每一塊砧板都有不同的用途
[00:14:47.680 --> 00:14:49.000]  這個是切面包的
[00:14:49.000 --> 00:14:50.440]  你不要跟我切肉
[00:14:50.440 --> 00:14:51.920]  這個是切菜的
[00:14:51.920 --> 00:14:53.280]  切水果的
[00:14:53.280 --> 00:14:56.320]  你不可以幫我用來切其他東西
[00:14:56.320 --> 00:14:57.880]  我都有選擇
[00:14:57.880 --> 00:14:59.800]  所以我們作爲華人
[00:14:59.800 --> 00:15:02.120]  在很多媽咪都應該是這樣的
[00:15:02.120 --> 00:15:05.040]  你都很注重你家裏
[00:15:05.040 --> 00:15:07.320]  因爲你知道有衛生的問題
[00:15:07.320 --> 00:15:09.960]  猶太人更加如此
[00:15:09.960 --> 00:15:12.600]  所以他們絕對不會
[00:15:12.600 --> 00:15:18.000]  絕對不會把用來洗腳、洗手的東西
[00:15:18.000 --> 00:15:20.240]  來混在一起
[00:15:20.240 --> 00:15:22.600]  所以耶穌一開始
[00:15:22.600 --> 00:15:25.480]  他行聖蹟的時候就跟我們說
[00:15:25.480 --> 00:15:31.040]  他來不是爲了傳統而來的
[00:15:31.040 --> 00:15:34.760]  因爲他來要帶給我們一個不同的人生
[00:15:34.760 --> 00:15:35.960]  不同的生命
[00:15:35.960 --> 00:15:38.320]  所以他用這六口的缸
[00:15:38.320 --> 00:15:42.960]  來作爲他行聖蹟的一個工具
[00:15:42.960 --> 00:15:46.680]  但是我覺得很不可能的事情是什麼呢
[00:15:46.680 --> 00:15:47.800]  就是耶穌
[00:15:47.800 --> 00:15:48.920]  祂是神
[00:15:48.920 --> 00:15:52.640]  祂從沒變有
[00:15:52.640 --> 00:15:54.000]  是不是叫沒有
[00:15:54.000 --> 00:15:56.320]  沒有啊
[00:15:56.320 --> 00:15:59.320]  從沒變有
[00:15:59.320 --> 00:16:01.720]  爲什麼從沒變有呢
[00:16:01.720 --> 00:16:07.560]  你懂不懂"用走"
[00:16:07.560 --> 00:16:10.480]  "用"啊
[00:16:10.480 --> 00:16:11.680]  y-o-n-g
[00:16:11.680 --> 00:16:12.840]  "用"
[00:16:12.840 --> 00:16:14.240]  No
[00:16:14.240 --> 00:16:17.640]  Anyway 你知道我說什麼了
[00:16:17.640 --> 00:16:18.680]  因爲我想來想去
[00:16:18.680 --> 00:16:22.640]  這個字就好像我新加坡喫"用豆腐"那個"用"
[00:16:22.640 --> 00:16:24.080]  是吧
[00:16:24.080 --> 00:16:26.080]  終於準了
[00:16:26.080 --> 00:16:27.080]  你懂不懂啊
[00:16:27.080 --> 00:16:28.640]  有沒有人做過
[00:16:28.640 --> 00:16:30.040]  有沒有啊
[00:16:30.040 --> 00:16:34.520]  不過你至少有些熟悉吧
[00:16:34.520 --> 00:16:39.000]  因爲"用走"需要什麼呢
[00:16:39.000 --> 00:16:40.720]  啊
[00:16:40.720 --> 00:16:43.520]  需要"臺子"哦
[00:16:43.520 --> 00:16:45.040]  是不是啊
[00:16:45.040 --> 00:16:48.760]  葡萄酒不冒葡萄
[00:16:48.760 --> 00:16:51.200]  怎麼做酒呢
[00:16:51.200 --> 00:16:52.880]  有 現在有蘋果酒
[00:16:52.880 --> 00:16:55.080]  有醋酒都有
[00:16:55.080 --> 00:16:57.200]  白酒 米酒都有
[00:16:57.200 --> 00:17:03.960]  但是當那個時候猶太人他們喝的是葡萄酒
[00:17:03.960 --> 00:17:07.840]  所以需要有"臺子"有葡萄
[00:17:07.840 --> 00:17:09.720]  它是需要什麼呢
[00:17:09.720 --> 00:17:11.880]  應該需要一些糖
[00:17:11.880 --> 00:17:15.520]  因爲我Google search嘛
[00:17:15.520 --> 00:17:16.800]  需要一些糖
[00:17:16.800 --> 00:17:18.560]  OK
[00:17:18.560 --> 00:17:21.840]  還需要些什麼呢
[00:17:21.840 --> 00:17:23.920]  需要時間啊
[00:17:23.920 --> 00:17:25.960]  這個是很重要的一樣東西
[00:17:25.960 --> 00:17:29.360]  如果沒有時間做出來的是什麼呢
[00:17:29.360 --> 00:17:33.000]  葡萄汁
[00:17:33.000 --> 00:17:34.360]  是不是啊
[00:17:34.360 --> 00:17:38.640]  不用時間你回去試試
[00:17:38.640 --> 00:17:40.840]  因爲這個酒是需要什麼呢
[00:17:40.840 --> 00:17:43.440]  發酵
[00:17:43.440 --> 00:17:45.240]  它需要發酵出來的
[00:17:45.240 --> 00:17:48.320]  所以發酵的東西需要時間
[00:17:48.320 --> 00:17:50.480]  而這一段經文跟我們說
[00:17:50.480 --> 00:17:52.920]  耶穌突破了一件事
[00:17:52.920 --> 00:17:58.760]  就是免去了這些所有需要的東西
[00:17:58.760 --> 00:18:01.040]  你用酒不需要這些
[00:18:01.040 --> 00:18:03.120]  他沒有用到"臺子"
[00:18:03.120 --> 00:18:05.400]  他沒有用到糖
[00:18:05.400 --> 00:18:07.480]  他更加沒有用到什麼
[00:18:07.480 --> 00:18:09.640]  時間啊
[00:18:09.640 --> 00:18:12.800]  不然出來的都是葡萄汁
[00:18:12.800 --> 00:18:13.800]  買一瓶水來的
[00:18:13.800 --> 00:18:16.600]  因爲他沒有"臺子"在裏面
[00:18:16.600 --> 00:18:17.720]  所以我們知道
[00:18:17.720 --> 00:18:21.040]  耶穌做一件不可能的事
[00:18:21.040 --> 00:18:22.920]  爲了什麼啊
[00:18:22.920 --> 00:18:25.480]  爲了顯明
[00:18:25.480 --> 00:18:29.320]  表示出他就是神
[00:18:29.320 --> 00:18:31.480]  神行神蹟
[00:18:31.480 --> 00:18:34.640]  不需要這些其他的東西
[00:18:34.640 --> 00:18:36.520]  因爲神行神蹟
[00:18:36.520 --> 00:18:38.520]  有祂自己的權能
[00:18:38.520 --> 00:18:39.920]  有祂自己的能力
[00:18:39.920 --> 00:18:41.760]  有祂自己的時間
[00:18:41.760 --> 00:18:44.080]  有祂自己的方法
