
[00:00:00.000 --> 00:00:02.500]  我們一起有個簡短的禱告 主耶穌
[00:13:51.400 --> 00:13:55.400]  在你信主以後應該都可以很肯定地說
[00:13:55.400 --> 00:13:58.400]  你是一個有信心的人
[00:13:58.400 --> 00:14:03.400]  這個信心不是你自己就有的
[00:14:03.400 --> 00:14:09.400]  我們說你能夠信主都是因為神先給了你信心
[00:14:09.400 --> 00:14:12.400]  所以你才能夠信主
[00:14:12.400 --> 00:14:14.400]  這個信很重要
[00:14:14.400 --> 00:14:22.400]  而且在這裡彼得在講這八樣的品德之前
[00:14:22.400 --> 00:14:28.400]  他用了一個殷勤這個字眼來勸勉這些弟兄姐妹
[00:14:28.400 --> 00:14:31.400]  我們當看到這個殷勤這個字眼的時候
[00:14:31.400 --> 00:14:36.400]  我們就知道不是一般的來追求
[00:14:36.400 --> 00:14:40.400]  應該是要殷勤的來追求這幾樣
[00:14:40.400 --> 00:14:41.400]  什麼是殷勤呢?
[00:14:41.400 --> 00:14:44.400]  其實這個字眼就是
[00:14:44.400 --> 00:14:49.400]  他有很積極地把握機會做功這樣的一個意思
[00:14:49.400 --> 00:14:52.400]  這個意思就是你不是例行公事
[00:14:52.400 --> 00:14:55.400]  你不是很積極地每個禮拜
[00:14:55.400 --> 00:14:57.400]  例行公事地來團聚
[00:14:57.400 --> 00:14:58.400]  例行公事地來崇拜
[00:14:58.400 --> 00:15:01.400]  然後例行公事地來靈修禱告
[00:15:01.400 --> 00:15:03.400]  不是例行公事
[00:15:03.400 --> 00:15:07.400]  也不是敷衍赦責得過且過
[00:15:07.400 --> 00:15:12.400]  乃是你非常的用心去做主的功
[00:15:12.400 --> 00:15:14.400]  能得到完滿的一個結果
[00:15:14.400 --> 00:15:15.400]  你不但盡責任
[00:15:15.400 --> 00:15:18.400]  而且你一邊盡責任的時候
[00:15:18.400 --> 00:15:23.400]  你還留意每一個可以利用的機會
[00:15:23.400 --> 00:15:25.400]  這樣才叫做殷勤
[00:15:25.400 --> 00:15:28.400]  殷勤代表你非常的主動的
[00:15:28.400 --> 00:15:29.400]  不是被動的
[00:15:29.400 --> 00:15:33.400]  在神的工作上面我們不能夠閒懶
[00:15:33.400 --> 00:15:39.400]  在這裡其實在羅馬書裡面有講
[00:15:39.400 --> 00:15:45.400]  保羅他講的是要將殷勤跟懶惰這兩個詞來做一個對比
[00:15:45.400 --> 00:15:46.400]  他說殷勤不可懶惰
[00:15:46.400 --> 00:15:49.400]  要心裡火熱常常服侍主
[00:15:49.400 --> 00:15:53.400]  所以我們看到殷勤的一個反面就是懶惰
[00:15:53.400 --> 00:15:55.400]  什麼是懶惰呢?
[00:15:55.400 --> 00:16:01.400]  就是你很多的事情你能不做的時候你就不做
[00:16:01.400 --> 00:16:03.400]  然後你怕有事情來做
[00:16:03.400 --> 00:16:06.400]  然後你可以將一個小時可以做完的事情
[00:16:06.400 --> 00:16:10.400]  你可以拖到十個小時才完成
[00:16:10.400 --> 00:16:15.400]  然後懶惰的人也比較喜歡維持現狀
[00:16:15.400 --> 00:16:18.400]  他不喜歡一些新的事情
[00:16:18.400 --> 00:16:19.400]  他怕麻煩
[00:16:19.400 --> 00:16:20.400]  他也怕困難
[00:16:20.400 --> 00:16:23.400]  也怕增加一些新的事情
[00:16:23.400 --> 00:16:27.400]  所以主耶穌在責備那個不忠心的僕人的時候
[00:16:27.400 --> 00:16:33.400]  就說他把那個財寶藏在哪裡?
[00:16:33.400 --> 00:16:35.400]  藏在地裡面
[00:16:35.400 --> 00:16:38.400]  他就是沒有更進取的去做一些事情
[00:16:38.400 --> 00:16:39.400]  他怕麻煩
[00:16:39.400 --> 00:16:42.400]  他只想維持這個現狀
[00:16:42.400 --> 00:16:48.400]  所以彼得在這裡勸勉所有的信徒要殷勤
[00:16:48.400 --> 00:16:52.400]  首先第一點要有這個信心
[00:16:52.400 --> 00:16:57.400]  所以聖經所講的這個信心不是一種理論或者一種知識
[00:16:57.400 --> 00:17:00.400]  也不是一種宗教的儀式
[00:17:00.400 --> 00:17:03.400]  這種信心其實更多的是一種關係
[00:17:03.400 --> 00:17:06.400]  就是你跟耶穌基督的關係
[00:17:06.400 --> 00:17:08.400]  所以我們說我們信耶穌
[00:17:08.400 --> 00:17:12.400]  不是頭腦上面的你信耶穌
[00:17:12.400 --> 00:17:14.400]  不是你知道耶穌是誰
[00:17:14.400 --> 00:17:18.400]  然後你認同聖經所講的
[00:17:18.400 --> 00:17:22.400]  這個只是知識層面的一個相信
[00:17:22.400 --> 00:17:24.400]  或者知識層面的一個知道
[00:17:24.400 --> 00:17:27.400]  但是我們所說的信心
[00:17:27.400 --> 00:17:32.400]  是跟你所認識或者你所了解的那個對象
[00:17:32.400 --> 00:17:34.400]  要有一種關係
[00:17:34.400 --> 00:17:36.400]  就是要彼此連接的
[00:17:36.400 --> 00:17:41.400]  如果說認識神或者認識耶穌的話
[00:17:41.400 --> 00:17:44.400]  聖經裡面有講魔鬼也認識
[00:17:44.400 --> 00:17:49.400]  不過他怎麼樣?他卻不聽從
[00:17:49.400 --> 00:17:51.400]  他也沒有把祂當作神
[00:17:51.400 --> 00:17:54.400]  他知道的對他來講他有這個知識
[00:17:54.400 --> 00:17:57.400]  可是魔鬼跟神沒有關係
[00:17:57.400 --> 00:18:02.400]  我們的信心是跟神是有關係的
[00:18:02.400 --> 00:18:06.400]  我們在主耶穌裡面我們跟主連接在一起
[00:18:06.400 --> 00:18:12.400]  所以如果用英文可能會更直白的來表達
[00:18:12.400 --> 00:18:15.400]  如果我們用believe這個字眼的話
[00:18:15.400 --> 00:18:18.400]  可能只是表示一種知識上面的相信
[00:18:18.400 --> 00:18:22.400]  你認同這個信仰所說的一些內容
[00:18:22.400 --> 00:18:24.400]  可是當我們用另外一個字眼
[00:18:24.400 --> 00:18:27.400]  我們用trust的時候是有點不同
[00:18:27.400 --> 00:18:30.400]  你用trust就是你信任祂
[00:18:30.400 --> 00:18:31.400]  信任祂代表什麼呢?
[00:18:31.400 --> 00:18:36.400]  你了解祂、你相信祂、你跟祂是有關係的
[00:18:36.400 --> 00:18:39.400]  那當然在我們的信仰裡面
[00:18:39.400 --> 00:18:42.400]  我們用另外一個字眼是用faith
[00:18:42.400 --> 00:18:45.400]  講到信心的時候用faith這個字眼
[00:18:45.400 --> 00:18:47.400]  更加的高一點
[00:18:47.400 --> 00:18:51.400]  好像我們的信心不只是停在believe這個層面
[00:18:51.400 --> 00:18:54.400]  我們是跟神有一個關係的
[00:18:54.400 --> 00:18:57.400]  這個關係是非常親密的關係
[00:18:57.400 --> 00:19:02.400]  我們對神的認識是建立在我們跟祂的關係上面
[00:19:02.400 --> 00:19:04.400]  這是一個基礎
[00:19:04.400 --> 00:19:06.400]  如果我們沒有這個基礎
[00:19:06.400 --> 00:19:09.400]  我們下面基本上不可能可以做得到
[00:19:09.400 --> 00:19:14.400]  接下來彼得講到第二個就是德行
[00:19:14.400 --> 00:19:17.400]  在講到德行的時候
[00:19:17.400 --> 00:19:21.400]  如果說你跟一些不信主的人去談的話
[00:19:21.400 --> 00:19:22.400]  他們也很認同的
[00:19:22.400 --> 00:19:27.400]  因為他們很多時候也很強調他們的行為
[00:19:27.400 --> 00:19:29.400]  他們要做好事
[00:19:29.400 --> 00:19:33.400]  要去做一些所謂對社會有意義的事情
[00:19:33.400 --> 00:19:34.400]  這些都不錯
[00:19:34.400 --> 00:19:35.400]  他們也認同
[00:19:35.400 --> 00:19:37.400]  所以你看其他的宗教
[00:19:37.400 --> 00:19:38.400]  佛教也好
[00:19:38.400 --> 00:19:39.400]  其他宗教也好
[00:19:39.400 --> 00:19:44.400]  他們也有說要去做一些好事
[00:19:44.400 --> 00:19:46.400]  就是你要有好的德行
[00:19:46.400 --> 00:19:49.400]  我們在中國的文化裡面長大
[00:19:49.400 --> 00:19:54.400]  我們知道儒家要強調的就是這種修身
[00:19:54.400 --> 00:19:55.400]  齊家
[00:19:55.400 --> 00:19:56.400]  治國
[00:19:56.400 --> 00:19:57.400]  平天下
[00:19:57.400 --> 00:20:02.400]  這種的行為就是他首先要有好的德行
[00:20:02.400 --> 00:20:03.400]  他要修身
[00:20:03.400 --> 00:20:06.400]  然後才能夠齊家治國平天下
[00:20:06.400 --> 00:20:08.400]  就是那些沒有信仰的人
[00:20:08.400 --> 00:20:10.400]  他們也會這樣去談這個德行
[00:20:10.400 --> 00:20:13.400]  可是在這裡我們談的德行
[00:20:13.400 --> 00:20:17.400]  卻不是這種普通的所謂好的行為
[00:20:17.400 --> 00:20:20.400]  而是屬靈的善行
[00:20:20.400 --> 00:20:26.400]  是指你按照神的性情而生活這種的品德
[00:20:26.400 --> 00:20:27.400]  那不信主的人
[00:20:27.400 --> 00:20:30.400]  他們怎麼可能會按照神的性情來生活呢
[00:20:30.400 --> 00:20:31.400]  這是不可能的
[00:20:31.400 --> 00:20:33.400]  只有信主的人
[00:20:33.400 --> 00:20:37.400]  他才能夠按照神的性情而生活
[00:20:37.400 --> 00:20:40.400]  而怎麼按照神的性情來生活呢
[00:20:40.400 --> 00:20:43.400]  首先你得有神的性情
[00:20:43.400 --> 00:20:45.400]  這個我們有了沒有
[00:20:45.400 --> 00:20:46.400]  有了
[00:20:46.400 --> 00:20:50.400]  剛才我們讀的經文在第幾節
[00:20:50.400 --> 00:20:52.400]  第四節裡面
[00:20:52.400 --> 00:20:54.400]  我們已經有神的性情
[00:20:54.400 --> 00:20:57.400]  我們在神的性情上面已經怎麼樣
[00:20:57.400 --> 00:20:59.400]  有份了
[00:20:59.400 --> 00:21:01.400]  神重生了我們
[00:21:01.400 --> 00:21:03.400]  使我們在祂的性情上面有份
[00:21:03.400 --> 00:21:07.400]  所以我們能夠在我們的生活裡面
[00:21:07.400 --> 00:21:11.400]  按照祂的性情來生活
