
[00:00:00.000 --> 00:00:05.000]  主因點我們今天能夠健康、能夠平安
[00:04:47.000 --> 00:04:49.000]  因為這個是大人物
[00:04:49.000 --> 00:04:51.000]  特別是在古代社會
[00:04:51.000 --> 00:04:54.000]  皇權的各國家的安危
[00:04:54.000 --> 00:04:58.000]  怎樣看這個皇帝究竟是明君英主
[00:04:58.000 --> 00:05:02.000]  還是一個悟覺的昏君
[00:05:02.000 --> 00:05:04.000]  第一句就說皇上駕崩
[00:05:04.000 --> 00:05:09.000]  但是第二句主在高高的寶座上
[00:05:09.000 --> 00:05:11.000]  很強烈的對比
[00:05:11.000 --> 00:05:12.000]  一個就是死
[00:05:12.000 --> 00:05:15.000]  一個就是威榮
[00:05:15.000 --> 00:05:19.000]  一個就是再沒有事可以做了
[00:05:19.000 --> 00:05:21.000]  另一個就是很多活力
[00:05:21.000 --> 00:05:25.000]  只是去彰顯那些活力出來
[00:05:25.000 --> 00:05:27.000]  人死 駕崩
[00:05:27.000 --> 00:05:29.000]  皇帝也好 誰也好
[00:05:29.000 --> 00:05:31.000]  離開世界死亡
[00:05:31.000 --> 00:05:34.000]  是一種失落 一種哀傷
[00:05:34.000 --> 00:05:38.000]  但是第二句所講的一種歡呼
[00:05:38.000 --> 00:05:40.000]  是一種歡欣
[00:05:40.000 --> 00:05:44.000]  很強烈很強烈的對比
[00:05:44.000 --> 00:05:47.000]  甚至我們要更加進入去
[00:05:47.000 --> 00:05:52.000]  看看烏西瓦皇崩究竟是甚麼一回事
[00:05:52.000 --> 00:05:56.000]  如果這個是悟覺昏君
[00:05:56.000 --> 00:05:59.000]  嘩 他死了 太好了
[00:05:59.000 --> 00:06:02.000]  讓國家有個新的皇帝帶我們
[00:06:02.000 --> 00:06:04.000]  希望有些出路
[00:06:04.000 --> 00:06:07.000]  如果這個是明君英主的話
[00:06:07.000 --> 00:06:08.000]  嘩 怎麼辦
[00:06:08.000 --> 00:06:11.000]  誰能接觸到 是不是
[00:06:11.000 --> 00:06:15.000]  所以當我們了解這句說話的重量
[00:06:15.000 --> 00:06:18.000]  這句說話其實很重
[00:06:18.000 --> 00:06:21.000]  不過你要知道它的背景是怎樣
[00:06:21.000 --> 00:06:25.000]  烏西瓦皇究竟是一個甚麼皇帝呢
[00:06:25.000 --> 00:06:30.000]  幾乎是他們任期最長的一個皇帝
[00:06:30.000 --> 00:06:33.000]  上帝的子民這個民族
[00:06:33.000 --> 00:06:36.000]  統一的皇帝只有三個
[00:06:36.000 --> 00:06:40.000]  蘇羅 大衛和所羅門
[00:06:40.000 --> 00:06:42.000]  接著國家就分裂了
[00:06:42.000 --> 00:06:45.000]  北邊那個叫以色列國
[00:06:45.000 --> 00:06:48.000]  南邊主要是猶大這個支派
[00:06:48.000 --> 00:06:50.000]  所以叫猶大國
[00:06:50.000 --> 00:06:53.000]  這個烏西瓦皇就是南邊
[00:06:53.000 --> 00:06:56.000]  猶大這個國家的皇帝
[00:06:56.000 --> 00:07:00.000]  他在位統治了國家52年
[00:07:00.000 --> 00:07:04.000]  52年 嘩 超過半個世紀
[00:07:04.000 --> 00:07:08.000]  我們知道每一個機構 每一個組織
[00:07:08.000 --> 00:07:10.000]  教會也好 國家也好
[00:07:10.000 --> 00:07:14.000]  如果領袖斜斜轉 做不久
[00:07:14.000 --> 00:07:16.000]  當然有問題
[00:07:16.000 --> 00:07:21.000]  很難很穩定地有目標 有方向去發展
[00:07:21.000 --> 00:07:24.000]  他能夠做到這麼久
[00:07:24.000 --> 00:07:28.000]  如果昏君 差的 都很難做到這麼久
[00:07:28.000 --> 00:07:33.000]  半路中途被人趕走了
[00:07:33.000 --> 00:07:37.000]  大概他是一個好皇帝
[00:07:37.000 --> 00:07:41.000]  烏西瓦除了破天荒
[00:07:41.000 --> 00:07:44.000]  做了這麼久的皇帝
[00:07:44.000 --> 00:07:47.000]  大衛才做了40年
[00:07:47.000 --> 00:07:50.000]  他還多 兩成這麼多
[00:07:50.000 --> 00:07:54.000]  這52年之中也很傳奇
[00:07:54.000 --> 00:07:57.000]  他的前段是攝政的
[00:07:57.000 --> 00:08:01.000]  原來他的父皇出了一些問題 出了一些事
[00:08:01.000 --> 00:08:03.000]  不能夠執政
[00:08:03.000 --> 00:08:07.000]  以至實際管治 實際他是皇帝
[00:08:07.000 --> 00:08:10.000]  不過名義上還沒登位
[00:08:10.000 --> 00:08:12.000]  是一個攝政
[00:08:12.000 --> 00:08:16.000]  到他自己晚年的時候 最後的10年
[00:08:16.000 --> 00:08:18.000]  他自己是染上麻風的
[00:08:18.000 --> 00:08:21.000]  於是也不能夠執政
[00:08:21.000 --> 00:08:25.000]  所以他晚年 掛名仍然是皇帝
[00:08:25.000 --> 00:08:28.000]  不過又是他的兒子攝政
[00:08:28.000 --> 00:08:31.000]  他的父皇叫做阿瑪喆
[00:08:31.000 --> 00:08:33.000]  他的兒子叫做約坦
[00:08:33.000 --> 00:08:38.000]  原來他父皇曾經攝政
[00:08:38.000 --> 00:08:40.000]  他的兒子攝政他
[00:08:40.000 --> 00:08:43.000]  中間那段真真正正掛足名
[00:08:43.000 --> 00:08:49.000]  正正式式明實相負的做皇帝
[00:08:49.000 --> 00:08:52.000]  值得我們思考的是
[00:08:52.000 --> 00:08:57.000]  為甚麼他會是他父皇的攝政呢
[00:08:57.000 --> 00:09:01.000]  原來這個阿瑪喆這個皇帝
[00:09:01.000 --> 00:09:05.000]  是一個好大喜功的皇帝
[00:09:05.000 --> 00:09:08.000]  好大喜功
[00:09:08.000 --> 00:09:13.000]  喜歡興兵去打這個打那個 惹事鬥非
[00:09:13.000 --> 00:09:15.000]  顯出自己的威名
[00:09:15.000 --> 00:09:19.000]  他很想恢復自己的祖先
[00:09:19.000 --> 00:09:24.000]  所羅姆達 大衛那個時候的民族 國家的興盛
[00:09:24.000 --> 00:09:26.000]  不過你知道 到現在都是
[00:09:26.000 --> 00:09:29.000]  打仗其實是鬥消遣
[00:09:29.000 --> 00:09:33.000]  除了一些軍火的技術
[00:09:33.000 --> 00:09:36.000]  一坑砲幾萬元
[00:09:36.000 --> 00:09:40.000]  火箭導彈幾百萬元
[00:09:40.000 --> 00:09:45.000]  所以這個阿瑪喆
[00:09:45.000 --> 00:09:50.000]  是令到國家經濟敗落衰退
[00:09:50.000 --> 00:09:53.000]  年年出征
[00:09:53.000 --> 00:09:55.000]  好大喜功
[00:09:55.000 --> 00:09:59.000]  是他主動去挑戰這些戰爭
[00:09:59.000 --> 00:10:02.000]  誰知道每次都輸
[00:10:02.000 --> 00:10:04.000]  但他又喜歡打
[00:10:04.000 --> 00:10:06.000]  都是一個好奇怪
[00:10:06.000 --> 00:10:11.000]  性情的皇帝 或者心有不甘
[00:10:11.000 --> 00:10:14.000]  甚至有一次 最後一次
[00:10:14.000 --> 00:10:17.000]  敵人來進攻耶路撒冷
[00:10:17.000 --> 00:10:20.000]  連城牆都崩塌了
[00:10:20.000 --> 00:10:22.000]  你知道古代社會
[00:10:22.000 --> 00:10:26.000]  一個城市就要靠城牆去保護
[00:10:26.000 --> 00:10:28.000]  耶路撒冷是首都
[00:10:28.000 --> 00:10:31.000]  這個首都的城牆被人崩塌了
[00:10:31.000 --> 00:10:33.000]  即是亡國了
[00:10:33.000 --> 00:10:37.000]  即是外國的軍隊隨便出入
[00:10:37.000 --> 00:10:39.000]  不過當時
[00:10:39.000 --> 00:10:42.000]  政治背後就很複雜
[00:10:42.000 --> 00:10:45.000]  這個敵人其實是北邊的國家
[00:10:45.000 --> 00:10:47.000]  原本是兄弟
[00:10:47.000 --> 00:10:49.000]  就滅亡他
[00:10:49.000 --> 00:10:51.000]  打垮了城牆
[00:10:51.000 --> 00:10:53.000]  表示我贏你
[00:10:53.000 --> 00:10:56.000]  我現在要生要死任我定
[00:10:56.000 --> 00:10:58.000]  他就滅亡他
[00:10:58.000 --> 00:11:00.000]  是俘虜了阿瑪喆
[00:11:00.000 --> 00:11:02.000]  去做戰俘
[00:11:02.000 --> 00:11:06.000]  一個皇帝變了戰俘
[00:11:06.000 --> 00:11:09.000]  其實這個國家是很凋零
[00:11:09.000 --> 00:11:12.000]  瀕臨滅亡不過是一步之差
[00:11:12.000 --> 00:11:15.000]  然後我不殺你
[00:11:15.000 --> 00:11:17.000]  我拿你做俘虜
[00:11:17.000 --> 00:11:21.000]  南邊猶大國每年都要進攻
[00:11:21.000 --> 00:11:24.000]  給錢北邊以色列國
[00:11:24.000 --> 00:11:26.000]  是一個這樣的情況
[00:11:26.000 --> 00:11:30.000]  原來烏西亞是臨危受命
[00:11:30.000 --> 00:11:33.000]  撿這個爛攤子
[00:11:33.000 --> 00:11:35.000]  他為何會竊政呢
[00:11:35.000 --> 00:11:40.000]  當他上來代替自己的父王的時候
[00:11:40.000 --> 00:11:42.000]  這裡打輸
[00:11:42.000 --> 00:11:43.000]  那裡打輸
[00:11:43.000 --> 00:11:44.000]  那裡打輸
[00:11:44.000 --> 00:11:45.000]  城牆都倒塌了
[00:11:45.000 --> 00:11:47.000]  根本是失守
[00:11:47.000 --> 00:11:49.000]  根本是亡國
[00:11:49.000 --> 00:11:51.000]  差不遠
[00:11:51.000 --> 00:11:54.000]  不過北邊的國家還是念兄弟
[00:11:54.000 --> 00:11:56.000]  我不亡你了
[00:11:56.000 --> 00:11:59.000]  不過皇帝都捉了做俘虜
[00:11:59.000 --> 00:12:01.000]  是這麼淒涼
[00:12:01.000 --> 00:12:03.000]  這麼屈辱的情況下
[00:12:03.000 --> 00:12:07.000]  整個爛攤子去做皇帝
[00:12:07.000 --> 00:12:12.000]  所以烏西亞這52年一開始是這樣的
[00:12:12.000 --> 00:12:14.000]  怎麼做呢
[00:12:14.000 --> 00:12:17.000]  烏西亞我們剛才提過
[00:12:17.000 --> 00:12:20.000]  宣帝是一個明君應主
[00:12:20.000 --> 00:12:22.000]  當他在竊政的期間
[00:12:22.000 --> 00:12:24.000]  勵政圖治
[00:12:24.000 --> 00:12:29.000]  好像我們中國以前餓生常膽
[00:12:29.000 --> 00:12:31.000]  修補城牆
[00:12:31.000 --> 00:12:34.000]  維護國家的安定
[00:12:34.000 --> 00:12:36.000]  安全
[00:12:36.000 --> 00:12:37.000]  主權
[00:12:37.000 --> 00:12:39.000]  尊嚴
[00:12:39.000 --> 00:12:41.000]  然後重組政府
[00:12:41.000 --> 00:12:44.000]  皇帝都被俘虜了
[00:12:44.000 --> 00:12:48.000]  整個貴族統治階級都散了
[00:12:48.000 --> 00:12:50.000]  重新組織政府
[00:12:50.000 --> 00:12:52.000]  然後不打仗
[00:12:52.000 --> 00:12:53.000]  開拓農田
[00:12:53.000 --> 00:12:55.000]  發展經濟
[00:12:55.000 --> 00:13:01.000]  讓人民在這些苦境中重建
[00:13:01.000 --> 00:13:03.000]  積聚到財物
[00:13:03.000 --> 00:13:06.000]  然後富國強兵
[00:13:06.000 --> 00:13:09.000]  培養自己的軍隊
[00:13:09.000 --> 00:13:13.000]  不過他的軍隊一方面是維護自己
[00:13:13.000 --> 00:13:14.000]  不讓人進攻
[00:13:14.000 --> 00:13:19.000]  另一方面他也很希望將以前的父皇阿瑪祭
[00:13:19.000 --> 00:13:23.000]  打仗時輸了,被人霸佔的地方
[00:13:23.000 --> 00:13:26.000]  他就希望修復失地
[00:13:26.000 --> 00:13:27.000]  又成功
[00:13:27.000 --> 00:13:29.000]  結果他就將
[00:13:29.000 --> 00:13:30.000]  菲律賓
[00:13:30.000 --> 00:13:31.000]  以東
[00:13:31.000 --> 00:13:32.000]  南面
[00:13:32.000 --> 00:13:33.000]  北面
[00:13:33.000 --> 00:13:35.000]  以色列
[00:13:35.000 --> 00:13:38.000]  將這些地方收回來
[00:13:38.000 --> 00:13:40.000]  國家中興
[00:13:40.000 --> 00:13:42.000]  在我們的歷史研究
[00:13:42.000 --> 00:13:44.000]  這個猶大國來說
[00:13:44.000 --> 00:13:47.000]  他是大衛和所羅門之後
[00:13:47.000 --> 00:13:51.000]  一個帶領國家民族中興的皇帝
[00:13:51.000 --> 00:13:54.000]  當他修復南面這些地方的時候
[00:13:54.000 --> 00:13:56.000]  紅海
[00:13:56.000 --> 00:13:58.000]  地中海那些地方
[00:13:58.000 --> 00:14:01.000]  是國際貿易的商路
[00:14:01.000 --> 00:14:03.000]  於是令到國家
[00:14:03.000 --> 00:14:05.000]  欣欣向榮
[00:14:05.000 --> 00:14:07.000]  不單止這樣
[00:14:07.000 --> 00:14:09.000]  當他重建國家
[00:14:09.000 --> 00:14:11.000]  由一個爛攤子
[00:14:11.000 --> 00:14:14.000]  重拾國家民族的自信
[00:14:14.000 --> 00:14:15.000]  尊嚴
[00:14:15.000 --> 00:14:16.000]  安全
[00:14:16.000 --> 00:14:19.000]  甚至發展興旺的時候
[00:14:19.000 --> 00:14:22.000]  和北面這個國家
[00:14:22.000 --> 00:14:24.000]  發展外交關係
[00:14:24.000 --> 00:14:28.000]  緩和大家之間這種敵對的關係
[00:14:28.000 --> 00:14:30.000]  結果北面這個國家
[00:14:30.000 --> 00:14:33.000]  放他的父皇回來
[00:14:33.000 --> 00:14:36.000]  這個亞馬遮被俘虜了十年
[00:14:36.000 --> 00:14:38.000]  做了十年俘虜
[00:14:38.000 --> 00:14:40.000]  還有命
[00:14:40.000 --> 00:14:42.000]  然後
[00:14:42.000 --> 00:14:44.000]  靠這個兒子
[00:14:44.000 --> 00:14:46.000]  靠這個烏西雅的努力
[00:14:46.000 --> 00:14:48.000]  和談談判
[00:14:48.000 --> 00:14:50.000]  結果就不用進貢
[00:14:50.000 --> 00:14:51.000]  他都不止
[00:14:51.000 --> 00:14:53.000]  大家平起平坐
[00:14:53.000 --> 00:14:54.000]  大家是兄弟
[00:14:54.000 --> 00:14:58.000]  就放了父皇回來
[00:14:58.000 --> 00:15:00.000]  當這個亞馬遮放回來
[00:15:00.000 --> 00:15:03.000]  就沒有再做皇帝了
[00:15:03.000 --> 00:15:04.000]  心灰意冷
[00:15:04.000 --> 00:15:06.000]  諸如此類
[00:15:06.000 --> 00:15:09.000]  所以烏西雅就正正式式
[00:15:09.000 --> 00:15:11.000]  取皇帝的名字
[00:15:11.000 --> 00:15:16.000]  以上的成就都是他攝政期間所做的
[00:15:16.000 --> 00:15:21.000]  所以真是一個明君應主
[00:15:21.000 --> 00:15:24.000]  你想想一個這樣的皇帝
[00:15:24.000 --> 00:15:26.000]  你知道這個背景
[00:15:26.000 --> 00:15:29.000]  簡單只是小小的歷史
[00:15:29.000 --> 00:15:30.000]  再讀第一句
[00:15:30.000 --> 00:15:34.000]  當烏西雅王崩的那一年
[00:15:34.000 --> 00:15:38.000]  對民眾有什麼感覺
[00:15:38.000 --> 00:15:40.000]  心很沉重
[00:15:40.000 --> 00:15:42.000]  那怎麼辦
[00:15:42.000 --> 00:15:44.000]  靠這個皇帝
[00:15:44.000 --> 00:15:46.000]  重振我們的國家
[00:15:46.000 --> 00:15:49.000]  帶領我們繁榮安定富強
[00:15:49.000 --> 00:15:51.000]  現在怎麼辦
[00:15:51.000 --> 00:15:53.000]  烏西雅王崩一死
[00:15:53.000 --> 00:15:55.000]  就不是一個普通人
[00:15:55.000 --> 00:15:57.000]  不是一個普通的皇帝
[00:15:57.000 --> 00:16:00.000]  簡直是我們國家民族的救星
[00:16:00.000 --> 00:16:03.000]  搞定我們的
[00:16:03.000 --> 00:16:05.000]  他的死
[00:16:05.000 --> 00:16:06.000]  這個消息
[00:16:06.000 --> 00:16:08.000]  這件事情
[00:16:08.000 --> 00:16:10.000]  對當時的社會
[00:16:10.000 --> 00:16:11.000]  當這個猶太人
[00:16:11.000 --> 00:16:13.000]  簡直是下了一個大炸彈
[00:16:13.000 --> 00:16:18.000]  簡直整個社會大地震
[00:16:18.000 --> 00:16:22.000]  實際在他那些年間發生的地震
[00:16:22.000 --> 00:16:23.000]  諸如此類
[00:16:23.000 --> 00:16:25.000]  充滿不安
[00:16:25.000 --> 00:16:27.000]  充滿焦慮
[00:16:27.000 --> 00:16:30.000]  有誰可以接他
[00:16:30.000 --> 00:16:33.000]  有誰可以延續他這個豐功偉績
[00:16:33.000 --> 00:16:35.000]  帶領我們繁榮富強
[00:16:35.000 --> 00:16:39.000]  諸如此類
[00:16:39.000 --> 00:16:42.000]  我們在這樣的背景之下
[00:16:42.000 --> 00:16:43.000]  我們發覺
[00:16:43.000 --> 00:16:46.000]  二賽書第六章第一節
[00:16:46.000 --> 00:16:48.000]  很重
[00:16:48.000 --> 00:16:51.000]  很重很重的一句話
[00:16:51.000 --> 00:16:53.000]  是對於這個社會
[00:16:53.000 --> 00:16:55.000]  我們才說下了炸彈
[00:16:55.000 --> 00:16:57.000]  不是下了手雷彈
[00:16:57.000 --> 00:16:59.000]  簡直是下了原子彈
[00:16:59.000 --> 00:17:02.000]  摧毀人心
[00:17:02.000 --> 00:17:04.000]  動盪不安
[00:17:04.000 --> 00:17:06.000]  不知如何是好
[00:17:06.000 --> 00:17:11.000]  如果我們看我們現在的社會
[00:17:11.000 --> 00:17:14.000]  由國際的局勢
[00:17:14.000 --> 00:17:17.000]  到我們國家的國情
[00:17:17.000 --> 00:17:19.000]  以致香港很現實
[00:17:19.000 --> 00:17:22.000]  我們實際在這裡生活
[00:17:22.000 --> 00:17:24.000]  越來越艱難
[00:17:24.000 --> 00:17:27.000]  我們有屋住的那些
[00:17:27.000 --> 00:17:29.000]  幸運
[00:17:29.000 --> 00:17:35.000]  新一代都不知如何穩定
[00:17:35.000 --> 00:17:37.000]  你們冰山一角
[00:17:37.000 --> 00:17:38.000]  社會問題
[00:17:38.000 --> 00:17:42.000]  政治那些不要說了
[00:17:42.000 --> 00:17:46.000]  我們都是活在一個大時代
[00:17:46.000 --> 00:17:48.000]  難怪有一部份人
[00:17:48.000 --> 00:17:50.000]  小部份
[00:17:50.000 --> 00:17:55.000]  很緬懷以前英國統治的年代
[00:17:55.000 --> 00:17:57.000]  我們容易善忘
[00:17:57.000 --> 00:18:00.000]  好像那時沒有事
[00:18:00.000 --> 00:18:02.000]  但無論如何
[00:18:02.000 --> 00:18:05.000]  我們面對一個不穩定的社會
[00:18:05.000 --> 00:18:07.000]  不穩定的局勢
[00:18:07.000 --> 00:18:11.000]  每天都不知明天會發生甚麼事
[00:18:11.000 --> 00:18:12.000]  我們信徒
[00:18:12.000 --> 00:18:14.000]  我們信主
[00:18:14.000 --> 00:18:16.000]  但我們難免
[00:18:16.000 --> 00:18:18.000]  仍然在這種
[00:18:18.000 --> 00:18:21.000]  不知如何是好的情況
[00:18:21.000 --> 00:18:24.000]  我記得我有機會和大家說過
[00:18:24.000 --> 00:18:26.000]  75週年的時候
[00:18:26.000 --> 00:18:29.000]  其實大家堂會由成立那天開始
[00:18:29.000 --> 00:18:31.000]  到現在都沒有安樂過
[00:18:31.000 --> 00:18:33.000]  整個香港社會
[00:18:33.000 --> 00:18:35.000]  不停地蛇蛇轉
[00:18:35.000 --> 00:18:37.000]  每幾年都面對
[00:18:37.000 --> 00:18:40.000]  不知發生甚麼事
[00:18:40.000 --> 00:18:42.000]  都令你驚心動魄
[00:18:42.000 --> 00:18:45.000]  都不知如何走下去
[00:18:45.000 --> 00:18:48.000]  我們的前人走到今天
[00:18:48.000 --> 00:18:53.000]  我們可以如何繼續走下去呢
[00:18:53.000 --> 00:18:55.000]  經文告訴我們
[00:18:55.000 --> 00:18:57.000]  如果我們的注意力
[00:18:57.000 --> 00:19:00.000]  如果我們的心停在第一句的話
[00:19:00.000 --> 00:19:04.000]  真是俗語說「打沉你」
[00:19:04.000 --> 00:19:06.000]  如何走下一步呢
[00:19:06.000 --> 00:19:09.000]  哪有信心去走一步呢
[00:19:09.000 --> 00:19:11.000]  抬高腳踏去哪裏好呢
[00:19:11.000 --> 00:19:14.000]  踏幾大步好呢
[00:19:14.000 --> 00:19:17.000]  如果我們的心只看著第一句的話
[00:19:17.000 --> 00:19:19.000]  真是很沉
[00:19:19.000 --> 00:19:22.000]  我們的眼前就是黑雲
[00:19:22.000 --> 00:19:24.000]  就是迷宮
[00:19:24.000 --> 00:19:28.000]  一個不可知的未來
[00:19:28.000 --> 00:19:30.000]  不過在這個時刻
[00:19:30.000 --> 00:19:32.000]  以才是善知
[00:19:32.000 --> 00:19:35.000]  他的眼轉去看到另一樣東西
[00:19:35.000 --> 00:19:37.000]  我們看下面
[00:19:37.000 --> 00:19:41.000]  我見主坐在高高的寶座上以下
[00:19:41.000 --> 00:19:44.000]  很明顯是一個異象
[00:19:44.000 --> 00:19:46.000]  除了異象之外
[00:19:46.000 --> 00:19:48.000]  我們要明白
[00:19:48.000 --> 00:19:51.000]  上帝是至高榮耀的
[00:19:51.000 --> 00:19:56.000]  我們人其實是很渺小很渺小的受造之物
[00:19:56.000 --> 00:20:00.000]  所以其實我們明白不到上帝
[00:20:00.000 --> 00:20:02.000]  我們知多少呢
[00:20:02.000 --> 00:20:04.000]  一方面是上帝啟示我們
[00:20:04.000 --> 00:20:06.000]  一方面我們的智力
[00:20:06.000 --> 00:20:07.000]  我們的認識
[00:20:07.000 --> 00:20:11.000]  其實我們無法通透去明白上帝
[00:20:11.000 --> 00:20:14.000]  所以當上帝啟示聖經的時候
[00:20:14.000 --> 00:20:16.000]  又用異象的時候
[00:20:16.000 --> 00:20:19.000]  經常都用疑人法
[00:20:19.000 --> 00:20:26.000]  即是用一些我們人間的文化、社會能夠明白的
[00:20:26.000 --> 00:20:29.000]  透過我們一些人間有的東西
[00:20:29.000 --> 00:20:33.000]  去想像、去推想、去明白
[00:20:33.000 --> 00:20:36.000]  上帝的情況是怎樣
[00:20:36.000 --> 00:20:38.000]  所以我們要帶著一個這樣的心
