
[00:00:00.000 --> 00:00:04.220]  現在我們來默想四場神的話語
[00:03:08.740 --> 00:03:13.900]  甚至以爲用自己的方法可以好像神一樣那麼偉大的時候
[00:03:13.900 --> 00:03:15.660]  人要扮演神
[00:03:15.660 --> 00:03:18.020]  最後人就不能夠做成人
[00:03:18.020 --> 00:03:21.820]  人做不成一個神所喜悅的人
[00:03:21.820 --> 00:03:23.540]  這個是自我的問題
[00:03:23.540 --> 00:03:27.700]  自我就產生了這樣的一種的情況
[00:03:27.700 --> 00:03:31.980]  不過我想大家留意兩件事情
[00:03:31.980 --> 00:03:33.260]  第一
[00:03:33.260 --> 00:03:37.700]  自我也不一定是完全是壞的
[00:03:37.700 --> 00:03:38.820]  大家留意
[00:03:38.820 --> 00:03:41.860]  人哪裏不可以愛自我呢
[00:03:41.860 --> 00:03:46.020]  我們如果你去一個旅行
[00:03:46.020 --> 00:03:48.460]  大家派了一個團體轎
[00:03:48.460 --> 00:03:50.860]  然後回到家裏面
[00:03:50.860 --> 00:03:54.140]  朋友就把那個團體轎發到你的電郵裏面
[00:03:54.140 --> 00:03:58.140]  你打開電郵的時候第一個你看誰啊
[00:03:58.140 --> 00:04:00.660]  當然是自己了吧
[00:04:00.660 --> 00:04:02.460]  隨便你點什麼的
[00:04:02.460 --> 00:04:06.740]  否則你一定看自己剛剛我叫的什麼樣啊
[00:04:06.740 --> 00:04:08.220]  這個是很自然的
[00:04:08.220 --> 00:04:10.900]  人愛自己都很自然的
[00:04:10.900 --> 00:04:14.620]  但是你搞清楚這裏講一句話很重要一個字
[00:04:14.620 --> 00:04:16.540]  專愛自己
[00:04:16.540 --> 00:04:18.220]  愛自己有兩種
[00:04:18.220 --> 00:04:21.780]  愛自己到一個地步爲了自己就變得自私
[00:04:21.780 --> 00:04:24.620]  然後人家要的東西
[00:04:24.620 --> 00:04:27.700]  他也想要的時候變成了貪念
[00:04:27.700 --> 00:04:29.460]  我自己沒有的
[00:04:29.460 --> 00:04:32.340]  人家有的時候我的產德
[00:04:32.340 --> 00:04:36.260]  這個就是我們的罪的來源
[00:04:36.260 --> 00:04:38.420]  所以我們要懂得愛自己
[00:04:38.420 --> 00:04:39.100]  爲什麼
[00:04:39.100 --> 00:04:42.460]  因爲我們看主耶穌有另外一個很美麗的教訓
[00:04:42.460 --> 00:04:43.740]  也是講到自己的
[00:04:43.740 --> 00:04:45.700]  叫愛人如己
[00:04:45.700 --> 00:04:46.500]  對吧
[00:04:46.500 --> 00:04:47.540]  愛人如己
[00:04:47.540 --> 00:04:50.380]  你不懂得愛自己你怎麼懂得愛人呢
[00:04:50.380 --> 00:04:52.740]  所以看你怎樣看你自己
[00:04:52.740 --> 00:04:57.260]  如果你看自己的需要就想到人的需要
[00:04:57.260 --> 00:04:59.900]  那麼這個愛自己是好的
[00:04:59.900 --> 00:05:01.780]  如果你想到自己的難過
[00:05:01.780 --> 00:05:03.900]  就不想其他人這樣的難過
[00:05:03.900 --> 00:05:06.980]  主耶穌說愛人好像你愛自己的話
[00:05:06.980 --> 00:05:10.500]  你就成爲耶穌所要求的一個人
[00:05:10.500 --> 00:05:13.820]  但是如果你專愛自己
[00:05:13.820 --> 00:05:16.540]  問題在於專這個字你明白意思嗎
[00:05:16.540 --> 00:05:18.500]  我不是要大家愛自己
[00:05:18.500 --> 00:05:21.020]  我們的主也不是要我們不愛自己
[00:05:21.020 --> 00:05:22.060]  放棄自己
[00:05:22.060 --> 00:05:22.980]  虐待自己
[00:05:22.980 --> 00:05:23.740]  不是
[00:05:23.740 --> 00:05:25.580]  我們愛自己你也可以愛自己
[00:05:25.580 --> 00:05:30.100]  不過請你第一不要專愛自己
[00:05:30.100 --> 00:05:32.420]  不單單愛自己
[00:05:32.420 --> 00:05:33.780]  這個是罪的來源
[00:05:33.780 --> 00:05:34.300]  第二
[00:05:34.300 --> 00:05:35.740]  如果你愛自己的話
[00:05:35.740 --> 00:05:37.700]  就用你愛自己這樣的愛
[00:05:37.700 --> 00:05:39.260]  去愛其他人吧
[00:05:39.260 --> 00:05:43.180]  這個就是我們在這個幕後的時代
[00:05:43.180 --> 00:05:46.700]  這個環境當中所看到的情況
[00:05:46.700 --> 00:05:47.660]  這個第一方面
[00:05:47.660 --> 00:05:49.180]  那麼第二個呢
[00:05:49.180 --> 00:05:50.380]  我們剛纔不是說嗎
[00:05:50.380 --> 00:05:51.540]  我們一直念下去的時候
[00:05:51.540 --> 00:05:52.540]  哎呀我想到那個人
[00:05:52.540 --> 00:05:54.420]  我想到辦公室那個人
[00:05:54.420 --> 00:05:55.580]  我想到了
[00:05:55.580 --> 00:05:57.260]  哎呀這個二人種相
[00:05:57.260 --> 00:05:58.300]  我也想到了
[00:05:58.300 --> 00:06:00.780]  那個電視機裏面看到那些
[00:06:00.780 --> 00:06:03.540]  新聞的時候那些事情
[00:06:03.540 --> 00:06:06.900]  我們立刻想到很多很共鳴很共鳴很共鳴
[00:06:06.900 --> 00:06:09.380]  但是我告訴你第五節說
[00:06:09.380 --> 00:06:11.980]  其中還有一個有金錢的形式
[00:06:11.980 --> 00:06:13.820]  但是沒有裏面金錢的能力
[00:06:13.820 --> 00:06:17.660]  這裏講到基督徒啊
[00:06:17.660 --> 00:06:18.940]  信教的人啊
[00:06:18.940 --> 00:06:20.500]  你不要這手指麻
[00:06:20.500 --> 00:06:22.500]  指到了外面外面那些人那些人
[00:06:22.500 --> 00:06:23.220]  那些不信的人
[00:06:23.220 --> 00:06:23.980]  你看那個社會
[00:06:23.980 --> 00:06:25.460]  大多麼墮落
[00:06:25.460 --> 00:06:27.380]  現在我聖經很有意思的
[00:06:27.380 --> 00:06:29.980]  保羅說我們也有份啊
[00:06:29.980 --> 00:06:31.500]  你不要單單指其他人
[00:06:31.500 --> 00:06:33.580]  有時候你也要看看你們自己
[00:06:33.580 --> 00:06:34.740]  我們自己
[00:06:34.740 --> 00:06:36.380]  我們因爲在這樣的
[00:06:36.380 --> 00:06:38.780]  墮落的社會里面的時候
[00:06:38.780 --> 00:06:40.740]  我們在教會里面
[00:06:40.740 --> 00:06:43.100]  甚至我們已經信了主的人
[00:06:43.100 --> 00:06:45.620]  有時候我們也難免的
[00:06:45.620 --> 00:06:47.540]  受到同樣的掩護
[00:06:47.540 --> 00:06:48.980]  同樣的染污的時候
[00:06:48.980 --> 00:06:51.220]  我們的生命也跟他們一樣
[00:06:51.220 --> 00:06:53.780]  這個是特別特別要小心的
[00:06:53.780 --> 00:06:55.300]  所以這裏聖經所講的
[00:06:55.300 --> 00:06:57.140]  不是單單是其他的人
[00:06:57.140 --> 00:07:00.100]  你指頭不要單單指着其他的人
[00:07:00.100 --> 00:07:01.900]  聖經提醒我們
[00:07:01.900 --> 00:07:03.740]  你跟我在主的面前
[00:07:03.740 --> 00:07:05.820]  也要這樣的一個
[00:07:05.820 --> 00:07:08.580]  好好的自我的反思
[00:07:08.580 --> 00:07:10.340]  無論如何我們說
[00:07:10.340 --> 00:07:12.140]  這樣的一個社會
[00:07:12.140 --> 00:07:13.940]  我念下去我們的共鳴
[00:07:13.940 --> 00:07:15.060]  就表示了
[00:07:15.060 --> 00:07:16.980]  現在我們所面對的社會
[00:07:16.980 --> 00:07:19.380]  好像聖經裏面所說的這樣的情況
[00:07:19.380 --> 00:07:22.100]  是令我們很失望的一個社會
[00:07:22.100 --> 00:07:23.860]  我相信這樣的感覺
[00:07:23.860 --> 00:07:25.620]  你跟我都有
[00:07:25.620 --> 00:07:26.820]  我們每天的生活裏面
[00:07:26.820 --> 00:07:29.220]  覺得這個世界實在
[00:07:29.220 --> 00:07:32.980]  太不像樣了
[00:07:32.980 --> 00:07:35.300]  太令我們失望了
[00:07:35.300 --> 00:07:36.580]  對不對
[00:07:36.580 --> 00:07:37.460]  是的
[00:07:37.460 --> 00:07:39.300]  這個是聖經要我們
[00:07:39.300 --> 00:07:41.180]  所知道的情況
[00:07:41.180 --> 00:07:44.140]  不過我看最重要的還是
[00:07:44.140 --> 00:07:45.460]  從第十節
[00:07:45.460 --> 00:07:48.340]  一直到第一章的第十七節
[00:07:48.340 --> 00:07:50.340]  這八節的聖經裏面
[00:07:50.340 --> 00:07:51.740]  我們更要問的是
[00:07:51.740 --> 00:07:54.100]  我們作爲屬神的人
[00:07:54.100 --> 00:07:55.220]  我們作爲基督徒
[00:07:55.220 --> 00:07:57.500]  我們怎樣去應付
[00:07:57.500 --> 00:08:00.540]  去回應這樣的一個時代
[00:08:00.540 --> 00:08:02.420]  除了單單是埋怨
[00:08:02.420 --> 00:08:04.020]  除了單單是失望
[00:08:04.020 --> 00:08:06.580]  除了單單是每天的覺得這個
[00:08:06.580 --> 00:08:09.460]  太不像樣這樣的一種批評以外
[00:08:09.460 --> 00:08:11.740]  我們有什麼
[00:08:11.740 --> 00:08:13.660]  聖經的教訓跟真理
[00:08:13.660 --> 00:08:15.820]  提醒我們怎樣去面對
[00:08:15.820 --> 00:08:17.540]  這個纔是重要的
[00:08:17.540 --> 00:08:19.860]  如果我們看這一段的聖經
[00:08:19.860 --> 00:08:21.660]  第十節到十七節裏面
[00:08:21.660 --> 00:08:23.420]  我們看到
[00:08:23.420 --> 00:08:26.140]  最主要的聖經給我們三個
[00:08:26.140 --> 00:08:28.900]  很重要要我們留意的地方
[00:08:28.900 --> 00:08:32.660]  我就很簡單的跟大家來分享一下
[00:08:32.660 --> 00:08:34.620]  第一個
[00:08:34.620 --> 00:08:37.260]  第一個我們怎麼面對這樣的情況呢
[00:08:37.260 --> 00:08:38.700]  除了失望以外
[00:08:38.700 --> 00:08:40.700]  聖經第一個告訴我們說
[00:08:40.700 --> 00:08:44.740]  這樣的情況是可以預料的了
[00:08:44.740 --> 00:08:46.300]  你不要以爲驚奇
[00:08:46.300 --> 00:08:49.340]  大家還記得比較前述第十章十二節裏面說
[00:08:49.340 --> 00:08:51.300]  我們有火
[00:08:51.300 --> 00:08:54.300]  好像火箭的撕裂臨到我們
[00:08:54.300 --> 00:08:55.220]  受苦的時候
[00:08:55.220 --> 00:08:58.100]  我們不要以爲驚奇
[00:08:58.100 --> 00:08:58.980]  不要怕
[00:08:58.980 --> 00:09:00.260]  也不要覺得很奇怪
[00:09:00.260 --> 00:09:03.060]  因爲這個根本是我們可以預料的
[00:09:03.060 --> 00:09:05.820]  就好像聖經裏面第一節剛纔說了
[00:09:05.820 --> 00:09:08.900]  末後的時期來到的時候
[00:09:08.900 --> 00:09:10.340]  必有這樣的情況
[00:09:10.340 --> 00:09:12.220]  必有
[00:09:12.220 --> 00:09:14.500]  還有十二節
[00:09:14.500 --> 00:09:15.740]  事實上
[00:09:15.740 --> 00:09:17.460]  其實保羅說
[00:09:17.460 --> 00:09:19.620]  所有立志在耶穌裏
[00:09:19.620 --> 00:09:27.140]  盡前到日的生活的都必遭受劈壞
[00:09:27.140 --> 00:09:28.540]  這個就是我們
[00:09:28.540 --> 00:09:30.580]  聖經告訴我們的
[00:09:30.580 --> 00:09:31.820]  這樣的日子
[00:09:31.820 --> 00:09:33.180]  這樣的情況
[00:09:33.180 --> 00:09:35.260]  我們可以預料的
[00:09:35.260 --> 00:09:38.020]  你不要常常問爲什麼這樣差
[00:09:38.020 --> 00:09:39.300]  爲什麼越來越差
[00:09:39.300 --> 00:09:41.220]  這個社會真的變成這個樣子
[00:09:41.220 --> 00:09:43.220]  那批人爲什麼這樣講話
[00:09:43.220 --> 00:09:45.180]  這個事情怎麼會發生
[00:09:45.180 --> 00:09:45.660]  對
[00:09:45.660 --> 00:09:47.180]  這是令我們很難過的
[00:09:47.180 --> 00:09:49.020]  但是聖經第一個回答就是說
[00:09:49.020 --> 00:09:50.860]  這個是必然的
[00:09:50.860 --> 00:09:52.540]  你不要以爲驚奇
[00:09:52.540 --> 00:09:53.860]  這個是必然的
[00:09:53.860 --> 00:09:56.540]  事實上
[00:09:56.540 --> 00:09:59.740]  我們歷代歷史二千年前是這樣
[00:09:59.740 --> 00:10:02.140]  現在也是這樣
[00:10:02.140 --> 00:10:04.300]  可能現在比那個時候更差
[00:10:04.300 --> 00:10:06.260]  不過有時候我們的時代
[00:10:06.260 --> 00:10:08.380]  坦白說我也覺得
[00:10:08.380 --> 00:10:09.780]  說句實話
[00:10:09.780 --> 00:10:11.900]  現在我們所面對的社會
[00:10:11.900 --> 00:10:14.780]  也不一定是歷代最差的了
[00:10:14.780 --> 00:10:15.580]  對不對
[00:10:15.580 --> 00:10:18.180]  你想到我們的
[00:10:18.180 --> 00:10:19.820]  早父早母一輩的
[00:10:19.820 --> 00:10:23.060]  在那個中越礦戰那個八年的時候所受的
[00:10:23.060 --> 00:10:24.860]  還要更可怕對不對
[00:10:24.860 --> 00:10:26.620]  有時候我們回到
[00:10:26.620 --> 00:10:30.060]  甚至我們回到保羅那個時候的時候
[00:10:30.060 --> 00:10:33.220]  新耶穌的人都被逼迫
[00:10:33.220 --> 00:10:35.340]  甚至生命都沒有的時候
[00:10:35.340 --> 00:10:38.500]  我相信他們講的時候對我們來說
[00:10:38.500 --> 00:10:41.460]  他們比我們還要難對不對
[00:10:41.460 --> 00:10:43.060]  這個問題
[00:10:43.060 --> 00:10:45.860]  爲什麼要拿出來講呢
[00:10:45.860 --> 00:10:48.060]  因爲聖經說
[00:10:48.060 --> 00:10:51.340]  金錢生活的人
[00:10:51.340 --> 00:10:54.020]  都必受這樣的迫害
[00:10:54.020 --> 00:10:54.860]  這個第一個
[00:10:54.860 --> 00:10:57.940]  就是說現在我們要問最重要的問題就是
[00:10:57.940 --> 00:10:59.660]  一個有信仰的人
[00:10:59.660 --> 00:11:00.860]  基督徒
[00:11:00.860 --> 00:11:02.580]  跟一個沒有信仰的人
[00:11:02.580 --> 00:11:05.460]  面對這樣的社會有什麼不同
[00:11:05.460 --> 00:11:06.860]  現在我們要回答這個問題
[00:11:06.860 --> 00:11:09.940]  聖經也給我們要回答這個問題
[00:11:09.940 --> 00:11:13.020]  因爲這樣一個世界坦白說
[00:11:13.020 --> 00:11:16.420]  沒有信仰的人也同樣的受苦對不對
[00:11:16.420 --> 00:11:18.900]  他們同樣給人批評
[00:11:18.900 --> 00:11:22.100]  同樣的給人有迫害
[00:11:22.100 --> 00:11:24.100]  他們同樣的受了這個
[00:11:24.100 --> 00:11:26.740]  這個世界人的自私自利的那種的
[00:11:26.740 --> 00:11:28.420]  傷害
[00:11:28.420 --> 00:11:29.580]  同樣的
[00:11:29.580 --> 00:11:30.700]  不過
[00:11:30.700 --> 00:11:32.420]  聖經講了
[00:11:32.420 --> 00:11:34.380]  我們有信仰的人
[00:11:34.380 --> 00:11:37.260]  跟他們有什麼不同
[00:11:37.260 --> 00:11:38.780]  我看這段聖經裏面
[00:11:38.780 --> 00:11:40.860]  我們可以說兩方面
[00:11:40.860 --> 00:11:45.180]  一個我們比他們更難
[00:11:45.180 --> 00:11:47.700]  在另一方面
[00:11:47.700 --> 00:11:48.700]  等一下告訴大家
[00:11:48.700 --> 00:11:49.500]  聖經也告訴我們
[00:11:49.500 --> 00:11:52.620]  我們比他們更容易
[00:11:52.620 --> 00:11:53.900]  你說很矛盾嗎
[00:11:53.900 --> 00:11:56.300]  是的看看你從哪個角度來看
[00:11:56.300 --> 00:11:56.860]  第一
[00:11:56.860 --> 00:11:58.580]  這裏就十二節剛纔說了
[00:11:58.580 --> 00:11:59.060]  第一
[00:11:59.060 --> 00:12:01.580]  這樣必然來到的這樣的
[00:12:01.580 --> 00:12:05.900]  的難過的痛苦的那個迫害
[00:12:05.900 --> 00:12:07.180]  我們說
[00:12:07.180 --> 00:12:09.180]  金錢生活的人
[00:12:09.180 --> 00:12:10.700]  就是我們基督徒
[00:12:10.700 --> 00:12:11.980]  是特別困難
[00:12:11.980 --> 00:12:12.900]  有沒有特別困難
[00:12:12.900 --> 00:12:13.620]  有
[00:12:13.620 --> 00:12:14.620]  有緣緣的
[00:12:14.620 --> 00:12:16.220]  我們比他們特別困難
[00:12:16.220 --> 00:12:16.820]  不知
[00:12:16.820 --> 00:12:17.580]  當然
[00:12:17.580 --> 00:12:19.860]  保羅那個時候他的更加困難
[00:12:19.860 --> 00:12:21.020]  因爲你信耶穌的時候
[00:12:21.020 --> 00:12:21.980]  別人在逼迫你
[00:12:21.980 --> 00:12:23.300]  現在有些國家
[00:12:23.300 --> 00:12:24.340]  你信耶穌的時候
[00:12:24.340 --> 00:12:25.620]  有受到人的逼迫
[00:12:25.620 --> 00:12:26.660]  這個是很事實
[00:12:26.660 --> 00:12:28.500]  但是我們在香港這個地方
[00:12:28.500 --> 00:12:30.180]  有時候我不一定
[00:12:30.180 --> 00:12:31.540]  感到這樣的情況
[00:12:31.540 --> 00:12:32.180]  對不對
[00:12:32.180 --> 00:12:33.420]  我們的信耶穌的
[00:12:33.420 --> 00:12:34.140]  你的同事
[00:12:34.140 --> 00:12:35.020]  你的朋友
[00:12:35.020 --> 00:12:36.300]  不一定給你們一個很
[00:12:36.300 --> 00:12:37.380]  很厲害的逼迫
[00:12:37.380 --> 00:12:38.060]  有時候
[00:12:38.060 --> 00:12:39.140]  風起兩駒
[00:12:39.140 --> 00:12:40.500]  但是沒算什麼
[00:12:40.500 --> 00:12:41.300]  對不對
[00:12:41.300 --> 00:12:42.780]  拿你開玩笑一下
[00:12:42.780 --> 00:12:44.420]  拿你的信仰來開一點玩笑
[00:12:44.420 --> 00:12:45.900]  也算得不什麼
[00:12:45.900 --> 00:12:48.500]  我們說不是這樣的一種
[00:12:48.500 --> 00:12:50.700]  更深刻的一個問題就是
[00:12:50.700 --> 00:12:52.100]  因爲我們
[00:12:52.100 --> 00:12:53.700]  金錢的生活
[00:12:53.700 --> 00:12:55.900]  我們有我們的標準
[00:12:55.900 --> 00:12:57.060]  我們有我們的
[00:12:57.060 --> 00:13:00.500]  神要求我們做人的標準的時候
[00:13:00.500 --> 00:13:02.140]  我們跟那些不信的人
[00:13:02.140 --> 00:13:03.620]  他們沒有這種標準的時候
[00:13:03.620 --> 00:13:05.460]  面對同樣的一種的
[00:13:05.460 --> 00:13:06.940]  挑戰跟同樣的一種
[00:13:06.940 --> 00:13:08.180]  傷害的時候
[00:13:08.180 --> 00:13:09.180]  我們
[00:13:09.180 --> 00:13:11.700]  有時候要付更大的代價
[00:13:11.700 --> 00:13:13.500]  來面對
[00:13:13.500 --> 00:13:15.860]  來相處
[00:13:15.860 --> 00:13:17.300]  這個很明顯的
[00:13:17.300 --> 00:13:18.260]  很明顯的
[00:13:18.260 --> 00:13:19.740]  那些不信的人
[00:13:19.740 --> 00:13:21.260]  他受人家的傷害
[00:13:21.260 --> 00:13:23.260]  他一肚子火
[00:13:23.260 --> 00:13:25.260]  他在傷害其他人
[00:13:25.260 --> 00:13:25.780]  對吧
[00:13:25.780 --> 00:13:26.700]  你傷害我
[00:13:26.700 --> 00:13:28.580]  我得拿其他人出氣
[00:13:28.580 --> 00:13:29.580]  出了氣以後
[00:13:29.580 --> 00:13:31.100]  心裏面就好過一點
[00:13:31.100 --> 00:13:32.940]  我們基督徒不能這樣做啊
[00:13:32.940 --> 00:13:33.980]  也不會這樣做
[00:13:33.980 --> 00:13:35.140]  對不對
[00:13:35.140 --> 00:13:36.660]  那些如果沒有信仰的人
[00:13:36.660 --> 00:13:37.820]  他們沒有這樣的
[00:13:37.820 --> 00:13:38.860]  一個標準的時候
[00:13:38.860 --> 00:13:40.460]  人家騙了我的錢
[00:13:40.460 --> 00:13:40.900]  好
[00:13:40.900 --> 00:13:43.300]  我想辦法從人這裏再騙回來
[00:13:43.300 --> 00:13:44.260]  補中一哈
[00:13:44.260 --> 00:13:44.740]  對吧
[00:13:44.740 --> 00:13:46.540]  哎 沒事了
[00:13:46.540 --> 00:13:48.780]  但是我們基督徒沒有這樣做的
[00:13:48.780 --> 00:13:50.300]  我也不這樣做
[00:13:50.300 --> 00:13:51.260]  所以我們
[00:13:51.260 --> 00:13:53.300]  所面對的一個挑戰更難
[00:13:53.300 --> 00:13:54.180]  因爲我們
[00:13:54.180 --> 00:13:57.180]  所面對人家的手法這樣乾的時候
[00:13:57.180 --> 00:13:59.180]  不信的人可以用同樣的手法
[00:13:59.180 --> 00:14:01.100]  牙拔牙的對付他
[00:14:01.100 --> 00:14:02.900]  但是我們不做
[00:14:02.900 --> 00:14:04.340]  我們不做
[00:14:04.340 --> 00:14:06.020]  我們主耶穌用了一個
[00:14:06.020 --> 00:14:07.340]  一個形容啊
[00:14:07.340 --> 00:14:08.580]  如果你聽清楚的時候
[00:14:08.580 --> 00:14:11.020]  有時候是蠻恐怖的
[00:14:11.020 --> 00:14:11.900]  主耶穌說我
[00:14:11.900 --> 00:14:14.820]  說我派你們去到那些不信的人當中
[00:14:14.820 --> 00:14:17.060]  就好像什麼
[00:14:17.060 --> 00:14:19.980]  羊進了狼羣之中啊
[00:14:19.980 --> 00:14:20.780]  你聽清楚了
[00:14:20.780 --> 00:14:22.100]  你想想那個圖畫
[00:14:22.100 --> 00:14:23.900]  不是狼進到羊當中啊
[00:14:23.900 --> 00:14:25.540]  狼進到羊當中就好了
[00:14:25.540 --> 00:14:27.060]  叫這個 掐這個
[00:14:27.060 --> 00:14:27.980]  對吧
[00:14:27.980 --> 00:14:31.100]  是羊進到狼羣當中了
[00:14:31.100 --> 00:14:32.420]  哇
[00:14:32.420 --> 00:14:34.340]  死定了
[00:14:34.340 --> 00:14:36.380]  耶穌有警告我們說
[00:14:36.380 --> 00:14:37.660]  你看我們就是這樣
[00:14:37.660 --> 00:14:39.180]  我們是羊哦
[00:14:39.180 --> 00:14:40.980]  我們有我們的原則
[00:14:40.980 --> 00:14:43.420]  我們虔誠生活的人
[00:14:43.420 --> 00:14:44.740]  進到他們中間的時候
[00:14:44.740 --> 00:14:46.660]  是受虧損的
[00:14:46.660 --> 00:14:47.820]  我是受虧損的
[00:14:47.820 --> 00:14:49.140]  我們不能好像其他人這樣
[00:14:49.140 --> 00:14:50.580]  以牙還牙的報仇啊
[00:14:50.580 --> 00:14:51.460]  或者用其他的
[00:14:51.460 --> 00:14:53.740]  髮絲在人家身上
[00:14:53.740 --> 00:14:54.940]  沒有這樣的
[00:14:54.940 --> 00:14:56.300]  所以我們
[00:14:56.300 --> 00:14:58.180]  比較他們是更難的
[00:14:58.180 --> 00:14:59.980]  事實上是更難的
[00:14:59.980 --> 00:15:01.660]  所以如果要
[00:15:01.660 --> 00:15:04.340]  立志要這樣的過日子的話
[00:15:04.340 --> 00:15:07.060]  我們是準備
[00:15:07.060 --> 00:15:09.420]  知道必然受苦的
[00:15:09.420 --> 00:15:10.820]  所以這個是第一個
[00:15:10.820 --> 00:15:14.300]  你不要以爲驚奇
[00:15:14.300 --> 00:15:16.260]  我們面對這個時代
[00:15:16.260 --> 00:15:18.020]  要付代價
[00:15:18.020 --> 00:15:19.900]  是理所當然的
[00:15:19.900 --> 00:15:21.300]  預料之中
[00:15:21.300 --> 00:15:22.420]  好
[00:15:22.420 --> 00:15:24.060]  這個就是更難的地方
[00:15:24.060 --> 00:15:24.980]  但是
[00:15:24.980 --> 00:15:27.380]  還有另外一個
[00:15:27.380 --> 00:15:30.620]  我們比那些沒有信仰的人
[00:15:30.620 --> 00:15:31.980]  更容易
[00:15:31.980 --> 00:15:33.300]  爲什麼
[00:15:33.300 --> 00:15:37.980]  因爲我們有榜樣可以看
[00:15:37.980 --> 00:15:41.060]  這裏就看到第十節
[00:15:41.060 --> 00:15:43.300]  當提莫泰可能看了
[00:15:43.300 --> 00:15:44.420]  下面九節的時候
[00:15:44.420 --> 00:15:45.580]  心裏面就很怕了
[00:15:45.580 --> 00:15:47.420]  大家也知道一下
[00:15:47.420 --> 00:15:48.580]  提莫泰那個背景
[00:15:48.580 --> 00:15:49.420]  他很年輕
[00:15:49.420 --> 00:15:51.220]  身體也可能比較軟弱
[00:15:51.220 --> 00:15:53.140]  他的性格還是比較軟弱一些
[00:15:53.140 --> 00:15:54.740]  年輕又軟弱一點的
[00:15:54.740 --> 00:15:57.100]  就面對這個困難更大
[00:15:57.100 --> 00:15:59.100]  更覺得不懂得怎麼面對的時候
[00:15:59.100 --> 00:15:59.940]  保羅說
[00:15:59.940 --> 00:16:01.940]  好 我給你一個
[00:16:01.940 --> 00:16:03.140]  一個提議
[00:16:03.140 --> 00:16:04.740]  你看我
[00:16:04.740 --> 00:16:05.900]  保羅不是驕傲
[00:16:05.900 --> 00:16:07.020]  但是保羅很真實
[00:16:07.020 --> 00:16:08.180]  因爲他是他的
