
[00:00:00.000 --> 00:00:03.680]  我們今天要一起來看十篇四十六篇
[00:01:36.360 --> 00:01:39.440]  現在這個整個的大自然災害越來越厲害了
[00:01:39.440 --> 00:01:42.520]  好像最近是不是北加州又在火燒
[00:01:42.520 --> 00:01:44.520]  有沒有
[00:01:44.520 --> 00:01:48.080]  好像是燒了三十幾個城鎮
[00:01:48.080 --> 00:01:50.080]  還在那邊繼續
[00:01:50.080 --> 00:01:51.360]  我們真不曉得
[00:01:51.360 --> 00:01:53.360]  丁同學們你真的很難想像
[00:01:53.360 --> 00:01:56.480]  是不是 這些的災難也許今天對你來講
[00:01:56.480 --> 00:01:58.000]  好像還很遙遠
[00:01:58.000 --> 00:02:01.840]  但是它什麼時候會發生 我們真的不知道
[00:02:01.840 --> 00:02:04.960]  但是跟你旁邊說 不要害怕
[00:02:04.960 --> 00:02:12.320]  詩人在這裡說 我們也不害怕
[00:02:12.320 --> 00:02:15.360]  如果這是一首詩歌的話 如果把它做出詩歌的話
[00:02:15.360 --> 00:02:19.200]  他就馬上到這個地方很鏗鏘有力的
[00:02:19.200 --> 00:02:21.200]  說 我們也不害怕
[00:02:22.960 --> 00:02:24.960]  那不單單是大自然的災禍
[00:02:24.960 --> 00:02:26.080]  你接著來看 好不好
[00:02:26.080 --> 00:02:28.640]  第七節 第六節
[00:02:28.640 --> 00:02:30.640]  第六節我們再來唸 預備 請
[00:02:30.640 --> 00:02:36.960]  外邦喧嚷 列國動搖 神發聲 地變融化
[00:02:36.960 --> 00:02:41.040]  這裡才講到說外邦喧嚷 列國動搖
[00:02:41.040 --> 00:02:43.280]  丁同學們今天是不是這樣的一個光景
[00:02:43.280 --> 00:02:47.120]  你看今天 透過這個Internet 透過網路的發達
[00:02:47.120 --> 00:02:49.440]  我們現在更容易掌握全世界的狀況
[00:02:49.440 --> 00:02:52.400]  也更帶來一個結果就是
[00:02:52.400 --> 00:02:56.240]  整個世界彼此在受影響 有沒有
[00:02:56.240 --> 00:02:58.240]  你看在四、五個月前
[00:02:58.240 --> 00:03:01.200]  香港在這裡整個開始示威
[00:03:01.200 --> 00:03:06.560]  上街上百萬的人 甚至聽說有兩百萬人上去的時候
[00:03:06.560 --> 00:03:12.320]  曾幾何時 最近哪個地方又發生類似的事情
[00:03:12.320 --> 00:03:14.080]  知不知道
[00:03:14.080 --> 00:03:16.880]  你們常常看手機都看什麼
[00:03:16.880 --> 00:03:19.040]  都在那邊打電動
[00:03:19.040 --> 00:03:23.680]  別人旁邊說不要打電動
[00:03:23.680 --> 00:03:27.840]  知不知道最近哪個地方又發生什麼事情
[00:03:27.840 --> 00:03:31.280]  美洲一個國家叫智利
[00:03:31.280 --> 00:03:35.040]  是不是 上百萬的人上街頭
[00:03:35.040 --> 00:03:38.160]  也是抗議
[00:03:38.160 --> 00:03:42.080]  就是你可以看見這個世界真的是動盪不安 對不對
[00:03:42.080 --> 00:03:45.040]  我還記得好幾個月前
[00:03:45.040 --> 00:03:47.760]  我們在禱告會裡面常常一直在為哪裡禱告
[00:03:47.760 --> 00:03:49.600]  為拉丁美洲禱告 為什麼呢
[00:03:49.600 --> 00:03:54.240]  因為委內瑞拉 還有瓜地馬拉
[00:03:54.240 --> 00:03:59.440]  還有洪都拉斯
[00:03:59.440 --> 00:04:02.160]  這幾個國家都發生
[00:04:02.160 --> 00:04:04.800]  因為政府的貪腐 因為等等的問題
[00:04:04.800 --> 00:04:06.960]  黑道橫行 帶來一個結果
[00:04:06.960 --> 00:04:08.400]  人民都想要出走
[00:04:08.400 --> 00:04:10.640]  所以很多的這些移民
[00:04:10.640 --> 00:04:12.880]  就從那個地方一直走到墨西哥 對不對
[00:04:12.880 --> 00:04:14.400]  還記得嗎
[00:04:14.400 --> 00:04:17.760]  川普總統想要把這個牆把它圍起來
[00:04:17.760 --> 00:04:21.040]  就是因為你可以看見這個世界哪個地方有
[00:04:21.040 --> 00:04:23.680]  哪個地方有平安
[00:04:23.680 --> 00:04:25.520]  到處都是問題是不是
[00:04:25.520 --> 00:04:27.760]  加州有地震
[00:04:27.760 --> 00:04:30.880]  那我們搬到哪裡去
[00:04:30.880 --> 00:04:33.360]  搬到德州去
[00:04:33.360 --> 00:04:37.360]  聽說那房子比較便宜
[00:04:37.360 --> 00:04:39.520]  德州有什麼
[00:04:39.520 --> 00:04:41.680]  有颶風
[00:04:41.680 --> 00:04:47.840]  聽說現在內華達州不錯
[00:04:47.840 --> 00:04:49.200]  怎麼樣
[00:04:49.200 --> 00:04:51.200]  太熱了
[00:04:51.200 --> 00:04:52.960]  脫冷是不是很好嘛 對不對
[00:04:52.960 --> 00:04:55.440]  天氣很涼快啊
[00:04:55.440 --> 00:04:59.280]  但是靠海
[00:04:59.280 --> 00:05:01.280]  丟著唄
[00:05:01.280 --> 00:05:06.960]  這個世界你會發現沒有一個地方沒有問題的
[00:05:06.960 --> 00:05:10.320]  所以四篇四十六篇非常貼切的說明了
[00:05:10.320 --> 00:05:13.200]  今天我們在這個地上面所會面臨的
[00:05:13.200 --> 00:05:15.360]  不管是天災不管是人禍
[00:05:15.360 --> 00:05:20.720]  這個天災人禍確實是這四十六篇當時候
[00:05:20.720 --> 00:05:24.480]  所要描述的它的背景
[00:05:24.480 --> 00:05:27.360]  因為當時候
[00:05:27.360 --> 00:05:30.400]  正在面臨到亞蘇帝國的侵略
[00:05:30.400 --> 00:05:33.040]  當時候這個亞蘇帝國興起
[00:05:33.040 --> 00:05:36.240]  所以亞蘇帝國鋪天蓋地他的軍隊
[00:05:36.240 --> 00:05:40.000]  來攻打猶大國
[00:05:40.000 --> 00:05:42.000]  所以在這種的情況之下
[00:05:42.000 --> 00:05:47.120]  詩人寫了這樣子的一個詩篇
[00:05:47.120 --> 00:05:48.160]  丟著唄
[00:05:48.160 --> 00:05:51.040]  我就想到說
[00:05:51.040 --> 00:05:54.720]  我記得台灣發生九二一大地震的時候
[00:05:54.720 --> 00:06:00.400]  我帶了兩個弟兄一起到台灣去救災
[00:06:00.400 --> 00:06:02.000]  那麼
[00:06:02.000 --> 00:06:04.560]  汶川大地震的時候
[00:06:04.560 --> 00:06:06.320]  我們當時候也帶了一個福音隊
[00:06:06.320 --> 00:06:10.000]  大概二十幾個人到中國去
[00:06:10.000 --> 00:06:11.680]  我們不知道能不能進去
[00:06:11.680 --> 00:06:13.840]  所以我們就先到了深圳
[00:06:13.840 --> 00:06:16.080]  到了深圳做完一個禮拜的迎會之後
[00:06:16.080 --> 00:06:19.600]  接著聽到消息告訴我們說可以去
[00:06:19.600 --> 00:06:22.640]  我們立馬就告訴大家說要去的
[00:06:22.640 --> 00:06:23.920]  大家舉個手
[00:06:23.920 --> 00:06:26.320]  然後就大概有將近差不多
[00:06:26.320 --> 00:06:28.800]  也是有一半多十幾個人
[00:06:28.800 --> 00:06:30.800]  就決定說我們就另外一個禮拜
[00:06:30.800 --> 00:06:34.880]  就到了汶川到四川去了
[00:06:34.880 --> 00:06:36.240]  尼泊爾大地震的時候
[00:06:36.240 --> 00:06:38.400]  我們聽到了我們很想去
[00:06:38.400 --> 00:06:40.640]  但是當時候不讓別人去
[00:06:40.640 --> 00:06:43.440]  但是當年的七月
[00:06:43.440 --> 00:06:45.360]  大概六月底七月的時候
[00:06:45.360 --> 00:06:48.640]  我們就要匯一個短訊隊去了
[00:06:48.640 --> 00:06:51.920]  我去了這些地震的地方真看見
[00:06:51.920 --> 00:06:55.920]  大自然的力量是這麼樣子的浩大
[00:06:55.920 --> 00:06:58.160]  你就看見那個山走山
[00:06:58.160 --> 00:07:04.480]  你就看見本來一個村莊整個就瓦解了
[00:07:04.480 --> 00:07:07.040]  弟兄姊妹
[00:07:07.040 --> 00:07:09.840]  這個世界有許多這一類的
[00:07:09.840 --> 00:07:14.480]  天災人禍不斷地在發生
[00:07:14.480 --> 00:07:17.760]  香港住在香港的人說
[00:07:17.760 --> 00:07:19.280]  他們一輩子從來沒想過
[00:07:19.280 --> 00:07:24.480]  香港會這樣子的光景
[00:07:24.480 --> 00:07:27.520]  我相信住在智利的人也是會這樣想
[00:07:27.520 --> 00:07:30.240]  智利相對來講在拉丁美洲
[00:07:30.240 --> 00:07:33.440]  算是一個比較安靜
[00:07:33.440 --> 00:07:37.040]  智利算是一個比較平常的一個社會
[00:07:37.040 --> 00:07:40.080]  我自己以前在Costa Rica學西班牙文的時候
[00:07:40.080 --> 00:07:45.200]  當時候我們也請了一個智利的一個家庭
[00:07:45.200 --> 00:07:51.440]  他的女兒在我們幫忙做一些家務事情
[00:07:51.440 --> 00:07:52.400]  不要誤會
[00:07:52.400 --> 00:07:54.320]  我們這個宣教室
[00:07:54.320 --> 00:07:58.160]  夫妻兩個人忙著讀書學語言
[00:07:58.160 --> 00:08:00.320]  每個人都會請他們當地的
[00:08:00.320 --> 00:08:05.200]  因為當地的勞工非常的便宜
[00:08:05.200 --> 00:08:07.600]  我就記得智利的爸爸
[00:08:07.600 --> 00:08:10.960]  就是一個很平祥很安和的一個
[00:08:10.960 --> 00:08:13.280]  可以看見他們的民族心
[00:08:13.280 --> 00:08:15.200]  但今天怎麼會這樣子呢
[00:08:15.200 --> 00:08:20.240]  上百萬人走上街頭在那邊抗議呢
[00:08:20.240 --> 00:08:21.840]  弟兄姊妹
[00:08:21.840 --> 00:08:24.800]  在這樣子的一個光景之下
[00:08:24.800 --> 00:08:30.080]  人心裡面會懼怕
[00:08:30.080 --> 00:08:34.480]  在面對這麼多人生當中的難處的時候
[00:08:34.480 --> 00:08:36.000]  可能我們今天沒有天才
[00:08:36.000 --> 00:08:37.280]  可能我們沒有這些戰爭
[00:08:37.280 --> 00:08:39.200]  可能我們沒有這些事情的發生
[00:08:39.200 --> 00:08:42.400]  但是弟兄姊妹
[00:08:42.400 --> 00:08:44.560]  可能我們家裡面的有人生病了
[00:08:44.560 --> 00:08:47.200]  可能你的爸爸媽媽生病了
[00:08:47.200 --> 00:08:48.720]  可能你自己去檢查
[00:08:48.720 --> 00:08:52.560]  最近檢查有一個陰影在肺部
[00:08:52.560 --> 00:08:54.400]  弟兄姊妹當你聽到這些消息的時候
[00:08:54.400 --> 00:08:56.560]  心裡會如何感覺
[00:08:56.560 --> 00:09:01.920]  會不會懼怕
[00:09:01.920 --> 00:09:05.200]  我不曉得你們現在年輕的孩子讀書怎麼樣
[00:09:05.200 --> 00:09:07.840]  我們以前讀書壓力很大
[00:09:07.840 --> 00:09:10.320]  有時候晚上睡不著覺
[00:09:10.320 --> 00:09:17.360]  生怕被當掉
[00:09:17.360 --> 00:09:19.440]  所以功課怕被當掉
[00:09:19.440 --> 00:09:21.920]  甚至判並不了業
[00:09:21.920 --> 00:09:25.840]  我自己以前在校園團體的一個團體主席
[00:09:25.840 --> 00:09:28.400]  他就沒有畢業
[00:09:28.400 --> 00:09:29.120]  我們都畢業了
[00:09:29.120 --> 00:09:33.520]  他還是繼續在學校裡面修課 補課
[00:09:33.520 --> 00:09:37.040]  因為當掉的太多了
[00:09:37.040 --> 00:09:43.840]  所以那個時候好希望世界末日大戰
[00:09:43.840 --> 00:09:47.360]  如果發生世界大戰爭的話就不用讀書了
[00:09:47.360 --> 00:09:51.600]  如果發生世界末日就不用讀書了
[00:09:51.600 --> 00:09:54.320]  我們人生當中有許多這一類的事情
[00:09:54.320 --> 00:09:57.120]  家庭的難處 有沒有難處
[00:09:57.120 --> 00:10:00.880]  有 夫妻的問題
[00:10:00.880 --> 00:10:05.200]  夫妻問題 小孩的問題
[00:10:05.200 --> 00:10:09.760]  在今天這個社會你會發現越來越困難了
[00:10:09.760 --> 00:10:13.360]  11月8號我們教會會有一個
[00:10:13.360 --> 00:10:16.160]  特別給父母親的一個聚會
[00:10:16.160 --> 00:10:21.600]  講到有一個法案叫做AB329
[00:10:21.600 --> 00:10:25.680]  就是加州教育局已經通過
[00:10:25.680 --> 00:10:27.600]  準備在執行的這樣一個法案
[00:10:27.600 --> 00:10:29.920]  告訴你的孩子各樣的一些
[00:10:29.920 --> 00:10:31.520]  該怎麼樣怎麼樣這些
[00:10:31.520 --> 00:10:33.360]  有關這些性行為的
[00:10:33.360 --> 00:10:36.880]  或者是LGBT的這些事情
[00:10:36.880 --> 00:10:39.280]  你可以看見我們今天生活在這一個時代裡面
[00:10:39.280 --> 00:10:44.880]  有很多的這些事情不斷地來不斷地來
[00:10:44.880 --> 00:10:46.960]  在這種情況之下
[00:10:46.960 --> 00:10:51.120]  人生當中有這麼多的難處
[00:10:51.120 --> 00:10:58.000]  怎麼樣子能夠過一個得勝的人生
[00:10:58.000 --> 00:11:04.000]  佛家說人生如苦海
[00:11:04.000 --> 00:11:11.680]  有一個作家梁啟超他說
[00:11:11.680 --> 00:11:16.160]  他說人生十之八九都是歷經
[00:11:16.160 --> 00:11:18.880]  十之八九都是歷經
[00:11:18.880 --> 00:11:22.160]  所以人生當中你會發現
[00:11:22.160 --> 00:11:24.560]  你總會碰到困難的
[00:11:24.560 --> 00:11:26.960]  有些人說我不需要上帝
[00:11:26.960 --> 00:11:31.360]  因為我都過得很好
[00:11:31.360 --> 00:11:33.760]  因為那些會信耶穌的
[00:11:33.760 --> 00:11:37.360]  要不然就是夫妻關係有問題
[00:11:37.360 --> 00:11:39.440]  或者是小孩子不聽話
[00:11:39.440 --> 00:11:41.040]  或者是考試失敗
[00:11:41.040 --> 00:11:43.040]  或者是失業或者是失婚
[00:11:43.040 --> 00:11:44.560]  反正我都不是
[00:11:44.560 --> 00:11:45.920]  所以我不需要上帝
[00:11:45.920 --> 00:11:52.080]  聽懂事嗎聽懂事沒事嗎
[00:11:52.080 --> 00:11:54.560]  我不知道你有沒有人問過你這個問題
[00:11:54.560 --> 00:11:56.720]  有人問我這個問題
[00:11:56.720 --> 00:11:59.200]  你猜我怎麼回答
[00:11:59.200 --> 00:12:04.640]  我說你一點都沒錯
[00:12:04.640 --> 00:12:07.440]  正因為我們碰到人生當中這麼多的問題
[00:12:07.440 --> 00:12:12.160]  所以我們才會看見我們需要上帝
[00:12:12.160 --> 00:12:14.240]  那你今天你沒有碰到問題
[00:12:14.240 --> 00:12:18.160]  是不是代表你一生都不會有問題
[00:12:18.160 --> 00:12:22.560]  不會的一定會碰到的
[00:12:22.560 --> 00:12:26.080]  人生當中你一定會碰到難處的
[00:12:26.080 --> 00:12:29.440]  總有一天難處會等到你的
[00:12:29.440 --> 00:12:32.560]  你說孟師你怎麼這樣講
[00:12:32.560 --> 00:12:33.920]  我不要欺騙你
[00:12:33.920 --> 00:12:35.520]  我告訴你從此之後
[00:12:35.520 --> 00:12:37.200]  白馬王子白雪公子
[00:12:37.200 --> 00:12:40.160]  從此過著幸福美滿的生活
[00:12:40.160 --> 00:12:43.280]  從此革命情勢一面大好
[00:12:43.280 --> 00:12:47.520]  從此你的人生一帆風順一路發
[00:12:47.520 --> 00:12:50.160]  中子妹有人跟你這樣講的話
[00:12:50.160 --> 00:12:52.640]  他是在欺騙你
[00:12:52.640 --> 00:12:55.360]  人生當中一定會有困難
[00:12:55.360 --> 00:12:57.680]  但是親愛的中子妹
[00:12:57.680 --> 00:13:01.440]  困難不可怕
[00:13:01.440 --> 00:13:03.280]  聖經裡面這一段聖經告訴我們
[00:13:03.280 --> 00:13:05.280]  怎麼樣子我們才能夠在
[00:13:05.280 --> 00:13:07.360]  各樣的難處的人生裡面
[00:13:07.360 --> 00:13:08.160]  我們能夠得勝
[00:13:08.160 --> 00:13:09.360]  你看第一節好不好
[00:13:09.360 --> 00:13:10.160]  第一節我們來練
[00:13:10.160 --> 00:13:14.640]  預備 請
[00:13:14.640 --> 00:13:16.160]  是我們的力量
[00:13:16.160 --> 00:13:20.560]  是我們在患難中隨時的幫助
[00:13:20.560 --> 00:13:22.160]  這一節聖經裡面
[00:13:22.160 --> 00:13:25.600]  一共在這個詩篇裡面出現了三次
[00:13:25.600 --> 00:13:26.720]  雖然不完全一樣
[00:13:26.720 --> 00:13:27.760]  但是我們來看好不好
[00:13:27.760 --> 00:13:28.960]  第一節
[00:13:28.960 --> 00:13:32.080]  我們再來看第七節
[00:13:32.080 --> 00:13:33.040]  第七節我們一起來練
[00:13:33.040 --> 00:13:33.920]  請
[00:13:33.920 --> 00:13:37.280]  萬軍之耶和華與我們同在
[00:13:37.280 --> 00:13:40.240]  雅各的神是我們的避難所
[00:13:40.240 --> 00:13:42.160]  最後十一節我們起來
[00:13:42.160 --> 00:13:45.680]  萬軍之耶和華與我們同在
[00:13:45.680 --> 00:13:49.040]  雅各的神是我們的避難所
[00:13:49.040 --> 00:13:49.840]  好 中子妹
[00:13:49.840 --> 00:13:51.120]  所以換句話說
[00:13:51.120 --> 00:13:53.040]  這三節聖經裡面告訴我們說
[00:13:53.040 --> 00:13:55.200]  我們在人生當中面臨各樣的難處
[00:13:55.200 --> 00:13:58.160]  我們怎麼樣子能夠得勝
[00:13:58.160 --> 00:14:04.640]  怎麼樣能得勝
[00:14:04.640 --> 00:14:08.080]  好 解經
[00:14:08.080 --> 00:14:10.400]  先看字面的好不好
[00:14:10.400 --> 00:14:13.280]  這三節聖經裡面重複出現的
[00:14:13.280 --> 00:14:14.880]  有沒有
[00:14:14.880 --> 00:14:21.840]  重複出現了什麼話
[00:14:21.840 --> 00:14:23.280]  神是我們的避難所
[00:14:23.280 --> 00:14:23.920]  還有呢
[00:14:23.920 --> 00:14:27.040]  還有哪個重複
[00:14:27.040 --> 00:14:29.680]  神與我們同在
[00:14:29.680 --> 00:14:30.240]  中子妹
[00:14:30.240 --> 00:14:31.840]  這是關鍵
[00:14:31.840 --> 00:14:33.600]  這是得勝的秘訣
[00:14:33.600 --> 00:14:35.680]  耶和華與我們同在
[00:14:35.680 --> 00:14:37.280]  祂是我們的避難所
[00:14:37.280 --> 00:14:39.600]  我們就不會懼怕
[00:14:39.600 --> 00:14:40.800]  再大的困難
[00:14:40.800 --> 00:14:41.440]  天塌了
[00:14:41.440 --> 00:14:46.720]  我們說天塌了誰擋
[00:14:46.720 --> 00:14:49.680]  高牧師
[00:14:49.680 --> 00:14:51.840]  張磊牧師
[00:14:51.840 --> 00:14:53.200]  你們哪一個高
[00:14:53.200 --> 00:14:55.520]  還有 宇康
[00:14:55.520 --> 00:14:57.360]  我是最矮的
[00:14:57.360 --> 00:14:59.440]  我們教父同工我是最矮的
[00:14:59.440 --> 00:15:00.880]  宇康最高是不是
[00:15:00.880 --> 00:15:04.960]  所以天塌了宇康去擋就好了
[00:15:04.960 --> 00:15:06.080]  中子妹
[00:15:06.080 --> 00:15:09.440]  你要有一個避難所
[00:15:09.440 --> 00:15:11.760]  人生當中一定要有一個避難所
[00:15:11.760 --> 00:15:15.760]  誰是我們的避難所呢
[00:15:15.760 --> 00:15:18.480]  神是我們的避難所
[00:15:18.480 --> 00:15:20.720]  如果神跟我們同在
[00:15:20.720 --> 00:15:27.040]  我們就不用去怕
[00:15:27.040 --> 00:15:28.080]  為什麼
[00:15:28.080 --> 00:15:33.040]  一步一步解釋
[00:15:33.040 --> 00:15:34.800]  你知道威斯理耶漢
[00:15:34.800 --> 00:15:38.320]  這個帶來一輪升島大復興的威斯理耶漢
[00:15:38.320 --> 00:15:42.160]  一生當中經歷過多少的難處
[00:15:42.160 --> 00:15:45.200]  他非常看重耶和華的同在
[00:15:45.200 --> 00:15:47.280]  在他臨終的時候
[00:15:47.280 --> 00:15:50.160]  他三次的重複
[00:15:50.160 --> 00:15:57.360]  神與我們同在
[00:15:57.360 --> 00:15:59.200]  馬丁路德在改教的時候
[00:15:59.200 --> 00:16:00.880]  面臨到這麼大的
[00:16:00.880 --> 00:16:03.920]  你看1517年馬丁路德改教
[00:16:03.920 --> 00:16:05.120]  他花了三年的時候
[00:16:05.120 --> 00:16:06.880]  他把九十五條的罪狀
[00:16:06.880 --> 00:16:09.280]  貼在這個威丁堡的門口
[00:16:09.280 --> 00:16:12.320]  然後從此就產生了他跟教廷
[00:16:12.320 --> 00:16:13.360]  跟教皇
[00:16:13.360 --> 00:16:16.080]  還有這些教會的領袖的一個抗爭
[00:16:16.080 --> 00:16:20.080]  三年的時間跟他們爭辯到1520年的時候
[00:16:20.080 --> 00:16:21.680]  他面臨到極大的壓力
[00:16:21.680 --> 00:16:26.640]  外面這些甚至都已經是要追殺他的
[00:16:26.640 --> 00:16:28.640]  在這種情況之下
[00:16:28.640 --> 00:16:32.160]  他又聽到他自己因為改信新教的
[00:16:32.160 --> 00:16:35.440]  就是改教之後改信新教的一個弟兄
[00:16:35.440 --> 00:16:38.400]  他結果因為信了新教
[00:16:38.400 --> 00:16:41.520]  結果被燒死了
[00:16:41.520 --> 00:16:44.720]  被抓到之後被燒死了
[00:16:44.720 --> 00:16:48.000]  當時候他自己的妻子又懷孕
[00:16:48.000 --> 00:16:50.320]  生了第二個孩子
[00:16:50.320 --> 00:16:52.400]  在這樣子的一個情況之下
[00:16:52.400 --> 00:16:57.200]  內外可以說許多的壓力在他的身上
[00:16:57.200 --> 00:17:02.080]  在這個時候他說什麼
[00:17:02.080 --> 00:17:04.320]  他作了這一首詩歌
[00:17:04.320 --> 00:17:09.360]  就說上帝是我的堅固保障
[00:17:09.360 --> 00:17:11.360]  會唱這首歌嗎
[00:17:11.360 --> 00:17:16.080]  上帝是我堅固保障
[00:17:16.080 --> 00:17:18.080]  有唱過嗎
[00:17:18.080 --> 00:17:21.840]  這首歌被翻譯成七十多種的語言
[00:17:21.840 --> 00:17:23.840]  在當時候可以說
[00:17:23.840 --> 00:17:25.840]  宗教改革的那個年代
[00:17:25.840 --> 00:17:29.280]  稱它為是宗教改革的國歌
[00:17:29.280 --> 00:17:31.280]  意思就是說這首歌
[00:17:31.280 --> 00:17:33.840]  是當時候大家最普遍流行唱的
[00:17:33.840 --> 00:17:39.120]  軍隊出去的時候唱這首歌
[00:17:39.120 --> 00:17:43.120]  這首歌裡面就講到就是用詩篇46篇
[00:17:43.120 --> 00:17:45.120]  上帝是我們堅固的保障
[00:17:45.120 --> 00:17:47.120]  祂是我們的避難所
[00:17:47.120 --> 00:17:48.480]  祂是我們的幫助
[00:17:48.480 --> 00:17:50.480]  祂是我們患難中隨時的幫助
[00:17:50.480 --> 00:17:52.480]  祂是我們的力量
[00:17:52.480 --> 00:17:54.480]  Amen
[00:17:54.480 --> 00:17:59.040]  有一次
[00:17:59.040 --> 00:18:01.920]  當時候義大利興起來的時候
[00:18:01.920 --> 00:18:08.400]  義大利攻打北非的一個國家叫埃及阿波
[00:18:08.400 --> 00:18:10.400]  這一王國
[00:18:10.400 --> 00:18:12.400]  那麼打到一個地步
[00:18:12.400 --> 00:18:16.880]  這個國家幾乎可以說要亡了
[00:18:16.880 --> 00:18:19.600]  當時候的這個國家的國王
[00:18:19.600 --> 00:18:21.600]  也沒有辦法他就逃
[00:18:21.600 --> 00:18:23.600]  逃到英國去
[00:18:23.600 --> 00:18:27.440]  在英國他組成了一個流亡政府
[00:18:27.440 --> 00:18:30.800]  有一天他的一個將軍來拜訪他
[00:18:30.800 --> 00:18:33.200]  就問他說
[00:18:33.200 --> 00:18:35.200]  皇帝啊
[00:18:35.200 --> 00:18:39.200]  我們接下來你有什麼計畫嗎
[00:18:39.200 --> 00:18:43.520]  你有什麼樣子能夠復國的計畫有沒有
[00:18:43.520 --> 00:18:46.560]  當他問了這句話之後
[00:18:46.560 --> 00:18:51.680]  這個埃及阿波的皇帝
[00:18:51.680 --> 00:18:57.440]  他叫做賽拉西
[00:18:57.440 --> 00:18:59.440]  他說了這句話
[00:18:59.440 --> 00:19:02.480]  他說將軍請你不要忘記
[00:19:02.480 --> 00:19:05.120]  上帝仍然活著
[00:19:05.120 --> 00:19:07.120]  有了祂的同在
[00:19:07.120 --> 00:19:09.760]  必定轉敗為勝
[00:19:09.760 --> 00:19:11.760]  Amen
[00:19:12.640 --> 00:19:16.640]  跟你旁邊說神同在你就得勝
[00:19:16.640 --> 00:19:23.600]  丟準備
[00:19:23.600 --> 00:19:26.560]  上帝的同在
[00:19:26.560 --> 00:19:29.760]  是我們今天人生得勝的秘訣
[00:19:29.760 --> 00:19:33.600]  上帝的同在是我們能夠轉敗為勝的秘訣
[00:19:33.600 --> 00:19:37.040]  上帝的同在是我們面對到各樣的難處的時候
[00:19:37.040 --> 00:19:38.560]  我們不會懼怕的原因
[00:19:38.560 --> 00:19:40.560]  Amen
[00:19:43.520 --> 00:19:45.920]  但是丟準備你可能會想說
[00:19:45.920 --> 00:19:48.640]  剛才已經有人說了
[00:19:48.640 --> 00:19:50.640]  怎麼樣子有上帝的同在
[00:19:50.640 --> 00:19:54.080]  怎麼樣子有上帝的同在
[00:19:54.080 --> 00:19:57.600]  我們怎麼能夠在面對到這麼多的難處的時候
[00:19:57.600 --> 00:19:58.960]  當困難來的時候
[00:19:58.960 --> 00:20:02.720]  我們有這種把握上帝與我同在呢
[00:20:02.720 --> 00:20:04.080]  我們來看
[00:20:04.080 --> 00:20:06.080]  請你看第十節好不好
[00:20:10.480 --> 00:20:12.720]  好我們從第八節來練好了
[00:20:12.720 --> 00:20:14.720]  第八節到第十節
[00:20:14.720 --> 00:20:17.760]  第八節到第十節
[00:20:17.760 --> 00:20:19.200]  來預備請
[00:20:19.200 --> 00:20:22.320]  你們來看耶和華的作為
[00:20:22.320 --> 00:20:25.600]  看他死地怎樣荒涼
[00:20:25.600 --> 00:20:27.440]  他只騎刀兵
[00:20:27.440 --> 00:20:29.280]  遲到第幾
[00:20:29.280 --> 00:20:31.120]  他折弓斷槍
[00:20:31.120 --> 00:20:34.000]  把戰車焚燒在火中
