
[00:00:00.000 --> 00:00:04.400]  跟風不一定是一件不好的事
[00:05:12.200 --> 00:05:15.800]  我們的上帝的確是值得我們盡心盡力
[00:05:15.800 --> 00:05:17.600]  去愛祂
[00:05:17.600 --> 00:05:19.600]  無論你是坐還是睡
[00:05:19.600 --> 00:05:24.600]  都要去宣告這個訊息
[00:05:24.600 --> 00:05:26.000]  被洗腦的人
[00:05:26.000 --> 00:05:27.200]  給我的感覺是什麼呢
[00:05:27.200 --> 00:05:28.400]  小孩子
[00:05:28.400 --> 00:05:30.600]  當然不是每個人都這麼容易洗腦
[00:05:30.600 --> 00:05:32.000]  不過我們擔心一點
[00:05:32.000 --> 00:05:34.600]  因為我們小孩子讀書就是寄東西
[00:05:34.600 --> 00:05:38.200]  未有通識的時候每個人都不思考
[00:05:38.200 --> 00:05:40.200]  就是寄東西
[00:05:40.200 --> 00:05:41.600]  有時候你會覺得
[00:05:41.600 --> 00:05:43.400]  大人都會被洗腦
[00:05:43.400 --> 00:05:45.000]  多少大人被洗腦
[00:05:45.000 --> 00:05:46.600]  好有學識的人都被洗腦
[00:05:46.600 --> 00:05:48.000]  以為錢就是全能
[00:05:48.000 --> 00:05:49.400]  以為錢是萬能
[00:05:49.400 --> 00:05:51.600]  所以好多好有學識的人都會做錯事
[00:05:51.600 --> 00:05:53.000]  去偷東西
[00:05:53.000 --> 00:05:56.200]  前途盡毀
[00:05:56.200 --> 00:05:58.400]  所以洗腦不一定是
[00:05:58.400 --> 00:06:00.400]  目不識丁
[00:06:00.400 --> 00:06:01.400]  小孩子的東西
[00:06:01.400 --> 00:06:03.400]  苦悅的東西
[00:06:03.400 --> 00:06:06.400]  另一類被洗腦的是什麼人呢
[00:06:06.400 --> 00:06:09.400]  就是那些不用腦的人
[00:06:09.400 --> 00:06:11.000]  不用腦的人
[00:06:11.000 --> 00:06:12.400]  即是不思考的人
[00:06:12.400 --> 00:06:15.800]  就好容易被一些思想洗腦
[00:06:15.800 --> 00:06:17.400]  所以弟兄姊妹
[00:06:17.400 --> 00:06:18.800]  讓我們一起想想
[00:06:18.800 --> 00:06:19.800]  我們作為基督徒
[00:06:19.800 --> 00:06:21.800]  我們的人生
[00:06:21.800 --> 00:06:24.400]  有沒有好好的思想
[00:06:24.400 --> 00:06:27.400]  我們是不是做一個不用腦的基督徒
[00:06:27.400 --> 00:06:29.200]  每個禮拜回來崇拜
[00:06:29.200 --> 00:06:30.800]  每個禮拜完了之後很開心
[00:06:30.800 --> 00:06:31.600]  去喝茶
[00:06:31.600 --> 00:06:35.200]  很開心過了一個禮拜
[00:06:35.200 --> 00:06:40.200]  以為上帝是你所讚許的基督徒
[00:06:40.200 --> 00:06:42.600]  最近國民教育
[00:06:42.600 --> 00:06:45.400]  搞到滿城風雨
[00:06:45.400 --> 00:06:47.200]  有反國教的
[00:06:47.200 --> 00:06:49.000]  有支持的
[00:06:49.000 --> 00:06:50.600]  有些是中間路線
[00:06:50.600 --> 00:06:54.000]  有些是華之理
[00:06:54.000 --> 00:06:55.000]  國教風波
[00:06:55.000 --> 00:06:57.600]  我自己個人很愚昧的理解
[00:06:57.600 --> 00:06:59.200]  為什麼搞成這樣
[00:06:59.200 --> 00:07:01.400]  國民教育應該的
[00:07:01.400 --> 00:07:03.600]  但問題是我們國家的政府
[00:07:03.600 --> 00:07:05.400]  令到我們香港很多人
[00:07:05.400 --> 00:07:06.200]  沒有信任
[00:07:06.200 --> 00:07:07.200]  沒有信心
[00:07:07.200 --> 00:07:09.600]  有恐懼
[00:07:09.600 --> 00:07:13.800]  加上我們現任的特區政府
[00:07:13.800 --> 00:07:18.400]  是建立在一個很不誠信的環境裏面
[00:07:18.400 --> 00:07:20.400]  連官員都沒有誠信
[00:07:20.400 --> 00:07:23.200]  他推的東西我哪敢信
[00:07:23.200 --> 00:07:24.600]  加上國教部分的內容
[00:07:24.600 --> 00:07:26.000]  引起很多爭議
[00:07:26.000 --> 00:07:28.800]  令我們很多人擔心
[00:07:28.800 --> 00:07:31.600]  推行的時間也是剛巧
[00:07:31.600 --> 00:07:34.400]  不是那麼合宜
[00:07:34.400 --> 00:07:38.200]  正正是民望低的特首上任之後
[00:07:38.200 --> 00:07:41.200]  正正是9月9號立法會選舉之前
[00:07:41.200 --> 00:07:43.600]  這樣就論盡了
[00:07:43.600 --> 00:07:45.400]  更重要更重要
[00:07:45.400 --> 00:07:48.200]  我們推行的對象
[00:07:48.200 --> 00:07:50.600]  主要不是你和我
[00:07:50.600 --> 00:07:55.600]  主要是我們很愛護的天之驕子
[00:07:55.600 --> 00:07:58.400]  我們家裏的寶貝
[00:07:58.400 --> 00:08:00.800]  難怪我們會有那麼多的迴響
[00:08:00.800 --> 00:08:02.600]  那麼多的反應
[00:08:02.600 --> 00:08:04.200]  你的小孩不關我的事
[00:08:04.200 --> 00:08:05.400]  多多都不要緊
[00:08:05.400 --> 00:08:08.200]  我的小孩千萬不要碰
[00:08:08.200 --> 00:08:12.800]  面對國與國民與民之間那麼多衝突
[00:08:12.800 --> 00:08:15.600]  我們真的很需要求神給我們智慧
[00:08:15.600 --> 00:08:17.600]  我們真的很需要祈禱
[00:08:17.600 --> 00:08:21.600]  我們很需要上帝的話語來安慰指引我們
[00:08:21.600 --> 00:08:24.000]  成年之班唱得很合適的歌
[00:08:24.000 --> 00:08:28.200]  我們要專心仰賴我們的主
[00:08:28.200 --> 00:08:30.200]  我們心不專
[00:08:30.200 --> 00:08:33.200]  我們沒辦法聽到上帝的聲音
[00:08:33.200 --> 00:08:37.800]  看到上帝為我們預備的道路
[00:08:37.800 --> 00:08:42.800]  今天很願意藉由保羅對哥羅西教會的勉勵
[00:08:42.800 --> 00:08:45.600]  帶出兩個很重要的事實
[00:08:45.600 --> 00:08:47.000]  第一個事實
[00:08:47.000 --> 00:08:52.200]  哥羅西書2章20至21節
[00:08:52.200 --> 00:08:55.600]  保羅提醒我們一個很重要的事實
[00:08:55.600 --> 00:09:00.400]  他說因基督的死
[00:09:00.400 --> 00:09:03.600]  我們不再屬於這個世界
[00:09:03.600 --> 00:09:07.000]  頂智雖然你覺得我活在這個世界
[00:09:07.000 --> 00:09:09.200]  我和你都不是外星人
[00:09:09.200 --> 00:09:11.000]  但是你要知道
[00:09:11.000 --> 00:09:14.000]  我們是不屬於這個世界
[00:09:14.000 --> 00:09:17.000]  請大家一起讀20至21節
[00:09:17.000 --> 00:09:18.000]  一起讀
[00:09:24.600 --> 00:09:27.400]  為什麼形象在世中活著
[00:09:27.400 --> 00:09:29.400]  服從那不可能
[00:09:29.400 --> 00:09:30.400]  不可常
[00:09:30.400 --> 00:09:34.000]  不可無等類的規條呢
[00:09:34.000 --> 00:09:37.600]  這裡保羅說到世上的小學
[00:09:37.600 --> 00:09:40.800]  不是指我們正在讀的小學
[00:09:40.800 --> 00:09:43.200]  其實在2章8節和哥羅西書
[00:09:43.200 --> 00:09:46.400]  加泰書4章3和9節裡面
[00:09:46.400 --> 00:09:49.200]  都出現過世上小學這幾個字
[00:09:49.200 --> 00:09:50.200]  世上小學指什麼呢
[00:09:50.200 --> 00:09:54.600]  保羅的意思裡面就是虛假是世俗的
[00:09:54.600 --> 00:09:58.800]  是服從戒律的一些初級教訓
[00:09:58.800 --> 00:10:01.800]  通常是指那些禮儀和律例
[00:10:01.800 --> 00:10:03.000]  講得清楚一點
[00:10:03.000 --> 00:10:06.000]  保羅說你們與基督同死
[00:10:06.000 --> 00:10:09.800]  就已經脫離了這個粗淺的學說
[00:10:09.800 --> 00:10:13.600]  即是又粗又淺的一個學說
[00:10:13.600 --> 00:10:17.200]  不值得我們去效法
[00:10:17.200 --> 00:10:19.600]  去花太多的時間
[00:10:19.600 --> 00:10:22.200]  這個只不過是宗教的基礎
[00:10:22.200 --> 00:10:23.800]  是我們的開始
[00:10:23.800 --> 00:10:26.400]  不是我們的終結
[00:10:26.400 --> 00:10:28.800]  對上我講到的時候曾經提過
[00:10:28.800 --> 00:10:31.400]  哥羅西教會的異端
[00:10:31.400 --> 00:10:34.200]  有一個很重要的教訓就是說
[00:10:34.200 --> 00:10:38.400]  人要得救除了需要相信基督之外
[00:10:38.400 --> 00:10:42.000]  也都要加上一些秘密的知識
[00:10:42.000 --> 00:10:44.200]  和人的規條
[00:10:44.200 --> 00:10:48.600]  要實行關於身體和外表方面的事
[00:10:48.600 --> 00:10:52.000]  例如國禮和在飲食上要吃什麼
[00:10:52.000 --> 00:10:53.400]  或者不吃什麼
[00:10:53.400 --> 00:10:56.600]  要守什麼宗教儀式和節令
[00:10:56.600 --> 00:10:59.400]  這樣才能夠真正得救
[00:10:59.400 --> 00:11:01.400]  這個情況很比我們今天的
[00:11:01.400 --> 00:11:04.200]  有些教會的派別
[00:11:04.200 --> 00:11:08.200]  他們說如果你不在我們教會洗禮
[00:11:08.200 --> 00:11:11.200]  如果你不是在我們教會領受聖餐
[00:11:11.200 --> 00:11:13.400]  你是與基督無分
[00:11:13.400 --> 00:11:15.600]  你是不能得救
[00:11:15.600 --> 00:11:18.400]  有些宗派是這樣說的
[00:11:18.400 --> 00:11:21.400]  所以這個真的好像昔日保羅所講
[00:11:21.400 --> 00:11:25.400]  這種不是一個合乎真理的教導
[00:11:25.400 --> 00:11:28.400]  主的吩咐從來沒有告訴你
[00:11:28.400 --> 00:11:32.400]  洗禮和聖餐是我們蒙恩的途徑
[00:11:32.400 --> 00:11:33.800]  不過主
[00:11:33.800 --> 00:11:35.400]  用他自己的榜樣
[00:11:35.400 --> 00:11:38.000]  親自接受施洗約翰的洗禮
[00:11:38.000 --> 00:11:41.200]  正正告訴你洗禮是需要的
[00:11:41.200 --> 00:11:43.400]  主耶穌亦都示範了
[00:11:43.400 --> 00:11:45.200]  和他們門徒吃最後晚餐
[00:11:45.200 --> 00:11:50.600]  示範了這個聖餐主和我們主的關係
[00:11:50.600 --> 00:11:54.000]  換言之這兩個聖禮是必須
[00:11:54.000 --> 00:11:56.400]  但卻不是我們蒙恩的途徑
[00:11:56.400 --> 00:12:00.800]  我們在上帝面前立功的一個做法
[00:12:00.800 --> 00:12:03.400]  但當時的教義
[00:12:03.400 --> 00:12:05.400]  當時的思想說
[00:12:05.400 --> 00:12:09.000]  什麼不可拿不可上不可摸
[00:12:09.000 --> 00:12:11.200]  拿的意思其實和摸差不多
[00:12:11.200 --> 00:12:13.000]  有接觸的意思
[00:12:13.000 --> 00:12:14.400]  沒有接觸是指什麼呢
[00:12:14.400 --> 00:12:17.800]  指我們和異性之間一種親密的關係
[00:12:17.800 --> 00:12:18.400]  簡單來說
[00:12:18.400 --> 00:12:23.400]  不要你和異性有任何性關係
[00:12:23.400 --> 00:12:26.400]  即是有時去到一個很極端的情況裏面
[00:12:26.400 --> 00:12:27.400]  照舊是好的
[00:12:27.400 --> 00:12:31.200]  我們和異性保持應有的距離
[00:12:31.200 --> 00:12:33.400]  這是必須的禮儀
[00:12:33.400 --> 00:12:36.000]  但去到一個完全好像是
[00:12:36.000 --> 00:12:38.800]  這樣東西是一種污穢
[00:12:38.800 --> 00:12:41.400]  像這樣東西是洪水猛獸的時候
[00:12:41.400 --> 00:12:43.400]  那就問題大了
[00:12:43.400 --> 00:12:46.400]  不可上是指到當時
[00:12:46.400 --> 00:12:47.400]  有些思想說
[00:12:47.400 --> 00:12:49.800]  一些酒都不要碰
[00:12:49.800 --> 00:12:52.600]  不的食物你不可以吃
[00:12:52.600 --> 00:12:56.000]  死了的人死了屍體你不可以碰
[00:12:56.000 --> 00:12:58.200]  從健康
[00:12:58.200 --> 00:13:00.200]  從一些衛生常識
[00:13:00.200 --> 00:13:02.000]  有些東西真的不可以碰
[00:13:02.000 --> 00:13:05.600]  但當時的人已經去到一個極端
[00:13:05.600 --> 00:13:08.000]  這種東西是禁忌
[00:13:08.000 --> 00:13:09.800]  無論如何都不能碰
[00:13:09.800 --> 00:13:12.200]  所以有些人有這樣的思想的時候
[00:13:12.200 --> 00:13:14.600]  就算見到自己的親人離開世界的時候
[00:13:14.600 --> 00:13:16.200]  他又不要碰他死了
[00:13:16.200 --> 00:13:20.400]  碰了十世都不乾淨
[00:13:20.400 --> 00:13:24.400]  讓我勾起我自己爸爸過世的時候
[00:13:24.400 --> 00:13:26.000]  他當時已經
[00:13:26.000 --> 00:13:30.000]  當我見到的時候他已經伏在家裏面
[00:13:30.000 --> 00:13:31.400]  我見到知道不對勁
[00:13:31.400 --> 00:13:32.600]  一扶起的時候
[00:13:32.600 --> 00:13:35.200]  已經見到他臉色轉了一點
[00:13:35.200 --> 00:13:36.600]  我不理那麼多
[00:13:36.600 --> 00:13:39.400]  我不容許我爸爸再在地下裏面
[00:13:39.400 --> 00:13:41.400]  我馬上抱在沙發裏面
[00:13:41.400 --> 00:13:42.800]  心裏面很憂傷
[00:13:42.800 --> 00:13:44.800]  知道見不到爸爸
[00:13:44.800 --> 00:13:46.400]  接著打電話
[00:13:46.400 --> 00:13:49.800]  我不會理會這是什麼
[00:13:49.800 --> 00:13:54.400]  我只知道眼前的是我敬愛的爸爸
[00:13:54.400 --> 00:13:56.200]  所以突然之間今天有時候我們
[00:13:56.200 --> 00:13:57.600]  給了一個規條
[00:13:57.600 --> 00:13:59.000]  規限到一樣東西
[00:13:59.000 --> 00:14:02.400]  我們不知道什麼叫愛
[00:14:02.400 --> 00:14:03.800]  有些人說
[00:14:03.800 --> 00:14:05.600]  耶穌不是這樣說
[00:14:05.600 --> 00:14:08.600]  行善的復活得生
[00:14:08.600 --> 00:14:11.000]  作惡的復活定罪
[00:14:11.000 --> 00:14:12.800]  我行善有什麼問題
[00:14:12.800 --> 00:14:14.400]  我不做一些不好的事情
[00:14:14.400 --> 00:14:16.600]  有什麼錯
[00:14:16.600 --> 00:14:20.000]  不要忘記主耶穌在約翰福音5:29所記的
[00:14:20.000 --> 00:14:23.000]  行善不是指善行
[00:14:23.000 --> 00:14:28.600]  主要是指我們對主耶穌的信靠和信服
[00:14:28.600 --> 00:14:30.800]  如果你不是一個信靠耶穌
[00:14:30.800 --> 00:14:33.000]  信服祂的吩咐的人
[00:14:33.000 --> 00:14:35.200]  你的復活不能得生
[00:14:35.200 --> 00:14:37.000]  不然你做多少善行
[00:14:37.000 --> 00:14:38.600]  如果你做這些所有的事情
[00:14:38.600 --> 00:14:41.000]  都沒有一個願意信服主
[00:14:41.000 --> 00:14:42.800]  接受祂做救主的心
[00:14:42.800 --> 00:14:47.600]  你所做的事情都是謊言
[00:14:47.600 --> 00:14:51.600]  因為信徒真正的身份是什麼
[00:14:51.600 --> 00:14:54.600]  真正的身份是藉著耶穌的同死
[00:14:54.600 --> 00:14:57.200]  使我們脫離世俗的事
[00:14:57.200 --> 00:15:00.400]  加泰書六章十四節告訴我們
[00:15:00.400 --> 00:15:03.000]  但我斷不以別的瓜口
[00:15:03.000 --> 00:15:05.800]  只誇我們的主耶穌的十字架
[00:15:05.800 --> 00:15:08.400]  因這個十字架就我而論
[00:15:08.400 --> 00:15:11.200]  世界已經釘在十字架上
[00:15:11.200 --> 00:15:15.600]  就世界論我已經釘在十字架上
[00:15:15.600 --> 00:15:17.800]  保羅提醒他提醒我們
[00:15:17.800 --> 00:15:23.000]  他和我們都已經釘死在十字架上
[00:15:23.000 --> 00:15:26.200]  在十字架上的耶穌和我們
[00:15:26.200 --> 00:15:29.800]  已經和世界斷絕了關係
[00:15:29.800 --> 00:15:34.400]  因此世俗世界的規條
[00:15:34.400 --> 00:15:41.200]  猜不到我們這群與世界割斷關係的死人
[00:15:41.200 --> 00:15:44.400]  世界的道德觀
[00:15:44.400 --> 00:15:49.200]  世界的指控和我們沒有任何關係
[00:15:49.200 --> 00:15:54.000]  我們是與基督同死同埋葬同復活
[00:15:54.000 --> 00:15:57.800]  所以我們作為一個在基督裡面而死的人
[00:15:57.800 --> 00:16:04.000]  我們不值得再只是遵從一些規條的意念
[00:16:04.000 --> 00:16:06.000]  如果是這樣的時候
[00:16:06.000 --> 00:16:10.800]  再一次證明我們根本死不投
[00:16:10.800 --> 00:16:14.600]  有些人說我隻眼開隻眼閉
[00:16:14.600 --> 00:16:18.800]  今天很多基督徒都是隻眼開隻眼閉
[00:16:18.800 --> 00:16:22.800]  一隻眼耶穌我和你同死
[00:16:22.800 --> 00:16:28.400]  另一隻眼世界你真是太美好了我不捨得你
[00:16:28.400 --> 00:16:31.400]  因此我們活得很痛苦
[00:16:31.400 --> 00:16:34.000]  我們好像人格分離一樣
[00:16:34.000 --> 00:16:37.600]  一邊的教導叫我們來到去不要做某些事
[00:16:37.600 --> 00:16:40.400]  一邊的教導告訴我們要做些事
[00:16:40.400 --> 00:16:44.400]  因為這些事太美好了你是無法抗拒的
[00:16:44.400 --> 00:16:46.200]  弟兄姊妹
[00:16:46.200 --> 00:16:50.400]  我的意思不是說我們不需要守法
[00:16:50.400 --> 00:16:53.800]  但我們不需要被世上的人
[00:16:53.800 --> 00:16:59.600]  和價值觀去影響動搖我們對主的心
[00:16:59.600 --> 00:17:06.200]  我們不需要被世界的事物來控制我們的生命
[00:17:06.200 --> 00:17:09.400]  今天很多猶太人很可憐
[00:17:09.400 --> 00:17:15.800]  沒錯他們每早晚都會背誦他們的信仰宣言
[00:17:15.800 --> 00:17:19.400]  但幫不了他們真真正正的愛上帝
[00:17:19.400 --> 00:17:25.000]  因為他們沒有真正去進行上帝的話語
[00:17:25.000 --> 00:17:28.600]  猶太人他們就要遵守安息日
[00:17:28.600 --> 00:17:31.000]  所以安息日因為不准買賣
[00:17:31.000 --> 00:17:32.800]  那怎麼辦呢?
[00:17:32.800 --> 00:17:37.000]  如果去吃飯去街祭去什麼祭吃飯的時候怎麼辦呢?
[00:17:37.000 --> 00:17:38.400]  有辦法
[00:17:38.400 --> 00:17:40.200]  只要在安息日之前
[00:17:40.200 --> 00:17:42.600]  把錢和要下的單
[00:17:42.600 --> 00:17:45.000]  吃什麼乾炒牛河那些東西
[00:17:45.000 --> 00:17:48.400]  交給老闆或者夥計
[00:17:48.400 --> 00:17:50.000]  去到安息日的時候
[00:17:50.000 --> 00:17:51.400]  那你就怎樣?
[00:17:51.400 --> 00:17:56.000]  安然免費好像免費吃東西那樣
[00:17:56.000 --> 00:17:58.600]  安息日因為不准買賣
[00:17:58.600 --> 00:18:00.000]  所以他們不能坐車
[00:18:00.000 --> 00:18:01.800]  因為坐車要付錢
[00:18:01.800 --> 00:18:05.200]  所以安息日只能去家附近的餐廳
[00:18:05.200 --> 00:18:07.000]  好像免費吃飯一樣
[00:18:07.000 --> 00:18:09.800]  這個就是今天的猶太人
[00:18:09.800 --> 00:18:13.600]  你會覺得很固執
[00:18:13.600 --> 00:18:16.600]  但有多少是造就他們呢?
[00:18:16.600 --> 00:18:18.400]  猶太人的家庭電視機
[00:18:18.400 --> 00:18:21.000]  在插頭裡面多了一個定時器
[00:18:21.000 --> 00:18:22.000]  為什麼?
[00:18:22.000 --> 00:18:24.800]  因為安息日不准按按鈕
[00:18:24.800 --> 00:18:27.000]  所以安息日前幾秒
[00:18:27.000 --> 00:18:28.000]  他們開好一個台
[00:18:28.000 --> 00:18:28.800]  無論什麼台都好
[00:18:28.800 --> 00:18:30.200]  先開好
[00:18:30.200 --> 00:18:31.200]  到安息日
[00:18:31.200 --> 00:18:32.200]  無論這個節目做什麼
[00:18:32.200 --> 00:18:33.000]  都不關我的事
[00:18:33.000 --> 00:18:34.400]  喜歡看不喜歡看
[00:18:34.400 --> 00:18:35.600]  因為到時間的時候
[00:18:35.600 --> 00:18:36.600]  過了安息日
[00:18:36.600 --> 00:18:41.000]  他們就可以關機了
[00:18:41.000 --> 00:18:43.600]  死守安息日
[00:18:43.600 --> 00:18:47.800]  使我們人成為安息的奴隸
[00:18:47.800 --> 00:18:52.800]  這個和主耶穌設立安息的原意是不相符的
[00:18:52.800 --> 00:18:55.800]  我們的異端教導人要禁戒
[00:18:55.800 --> 00:18:57.200]  不要做什麼不要做什麼
[00:18:57.200 --> 00:18:58.800]  有些事都是挺好的
[00:18:58.800 --> 00:19:00.200]  但過了安息日的時候
[00:19:00.200 --> 00:19:01.800]  我們變成了不准做什麼
[00:19:01.800 --> 00:19:03.600]  不准做什麼的奴隸
[00:19:03.600 --> 00:19:05.600]  難怪很多人不肯信耶穌
[00:19:05.600 --> 00:19:06.600]  我不信耶穌了
[00:19:06.600 --> 00:19:07.800]  一會兒又不准按什麼
[00:19:07.800 --> 00:19:08.800]  又不准做什麼
[00:19:08.800 --> 00:19:11.000]  他以為信耶穌要這樣的
[00:19:11.000 --> 00:19:12.800]  當然信耶穌是真的這樣的
[00:19:12.800 --> 00:19:15.200]  但這個不是信耶穌的條件
