
[00:00:00.000 --> 00:00:03.360]  他們的服裝是本地性的服裝
[00:02:49.360 --> 00:02:52.480]  塞德的名字的意思就是代替了阿伯的位置
[00:02:52.480 --> 00:02:57.040]  做女人後裔的祖先
[00:02:57.040 --> 00:02:59.040]  今天講蛇後裔
[00:02:59.040 --> 00:03:03.360]  女人後裔的祖先呢,這句話有很多東西在裏面
[00:03:03.360 --> 00:03:08.440]  第一,他講到人類,所有全人類歷史只有兩個主角
[00:03:08.440 --> 00:03:11.440]  一個是女人後裔,一個是蛇後裔
[00:03:11.440 --> 00:03:16.000]  女人後裔就是基督,蛇後裔就是敵基督
[00:03:16.000 --> 00:03:19.360]  當這兩個主角一出現之後
[00:03:19.360 --> 00:03:22.840]  人類的歷史很快就完結了
[00:03:22.840 --> 00:03:25.840]  我今天有個圖表給你看
[00:03:25.840 --> 00:03:32.040]  所有的聖徒復活,不是一起復活,是有時間表的
[00:03:32.040 --> 00:03:33.760]  第二
[00:03:33.760 --> 00:03:37.960]  你有沒有看過那套片集,主角還沒出場就大結局,沒有的
[00:03:37.960 --> 00:03:39.480]  當然主角先出場了
[00:03:39.480 --> 00:03:45.120]  現在蛇女人後裔已經出場了,二千年前出場了
[00:03:45.120 --> 00:03:47.680]  所以希伯來書第一章就講到
[00:03:47.680 --> 00:03:50.800]  耶穌一到城肉身,活世就開始了
[00:03:50.800 --> 00:03:55.160]  活世就是時間的盡頭,活世不是世界每天
[00:03:55.160 --> 00:03:59.720]  將來有人問我將來會不會有核子戰爭,一定會
[00:03:59.720 --> 00:04:03.040]  因爲教會被提之後
[00:04:03.040 --> 00:04:07.200]  爲什麼我講教會被提,災前被提,因爲啓示錄第三章跟我講的
[00:04:07.200 --> 00:04:14.560]  你既遵守你所信的道,在普天下人受試煉的時候,你們可以面臨這個試煉
[00:04:14.560 --> 00:04:16.400]  對我來說就是教會被提
[00:04:16.400 --> 00:04:18.640]  教會被提之後,敵基督就下來了
[00:04:18.640 --> 00:04:24.720]  敵基督一下來,我們人類歷史只有一千零七年就完了
[00:04:24.720 --> 00:04:28.120]  人類歷史終結之後,我們就進入永恆
[00:04:28.120 --> 00:04:35.920]  過回伊甸園裏面的生活,在一個無罪的世界,一個無罪的領域
[00:04:35.920 --> 00:04:39.000]  教會被提之後會出現幾個現象
[00:04:39.000 --> 00:04:42.600]  第一,美國是dysfunctional
[00:04:42.600 --> 00:04:50.520]  美國存在的主要目的是支持那幫清教徒在歐洲,去到美洲
[00:04:50.520 --> 00:04:52.640]  有三權分立
[00:04:52.640 --> 00:04:56.520]  一個民主的國家,主要就是promote基督教
[00:04:56.520 --> 00:04:59.280]  但是美國已經離開了神
[00:04:59.280 --> 00:05:01.760]  美國主要的工作就是做武器
[00:05:01.760 --> 00:05:04.880]  美國主要的工作就是支持以色列復國
[00:05:04.880 --> 00:05:08.360]  在1948年以色列已經復國了
[00:05:08.360 --> 00:05:11.600]  在三藩市開始建立的聯合國
[00:05:11.600 --> 00:05:14.560]  在三藩市最初,不是紐約
[00:05:14.560 --> 00:05:19.040]  美國第一個提案就是支持以色列在巴勒斯坦的地復國
[00:05:19.040 --> 00:05:21.320]  因爲聖經說是要去巴勒斯坦
[00:05:21.320 --> 00:05:24.560]  巴勒斯坦的地是神應許阿巴拉罕的
[00:05:24.560 --> 00:05:25.920]  就是迦南地
[00:05:25.920 --> 00:05:28.320]  最近有科學家,一些遺傳專家
[00:05:28.320 --> 00:05:29.920]  他發現聖經錯了
[00:05:29.920 --> 00:05:31.360]  爲什麼聖經錯了呢?
[00:05:31.360 --> 00:05:33.680]  因爲聖經叫約書亞
[00:05:33.680 --> 00:05:38.600]  去到迦南的時候將所有人和畜生都殺了
[00:05:38.600 --> 00:05:41.400]  但是今天遺傳學專家在黎巴嫩
[00:05:41.400 --> 00:05:42.920]  發現黎巴嫩的人
[00:05:42.920 --> 00:05:45.800]  他們的DNA就是迦南時代的DNA
[00:05:45.800 --> 00:05:47.200]  他說聖經錯了
[00:05:47.200 --> 00:05:50.560]  一個人說聖經錯了,多數他是斷章取義
[00:05:50.560 --> 00:05:51.880]  他看不完
[00:05:51.880 --> 00:05:53.880]  看完聖經就證明聖經是對的
[00:05:53.880 --> 00:05:58.960]  因爲約書亞和那幫猶太人是沒有殺光迦南人
[00:05:58.960 --> 00:06:00.120]  爲什麼要殺迦南人呢?
[00:06:00.120 --> 00:06:04.160]  因爲迦南人是用火來敬拜他們的神
[00:06:04.160 --> 00:06:05.240]  摩爾蘭
[00:06:05.240 --> 00:06:08.720]  是拍了一個鐵像,很高的偶像
[00:06:08.720 --> 00:06:11.560]  鐵的,兩個手伸過去
[00:06:11.560 --> 00:06:13.960]  當要獻祭人的BB的時候
[00:06:13.960 --> 00:06:16.840]  將BB的衣服脫光,鐵片脫光
[00:06:16.840 --> 00:06:19.400]  就燒那個鐵像的手
[00:06:19.400 --> 00:06:22.640]  兩個手燒得紅烈的,很熱的
[00:06:22.640 --> 00:06:25.520]  然後將BB放上去,尖刺爛死他
[00:06:25.520 --> 00:06:29.280]  神就不想以色列人學習他的習慣
[00:06:29.280 --> 00:06:31.280]  去拜假神
[00:06:31.280 --> 00:06:33.720]  但是可惜以色列人沒有聽話
[00:06:33.720 --> 00:06:35.920]  不僅沒有殺光迦南人,還和他做朋友
[00:06:35.920 --> 00:06:39.720]  今天迦南人去了黎巴嫩
[00:06:39.720 --> 00:06:42.320]  聖經沒有錯,是他錯
[00:06:42.320 --> 00:06:45.800]  讀聖經要讀完整部,不是讀一樣的
[00:06:45.800 --> 00:06:50.040]  神希望猶太人,以色列不要學他們拜假神
[00:06:50.040 --> 00:06:50.920]  他們沒有聽話
[00:06:50.920 --> 00:06:53.080]  結果,所羅門王年老的時候
[00:06:53.080 --> 00:06:59.400]  取一些妃嬪是拜外邦人的假神
[00:06:59.400 --> 00:07:03.560]  他們建了很多祭壇,祭壇是拜假神的祭壇
[00:07:03.560 --> 00:07:07.160]  所羅門死了之後,國家就分裂,成爲北國和南國
[00:07:07.160 --> 00:07:09.640]  北國是以色列,南國是猶太
[00:07:09.640 --> 00:07:13.400]  以色列一早有20個王,南國有20個王
[00:07:13.400 --> 00:07:21.120]  南國有大約四成,有8個王是OK,不是很敬虔
[00:07:21.120 --> 00:07:24.120]  但是北國有20個王沒有過聖經
[00:07:24.120 --> 00:07:26.320]  所以北國很早就被亞述所滅
[00:07:26.320 --> 00:07:29.360]  南國猶太就有先知警告他們
[00:07:29.360 --> 00:07:35.440]  你們很悔改,你們不悔改神會將你們在七十年被捕
[00:07:35.440 --> 00:07:38.800]  耶利米說到哭,那本書叫《耶利米愛國》
[00:07:38.800 --> 00:07:41.800]  這是以色列的歷史
[00:07:41.800 --> 00:07:44.240]  歷史上就出現了
[00:07:44.240 --> 00:07:48.320]  教會被提,什麼叫教會被提,我一會解釋一下
[00:07:48.320 --> 00:07:51.360]  教會被提之後,地上沒有教會,地上沒有基督徒
[00:07:51.360 --> 00:07:52.560]  基督徒就會出來了
[00:07:52.560 --> 00:07:55.840]  美國變成了無作爲,美國已經沒有領導地位了
[00:07:55.840 --> 00:08:00.680]  現在太平洋很可能,以太平洋爲主是中國,而不是美國
[00:08:00.680 --> 00:08:07.240]  所以美國經常批評中國,南海,填海島,建跑道,有戰機,有地對空飛等等
[00:08:07.240 --> 00:08:11.040]  其實它是爭霸,但中國很厲害
[00:08:11.040 --> 00:08:13.560]  中國不是爭霸,它要有部署
[00:08:13.560 --> 00:08:19.440]  其實控制整個水路,是美國控制的
[00:08:19.440 --> 00:08:24.520]  在新加坡和馬來西亞有一個地叫馬六甲海峽,是控制的
[00:08:24.520 --> 00:08:29.840]  中國走綠路,所以一帶一路是預備走綠路去英國
[00:08:29.840 --> 00:08:32.360]  也有計劃去阿拉斯加
[00:08:32.360 --> 00:08:37.840]  United Nations和歐盟是沒有權並的
[00:08:37.840 --> 00:08:43.720]  這些字很小
[00:08:43.720 --> 00:08:46.240]  你知道,老花眼
[00:08:46.240 --> 00:08:50.400]  第三個就是,Church no longer exist,因爲教會被提
[00:08:50.400 --> 00:08:53.120]  地上沒有教會,你不可以設立教會
[00:08:53.120 --> 00:08:55.360]  很多人不明白什麼叫教會
[00:08:55.360 --> 00:08:59.840]  我有個朋友從澳洲過來,這個星期天我帶他回教會,這句話是說錯的
[00:08:59.840 --> 00:09:06.280]  教會是主耶穌特別對新約聖徒給一個名稱,那個名稱叫教會
[00:09:06.280 --> 00:09:08.920]  教會不是一個地址,教會不是一個建築物
[00:09:08.920 --> 00:09:12.920]  教會被提是活在地上的基督徒,身體經過改變
[00:09:12.920 --> 00:09:16.120]  由四度空間改變到十一度空間
[00:09:16.120 --> 00:09:21.160]  因爲你上天空,高空六萬尺七萬尺,溫度是零下75度
[00:09:21.160 --> 00:09:24.040]  你帶着一張被子上去也不夠暖
[00:09:24.040 --> 00:09:26.560]  那裏氣壓等於零
[00:09:26.560 --> 00:09:29.320]  你怎麼上去?我們經過改變
[00:09:29.320 --> 00:09:34.280]  被活在地上的基督徒上到天空,不是天堂
[00:09:34.280 --> 00:09:37.520]  已經死去的教會聖徒的靈魂
[00:09:37.520 --> 00:09:41.320]  主耶穌將每一個靈魂配一個肉身
[00:09:41.320 --> 00:09:45.120]  因爲我們人是屬於物質世界的,不是屬於靈界的
[00:09:45.120 --> 00:09:48.400]  有了肉身的靈魂就不可以留在天堂
[00:09:48.400 --> 00:09:51.320]  耶穌帶着他們從天上降下來
[00:09:51.320 --> 00:09:55.080]  和我們活着的基督徒升上天空,留在天空而已
[00:09:55.080 --> 00:09:59.840]  七年,地上就七年大災難,打到落花流水
[00:09:59.840 --> 00:10:03.960]  核子戰爭是不可避免的,不過不是現在
[00:10:03.960 --> 00:10:08.560]  如果你相信主的理論,我也看不到,因爲教會被提在先
[00:10:08.560 --> 00:10:11.440]  氫氣彈很容易做的,昨天其實我沒有時間
[00:10:11.440 --> 00:10:14.520]  我會教你們如何製作原子彈和氫氣彈
[00:10:14.520 --> 00:10:20.840]  不過沒有時間講,你們回家做老水彈
[00:10:20.840 --> 00:10:26.160]  我女兒提醒我,她說氫氣彈不會在一年半里面
[00:10:26.160 --> 00:10:28.400]  世界人口死四分一,聖經說的
[00:10:28.400 --> 00:10:32.280]  在三年半里面,世界人口是死一半
[00:10:32.280 --> 00:10:33.960]  而且有些人是慘死
[00:10:33.960 --> 00:10:37.680]  不信主的人,在教會被提之後信主
[00:10:37.680 --> 00:10:40.880]  你要負上生命的代價,就是慘死
[00:10:40.880 --> 00:10:44.040]  第五個人,在災難期中被殺的信徒
[00:10:44.040 --> 00:10:48.120]  在祭壇底下向求神爲他們伸冤
[00:10:48.120 --> 00:10:53.120]  全部是聖經來的
[00:10:53.120 --> 00:10:56.440]  信主的人在大災難裏面,不可以叫基督徒
[00:10:56.440 --> 00:10:58.840]  不可以叫弟兄姊妹,因爲這些是犯法的
[00:10:58.840 --> 00:11:01.240]  那叫什麼呢?主人所說的馬達芬二十五章
[00:11:01.240 --> 00:11:04.840]  就分清他們是什麼,是綿羊
[00:11:04.840 --> 00:11:10.400]  災難期中不肯信主的人,就叫做山羊
[00:11:10.400 --> 00:11:12.560]  前三年半,後三年半
[00:11:12.560 --> 00:11:15.720]  是應驗保羅所說的,在《羅馬書》所說的預言
[00:11:15.720 --> 00:11:20.480]  等到外邦人信主的數目填滿了
[00:11:20.480 --> 00:11:23.840]  以後以色列全家得救
[00:11:23.840 --> 00:11:26.120]  前三年半因爲大災難
[00:11:26.120 --> 00:11:28.480]  信主的人特別多,人是這樣的
[00:11:28.480 --> 00:11:30.920]  安安樂樂,他又想不到神
[00:11:30.920 --> 00:11:32.840]  有災難他想到神
[00:11:32.840 --> 00:11:36.640]  但痊癒了,他又不記得了
[00:11:36.640 --> 00:11:39.680]  但是在很惡劣的環境裏面
[00:11:39.680 --> 00:11:43.120]  外邦人信主的數目就填滿了
[00:11:43.120 --> 00:11:45.920]  到了後三年半
[00:11:45.920 --> 00:11:48.720]  有六個國家攻打以色列
[00:11:48.720 --> 00:11:51.760]  在舊約的《以西結書》38章說得很清楚
[00:11:51.760 --> 00:11:53.080]  哪六個國家
[00:11:53.080 --> 00:12:00.280]  羅斯,羅斯就是今天的俄羅斯
[00:12:00.280 --> 00:12:02.160]  南邊的王是埃及
[00:12:02.160 --> 00:12:07.160]  東邊的王是伊朗
[00:12:07.160 --> 00:12:09.640]  土耳其,土耳其也是攻打的
[00:12:09.640 --> 00:12:12.040]  還有一個國家叫做敘利亞
[00:12:12.040 --> 00:12:14.880]  是攻打以色列
[00:12:14.880 --> 00:12:18.640]  阿米加多頓平原現在是沒有的
[00:12:18.640 --> 00:12:20.040]  什麼時候開始有呢
[00:12:20.040 --> 00:12:22.320]  當土耳其不夠水喝了
[00:12:22.320 --> 00:12:23.680]  他抓住了水壩
[00:12:23.680 --> 00:12:27.800]  襲着Euphrates和Tigris
[00:12:27.800 --> 00:12:29.240]  即是有法拉底河
[00:12:29.240 --> 00:12:30.440]  聖經所說的兩條河流
[00:12:30.440 --> 00:12:32.360]  一襲了,兩條河流就幹了
[00:12:32.360 --> 00:12:34.000]  幹了之後有一個大平原
[00:12:34.000 --> 00:12:38.480]  全世界最大的平原叫做Megiddo
[00:12:38.480 --> 00:12:41.480]  然後六個國家攻打以色列
[00:12:41.480 --> 00:12:43.040]  以色列敗了
[00:12:43.040 --> 00:12:44.320]  啓示錄沒有說得很詳細
[00:12:44.320 --> 00:12:45.880]  但是你看舊約的啓示錄叫做
[00:12:45.880 --> 00:12:46.720]  撒卡拉亞
[00:12:46.720 --> 00:12:48.840]  撒卡拉亞書說到在段定谷的
[00:12:48.840 --> 00:12:50.640]  所謂decision valley裏面
[00:12:50.640 --> 00:12:52.200]  以色列是打敗
[00:12:52.200 --> 00:12:53.400]  死一半人
[00:12:53.400 --> 00:12:55.280]  死剩那半人跪在地上
[00:12:55.280 --> 00:12:56.920]  全部是信耶穌
[00:12:56.920 --> 00:12:59.320]  就應驗了保羅在羅馬書說的
[00:12:59.320 --> 00:13:00.280]  萬口都承認
[00:13:00.280 --> 00:13:01.600]  萬室都跪拜
[00:13:01.600 --> 00:13:03.200]  無不稱耶穌是主
[00:13:03.200 --> 00:13:05.720]  但是以色列今天信耶穌
[00:13:05.720 --> 00:13:07.400]  他們去教會
[00:13:07.400 --> 00:13:09.120]  成爲基督的新父
[00:13:09.120 --> 00:13:10.440]  但是教會被提之後
[00:13:10.440 --> 00:13:15.080]  他們信主就不是屬於教會了
[00:13:15.080 --> 00:13:16.800]  不是教會就不是新娘了
[00:13:16.800 --> 00:13:18.520]  不是耶穌基督的新娘
[00:13:18.520 --> 00:13:19.360]  是伴娘而已
[00:13:19.360 --> 00:13:20.960]  這個就是那個比喻
[00:13:20.960 --> 00:13:23.560]  主耶穌在馬太方第25章
[00:13:23.560 --> 00:13:25.680]  說到十個同類的比喻
[00:13:25.680 --> 00:13:27.360]  其實那十個同類是伴娘
[00:13:27.360 --> 00:13:30.960]  五個可以 五個不行
[00:13:30.960 --> 00:13:34.000]  世界的天氣改變
[00:13:34.000 --> 00:13:35.760]  現在很多天災
[00:13:35.760 --> 00:13:37.440]  又水浸又打風
[00:13:37.440 --> 00:13:39.600]  那些懸峯
[00:13:39.600 --> 00:13:41.200]  Hurricane在大西洋
[00:13:41.200 --> 00:13:43.040]  Hurricane肯定在太平洋
[00:13:43.040 --> 00:13:45.360]  大西洋南邊很近尺度
[00:13:45.360 --> 00:13:46.400]  那些風不停地卷遊
[00:13:46.400 --> 00:13:48.360]  一級升到二級三級四級
[00:13:48.360 --> 00:13:50.120]  美國真的受災難
[00:13:50.120 --> 00:13:51.720]  二十年都保不回
[00:13:51.720 --> 00:13:53.120]  很慘啊美國
[00:13:53.120 --> 00:13:54.720]  但是他不知道
[00:13:54.720 --> 00:13:55.920]  神在警告他
[00:13:55.920 --> 00:13:57.320]  神叫他歸回神
[00:13:57.320 --> 00:13:58.840]  同性結婚合法化
[00:13:58.840 --> 00:14:01.560]  大麻是公開去買大麻
[00:14:01.560 --> 00:14:04.680]  三藩市整個加州可以買大麻的
[00:14:04.680 --> 00:14:06.360]  還有一個新的法律
[00:14:06.360 --> 00:14:07.360]  就是中學裏面
[00:14:07.360 --> 00:14:08.320]  如果你是男生
[00:14:08.320 --> 00:14:09.920]  你要去廁所的那一刻
[00:14:09.920 --> 00:14:10.960]  你覺得你是女生
[00:14:10.960 --> 00:14:12.960]  你去女廁
[00:14:12.960 --> 00:14:14.960]  是合法的
[00:14:14.960 --> 00:14:16.720]  這樣的社會是不是索多瑪
[00:14:16.720 --> 00:14:18.560]  俄摩拉
[00:14:18.560 --> 00:14:20.120]  Greenhouse effect
[00:14:20.120 --> 00:14:21.920]  Global warming
[00:14:21.920 --> 00:14:22.760]  有人問我
[00:14:22.760 --> 00:14:25.600]  羅亞洪水是什麼時候退的
[00:14:25.600 --> 00:14:27.280]  地沒有洞
[00:14:27.280 --> 00:14:28.160]  水走到哪裏了
[00:14:28.160 --> 00:14:28.840]  天氣改變
[00:14:28.840 --> 00:14:30.080]  冰河時期
[00:14:30.080 --> 00:14:30.720]  天氣改變
[00:14:30.720 --> 00:14:31.800]  兩極結冰
[00:14:31.800 --> 00:14:33.400]  兩極結冰就扯了水去了
[00:14:33.400 --> 00:14:35.600]  現在我們有Global warming
[00:14:35.600 --> 00:14:37.840]  我們的總統
[00:14:37.840 --> 00:14:39.760]  Donald Trump
[00:14:39.760 --> 00:14:41.880]  他就經常以爲自己高人一等
[00:14:41.880 --> 00:14:43.440]  一樣東西要他講過纔算數
[00:14:43.440 --> 00:14:44.720]  他不承認有Global warming
[00:14:44.720 --> 00:14:46.000]  第二Global warming
[00:14:46.000 --> 00:14:48.120]  是將兩極的冰融了之後
[00:14:48.120 --> 00:14:49.400]  水平線就升高
[00:14:49.400 --> 00:14:53.280]  三分一美國會六沉
[00:14:53.280 --> 00:14:55.080]  World experience
[00:14:55.080 --> 00:14:57.600]  Economic chaos
[00:14:57.600 --> 00:15:02.520]  將來經濟會不好
[00:15:02.520 --> 00:15:04.520]  第六個 第七個
[00:15:04.520 --> 00:15:08.800]  有些人要出來
[00:15:08.800 --> 00:15:10.280]  國亂民愁
[00:15:10.280 --> 00:15:11.520]  三畫王的王字
[00:15:11.520 --> 00:15:12.680]  國亂民愁
[00:15:12.680 --> 00:15:13.680]  王不出頭
[00:15:13.680 --> 00:15:15.040]  誰作主
[00:15:15.040 --> 00:15:17.760]  即是王字上面點就點他就是主
[00:15:17.760 --> 00:15:19.720]  即是王出頭就做主
[00:15:19.720 --> 00:15:20.680]  那狄基都會出來
[00:15:20.680 --> 00:15:21.720]  狄基出來不是說
[00:15:21.720 --> 00:15:22.880]  他有沒有打仗
[00:15:22.880 --> 00:15:23.720]  很凶神惡煞
[00:15:23.720 --> 00:15:24.320]  不是的
[00:15:24.320 --> 00:15:25.400]  個個都喜歡他
[00:15:25.400 --> 00:15:28.120]  他是Everybody likes him
[00:15:28.120 --> 00:15:30.480]  他是由歐洲出來
[00:15:30.480 --> 00:15:32.640]  你又何以見得呢
[00:15:32.640 --> 00:15:33.920]  我今天就講
[00:15:33.920 --> 00:15:35.440]  狄基都在哪裏來
[00:15:35.440 --> 00:15:37.200]  那時候會有New World Order
[00:15:37.200 --> 00:15:38.960]  教會被提之後
[00:15:38.960 --> 00:15:41.360]  即是我們基督徒要講宣教
[00:15:41.360 --> 00:15:44.600]  我們沒多少時間剩下
[00:15:44.600 --> 00:15:46.200]  爲什麼要這麼緊急
[00:15:46.200 --> 00:15:48.240]  爲什麼港督堂用那麼多資源
[00:15:48.240 --> 00:15:50.040]  那麼多堂來講宣教
[00:15:50.040 --> 00:15:53.920]  穿上Local costume
[00:15:53.920 --> 00:15:55.440]  我也是Local costume
[00:15:55.440 --> 00:15:59.440]  代表美國
[00:15:59.440 --> 00:16:00.520]  Peace on earth
[00:16:00.520 --> 00:16:04.760]  一出來就講和平
[00:16:04.760 --> 00:16:05.760]  狄基都很快出來
[00:16:05.760 --> 00:16:08.800]  但教會被提之後他纔出來
[00:16:08.800 --> 00:16:09.680]  爲什麼
[00:16:09.680 --> 00:16:11.440]  因爲教會還存在
[00:16:11.440 --> 00:16:12.480]  還留在地上
[00:16:12.480 --> 00:16:13.920]  聖靈留在地上
[00:16:13.920 --> 00:16:16.480]  最壞最惡的罪惡
[00:16:16.480 --> 00:16:17.280]  不能出來
[00:16:17.280 --> 00:16:20.000]  被教會被聖靈壓着
[00:16:20.000 --> 00:16:22.560]  但這個控制這個走了
[00:16:22.560 --> 00:16:23.800]  他就很惡了
[00:16:23.800 --> 00:16:24.720]  狄基都會出來
[00:16:24.720 --> 00:16:26.760]  這個就是蛇後裔的出現
[00:16:26.760 --> 00:16:28.400]  那你怎麼知道他在歐洲出來呢
[00:16:28.400 --> 00:16:29.920]  我告訴你
[00:16:29.920 --> 00:16:32.480]  大爾裏書講了很多東西
[00:16:32.480 --> 00:16:36.320]  大爾裏都不明白
[00:16:36.320 --> 00:16:38.240]  伊朗就很恨以色列
[00:16:38.240 --> 00:16:39.160]  曾經說過一句話
[00:16:39.160 --> 00:16:40.360]  我要將以色列
[00:16:40.360 --> 00:16:43.200]  Wipe out from the space of the earth
[00:16:43.200 --> 00:16:46.560]  從地球上拆了以色列
[00:16:46.560 --> 00:16:48.600]  但他不記得一件事
[00:16:48.600 --> 00:16:51.720]  就是波斯第一個Prime Minister
[00:16:51.720 --> 00:16:52.880]  第一個國家總理
[00:16:52.880 --> 00:16:53.520]  是猶太人
[00:16:53.520 --> 00:16:54.800]  那個就叫做大爾裏
[00:16:54.800 --> 00:16:57.960]  吳忠文牧師夫婦在波斯回來
[00:16:57.960 --> 00:16:59.960]  他見過大爾裏的墳墓
[00:16:59.960 --> 00:17:01.520]  見過古列王的墳墓
[00:17:01.520 --> 00:17:03.200]  見過大理烏王的墳墓
[00:17:03.200 --> 00:17:05.640]  見過埃塞俄的墳墓
[00:17:05.640 --> 00:17:09.400]  也見過莫迪改的墳墓
[00:17:09.400 --> 00:17:10.920]  I wish I can go
[00:17:10.920 --> 00:17:11.640]  但我不去
[00:17:11.640 --> 00:17:12.640]  我拿美國的護照
[00:17:12.640 --> 00:17:14.360]  他不籤給你
[00:17:14.360 --> 00:17:18.720]  我將來可能要弄特區護照
[00:17:18.720 --> 00:17:20.560]  大爾裏那時代
[00:17:20.560 --> 00:17:22.000]  Nebuchadnezzar
[00:17:22.000 --> 00:17:23.920]  就是尼泊爾三皇發了個夢
[00:17:23.920 --> 00:17:24.960]  他夢這個像
[00:17:24.960 --> 00:17:26.160]  這個像有個金頭
[00:17:26.160 --> 00:17:28.000]  兩個手臂是空的銀的
[00:17:28.000 --> 00:17:29.040]  肚腩是銅的
[00:17:29.040 --> 00:17:30.200]  兩個腳是鐵的
[00:17:30.200 --> 00:17:32.400]  十隻腳趾是半鐵半泥
[00:17:32.400 --> 00:17:37.440]  這個是差不多三千年前所講的異象
[00:17:37.440 --> 00:17:39.160]  就叫做Prophecy
[00:17:39.160 --> 00:17:41.600]  凡是未發生的
[00:17:41.600 --> 00:17:43.040]  就叫做預言
[00:17:43.040 --> 00:17:44.960]  我們等了三千年之後
[00:17:44.960 --> 00:17:46.640]  就變了歷史了
[00:17:46.640 --> 00:17:49.000]  歷史上講
[00:17:49.000 --> 00:17:50.080]  第一個頭
[00:17:50.080 --> 00:17:52.360]  頭代表巴比倫
[00:17:52.360 --> 00:17:54.320]  巴比倫盛產黃金
[00:17:54.320 --> 00:17:57.280]  曾經用了130噸黃金
[00:17:57.280 --> 00:17:59.600]  來做假神的祭壇
