
[00:00:00.000 --> 00:00:03.960]  復活節正如我們師班指揮所說
[00:02:54.560 --> 00:03:11.200]  I can't see
[00:03:11.200 --> 00:03:14.800]  在電影的片段當中
[00:03:14.800 --> 00:03:16.360]  有一個細節
[00:03:16.360 --> 00:03:17.440]  聖經有說過
[00:03:17.440 --> 00:03:21.320]  但是電影裡面是沒有拍出來的
[00:03:21.320 --> 00:03:24.280]  那些基督徒知不知道漏了哪個細節
[00:03:24.280 --> 00:03:25.800]  先問一下基督徒
[00:03:25.800 --> 00:03:27.800]  很熟悉的故事
[00:03:27.800 --> 00:03:33.480]  漏了什麼細節
[00:03:33.480 --> 00:03:37.600]  那是另一個故事
[00:03:37.600 --> 00:03:38.840]  那個細節是什麼呢
[00:03:38.840 --> 00:03:40.000]  那個細節就是說
[00:03:40.000 --> 00:03:42.960]  當耶穌
[00:03:42.960 --> 00:03:44.280]  大衛的子孫
[00:03:44.280 --> 00:03:45.200]  請
[00:03:45.200 --> 00:03:48.120]  Have mercy on me
[00:03:48.120 --> 00:03:49.760]  有一群人制止他
[00:03:49.760 --> 00:03:50.720]  帶著走的那群人
[00:03:50.720 --> 00:03:52.720]  吵一會兒不要出聲
[00:03:52.720 --> 00:03:53.760]  這裡沒有說
[00:03:53.760 --> 00:03:54.600]  大家有沒有留意到
[00:03:54.600 --> 00:03:55.640]  你回去看看聖經
[00:03:55.640 --> 00:03:56.200]  OK
[00:03:56.200 --> 00:03:58.720]  有一群人制止這個人在哭喊
[00:03:58.720 --> 00:04:00.560]  For some reason
[00:04:00.560 --> 00:04:02.040]  這個片段當中
[00:04:02.040 --> 00:04:04.320]  漏了這個細節
[00:04:04.320 --> 00:04:05.280]  但是與此同時
[00:04:05.280 --> 00:04:07.200]  我相信在這個片段當中
[00:04:07.200 --> 00:04:08.560]  有另外一個細節
[00:04:08.560 --> 00:04:10.840]  是我們平時不太留心
[00:04:10.840 --> 00:04:13.680]  是我們overlook了的
[00:04:13.680 --> 00:04:17.320]  大家猜不猜到這個細節是什麼呢
[00:04:17.320 --> 00:04:18.360]  在聖經裡面來說
[00:04:18.360 --> 00:04:20.800]  我們說有一個人在哭喊這個人的名字
[00:04:20.800 --> 00:04:23.080]  如果後來你看其他的呼音書
[00:04:23.080 --> 00:04:24.040]  告訴我們
[00:04:24.040 --> 00:04:26.480]  他的名字叫巴底邁
[00:04:26.480 --> 00:04:27.840]  他的爸爸叫底邁
[00:04:27.840 --> 00:04:33.160]  他叫巴底邁
[00:04:33.160 --> 00:04:33.720]  聖經說
[00:04:33.720 --> 00:04:36.840]  這個巴底邁聽到耶穌經過了
[00:04:36.840 --> 00:04:38.920]  就大聲地哭喊
[00:04:38.920 --> 00:04:41.640]  其實剛才你看看那個畫面
[00:04:41.640 --> 00:04:44.000]  當然要留心看
[00:04:44.000 --> 00:04:45.920]  我們沒有留心細節是什麼呢
[00:04:45.920 --> 00:04:49.800]  原來當時不是只有他一個乞丐
[00:04:49.800 --> 00:04:52.520]  不是只有他一個拿著盲人公竹
[00:04:52.520 --> 00:04:53.800]  大家有沒有留意到
[00:04:53.800 --> 00:04:54.840]  我們不要再rewind了
[00:04:54.840 --> 00:04:56.360]  沒有時間了
[00:04:56.360 --> 00:04:57.920]  More than one
[00:04:57.920 --> 00:04:59.560]  是多過一個盲人
[00:04:59.560 --> 00:05:00.400]  多過一個乞丐
[00:05:00.400 --> 00:05:03.720]  在那裡討飯吃的
[00:05:03.720 --> 00:05:04.400]  OK
[00:05:04.400 --> 00:05:05.720]  聖經裡面沒有說
[00:05:05.720 --> 00:05:07.800]  如果看馬太福音的時候
[00:05:07.800 --> 00:05:09.000]  他是兩個人
[00:05:09.000 --> 00:05:10.160]  最少有兩個
[00:05:10.160 --> 00:05:11.600]  其實不止兩個
[00:05:11.600 --> 00:05:15.880]  原來盲眼在耶穌的時代
[00:05:15.880 --> 00:05:18.240]  是一個很流行的
[00:05:18.240 --> 00:05:20.000]  很普遍的現象
[00:05:20.000 --> 00:05:21.840]  For some reason我們不知道
[00:05:21.840 --> 00:05:24.360]  但是離開耶路撒冷以西
[00:05:24.360 --> 00:05:26.600]  沒有多遠的地方叫做呂大
[00:05:26.600 --> 00:05:28.520]  耶穌曾經去那裡傳福音
[00:05:28.520 --> 00:05:29.520]  人們這樣說
[00:05:29.520 --> 00:05:30.840]  在呂大裡面來說
[00:05:30.840 --> 00:05:32.800]  如果你不是雙目失明的話
[00:05:32.800 --> 00:05:34.800]  最多只有一隻眼
[00:05:34.800 --> 00:05:36.200]  很多人是盲的
[00:05:36.200 --> 00:05:37.600]  然後大家可能聽過約柏
[00:05:37.600 --> 00:05:38.880]  約柏比較熟悉
[00:05:38.880 --> 00:05:41.640]  在現在特拉維夫旁邊的一個海港
[00:05:41.640 --> 00:05:43.640]  約柏在聖書裡面來說
[00:05:43.640 --> 00:05:45.400]  人口只有五千
[00:05:45.400 --> 00:05:47.360]  但是盲眼人
[00:05:47.360 --> 00:05:49.400]  盲眼的有五百
[00:05:49.400 --> 00:05:51.040]  十分之一
[00:05:51.040 --> 00:05:55.960]  所以原來盲眼在耶穌的時代裡面
[00:05:55.960 --> 00:05:56.640]  你看聖經
[00:05:56.640 --> 00:05:58.480]  所以難怪你會confuse(迷惘)
[00:05:58.480 --> 00:06:00.280]  因為耶穌不止一次
[00:06:00.280 --> 00:06:01.400]  要好盲眼人
[00:06:01.400 --> 00:06:03.680]  很多人一定是生來盲眼
[00:06:03.680 --> 00:06:06.040]  或者後來變成盲眼
[00:06:06.040 --> 00:06:09.800]  很多這樣的人是看不到東西的人
[00:06:09.800 --> 00:06:11.720]  在耶穌的時代
[00:06:11.720 --> 00:06:13.560]  以盲眼人來說
[00:06:13.560 --> 00:06:16.320]  對社會是一種負累
[00:06:16.320 --> 00:06:21.160]  而對宗教的環境來說
[00:06:21.160 --> 00:06:23.800]  是一種咒詛
[00:06:23.800 --> 00:06:24.560]  為什麼呢
[00:06:24.560 --> 00:06:26.400]  盲眼人就是塵廢的
[00:06:26.400 --> 00:06:27.480]  看不到東西的
[00:06:27.480 --> 00:06:33.040]  在那個時間沒有殘障職業培訓
[00:06:33.040 --> 00:06:34.360]  沒有這些東西的
[00:06:34.360 --> 00:06:36.200]  盲眼就是做不到事情
[00:06:36.200 --> 00:06:36.960]  可以做什麼
[00:06:36.960 --> 00:06:37.800]  沒有事情可以做
[00:06:37.800 --> 00:06:39.040]  剋席
[00:06:39.040 --> 00:06:41.720]  所以那個時候有很多盲眼的乞丐
[00:06:41.720 --> 00:06:43.440]  成為一個負累
[00:06:43.440 --> 00:06:45.440]  所以聖經裡面說
[00:06:45.440 --> 00:06:47.680]  盲眼的人要去咒詐他們
[00:06:47.680 --> 00:06:49.040]  因為太多這樣的人
[00:06:49.040 --> 00:06:51.320]  基督徒信耶穌的猶太人
[00:06:51.320 --> 00:06:55.200]  要去咒詐盲眼的人
[00:06:55.200 --> 00:07:00.080]  但與此同時盲眼在宗教信仰裡面來說
[00:07:00.080 --> 00:07:01.880]  是一種詛咒
[00:07:01.880 --> 00:07:05.160]  為什麼會盲眼呢
[00:07:05.160 --> 00:07:06.320]  有些生出來是盲眼
[00:07:06.320 --> 00:07:08.720]  有些後來長大之後是盲眼
[00:07:08.720 --> 00:07:09.960]  大家記不記得聖經裡面
[00:07:09.960 --> 00:07:12.040]  都有一個故事
[00:07:12.040 --> 00:07:13.440]  耶穌和門徒經過
[00:07:13.440 --> 00:07:16.320]  見到一個生來就是盲眼的人
[00:07:16.320 --> 00:07:17.600]  門徒怎麼跟耶穌說
[00:07:17.600 --> 00:07:19.880]  耶穌有個問題問你
[00:07:19.880 --> 00:07:21.160]  這個人生出來就是盲眼
[00:07:21.160 --> 00:07:23.600]  我們認識他
[00:07:23.600 --> 00:07:25.480]  是誰犯了罪
[00:07:25.480 --> 00:07:27.600]  是這個人自己犯罪
[00:07:27.600 --> 00:07:29.760]  還是因為他父母犯罪
[00:07:29.760 --> 00:07:32.400]  所以他生出來就是盲眼
[00:07:32.400 --> 00:07:36.080]  所以從門徒的問題當中
[00:07:36.080 --> 00:07:38.480]  你會發覺很多人對盲眼的人
[00:07:38.480 --> 00:07:39.440]  有一種特別的看法
[00:07:39.440 --> 00:07:41.840]  這些人當然不知道做了什麼陰險事
[00:07:41.840 --> 00:07:42.640]  如果不是你做
[00:07:42.640 --> 00:07:43.760]  當然是你家人做了
[00:07:43.760 --> 00:07:48.520]  所以搞到你今天盲眼
[00:07:48.520 --> 00:07:52.560]  但當耶穌給門徒問這個問題的時候
[00:07:52.560 --> 00:07:54.880]  耶穌的答案是什麼
[00:07:54.880 --> 00:07:56.960]  你們完全看錯了
[00:07:56.960 --> 00:08:00.400]  這群門徒以為自己很聰明很清楚
[00:08:00.400 --> 00:08:01.720]  只有兩個原因
[00:08:01.720 --> 00:08:03.560]  一是你犯罪
[00:08:03.560 --> 00:08:05.000]  二是你父母犯罪
[00:08:05.000 --> 00:08:07.120]  他們想不到第三個原因
[00:08:07.120 --> 00:08:08.520]  這就是他們的印象
[00:08:08.520 --> 00:08:12.000]  他們以為這就是他們接收來的真理
[00:08:12.000 --> 00:08:14.160]  但耶穌說不
[00:08:14.160 --> 00:08:15.680]  你們看錯了
[00:08:15.680 --> 00:08:17.000]  不是這個人犯罪
[00:08:17.000 --> 00:08:18.040]  又不是家人犯罪
[00:08:18.040 --> 00:08:19.040]  不是父母犯罪
[00:08:19.040 --> 00:08:20.840]  是什麼
[00:08:20.840 --> 00:08:26.320]  乃是要彰顯上帝的作為和神的榮耀
[00:08:26.320 --> 00:08:30.200]  他們看不到有第三個原因
[00:08:30.200 --> 00:08:31.840]  原來大家有沒有留意到
[00:08:31.840 --> 00:08:33.160]  我們每一個人
[00:08:33.160 --> 00:08:34.560]  我是說每一個人
[00:08:34.560 --> 00:08:36.360]  包括你和我在內
[00:08:36.360 --> 00:08:38.480]  很多時候我們看東西
[00:08:38.480 --> 00:08:42.680]  有眼見曬
[00:08:42.680 --> 00:08:45.840]  原來我們每一個人
[00:08:45.840 --> 00:08:48.360]  都有自己的盲點
[00:08:48.360 --> 00:08:51.200]  都有些我們看不到的地方
[00:08:51.200 --> 00:08:53.640]  人人都有盲點
[00:08:53.640 --> 00:08:55.160]  我們做一個測試
[00:08:55.160 --> 00:08:57.440]  這個測試你坐太後
[00:08:57.440 --> 00:08:58.240]  就不行
[00:08:58.240 --> 00:08:59.200]  太前就不行
[00:08:59.200 --> 00:09:01.480]  第三行就可以了
[00:09:01.480 --> 00:09:02.720]  第三行
[00:09:02.720 --> 00:09:06.240]  首先專心看著這個十字
[00:09:06.240 --> 00:09:09.560]  然後閉上你的右眼
[00:09:09.560 --> 00:09:12.760]  你就看不到那個黑點
[00:09:12.760 --> 00:09:14.840]  第三行試一下
[00:09:14.840 --> 00:09:15.440]  行不行
[00:09:15.440 --> 00:09:16.400]  看著十字
[00:09:16.400 --> 00:09:18.280]  然後睜開右眼
[00:09:18.280 --> 00:09:20.920]  那個黑點就不見了
[00:09:20.920 --> 00:09:22.240]  是不是
[00:09:22.240 --> 00:09:25.240]  試過對不對
[00:09:25.240 --> 00:09:26.240]  然後又試過
[00:09:26.240 --> 00:09:29.240]  看著十字
[00:09:29.240 --> 00:09:31.720]  閉上右眼
[00:09:31.720 --> 00:09:33.800]  你發覺那條線變成一條線
[00:09:33.800 --> 00:09:35.400]  不是斷了的
[00:09:35.400 --> 00:09:38.240]  對不對
[00:09:38.240 --> 00:09:40.520]  所以張開眼
[00:09:40.520 --> 00:09:41.520]  有個十字架
[00:09:41.520 --> 00:09:42.400]  有個黑點
[00:09:42.400 --> 00:09:43.440]  有條斷了的線
[00:09:43.440 --> 00:09:44.960]  但原來你發覺
[00:09:44.960 --> 00:09:50.080]  原來人真是有盲點的
[00:09:50.080 --> 00:09:51.960]  不信你去第三行試一下
[00:09:51.960 --> 00:09:52.880]  現在別做了
[00:09:52.880 --> 00:09:56.520]  先完結
[00:09:56.520 --> 00:09:59.120]  我們感謝主
[00:09:59.120 --> 00:10:01.040]  我們不像一個巴底賣
[00:10:01.040 --> 00:10:03.360]  我們仍然有視覺
[00:10:03.360 --> 00:10:05.240]  我們的眼睛能夠看到東西
[00:10:05.240 --> 00:10:08.440]  雖然我們還要戴絞刑眼鏡
[00:10:08.440 --> 00:10:09.880]  但是有視覺
[00:10:09.880 --> 00:10:14.240]  不等於你能夠看到所有的事物
[00:10:14.240 --> 00:10:16.440]  所有的真理
[00:10:16.440 --> 00:10:18.040]  知道嗎
[00:10:18.040 --> 00:10:18.800]  你看到東西
[00:10:18.800 --> 00:10:20.040]  你一眼見到東西
[00:10:20.040 --> 00:10:23.040]  不等於你能夠看到所有的事物
[00:10:23.040 --> 00:10:26.240]  你能夠見到所有的真理
[00:10:26.240 --> 00:10:28.440]  人的問題很多
[00:10:28.440 --> 00:10:30.040]  人中有問題
[00:10:30.040 --> 00:10:33.520]  但其中一個最嚴重的問題是什麼
[00:10:33.520 --> 00:10:35.920]  人最嚴重的問題
[00:10:35.920 --> 00:10:38.400]  有耳聽不到
[00:10:38.400 --> 00:10:40.320]  見過這樣的人嗎
[00:10:40.320 --> 00:10:45.760]  有眼看不見
[00:10:45.760 --> 00:10:48.000]  這就是我們其中一個最嚴重的問題
[00:10:48.000 --> 00:10:49.520]  有耳聽不到
[00:10:49.520 --> 00:10:52.080]  有眼看不見
[00:10:52.080 --> 00:10:53.640]  我們說看清楚了
[00:10:53.640 --> 00:10:54.600]  就是看不見
[00:10:54.600 --> 00:10:56.360]  就是看不見
[00:10:56.360 --> 00:10:57.040]  為什麼
[00:10:57.040 --> 00:11:00.040]  剛才不是說過
[00:11:00.040 --> 00:11:01.160]  原來我們人
[00:11:01.160 --> 00:11:03.720]  有人的盲點
[00:11:03.720 --> 00:11:07.200]  包括門徒在內
[00:11:07.200 --> 00:11:08.520]  不信耶穌
[00:11:08.520 --> 00:11:09.280]  以前是盲的
[00:11:09.280 --> 00:11:10.200]  唱一首歌
[00:11:10.200 --> 00:11:11.320]  以前I was blind
[00:11:11.320 --> 00:11:12.840]  現在我們都看到了
[00:11:12.840 --> 00:11:14.560]  原來不是的
[00:11:14.560 --> 00:11:15.920]  你信耶穌之後
[00:11:15.920 --> 00:11:18.920]  你的盲點不會馬上不見了
[00:11:18.920 --> 00:11:20.680]  你的盲點不會馬上完全消失了
[00:11:20.680 --> 00:11:22.240]  當天門徒跟隨耶穌
[00:11:22.240 --> 00:11:23.560]  一夜和祂一起
[00:11:23.560 --> 00:11:25.040]  跟了三年多的時間
[00:11:25.040 --> 00:11:25.800]  然後耶穌說
[00:11:25.800 --> 00:11:27.760]  我現在上耶路撒冷了
[00:11:27.760 --> 00:11:30.080]  我上去不是為了過愉節
[00:11:30.080 --> 00:11:31.600]  我上去是要受苦
[00:11:31.600 --> 00:11:32.560]  被別人凌辱
[00:11:32.560 --> 00:11:33.560]  然後釘十字架
[00:11:33.560 --> 00:11:35.920]  第三天復活
[00:11:35.920 --> 00:11:39.240]  耶穌和門徒是坦坦白白說這件事的
[00:11:39.240 --> 00:11:41.880]  說了多少次
[00:11:41.880 --> 00:11:44.000]  在他們遇到巴底邁之前
[00:11:44.000 --> 00:11:45.720]  說了三次
[00:11:45.720 --> 00:11:46.600]  一次說完
[00:11:46.600 --> 00:11:47.400]  兩次說完
[00:11:47.400 --> 00:11:48.200]  三次說完
[00:11:48.200 --> 00:11:49.840]  門徒就是聽不到
[00:11:49.840 --> 00:11:52.600]  聽不進去
[00:11:52.600 --> 00:11:53.320]  見到
[00:11:53.320 --> 00:11:58.840]  但見不到耶穌和天護上帝的計劃
[00:11:58.840 --> 00:12:00.520]  到底是怎樣去安排的
[00:12:00.520 --> 00:12:01.360]  有耳聽不到
[00:12:01.360 --> 00:12:02.880]  有眼見不到
[00:12:02.880 --> 00:12:04.560]  但是門徒就是這樣
[00:12:04.560 --> 00:12:05.800]  門徒都是這樣
[00:12:05.800 --> 00:12:07.720]  你和我有時都是這樣
[00:12:07.720 --> 00:12:10.040]  所以今日求神幫助我們
[00:12:10.040 --> 00:12:11.840]  當我們明白到自己的盲點的時候
[00:12:11.840 --> 00:12:14.400]  我們應該怎樣去看待事情呢
[00:12:14.400 --> 00:12:18.400]  有時我會問
[00:12:18.400 --> 00:12:20.280]  為何我們會看不到事情呢
[00:12:20.280 --> 00:12:23.200]  有眼看不見呢
[00:12:23.200 --> 00:12:24.640]  其實知不知道為何有眼看不見呢
[00:12:24.640 --> 00:12:26.160]  剛才那個實驗告訴你
[00:12:26.160 --> 00:12:29.400]  因為我們太過注意放在十字架上
[00:12:29.400 --> 00:12:31.320]  那個十字 不是十字架
[00:12:31.320 --> 00:12:32.640]  那個Cross
[00:12:32.640 --> 00:12:34.760]  那個加號上面
[00:12:34.760 --> 00:12:36.640]  當你將你的重心
[00:12:36.640 --> 00:12:37.520]  你的注意力
[00:12:37.520 --> 00:12:39.240]  放在某些事情上面的時候
[00:12:39.240 --> 00:12:42.160]  其他事情你見不到
[00:12:42.160 --> 00:12:43.240]  其他事情你見不到
[00:12:43.240 --> 00:12:45.280]  所以有眼看不見的人
[00:12:45.280 --> 00:12:46.600]  其中其中一個
[00:12:46.600 --> 00:12:47.560]  有一個少年的官
[00:12:47.560 --> 00:12:49.120]  這個故事是很熟悉的
[00:12:49.120 --> 00:12:50.240]  路加密十五章
[00:12:50.240 --> 00:12:52.000]  一個年少的官
[00:12:52.000 --> 00:12:53.040]  在耶穌那裡
[00:12:53.040 --> 00:12:53.800]  耶穌說
[00:12:53.800 --> 00:12:55.800]  我很想能夠成為神的國
[00:12:55.800 --> 00:12:57.800]  我要做些什麼
[00:12:57.800 --> 00:12:59.880]  才能夠成為神的國呢
[00:12:59.880 --> 00:13:01.080]  大家都知道這個故事
[00:13:01.080 --> 00:13:02.880]  耶穌知道一個年輕人
[00:13:02.880 --> 00:13:07.000]  又年輕又帥又有錢又有權並又有地位
[00:13:07.000 --> 00:13:08.360]  但是
[00:13:08.360 --> 00:13:11.440]  這個年輕人最看重的
[00:13:11.440 --> 00:13:13.440]  是他的家財
[00:13:13.440 --> 00:13:16.360]  最看重的是他的家財
[00:13:16.360 --> 00:13:17.000]  所以耶穌說
[00:13:17.000 --> 00:13:18.400]  你變賣一切所有的
[00:13:18.400 --> 00:13:21.400]  來跟隨我吧
[00:13:21.400 --> 00:13:23.160]  大家知道這個故事的結果是什麼呢
[00:13:23.160 --> 00:13:25.200]  這個年輕的官
[00:13:25.200 --> 00:13:26.280]  家裡有錢的人
[00:13:26.280 --> 00:13:29.120]  就悠悠愁愁地走了
[00:13:29.120 --> 00:13:30.760]  因為他看耶穌是一個夫子
[00:13:30.760 --> 00:13:33.200]  這是一個夫子給他的教導
[00:13:33.200 --> 00:13:35.400]  如果他知道耶穌就是神的兒子
[00:13:35.400 --> 00:13:37.720]  Not only 一個夫子一個老師
[00:13:37.720 --> 00:13:39.280]  耶穌向他發出這樣的邀請
[00:13:39.280 --> 00:13:41.880]  神的兒子向他發出這樣的邀請
[00:13:41.880 --> 00:13:45.800]  這是最蒙福的邀請
[00:13:45.800 --> 00:13:48.440]  但是很可惜
[00:13:48.440 --> 00:13:51.800]  這個年少有為很有錢的人
[00:13:51.800 --> 00:13:53.360]  看不到
[00:13:53.360 --> 00:13:55.160]  所以耶穌的概念是什麼呢
[00:13:55.160 --> 00:13:56.560]  有錢人
[00:13:56.560 --> 00:13:57.960]  貪戀錢財
[00:13:57.960 --> 00:13:59.440]  不是有錢人
[00:13:59.440 --> 00:14:00.960]  是貪戀錢財人
[00:14:00.960 --> 00:14:02.840]  這是耶穌的字眼
[00:14:02.840 --> 00:14:03.600]  你可以有錢的
[00:14:03.600 --> 00:14:05.360]  不過你貪錢的時候
[00:14:05.360 --> 00:14:07.080]  貪戀戀慕
[00:14:07.080 --> 00:14:08.800]  你所擁有的東西的時候
[00:14:08.800 --> 00:14:14.280]  比一個駱駝穿過僧人的眼睛更加困難
[00:14:14.280 --> 00:14:15.160]  在那個時間
[00:14:15.160 --> 00:14:16.360]  又是門徒了
[00:14:16.360 --> 00:14:17.480]  是誰呢
[00:14:17.480 --> 00:14:18.120]  我經常說
[00:14:18.120 --> 00:14:19.840]  走著走著才死是死先那個
[00:14:19.840 --> 00:14:21.240]  是誰呢
[00:14:21.240 --> 00:14:22.680]  彼得
[00:14:22.680 --> 00:14:24.600]  彼得說如果是這樣
[00:14:24.600 --> 00:14:27.680]  那誰能夠盡神來過
[00:14:27.680 --> 00:14:28.840]  如果是這樣
[00:14:28.840 --> 00:14:30.840]  我現在變賣所有根除你了
[00:14:30.840 --> 00:14:32.720]  我放下一隻根除了你了
[00:14:32.720 --> 00:14:36.000]  那我會得到什麼呢
[00:14:36.000 --> 00:14:36.600]  大家有沒有留意
[00:14:36.600 --> 00:14:38.560]  彼得這樣說的時候
[00:14:38.560 --> 00:14:43.720]  其實他有一個類似少年的觀的心態
[00:14:43.720 --> 00:14:44.720]  為什麼我這樣說呢
[00:14:44.720 --> 00:14:46.520]  彼得只是個打魚佬
[00:14:46.520 --> 00:14:47.640]  沒什麼錢的
[00:14:47.640 --> 00:14:49.560]  所以他放下所有根除耶穌
[00:14:49.560 --> 00:14:50.640]  沒什麼難度
[00:14:50.640 --> 00:14:52.080]  跟他沒有關係
[00:14:52.080 --> 00:14:53.800]  他根本是個打魚佬
[00:14:53.800 --> 00:14:54.920]  是不是
[00:14:54.920 --> 00:14:55.960]  但是
[00:14:55.960 --> 00:14:57.520]  他根除耶穌的時候有什麼
[00:14:57.520 --> 00:14:58.280]  都沒什麼
[00:14:58.280 --> 00:14:59.440]  到處流浪
[00:14:59.440 --> 00:15:01.800]  但是他心裡面的想法是什麼
[00:15:01.800 --> 00:15:03.280]  這個是神的義子
[00:15:03.280 --> 00:15:05.520]  這個是救主
[00:15:05.520 --> 00:15:08.520]  當然他看錯了神的方法
[00:15:08.520 --> 00:15:12.160]  我現在是跟神的義子打天下
[00:15:12.160 --> 00:15:14.160]  到時我們得國之後
[00:15:14.160 --> 00:15:16.160]  我都希望能夠加官進爵
[00:15:16.160 --> 00:15:20.760]  我都希望能夠生活得比現在好很多
[00:15:20.760 --> 00:15:23.600]  但是現在耶穌這樣說
[00:15:23.600 --> 00:15:25.160]  跟他的觀念
[00:15:25.160 --> 00:15:26.120]  跟他的感受
[00:15:26.120 --> 00:15:28.600]  他的看法完全都不同了
[00:15:28.600 --> 00:15:30.040]  所以他就這樣問
[00:15:30.040 --> 00:15:31.560]  如果是這樣
[00:15:31.560 --> 00:15:33.960]  那我現在放下一切了
[00:15:33.960 --> 00:15:34.800]  來根除你了
[00:15:34.800 --> 00:15:37.280]  我會得到什麼
[00:15:37.280 --> 00:15:39.520]  我們將會得到什麼
[00:15:39.520 --> 00:15:40.400]  所以我說
[00:15:40.400 --> 00:15:42.120]  其實彼得心裡面所想的
[00:15:42.120 --> 00:15:46.720]  跟這個有錢的官是差不多的
[00:15:46.720 --> 00:15:48.440]  看錯了
[00:15:48.440 --> 00:15:52.040]  弟兄姊妹
[00:15:52.040 --> 00:15:58.240]  當我們太過著重物質的生活
[00:15:58.240 --> 00:16:00.040]  將安全感
[00:16:00.040 --> 00:16:01.840]  將我們的成就
[00:16:01.840 --> 00:16:06.560]  用我們的物質財富去衡量的時候
[00:16:06.560 --> 00:16:08.600]  很自然我們會變成怎樣呢
[00:16:08.600 --> 00:16:10.880]  我們對屬靈的事物的盲點
[00:16:10.880 --> 00:16:13.400]  就會相應地擴大
[00:16:13.400 --> 00:16:14.560]  因為你將你的注意力
[00:16:14.560 --> 00:16:16.640]  放在錢財上的時候
[00:16:16.640 --> 00:16:19.000]  你對屬靈的事物的盲點
[00:16:19.000 --> 00:16:21.360]  就會相應地擴大
[00:16:21.360 --> 00:16:23.960]  難怪彼得和他的門徒
[00:16:23.960 --> 00:16:25.560]  看不透神的心
[00:16:25.560 --> 00:16:29.400]  無法明白神要耶穌受死
[00:16:29.400 --> 00:16:33.040]  復活的那種心意
[00:16:33.040 --> 00:16:34.040]  這幫門徒
[00:16:34.040 --> 00:16:35.280]  是說耶穌基督的門徒
[00:16:35.280 --> 00:16:36.560]  大家不是不信耶穌
[00:16:36.560 --> 00:16:38.360]  不跟隨耶穌的人
[00:16:38.360 --> 00:16:41.600]  一路上不單單有這樣的心態
[00:16:41.600 --> 00:16:42.960]  跟耶穌打天下
[00:16:42.960 --> 00:16:43.800]  將來德國的時候
