
[00:00:00.000 --> 00:00:03.100]  好 各位親愛的弟兄姊妹 大家祝福平安
[00:01:38.300 --> 00:01:42.200]  六十二節 他就出去痛哭
[00:01:42.200 --> 00:01:44.500]  好 我們一同來禱告
[00:01:44.500 --> 00:01:46.600]  父神我們在你面前聆聽
[00:01:46.600 --> 00:01:48.300]  求主你預備我們的心
[00:01:48.300 --> 00:01:51.400]  也求主你讓聖靈帶領我們進入你的真理
[00:01:51.400 --> 00:01:55.000]  進入你的話語 也進入你的恩典當中
[00:01:55.000 --> 00:01:58.800]  求主你保守講的和聽的都在你的裡面
[00:01:58.800 --> 00:02:03.200]  禱告奉耶穌基督的聖名 Amen
[00:02:03.200 --> 00:02:07.800]  讀到猶太法典有一個古老的故事
[00:02:07.800 --> 00:02:09.300]  這個古老的故事說
[00:02:09.300 --> 00:02:14.400]  利未族的約書亞他有一次遇到了先知以利亞
[00:02:14.400 --> 00:02:19.600]  他就問說我在哪裡可以找到彼塞亞
[00:02:19.600 --> 00:02:22.000]  以利亞就回答說 你去那個城門口
[00:02:22.000 --> 00:02:26.400]  因為城門口就是人來人往最多人的地方
[00:02:26.400 --> 00:02:28.700]  那麼約書亞就問以利亞說
[00:02:28.700 --> 00:02:34.100]  那我怎麼能夠認得出來他呢
[00:02:34.100 --> 00:02:35.900]  以利亞回答他說
[00:02:35.900 --> 00:02:39.300]  你看見那個人就是滿身的傷痕
[00:02:39.300 --> 00:02:41.600]  他和窮人坐在一塊
[00:02:41.600 --> 00:02:45.200]  其他的人都一下子打開自己所有的傷口
[00:02:45.200 --> 00:02:46.600]  並且包紮
[00:02:46.600 --> 00:02:51.500]  但是那個人他只解開並且包紮一個傷口
[00:02:51.500 --> 00:02:53.900]  而且還自言自語的說
[00:02:53.900 --> 00:02:55.400]  或許有人需要我
[00:02:55.400 --> 00:03:00.700]  所以我必須隨時準備好免得耽誤時間
[00:03:00.700 --> 00:03:03.000]  那麼這個猶太法典的古老的故事呢
[00:03:03.000 --> 00:03:08.400]  告訴我們彼塞亞是一位負傷的彼塞亞
[00:03:08.400 --> 00:03:12.000]  也就是隨時準備好回應別人
[00:03:12.000 --> 00:03:17.500]  他們的需要以及醫治他們傷口的彼塞亞
[00:03:17.500 --> 00:03:19.800]  那麼路加福音的這段技術呢
[00:03:19.800 --> 00:03:22.800]  其實就讓我們更加近距離的看見
[00:03:22.800 --> 00:03:25.200]  這位受傷的彼塞亞
[00:03:25.200 --> 00:03:28.100]  他是一位受傷的醫治者
[00:03:28.100 --> 00:03:31.700]  首先我們看61節一開始第一個字
[00:03:31.700 --> 00:03:33.100]  大家看得見啊
[00:03:33.100 --> 00:03:35.400]  第一個字就是主
[00:03:35.400 --> 00:03:40.200]  那麼我們說這段經文第一個主這個字
[00:03:40.200 --> 00:03:45.100]  這位主他正處在什麼樣的情景當中呢
[00:03:45.100 --> 00:03:47.300]  我們前面看到他被出賣
[00:03:47.300 --> 00:03:49.200]  被許多人抓捕
[00:03:49.200 --> 00:03:51.100]  被當眾的壓解
[00:03:51.100 --> 00:03:53.200]  被人圍觀被人議論
[00:03:53.200 --> 00:03:56.900]  我們且不說他當時的心境是怎樣的
[00:03:56.900 --> 00:04:00.500]  因為福音書也沒有描述主耶穌心裡是怎麼想的
[00:04:00.500 --> 00:04:04.400]  但福音書卻清楚的記述了他在被捕之前
[00:04:04.400 --> 00:04:09.500]  就是剛剛在克西瑪尼園禱告的時候的情景
[00:04:09.500 --> 00:04:14.400]  他約彼得約翰和雅各三個人呢一同去禱告
[00:04:14.400 --> 00:04:16.900]  而且呢他向他們說
[00:04:16.900 --> 00:04:22.500]  說什麼我心裡甚是憂傷幾乎要死
[00:04:22.500 --> 00:04:24.600]  這種表達應該是很清楚的
[00:04:24.600 --> 00:04:29.900]  說到他被捕之前主耶穌他心境的情況是非常的憂傷
[00:04:29.900 --> 00:04:32.600]  而且憂傷的幾乎要死
[00:04:32.600 --> 00:04:40.300]  所以他請他三位跟他最時間長的最親近的門徒一同來禱告
[00:04:40.300 --> 00:04:42.900]  而路加的更加詳細的描述了
[00:04:42.900 --> 00:04:47.700]  當時還有天使來為耶穌加添力量
[00:04:47.700 --> 00:04:50.500]  即使如此呢主耶穌仍然什麼
[00:04:50.500 --> 00:04:52.500]  極其傷痛
[00:04:52.500 --> 00:04:53.800]  禱告更加懇切
[00:04:53.800 --> 00:04:57.500]  汗珠如大雪點滴在地上
[00:04:57.500 --> 00:05:00.600]  所以你知道耶穌在被捕之前
[00:05:00.600 --> 00:05:04.900]  他的心境是非常的憂傷非常的傷痛
[00:05:04.900 --> 00:05:08.300]  這是聖經很清楚的告訴我們的
[00:05:08.300 --> 00:05:11.900]  因為主耶穌知道他即將面對的是什麼
[00:05:11.900 --> 00:05:17.700]  羞辱毀謗毆打痛苦和死亡都在等著他
[00:05:17.700 --> 00:05:22.300]  而最讓他傷痛的應該是他擔當世人的罪孽
[00:05:22.300 --> 00:05:24.900]  而與父神隔離
[00:05:24.900 --> 00:05:27.000]  所以我們可以清楚的看到
[00:05:27.000 --> 00:05:31.700]  就是這位主回過頭來看彼得的這位主呢
[00:05:31.700 --> 00:05:36.500]  他當時是不折不扣的一位受傷者
[00:05:36.500 --> 00:05:43.900]  所以我們看到主後面對彼得的遺志是從他的傷痛開始的
[00:05:43.900 --> 00:05:45.200]  我在講課的時候呢
[00:05:45.200 --> 00:05:50.100]  會提到日本人有一個非常核心的一種悲劇的核心詞彙
[00:05:50.100 --> 00:05:51.100]  就是刺拉撒
[00:05:51.100 --> 00:05:53.000]  這個刺拉撒的就是當你痛苦的時候
[00:05:53.000 --> 00:05:54.400]  你說不出來
[00:05:54.400 --> 00:05:55.600]  你不能跟人說
[00:05:55.600 --> 00:05:56.900]  當你憂傷的時候呢
[00:05:56.900 --> 00:05:58.900]  你也不能夠告訴別人
[00:05:58.900 --> 00:06:00.800]  這種就叫刺拉撒
[00:06:00.800 --> 00:06:02.100]  如果你痛苦了跟人說
[00:06:02.100 --> 00:06:03.000]  我很痛苦
[00:06:03.000 --> 00:06:04.500]  那就不是刺拉撒
[00:06:04.500 --> 00:06:06.600]  所以日本人的很在乎呢
[00:06:06.600 --> 00:06:07.700]  這個人的狀況
[00:06:07.700 --> 00:06:09.200]  內心的狀況呢
[00:06:09.200 --> 00:06:11.600]  是怎樣的
[00:06:11.600 --> 00:06:12.800]  所以在這段經文裡面
[00:06:12.800 --> 00:06:14.600]  主耶穌在被捕之前
[00:06:14.600 --> 00:06:16.600]  他還會跟他的門徒說
[00:06:16.600 --> 00:06:19.500]  他很憂傷很傷痛
[00:06:19.500 --> 00:06:21.200]  但是他被捕之後呢
[00:06:21.200 --> 00:06:23.300]  他已經沒有這種機會
[00:06:23.300 --> 00:06:28.200]  他只能把這種傷痛放在他的心裡面
[00:06:28.200 --> 00:06:28.600]  好
[00:06:28.600 --> 00:06:29.300]  第二個部分呢
[00:06:29.300 --> 00:06:31.100]  就是說這樣的一位主
[00:06:31.100 --> 00:06:33.800]  他是完全受傷的一位主
[00:06:33.800 --> 00:06:37.900]  他會臨在在彼得的生命當中
[00:06:37.900 --> 00:06:39.600]  他的心正在流血
[00:06:39.600 --> 00:06:43.000]  他轉過身來看彼得
[00:06:43.000 --> 00:06:44.200]  我們值得在這裡面呢
[00:06:44.200 --> 00:06:46.800]  去默想當時的情景
[00:06:46.800 --> 00:06:49.200]  他回過頭來
[00:06:49.200 --> 00:06:52.200]  他轉過身來看彼得
[00:06:52.200 --> 00:06:54.800]  你會想到什麼呢
[00:06:54.800 --> 00:06:56.500]  這是一種什麼樣的力量呢
[00:06:56.500 --> 00:06:59.500]  使得一個陷於絕境的人
[00:06:59.500 --> 00:07:00.900]  他在傷痛當中
[00:07:00.900 --> 00:07:03.400]  而且傷痛要幾乎要死的這個人呢
[00:07:03.400 --> 00:07:05.300]  他能夠想起別人了
[00:07:05.300 --> 00:07:09.400]  這是我覺得非常令我震撼的
[00:07:09.400 --> 00:07:12.200]  我們都有一些痛苦的經歷啊
[00:07:12.200 --> 00:07:13.400]  也就是說
[00:07:13.400 --> 00:07:14.500]  你在痛苦當中
[00:07:14.500 --> 00:07:17.000]  你會關注別人
[00:07:17.000 --> 00:07:21.200]  這種情況到底有多少呢
[00:07:21.200 --> 00:07:23.100]  因為我們關注自己的程度
[00:07:23.100 --> 00:07:25.700]  和我們受的痛苦的是成正比的
[00:07:25.700 --> 00:07:27.900]  也就是說你越傷心難過
[00:07:27.900 --> 00:07:29.500]  你越痛苦不堪
[00:07:29.500 --> 00:07:33.200]  你就越不容易關注其他人的需要
[00:07:33.200 --> 00:07:35.600]  顧念別人的處境
[00:07:35.600 --> 00:07:37.000]  你顧自己還顧不過來呢
[00:07:37.000 --> 00:07:39.800]  你怎麼能夠想到其他人呢
[00:07:39.800 --> 00:07:41.000]  除非呢
[00:07:41.000 --> 00:07:43.700]  你對他者的那個關懷那個關愛呢
[00:07:43.700 --> 00:07:48.600]  那個程度超過了你自己舔傷的一個需要
[00:07:48.600 --> 00:07:50.000]  人有沒有這種情感呢
[00:07:50.000 --> 00:07:51.500]  我想還是有的
[00:07:51.500 --> 00:07:54.000]  我們都可以想像的到啊
[00:07:54.000 --> 00:07:56.500]  因為處在悲痛當中的母親
[00:07:56.500 --> 00:07:58.500]  還大多不會忘記呢
[00:07:58.500 --> 00:08:01.800]  為自己的嬰孩為奶的吧
[00:08:01.800 --> 00:08:02.400]  你很難過
[00:08:02.400 --> 00:08:03.500]  但是你嬰孩一哭
[00:08:03.500 --> 00:08:05.300]  你就會怎麼樣去照顧他
[00:08:05.300 --> 00:08:10.600]  這種情況是正常的是可以想像的
[00:08:10.600 --> 00:08:12.600]  那麼或許我們認為呢
[00:08:12.600 --> 00:08:14.600]  主耶穌對於說了大話
[00:08:14.600 --> 00:08:18.700]  結果三次不認主自己的不認自己那個彼得啊
[00:08:18.700 --> 00:08:23.100]  他進行挽救和醫治是在什麼時候呢
[00:08:23.100 --> 00:08:24.500]  是在他復活之後
[00:08:24.500 --> 00:08:28.400]  他三次的問彼得說你愛我嗎
[00:08:28.400 --> 00:08:31.200]  那個時候是醫治了彼得
[00:08:31.200 --> 00:08:33.400]  但是呢你從這段經文可以看到
[00:08:33.400 --> 00:08:39.000]  實際上他對於彼得的醫治是從他被捕當晚就開始了
[00:08:39.000 --> 00:08:41.100]  就是在這個大祭司的院子裡面
[00:08:41.100 --> 00:08:43.500]  當他在傷痛之中的時候
[00:08:43.500 --> 00:08:47.600]  他轉過身來看彼得
[00:08:47.600 --> 00:08:50.600]  大家再想一想他的眼神是怎樣的呢
[00:08:50.600 --> 00:08:53.800]  我們讀經有時候需要讓我們有想像力啊
[00:08:53.800 --> 00:08:57.400]  雖然聖經沒有直接表明這個內涵
[00:08:57.400 --> 00:09:04.700]  但是我們可以想像通過常理來去揣度當時的情景
[00:09:04.700 --> 00:09:07.300]  你若在當時在場
[00:09:07.300 --> 00:09:12.100]  你會從耶穌他的眼神當中看見什麼呢
[00:09:12.100 --> 00:09:16.000]  或者你看見什麼樣的一種眼神的表示呢
[00:09:16.000 --> 00:09:16.600]  一般來講
[00:09:16.600 --> 00:09:21.100]  我們說可能一種情況就是他回不頭來看彼得說
[00:09:21.100 --> 00:09:23.800]  哈你看我我說過了吧
[00:09:23.800 --> 00:09:27.500]  我說過你會三次不認我主三次不認我吧
[00:09:27.500 --> 00:09:29.800]  雞叫了真的三次不認對不對
[00:09:29.800 --> 00:09:31.600]  那種眼神是什麼
[00:09:31.600 --> 00:09:33.100]  我看透了你了
[00:09:33.100 --> 00:09:35.400]  我說準了你了
[00:09:35.400 --> 00:09:37.700]  有沒有這種可能呢
[00:09:37.700 --> 00:09:42.800]  第二種眼神可能是充滿了鄙視充滿了蔑視啊
[00:09:42.800 --> 00:09:46.900]  切你這種門徒真的是不像話啊
[00:09:46.900 --> 00:09:48.600]  太不像話了
[00:09:48.600 --> 00:09:57.400]  還有可能第三種非常恨非常怨啊仇怨的仇恨的怨恨的眼神
[00:09:57.400 --> 00:09:59.800]  會不會是這樣呢
[00:09:59.800 --> 00:10:02.000]  所以可能性都有
[00:10:02.000 --> 00:10:08.000]  但是其中有一個最可能的一定是跟耶穌的
[00:10:08.000 --> 00:10:10.300]  這個人是有關係
[00:10:10.300 --> 00:10:12.400]  大家剛才有一些弟兄姊妹已經搖頭了
[00:10:12.400 --> 00:10:17.200]  問大家有沒有可能是因為搖頭的是你覺得耶穌不是這樣的人
[00:10:17.200 --> 00:10:18.800]  第一我覺得他不會說
[00:10:18.800 --> 00:10:20.200]  你看我說準了你了
[00:10:20.200 --> 00:10:23.900]  我早就看透了你的小子不會是這樣的
[00:10:23.900 --> 00:10:26.100]  第二種的也不是
[00:10:26.100 --> 00:10:29.100]  鄙視耶穌也不是這樣的人
[00:10:29.100 --> 00:10:32.500]  第三種怨恨更更加不是
[00:10:32.500 --> 00:10:38.000]  就說從我們這些跟隨主的人對於耶穌的了解來看
[00:10:38.000 --> 00:10:41.100]  我想這些都不太可能
[00:10:41.100 --> 00:10:47.000]  那他究竟轉過身來看彼得的眼神是怎樣的一種眼神
[00:10:47.000 --> 00:10:53.500]  轉過身來
[00:10:53.500 --> 00:10:55.300]  如果我說我想像
[00:10:55.300 --> 00:10:57.300]  我其實今天早上我還在想像
[00:10:57.300 --> 00:10:58.300]  我要怨恨一個人
[00:10:58.300 --> 00:10:59.700]  我扭頭瞪他
[00:10:59.700 --> 00:11:02.100]  我不會說轉個頭來瞪是吧
[00:11:02.100 --> 00:11:07.500]  這個是我們肢體語言最常見的一種合理的正常的一種情況
[00:11:07.500 --> 00:11:10.200]  我比我藐視一個人我鄙視一個人
[00:11:10.200 --> 00:11:13.300]  我也是你對不對
[00:11:13.300 --> 00:11:14.600]  都是扭一下頭
[00:11:14.600 --> 00:11:16.200]  而聖經特別強的
[00:11:16.200 --> 00:11:17.900]  他是轉過身來
[00:11:17.900 --> 00:11:22.000]  那轉過身來的意思是他正面對著彼得
[00:11:22.000 --> 00:11:26.500]  他的眼神是怎樣的呢
[00:11:26.500 --> 00:11:28.200]  溫柔的
[00:11:28.200 --> 00:11:29.900]  慈愛的
[00:11:29.900 --> 00:11:31.200]  理解的原諒的
[00:11:31.200 --> 00:11:34.600]  這個可能是我們從耶穌這個人的性情上
[00:11:34.600 --> 00:11:37.300]  我們最多可能想到的可能性
[00:11:37.300 --> 00:11:38.900]  但具體是怎樣的呢
[00:11:38.900 --> 00:11:40.800]  我是不清楚的
[00:11:40.800 --> 00:11:44.300]  但至少有一點我可以肯定的是
[00:11:44.300 --> 00:11:50.400]  那個眼神一定是深入人靈魂深處的一個眼神
[00:11:50.400 --> 00:11:53.600]  一個令人終生難忘的眼神
[00:11:53.600 --> 00:11:59.400]  那個目光其實就在此時此刻就深入到彼得的生命當中
[00:11:59.400 --> 00:12:01.200]  否則他不會出去痛哭
[00:12:01.200 --> 00:12:02.500]  對嗎
[00:12:02.500 --> 00:12:04.200]  如果他面對的是一個啊
[00:12:04.200 --> 00:12:09.100]  我看透了你小子頂多他羞愧
[00:12:09.100 --> 00:12:11.800]  受到鄙視或者受到怨恨
[00:12:11.800 --> 00:12:13.200]  都可能是羞愧
[00:12:13.200 --> 00:12:16.200]  很少見的說我扭頭瞪他眼
[00:12:16.200 --> 00:12:19.000]  他出去哭了
[00:12:19.000 --> 00:12:22.100]  這種可能性不是很大對不對
[00:12:22.100 --> 00:12:24.000]  所以呢就在這個時候呢
[00:12:24.000 --> 00:12:27.200]  這個受傷的耶穌呢
[00:12:27.200 --> 00:12:31.600]  他全然的臨在了彼得的生命當中
[00:12:31.600 --> 00:12:33.700]  而且他不是高高在上的那種
[00:12:33.700 --> 00:12:37.000]  我想像的不會是一種特別高高在上的
[00:12:37.000 --> 00:12:40.300]  充滿著那種憐憫的
[00:12:40.300 --> 00:12:44.000]  自上而下的那種
[00:12:44.000 --> 00:12:46.400]  眼光
[00:12:46.400 --> 00:12:49.100]  因為他面對他轉過身來面對彼得的時候
[00:12:49.100 --> 00:12:54.800]  他知道彼得這時候他已經深陷在自己的
[00:12:54.800 --> 00:12:56.100]  內疚
[00:12:56.100 --> 00:12:57.700]  慚愧
[00:12:57.700 --> 00:13:01.300]  各樣複雜的心境當中的彼得
[00:13:01.300 --> 00:13:05.400]  而耶穌這個時候他自己也是身在絕境當中
[00:13:05.400 --> 00:13:12.300]  也可以說是兩個落難的人彼此相對
[00:13:12.300 --> 00:13:16.300]  我覺得耶穌的不幸比彼得更大
[00:13:16.300 --> 00:13:18.000]  彼得的情況
[00:13:18.000 --> 00:13:22.500]  遠騰呢就是寫陳墨那本小說遠騰周作呢
[00:13:22.500 --> 00:13:24.500]  他的讀經筆記裡面
[00:13:24.500 --> 00:13:27.700]  他想像彼得當時的情景
[00:13:27.700 --> 00:13:31.900]  他認為呢彼得就是一個門徒的代表
[00:13:31.900 --> 00:13:34.400]  被派到大祭司那裡去做交易
[00:13:34.400 --> 00:13:35.700]  做什麼交易呢
[00:13:35.700 --> 00:13:42.000]  否認這位主換得整個門徒們的安全
[00:13:42.000 --> 00:13:46.100]  你看到後面門徒都在耶路撒冷沒走對不對
[00:13:46.100 --> 00:13:47.900]  那些跟隨耶穌的人沒走
[00:13:47.900 --> 00:13:49.200]  也沒有被抓
[00:13:49.200 --> 00:13:51.900]  這個案子就在耶穌那裡止住了
[00:13:51.900 --> 00:13:55.600]  沒有說繼續的擴大繼續的抓這些門徒
[00:13:55.600 --> 00:13:57.500]  為什麼有這樣的一個結果呢
[00:13:57.500 --> 00:13:59.700]  遠騰的想像是有一定道理的
[00:13:59.700 --> 00:14:02.200]  因為他讀約翰福音
[00:14:02.200 --> 00:14:07.000]  是透過了一個認識大祭司的門徒
[00:14:07.000 --> 00:14:11.400]  帶著彼得進了大祭司的院子
[00:14:11.400 --> 00:14:14.500]  然後讓這個彼得呢等在那院子裡
[00:14:14.500 --> 00:14:17.400]  門徒呢認識大祭司的門徒進去說了幾句
[00:14:17.400 --> 00:14:22.500]  出來就讓彼得進去
[00:14:22.500 --> 00:14:25.100]  而且呢這個門徒是跟什麼
[00:14:25.100 --> 00:14:27.800]  看門的那個使女說了幾句話
[00:14:27.800 --> 00:14:29.900]  就把彼得帶進去了
[00:14:29.900 --> 00:14:31.700]  這說明什麼
[00:14:31.700 --> 00:14:35.600]  這說明彼得的到來不是偷偷摸摸的
[00:14:35.600 --> 00:14:36.700]  不是我們想像的
[00:14:36.700 --> 00:14:40.300]  他是偷偷的藏在了一幫人當中
[00:14:40.300 --> 00:14:41.900]  然後呢還被人認出來了
[00:14:41.900 --> 00:14:43.200]  他三次就說不是不是
[00:14:43.200 --> 00:14:47.600]  彼得進到大祭司那裡是疏通好了的
[00:14:47.600 --> 00:14:50.800]  有認識大祭司的門徒
[00:14:50.800 --> 00:14:53.400]  跟大基說我帶來了
[00:14:53.400 --> 00:14:55.100]  然後彼得進來
[00:14:55.100 --> 00:14:57.500]  他做了對主的否認
[00:14:57.500 --> 00:15:01.100]  聖經記載他有三次的否認
[00:15:02.700 --> 00:15:07.200]  我想這個就是遠騰的想像
[00:15:07.200 --> 00:15:08.700]  而我們覺得呢
[00:15:08.700 --> 00:15:11.200]  這個想像可能有他的道理
[00:15:11.200 --> 00:15:13.500]  總而言之呢
[00:15:13.500 --> 00:15:16.800]  彼得的確是出現在大祭司的院子裡面
[00:15:16.800 --> 00:15:18.400]  而且他是否認了主
[00:15:18.400 --> 00:15:19.600]  這個是肯定的
[00:15:19.600 --> 00:15:25.800]  而這個時候主耶穌轉過身來看彼得
[00:15:25.800 --> 00:15:27.100]  就是這樣的一位彼得
[00:15:27.100 --> 00:15:29.700]  他是來否認主的
[00:15:32.700 --> 00:15:34.300]  那他的心境是怎麼樣的
[00:15:34.300 --> 00:15:35.500]  他跟了主三年
[00:15:35.500 --> 00:15:39.900]  主是從打魚的加利利的湖邊把他帶上的
[00:15:39.900 --> 00:15:42.200]  一直讓他經歷
[00:15:42.200 --> 00:15:44.400]  而且經歷了什麼平靜風浪
[00:15:44.400 --> 00:15:45.800]  經歷了很多神蹟
[00:15:45.800 --> 00:15:48.800]  他也目睹了耶穌行了醫治
[00:15:48.800 --> 00:15:52.700]  還有使死人復活等等大的神蹟
[00:15:52.700 --> 00:15:56.200]  他甚至心裡都肯定這個人不是常人
[00:15:56.200 --> 00:15:57.200]  不是一般的人
[00:15:57.200 --> 00:15:59.800]  或許就是那位彼塞亞
[00:16:00.500 --> 00:16:03.100]  而且他也當著主耶穌的面
[00:16:03.100 --> 00:16:05.500]  做了宣告你是彼塞亞
[00:16:05.500 --> 00:16:06.800]  我們還跟從誰呢
[00:16:06.800 --> 00:16:08.100]  我們就要跟從你
[00:16:08.100 --> 00:16:12.400]  但現在他就是明明的去否認
[00:16:12.400 --> 00:16:13.400]  我不認識這個人
[00:16:13.400 --> 00:16:18.100]  而耶穌轉過身來面對的就是這樣的一個門徒
[00:16:18.100 --> 00:16:23.200]  而他轉身看門徒的看彼得的這個眼神
[00:16:23.200 --> 00:16:25.300]  讓彼得怎麼樣
[00:16:25.300 --> 00:16:26.800]  出去痛哭
[00:16:28.100 --> 00:16:32.300]  痛哭這件事實際上就等於是主耶穌
[00:16:32.300 --> 00:16:35.500]  他把彼得帶回到他的軟弱當中
[00:16:35.500 --> 00:16:36.800]  沒有讓他逃跑
[00:16:36.800 --> 00:16:39.500]  沒有讓他給自己合理化的機會
[00:16:39.500 --> 00:16:46.400]  實際上人的醫治就從你回到你的軟弱當中開始
[00:16:46.400 --> 00:16:50.600]  彼得或許一下就想起了早先
[00:16:50.600 --> 00:16:54.700]  他跟主耶穌一路三年的各種情景
[00:16:54.700 --> 00:17:00.100]  也許想起了主耶穌剛剛跟他不久前說過的話
[00:17:00.100 --> 00:17:04.000]  當他掏心掏肺說我一定不離開你
[00:17:04.000 --> 00:17:05.700]  那樣的勇敢的表示的時候
[00:17:05.700 --> 00:17:06.800]  耶穌說了
[00:17:06.800 --> 00:17:09.800]  你會計較之前三次的不認我
[00:17:09.800 --> 00:17:15.200]  彼得出去痛哭
[00:17:15.200 --> 00:17:16.700]  他為什麼會痛哭呢
[00:17:16.700 --> 00:17:17.700]  這也值得我們想
[00:17:17.700 --> 00:17:21.700]  就是當人回到自己的軟弱當中的時候
[00:17:21.700 --> 00:17:23.700]  他沒有辦法藏起來
[00:17:23.700 --> 00:17:25.100]  沒有辦法遁形
[00:17:25.100 --> 00:17:27.500]  只能面對一個真相
[00:17:27.500 --> 00:17:29.000]  就是他的膽怯
[00:17:29.000 --> 00:17:30.100]  他的背叛
[00:17:30.100 --> 00:17:31.400]  他的醜陋
[00:17:31.400 --> 00:17:33.700]  他的自私等等
[00:17:33.700 --> 00:17:35.400]  各種負面的形象
[00:17:35.400 --> 00:17:36.100]  總之呢
[00:17:36.100 --> 00:17:38.400]  他自我的人設自我的形象呢
[00:17:38.400 --> 00:17:39.400]  就在這個時候
[00:17:39.400 --> 00:17:41.000]  破滅了
[00:17:41.000 --> 00:17:45.000]  他對自己可能非常的鄙視
[00:17:45.000 --> 00:17:46.400]  不是主鄙視他
[00:17:46.400 --> 00:17:48.400]  他是自己鄙視自己
[00:17:48.400 --> 00:17:49.800]  他覺得自己無恥
[00:17:49.800 --> 00:17:53.300]  他也覺得自己非常值得被人厭惡
[00:17:53.300 --> 00:17:54.700]  尤其被主
[00:17:54.700 --> 00:17:56.800]  他眼前的這位厭惡
[00:17:56.800 --> 00:17:59.900]  但是他眼前這位竟然沒有
[00:17:59.900 --> 00:18:02.800]  批評他
[00:18:02.800 --> 00:18:04.800]  沒有用眼神釘死他
[00:18:04.800 --> 00:18:11.600]  如果說我是特別自我形象毀壞了
[00:18:11.600 --> 00:18:13.400]  我希望你來鄙視我
[00:18:13.400 --> 00:18:15.300]  但是對方得到了對方的鄙視
[00:18:15.300 --> 00:18:17.400]  你會出去痛哭嗎
[00:18:17.400 --> 00:18:18.500]  不會
[00:18:18.500 --> 00:18:20.800]  真正出去痛哭的可能就是
[00:18:20.800 --> 00:18:22.600]  我覺得你一定會鄙視我
[00:18:22.600 --> 00:18:24.700]  但他遇到的是一位
[00:18:24.700 --> 00:18:26.300]  愛他的眼神
[00:18:26.300 --> 00:18:27.100]  愛他的主
[00:18:27.100 --> 00:18:30.900]  他才會有這麼大的反應
[00:18:30.900 --> 00:18:34.200]  不過他哭了以後
[00:18:34.200 --> 00:18:35.800]  沒有重新的馬上站起來
[00:18:35.800 --> 00:18:36.600]  對嗎
[00:18:36.600 --> 00:18:39.500]  他是哭了以後就回伽利利打魚去了
[00:18:39.500 --> 00:18:40.800]  主耶穌也就被釘死了
[00:18:40.800 --> 00:18:42.700]  他認為這一切這世界
[00:18:42.700 --> 00:18:45.600]  沒有什麼盼望了
[00:18:45.600 --> 00:18:47.200]  他就從操就業去了
[00:18:47.200 --> 00:18:49.200]  但是這個時候
[00:18:49.200 --> 00:18:52.000]  主耶穌目光當中的一些什麼東西
[00:18:52.000 --> 00:18:53.500]  深入到他的生命裡面
[00:18:53.500 --> 00:18:54.700]  深入他心裡面
[00:18:54.700 --> 00:18:57.200]  是他日後重新得利的種子
[00:18:57.200 --> 00:19:00.100]  我覺得這個一定和主耶穌三次問他
[00:19:00.100 --> 00:19:00.700]  你愛我嗎
[00:19:00.700 --> 00:19:02.100]  要聯繫起來
[00:19:02.100 --> 00:19:04.100]  要把這兩件事聯繫起來
[00:19:04.100 --> 00:19:07.400]  主耶穌在這時候其實已經給他埋下了一個
[00:19:07.400 --> 00:19:09.200]  重新得利的種子
[00:19:09.200 --> 00:19:14.500]  主沒有在這裡讓彼得去逃避
[00:19:14.500 --> 00:19:15.400]  以至於呢
[00:19:15.400 --> 00:19:17.800]  讓時光慢慢的麻痹
