
[00:00:00.000 --> 00:00:03.720]  謝謝主席 各位「頂姐妹」早安
[00:03:22.500 --> 00:03:25.560]  或者同神的禱告都很少
[00:03:25.560 --> 00:03:27.640]  又或者可能有些人會說
[00:03:27.640 --> 00:03:29.860]  覺得我心情這麼低沉
[00:03:29.860 --> 00:03:33.320]  其實有時候我們在教會叫
[00:03:33.320 --> 00:03:34.620]  等一下會唱喜樂的詩歌
[00:03:34.620 --> 00:03:35.740]  我們那一刻唱不到
[00:03:35.740 --> 00:03:41.240]  因為真的心情好像很強人所難那樣
[00:03:41.240 --> 00:03:42.680]  這一刻這麼沉重
[00:03:42.680 --> 00:03:44.700]  要我們唱一些讚美的詩歌
[00:03:44.700 --> 00:03:48.980]  其實我都很認同這一切剛才說的感受
[00:03:48.980 --> 00:03:51.740]  其實真是當我們很困難的時候
[00:03:51.740 --> 00:03:54.580]  很多時候我們會發覺讚美神
[00:03:54.580 --> 00:03:57.120]  其實真是一件不容易的事情
[00:03:57.120 --> 00:04:00.700]  但是當我們細心去看聖經裡面
[00:04:00.700 --> 00:04:02.780]  其實聖經裡面的記載
[00:04:02.780 --> 00:04:05.240]  不只是記載到神的子民
[00:04:05.240 --> 00:04:07.820]  他們是在一些純境
[00:04:07.820 --> 00:04:09.920]  在一些開心的時刻
[00:04:09.920 --> 00:04:12.220]  或者點神榮耀的時刻
[00:04:12.220 --> 00:04:13.760]  他們才來到讚美
[00:04:13.760 --> 00:04:16.280]  其實在聖經裡面都記載了很多
[00:04:16.280 --> 00:04:19.320]  神的子民在一些遇到很大艱難
[00:04:19.320 --> 00:04:20.720]  困苦的時候
[00:04:20.720 --> 00:04:23.540]  他們是來到去讚美神
[00:04:23.540 --> 00:04:29.060]  從而在當中經歷了神奇妙的能力
[00:04:29.060 --> 00:04:33.320]  所以我很相信讚美神
[00:04:33.320 --> 00:04:36.360]  不只是我們平時在教會裡面
[00:04:36.360 --> 00:04:37.860]  或者我們平時在哪裡
[00:04:37.860 --> 00:04:41.460]  唱一些喜樂讚美神的詩歌這麼簡單
[00:04:41.460 --> 00:04:43.940]  有些人經常跟我開玩笑
[00:04:43.940 --> 00:04:45.640]  這個神是不是很喜歡聽歌
[00:04:45.640 --> 00:04:47.920]  你經常唱詩讚美祂
[00:04:47.920 --> 00:04:50.020]  當然我們也有時候說
[00:04:50.020 --> 00:04:53.300]  我們以我們的詩歌獻上讚美為祭
[00:04:53.300 --> 00:04:54.140]  這樣去給神
[00:04:54.140 --> 00:04:56.820]  但是讚美本身
[00:04:56.820 --> 00:05:01.240]  我相信有一個更深的一個宿命的意義
[00:05:01.240 --> 00:05:03.060]  就是神有一個目的
[00:05:03.060 --> 00:05:06.400]  就是要我們在當中去經歷祂
[00:05:06.400 --> 00:05:09.940]  究竟讚美其實是一回什麼的事呢?
[00:05:09.940 --> 00:05:14.080]  今天我想透過兩篇跟大家分享
[00:05:14.080 --> 00:05:17.260]  先看一看我們今天的詩篇
[00:05:17.260 --> 00:05:20.020]  是第22篇《經文出志》
[00:05:20.020 --> 00:05:21.820]  我用了第一至三節
[00:05:21.820 --> 00:05:24.920]  這篇詩篇的作者就是大衛
[00:05:24.920 --> 00:05:29.160]  這個題材這首詩篇其實是一首哀歌
[00:05:29.160 --> 00:05:32.600]  是在大衛受苦的時候
[00:05:32.600 --> 00:05:36.600]  他們在那個時候寫出來的
[00:05:36.600 --> 00:05:40.100]  剛才我們已經讀了一次
[00:05:40.100 --> 00:05:41.920]  我們再來看多一次
[00:05:41.920 --> 00:05:46.320]  這裡他說「我的神,我的神,祢為什麼離棄我
[00:05:46.320 --> 00:05:51.500]  為什麼遠離不救我,不聽我深淫的喚呢?
[00:05:51.500 --> 00:05:55.480]  我的神啊,我日間呼求祢不應運
[00:05:55.480 --> 00:05:58.820]  在晚上我還是不停止
[00:05:58.820 --> 00:06:00.620]  但祢是聖潔的
[00:06:00.620 --> 00:06:03.840]  是用以色列的讚美為寶座的」
[00:06:03.840 --> 00:06:07.820]  這個是主音堂丁子妹聖上讀的新譯本
[00:06:07.820 --> 00:06:12.620]  我覺得將和合本的版本在第三節打出來
[00:06:12.620 --> 00:06:16.460]  你見到最後那裡括著這個寶座
[00:06:16.460 --> 00:06:18.380]  就是寓作居所
[00:06:18.380 --> 00:06:22.220]  寶座就是有居所的意思
[00:06:22.220 --> 00:06:25.880]  這篇詩篇的頭三節我們見到
[00:06:25.880 --> 00:06:30.300]  由大衛對上帝一個很痛苦的深淫
[00:06:30.300 --> 00:06:32.580]  呼求來開始的
[00:06:32.580 --> 00:06:34.640]  我們看回第一節的時候
[00:06:34.640 --> 00:06:37.300]  大家有沒有覺得很熟悉呢?
[00:06:37.300 --> 00:06:40.300]  「我的神,我的神,祢為什麼離棄我」
[00:06:40.300 --> 00:06:42.420]  我們在哪裡聽過這一句呢?
[00:06:42.420 --> 00:06:44.000]  我想大家都可能會記得
[00:06:44.000 --> 00:06:46.800]  就是當我們的主耶穌
[00:06:46.800 --> 00:06:48.260]  祂被釘在十字架上面
[00:06:48.260 --> 00:06:50.660]  在《馬太福音》二十七章記載
[00:06:50.660 --> 00:06:53.920]  祂在很痛楚、很困苦的時候
[00:06:53.920 --> 00:06:55.760]  祂和神去呼求
[00:06:55.760 --> 00:06:59.960]  就引用了這一句話語、這一句說話
[00:06:59.960 --> 00:07:04.380]  所以主耶穌在最痛苦的時候
[00:07:04.380 --> 00:07:06.420]  來講出這一句話
[00:07:06.420 --> 00:07:12.160]  可想而知大衛其實當日他做這個詩篇的時候
[00:07:12.160 --> 00:07:14.340]  他是多麼的苦
[00:07:14.340 --> 00:07:18.700]  當我們看到大衛他來到去呼求之後
[00:07:18.700 --> 00:07:21.080]  第三節他開始轉移
[00:07:21.080 --> 00:07:23.960]  忽然間來到去讚美神
[00:07:23.960 --> 00:07:26.700]  他讚美神說:主啊,祢是聖潔的
[00:07:26.700 --> 00:07:30.340]  是用以色列的讚美為寶座的
[00:07:30.340 --> 00:07:31.640]  其實是什麼意思呢?
[00:07:31.640 --> 00:07:33.920]  他讚美究竟是在說什麼呢?
[00:07:33.920 --> 00:07:41.300]  這個讚美對大衛和對我們今天有什麼幫助呢?
[00:07:41.300 --> 00:07:44.700]  我們進入我們今天所講的第一點
[00:07:44.700 --> 00:07:46.300]  我想和大家講
[00:07:46.300 --> 00:07:52.820]  讚美是帶我們進入神同在的領域當中
[00:07:52.820 --> 00:07:55.820]  我們先看今天的第三節經文
[00:07:55.820 --> 00:08:02.660]  這裡說到神是聖潔用以色列的讚美為寶座和居所
[00:08:02.660 --> 00:08:05.280]  這裡以色列是什麼意思呢?
[00:08:05.280 --> 00:08:07.100]  以色列是一個地方
[00:08:07.100 --> 00:08:10.360]  也在這篇經文裡的解釋
[00:08:10.360 --> 00:08:12.980]  更加是指屬神的子民
[00:08:12.980 --> 00:08:15.240]  即是以色列屬靈的以色列
[00:08:15.240 --> 00:08:19.400]  即是我們今天等姐妹這一班屬神的兒女
[00:08:19.400 --> 00:08:22.900]  而寶座是有居所的意思
[00:08:22.900 --> 00:08:28.480]  所以這裡是說當我們神的兒女一齊來讚美神的時候
[00:08:28.480 --> 00:08:34.360]  神就應許他們臨在居住在我們當中
[00:08:34.360 --> 00:08:38.480]  所以其實請問姐妹們喜不喜歡讚美
[00:08:38.480 --> 00:08:41.220]  你們喜不喜歡讚美上帝呢?
[00:08:41.220 --> 00:08:44.480]  我想我們的讚美對上帝的讚美
[00:08:44.480 --> 00:08:45.840]  發自我們的心
[00:08:45.840 --> 00:08:49.120]  不只是在於我們喜歡唱詩歌
[00:08:49.120 --> 00:08:55.040]  或者有些人覺得你們是小徒 是獻祭
[00:08:55.040 --> 00:08:57.940]  而是當我們去讚美的時候
[00:08:57.940 --> 00:08:59.740]  我們帶著一個心情在主
[00:08:59.740 --> 00:09:04.140]  因為我知道你是喜歡居住在你自己子民的敬拜
[00:09:04.140 --> 00:09:05.080]  讚美的當中
[00:09:05.080 --> 00:09:07.260]  所以我們要用透過讚美
[00:09:07.260 --> 00:09:09.260]  我們要歡迎神來臨在
[00:09:09.260 --> 00:09:10.800]  我們要大聲的讚美你
[00:09:10.800 --> 00:09:14.020]  因為我們渴望更大的同在
[00:09:14.020 --> 00:09:17.880]  渴望進入更深的你自己的同在當中
[00:09:17.880 --> 00:09:23.700]  所以其實讚美就好像一條鑰匙
[00:09:23.700 --> 00:09:29.920]  好像一條鑰匙那樣用來打開一道門
[00:09:29.920 --> 00:09:33.140]  將我們由一個屬地的境界
[00:09:33.140 --> 00:09:37.160]  來進入一個屬靈的境界
[00:09:37.160 --> 00:09:39.180]  曾經有一位太太
[00:09:39.180 --> 00:09:42.380]  她不是信耶穌教 而是信其他的宗教
[00:09:42.380 --> 00:09:47.460]  她丈夫的丈夫患了抑鬱症
[00:09:47.460 --> 00:09:50.940]  她就將她的丈夫帶到教會
[00:09:50.940 --> 00:09:58.640]  她就說 因為覺得這裡比較平安、活潑、開心
[00:09:58.640 --> 00:10:02.660]  對她的丈夫應該會有幫助
[00:10:02.660 --> 00:10:05.140]  當然我們非常歡迎她
[00:10:05.140 --> 00:10:07.660]  但是我們心裏知道
[00:10:07.660 --> 00:10:12.020]  其實那個原因並不是因為這裡的人
[00:10:12.020 --> 00:10:18.880]  比較無憂、生活無憂、比較會說笑、比較有智慧
[00:10:18.880 --> 00:10:21.100]  有些人說我們叫「阿Q」
[00:10:21.100 --> 00:10:24.160]  就是來自我安慰、信耶穌
[00:10:24.160 --> 00:10:27.020]  其實我們知道這個地方
[00:10:27.020 --> 00:10:30.380]  之所以未信的人會進來
[00:10:30.380 --> 00:10:37.460]  都是感受到不同的地方
[00:10:37.460 --> 00:10:41.320]  教會有神的子民在當中敬拜、讚美上帝
[00:10:41.320 --> 00:10:43.100]  神的臨在在這裡
[00:10:43.100 --> 00:10:44.960]  讓這個地方變得不一樣
[00:10:44.960 --> 00:10:46.760]  屬靈氣氛的存在
[00:10:46.760 --> 00:10:49.420]  神的喜樂、平安、臨在在當中的時候
[00:10:49.420 --> 00:10:54.580]  是連未信主的一些人都能夠經歷到的
[00:10:54.580 --> 00:10:57.220]  我媽媽就是這樣來認識耶穌
[00:10:57.220 --> 00:10:58.920]  而之後來信耶穌
[00:10:58.920 --> 00:11:01.420]  所以其實神的同在
[00:11:01.420 --> 00:11:04.860]  是令整個地方都變得不一樣
[00:11:04.860 --> 00:11:07.760]  而弟兄姊妹 當我們直接讚美
[00:11:07.760 --> 00:11:10.600]  我們進入神的同在裏面之後
[00:11:10.600 --> 00:11:13.980]  將我們的眼目定精在神的身上
[00:11:13.980 --> 00:11:15.340]  我們讚美祂
[00:11:15.340 --> 00:11:17.380]  我們讚美神 我們讚美神的屬性
[00:11:17.380 --> 00:11:20.660]  我們讚美神祂的慈愛
[00:11:20.660 --> 00:11:23.620]  我們讚美神祂的信實
[00:11:23.620 --> 00:11:29.460]  讚美神的公義、聖潔、良善、忍耐、溫柔
[00:11:29.460 --> 00:11:31.540]  我們讚美神祂是謙卑的
[00:11:31.540 --> 00:11:34.780]  祂是憐憫的 祂是醫治的
[00:11:34.780 --> 00:11:40.480]  當我們一路來讚美神的時候
[00:11:40.480 --> 00:11:44.980]  我們就會發覺我們的眼目
[00:11:44.980 --> 00:11:47.140]  即是定精在身上的時候
[00:11:47.140 --> 00:11:50.140]  聖靈就會透過這個提醒我們心裏面
[00:11:50.140 --> 00:11:57.420]  說神的能力是遠遠超過我們的困難
[00:11:57.420 --> 00:12:01.340]  祂會幫助我們記得我們的主
[00:12:01.340 --> 00:12:02.940]  今天我們所面對的困難
[00:12:02.940 --> 00:12:06.580]  沒有一樣是祂不能夠幫我們去擔當的
[00:12:06.580 --> 00:12:13.300]  祂也會幫助我們從一切的思緒和煩惱上
[00:12:13.300 --> 00:12:16.340]  來到祂 祂走出來
[00:12:16.340 --> 00:12:20.340]  所以 靈姐妹 這個就是讚美的力量
[00:12:20.340 --> 00:12:24.900]  其實聖經裏面有很多的例子
[00:12:24.900 --> 00:12:31.860]  都說到當神的子民來到去讚美神的時候
[00:12:31.860 --> 00:12:36.580]  神就在當中施展祂的大能
[00:12:36.580 --> 00:12:40.580]  為他們開意想不到的出路
[00:12:40.580 --> 00:12:42.540]  我們想看兩個例子
[00:12:42.540 --> 00:12:47.100]  我想問問現在的PowerPoint是否會繼續出?
[00:12:47.100 --> 00:12:50.140]  已經過了一章 再下一章吧
[00:12:50.140 --> 00:12:51.540]  好 麻煩你
[00:12:51.540 --> 00:12:57.780]  第一個例子 我想說的是在舊約裏面的一個例子
[00:12:57.780 --> 00:13:03.040]  就是約沙伐王記載在歷代之下20章
[00:13:03.040 --> 00:13:08.120]  事情就是約沙伐王 猶大王約沙伐王
[00:13:08.120 --> 00:13:11.580]  他面對一場戰爭 一打仗
[00:13:11.580 --> 00:13:14.440]  情況就是他自己的軍力
[00:13:14.440 --> 00:13:18.860]  和敵軍的軍力是很大的 有一個不同
[00:13:18.860 --> 00:13:22.260]  他知道自己是勢均力弱
[00:13:22.260 --> 00:13:25.260]  當如果他真的要去到應戰的時候
[00:13:25.260 --> 00:13:27.260]  他必然會被打敗
[00:13:27.260 --> 00:13:29.780]  所以他怎麼做呢?
[00:13:29.780 --> 00:13:33.460]  如果是約沙伐的時候 你會怎麼做呢?
[00:13:33.460 --> 00:13:38.820]  約沙伐就定義 和他的國民一起來尋求耶和華
[00:13:38.820 --> 00:13:42.060]  他來到神的面前 他就說讚美神
[00:13:42.060 --> 00:13:44.300]  他說你豈不是我們祖的神
[00:13:44.300 --> 00:13:46.780]  沒有人能夠抵擋你的
[00:13:46.780 --> 00:13:48.940]  也都承認我們自己沒有能力
[00:13:48.940 --> 00:13:51.540]  我們自己去抵擋這個 攻擊我們的大軍
[00:13:51.540 --> 00:13:53.140]  我們不知道他怎麼去做
[00:13:53.140 --> 00:13:56.500]  但是我們的眼目單單定正在你的身上
[00:13:56.500 --> 00:14:00.300]  然後他就和他的國民來到敬拜 讚美神
[00:14:00.300 --> 00:14:04.220]  然後在當中 神給了他一個策略
[00:14:04.220 --> 00:14:09.260]  來針對敵軍 叫他明天你就下去迎戰
[00:14:09.260 --> 00:14:11.860]  你就用這個策略 那是用什麼策略呢?
[00:14:11.860 --> 00:14:13.860]  就是現在我們看到的一些經文裏面
[00:14:13.860 --> 00:14:15.860]  我們可以一起讀一下
[00:14:15.860 --> 00:14:18.660]  約沙伐和人民商議好了
[00:14:18.660 --> 00:14:21.700]  就指派向耶和華歌唱的人
[00:14:21.700 --> 00:14:24.900]  使他們身穿聖衣的服飾
[00:14:24.900 --> 00:14:27.980]  走在軍隊的前面 讚美耶和華說
[00:14:27.980 --> 00:14:32.500]  你們要稱頌耶和華 因他的慈愛永遠長存
[00:14:32.500 --> 00:14:35.420]  當他們開始歡呼讚美的時候
[00:14:35.420 --> 00:14:40.660]  耶和華就派出復兵擊殺那前來攻擊猶太人的
[00:14:40.660 --> 00:14:43.500]  阿門人、摩訶人和西伊森人
[00:14:43.500 --> 00:14:46.620]  他們就被擊潰了
[00:14:46.620 --> 00:14:48.900]  這裡說得很清楚
[00:14:48.900 --> 00:14:52.340]  約沙伐用神給他的策略
[00:14:52.340 --> 00:14:58.020]  設立軍隊 站在軍隊的前面讚美神
[00:14:58.020 --> 00:15:01.500]  沒有用狙、沒有出兵、沒有出馬
[00:15:01.500 --> 00:15:04.660]  沒有狙、沒有馬 但是神就為他們打勝仗
[00:15:04.660 --> 00:15:07.740]  這個是舊約的一個例子
[00:15:07.740 --> 00:15:11.300]  新約的一個例子 我就想和大家說
[00:15:11.300 --> 00:15:15.460]  《史獨行傳》16章那裏形容
[00:15:15.460 --> 00:15:18.660]  描述了保羅和西拉
[00:15:18.660 --> 00:15:22.780]  他們長話短說 他們因為傳福音的緣故
[00:15:22.780 --> 00:15:24.780]  被人抓去坐牢
[00:15:24.780 --> 00:15:28.900]  我經常想如果我自己傳福音被人抓去坐牢
[00:15:28.900 --> 00:15:31.260]  我在監獄裏面我會怎樣選呢?
[00:15:31.260 --> 00:15:35.620]  但是我們這裏見到保羅和西拉他們做什麼呢?
[00:15:35.620 --> 00:15:38.020]  我們看看這個25日説經文
[00:15:38.020 --> 00:15:43.900]  約在半夜 保羅和西拉祈禱歌頌神
[00:15:43.900 --> 00:15:46.900]  囚犯門都側耳聽著
[00:15:46.900 --> 00:15:49.300]  忽然發生了大地震
[00:15:49.300 --> 00:15:52.260]  以至監獄的地基都搖動起來
[00:15:52.260 --> 00:15:55.380]  所有的監門立刻開了
[00:15:55.380 --> 00:15:58.780]  囚犯的鎖鏈都鬆了
[00:15:58.780 --> 00:16:01.980]  這裏我們見到保羅和西拉
[00:16:01.980 --> 00:16:05.260]  他們沒有在監獄裏面覺得很受苦
[00:16:05.260 --> 00:16:07.980]  他們反而是來歌頌神
[00:16:07.980 --> 00:16:10.460]  大聲到其他的囚犯都聽到
[00:16:10.460 --> 00:16:12.860]  忽然間我們就見到神差派的使者
[00:16:12.860 --> 00:16:20.380]  將這個鎖鏈打開了 讓他們能夠離開監獄
[00:16:20.380 --> 00:16:26.500]  聽者可能覺得這兩件事是聖經裏面的記載
[00:16:26.500 --> 00:16:30.300]  今天還會不會發生這麼超自然的事
[00:16:30.300 --> 00:16:31.740]  其實真的不知道
[00:16:31.740 --> 00:16:34.620]  不過我想這兩個例子
[00:16:34.620 --> 00:16:38.380]  既然神將它們默示放在聖經當中
[00:16:38.380 --> 00:16:43.060]  我想祂不是要我們用我們人有限的智慧
[00:16:43.060 --> 00:16:46.460]  來去想分析
[00:16:46.460 --> 00:16:50.220]  祂究竟怎樣可以做到當天
[00:16:50.220 --> 00:16:54.780]  今天這些事情我們來確定會不會再發生
[00:16:54.780 --> 00:16:57.500]  我想重點就是
[00:16:57.500 --> 00:17:03.780]  神要我們效法約沙法王和保羅和西拉
[00:17:03.780 --> 00:17:05.980]  他們在這個困難的時候
[00:17:05.980 --> 00:17:08.100]  他們怎樣透過讚美
[00:17:08.100 --> 00:17:10.820]  將自己的困難、將自己的眼睛
[00:17:10.820 --> 00:17:14.660]  訂正在神的身上 承認自己的母婆能力
[00:17:14.660 --> 00:17:17.060]  然後宣告神的能力
[00:17:17.060 --> 00:17:20.980]  透過讚美養神來為他們增添
[00:17:20.980 --> 00:17:23.940]  各位姐妹 我不知道大家現在經歷著什麼
[00:17:23.940 --> 00:17:25.660]  我們嚴峻的疫情
[00:17:25.660 --> 00:17:28.500]  可能我們身邊的家人、朋友
[00:17:28.500 --> 00:17:31.740]  很多可能都開始去確診 很多的事情
[00:17:31.740 --> 00:17:34.700]  又或者我們經濟上、我們工作上
[00:17:34.700 --> 00:17:37.220]  我們都遇到很多的困難
[00:17:37.220 --> 00:17:39.820]  困擾了自己的身體 或者出現了問題
[00:17:39.820 --> 00:17:42.420]  或者我們思想經常有很多的交戰
[00:17:42.420 --> 00:17:45.780]  我們的情緒很不安
[00:17:45.780 --> 00:17:50.380]  你怎樣來面對這些的打仗
[00:17:50.380 --> 00:17:56.940]  這些人生每一個的戰爭是一個戰場呢?
[00:17:56.940 --> 00:17:59.540]  有沒有人其實當中我們覺得
[00:17:59.540 --> 00:18:03.580]  我們只可以靠自己來去面對、改變
[00:18:03.580 --> 00:18:06.100]  來去解決這些問題呢?
[00:18:06.100 --> 00:18:09.780]  其實我自己在這方面都有很多的思想
[00:18:09.780 --> 00:18:15.180]  很多年前 當我學習去讚美神
[00:18:15.180 --> 00:18:18.460]  去敬拜神的時候
[00:18:18.460 --> 00:18:20.900]  我很希望自己能夠做一件事
[00:18:20.900 --> 00:18:25.580]  就是不要將讚美、敬拜
[00:18:25.580 --> 00:18:28.620]  規限在教會裏面的一個活動
[00:18:28.620 --> 00:18:31.180]  或者一個崇拜的環節
[00:18:31.180 --> 00:18:33.180]  或者只是嘗試過
[00:18:33.180 --> 00:18:38.180]  我是很希望能夠將讚美
[00:18:38.180 --> 00:18:39.940]  成為我生命的一部份
[00:18:39.940 --> 00:18:42.740]  能夠在我每天的生活裏面活出來
[00:18:42.740 --> 00:18:44.740]  我希望自己可以應用到
[00:18:44.740 --> 00:18:47.140]  在這裏跟大家分享一些見證
[00:18:47.140 --> 00:18:50.300]  就是我自己在香港讀完書之後
[00:18:50.300 --> 00:18:52.340]  去了加拿大繼續進修
[00:18:52.340 --> 00:18:54.180]  在那裏上了藝術
[00:18:54.180 --> 00:18:58.540]  當我在加拿大完成學業回來香港的時候
[00:18:58.540 --> 00:19:00.700]  很多人都說我非常之幸運
[00:19:00.700 --> 00:19:01.900]  其實我都很感恩的
[00:19:01.900 --> 00:19:05.900]  我真的都進了一間有規模的金融機構
[00:19:05.900 --> 00:19:07.900]  裏面去工作
[00:19:07.900 --> 00:19:09.900]  但是在人的看來
[00:19:09.900 --> 00:19:11.900]  這是一件很幸福的事
[00:19:11.900 --> 00:19:14.900]  你可以進了一間大機構去做事
[00:19:14.900 --> 00:19:15.900]  的確是
[00:19:15.900 --> 00:19:18.900]  但是在當中工作的苦況
[00:19:18.900 --> 00:19:23.100]  只有在裏面工作的人才有顧自己知
[00:19:23.100 --> 00:19:26.180]  我們每天的工作時間是早上八時半
[00:19:26.180 --> 00:19:29.380]  晚上九時、十時、十一時、十二時
[00:19:29.380 --> 00:19:32.380]  我試過有一次凌晨一點三十分
[00:19:32.380 --> 00:19:35.380]  我仍然在公司工作的時刻
[00:19:35.380 --> 00:19:37.380]  我還見到原來整個課程
[00:19:37.380 --> 00:19:40.380]  其實還有很多同事都留在這裏
[00:19:40.380 --> 00:19:44.380]  準備和美國、歐洲的同事
[00:19:44.380 --> 00:19:48.380]  來做一些視像會議等等
[00:19:48.380 --> 00:19:50.380]  其實是很辛苦的
[00:19:50.380 --> 00:19:52.380]  辛苦到壓力很大
[00:19:52.380 --> 00:19:55.380]  我們直接發現自己的身體、情緒
[00:19:55.380 --> 00:20:00.380]  有些同事的家庭、婚姻都出現了變化
[00:20:00.380 --> 00:20:01.380]  我們很無奈
[00:20:01.380 --> 00:20:04.380]  但是在裏面我們改變不了環境
[00:20:04.380 --> 00:20:08.380]  我們那時候有幾個是基督徒的同事
[00:20:08.380 --> 00:20:11.380]  我們在一起討局
[00:20:11.380 --> 00:20:14.380]  主人我們真的受不住了
[00:20:14.380 --> 00:20:15.380]  是不是要繼續這樣呢?
[00:20:15.380 --> 00:20:17.380]  老闆經常告訴我們
[00:20:17.380 --> 00:20:19.380]  我們應該怎樣努力去賺錢
[00:20:19.380 --> 00:20:21.380]  然後為我們的股東
[00:20:21.380 --> 00:20:24.380]  能夠去賺取更多的利益
[00:20:24.380 --> 00:20:28.380]  我們卻發覺自己也承受不了這一切的壓力
[00:20:28.380 --> 00:20:30.380]  我們在討局當中
[00:20:30.380 --> 00:20:31.380]  神感動我們說
[00:20:31.380 --> 00:20:36.380]  我們要開始在辦公室裏面賺錢
[00:20:36.380 --> 00:20:42.380]  我們要呼求神能在我們的辦公室裏面
[00:20:42.380 --> 00:20:43.380]  在公司裏面
[00:20:43.380 --> 00:20:47.380]  所以我們就開始在我們的辦公室裏面
[00:20:47.380 --> 00:20:50.380]  有時候會靜悄悄的去吃午餐、去下班
[00:20:50.380 --> 00:20:55.380]  甚至乎我們試過在星期日當同事放假
[00:20:55.380 --> 00:20:56.380]  辦公室裏面沒有人
[00:20:56.380 --> 00:20:59.380]  我們就會回去當中來敬拜
[00:20:59.380 --> 00:21:00.380]  我們讚美主
