
[00:00:00.000 --> 00:00:09.120]  歡迎大家來到我們的周六、上個週末,我們開始了一個為期四個月的回顧十誡的系列
[00:07:07.080 --> 00:07:11.080]  其他偶像假神叫你追求的是Money, Sex and Power
[00:07:11.080 --> 00:07:13.320]  金錢、情慾、權力
[00:07:13.320 --> 00:07:17.160]  聖經告訴我們要追求的是GPS
[00:07:17.160 --> 00:07:20.720]  Generosity, Purity和Submission
[00:07:20.720 --> 00:07:25.680]  慷慨、聖潔、淳樸的人生
[00:07:25.680 --> 00:07:30.280]  於是十戒帶領我們活一個不一樣的人生
[00:07:30.280 --> 00:07:34.120]  帶領我們從這個世界進入永生
[00:07:34.120 --> 00:07:37.320]  這是我們第二幅圖畫
[00:07:37.320 --> 00:07:41.760]  講的是出埃及記的前半部
[00:07:41.760 --> 00:07:44.240]  出埃及記一共有40章
[00:07:44.240 --> 00:07:46.080]  我們現在說的到這裏
[00:07:46.080 --> 00:07:49.680]  上帝帶他們出埃及,然後給他們十戒
[00:07:49.680 --> 00:07:52.880]  我們只是去到第20章
[00:07:52.880 --> 00:07:58.760]  接下來這幅圖畫,第三幅圖畫帶我們去到出埃及記的後半部
[00:07:58.760 --> 00:08:03.880]  出埃及記的後半部,尤其是出埃及記第32章
[00:08:03.880 --> 00:08:07.640]  我們遇上了一個憤怒的狂牛
[00:08:07.640 --> 00:08:11.480]  他起來挑戰耶和華的十戒
[00:08:11.480 --> 00:08:15.200]  除我以外,你別無他神,他們別無他像
[00:08:15.200 --> 00:08:19.640]  他就是要做一個有形象的假神出來
[00:08:19.640 --> 00:08:24.120]  而且那個神不單止是單數,那個神是眾數
[00:08:24.120 --> 00:08:26.520]  好像埃及的神明
[00:08:26.520 --> 00:08:30.920]  於是還將那個假神叫他,按他的名字叫做耶和華
[00:08:30.920 --> 00:08:36.400]  一次過,第一、第二、第三屆完全破解
[00:08:36.400 --> 00:08:40.480]  憤怒的狂牛來挑戰耶和華的十戒
[00:08:40.480 --> 00:08:47.560]  你可以想像有這個狂牛,他要起來篤穿那個救生圈
[00:08:47.560 --> 00:08:51.040]  上帝找個十戒來包裝著以色列人
[00:08:51.040 --> 00:08:55.480]  但是這個挑戰要篤穿他們的救生圈
[00:08:55.480 --> 00:09:03.240]  使以色列人再次葬身於一個乾旱無水的死亡沙漠之中
[00:09:03.240 --> 00:09:08.480]  幸好有一個神人摩西起來,或者下來
[00:09:08.480 --> 00:09:13.400]  帶著十戒的法辦,趕緊去營救
[00:09:13.400 --> 00:09:16.240]  於是最後殲滅了這個狂牛
[00:09:16.240 --> 00:09:20.680]  亦都是保住了生命的泉水
[00:09:20.680 --> 00:09:24.840]  所以他寄第32章給我們一個狂牛
[00:09:24.840 --> 00:09:30.400]  黃金狂牛,Raging Bull的一幅圖畫
[00:09:30.400 --> 00:09:34.440]  我又很喜歡另外一幅圖畫,那個鬥牛的圖畫
[00:09:34.440 --> 00:09:37.640]  我喜歡這幅圖畫,因為它有個大大的巨牛
[00:09:37.640 --> 00:09:40.000]  我們不知道那個金牛圖究竟有多大
[00:09:40.000 --> 00:09:45.240]  但我想像它背後的埃及神明是很巨大的
[00:09:45.240 --> 00:09:48.840]  面對一個小小的摩西
[00:09:48.840 --> 00:09:52.680]  有一種大衛迎戰哥里亞的感覺
[00:09:52.680 --> 00:09:58.440]  你記得當年年青的大衛最後是怎樣擊倒巨人哥里亞
[00:09:58.440 --> 00:10:01.800]  是用一塊石頭
[00:10:01.800 --> 00:10:03.720]  於是現在這個摩西一樣
[00:10:03.720 --> 00:10:08.000]  倚靠兩塊石板去粉碎這隻金牛族
[00:10:08.000 --> 00:10:10.280]  用上帝的律法去打破
[00:10:10.280 --> 00:10:16.520]  「取我以愛,必無他神,必無他仗,必無他名」
[00:10:16.520 --> 00:10:19.840]  有趣的是金牛族雖然被毀
[00:10:19.840 --> 00:10:25.400]  十戒的石板亦都在激戰的當中粉身碎骨
[00:10:25.400 --> 00:10:27.480]  這是我自己想像的
[00:10:27.480 --> 00:10:29.400]  上帝的石板打落那隻牛
[00:10:29.400 --> 00:10:34.400]  於是以天劍斬屠龍刀兩敗俱傷
[00:10:34.400 --> 00:10:36.480]  十戒石板的粉碎
[00:10:36.480 --> 00:10:41.120]  代表了人神之間的恩怨的盟約破碎
[00:10:41.120 --> 00:10:44.400]  亦都指向將來要修補這個盟約
[00:10:44.400 --> 00:10:48.240]  要付上沉重沉重的代價
[00:10:48.240 --> 00:10:52.600]  最後誰可以修補這個破碎的盟約
[00:10:52.600 --> 00:10:58.280]  是上帝的兒子耶穌基督靠著他的十字架
[00:10:58.280 --> 00:11:00.720]  看出埃及記的當中
[00:11:00.720 --> 00:11:05.080]  摩西狠切地為以色列人代求
[00:11:05.080 --> 00:11:08.120]  摩西甚至捨身為他們贖罪
[00:11:08.120 --> 00:11:11.960]  他說你將我塗抹去原諒以色列人
[00:11:11.960 --> 00:11:15.240]  但上帝沒有接納摩西的犧牲
[00:11:15.240 --> 00:11:18.360]  原因是因為摩西只是一個影子
[00:11:18.360 --> 00:11:19.720]  摩西根本不夠班
[00:11:19.720 --> 00:11:22.120]  摩西的犧牲是沒有用的
[00:11:22.120 --> 00:11:27.200]  但摩西的奉獻成為了耶穌基督的一個影子
[00:11:27.200 --> 00:11:30.000]  指向最終是神子耶穌基督
[00:11:30.000 --> 00:11:33.440]  才是那個救贖的真體
[00:11:33.440 --> 00:11:36.320]  到了這裏我的故事還未完
[00:11:36.320 --> 00:11:38.720]  因為風雲過後
[00:11:38.720 --> 00:11:43.520]  上帝又為以色列人再次做多一個石板
[00:11:43.520 --> 00:11:47.360]  不是說你經常都弄爛我的石板
[00:11:47.360 --> 00:11:48.800]  我現在不再做給你
[00:11:48.800 --> 00:11:49.240]  不是
[00:11:49.240 --> 00:11:53.720]  上帝給他們另外一個石板
[00:11:53.720 --> 00:11:55.440]  為何這個那麼重要
[00:11:55.440 --> 00:11:58.240]  你記得上帝給他們兩個石板
[00:11:58.240 --> 00:12:00.160]  我們傳統上會相信
[00:12:00.160 --> 00:12:03.760]  我們以為左邊那個是一至五戒
[00:12:03.760 --> 00:12:06.000]  右邊那個是六至十戒
[00:12:06.000 --> 00:12:07.040]  但不是這樣的
[00:12:07.040 --> 00:12:08.560]  聰明學者告訴我們
[00:12:08.560 --> 00:12:11.520]  其實兩塊板前後都寫了十戒
[00:12:11.520 --> 00:12:13.800]  因為有兩個複製
[00:12:13.800 --> 00:12:16.960]  就好像在恩典的盟約裏面
[00:12:16.960 --> 00:12:20.040]  婚姻盟約裏面有一對戒指
[00:12:20.040 --> 00:12:21.400]  不是一隻戒指
[00:12:21.400 --> 00:12:22.240]  是兩隻戒指
[00:12:22.240 --> 00:12:27.280]  一個是給上帝 一個是給上帝的子民
[00:12:27.280 --> 00:12:30.840]  上帝將這個石板給他們
[00:12:30.840 --> 00:12:32.400]  要他們戴上
[00:12:32.400 --> 00:12:33.760]  要他們做甚麼
[00:12:33.760 --> 00:12:38.400]  氣絕所有的偶像假神
[00:12:38.400 --> 00:12:44.840]  叫他們單單的跟隨上帝引領
[00:12:44.840 --> 00:12:46.560]  跟隨上帝進入
[00:12:46.560 --> 00:12:49.920]  上帝為他們預備更美的家鄉
[00:12:49.920 --> 00:12:52.640]  應許之地 永恆的天國
[00:12:52.640 --> 00:12:53.240]  你明白嗎
[00:12:53.240 --> 00:12:55.560]  所以那個石板其實代表了
[00:12:55.560 --> 00:13:00.240]  上帝給他們在婚姻裏面的一隻戒指
[00:13:00.240 --> 00:13:03.040]  戴上了就說我是屬於上帝的
[00:13:03.040 --> 00:13:04.800]  不要來找我
[00:13:04.800 --> 00:13:07.000]  我已經名花有主
[00:13:07.000 --> 00:13:09.240]  我屬於耶和華上帝
[00:13:09.240 --> 00:13:13.000]  我不會敬拜埃及或者嘉南的
[00:13:13.000 --> 00:13:17.200]  所有的其他的偶像
[00:13:17.200 --> 00:13:21.520]  我們可以用以下幾點來一起總結一下
[00:13:21.520 --> 00:13:24.840]  由創世紀到出世紀
[00:13:24.840 --> 00:13:26.720]  以至去到新約聖經裏面
[00:13:26.720 --> 00:13:29.880]  耶穌基督故事裏面的十誡
[00:13:29.880 --> 00:13:31.480]  和十誡的故事
[00:13:31.480 --> 00:13:35.280]  十誡的故事最後會連上十誡的故事
[00:13:35.280 --> 00:13:37.920]  開始這個時候在創世紀裏面
[00:13:37.920 --> 00:13:42.280]  上帝的創造是何其的尾綫
[00:13:42.280 --> 00:13:44.040]  接著在創造當中
[00:13:44.040 --> 00:13:46.720]  上帝給我們一個喜樂的泉源
[00:13:46.720 --> 00:13:48.320]  保護著我們
[00:13:48.320 --> 00:13:51.960]  那條戒命保護著我們
[00:13:51.960 --> 00:13:54.400]  那條戒命是生命的泉水
[00:13:54.400 --> 00:13:57.800]  那條戒命是喜樂的寶藏
[00:13:57.800 --> 00:13:59.760]  去到出埃及記的時候
[00:13:59.760 --> 00:14:04.160]  當以色列人已經落在埃及的假神的手上
[00:14:04.160 --> 00:14:06.000]  上帝將他們拯救出來的時候
[00:14:06.000 --> 00:14:07.840]  上帝要保護他們
[00:14:07.840 --> 00:14:09.080]  怎樣保護他們
[00:14:09.080 --> 00:14:10.960]  給他們十誡
[00:14:10.960 --> 00:14:14.840]  以至十誡成為他們荒漠的金泉
[00:14:14.840 --> 00:14:17.600]  保命的容器
[00:14:17.600 --> 00:14:20.760]  接著在金牛族的事件上面
[00:14:20.760 --> 00:14:26.280]  摩西拿著十誡去粉碎這個狂牛
[00:14:26.280 --> 00:14:31.200]  接著摩西捨身要營救拯救以色列人
[00:14:31.200 --> 00:14:34.160]  但是這個只是一個影子
[00:14:34.160 --> 00:14:37.560]  最後的真體在耶穌基督裏面
[00:14:37.560 --> 00:14:39.680]  是與耶穌基督的十字架
[00:14:39.680 --> 00:14:41.760]  承傳了最後的救恩
[00:14:41.760 --> 00:14:47.800]  讓我們可以重歸這個恩典的盟約裏面
[00:14:47.800 --> 00:14:48.920]  是耶穌
[00:14:48.920 --> 00:14:52.600]  於是最後帶給我們一種應用
[00:14:52.600 --> 00:14:53.520]  什麼是救贖
[00:14:53.520 --> 00:14:57.960]  救贖就是回到與上帝有這個恩典的盟約
[00:14:57.960 --> 00:15:01.400]  這個盟約裏面需要有東西為證的
[00:15:01.400 --> 00:15:03.600]  就是你結婚的時候
[00:15:03.600 --> 00:15:04.960]  證婚人都會問你
[00:15:04.960 --> 00:15:06.400]  牧師會問你
[00:15:06.400 --> 00:15:08.960]  你有沒有一個名證
[00:15:08.960 --> 00:15:10.640]  是代表你的心意
[00:15:10.640 --> 00:15:13.440]  你就拿兩隻戒指出來
[00:15:13.440 --> 00:15:17.680]  十誡為盟
[00:15:17.680 --> 00:15:20.400]  如果你留心去看你聖經的時候
[00:15:20.400 --> 00:15:22.520]  你會發現在這個恩典盟約裏面
[00:15:22.520 --> 00:15:27.200]  上帝啟示了他將會與被拯救的罪人
[00:15:27.200 --> 00:15:30.320]  三重的關係
[00:15:30.320 --> 00:15:35.320]  第一重的關係是上帝是憐憫罪人的主人
[00:15:35.320 --> 00:15:37.640]  我們成為被釋放的僕人
[00:15:37.640 --> 00:15:40.120]  埃及記就是一個這樣的故事
[00:15:40.120 --> 00:15:43.560]  上帝是憐憫以色列人的主人
[00:15:43.560 --> 00:15:45.680]  以色列人是被釋放的僕人
[00:15:45.680 --> 00:15:47.800]  第二重關係是父與子
[00:15:47.800 --> 00:15:50.520]  上帝是那個慈愛的父親
[00:15:50.520 --> 00:15:53.640]  以色列人是蒙愛的兒子
[00:15:53.640 --> 00:15:55.040]  第三
[00:15:55.040 --> 00:15:57.240]  上帝是一個社己的丈夫
[00:15:57.240 --> 00:15:59.120]  以色列人成為了他
[00:15:59.120 --> 00:16:02.520]  要成為他忠貞的妻子
[00:16:02.520 --> 00:16:08.200]  這三重的關係都是萌芽於出埃及記
[00:16:08.200 --> 00:16:10.200]  不過在出埃及記裏面
[00:16:10.200 --> 00:16:12.320]  已經很清楚告訴我們
[00:16:12.320 --> 00:16:14.240]  如果要實踐
[00:16:14.240 --> 00:16:16.400]  實現這三重關係
[00:16:16.400 --> 00:16:19.120]  真真正正看到這三重關係出來
[00:16:19.120 --> 00:16:24.680]  以色列人必須要活在十誡的當中
[00:16:24.680 --> 00:16:27.280]  以色列人一定要遵守十誡
[00:16:27.280 --> 00:16:30.200]  如果不是這三重的關係
[00:16:30.200 --> 00:16:32.120]  沒有辦法彰顯出來
[00:16:32.120 --> 00:16:36.720]  但是如果他們守到這十誡的時候
[00:16:36.720 --> 00:16:38.640]  這三重的關係
[00:16:38.640 --> 00:16:43.320]  就可以明光閃耀的在這個世界裏面彰顯
[00:16:43.320 --> 00:16:46.160]  講到這裏我不想你誤會
[00:16:46.160 --> 00:16:50.360]  以為他們需要完美的遵行這十誡
[00:16:50.360 --> 00:16:55.240]  因為沒有人可以完美遵行守住這十誡
[00:16:55.240 --> 00:16:58.680]  但是聖經確實真的呼召我們
[00:16:58.680 --> 00:17:02.320]  在上帝恩典的保守的當中
[00:17:02.320 --> 00:17:06.160]  要他們守住 捉緊十誡
[00:17:06.160 --> 00:17:08.920]  不再叛逆離開
[00:17:08.920 --> 00:17:12.520]  而是用心的去實踐愛上帝
[00:17:12.520 --> 00:17:15.520]  愛輪舍的大誡命
[00:17:15.520 --> 00:17:17.560]  或者你可以這樣想
[00:17:17.560 --> 00:17:20.640]  我們當中都有不少人是結了婚的
[00:17:20.640 --> 00:17:21.800]  我們結了婚的時候
[00:17:21.800 --> 00:17:24.920]  我們都會戴戴一隻戒指
[00:17:24.920 --> 00:17:25.880]  你戴了這隻戒指
[00:17:25.880 --> 00:17:28.480]  是不是代表你是一個完美的丈夫
[00:17:28.480 --> 00:17:30.520]  當然不是
[00:17:30.520 --> 00:17:32.920]  我們個個都知道不是完美的
[00:17:32.920 --> 00:17:35.240]  但是為什麼你戴這隻戒指
[00:17:35.240 --> 00:17:38.880]  因為告訴我是屬於我太太的
[00:17:38.880 --> 00:17:46.080]  告訴我 我要忠心在我的婚姻盟約裏面
[00:17:46.080 --> 00:17:47.800]  我不是完美
[00:17:47.800 --> 00:17:54.640]  但是不代表我成為另外一個淫婦淫幸出去做事
[00:17:54.640 --> 00:17:55.920]  戴著這隻戒指
[00:17:55.920 --> 00:17:58.120]  而上帝要意識人做什麼
[00:17:58.120 --> 00:18:00.360]  戴著十誡為盟
[00:18:00.360 --> 00:18:02.040]  但是去到舊約聖經裏面
[00:18:02.040 --> 00:18:05.480]  你會發現以色列人是經常脫戒指的
[00:18:05.480 --> 00:18:08.360]  而且不知道將戒指扔到哪裏
[00:18:08.360 --> 00:18:10.160]  他亂來
[00:18:10.160 --> 00:18:13.720]  因為他已經成為了另外一個淫婦
[00:18:13.720 --> 00:18:16.800]  他去敬拜其他的偶像
[00:18:16.800 --> 00:18:20.240]  上帝要他們戴上十誡的戒指
[00:18:20.240 --> 00:18:22.880]  不是完美的遵守十誡
[00:18:22.880 --> 00:18:25.600]  而是忠心的遵守
[00:18:25.600 --> 00:18:29.960]  我希望你用這個角度去明白這個故事
[00:18:29.960 --> 00:18:32.200]  我想你帶你回去《出埃及記》
[00:18:32.200 --> 00:18:36.640]  《出埃及記》第十九章第一節
[00:18:36.640 --> 00:18:39.520]  《出埃及記》第十九章第十一節這樣說
[00:18:39.520 --> 00:18:42.440]  以色列人出埃及地以後
[00:18:42.440 --> 00:18:45.640]  第三個月的初一
[00:18:45.640 --> 00:18:49.880]  就在哪一天他們來到了西內的曠野
[00:18:49.880 --> 00:18:54.680]  他們從利非定起程來到西內的曠野
[00:18:54.680 --> 00:18:58.720]  在那裏的山下安營
[00:18:58.720 --> 00:19:00.680]  以色列人出埃及之後兩個月
[00:19:00.680 --> 00:19:02.160]  到了第三個月的時候
[00:19:02.160 --> 00:19:05.200]  來到西內山的曠野
[00:19:05.200 --> 00:19:06.080]  有多少人?
[00:19:06.080 --> 00:19:08.280]  百幾二百萬的人
[00:19:08.280 --> 00:19:10.200]  結果他們在那裏安營
[00:19:10.200 --> 00:19:11.480]  安營了多久?
[00:19:11.480 --> 00:19:13.120]  聖經沒有直接告訴我們
[00:19:13.120 --> 00:19:14.440]  但是你數一下你就知道
[00:19:14.440 --> 00:19:19.000]  其實他們安營了差不多有一年的時間
[00:19:19.000 --> 00:19:21.000]  整整一年他們停留在那裏
[00:19:21.000 --> 00:19:23.200]  我們稱為staycation
[00:19:23.200 --> 00:19:25.080]  現在就不用staycation
[00:19:25.080 --> 00:19:26.520]  大家是vacation
[00:19:26.520 --> 00:19:28.880]  但是曾幾何時我們covid的時候
[00:19:28.880 --> 00:19:33.360]  我們說以色列人在那裏staycation了一年
[00:19:33.360 --> 00:19:36.600]  在那一年裏面上帝為他們預備食物
[00:19:36.600 --> 00:19:37.600]  什麼都不用做的
[00:19:37.600 --> 00:19:38.560]  不用上班的
[00:19:38.560 --> 00:19:39.400]  不用吃的
[00:19:39.400 --> 00:19:40.960]  總之就有東西吃
[00:19:40.960 --> 00:19:42.400]  無憂無慮
[00:19:42.400 --> 00:19:44.640]  我想你去想想
[00:19:44.640 --> 00:19:46.400]  他們停下來了
[00:19:46.400 --> 00:19:49.000]  他們在那裏這麼長的日子
[00:19:49.000 --> 00:19:51.040]  是為了要什麼?
[00:19:51.040 --> 00:19:54.120]  原來是為了要應聖神
[00:19:54.120 --> 00:19:55.280]  不是去休息一下
[00:19:55.280 --> 00:19:56.640]  不是出埃及很辛苦
[00:19:56.640 --> 00:19:59.080]  於是我們要休息一年才再上路
[00:19:59.080 --> 00:19:59.680]  不是
[00:19:59.680 --> 00:20:02.320]  是因為他們需要應聖神
[00:20:02.320 --> 00:20:04.720]  應聖神是以色列人最迫切
[00:20:04.720 --> 00:20:07.520]  最巨大的需要
[00:20:07.520 --> 00:20:10.320]  你猜你最大的需要是什麼?
[00:20:10.320 --> 00:20:13.160]  你最大的需要不是staycation
[00:20:13.160 --> 00:20:15.240]  是應聖神
[00:20:15.240 --> 00:20:16.520]  很多時候我都在想
[00:20:16.520 --> 00:20:17.960]  有人信了主的時候
[00:20:17.960 --> 00:20:19.920]  是不是應該要他停止一年
[00:20:19.920 --> 00:20:21.320]  什麼都不要做?
[00:20:21.320 --> 00:20:22.240]  對吧?
[00:20:22.240 --> 00:20:25.360]  讓他用那一年去認識上帝
[00:20:25.360 --> 00:20:29.760]  因為以色列人雖然被上帝所營救
[00:20:29.760 --> 00:20:34.400]  其實他對耶和華上帝是什麼都不知道
[00:20:34.400 --> 00:20:37.720]  於是上帝將他們安頓下來
[00:20:37.720 --> 00:20:39.600]  上帝要他們安頓下來
[00:20:39.600 --> 00:20:40.280]  最後做什麼?
[00:20:40.280 --> 00:20:43.040]  紀念出埃及的故事
[00:20:43.040 --> 00:20:47.520]  叫他們反思上帝奇妙的恩典
[00:20:47.520 --> 00:20:48.680]  在那一年裏面
[00:20:48.680 --> 00:20:51.360]  上帝又預備十戒給他們
[00:20:51.360 --> 00:20:53.320]  給他們律法典章
[00:20:53.320 --> 00:20:55.880]  為他們設立中間有祭司
[00:20:55.880 --> 00:20:58.640]  教導他們各樣的憲制
[00:20:58.640 --> 00:21:00.160]  直到一年之後
[00:21:00.160 --> 00:21:01.520]  為什麼要一年之後?
[00:21:01.520 --> 00:21:04.400]  一年之後他們會再守逾越節
[00:21:04.400 --> 00:21:10.520]  等著要他們重新去思想逾越節對他們的重要性
[00:21:10.520 --> 00:21:14.800]  在那一年裏面叫他們沉澱消化整年的經驗
[00:21:14.800 --> 00:21:17.000]  然後才上路
[00:21:17.000 --> 00:21:20.160]  因為上帝不只是要拯救一些人
[00:21:20.160 --> 00:21:22.520]  從很悲慘的人生裏面
[00:21:22.520 --> 00:21:24.200]  去到一個自由的人生
[00:21:24.200 --> 00:21:26.560]  上帝是要他們認識上帝
[00:21:26.560 --> 00:21:27.720]  認識上帝
[00:21:27.720 --> 00:21:28.600]  認識上帝
[00:21:28.600 --> 00:21:30.240]  我們今天的呼召也一樣
[00:21:30.240 --> 00:21:31.160]  不是上帝說
[00:21:31.160 --> 00:21:32.160]  你很慘
[00:21:32.160 --> 00:21:33.840]  你現在有什麼需要?
[00:21:33.840 --> 00:21:34.840]  我們為你祈禱
[00:21:34.840 --> 00:21:36.720]  然後搞定就可以了
[00:21:36.720 --> 00:21:37.160]  不是
[00:21:37.160 --> 00:21:39.440]  上帝要我們認識他
[00:21:39.440 --> 00:21:41.400]  但是我們去到第三節
[00:21:41.400 --> 00:21:43.400]  摩西道上帝那裏
[00:21:43.400 --> 00:21:46.400]  上帝從山上呼喚他說
[00:21:46.400 --> 00:21:49.640]  你要這樣告訴瓦割加
[00:21:49.640 --> 00:21:51.360]  對意識人說
[00:21:51.360 --> 00:21:53.720]  我向埃及人所行的事
[00:21:53.720 --> 00:21:55.520]  你們都看見了
[00:21:55.520 --> 00:21:59.520]  我如應將你們背在我的翅膀上
[00:21:59.520 --> 00:22:01.760]  帶你們來歸我
