
[00:00:00.000 --> 00:00:03.280]  這星期開始了一個新的講道系列
[00:01:27.200 --> 00:01:30.200]  我很害怕親吻你
[00:01:30.200 --> 00:01:32.200]  當我親吻你的時候
[00:01:32.200 --> 00:01:34.400]  我又很害怕去愛你
[00:01:34.400 --> 00:01:36.200]  現在我愛你了
[00:01:36.200 --> 00:01:38.400]  我又很害怕失去了你
[00:01:38.400 --> 00:01:40.800]  挺浪漫的
[00:01:40.800 --> 00:01:42.600]  還有一個
[00:01:42.600 --> 00:01:43.600]  你明白嗎?
[00:01:43.600 --> 00:01:45.000]  我愛你
[00:01:45.000 --> 00:01:47.800]  並且我不想失去你
[00:01:47.800 --> 00:01:49.200]  因為我的生命
[00:01:49.200 --> 00:01:52.000]  從我找到你那一天開始
[00:01:52.000 --> 00:01:54.000]  變得更加美好
[00:01:54.000 --> 00:01:58.200]  男生,這是值得學的
[00:01:58.200 --> 00:02:00.400]  老公也要講一下
[00:02:00.400 --> 00:02:03.400]  另一個是
[00:02:03.400 --> 00:02:05.400]  上次我見到你的時候
[00:02:05.400 --> 00:02:10.400]  我說愛你傷害太多和太深
[00:02:10.400 --> 00:02:13.200]  但原來我說錯了
[00:02:13.200 --> 00:02:15.200]  事實上不愛你
[00:02:15.200 --> 00:02:19.000]  才是傷害太多和太深
[00:02:19.000 --> 00:02:21.800]  這些都挺值得我們參考的
[00:02:21.800 --> 00:02:24.200]  可能我們說不出這樣的說話
[00:02:24.200 --> 00:02:26.800]  但社會是可以的
[00:02:26.800 --> 00:02:28.200]  不知道大家怎麼聽呢
[00:02:28.200 --> 00:02:33.800]  從這幾個有幸遇見你的感受當中
[00:02:33.800 --> 00:02:34.800]  我們會發覺
[00:02:34.800 --> 00:02:37.000]  這幾個作者
[00:02:37.000 --> 00:02:41.000]  都有一個類似的感覺和經驗
[00:02:41.000 --> 00:02:42.400]  原來我們遇到一個
[00:02:42.400 --> 00:02:44.800]  我們覺得有幸遇到的人的時候
[00:02:44.800 --> 00:02:47.000]  其實那種感覺
[00:02:47.000 --> 00:02:48.800]  是很複雜的
[00:02:48.800 --> 00:02:52.800]  甚至有時候是互相矛盾的
[00:02:52.800 --> 00:02:56.200]  好像潘牧師說到愛的時候
[00:02:56.200 --> 00:02:58.200]  經常說的,不知道大家記不記得
[00:02:58.200 --> 00:02:59.400]  其實愛這件事
[00:02:59.400 --> 00:03:00.800]  特別是講到聖經的愛
[00:03:00.800 --> 00:03:06.200]  是將你放在一個很脆弱的位置上
[00:03:06.200 --> 00:03:08.200]  但如果你沒有了愛
[00:03:08.200 --> 00:03:10.600]  你就好像活在地獄當中
[00:03:10.600 --> 00:03:13.400]  所以愛就是這麼奇怪的一件事
[00:03:13.400 --> 00:03:15.200]  當你遇到一個你愛的人的時候
[00:03:15.200 --> 00:03:17.600]  有時候會有這樣的感覺
[00:03:17.600 --> 00:03:21.800]  剛才我不知道你心裡想到的
[00:03:21.800 --> 00:03:23.600]  你會遇到什麼樣的人
[00:03:23.600 --> 00:03:25.000]  不過在人生當中
[00:03:25.000 --> 00:03:27.200]  如果能夠遇到這樣的人
[00:03:27.200 --> 00:03:32.000]  是會讓我們的生命不再一樣的
[00:03:32.000 --> 00:03:34.600]  牧師六十多歲了
[00:03:34.600 --> 00:03:35.600]  在我的經驗當中
[00:03:35.600 --> 00:03:37.200]  人生裡面來說
[00:03:37.200 --> 00:03:40.200]  這種愛與恨,矛盾與衝突
[00:03:40.200 --> 00:03:43.200]  生活裡面的一些難處和挑戰
[00:03:43.200 --> 00:03:45.000]  如果沒有了的時候
[00:03:45.000 --> 00:03:50.600]  其實我們的生活會變得挺枯燥
[00:03:50.600 --> 00:03:53.600]  挺乏味,挺平凡
[00:03:53.600 --> 00:03:54.600]  有些人會說
[00:03:54.600 --> 00:03:57.800]  我想生活平平順順,安穩穩穩
[00:03:57.800 --> 00:03:59.200]  但有時候你會發覺
[00:03:59.200 --> 00:04:01.000]  如果是這樣過生活的時候
[00:04:01.000 --> 00:04:03.600]  你的人生會很boring
[00:04:03.600 --> 00:04:04.600]  正如我說的
[00:04:04.600 --> 00:04:06.600]  你會覺得沒有了這些經驗的時候
[00:04:06.600 --> 00:04:08.200]  生活變得很平淡
[00:04:08.200 --> 00:04:11.200]  很沒意思,很平凡
[00:04:11.200 --> 00:04:14.400]  當然中國人比較保守一點
[00:04:14.400 --> 00:04:16.400]  但當我們說到平淡或平凡
[00:04:16.400 --> 00:04:17.600]  這就是人生
[00:04:17.600 --> 00:04:20.600]  有多少人生是很excited(興奮)的呢
[00:04:20.600 --> 00:04:22.800]  這是老人家所說的話
[00:04:22.800 --> 00:04:24.000]  平凡就是平凡
[00:04:24.000 --> 00:04:25.200]  我甘於平凡
[00:04:25.200 --> 00:04:28.800]  我甘於平淡的生活
[00:04:28.800 --> 00:04:31.400]  這可能是心中的回應
[00:04:31.400 --> 00:04:33.400]  OK
[00:04:33.400 --> 00:04:36.200]  你活了幾十年,有這樣的體會
[00:04:36.200 --> 00:04:39.200]  你覺得平淡、平凡
[00:04:39.200 --> 00:04:43.000]  生活有規律、機械性
[00:04:43.000 --> 00:04:44.600]  沒問題
[00:04:44.600 --> 00:04:47.000]  其實真的沒問題
[00:04:47.000 --> 00:04:50.000]  不過如果你每天生活的時候
[00:04:50.000 --> 00:04:53.200]  你不知道為了什麼而生活
[00:04:53.200 --> 00:04:54.400]  你每天生活的時候
[00:04:54.400 --> 00:04:58.600]  覺得做人沒什麼樂趣
[00:04:58.600 --> 00:05:01.800]  這種平凡、平淡就很大問題
[00:05:01.800 --> 00:05:03.000]  為什麼
[00:05:03.000 --> 00:05:05.400]  因為這是告訴你
[00:05:05.400 --> 00:05:09.800]  我們沒有了對生命的推動力
[00:05:09.800 --> 00:05:11.200]  這是告訴你
[00:05:11.200 --> 00:05:13.800]  我們人生當中
[00:05:13.800 --> 00:05:20.000]  已經覺得沒什麼值得我們繼續活下去的意思
[00:05:20.000 --> 00:05:23.800]  當然我不是說得很悲觀
[00:05:23.800 --> 00:05:26.600]  但如果你每天生活都不知道為了什麼
[00:05:26.600 --> 00:05:31.000]  你真的不知道人生的意義是什麼
[00:05:31.000 --> 00:05:32.000]  你沒有人生的動力
[00:05:32.000 --> 00:05:35.800]  你沒有做人的意義和價值的時候
[00:05:35.800 --> 00:05:38.000]  其實做人是很慘的
[00:05:38.000 --> 00:05:39.600]  特別如果你覺得
[00:05:39.600 --> 00:05:41.000]  I'm a failure
[00:05:41.000 --> 00:05:43.400]  我希望當中沒有人這樣看自己
[00:05:43.400 --> 00:05:46.600]  但在美國社會當中來說
[00:05:46.600 --> 00:05:47.400]  有很多人覺得
[00:05:47.400 --> 00:05:49.000]  I'm a failure
[00:05:49.000 --> 00:05:50.800]  人過了這麼久的時間
[00:05:50.800 --> 00:05:52.000]  我成就了什麼
[00:05:52.000 --> 00:05:54.000]  Nothing
[00:05:54.000 --> 00:05:56.600]  我是一個失敗者
[00:05:56.600 --> 00:05:59.600]  特別當你覺得沒人關心你、沒人愛你的時候
[00:05:59.600 --> 00:06:01.600]  那你就更加慘
[00:06:01.600 --> 00:06:03.600]  所以
[00:06:03.600 --> 00:06:04.400]  我不知道
[00:06:04.400 --> 00:06:07.000]  我們在座裡面大部分是基督徒
[00:06:07.000 --> 00:06:09.400]  你有信仰也好,沒有信仰也好
[00:06:09.400 --> 00:06:11.200]  我想告訴你一個事實
[00:06:11.200 --> 00:06:14.800]  這是社會學家、心理學家一直研究出來告訴我們的
[00:06:14.800 --> 00:06:18.400]  原來人在心靈的深處裡面
[00:06:18.400 --> 00:06:20.800]  是有一個渴求的
[00:06:20.800 --> 00:06:24.400]  我們希望活在世上是一個有價值的人
[00:06:24.400 --> 00:06:26.600]  我們不希望我們是一個廢物
[00:06:26.600 --> 00:06:28.600]  你想不想自己變成一個廢物?
[00:06:28.600 --> 00:06:32.000]  一個人得來得到,但是沒有作用的
[00:06:32.000 --> 00:06:33.200]  你不想
[00:06:33.200 --> 00:06:36.200]  所以為什麼你會留意到很多退休人士
[00:06:36.200 --> 00:06:37.800]  退休應該什麼都不做
[00:06:37.800 --> 00:06:38.800]  Wrong
[00:06:38.800 --> 00:06:40.800]  如果什麼都不做,很快會死的
[00:06:40.800 --> 00:06:42.800]  所以很多時候
[00:06:42.800 --> 00:06:44.800]  退休也好,都要找一些工作
[00:06:44.800 --> 00:06:47.800]  照顧孫子也好,幫兒子煮飯也好
[00:06:47.800 --> 00:06:50.800]  總之要知道自己每天都忙忙碌碌
[00:06:50.800 --> 00:06:51.800]  為什麼?
[00:06:51.800 --> 00:06:53.800]  因為這些忙碌告訴你
[00:06:53.800 --> 00:06:55.800]  我還是一個有價值的人
[00:06:55.800 --> 00:06:57.800]  我還有一點用的
[00:06:57.800 --> 00:06:59.800]  就算你不當我補也好
[00:06:59.800 --> 00:07:01.800]  起碼我還有一點作用
[00:07:01.800 --> 00:07:06.800]  所以我們搞到自己生活相當忙碌
[00:07:06.800 --> 00:07:09.800]  但是剛才師傅讓我再提
[00:07:09.800 --> 00:07:12.800]  我不知道你有沒有同樣的體會和感受
[00:07:12.800 --> 00:07:15.800]  如果我們的生活是一連串的活動
[00:07:15.800 --> 00:07:17.800]  每個星期做類似的事
[00:07:17.800 --> 00:07:19.800]  我們不知道自己為什麼這麼忙
[00:07:19.800 --> 00:07:23.800]  為什麼搞到自己凌晨三四點才上床睡覺
[00:07:23.800 --> 00:07:24.800]  OK
[00:07:24.800 --> 00:07:26.800]  那你是不是因為這樣
[00:07:26.800 --> 00:07:28.800]  你會覺得你的生命很充實呢?
[00:07:28.800 --> 00:07:30.800]  大統領數?
[00:07:30.800 --> 00:07:32.800]  你說不定,你問問自己
[00:07:32.800 --> 00:07:34.800]  你不會因為這樣的緣故
[00:07:34.800 --> 00:07:36.600]  覺得你的生命很充實的
[00:07:36.600 --> 00:07:38.800]  你只會覺得很累
[00:07:38.800 --> 00:07:39.800]  很累
[00:07:39.800 --> 00:07:40.800]  很累
[00:07:40.800 --> 00:07:42.800]  然後說深一點
[00:07:42.800 --> 00:07:44.800]  你會覺得你的心靈
[00:07:44.800 --> 00:07:47.800]  越來越枯乾
[00:07:47.800 --> 00:07:50.800]  所以
[00:07:50.800 --> 00:07:52.800]  如果你有同樣的感受
[00:07:52.800 --> 00:07:55.800]  或者有類似的看法
[00:07:55.800 --> 00:07:57.800]  You are not alone
[00:07:57.800 --> 00:07:59.800]  你不會覺得孤單
[00:07:59.800 --> 00:08:00.800]  因為事實上
[00:08:00.800 --> 00:08:02.800]  在我們今天的社會當中
[00:08:02.800 --> 00:08:05.800]  有很多人是有這樣的感受
[00:08:06.800 --> 00:08:09.800]  不過這次要跟大家講一個講道的系列
[00:08:09.800 --> 00:08:11.800]  一個興奮的人生的旅程
[00:08:11.800 --> 00:08:14.800]  我們從普通的身上可以看到
[00:08:14.800 --> 00:08:17.800]  原來做人可以很精彩
[00:08:17.800 --> 00:08:20.800]  做人可以生活得很有意思
[00:08:20.800 --> 00:08:21.800]  很有意義和價值
[00:08:21.800 --> 00:08:22.800]  為什麼呢?
[00:08:22.800 --> 00:08:26.800]  因為耶穌能夠肯定我們做人的價值
[00:08:26.800 --> 00:08:30.800]  耶穌能夠賜給我們人生的意義
[00:08:30.800 --> 00:08:33.800]  所以就能夠令我們的生命不再一樣
[00:08:33.800 --> 00:08:36.800]  令我們的生活變得多姿多彩
[00:08:36.800 --> 00:08:38.800]  所以
[00:08:38.800 --> 00:08:39.800]  這幾個星期
[00:08:39.800 --> 00:08:40.800]  好像我剛才所講
[00:08:40.800 --> 00:08:42.800]  希望你們能夠
[00:08:42.800 --> 00:08:44.800]  如果你有朋友、同事、家人
[00:08:44.800 --> 00:08:45.800]  有類似的感受
[00:08:45.800 --> 00:08:46.800]  我們知道的
[00:08:46.800 --> 00:08:48.800]  這個系列能夠幫助到他們
[00:08:48.800 --> 00:08:49.800]  歡迎你
[00:08:49.800 --> 00:08:51.800]  鼓起勇氣
[00:08:51.800 --> 00:08:53.800]  邀請他們回來
[00:08:53.800 --> 00:08:55.800]  一起體會和學習一下
[00:08:55.800 --> 00:09:00.800]  如何能夠有一個興奮的人生旅程
[00:09:00.800 --> 00:09:03.800]  保羅對基督徒來說
[00:09:03.800 --> 00:09:05.800]  應該一點也不陌生
[00:09:05.800 --> 00:09:07.800]  我們經常聽到保羅這個人
[00:09:07.800 --> 00:09:10.800]  甚至我們對他的故事也很熟悉
[00:09:10.800 --> 00:09:11.800]  其實
[00:09:11.800 --> 00:09:14.800]  如果你認識保羅的時候
[00:09:14.800 --> 00:09:18.800]  其實保羅在認識耶穌之前
[00:09:18.800 --> 00:09:20.800]  他的生活也不錯
[00:09:20.800 --> 00:09:21.800]  是不是?
[00:09:21.800 --> 00:09:23.800]  聖經說我們知道
[00:09:23.800 --> 00:09:25.800]  保羅是什麼人?
[00:09:25.800 --> 00:09:27.800]  是一個法利塞人
[00:09:27.800 --> 00:09:29.800]  也不是一個直接無名的人
[00:09:29.800 --> 00:09:31.800]  他是一個法利塞人
[00:09:31.800 --> 00:09:34.800]  他是一個宗教的狂熱者
[00:09:34.800 --> 00:09:37.800]  他的宗教當然是猶太教
[00:09:37.800 --> 00:09:38.800]  是法利塞人
[00:09:38.800 --> 00:09:41.800]  是猶太教的宗教狂熱者
[00:09:41.800 --> 00:09:45.800]  保羅不是不知道有耶穌這個人
[00:09:45.800 --> 00:09:46.800]  他是知道的
[00:09:46.800 --> 00:09:48.800]  耶穌在世的時候
[00:09:48.800 --> 00:09:51.800]  其實保羅可能年輕三幾年
[00:09:51.800 --> 00:09:54.800]  保羅知道耶穌這個人存在
[00:09:54.800 --> 00:09:57.800]  甚至保羅曾經在猶太人的議會裡
[00:09:57.800 --> 00:10:00.800]  親耳聽到彼得為耶穌做見證
[00:10:00.800 --> 00:10:03.800]  親眼看著施迪反
[00:10:03.800 --> 00:10:05.800]  因為為耶穌做見證的緣故
[00:10:05.800 --> 00:10:08.800]  是被石頭打死的
[00:10:08.800 --> 00:10:10.800]  但是
[00:10:10.800 --> 00:10:11.800]  我們可以這麼說
[00:10:11.800 --> 00:10:12.800]  雖然他聽過耶穌
[00:10:12.800 --> 00:10:13.800]  知道耶穌
[00:10:13.800 --> 00:10:15.800]  又見到很多人為耶穌做見證
[00:10:15.800 --> 00:10:18.800]  他沒有遇上耶穌
[00:10:18.800 --> 00:10:20.800]  所以在那個時間裡
[00:10:20.800 --> 00:10:21.800]  是很不幸的
[00:10:21.800 --> 00:10:22.800]  很多人遇見耶穌
[00:10:22.800 --> 00:10:23.800]  生活有改變
[00:10:23.800 --> 00:10:25.800]  但是保羅呢?
[00:10:25.800 --> 00:10:26.800]  其實沒有的
[00:10:26.800 --> 00:10:27.800]  當他認識耶穌
[00:10:27.800 --> 00:10:28.800]  知道耶穌的時候
[00:10:28.800 --> 00:10:31.800]  他不覺得耶穌是上帝的兒子
[00:10:31.800 --> 00:10:32.800]  因為對他來說
[00:10:32.800 --> 00:10:36.800]  他對基督信仰的觀念
[00:10:36.800 --> 00:10:37.800]  他是法利塞人
[00:10:37.800 --> 00:10:38.800]  他信仰法利塞人
[00:10:38.800 --> 00:10:39.800]  民事
[00:10:39.800 --> 00:10:40.800]  祭祀
[00:10:40.800 --> 00:10:41.800]  那些觀念
[00:10:41.800 --> 00:10:42.800]  耶穌是一個
[00:10:42.800 --> 00:10:44.800]  反傳統
[00:10:44.800 --> 00:10:46.800]  反猶太教的極端分子
[00:10:46.800 --> 00:10:48.800]  他是這麼看耶穌的
[00:10:48.800 --> 00:10:49.800]  OK
[00:10:49.800 --> 00:10:51.800]  耶穌的復活
[00:10:51.800 --> 00:10:53.800]  是耶穌基督的門徒
[00:10:53.800 --> 00:10:56.800]  捏造出來的流言
[00:10:56.800 --> 00:10:58.800]  因為他們很想更多人
[00:10:58.800 --> 00:10:59.800]  去歸附這個信仰
[00:10:59.800 --> 00:11:01.800]  成為一個跟隨者
[00:11:01.800 --> 00:11:03.800]  這些是騙那些無知的人
[00:11:03.800 --> 00:11:04.800]  我是法利塞人
[00:11:04.800 --> 00:11:06.800]  我受過這麼嚴謹的教育
[00:11:06.800 --> 00:11:09.800]  怎麼會受他欺騙呢?
[00:11:09.800 --> 00:11:10.800]  事實上
[00:11:10.800 --> 00:11:11.800]  如果你看回聖經的時候
[00:11:11.800 --> 00:11:13.800]  是保羅不單止一次
[00:11:13.800 --> 00:11:15.800]  兩次、三次
[00:11:15.800 --> 00:11:16.800]  公開在聖經裡面
[00:11:16.800 --> 00:11:17.800]  告訴我們
[00:11:17.800 --> 00:11:20.800]  他在信耶穌之前是一個怎樣的人
[00:11:20.800 --> 00:11:22.800]  就像我剛才所說
[00:11:22.800 --> 00:11:24.800]  是一個猶太的極端分子
[00:11:24.800 --> 00:11:26.800]  他毫不留情
[00:11:26.800 --> 00:11:28.800]  去逼迫教會
[00:11:28.800 --> 00:11:29.800]  這是他用的字眼
[00:11:29.800 --> 00:11:31.800]  他毫不留情
[00:11:31.800 --> 00:11:33.800]  去逼迫教會
[00:11:33.800 --> 00:11:34.800]  聖經告訴我們
[00:11:34.800 --> 00:11:36.800]  他甚至是挨家挨戶
[00:11:36.800 --> 00:11:37.800]  逐家進去搜
[00:11:37.800 --> 00:11:38.800]  如果你是基督徒的話
[00:11:38.800 --> 00:11:39.800]  怎樣呢?
[00:11:39.800 --> 00:11:40.800]  拉你去坐牢
[00:11:40.800 --> 00:11:42.800]  折磨你
[00:11:42.800 --> 00:11:44.800]  後來我們最熟悉的
[00:11:44.800 --> 00:11:46.800]  他甚至在祭司長的手上
[00:11:46.800 --> 00:11:48.800]  拿到文書
[00:11:48.800 --> 00:11:50.800]  要行一百五十里路
[00:11:50.800 --> 00:11:52.800]  十多天
[00:11:52.800 --> 00:11:54.800]  去大馬士革
[00:11:54.800 --> 00:11:56.800]  就是為了搜捕那些基督徒
[00:11:56.800 --> 00:11:59.800]  然後把他們帶回耶路撒冷坐牢
[00:11:59.800 --> 00:12:01.800]  由這件事來說
[00:12:01.800 --> 00:12:03.800]  我們可以看到什麼呢?
[00:12:03.800 --> 00:12:05.800]  保羅不單止是猶太教的一個
[00:12:05.800 --> 00:12:07.800]  極端狂熱的分子
[00:12:07.800 --> 00:12:09.800]  就像今天的ISIS一樣
[00:12:09.800 --> 00:12:11.800]  我跟大家說過
[00:12:11.800 --> 00:12:13.800]  其實保羅就是當日的ISIS
[00:12:13.800 --> 00:12:15.800]  專門對付基督徒
[00:12:15.800 --> 00:12:17.800]  男女老少都被抓在監獄
[00:12:17.800 --> 00:12:20.800]  但是他能夠從祭司長的手上
[00:12:20.800 --> 00:12:22.800]  拿到文書
[00:12:22.800 --> 00:12:24.800]  去那麼遠的另一個城市抓人
[00:12:24.800 --> 00:12:25.800]  這就告訴我們
[00:12:25.800 --> 00:12:27.800]  其實他在猶太人的
[00:12:27.800 --> 00:12:29.800]  Sanhedrin
[00:12:29.800 --> 00:12:32.800]  就是猶太人管治百姓的公會裡
[00:12:32.800 --> 00:12:34.800]  他是一個領袖
[00:12:34.800 --> 00:12:37.800]  他不是一個直直無名的人
[00:12:37.800 --> 00:12:38.800]  他是一個領袖
[00:12:38.800 --> 00:12:40.800]  如果他不相信耶穌的話
[00:12:40.800 --> 00:12:43.800]  他是當日猶太公會裡的明日之星
[00:12:43.800 --> 00:12:45.800]  吃了威尚
[00:12:45.800 --> 00:12:47.800]  吃了那麼熱心的東西
[00:12:47.800 --> 00:12:51.800]  真的去對付那些基督徒
[00:12:51.800 --> 00:12:53.800]  在猶太人的心目當中
[00:12:53.800 --> 00:12:55.800]  這個年輕人
[00:12:55.800 --> 00:12:57.800]  三十多歲,還沒有到四十歲
[00:12:57.800 --> 00:13:01.800]  前途無可限量
[00:13:01.800 --> 00:13:03.800]  但是呢
[00:13:03.800 --> 00:13:06.800]  後來他遇到耶穌
[00:13:06.800 --> 00:13:08.800]  他遇到耶穌之後
[00:13:08.800 --> 00:13:10.800]  他的生命比以前
[00:13:10.800 --> 00:13:12.800]  變得更加精彩
[00:13:12.800 --> 00:13:14.800]  他不相信耶穌的時候
[00:13:14.800 --> 00:13:16.800]  他也覺得他的生命很精彩
[00:13:16.800 --> 00:13:18.800]  但是他相信耶穌之後
[00:13:18.800 --> 00:13:22.800]  他的生命變得更加精彩
[00:13:22.800 --> 00:13:24.800]  我看下去當中
[00:13:24.800 --> 00:13:26.800]  大家在灣區生活
[00:13:26.800 --> 00:13:28.800]  我相信大部份的人
[00:13:28.800 --> 00:13:30.800]  都可能和保羅當的時代
[00:13:30.800 --> 00:13:32.800]  都很類似
[00:13:32.800 --> 00:13:34.800]  大家的生活都不錯
[00:13:34.800 --> 00:13:36.800]  有份好工作
[00:13:36.800 --> 00:13:39.800]  甚至你的工作是很有前景的
[00:13:39.800 --> 00:13:41.800]  你比一般人的生活富足
[00:13:41.800 --> 00:13:43.800]  有自己的社交圈
[00:13:43.800 --> 00:13:45.800]  每天都很忙碌
[00:13:45.800 --> 00:13:47.800]  這是灣區的生活
[00:13:47.800 --> 00:13:49.800]  但是為什麼要坐在這裡呢?
[00:13:49.800 --> 00:13:51.800]  我猜測而已
[00:13:51.800 --> 00:13:53.800]  有時我們發覺
[00:13:53.800 --> 00:13:55.800]  雖然是這樣
[00:13:55.800 --> 00:13:57.800]  我們的生命裡
[00:13:57.800 --> 00:13:59.800]  似乎少了一點樂趣
[00:13:59.800 --> 00:14:01.800]  少了一點意義
[00:14:01.800 --> 00:14:03.800]  那又怎樣呢?
[00:14:03.800 --> 00:14:05.800]  現在這樣生活
[00:14:05.800 --> 00:14:07.800]  為了什麼呢?
[00:14:07.800 --> 00:14:09.800]  還有什麼動力可以驅使我們
[00:14:09.800 --> 00:14:13.800]  活得更開心快樂精彩呢?
[00:14:13.800 --> 00:14:15.800]  所以我們要去探索
[00:14:15.800 --> 00:14:17.800]  所以今天可能
[00:14:17.800 --> 00:14:19.800]  這是其中一個原因
[00:14:19.800 --> 00:14:21.800]  你能夠坐在這裡
[00:14:21.800 --> 00:14:23.800]  但是你坐在這裡
[00:14:23.800 --> 00:14:25.800]  不等於
[00:14:25.800 --> 00:14:27.800]  你能夠和耶穌相遇
[00:14:27.800 --> 00:14:29.800]  就好像保羅當日
[00:14:29.800 --> 00:14:31.800]  不是不知道耶穌
[00:14:31.800 --> 00:14:33.800]  他就是沒有和耶穌相遇
[00:14:33.800 --> 00:14:35.800]  但是我剛才說過
[00:14:35.800 --> 00:14:37.800]  當他遇到耶穌
[00:14:37.800 --> 00:14:39.800]  親身遇到耶穌的時候
[00:14:39.800 --> 00:14:41.800]  他的生命就不同了
[00:14:41.800 --> 00:14:43.800]  所以當我說
[00:14:43.800 --> 00:14:45.800]  與耶穌相遇的時候
[00:14:45.800 --> 00:14:47.800]  我的意思是什麼呢?
[00:14:47.800 --> 00:14:49.800]  我的意思是
[00:14:49.800 --> 00:14:51.800]  我們能夠經歷到耶穌
[00:14:51.800 --> 00:14:53.800]  出現在我們的生命當中
[00:14:53.800 --> 00:14:55.800]  耶穌在我們生命當中的工作
[00:14:55.800 --> 00:14:57.800]  我們感受到
[00:14:57.800 --> 00:14:59.800]  耶穌進入我們的生命裡
[00:14:59.800 --> 00:15:01.800]  和我們有相交
[00:15:01.800 --> 00:15:03.800]  有互動
[00:15:03.800 --> 00:15:05.800]  就好像當日
[00:15:05.800 --> 00:15:07.800]  保羅在大馬士革的路上
[00:15:07.800 --> 00:15:09.800]  去大馬士革拉營的時候
[00:15:09.800 --> 00:15:11.800]  大家記得故事很熟悉
[00:15:11.800 --> 00:15:13.800]  有一道強光照在他身上
[00:15:13.800 --> 00:15:15.800]  聖經說
[00:15:15.800 --> 00:15:17.800]  保羅就跌倒在地上
[00:15:17.800 --> 00:15:19.800]  然後聽到一個聲音跟他說什麼呢?
[00:15:19.800 --> 00:15:21.800]  「蘇羅 蘇羅」
[00:15:21.800 --> 00:15:23.800]  那時候還沒有改名
[00:15:23.800 --> 00:15:25.800]  「蘇羅 蘇羅 你為什麼逼迫我?」
[00:15:25.800 --> 00:15:27.800]  保羅在那個時間
[00:15:27.800 --> 00:15:29.800]  什麼都看不到
[00:15:29.800 --> 00:15:31.800]  主啊 你是誰?
[00:15:31.800 --> 00:15:33.800]  這個聲音說什麼呢?
[00:15:33.800 --> 00:15:35.800]  這個聲音說
[00:15:35.800 --> 00:15:37.800]  「我就是你逼迫的耶穌」
[00:15:37.800 --> 00:15:39.800]  「起來 進城裡去」
[00:15:39.800 --> 00:15:41.800]  「以後有人告訴你」
[00:15:41.800 --> 00:15:43.800]  「你要當做的是什麼的事」
[00:15:43.800 --> 00:15:45.800]  從那一天開始
[00:15:45.800 --> 00:15:47.800]  從保羅
[00:15:47.800 --> 00:15:49.800]  親身遇到耶穌
[00:15:49.800 --> 00:15:51.800]  親身遇到耶穌
[00:15:51.800 --> 00:15:53.800]  經歷到神
[00:15:53.800 --> 00:15:55.800]  那一剎那開始
[00:15:55.800 --> 00:15:57.800]  他的生命
[00:15:57.800 --> 00:15:59.800]  不再一樣
[00:15:59.800 --> 00:16:01.800]  他的生命變得更加精彩
[00:16:01.800 --> 00:16:03.800]  所以今天我想告訴大家
[00:16:03.800 --> 00:16:05.800]  你信耶穌也好
[00:16:05.800 --> 00:16:07.800]  不信耶穌也好
