
[00:00:00.000 --> 00:00:07.000]  多謝神讓我們有健康的身體,心靈來敬拜祂。
[00:19:40.000 --> 00:19:47.000]  心意更新後就有一個清潔的內心。
[00:19:48.000 --> 00:19:57.000]  《智慧書》指出,你要保守你心勝過保守一切,
[00:19:57.000 --> 00:20:03.000]  因為生命的泉源由心發出。
[00:20:03.000 --> 00:20:13.000]  這是《智慧書》告訴我們保守你的心的原因,
[00:20:14.000 --> 00:20:19.000]  因為生命的源泉是由心發出。
[00:20:19.000 --> 00:20:26.000]  耶穌也提到內心清潔的人,
[00:20:26.000 --> 00:20:34.000]  他說內心清潔的人有福了,因為他們必看見神。
[00:20:34.000 --> 00:20:41.000]  請各位看一看撒瑪尼亞婦人這個例子,
[00:20:42.000 --> 00:20:53.000]  撒瑪尼亞婦人見到神,聽到主耶穌的說話,
[00:20:53.000 --> 00:21:01.000]  撒瑪尼亞婦人被其他人傳講耶穌,
[00:21:01.000 --> 00:21:11.000]  就好像井水更新到湧流的泉水,
[00:21:12.000 --> 00:21:21.000]  從她的見證,很多撒瑪尼亞人信了主,
[00:21:21.000 --> 00:21:30.000]  並且要求耶穌住下,在他們那裡住了兩天,
[00:21:30.000 --> 00:21:38.000]  因為耶穌的說話,信的人就更多。
[00:21:39.000 --> 00:21:50.000]  在她裡面成為湧流的泉源,直湧到永生。
[00:21:50.000 --> 00:21:57.000]  信的人更多,這個泉源一直湧到永生。
[00:21:57.000 --> 00:22:07.000]  撒瑪尼亞婦人的行動就好像從井水更新到湧流的泉水一樣。
[00:22:08.000 --> 00:22:13.000]  但願你和我都聽到主耶穌的說話,
[00:22:13.000 --> 00:22:22.000]  了解如何傳揚福音,從井水更新到湧流的泉水。
[00:22:23.000 --> 00:22:40.000]  1441年,Thomas Campis,甘壁士寫了《孝法基督》這本著名的屬靈書籍,
[00:22:41.000 --> 00:23:00.000]  有一句說話:「神看重的不只是我們作功,而是孝法他的愛而作的功。」
[00:23:01.000 --> 00:23:21.000]  願主耶穌賜的水在我們裡面成為湧流的泉源,直湧到永生。
[00:23:22.000 --> 00:23:40.000]  不同信仰的人和遊客在聖地旅遊的時候,他們會聯想到靈界永恆的事。
[00:23:41.000 --> 00:23:58.000]  常常渴望有一個滿足的生命,很多非洲人民因為飢餓的緣故,
[00:23:58.000 --> 00:24:07.000]  他們抱著沒有希望、沒有意義的心態渡過他們短暫的一生。
[00:24:08.000 --> 00:24:15.000]  下面的圖是畫出希臘人他們快樂跳舞,
[00:24:15.000 --> 00:24:25.000]  但是因為他們有很多假神使他們迷惑地過一生。
[00:24:26.000 --> 00:24:50.000]  怪不得有名的舞,被稱為混亂的舞蹈。空虛的心靈時時好像藥物般嘆息,
[00:24:51.000 --> 00:25:10.000]  它生長如花,又割又糟割下,它飛去如影,並不會留下。
[00:25:11.000 --> 00:25:27.000]  老科和精神科醫生Victor Frankl在德國納粹黨的死亡營裡面受了三年的苦,
[00:25:27.000 --> 00:25:39.000]  在納粹黨做的黑暗裡面找尋人生的意義,後來寫成這本書。
[00:25:40.000 --> 00:25:54.000]  分享他開步走向光明的經驗,他的思想用一句話做總結。
[00:25:55.000 --> 00:26:14.000]  他說:「不要只管嘆息日子一天一天消失,要思想為何活在世上,
[00:26:15.000 --> 00:26:26.000]  再過片刻將會活在什麼的境界中。
[00:26:26.000 --> 00:26:37.000]  在不同種族的環境中,世人過著困苦而沒有意義的生活,
[00:26:38.000 --> 00:26:47.000]  很多宣教團體都決定要更新宣道的目的和行動,
[00:26:47.000 --> 00:26:57.000]  我們在我們個人的生活裡面也可以更新我們舊的辦法,
[00:26:57.000 --> 00:27:07.000]  一起去傳揚主的大愛,努力響應主耶穌給我們留下的大使命,
[00:27:08.000 --> 00:27:15.000]  將福音傳遍天下,完成大使命。」
[00:27:15.000 --> 00:27:23.000]  求聖靈時時提醒我們今天的信息,
[00:27:23.000 --> 00:27:34.000]  直至走完這條世界的路程,在永恆中你和我和主耶穌一起見面,
[00:27:35.000 --> 00:27:44.000]  請我們低頭祈禱,親愛的天父,我們感謝你讓主耶穌為我們死活,
[00:27:44.000 --> 00:27:55.000]  聖天和你一起,等候我們將來坐在這裡的弟兄姊妹跟你一起見面,
[00:27:55.000 --> 00:28:04.000]  一起享受主裡面的榮耀,感謝你給我們這個時間,奉主耶穌的名,阿們。
