
[00:00:00.000 --> 00:00:02.160]  《史詩記》第六章一開始
[00:02:16.840 --> 00:02:19.280]  唯有哀求耶和華
[00:02:19.280 --> 00:02:20.440]  聖經繼續這樣說
[00:02:20.440 --> 00:02:23.920]  用兩節的聖經重複地描述
[00:02:23.920 --> 00:02:27.480]  以色列人因米甸人的緣故極其恐乏
[00:02:27.480 --> 00:02:29.920]  但他們呼求耶和華
[00:02:29.920 --> 00:02:31.920]  要再強調我相信是
[00:02:31.920 --> 00:02:36.040]  他們的呼求的狠切極其大
[00:02:36.040 --> 00:02:37.280]  所以第七節再說
[00:02:37.280 --> 00:02:40.320]  以色列人因米甸人的緣故
[00:02:40.320 --> 00:02:43.520]  呼求耶和華
[00:02:43.520 --> 00:02:48.720]  耶和華猜遣才知道以色列人那裡
[00:02:48.720 --> 00:02:52.960]  領先會當我們在困境的時空裡面
[00:02:52.960 --> 00:02:57.080]  盼望以下的四點能夠成為今天我們的幫助
[00:02:57.080 --> 00:02:59.520]  無論你在什麼困難當中
[00:02:59.520 --> 00:03:01.240]  你不要忘記
[00:03:01.240 --> 00:03:04.480]  不是停留在這種無力感的當中
[00:03:04.480 --> 00:03:08.560]  而是我們必須要有所改變的時刻
[00:03:08.560 --> 00:03:12.360]  也因為在困難當中去到底
[00:03:12.360 --> 00:03:14.120]  有時人才在那個時刻
[00:03:14.120 --> 00:03:16.400]  懂得向上去呼求
[00:03:16.400 --> 00:03:19.880]  第一方面我們看到從基甸和以色列人身上
[00:03:19.880 --> 00:03:21.440]  有一個學習
[00:03:21.440 --> 00:03:24.240]  去向上的呼求
[00:03:24.240 --> 00:03:25.240]  聖經這樣說
[00:03:25.240 --> 00:03:28.000]  以色列人因米甸人的緣故極其恐乏
[00:03:28.000 --> 00:03:29.640]  就呼求耶和華
[00:03:29.640 --> 00:03:32.760]  以色列人因米甸人的緣故呼求耶和華
[00:03:32.760 --> 00:03:37.040]  耶和華就猜牌
[00:03:37.040 --> 00:03:38.720]  或者你覺得
[00:03:38.720 --> 00:03:42.280]  這個事情是何等的可笑
[00:03:42.280 --> 00:03:44.400]  是人自己不准守神的藥
[00:03:44.400 --> 00:03:46.560]  然後人自己去拜偶像
[00:03:46.560 --> 00:03:49.280]  然後人面對外的藥針
[00:03:49.280 --> 00:03:51.600]  得不到上帝的幫助
[00:03:51.600 --> 00:03:55.920]  但至終他再一次向上去呼求的時候
[00:03:55.920 --> 00:03:59.720]  那位的神就回應
[00:03:59.720 --> 00:04:00.560]  丁姐妹
[00:04:00.560 --> 00:04:04.400]  我們很多時候在現代的困境當中
[00:04:04.400 --> 00:04:07.160]  我們不斷地在忙碌
[00:04:07.160 --> 00:04:10.240]  在一個循環當中
[00:04:10.240 --> 00:04:12.320]  好像每天都是這樣
[00:04:12.320 --> 00:04:13.600]  起禮
[00:04:13.600 --> 00:04:15.000]  你不管你睡了多少
[00:04:15.000 --> 00:04:15.800]  睡得好不好
[00:04:15.800 --> 00:04:18.640]  你都要面對那一天的日程
[00:04:18.640 --> 00:04:20.760]  那一天的日程無論是多忙碌
[00:04:20.760 --> 00:04:23.960]  或者多麼不知道
[00:04:23.960 --> 00:04:27.040]  但你仍然要從早上走到晚上
[00:04:27.040 --> 00:04:30.320]  所以現代人很喜歡去留意
[00:04:30.320 --> 00:04:33.520]  去裝作或者去注視自己的情緒
[00:04:33.520 --> 00:04:35.280]  而情緒不安
[00:04:35.280 --> 00:04:37.400]  帶來你的人際關係
[00:04:37.400 --> 00:04:38.800]  帶來你自己工作的能力
[00:04:38.800 --> 00:04:41.080]  有很大的困擾
[00:04:41.080 --> 00:04:42.400]  原來神的僕人
[00:04:42.400 --> 00:04:45.120]  都一樣曾幾何時會面對
[00:04:45.120 --> 00:04:48.040]  所以大家不要覺得自己是怪人
[00:04:48.040 --> 00:04:49.560]  更加要問
[00:04:49.560 --> 00:04:52.640]  哪一道是我的出路可以向前行
[00:04:52.640 --> 00:04:54.080]  第一方面我們要學習
[00:04:54.080 --> 00:04:55.920]  要學習的是
[00:04:55.920 --> 00:04:58.160]  無論你是什麼光景
[00:04:58.160 --> 00:05:00.000]  你需要將你的眼目
[00:05:00.000 --> 00:05:01.920]  不再看自己的困境
[00:05:01.920 --> 00:05:05.760]  不再在環境中注視有多麼的凶險
[00:05:05.760 --> 00:05:08.640]  而是你需要轉眼仰望耶穌
[00:05:08.640 --> 00:05:10.360]  向上望
[00:05:10.360 --> 00:05:11.800]  當你向上望
[00:05:11.800 --> 00:05:15.400]  神就會回應你的禱告
[00:05:15.400 --> 00:05:17.000]  聖經這樣繼續講下去
[00:05:17.000 --> 00:05:18.720]  祂說「是我」
[00:05:18.720 --> 00:05:19.720]  什麼意思?
[00:05:19.720 --> 00:05:21.280]  上帝回應他們
[00:05:21.280 --> 00:05:23.640]  並且再一次告訴他們
[00:05:23.640 --> 00:05:25.800]  我是誰
[00:05:25.800 --> 00:05:28.360]  原來當你向上望
[00:05:28.360 --> 00:05:30.520]  你再也不會聽到
[00:05:30.520 --> 00:05:34.200]  裡面或者外面對你的控訴的聲音
[00:05:34.200 --> 00:05:35.560]  當你向上望
[00:05:35.560 --> 00:05:37.800]  你看到的就是那位
[00:05:37.800 --> 00:05:39.160]  又真又活
[00:05:39.160 --> 00:05:42.760]  令你在過去的日子幫助你的神
[00:05:42.760 --> 00:05:47.800]  是那個並且願意成為你救主的那位神
[00:05:47.800 --> 00:05:48.640]  更加祂說
[00:05:48.640 --> 00:05:50.080]  是祂想賜給你
[00:05:50.080 --> 00:05:51.280]  然後我提醒你
[00:05:51.280 --> 00:05:53.040]  不過你做不到
[00:05:53.040 --> 00:05:57.200]  神聽見他兒女的哀求聲音
[00:05:57.200 --> 00:05:58.240]  第一件事
[00:05:58.240 --> 00:05:59.920]  在你的生命當中
[00:05:59.920 --> 00:06:01.840]  當你無助的時候
[00:06:01.840 --> 00:06:03.040]  無助是什麼?
[00:06:03.040 --> 00:06:04.600]  我想你們回去找喋屍
[00:06:04.600 --> 00:06:08.200]  他講得很仔細
[00:06:08.200 --> 00:06:09.360]  或者你說
[00:06:09.360 --> 00:06:10.160]  我不用問他
[00:06:10.160 --> 00:06:13.000]  我自己就很感覺到
[00:06:13.000 --> 00:06:14.360]  無助感
[00:06:14.360 --> 00:06:17.960]  就是你今天沒有動力
[00:06:17.960 --> 00:06:19.640]  你沒什麼信心
[00:06:19.640 --> 00:06:21.720]  甚至對一點點的刺激
[00:06:21.720 --> 00:06:25.040]  你已經抗到牛那麼大
[00:06:25.040 --> 00:06:26.560]  頂姐妹
[00:06:26.560 --> 00:06:28.960]  要看通看穿那些事情
[00:06:28.960 --> 00:06:30.840]  就像伊斯文一樣
[00:06:30.840 --> 00:06:34.240]  他看見的是米迪人那種的攻擊
[00:06:34.240 --> 00:06:36.640]  但是他們仍然有
[00:06:36.640 --> 00:06:39.560]  就是神的令引導他們看通看穿
[00:06:39.560 --> 00:06:41.120]  並且向上望
[00:06:41.120 --> 00:06:43.680]  見到那位願意幫助你的神
[00:06:43.680 --> 00:06:46.000]  今天正在聽見
[00:06:46.000 --> 00:06:48.800]  並且等待去私隱救援
[00:06:48.800 --> 00:06:49.480]  第二方面
[00:06:49.480 --> 00:06:52.560]  我們能夠去明白和發現的就是
[00:06:52.560 --> 00:06:54.120]  在整個歷程裡面
[00:06:54.120 --> 00:06:58.200]  我們需要重新去塑造和尋求
[00:06:58.200 --> 00:06:59.960]  究竟我是誰
[00:06:59.960 --> 00:07:02.400]  關乎身份的重尋
[00:07:02.400 --> 00:07:04.520]  當剛才我們看到
[00:07:04.520 --> 00:07:08.400]  神不單只是猜遣使者到他們當中
[00:07:08.400 --> 00:07:11.280]  重新去宣告他是誰
[00:07:11.280 --> 00:07:14.840]  同時在第十一章時空
[00:07:14.840 --> 00:07:18.960]  他更加去臨到揀選一位
[00:07:18.960 --> 00:07:22.800]  叫做約亞斯的兒子基甸
[00:07:22.800 --> 00:07:27.200]  在這一個對約亞斯呼召的旅程
[00:07:27.200 --> 00:07:29.720]  是一個很長的篇幅
[00:07:29.720 --> 00:07:30.600]  很長的篇幅
[00:07:30.600 --> 00:07:33.920]  你看到基甸是怎樣看待自己
[00:07:33.920 --> 00:07:35.560]  他怎樣看待自己
[00:07:35.560 --> 00:07:37.720]  或者我們先去看一看聖經
[00:07:37.720 --> 00:07:40.440]  我們一起讀十一節至第十二節
[00:07:40.440 --> 00:07:42.160]  頂姐妹請讀
[00:07:42.160 --> 00:07:45.040]  耶和華的使者到了俄忽拉
[00:07:45.040 --> 00:07:49.320]  坐在亞比爾謝族人約亞斯的像樹下
[00:07:49.320 --> 00:07:53.920]  約亞斯的兒子基甸正在酒炸那裡打脈子
[00:07:53.920 --> 00:07:56.320]  為要防備米滇人
[00:07:56.320 --> 00:07:59.280]  耶和華的使者向基甸顯然
[00:07:59.280 --> 00:08:04.400]  對他說「大能的勇士,耶和華與你同在」
[00:08:04.400 --> 00:08:07.000]  在那個時空我再說
[00:08:07.000 --> 00:08:11.920]  整個地都是米滇人如蝗蟲一樣
[00:08:11.920 --> 00:08:16.280]  能夠生存你只能挖洞穴躲在當中
[00:08:16.280 --> 00:08:20.560]  聖經形容一開始很仔細地描述
[00:08:20.560 --> 00:08:24.880]  基甸正在在那個像樹下
[00:08:24.880 --> 00:08:27.840]  在那裡用一個酒炸去打脈子
[00:08:27.840 --> 00:08:29.960]  像樹是一棵很大的樹
[00:08:29.960 --> 00:08:34.280]  可以遮蔭亦都可以阻擋敵人的視野
[00:08:34.280 --> 00:08:37.880]  酒炸本身就不是用來打脈子的
[00:08:37.880 --> 00:08:41.200]  打脈子其實應該是一個大的地方
[00:08:41.200 --> 00:08:42.480]  將那些脈鋪出來
[00:08:42.480 --> 00:08:44.560]  然後他們用工具怎樣去滾
[00:08:44.560 --> 00:08:48.080]  讓那些脈能夠去拿出來
[00:08:48.080 --> 00:08:51.040]  但是這裡形容基甸
[00:08:51.040 --> 00:08:55.160]  它是一棵遮住敵人眼光的像樹下
[00:08:55.160 --> 00:08:59.680]  然後在一個很小小狹窄的酒炸當中去打脈子
[00:08:59.680 --> 00:09:02.720]  大家會想像到這個基甸
[00:09:02.720 --> 00:09:07.360]  事實上它仍然能夠有脈子已經是很難得
[00:09:07.360 --> 00:09:09.840]  它只能夠做到
[00:09:09.840 --> 00:09:11.920]  能夠保住平安的就是它用酒炸
[00:09:11.920 --> 00:09:14.000]  小小的輕輕地打
[00:09:14.000 --> 00:09:15.200]  不要被敵人驚嚇
[00:09:15.200 --> 00:09:17.240]  不要驚嚇到敵人去發現它
[00:09:17.240 --> 00:09:21.520]  亦都不要容讓它所得的唯一的小脈子
[00:09:21.520 --> 00:09:25.200]  去被掠奪
[00:09:25.200 --> 00:09:30.560]  這裡更加形容它是亞比爾謝族人的約亞斯
[00:09:30.560 --> 00:09:34.200]  其實大家可以仔細去看基甸整個的歷史
[00:09:34.200 --> 00:09:37.320]  在《史詩記》六章看到八章
[00:09:37.320 --> 00:09:39.680]  然後再看下去它的下一代
[00:09:39.680 --> 00:09:42.480]  當中你會見到約亞斯
[00:09:42.480 --> 00:09:49.040]  其實他就是那個帶領以色列人民去拜偶像的那個人
[00:09:49.040 --> 00:09:53.560]  在他的家中就是有一個祭壇去給巴力
[00:09:53.560 --> 00:09:56.320]  所以後來上帝呼召基甸
[00:09:56.320 --> 00:09:58.120]  第一樣東西就是要拆掉他爸爸
[00:09:58.120 --> 00:09:59.640]  那個巴力的偶像
[00:09:59.640 --> 00:10:01.360]  那個祭壇
[00:10:01.360 --> 00:10:04.080]  我們回頭看
[00:10:04.080 --> 00:10:11.360]  一個正在逃避那個敵人眼光的基甸
[00:10:11.360 --> 00:10:14.080]  有多大能量
[00:10:14.080 --> 00:10:17.520]  一個拿著只有少量的脈子
[00:10:17.520 --> 00:10:20.400]  在一個酒榨上輕輕地打
[00:10:20.400 --> 00:10:22.680]  說要防備米甸人
[00:10:22.680 --> 00:10:25.880]  這個字眼是多麼精銳地去說
[00:10:25.880 --> 00:10:28.680]  他的心是多麼害怕
[00:10:28.680 --> 00:10:33.680]  你可以形容他是一個擁有少量的脈子的生存者
[00:10:33.680 --> 00:10:37.280]  甚至你可以形容他是一個很謹慎
[00:10:37.280 --> 00:10:43.240]  小心地防備敵人的一個倖存者
[00:10:43.240 --> 00:10:46.680]  但是這個人絕對要跟上帝呼召他
[00:10:46.680 --> 00:10:48.480]  稱他為大雲的勇士
[00:10:48.480 --> 00:10:51.280]  風馬牛不相及
[00:10:51.280 --> 00:10:54.800]  所以當神臨到的時候
[00:10:54.800 --> 00:10:57.320]  基甸的回應第一句
[00:10:57.320 --> 00:10:59.800]  他就說在十三節一路打下去
[00:10:59.800 --> 00:11:06.160]  他說在一個新譯本裡面用了兩次"哎"
[00:11:06.160 --> 00:11:08.040]  他臨到叫他大雲的勇士
[00:11:08.040 --> 00:11:10.440]  他就看一看那位是誰
[00:11:10.440 --> 00:11:16.000]  他就說如果耶和華真是那個拯救我們出去的神
[00:11:16.000 --> 00:11:17.720]  為何我們今天會這樣
[00:11:17.720 --> 00:11:19.560]  如果他真是這樣
[00:11:19.560 --> 00:11:22.400]  請你叫他救救我們
[00:11:22.400 --> 00:11:24.000]  在他的心目中
[00:11:24.000 --> 00:11:25.400]  在他的狀況裡面
[00:11:25.400 --> 00:11:28.480]  他只是一個控訴者
[00:11:28.480 --> 00:11:30.000]  他不斷地控訴
[00:11:30.000 --> 00:11:31.720]  如果有這麼厲害的耶和華
[00:11:31.720 --> 00:11:33.200]  你應該幫我
[00:11:33.200 --> 00:11:37.840]  如果那個領我們出埃及領我祖先的德性的那個神
[00:11:37.840 --> 00:11:38.760]  是真的
[00:11:38.760 --> 00:11:41.560]  為何他今天不幫我
[00:11:41.560 --> 00:11:45.240]  其實他沒有反省到為何今天會在這個狀況裡面
[00:11:45.240 --> 00:11:49.040]  是因為那班以色列的民間神的律法
[00:11:49.040 --> 00:11:51.240]  他們去拜偶像
[00:11:51.240 --> 00:11:52.440]  他們得罪耶和華
[00:11:52.440 --> 00:11:58.240]  所以耶和華的賜福失去了
[00:11:58.240 --> 00:12:01.120]  在基甸的控訴裡面
[00:12:01.120 --> 00:12:02.080]  我們繼續看下去
[00:12:02.080 --> 00:12:04.160]  到了第十四章
[00:12:04.160 --> 00:12:06.080]  耶和華轉向基甸說
[00:12:06.080 --> 00:12:10.480]  你靠著這力量去拯救以色列人脫離米迪人的手把
[00:12:10.480 --> 00:12:12.960]  環球聖經譯本更加清楚地說
[00:12:12.960 --> 00:12:17.760]  我現在已經差派了你
[00:12:17.760 --> 00:12:19.160]  哇
[00:12:19.160 --> 00:12:21.440]  他正在用一個現在的形式
[00:12:21.440 --> 00:12:22.880]  現在進行式就是
[00:12:22.880 --> 00:12:24.080]  我現在這一刻
[00:12:24.080 --> 00:12:26.120]  當我宣告你是大量的勇士
[00:12:26.120 --> 00:12:28.360]  我已經差派了你
[00:12:28.360 --> 00:12:31.080]  當你只是拿著一個小麥
[00:12:31.080 --> 00:12:32.320]  然後在酒渣裡打
[00:12:32.320 --> 00:12:33.800]  眼睛在繞來繞去
[00:12:33.800 --> 00:12:35.160]  防備著你的敵人的時候
[00:12:35.160 --> 00:12:37.480]  你要知道
[00:12:37.480 --> 00:12:39.000]  靠著這個力量
[00:12:39.000 --> 00:12:41.720]  我已經可以派你去擊敗
[00:12:41.720 --> 00:12:44.240]  以及殺進米迪人了
[00:12:44.240 --> 00:12:49.000]  你知不知道你真正的身份
[00:12:49.000 --> 00:12:53.080]  基甸是充滿害怕的
[00:12:53.080 --> 00:12:54.200]  其實整段聖經裡面
[00:12:54.200 --> 00:12:55.440]  不斷說了一個「怕」字
[00:12:55.440 --> 00:12:57.480]  很有趣
[00:12:57.480 --> 00:12:59.880]  或者你們用這個方向
[00:12:59.880 --> 00:13:03.160]  你都會看到一些端倪
[00:13:03.160 --> 00:13:05.520]  神說如果你怕呢就這樣
[00:13:05.520 --> 00:13:07.360]  接著他在他揀選的旅程
[00:13:07.360 --> 00:13:10.160]  也說如果怕呢就這樣
[00:13:10.160 --> 00:13:13.760]  在基甸所說的對話裡面
[00:13:13.760 --> 00:13:17.040]  當剛才在十六節宣告完
[00:13:17.040 --> 00:13:19.080]  基甸就再問
[00:13:19.080 --> 00:13:19.880]  你不要生氣
[00:13:19.880 --> 00:13:21.880]  請恕我冒犯
[00:13:21.880 --> 00:13:23.280]  接著他就再說
[00:13:23.280 --> 00:13:25.080]  如果真的是神
[00:13:25.080 --> 00:13:25.720]  你等我一會
[00:13:25.720 --> 00:13:26.720]  你不要走
[00:13:26.720 --> 00:13:28.720]  我去拿一些祭物回來
[00:13:28.720 --> 00:13:30.400]  然後看一看
[00:13:30.400 --> 00:13:31.840]  你是不是真的神
[00:13:31.840 --> 00:13:32.880]  於是他就回去
[00:13:32.880 --> 00:13:35.400]  用盡他有的小麥
[00:13:35.400 --> 00:13:37.760]  去製造一個很大的餅
[00:13:37.760 --> 00:13:40.160]  然後他拿了祭身過來
[00:13:40.160 --> 00:13:41.760]  做了一些湯
[00:13:41.760 --> 00:13:44.200]  將一個壇
[00:13:44.200 --> 00:13:46.000]  放上這些食物
[00:13:46.000 --> 00:13:49.440]  然後神的使者一拍火就燒了
[00:13:49.440 --> 00:13:50.640]  在當中他就說
[00:13:50.640 --> 00:13:52.600]  嘩 我見到神的臉
[00:13:52.600 --> 00:13:55.840]  這次麻煩了
[00:13:55.840 --> 00:13:58.280]  然後神說你不用害怕
[00:13:58.280 --> 00:13:59.280]  原來是
[00:13:59.280 --> 00:14:02.240]  神看透他裡面真的害怕
[00:14:02.240 --> 00:14:05.120]  基甸害怕是因為什麼
[00:14:05.120 --> 00:14:08.440]  在整體不同的演繹當中
[00:14:08.440 --> 00:14:10.200]  我想帶出一樣東西
[00:14:10.200 --> 00:14:12.280]  也是我們經常會害怕
[00:14:12.280 --> 00:14:16.120]  究竟我是誰
[00:14:16.120 --> 00:14:19.640]  究竟我是誰
[00:14:19.640 --> 00:14:20.720]  剛才我說到
[00:14:20.720 --> 00:14:23.360]  當他獻祭的時候
[00:14:23.360 --> 00:14:24.640]  在二十三節
[00:14:24.640 --> 00:14:28.320]  神就說你放心不要懼怕
[00:14:28.320 --> 00:14:31.560]  上帝知道基甸的心
[00:14:31.560 --> 00:14:33.880]  上帝知道為什麼他找不到自己真正的身份
[00:14:33.880 --> 00:14:35.440]  因為他害怕
[00:14:35.440 --> 00:14:36.880]  他害怕
[00:14:36.880 --> 00:14:38.760]  所以他看不到祭壇
[00:14:38.760 --> 00:14:41.280]  看不到神來到你面前的時候
[00:14:41.280 --> 00:14:42.960]  你不需要害怕
[00:14:42.960 --> 00:14:43.880]  在七章三節
[00:14:43.880 --> 00:14:48.040]  當那個事蹟一直發生的時候
[00:14:48.040 --> 00:14:49.760]  當他要去揀竹
[00:14:49.760 --> 00:14:52.360]  準備去一起攻打米甸
[00:14:52.360 --> 00:14:53.320]  在當中
[00:14:53.320 --> 00:14:55.400]  神就叫他去揀竹
[00:14:55.400 --> 00:14:56.600]  他就到處去
[00:14:56.600 --> 00:14:58.800]  不同的族群當中
[00:14:58.800 --> 00:14:59.480]  在那裡說
[00:14:59.480 --> 00:15:00.920]  有沒有話興起我
[00:15:00.920 --> 00:15:02.360]  我們一起來打仗好嗎
[00:15:02.360 --> 00:15:04.240]  一邊叫一邊叫
[00:15:04.240 --> 00:15:06.160]  結果有二萬二千人
[00:15:06.160 --> 00:15:08.920]  整隊去攻擊那個蝗蟲
[00:15:08.920 --> 00:15:11.520]  夠不夠打呢
[00:15:11.520 --> 00:15:13.120]  一踢就知道不夠打了
[00:15:13.120 --> 00:15:15.040]  但是不夠打是因為什麼
[00:15:15.040 --> 00:15:16.080]  因為上帝說
[00:15:16.080 --> 00:15:17.680]  凡懼怕膽怯的
[00:15:17.680 --> 00:15:19.880]  可以離開基列山會去
[00:15:19.880 --> 00:15:21.040]  神說不行
[00:15:21.040 --> 00:15:22.200]  這二萬二千人當中
[00:15:22.200 --> 00:15:24.680]  有一些人是懼怕膽怯
[00:15:24.680 --> 00:15:26.640]  你叫他們走開
[00:15:26.640 --> 00:15:28.080]  終於有一萬二千人離開
[00:15:28.080 --> 00:15:29.320]  剩下一萬人
[00:15:29.320 --> 00:15:30.520]  輾轉
[00:15:30.520 --> 00:15:34.560]  上帝再去揀 再去揀 再去揀
[00:15:34.560 --> 00:15:36.960]  後來真的去到米甸的營地
[00:15:36.960 --> 00:15:39.320]  去到七章十節
[00:15:39.320 --> 00:15:42.360]  上帝又再一次跟基列山說
[00:15:42.360 --> 00:15:44.720]  如果現在你還害怕呢
[00:15:44.720 --> 00:15:47.760]  那你帶你的僕人下去
[00:15:47.760 --> 00:15:52.320]  去靜靜聽聽營中米甸的軍兵
[00:15:52.320 --> 00:15:57.240]  然後你就會有膽量去攻城
[00:15:57.240 --> 00:15:59.480]  七章十節
[00:15:59.480 --> 00:16:03.240]  由六章害怕到七章
[00:16:03.240 --> 00:16:12.360]  基列山從來沒有去懷疑害怕過
[00:16:12.360 --> 00:16:14.840]  在去年的十一月
[00:16:14.840 --> 00:16:20.040]  我跟一班同工一起參加一個
[00:16:20.040 --> 00:16:22.360]  Fula Youth Institute
[00:16:22.360 --> 00:16:24.280]  它是香港舉行的一個
[00:16:24.280 --> 00:16:27.680]  關乎成青的年齡層
[00:16:27.680 --> 00:16:28.960]  大概十八至三十歲
[00:16:28.960 --> 00:16:32.360]  我不太記得正確的最後數字
[00:16:32.360 --> 00:16:36.240]  當中講解和做了很多訪問
[00:16:36.240 --> 00:16:38.040]  做了很多調查
[00:16:38.040 --> 00:16:39.320]  他們就告訴我
[00:16:39.320 --> 00:16:40.600]  如果我們在教會
[00:16:40.600 --> 00:16:42.880]  我們去面對
[00:16:42.880 --> 00:16:45.120]  我們成青的轉變期
[00:16:45.120 --> 00:16:46.280]  他們的過渡
[00:16:46.280 --> 00:16:47.040]  你要了解
[00:16:47.040 --> 00:16:49.040]  知道他們面對這些情況
[00:16:49.040 --> 00:16:51.040]  它裡面說了七個層面
[00:16:51.040 --> 00:16:52.320]  七個方向
[00:16:52.320 --> 00:16:53.920]  好像我們能夠明白
[00:16:53.920 --> 00:16:58.760]  知道成青在沉溯的生命旅程中的困難
[00:16:58.760 --> 00:17:01.040]  第一是他講到他自我認同
[00:17:01.040 --> 00:17:04.000]  關乎他那個「究竟我是誰」
[00:17:04.000 --> 00:17:05.800]  這個大課題裡面
[00:17:05.800 --> 00:17:07.520]  他們不斷地沉溯
[00:17:07.520 --> 00:17:10.280]  小時候可以因為別人的讚賞
[00:17:10.280 --> 00:17:11.160]  別人的鼓勵
[00:17:11.160 --> 00:17:13.720]  他覺得他也有些成績
[00:17:13.720 --> 00:17:17.360]  媽媽說我是一個讀書聰明的孩子
[00:17:17.360 --> 00:17:19.080]  所以我一直向上漏
[00:17:19.080 --> 00:17:20.680]  讀完這間大學不夠
[00:17:20.680 --> 00:17:23.440]  再去外國更厲害的大學
[00:17:23.440 --> 00:17:25.880]  但他不知道他去到那個地方
[00:17:25.880 --> 00:17:28.800]  一山還又一山高之下
[00:17:28.800 --> 00:17:31.400]  他突然懷疑媽媽所說的
[00:17:31.400 --> 00:17:34.280]  我是一個聰明上進的孩子
[00:17:34.280 --> 00:17:35.280]  是不是真的
[00:17:35.280 --> 00:17:38.760]  於是乎他就在很多自我放縱裡面
[00:17:38.760 --> 00:17:41.880]  他去嘗試找另一個的我
[00:17:41.880 --> 00:17:45.560]  貢獻關乎他們在社會裡面的貢獻
[00:17:45.560 --> 00:17:49.040]  可能在他們生命小時候做童軍
[00:17:49.040 --> 00:17:51.480]  還有不同的任務裡面
[00:17:51.480 --> 00:17:52.920]  他們能夠完成
[00:17:52.920 --> 00:17:54.200]  但到了長大
[00:17:54.200 --> 00:17:57.080]  究竟一個混亂不安的社會
[00:17:57.080 --> 00:18:02.200]  或者一個連性別都有很多的解讀演繹的時候
[00:18:02.200 --> 00:18:05.920]  究竟我應該怎樣去對社會有貢獻呢
[00:18:05.920 --> 00:18:06.840]  自我關顧
[00:18:06.840 --> 00:18:09.600]  我想特別我們都會發現
[00:18:09.600 --> 00:18:12.360]  有些孩子去到外國讀書
[00:18:12.360 --> 00:18:13.840]  他會一開頭就問
[00:18:13.840 --> 00:18:16.320]  媽媽我的飯煲不懂得動
[00:18:16.320 --> 00:18:18.000]  做不到
[00:18:18.000 --> 00:18:21.040]  媽媽就說你開個視頻看看什麼事
[00:18:21.040 --> 00:18:22.120]  開到視頻
[00:18:22.120 --> 00:18:24.280]  你看看 我都不知道按哪個按鈕
[00:18:24.280 --> 00:18:26.240]  總之按完之後他在那裡轉
[00:18:26.240 --> 00:18:28.240]  轉就是不行了 是不是
[00:18:28.240 --> 00:18:29.680]  不是 兒子
