
[00:00:00.000 --> 00:00:05.000]  我的題目是職場上的「光與熱」
[00:02:15.500 --> 00:02:17.500]  我們一起讀這節
[00:02:17.500 --> 00:02:20.000]  你們是世上的鹽
[00:02:20.000 --> 00:02:22.000]  鹽若失了味
[00:02:22.000 --> 00:02:24.500]  怎能叫它再鹹呢?
[00:02:24.500 --> 00:02:26.000]  以後無用
[00:02:26.000 --> 00:02:28.000]  不過雕在外面
[00:02:28.000 --> 00:02:30.500]  被人踐踏了
[00:02:30.500 --> 00:02:33.500]  主人蘇在這裡用鹽來做比喻
[00:02:33.500 --> 00:02:37.000]  鹽在新約時代有幾種不同的用法
[00:02:37.000 --> 00:02:38.500]  可以用來調味
[00:02:38.500 --> 00:02:41.500]  我們今天也要用鹽來調味
[00:02:41.500 --> 00:02:44.000]  也可以用來做防腐
[00:02:44.000 --> 00:02:47.000]  當時沒有雪櫃和冰箱
[00:02:47.000 --> 00:02:49.500]  所以要保持食物的新鮮不腐爛
[00:02:49.500 --> 00:02:52.000]  就要用鹽來醃製
[00:02:52.000 --> 00:02:54.000]  鹽其實也可以做肥料
[00:02:54.000 --> 00:02:57.000]  在某些土壤加少許鹽
[00:02:57.000 --> 00:02:59.500]  就可以成為肥料
[00:02:59.500 --> 00:03:04.000]  既然鹽有這麼廣泛的用途
[00:03:04.000 --> 00:03:05.500]  我們可以想像
[00:03:05.500 --> 00:03:07.500]  耶穌用鹽來做比喻
[00:03:07.500 --> 00:03:09.500]  很可能是要指出
[00:03:09.500 --> 00:03:12.000]  鹽在日常生活中是這麼重要的
[00:03:12.000 --> 00:03:15.000]  正如我們做門徒的
[00:03:15.000 --> 00:03:20.000]  在世上都能夠發揮很重要的影響力
[00:03:20.000 --> 00:03:23.000]  在這個比喻裡有一點比較特別
[00:03:23.000 --> 00:03:27.000]  就是鹽本來是一種很穩定的物質
[00:03:27.000 --> 00:03:30.000]  放多久都不會失去味道
[00:03:30.000 --> 00:03:32.000]  不會變味
[00:03:32.000 --> 00:03:36.000]  為什麼耶穌會說「鹽若失了味」呢?
[00:03:36.000 --> 00:03:37.000]  這句說話
[00:03:37.000 --> 00:03:39.000]  學者告訴我們
[00:03:39.000 --> 00:03:42.000]  很可能是當時流行的一句諺語
[00:03:42.000 --> 00:03:44.000]  什麼叫諺語?
[00:03:44.000 --> 00:03:47.000]  就是潮語
[00:03:47.000 --> 00:03:51.000]  當時這句潮語的意思是
[00:03:51.000 --> 00:03:54.000]  某件事情是不可能發生的
[00:03:54.000 --> 00:03:58.000]  就好像鹽是不可能失去味道
[00:03:58.000 --> 00:03:59.000]  就是這個意思
[00:03:59.000 --> 00:04:01.000]  耶穌引用這個諺語
[00:04:01.000 --> 00:04:02.000]  其實就是要指出
[00:04:02.000 --> 00:04:04.000]  一個真正的門徒
[00:04:04.000 --> 00:04:07.000]  生命是不可能沒有改變的
[00:04:07.000 --> 00:04:10.000]  他必然會流露出
[00:04:10.000 --> 00:04:13.000]  天國子民應該有的特質
[00:04:13.000 --> 00:04:14.000]  相反
[00:04:14.000 --> 00:04:15.000]  如果不是真正的門徒
[00:04:15.000 --> 00:04:17.000]  是冒牌貨的話
[00:04:17.000 --> 00:04:20.000]  他就不會有天國子民的特質
[00:04:20.000 --> 00:04:22.000]  就好像假的鹽
[00:04:22.000 --> 00:04:25.000]  不會有真鹽的味道一樣
[00:04:25.000 --> 00:04:26.000]  而這些冒牌貨
[00:04:26.000 --> 00:04:28.000]  發揮不了應有的功能
[00:04:28.000 --> 00:04:31.000]  他們的結局就是被丟棄
[00:04:31.000 --> 00:04:34.000]  耶穌引用這個比喻的目的
[00:04:34.000 --> 00:04:36.000]  其實就是要我們作為門徒
[00:04:36.000 --> 00:04:38.000]  去檢視我們的生命
[00:04:38.000 --> 00:04:40.000]  到底有沒有更新
[00:04:40.000 --> 00:04:41.000]  有沒有流露出
[00:04:41.000 --> 00:04:46.000]  天國子民應該有的生命質素
[00:04:46.000 --> 00:04:47.000]  這一節
[00:04:47.000 --> 00:04:50.000]  耶穌進一步用世上的光
[00:04:50.000 --> 00:04:54.000]  和在山上的城
[00:04:54.000 --> 00:04:55.000]  來表達出
[00:04:55.000 --> 00:04:58.000]  光是不可能被隱藏的
[00:04:58.000 --> 00:05:00.000]  照樣在山上的城
[00:05:00.000 --> 00:05:02.000]  也沒有辦法被隱藏
[00:05:02.000 --> 00:05:05.000]  我們門徒的見證其實是一樣
[00:05:05.000 --> 00:05:07.000]  應該照耀在人的面前
[00:05:07.000 --> 00:05:08.000]  展示在人的面前
[00:05:08.000 --> 00:05:12.000]  是不可能被隱藏的
[00:05:12.000 --> 00:05:13.000]  我們一起讀
[00:05:13.000 --> 00:05:17.000]  人點燈不放在斗底下
[00:05:17.000 --> 00:05:19.000]  是放在燈台上
[00:05:19.000 --> 00:05:21.000]  就照亮一家的人
[00:05:21.000 --> 00:05:26.000]  在耶穌時代的燈是這樣的
[00:05:26.000 --> 00:05:30.000]  大多數都是用一些黏土來造成
[00:05:30.000 --> 00:05:31.000]  有兩個洞
[00:05:31.000 --> 00:05:34.000]  小的洞是用來擺放燈芯
[00:05:34.000 --> 00:05:39.000]  大的洞是用來擺放油
[00:05:39.000 --> 00:05:41.000]  當時的房間
[00:05:41.000 --> 00:05:42.000]  即是那些房屋
[00:05:42.000 --> 00:05:43.000]  沒有現在這樣
[00:05:43.000 --> 00:05:47.000]  一廳兩廳三房
[00:05:47.000 --> 00:05:50.000]  那些房屋都是很簡單
[00:05:50.000 --> 00:05:51.000]  沒有什麼間隔
[00:05:51.000 --> 00:05:52.000]  一間
[00:05:52.000 --> 00:05:53.000]  即是一個大的空間
[00:05:53.000 --> 00:05:57.000]  所以只要點著一盞小小的燈
[00:05:57.000 --> 00:06:00.000]  整個房子都光了
[00:06:00.000 --> 00:06:02.000]  斗到底是什麼呢
[00:06:02.000 --> 00:06:06.000]  斗原來是一些量食物的量器
[00:06:06.000 --> 00:06:08.000]  量度食物的量器
[00:06:08.000 --> 00:06:10.000]  它可以是一個杯
[00:06:10.000 --> 00:06:13.000]  也可以是一個盤子
[00:06:13.000 --> 00:06:16.000]  可以用來量米
[00:06:16.000 --> 00:06:18.000]  我們有一句說話
[00:06:18.000 --> 00:06:21.000]  「不為五斗米而折腰」
[00:06:21.000 --> 00:06:24.000]  那個斗其實就是這個斗
[00:06:24.000 --> 00:06:28.000]  五斗米就是五個量杯的米
[00:06:28.000 --> 00:06:34.000]  如果那個斗吸著那個燈
[00:06:34.000 --> 00:06:36.000]  就沒有辦法發光
[00:06:36.000 --> 00:06:38.000]  就好像這樣
[00:06:38.000 --> 00:06:39.000]  沒有辦法發光
[00:06:39.000 --> 00:06:45.000]  所以燈是要擺在燈台上
[00:06:45.000 --> 00:06:47.000]  接著我們一起讀這節
[00:06:47.000 --> 00:06:51.000]  「你們的光也當這樣照在人前」
[00:06:51.000 --> 00:06:55.000]  「叫他們看見你們的好行為」
[00:06:55.000 --> 00:07:00.000]  「便將榮耀歸給你們在天上的父」
[00:07:00.000 --> 00:07:02.000]  我們門徒被呼召出來
[00:07:02.000 --> 00:07:04.000]  就是要做世上的光
[00:07:04.000 --> 00:07:07.000]  就是要成為活的見證
[00:07:07.000 --> 00:07:12.000]  讓那些生活在黑暗中的人
[00:07:12.000 --> 00:07:14.000]  能夠看到我們的光
[00:07:14.000 --> 00:07:16.000]  能夠從我們身上
[00:07:16.000 --> 00:07:19.000]  看到那些好行為
[00:07:19.000 --> 00:07:21.000]  而我們也要告訴他們
[00:07:21.000 --> 00:07:23.000]  那些好行為其實不是因著我們自己
[00:07:23.000 --> 00:07:25.000]  靠著我們自己可以做到的
[00:07:25.000 --> 00:07:28.000]  是因為上帝改變了我們的生命
[00:07:28.000 --> 00:07:31.000]  我們才可以流露到這些質素
[00:07:31.000 --> 00:07:32.000]  這樣的時候
[00:07:32.000 --> 00:07:34.000]  人看到我們的好行為
[00:07:34.000 --> 00:07:37.000]  他們就能夠認識我們的父
[00:07:37.000 --> 00:07:39.000]  能夠將榮耀歸還給他
[00:07:39.000 --> 00:07:42.000]  在這裡作者馬太
[00:07:42.000 --> 00:07:45.000]  是第一次運用「父」這個字
[00:07:45.000 --> 00:07:47.000]  這個字也告訴我們
[00:07:47.000 --> 00:07:50.000]  我們門徒和神的關係
[00:07:50.000 --> 00:07:52.000]  原來就像父子的關係一樣
[00:07:52.000 --> 00:07:53.000]  這麼親密
[00:07:53.000 --> 00:07:56.000]  也因著有這麼親密的關係
[00:07:56.000 --> 00:08:02.000]  我們才能夠為主發光
[00:08:02.000 --> 00:08:05.000]  這段經文教導我們作為門徒
[00:08:05.000 --> 00:08:09.000]  要在世上做見證
[00:08:09.000 --> 00:08:13.000]  是在每一個崗位上見證神
[00:08:13.000 --> 00:08:14.000]  所以這些崗位
[00:08:14.000 --> 00:08:19.000]  可以包括我們一份全職的工作
[00:08:19.000 --> 00:08:23.000]  可以在家裡做家庭主婦
[00:08:23.000 --> 00:08:26.000]  或者我們退休人士的後孫
[00:08:26.000 --> 00:08:29.000]  或者我們做義工
[00:08:29.000 --> 00:08:30.000]  或者我們退休之後
[00:08:30.000 --> 00:08:33.000]  踏入另一個階段做其他的工作
[00:08:33.000 --> 00:08:35.000]  我們每一個崗位
[00:08:35.000 --> 00:08:39.000]  其實我們都可以在當中見證神
[00:08:39.000 --> 00:08:41.000]  所以工作的意義
[00:08:41.000 --> 00:08:43.000]  不只是為了賺錢
[00:08:43.000 --> 00:08:44.000]  賺錢也重要
[00:08:44.000 --> 00:08:45.000]  因為我們也要吃飯
[00:08:45.000 --> 00:08:50.000]  但這不是我們最大的 最重要的意義
[00:08:50.000 --> 00:08:52.000]  最重要的意義
[00:08:52.000 --> 00:08:56.000]  就是我們要在工作上見證上帝的榮耀
[00:08:56.000 --> 00:08:59.000]  那怎樣可以在職場上見證呢?
[00:08:59.000 --> 00:09:02.000]  其實這段經文的上下文
[00:09:02.000 --> 00:09:05.000]  都可以為我們提供一些答案
[00:09:05.000 --> 00:09:08.000]  《馬太福音》第五至第七章
[00:09:08.000 --> 00:09:10.000]  即是第五、六、七這三章
[00:09:10.000 --> 00:09:12.000]  這麼大的段落
[00:09:12.000 --> 00:09:15.000]  有一個名稱大家知不知道是什麼?
[00:09:15.000 --> 00:09:20.000]  登山補糞
[00:09:20.000 --> 00:09:22.000]  耶穌就在山上
[00:09:22.000 --> 00:09:25.000]  和一群群眾講這些信息
[00:09:25.000 --> 00:09:28.000]  所以我們稱祂為登山補糞
[00:09:28.000 --> 00:09:29.000]  登山補糞
[00:09:29.000 --> 00:09:34.000]  其實也被譽為天國的憲章
[00:09:34.000 --> 00:09:37.000]  每一個國家都有它的憲法
[00:09:37.000 --> 00:09:40.000]  我們作為天國的子民
[00:09:40.000 --> 00:09:42.000]  天國也有它的憲章
[00:09:42.000 --> 00:09:46.000]  就是這個登山補糞
[00:09:46.000 --> 00:09:47.000]  這個憲章講的是什麼呢?
[00:09:47.000 --> 00:09:49.000]  就是我們作為天國的子民
[00:09:49.000 --> 00:09:54.000]  在地上行事為人應有的原則
[00:09:54.000 --> 00:09:55.000]  我們今天讀的四節
[00:09:55.000 --> 00:09:57.000]  就是在這個登山補糞
[00:09:57.000 --> 00:10:00.000]  這個憲章裡面的其中一部分
[00:10:00.000 --> 00:10:02.000]  而這四節的上文
[00:10:02.000 --> 00:10:06.000]  就是我們很熟悉的八福
[00:10:06.000 --> 00:10:07.000]  我們一起來讀
[00:10:07.000 --> 00:10:11.000]  我想請男士讀男色的部分
[00:10:11.000 --> 00:10:13.000]  女士讀黑色
[00:10:13.000 --> 00:10:19.000]  「虛心的人有福了」
[00:10:19.000 --> 00:10:24.000]  「哀動的人有福了」
[00:10:24.000 --> 00:10:30.000]  「溫柔的人有福了」
[00:10:30.000 --> 00:10:35.000]  「饑渴無意的人有福了」
[00:10:35.000 --> 00:10:41.000]  「憐恤人的人有福了」
[00:10:41.000 --> 00:10:46.000]  「清心的人有福了」
[00:10:46.000 --> 00:10:52.000]  「恥人和睦的人有福了」
[00:10:52.000 --> 00:10:58.000]  「畏意受逼迫的人有福了」
[00:10:58.000 --> 00:11:02.000]  這八福就是在五至七章
[00:11:02.000 --> 00:11:03.000]  一開始的時候
[00:11:03.000 --> 00:11:07.000]  就是登山補糞一開始的時候就寫
[00:11:07.000 --> 00:11:08.000]  所以有人也說
[00:11:08.000 --> 00:11:13.000]  八福其實就是天國憲章的序言
[00:11:13.000 --> 00:11:18.000]  這個序言指出了
[00:11:18.000 --> 00:11:23.000]  接下來的教導的一個撮要
[00:11:23.000 --> 00:11:25.000]  其餘的部分
[00:11:25.000 --> 00:11:29.000]  就是更加詳細地展示八福的內容
[00:11:29.000 --> 00:11:32.000]  今天我不會詳細講八福的內容
[00:11:32.000 --> 00:11:35.000]  我只想特別提到兩點
[00:11:35.000 --> 00:11:39.000]  這兩點就是我們常常對八福會有的誤解
[00:11:39.000 --> 00:11:43.000]  第一 八福不是一些教條
[00:11:43.000 --> 00:11:47.000]  不是一些我們必須一定要遵守的教條
[00:11:47.000 --> 00:11:48.000]  不是不要去遵守
[00:11:48.000 --> 00:11:50.000]  而不是一些教條
[00:11:50.000 --> 00:11:52.000]  是一些生活指引
[00:11:52.000 --> 00:11:56.000]  是一個經過神改變生命的人
[00:11:56.000 --> 00:11:59.000]  會自然流露出的生命質素
[00:11:59.000 --> 00:12:04.000]  這些生命質素是有諸內凝於外
[00:12:04.000 --> 00:12:06.000]  有這些生命質素的人
[00:12:06.000 --> 00:12:09.000]  就可以得到上帝所賜的福氣
[00:12:09.000 --> 00:12:12.000]  第二 八福是一個邀請
[00:12:12.000 --> 00:12:14.000]  是邀請人得這些福氣
[00:12:14.000 --> 00:12:18.000]  但同時也可以是一個奏助
[00:12:18.000 --> 00:12:22.000]  我們知道八福裏面說了
[00:12:22.000 --> 00:12:24.000]  「XX的人有福了」
[00:12:24.000 --> 00:12:29.000]  換句話說 沒有這些質素的人
[00:12:29.000 --> 00:12:31.000]  他們就得不到福氣
[00:12:31.000 --> 00:12:33.000]  所以經文雖然沒有說
[00:12:33.000 --> 00:12:35.000]  但沒有這些質素的人
[00:12:35.000 --> 00:12:39.000]  就好像不單止沒有這些福氣
[00:12:39.000 --> 00:12:42.000]  而且是一種奏助
[00:12:42.000 --> 00:12:46.000]  大家記不記得八福的第一福是說什麼?
[00:12:46.000 --> 00:12:48.000]  「虛心的人有福了」
[00:12:48.000 --> 00:12:50.000]  「虛心」這個字原文是指
[00:12:50.000 --> 00:12:53.000]  「凌累貧窮的人」
[00:12:53.000 --> 00:12:56.000]  可以是指物質生活貧窮的人
[00:12:56.000 --> 00:13:00.000]  也可以是指在心裏自覺不足
[00:13:00.000 --> 00:13:04.000]  貧乏 需要上帝拯救的人
[00:13:04.000 --> 00:13:07.000]  其實八福的對象
[00:13:07.000 --> 00:13:14.000]  主要是對當時社會上的弱勢社群而言
[00:13:14.000 --> 00:13:17.000]  他們是被藐視的
[00:13:17.000 --> 00:13:22.000]  他們被視為不配進入神的國
[00:13:22.000 --> 00:13:26.000]  而八福正正是對他們來說
[00:13:26.000 --> 00:13:31.000]  他們才是上帝邀請來得著福氣的人
[00:13:31.000 --> 00:13:33.000]  相反那些自以為義的
[00:13:33.000 --> 00:13:36.000]  以為自己守了宗教規條就可以得救
[00:13:36.000 --> 00:13:40.000]  但其實他們的生命根本沒有這些質素
[00:13:40.000 --> 00:13:45.000]  所以他們就得不到這些福氣
[00:13:45.000 --> 00:13:49.000]  為了讓大家更加明白八福的意義
[00:13:49.000 --> 00:13:55.000]  有一位學者將八福作為反面教材
[00:13:55.000 --> 00:13:57.000]  列在這個表上
[00:13:57.000 --> 00:14:02.000]  左邊是八福我們應該有的生命質素
[00:14:02.000 --> 00:14:05.000]  右邊是反面質素
[00:14:05.000 --> 00:14:07.000]  我們會發覺這些質素
[00:14:07.000 --> 00:14:14.000]  無論在職場或生活上都見不少
[00:14:14.000 --> 00:14:19.000]  很多人為了顯示自己的自信
[00:14:19.000 --> 00:14:22.000]  就死撐不肯認錯
[00:14:22.000 --> 00:14:26.000]  跌在地上也要撒沙
[00:14:26.000 --> 00:14:29.000]  也有些人是驕傲的
[00:14:29.000 --> 00:14:33.000]  很強勁的強勢的
[00:14:33.000 --> 00:14:35.000]  也有自以為是的
[00:14:35.000 --> 00:14:39.000]  有心思複雜的
[00:14:39.000 --> 00:14:43.000]  相反就是清心專一
[00:14:43.000 --> 00:14:47.000]  複雜就是機關算盡的
[00:14:47.000 --> 00:14:49.000]  也有好競爭的
[00:14:49.000 --> 00:14:52.000]  負攻擊性的
[00:14:52.000 --> 00:14:56.000]  這裡有兩點我是故意略過的
[00:14:56.000 --> 00:15:03.000]  第一點就是滿足現狀和實際
[00:15:03.000 --> 00:15:05.000]  到底有什麼問題呢?
[00:15:05.000 --> 00:15:07.000]  滿足現狀不好嗎?
[00:15:07.000 --> 00:15:09.000]  知足常樂嘛
[00:15:09.000 --> 00:15:11.000]  有什麼問題呢?
[00:15:11.000 --> 00:15:17.000]  相反的就是飢渴無儀
[00:15:17.000 --> 00:15:20.000]  我們就要了解什麼是義
[00:15:20.000 --> 00:15:22.000]  義是指一切公義的事
[00:15:22.000 --> 00:15:27.000]  是指合乎神心意的事
[00:15:27.000 --> 00:15:30.000]  所以如果面對一些不公義
[00:15:30.000 --> 00:15:33.000]  又不合乎神心意的事
[00:15:33.000 --> 00:15:37.000]  如果仍然是滿足於現狀
[00:15:37.000 --> 00:15:41.000]  和現實妥協的話
[00:15:41.000 --> 00:15:46.000]  其實就和飢渴無儀是背道而馳
[00:15:46.000 --> 00:15:48.000]  還有另外一點
[00:15:48.000 --> 00:15:51.000]  是受歡迎和popular
[00:15:51.000 --> 00:15:53.000]  Don't rock the boat
[00:15:53.000 --> 00:15:56.000]  這句我也是剛剛學的
[00:15:56.000 --> 00:15:57.000]  原來這句說話
[00:15:57.000 --> 00:15:59.000]  Don't rock the boat
[00:15:59.000 --> 00:16:02.000]  是指不要搗亂
[00:16:02.000 --> 00:16:03.000]  維穩
[00:16:03.000 --> 00:16:05.000]  不要搗亂
[00:16:05.000 --> 00:16:08.000]  其實受歡迎有什麼不好呢?
[00:16:08.000 --> 00:16:12.000]  友誼小姐人見人愛不是好事嗎?
[00:16:12.000 --> 00:16:16.000]  難道搗亂是好的嗎?
[00:16:16.000 --> 00:16:20.000]  這其實和八福裡最後一句
[00:16:20.000 --> 00:16:22.000]  為義受逼迫
[00:16:22.000 --> 00:16:25.000]  一個反面的質素
[00:16:25.000 --> 00:16:29.000]  為義受逼迫就是為了實踐公義
[00:16:29.000 --> 00:16:31.000]  實踐合乎神心意的事
[00:16:31.000 --> 00:16:34.000]  不惜受到逼迫
[00:16:34.000 --> 00:16:37.000]  甘願受到逼迫
[00:16:37.000 --> 00:16:40.000]  我們看到耶穌是一個例子
[00:16:40.000 --> 00:16:43.000]  仕途保羅也是一個例子
[00:16:43.000 --> 00:16:46.000]  對於當時的當權者
[00:16:46.000 --> 00:16:49.000]  和那些以大局為重的人來說
[00:16:49.000 --> 00:16:53.000]  他們兩個肯定是那些搞事的
[00:16:53.000 --> 00:16:55.000]  就是那些rock the boat的人
[00:16:55.000 --> 00:16:57.000]  知事份子
[00:16:57.000 --> 00:17:01.000]  但其實他們才是為義受逼迫
[00:17:01.000 --> 00:17:04.000]  這兩點其實是一脈相承
[00:17:04.000 --> 00:17:06.000]  一個真正的門徒
[00:17:06.000 --> 00:17:09.000]  應該渴慕實踐公義
[00:17:09.000 --> 00:17:11.000]  和合乎神心意的事
[00:17:11.000 --> 00:17:16.000]  而不是不斷向現實妥協
[00:17:16.000 --> 00:17:20.000]  他們甚至願意為了實踐公義
[00:17:20.000 --> 00:17:24.000]  甘願付出沉重代價
[00:17:24.000 --> 00:17:26.000]  換句話說
[00:17:26.000 --> 00:17:29.000]  一個真正的門徒要追求的
[00:17:29.000 --> 00:17:31.000]  並不是平安穩妥
[00:17:31.000 --> 00:17:33.000]  可以看到在八福中
[00:17:33.000 --> 00:17:38.000]  沒有一幅叫做追求平安的人有福了
[00:17:38.000 --> 00:17:40.000]  在職場上
[00:17:40.000 --> 00:17:44.000]  真正的門徒也不應該將工作意義
[00:17:44.000 --> 00:17:47.000]  放在追求個人的滿足
[00:17:47.000 --> 00:17:48.000]  個人的成就
[00:17:48.000 --> 00:17:53.000]  我們也需要在工作中有滿足感
[00:17:53.000 --> 00:17:59.000]  但這不是我們工作最大的意義
[00:17:59.000 --> 00:18:01.000]  我們工作最大的意義
[00:18:01.000 --> 00:18:03.000]  應該是要追求
[00:18:03.000 --> 00:18:07.000]  讓自己生命的質素流露出來
[00:18:07.000 --> 00:18:10.000]  去見證神的榮耀
[00:18:10.000 --> 00:18:11.000]  說到這裏
[00:18:11.000 --> 00:18:14.000]  我要說一下自己的身世
[00:18:14.000 --> 00:18:17.000]  有沒有人知道我在入神學院之前
[00:18:17.000 --> 00:18:21.000]  是做什麼工作的?
[00:18:21.000 --> 00:18:23.000]  大多數人都不知道
[00:18:23.000 --> 00:18:25.000]  我入神學院之前
[00:18:25.000 --> 00:18:28.000]  在社會上做了十一年的工作
[00:18:28.000 --> 00:18:29.000]  做過兩個行業
[00:18:29.000 --> 00:18:32.000]  第一個行業是律師樓的文員
[00:18:32.000 --> 00:18:34.000]  負責做一些樓宇買賣的契約
[00:18:34.000 --> 00:18:36.000]  做了八年
[00:18:36.000 --> 00:18:39.000]  三年是在商區福音使團中侍奉
[00:18:39.000 --> 00:18:43.000]  然後蒙神的呼召進入神學院
[00:18:43.000 --> 00:18:45.000]  接受裝備
[00:18:45.000 --> 00:18:49.000]  我所任職的律師樓規模不算少
[00:18:49.000 --> 00:18:51.000]  而負責做樓契的同事
[00:18:51.000 --> 00:18:53.000]  分為兩大組
[00:18:53.000 --> 00:18:55.000]  一組是做地盤
[00:18:55.000 --> 00:18:59.000]  一組是做散單、散客
[00:18:59.000 --> 00:19:00.000]  做地盤
[00:19:00.000 --> 00:19:03.000]  不是真的去地盤那裏砸石
[00:19:03.000 --> 00:19:05.000]  而是整座樓
[00:19:05.000 --> 00:19:08.000]  甚至整個屋苑的樓契
[00:19:08.000 --> 00:19:09.000]  你可以想像
[00:19:09.000 --> 00:19:12.000]  公司每次有地盤做
[00:19:12.000 --> 00:19:13.000]  當然是珠龍入水
[00:19:13.000 --> 00:19:15.000]  所以公司對於這些同事
[00:19:15.000 --> 00:19:17.000]  也會特別器重
[00:19:17.000 --> 00:19:18.000]  他們的福利也好一點
[00:19:18.000 --> 00:19:21.000]  他們加班是有薪金的
[00:19:21.000 --> 00:19:23.000]  我們做散客那些
[00:19:23.000 --> 00:19:24.000]  加班不是OT
[00:19:24.000 --> 00:19:26.000]  是ET
[00:19:26.000 --> 00:19:28.000]  沒有薪金的
[00:19:28.000 --> 00:19:30.000]  是白做的
[00:19:30.000 --> 00:19:31.000]  但其實我們的工作
[00:19:31.000 --> 00:19:33.000]  不比他們的挑戰性低
[00:19:33.000 --> 00:19:35.000]  因為我們每一單生意
[00:19:35.000 --> 00:19:39.000]  每一個物業成交的情況都不同
[00:19:39.000 --> 00:19:40.000]  那些契約
[00:19:40.000 --> 00:19:41.000]  其實都是要另外做過的
[00:19:41.000 --> 00:19:42.000]  你做地盤那些
[00:19:42.000 --> 00:19:45.000]  就一式一樣填洞
[00:19:45.000 --> 00:19:46.000]  還有就是
[00:19:46.000 --> 00:19:47.000]  每逢有地盤入火
[00:19:47.000 --> 00:19:50.000]  我們就會有同事被抽調去幫忙
[00:19:50.000 --> 00:19:52.000]  我們的工作量就更大
[00:19:52.000 --> 00:19:55.000]  但面對這個不公平的補水制度
[00:19:55.000 --> 00:19:57.000]  大多數的同事
[00:19:57.000 --> 00:20:00.000]  其實都是敢怒不敢言
[00:20:00.000 --> 00:20:02.000]  唯獨我這個靚妹
[00:20:02.000 --> 00:20:03.000]  做了幾年
[00:20:03.000 --> 00:20:05.000]  就不惜天高地厚
[00:20:05.000 --> 00:20:06.000]  面對這個
[00:20:06.000 --> 00:20:08.000]  我認為不公義的制度
[00:20:08.000 --> 00:20:09.000]  我就思想
[00:20:09.000 --> 00:20:11.000]  我應該怎樣做呢
[00:20:11.000 --> 00:20:13.000]  我祈禱一段時間
[00:20:13.000 --> 00:20:15.000]  然後有一天
[00:20:15.000 --> 00:20:19.000]  我就趁著要拿文件進去給老闆簽的時候
[00:20:19.000 --> 00:20:22.000]  我就向他表達
[00:20:22.000 --> 00:20:25.000]  這個不公義的制度
[00:20:25.000 --> 00:20:29.000]  當時老闆就沒什麼反應
[00:20:29.000 --> 00:20:33.000]  沒什麼特別的反應
[00:20:33.000 --> 00:20:35.000]  我就唯有走
[00:20:35.000 --> 00:20:36.000]  出來
[00:20:36.000 --> 00:20:38.000]  我就想
[00:20:38.000 --> 00:20:41.000]  可能都沒什麼用
[00:20:41.000 --> 00:20:44.000]  不過我總算是做了我應該做的事
[00:20:44.000 --> 00:20:49.000]  那些同事當然就笑我太天真太傻
[00:20:49.000 --> 00:20:51.000]  但過了一段時間之後
[00:20:51.000 --> 00:20:53.000]  公司就出了一個通告
[00:20:53.000 --> 00:20:55.000]  一個memo
[00:20:55.000 --> 00:20:59.000]  就是這個超時補水的制度改制
