
[00:00:00.000 --> 00:00:03.000]  這個電影探討了很多課題
[00:01:48.000 --> 00:01:50.000]  都是用負面的角度去看上帝
[00:01:50.000 --> 00:01:52.000]  不知道大家知不知道
[00:01:52.000 --> 00:01:54.000]  2006年
[00:01:54.000 --> 00:01:56.000]  牛津大學動物學教授
[00:01:56.000 --> 00:01:58.000]  Richard Dawkins有本書
[00:01:58.000 --> 00:02:04.000]  是一本很暢銷的書
[00:02:04.000 --> 00:02:06.000]  叫做The God Delusion
[00:02:06.000 --> 00:02:08.000]  裡面說到什麼呢
[00:02:08.000 --> 00:02:10.000]  教育裡面的上帝
[00:02:10.000 --> 00:02:12.000]  可以說是小說當中
[00:02:12.000 --> 00:02:14.000]  最令人討厭的角色
[00:02:14.000 --> 00:02:17.000]  他當《聖經》是小說
[00:02:17.000 --> 00:02:22.000]  說他嫉妒而且引以為傲
[00:02:22.000 --> 00:02:23.000]  他小器
[00:02:23.000 --> 00:02:25.000]  他不公道
[00:02:25.000 --> 00:02:28.000]  他是無情的控制狂
[00:02:28.000 --> 00:02:30.000]  他報復心很強
[00:02:30.000 --> 00:02:34.000]  他是嗜血的種族清洗者
[00:02:34.000 --> 00:02:36.000]  他又憎恨女性
[00:02:36.000 --> 00:02:38.000]  仇視同性戀
[00:02:38.000 --> 00:02:40.000]  種族主義
[00:02:40.000 --> 00:02:41.000]  殺嬰
[00:02:41.000 --> 00:02:42.000]  種族滅絕
[00:02:42.000 --> 00:02:44.000]  連子女都要殺
[00:02:44.000 --> 00:02:46.000]  他很令人討厭
[00:02:46.000 --> 00:02:48.000]  自大狂弱代狂
[00:02:48.000 --> 00:02:50.000]  全部都罵
[00:02:50.000 --> 00:02:52.000]  回到《聖經》
[00:02:52.000 --> 00:02:56.000]  大家從《創世紀》第三章開始
[00:02:56.000 --> 00:03:00.000]  其實撒旦已經帶我們人類
[00:03:00.000 --> 00:03:03.000]  從一個陰謀的角度
[00:03:03.000 --> 00:03:06.000]  抹黑上帝的作為
[00:03:06.000 --> 00:03:07.000]  大家會記得
[00:03:07.000 --> 00:03:09.000]  在第三章的時候
[00:03:09.000 --> 00:03:10.000]  蛇就說
[00:03:10.000 --> 00:03:12.000]  因為神不想你們
[00:03:12.000 --> 00:03:15.000]  像他一樣能夠知道善惡
[00:03:15.000 --> 00:03:17.000]  所以才不讓你們吃
[00:03:17.000 --> 00:03:20.000]  芝士惡樹的果子
[00:03:20.000 --> 00:03:22.000]  原來神有陰謀
[00:03:22.000 --> 00:03:24.000]  今天我們讀《創世紀》
[00:03:24.000 --> 00:03:28.000]  如果我們用陰謀論
[00:03:28.000 --> 00:03:33.000]  或者用Dawkins的角度去看的時候
[00:03:33.000 --> 00:03:34.000]  我們都會看到
[00:03:34.000 --> 00:03:39.000]  一個很有問題的上帝
[00:03:39.000 --> 00:03:41.000]  好端端
[00:03:41.000 --> 00:03:43.000]  弄一棵芝士惡樹
[00:03:43.000 --> 00:03:47.000]  分明是有人彈弓
[00:03:47.000 --> 00:03:49.000]  神被陷城來踩
[00:03:49.000 --> 00:03:51.000]  很公平嗎
[00:03:51.000 --> 00:03:54.000]  不公道
[00:03:54.000 --> 00:03:56.000]  就算人真的不聽話
[00:03:56.000 --> 00:03:58.000]  吃了這個分裂善惡樹果子
[00:03:58.000 --> 00:04:00.000]  也是餵食
[00:04:00.000 --> 00:04:04.000]  用死去罰人這麼苛刻嗎
[00:04:04.000 --> 00:04:07.000]  看今天的經文
[00:04:07.000 --> 00:04:09.000]  神要蛇的後藥
[00:04:09.000 --> 00:04:11.000]  和女人的後藥彼此為首
[00:04:11.000 --> 00:04:14.000]  這些還不是煽動仇恨
[00:04:14.000 --> 00:04:17.000]  搞鬥爭
[00:04:17.000 --> 00:04:21.000]  還有神要增加女人和男人的苦楚
[00:04:21.000 --> 00:04:23.000]  不僅如此
[00:04:23.000 --> 00:04:25.000]  把人趕出這些源頭
[00:04:25.000 --> 00:04:29.000]  還要不准人養生命樹
[00:04:29.000 --> 00:04:33.000]  害怕人永遠活著
[00:04:33.000 --> 00:04:35.000]  分明就是把人趕走
[00:04:35.000 --> 00:04:37.000]  把人死
[00:04:37.000 --> 00:04:39.000]  是不是這麼小器
[00:04:39.000 --> 00:04:43.000]  報復心也很強
[00:04:43.000 --> 00:04:47.000]  又說上帝是公義慈愛
[00:04:47.000 --> 00:04:49.000]  看來是苛刻
[00:04:49.000 --> 00:04:53.000]  絕情多一點
[00:04:53.000 --> 00:04:55.000]  是不是呢
[00:04:55.000 --> 00:04:59.000]  或者我們試試看今天的經文
[00:04:59.000 --> 00:05:01.000]  看看創造人的上帝
[00:05:01.000 --> 00:05:03.000]  是一個什麼上帝
[00:05:03.000 --> 00:05:05.000]  上文說到
[00:05:05.000 --> 00:05:07.000]  亞當和太太吃了
[00:05:07.000 --> 00:05:09.000]  知事我樹的果子之後
[00:05:09.000 --> 00:05:12.000]  就神首先審問亞當
[00:05:12.000 --> 00:05:15.000]  然後審問女人
[00:05:15.000 --> 00:05:17.000]  今天的經文就是
[00:05:17.000 --> 00:05:22.000]  上帝對於犯罪各方的宣判
[00:05:22.000 --> 00:05:25.000]  你可能會說
[00:05:25.000 --> 00:05:27.000]  又是判罰
[00:05:27.000 --> 00:05:29.000]  神之前叫人不要吃
[00:05:29.000 --> 00:05:31.000]  分別是我樹的果子的時候
[00:05:31.000 --> 00:05:34.000]  已經用死去嚇人了
[00:05:34.000 --> 00:05:37.000]  現在又來
[00:05:37.000 --> 00:05:39.000]  我們要弄清楚
[00:05:39.000 --> 00:05:41.000]  吃的日子必定死
[00:05:41.000 --> 00:05:43.000]  這不是懲罰
[00:05:43.000 --> 00:05:46.000]  這是一個忠告
[00:05:46.000 --> 00:05:48.000]  只是跟人說明後果
[00:05:48.000 --> 00:05:50.000]  警告別人不要做這件事
[00:05:50.000 --> 00:05:54.000]  正如香港政府在煙包上
[00:05:54.000 --> 00:05:56.000]  有些警告字眼
[00:05:56.000 --> 00:05:58.000]  吸煙危害健康
[00:05:58.000 --> 00:06:01.000]  吸煙會導致什麼病
[00:06:01.000 --> 00:06:02.000]  我不管
[00:06:02.000 --> 00:06:04.000]  我照吸煙吸煙之後
[00:06:04.000 --> 00:06:06.000]  我真的肺癌
[00:06:06.000 --> 00:06:07.000]  然後我就說
[00:06:07.000 --> 00:06:09.000]  為什麼政府這麼壞
[00:06:09.000 --> 00:06:11.000]  那你罰我
[00:06:11.000 --> 00:06:13.000]  你可不可以這樣說
[00:06:13.000 --> 00:06:15.000]  這不是一個懲罰
[00:06:15.000 --> 00:06:18.000]  這是你所做這件事的
[00:06:18.000 --> 00:06:20.000]  自然後果
[00:06:20.000 --> 00:06:22.000]  來到今天這段經文
[00:06:22.000 --> 00:06:25.000]  就真正是宣判
[00:06:25.000 --> 00:06:27.000]  在宣判裡面
[00:06:27.000 --> 00:06:30.000]  先牽涉到懲罰這件事
[00:06:30.000 --> 00:06:33.000]  十四到十九節
[00:06:33.000 --> 00:06:36.000]  是神以審判者的身份
[00:06:36.000 --> 00:06:38.000]  對犯罪各方
[00:06:38.000 --> 00:06:42.000]  頒下的一個判詞
[00:06:42.000 --> 00:06:45.000]  究竟由整個審判
[00:06:45.000 --> 00:06:48.000]  到宣判的過程
[00:06:48.000 --> 00:06:50.000]  經文給了我們看
[00:06:50.000 --> 00:06:52.000]  哪樣東西才是重點呢
[00:06:52.000 --> 00:06:54.000]  我們不妨看看
[00:06:54.000 --> 00:06:57.000]  由第九節開始
[00:06:57.000 --> 00:06:59.000]  我們只看次序
[00:06:59.000 --> 00:07:01.000]  我們審問人的時候
[00:07:01.000 --> 00:07:03.000]  是由亞當開始
[00:07:03.000 --> 00:07:06.000]  然後審問女人
[00:07:06.000 --> 00:07:08.000]  然後女人推給蛇
[00:07:08.000 --> 00:07:10.000]  神就沒有審問蛇
[00:07:10.000 --> 00:07:13.000]  接著宣判的時候
[00:07:13.000 --> 00:07:15.000]  先宣判蛇
[00:07:15.000 --> 00:07:16.000]  接著女人
[00:07:16.000 --> 00:07:18.000]  接著亞當
[00:07:18.000 --> 00:07:21.000]  如果你簡單地來看的時候
[00:07:21.000 --> 00:07:22.000]  這就是希伯雷默赫
[00:07:22.000 --> 00:07:23.000]  周時所出現的
[00:07:23.000 --> 00:07:26.000]  所謂線型結構
[00:07:26.000 --> 00:07:28.000]  是對應的
[00:07:28.000 --> 00:07:31.000]  中間的部分才是重點
[00:07:31.000 --> 00:07:33.000]  所以
[00:07:33.000 --> 00:07:37.000]  我們從這個鋪排來看的時候
[00:07:37.000 --> 00:07:39.000]  我們可以找到
[00:07:39.000 --> 00:07:41.000]  上帝對蛇的宣判
[00:07:41.000 --> 00:07:42.000]  這個部分
[00:07:42.000 --> 00:07:44.000]  值得我們特別留意
[00:07:44.000 --> 00:07:46.000]  所以我會多些時間
[00:07:46.000 --> 00:07:50.000]  去看神對蛇的宣判
[00:07:50.000 --> 00:07:52.000]  我們先看神的判詞
[00:07:52.000 --> 00:07:55.000]  在第三章十四節
[00:07:55.000 --> 00:07:57.000]  這個判詞是怎樣的呢
[00:07:57.000 --> 00:07:58.000]  神對蛇說
[00:07:58.000 --> 00:08:00.000]  你既然做這些事
[00:08:00.000 --> 00:08:01.000]  什麼事呢
[00:08:01.000 --> 00:08:04.000]  就是引誘人背叛神的事
[00:08:04.000 --> 00:08:05.000]  神對蛇的判詞
[00:08:05.000 --> 00:08:08.000]  其實可以分開兩個層面
[00:08:08.000 --> 00:08:09.000]  第一個就是
[00:08:09.000 --> 00:08:12.000]  比一切的牲畜和田野
[00:08:12.000 --> 00:08:14.000]  你所受的咒咒更重
[00:08:14.000 --> 00:08:17.000]  用土子終生行咒
[00:08:17.000 --> 00:08:19.000]  終生吃土
[00:08:19.000 --> 00:08:22.000]  上帝在這裡
[00:08:22.000 --> 00:08:26.000]  將蛇和牲畜野獸相比
[00:08:26.000 --> 00:08:29.000]  其實在第三章開頭的時候
[00:08:29.000 --> 00:08:32.000]  也出現過類似的說話
[00:08:32.000 --> 00:08:34.000]  神所做的只有蛇
[00:08:34.000 --> 00:08:37.000]  比田野一切的咒咒更狡猾
[00:08:37.000 --> 00:08:39.000]  這是在說
[00:08:39.000 --> 00:08:42.000]  蛇的自然界
[00:08:42.000 --> 00:08:46.000]  被造之物的蛇
[00:08:46.000 --> 00:08:48.000]  在這個層面來說
[00:08:48.000 --> 00:08:50.000]  蛇今後的生存方式
[00:08:50.000 --> 00:08:53.000]  是和其他牲畜、咒咒不同
[00:08:53.000 --> 00:08:56.000]  是牠們更加低微
[00:08:56.000 --> 00:08:57.000]  用土子行咒
[00:08:57.000 --> 00:09:00.000]  終生吃土
[00:09:00.000 --> 00:09:01.000]  終生吃土
[00:09:01.000 --> 00:09:03.000]  不是說蛇素食性
[00:09:03.000 --> 00:09:05.000]  只是吃泥
[00:09:05.000 --> 00:09:08.000]  吃土的意念
[00:09:08.000 --> 00:09:09.000]  在聖經裡
[00:09:09.000 --> 00:09:11.000]  通常我們形容什麼呢
[00:09:11.000 --> 00:09:15.000]  是描寫敵人戰敗的羞辱
[00:09:15.000 --> 00:09:16.000]  在《詩篇》和《唯賽亞》
[00:09:16.000 --> 00:09:18.000]  有很多經文
[00:09:18.000 --> 00:09:22.000]  我引述這兩個給大家看
[00:09:22.000 --> 00:09:24.000]  你看到什麼
[00:09:24.000 --> 00:09:25.000]  吃土
[00:09:25.000 --> 00:09:26.000]  在我們形容
[00:09:26.000 --> 00:09:28.000]  仇敵的失敗
[00:09:28.000 --> 00:09:31.000]  仇敵的跪低
[00:09:31.000 --> 00:09:35.000]  蛇既然站在神對立的位置
[00:09:35.000 --> 00:09:40.000]  必然是遭受失敗和羞辱
[00:09:40.000 --> 00:09:41.000]  但這個判詞
[00:09:41.000 --> 00:09:45.000]  要說明一個事實
[00:09:45.000 --> 00:09:49.000]  就是什麼呢
[00:09:49.000 --> 00:09:52.000]  大家會看到很奇怪
[00:09:52.000 --> 00:09:54.000]  既然蛇所受的咒咒
[00:09:54.000 --> 00:09:57.000]  比一切的牲畜和野獸更重
[00:09:57.000 --> 00:10:01.000]  就是說
[00:10:01.000 --> 00:10:03.000]  一切的牲畜
[00:10:03.000 --> 00:10:05.000]  一切的野獸
[00:10:05.000 --> 00:10:07.000]  都受到咒咒
[00:10:07.000 --> 00:10:08.000]  對不對
[00:10:08.000 --> 00:10:09.000]  不過
[00:10:09.000 --> 00:10:14.000]  是蛇所受的咒咒更加重
[00:10:14.000 --> 00:10:16.000]  問題就來了
[00:10:16.000 --> 00:10:20.000]  為什麼其他沒有犯罪的受到之物
[00:10:20.000 --> 00:10:22.000]  都要受咒咒
[00:10:22.000 --> 00:10:25.000]  因為神不公平
[00:10:25.000 --> 00:10:27.000]  上次講到的經文
[00:10:27.000 --> 00:10:29.000]  其實給我們看到一件事
[00:10:29.000 --> 00:10:32.000]  自從人犯罪背叛神之後
[00:10:32.000 --> 00:10:35.000]  人和神的關係決裂了
[00:10:35.000 --> 00:10:37.000]  以前一起在伊甸園裡
[00:10:37.000 --> 00:10:39.000]  人躲起來
[00:10:39.000 --> 00:10:43.000]  他神呼喚是神呼喚人
[00:10:43.000 --> 00:10:45.000]  人神關係決裂
[00:10:45.000 --> 00:10:47.000]  人和人關係都決裂
[00:10:47.000 --> 00:10:49.000]  你都記得
[00:10:49.000 --> 00:10:52.000]  亞當如何稱呼妻子
[00:10:52.000 --> 00:10:55.000]  也將責任推到妻子身上
[00:10:55.000 --> 00:10:58.000]  人和自然關係都決裂
[00:10:58.000 --> 00:11:00.000]  天起了涼風
[00:11:00.000 --> 00:11:02.000]  第八節
[00:11:02.000 --> 00:11:03.000]  不知道有沒有印象
[00:11:03.000 --> 00:11:05.000]  本來這個大自然
[00:11:05.000 --> 00:11:06.000]  是不會威脅到人的
[00:11:06.000 --> 00:11:09.000]  人不會覺得冷的
[00:11:09.000 --> 00:11:11.000]  罪的權勢
[00:11:11.000 --> 00:11:13.000]  已經由一個人犯罪的缺口
[00:11:13.000 --> 00:11:15.000]  進入了這個世界
[00:11:15.000 --> 00:11:17.000]  整個世界就淪陷
[00:11:17.000 --> 00:11:20.000]  淪陷在罪的權勢之下
[00:11:20.000 --> 00:11:23.000]  連帶所有受造之物
[00:11:23.000 --> 00:11:26.000]  都被罪的權勢所剋制
[00:11:26.000 --> 00:11:30.000]  大家我相信都讀過羅馬書
[00:11:30.000 --> 00:11:32.000]  第八章
[00:11:32.000 --> 00:11:33.000]  他講到什麼
[00:11:33.000 --> 00:11:37.000]  受造之物都伏在空虛之下
[00:11:37.000 --> 00:11:39.000]  雖然他們不想這樣
[00:11:39.000 --> 00:11:41.000]  但事實上
[00:11:41.000 --> 00:11:44.000]  就在敗壞的剋制之下
[00:11:44.000 --> 00:11:47.000]  一切受造之物
[00:11:47.000 --> 00:11:49.000]  現在是一同的老虎嘆息
[00:11:49.000 --> 00:11:51.000]  直到如今
[00:11:51.000 --> 00:11:54.000]  這就是罪的影響力和破壞力
[00:11:54.000 --> 00:11:57.000]  所造成的後果
[00:11:57.000 --> 00:11:59.000]  我們看看
[00:11:59.000 --> 00:12:01.000]  被審判的這條蛇
[00:12:01.000 --> 00:12:02.000]  其實
[00:12:02.000 --> 00:12:04.000]  它不是一般的蛇
[00:12:04.000 --> 00:12:06.000]  而是敵對神的
[00:12:06.000 --> 00:12:09.000]  邪惡力量的一種化身
[00:12:09.000 --> 00:12:10.000]  啟示錄
[00:12:10.000 --> 00:12:12.000]  相信大家都會記得
[00:12:12.000 --> 00:12:14.000]  有很多地方
[00:12:14.000 --> 00:12:16.000]  至少有兩個地方
[00:12:16.000 --> 00:12:17.000]  我在這裡引用過
[00:12:17.000 --> 00:12:19.000]  提到古蛇是什麼
[00:12:19.000 --> 00:12:20.000]  古蛇就是魔鬼
[00:12:20.000 --> 00:12:22.000]  就是撒旦
[00:12:22.000 --> 00:12:24.000]  就是它裡面
[00:12:24.000 --> 00:12:25.000]  一個邪惡的力量
[00:12:25.000 --> 00:12:28.000]  要對付上帝的魔鬼
[00:12:28.000 --> 00:12:31.000]  所以第二個層面的宣判
[00:12:31.000 --> 00:12:33.000]  是指的是魔鬼
[00:12:33.000 --> 00:12:35.000]  而不是一個肉身的蛇
[00:12:35.000 --> 00:12:37.000]  這個宣判怎麼說
[00:12:37.000 --> 00:12:40.000]  我要使你和女人彼此為仇
[00:12:40.000 --> 00:12:42.000]  你的後裔和女人的後裔
[00:12:42.000 --> 00:12:45.000]  也彼此為仇
[00:12:45.000 --> 00:12:48.000]  當我們仔細看看這個判詞
[00:12:48.000 --> 00:12:52.000]  我們可以有幾個發現
[00:12:52.000 --> 00:12:54.000]  首先彼此為仇
[00:12:54.000 --> 00:12:56.000]  這不是一個心態上的
[00:12:56.000 --> 00:12:59.000]  互相仇視這麼簡單
[00:12:59.000 --> 00:13:02.000]  而是有實際的行動
[00:13:02.000 --> 00:13:03.000]  有衝突
[00:13:03.000 --> 00:13:04.000]  有鬥爭
[00:13:04.000 --> 00:13:09.000]  因為她要傷你的頭
[00:13:09.000 --> 00:13:12.000]  你要傷她的腳筋
[00:13:12.000 --> 00:13:14.000]  女人的後裔要傷蛇的頭
[00:13:14.000 --> 00:13:17.000]  蛇要傷女人的腳筋
[00:13:17.000 --> 00:13:21.000]  這是預告一口氣發生的事情
[00:13:21.000 --> 00:13:24.000]  女人和後裔兩個詞語
[00:13:24.000 --> 00:13:26.000]  都是單數
[00:13:26.000 --> 00:13:29.000]  似乎只是一個特定的對象
[00:13:29.000 --> 00:13:31.000]  等等
[00:13:31.000 --> 00:13:34.000]  單數是否一定是指一個人呢
[00:13:34.000 --> 00:13:36.000]  不一定
[00:13:36.000 --> 00:13:40.000]  單數可以指集體的單數
[00:13:40.000 --> 00:13:42.000]  這個集體的單數
[00:13:42.000 --> 00:13:43.000]  例如我說
[00:13:43.000 --> 00:13:46.000]  有一間學校的旅行
[00:13:46.000 --> 00:13:49.000]  一間是單數
[00:13:49.000 --> 00:13:52.000]  第一間學校不止一個人
[00:13:52.000 --> 00:13:54.000]  學校背後有很多人
[00:13:54.000 --> 00:13:56.000]  這就是一個整體的單數
[00:13:56.000 --> 00:13:58.000]  我不知道說不明白
[00:13:58.000 --> 00:14:02.000]  究竟女人的後裔
[00:14:02.000 --> 00:14:04.000]  是一個人的單數
[00:14:04.000 --> 00:14:07.000]  還是一群人的單數呢
[00:14:07.000 --> 00:14:10.000]  一直以來教會的傳統都認為
[00:14:10.000 --> 00:14:14.000]  這個後裔只有一個人
[00:14:14.000 --> 00:14:18.000]  但是女人的後裔這句話
[00:14:18.000 --> 00:14:20.000]  有點古怪
[00:14:20.000 --> 00:14:23.000]  好像不太合理
[00:14:23.000 --> 00:14:25.000]  因為所有人的後裔
[00:14:25.000 --> 00:14:27.000]  都是由男女的結合
[00:14:27.000 --> 00:14:29.000]  而產生的
[00:14:29.000 --> 00:14:31.000]  不會只是跟女人有關係
[00:14:31.000 --> 00:14:33.000]  是女人的後裔
[00:14:33.000 --> 00:14:36.000]  能夠叫得上女人的後裔
[00:14:36.000 --> 00:14:39.000]  歷史上只有誰
[00:14:39.000 --> 00:14:43.000]  童貞女所生的耶穌
[00:14:43.000 --> 00:14:45.000]  也唯有耶穌
[00:14:45.000 --> 00:14:47.000]  才有權力
[00:14:47.000 --> 00:14:49.000]  有權柄能力
[00:14:49.000 --> 00:14:52.000]  傷到魔鬼的頭
[00:14:52.000 --> 00:14:56.000]  所以我都很認同這個看法
[00:14:56.000 --> 00:15:00.000]  雙頭雙腳筋這個比喻
[00:15:00.000 --> 00:15:03.000]  是一個非常形象化的
[00:15:03.000 --> 00:15:05.000]  講述一個屬靈的增戰
[00:15:05.000 --> 00:15:07.000]  你想想
[00:15:07.000 --> 00:15:10.000]  蛇既然是用肚子行走
[00:15:10.000 --> 00:15:12.000]  貼地的行走
[00:15:12.000 --> 00:15:14.000]  他發動的攻擊
[00:15:14.000 --> 00:15:16.000]  最多只能傷到女人的腳筋
[00:15:16.000 --> 00:15:19.000]  所以為什麼是腳筋呢
[00:15:19.000 --> 00:15:21.000]  而事實上
[00:15:21.000 --> 00:15:25.000]  女人的後裔基督
[00:15:25.000 --> 00:15:28.000]  確實會受傷受死
[00:15:28.000 --> 00:15:30.000]  真的會受傷
[00:15:30.000 --> 00:15:33.000]  他為人受傷
[00:15:33.000 --> 00:15:35.000]  被釘死
[00:15:35.000 --> 00:15:37.000]  又從死人中復活
[00:15:37.000 --> 00:15:39.000]  所以撒旦
[00:15:39.000 --> 00:15:42.000]  是不能消滅女人的後裔
[00:15:42.000 --> 00:15:44.000]  他最多只能傷到腳筋
[00:15:44.000 --> 00:15:46.000]  腳筋的傷不是致命
[00:15:46.000 --> 00:15:48.000]  不是毀滅性
[00:15:48.000 --> 00:15:50.000]  但女人的後裔就很不同
[00:15:50.000 --> 00:15:52.000]  是怎樣呢
[00:15:52.000 --> 00:15:54.000]  是傷她的頭
[00:15:54.000 --> 00:15:57.000]  和上而下直擊蛇的頭
[00:15:57.000 --> 00:15:59.000]  這是對撒旦致命的一擊
[00:15:59.000 --> 00:16:02.000]  這是預示了女人的後裔
[00:16:02.000 --> 00:16:06.000]  最終要消滅魔鬼的權勢
[00:16:06.000 --> 00:16:10.000]  既然稱之為女人的後裔
[00:16:10.000 --> 00:16:12.000]  那一定是什麼呢
[00:16:12.000 --> 00:16:14.000]  一定是人
[00:16:14.000 --> 00:16:15.000]  不會生狗
[00:16:15.000 --> 00:16:19.000]  不會生其他東西
[00:16:19.000 --> 00:16:22.000]  所以我們看希伯來書就知道
[00:16:22.000 --> 00:16:26.000]  既然兒女和我血肉之軀
[00:16:26.000 --> 00:16:29.000]  她我相信你也知道是誰
[00:16:29.000 --> 00:16:34.000]  也照樣成了血肉之軀
[00:16:34.000 --> 00:16:36.000]  為能夠接續死
[00:16:36.000 --> 00:16:38.000]  打敗掌死拳
[00:16:38.000 --> 00:16:40.000]  就是魔鬼
[00:16:40.000 --> 00:16:43.000]  其實就是這個畫面
[00:16:43.000 --> 00:16:46.000]  原來女人的後裔
[00:16:46.000 --> 00:16:50.000]  是上帝親自成為血肉之軀
[00:16:50.000 --> 00:16:53.000]  你覺不覺得很震撼
[00:16:53.000 --> 00:16:56.000]  對於犯罪背棄神的人
[00:16:56.000 --> 00:17:00.000]  神不是去滅絕他們
[00:17:00.000 --> 00:17:02.000]  反而為了罪人
[00:17:02.000 --> 00:17:05.000]  自己主動的
[00:17:05.000 --> 00:17:07.000]  成為肉身
[00:17:07.000 --> 00:17:10.000]  為人受傷受死
[00:17:10.000 --> 00:17:13.000]  粉碎撒旦的權勢
[00:17:13.000 --> 00:17:17.000]  從死拳當中復活
[00:17:17.000 --> 00:17:21.000]  去解救所有罪的人
[00:17:21.000 --> 00:17:23.000]  如果你說
[00:17:23.000 --> 00:17:26.000]  神很苛刻
[00:17:26.000 --> 00:17:28.000]  很不公道
[00:17:28.000 --> 00:17:33.000]  神祂自己才不公道
[00:17:33.000 --> 00:17:35.000]  犯罪的不是神
[00:17:35.000 --> 00:17:37.000]  神也不會犯罪
[00:17:37.000 --> 00:17:41.000]  但是神是要為人
[00:17:41.000 --> 00:17:44.000]  為人的罪受鞭打砸罰
[00:17:44.000 --> 00:17:49.000]  神不是一個高高在上的旁觀者
[00:17:49.000 --> 00:17:52.000]  神是和人同在
[00:17:52.000 --> 00:17:54.000]  祂和我們在一起
[00:17:54.000 --> 00:17:56.000]  這就是基督的救恩
[00:17:56.000 --> 00:17:58.000]  難怪有些神學家說
[00:17:58.000 --> 00:18:01.000]  這句話是最早的福音
[00:18:01.000 --> 00:18:03.000]  為了在罪惡的世界中
[00:18:03.000 --> 00:18:05.000]  為人開出路
[00:18:05.000 --> 00:18:07.000]  三一神
[00:18:07.000 --> 00:18:09.000]  聖子的衛格
[00:18:09.000 --> 00:18:11.000]  親自成為肉身
[00:18:11.000 --> 00:18:14.000]  其實整個過程
[00:18:14.000 --> 00:18:16.000]  是非常痛苦的
[00:18:16.000 --> 00:18:19.000]  基督十字架上
[00:18:19.000 --> 00:18:20.000]  大聲呼叫
[00:18:20.000 --> 00:18:21.000]  我的神我的神
[00:18:21.000 --> 00:18:24.000]  為何離棄我
[00:18:24.000 --> 00:18:26.000]  三一的神
[00:18:26.000 --> 00:18:28.000]  甚至自我撕裂
[00:18:28.000 --> 00:18:31.000]  你想想神對人的愛
[00:18:31.000 --> 00:18:38.000]  是大到超乎我們可以想像
[00:18:38.000 --> 00:18:40.000]  當我們再看下去的時候
[00:18:40.000 --> 00:18:42.000]  神對女人男人的判詞
[00:18:42.000 --> 00:18:44.000]  同樣有兩個層面
[00:18:44.000 --> 00:18:47.000]  都是自身的層面
[00:18:47.000 --> 00:18:50.000]  和其他人關係的層面
[00:18:50.000 --> 00:18:53.000]  我們首先看看女人的宣判
[00:18:53.000 --> 00:18:55.000]  十六節
[00:18:55.000 --> 00:18:57.000]  對女人說
[00:18:57.000 --> 00:18:59.000]  多多增加你懷胎的痛苦
[00:18:59.000 --> 00:19:02.000]  你生兒女的時候必受痛苦
[00:19:02.000 --> 00:19:03.000]  今天做女士的
[00:19:03.000 --> 00:19:05.000]  真的很生氣
[00:19:05.000 --> 00:19:08.000]  弄得我們生仔這麼痛
