
[00:00:00.000 --> 00:00:03.500]  基督徒的喜樂我們在
[00:01:34.900 --> 00:01:37.100]  接着保羅繼續下去
[00:01:37.100 --> 00:01:38.700]  由十二到十八節
[00:01:38.700 --> 00:01:41.700]  這裏他就更加強調一下
[00:01:41.700 --> 00:01:44.700]  我們能夠去信服主
[00:01:44.700 --> 00:01:47.100]  因爲耶穌基督他全心信服
[00:01:47.100 --> 00:01:48.700]  所以當我們信服主
[00:01:48.700 --> 00:01:51.300]  又能夠彼此去信服
[00:01:51.300 --> 00:01:53.900]  彼此去學習 去信服別人
[00:01:53.900 --> 00:01:55.500]  這樣追求的時候
[00:01:55.500 --> 00:01:58.700]  我們見到有一個美好的見證
[00:01:58.700 --> 00:01:59.900]  在這個時代當中
[00:01:59.900 --> 00:02:02.300]  這個彎曲薄幕黑暗的時代當中
[00:02:02.300 --> 00:02:04.700]  能夠活出一個有意義
[00:02:04.700 --> 00:02:07.700]  有目標 有見證的生活
[00:02:07.700 --> 00:02:10.500]  這樣的時候原來同樣的
[00:02:10.500 --> 00:02:15.300]  是讓保羅見到弟兄姊妹
[00:02:15.300 --> 00:02:17.500]  這種美好的成長
[00:02:17.500 --> 00:02:21.500]  散發出來這種美麗的見證
[00:02:21.500 --> 00:02:23.100]  保羅就充滿着喜樂
[00:02:23.100 --> 00:02:25.500]  所以由十二到十八節
[00:02:25.500 --> 00:02:29.100]  可以說重點是保羅體會到
[00:02:29.100 --> 00:02:32.100]  我們能夠很積極地
[00:02:32.100 --> 00:02:33.300]  有意義地
[00:02:33.300 --> 00:02:36.300]  很認真的活出基督徒的見證的時候
[00:02:36.300 --> 00:02:37.900]  保羅就有大大的喜樂
[00:02:37.900 --> 00:02:39.500]  我們讀一讀這幾節經文
[00:02:39.500 --> 00:02:41.300]  由十二到十八節
[00:02:41.300 --> 00:02:44.100]  大家留心我們一起的思想
[00:02:44.100 --> 00:02:47.700]  由十二節開始請讀
[00:02:47.700 --> 00:02:51.500]  「這樣看來我親愛的弟兄
[00:02:51.500 --> 00:02:55.100]  你們既是尚信服的
[00:02:55.100 --> 00:02:58.100]  不但我在你們那裏
[00:02:58.100 --> 00:03:02.100]  就是我如今不在你們那裏
[00:03:02.100 --> 00:03:04.500]  更是信服的
[00:03:04.500 --> 00:03:07.500]  就當恐懼戰經
[00:03:07.500 --> 00:03:11.900]  造成你們得救的功夫
[00:03:11.900 --> 00:03:15.500]  因爲你們立志行事
[00:03:15.500 --> 00:03:19.900]  都是上帝在你們心裏運行
[00:03:19.900 --> 00:03:23.700]  爲要成就他的美意
[00:03:23.700 --> 00:03:27.700]  凡所行的都不要發怨言
[00:03:27.700 --> 00:03:29.900]  起爭論
[00:03:29.900 --> 00:03:32.900]  使你們無可指責
[00:03:32.900 --> 00:03:34.900]  成實無異
[00:03:34.900 --> 00:03:38.500]  在這彎曲撥謀的世代
[00:03:38.500 --> 00:03:42.300]  作上帝無瑕疵的兒女
[00:03:42.300 --> 00:03:45.700]  你們顯在這世代中
[00:03:45.700 --> 00:03:48.500]  好仗明光照耀
[00:03:48.500 --> 00:03:52.100]  將生命的道表明出來
[00:03:52.100 --> 00:03:54.900]  叫我在基督的日子
[00:03:54.900 --> 00:03:58.300]  好誇我沒有空跑
[00:03:58.300 --> 00:04:01.100]  也沒有逃路
[00:04:01.100 --> 00:04:03.900]  我以你們的信心
[00:04:03.900 --> 00:04:06.500]  爲貢獻的祭物
[00:04:06.500 --> 00:04:10.100]  我若被敲墊在旗上
[00:04:10.100 --> 00:04:12.300]  也是喜樂
[00:04:12.300 --> 00:04:15.100]  並且與你們衆人
[00:04:15.100 --> 00:04:16.700]  一同喜樂
[00:04:16.700 --> 00:04:20.100]  你們也要照樣喜樂
[00:04:20.100 --> 00:04:23.500]  並且與我一同喜樂
[00:04:23.500 --> 00:04:25.300]  你看見保祿不斷地流露
[00:04:25.300 --> 00:04:26.900]  在最後結束的時候
[00:04:26.900 --> 00:04:28.100]  他充滿着喜樂
[00:04:28.100 --> 00:04:29.300]  充滿着感恩
[00:04:29.300 --> 00:04:32.100]  他說:我和你們一同喜樂
[00:04:32.100 --> 00:04:34.700]  見到你們這樣來獻賞
[00:04:34.700 --> 00:04:35.900]  被主使用
[00:04:35.900 --> 00:04:37.100]  非常喜樂
[00:04:37.100 --> 00:04:37.900]  所以他說
[00:04:37.900 --> 00:04:40.900]  你們也應該因爲這樣行
[00:04:40.900 --> 00:04:42.700]  與我照樣喜樂
[00:04:42.700 --> 00:04:44.300]  我又與你們一同喜樂
[00:04:44.300 --> 00:04:48.700]  所以充滿着喜樂的結語
[00:04:48.700 --> 00:04:51.700]  當然這個結語就是上面所說的
[00:04:51.700 --> 00:04:53.100]  上面所說的就是
[00:04:53.100 --> 00:04:55.700]  見到信徒能夠積極地
[00:04:55.700 --> 00:04:57.900]  活出一種見證的生活
[00:04:57.900 --> 00:05:00.300]  積極地活出一種和諧的生活
[00:05:00.300 --> 00:05:02.300]  順服的生活
[00:05:02.300 --> 00:05:07.900]  保祿就覺得這種充滿着基督徒人生的意義
[00:05:07.900 --> 00:05:10.300]  基督徒的喜樂在哪裏而來呢?
[00:05:10.300 --> 00:05:14.100]  就是當我們認真去順服跟隨主
[00:05:14.100 --> 00:05:16.500]  負上代價的時候
[00:05:16.500 --> 00:05:18.100]  我們就能夠經歷到
[00:05:18.100 --> 00:05:20.300]  主所賜給我們的喜樂
[00:05:20.300 --> 00:05:21.500]  當然在這個過程
[00:05:21.500 --> 00:05:24.500]  我們有時候會覺得是負代價的
[00:05:24.500 --> 00:05:25.700]  不容易的
[00:05:25.700 --> 00:05:27.500]  要努力的
[00:05:27.500 --> 00:05:28.300]  就像耶穌說的
[00:05:28.300 --> 00:05:30.100]  我們要盡責門的
[00:05:30.100 --> 00:05:31.700]  但是奇妙的是
[00:05:31.700 --> 00:05:33.900]  每個基督徒如果這樣追求過
[00:05:33.900 --> 00:05:35.100]  都會經歷到
[00:05:35.100 --> 00:05:36.900]  當我們這樣負代價
[00:05:36.900 --> 00:05:39.700]  雖然有時候真的會有些難處
[00:05:39.700 --> 00:05:41.900]  會有些不容易的
[00:05:41.900 --> 00:05:44.700]  但是就經歷到一種
[00:05:44.700 --> 00:05:46.300]  因爲這樣負代價
[00:05:46.300 --> 00:05:47.700]  認真做基督徒
[00:05:47.700 --> 00:05:48.900]  有一個很有意義
[00:05:48.900 --> 00:05:49.500]  有目標
[00:05:49.500 --> 00:05:51.300]  有喜樂的人生
[00:05:51.300 --> 00:05:51.900]  相反
[00:05:51.900 --> 00:05:53.700]  如果我們隨便做基督徒
[00:05:53.700 --> 00:05:55.100]  馬馬虎虎的
[00:05:55.100 --> 00:05:57.300]  根本就照自己的意思來生活
[00:05:57.300 --> 00:05:59.500]  我們就經歷不到這種
[00:05:59.500 --> 00:06:03.700]  願意約束自己追求順服
[00:06:03.700 --> 00:06:05.700]  以至能夠得到
[00:06:05.700 --> 00:06:09.700]  在基督裏面所賜平安的一種生命
[00:06:09.700 --> 00:06:11.700]  怎樣才能夠有一個
[00:06:11.700 --> 00:06:13.100]  又認真
[00:06:13.100 --> 00:06:14.900]  但是同時又喜樂的
[00:06:14.900 --> 00:06:17.300]  主的門徒的一種追求呢?
[00:06:17.300 --> 00:06:18.500]  在保祿這裏
[00:06:18.500 --> 00:06:19.700]  起碼有三個重點
[00:06:19.700 --> 00:06:20.700]  今天我們來分享一下
[00:06:20.700 --> 00:06:21.300]  第一
[00:06:21.300 --> 00:06:22.900]  我們看到
[00:06:22.900 --> 00:06:25.500]  因爲操練順服的時候
[00:06:25.500 --> 00:06:26.900]  而得到的喜樂
[00:06:26.900 --> 00:06:27.900]  在第十二節
[00:06:27.900 --> 00:06:29.300]  這裏很清楚
[00:06:29.300 --> 00:06:30.100]  這樣說
[00:06:30.100 --> 00:06:32.100]  「這樣看來
[00:06:32.100 --> 00:06:33.500]  我親愛的弟兄
[00:06:33.500 --> 00:06:36.100]  你們既是尚順服的
[00:06:36.100 --> 00:06:38.100]  不但我在你們那裏
[00:06:38.100 --> 00:06:40.900]  就是我如今不在你們那裏
[00:06:40.900 --> 00:06:42.300]  更是順服的
[00:06:42.300 --> 00:06:44.700]  就當恐懼戰兢
[00:06:44.700 --> 00:06:47.300]  造成你們得救的功夫」
[00:06:47.300 --> 00:06:48.700]  然後第十四節
[00:06:48.700 --> 00:06:50.100]  「凡所行的
[00:06:50.100 --> 00:06:53.700]  都不要發怨言起爭論」
[00:06:53.700 --> 00:06:56.500]  很多時候不快樂是怎麼來的呢?
[00:06:56.500 --> 00:06:58.500]  當然就是不和諧的時候
[00:06:58.500 --> 00:07:00.100]  就會不快樂
[00:07:00.100 --> 00:07:01.900]  不和諧是因爲很多時候
[00:07:01.900 --> 00:07:02.700]  我不信你
[00:07:02.700 --> 00:07:03.700]  你不信我
[00:07:03.700 --> 00:07:04.900]  我不願意聽你講
[00:07:04.900 --> 00:07:06.700]  你又不願意聽我講
[00:07:06.700 --> 00:07:08.700]  所以就有很多的爭執
[00:07:08.700 --> 00:07:10.500]  很多的衝突
[00:07:10.500 --> 00:07:11.900]  我們看到心裏邊
[00:07:11.900 --> 00:07:13.300]  這種不平
[00:07:13.300 --> 00:07:15.700]  充滿了掙扎
[00:07:15.700 --> 00:07:18.700]  一定就是不會帶來快樂
[00:07:18.700 --> 00:07:19.500]  但是奇妙的是
[00:07:19.500 --> 00:07:21.100]  當我們願意放下自己
[00:07:21.100 --> 00:07:23.500]  無論我們的家庭生活也好
[00:07:23.500 --> 00:07:24.900]  教會朋友
[00:07:24.900 --> 00:07:26.300]  人際的相處
[00:07:26.300 --> 00:07:28.300]  當你願意放下自己
[00:07:28.300 --> 00:07:30.700]  沒所謂
[00:07:30.700 --> 00:07:31.700]  順順他的意
[00:07:31.700 --> 00:07:33.900]  或者順服一下
[00:07:33.900 --> 00:07:35.300]  這個是主的心意
[00:07:35.300 --> 00:07:36.900]  不要照着我的心意
[00:07:36.900 --> 00:07:38.500]  當我們願意這麼做的時候
[00:07:38.500 --> 00:07:39.100]  很奇妙的
[00:07:39.100 --> 00:07:41.300]  喜樂就由然而生
[00:07:41.300 --> 00:07:42.100]  我們相信
[00:07:42.100 --> 00:07:43.900]  我們很多時候都經歷過
[00:07:43.900 --> 00:07:45.700]  你不肯順服主
[00:07:45.700 --> 00:07:48.100]  或者不願意放下自己
[00:07:48.100 --> 00:07:51.300]  那就內心很多的衝突
[00:07:51.300 --> 00:07:52.500]  很多的掙扎
[00:07:52.500 --> 00:07:54.500]  一定就會失去平安
[00:07:54.500 --> 00:07:55.300]  相反
[00:07:55.300 --> 00:07:57.700]  能夠做一個順德人
[00:07:57.700 --> 00:07:59.100]  就容易點了
[00:07:59.100 --> 00:08:01.500]  我們當中有沒有順德人
[00:08:01.500 --> 00:08:04.100]  有沒有誰是順德人
[00:08:04.100 --> 00:08:05.700]  真的有順德人
[00:08:05.700 --> 00:08:06.700]  真好
[00:08:06.700 --> 00:08:08.300]  伯母是順德人
[00:08:08.300 --> 00:08:09.900]  子女也容易點
[00:08:09.900 --> 00:08:10.700]  沒所謂
[00:08:10.700 --> 00:08:16.100]  子女說也照做
[00:08:16.100 --> 00:08:25.500]  你就是順德人
[00:08:25.500 --> 00:08:27.300]  在這裏聖經裏面說
[00:08:27.300 --> 00:08:28.300]  他說
[00:08:28.300 --> 00:08:29.900]  我們當恐懼戰經
[00:08:29.900 --> 00:08:32.900]  造成我們得救功夫
[00:08:32.900 --> 00:08:33.900]  好像很嚴肅
[00:08:33.900 --> 00:08:35.700]  還有恐懼戰經
[00:08:35.700 --> 00:08:38.100]  做基督徒經常害怕嗎
[00:08:38.100 --> 00:08:39.500]  其實意思不是這樣
[00:08:39.500 --> 00:08:42.100]  意思是我們要很認真的
[00:08:42.100 --> 00:08:44.900]  來靠着主
[00:08:44.900 --> 00:08:49.100]  來完成我們得救的功夫
[00:08:49.100 --> 00:08:49.900]  不要誤會
[00:08:49.900 --> 00:08:51.100]  這個意思不是說
[00:08:51.100 --> 00:08:54.500]  我們要做很多事情
[00:08:54.500 --> 00:08:55.500]  恐懼戰經
[00:08:55.500 --> 00:08:57.300]  希望能夠得救
[00:08:57.300 --> 00:08:58.500]  賺取得救
[00:08:58.500 --> 00:09:00.100]  其實意思不是這樣
[00:09:00.100 --> 00:09:00.900]  意思是說
[00:09:00.900 --> 00:09:02.300]  當我們已經得救了
[00:09:02.300 --> 00:09:03.500]  我們要完成
[00:09:03.500 --> 00:09:07.500]  神在我們身上得救的目的
[00:09:07.500 --> 00:09:09.900]  完成得救的功夫
[00:09:09.900 --> 00:09:12.100]  所以在《新普及譯本》
[00:09:12.100 --> 00:09:13.100]  他這樣翻譯
[00:09:13.100 --> 00:09:15.100]  他說要努力
[00:09:15.100 --> 00:09:20.300]  顯出得救的成果
[00:09:20.300 --> 00:09:23.100]  並要帶着深深的敬畏
[00:09:23.100 --> 00:09:24.300]  信服上帝
[00:09:24.300 --> 00:09:27.900]  所以這個意思在這裏翻譯得更加清楚
[00:09:27.900 --> 00:09:30.100]  他說要很努力地顯出
[00:09:30.100 --> 00:09:31.500]  我們已經得救了
[00:09:31.500 --> 00:09:33.100]  神拯救了我們的目的
[00:09:33.100 --> 00:09:35.300]  我們就要顯出這個果效
[00:09:35.300 --> 00:09:38.700]  努力並且帶着深深的敬畏
[00:09:38.700 --> 00:09:40.500]  信服上帝
[00:09:40.500 --> 00:09:42.500]  所以我們看到在上文那裏
[00:09:42.500 --> 00:09:44.900]  特別講到耶穌基督的社稷信服
[00:09:44.900 --> 00:09:48.100]  這個就是主全心信服
[00:09:48.100 --> 00:09:50.700]  如何學習信服呢
[00:09:50.700 --> 00:09:54.500]  當然這裏第十四節給我們一個指引
[00:09:54.500 --> 00:09:56.300]  保羅特別講
[00:09:56.300 --> 00:09:59.900]  他說不要發怨言
[00:09:59.900 --> 00:10:03.300]  和不要起爭論
[00:10:03.300 --> 00:10:04.700]  在英文聖經裏他說
[00:10:04.700 --> 00:10:12.900]  Do everything without complaining and arguing
[00:10:12.900 --> 00:10:14.300]  事實上是真的
[00:10:14.300 --> 00:10:15.700]  如何才能夠快樂呢
[00:10:15.700 --> 00:10:17.300]  少一點衝突
[00:10:17.300 --> 00:10:19.700]  少一點不和
[00:10:19.700 --> 00:10:22.300]  能夠多一點信服
[00:10:22.300 --> 00:10:24.100]  其中一個很重要的祕訣
[00:10:24.100 --> 00:10:25.900]  不要太多怨言
[00:10:25.900 --> 00:10:27.500]  少發怨言
[00:10:27.500 --> 00:10:30.500]  我們看到主耶穌基督的榜樣
[00:10:30.500 --> 00:10:33.100]  祂是全心信服
[00:10:33.100 --> 00:10:34.300]  不發怨言
[00:10:34.300 --> 00:10:37.500]  在《耳錯書》第53章形容主
[00:10:37.500 --> 00:10:41.300]  祂被欺壓的情況的時候
[00:10:41.300 --> 00:10:42.500]  祂表現出來
[00:10:42.500 --> 00:10:44.100]  我們很熟悉的經文
[00:10:44.100 --> 00:10:45.500]  《耳錯書》第53章說
[00:10:45.500 --> 00:10:46.700]  祂被欺壓
[00:10:46.700 --> 00:10:49.500]  在受苦的時候卻不開口
[00:10:49.500 --> 00:10:52.700]  祂將羊羔被牽到宰殺之地
[00:10:52.700 --> 00:10:57.100]  又將羊在簡無的人手下無聲
[00:10:57.100 --> 00:11:00.700]  祂也是這樣不開口
[00:11:00.700 --> 00:11:02.700]  所以祂沒有怨言
[00:11:02.700 --> 00:11:04.300]  沒有吵架
[00:11:04.300 --> 00:11:05.100]  當然了
[00:11:05.100 --> 00:11:07.900]  不是代表耶穌基督不伸張正義
[00:11:07.900 --> 00:11:09.500]  不施行公義
[00:11:09.500 --> 00:11:12.300]  爲了上帝的旨意和榮耀
[00:11:12.300 --> 00:11:15.500]  耶穌當然爲了一些不公義的事情
[00:11:15.500 --> 00:11:16.900]  祂潔淨聖殿
[00:11:16.900 --> 00:11:18.100]  祂斥責罪惡
[00:11:18.100 --> 00:11:20.300]  祂大發異怒
[00:11:20.300 --> 00:11:22.500]  耶穌不是什麼都說
[00:11:22.500 --> 00:11:23.700]  無所謂
[00:11:23.700 --> 00:11:27.500]  爲了神的真理和公義聖潔
[00:11:27.500 --> 00:11:29.700]  祂非常地着緊
[00:11:29.700 --> 00:11:32.700]  但是爲了人家在祂身上
[00:11:32.700 --> 00:11:34.300]  這些個人的
[00:11:34.300 --> 00:11:37.100]  有時候的舌底
[00:11:37.100 --> 00:11:40.300]  甚至在這裏說欺壓
[00:11:40.300 --> 00:11:42.900]  祂爲了上帝的救恩和榮耀
[00:11:42.900 --> 00:11:45.300]  祂願意甚至不開口
[00:11:45.300 --> 00:11:46.900]  甘心信服到底
[00:11:46.900 --> 00:11:50.500]  因爲祂知道這是神的旨意
[00:11:50.500 --> 00:11:51.700]  所以我們看到
[00:11:51.700 --> 00:11:56.300]  耶穌基督實在是非常寶貴的榜樣
[00:11:56.300 --> 00:11:57.300]  祂全心信服
[00:11:57.300 --> 00:11:58.700]  不是一個普通的信服
[00:11:58.700 --> 00:12:00.500]  祂是一種逆境當中
[00:12:00.500 --> 00:12:03.700]  是一種被人鄙視厭棄
[00:12:03.700 --> 00:12:06.700]  和其他害祂的人很大的衝突
[00:12:06.700 --> 00:12:10.100]  但是祂仍然願意爲了上帝的緣故
[00:12:10.100 --> 00:12:11.900]  信服到底
[00:12:11.900 --> 00:12:15.700]  這種是一個靈性高峯的表現
[00:12:15.700 --> 00:12:19.500]  很多時候我們如果靈性不太好
[00:12:19.500 --> 00:12:20.500]  很容易
[00:12:20.500 --> 00:12:23.900]  人的天然反應就是發怨言
[00:12:23.900 --> 00:12:27.300]  有些事情不合我心意就會有很多埋怨
[00:12:27.300 --> 00:12:30.100]  這個我們每個人都很容易做
[00:12:30.100 --> 00:12:31.700]  因爲這是我們天然的生命
[00:12:31.700 --> 00:12:34.700]  一想到和自己有些想法
[00:12:34.700 --> 00:12:38.100]  自己的一些利益
[00:12:38.100 --> 00:12:39.100]  有些衝突
[00:12:39.100 --> 00:12:41.100]  或者和自己的意見不合
[00:12:41.100 --> 00:12:44.500]  我們就會很容易發出怨言
[00:12:44.500 --> 00:12:46.300]  但是我們真的體會過
[00:12:46.300 --> 00:12:50.100]  特別是和一些熟悉的長者
[00:12:50.100 --> 00:12:53.300]  或者甚至想起以前在神樂園的時候
[00:12:53.300 --> 00:12:54.900]  一些高班的同學
[00:12:54.900 --> 00:12:57.500]  我們的低班同學最多話題
[00:12:57.500 --> 00:12:59.700]  因爲進去有很多規矩
[00:12:59.700 --> 00:13:01.100]  有很多這樣有很多那樣
[00:13:01.100 --> 00:13:02.100]  我們剛進去的時候
[00:13:02.100 --> 00:13:03.300]  肯定有很多
[00:13:03.300 --> 00:13:05.100]  這樣不行 這樣不好
[00:13:05.100 --> 00:13:07.300]  這樣不合我心意
[00:13:07.300 --> 00:13:09.300]  但是我們發覺爲什麼那些人在那裏
[00:13:09.300 --> 00:13:11.300]  已經是兩年三年
[00:13:11.300 --> 00:13:12.900]  特別是那些四年班高班的同學
[00:13:12.900 --> 00:13:15.100]  很少聲音
[00:13:15.100 --> 00:13:17.700]  因爲他們已經在靈性上面
[00:13:17.700 --> 00:13:19.100]  操練信服
[00:13:19.100 --> 00:13:23.900]  以及不容易有這些怨言出來
[00:13:23.900 --> 00:13:27.100]  所以正是我們一路追求一路追求的學習
[00:13:27.100 --> 00:13:30.700]  我們在聖經裏面看到
[00:13:30.700 --> 00:13:33.300]  以色列人他們的靈性很膚淺
[00:13:33.300 --> 00:13:35.500]  他們在出埃及的時候
[00:13:35.500 --> 00:13:37.500]  聖經屢次屢次記載
[00:13:37.500 --> 00:13:38.900]  他們有一種特點
[00:13:38.900 --> 00:13:41.100]  後來也是他們失敗的原因
[00:13:41.100 --> 00:13:42.500]  就是什麼
[00:13:42.500 --> 00:13:44.300]  我們讀過出埃及記
[00:13:44.300 --> 00:13:47.300]  接下來我們又很快讀利美記
[00:13:47.300 --> 00:13:50.100]  發覺以色列人最大的毛病就是什麼
[00:13:50.100 --> 00:13:54.900]  很容易發怨言
[00:13:54.900 --> 00:13:57.900]  很少感恩 多多怨言
[00:13:57.900 --> 00:13:59.300]  不能信服
[00:13:59.300 --> 00:14:01.300]  所以我們看到這種
[00:14:01.300 --> 00:14:03.700]  在以色列人失敗的例子
[00:14:03.700 --> 00:14:05.700]  也是他們不能夠得到
[00:14:05.700 --> 00:14:08.100]  神給他們的應許和祝福的
[00:14:08.100 --> 00:14:10.100]  很重要的原因
[00:14:10.100 --> 00:14:13.100]  當然我們看到這種
[00:14:13.100 --> 00:14:14.900]  古來這裏也提醒我們
[00:14:14.900 --> 00:14:16.900]  不發怨言
[00:14:16.900 --> 00:14:20.500]  另外不起爭論
[00:14:20.500 --> 00:14:23.300]  不要這麼多爭論
[00:14:23.300 --> 00:14:26.300]  其實很多時候不知道大家
[00:14:26.300 --> 00:14:27.900]  慢慢日子
[00:14:27.900 --> 00:14:30.100]  人生歷歷久了
[00:14:30.100 --> 00:14:33.900]  體會人與人之間很多的交往
[00:14:33.900 --> 00:14:35.700]  我們有時也發覺很多時候
[00:14:35.700 --> 00:14:37.900]  那些爭拗是很無謂的
[00:14:37.900 --> 00:14:39.700]  不知道你們有沒有這樣的體會
[00:14:39.700 --> 00:14:43.100]  當時好像很有理由
[00:14:43.100 --> 00:14:45.500]  過了之後覺得很無謂
[00:14:45.500 --> 00:14:46.300]  爲什麼會這樣呢
[00:14:46.300 --> 00:14:49.100]  因爲當你瞭解真相的時候
[00:14:49.100 --> 00:14:51.500]  你發覺其實很多時候是
[00:14:51.500 --> 00:14:53.300]  溝通不良
[00:14:53.300 --> 00:14:55.500]  或者是誤解了別人的意思
[00:14:55.500 --> 00:14:56.900]  而導致的
[00:14:56.900 --> 00:14:58.700]  不知道大家有沒有這樣的體會
[00:14:58.700 --> 00:15:00.300]  人與人之間很有趣
[00:15:00.300 --> 00:15:02.700]  很容易有誤解
[00:15:02.700 --> 00:15:06.700]  說的話你聽的和他聽的
[00:15:06.700 --> 00:15:09.700]  可能是天淵之別
[00:15:09.700 --> 00:15:11.300]  真的經常都經歷到
[00:15:11.300 --> 00:15:13.300]  有時無端端說一句話
[00:15:13.300 --> 00:15:15.500]  有時他第二個人聽回來的時候
[00:15:15.500 --> 00:15:18.100]  是完全另外一句意思
[00:15:18.100 --> 00:15:19.700]  我最近祈禱會才經歷過
[00:15:19.700 --> 00:15:21.700]  我說了一句話後來說回來的時候
[00:15:21.700 --> 00:15:23.900]  完全不是我的意思
[00:15:23.900 --> 00:15:25.300]  所以爲什麼會這樣呢
[00:15:25.300 --> 00:15:26.900]  就是因爲我們自己
[00:15:26.900 --> 00:15:28.700]  一定是帶着一些我們的背景
[00:15:28.700 --> 00:15:31.300]  對某些說話某些字眼
[00:15:31.300 --> 00:15:32.700]  某些神情
[00:15:32.700 --> 00:15:34.300]  有一個自然反應
[00:15:34.300 --> 00:15:35.500]  一有那個字眼
[00:15:35.500 --> 00:15:37.300]  一有那些東西出來的時候
[00:15:37.300 --> 00:15:39.700]  直接會聯繫到你過往
[00:15:39.700 --> 00:15:43.100]  對於這個字對這件事的一些看法
[00:15:43.100 --> 00:15:44.900]  其實它不是這樣的意思
[00:15:44.900 --> 00:15:46.300]  因爲同一個字有很多
[00:15:46.300 --> 00:15:47.500]  用在不同的地方里面
[00:15:47.500 --> 00:15:49.300]  有不同的意義
[00:15:49.300 --> 00:15:51.500]  但我們很多時候就是因爲溝通不良
[00:15:51.500 --> 00:15:52.900]  沒有問清楚
[00:15:52.900 --> 00:15:55.900]  其實最大的原因就是沒有聽清楚
[00:15:55.900 --> 00:15:59.700]  所以原來一方面我們要學習信服
[00:15:59.700 --> 00:16:01.300]  另外一方面就是學習
[00:16:01.300 --> 00:16:05.700]  真的去減少這些爭論的意思
[00:16:05.700 --> 00:16:09.100]  就是減少一些誤解
[00:16:09.100 --> 00:16:11.700]  其實很多時候這些爭論
[00:16:11.700 --> 00:16:14.100]  都是因爲大家的定義不同
[00:16:14.100 --> 00:16:15.700]  同一個字定義不同
[00:16:15.700 --> 00:16:17.500]  有本書叫《Logic》
[00:16:17.500 --> 00:16:18.700]  它就講出究竟
[00:16:18.700 --> 00:16:21.300]  神做人是不是人人平等
[00:16:21.300 --> 00:16:24.500]  所以一講這句話就產生很多的爭論
[00:16:24.500 --> 00:16:25.900]  哪是人人平等
[00:16:25.900 --> 00:16:27.500]  每個膚色都不同
[00:16:27.500 --> 00:16:29.100]  每個高位都不同
[00:16:29.100 --> 00:16:30.500]  怎麼會平等呢
[00:16:30.500 --> 00:16:32.300]  其實它的意思就是
[00:16:32.300 --> 00:16:33.700]  它的價值
[00:16:33.700 --> 00:16:38.700]  它在神面前的一些
[00:16:38.700 --> 00:16:41.100]  神創造它有的價值
[00:16:41.100 --> 00:16:42.300]  其實每個都平等
[00:16:42.300 --> 00:16:43.900]  無論它是什麼膚色的人
[00:16:43.900 --> 00:16:46.300]  無論它是社會地位高與低
[00:16:46.300 --> 00:16:48.500]  所以純粹一個字眼
[00:16:48.500 --> 00:16:50.300]  是可以有不同的意思的
[00:16:50.300 --> 00:16:51.300]  的確不是人人平等
[00:16:51.300 --> 00:16:52.300]  每個人不必要平等
[00:16:52.300 --> 00:16:54.100]  沒有一個人和我們相同
[00:16:54.100 --> 00:16:55.700]  但是如果我們定義在
[00:16:55.700 --> 00:16:57.700]  神創造我們的價值
[00:16:57.700 --> 00:17:00.300]  神看我們靈魂的寶貴
[00:17:00.300 --> 00:17:03.100]  真的神每個人都是一樣平等
[00:17:03.100 --> 00:17:05.100]  所以如果這樣爭論下去
