
[00:00:00.000 --> 00:00:02.000]  看完節目又做一日
[00:01:40.160 --> 00:01:47.840]  其實參孫他想著我講真實的原因給你聽
[00:01:47.840 --> 00:01:48.720]  我都不怕
[00:01:48.720 --> 00:01:51.360]  這些頭髮長在我頭上
[00:01:51.360 --> 00:01:53.760]  你怎會拿到?怎會剃到?
[00:01:53.760 --> 00:01:55.360]  你當我傻的嗎?
[00:01:55.360 --> 00:01:57.360]  我綁著你就剃到
[00:01:57.360 --> 00:02:00.480]  綁我的繩子只有一根線
[00:02:00.480 --> 00:02:02.960]  我拍一拍就會斷了
[00:02:02.960 --> 00:02:04.800]  所以你怎會剃到我的頭?
[00:02:04.800 --> 00:02:06.560]  所以我告訴你我都不怕
[00:02:06.560 --> 00:02:11.520]  頭髮幸好我沒有能力了
[00:02:11.520 --> 00:02:18.080]  參孫想著你剃不到我的
[00:02:18.080 --> 00:02:21.280]  你剃眼眉嗎?
[00:02:21.280 --> 00:02:22.880]  你做不到
[00:02:22.880 --> 00:02:25.360]  剃我的頭髮我醒了你做不到
[00:02:25.360 --> 00:02:28.320]  綁著我十個人扎我都推開你
[00:02:28.320 --> 00:02:32.240]  於是大利拉這裏聰明了
[00:02:32.240 --> 00:02:33.840]  問他問得很差
[00:02:33.840 --> 00:02:35.200]  這裏聰明了
[00:02:35.200 --> 00:02:39.040]  使參孫浸著他的室睡覺
[00:02:39.040 --> 00:02:46.080]  你知道參孫去找這些女士
[00:02:46.080 --> 00:02:51.440]  都可能是比較上有他們做的事
[00:02:51.440 --> 00:02:53.120]  於是你比較累都不一定
[00:02:53.120 --> 00:02:56.160]  這裏很有可能有一件事
[00:02:56.160 --> 00:03:00.000]  你怎可以叫人剃到他頭上的髮瘤
[00:03:00.000 --> 00:03:01.440]  你一剃他就醒了
[00:03:01.440 --> 00:03:03.920]  你剃剩一條都不行
[00:03:03.920 --> 00:03:10.400]  我推測當時是否很累
[00:03:10.400 --> 00:03:11.520]  睡覺吧睡覺吧
[00:03:11.520 --> 00:03:15.200]  可能一直掃著參孫的頭髮
[00:03:15.200 --> 00:03:17.200]  掃啊掃啊長的
[00:03:17.200 --> 00:03:20.240]  睡覺吧睡覺吧休息休息
[00:03:20.240 --> 00:03:23.040]  因為你一直動不動
[00:03:23.040 --> 00:03:24.320]  剪了都不知道
[00:03:24.320 --> 00:03:26.320]  剪了都不知道
[00:03:26.320 --> 00:03:28.080]  剃了都不知道
[00:03:28.080 --> 00:03:31.360]  所以一直梳理他的頭髮
[00:03:31.360 --> 00:03:33.440]  令他很舒服地睡覺
[00:03:33.440 --> 00:03:34.480]  在這時候
[00:03:34.480 --> 00:03:36.400]  不要弄我的頭髮
[00:03:36.400 --> 00:03:38.400]  我的頭髮不能動
[00:03:38.400 --> 00:03:40.160]  他會醒的
[00:03:40.160 --> 00:03:44.640]  但他令他浸著他的膝蓋睡了
[00:03:44.640 --> 00:03:46.640]  很安全很舒服
[00:03:46.640 --> 00:03:48.640]  可能還在弄他的頭髮
[00:03:48.640 --> 00:03:50.080]  所以他很舒服地睡了
[00:03:50.080 --> 00:03:54.160]  剃了力氣就離開他
[00:03:54.160 --> 00:03:56.640]  這樣開始失手了
[00:03:56.640 --> 00:03:57.840]  這就是他的原因
[00:03:57.840 --> 00:04:01.920]  太過舒服毫無警覺
[00:04:01.920 --> 00:04:04.960]  蜀靈上第一點要講的是
[00:04:04.960 --> 00:04:07.600]  他在蜀靈上也睡了覺
[00:04:07.600 --> 00:04:09.600]  人睡了覺也不要緊
[00:04:09.600 --> 00:04:11.600]  但最重要蜀靈上沒有睡
[00:04:11.600 --> 00:04:13.600]  他在蜀靈上睡了覺
[00:04:13.600 --> 00:04:15.600]  所以力氣就失去了
[00:04:15.600 --> 00:04:17.600]  大尼拉就說參孫
[00:04:17.600 --> 00:04:19.600]  菲利士人來捉你了
[00:04:19.600 --> 00:04:22.720]  菲利士人來捉你了
[00:04:22.720 --> 00:04:24.320]  他跟她講過一次
[00:04:24.320 --> 00:04:25.520]  參孫你起來吧
[00:04:25.520 --> 00:04:26.560]  菲利士人來捉你了
[00:04:26.560 --> 00:04:28.080]  他有時逆正逆邪
[00:04:28.080 --> 00:04:30.080]  起來吧菲利士人來捉你了
[00:04:30.080 --> 00:04:32.640]  參孫從睡中醒來
[00:04:32.640 --> 00:04:35.200]  叫醒菲利士人來捉你了
[00:04:35.200 --> 00:04:39.680]  他就想我要像前幾次出去活動身體
[00:04:39.680 --> 00:04:41.840]  讓我去給他幾招
[00:04:41.840 --> 00:04:44.160]  卻不知道第三點
[00:04:44.160 --> 00:04:47.360]  當你在蜀靈上睡覺的時候
[00:04:47.360 --> 00:04:50.080]  你的敵人就會來了
[00:04:50.080 --> 00:04:52.400]  頭髮就剪了
[00:04:52.400 --> 00:04:54.400]  敵人就來了
[00:04:54.400 --> 00:04:58.240]  耶和華就離開了
[00:04:58.240 --> 00:05:01.760]  所以這三部曲就很慘了
[00:05:01.760 --> 00:05:03.360]  第一部曲是什麼?
[00:05:03.360 --> 00:05:08.080]  就是參孫睡著了
[00:05:08.080 --> 00:05:10.560]  頭髮被剃了
[00:05:10.560 --> 00:05:12.320]  所以他的力氣
[00:05:12.320 --> 00:05:16.800]  蜀靈上的強壯力氣沒有了
[00:05:16.800 --> 00:05:18.800]  所以要警醒
[00:05:18.800 --> 00:05:22.560]  免得仇敵來迷惑你們
[00:05:22.560 --> 00:05:24.080]  就是這樣講的
[00:05:24.080 --> 00:05:29.200]  要警醒蜀靈上睡著了
[00:05:29.200 --> 00:05:30.480]  沒有防備
[00:05:30.480 --> 00:05:31.120]  第二
[00:05:31.120 --> 00:05:34.960]  你一睡著敵人就來捉你了
[00:05:34.960 --> 00:05:37.840]  而且還是你身邊的人帶他來
[00:05:37.840 --> 00:05:39.840]  菲利士人來捉你了
[00:05:39.840 --> 00:05:42.880]  捉我?不是吧
[00:05:42.880 --> 00:05:44.640]  還很自負
[00:05:44.640 --> 00:05:46.640]  我出去動他才行
[00:05:46.640 --> 00:05:47.760]  我出去打他
[00:05:47.760 --> 00:05:49.040]  出去活動身體
[00:05:49.040 --> 00:05:50.240]  你知道我多厲害
[00:05:50.240 --> 00:05:52.240]  誰不知不知道
[00:05:52.240 --> 00:05:57.360]  第一,睡覺了
[00:05:57.360 --> 00:05:59.600]  力量失去了
[00:05:59.600 --> 00:06:01.840]  然後敵人就來了
[00:06:01.840 --> 00:06:05.840]  卻不知道耶和華離開了
[00:06:05.840 --> 00:06:08.400]  什麼都假
[00:06:08.400 --> 00:06:10.400]  耶和華離開了
[00:06:10.400 --> 00:06:11.920]  就不行了
[00:06:11.920 --> 00:06:13.360]  就被捉了
[00:06:13.360 --> 00:06:14.320]  輸了
[00:06:14.320 --> 00:06:16.800]  菲利士人將他拿著
[00:06:16.800 --> 00:06:23.360]  這裡是碗了他的眼睛,讀"挖"
[00:06:23.360 --> 00:06:27.040]  我查過,可以讀"碗",也可以讀"彎"
[00:06:27.040 --> 00:06:30.960]  無論是哪個星,"彎"或者"碗"
[00:06:30.960 --> 00:06:32.960]  都是指"挖"
[00:06:32.960 --> 00:06:39.600]  而且原來有這個一棟一堤的邊
[00:06:39.600 --> 00:06:42.640]  這是表示用刀
[00:06:42.640 --> 00:06:45.120]  好像有匕首的刀
[00:06:45.120 --> 00:06:48.160]  用刀挖掛了他的眼睛
[00:06:48.160 --> 00:06:52.080]  用刀這樣綁住他
[00:06:52.080 --> 00:06:54.720]  很害怕,眼睛刺進去
[00:06:54.720 --> 00:06:56.960]  然後挖斷他的眼睛
[00:06:56.960 --> 00:06:59.680]  很可怕,很痛,很害怕
[00:06:59.680 --> 00:07:02.800]  將他拿住,然後弄盲了他
[00:07:02.800 --> 00:07:04.800]  其實摩西很早已
[00:07:04.800 --> 00:07:07.120]  不是摩西,經常說摩西,對不起
[00:07:07.120 --> 00:07:11.280]  其實參孫一祖屬靈的眼已經盲了
[00:07:11.280 --> 00:07:14.560]  現在是盲了肉身的眼
[00:07:14.560 --> 00:07:16.560]  這樣都沒有看到
[00:07:16.560 --> 00:07:18.560]  還要經常去菲利士人那裏
[00:07:18.560 --> 00:07:22.240]  還要在他的膝蓋那裏睡了
[00:07:22.240 --> 00:07:27.200]  於是將他帶回去加薩
[00:07:27.200 --> 00:07:29.920]  加薩就是菲利士人的總部
[00:07:29.920 --> 00:07:31.920]  總部城市
[00:07:31.920 --> 00:07:35.520]  而且用銅鏈驅索他
[00:07:35.520 --> 00:07:37.520]  為什麼用銅鏈呢?
[00:07:37.520 --> 00:07:40.480]  銅鏈很貴,而且很難找
[00:07:40.480 --> 00:07:43.680]  銅鏈其實沒有鐵鏈那麼好
[00:07:43.680 --> 00:07:45.040]  但銅鏈有什麼好處呢?
[00:07:45.040 --> 00:07:48.160]  粗一點的銅鏈不生鏽
[00:07:48.160 --> 00:07:50.160]  要困他多久呢?
[00:07:50.160 --> 00:07:52.160]  雖說沒有想過很快放的
[00:07:52.160 --> 00:07:53.760]  也沒有想過很快弄死他的
[00:07:53.760 --> 00:07:57.120]  所以用銅鏈鎖住他
[00:07:57.120 --> 00:07:59.600]  扔在監裏面,做什麼呢?
[00:07:59.600 --> 00:08:03.360]  推磨,大力,推磨
[00:08:03.360 --> 00:08:05.360]  推磨是什麼呢?
[00:08:05.360 --> 00:08:11.840]  是磨菊,磨麥粉
[00:08:11.840 --> 00:08:16.240]  或者很大塊石,中間凹了的
[00:08:16.240 --> 00:08:18.560]  將橄欖扔進去
[00:08:18.560 --> 00:08:20.560]  然後有一個站立的輪子
[00:08:20.560 --> 00:08:23.360]  輪子是有一點斜的
[00:08:23.360 --> 00:08:24.960]  然後中間穿一條木
[00:08:24.960 --> 00:08:27.840]  綁在你的頭上,綁在你的肩膀上
[00:08:27.840 --> 00:08:29.440]  或者你推著走
[00:08:29.440 --> 00:08:31.840]  不停地轉,不停地轉
[00:08:31.840 --> 00:08:35.040]  那塊石就磨爛了中間的橄欖
[00:08:35.040 --> 00:08:39.040]  通常是驢仔或者牛做的
[00:08:39.040 --> 00:08:46.240]  在監裏面推磨橄欖、磨麥粉之類
[00:08:46.240 --> 00:08:48.720]  磨石很重
[00:08:48.720 --> 00:08:53.760]  他的頭髮被剃,但又漸漸長起來
[00:08:53.760 --> 00:08:57.520]  你見到參孫經歷了這件事
[00:08:57.520 --> 00:09:01.280]  他的眼睛瞎了,被挖出來
[00:09:01.280 --> 00:09:04.400]  很害怕,而且被困住
[00:09:04.400 --> 00:09:05.920]  失去了自由
[00:09:05.920 --> 00:09:09.760]  他已經被拘禁了
[00:09:09.760 --> 00:09:16.160]  要看的是,耶和華已經離開了
[00:09:16.160 --> 00:09:18.720]  今天講得長,今天講短一點
[00:09:18.720 --> 00:09:20.000]  大家要留意
[00:09:20.000 --> 00:09:25.760]  當參孫失去了他的能力的來源之後
[00:09:25.760 --> 00:09:28.960]  你見到「我要出去活動一下」
[00:09:28.960 --> 00:09:32.160]  不過很可惜,離開了
[00:09:32.160 --> 00:09:37.280]  要知道最近那幾件事,幾個「了」是什麼呢?
[00:09:37.280 --> 00:09:43.680]  頭髮被剃了,即是能力失去了
[00:09:43.680 --> 00:09:46.880]  敵人馬上就「來了」
[00:09:46.880 --> 00:09:50.080]  制服你之後,你就失去了自由
[00:09:50.080 --> 00:09:52.640]  然後你會見到,為什麼有人制服你呢?
[00:09:52.640 --> 00:09:56.480]  最重要是因為耶和華離開了
[00:09:56.480 --> 00:09:59.280]  這個耶和華離開了,慘了
[00:09:59.280 --> 00:10:02.240]  所以弟兄姊妹,你不要失望
[00:10:02.240 --> 00:10:05.680]  如果我們的神沒有離開,在那裡就可以了
[00:10:05.680 --> 00:10:09.280]  你仍然可以依靠祂,祂的祝福隱秘仍然存在
[00:10:09.280 --> 00:10:14.000]  一間教會,有時我見那些教會是亂得不得了
[00:10:14.000 --> 00:10:19.520]  大家爭權奪利各樣東西,亂得不得了
[00:10:19.520 --> 00:10:22.720]  不過如果你堅信耶穌基督沒有離開
[00:10:22.720 --> 00:10:26.160]  只要耶穌基督沒有離開,沒問題,放心
[00:10:26.160 --> 00:10:32.320]  但是如果神離開了,一個人一個地方的教會就沒有了
[00:10:32.320 --> 00:10:36.400]  受敵已經來了,你的能力已經失去了
[00:10:36.400 --> 00:10:40.240]  最慘的是耶和華已經離開了參宣
[00:10:40.240 --> 00:10:44.720]  他是被自己的自負與自我而害死的
[00:10:44.720 --> 00:10:47.920]  就是這兩點要跟大家講的,讓我們一起禱告吧
[00:10:47.920 --> 00:10:51.760]  天父,我們在這裡覺得很嘆息
[00:10:51.760 --> 00:10:54.960]  我們一邊看參宣經歷的時候
[00:10:54.960 --> 00:10:58.160]  心裡也覺得心裡是砰砰跳的
[00:10:58.160 --> 00:11:03.920]  為什麼這麼有力量的人竟然到最後是這樣的收場
[00:11:03.920 --> 00:11:12.400]  而收場最可怕的地方固然是眼睛被刮去,被刀刮去
[00:11:12.400 --> 00:11:18.000]  眼睛很痛,看不到了,從此失明了,不再見到
[00:11:18.000 --> 00:11:23.120]  最重要的是,最開始是他屬靈的眼睛已經失明了
[00:11:23.120 --> 00:11:29.520]  幫助我們,保守我們的心眼,讓我們看得明亮,看到祢的心意
[00:11:29.520 --> 00:11:33.120]  幫助我們,保守我們的能力是從祢而來
[00:11:33.120 --> 00:11:38.480]  神啊,不要離開我們,讓我們心裡知道祢一路的同在
[00:11:38.480 --> 00:11:43.360]  我們讚美祢就是,其實祢一直都應許不會離開我們
[00:11:43.360 --> 00:11:49.040]  祢會一路做我們的目者,如果會失去,是我們自己走失了
[00:11:49.040 --> 00:11:53.040]  而祢是要來尋找我們,多謝祢不要放棄我們
[00:11:53.040 --> 00:11:59.440]  讚美主,主我們繼續要看下去,參孫怎樣頭髮漸漸長起來
[00:11:59.440 --> 00:12:05.840]  祂的心智重新回來,祂的力量重新回來,都是從祢而來的
[00:12:05.840 --> 00:12:12.560]  幫助我們,警醒,不要屬靈上,睡著了
[00:12:12.560 --> 00:12:15.280]  祈禱奉耶穌名求,阿門
