
[00:00:00.000 --> 00:00:04.000]  大家醒了嗎? 真的! 醒了嗎? 醒了就給我一個「Amen」,謝謝!
[00:03:56.000 --> 00:03:59.000]  有的,大大小小的罪
[00:03:59.000 --> 00:04:03.000]  迴轉真的要實施
[00:04:03.000 --> 00:04:07.000]  我記得上次巴西傑奇說過一種罪
[00:04:07.000 --> 00:04:09.000]  叫硬頸的罪,記不記得?
[00:04:09.000 --> 00:04:11.000]  是,我是犯罪
[00:04:11.000 --> 00:04:13.000]  但我知道神愛我
[00:04:13.000 --> 00:04:15.000]  這樣行不行?
[00:04:15.000 --> 00:04:17.000]  我覺得都不是太好
[00:04:17.000 --> 00:04:19.000]  但都來得誠懇,是嗎?
[00:04:19.000 --> 00:04:21.000]  起碼知道是罪,是嗎?
[00:04:21.000 --> 00:04:22.000]  你明白我的意思吧?
[00:04:22.000 --> 00:04:25.000]  這次說的罪是有點無賴的
[00:04:25.000 --> 00:04:28.000]  有一點假冒為善的
[00:04:28.000 --> 00:04:31.000]  因為是明知故犯的
[00:04:31.000 --> 00:04:33.000]  睜大眼睛說謊
[00:04:33.000 --> 00:04:35.000]  有沒有例子?
[00:04:35.000 --> 00:04:37.000]  有小朋友應該知道的
[00:04:37.000 --> 00:04:39.000]  我跟女兒說
[00:04:39.000 --> 00:04:41.000]  你不要再在房間裡吃東西
[00:04:41.000 --> 00:04:43.000]  有蟑螂
[00:04:43.000 --> 00:04:46.000]  然後下次我又看到房間裡有東西吃
[00:04:46.000 --> 00:04:49.000]  女兒,我不是跟你說了你不可以上去吃東西了嗎?
[00:04:49.000 --> 00:04:51.000]  我喝東西而已
[00:04:51.000 --> 00:04:53.000]  我沒有犯罪,我沒有錯
[00:04:53.000 --> 00:04:55.000]  你是不是氣死了?
[00:04:55.000 --> 00:04:57.000]  教就不聽
[00:04:57.000 --> 00:04:59.000]  犯罪就不認
[00:04:59.000 --> 00:05:01.000]  就將他的罪合理化
[00:05:01.000 --> 00:05:03.000]  理直氣壯
[00:05:03.000 --> 00:05:05.000]  自治,鏗鏘鋸鋸,擲地有聲
[00:05:05.000 --> 00:05:07.000]  就罵他,是嗎?
[00:05:07.000 --> 00:05:09.000]  罰他,是嗎?
[00:05:09.000 --> 00:05:11.000]  以後就,不要以後了
[00:05:11.000 --> 00:05:13.000]  收你一天電話,可以嗎?
[00:05:13.000 --> 00:05:15.000]  收電話了,OK?
[00:05:15.000 --> 00:05:17.000]  即是同樣事情
[00:05:17.000 --> 00:05:20.000]  這次神就罵以色列人
[00:05:20.000 --> 00:05:22.000]  喂,我派這麼多先知來
[00:05:22.000 --> 00:05:24.000]  你們都不回轉?
[00:05:24.000 --> 00:05:26.000]  你們還說自己沒有罪
[00:05:26.000 --> 00:05:28.000]  還不承認
[00:05:28.000 --> 00:05:30.000]  俄西亞來,沒有了,OK?
[00:05:30.000 --> 00:05:32.000]  你們再不回轉
[00:05:32.000 --> 00:05:34.000]  神就收了國家
[00:05:34.000 --> 00:05:36.000]  導致亡國的收場
[00:05:36.000 --> 00:05:39.000]  所以今天,我們要藉著以色列人犯的錯
[00:05:39.000 --> 00:05:41.000]  令我們可以借鑒
[00:05:41.000 --> 00:05:43.000]  一起回轉,好嗎?
[00:05:43.000 --> 00:05:45.000]  今天,我們將會說這三點
[00:05:45.000 --> 00:05:47.000]  頭兩點是related的
[00:05:47.000 --> 00:05:49.000]  即是
[00:05:49.000 --> 00:05:51.000]  如果我們將我們的犯罪合理化
[00:05:51.000 --> 00:05:53.000]  慢慢就會怎樣?
[00:05:53.000 --> 00:05:55.000]  常態化
[00:05:55.000 --> 00:05:57.000]  你再常態化,就越來越合理了
[00:05:57.000 --> 00:05:59.000]  然後大家就一起做
[00:05:59.000 --> 00:06:01.000]  同不同意?OK?
[00:06:01.000 --> 00:06:03.000]  所以我們今天剖析
[00:06:03.000 --> 00:06:05.000]  第一、二點
[00:06:05.000 --> 00:06:07.000]  第三點,我們要學習
[00:06:07.000 --> 00:06:09.000]  如何回轉,歸向神
[00:06:09.000 --> 00:06:11.000]  OK?
[00:06:11.000 --> 00:06:13.000]  今天的經文會在
[00:06:13.000 --> 00:06:15.000]  《河西亞書》第七章
[00:06:15.000 --> 00:06:17.000]  我們一起看看神怎樣罵以色列人
[00:06:17.000 --> 00:06:19.000]  他這樣說
[00:06:19.000 --> 00:06:21.000]  他說,我想醫治以色列的時候
[00:06:21.000 --> 00:06:23.000]  以法年的罪孽和撒馬尼亞的罪惡
[00:06:23.000 --> 00:06:25.000]  就顯露出來
[00:06:25.000 --> 00:06:27.000]  他們行事虛荒
[00:06:27.000 --> 00:06:29.000]  內有賊人入室偷盜
[00:06:29.000 --> 00:06:31.000]  外有強盜
[00:06:31.000 --> 00:06:33.000]  成群騷擾
[00:06:33.000 --> 00:06:35.000]  他們心裡
[00:06:35.000 --> 00:06:37.000]  並不思想
[00:06:37.000 --> 00:06:39.000]  我紀念他們一切的罪
[00:06:39.000 --> 00:06:41.000]  一切的惡
[00:06:41.000 --> 00:06:43.000]  他們所行的
[00:06:43.000 --> 00:06:45.000]  現在纏繞他們
[00:06:45.000 --> 00:06:47.000]  都在我面前
[00:06:47.000 --> 00:06:49.000]  大英姊妹,我們一起讀
[00:06:49.000 --> 00:06:51.000]  橙色那幾個字,好嗎?
[00:06:51.000 --> 00:06:53.000]  心裡並不思想
[00:06:53.000 --> 00:06:55.000]  是甚麼意思呢?
[00:06:55.000 --> 00:06:57.000]  原文的意思是,你都不跟心裡聊聊天
[00:06:57.000 --> 00:06:59.000]  你都不跟心裡說說
[00:06:59.000 --> 00:07:01.000]  苦心自問
[00:07:01.000 --> 00:07:03.000]  不是你不知道
[00:07:03.000 --> 00:07:05.000]  即是你沒有苦心自問
[00:07:05.000 --> 00:07:07.000]  你有沒有問良心呢?是這個意思
[00:07:07.000 --> 00:07:09.000]  其實,你看看
[00:07:09.000 --> 00:07:11.000]  列王紀上下
[00:07:11.000 --> 00:07:13.000]  所有以色列的
[00:07:13.000 --> 00:07:15.000]  君王,個個都是做
[00:07:15.000 --> 00:07:17.000]  惡,眼中為甚麼事?
[00:07:17.000 --> 00:07:19.000]  為惡的事
[00:07:19.000 --> 00:07:21.000]  直至到《河西亞》來到的時候
[00:07:21.000 --> 00:07:23.000]  他們都不回轉
[00:07:23.000 --> 00:07:25.000]  一個一個,一個比一個王
[00:07:25.000 --> 00:07:27.000]  更加差,七個王,好嗎?
[00:07:27.000 --> 00:07:29.000]  大家都做不上,由耶路波
[00:07:29.000 --> 00:07:31.000]  二世開始,我不讀出來
[00:07:31.000 --> 00:07:33.000]  但是有一個真的很慘
[00:07:33.000 --> 00:07:35.000]  比Liz Truss做了一個月還慘
[00:07:35.000 --> 00:07:37.000]  好嗎?
[00:07:37.000 --> 00:07:39.000]  你知不知道我在說誰?
[00:07:39.000 --> 00:07:41.000]  英國那個做了45天,好嗎?
[00:07:41.000 --> 00:07:43.000]  有一個叫比加克
[00:07:43.000 --> 00:07:45.000]  做了兩年,不是比加茲,是比加克
[00:07:45.000 --> 00:07:47.000]  好嗎?還有一個
[00:07:47.000 --> 00:07:49.000]  做了六個月,薩加利亞
[00:07:49.000 --> 00:07:51.000]  為甚麼這麼糟糕呢?
[00:07:51.000 --> 00:07:53.000]  因為
[00:07:53.000 --> 00:07:55.000]  神直著才知道他們是甚麼
[00:07:55.000 --> 00:07:57.000]  我們看一看,好嗎?
[00:07:57.000 --> 00:07:59.000]  他說以法連和
[00:07:59.000 --> 00:08:01.000]  列邦人參雜,以法連是甚麼?
[00:08:01.000 --> 00:08:03.000]  一起讀,好嗎?
[00:08:03.000 --> 00:08:05.000]  沒有翻過的餅
[00:08:05.000 --> 00:08:07.000]  何謂沒有翻過的餅呢?
[00:08:07.000 --> 00:08:09.000]  我首先講一講我的陰影給你們聽
[00:08:09.000 --> 00:08:11.000]  我小時候
[00:08:11.000 --> 00:08:13.000]  有一天,我媽媽
[00:08:13.000 --> 00:08:15.000]  罵我,她說真的生個叉燒
[00:08:15.000 --> 00:08:17.000]  比生你好
[00:08:17.000 --> 00:08:19.000]  我當時簡直呆了
[00:08:19.000 --> 00:08:21.000]  我覺得很生硬
[00:08:21.000 --> 00:08:23.000]  一向她都是
[00:08:23.000 --> 00:08:25.000]  將隔壁的小明給我比
[00:08:25.000 --> 00:08:27.000]  這次她竟然用死脈給我比
[00:08:27.000 --> 00:08:29.000]  真的很糟糕
[00:08:29.000 --> 00:08:31.000]  我真的被她傷了心
[00:08:31.000 --> 00:08:33.000]  我第一次聽到,怎麼想的?
[00:08:33.000 --> 00:08:35.000]  生個叉燒都可以嗎?
[00:08:35.000 --> 00:08:37.000]  我就想,是的
[00:08:37.000 --> 00:08:39.000]  叉燒可以吃
[00:08:39.000 --> 00:08:41.000]  我沒得吃
[00:08:41.000 --> 00:08:43.000]  那我就是沒用,是嗎?
[00:08:43.000 --> 00:08:45.000]  你明白我的意思嗎?這次也是
[00:08:45.000 --> 00:08:47.000]  說沒有翻過的餅
[00:08:47.000 --> 00:08:49.000]  以前做餅
[00:08:49.000 --> 00:08:51.000]  現在也是,有煮食高手都知道
[00:08:51.000 --> 00:08:53.000]  煎個餅,煎一邊
[00:08:53.000 --> 00:08:55.000]  外面看下去就熟
[00:08:55.000 --> 00:08:57.000]  其實裡面是生的
[00:08:57.000 --> 00:08:59.000]  即是怎樣?
[00:08:59.000 --> 00:09:01.000]  不能吃,一樣
[00:09:01.000 --> 00:09:03.000]  其實用一個 context 來講
[00:09:03.000 --> 00:09:05.000]  神就說生個叉燒比生他們好
[00:09:05.000 --> 00:09:07.000]  只有外表
[00:09:07.000 --> 00:09:09.000]  鄧小姐妹,我們不可以做
[00:09:09.000 --> 00:09:11.000]  只有外表的基督徒,行不行?
[00:09:11.000 --> 00:09:13.000]  我們死人都要回轉
[00:09:13.000 --> 00:09:15.000]  人就是這樣
[00:09:15.000 --> 00:09:17.000]  要不停不停不停回轉
[00:09:17.000 --> 00:09:19.000]  Amen,行不行?
[00:09:19.000 --> 00:09:21.000]  我們一起做,如果你沒回轉,我提醒你
[00:09:21.000 --> 00:09:23.000]  我沒回轉,你提醒我,行不行?
[00:09:23.000 --> 00:09:25.000]  我們要不停回轉
[00:09:25.000 --> 00:09:27.000]  要不然
[00:09:27.000 --> 00:09:29.000]  就好像新約提摩特後說
[00:09:29.000 --> 00:09:31.000]  慢慢就
[00:09:31.000 --> 00:09:33.000]  變成一個專顧自己
[00:09:33.000 --> 00:09:35.000]  貪愛錢財,自誇狂傲
[00:09:35.000 --> 00:09:37.000]  有敬虔的愛物卻背料
[00:09:37.000 --> 00:09:39.000]  敬虔的是什麼?實意
[00:09:39.000 --> 00:09:41.000]  這些人,這些人
[00:09:41.000 --> 00:09:43.000]  我們要躲開,是嗎?
[00:09:43.000 --> 00:09:45.000]  既然我們要躲開這些人
[00:09:45.000 --> 00:09:47.000]  我們自己都不要做了
[00:09:47.000 --> 00:09:51.000]  先說一聲
[00:09:51.000 --> 00:09:53.000]  何西亞書也挺重的
[00:09:53.000 --> 00:09:55.000]  不是我告訴大家
[00:09:55.000 --> 00:09:57.000]  我也告訴自己
[00:09:57.000 --> 00:09:59.000]  我看到也有點內疚
[00:09:59.000 --> 00:10:01.000]  所以我們一起
[00:10:01.000 --> 00:10:03.000]  用憂傷的靈,一起去
[00:10:03.000 --> 00:10:05.000]  聽神的話,好嗎?
[00:10:05.000 --> 00:10:07.000]  我們第一點是什麼?我們一起讀出來,好嗎?
[00:10:07.000 --> 00:10:09.000]  1,2,3
[00:10:09.000 --> 00:10:11.000]  犯罪合理化
[00:10:11.000 --> 00:10:13.000]  是的,所以我們不可以
[00:10:13.000 --> 00:10:15.000]  把犯罪合理化
[00:10:15.000 --> 00:10:17.000]  這就是
[00:10:17.000 --> 00:10:19.000]  假冒為善,表裡不一
[00:10:19.000 --> 00:10:21.000]  你知不知道耶穌最憎恨的理財是什麼?
[00:10:21.000 --> 00:10:25.000]  沒錯,是誰說的?舉手
[00:10:25.000 --> 00:10:27.000]  給他一點掌聲
[00:10:27.000 --> 00:10:29.000]  肯說不肯舉手
[00:10:29.000 --> 00:10:31.000]  其實
[00:10:31.000 --> 00:10:33.000]  耶穌不是不喜歡別人守律法
[00:10:33.000 --> 00:10:35.000]  是不喜歡別人假冒為善
[00:10:35.000 --> 00:10:37.000]  表裡不一
[00:10:37.000 --> 00:10:39.000]  表面信神
[00:10:39.000 --> 00:10:41.000]  其實裡面很開放
[00:10:41.000 --> 00:10:43.000]  表面信神
[00:10:43.000 --> 00:10:45.000]  其實思想很開放
[00:10:45.000 --> 00:10:47.000]  玉火焚身的時候
[00:10:47.000 --> 00:10:49.000]  就想拜巴力
[00:10:49.000 --> 00:10:51.000]  為什麼玉火焚身的時候拜巴力呢?
[00:10:51.000 --> 00:10:53.000]  因為新奇刺激又好玩
[00:10:53.000 --> 00:10:55.000]  那時候拜巴力
[00:10:55.000 --> 00:10:57.000]  有很多事情可以做
[00:10:57.000 --> 00:10:59.000]  你見不見到這條柱
[00:10:59.000 --> 00:11:03.000]  那些叫做妓仔
[00:11:03.000 --> 00:11:05.000]  那些叫做廟祭
[00:11:05.000 --> 00:11:07.000]  的柱
[00:11:07.000 --> 00:11:09.000]  裡面有千幾
[00:11:09.000 --> 00:11:11.000]  二千個廟祭
[00:11:11.000 --> 00:11:13.000]  有男有女
[00:11:13.000 --> 00:11:15.000]  如果你回到當時
[00:11:15.000 --> 00:11:17.000]  你見到小強
[00:11:17.000 --> 00:11:19.000]  小強
[00:11:19.000 --> 00:11:21.000]  在那些廟祭
[00:11:21.000 --> 00:11:23.000]  走出來拿著牙籤
[00:11:23.000 --> 00:11:25.000]  說你不是信神嗎?
[00:11:25.000 --> 00:11:27.000]  你有什麼理由
[00:11:27.000 --> 00:11:29.000]  去巴力廟去嫖妓
[00:11:29.000 --> 00:11:33.000]  小強就說
[00:11:33.000 --> 00:11:35.000]  不是啊
[00:11:35.000 --> 00:11:37.000]  是隔壁屋小明叫我去
[00:11:37.000 --> 00:11:39.000]  你不明白
[00:11:39.000 --> 00:11:41.000]  小明說只要我們
[00:11:41.000 --> 00:11:43.000]  拜巴力去這個廟祭
[00:11:43.000 --> 00:11:45.000]  跟他們糾合
[00:11:45.000 --> 00:11:47.000]  我們就可以喚醒
[00:11:47.000 --> 00:11:49.000]  天上的巴力
[00:11:49.000 --> 00:11:51.000]  令他記得要跟我們母親大地
[00:11:51.000 --> 00:11:53.000]  產生關係
[00:11:53.000 --> 00:11:55.000]  到時候我們就有雨水
[00:11:55.000 --> 00:11:57.000]  到時候我們就會生養眾多
[00:11:57.000 --> 00:11:59.000]  其實
[00:11:59.000 --> 00:12:01.000]  聖經也叫我們生養眾多
[00:12:01.000 --> 00:12:03.000]  沒有底足
[00:12:03.000 --> 00:12:05.000]  接著
[00:12:05.000 --> 00:12:07.000]  你就說
[00:12:07.000 --> 00:12:09.000]  那你是不是真的生養眾多
[00:12:09.000 --> 00:12:11.000]  隔壁小明就真的生養眾多
[00:12:11.000 --> 00:12:13.000]  但是我還沒有
[00:12:13.000 --> 00:12:15.000]  我生了一個
[00:12:15.000 --> 00:12:17.000]  我先給他一封利是
[00:12:17.000 --> 00:12:19.000]  死了
[00:12:19.000 --> 00:12:21.000]  為什麼?
[00:12:21.000 --> 00:12:23.000]  祭了
[00:12:23.000 --> 00:12:25.000]  我祭了給巴力
[00:12:25.000 --> 00:12:27.000]  都沒有底足
[00:12:27.000 --> 00:12:29.000]  你看摩西五經
[00:12:29.000 --> 00:12:31.000]  神都叫
[00:12:31.000 --> 00:12:33.000]  阿巴拉行獻以撒格
[00:12:33.000 --> 00:12:35.000]  都是一樣的道理
[00:12:35.000 --> 00:12:37.000]  你獻了給巴力
[00:12:37.000 --> 00:12:39.000]  你知不知道
[00:12:39.000 --> 00:12:41.000]  所有生命都是巴力給的
[00:12:41.000 --> 00:12:43.000]  巴力給你的時候
[00:12:43.000 --> 00:12:45.000]  小明說
[00:12:45.000 --> 00:12:47.000]  小明很認真地跟我說
[00:12:47.000 --> 00:12:49.000]  他說巴力會保守我
[00:12:49.000 --> 00:12:51.000]  下一胎再下一胎都會很健康
[00:12:51.000 --> 00:12:53.000]  還要讀書
[00:12:53.000 --> 00:12:55.000]  科科拿A
[00:12:55.000 --> 00:12:57.000]  他的子女真的可以讀書
[00:12:57.000 --> 00:12:59.000]  你明不明白他犯什麼罪
[00:12:59.000 --> 00:13:01.000]  他將他
[00:13:01.000 --> 00:13:03.000]  拜巴力
[00:13:03.000 --> 00:13:05.000]  拜得變了合理化
[00:13:05.000 --> 00:13:07.000]  他覺得
[00:13:07.000 --> 00:13:09.000]  巴力都是神
[00:13:09.000 --> 00:13:11.000]  他都保守同聖經
[00:13:11.000 --> 00:13:13.000]  沒有底足
[00:13:13.000 --> 00:13:15.000]  在這裡
[00:13:15.000 --> 00:13:17.000]  你要看清楚
[00:13:17.000 --> 00:13:19.000]  當時的以色列人
[00:13:19.000 --> 00:13:21.000]  是在兩個律當中
[00:13:21.000 --> 00:13:23.000]  一個是什麼
[00:13:23.000 --> 00:13:25.000]  近東的神明
[00:13:25.000 --> 00:13:27.000]  近東的神明
[00:13:27.000 --> 00:13:29.000]  他們不確定自己
[00:13:29.000 --> 00:13:31.000]  下一步應該做什麼
[00:13:31.000 --> 00:13:33.000]  他們不小心
[00:13:33.000 --> 00:13:35.000]  睡著了
[00:13:35.000 --> 00:13:37.000]  如果在下面不停玩神打
[00:13:37.000 --> 00:13:39.000]  一定要打自己
[00:13:39.000 --> 00:13:41.000]  記不記得
[00:13:41.000 --> 00:13:43.000]  有說過
[00:13:43.000 --> 00:13:45.000]  這樣彪彪彪彪
[00:13:45.000 --> 00:13:47.000]  他就會給你魚
[00:13:47.000 --> 00:13:49.000]  所以他是可以
[00:13:49.000 --> 00:13:51.000]  搖動的
[00:13:51.000 --> 00:13:53.000]  但是以色列的神
[00:13:53.000 --> 00:13:55.000]  不變他屬性
[00:13:55.000 --> 00:13:57.000]  是不變的
[00:13:57.000 --> 00:13:59.000]  他立了約之後
[00:13:59.000 --> 00:14:01.000]  要你聽命
[00:14:01.000 --> 00:14:03.000]  聽話
[00:14:03.000 --> 00:14:05.000]  同不同意
[00:14:05.000 --> 00:14:07.000]  很悶
[00:14:07.000 --> 00:14:09.000]  同不同意
[00:14:09.000 --> 00:14:11.000]  很悶
[00:14:11.000 --> 00:14:13.000]  不夠刺激
[00:14:13.000 --> 00:14:15.000]  以前
[00:14:15.000 --> 00:14:17.000]  拜巴力
[00:14:17.000 --> 00:14:19.000]  他們已經將東西
[00:14:19.000 --> 00:14:21.000]  混在一起
[00:14:21.000 --> 00:14:23.000]  這個
[00:14:23.000 --> 00:14:25.000]  就是摩洛
[00:14:25.000 --> 00:14:27.000]  他已經混亂了
[00:14:27.000 --> 00:14:29.000]  摩洛就是一塊鐵
[00:14:29.000 --> 00:14:31.000]  有個牛頭
[00:14:31.000 --> 00:14:33.000]  他在下面不停燒著
[00:14:33.000 --> 00:14:35.000]  整個摩洛
[00:14:35.000 --> 00:14:37.000]  都熱了
[00:14:37.000 --> 00:14:39.000]  他就把嬰兒放上去
[00:14:39.000 --> 00:14:41.000]  哭
[00:14:41.000 --> 00:14:43.000]  下面的人就跳舞
[00:14:43.000 --> 00:14:45.000]  很亢奮
[00:14:45.000 --> 00:14:47.000]  我找到影片
[00:14:47.000 --> 00:14:49.000]  不好意思播放
[00:14:49.000 --> 00:14:51.000]  昨晚他已經高級了
[00:14:51.000 --> 00:14:53.000]  巴力中間有幾個爐
[00:14:53.000 --> 00:14:55.000]  燒燒幾個方便很多
[00:14:55.000 --> 00:14:57.000]  很殘忍
[00:14:57.000 --> 00:14:59.000]  後來他高級了
[00:14:59.000 --> 00:15:01.000]  摩洛
[00:15:01.000 --> 00:15:03.000]  當你
[00:15:03.000 --> 00:15:05.000]  把嬰兒放上去的時候
[00:15:05.000 --> 00:15:07.000]  機關就會
[00:15:07.000 --> 00:15:09.000]  倒進嘴裡
[00:15:09.000 --> 00:15:11.000]  嬰兒滾滾滾
[00:15:11.000 --> 00:15:13.000]  火噴出來
[00:15:13.000 --> 00:15:15.000]  嬰兒哭一下
[00:15:15.000 --> 00:15:17.000]  他們就叫一下
[00:15:17.000 --> 00:15:19.000]  他們覺得這樣
[00:15:19.000 --> 00:15:21.000]  才可以搖動到神的手
[00:15:21.000 --> 00:15:23.000]  但以色列人
[00:15:23.000 --> 00:15:25.000]  他知道是不行的
[00:15:25.000 --> 00:15:27.000]  但他又信神
[00:15:27.000 --> 00:15:29.000]  在這個關鍵的情況下
[00:15:29.000 --> 00:15:31.000]  他又不想叛教
[00:15:31.000 --> 00:15:33.000]  就形成了一個叫做
[00:15:33.000 --> 00:15:35.000]  混合主義
[00:15:35.000 --> 00:15:37.000]  戴著假面具
[00:15:37.000 --> 00:15:39.000]  這個就是混合主義
[00:15:39.000 --> 00:15:41.000]  他要將所有做的事情
[00:15:41.000 --> 00:15:43.000]  變得合理化
[00:15:43.000 --> 00:15:45.000]  這個是公元前十世紀的
[00:15:45.000 --> 00:15:47.000]  奉獻台
[00:15:47.000 --> 00:15:49.000]  第一層
[00:15:49.000 --> 00:15:51.000]  第三層
[00:15:51.000 --> 00:15:53.000]  都是在敬拜耶和華
[00:15:53.000 --> 00:15:55.000]  而第二層
[00:15:55.000 --> 00:15:57.000]  第四層
[00:15:57.000 --> 00:15:59.000]  就是外邦的神明
[00:15:59.000 --> 00:16:01.000]  他們說我依然有獻祭
[00:16:01.000 --> 00:16:03.000]  是不是
[00:16:03.000 --> 00:16:05.000]  覺得獻了祭就很合理
[00:16:05.000 --> 00:16:07.000]  但神說
[00:16:07.000 --> 00:16:09.000]  不合理
[00:16:09.000 --> 00:16:11.000]  神說
[00:16:11.000 --> 00:16:13.000]  你不思想一下
[00:16:13.000 --> 00:16:15.000]  你不苦心自問
[00:16:15.000 --> 00:16:17.000]  為何你會用拜神的心態
[00:16:17.000 --> 00:16:19.000]  來敬拜神呢
[00:16:19.000 --> 00:16:21.000]  已經違約了
[00:16:21.000 --> 00:16:23.000]  違約了一點都不合理
[00:16:23.000 --> 00:16:25.000]  你們將拜巴力合理化
[00:16:25.000 --> 00:16:27.000]  其實是在騙自己
