
[00:00:00.000 --> 00:00:03.800]  由今年年初開始,我們一直在說
[00:03:11.000 --> 00:03:12.800]  奉耶穌基督的特性的名
[00:03:12.800 --> 00:03:13.300]  阿們
[00:03:13.300 --> 00:03:14.300]  頂展會請坐
[00:03:14.300 --> 00:03:19.900]  第二次世界大戰的時間
[00:03:19.900 --> 00:03:22.000]  有一個這樣的傳說
[00:03:22.000 --> 00:03:24.800]  1945年7月26日
[00:03:24.800 --> 00:03:28.100]  太平洋戰爭打到接近尾聲
[00:03:28.100 --> 00:03:32.300]  中美英三國向日本發出最後通牒
[00:03:32.300 --> 00:03:34.900]  這個最後通牒叫波茨坦通告
[00:03:34.900 --> 00:03:39.800]  內容是要求日本馬上無條件投降
[00:03:39.800 --> 00:03:44.500]  否則他們會遭遇到完全和徹底的毀滅
[00:03:44.500 --> 00:03:46.300]  7月27日
[00:03:46.300 --> 00:03:48.300]  日皇御人收到這個消息
[00:03:48.300 --> 00:03:50.400]  就急召外相入宮
[00:03:50.400 --> 00:03:52.400]  促請他不要猶豫
[00:03:52.400 --> 00:03:55.200]  馬上要接受這個公告
[00:03:55.200 --> 00:03:58.300]  當時的日本首相叫鈴木冠太郎
[00:03:58.300 --> 00:04:00.800]  鈴木的內閣開了整天會
[00:04:00.800 --> 00:04:03.900]  大部分的國員都同意接受公告
[00:04:03.900 --> 00:04:05.900]  但仍有兩個疑問
[00:04:05.900 --> 00:04:07.400]  第一個疑問是
[00:04:07.400 --> 00:04:10.900]  這個公告是通過電台廣播
[00:04:10.900 --> 00:04:13.000]  或者是飛機投下的傳單
[00:04:13.000 --> 00:04:14.700]  作出來的文件
[00:04:14.700 --> 00:04:16.800]  並不是正式的外交文件
[00:04:16.800 --> 00:04:18.900]  將來作為外交談判
[00:04:18.900 --> 00:04:20.700]  可不可以承認呢?
[00:04:20.700 --> 00:04:22.500]  第二個疑問是
[00:04:22.500 --> 00:04:24.100]  日本曾經派出特使
[00:04:24.100 --> 00:04:26.700]  請求當時的蘇聯出面調停
[00:04:26.700 --> 00:04:28.100]  和盟軍講和
[00:04:28.100 --> 00:04:31.300]  這個特使是否繼續去工作呢?
[00:04:31.300 --> 00:04:32.300]  結果
[00:04:32.300 --> 00:04:33.900]  他們這個內閣
[00:04:33.900 --> 00:04:35.500]  做了一個決定就是
[00:04:35.500 --> 00:04:39.100]  暫時對於這個公告不予置評
[00:04:39.100 --> 00:04:41.200]  靜觀其變
[00:04:41.200 --> 00:04:43.700]  7月28日
[00:04:43.700 --> 00:04:45.900]  鈴木在記者會上
[00:04:45.900 --> 00:04:50.100]  發表日本政府對波茨坦公告的態度
[00:04:50.100 --> 00:04:52.300]  他用了一個很奇怪的字
[00:04:52.300 --> 00:04:53.800]  「Mokutatsu」
[00:04:53.800 --> 00:04:56.300]  漢字叫做「默殺」
[00:04:56.300 --> 00:04:57.800]  為什麼這個字這麼奇怪呢?
[00:04:57.800 --> 00:04:59.300]  因為有兩個意思
[00:04:59.300 --> 00:05:01.300]  第一個意思是不予置評
[00:05:01.300 --> 00:05:05.200]  代表日本政府暫時對波茨坦公告
[00:05:05.200 --> 00:05:07.200]  還未作出最後決定
[00:05:07.200 --> 00:05:09.200]  第二個意思是「彩你都傻」
[00:05:09.200 --> 00:05:12.400]  就是日本政府斷然拒絕
[00:05:12.400 --> 00:05:15.200]  當時採訪這段新聞的記者
[00:05:15.200 --> 00:05:17.600]  是一個狂熱的愛國分子
[00:05:17.600 --> 00:05:20.400]  他極之不想日本政府無條件投降
[00:05:20.400 --> 00:05:22.700]  對於國家帶來這麼大的羞辱
[00:05:22.700 --> 00:05:27.100]  於是他就選擇了第二個意思去翻譯
[00:05:27.100 --> 00:05:28.000]  第二天
[00:05:28.000 --> 00:05:30.200]  美國就收到這個消息
[00:05:30.200 --> 00:05:31.500]  同一時間
[00:05:31.500 --> 00:05:34.500]  美國的總統杜魯門作出一個決定
[00:05:34.500 --> 00:05:37.000]  就是8月6日和8月9日
[00:05:37.000 --> 00:05:42.300]  分別在廣島和長崎投下兩枚原子彈
[00:05:42.300 --> 00:05:45.300]  這個傳說反映一個現象
[00:05:45.300 --> 00:05:46.700]  什麼現象呢?
[00:05:46.700 --> 00:05:48.400]  就是很多時間
[00:05:48.400 --> 00:05:49.900]  訊息的傳遞
[00:05:49.900 --> 00:05:52.700]  並不是在乎說的人想說什麼
[00:05:52.700 --> 00:05:55.700]  而是在乎聽的人想聽什麼
[00:05:55.700 --> 00:05:57.200]  所以簡例聽
[00:05:57.200 --> 00:05:59.200]  選擇性失衝
[00:05:59.200 --> 00:06:03.200]  有一個女孩走到快餐店的櫃檯
[00:06:03.200 --> 00:06:05.000]  「麻煩一份炸雞」
[00:06:05.000 --> 00:06:07.800]  「小姐請問這份炸雞你要什麼味道呢?」
[00:06:07.800 --> 00:06:09.100]  「麻煩一杯細可樂」
[00:06:09.100 --> 00:06:12.200]  「小姐請問這份炸雞是什麼味道呢?」
[00:06:12.200 --> 00:06:13.600]  「麻煩一杯細可樂」
[00:06:13.600 --> 00:06:14.800]  「小姐不好意思」
[00:06:14.800 --> 00:06:18.300]  「我其實想問這份炸雞你是想甜辣、大辣」
[00:06:18.300 --> 00:06:19.300]  「還是不辣呢?」
[00:06:19.300 --> 00:06:20.900]  「麻煩甜辣」
[00:06:20.900 --> 00:06:24.600]  我們很清楚這個女孩心裡在想什麼
[00:06:24.600 --> 00:06:25.800]  細可樂
[00:06:25.800 --> 00:06:27.500]  所以簡例聽
[00:06:27.500 --> 00:06:29.400]  選擇性失衝
[00:06:29.400 --> 00:06:31.700]  聽這個字其實有兩個意思
[00:06:31.700 --> 00:06:35.900]  第一個意思是聲波通過空氣的震動
[00:06:35.900 --> 00:06:38.300]  再由耳殼傳入大腦
[00:06:38.300 --> 00:06:40.000]  產生聽覺
[00:06:40.000 --> 00:06:41.200]  第二個意思
[00:06:41.200 --> 00:06:42.800]  是用心去聽
[00:06:42.800 --> 00:06:44.700]  即是今天的講題
[00:06:44.700 --> 00:06:45.700]  聆聽
[00:06:45.700 --> 00:06:49.100]  其實中國這個「聽」字是很傳神的
[00:06:49.100 --> 00:06:50.600]  我們看看這個「聽」字
[00:06:50.600 --> 00:06:52.700]  「聽」字是由三部分組成的
[00:06:52.700 --> 00:06:54.200]  第一是耳
[00:06:54.200 --> 00:06:55.600]  第二是眼
[00:06:55.600 --> 00:06:57.500]  第三是心
[00:06:57.500 --> 00:07:00.100]  換句話說真正的聆聽是怎樣的呢?
[00:07:00.100 --> 00:07:02.800]  真正的聆聽不單用耳朵去聽
[00:07:02.800 --> 00:07:06.000]  並且用眼、你的心、你的腦
[00:07:06.000 --> 00:07:11.000]  整個情況一起去真心聆聽
[00:07:11.000 --> 00:07:15.200]  其實我們的神也很重視我們聆聽的態度
[00:07:15.200 --> 00:07:17.900]  「聽」字希臘文Akou
[00:07:17.900 --> 00:07:22.300]  在新約聖經一共出現過四百三十三次
[00:07:22.300 --> 00:07:26.400]  舊約的「聽」字希伯來文Shamar
[00:07:26.400 --> 00:07:27.500]  就更加多了
[00:07:27.500 --> 00:07:32.100]  在整本舊約聖經一共出現過一千一百四十三次
[00:07:32.100 --> 00:07:37.600]  可想而知我們的神是超級重視我們聆聽的態度
[00:07:37.600 --> 00:07:42.200]  耶穌基督在四福音書裡一共八次說了什麼呢?
[00:07:42.200 --> 00:07:45.400]  有耳可聽的就應當聽
[00:07:45.400 --> 00:07:50.000]  後來耶穌復活、升天、聖靈降臨
[00:07:50.000 --> 00:07:57.900]  在啟示錄裡一共說了八次聖靈和教會說話
[00:07:57.900 --> 00:08:00.700]  今天聖靈也和教會說了一句話
[00:08:00.700 --> 00:08:02.300]  教會不是建築物
[00:08:02.300 --> 00:08:03.800]  教會是你和我加起來
[00:08:03.800 --> 00:08:08.600]  聖靈今天除了和教會說話是和你和我說話
[00:08:08.600 --> 00:08:14.700]  在啟示錄裡前後八次說了聖靈和教會說的話
[00:08:14.700 --> 00:08:17.600]  凡有耳的就應當聽
[00:08:17.600 --> 00:08:18.900]  究竟聽什麼呢?
[00:08:18.900 --> 00:08:20.400]  有兩種情況
[00:08:20.400 --> 00:08:22.300]  第一種情況就是
[00:08:22.300 --> 00:08:26.900]  聖靈會藉著講道和你和我說話
[00:08:26.900 --> 00:08:30.200]  第二種情況就是當我們靈修禱告
[00:08:30.200 --> 00:08:33.800]  可能大家要參與的禁食禱告裡面
[00:08:33.800 --> 00:08:36.300]  聖靈會和我們說話
[00:08:36.300 --> 00:08:39.100]  我們怎樣才知道聖靈和我們說話呢?
[00:08:39.100 --> 00:08:40.600]  等於當我們聽講道
[00:08:40.600 --> 00:08:41.800]  又或者我們禱告
[00:08:41.800 --> 00:08:44.200]  我們看整個說話靈修的時間
[00:08:44.200 --> 00:08:48.500]  我們人通常會用頭腦思想去分析、去分辨
[00:08:48.500 --> 00:08:50.100]  這是很自然的事
[00:08:50.100 --> 00:08:52.200]  但是我們同一時間都要留意
[00:08:52.200 --> 00:08:55.700]  內心深處微小的聲音
[00:08:55.700 --> 00:08:58.900]  這些就是聖靈和我們說的話
[00:08:58.900 --> 00:09:00.900]  這些聲音通常有兩個特點
[00:09:00.900 --> 00:09:02.500]  大部份情況都有兩個特點
[00:09:02.500 --> 00:09:03.800]  第一個特點
[00:09:03.800 --> 00:09:05.500]  就是這些聖靈的聲音
[00:09:05.500 --> 00:09:08.700]  聖靈和我們說話是不會違反聖經的原則的
[00:09:08.700 --> 00:09:09.500]  換句話說
[00:09:09.500 --> 00:09:13.600]  聖靈是不會叫已婚的男士出去找第三者的
[00:09:13.600 --> 00:09:15.800]  所以不會違反聖經的原則
[00:09:15.800 --> 00:09:17.200]  第二個特點
[00:09:17.200 --> 00:09:20.800]  就是這些說話通常不是我們自己主動會想出來
[00:09:20.800 --> 00:09:21.600]  我舉個例子
[00:09:21.600 --> 00:09:23.100]  舉兩個例子
[00:09:23.100 --> 00:09:24.800]  我自己的經歷
[00:09:24.800 --> 00:09:27.200]  第一個例子是2001年
[00:09:27.200 --> 00:09:30.600]  2001年我當時還未在教會裡面全職侍奉
[00:09:30.600 --> 00:09:33.300]  有一次我回去星期三的祈禱會
[00:09:33.300 --> 00:09:34.800]  一路敬拜的時間
[00:09:34.800 --> 00:09:37.800]  我心裡面就有一個微小的聲音跟我說
[00:09:37.800 --> 00:09:38.600]  他說
[00:09:38.600 --> 00:09:43.400]  你知不知道這個世界還有很多很多人有困難
[00:09:43.400 --> 00:09:45.600]  經濟上面是有難處
[00:09:45.600 --> 00:09:48.000]  所以你要在十一奉獻以外
[00:09:48.000 --> 00:09:49.500]  再捐多一筆錢出來
[00:09:49.500 --> 00:09:52.500]  再奉獻多一筆錢去幫助有需要的人
[00:09:52.500 --> 00:09:55.100]  當時可能大家覺得好像沒什麼
[00:09:55.100 --> 00:09:58.100]  但當時對於我來說
[00:09:58.100 --> 00:09:59.500]  一定不會是我想出來的
[00:09:59.500 --> 00:10:00.200]  為什麼呢?
[00:10:00.200 --> 00:10:02.400]  因為我覺得自己已經做得很好
[00:10:02.400 --> 00:10:02.900]  為什麼呢?
[00:10:02.900 --> 00:10:04.200]  因為我每一次
[00:10:04.200 --> 00:10:05.200]  每一個月
[00:10:05.200 --> 00:10:07.700]  我會準時十一奉獻
[00:10:07.700 --> 00:10:09.200]  不會少過崩
[00:10:09.200 --> 00:10:10.800]  況且同那個時間
[00:10:10.800 --> 00:10:13.700]  我老婆在教會裡面全職侍奉
[00:10:13.700 --> 00:10:14.700]  是免費的
[00:10:14.700 --> 00:10:15.400]  不收錢的
[00:10:15.400 --> 00:10:16.500]  義務同工
[00:10:16.500 --> 00:10:18.200]  所以我覺得自己做得很好
[00:10:18.200 --> 00:10:22.000]  所以那個意念一定不會是我想出來的
[00:10:22.000 --> 00:10:26.200]  我弟弟在2015年信耶穌
[00:10:26.200 --> 00:10:27.700]  我記得當日
[00:10:27.700 --> 00:10:30.800]  我邀請他回同福柴灣堂崇拜的時間
[00:10:30.800 --> 00:10:32.700]  那天是我講道的
[00:10:32.700 --> 00:10:35.200]  在崇拜的敬拜裡面
[00:10:35.200 --> 00:10:37.900]  有一把聲音很清楚的跟我說
[00:10:37.900 --> 00:10:40.500]  今天你講道一定要呼召
[00:10:40.500 --> 00:10:43.300]  今天你的弟弟一定信耶穌
[00:10:43.300 --> 00:10:44.300]  夠不夠清楚?
[00:10:44.300 --> 00:10:45.400]  很清楚
[00:10:45.400 --> 00:10:47.300]  但一定不會是我想出來的
[00:10:47.300 --> 00:10:48.200]  為什麼呢?
[00:10:48.200 --> 00:10:50.400]  因為我沒想過他會這麼快信耶穌
[00:10:50.400 --> 00:10:50.900]  為什麼呢?
[00:10:50.900 --> 00:10:52.600]  因為之前也發生了這件事
[00:10:52.600 --> 00:10:54.600]  之前其實很長的時間
[00:10:54.600 --> 00:10:57.400]  他曾經有一次病得很嚴重
[00:10:57.400 --> 00:10:58.300]  是昏迷的
[00:10:58.300 --> 00:11:00.000]  插喉了
[00:11:00.000 --> 00:11:02.100]  我們很多人為他祈禱
[00:11:02.100 --> 00:11:06.400]  於是神就通過神蹟傳言了醫治他
[00:11:06.400 --> 00:11:07.400]  五天之內
[00:11:07.400 --> 00:11:09.000]  由昏迷、插喉
[00:11:09.000 --> 00:11:10.300]  到出了院
[00:11:10.300 --> 00:11:12.100]  神蹟奇事
[00:11:12.100 --> 00:11:14.000]  但他一樣不信耶穌
[00:11:14.000 --> 00:11:16.500]  於是過了很多年
[00:11:16.500 --> 00:11:21.400]  直至他肯讓我邀請回去教會去參加崇拜
[00:11:21.400 --> 00:11:22.500]  從頭到尾
[00:11:22.500 --> 00:11:24.400]  我覺得不會這麼快的
[00:11:24.400 --> 00:11:26.300]  不會這麼快信耶穌的
[00:11:26.300 --> 00:11:29.600]  所以那把聲音一定不會是我自己想出來
[00:11:29.600 --> 00:11:32.000]  一定是聖靈跟我們說話
[00:11:32.000 --> 00:11:34.800]  所以不是我們自己主動想出來
[00:11:34.800 --> 00:11:39.400]  上帝既然這麼重視我們聆聽的態度
[00:11:39.400 --> 00:11:41.200]  但我們回到今天的聖經
[00:11:41.200 --> 00:11:43.200]  路加福音裡面第四章
[00:11:43.200 --> 00:11:46.600]  那群聽耶穌說話的猶太人
[00:11:46.600 --> 00:11:49.600]  聽他的態度就一般般
[00:11:49.600 --> 00:11:53.400]  那裡說的是耶穌之前在曠野裡面
[00:11:53.400 --> 00:11:56.600]  勝過撒旦魔鬼的三個試探
[00:11:56.600 --> 00:11:58.000]  被聖靈充滿
[00:11:58.000 --> 00:12:00.100]  回到自己的家鄉拿撒勒
[00:12:00.100 --> 00:12:03.200]  在猶太人的會堂打開耳塞書
[00:12:03.200 --> 00:12:04.400]  他做兩件事
[00:12:04.400 --> 00:12:08.600]  第一件事就是宣告他來到這個世界的使命
[00:12:08.600 --> 00:12:10.100]  將福音傳給人
[00:12:10.100 --> 00:12:11.100]  叫彼羅得釋放
[00:12:11.100 --> 00:12:12.300]  核眼得看見
[00:12:12.300 --> 00:12:15.900]  第二件事就是講出自己真正的身份
[00:12:15.900 --> 00:12:19.600]  就是舊約聖經一直預言了很久的彌賽亞
[00:12:19.600 --> 00:12:21.200]  今天終於出現了
[00:12:21.200 --> 00:12:23.600]  耶穌是在說一些超級重要的事情
[00:12:23.600 --> 00:12:26.200]  我們一起看看耶穌當時宣告什麼
[00:12:26.200 --> 00:12:28.400]  路加福音四章十八至十九字
[00:12:28.400 --> 00:12:29.200]  第一節我們一起讀
[00:12:29.200 --> 00:12:30.200]  一二三
[00:12:30.200 --> 00:12:32.200]  主的靈在我身上
[00:12:32.200 --> 00:12:34.500]  因為祂用高高我
[00:12:34.500 --> 00:12:37.400]  叫我傳福音給貧窮的人
[00:12:37.400 --> 00:12:40.700]  差遣我報告彼羅得釋放
[00:12:40.700 --> 00:12:42.400]  核眼的得看見
[00:12:42.400 --> 00:12:45.200]  叫那受壓制的得自由
[00:12:45.200 --> 00:12:48.100]  報告神約納人的欺凌
[00:12:48.100 --> 00:12:50.800]  這個講得很清楚神的使命和自己的身份
[00:12:50.800 --> 00:12:54.000]  但是當時在聽的那群猶太人
[00:12:54.000 --> 00:12:55.800]  他就不是很收到
[00:12:55.800 --> 00:12:57.800]  並且沒有什麼正面的回應
[00:12:57.800 --> 00:12:59.900]  我們繼續看看猶太人怎樣回應
[00:12:59.900 --> 00:13:02.200]  路加福音四章二十至二十二節
[00:13:02.200 --> 00:13:02.600]  一起讀
[00:13:02.600 --> 00:13:03.400]  一二三
[00:13:03.400 --> 00:13:05.800]  於是把書捲起來
[00:13:05.800 --> 00:13:08.400]  交還執事就座下
[00:13:08.400 --> 00:13:11.300]  會堂裡的人都鼎靜看他
[00:13:11.300 --> 00:13:13.100]  耶穌對他們說
[00:13:13.100 --> 00:13:17.400]  今天這經驗在你們耳中了
[00:13:17.400 --> 00:13:19.200]  眾人都稱讚他
[00:13:19.200 --> 00:13:22.500]  並稀其他口中所出的因言
[00:13:22.500 --> 00:13:26.300]  又說這不是約瑟的兒子嗎
[00:13:26.300 --> 00:13:28.800]  眾人稱讚耶穌
[00:13:28.800 --> 00:13:31.400]  嘩!聰明
[00:13:31.400 --> 00:13:33.400]  講得很好
[00:13:33.400 --> 00:13:35.300]  你很有進步
[00:13:35.300 --> 00:13:37.000]  你記住耶穌在說什麼
[00:13:37.000 --> 00:13:39.600]  祂宣告來到這個世界的使命
[00:13:39.600 --> 00:13:41.200]  救恩是給全人類的
[00:13:41.200 --> 00:13:42.400]  給全世界的
[00:13:42.400 --> 00:13:45.200]  並且救世主今日臨到
[00:13:45.200 --> 00:13:47.300]  但是那群人只是稱讚他
[00:13:47.300 --> 00:13:48.200]  聰明
[00:13:48.200 --> 00:13:49.800]  講得很好
[00:13:49.800 --> 00:13:52.300]  即是說答非所問
[00:13:52.300 --> 00:13:55.700]  我曾經在家裡親自下廚
[00:13:55.700 --> 00:13:59.200]  煮菜給我老婆吃
[00:13:59.200 --> 00:14:00.500]  她一邊吃的時候
[00:14:00.500 --> 00:14:01.900]  我當然問回應
[00:14:01.900 --> 00:14:03.500]  老婆說好不好吃
[00:14:03.500 --> 00:14:05.000]  你知道她怎麼回答
[00:14:05.000 --> 00:14:08.600]  菜式的顏色很漂亮
[00:14:08.600 --> 00:14:09.900]  我不是在批評我老婆
[00:14:09.900 --> 00:14:11.300]  我是在說一件事
[00:14:11.300 --> 00:14:14.000]  答非所問
[00:14:14.000 --> 00:14:18.100]  那群猶太人就是答非所問
[00:14:18.100 --> 00:14:20.100]  耶穌在說救恩
[00:14:20.100 --> 00:14:22.300]  在說救世主要降臨
[00:14:22.300 --> 00:14:23.700]  今天你們看到了
[00:14:23.700 --> 00:14:25.700]  但是他們稱讚他聰明
[00:14:25.700 --> 00:14:26.900]  他們在說什麼
[00:14:26.900 --> 00:14:31.300]  整群人都在說九不搭八的事情
[00:14:31.300 --> 00:14:32.900]  他們在說什麼
[00:14:32.900 --> 00:14:36.500]  我們看回剛才的聖經
[00:14:36.500 --> 00:14:37.500]  剛才的聖經
[00:14:37.500 --> 00:14:40.700]  這不是約瑟的兒子嗎
[00:14:40.700 --> 00:14:43.100]  這個不是老約的兒子
[00:14:43.100 --> 00:14:44.900]  我認識他
[00:14:44.900 --> 00:14:47.500]  從小到大看著他長大
[00:14:47.500 --> 00:14:51.500]  他是尼塞瓦不是吧
[00:14:51.500 --> 00:14:53.300]  這群猶太人在做什麼
[00:14:53.300 --> 00:14:55.600]  聽到等於沒聽
[00:14:55.600 --> 00:14:58.500]  為什麼人聽到等於沒聽
[00:14:58.500 --> 00:15:00.200]  人心裡的驕傲
[00:15:00.200 --> 00:15:02.000]  所以選擇來聽
[00:15:02.000 --> 00:15:03.900]  選擇性失衷
[00:15:03.900 --> 00:15:06.400]  今天我們聽到
[00:15:06.400 --> 00:15:08.100]  如果大家一不留神
[00:15:08.100 --> 00:15:10.800]  我們往往會跌入陷阱
[00:15:10.800 --> 00:15:12.100]  我再一次聲明
[00:15:12.100 --> 00:15:13.700]  我以下說的情況
[00:15:13.700 --> 00:15:16.600]  我絕對一定不會在同福堂出現
[00:15:16.600 --> 00:15:17.600]  我再次強調
[00:15:17.600 --> 00:15:19.500]  以下所說的情況
[00:15:19.500 --> 00:15:22.200]  一定絕對不會在同福堂出現
[00:15:22.200 --> 00:15:23.400]  是什麼呢
[00:15:23.400 --> 00:15:27.700]  三種不正確的聽道方法
[00:15:27.700 --> 00:15:31.200]  三種不正確的聽道態度
[00:15:31.200 --> 00:15:32.400]  是什麼呢 三道
[00:15:32.400 --> 00:15:34.400]  第一道
[00:15:34.400 --> 00:15:35.800]  專業批評道
[00:15:35.800 --> 00:15:38.100]  這個世界除了有空手道、跆拳道之外
[00:15:38.100 --> 00:15:39.800]  還有專業批評道
[00:15:39.800 --> 00:15:40.700]  是什麼呢
[00:15:40.700 --> 00:15:42.700]  一直聽歌的時間
[00:15:42.700 --> 00:15:45.600]  聽過了
[00:15:45.600 --> 00:15:47.300]  聽過了
[00:15:47.300 --> 00:15:48.100]  你講第一句
[00:15:48.100 --> 00:15:51.100]  我也會幫你講第二第三句
[00:15:51.100 --> 00:15:52.900]  缺乏了謙卑的心
[00:15:52.900 --> 00:15:54.600]  聆聽無論什麼講完
[00:15:54.600 --> 00:15:55.800]  無論什麼道都好
[00:15:55.800 --> 00:15:57.500]  聖靈直著這個道
[00:15:57.500 --> 00:15:59.100]  跟我說什麼呢
[00:15:59.100 --> 00:16:00.700]  這是第一道
[00:16:00.700 --> 00:16:01.600]  第二道
