
[00:00:00.000 --> 00:00:02.380]  大英姊妹早晨,多謝主席的介紹
[00:03:10.440 --> 00:03:14.440]  他相信耶穌是從神而來的
[00:03:14.440 --> 00:03:17.440]  所以有興趣跟他聊聊天
[00:03:17.440 --> 00:03:20.640]  一個宗教領袖關心民間一些重要事情
[00:03:20.640 --> 00:03:22.240]  都是很恰當的
[00:03:22.240 --> 00:03:25.440]  但其實他真正找耶穌的目的
[00:03:25.440 --> 00:03:27.440]  第三節耶穌才說
[00:03:27.440 --> 00:03:28.840]  耶穌就跟他說
[00:03:28.840 --> 00:03:30.440]  我實實在在告訴你
[00:03:30.440 --> 00:03:34.240]  人若不重生就不能見神的國
[00:03:34.240 --> 00:03:36.240]  其實耶穌知道他想說什麼
[00:03:36.240 --> 00:03:38.240]  他想跟他討論神的國
[00:03:38.240 --> 00:03:40.240]  神的國有什麼特別
[00:03:40.240 --> 00:03:42.440]  你知道耶穌出來就說
[00:03:42.440 --> 00:03:44.440]  天國近寥神的國近寥
[00:03:44.440 --> 00:03:48.440]  當時的處境其實都是很敏感的話題
[00:03:48.440 --> 00:03:50.440]  有個猶太人
[00:03:50.440 --> 00:03:52.440]  有一幫猶太人被羅馬管治
[00:03:52.440 --> 00:03:55.440]  就說神的國以色列上帝的國度
[00:03:55.440 --> 00:03:58.440]  要在地上去彰顯
[00:03:58.440 --> 00:03:59.440]  還有很大能
[00:03:59.440 --> 00:04:01.440]  吸引了很多人跟隨
[00:04:01.440 --> 00:04:03.440]  在這個處境裏面
[00:04:03.440 --> 00:04:07.440]  其實尼哥德姆在猶太人的觀裏面
[00:04:07.440 --> 00:04:12.440]  究竟這個人說的神的國是說什麼
[00:04:12.440 --> 00:04:14.440]  會不會對我們現在的狀態
[00:04:14.440 --> 00:04:16.440]  其實是有點緊張
[00:04:16.440 --> 00:04:19.440]  也解釋了為什麼他晚上才來找耶穌
[00:04:19.440 --> 00:04:21.440]  因為他不想人知道
[00:04:21.440 --> 00:04:24.440]  隔牆猶豫被人聽到不是很方便
[00:04:24.440 --> 00:04:28.440]  所以晚上就去跟耶穌討論這件事
[00:04:28.440 --> 00:04:33.440]  所以我們見到尼哥德姆
[00:04:33.440 --> 00:04:36.440]  可能他自己都在問同一個問題
[00:04:36.440 --> 00:04:39.440]  究竟神的國如何地上彰顯
[00:04:39.440 --> 00:04:41.440]  猶太人以前的歷史
[00:04:41.440 --> 00:04:42.440]  有大衛王朝
[00:04:42.440 --> 00:04:43.440]  有所羅門
[00:04:43.440 --> 00:04:45.440]  他說上帝的國度
[00:04:45.440 --> 00:04:47.440]  為什麼現在以色列是這樣的
[00:04:47.440 --> 00:04:50.440]  為什麼要讓羅馬去管治
[00:04:50.440 --> 00:04:54.440]  所以尼哥德姆想知道耶穌說什麼
[00:04:54.440 --> 00:04:57.440]  不過當我們去看看
[00:04:57.440 --> 00:05:00.440]  耶穌繼續說神的國在地上
[00:05:00.440 --> 00:05:08.440]  跟尼哥德姆所想的其實是有點不同
[00:05:08.440 --> 00:05:10.440]  不過我想來到這裏的時候
[00:05:10.440 --> 00:05:13.440]  我們有一個提醒
[00:05:13.440 --> 00:05:15.440]  其實那時候的猶太人
[00:05:15.440 --> 00:05:20.440]  在加拿大或者巴勒斯坦的地方
[00:05:20.440 --> 00:05:21.440]  被羅馬統治
[00:05:21.440 --> 00:05:25.440]  但其實他已經有很多的祭司
[00:05:25.440 --> 00:05:27.440]  聖殿敬拜的制度
[00:05:27.440 --> 00:05:31.440]  而尼哥德姆就是運作這些制度
[00:05:31.440 --> 00:05:34.440]  不過他覺得他自己的民族裏面
[00:05:34.440 --> 00:05:36.440]  那麼多世紀做這些事
[00:05:36.440 --> 00:05:38.440]  但到了他的年代
[00:05:38.440 --> 00:05:41.440]  他仿佛都不知道上帝帶他去什麼地方
[00:05:41.440 --> 00:05:44.440]  究竟上帝在做些什麼
[00:05:44.440 --> 00:05:46.440]  尼哥德姆很想問這個問題
[00:05:46.440 --> 00:05:50.440]  而他遇見一個說自己從神而來
[00:05:50.440 --> 00:05:53.440]  帶滿有神職大能的耶穌
[00:05:53.440 --> 00:05:55.440]  其實他也謙卑求問
[00:05:55.440 --> 00:05:56.440]  也要欣賞他
[00:05:56.440 --> 00:05:59.440]  因為提醒也是
[00:05:59.440 --> 00:06:00.440]  我想我們教會
[00:06:00.440 --> 00:06:03.440]  其實有時候我們很感恩
[00:06:03.440 --> 00:06:05.440]  我們已經運作了很多年
[00:06:05.440 --> 00:06:06.440]  幾十年在建立
[00:06:06.440 --> 00:06:10.440]  很多人來參與我們的聚會
[00:06:10.440 --> 00:06:11.440]  參與我們的敬拜
[00:06:11.440 --> 00:06:14.440]  不過不代表我們能夠答到很多問題
[00:06:14.440 --> 00:06:16.440]  他們也感受得到
[00:06:16.440 --> 00:06:18.440]  在世界變得那麼多
[00:06:18.440 --> 00:06:20.440]  然後很多的地方
[00:06:20.440 --> 00:06:22.440]  很多的人都離棄信仰
[00:06:22.440 --> 00:06:24.440]  疫情又出現的時候
[00:06:24.440 --> 00:06:26.440]  究竟我們應該怎麼去做
[00:06:26.440 --> 00:06:29.440]  信仰在地上還有什麼意義
[00:06:29.440 --> 00:06:33.440]  有時候我們也不敢說自己答得到
[00:06:33.440 --> 00:06:36.440]  可能有時候我們也要謙卑下來
[00:06:36.440 --> 00:06:38.440]  去求問上帝
[00:06:38.440 --> 00:06:41.440]  究竟祂想我們做些什麼
[00:06:41.440 --> 00:06:45.440]  耶穌繼續跟尼哥德姆討論
[00:06:45.440 --> 00:06:47.440]  第三節他就說
[00:06:47.440 --> 00:06:49.440]  我實實在在告訴你
[00:06:49.440 --> 00:06:53.440]  人若不從生就不能見神的國
[00:06:53.440 --> 00:06:57.440]  耶穌是跟尼哥德姆所說的那個是神的國
[00:06:57.440 --> 00:07:01.440]  不過他跟尼哥德姆所想的那個有點不同
[00:07:01.440 --> 00:07:04.440]  尼哥德姆可能是在想他們猶太人傳統上
[00:07:04.440 --> 00:07:08.440]  在地上 在巴勒斯坦地的那個國度
[00:07:08.440 --> 00:07:10.440]  不過耶穌就說
[00:07:10.440 --> 00:07:13.440]  人需要所謂從生
[00:07:13.440 --> 00:07:16.440]  才能夠見到神的國
[00:07:16.440 --> 00:07:18.440]  大家留意從生這個字
[00:07:18.440 --> 00:07:23.440]  我們的理解就好像再一次那樣的意思
[00:07:23.440 --> 00:07:26.440]  不過原來原文是與大相關
[00:07:26.440 --> 00:07:29.440]  這個字很特別的原文希臘文裏面
[00:07:29.440 --> 00:07:31.440]  意思就叫做再一次
[00:07:31.440 --> 00:07:33.440]  所以翻譯為從生
[00:07:33.440 --> 00:07:35.440]  不過原來同一個字
[00:07:35.440 --> 00:07:38.440]  是可以解作從上面
[00:07:38.440 --> 00:07:40.440]  從上面而來
[00:07:40.440 --> 00:07:42.440]  所以有些翻譯本
[00:07:42.440 --> 00:07:46.440]  英文有些翻譯本其實是選擇了從上面而來
[00:07:46.440 --> 00:07:48.440]  我的理解就是
[00:07:48.440 --> 00:07:50.440]  耶穌的意思其實就跟祂說
[00:07:50.440 --> 00:07:52.440]  從上面而來的意思
[00:07:52.440 --> 00:07:54.440]  一會兒就會解釋
[00:07:54.440 --> 00:07:56.440]  因為祂說聖靈而生
[00:07:56.440 --> 00:07:59.440]  耶穌的意思其實是說地上神的國
[00:07:59.440 --> 00:08:01.440]  人其實是從上面
[00:08:01.440 --> 00:08:03.440]  從上面聖靈所降臨
[00:08:03.440 --> 00:08:05.440]  而來到人間的時間
[00:08:05.440 --> 00:08:07.440]  不過呢
[00:08:07.440 --> 00:08:09.440]  尼哥德姆
[00:08:09.440 --> 00:08:11.440]  他是認為
[00:08:11.440 --> 00:08:15.440]  以為耶穌說的從生是再一次
[00:08:15.440 --> 00:08:17.440]  所以到後面他就這樣回答
[00:08:17.440 --> 00:08:19.440]  他就說
[00:08:19.440 --> 00:08:21.440]  如果再一次出生
[00:08:21.440 --> 00:08:22.440]  怎麼辦啊
[00:08:22.440 --> 00:08:23.440]  人都老了
[00:08:23.440 --> 00:08:25.440]  怎麼能夠再一次出生呢
[00:08:25.440 --> 00:08:28.440]  難道捐回去媽媽的肚子裡再出來
[00:08:28.440 --> 00:08:30.440]  所以他就認為
[00:08:30.440 --> 00:08:32.440]  其實耶穌是在說
[00:08:32.440 --> 00:08:36.440]  再一次出生
[00:08:36.440 --> 00:08:38.440]  看到耶穌
[00:08:38.440 --> 00:08:40.440]  講給大家聽第五節
[00:08:40.440 --> 00:08:42.440]  耶穌的意思不是這樣
[00:08:42.440 --> 00:08:43.440]  我實實在在告訴你
[00:08:43.440 --> 00:08:46.440]  人若不是從水和聖靈生的
[00:08:46.440 --> 00:08:48.440]  就不能進神的果
[00:08:48.440 --> 00:08:50.440]  從肉身生的就是肉身
[00:08:50.440 --> 00:08:53.440]  從靈生的就是靈
[00:08:53.440 --> 00:08:55.440]  看到耶穌把肉身生
[00:08:55.440 --> 00:08:58.440]  和聖靈從上面而生
[00:08:58.440 --> 00:09:00.440]  所謂水和聖靈生的
[00:09:00.440 --> 00:09:02.440]  作出一個對比
[00:09:02.440 --> 00:09:05.440]  尼哥德姆是覺得耶穌從肉身出生
[00:09:05.440 --> 00:09:07.440]  所以要回到媽媽的肚子裡
[00:09:07.440 --> 00:09:08.440]  再生出來
[00:09:08.440 --> 00:09:11.440]  但是耶穌所說的是從聖靈而生
[00:09:11.440 --> 00:09:14.440]  從上面而生的
[00:09:14.440 --> 00:09:19.440]  才是真的能夠進神的果
[00:09:19.440 --> 00:09:22.440]  所以耶穌在說一個上帝的果
[00:09:22.440 --> 00:09:25.440]  不是說尼哥德姆所說的那種
[00:09:25.440 --> 00:09:27.440]  從肉身肉體
[00:09:27.440 --> 00:09:30.440]  或者世上那種王權的角度
[00:09:30.440 --> 00:09:33.440]  而是說從聖靈而生的人
[00:09:33.440 --> 00:09:37.440]  是能夠見到上帝的角度
[00:09:37.440 --> 00:09:40.440]  我想意思是什麼呢
[00:09:40.440 --> 00:09:42.440]  現在說的從生不是再一次
[00:09:42.440 --> 00:09:45.440]  而是有聖靈從上面而來
[00:09:45.440 --> 00:09:48.440]  就能夠給我們一個
[00:09:48.440 --> 00:09:51.440]  見到神的果或者更生的生命
[00:09:51.440 --> 00:09:53.440]  我想有一個意思是什麼呢
[00:09:53.440 --> 00:09:56.440]  有時候我們說很想更生
[00:09:56.440 --> 00:09:58.440]  這些事情搞不定
[00:09:58.440 --> 00:09:59.440]  這些事情搞不定就怎樣
[00:09:59.440 --> 00:10:00.440]  算了不要
[00:10:00.440 --> 00:10:01.440]  換過一次
[00:10:01.440 --> 00:10:02.440]  換過它吧
[00:10:02.440 --> 00:10:03.440]  就是我們覺得
[00:10:03.440 --> 00:10:04.440]  我的工作不行
[00:10:04.440 --> 00:10:06.440]  就換一份工作吧
[00:10:06.440 --> 00:10:08.440]  拍拖的男女朋友不行
[00:10:08.440 --> 00:10:09.440]  換一個吧
[00:10:09.440 --> 00:10:12.440]  我們很想解決的問題就是換了它
[00:10:12.440 --> 00:10:14.440]  教會不行就換另一個
[00:10:14.440 --> 00:10:16.440]  但是耶穌說從上帝而來的更生
[00:10:16.440 --> 00:10:17.440]  不是要你換了它
[00:10:17.440 --> 00:10:18.440]  不是再一次
[00:10:18.440 --> 00:10:20.440]  而是從聖靈來的更生
[00:10:20.440 --> 00:10:21.440]  所以對我們來說
[00:10:21.440 --> 00:10:23.440]  我們要知道所有地方
[00:10:23.440 --> 00:10:24.440]  自己的生命更生
[00:10:24.440 --> 00:10:25.440]  教會的更生
[00:10:25.440 --> 00:10:26.440]  我們工作的更生
[00:10:26.440 --> 00:10:28.440]  不是要換了它
[00:10:28.440 --> 00:10:29.440]  是什麼呢
[00:10:29.440 --> 00:10:30.440]  是透過聖靈的力量
[00:10:30.440 --> 00:10:32.440]  能夠將我們今天
[00:10:32.440 --> 00:10:36.440]  今天的狀態去更生過來
[00:10:36.440 --> 00:10:38.440]  我們今天可能遇到很多事情
[00:10:38.440 --> 00:10:39.440]  我們關係很多的破裂
[00:10:39.440 --> 00:10:40.440]  我們很多的傷痛
[00:10:40.440 --> 00:10:41.440]  我們很多事情想扔掉它
[00:10:41.440 --> 00:10:43.440]  但是上帝說他的工作不是這樣的
[00:10:43.440 --> 00:10:46.440]  他的工作是將到我們現在
[00:10:46.440 --> 00:10:47.440]  透過聖靈的工作
[00:10:47.440 --> 00:10:50.440]  去帶來更生
[00:10:50.440 --> 00:10:51.440]  耶穌還在討論
[00:10:51.440 --> 00:10:53.440]  究竟這個所謂從靈的更生
[00:10:53.440 --> 00:10:55.440]  是什麼意思
[00:10:55.440 --> 00:10:56.440]  所以第七節他繼續說
[00:10:56.440 --> 00:10:57.440]  你們必須重生
[00:10:57.440 --> 00:10:59.440]  你們不要驚訝
[00:10:59.440 --> 00:11:02.440]  或者其實你們需要再一次
[00:11:02.440 --> 00:11:03.440]  或者不是再一次
[00:11:03.440 --> 00:11:04.440]  再一次從上而生
[00:11:04.440 --> 00:11:05.440]  應該這樣說
[00:11:05.440 --> 00:11:07.440]  我覺得的花樣是這樣
[00:11:07.440 --> 00:11:09.440]  從上而生你們不要驚訝
[00:11:09.440 --> 00:11:11.440]  接著他說聖靈是好像怎樣
[00:11:11.440 --> 00:11:12.440]  做個比喻
[00:11:12.440 --> 00:11:14.440]  風一樣
[00:11:14.440 --> 00:11:15.440]  第八節說
[00:11:15.440 --> 00:11:16.440]  風隨著意思吹
[00:11:16.440 --> 00:11:18.440]  你聽見風的聲音
[00:11:18.440 --> 00:11:21.440]  卻不知道是從哪裡來
[00:11:21.440 --> 00:11:23.440]  往哪裡去
[00:11:23.440 --> 00:11:25.440]  犯錯聖靈生的
[00:11:25.440 --> 00:11:27.440]  也是如此
[00:11:27.440 --> 00:11:28.440]  他將聖靈
[00:11:28.440 --> 00:11:30.440]  好像風一種的比喻
[00:11:30.440 --> 00:11:31.440]  風是怎樣的呢
[00:11:31.440 --> 00:11:34.440]  風是見不到風本身的
[00:11:34.440 --> 00:11:35.440]  吹來吹去你見不到風
[00:11:35.440 --> 00:11:37.440]  不過你見到什麼呢
[00:11:37.440 --> 00:11:40.440]  見到風帶來的效果
[00:11:40.440 --> 00:11:42.440]  我們怎樣知道有風呢
[00:11:42.440 --> 00:11:43.440]  如果不是走出去
[00:11:43.440 --> 00:11:45.440]  看到樹木就有風
[00:11:45.440 --> 00:11:47.440]  所以你見不到風
[00:11:47.440 --> 00:11:50.440]  就好像見不到聖靈那樣
[00:11:50.440 --> 00:11:52.440]  但是我們怎樣知道聖靈有工作
[00:11:52.440 --> 00:11:56.440]  因為聖靈帶來的更新改變
[00:11:56.440 --> 00:11:59.440]  是我們見得到的
[00:11:59.440 --> 00:12:00.440]  這裡另一個意思是
[00:12:00.440 --> 00:12:02.440]  我們不能夠掌握聖靈怎樣做事
[00:12:02.440 --> 00:12:04.440]  我們不能夠抓住聖靈
[00:12:04.440 --> 00:12:05.440]  說聖靈你幫我做這件事
[00:12:05.440 --> 00:12:06.440]  跟我的方法
[00:12:06.440 --> 00:12:08.440]  他這裡有說
[00:12:08.440 --> 00:12:11.440]  聖靈風隨著他自己的意思吹
[00:12:11.440 --> 00:12:13.440]  你不知道他
[00:12:13.440 --> 00:12:14.440]  你不能夠掌握他
[00:12:14.440 --> 00:12:18.440]  你只能夠見到他的果效
[00:12:18.440 --> 00:12:21.440]  所以回答尼古德姆
[00:12:21.440 --> 00:12:25.440]  他關心上帝怎樣在地上工作的問題
[00:12:25.440 --> 00:12:27.440]  這裡是在說
[00:12:27.440 --> 00:12:30.440]  你會見到上帝在無處無蹟
[00:12:30.440 --> 00:12:32.440]  所有地方工作
[00:12:32.440 --> 00:12:33.440]  風都有特色
[00:12:33.440 --> 00:12:34.440]  就好像空氣一樣
[00:12:34.440 --> 00:12:35.440]  到處都有
[00:12:35.440 --> 00:12:36.440]  其實上帝的工作
[00:12:36.440 --> 00:12:38.440]  是充滿我們的地方
[00:12:38.440 --> 00:12:41.440]  不過我們只能夠見到他的效果
[00:12:41.440 --> 00:12:44.440]  我們不太知道他怎樣運作
[00:12:44.440 --> 00:12:45.440]  也不能夠掌握他
[00:12:45.440 --> 00:12:47.440]  而上帝在不同的處境
[00:12:47.440 --> 00:12:48.440]  不同的年代
[00:12:48.440 --> 00:12:50.440]  是可以透過不同的方法
[00:12:50.440 --> 00:12:52.440]  去做他的工作
[00:12:52.440 --> 00:12:53.440]  不過我們的任務是什麼呢
[00:12:53.440 --> 00:12:57.440]  我們的任務是能夠觀察
[00:12:57.440 --> 00:13:00.440]  洞悉到敵聖靈
[00:13:00.440 --> 00:13:03.440]  怎樣在我們當中的工作
[00:13:03.440 --> 00:13:05.440]  我自己在神學院裡面去服侍
[00:13:05.440 --> 00:13:08.440]  其實都見到上帝在不同的年代
[00:13:08.440 --> 00:13:11.440]  有不同的工作方法
[00:13:11.440 --> 00:13:13.440]  我留意到這幾年在香港教書
[00:13:13.440 --> 00:13:17.440]  我留意到這段時間新進來的年輕神學生
[00:13:17.440 --> 00:13:19.440]  跟以前有些不同
[00:13:19.440 --> 00:13:21.440]  回想到十幾二十年前
[00:13:21.440 --> 00:13:23.440]  二十幾年前
[00:13:23.440 --> 00:13:24.440]  我自己就在神學院
[00:13:24.440 --> 00:13:25.440]  進神學院呢
[00:13:25.440 --> 00:13:27.440]  為什麼那時候進神學院讀書
[00:13:27.440 --> 00:13:28.440]  因為上帝感動我
[00:13:28.440 --> 00:13:30.440]  我在教會裡面有侍奉
[00:13:30.440 --> 00:13:33.440]  我覺得上帝希望我
[00:13:33.440 --> 00:13:37.440]  將自己的生命全時間奉獻給他
[00:13:37.440 --> 00:13:41.440]  所以進神學院的目的
[00:13:41.440 --> 00:13:45.440]  有些人叫做Second career
[00:13:45.440 --> 00:13:47.440]  我的工作都不錯
[00:13:47.440 --> 00:13:48.440]  不過上帝感動我
[00:13:48.440 --> 00:13:50.440]  我就再進神學院
[00:13:50.440 --> 00:13:53.440]  更加盡心去教會服侍他
[00:13:53.440 --> 00:13:56.440]  這是我那個年代所做的
[00:13:56.440 --> 00:13:58.440]  上帝做的事情
[00:13:58.440 --> 00:13:59.440]  所以那時候的同學
[00:13:59.440 --> 00:14:00.440]  好像我這樣
[00:14:00.440 --> 00:14:01.440]  通常年紀大一點
[00:14:01.440 --> 00:14:02.440]  做了一段時間的事
[00:14:02.440 --> 00:14:03.440]  經濟機構好一點
[00:14:03.440 --> 00:14:05.440]  人又叫做成熟一點
[00:14:05.440 --> 00:14:07.440]  在教會持續久一點
[00:14:07.440 --> 00:14:10.440]  但近年來到神學院的年輕人
[00:14:10.440 --> 00:14:12.440]  真的很多都不是這樣
[00:14:12.440 --> 00:14:14.440]  很多年輕人就未必是因為
[00:14:14.440 --> 00:14:16.440]  自己在教會裡面服侍了很久
[00:14:16.440 --> 00:14:18.440]  所以讀神學
[00:14:18.440 --> 00:14:21.440]  而是他看到世界變得很快
[00:14:21.440 --> 00:14:23.440]  看到社會變得很快
[00:14:23.440 --> 00:14:25.440]  他們仍然覺得上帝
[00:14:25.440 --> 00:14:26.440]  在我們的社會裡面
[00:14:26.440 --> 00:14:29.440]  在香港社會裡面有工作
[00:14:29.440 --> 00:14:32.440]  不過他們要摸索他們的裝備
[00:14:32.440 --> 00:14:33.440]  他們會問一個問題
[00:14:33.440 --> 00:14:35.440]  究竟上帝在今天
[00:14:35.440 --> 00:14:36.440]  這個不同的社會裡面
[00:14:36.440 --> 00:14:38.440]  怎樣去到工作
[00:14:38.440 --> 00:14:40.440]  所以就放下自己的工作
[00:14:40.440 --> 00:14:41.440]  進來神學院
[00:14:41.440 --> 00:14:43.440]  去尋求這個答案
[00:14:43.440 --> 00:14:45.440]  亦都裝備自己
[00:14:45.440 --> 00:14:47.440]  將來去服侍上帝
[00:14:47.440 --> 00:14:48.440]  所以這個同學
[00:14:48.440 --> 00:14:50.440]  無論他在工作經濟
[00:14:50.440 --> 00:14:52.440]  教會經驗都沒有那麼多
[00:14:52.440 --> 00:14:53.440]  人都未必有那麼成熟
[00:14:53.440 --> 00:14:55.440]  錢又是沒有那麼多的
[00:14:55.440 --> 00:14:57.440]  不過我見到上帝
[00:14:57.440 --> 00:14:58.440]  在不同的年代
[00:14:58.440 --> 00:15:01.440]  有不同的方法去感動人
[00:15:01.440 --> 00:15:03.440]  不同的原因去感動人
[00:15:03.440 --> 00:15:05.440]  因此我為這些生命很感恩
[00:15:05.440 --> 00:15:07.440]  亦都佩服這班年輕人
[00:15:07.440 --> 00:15:11.440]  在今天這個困難的處境裡面
[00:15:11.440 --> 00:15:13.440]  仍然願意將自己的生命
[00:15:13.440 --> 00:15:14.440]  向上帝獻上
[00:15:14.440 --> 00:15:15.440]  亦都感動
[00:15:15.440 --> 00:15:17.440]  或者很感謝聖靈
[00:15:17.440 --> 00:15:18.440]  他的工作
[00:15:18.440 --> 00:15:20.440]  隨著自己的意思出去
[00:15:20.440 --> 00:15:21.440]  見到他的工作
[00:15:21.440 --> 00:15:23.440]  不過我都不知道
[00:15:23.440 --> 00:15:25.440]  他怎樣去到工作
[00:15:25.440 --> 00:15:27.440]  耶穌就解釋給尼哥德姆聽
[00:15:27.440 --> 00:15:30.440]  上帝聖靈的工作就是這樣
[00:15:30.440 --> 00:15:33.440]  尼哥德姆不太明白
[00:15:33.440 --> 00:15:34.440]  第九節
[00:15:34.440 --> 00:15:36.440]  怎能有這些事呢
[00:15:36.440 --> 00:15:37.440]  他不明白
[00:15:37.440 --> 00:15:39.440]  他不明白甚麼呢
[00:15:39.440 --> 00:15:40.440]  耶穌回答他
[00:15:40.440 --> 00:15:41.440]  他說
[00:15:41.440 --> 00:15:42.440]  第十節
[00:15:42.440 --> 00:15:44.440]  你是以色列人的老師
[00:15:44.440 --> 00:15:45.440]  還不明白這些事嗎
[00:15:45.440 --> 00:15:46.440]  我告訴你
[00:15:46.440 --> 00:15:47.440]  我實實在在告訴你
[00:15:47.440 --> 00:15:50.440]  你們所說的是我知道的
[00:15:50.440 --> 00:15:53.440]  我們所說的是我們知道的
[00:15:53.440 --> 00:15:56.440]  我們所見證的是我們見過的
[00:15:56.440 --> 00:16:01.440]  你們卻不領受我們的見證
[00:16:01.440 --> 00:16:02.440]  這裡要問誰是我們
[00:16:02.440 --> 00:16:03.440]  誰是你們
[00:16:03.440 --> 00:16:05.440]  耶穌說我們是你們
[00:16:05.440 --> 00:16:07.440]  這裡的我們
[00:16:07.440 --> 00:16:09.440]  就是耶穌和那些門徒
