
[00:00:00.000 --> 00:00:04.860]  今天開始我們教會會思想二福所恕
[00:02:50.520 --> 00:02:52.520]  去到耳筆所的教會
[00:02:52.520 --> 00:02:54.520]  的時候
[00:02:54.520 --> 00:02:56.520]  是他第二次旅行
[00:02:56.520 --> 00:02:58.520]  報道的回程的時候
[00:02:58.520 --> 00:03:00.520]  保羅大概有
[00:03:00.520 --> 00:03:02.520]  三次的旅行報道
[00:03:02.520 --> 00:03:04.520]  第二次的旅行報道回程
[00:03:04.520 --> 00:03:06.520]  要回到安提亞
[00:03:06.520 --> 00:03:08.520]  的時候
[00:03:08.520 --> 00:03:10.520]  他就是經過耳筆所
[00:03:10.520 --> 00:03:12.520]  那個時間
[00:03:12.520 --> 00:03:14.520]  大概專家告訴我們
[00:03:14.520 --> 00:03:16.520]  是主考
[00:03:16.520 --> 00:03:18.520]  54年的春季
[00:03:18.520 --> 00:03:20.520]  當時有一對夫婦
[00:03:20.520 --> 00:03:22.520]  叫阿居拉夫婦
[00:03:22.520 --> 00:03:24.520]  陪伴他
[00:03:24.520 --> 00:03:26.520]  從保羅信主
[00:03:26.520 --> 00:03:28.520]  到54年
[00:03:28.520 --> 00:03:30.520]  我相信保羅已經
[00:03:30.520 --> 00:03:32.520]  大概跟隨主20年左右
[00:03:32.520 --> 00:03:34.520]  但是當他
[00:03:34.520 --> 00:03:36.520]  越跟隨主
[00:03:36.520 --> 00:03:38.520]  他對主的認識
[00:03:38.520 --> 00:03:40.520]  越來越多的時候
[00:03:40.520 --> 00:03:42.520]  他越來越興奮
[00:03:42.520 --> 00:03:44.520]  為什麼他這麼興奮呢?
[00:03:44.520 --> 00:03:46.520]  為什麼他這麼興奮呢?
[00:03:46.520 --> 00:03:48.520]  要明白保羅
[00:03:48.520 --> 00:03:50.520]  為什麼他這麼興奮呢?
[00:03:50.520 --> 00:03:52.520]  我想問大家
[00:03:52.520 --> 00:03:54.520]  信耶穌有什麼好處呢?
[00:03:54.520 --> 00:03:58.520]  信耶穌有什麼好處呢?
[00:03:58.520 --> 00:04:00.520]  如果我們傳福音之前
[00:04:00.520 --> 00:04:02.520]  其實最好
[00:04:02.520 --> 00:04:04.520]  要預備好怎樣回答這個問題
[00:04:04.520 --> 00:04:06.520]  現代人
[00:04:06.520 --> 00:04:08.520]  很多時候都會問
[00:04:08.520 --> 00:04:10.520]  你叫我信耶穌有什麼好處呢?
[00:04:10.520 --> 00:04:12.520]  有什麼好處呢?
[00:04:12.520 --> 00:04:16.520]  大家有沒有準備好呢?
[00:04:18.520 --> 00:04:20.520]  有可能我們會說
[00:04:20.520 --> 00:04:22.520]  信耶穌當然是好得永生
[00:04:22.520 --> 00:04:24.520]  信耶穌得永生
[00:04:24.520 --> 00:04:26.520]  對呀
[00:04:26.520 --> 00:04:28.520]  真的
[00:04:28.520 --> 00:04:30.520]  真的得永生
[00:04:30.520 --> 00:04:32.520]  因為約翰福音三章十六節
[00:04:32.520 --> 00:04:34.520]  有些人說這節經文
[00:04:34.520 --> 00:04:36.520]  非信徒都會背
[00:04:36.520 --> 00:04:38.520]  都會懂得
[00:04:38.520 --> 00:04:40.520]  上帝那麼愛世人
[00:04:40.520 --> 00:04:42.520]  甚至賜下他的獨子
[00:04:42.520 --> 00:04:44.520]  要洗所有信他的人
[00:04:44.520 --> 00:04:46.520]  不致滅亡
[00:04:46.520 --> 00:04:48.520]  恆的生命
[00:04:48.520 --> 00:04:50.520]  信耶穌得永生
[00:04:50.520 --> 00:04:52.520]  這個回答是對的
[00:04:52.520 --> 00:04:54.520]  但我不知道
[00:04:54.520 --> 00:04:56.520]  你傳過多少次福音
[00:04:56.520 --> 00:04:58.520]  當你傳福音的時候
[00:04:58.520 --> 00:05:00.520]  有沒有聽過一些非信徒回答
[00:05:00.520 --> 00:05:02.520]  既然信耶穌
[00:05:02.520 --> 00:05:04.520]  是為了得永生
[00:05:04.520 --> 00:05:06.520]  那讓我老一點吧
[00:05:06.520 --> 00:05:08.520]  退休之後才信吧
[00:05:08.520 --> 00:05:10.520]  都不遲的
[00:05:10.520 --> 00:05:12.520]  信耶穌得永生嘛
[00:05:14.520 --> 00:05:16.520]  信耶穌得永生
[00:05:16.520 --> 00:05:18.520]  是真的
[00:05:18.520 --> 00:05:20.520]  但信耶穌的好處
[00:05:20.520 --> 00:05:22.520]  其實不只是得永生
[00:05:22.520 --> 00:05:24.520]  還有很多的好處
[00:05:24.520 --> 00:05:28.520]  我們今天來思想這段經文
[00:05:28.520 --> 00:05:30.520]  就知道
[00:05:30.520 --> 00:05:32.520]  保羅由於
[00:05:32.520 --> 00:05:34.520]  想到信耶穌
[00:05:34.520 --> 00:05:36.520]  各樣的好處
[00:05:36.520 --> 00:05:38.520]  他就非常興奮
[00:05:38.520 --> 00:05:40.520]  和以弗所的教會
[00:05:40.520 --> 00:05:42.520]  和我們分享
[00:05:42.520 --> 00:05:44.520]  華人
[00:05:44.520 --> 00:05:46.520]  特別喜歡福氣的民族
[00:05:46.520 --> 00:05:48.520]  在慶祝新年的時候
[00:05:48.520 --> 00:05:50.520]  就會貼一個
[00:05:50.520 --> 00:05:52.520]  大福字在牆上
[00:05:52.520 --> 00:05:54.520]  但如果問一問人
[00:05:54.520 --> 00:05:56.520]  一般來說
[00:05:56.520 --> 00:05:58.520]  我們會認為
[00:05:58.520 --> 00:06:00.520]  什麼是人生的福氣呢?
[00:06:00.520 --> 00:06:04.520]  什麼是我們認為的福氣呢?
[00:06:04.520 --> 00:06:08.520]  一般來說
[00:06:08.520 --> 00:06:10.520]  大概離不開福祿壽
[00:06:10.520 --> 00:06:12.520]  這些福氣
[00:06:12.520 --> 00:06:14.520]  都是屬於
[00:06:14.520 --> 00:06:16.520]  這個世界上的福氣
[00:06:16.520 --> 00:06:18.520]  包括錢財
[00:06:18.520 --> 00:06:20.520]  兒孫健康長壽
[00:06:20.520 --> 00:06:22.520]  但是
[00:06:22.520 --> 00:06:24.520]  上兩個星期我們也說過
[00:06:24.520 --> 00:06:26.520]  主耶穌必定會回來
[00:06:26.520 --> 00:06:28.520]  而當祂回來的時候
[00:06:28.520 --> 00:06:30.520]  就是人類歷史的大結局
[00:06:30.520 --> 00:06:32.520]  即使我們有生之年
[00:06:32.520 --> 00:06:34.520]  主耶穌
[00:06:34.520 --> 00:06:36.520]  未曾回來
[00:06:36.520 --> 00:06:38.520]  我們也知道
[00:06:38.520 --> 00:06:40.520]  其實我們有一天
[00:06:40.520 --> 00:06:42.520]  也一定會離開這個世界
[00:06:42.520 --> 00:06:44.520]  當我們離開的時候
[00:06:44.520 --> 00:06:46.520]  所有屬於這個世界上的東西
[00:06:46.520 --> 00:06:48.520]  我們也帶不走
[00:06:48.520 --> 00:06:52.520]  所以我們對人生的眼光
[00:06:52.520 --> 00:06:54.520]  要放遠一點
[00:06:54.520 --> 00:06:56.520]  放遠一點
[00:06:56.520 --> 00:06:58.520]  不要只是看這個世界
[00:06:58.520 --> 00:07:00.520]  而是要看到上帝的世界
[00:07:00.520 --> 00:07:04.520]  上帝的世界才是永恆的世界
[00:07:06.520 --> 00:07:08.520]  在第三節
[00:07:08.520 --> 00:07:10.520]  保羅提到
[00:07:10.520 --> 00:07:12.520]  基督徒的福氣是甚麼呢?
[00:07:12.520 --> 00:07:14.520]  他說其實是有
[00:07:14.520 --> 00:07:16.520]  天上
[00:07:16.520 --> 00:07:18.520]  天上
[00:07:18.520 --> 00:07:20.520]  各樣屬靈的福氣
[00:07:20.520 --> 00:07:24.520]  那些福氣不是不給我們
[00:07:24.520 --> 00:07:26.520]  已經賜給了我們
[00:07:26.520 --> 00:07:28.520]  很可惜很多時候
[00:07:28.520 --> 00:07:30.520]  基督徒都忽略了
[00:07:30.520 --> 00:07:32.520]  這些天上屬靈的福氣
[00:07:32.520 --> 00:07:34.520]  我希望今天
[00:07:34.520 --> 00:07:36.520]  我們會得到提醒
[00:07:36.520 --> 00:07:38.520]  天上各樣的屬靈
[00:07:38.520 --> 00:07:40.520]  福氣都已經賜給了我們
[00:07:40.520 --> 00:07:42.520]  但究竟天上各樣
[00:07:42.520 --> 00:07:44.520]  屬靈的福氣包括甚麼呢?
[00:07:44.520 --> 00:07:48.520]  在第四節提到
[00:07:48.520 --> 00:07:50.520]  在創世以前
[00:07:50.520 --> 00:07:52.520]  他已經藉著基督揀選我們
[00:07:52.520 --> 00:07:54.520]  使我們在他面前成為聖潔
[00:07:54.520 --> 00:07:56.520]  沒有絲毫缺點的人
[00:07:56.520 --> 00:08:00.520]  今天這段經文其實有好幾次
[00:08:00.520 --> 00:08:02.520]  提到揀選的問題
[00:08:02.520 --> 00:08:04.520]  在第四節、第五節和第十一節
[00:08:04.520 --> 00:08:06.520]  都提到揀選
[00:08:06.520 --> 00:08:08.520]  上帝早就揀選了我們
[00:08:08.520 --> 00:08:12.520]  我們稍為想一想
[00:08:12.520 --> 00:08:14.520]  上帝的揀選
[00:08:14.520 --> 00:08:16.520]  和人的自由意志的問題
[00:08:16.520 --> 00:08:20.520]  在我們的經驗中
[00:08:20.520 --> 00:08:22.520]  我相信很多人信耶穌都會覺得
[00:08:22.520 --> 00:08:24.520]  是我們揀選了信耶穌
[00:08:24.520 --> 00:08:28.520]  是我們決定要信耶穌
[00:08:28.520 --> 00:08:30.520]  跟耶穌說
[00:08:30.520 --> 00:08:32.520]  是上帝揀選了我們
[00:08:32.520 --> 00:08:36.520]  但當我們信耶穌
[00:08:36.520 --> 00:08:38.520]  信了一段日子後
[00:08:38.520 --> 00:08:40.520]  我們就會感覺到
[00:08:40.520 --> 00:08:42.520]  很多東西都很奇怪
[00:08:42.520 --> 00:08:44.520]  真的是上帝揀選了我們
[00:08:44.520 --> 00:08:46.520]  為甚麼會這樣呢?
[00:08:46.520 --> 00:08:50.520]  我試試舉一個例子
[00:08:50.520 --> 00:08:52.520]  最近我有一個孫子
[00:08:52.520 --> 00:08:54.520]  五歲生日
[00:08:54.520 --> 00:08:56.520]  在他生日那天
[00:08:56.520 --> 00:08:58.520]  他有一位姑媽
[00:08:58.520 --> 00:09:00.520]  跟他玩了一個遊戲
[00:09:00.520 --> 00:09:02.520]  他姑媽就預先
[00:09:02.520 --> 00:09:04.520]  預備了一些禮物
[00:09:04.520 --> 00:09:06.520]  用藍色的袋子裝了
[00:09:06.520 --> 00:09:08.520]  就放在家裡
[00:09:08.520 --> 00:09:10.520]  不同的地方
[00:09:10.520 --> 00:09:12.520]  姑媽就跟他說
[00:09:12.520 --> 00:09:14.520]  我們現在要玩一個尋寶遊戲
[00:09:14.520 --> 00:09:16.520]  就教孫子
[00:09:16.520 --> 00:09:18.520]  要去家裡
[00:09:18.520 --> 00:09:20.520]  不同的地方去尋寶
[00:09:20.520 --> 00:09:22.520]  給他一個藍色的袋子
[00:09:22.520 --> 00:09:24.520]  讓他先看看
[00:09:24.520 --> 00:09:26.520]  當那個孫子
[00:09:26.520 --> 00:09:28.520]  到處走的時候
[00:09:28.520 --> 00:09:30.520]  姑媽還會有提示
[00:09:30.520 --> 00:09:32.520]  如果他走得
[00:09:32.520 --> 00:09:34.520]  越來越近
[00:09:34.520 --> 00:09:36.520]  就會說黃色
[00:09:36.520 --> 00:09:38.520]  如果再近一點
[00:09:38.520 --> 00:09:40.520]  就會紅色
[00:09:40.520 --> 00:09:42.520]  但如果離那些寶物
[00:09:42.520 --> 00:09:44.520]  越來越遠就藍色
[00:09:44.520 --> 00:09:46.520]  有提示的
[00:09:46.520 --> 00:09:48.520]  結果到最後
[00:09:48.520 --> 00:09:50.520]  他當然找到很多份寶物
[00:09:50.520 --> 00:09:52.520]  很開心
[00:09:52.520 --> 00:09:54.520]  找到很多份寶物
[00:09:54.520 --> 00:09:56.520]  誰找到寶物呢?
[00:09:56.520 --> 00:09:58.520]  孫子自己找到
[00:09:58.520 --> 00:10:00.520]  沒有人幫他找出來
[00:10:00.520 --> 00:10:02.520]  他自己找到
[00:10:02.520 --> 00:10:04.520]  但是
[00:10:04.520 --> 00:10:06.520]  他大一點慢慢就明白
[00:10:06.520 --> 00:10:08.520]  那些寶物被他找到
[00:10:08.520 --> 00:10:10.520]  是因為姑媽預備了寶物
[00:10:10.520 --> 00:10:12.520]  姑媽還給他提示
[00:10:12.520 --> 00:10:14.520]  近一點,越來越近
[00:10:14.520 --> 00:10:16.520]  幫他找到
[00:10:16.520 --> 00:10:18.520]  所以其實我們
[00:10:18.520 --> 00:10:20.520]  看這個問題
[00:10:20.520 --> 00:10:22.520]  上帝的選擇跟我們信耶穌
[00:10:22.520 --> 00:10:24.520]  也有些類似
[00:10:24.520 --> 00:10:26.520]  上帝早就選擇了我們
[00:10:26.520 --> 00:10:28.520]  然後安排了一些環境
[00:10:28.520 --> 00:10:30.520]  還有聖靈在我們心裡面
[00:10:30.520 --> 00:10:32.520]  工作
[00:10:32.520 --> 00:10:34.520]  使我們信耶穌
[00:10:34.520 --> 00:10:36.520]  所以這個道理
[00:10:36.520 --> 00:10:38.520]  是很深奧
[00:10:38.520 --> 00:10:40.520]  像我孫子現在五歲
[00:10:40.520 --> 00:10:42.520]  他長大了十多歲
[00:10:42.520 --> 00:10:44.520]  他不會玩這些遊戲
[00:10:44.520 --> 00:10:46.520]  他知道姑媽已經預備了禮物
[00:10:46.520 --> 00:10:50.520]  所以上帝的選擇
[00:10:50.520 --> 00:10:52.520]  跟人決定去信耶穌
[00:10:52.520 --> 00:10:54.520]  這兩樣東西
[00:10:54.520 --> 00:10:56.520]  是沒有衝突的
[00:10:56.520 --> 00:10:58.520]  以致我們在
[00:10:58.520 --> 00:11:00.520]  13章48字可以看到一件事
[00:11:00.520 --> 00:11:02.520]  那些經文說
[00:11:02.520 --> 00:11:04.520]  外邦人聽見你這話都很高興
[00:11:04.520 --> 00:11:06.520]  還讚著的道
[00:11:06.520 --> 00:11:08.520]  那些已經被上帝
[00:11:08.520 --> 00:11:10.520]  揀選
[00:11:10.520 --> 00:11:12.520]  來接受永恆生命的人
[00:11:12.520 --> 00:11:14.520]  都信了
[00:11:14.520 --> 00:11:16.520]  我們可以留意到
[00:11:16.520 --> 00:11:18.520]  被上帝揀選的人
[00:11:18.520 --> 00:11:20.520]  其實都要自己信
[00:11:20.520 --> 00:11:22.520]  才行的
[00:11:22.520 --> 00:11:24.520]  就像剛才說的尋寶遊戲一樣
[00:11:24.520 --> 00:11:26.520]  有大人預備了
[00:11:26.520 --> 00:11:28.520]  禮物
[00:11:28.520 --> 00:11:30.520]  但他都要引導小孩
[00:11:30.520 --> 00:11:32.520]  讓他自己找到禮物
[00:11:32.520 --> 00:11:36.520]  不過有些很喜歡思想的
[00:11:36.520 --> 00:11:38.520]  現代人
[00:11:38.520 --> 00:11:40.520]  或者哲學家
[00:11:40.520 --> 00:11:42.520]  他有一個這樣的推論
[00:11:42.520 --> 00:11:44.520]  他說如果
[00:11:44.520 --> 00:11:46.520]  人信耶穌
[00:11:46.520 --> 00:11:48.520]  是上帝的預定
[00:11:48.520 --> 00:11:50.520]  上帝的揀選
[00:11:50.520 --> 00:11:52.520]  預定
[00:11:52.520 --> 00:11:54.520]  那就是神侵犯了
[00:11:54.520 --> 00:11:56.520]  人的自由意志
[00:11:56.520 --> 00:11:58.520]  人對於
[00:11:58.520 --> 00:12:00.520]  得救和滅亡
[00:12:00.520 --> 00:12:02.520]  其實都沒有需要
[00:12:02.520 --> 00:12:04.520]  承擔義務和責任
[00:12:04.520 --> 00:12:06.520]  因此如果有人
[00:12:06.520 --> 00:12:08.520]  不相信耶穌
[00:12:08.520 --> 00:12:10.520]  而要受滅亡
[00:12:10.520 --> 00:12:12.520]  的審判
[00:12:12.520 --> 00:12:14.520]  或者刑罰的話
[00:12:14.520 --> 00:12:16.520]  上帝就不公義
[00:12:16.520 --> 00:12:18.520]  上帝就不公義
[00:12:18.520 --> 00:12:20.520]  如果我們
[00:12:20.520 --> 00:12:22.520]  從邏輯上來看
[00:12:22.520 --> 00:12:24.520]  這個推論
[00:12:24.520 --> 00:12:26.520]  都算是合理
[00:12:26.520 --> 00:12:28.520]  但這個推論
[00:12:28.520 --> 00:12:30.520]  忽略了一個問題
[00:12:30.520 --> 00:12:32.520]  就是罪的問題
[00:12:32.520 --> 00:12:34.520]  不信耶穌
[00:12:34.520 --> 00:12:36.520]  不信耶穌而滅亡的原因
[00:12:36.520 --> 00:12:38.520]  其實不是由於
[00:12:38.520 --> 00:12:40.520]  他們不信
[00:12:40.520 --> 00:12:42.520]  不是由於他們不信
[00:12:42.520 --> 00:12:44.520]  不信本身不是一個罪
[00:12:44.520 --> 00:12:46.520]  信與不信
[00:12:46.520 --> 00:12:48.520]  都是上帝給人的
[00:12:48.520 --> 00:12:50.520]  選擇權
[00:12:50.520 --> 00:12:52.520]  人如果將來
[00:12:52.520 --> 00:12:54.520]  不信耶穌而要滅亡
[00:12:54.520 --> 00:12:56.520]  其實是由於
[00:12:56.520 --> 00:12:58.520]  他本人
[00:12:58.520 --> 00:13:00.520]  所犯的罪
[00:13:00.520 --> 00:13:02.520]  他本人已經犯了罪
[00:13:02.520 --> 00:13:04.520]  但他又不願意
[00:13:04.520 --> 00:13:06.520]  接受主耶穌的待贖
[00:13:06.520 --> 00:13:08.520]  那就只能
[00:13:08.520 --> 00:13:10.520]  只能夠
[00:13:10.520 --> 00:13:12.520]  只能夠
[00:13:12.520 --> 00:13:14.520]  自己為自己的罪
[00:13:14.520 --> 00:13:16.520]  而接受審判
[00:13:16.520 --> 00:13:18.520]  而滅亡
[00:13:18.520 --> 00:13:20.520]  有一點像
[00:13:20.520 --> 00:13:22.520]  不知道你們有沒有玩過
[00:13:22.520 --> 00:13:24.520]  大富翁的遊戲
[00:13:24.520 --> 00:13:26.520]  有時你會抽到一張卡要去坐牢
[00:13:26.520 --> 00:13:28.520]  不過有時你又會抽到一張
[00:13:28.520 --> 00:13:30.520]  免費出監的卡
[00:13:30.520 --> 00:13:32.520]  你有那張免費出監的卡
[00:13:32.520 --> 00:13:34.520]  你又不用
[00:13:34.520 --> 00:13:36.520]  你自己死吧
[00:13:36.520 --> 00:13:38.520]  現在上帝預備了耶穌
[00:13:38.520 --> 00:13:40.520]  不至滅亡
[00:13:40.520 --> 00:13:42.520]  不過你不肯要
[00:13:42.520 --> 00:13:44.520]  死就不可以怨上帝
[00:13:44.520 --> 00:13:48.520]  我們也要明白
[00:13:48.520 --> 00:13:50.520]  當聖經說
[00:13:50.520 --> 00:13:52.520]  萬世之前就揀選我們
[00:13:52.520 --> 00:13:54.520]  創造世界以前
[00:13:54.520 --> 00:13:56.520]  已經直載基督揀選我們
[00:13:56.520 --> 00:13:58.520]  這個其實
[00:13:58.520 --> 00:14:00.520]  是從人的角度去看
[00:14:00.520 --> 00:14:02.520]  但上主
[00:14:02.520 --> 00:14:04.520]  是活在時間以外
[00:14:04.520 --> 00:14:06.520]  人是受時間控制
[00:14:06.520 --> 00:14:08.520]  上主不是受時間控制
[00:14:08.520 --> 00:14:10.520]  上主在這個
[00:14:10.520 --> 00:14:12.520]  系統之外
[00:14:12.520 --> 00:14:14.520]  對上帝來說
[00:14:14.520 --> 00:14:16.520]  其實是沒有過去
[00:14:16.520 --> 00:14:18.520]  未來的分別
[00:14:18.520 --> 00:14:20.520]  在上帝的
[00:14:20.520 --> 00:14:22.520]  世界裏面
[00:14:22.520 --> 00:14:24.520]  祂只有永恆的現在
[00:14:24.520 --> 00:14:26.520]  所以創世以前也好
[00:14:26.520 --> 00:14:28.520]  怎樣也好
[00:14:28.520 --> 00:14:30.520]  總言之在微信以前
[00:14:30.520 --> 00:14:32.520]  上帝已經揀選了我們
[00:14:32.520 --> 00:14:34.520]  揀選了我們做什麼呢
[00:14:34.520 --> 00:14:36.520]  這個問題很重要
[00:14:36.520 --> 00:14:38.520]  保羅告訴我們
[00:14:38.520 --> 00:14:40.520]  是要成為聖潔
[00:14:40.520 --> 00:14:42.520]  沒有絲毫缺點的人
[00:14:42.520 --> 00:14:44.520]  世界上有沒有這樣的人
[00:14:44.520 --> 00:14:48.520]  世界上有沒有聖潔
[00:14:48.520 --> 00:14:50.520]  沒有絲毫缺點的人
[00:14:50.520 --> 00:14:54.520]  肯定沒有
[00:14:54.520 --> 00:14:56.520]  我也不敢說自己聖潔
[00:14:56.520 --> 00:14:58.520]  其實我一點也不聖潔
[00:14:58.520 --> 00:15:00.520]  很多缺點
[00:15:02.520 --> 00:15:04.520]  在上帝面前
[00:15:04.520 --> 00:15:06.520]  我們是聖潔
[00:15:06.520 --> 00:15:08.520]  沒有絲毫缺點的人
[00:15:08.520 --> 00:15:10.520]  因為我們的身份改變了
[00:15:10.520 --> 00:15:12.520]  由於我們成為基督徒
[00:15:12.520 --> 00:15:14.520]  上帝看我們之前
[00:15:14.520 --> 00:15:16.520]  他首先是看到耶穌基督
[00:15:16.520 --> 00:15:20.520]  他先看到耶穌基督
[00:15:20.520 --> 00:15:22.520]  我們在耶穌基督後面
[00:15:22.520 --> 00:15:24.520]  他就看到所有在耶穌基督後面的人
[00:15:24.520 --> 00:15:26.520]  都是聖潔
[00:15:26.520 --> 00:15:28.520]  是毫無缺點的人
[00:15:28.520 --> 00:15:30.520]  上帝將我們當為
[00:15:30.520 --> 00:15:32.520]  聖潔毫無缺點的人
[00:15:32.520 --> 00:15:34.520]  第五節進一步解釋
[00:15:34.520 --> 00:15:36.520]  上帝愛我們
[00:15:36.520 --> 00:15:38.520]  預先決定我們
[00:15:38.520 --> 00:15:40.520]  藉著耶穌基督
[00:15:40.520 --> 00:15:42.520]  使我們歸屬於他
[00:15:42.520 --> 00:15:44.520]  使我們有作兒女的名份
[00:15:44.520 --> 00:15:48.520]  這裡提到兒女的名份
[00:15:48.520 --> 00:15:50.520]  有兒女的名份
[00:15:50.520 --> 00:15:54.520]  有沒有用
[00:15:54.520 --> 00:15:56.520]  有沒有權分產業
[00:15:58.520 --> 00:16:00.520]  如果有名份
[00:16:00.520 --> 00:16:02.520]  又沒有什麼特別好處的話
[00:16:02.520 --> 00:16:06.520]  那是沒有用的
[00:16:06.520 --> 00:16:10.520]  不過有名份真的有用
[00:16:10.520 --> 00:16:12.520]  有的,我們真的有權分產業
[00:16:12.520 --> 00:16:14.520]  在羅馬書八章十七節說
[00:16:14.520 --> 00:16:16.520]  既然是上帝的兒女
[00:16:16.520 --> 00:16:18.520]  我們就享有上帝為他的子民
[00:16:18.520 --> 00:16:20.520]  所預備的福澤
[00:16:20.520 --> 00:16:22.520]  也要跟基督同享
[00:16:22.520 --> 00:16:24.520]  上帝為他所保留的
[00:16:24.520 --> 00:16:26.520]  因為只要我們分擔基督的苦難
[00:16:26.520 --> 00:16:28.520]  我們也要
[00:16:28.520 --> 00:16:30.520]  分享他的榮耀
[00:16:30.520 --> 00:16:34.520]  一般人間的父母親
[00:16:34.520 --> 00:16:36.520]  都是喜歡將自己的產業
[00:16:36.520 --> 00:16:38.520]  留給子女
[00:16:38.520 --> 00:16:40.520]  留給子女
[00:16:40.520 --> 00:16:42.520]  上帝也有
[00:16:42.520 --> 00:16:44.520]  榮耀的產業
[00:16:44.520 --> 00:16:46.520]  留給主耶穌基督
[00:16:46.520 --> 00:16:48.520]  而當我們成為
[00:16:48.520 --> 00:16:50.520]  上帝的兒女之後
[00:16:50.520 --> 00:16:52.520]  我們跟祂一起分
[00:16:52.520 --> 00:16:54.520]  很好,分到上帝的榮耀
[00:16:54.520 --> 00:16:56.520]  分到耶穌基督的榮耀
[00:16:56.520 --> 00:16:58.520]  所以想到這些
[00:16:58.520 --> 00:17:00.520]  豐盛的恩典
[00:17:00.520 --> 00:17:02.520]  保羅就很開心,很興奮
