
[00:00:00.000 --> 00:00:03.000]  在開始的時候先跟大家說一個故事
[00:01:43.000 --> 00:01:47.000]  然後再看一下遠處的小朋友
[00:01:47.000 --> 00:01:52.000]  他突然發現這個小朋友又不像小偷了
[00:01:52.000 --> 00:01:54.000]  大家有沒有聽過這個故事?
[00:01:54.000 --> 00:01:56.000]  聽過就舉手
[00:01:56.000 --> 00:01:58.000]  有沒有?
[00:01:58.000 --> 00:02:02.000]  這個是一個成語的小故事
[00:02:02.000 --> 00:02:04.000]  我按就可以了
[00:02:04.000 --> 00:02:06.000]  成語的小故事叫做
[00:02:06.000 --> 00:02:08.000]  這個字
[00:02:08.000 --> 00:02:10.000]  你不用讀那個carry out code的了
[00:02:10.000 --> 00:02:12.000]  沒有關係的
[00:02:12.000 --> 00:02:14.000]  我們讀下去也沒有用的
[00:02:14.000 --> 00:02:16.000]  想說什麼呢?
[00:02:16.000 --> 00:02:18.000]  這個想說的是
[00:02:18.000 --> 00:02:20.000]  當我們處理問題的時候
[00:02:20.000 --> 00:02:22.000]  如果我們太過疑神疑鬼
[00:02:22.000 --> 00:02:24.000]  我們太過感情用事的時候
[00:02:24.000 --> 00:02:26.000]  會怎樣?
[00:02:26.000 --> 00:02:28.000]  會怎樣?
[00:02:28.000 --> 00:02:30.000]  會帶來很多的問題
[00:02:30.000 --> 00:02:32.000]  特別當我們恐懼的時候
[00:02:32.000 --> 00:02:34.000]  當我們不安的時候
[00:02:34.000 --> 00:02:36.000]  我們更加需要保持冷靜
[00:02:36.000 --> 00:02:38.000]  保持理性去處事
[00:02:38.000 --> 00:02:40.000]  事實上當我們在網上
[00:02:40.000 --> 00:02:42.000]  剛才大家看到了
[00:02:42.000 --> 00:02:44.000]  在網上去找一些新聞的時候
[00:02:44.000 --> 00:02:46.000]  或者我們就這樣看新聞
[00:02:46.000 --> 00:02:48.000]  我們不難去發現一件事
[00:02:48.000 --> 00:02:50.000]  就是當人活在恐懼
[00:02:50.000 --> 00:02:52.000]  活在不安
[00:02:52.000 --> 00:02:54.000]  活在質疑的時候
[00:02:54.000 --> 00:02:56.000]  是很容易會做錯一些決定
[00:02:56.000 --> 00:02:58.000]  而這些決定會帶來
[00:02:58.000 --> 00:03:00.000]  一些很嚴重的後果
[00:03:00.000 --> 00:03:02.000]  就好像這個新聞
[00:03:02.000 --> 00:03:04.000]  連婚姻都可能會破裂
[00:03:04.000 --> 00:03:06.000]  我不知道大家有沒有試過
[00:03:06.000 --> 00:03:08.000]  有沒有試過因為一些恐懼
[00:03:08.000 --> 00:03:10.000]  因為害怕
[00:03:10.000 --> 00:03:12.000]  而做了一些你平時
[00:03:12.000 --> 00:03:14.000]  是不會做的事
[00:03:14.000 --> 00:03:16.000]  做了一些你平時都不會做的決定
[00:03:18.000 --> 00:03:20.000]  而今天
[00:03:20.000 --> 00:03:22.000]  故事當中的主角
[00:03:22.000 --> 00:03:24.000]  就是這樣
[00:03:24.000 --> 00:03:26.000]  他來到第二集
[00:03:26.000 --> 00:03:28.000]  我們上星期在講訊息的
[00:03:28.000 --> 00:03:30.000]  是Pastor Tim
[00:03:30.000 --> 00:03:32.000]  我們同樣在看亞葛這個人
[00:03:32.000 --> 00:03:34.000]  來到第二集
[00:03:34.000 --> 00:03:36.000]  亞葛正在面對一個困局
[00:03:36.000 --> 00:03:38.000]  或者這樣說
[00:03:38.000 --> 00:03:40.000]  是他自己覺得這是一個困局
[00:03:40.000 --> 00:03:42.000]  什麼困局?
[00:03:42.000 --> 00:03:44.000]  當時他要面對他的哥哥
[00:03:44.000 --> 00:03:46.000]  叫做Iso
[00:03:46.000 --> 00:03:48.000]  是一個問答題
[00:03:48.000 --> 00:03:50.000]  當時
[00:03:50.000 --> 00:03:52.000]  就是那個昔日
[00:03:52.000 --> 00:03:54.000]  為了透過一個紅豆湯
[00:03:54.000 --> 00:03:56.000]  去騙了
[00:03:56.000 --> 00:03:58.000]  他哥哥的長子名分
[00:03:58.000 --> 00:04:00.000]  大家都記得這件事
[00:04:00.000 --> 00:04:02.000]  雖然當時已經隔了
[00:04:02.000 --> 00:04:04.000]  二十年
[00:04:04.000 --> 00:04:06.000]  今集和上集已經相隔二十年
[00:04:06.000 --> 00:04:08.000]  當時
[00:04:08.000 --> 00:04:10.000]  這個亞葛已經九十七歲
[00:04:10.000 --> 00:04:12.000]  不過他還是很害怕
[00:04:12.000 --> 00:04:14.000]  害怕什麼?
[00:04:14.000 --> 00:04:16.000]  他害怕哥哥會因為這件事
[00:04:16.000 --> 00:04:18.000]  回來報復他
[00:04:18.000 --> 00:04:20.000]  甚至要殺了他
[00:04:20.000 --> 00:04:22.000]  究竟事實又是怎樣?
[00:04:22.000 --> 00:04:24.000]  事實又是怎樣?
[00:04:24.000 --> 00:04:26.000]  我們一起來看看
[00:04:26.000 --> 00:04:28.000]  今日我要講的第一件事
[00:04:28.000 --> 00:04:30.000]  第一點
[00:04:30.000 --> 00:04:32.000]  今日分享兩部份
[00:04:32.000 --> 00:04:34.000]  第一部份是講亞葛需要面對
[00:04:34.000 --> 00:04:36.000]  他一個很久很久之前
[00:04:36.000 --> 00:04:38.000]  卻揮之不去的
[00:04:38.000 --> 00:04:40.000]  一件往事
[00:04:40.000 --> 00:04:42.000]  一個陰影
[00:04:42.000 --> 00:04:44.000]  上星期Pastor Tim和我們講
[00:04:44.000 --> 00:04:46.000]  當亞葛騙了他哥哥的長子
[00:04:46.000 --> 00:04:48.000]  名分之後
[00:04:48.000 --> 00:04:50.000]  他就被迫
[00:04:50.000 --> 00:04:52.000]  追殺,即逃命
[00:04:52.000 --> 00:04:54.000]  他被追殺,被迫逃命
[00:04:54.000 --> 00:04:56.000]  當時利伯加
[00:04:56.000 --> 00:04:58.000]  即是那個很偏心
[00:04:58.000 --> 00:05:00.000]  他的媽媽
[00:05:00.000 --> 00:05:02.000]  利伯加就安排他
[00:05:02.000 --> 00:05:04.000]  去到很遠很遠的地方
[00:05:04.000 --> 00:05:06.000]  其實是他的舅父
[00:05:06.000 --> 00:05:08.000]  利伯加的弟弟
[00:05:08.000 --> 00:05:10.000]  去到這個地方叫哈蘭
[00:05:10.000 --> 00:05:12.000]  之前阿伯拉罕都聽過這個地方
[00:05:12.000 --> 00:05:14.000]  到他舅父拉班的
[00:05:14.000 --> 00:05:16.000]  這個家裏住
[00:05:16.000 --> 00:05:18.000]  當時一分開
[00:05:18.000 --> 00:05:20.000]  一別已經是二十年
[00:05:20.000 --> 00:05:22.000]  而當亞葛
[00:05:22.000 --> 00:05:24.000]  打算由哈蘭這個地方
[00:05:24.000 --> 00:05:26.000]  回到他的家鄉
[00:05:26.000 --> 00:05:28.000]  迦南地
[00:05:28.000 --> 00:05:30.000]  而途中就發生今天的這件事
[00:05:30.000 --> 00:05:32.000]  當時他
[00:05:32.000 --> 00:05:34.000]  差派探子回來和他講
[00:05:34.000 --> 00:05:36.000]  在第六節,第六第七節
[00:05:36.000 --> 00:05:38.000]  他這樣講
[00:05:38.000 --> 00:05:40.000]  讀英文
[00:05:40.000 --> 00:05:42.000]  讀英文,預備一起讀
[00:05:42.000 --> 00:05:44.000]  預備起
[00:05:44.000 --> 00:05:50.000]  可能遮住了
[00:05:50.000 --> 00:05:52.000]  他很害怕
[00:05:52.000 --> 00:05:54.000]  他說
[00:05:54.000 --> 00:05:56.000]  你哥哥的耳掃
[00:05:56.000 --> 00:05:58.000]  他帶著四百人來找你
[00:05:58.000 --> 00:06:00.000]  嘩,很大陣仗
[00:06:00.000 --> 00:06:02.000]  四百人大概
[00:06:02.000 --> 00:06:04.000]  就是你們學校的兩級
[00:06:04.000 --> 00:06:06.000]  差不多,或者一級
[00:06:06.000 --> 00:06:08.000]  兩級的人
[00:06:08.000 --> 00:06:10.000]  一級的人來找他,多麼誇張
[00:06:10.000 --> 00:06:12.000]  比利會有什麼反應
[00:06:12.000 --> 00:06:14.000]  當時的哥哥
[00:06:14.000 --> 00:06:16.000]  隔了二十年也好,來找他
[00:06:16.000 --> 00:06:18.000]  他帶著四百人
[00:06:18.000 --> 00:06:20.000]  誰會緊張
[00:06:20.000 --> 00:06:22.000]  會害怕的舉手
[00:06:22.000 --> 00:06:24.000]  全部都不害怕
[00:06:24.000 --> 00:06:26.000]  很厲害
[00:06:26.000 --> 00:06:28.000]  你們很友好
[00:06:28.000 --> 00:06:30.000]  四百人都是朋友
[00:06:30.000 --> 00:06:32.000]  四百人都是朋友
[00:06:32.000 --> 00:06:34.000]  當時亞葛
[00:06:34.000 --> 00:06:36.000]  很害怕
[00:06:36.000 --> 00:06:38.000]  一個人害怕的時候會怎樣
[00:06:38.000 --> 00:06:40.000]  會震
[00:06:40.000 --> 00:06:42.000]  會震
[00:06:42.000 --> 00:06:44.000]  心理學告訴我們
[00:06:44.000 --> 00:06:46.000]  一個人害怕的時候
[00:06:46.000 --> 00:06:48.000]  大概會做
[00:06:48.000 --> 00:06:50.000]  one of the two things
[00:06:50.000 --> 00:06:52.000]  兩種反應,要不就
[00:06:52.000 --> 00:06:54.000]  fight
[00:06:54.000 --> 00:06:56.000]  要不就fight,就走
[00:06:56.000 --> 00:06:58.000]  他正面對我
[00:06:58.000 --> 00:07:00.000]  要不就
[00:07:00.000 --> 00:07:02.000]  對抗他,要不就
[00:07:02.000 --> 00:07:04.000]  走,很正常的反應
[00:07:04.000 --> 00:07:06.000]  不過他不是這樣
[00:07:06.000 --> 00:07:08.000]  他的反應
[00:07:08.000 --> 00:07:10.000]  不是退縮,也不是去
[00:07:10.000 --> 00:07:12.000]  戰鬥,相反
[00:07:12.000 --> 00:07:14.000]  他做了四件事
[00:07:14.000 --> 00:07:16.000]  哪四件事呢,很快和大家
[00:07:16.000 --> 00:07:18.000]  講一講,第一,他將
[00:07:18.000 --> 00:07:20.000]  他同行的人,包括
[00:07:20.000 --> 00:07:22.000]  一些新竹,當時的新竹
[00:07:22.000 --> 00:07:24.000]  代表possession,代表他的資產
[00:07:24.000 --> 00:07:26.000]  將他們的人分成
[00:07:26.000 --> 00:07:28.000]  兩隊
[00:07:28.000 --> 00:07:30.000]  將他們同行的人分成兩隊
[00:07:30.000 --> 00:07:32.000]  時間關係,不請大家讀了
[00:07:32.000 --> 00:07:34.000]  他說
[00:07:34.000 --> 00:07:36.000]  經文說,他將僕人和新竹
[00:07:36.000 --> 00:07:38.000]  分成兩隊,目的是
[00:07:38.000 --> 00:07:44.000]  避免全軍覆沒
[00:07:44.000 --> 00:07:46.000]  他說萬一有一隊人
[00:07:46.000 --> 00:07:48.000]  被消滅
[00:07:48.000 --> 00:07:50.000]  另一隊都仍然逃脫得到
[00:07:50.000 --> 00:07:52.000]  大家覺得怎樣
[00:07:52.000 --> 00:07:54.000]  他都幾聰明
[00:07:54.000 --> 00:07:56.000]  會計數,會玩board game
[00:07:56.000 --> 00:07:58.000]  有些時候都要避免
[00:07:58.000 --> 00:08:00.000]  輸少當贏
[00:08:00.000 --> 00:08:02.000]  避免輸
[00:08:02.000 --> 00:08:04.000]  他雖然很害怕
[00:08:04.000 --> 00:08:06.000]  但他有謀略,有智慧
[00:08:06.000 --> 00:08:10.000]  所謂誅之死地而後生
[00:08:10.000 --> 00:08:12.000]  這個求生意識,我想大家都明白
[00:08:12.000 --> 00:08:14.000]  不過他不只是做這件事
[00:08:14.000 --> 00:08:16.000]  他同樣
[00:08:16.000 --> 00:08:18.000]  做了幾件事
[00:08:18.000 --> 00:08:20.000]  第二件事,他去向神
[00:08:20.000 --> 00:08:22.000]  祈禱
[00:08:22.000 --> 00:08:24.000]  這段很長,不請大家讀了
[00:08:24.000 --> 00:08:26.000]  向神祈禱
[00:08:26.000 --> 00:08:28.000]  回來教會和神祈禱
[00:08:28.000 --> 00:08:30.000]  很正常,不過他這段經文
[00:08:30.000 --> 00:08:32.000]  裏面很特別
[00:08:32.000 --> 00:08:34.000]  先不要說他的動機
[00:08:34.000 --> 00:08:36.000]  他的motive是甚麼
[00:08:36.000 --> 00:08:38.000]  他祈禱的內容
[00:08:38.000 --> 00:08:40.000]  是很豐富
[00:08:40.000 --> 00:08:42.000]  我將他大概highlight了
[00:08:42.000 --> 00:08:44.000]  然後將他集合在這裏
[00:08:44.000 --> 00:08:48.000]  我逐個逐個說一說
[00:08:48.000 --> 00:08:50.000]  很短就可以了
[00:08:50.000 --> 00:08:52.000]  首先他呼求上帝的名
[00:08:54.000 --> 00:08:56.000]  他在第一個紅色那裏
[00:08:56.000 --> 00:08:58.000]  我祖父阿巴拉罕的神
[00:08:58.000 --> 00:09:00.000]  我父親阿爾薩的神
[00:09:00.000 --> 00:09:04.000]  以前是這樣的
[00:09:04.000 --> 00:09:06.000]  是他爺爺,是他爸爸的上帝
[00:09:06.000 --> 00:09:10.000]  他是呼求神
[00:09:10.000 --> 00:09:12.000]  然後他引用上帝的說話
[00:09:12.000 --> 00:09:14.000]  昔日上帝對他的一些應許
[00:09:14.000 --> 00:09:18.000]  你曾對我說,回你本地本族去
[00:09:18.000 --> 00:09:20.000]  我要厚待你
[00:09:22.000 --> 00:09:24.000]  第三,雅各又承認
[00:09:24.000 --> 00:09:26.000]  他自己的不配得
[00:09:26.000 --> 00:09:28.000]  他自己是不配的
[00:09:28.000 --> 00:09:30.000]  他自己是有罪的
[00:09:30.000 --> 00:09:32.000]  亦都承認上帝
[00:09:32.000 --> 00:09:34.000]  是慈愛的,是信實的
[00:09:34.000 --> 00:09:38.000]  你向僕人所知的一切的慈愛和信實
[00:09:38.000 --> 00:09:40.000]  我一點都不配得
[00:09:40.000 --> 00:09:44.000]  大家有沒有試過這樣祈禱
[00:09:44.000 --> 00:09:48.000]  第四,他同樣表達自己的需要和訴求
[00:09:50.000 --> 00:09:52.000]  叫我脫離哥哥的手
[00:09:52.000 --> 00:09:54.000]  脫離他的手因為我怕
[00:09:54.000 --> 00:09:56.000]  他承認他怕
[00:09:56.000 --> 00:09:58.000]  我怕他來殺我
[00:09:58.000 --> 00:10:00.000]  連我媽媽和子女都不放過
[00:10:00.000 --> 00:10:02.000]  連母親和子女
[00:10:02.000 --> 00:10:04.000]  可能是他的太太
[00:10:04.000 --> 00:10:06.000]  當中他更承認他自己的恐懼
[00:10:06.000 --> 00:10:08.000]  最後他再一次提到
[00:10:08.000 --> 00:10:10.000]  上帝的應許
[00:10:10.000 --> 00:10:12.000]  你曾說我必定厚待你
[00:10:12.000 --> 00:10:16.000]  使你的後裔如同海邊的沙
[00:10:18.000 --> 00:10:20.000]  不可勝數
[00:10:20.000 --> 00:10:24.000]  大家看不看到
[00:10:24.000 --> 00:10:26.000]  在患難的裏面
[00:10:26.000 --> 00:10:28.000]  雅各有呼求上帝
[00:10:28.000 --> 00:10:30.000]  雅各有惟著上帝
[00:10:30.000 --> 00:10:34.000]  我相信在在在當中
[00:10:34.000 --> 00:10:36.000]  我們每一個或曾幾何時
[00:10:36.000 --> 00:10:38.000]  我們在患難當中都試過這樣做
[00:10:38.000 --> 00:10:40.000]  我們都會懂得這樣做
[00:10:40.000 --> 00:10:42.000]  考試、測驗、困難
[00:10:42.000 --> 00:10:44.000]  揀科、揀大學
[00:10:44.000 --> 00:10:46.000]  病
[00:10:46.000 --> 00:10:48.000]  或想得到醫治
[00:10:48.000 --> 00:10:50.000]  我們都會向神祈禱
[00:10:50.000 --> 00:10:52.000]  確實我們所信的上帝
[00:10:52.000 --> 00:10:54.000]  是聽祈禱的神
[00:10:54.000 --> 00:10:56.000]  不過對於雅各來說
[00:10:56.000 --> 00:10:58.000]  他不單止懂得祈禱
[00:10:58.000 --> 00:11:00.000]  惟著上帝
[00:11:00.000 --> 00:11:02.000]  他還有行動
[00:11:02.000 --> 00:11:04.000]  除了以上這兩件事之外
[00:11:04.000 --> 00:11:06.000]  他還有第三件事
[00:11:06.000 --> 00:11:08.000]  就是送禮物、預備禮物
[00:11:08.000 --> 00:11:10.000]  十三節到二十一節
[00:11:10.000 --> 00:11:12.000]  他都是這樣說
[00:11:12.000 --> 00:11:14.000]  我總結了這兩節
[00:11:14.000 --> 00:11:16.000]  第十四和第十五節
[00:11:16.000 --> 00:11:18.000]  如果你想開聖經
[00:11:18.000 --> 00:11:20.000]  自己手機可以看到
[00:11:20.000 --> 00:11:22.000]  三十二章十三和十四十五節
[00:11:22.000 --> 00:11:24.000]  他大概預備了這麼多禮物
[00:11:24.000 --> 00:11:26.000]  即是當時來說
[00:11:26.000 --> 00:11:28.000]  這些是產業、錢
[00:11:28.000 --> 00:11:30.000]  預備這麼多禮物給他哥哥
[00:11:30.000 --> 00:11:32.000]  代表什麼?
[00:11:32.000 --> 00:11:36.000]  雖然有些你都不是很
[00:11:36.000 --> 00:11:38.000]  平時都不會見到
[00:11:38.000 --> 00:11:40.000]  但這些禮物代表什麼?
[00:11:40.000 --> 00:11:42.000]  第一代表他有錢
[00:11:42.000 --> 00:11:44.000]  這些份量
[00:11:44.000 --> 00:11:46.000]  對當時來說
[00:11:46.000 --> 00:11:48.000]  都可以比得上一些皇室
[00:11:48.000 --> 00:11:50.000]  一些皇帝的貢物
[00:11:50.000 --> 00:11:54.000]  但同樣這些禮物
[00:11:54.000 --> 00:11:56.000]  代表他真的很害怕
[00:11:56.000 --> 00:11:58.000]  他真的很害怕哥哥
[00:11:58.000 --> 00:12:00.000]  很害怕哥哥會來
[00:12:00.000 --> 00:12:02.000]  來生他的氣
[00:12:02.000 --> 00:12:04.000]  甚至殺他
[00:12:04.000 --> 00:12:06.000]  雖然雅各是一個很聰明的人
[00:12:06.000 --> 00:12:08.000]  很懂得思考
[00:12:08.000 --> 00:12:10.000]  他不單止想到要送什麼禮物
[00:12:10.000 --> 00:12:12.000]  其實他都有準備
[00:12:12.000 --> 00:12:14.000]  之後那兩節
[00:12:14.000 --> 00:12:16.000]  十六到二十節
[00:12:16.000 --> 00:12:18.000]  告訴我們
[00:12:18.000 --> 00:12:20.000]  他將這些禮物
[00:12:20.000 --> 00:12:22.000]  分成兩部分
[00:12:22.000 --> 00:12:24.000]  一群一群
[00:12:24.000 --> 00:12:26.000]  好像剛才那群人
[00:12:26.000 --> 00:12:28.000]  他將它分成大概五群人
[00:12:28.000 --> 00:12:30.000]  這樣走
[00:12:30.000 --> 00:12:32.000]  將他的禮物分成五群人
[00:12:32.000 --> 00:12:34.000]  五個群體
[00:12:34.000 --> 00:12:36.000]  然後讓他們逐群走
[00:12:36.000 --> 00:12:38.000]  然後中間要保持一個距離
[00:12:38.000 --> 00:12:40.000]  目的是
[00:12:40.000 --> 00:12:42.000]  當他哥哥一次又一次
[00:12:42.000 --> 00:12:44.000]  又一次
[00:12:44.000 --> 00:12:46.000]  收到這些禮物的時候
[00:12:46.000 --> 00:12:48.000]  這個弟弟真會做
[00:12:48.000 --> 00:12:50.000]  這樣就會消了一口氣
[00:12:50.000 --> 00:12:52.000]  很厲害
[00:12:52.000 --> 00:12:54.000]  很有機心
[00:12:54.000 --> 00:12:56.000]  很有計謀
[00:12:56.000 --> 00:12:58.000]  不單止這樣
[00:12:58.000 --> 00:13:00.000]  這裡說
[00:13:00.000 --> 00:13:02.000]  他還教他的僕人怎樣說話
[00:13:02.000 --> 00:13:04.000]  他說吩咐領頭的人說
[00:13:04.000 --> 00:13:06.000]  哥哥我耳掃遇見你的時候
[00:13:06.000 --> 00:13:08.000]  你就說你是誰
[00:13:08.000 --> 00:13:10.000]  前面這些東西是誰的
[00:13:10.000 --> 00:13:12.000]  你就去說
[00:13:12.000 --> 00:13:14.000]  是你的僕人阿葛
[00:13:14.000 --> 00:13:16.000]  送給我主耳掃
[00:13:16.000 --> 00:13:18.000]  的禮物
[00:13:18.000 --> 00:13:20.000]  大家聽到嗎
[00:13:20.000 --> 00:13:22.000]  阿葛怎樣稱呼他
[00:13:22.000 --> 00:13:24.000]  我主
[00:13:24.000 --> 00:13:26.000]  你的僕人阿葛
[00:13:26.000 --> 00:13:28.000]  我主耳掃
[00:13:28.000 --> 00:13:30.000]  稱呼自己為一個僕人
[00:13:30.000 --> 00:13:32.000]  我們看得見
[00:13:32.000 --> 00:13:34.000]  他真是很會做
[00:13:34.000 --> 00:13:36.000]  很會說話
[00:13:36.000 --> 00:13:38.000]  做事非常謹慎
[00:13:38.000 --> 00:13:40.000]  很有計謀
[00:13:40.000 --> 00:13:42.000]  要用盡一切方法去討人歡心
[00:13:42.000 --> 00:13:44.000]  為的是得著哥哥的寬恕
[00:13:44.000 --> 00:13:48.000]  我不知道你身邊
[00:13:48.000 --> 00:13:50.000]  有沒有類似阿葛的朋友
[00:13:50.000 --> 00:13:52.000]  或同學
[00:13:52.000 --> 00:13:54.000]  他用盡一切方法
[00:13:54.000 --> 00:13:56.000]  很會解決問題
[00:13:56.000 --> 00:13:58.000]  俗一點來說
[00:13:58.000 --> 00:14:00.000]  就是世界仔
[00:14:00.000 --> 00:14:02.000]  很會變通
[00:14:02.000 --> 00:14:04.000]  很好人
[00:14:04.000 --> 00:14:06.000]  很懂得奉承
[00:14:06.000 --> 00:14:08.000]  面面俱圓
[00:14:08.000 --> 00:14:12.000]  我不知道你喜不喜歡
[00:14:12.000 --> 00:14:14.000]  和這些人相處
[00:14:14.000 --> 00:14:16.000]  不過我想說
[00:14:16.000 --> 00:14:18.000]  在故事裡的阿葛
[00:14:18.000 --> 00:14:20.000]  就是一個這樣的人
[00:14:20.000 --> 00:14:24.000]  不過最誇張的是
[00:14:24.000 --> 00:14:26.000]  他做了第四件事
[00:14:26.000 --> 00:14:28.000]  第四件事是這樣的
[00:14:28.000 --> 00:14:30.000]  他夜更起來
[00:14:30.000 --> 00:14:32.000]  帶著兩個妻子
[00:14:32.000 --> 00:14:34.000]  兩個婢女和十一個孩子
[00:14:34.000 --> 00:14:36.000]  過了阿伯道口
[00:14:36.000 --> 00:14:38.000]  他帶著他們送他們過河
[00:14:38.000 --> 00:14:40.000]  他所有的一切也都過去
[00:14:40.000 --> 00:14:42.000]  只剩下阿葛一人
[00:14:42.000 --> 00:14:44.000]  表面看來
[00:14:44.000 --> 00:14:46.000]  沒什麼
[00:14:46.000 --> 00:14:48.000]  他將他的妻子和孩子
[00:14:48.000 --> 00:14:50.000]  十一個
[00:14:50.000 --> 00:14:52.000]  和所有的一切送過河
[00:14:52.000 --> 00:14:54.000]  將他送過河
[00:14:54.000 --> 00:14:56.000]  不過背後大家知道是什麼意思嗎
[00:14:56.000 --> 00:14:58.000]  記不記得我剛才問
[00:14:58.000 --> 00:15:00.000]  他很害怕的哥哥
[00:15:00.000 --> 00:15:02.000]  在哪裡來
[00:15:02.000 --> 00:15:04.000]  在前面還是後面
[00:15:04.000 --> 00:15:08.000]  在前面
[00:15:08.000 --> 00:15:10.000]  他將他的妻子
[00:15:10.000 --> 00:15:12.000]  將他的孩子
[00:15:12.000 --> 00:15:14.000]  送到前面
[00:15:14.000 --> 00:15:16.000]  然後剩下他一個在後面
[00:15:16.000 --> 00:15:18.000]  是什麼意思
[00:15:18.000 --> 00:15:20.000]  送他們出去
[00:15:20.000 --> 00:15:22.000]  是不是
[00:15:22.000 --> 00:15:24.000]  讓他們的家人獨自去
[00:15:24.000 --> 00:15:26.000]  面對危險
[00:15:26.000 --> 00:15:28.000]  他很害怕的哥哥
[00:15:28.000 --> 00:15:30.000]  家人本身是他的最愛
[00:15:30.000 --> 00:15:32.000]  不過大難臨頭
[00:15:32.000 --> 00:15:34.000]  他迫不得已
[00:15:34.000 --> 00:15:36.000]  他將家人
[00:15:36.000 --> 00:15:38.000]  孤獨的送去危險
[00:15:38.000 --> 00:15:40.000]  我不知道大家看到這裡
[00:15:40.000 --> 00:15:42.000]  有什麼感受
[00:15:42.000 --> 00:15:44.000]  有什麼想法
[00:15:44.000 --> 00:15:46.000]  會不會覺得阿葛
[00:15:46.000 --> 00:15:48.000]  有一點點不負責任
[00:15:48.000 --> 00:15:50.000]  誰覺得是這樣想的
[00:15:50.000 --> 00:15:52.000]  舉手
[00:15:52.000 --> 00:15:54.000]  如果你覺得是這樣
[00:15:54.000 --> 00:15:56.000]  大難臨頭的緣故
[00:15:56.000 --> 00:15:58.000]  因著危險他躲在家人後面
[00:15:58.000 --> 00:16:00.000]  你先走
[00:16:00.000 --> 00:16:02.000]  你們先去
[00:16:02.000 --> 00:16:04.000]  他應該不會那麼生氣
[00:16:04.000 --> 00:16:06.000]  為什麼
[00:16:06.000 --> 00:16:08.000]  為什麼他會這樣做
[00:16:08.000 --> 00:16:10.000]  因為他害怕
[00:16:10.000 --> 00:16:12.000]  害怕
[00:16:12.000 --> 00:16:14.000]  原來
[00:16:14.000 --> 00:16:16.000]  懼怕會帶來一些
[00:16:16.000 --> 00:16:18.000]  後果
[00:16:18.000 --> 00:16:20.000]  帶來一些很嚴重的問題
[00:16:20.000 --> 00:16:22.000]  他不單止作出一些
[00:16:22.000 --> 00:16:24.000]  自然會做的決定
[00:16:24.000 --> 00:16:26.000]  同樣影響他和其他人的關係
[00:16:26.000 --> 00:16:28.000]  在這個情況下
[00:16:28.000 --> 00:16:30.000]  包括他的家人
[00:16:30.000 --> 00:16:32.000]  妻子兒女
[00:16:32.000 --> 00:16:34.000]  害怕
[00:16:34.000 --> 00:16:38.000]  不過最不值的是
[00:16:38.000 --> 00:16:40.000]  這份害怕
[00:16:40.000 --> 00:16:42.000]  恐懼
[00:16:42.000 --> 00:16:44.000]  未必建立在一些真實的事實
[00:16:44.000 --> 00:16:46.000]  未必是真的
