
[00:00:00.000 --> 00:00:04.500]  我們特別講一個題目叫
[00:05:12.200 --> 00:05:13.400]  剛剛考進去
[00:05:13.400 --> 00:05:18.900]  入學的時候有一個考試要考IQ
[00:05:18.900 --> 00:05:20.600]  因為英文不好的緣故
[00:05:20.600 --> 00:05:21.900]  就考得很低分
[00:05:21.900 --> 00:05:25.600]  考完就被校長抓進去office問
[00:05:25.600 --> 00:05:27.400]  恭喜你創作用紀錄
[00:05:27.400 --> 00:05:29.200]  有史以來考最低分
[00:05:29.200 --> 00:05:30.800]  因為他很害怕
[00:05:30.800 --> 00:05:33.300]  根據你的分數
[00:05:33.300 --> 00:05:35.300]  你應該是嚴重的弱智
[00:05:35.300 --> 00:05:36.800]  我就跟他解釋
[00:05:36.800 --> 00:05:37.800]  不是因為我弱智
[00:05:37.800 --> 00:05:38.800]  是因為英文不好
[00:05:38.800 --> 00:05:40.400]  我看不明白的問題
[00:05:40.400 --> 00:05:42.800]  不信拿個中文卷給我考一下
[00:05:42.800 --> 00:05:44.800]  我以為DMV有中文卷
[00:05:44.800 --> 00:05:45.500]  沒有的
[00:05:45.500 --> 00:05:47.200]  因為英文不好
[00:05:47.200 --> 00:05:50.100]  所以高中前面的兩年
[00:05:50.100 --> 00:05:51.800]  都是考第四
[00:05:51.800 --> 00:05:53.100]  不過from the bottom
[00:05:53.100 --> 00:05:57.300]  都脫離不了四的詛咒
[00:05:57.300 --> 00:06:00.700]  我很明白那種挫敗感
[00:06:00.700 --> 00:06:04.100]  永遠覺得全班是你最蠢的那種感覺
[00:06:04.100 --> 00:06:05.700]  後來這種挫敗感
[00:06:05.700 --> 00:06:09.500]  又加上後來經歷了一場驚天動地的失戀
[00:06:09.500 --> 00:06:11.000]  突然間人就醒了
[00:06:11.000 --> 00:06:12.300]  於是很努力
[00:06:12.300 --> 00:06:13.300]  努力了兩年
[00:06:13.300 --> 00:06:14.500]  到了高中最後一年
[00:06:14.500 --> 00:06:17.800]  終於又回到第四名
[00:06:17.800 --> 00:06:20.300]  所以在想這個問題的時候
[00:06:20.300 --> 00:06:22.500]  就想好像這一生人未試過
[00:06:22.500 --> 00:06:27.000]  有些事情是我會擺上最好的
[00:06:27.000 --> 00:06:28.300]  我永遠都是差不多
[00:06:28.300 --> 00:06:30.300]  對自己不會太差
[00:06:30.300 --> 00:06:31.600]  不會太難堪
[00:06:31.600 --> 00:06:32.900]  但是就這樣
[00:06:32.900 --> 00:06:34.300]  但後來我思想的時候發覺
[00:06:34.300 --> 00:06:38.300]  其實神是將最好的給了我們
[00:06:38.300 --> 00:06:40.800]  神是將祂最寶貴
[00:06:40.800 --> 00:06:43.100]  最寶貴的兒子
[00:06:43.100 --> 00:06:44.200]  給了我們釘十架
[00:06:44.200 --> 00:06:47.000]  其實神是將最好的給我們
[00:06:47.000 --> 00:06:48.200]  作為正常的回應
[00:06:48.200 --> 00:06:50.300]  應該是將最好的給神
[00:06:50.300 --> 00:06:51.900]  不過這個不是我們
[00:06:51.900 --> 00:06:53.100]  當然是理論歸理論
[00:06:53.100 --> 00:06:54.300]  現實歸現實
[00:06:54.300 --> 00:06:56.900]  現實當中我們大概
[00:06:56.900 --> 00:06:59.900]  都幾經常將最差的給神
[00:06:59.900 --> 00:07:03.100]  以前有個家長有三個兒子
[00:07:03.100 --> 00:07:05.600]  最聰明那個讀醫學院
[00:07:05.600 --> 00:07:08.200]  第二聰明那個讀工程師
[00:07:08.200 --> 00:07:11.500]  弱智那個送給神讀神學
[00:07:11.500 --> 00:07:13.100]  於是神學院的老師又罵
[00:07:13.100 --> 00:07:15.200]  你當我是弱智兒童收容所嗎
[00:07:15.200 --> 00:07:16.300]  不可以的
[00:07:16.300 --> 00:07:18.900]  以前有牧師抱怨
[00:07:18.900 --> 00:07:21.000]  有個回遊打電話來說
[00:07:21.000 --> 00:07:22.900]  家裡換了新電視
[00:07:22.900 --> 00:07:24.800]  舊那部捐給教會
[00:07:24.800 --> 00:07:27.300]  心裡怎麼會有這樣的態度
[00:07:27.300 --> 00:07:28.300]  應該買兩部新的
[00:07:28.300 --> 00:07:28.900]  一部自己用
[00:07:28.900 --> 00:07:29.900]  一部給教會
[00:07:29.900 --> 00:07:31.300]  我都考慮收
[00:07:31.300 --> 00:07:33.900]  所以我們經常都是用剩的
[00:07:33.900 --> 00:07:35.800]  多餘的就送給神
[00:07:35.800 --> 00:07:37.200]  時間都一樣
[00:07:37.200 --> 00:07:41.100]  有時我們喜歡將年輕壯年
[00:07:41.100 --> 00:07:42.100]  頭腦最清醒
[00:07:42.100 --> 00:07:43.500]  最好體力
[00:07:43.500 --> 00:07:45.300]  最健康的那段時間
[00:07:45.300 --> 00:07:48.100]  全部投入世界
[00:07:48.100 --> 00:07:50.100]  你將最好的給世界
[00:07:50.100 --> 00:07:52.500]  世界永遠不會將最好的給你
[00:07:52.500 --> 00:07:54.600]  浪費你的資源
[00:07:54.600 --> 00:07:55.900]  很多時候到了老了
[00:07:55.900 --> 00:07:58.000]  發覺突然醒悟
[00:07:58.000 --> 00:08:00.800]  到了風築殘年的時候才想起
[00:08:00.800 --> 00:08:02.400]  剩餘一點點時間
[00:08:02.400 --> 00:08:04.100]  是不是應該給神
[00:08:04.100 --> 00:08:05.200]  壓倒神學
[00:08:05.200 --> 00:08:06.500]  然後又被神樂園老師罵
[00:08:06.500 --> 00:08:10.300]  經常將神樂園當成老人院
[00:08:10.300 --> 00:08:13.400]  所以這一堂講道
[00:08:13.400 --> 00:08:15.500]  是時候反省一下
[00:08:15.500 --> 00:08:17.100]  為什麼我們總是喜歡
[00:08:17.100 --> 00:08:19.100]  將最差的給神
[00:08:19.100 --> 00:08:21.600]  神將最好的給我們
[00:08:21.600 --> 00:08:22.900]  最寶貴的
[00:08:22.900 --> 00:08:24.700]  我們應該回應
[00:08:24.700 --> 00:08:27.000]  學習怎樣將好的東西
[00:08:27.000 --> 00:08:28.500]  拿出來給神
[00:08:28.500 --> 00:08:29.900]  雖然未必一下子
[00:08:29.900 --> 00:08:31.200]  懂得將最好的
[00:08:31.200 --> 00:08:32.800]  但至少每一年
[00:08:32.800 --> 00:08:34.500]  升一點點級也好
[00:08:34.500 --> 00:08:36.300]  不要經常將最差的給神
[00:08:36.300 --> 00:08:38.500]  今天我們看一段聖經
[00:08:38.500 --> 00:08:40.800]  學習怎樣將最好的獻上給神
[00:08:40.800 --> 00:08:43.000]  我們看提摩太后書
[00:08:43.000 --> 00:08:45.600]  第二章三到七節
[00:08:45.600 --> 00:08:48.100]  講到三個不同的身份
[00:08:48.100 --> 00:08:50.600]  保羅提醒提摩太
[00:08:50.600 --> 00:08:52.700]  做一個忠心的僕人
[00:08:52.700 --> 00:08:54.700]  有三個身份
[00:08:54.700 --> 00:08:57.700]  你可以作為參考和學習
[00:08:57.700 --> 00:08:59.200]  第二章三節說
[00:08:59.200 --> 00:09:03.000]  作為基督耶穌的忠勇
[00:09:03.000 --> 00:09:05.500]  又忠心又勇敢的戰士
[00:09:05.500 --> 00:09:07.000]  第一個是戰士的身份
[00:09:07.000 --> 00:09:08.300]  soldier 當兵
[00:09:08.300 --> 00:09:10.600]  你要分擔苦難
[00:09:10.600 --> 00:09:12.700]  一個入伍的士兵
[00:09:12.700 --> 00:09:15.000]  要爭取長官的嘉許
[00:09:15.000 --> 00:09:19.600]  就不能讓形外的事務纏擾他
[00:09:19.600 --> 00:09:21.300]  一個賽跑的人
[00:09:21.300 --> 00:09:23.000]  第二個身份 運動員
[00:09:23.000 --> 00:09:25.600]  一個賽跑的人在競賽的時候
[00:09:25.600 --> 00:09:27.400]  不遵守規則
[00:09:27.400 --> 00:09:29.300]  就不能得獎
[00:09:29.300 --> 00:09:30.400]  這是第二個身份
[00:09:30.400 --> 00:09:33.800]  第三個身份我們要學的就是
[00:09:33.800 --> 00:09:36.900]  辛勤耕作的農夫
[00:09:36.900 --> 00:09:40.800]  應該首先享受所收成的穀物
[00:09:40.800 --> 00:09:43.200]  你要思想我所說的話
[00:09:43.200 --> 00:09:48.500]  因為主必定使你能領悟一切的事
[00:09:48.500 --> 00:09:49.800]  所以今天我們會學習
[00:09:49.800 --> 00:09:52.800]  從這三個身份去思想一下
[00:09:52.800 --> 00:09:54.900]  有什麼值得我們去模仿的
[00:09:54.900 --> 00:09:58.200]  第一個身份當然是當兵的身份
[00:09:58.200 --> 00:10:00.300]  一個soldier 一個精兵
[00:10:00.300 --> 00:10:02.700]  一個忠勇的戰士
[00:10:02.700 --> 00:10:04.800]  作為一個當兵的身份
[00:10:04.800 --> 00:10:07.500]  其實這段聖經有兩件事值得我們學習
[00:10:07.500 --> 00:10:09.100]  第一件事當然是
[00:10:09.100 --> 00:10:11.800]  當兵一定要吃苦
[00:10:11.800 --> 00:10:15.000]  當兵不是一件舒服的事
[00:10:15.000 --> 00:10:16.600]  當兵要吃苦
[00:10:16.600 --> 00:10:21.400]  很多時候我們不能夠將最好的擺上
[00:10:21.400 --> 00:10:25.300]  是因為有時候環境太安逸 很舒服
[00:10:25.300 --> 00:10:27.100]  我們不是40 days
[00:10:27.100 --> 00:10:28.300]  你有感信感恆
[00:10:28.300 --> 00:10:31.200]  我們變成40 days 感恩感惜
[00:10:31.200 --> 00:10:32.600]  生活很舒服
[00:10:32.600 --> 00:10:35.300]  尤其在美國我們生活其實挺舒服的
[00:10:35.300 --> 00:10:36.700]  很豐盛
[00:10:36.700 --> 00:10:38.600]  有時候太豐盛
[00:10:38.600 --> 00:10:42.200]  人就不是太想吃苦
[00:10:42.200 --> 00:10:44.000]  有時候不肯吃苦
[00:10:44.000 --> 00:10:46.100]  不肯付出和犧牲
[00:10:46.100 --> 00:10:49.200]  其實很難做得成一些有價值的事情
[00:10:49.200 --> 00:10:53.800]  人生所有價值的事情都需要付出和犧牲
[00:10:53.800 --> 00:10:58.000]  你知道我們沒辦法
[00:10:58.000 --> 00:11:01.600]  沒辦法活出一個價值是永恆或者很豐盛
[00:11:01.600 --> 00:11:03.400]  其實不是因為我們缺乏資源
[00:11:03.400 --> 00:11:04.800]  其實我們身邊很多資源
[00:11:04.800 --> 00:11:06.800]  我們很多資源很多機遇
[00:11:06.800 --> 00:11:09.200]  只不過有時候我們不肯去付出
[00:11:09.200 --> 00:11:11.100]  不肯去吃苦
[00:11:11.100 --> 00:11:15.400]  變成我們錯失了這些機會
[00:11:15.400 --> 00:11:18.200]  我以前在中南美洲住過7年
[00:11:18.200 --> 00:11:22.800]  大家知道中南美洲是所有地球上
[00:11:22.800 --> 00:11:24.800]  無論是冰寒的地方
[00:11:24.800 --> 00:11:26.800]  還是溫帶或者熱帶
[00:11:26.800 --> 00:11:27.600]  熱帶的地方
[00:11:27.600 --> 00:11:29.400]  中南美洲屬於熱帶的地方
[00:11:29.400 --> 00:11:32.600]  熱帶的地方其實是整個地球上
[00:11:32.600 --> 00:11:37.000]  天然的資源最豐富的地方
[00:11:37.000 --> 00:11:38.300]  是很豐富的
[00:11:38.300 --> 00:11:41.100]  但是你回望整個20世紀
[00:11:41.100 --> 00:11:44.700]  中南美洲對整個世界的貢獻
[00:11:44.700 --> 00:11:46.200]  基本上是沒什麼貢獻的
[00:11:46.200 --> 00:11:49.500]  無論是科技 無論是經濟 各樣
[00:11:49.500 --> 00:11:52.000]  為什麼呢 因為那些人很懶惰
[00:11:52.000 --> 00:11:55.900]  因為那裡很豐富 太安逸了
[00:11:55.900 --> 00:11:58.700]  「饑寒交迫」這個成語
[00:11:58.700 --> 00:12:02.500]  在中南美洲的字典裡面是沒有這句成語
[00:12:02.500 --> 00:12:04.500]  因為他們講西班牙文
[00:12:04.500 --> 00:12:08.100]  當然他們是沒有寒冷這個感覺的
[00:12:08.100 --> 00:12:09.000]  是沒有的
[00:12:09.000 --> 00:12:11.600]  我以前讀書的時候有個同學
[00:12:11.600 --> 00:12:13.700]  他有個親戚在加拿大
[00:12:13.700 --> 00:12:16.300]  有一年聖誕節他親戚跟他說
[00:12:16.300 --> 00:12:18.000]  你加拿大探望我
[00:12:18.000 --> 00:12:21.200]  然後特別提醒他
[00:12:21.200 --> 00:12:24.600]  加拿大冬天很冷 多帶兩件衣服
[00:12:24.600 --> 00:12:26.400]  然後他說沒問題
[00:12:26.400 --> 00:12:31.300]  於是多帶兩件長袖的襯衫
[00:12:31.300 --> 00:12:33.100]  然後去到加拿大
[00:12:33.100 --> 00:12:35.600]  剛剛出機場就送去醫院了
[00:12:35.600 --> 00:12:37.200]  然後他的親戚就問他
[00:12:37.200 --> 00:12:38.600]  不是叫你多帶兩件衣服嗎
[00:12:38.600 --> 00:12:41.300]  他說帶了 兩件長袖恤衫
[00:12:41.300 --> 00:12:42.300]  就好像這些
[00:12:42.300 --> 00:12:45.500]  他說這件已經是我在當地買到最後的衣服
[00:12:45.500 --> 00:12:46.700]  就是這件
[00:12:46.700 --> 00:12:48.700]  所以在中南美洲生活
[00:12:48.700 --> 00:12:51.000]  你完全不知道什麼叫冷
[00:12:51.000 --> 00:12:52.700]  這種是冷的感覺
[00:12:52.700 --> 00:12:54.400]  飢餓就更加不會有
[00:12:54.400 --> 00:12:57.900]  飢餓就是難道我女兒在房間裡面
[00:12:57.900 --> 00:12:59.700]  當然她是很豐盛的
[00:12:59.700 --> 00:13:02.000]  水產特別豐富
[00:13:02.000 --> 00:13:04.100]  你看美國如果釣魚
[00:13:04.100 --> 00:13:06.500]  是陶冶盛情的一種運動
[00:13:06.500 --> 00:13:08.000]  無理耐性
[00:13:08.000 --> 00:13:10.300]  但是在中南美洲釣魚
[00:13:10.300 --> 00:13:13.100]  就越釣盛情越暴躁
[00:13:13.100 --> 00:13:13.900]  為什麼呢
[00:13:13.900 --> 00:13:15.500]  因為通常五秒鐘
[00:13:15.500 --> 00:13:16.800]  桿子就動了
[00:13:16.800 --> 00:13:19.600]  像我這些釣魚沒什麼技術可言的人
[00:13:19.600 --> 00:13:21.300]  就一個小時可以釣一桶
[00:13:21.300 --> 00:13:23.100]  所以就不會餓的
[00:13:23.100 --> 00:13:23.700]  不會餓
[00:13:23.700 --> 00:13:25.700]  飢寒交迫這件事他們不明白
[00:13:25.700 --> 00:13:26.600]  很舒服
[00:13:26.600 --> 00:13:28.400]  但是人就很懶散
[00:13:28.400 --> 00:13:31.000]  中美洲大部分的人都很躲避
[00:13:31.000 --> 00:13:31.700]  很懶散
[00:13:31.700 --> 00:13:33.300]  我以前去過的國家已經是
[00:13:33.300 --> 00:13:35.800]  中南美洲應該是最懶的一個國家
[00:13:35.800 --> 00:13:37.400]  和美國相反的
[00:13:37.400 --> 00:13:40.800]  美國的失業率是4%
[00:13:40.800 --> 00:13:44.300]  我以前住的國家就業率是4%
[00:13:44.300 --> 00:13:46.400]  為什麼就業率是4%呢
[00:13:46.400 --> 00:13:49.200]  因為華人的人口只有4%
[00:13:49.200 --> 00:13:51.000]  只有華人做工
[00:13:51.000 --> 00:13:54.200]  像我這些以前在國內已經算很懶的人
[00:13:54.200 --> 00:13:57.200]  去到當地就馬上變成傑出青年
[00:13:57.200 --> 00:14:00.200]  他們沒辦法想像我多勤奮
[00:14:00.200 --> 00:14:02.100]  早上睡到十點就起來工作
[00:14:02.100 --> 00:14:04.000]  不可思議
[00:14:04.000 --> 00:14:06.200]  當然按照香港的標準
[00:14:06.200 --> 00:14:09.700]  你睡到早上十點已經是社會的人渣
[00:14:09.700 --> 00:14:12.300]  到了當地變成傑出青年的
[00:14:12.300 --> 00:14:13.900]  傑出青年
[00:14:13.900 --> 00:14:16.000]  因為我們的總統十一點才上班
[00:14:16.000 --> 00:14:17.800]  你十點就起床
[00:14:17.800 --> 00:14:19.400]  已經是企業家的作為
[00:14:19.400 --> 00:14:21.200]  人稱藍味李嘉誠
[00:14:21.200 --> 00:14:24.400]  我以前有朋友開舖
[00:14:24.400 --> 00:14:25.300]  很勤力的
[00:14:25.300 --> 00:14:28.100]  每天堅持一定是六點開舖
[00:14:28.100 --> 00:14:29.500]  下午六點
[00:14:29.500 --> 00:14:30.600]  不過不要緊
[00:14:30.600 --> 00:14:33.000]  仍然被評為傑出青年
[00:14:33.000 --> 00:14:34.400]  當地人太懶
[00:14:34.400 --> 00:14:37.600]  我們有很多資源的生活
[00:14:37.600 --> 00:14:39.600]  但因為資源多
[00:14:39.600 --> 00:14:41.800]  人變得懶散
[00:14:41.800 --> 00:14:43.300]  不肯吃苦
[00:14:43.300 --> 00:14:44.500]  不肯付出
[00:14:44.500 --> 00:14:47.700]  所以一生可能浪費了很多資源
[00:14:47.700 --> 00:14:51.000]  沒有成就任何東西
[00:14:51.000 --> 00:14:52.800]  在神國也一樣
[00:14:52.800 --> 00:14:55.000]  所以保羅特別提醒我們
[00:14:55.000 --> 00:14:55.900]  作為一個基督徒
[00:14:55.900 --> 00:14:58.600]  其中一個心態我們參考就是當兵
[00:14:58.600 --> 00:15:01.100]  當兵的人第一件事是要吃苦的
[00:15:01.100 --> 00:15:04.200]  是要知道要背得起
[00:15:04.200 --> 00:15:06.400]  這是第一個對我們提醒
[00:15:06.400 --> 00:15:07.900]  第二就是
[00:15:07.900 --> 00:15:09.400]  當兵有一樣東西很特別
[00:15:09.400 --> 00:15:10.300]  這裡提到的
[00:15:10.300 --> 00:15:12.800]  當兵一定要很專注
[00:15:12.800 --> 00:15:16.000]  當兵不可以被一些很奇怪的
[00:15:16.000 --> 00:15:18.200]  當兵以外的東西去纏繞
[00:15:18.200 --> 00:15:19.900]  很多時候我們沒辦法
[00:15:19.900 --> 00:15:21.400]  活出神的計劃
[00:15:21.400 --> 00:15:23.600]  做不成任何一件事
[00:15:23.600 --> 00:15:25.200]  很多時候是因為
[00:15:25.200 --> 00:15:27.300]  太多東西分散我們注意力
[00:15:27.300 --> 00:15:29.600]  因為這個時代其實很多東西分散注意力
[00:15:29.600 --> 00:15:31.400]  手機
[00:15:31.400 --> 00:15:34.200]  互聯網 社交網站
[00:15:34.200 --> 00:15:36.600]  現在很多遊戲
[00:15:36.600 --> 00:15:40.200]  《王者榮耀》《絕地》
[00:15:40.200 --> 00:15:42.300]  《生存島》也很流行玩這個遊戲
[00:15:42.300 --> 00:15:43.700]  有時候YouTube
[00:15:43.700 --> 00:15:44.800]  明明說要工作
[00:15:44.800 --> 00:15:46.600]  一按YouTube就兩個小時沒了
[00:15:46.600 --> 00:15:48.800]  很多東西會分散我們注意力
[00:15:48.800 --> 00:15:51.300]  所以古人也有說
[00:15:51.300 --> 00:15:54.000]  天降大任於斯人也
[00:15:54.000 --> 00:15:57.000]  必先毀其手機斷其網絡
[00:15:57.000 --> 00:15:59.100]  古人說得很有智慧
[00:15:59.100 --> 00:16:03.400]  有時候我們沒辦法長時間
[00:16:03.400 --> 00:16:05.100]  專注做一件事
[00:16:05.100 --> 00:16:07.700]  其實很難成功
[00:16:07.700 --> 00:16:09.300]  Eugene Peterson寫了一本書
[00:16:09.300 --> 00:16:13.700]  叫做《Long Obedience in the Same Direction》
[00:16:13.700 --> 00:16:14.900]  其實是很重要的
[00:16:14.900 --> 00:16:18.400]  信服神付出在同一個方向
[00:16:18.400 --> 00:16:20.700]  很長時間地投入
[00:16:20.700 --> 00:16:22.900]  有時候才做得成一件事
[00:16:22.900 --> 00:16:24.500]  我很喜歡他的字幕
[00:16:24.500 --> 00:16:28.800]  叫做《Discipleship in an Instant Society》
[00:16:28.800 --> 00:16:31.100]  在這個急功近利的社會
[00:16:31.100 --> 00:16:32.700]  學做一個門徒
[00:16:32.700 --> 00:16:35.400]  需要學會怎樣長時間
