
[00:00:00.000 --> 00:00:02.000]  慈悲的天父 多謝你
[00:02:28.000 --> 00:02:31.000]  我記得我年輕的時候
[00:02:31.000 --> 00:02:33.000]  和我爸爸去看球賽
[00:02:33.000 --> 00:02:34.000]  賀歲球賽的時候
[00:02:34.000 --> 00:02:36.000]  就是有這樣的情況
[00:02:36.000 --> 00:02:38.000]  面對空門的球員
[00:02:38.000 --> 00:02:41.000]  面對一個完全沒有人手的籠門
[00:02:41.000 --> 00:02:42.000]  竟然一踢就踢出去
[00:02:42.000 --> 00:02:44.000]  哇!大後方
[00:02:44.000 --> 00:02:48.000]  然後全場的觀眾就說
[00:02:48.000 --> 00:02:51.000]  「噢!又撻Q了!」
[00:02:52.000 --> 00:02:54.000]  如果那個射門的球員
[00:02:54.000 --> 00:02:56.000]  射成這樣的隊伍
[00:02:56.000 --> 00:02:58.000]  是你所支持的球隊的話
[00:02:58.000 --> 00:03:01.000]  在這一刻你就會很失望
[00:03:01.000 --> 00:03:02.000]  很痛惜
[00:03:02.000 --> 00:03:05.000]  為什麼這麼難得的一次機會
[00:03:05.000 --> 00:03:08.000]  你都不會把握到入球呢?
[00:03:08.000 --> 00:03:10.000]  那你就會充滿憤怒
[00:03:10.000 --> 00:03:12.000]  然後就會希望
[00:03:12.000 --> 00:03:15.000]  快點那個領隊叫人
[00:03:15.000 --> 00:03:16.000]  換了他出場
[00:03:16.000 --> 00:03:17.000]  好過了
[00:03:17.000 --> 00:03:19.000]  這樣射球也有嗎?
[00:03:20.000 --> 00:03:23.000]  其實看足球真的有很大的樂趣
[00:03:23.000 --> 00:03:27.000]  但是如果這種情況
[00:03:27.000 --> 00:03:31.000]  落在報導的時候的情形
[00:03:31.000 --> 00:03:33.000]  又會怎麼樣呢?
[00:03:33.000 --> 00:03:36.000]  將那個福音真的準確
[00:03:36.000 --> 00:03:38.000]  帶到人的面前的時候
[00:03:38.000 --> 00:03:42.000]  可以說只需要人去接受
[00:03:42.000 --> 00:03:44.000]  認罪悔改的話
[00:03:44.000 --> 00:03:47.000]  其實他們就可以馬上
[00:03:47.000 --> 00:03:49.000]  在得救的份上面
[00:03:49.000 --> 00:03:52.000]  可以真的有所參與了
[00:03:52.000 --> 00:03:54.000]  但是如果將福音
[00:03:54.000 --> 00:03:56.000]  帶到那個人的面前
[00:03:56.000 --> 00:03:59.000]  那個人只是三催四請
[00:03:59.000 --> 00:04:01.000]  左推右推
[00:04:01.000 --> 00:04:03.000]  也不斷的推搪
[00:04:03.000 --> 00:04:04.000]  說我不會接受的
[00:04:04.000 --> 00:04:07.000]  或者我只會考慮一下
[00:04:07.000 --> 00:04:10.000]  那時候你作為一個報導者的心情
[00:04:10.000 --> 00:04:11.000]  又會怎麼樣呢?
[00:04:11.000 --> 00:04:13.000]  會不會覺得很惋惜
[00:04:13.000 --> 00:04:15.000]  以及很可惜呢?
[00:04:15.000 --> 00:04:17.000]  我這些經驗
[00:04:17.000 --> 00:04:21.000]  其實不只是說給所有的大兄姐妹知道
[00:04:21.000 --> 00:04:23.000]  其實特別因為我作為一個牧者
[00:04:23.000 --> 00:04:28.000]  很喜歡將上帝的信息、拯救
[00:04:28.000 --> 00:04:30.000]  去介紹給人知道的時候
[00:04:30.000 --> 00:04:33.000]  但是很多時候人的拒絕
[00:04:33.000 --> 00:04:36.000]  有時候我真的有一種責心的感覺
[00:04:36.000 --> 00:04:39.000]  為什麼一個可能大有學識的人
[00:04:39.000 --> 00:04:42.000]  醫生、一個博士
[00:04:42.000 --> 00:04:45.000]  在大學裡面做助教的
[00:04:45.000 --> 00:04:46.000]  做教授的
[00:04:46.000 --> 00:04:49.000]  甚至可能在社會裡面
[00:04:49.000 --> 00:04:50.000]  在工作的場合裡面
[00:04:50.000 --> 00:04:54.000]  他已經成為一個主管級的人馬
[00:04:54.000 --> 00:04:58.000]  但是他仍然他的思想是這麼落後
[00:04:58.000 --> 00:04:59.000]  和這麼封閉
[00:04:59.000 --> 00:05:03.000]  有時候真的覺得很難過
[00:05:03.000 --> 00:05:04.000]  這種的情況
[00:05:04.000 --> 00:05:06.000]  我就將他稱之為一種叫做
[00:05:06.000 --> 00:05:08.000]  「撻了Q」的信仰
[00:05:08.000 --> 00:05:13.000]  「撻Q」英文叫做Miscued
[00:05:13.000 --> 00:05:16.000]  就是說形容一些人打桌球的時候
[00:05:16.000 --> 00:05:18.000]  那支棍子叫做「Q棍」
[00:05:18.000 --> 00:05:19.000]  一插進球上
[00:05:19.000 --> 00:05:21.000]  一插
[00:05:21.000 --> 00:05:22.000]  插不進球
[00:05:22.000 --> 00:05:27.000]  接著又要將大好機會送給他的對手
[00:05:27.000 --> 00:05:30.000]  究竟今天我們會不會處在一個這樣的狀態
[00:05:30.000 --> 00:05:32.000]  作為傳道者的時候
[00:05:32.000 --> 00:05:33.000]  看到這樣的情況
[00:05:33.000 --> 00:05:35.000]  我們會怎樣的心態去處理呢
[00:05:35.000 --> 00:05:37.000]  而且在這樣的過程當中
[00:05:37.000 --> 00:05:40.000]  如果說到我們自己的屬靈的生命的時候
[00:05:40.000 --> 00:05:44.000]  我們也會不會進入了一個撻Q的信仰呢
[00:05:44.000 --> 00:05:47.000]  Miscued Faith Journey
[00:05:47.000 --> 00:05:49.000]  以為自己已經得救了
[00:05:49.000 --> 00:05:53.000]  其實原來自己根本就失去救人
[00:05:53.000 --> 00:05:57.000]  所以今天這段經文就有一個很大的作用提示
[00:05:57.000 --> 00:06:00.000]  這一段大家非常熟悉的經文
[00:06:00.000 --> 00:06:02.000]  不過熟悉還熟悉
[00:06:02.000 --> 00:06:05.000]  越熟悉你就越容易錯的經文
[00:06:05.000 --> 00:06:10.000]  我希望大家能夠一起再次讀一下這段經文
[00:06:10.000 --> 00:06:13.000]  讓我們去了解一下經文的內容
[00:06:13.000 --> 00:06:14.000]  仔細的地方
[00:06:14.000 --> 00:06:18.000]  有什麼特別是我們平日沒有留意或者誤會了的
[00:06:18.000 --> 00:06:20.000]  我希望可以在這個時候
[00:06:20.000 --> 00:06:22.000]  我們再次自己親身讀一次
[00:06:22.000 --> 00:06:23.000]  去明白一下
[00:06:23.000 --> 00:06:24.000]  好了
[00:06:24.000 --> 00:06:25.000]  讓我們一起打開
[00:06:25.000 --> 00:06:29.000]  《馬太福音》第八章
[00:06:29.000 --> 00:06:34.000]  我們從第28節開始去讀完這段經文
[00:06:34.000 --> 00:06:38.000]  我們就讀到第八章的第34節就可以了
[00:06:38.000 --> 00:06:39.000]  好
[00:06:39.000 --> 00:06:40.000]  我們一起讀了
[00:06:40.000 --> 00:06:42.000]  如果你用英文的聖經
[00:06:42.000 --> 00:06:45.000]  那就可以跟著你自己的版本
[00:06:45.000 --> 00:06:49.000]  但是我港讀多數都會用New English Translation的
[00:06:49.000 --> 00:06:50.000]  好了
[00:06:50.000 --> 00:06:51.000]  我們一起讀了
[00:06:51.000 --> 00:06:55.000]  耶穌寄渡到那邊去
[00:06:55.000 --> 00:06:58.000]  來到加大拉人的地方
[00:06:58.000 --> 00:07:01.000]  就有兩個被鬼附的人
[00:07:01.000 --> 00:07:05.000]  從焚營裡出來迎著他
[00:07:05.000 --> 00:07:07.000]  極其兇猛
[00:07:07.000 --> 00:07:11.000]  甚至沒有人能從那條路上經過
[00:07:11.000 --> 00:07:13.000]  他們哭著說
[00:07:13.000 --> 00:07:15.000]  神的兒子
[00:07:15.000 --> 00:07:18.000]  我與你有什麼相干
[00:07:18.000 --> 00:07:20.000]  時候還沒有到
[00:07:20.000 --> 00:07:24.000]  你就想這裡來叫我們受苦嗎
[00:07:24.000 --> 00:07:26.000]  離他們很遠
[00:07:26.000 --> 00:07:29.000]  有一大群豬吃吃
[00:07:29.000 --> 00:07:32.000]  鬼就央求耶穌說
[00:07:32.000 --> 00:07:34.000]  若把我們趕出去
[00:07:34.000 --> 00:07:37.000]  就打發我們進入豬群吧
[00:07:37.000 --> 00:07:38.000]  耶穌說
[00:07:38.000 --> 00:07:39.000]  去吧
[00:07:39.000 --> 00:07:41.000]  鬼就出來
[00:07:41.000 --> 00:07:43.000]  進入豬群
[00:07:43.000 --> 00:07:46.000]  全群忽然沖下山崖
[00:07:46.000 --> 00:07:48.000]  投在海裡淹死了
[00:07:48.000 --> 00:07:52.000]  放豬的就逃跑進城
[00:07:52.000 --> 00:07:55.000]  將這一切事和被鬼附的人
[00:07:55.000 --> 00:07:58.000]  所遭遇的都告訴人
[00:07:58.000 --> 00:08:01.000]  合成的人都出來迎見耶穌
[00:08:01.000 --> 00:08:07.000]  既見了就央求他離開他們的境界
[00:08:07.000 --> 00:08:09.000]  今天這段聖經
[00:08:09.000 --> 00:08:14.000]  我準備是透過兩個部份
[00:08:14.000 --> 00:08:16.000]  和大家一起去思想的
[00:08:16.000 --> 00:08:17.000]  第一個部份就是
[00:08:17.000 --> 00:08:20.000]  從第28節到第29節裡面
[00:08:20.000 --> 00:08:22.000]  我給了一個副題
[00:08:22.000 --> 00:08:26.000]  叫做誰能應出神來
[00:08:26.000 --> 00:08:28.000]  我們說回前文一點
[00:08:28.000 --> 00:08:29.000]  不多說
[00:08:29.000 --> 00:08:31.000]  因為多說會過時
[00:08:31.000 --> 00:08:32.000]  剛剛在前文
[00:08:32.000 --> 00:08:36.000]  在第8章的第28節之前
[00:08:36.000 --> 00:08:39.000]  我們已經看完耶穌
[00:08:39.000 --> 00:08:43.000]  和祂的門徒經歷了一場神蹟
[00:08:43.000 --> 00:08:46.000]  也是大家很熟悉的
[00:08:46.000 --> 00:08:51.000]  耶穌如何平靜風和海
[00:08:51.000 --> 00:08:54.000]  耶穌和門徒從夾家八龍
[00:08:54.000 --> 00:08:56.000]  因為太多人了
[00:08:56.000 --> 00:08:58.000]  我不想那麼多人跟著我
[00:08:58.000 --> 00:09:04.000]  我也不是來組織這個擁躉的會
[00:09:04.000 --> 00:09:05.000]  於是如何
[00:09:05.000 --> 00:09:07.000]  耶穌說我要過到另一邊
[00:09:07.000 --> 00:09:09.000]  上了一條船
[00:09:09.000 --> 00:09:11.000]  和門徒在這條船上
[00:09:11.000 --> 00:09:17.000]  經歷了平靜風和海的神蹟
[00:09:17.000 --> 00:09:20.000]  在這段經文的最後尾
[00:09:20.000 --> 00:09:22.000]  我們已經說過的就是
[00:09:22.000 --> 00:09:26.000]  最後所有在船上的眾人
[00:09:26.000 --> 00:09:28.000]  稀奇地問了一條問題
[00:09:28.000 --> 00:09:29.000]  這條問題就說
[00:09:29.000 --> 00:09:33.000]  這是怎樣的人連風和海
[00:09:33.000 --> 00:09:35.000]  也聽從他了
[00:09:35.000 --> 00:09:39.000]  打開了所有的信徒
[00:09:39.000 --> 00:09:42.000]  和耶穌基督一起的
[00:09:42.000 --> 00:09:44.000]  稱之為門徒的人
[00:09:44.000 --> 00:09:47.000]  他們開始要問一個問題
[00:09:47.000 --> 00:09:49.000]  其實我正在跟進的是
[00:09:49.000 --> 00:09:51.000]  這是什麼人來的
[00:09:51.000 --> 00:09:54.000]  這條問題其實也同時反映出
[00:09:54.000 --> 00:09:57.000]  很多和耶穌走在一起的人
[00:09:57.000 --> 00:09:59.000]  其實根本他們都不知道
[00:09:59.000 --> 00:10:01.000]  耶穌是怎樣的一個人
[00:10:01.000 --> 00:10:03.000]  耶穌有什麼特別
[00:10:03.000 --> 00:10:05.000]  不過別人跟我就跟
[00:10:05.000 --> 00:10:06.000]  就好像今天的教會
[00:10:06.000 --> 00:10:08.000]  我們一起回教會
[00:10:08.000 --> 00:10:10.000]  回教會就信主
[00:10:10.000 --> 00:10:11.000]  信主我們得救
[00:10:11.000 --> 00:10:12.000]  跟這個牧師
[00:10:12.000 --> 00:10:13.000]  這個牧師好
[00:10:13.000 --> 00:10:14.000]  跟他吧
[00:10:14.000 --> 00:10:17.000]  口碑好的
[00:10:17.000 --> 00:10:18.000]  就是這樣
[00:10:18.000 --> 00:10:19.000]  但是那個牧師是什麼人
[00:10:19.000 --> 00:10:20.000]  是好人壞人
[00:10:20.000 --> 00:10:23.000]  還是居心可測的人呢
[00:10:23.000 --> 00:10:26.000]  我作為牧者我很坦白的
[00:10:26.000 --> 00:10:27.000]  教會圈裏面
[00:10:27.000 --> 00:10:29.000]  很多不多不少的牧者
[00:10:29.000 --> 00:10:30.000]  我所認識
[00:10:30.000 --> 00:10:33.000]  其實根本是心有居心的人
[00:10:33.000 --> 00:10:37.000]  有其他古靈精怪的動機背後
[00:10:37.000 --> 00:10:38.000]  不過表面包裝得很漂亮
[00:10:38.000 --> 00:10:42.000]  讓你覺得他是一個大好人
[00:10:42.000 --> 00:10:45.000]  如果你真的揭開他的真面目
[00:10:45.000 --> 00:10:48.000]  其實真的比很多的
[00:10:48.000 --> 00:10:52.000]  沒有說是做僧工的人
[00:10:52.000 --> 00:10:55.000]  就等同於好像我很年輕的時候
[00:10:55.000 --> 00:10:57.000]  我那時候回天主教會
[00:10:57.000 --> 00:10:59.000]  有一次我們回學校讀書
[00:10:59.000 --> 00:11:01.000]  我們很喜歡在學校自己讀書
[00:11:01.000 --> 00:11:03.000]  放假都回去
[00:11:03.000 --> 00:11:05.000]  回去見到天主教會學校裏面
[00:11:05.000 --> 00:11:08.000]  為什麼那個神父在吃煙
[00:11:08.000 --> 00:11:09.000]  跟神父又很熟
[00:11:09.000 --> 00:11:10.000]  就跟神父說
[00:11:10.000 --> 00:11:12.000]  為什麼神父你吃煙
[00:11:12.000 --> 00:11:13.000]  神父說
[00:11:13.000 --> 00:11:15.000]  這些不是一般的煙
[00:11:15.000 --> 00:11:17.000]  這些是薄荷煙
[00:11:17.000 --> 00:11:19.000]  吃了之後提神作用
[00:11:19.000 --> 00:11:22.000]  我心想神父你不夠精神嗎
[00:11:22.000 --> 00:11:25.000]  很多古靈精怪的理由
[00:11:25.000 --> 00:11:27.000]  平日你見到他穿得很漂亮的
[00:11:27.000 --> 00:11:31.000]  神職人員的衣服
[00:11:31.000 --> 00:11:32.000]  原來他是這樣的人
[00:11:32.000 --> 00:11:36.000]  後來他還做了香港的主教
[00:11:36.000 --> 00:11:39.000]  揭開了一個真正的傳道人
[00:11:39.000 --> 00:11:41.000]  他的真面目
[00:11:41.000 --> 00:11:43.000]  其實某程度上
[00:11:43.000 --> 00:11:46.000]  是信徒每個應有的責任
[00:11:46.000 --> 00:11:48.000]  你應該認識你的傳道人
[00:11:48.000 --> 00:11:49.000]  他真正是怎樣
[00:11:49.000 --> 00:11:51.000]  你才可以跟他一起同工
[00:11:51.000 --> 00:11:53.000]  同樣你身邊的信徒都一樣
[00:11:53.000 --> 00:11:56.000]  你要明白他的真相是怎樣
[00:11:56.000 --> 00:11:58.000]  但是在這裏
[00:11:58.000 --> 00:12:01.000]  耶穌將他自己的屬性
[00:12:01.000 --> 00:12:04.000]  開始打開了一道門口
[00:12:04.000 --> 00:12:08.000]  讓他的門徒開始去尋找
[00:12:08.000 --> 00:12:11.000]  我不願其反再說多一次
[00:12:11.000 --> 00:12:13.000]  登山寶訓裏面
[00:12:13.000 --> 00:12:16.000]  亦都很強調 尋就尋見
[00:12:16.000 --> 00:12:18.000]  叩門就吸他開門
[00:12:18.000 --> 00:12:20.000]  你不去尋找的時候
[00:12:20.000 --> 00:12:24.000]  你以為上帝會送到你面前
[00:12:24.000 --> 00:12:26.000]  吃吧 好像嬰兒餵你
[00:12:26.000 --> 00:12:29.000]  不是啊 保羅都教我們
[00:12:29.000 --> 00:12:33.000]  我要離開最初的開端
[00:12:33.000 --> 00:12:36.000]  進到成熟的程度
[00:12:36.000 --> 00:12:39.000]  所以一個尋找神 認識神
[00:12:39.000 --> 00:12:43.000]  這個主題是不可缺少的
[00:12:43.000 --> 00:12:46.000]  在我自己的屬靈成長的過程當中
[00:12:46.000 --> 00:12:49.000]  有不少真心去衛生
[00:12:49.000 --> 00:12:50.000]  在神的面前的牧者
[00:12:50.000 --> 00:12:54.000]  都教導信徒一生去尋找神
[00:12:54.000 --> 00:12:56.000]  認識上帝是怎樣
[00:12:56.000 --> 00:12:58.000]  花你一生的努力
[00:12:58.000 --> 00:13:00.000]  而不是你一生的努力
[00:13:00.000 --> 00:13:04.000]  只是在教會做事工
[00:13:04.000 --> 00:13:07.000]  來到這段聖經
[00:13:07.000 --> 00:13:10.000]  第28節 我們來到一個城市
[00:13:10.000 --> 00:13:12.000]  耶穌渡海
[00:13:12.000 --> 00:13:15.000]  和一大班門徒坐著船
[00:13:15.000 --> 00:13:17.000]  去到另一邊岸
[00:13:17.000 --> 00:13:19.000]  這個地方叫什麼名字
[00:13:19.000 --> 00:13:21.000]  聖經有特別記載
[00:13:21.000 --> 00:13:22.000]  很重要的地方
[00:13:22.000 --> 00:13:26.000]  叫做加大拉人的地方
[00:13:26.000 --> 00:13:29.000]  請大家留意
[00:13:29.000 --> 00:13:32.000]  有很多聖經的讀者
[00:13:32.000 --> 00:13:34.000]  甚至牧者
[00:13:34.000 --> 00:13:38.000]  很喜歡把馬太 馬可 路加福音
[00:13:38.000 --> 00:13:40.000]  有類同記載
[00:13:40.000 --> 00:13:42.000]  甚至可能真是同一段經文的記載
[00:13:42.000 --> 00:13:46.000]  將它合而為一來解釋
[00:13:46.000 --> 00:13:47.000]  這種解釋聖經的方法
[00:13:47.000 --> 00:13:49.000]  是完全錯誤的
[00:13:49.000 --> 00:13:51.000]  在神學上
[00:13:51.000 --> 00:13:53.000]  相同類似的事件
[00:13:53.000 --> 00:13:55.000]  記載在三卷的
[00:13:55.000 --> 00:13:56.000]  我們稱為符類福音
[00:13:56.000 --> 00:14:00.000]  或者Synoptic Gospel裡面的時候
[00:14:00.000 --> 00:14:01.000]  其實是否叫我們合而為一
[00:14:01.000 --> 00:14:04.000]  將它砌成一個故事出來看
[00:14:04.000 --> 00:14:06.000]  而是看同一件事情上
[00:14:06.000 --> 00:14:11.000]  三個不同的角度去看這件事
[00:14:11.000 --> 00:14:15.000]  耶穌究竟有什麼教導給我們知道
[00:14:15.000 --> 00:14:16.000]  不是叫我合而為一
[00:14:16.000 --> 00:14:18.000]  反而還要分開來看
[00:14:18.000 --> 00:14:20.000]  每一個的特色是什麼
[00:14:20.000 --> 00:14:21.000]  在其他的書卷裡面
[00:14:21.000 --> 00:14:23.000]  如果我們細心研究的話
[00:14:23.000 --> 00:14:26.000]  在馬太或者路加福音裡面
[00:14:26.000 --> 00:14:31.000]  記載這個地方就不是叫做加大拉
[00:14:31.000 --> 00:14:36.000]  是叫做格拉森
[00:14:36.000 --> 00:14:38.000]  我在這裡不講那麼多英文
[00:14:38.000 --> 00:14:39.000]  希臘文
[00:14:39.000 --> 00:14:40.000]  因為講得太多
[00:14:40.000 --> 00:14:43.000]  大家可能會覺得都沒什麼重要
[00:14:43.000 --> 00:14:44.000]  究竟有什麼特色
[00:14:44.000 --> 00:14:46.000]  你自己回去查吧
[00:14:46.000 --> 00:14:48.000]  為什麼在這裡
[00:14:48.000 --> 00:14:50.000]  馬太福音特別記載到
[00:14:50.000 --> 00:14:52.000]  耶穌去到另一邊
[00:14:52.000 --> 00:14:53.000]  哪一邊呢
[00:14:53.000 --> 00:14:55.000]  我們一會兒會詳細再介紹
[00:14:55.000 --> 00:14:56.000]  不過很肯定我們知道
[00:14:56.000 --> 00:15:02.000]  加白龍是在加利利海的西北的地方
[00:15:02.000 --> 00:15:05.000]  而來到這段聖經裡面
[00:15:05.000 --> 00:15:06.000]  耶穌去到另一邊
[00:15:06.000 --> 00:15:08.000]  這個加大拉的時候
[00:15:08.000 --> 00:15:13.000]  如果我們去查考一下聖經的地圖
[00:15:13.000 --> 00:15:15.000]  我們就不難發現
[00:15:15.000 --> 00:15:17.000]  原來這個地方就處於
[00:15:17.000 --> 00:15:23.000]  加利利海的東南角的地區
[00:15:23.000 --> 00:15:25.000]  這個地方其中一個主要城市
[00:15:25.000 --> 00:15:27.000]  就叫做格拉森
[00:15:27.000 --> 00:15:31.000]  是屬於我們叫做的十座城
[00:15:31.000 --> 00:15:34.000]  Decapolis地帶的其中一座
[00:15:34.000 --> 00:15:36.000]  主要的城市
[00:15:36.000 --> 00:15:39.000]  當時為什麼這十個城市
[00:15:39.000 --> 00:15:42.000]  會被稱之為十城呢
[00:15:42.000 --> 00:15:43.000]  底加坡
[00:15:43.000 --> 00:15:46.000]  如果大家經常看中文聖經和合本
[00:15:46.000 --> 00:15:49.000]  底加坡里城就是指這十個城市
[00:15:49.000 --> 00:15:54.000]  就是在加利利海以東的地區
[00:15:54.000 --> 00:15:56.000]  十座主要城市
[00:15:56.000 --> 00:15:57.000]  這十座城市有什麼特別
[00:15:57.000 --> 00:16:01.000]  原來這十座城市都是向東發展的
[00:16:01.000 --> 00:16:03.000]  主要的城市
[00:16:03.000 --> 00:16:05.000]  而在這段聖經裡面
[00:16:05.000 --> 00:16:06.000]  特意提醒我們
[00:16:06.000 --> 00:16:08.000]  耶穌去到這個地方
[00:16:08.000 --> 00:16:12.000]  叫做加大拉人的地方
[00:16:12.000 --> 00:16:14.000]  換句話來說
[00:16:14.000 --> 00:16:16.000]  這個地方是什麼人的地方
[00:16:16.000 --> 00:16:19.000]  不是猶太人的地方
[00:16:19.000 --> 00:16:21.000]  你有沒有聽錯
[00:16:21.000 --> 00:16:23.000]  在聖地裡面有些地方
[00:16:23.000 --> 00:16:26.000]  不是猶太人居住的地方嗎
[00:16:26.000 --> 00:16:28.000]  我又問下一句話
[00:16:28.000 --> 00:16:32.000]  在加拿大多倫多
[00:16:32.000 --> 00:16:37.000]  有哪個地方是原住民居住的地方
[00:16:37.000 --> 00:16:39.000]  你告訴我
[00:16:39.000 --> 00:16:41.000]  多倫多我真的不知道
[00:16:41.000 --> 00:16:44.000]  大家知道多倫多原名是怎麼來的嗎
[00:16:44.000 --> 00:16:48.000]  是用土著比的城市的名字
[00:16:48.000 --> 00:16:51.000]  他們叫城市就叫多倫多
[00:16:51.000 --> 00:16:54.000]  就是多倫多
[00:16:54.000 --> 00:16:59.000]  那為什麼多倫多沒有土著住
[00:16:59.000 --> 00:17:00.000]  不是
[00:17:00.000 --> 00:17:03.000]  因為很多其他人進去住
[00:17:03.000 --> 00:17:05.000]  很多其他的人
[00:17:05.000 --> 00:17:07.000]  情況就好像這裡一樣
[00:17:07.000 --> 00:17:09.000]  來到這個地方
[00:17:09.000 --> 00:17:12.000]  不是猶太人住的地方
[00:17:12.000 --> 00:17:16.000]  雖然是屬於猶大地的一部份
[00:17:16.000 --> 00:17:19.000]  不過是加大拉人的地方
[00:17:19.000 --> 00:17:21.000]  聖經一早就告訴我們
[00:17:21.000 --> 00:17:25.000]  這個城市住的地方的人
[00:17:25.000 --> 00:17:32.000]  根本就主要不是猶太人
[00:17:32.000 --> 00:17:38.000]  那這個加大拉是什麼城呢
[00:17:38.000 --> 00:17:42.000]  原來加大拉有一個這樣的歷史發展
[00:17:42.000 --> 00:17:45.000]  在很久很久以前
[00:17:45.000 --> 00:17:49.000]  原本這個地帶本身有猶太人住的
[00:17:49.000 --> 00:17:51.000]  不過後來因為種種原因
[00:17:51.000 --> 00:17:55.000]  猶太人全部搬走了
[00:17:55.000 --> 00:18:01.000]  特別是進入到羅馬人統治時期的時候
[00:18:01.000 --> 00:18:04.000]  在主前第六十三年
[00:18:04.000 --> 00:18:08.000]  由當時羅馬人的王
[00:18:08.000 --> 00:18:11.000]  叫做龐佩龐貝王
[00:18:11.000 --> 00:18:17.000]  決定在這個地區裏面重建一座城市
[00:18:17.000 --> 00:18:23.000]  這個城市就叫做加大拉城
[00:18:23.000 --> 00:18:25.000]  在這個城市裏面
[00:18:25.000 --> 00:18:27.000]  主要是成為了
[00:18:27.000 --> 00:18:34.000]  羅馬人往東做生意的一個商業城市
[00:18:34.000 --> 00:18:43.000]  是向外邦世界打開商業之門的重要通道
[00:18:43.000 --> 00:18:47.000]  如果我們再仔細去對聖地的
[00:18:47.000 --> 00:18:51.000]  交通有些研究的話
[00:18:51.000 --> 00:18:53.000]  我們就會發現到
[00:18:53.000 --> 00:18:58.000]  原來在當時的以色列巴勒斯坦地裏面
[00:18:58.000 --> 00:19:02.000]  有兩條最主要的幹道
[00:19:02.000 --> 00:19:06.000]  是作為通商的幹道
[00:19:06.000 --> 00:19:11.000]  其中一條幹道就由南邊的埃及
[00:19:11.000 --> 00:19:15.000]  沿著地中海的東岸
[00:19:15.000 --> 00:19:22.000]  一直走到上去小亞細亞的地方
[00:19:22.000 --> 00:19:26.000]  要這樣做就必須要經過巴勒斯坦地
[00:19:26.000 --> 00:19:32.000]  這條通道我們稱之為叫做海旁大道
[00:19:32.000 --> 00:19:36.000]  叫做Shoreline Highway
[00:19:36.000 --> 00:19:39.000]  另一條主要的通道是甚麼呢
[00:19:39.000 --> 00:19:43.000]  就是我們所了解到的叫做黃道
[00:19:43.000 --> 00:19:46.000]  King's Highway
[00:19:46.000 --> 00:19:52.000]  這條道路就在約旦河以東的地區
[00:19:52.000 --> 00:19:58.000]  由埃及繞過去到東邊的南地
[00:19:58.000 --> 00:20:05.000]  再直上再往向東所走的所謂巴比倫
[00:20:05.000 --> 00:20:07.000]  或者以前的巴比倫
[00:20:07.000 --> 00:20:13.000]  當時來看就屬於亞洲地區的城市
[00:20:13.000 --> 00:20:17.000]  透過這兩條通道去成為交通幹道
[00:20:17.000 --> 00:20:22.000]  所有的商業要運作一定要經過這兩個地方
[00:20:22.000 --> 00:20:28.000]  而我們今天所看的城市加大拉人
[00:20:28.000 --> 00:20:31.000]  在加大拉居住的人
