
[00:00:00.000 --> 00:00:05.880]  一開始想考考大家
[00:02:06.120 --> 00:02:07.920]  好像無底深潭一樣
[00:02:07.920 --> 00:02:10.200]  結果就灰飛煙滅
[00:02:10.200 --> 00:02:14.200]  我相信對於天文學的愛好者來說
[00:02:14.200 --> 00:02:18.920]  這張是一張很棒令人讚嘆的照片
[00:02:18.920 --> 00:02:20.400]  不過你想一下
[00:02:20.400 --> 00:02:23.880]  如果你身陷其中
[00:02:23.880 --> 00:02:26.040]  結果會是怎樣?
[00:02:26.040 --> 00:02:28.720]  死定了
[00:02:28.720 --> 00:02:34.840]  回到以西傑這個場景
[00:02:34.840 --> 00:02:37.520]  我想看回前的那麼多
[00:02:37.520 --> 00:02:40.000]  今天和大家看43張
[00:02:40.000 --> 00:02:44.680]  40張經文在一開始的時候說
[00:02:44.680 --> 00:02:49.280]  當時那群以色列民被擄掠第25年
[00:02:49.280 --> 00:02:53.800]  耶路撒冷城被攻破了14年
[00:02:53.800 --> 00:02:56.280]  被擄掠了四分一世紀
[00:02:56.280 --> 00:03:02.240]  然後耶路撒冷也被攻陷十多年
[00:03:02.240 --> 00:03:06.760]  試問他們是否好像掉進黑洞一樣
[00:03:06.760 --> 00:03:12.080]  你問這些以色列民如何能夠回頭?
[00:03:12.080 --> 00:03:13.760]  不過來到這裡
[00:03:13.760 --> 00:03:18.480]  神又再一次給他機會見到一個異象
[00:03:18.480 --> 00:03:21.840]  神說有說話要和以西傑說
[00:03:21.840 --> 00:03:24.160]  在這個異象裏面
[00:03:24.160 --> 00:03:26.440]  40章的第二節
[00:03:26.440 --> 00:03:32.080]  說以西傑被提到一座至高的山上
[00:03:32.080 --> 00:03:35.560]  這座是否石安山就不太清楚了
[00:03:35.560 --> 00:03:41.880]  不過先知在一位神的使者的帶領下
[00:03:41.880 --> 00:03:47.480]  他一直環繞著整個聖殿繞場一周
[00:03:47.480 --> 00:03:52.160]  這就是以西傑書最後的大段落
[00:03:52.160 --> 00:03:59.600]  40至48章所說的內容
[00:03:59.600 --> 00:04:02.280]  當大家一直讀下去的時候
[00:04:02.280 --> 00:04:04.680]  可能大家會有印象
[00:04:04.680 --> 00:04:07.520]  這個聖殿的建築
[00:04:07.520 --> 00:04:15.360]  其實和之前所羅門的聖殿規格非常相似
[00:04:15.360 --> 00:04:19.720]  先知由東門進入外院
[00:04:19.720 --> 00:04:22.280]  再去到聖殿裏面
[00:04:22.280 --> 00:04:28.440]  除了環繞整個聖殿周圍遊歷之外
[00:04:28.440 --> 00:04:34.960]  在第40節使者還給了以西傑一句說話
[00:04:34.960 --> 00:04:36.160]  他這樣說
[00:04:36.160 --> 00:04:37.760]  「凡我所指示你的
[00:04:37.760 --> 00:04:40.600]  你都要用眼看、用耳聽
[00:04:40.600 --> 00:04:42.400]  並要放在心上
[00:04:42.400 --> 00:04:44.520]  我帶你到這裡來
[00:04:44.520 --> 00:04:46.720]  特惠要指示你
[00:04:46.720 --> 00:04:48.400]  凡你所見的
[00:04:48.400 --> 00:04:52.120]  你都要告訴以色列家」
[00:04:52.120 --> 00:04:57.840]  即使大家從第40章
[00:04:57.840 --> 00:04:59.280]  如果你有聖經
[00:04:59.280 --> 00:05:04.200]  你用手機或剪接器一邊讀一邊看
[00:05:04.200 --> 00:05:09.160]  你一定會見到一大堆尺寸
[00:05:09.160 --> 00:05:11.760]  對聖殿的建築
[00:05:11.760 --> 00:05:17.360]  其實是給了一個非常仔細的描述
[00:05:17.360 --> 00:05:20.640]  但我很想鼓勵大家
[00:05:20.640 --> 00:05:22.760]  不要忽視這些內容
[00:05:22.760 --> 00:05:24.720]  不要覺得又長又長
[00:05:24.720 --> 00:05:26.440]  都不知道講來幹什麼
[00:05:26.440 --> 00:05:28.240]  因為上帝的說話
[00:05:28.240 --> 00:05:33.240]  其實是誤會、誤會、無的放矢的
[00:05:33.240 --> 00:05:35.640]  雖然我今天沒有辦法
[00:05:35.640 --> 00:05:38.200]  很完整、仔細地跟大家
[00:05:38.200 --> 00:05:44.400]  從第40章一路詳細講解到第43章每一個段落
[00:05:44.400 --> 00:05:47.400]  但我仍然很想邀請大家自己回去看
[00:05:47.400 --> 00:05:47.880]  好不好?
[00:05:47.880 --> 00:05:49.280]  第40至43章
[00:05:49.280 --> 00:05:51.440]  看回這四章聖經
[00:05:51.440 --> 00:05:54.480]  因為有些地方的確是
[00:05:54.480 --> 00:05:57.600]  很值得我們仔細深思的
[00:05:57.600 --> 00:05:59.400]  我舉個例子給大家聽
[00:05:59.400 --> 00:06:02.880]  當你們讀到第41章的時候
[00:06:02.880 --> 00:06:04.960]  不知道你們會不會留意
[00:06:04.960 --> 00:06:07.360]  並且提出一個疑問
[00:06:07.360 --> 00:06:14.240]  那裡其實很詳細地描述聖所和致聖所
[00:06:14.240 --> 00:06:16.960]  尺寸有多大?裡面有些什麼?
[00:06:16.960 --> 00:06:18.520]  逐樣逐樣講
[00:06:18.520 --> 00:06:26.400]  偏偏沒有提到當中最重要的約櫃和施恩座
[00:06:26.400 --> 00:06:28.520]  為什麼沒有了?
[00:06:28.520 --> 00:06:30.560]  值得你們想一想
[00:06:30.560 --> 00:06:35.520]  其實神在經文的字裡行間
[00:06:35.520 --> 00:06:40.800]  是很想教導我們很多重要的屬靈的功課
[00:06:40.800 --> 00:06:42.640]  我想表達的是
[00:06:42.640 --> 00:06:46.160]  讀神的話是很吸引的
[00:06:46.160 --> 00:06:48.640]  請我們仔細去讀
[00:06:48.640 --> 00:06:50.160]  用心讀
[00:06:50.160 --> 00:06:54.840]  我深信你一定能夠在當中有所得著
[00:06:54.840 --> 00:06:59.040]  今天我在這幾章聖經裡
[00:06:59.040 --> 00:07:01.880]  只選了一個短短的段落
[00:07:01.880 --> 00:07:04.960]  43章1至11節
[00:07:04.960 --> 00:07:06.600]  來跟大家分享
[00:07:06.600 --> 00:07:09.360]  就是透過聖殿被建立
[00:07:09.360 --> 00:07:10.600]  讓以色列人知道
[00:07:10.600 --> 00:07:16.680]  他們仍然可以對神、對祂的子民
[00:07:16.680 --> 00:07:17.840]  給予他們的應許
[00:07:17.840 --> 00:07:19.240]  告訴他們
[00:07:19.240 --> 00:07:22.560]  他們仍然要與神同在
[00:07:22.560 --> 00:07:25.680]  仍然可以存留盼望
[00:07:25.680 --> 00:07:31.920]  請大家先聽我讀出頭五節的聖經
[00:07:31.920 --> 00:07:33.400]  經文裡這樣說
[00:07:33.400 --> 00:07:35.800]  「以後他帶我到一座門
[00:07:35.800 --> 00:07:38.080]  就是朝東的門
[00:07:38.080 --> 00:07:41.280]  以色列神的榮耀從東而來
[00:07:41.280 --> 00:07:44.480]  祂的聲音如同多水的聲音
[00:07:44.480 --> 00:07:47.600]  地就因祂的榮耀發光
[00:07:47.600 --> 00:07:51.520]  其像如從前祂來滅城的時候
[00:07:51.520 --> 00:07:53.520]  我所見的異象
[00:07:53.520 --> 00:07:58.080]  那異象如我在加巴魯河邊所見的異象
[00:07:58.080 --> 00:08:00.880]  我就俯伏在地
[00:08:00.880 --> 00:08:04.720]  耶護華的榮光從朝東的門照入殿中
[00:08:04.720 --> 00:08:08.080]  寧將我舉起帶入內院
[00:08:08.080 --> 00:08:12.560]  不料耶護華的榮光充滿了殿」
[00:08:12.560 --> 00:08:16.400]  我不知道大家對於經文的第一節
[00:08:16.400 --> 00:08:19.840]  那裡說到「朝東的門」
[00:08:19.840 --> 00:08:22.120]  有沒有什麼印象?
[00:08:22.120 --> 00:08:26.760]  我深信這道門對於以色列先知來說
[00:08:26.760 --> 00:08:28.600]  真是感觸良多
[00:08:28.600 --> 00:08:31.280]  和大家溫習一下
[00:08:31.280 --> 00:08:35.160]  在猶大差不多沒落的時候
[00:08:35.160 --> 00:08:36.960]  約瓦敬的年代
[00:08:36.960 --> 00:08:39.160]  巴比倫興起
[00:08:39.160 --> 00:08:45.360]  當時猶大成為了尼布甲尼撒王的附庸國
[00:08:45.360 --> 00:08:52.400]  但是他竟然選擇依靠人而不依靠神
[00:08:52.400 --> 00:08:53.600]  背叛巴比倫
[00:08:53.600 --> 00:09:00.680]  結果導致尼布甲尼撒王派兵攻到耶路撒冷
[00:09:00.680 --> 00:09:02.160]  兵臨城下
[00:09:02.160 --> 00:09:08.560]  在公元前598年12月攻陷耶路撒冷城
[00:09:08.560 --> 00:09:09.840]  在那時開始
[00:09:09.840 --> 00:09:14.720]  以色列民正式被擄
[00:09:14.720 --> 00:09:17.640]  當時很多的貴族
[00:09:17.640 --> 00:09:20.320]  當然包括以西傑
[00:09:20.320 --> 00:09:23.320]  是其中一個被帶走的
[00:09:23.320 --> 00:09:27.520]  於是發生了在加巴魯河邊
[00:09:27.520 --> 00:09:32.080]  第一章以西傑書的序幕
[00:09:32.080 --> 00:09:34.560]  在異象當中
[00:09:34.560 --> 00:09:38.920]  神給以西傑看見他的榮耀
[00:09:38.920 --> 00:09:40.120]  不過好景不常
[00:09:40.120 --> 00:09:43.720]  到了第十章以西傑很難過
[00:09:43.720 --> 00:09:46.840]  因為他在另一個異象裡
[00:09:46.840 --> 00:09:52.600]  眼巴巴地看著神的榮耀離開聖殿
[00:09:52.600 --> 00:09:53.840]  一開始有榮耀
[00:09:53.840 --> 00:10:01.120]  不過後來離開了在第十章第十八至第十九節
[00:10:01.120 --> 00:10:04.720]  耶和華的榮耀從殿的門欄那裡出去
[00:10:04.720 --> 00:10:06.760]  停在基路伯耳上
[00:10:06.760 --> 00:10:09.880]  基路伯出去時展開翅膀
[00:10:09.880 --> 00:10:12.360]  在我眼前離地上升
[00:10:12.360 --> 00:10:14.760]  倫也在他們的旁邊
[00:10:14.760 --> 00:10:18.080]  都停在耶和華殿的東門口
[00:10:18.080 --> 00:10:21.840]  在他們耳上有以色列的榮耀
[00:10:21.840 --> 00:10:26.320]  走了,似乎沒有希望了
[00:10:26.320 --> 00:10:28.720]  不過十九年後
[00:10:28.720 --> 00:10:34.920]  以西傑竟然可以重新一次看見神的榮耀
[00:10:34.920 --> 00:10:40.880]  他從之前離開的東門那裡走
[00:10:40.880 --> 00:10:42.720]  就從那裡回來
[00:10:42.720 --> 00:10:46.480]  還要充滿傳電
[00:10:46.480 --> 00:10:49.840]  在第四十三章第二節
[00:10:49.840 --> 00:10:51.080]  經文這樣說
[00:10:51.080 --> 00:10:53.960]  「以色列神的榮光從東而來
[00:10:53.960 --> 00:10:56.480]  祂的聲音如從多水的聲音
[00:10:56.480 --> 00:10:59.640]  地就因祂的榮耀發光」
[00:10:59.640 --> 00:11:03.440]  這裡「榮光」的具體的彰顯就是兩件事
[00:11:03.440 --> 00:11:05.920]  黃色這裏讓你看見了
[00:11:05.920 --> 00:11:07.160]  多水的聲音
[00:11:07.160 --> 00:11:10.800]  還有地因為祂的榮耀就發光了
[00:11:10.800 --> 00:11:13.680]  其實類似的描述
[00:11:13.680 --> 00:11:17.640]  是早到以色列書一章二十四節出現
[00:11:17.640 --> 00:11:22.280]  其他的先知書包括以塞亞書的六十章
[00:11:22.280 --> 00:11:24.400]  哈該書的第三章
[00:11:24.400 --> 00:11:29.480]  對不起,哈巴谷書的第三章等等都可以找到
[00:11:29.480 --> 00:11:35.800]  甚至去到啟示錄的第一章十五節
[00:11:35.800 --> 00:11:37.240]  都有再提過
[00:11:37.240 --> 00:11:38.160]  即是怎樣?
[00:11:38.160 --> 00:11:43.360]  神的榮耀不是單單閃一下
[00:11:43.360 --> 00:11:46.800]  出現了就沒有了
[00:11:46.800 --> 00:11:52.360]  不是,而是要延續到永永遠遠
[00:11:52.360 --> 00:11:54.760]  當先知看到這個景象
[00:11:54.760 --> 00:12:01.120]  就馬上令他勾起我先前略略提過的那兩個意象
[00:12:01.120 --> 00:12:03.840]  就是第一章和第十章
[00:12:03.840 --> 00:12:06.880]  他在加巴魯河邊怎樣被呼召
[00:12:06.880 --> 00:12:12.720]  然後神的榮光離開耶路撒冷兩個的情景
[00:12:12.720 --> 00:12:15.360]  所以經文在第三節就說
[00:12:15.360 --> 00:12:20.240]  其實他的狀如從前他來滅城的時候
[00:12:20.240 --> 00:12:22.560]  我所見的意象
[00:12:22.560 --> 00:12:27.440]  那個意象就好像在加巴魯河邊見到的意象
[00:12:27.440 --> 00:12:31.040]  他接著就俯伏在地
[00:12:31.040 --> 00:12:35.240]  然後耶和華的榮光從朝東的門照入電中
[00:12:35.240 --> 00:12:38.200]  凌張我舉起帶入內院
[00:12:38.200 --> 00:12:41.080]  耶和華的榮光充滿了電
[00:12:41.080 --> 00:12:44.920]  所以無論是一個甚麼的景況
[00:12:44.920 --> 00:12:46.160]  甚麼的處境
[00:12:46.160 --> 00:12:49.240]  神仍然是那位榮耀的主
[00:12:49.240 --> 00:12:53.960]  當以西傑迎見這位榮耀的主的時候
[00:12:53.960 --> 00:12:57.520]  不要忘記當時是國破家亡
[00:12:57.520 --> 00:12:59.800]  慘到不得了
[00:12:59.800 --> 00:13:04.120]  但是當以西傑見到的時候
[00:13:04.120 --> 00:13:08.240]  他仍然是帶著一顆崇敬的心
[00:13:08.240 --> 00:13:13.600]  經文那裡描述他俯伏在地
[00:13:13.600 --> 00:13:15.760]  不管甚麼的情況
[00:13:15.760 --> 00:13:18.680]  上帝的榮耀仍在
[00:13:18.680 --> 00:13:23.160]  我們仍然需要認定上帝的榮耀
[00:13:23.160 --> 00:13:25.520]  來到這裡我想跟大家介紹一個
[00:13:25.520 --> 00:13:28.320]  來自美國的跳水運動員
[00:13:28.320 --> 00:13:29.800]  大家都明白了
[00:13:29.800 --> 00:13:31.600]  如果說跳水
[00:13:31.600 --> 00:13:35.040]  大家一定想到中國
[00:13:35.040 --> 00:13:37.800]  中國隊的天下
[00:13:37.800 --> 00:13:42.960]  在2000年的悉尼奧運出現了一個人
[00:13:42.960 --> 00:13:46.080]  這個人叫做羅拉·威爾·甘森
[00:13:46.080 --> 00:13:48.400]  Laura Wilkinson
[00:13:48.400 --> 00:13:50.400]  這個傳奇人物
[00:13:50.400 --> 00:13:54.520]  她參與奧運的時候是19歲
[00:13:54.520 --> 00:13:59.640]  她參與的賽事是女子10米高台跳水
[00:13:59.640 --> 00:14:01.760]  在我繼續講下去之前
[00:14:01.760 --> 00:14:05.120]  我想請音控幫我播放一條
[00:14:05.120 --> 00:14:07.520]  大概一分鐘的短片
[00:14:07.520 --> 00:14:09.720]  我想請大家留意一下
[00:14:09.720 --> 00:14:16.640]  當羅拉·威爾·甘森走上10米高台的時候的情況
[00:14:39.720 --> 00:14:41.720]  (音樂播放)
[00:15:09.720 --> 00:15:13.240]  大家有看到她怎樣走上10米高台嗎?
[00:15:13.240 --> 00:15:15.240]  有留意嗎?
[00:15:15.240 --> 00:15:19.320]  她的右腳是穿著鞋子的
[00:15:19.320 --> 00:15:23.560]  她差點還沒穿上鞋子跳水
[00:15:23.560 --> 00:15:28.560]  我不熟悉跳水的規例
[00:15:28.560 --> 00:15:30.880]  不過你也能夠猜測
[00:15:30.880 --> 00:15:33.920]  沒有人跳過10米高台
[00:15:33.920 --> 00:15:36.920]  她的右腳是穿著鞋子的
[00:15:36.920 --> 00:15:41.520]  不過你也能夠猜測沒有人穿著鞋子跳水
[00:15:41.520 --> 00:15:44.520]  對不對?
[00:15:44.520 --> 00:15:46.800]  剛才的片段裡
[00:15:46.800 --> 00:15:48.200]  一開始的時候
[00:15:48.200 --> 00:15:55.000]  她是8個進入決賽的參賽者排最後的
[00:15:55.000 --> 00:16:02.120]  其實她離開當年在跳水界的NO.1
[00:16:02.120 --> 00:16:07.600]  李娜,當然現在退役了,贏了很多金牌
[00:16:07.600 --> 00:16:09.400]  她是8個進入決賽的參賽者排最後的
[00:16:09.400 --> 00:16:10.720]  可以理解的
[00:16:10.720 --> 00:16:16.280]  因為她在比賽的時候弄傷了腳
[00:16:16.280 --> 00:16:23.240]  如果大家有留意或者聽得懂描述
[00:16:23.240 --> 00:16:28.000]  你就會知道其實她弄傷了腳
[00:16:28.000 --> 00:16:29.400]  所以她穿著鞋子
[00:16:29.400 --> 00:16:32.880]  因為她每踩到地上的一步
[00:16:32.880 --> 00:16:35.480]  就好像踩到石頭一樣
[00:16:35.480 --> 00:16:38.880]  所以穿著鞋子就沒那麼痛
[00:16:38.880 --> 00:16:41.000]  你吃止痛藥可以嗎?
[00:16:41.000 --> 00:16:43.040]  她怕過不了藥檢
[00:16:43.040 --> 00:16:44.880]  所以她又不吃止痛藥
[00:16:44.880 --> 00:16:50.320]  結果她就是這樣穿著一隻鞋子
[00:16:50.320 --> 00:16:51.960]  上到高台
[00:16:51.960 --> 00:16:54.120]  然後脫下鞋子
[00:16:54.120 --> 00:16:56.800]  然後就跳水了
[00:16:56.800 --> 00:17:01.080]  她每一跳都是這樣堅持下去
[00:17:01.080 --> 00:17:05.760]  這場比賽的轉捩點在哪裡來的呢?
[00:17:05.760 --> 00:17:09.040]  我特意找找另外一篇的報導
[00:17:09.040 --> 00:17:12.440]  這個短片就看不到
[00:17:12.440 --> 00:17:16.720]  原來她去到第三輪比賽的時候
[00:17:16.720 --> 00:17:20.960]  她起跳之前就對著所有觀眾微笑
[00:17:20.960 --> 00:17:23.200]  然後就跳下去了
[00:17:23.200 --> 00:17:25.840]  那一跳她的得分很理想
[00:17:25.840 --> 00:17:29.680]  所以就從第八跳到第四
[00:17:29.680 --> 00:17:32.560]  然後她就越跳越好
[00:17:32.560 --> 00:17:38.320]  每一跳都拿到那一跳裡面最高的分數
[00:17:38.320 --> 00:17:40.000]  所以累積起來
[00:17:40.000 --> 00:17:43.920]  她終於就得到金牌
[00:17:43.920 --> 00:17:50.040]  後來電視台NBC的記者就追上來訪問她
[00:17:50.040 --> 00:17:55.840]  問她為何這麼痛還可以保持微笑?
[00:17:55.840 --> 00:18:01.080]  為何落後了這麼多都可以追上來?
[00:18:01.080 --> 00:18:03.360]  羅拉喜極而泣
[00:18:03.360 --> 00:18:05.720]  她面對鏡頭這樣說
[00:18:05.720 --> 00:18:09.200]  「我靠著那加給我力量的
[00:18:09.200 --> 00:18:11.960]  凡事都能作」
[00:18:11.960 --> 00:18:13.560]  厲不厲害?
[00:18:13.560 --> 00:18:17.360]  在鏡頭面前毫不猶豫
[00:18:17.360 --> 00:18:21.680]  去見證神的榮耀
[00:18:21.680 --> 00:18:23.160]  可能大家今天
[00:18:23.160 --> 00:18:28.560]  都是面對著大大小小不同的困難也說不定
[00:18:28.560 --> 00:18:31.440]  很願意我們都能夠學習
[00:18:31.440 --> 00:18:34.080]  昔日的以西傑很困難
[00:18:34.080 --> 00:18:37.440]  上帝的榮耀來的時候就俯伏在地
[00:18:37.440 --> 00:18:39.840]  羅拉跛了一隻腳
[00:18:39.840 --> 00:18:41.560]  照跳
[00:18:41.560 --> 00:18:43.400]  為了見證上帝
[00:18:43.400 --> 00:18:46.640]  無論什麼的場景處境
[00:18:46.640 --> 00:18:50.080]  我們仍然要帶著一顆崇敬的心
[00:18:50.080 --> 00:18:55.520]  持守著神就是那位榮耀的主
[00:18:55.520 --> 00:19:00.520]  接著想和大家一起來看第六至第九節
[00:19:00.520 --> 00:19:03.920]  我想請大家和我一起讀出這段經文
[00:19:03.920 --> 00:19:05.920]  好 預備起
[00:19:05.920 --> 00:19:09.760]  我聽見有一位從殿中對我說話
[00:19:09.760 --> 00:19:12.480]  有一人站在我旁邊
[00:19:12.480 --> 00:19:16.800]  他對我說:人子啊!這是我寶座之地
[00:19:16.800 --> 00:19:19.360]  是我腳掌所踏之地
[00:19:19.360 --> 00:19:21.280]  我要在這裡住
[00:19:21.280 --> 00:19:24.600]  在以色列人中直到永遠
[00:19:24.600 --> 00:19:27.400]  以色列家和他們的君王
[00:19:27.400 --> 00:19:30.160]  必不再玷污我的姓名
[00:19:30.160 --> 00:19:31.880]  就是行邪淫
[00:19:31.880 --> 00:19:36.960]  在錫安的高處埋葬他們君王的屍首
[00:19:36.960 --> 00:19:41.040]  使他們的門檻靠近我的門檻
[00:19:41.040 --> 00:19:44.320]  他們與我中間僅隔一牆
[00:19:44.320 --> 00:19:46.800]  並且行可憎的事
[00:19:46.800 --> 00:19:48.920]  玷污了我的姓名
[00:19:48.920 --> 00:19:51.800]  所以我發怒滅絕他們
[00:19:51.800 --> 00:19:56.240]  現在他們當從我面前除邪淫
[00:19:56.240 --> 00:19:59.040]  和他們君王的屍首
[00:19:59.040 --> 00:20:03.120]  我就住在他們中間直到永遠
[00:20:03.120 --> 00:20:07.280]  在第六節這裡提到兩個人物
[00:20:07.280 --> 00:20:11.440]  有一個從殿裡跟我說話
[00:20:11.440 --> 00:20:15.520]  按照先知所說,這應該是神自己
[00:20:15.520 --> 00:20:17.440]  他在寶座上發現
[00:20:17.440 --> 00:20:23.440]  命令先知很謙恭地聽他的命令和說話
[00:20:23.440 --> 00:20:27.280]  另外還有一個人站在我旁邊
[00:20:27.280 --> 00:20:31.200]  這個大概就是一直帶領先知
[00:20:31.200 --> 00:20:35.360]  環繞整個聖殿幫他量度尺
[00:20:35.360 --> 00:20:38.960]  和他一起同在的那位
[00:20:38.960 --> 00:20:44.400]  既然在第七節和第九節
[00:20:44.400 --> 00:20:47.920]  剩下兩次要告訴以色列
[00:20:47.920 --> 00:20:51.680]  他會永遠住在他們中間
[00:20:51.680 --> 00:20:53.200]  那就行了
[00:20:53.200 --> 00:20:57.040]  不,裡面有一個條件
[00:20:57.040 --> 00:21:03.600]  這個同在的條件是兩次告訴這些以色列人
[00:21:03.600 --> 00:21:08.320]  他們玷污或玷污了我的姓名
[00:21:08.320 --> 00:21:12.640]  他們必須要除掉他們的邪淫
[00:21:12.640 --> 00:21:15.040]  保持聖潔
[00:21:15.040 --> 00:21:17.520]  保持聖潔,明白
[00:21:17.520 --> 00:21:19.360]  那即是怎樣?
[00:21:19.360 --> 00:21:24.320]  是否頭上有個光環叫做光環
[00:21:24.320 --> 00:21:29.440]  頭上有個光環就叫做保持聖潔
[00:21:29.440 --> 00:21:33.280]  近代美國有一個牧者叫Peter Marshall
[00:21:33.280 --> 00:21:35.360]  他曾經這樣說
[00:21:35.360 --> 00:21:38.400]  如果神不進你的廚房
[00:21:38.400 --> 00:21:40.880]  你的廚房就有些問題
[00:21:40.880 --> 00:21:45.920]  如果你不能將神帶進你的消遣娛樂裏
[00:21:45.920 --> 00:21:48.960]  你的消遣娛樂就有問題
[00:21:48.960 --> 00:21:53.280]  我們相信的神很多時候都是英雄式
[00:21:53.280 --> 00:21:55.760]  即是怎樣?很超然、很遠的
[00:21:55.760 --> 00:22:00.080]  但今天我們更需要的是平凡、日常
[00:22:00.080 --> 00:22:02.880]  並且是每天的神
[00:22:02.880 --> 00:22:05.680]  原本的英文說法是這樣的
[00:22:05.680 --> 00:22:07.840]  如果神不進你的廚房
[00:22:07.840 --> 00:22:10.080]  你的廚房就有些問題
[00:22:10.080 --> 00:22:12.640]  如果你不能將神帶進你的消遣娛樂裏
[00:22:12.640 --> 00:22:15.120]  你的消遣娛樂就有些問題
[00:22:15.120 --> 00:22:18.160]  我們都相信是英雄式的神
[00:22:18.160 --> 00:22:20.320]  我們最需要的這幾天
[00:22:20.320 --> 00:22:22.720]  是鼓聲的神
[00:22:22.720 --> 00:22:26.560]  The common place, the everyday
[00:22:26.560 --> 00:22:33.120]  其實聖潔的定義很簡單
[00:22:33.120 --> 00:22:34.880]  可以很落地的
[00:22:34.880 --> 00:22:40.640]  只要我們想的、我們所說的、我們所做的事
[00:22:40.640 --> 00:22:48.560]  如果我們是零掙扎、很樂意被神參與
[00:22:48.560 --> 00:22:52.000]  那樣東西就是聖潔
[00:22:52.000 --> 00:22:56.880]  我們所想的、我們所說的、我們所做的
[00:22:56.880 --> 00:23:00.480]  隨時請神一齊參與
[00:23:00.480 --> 00:23:01.600]  就可以了
[00:23:01.600 --> 00:23:04.000]  你不用一些很複雜的說話
[00:23:04.000 --> 00:23:05.280]  沒有需要
[00:23:05.280 --> 00:23:08.160]  不用一些很艱難的定義、艱深的定義
[00:23:08.160 --> 00:23:11.360]  沒有需要,就是這樣
[00:23:11.360 --> 00:23:13.760]  有一個美國陸軍的將領
[00:23:13.760 --> 00:23:16.480]  他在第二次世界大戰的時候
[00:23:16.480 --> 00:23:19.200]  就要請一個新的司機
[00:23:19.200 --> 00:23:24.320]  我想在當中也有不少弟兄姊妹懂得駕駛
[00:23:24.320 --> 00:23:28.480]  當然有些人膽子大一點
[00:23:28.480 --> 00:23:30.000]  有些人謹慎一點
[00:23:30.000 --> 00:23:32.640]  甚至是害怕一點
[00:23:32.640 --> 00:23:39.280]  當時他要跟三個來應徵的司機面試
[00:23:39.280 --> 00:23:40.320]  他問他
[00:23:40.320 --> 00:23:43.600]  如果你在戰鬥的時候
[00:23:43.600 --> 00:23:48.800]  需要在一條軟然曲折的山路上駕駛
[00:23:48.800 --> 00:23:50.400]  就是慢慢曲折
[00:23:50.400 --> 00:23:53.600]  然後一邊是山崖,另一邊是山
[00:23:53.600 --> 00:23:54.800]  以你的技術
[00:23:54.800 --> 00:23:59.520]  你覺得你駕駛的車可以多貼近懸崖邊
[00:23:59.520 --> 00:24:02.960]  而又不會掉下去
[00:24:02.960 --> 00:24:05.200]  第一個司機就說
[00:24:05.200 --> 00:24:09.520]  一呎以內,完全沒有問題
[00:24:09.520 --> 00:24:11.520]  就是很有信心
[00:24:11.520 --> 00:24:12.480]  第二個司機說
[00:24:12.480 --> 00:24:15.680]  六吋,六吋我都可以
