
[00:00:00.000 --> 00:00:17.000]  今天我的信息是,在主裏的自由,在主裏的自由,並不是我們可以任意所行。
[00:05:59.000 --> 00:06:15.000]  所以以色列人必須要完全的相信上帝來接受這個隔離。
[00:06:15.000 --> 00:06:23.000]  他們必須要相信上帝能夠保護我,在這樣的情況下。
[00:06:23.000 --> 00:06:32.000]  爲什麼在這個時刻呢?爲什麼不要遲些?
[00:06:32.000 --> 00:06:39.000]  相同的理由在前面,神吩咐耶穌亞等待三日,
[00:06:39.000 --> 00:06:47.000]  才過耶誕核,或者是建立那十二個石頭。
[00:06:47.000 --> 00:06:55.000]  來紀念上帝爲我們所成就的大事。
[00:06:55.000 --> 00:07:09.000]  但最重要的是,神要他們遵守神的命令。
[00:07:09.000 --> 00:07:21.000]  記得嗎?耶穌亞記第一章第七節,
[00:07:21.000 --> 00:07:36.000]  一章七節說,若你要成功,就必須要遵守我所吩咐摩西的。
[00:07:36.000 --> 00:07:40.000]  這個行割禮的一個記號就是,
[00:07:40.000 --> 00:07:48.000]  以色列人是屬於上帝聖潔的子民。
[00:07:48.000 --> 00:08:00.000]  他們屬於上帝,他們也必須要聖潔。
[00:08:00.000 --> 00:08:06.000]  他們必須要和義,當他們進入應洗之地。
[00:08:06.000 --> 00:08:14.000]  他們不能夠活着像外邦人一樣。
[00:08:14.000 --> 00:08:22.000]  他們不應該起家外邦人的子女,或者是敬拜外邦人的神。
[00:08:22.000 --> 00:08:34.000]  所以,神藉着這個記號來提醒他們遵守神的命令。
[00:08:34.000 --> 00:08:49.000]  在新約裏面,我們也有一個記號。
[00:08:49.000 --> 00:09:01.000]  在舊約是行割禮,那在新約就是接受洗禮。
[00:09:01.000 --> 00:09:16.000]  那我們都知道,接受洗禮就是在大衆面前承認,宣告我們屬於上帝。
[00:09:16.000 --> 00:09:24.000]  所以我們必須要活着聖潔的生活。
[00:09:24.000 --> 00:09:30.000]  因爲我們是上帝所諫顯的子民。
[00:09:30.000 --> 00:09:35.000]  那上帝也把聖潔祭司的身份給了我們。
[00:09:35.000 --> 00:09:50.000]  比特前書提到聖潔的祭司。那恐懼就是信心的相反。
[00:09:50.000 --> 00:10:05.000]  迦蘭人的反應是恐懼,他們擔心會失去他們的生命,也會失去他們的產地。
[00:10:05.000 --> 00:10:18.000]  相反的,以色列人卻有信心,因爲他們在當中經歷了神在他們當中所行的大事。
[00:10:18.000 --> 00:10:38.000]  這位人物Jimmy Evans說,神把巨人放在應洗之地把他們趕出去。
[00:10:38.000 --> 00:10:48.000]  如果你沒有信心,我們就沒有辦法前進。
[00:10:48.000 --> 00:11:03.000]  所以他們必須要有很大的信心來接受全國性的行割禮。
[00:11:03.000 --> 00:11:13.000]  因爲如果沒有信心的話,恐懼就會遮蓋我們。
[00:11:13.000 --> 00:11:27.000]  因爲他們相信神,所以就能夠有行動。
[00:11:27.000 --> 00:11:40.000]  記得上個星期我說,如果我們向以色列人來到耶誕河旁,
[00:11:40.000 --> 00:11:55.000]  用我們人的智慧,我們大概會說,我就建一座橋,或者我們就會坐船過河。
[00:11:55.000 --> 00:12:02.000]  我們很難想象神可以讓耶誕河的水分開。
[00:12:02.000 --> 00:12:10.000]  但是我們的神可以行那不可能的事。
[00:12:10.000 --> 00:12:14.000]  那就是信心可以給我們帶來的果效。
[00:12:14.000 --> 00:12:30.000]  相同的在新頁裏面我們可以看到當耶穌被捕的時候,門徒們因爲恐懼都逃走了。
[00:12:30.000 --> 00:12:40.000]  但當他們看到耶穌從死裏復活,他們就有了信心。
[00:12:40.000 --> 00:12:55.000]  他們就不再害怕被逮捕,能夠大膽的出來傳福音。
[00:12:55.000 --> 00:13:06.000]  所以我們每一個人都有這樣的反應,可以是信心,也可以是恐懼。
[00:13:06.000 --> 00:13:25.000]  當我們聽到神所做的一切事,我們可以接受或者我們可以拒絕,或者是我們可以反對上帝。
[00:13:25.000 --> 00:13:44.000]  可能今天來說我們並不像以色列人一樣會擔心失去我們的生命,或者是失去我們的產業。
[00:13:44.000 --> 00:14:00.000]  但是很多時候是害怕失去控制我們自己的生命,就是失去那自由能夠自我所行。
[00:14:00.000 --> 00:14:17.000]  我們這個世代我們很渴慕自由,尤其是自我的自由。
[00:14:17.000 --> 00:14:29.000]  所以可能因爲這樣子我們就不能夠像以色列人一樣大膽的活出我們的信心。
[00:14:29.000 --> 00:14:42.000]  在哥林多後書二章十四到十五節保羅將說,
[00:14:42.000 --> 00:14:58.000]  當我們爲神而活的時候,我們的生命可以是生命的香氣或者是死亡的味道。
[00:14:58.000 --> 00:15:08.000]  我們的生命可以吸引人到耶穌的面前,或者我們也可以成爲絆腳石。
[00:15:08.000 --> 00:15:18.000]  當然我們不能夠控制他們的反應,那也不是我們所應該擔心的。
[00:15:18.000 --> 00:15:33.000]  但是我們必須要關注一樣事情,我們的生命一定要反映出我們完全屬於神,
[00:15:33.000 --> 00:15:48.000]  相信神過一個聖潔的生活。恐懼會產生懷疑,
[00:15:48.000 --> 00:16:08.000]  但是信心建立信心。信心是一個武器,就是對付懷疑的一個武器。
[00:16:08.000 --> 00:16:18.000]  相同它也是一個工具,建立來建立信心。
[00:16:18.000 --> 00:16:38.000]  所以就好像神的話一樣是兩劍類的劍。當然信心也是非常的一個風險。
[00:16:38.000 --> 00:16:51.000]  在時間方面來說,有時候是好像很愚昧的,尤其是在這個時候,
[00:16:51.000 --> 00:17:04.000]  他們就在戰場,在敵人的地盤。
[00:17:04.000 --> 00:17:09.000]  全國性的一個隔離來說,真的是一個好像在自殺。
[00:17:09.000 --> 00:17:27.000]  因爲雖然敵人在躲藏,但是他們聽到以色列人是全國性的男兵都行隔離,
[00:17:27.000 --> 00:17:37.000]  他們可以出來就攻擊以色列人。神也吩咐他們做第二樣事,
[00:17:37.000 --> 00:17:47.000]  慶祝一夜節。爲什麼呢?
[00:17:47.000 --> 00:17:59.000]  在過去40年在曠野中,他們沒有慶祝一夜節。
[00:17:59.000 --> 00:18:14.000]  一夜節紀念一個很重要救贖的因素。
[00:18:14.000 --> 00:18:23.000]  因爲是藉助最後的一個災,神讓埃及的法老讓以色列人出埃及。
[00:18:23.000 --> 00:18:38.000]  那神命令就是以色列人在他們的門坑那邊塗上羔羊的血。
[00:18:45.000 --> 00:18:53.000]  因爲死神要來消滅所有埃及人的出生之子。
[00:19:02.000 --> 00:19:14.000]  若他們的門坑有羔羊的血,死神就會經過。
[00:19:14.000 --> 00:19:19.000]  若有這個記號,那他們就能夠生存。
[00:19:27.000 --> 00:19:32.000]  那一夜節也異表着今天的紀念聖餐。
[00:19:32.000 --> 00:19:40.000]  我們紀念耶穌在十字架上爲我們所行的。
[00:19:40.000 --> 00:19:49.000]  那耶穌基督的保險就在救恩的門坑。
[00:19:54.000 --> 00:19:59.000]  那必須要藉着耶穌基督我們能夠進入永生。
[00:19:59.000 --> 00:20:10.000]  耶穌就是一夜節的羔羊,爲我們的罪而犧牲。
[00:20:17.000 --> 00:20:24.000]  在舊約行歌裏,異表他們屬於神。
[00:20:24.000 --> 00:20:32.000]  一夜節提醒他們神怎樣地拯救他們。
[00:20:32.000 --> 00:20:46.000]  那在新約我們有接受水禮來異表我們屬於神。
[00:20:48.000 --> 00:20:54.000]  那聖餐也提醒我們耶穌基督所爲我們成就的救恩。
[00:20:54.000 --> 00:21:09.000]  在接受洗禮的時候,我們先稱我們屬於神,那我們也先稱我們要爲神而活。
[00:21:17.000 --> 00:21:25.000]  那我們守聖餐的時候,我們先告耶穌是我們的救主,只有祂能夠拯救我們,一直到耶穌再回來。
[00:21:25.000 --> 00:21:34.000]  若你先稱是一位信徒,若你還沒有接受洗禮,
[00:21:34.000 --> 00:21:40.000]  我的問題是什麼事情攔阻你呢?
[00:21:45.000 --> 00:21:48.000]  這是神吩咐我們所做的。
[00:21:48.000 --> 00:22:08.000]  因爲在馬太福音第28章大使命,耶穌不但吩咐我們要祭祀萬民成爲祂的門徒,也吩咐我們要替他們受洗。
[00:22:16.000 --> 00:22:23.000]  那神吩咐以色列人,你們必須要遵守我的命令。
[00:22:23.000 --> 00:22:32.000]  那在耶穌基督裏面,耶穌也吩咐我們,這是你應該做的。
[00:22:32.000 --> 00:22:36.000]  你願意順服嗎?
[00:22:36.000 --> 00:22:39.000]  若你說你屬於上帝。
[00:22:43.000 --> 00:22:49.000]  那在9月7號,我們有一個前教會性的洗禮。
[00:22:49.000 --> 00:23:00.000]  我科目你願意遵守神的命令,若你還沒有受洗,在當天願意受洗。
[00:23:00.000 --> 00:23:09.000]  那信徒呢,我們今天早上要一起在這裏慶祝紀念聖餐。
[00:23:14.000 --> 00:23:19.000]  我科目你會跟耶穌說,我願意過一個聖潔的生活。
[00:23:19.000 --> 00:23:23.000]  聖潔像你。
[00:23:23.000 --> 00:23:32.000]  今天當我們離開教會的時候,我們的生命不再一樣。
[00:23:32.000 --> 00:23:41.000]  若你相信你屬於耶穌基督,你的生命是應該有改變的。
[00:23:42.000 --> 00:23:45.000]  我們不能夠繼續一樣。
[00:23:45.000 --> 00:23:51.000]  若我們,我們常常說我們是新造的人。
[00:23:51.000 --> 00:24:03.000]  那爲什麼當中有一些人,十年,二十年,三年過了,你的生命還是一樣呢?
[00:24:03.000 --> 00:24:09.000]  我們的生命應該有很大的改變。
[00:24:13.000 --> 00:24:20.000]  如果我們看聖經的話,在守一夜節過後,我們可以看到,他們的生命有很大的改變。
[00:24:20.000 --> 00:24:37.000]  不再有免費的午餐。
[00:24:43.000 --> 00:24:46.000]  我們知道在曠野,上帝都在餵養他們。
[00:24:46.000 --> 00:24:55.000]  一進入應洗之地,馬拉就立刻停止。
[00:24:55.000 --> 00:25:06.000]  沒有馬拉可以使他們產生很多的憂鬱。
[00:25:12.000 --> 00:25:17.000]  過去四十年,他們已經很習慣上帝每一日供應他們的飲料。
[00:25:17.000 --> 00:25:26.000]  就像自己所說的,每一天早上他們可以從他們的營幕出去。
[00:25:26.000 --> 00:25:36.000]  他們可以走出去,打開嘴巴,就有食物掉進來。
[00:25:39.000 --> 00:25:42.000]  他們不需要擔心,今天晚上要煮什麼。
[00:25:42.000 --> 00:25:48.000]  那可能是我其中一個我太太所擔憂的。
[00:25:48.000 --> 00:25:53.000]  他擔心,今天晚上要煮什麼呢?
[00:25:53.000 --> 00:25:58.000]  改變帶來不肯定。
[00:25:58.000 --> 00:26:04.000]  不肯定帶來憂慮。
[00:26:04.000 --> 00:26:07.000]  甚至恐懼。
[00:26:09.000 --> 00:26:14.000]  那改變呢,逼着我們要做一個選擇,我們要相信上帝,還是相信自己。
[00:26:14.000 --> 00:26:35.000]  當我們成爲一個基督徒,我們說我們要跟隨耶穌,那我們必須要有改變。
[00:26:40.000 --> 00:26:45.000]  若我們寄結改變,也代表我們並不相信神。
[00:26:45.000 --> 00:26:54.000]  那改變呢,強迫我們做一個選擇。
[00:26:54.000 --> 00:26:59.000]  很遺憾的,很多時候我們寄結。
[00:26:59.000 --> 00:27:05.000]  我們寄結,因爲我們不舒服。
[00:27:10.000 --> 00:27:18.000]  因爲我們改變當中呢,有時候我們要付上代價,也給我們帶來苦難。
[00:27:18.000 --> 00:27:30.000]  我們寄結改變,以至於多年來我們還是一樣沒有改變。
[00:27:30.000 --> 00:27:34.000]  在祖裏面我們沒有成長。
[00:27:40.000 --> 00:27:43.000]  成爲信徒,我們生命的改變。
[00:27:43.000 --> 00:27:48.000]  在耶穌基督裏,新的生命。
[00:27:48.000 --> 00:27:56.000]  在教會當中,我們可能也會看到一些的變化。
[00:27:56.000 --> 00:28:06.000]  我們會遇到挑戰,會遇到困難。
[00:28:09.000 --> 00:28:12.000]  挑戰和困難呢,要求我們做犧牲。
[00:28:12.000 --> 00:28:21.000]  我們必須願意讓神在我們當中做祂的事情。
[00:28:21.000 --> 00:28:29.000]  我們也可以讓神藉着我們做祂的事。
[00:28:36.000 --> 00:28:45.000]  在改變當中,有時候我們希望神會降臨,用魔法來解決所有改變的問題。
[00:28:45.000 --> 00:29:01.000]  一切都會改變,一夜之間一切都改變了,一切都沒好。
[00:29:01.000 --> 00:29:05.000]  這是我們的渴望。
[00:29:07.000 --> 00:29:12.000]  或者是我們可以把這個重擔交給其他的人,
[00:29:12.000 --> 00:29:17.000]  我們不願意付上我們自己的代價。
[00:29:17.000 --> 00:29:26.000]  但是耶穌說你必須每日背起你的十字架來跟從我。
[00:29:34.000 --> 00:29:39.000]  但是一點非常重要的,我們改變不是因爲改變而改變。
[00:29:39.000 --> 00:29:44.000]  我們改變因爲我們的科目更好。
[00:29:44.000 --> 00:29:54.000]  你知道嗎,在我們改變當中最重要的目的是什麼呢?
[00:30:05.000 --> 00:30:12.000]  無論是在世公上或在我們生命上的改變,我們要問的是,我們有更像耶穌基督嗎?
[00:30:12.000 --> 00:30:27.000]  另外一點我們可以注意的就是在改變當中可能會有衝突。
[00:30:33.000 --> 00:30:37.000]  衝突發生並不是因爲我們沒有順服上帝的吩咐。
[00:30:37.000 --> 00:30:41.000]  可能是我們的反應。
[00:30:41.000 --> 00:30:53.000]  因爲我們在改變當中很多時候我們要求其他人也跟我們一樣的改變。
[00:30:53.000 --> 00:30:59.000]  我們要求他必須按照我們的時間表來改變。
[00:31:02.000 --> 00:31:05.000]  我要求你這樣你就必須這樣做。
[00:31:05.000 --> 00:31:20.000]  如果我們這樣子要求的話,那我們的做法並沒有依照上帝的本性。
[00:31:20.000 --> 00:31:27.000]  因爲上帝沒有強迫我們改變。
[00:31:29.000 --> 00:31:32.000]  他克木我們就是甘心樂意地做。
[00:31:32.000 --> 00:31:37.000]  回到耶穌雅集一章七節。
[00:31:37.000 --> 00:31:56.000]  神吩咐耶穌雅說,若你要成功,你必須依照神摩西的命令。
[00:32:00.000 --> 00:32:03.000]  這個若就告訴我們有一個選擇。
[00:32:03.000 --> 00:32:06.000]  上帝沒有強迫我們。
[00:32:06.000 --> 00:32:22.000]  若上帝沒有強迫我們改變,我們也不應該命令其他人按照我們的旨意來改變。
[00:32:30.000 --> 00:32:36.000]  一個真正改變的人,只會要求自己在主裏面應該有改變。
[00:32:36.000 --> 00:32:41.000]  而不是把這個重擔加在別人的耳上。
[00:32:41.000 --> 00:32:55.000]  最近在活潑生命中,耶穌講了一個非常有名的就是沙蟲的比喻。
[00:33:00.000 --> 00:33:06.000]  在第四章開始說,有一位農夫出去殺種。
[00:33:06.000 --> 00:33:13.000]  他在同樣一章解釋殺種的比喻。
[00:33:13.000 --> 00:33:25.000]  那在第十四節,他特別強調農夫殺。
[00:33:28.000 --> 00:33:30.000]  他只改變了一個字。
[00:33:30.000 --> 00:33:35.000]  就是種子變成神的話語。
[00:33:35.000 --> 00:33:41.000]  農夫仍然是農夫。
[00:33:41.000 --> 00:33:51.000]  農夫可以代表一表是牧師或者是我們每一位信徒。
[00:33:51.000 --> 00:33:56.000]  我們不能夠叫生命成長。
[00:33:59.000 --> 00:34:05.000]  農夫殺種,大自然讓這個種子生長。
[00:34:05.000 --> 00:34:12.000]  我們澆水,澆灌,回料,施肥。
[00:34:12.000 --> 00:34:17.000]  那這個成長是大自然讓這個種子成長。
[00:34:17.000 --> 00:34:21.000]  誰創造大自然呢?
[00:34:21.000 --> 00:34:23.000]  神。
[00:34:25.000 --> 00:34:28.000]  神是在成長後面的那個推動力。
[00:34:28.000 --> 00:34:34.000]  我們能夠做的就是鼓勵,教導。
[00:34:34.000 --> 00:34:39.000]  我們施肥,我們澆水。
[00:34:39.000 --> 00:34:45.000]  那我們就是鼓勵,我們教導。
[00:34:45.000 --> 00:34:48.000]  神叫生命成長。
[00:34:53.000 --> 00:34:58.000]  如果我們看聖經的話,神自己顯得了最大的改變。
[00:34:58.000 --> 00:35:00.000]  他變成了人。
[00:35:00.000 --> 00:35:03.000]  他來到世間。
[00:35:03.000 --> 00:35:07.000]  他把自己的生命獻給我們。
[00:35:07.000 --> 00:35:10.000]  做什麼呢?
[00:35:10.000 --> 00:35:22.000]  就是能夠改變我們的身份,從罪人變成蒙恩的罪人。
[00:35:23.000 --> 00:35:29.000]  從神的敵人變成神的兒女。
[00:35:29.000 --> 00:35:40.000]  但是他不期望我們不願意接受他的救恩。
[00:35:40.000 --> 00:35:51.000]  除非我們同意,那他就會取消我們的罪惡。
[00:35:54.000 --> 00:35:56.000]  他才能夠把我們的罪惡除掉。
[00:35:56.000 --> 00:36:00.000]  改變我們的身份。
[00:36:00.000 --> 00:36:03.000]  給我們一個宗旨。
[00:36:03.000 --> 00:36:08.000]  當我們進入以他的關係。
[00:36:08.000 --> 00:36:16.000]  害怕失去個人的自由。
[00:36:16.000 --> 00:36:21.000]  就是任我所行。
[00:36:23.000 --> 00:36:26.000]  爲什麼很多人不願意接受耶穌的邀請?
[00:36:26.000 --> 00:36:35.000]  有一個人叫Thomas Huxley他這麼說。
[00:36:35.000 --> 00:36:44.000]  人最大的困難就是選擇任意妄行。
[00:36:52.000 --> 00:36:55.000]  如果我們看就是上面和地下。
[00:36:55.000 --> 00:37:10.000]  墮落的先子就是因爲要刻目選擇自己的自由,被從天堂踢下來。
[00:37:17.000 --> 00:37:23.000]  那第一位夫婦也是因爲要選擇自己的自由,被伊甸園裏面趕出來。
[00:37:23.000 --> 00:37:32.000]  你知道嗎?自由若沒有上帝的話,就是罪的奴僕。
[00:37:32.000 --> 00:37:46.000]  如果我們開眼看看我們的世界,很多人他們任意妄爲的話,他們的生命都讓罪來挾持。
[00:37:48.000 --> 00:37:51.000]  在耶穌裏面的自由是從罪惡裏面得到釋放。
[00:37:51.000 --> 00:38:02.000]  就像耶穌所說的豐盛的生命。
[00:38:02.000 --> 00:38:12.000]  不再擔憂罪惡的困綁的一個生命。
[00:38:18.000 --> 00:38:22.000]  當然在這個自由裏面有它的範圍。
[00:38:22.000 --> 00:38:31.000]  這個範圍是因爲我們在耶穌基督裏面的身份。
[00:38:31.000 --> 00:38:35.000]  我們是上帝的兒女。
[00:38:35.000 --> 00:38:46.000]  我們的身份告訴我們,我們不再被罪壓制。
[00:38:48.000 --> 00:38:51.000]  我們不再屬於任何人,唯有屬於上帝。
[00:38:51.000 --> 00:38:55.000]  我們也不再屬於自己。
[00:38:55.000 --> 00:38:59.000]  神成了我們的主人。
[00:38:59.000 --> 00:39:04.000]  他付上代價來拯救我們。
[00:39:04.000 --> 00:39:11.000]  我們現在選擇活着要像他一樣。
[00:39:15.000 --> 00:39:18.000]  讓我們能夠自由地爲神而活。
[00:39:18.000 --> 00:39:27.000]  以致我們的生命能夠每一次不斷地改變,更像耶穌基督。
[00:39:27.000 --> 00:39:29.000]  我們一起禱告。
[00:39:29.000 --> 00:39:34.000]  神啊,我們爲這耶穌基督獻上滿心的感謝。
[00:39:39.000 --> 00:39:45.000]  我們感謝禰因爲在耶穌基督裏面給我們的自由,把我們的罪惡奪去。
[00:39:45.000 --> 00:39:56.000]  我們來到聖餐坐前,我們能夠向禰說,主啊,謝謝禰。
[00:39:56.000 --> 00:40:00.000]  我們要爲禰而活。
[00:40:06.000 --> 00:40:12.000]  讓我們的生命有改變,讓我們的生命能夠表現出,我們主於禰。
[00:40:12.000 --> 00:40:17.000]  願一切頌讚榮耀歸還給禰。
[00:40:17.000 --> 00:40:20.000]  奉耶穌的名禱告。
