
[00:00:00.000 --> 00:00:02.760]  我經常都覺得到我這個年紀
[00:04:34.180 --> 00:04:35.380]  就很多人給你東西
[00:04:35.380 --> 00:04:38.100]  所以剛才主席介紹我是院士
[00:04:38.100 --> 00:04:39.980]  其實這些你到差不多年紀
[00:04:39.980 --> 00:04:42.860]  你信了 不死就有的了
[00:04:42.860 --> 00:04:44.780]  他們會給你很多東西
[00:04:44.780 --> 00:04:46.220]  我又拿了很多獎
[00:04:46.220 --> 00:04:48.140]  十大傑青之類
[00:04:48.140 --> 00:04:51.460]  其實我由1975年選為香港小姐
[00:04:51.460 --> 00:04:53.460]  得到很多機會去侍奉
[00:04:53.460 --> 00:04:56.420]  有很多機會參與社會不同的活動
[00:04:56.420 --> 00:05:00.620]  其實我很久已經沒有在香港做任何的公職
[00:05:00.620 --> 00:05:02.340]  但最近我是一位老師
[00:05:02.340 --> 00:05:04.340]  如果你有看香港的新聞
[00:05:04.340 --> 00:05:07.700]  HA就是Hospital Authority醫管局
[00:05:07.700 --> 00:05:10.340]  原來它的主席是我以前的老師
[00:05:10.340 --> 00:05:12.620]  在一次的活動裏面被它抓了出來
[00:05:12.620 --> 00:05:15.220]  現在我是紅十字會的管理員
[00:05:15.220 --> 00:05:16.620]  學到很多東西
[00:05:16.620 --> 00:05:19.260]  因為香港的醫療制度真的很好
[00:05:19.260 --> 00:05:22.380]  還有在紅十字會裏面我才知道
[00:05:22.380 --> 00:05:25.020]  原來全香港的血都是靠它那裏供應的
[00:05:25.020 --> 00:05:25.820]  我多無知
[00:05:25.820 --> 00:05:29.620]  我以為每間醫院都有
[00:05:29.620 --> 00:05:32.220]  今天我就選了三個故事
[00:05:32.220 --> 00:05:33.220]  但我不會說得很長
[00:05:33.220 --> 00:05:34.740]  因為我不是傳道
[00:05:34.740 --> 00:05:36.380]  我不是牧師那些
[00:05:36.380 --> 00:05:37.900]  但這三個故事
[00:05:37.900 --> 00:05:40.820]  我就請勁派隊上來
[00:05:40.820 --> 00:05:42.900]  因為他們今天會幫我
[00:05:42.900 --> 00:05:44.860]  你知道我年紀大了
[00:05:44.860 --> 00:05:47.140]  暫時未洗地參附
[00:05:47.140 --> 00:05:48.340]  不知道何時
[00:05:48.340 --> 00:05:50.020]  我去年還跟你們說
[00:05:50.020 --> 00:05:51.820]  我弄傷了膝蓋
[00:05:51.820 --> 00:05:54.140]  我是那些不太會認命的人
[00:05:54.140 --> 00:05:55.900]  醫生叫我鑽兩個洞
[00:05:55.900 --> 00:05:57.140]  然後微創
[00:05:57.140 --> 00:05:58.900]  然後就刮刮刮
[00:05:58.900 --> 00:06:02.700]  刮了半月板受傷撕裂的地方
[00:06:02.700 --> 00:06:04.220]  然後不知道擠些甚麼下去
[00:06:04.220 --> 00:06:05.700]  聽起來也害怕
[00:06:05.700 --> 00:06:07.780]  我沒有做那些事
[00:06:07.780 --> 00:06:10.100]  我就去針灸、拔罐
[00:06:10.100 --> 00:06:11.260]  然後放血
[00:06:11.260 --> 00:06:12.660]  然後物理治療
[00:06:12.660 --> 00:06:14.060]  然後甚麼機能再生
[00:06:14.060 --> 00:06:15.980]  所有你想得到的都做齊了
[00:06:15.980 --> 00:06:16.980]  你見我走上來
[00:06:16.980 --> 00:06:18.460]  我沒有咳嗽
[00:06:18.460 --> 00:06:20.180]  這就是天賦醫治
[00:06:20.180 --> 00:06:21.540]  所以不要怕
[00:06:21.540 --> 00:06:23.540]  有些甚麼我們求
[00:06:23.540 --> 00:06:24.740]  真的跟天賦說
[00:06:24.740 --> 00:06:26.580]  尤其是我們幫我們的神恩仔
[00:06:26.580 --> 00:06:28.660]  我現在抱了一個孫這麼多
[00:06:28.660 --> 00:06:30.220]  我經常都幫他祈禱
[00:06:30.220 --> 00:06:31.460]  我經常都說
[00:06:31.460 --> 00:06:33.060]  阿神你給我孫
[00:06:33.060 --> 00:06:35.780]  真是一輩子跟隨你到老都不偏離
[00:06:35.780 --> 00:06:37.620]  一開始我想唱一首歌
[00:06:37.620 --> 00:06:38.620]  暖和一下
[00:06:38.620 --> 00:06:40.420]  我選了一首歌是《活出外》
[00:06:40.420 --> 00:06:41.540]  好嗎?一起唱
[00:06:41.540 --> 00:06:53.060]  可以一起唱的
[00:07:03.140 --> 00:07:09.860]  擦不透 摸不著 卻看得見
[00:07:09.860 --> 00:07:13.500]  因為有你 因為有我
[00:07:13.500 --> 00:07:17.420]  甘心給你用心愛
[00:07:17.420 --> 00:07:24.060]  把心中這一份愛 活出來
[00:07:24.060 --> 00:07:27.660]  耶穌的愛 激勵我
[00:07:27.660 --> 00:07:31.260]  放開我的生命
[00:07:31.260 --> 00:07:38.220]  讓自己成為別人祝福
[00:07:38.220 --> 00:07:41.900]  耶穌的愛 點燃我
[00:07:41.900 --> 00:07:45.460]  心中熊熊愛我
[00:07:45.460 --> 00:07:51.380]  我們一起向世界 活出愛
[00:07:51.380 --> 00:07:52.780]  要同座唱一起啊
[00:07:52.780 --> 00:07:56.380]  有一份愛 從天而來
[00:07:56.380 --> 00:08:00.300]  比山高 比海深
[00:08:00.300 --> 00:08:07.060]  擦不透 摸不著 卻看得見
[00:08:07.060 --> 00:08:10.660]  因為有你 因為有我
[00:08:10.660 --> 00:08:14.540]  甘心給你用心愛
[00:08:14.540 --> 00:08:21.260]  把心中這一份愛 活出來
[00:08:21.260 --> 00:08:24.740]  耶穌的愛 激勵我
[00:08:24.740 --> 00:08:28.340]  放開我的生命
[00:08:28.340 --> 00:08:35.380]  讓自己成為別人祝福
[00:08:35.380 --> 00:08:38.980]  耶穌的愛 點燃我
[00:08:38.980 --> 00:08:42.580]  心中熊熊愛我
[00:08:42.580 --> 00:08:48.260]  我們一起向世界 活出愛
[00:08:48.260 --> 00:08:49.780]  我們一起
[00:08:49.780 --> 00:08:58.660]  我們一起向世界 活出愛
[00:08:58.660 --> 00:09:00.900]  我們一起
[00:09:00.900 --> 00:09:03.300]  去到世界不同的地方去活出來
[00:09:03.300 --> 00:09:05.260]  其實在很多的情況之下
[00:09:05.260 --> 00:09:07.580]  我們都有機會跟別人分享福音
[00:09:07.580 --> 00:09:10.180]  我讀書很少
[00:09:10.180 --> 00:09:12.500]  十歲才開始讀ABCD
[00:09:12.500 --> 00:09:15.020]  所以很多時候以前對著一些
[00:09:15.020 --> 00:09:16.420]  譬如他身分高一點
[00:09:16.420 --> 00:09:18.700]  或者是他教育程度高一點的人
[00:09:18.700 --> 00:09:20.940]  好像不知道應該說些什麼
[00:09:20.940 --> 00:09:23.420]  我經常覺得回到聖經裏面
[00:09:23.420 --> 00:09:25.580]  其實裏面有很多很多的智慧
[00:09:25.580 --> 00:09:27.980]  所以我自己很多時候都覺得
[00:09:27.980 --> 00:09:29.980]  能夠有時間
[00:09:29.980 --> 00:09:31.780]  我見到你很多的查經班
[00:09:31.780 --> 00:09:33.980]  我自己都真的要提醒自己
[00:09:33.980 --> 00:09:35.820]  因為經常都出了許傳福音
[00:09:35.820 --> 00:09:37.500]  還有其它的原因
[00:09:37.500 --> 00:09:39.420]  是少了自己的教會
[00:09:39.420 --> 00:09:41.060]  今天我選了三個故事
[00:09:41.060 --> 00:09:42.220]  希望你不要介意
[00:09:42.220 --> 00:09:45.940]  因為我不是去怎麼譯經 解經那些
[00:09:45.940 --> 00:09:47.940]  我只是覺得這三個故事
[00:09:47.940 --> 00:09:51.620]  是很能夠讓我分享今天這個主題
[00:09:51.620 --> 00:09:54.220]  我們人生裏面有時會挫敗
[00:09:54.220 --> 00:09:56.940]  有時越是在我們身邊的人
[00:09:56.940 --> 00:10:00.060]  我們最緊張、最愛的人
[00:10:00.060 --> 00:10:01.940]  原來他一個眼神
[00:10:01.940 --> 00:10:03.020]  有一句話
[00:10:03.020 --> 00:10:04.660]  或者他一個決定
[00:10:04.660 --> 00:10:05.900]  是打沉了我們
[00:10:05.900 --> 00:10:07.580]  我們好像回不了身
[00:10:07.580 --> 00:10:12.340]  還有怎麼樣可以去原諒、接納呢?
[00:10:12.340 --> 00:10:13.580]  很不簡單
[00:10:13.580 --> 00:10:14.780]  我選了這三個故事
[00:10:14.780 --> 00:10:16.500]  一個就是《約瑟的才醫》
[00:10:16.500 --> 00:10:19.700]  我想很多看音樂劇的都會看過
[00:10:19.700 --> 00:10:24.660]  《約瑟》是Jacob最小最小的一個兒子
[00:10:24.660 --> 00:10:27.900]  但是他爸爸很疼愛他
[00:10:27.900 --> 00:10:29.420]  有一點就是偏心
[00:10:29.420 --> 00:10:30.660]  所以帶來很多東西
[00:10:30.660 --> 00:10:33.460]  第二個就是蘇羅和大衛
[00:10:33.460 --> 00:10:34.780]  蘇羅是皇帝
[00:10:34.780 --> 00:10:38.060]  其實原來大衛是他的女婿
[00:10:38.060 --> 00:10:40.740]  但是這麼親這麼親的一個關係
[00:10:40.740 --> 00:10:42.060]  都會被人逼迫
[00:10:42.060 --> 00:10:43.260]  都會被人追殺
[00:10:43.260 --> 00:10:46.700]  第三個故事我就說耶穌釘在十字架
[00:10:46.700 --> 00:10:48.460]  祂那三年多全服飲
[00:10:48.460 --> 00:10:50.300]  有很多的神蹟歧視
[00:10:50.300 --> 00:10:52.660]  但是因為很多的妒忌
[00:10:52.660 --> 00:10:53.820]  各樣的東西
[00:10:53.820 --> 00:10:56.060]  最後是被人釘在十字架上
[00:10:56.060 --> 00:10:58.580]  但祂最後那句話我覺得很感動
[00:10:58.580 --> 00:11:01.020]  祂說「神啊 你原諒他們吧」
[00:11:01.020 --> 00:11:02.140]  因為他們現在所做的
[00:11:02.140 --> 00:11:03.340]  他們不知道
[00:11:03.340 --> 00:11:05.420]  我今天就和大家分享這幾件事
[00:11:05.420 --> 00:11:07.220]  這個主題其實就是
[00:11:07.220 --> 00:11:09.700]  那天和牧師師母他們
[00:11:09.700 --> 00:11:11.340]  喝茶、吃飯、聊天的時候
[00:11:11.340 --> 00:11:13.340]  就說其實我們人生裏面
[00:11:13.340 --> 00:11:16.260]  很多都是受到傷害的
[00:11:16.260 --> 00:11:19.060]  那個傷害有時可以很深
[00:11:19.060 --> 00:11:22.780]  有些時候可能你真的靠著神的醫治
[00:11:22.780 --> 00:11:24.940]  和安慰、寬恕
[00:11:24.940 --> 00:11:28.740]  我們很容易可以突破那種的困境
[00:11:28.740 --> 00:11:30.340]  好 那我開始了
[00:11:30.340 --> 00:11:33.260]  《有色的才藝》
[00:11:33.260 --> 00:11:37.580]  Joseph 剛才也說了他是最小的兒子
[00:11:37.580 --> 00:11:39.060]  他爸爸很疼他的
[00:11:39.060 --> 00:11:41.580]  就給了他一件很漂亮的衣服
[00:11:41.580 --> 00:11:42.620]  就是五顏六色
[00:11:42.620 --> 00:11:44.300]  我不知道五顏六色是不是一定很漂亮
[00:11:44.300 --> 00:11:46.260]  不過他就給了他一件很漂亮的衣服
[00:11:46.260 --> 00:11:48.620]  他那幾個哥哥就很妒忌
[00:11:48.620 --> 00:11:49.700]  為什麼爸爸那麼偏心
[00:11:49.700 --> 00:11:50.780]  只是喜歡他
[00:11:50.780 --> 00:11:52.340]  那些哥哥每天都要出去工作
[00:11:52.340 --> 00:11:53.140]  很辛苦
[00:11:53.140 --> 00:11:54.220]  這些文字可以
[00:11:54.220 --> 00:11:55.860]  如果你喜歡看這些可以看看
[00:11:55.860 --> 00:11:57.300]  因為都很小
[00:11:57.300 --> 00:12:00.660]  當那些哥哥出去工作的時候
[00:12:00.660 --> 00:12:04.940]  Joseph 就要送一些飯菜給他
[00:12:04.940 --> 00:12:06.460]  那些哥哥其實就已經很生氣
[00:12:06.460 --> 00:12:08.620]  有一次Joseph就傻傻的
[00:12:08.620 --> 00:12:09.540]  就跟他說
[00:12:09.540 --> 00:12:11.780]  其實你個個都差不多要敬拜他
[00:12:11.780 --> 00:12:15.500]  他做夢的時候就見到一些禾稈
[00:12:15.500 --> 00:12:17.980]  那些哥哥就更加不順氣
[00:12:17.980 --> 00:12:19.220]  人生是這樣的
[00:12:19.220 --> 00:12:20.020]  為什麼只是疼他
[00:12:20.020 --> 00:12:21.420]  為什麼不疼我
[00:12:21.420 --> 00:12:25.340]  就差到人生有時候真是難測
[00:12:25.340 --> 00:12:27.900]  那些哥哥就想將他扔到井裡
[00:12:27.900 --> 00:12:29.460]  就是殺了他
[00:12:29.460 --> 00:12:31.020]  其中有一個就有良心的
[00:12:31.020 --> 00:12:31.740]  就說不要了
[00:12:31.740 --> 00:12:32.420]  不要殺他
[00:12:32.420 --> 00:12:33.780]  不如賣了他
[00:12:33.780 --> 00:12:36.020]  就將他賣了他做奴隸
[00:12:36.020 --> 00:12:39.260]  就做那些工人就賣了他去埃及
[00:12:39.260 --> 00:12:40.780]  去到埃及他很幸運
[00:12:40.780 --> 00:12:44.860]  他就進了一個官員
[00:12:44.860 --> 00:12:46.660]  官員名詞無所謂
[00:12:46.660 --> 00:12:48.180]  就是護衛的官
[00:12:48.180 --> 00:12:51.380]  在他家裡他很勤奮很聰明
[00:12:51.380 --> 00:12:55.300]  就一直被他的老闆升職
[00:12:55.300 --> 00:12:57.300]  最後就做了一個管家
[00:12:57.300 --> 00:12:59.380]  但是原來人生裡面
[00:12:59.380 --> 00:13:00.540]  以為一波平了
[00:13:00.540 --> 00:13:01.740]  原來第二波又來
[00:13:01.740 --> 00:13:02.620]  不要緊
[00:13:02.620 --> 00:13:04.340]  靠著耶穌就成功了
[00:13:04.340 --> 00:13:09.460]  於是他是一個很順服和愛主的弟兄
[00:13:09.460 --> 00:13:11.940]  他在做事的過程裡
[00:13:11.940 --> 00:13:13.300]  原來這個大官
[00:13:13.300 --> 00:13:14.740]  就是他的老闆
[00:13:14.740 --> 00:13:16.700]  他的老婆就很差的
[00:13:16.700 --> 00:13:18.660]  就走去想非禮他
[00:13:18.660 --> 00:13:20.700]  還強姦他
[00:13:20.700 --> 00:13:22.420]  反過來
[00:13:22.420 --> 00:13:23.780]  宗善在走的時候
[00:13:23.780 --> 00:13:25.940]  就被太太拔了他的衣服
[00:13:25.940 --> 00:13:27.660]  因為他拔了他的衣服
[00:13:27.660 --> 00:13:28.460]  脫了他的衣服
[00:13:28.460 --> 00:13:29.540]  然後宗善就走了
[00:13:29.540 --> 00:13:31.660]  因為他知道神不會喜歡這件事
[00:13:31.660 --> 00:13:35.540]  很多時候有些引誘或者衝擊來到
[00:13:35.540 --> 00:13:37.820]  我們怎樣去站著走
[00:13:37.820 --> 00:13:38.940]  這個是很重要的
[00:13:38.940 --> 00:13:41.340]  於是就拔了他的衣服
[00:13:41.340 --> 00:13:44.500]  那個太太就告訴她老公
[00:13:44.500 --> 00:13:45.420]  惡人先告狀
[00:13:45.420 --> 00:13:47.060]  就說他想非禮我
[00:13:47.060 --> 00:13:48.020]  宗善想非禮我
[00:13:48.020 --> 00:13:49.300]  這個老闆當然生氣了
[00:13:49.300 --> 00:13:52.500]  就把他扔到監房裡
[00:13:52.500 --> 00:13:54.940]  神又真的很疼他
[00:13:54.940 --> 00:13:57.180]  他在監房裡
[00:13:57.180 --> 00:13:59.540]  原來宗善有一個特別的恩賜
[00:13:59.540 --> 00:14:01.060]  就是懂得解夢
[00:14:01.060 --> 00:14:05.180]  那裡有一個專門做酒的
[00:14:05.180 --> 00:14:08.180]  另外一個專門吃東西的
[00:14:08.180 --> 00:14:10.420]  這兩個人就和他一起坐牢
[00:14:10.420 --> 00:14:11.860]  他們兩個又做夢了
[00:14:11.860 --> 00:14:13.540]  不知道他們有這麼多夢法
[00:14:13.540 --> 00:14:15.140]  做夢的時候就問他
[00:14:15.140 --> 00:14:16.740]  祖師父你幫我解一下
[00:14:16.740 --> 00:14:18.500]  究竟這些夢是什麼意思
[00:14:18.500 --> 00:14:21.020]  他對著做酒的那個就說
[00:14:21.020 --> 00:14:24.380]  這個應該是三天後你就可以出監了
[00:14:24.380 --> 00:14:26.260]  另外一個專門做吃東西的
[00:14:26.260 --> 00:14:27.860]  就是那些善長
[00:14:27.860 --> 00:14:29.340]  就是吃東西的善長
[00:14:29.340 --> 00:14:30.980]  不是做慈善的善長
[00:14:30.980 --> 00:14:34.980]  就說你可能三天後會被人斬頭
[00:14:34.980 --> 00:14:36.940]  我不知道聽到他們會有什麼反應
[00:14:36.940 --> 00:14:39.980]  真的三天後這些事情全部發生
[00:14:39.980 --> 00:14:42.180]  原來他在埃及那裡
[00:14:42.180 --> 00:14:44.740]  法老王又做夢了
[00:14:44.740 --> 00:14:45.780]  他做夢之後
[00:14:45.780 --> 00:14:47.620]  所有的大神那些人
[00:14:47.620 --> 00:14:49.740]  全部和他無法解釋
[00:14:49.740 --> 00:14:51.260]  沒有辦法和他解一個夢
[00:14:51.260 --> 00:14:53.460]  這個做酒的那個
[00:14:53.460 --> 00:14:54.580]  因為放了監
[00:14:54.580 --> 00:14:55.620]  就回到皇帝那裡
[00:14:55.620 --> 00:14:58.060]  幫皇帝辦酒宴
[00:14:58.060 --> 00:15:00.660]  他說我好像記得有一個叫Joseph的
[00:15:00.660 --> 00:15:03.220]  他就好像可以解夢
[00:15:03.220 --> 00:15:04.340]  就去找Joseph
[00:15:04.340 --> 00:15:06.540]  Joseph去見到這個法老的時候就說
[00:15:06.540 --> 00:15:08.340]  你的夢是這樣的
[00:15:08.340 --> 00:15:10.380]  七年裡面
[00:15:10.380 --> 00:15:11.980]  是會全部很豐收
[00:15:11.980 --> 00:15:13.220]  風調雨順
[00:15:13.220 --> 00:15:15.980]  但是這七年裡面你就要好好地儲糧
[00:15:15.980 --> 00:15:17.820]  如果你不儲好糧的話
[00:15:17.820 --> 00:15:20.260]  七年之後就會有旱災
[00:15:20.260 --> 00:15:21.820]  連續七年的旱災
[00:15:21.820 --> 00:15:26.140]  如果你現在不儲好所謂要的糧食
[00:15:26.140 --> 00:15:27.900]  到時大家都很慘了
[00:15:27.900 --> 00:15:29.700]  這個法老真的聽他說
[00:15:29.700 --> 00:15:31.900]  七年過了之後就真的旱災
[00:15:31.900 --> 00:15:34.140]  幸好那段時間他聽Joseph說
[00:15:34.140 --> 00:15:35.740]  就儲起了很多糧
[00:15:35.740 --> 00:15:37.260]  於是乎他就升啊升啊
[00:15:37.260 --> 00:15:38.620]  就做了宰相
[00:15:38.620 --> 00:15:40.940]  你想一下一個小朋友
[00:15:40.940 --> 00:15:42.340]  被一些哥哥本來想殺
[00:15:42.340 --> 00:15:43.300]  他扔到井裡
[00:15:43.300 --> 00:15:46.620]  然後接著就去做奴隸
[00:15:46.620 --> 00:15:49.260]  奴隸裡面在監房裡面就遇到這樣的事
[00:15:49.260 --> 00:15:52.020]  然後接著還要是那些女人又這樣
[00:15:52.020 --> 00:15:53.700]  人生裡面有時候真的是你會
[00:15:53.700 --> 00:15:54.660]  一幫未平一幫
[00:15:54.660 --> 00:15:55.780]  你會一直這樣來
[00:15:55.780 --> 00:15:57.020]  但是我自己覺得就是
[00:15:57.020 --> 00:15:59.300]  他因為是一個很愛神很謙卑
[00:15:59.300 --> 00:16:01.580]  他就願意神賜給他智慧
[00:16:01.580 --> 00:16:04.060]  在最後他終於做了個宰相
[00:16:04.060 --> 00:16:05.380]  做了個宰相之後
[00:16:05.380 --> 00:16:08.260]  真是他自己的娘家
[00:16:08.260 --> 00:16:10.860]  就是他爸爸那些弟兄姊妹
[00:16:10.860 --> 00:16:13.740]  全部都差不多餓得死死的
[00:16:13.740 --> 00:16:15.860]  就要到處去找糧食
[00:16:15.860 --> 00:16:18.020]  就去到埃及那裡拿糧食
[00:16:18.020 --> 00:16:19.220]  第一次
[00:16:19.220 --> 00:16:20.020]  因為他是宰相
[00:16:20.020 --> 00:16:22.220]  他就已經給了很多糧食他們家裡
[00:16:22.220 --> 00:16:23.780]  好了 到第二次來的時候
[00:16:23.780 --> 00:16:25.860]  他就說你們有多少兄弟姊妹啊
[00:16:25.860 --> 00:16:26.380]  什麼什麼這樣說
[00:16:26.380 --> 00:16:27.860]  他說一個很小的弟弟
[00:16:27.860 --> 00:16:29.740]  但當然不是他 其實他是最小的
[00:16:29.740 --> 00:16:31.300]  但他對上還有一個
[00:16:31.300 --> 00:16:31.980]  於是乎他說
[00:16:31.980 --> 00:16:33.860]  那你帶那個最小的弟弟來吧
[00:16:33.860 --> 00:16:35.860]  當他帶那個最小的弟弟來
[00:16:35.860 --> 00:16:37.860]  第二次去拿糧食的時候
